0100000008	1 Mózes
1705130093	A kik ezt mondják: siessen és tegye hamar munkáját, hogy lássuk, s közelítsen és jőjjön el Izráel Szentjének tanácsa, hogy tudjuk meg.
17051400ca	Jaj azoknak, a kik a gonoszt jónak mondják és a jót gonosznak; a kik a sötétséget világossággá s a világosságot sötétséggé teszik, és teszik a keserűt édessé, s az édest keserűvé!
1705150055	Jaj azoknak, a kik magoknak bölcseknek látszanak, és eszesek önnön magok előtt!
1705160056	Jaj azoknak, a kik hősök borivásban és híresek részegítő ital vegyítésében;
1705170060	A kik a gonoszt ajándékért igaznak mondják, és az igazak igazságát elfordítják tőlük:
17051800ef	Ezért, mint a polyvát megemészti a tűznek nyelve, és az égő széna összeomlik: gyökerök megrothad, virágjok mint a por elszáll, mert a seregek Urának törvényét megvetették, és Izráel szentjének beszédét megútálták.
17051900e4	Ezért gerjedt fel az Úrnak haragja népe ellen, és felemelé rá kezét, és megveri, hogy a hegyek megrendülnek, és holttestök szemétként fekszik az utczán. Mindezekkel haragja el nem mult, és keze még felemelve van.
17051a007d	És zászlót emel a távoli népeknek, és süvölt a föld határán lakozóknak, és ímé hamarsággal könnyen eljőnek.
17051b009b	Nem lesz köztük egy is elfáradott, sem tántorgó; nem szunnyad, és nem aluszik; derekának öve sem oldódik meg, és nem szakad el saruja szíja sem;
17051c0071	Nyilai élesek, és minden ő kézívei felvonvák, lovai körme, miként a kova, és kerekei mint a forgószél;
17051d008e	Ordítása, mint az oroszláné, és ordít, mint az oroszlán-kölykök, és morog s prédát ragad s elviszi, és nincs, a ki elvegye tőle;
17051e009b	És rámordul ama napon, mint tenger mormolása; és ő a földre néz, de ímé ott sűrű sötétség; és a nap meghomályosodik a ráborult homályban!
1706010089	A mely esztendőben meghala Uzziás király, látám az Urat ülni magas és felemeltetett székben, és palástja betölté a templomot;
1706020096	Szeráfok állanak vala felette: mindeniknek hat-hat szárnya vala: kettővel orczáját fedé be, kettővel lábait fedé be, és kettővel lebegett;
1706030085	És kiált vala egy a másiknak, és mondá: Szent, szent, szent a seregeknek Ura, teljes mind a széles föld az ő dicsőségével!
170604005d	És megrendülének az ajtó küszöbei a kiáltónak szavától, és a ház betelt füsttel.
17060500a3	Akkor mondék: Jaj nékem, elvesztem, mivel tisztátalan ajkú vagyok és tisztátalan ajkú nép közt lakom: hisz a királyt, a seregeknek Urát láták szemeim!
1706060077	És hozzám repült egy a szeráfok közül, és kezében eleven szén vala, a melyet fogóval vett volt az oltárról;
1706070079	És illeté számat azzal, és mondá: Ímé ez illeté ajkaidat, és hamisságod eltávozott, és bűnöd elfedeztetett.
1706080098	És hallám az Úrnak szavát, a ki ezt mondja vala: Kit küldjek el és ki megyen el nékünk? Én pedig mondék: Ímhol vagyok én, küldj el engemet!
1706090076	És monda: Menj, és mondd ezt e népnek: Hallván halljatok és ne értsetek, s látván lássatok és ne ismerjetek;
17060a00bb	Kövérítsd meg e nép szívét, és füleit dugd be, és szemeit kend be: ne lásson szemeivel, ne halljon füleivel, ne értsen szívével, hogy meg ne térjen, és meg ne gyógyuljon.
17060b00a2	És én mondék: Meddig lészen ez Uram?! És monda: Míg a városok pusztán állanak lakos nélkül, és a házak emberek nélkül, s a föld is puszta lészen;
17060c0049	És az Úr az embert messze elveti, s nagy pusztaság lészen a földön;
17060d00b4	És ha megmarad még rajta egy tizedrész, ismétlen elpusztul ez is; de mint a terpentinfának és cserfának törzsük marad kivágatás után: az ő törzsük szent mag lészen!
17070100f2	És lőn a Júda királyának, Akháznak, az Uzziás fiának, Jóthám fiának napjaiban, eljöve Reczin, Sziriának királya, és Remaljának fia, Pékah, Izráelnek királya Jeruzsálem ellen, hogy azt megostromolja; de nem veheté meg azt.
17070200a5	És hírül vivék a Dávid házának, mondván: Sziria Efraimmal egyesült! és megindula szíve s népének szíve, a mint megindulnak az erdő fái a szél miatt.
17070300a2	És mondá az Úr Ésaiásnak: Menj ki, kérlek, Akház eleibe te és Seár-Jásub fiad, a felső tó csatornájának végéhez, a ruhafestők mezejének útján;
17070400c5	És mondd néki: Vigyázz és légy nyugodt; ne félj! és meg ne lágyuljon szíved e két füstölgő üszögdarab miatt, Reczinnek és Sziriának, és Remalja fiának felgerjedett haragja miatt!
1707050054	Mivelhogy gonosz tanácsot tartott ellened Sziria, Efraim és Remalja fia, mondván:
1707060075	Menjünk el Júda ellen, s reszkettessük meg, és kapcsoljuk magunkhoz, és tegyük királylyá benne Tábeal fiát,
1707070039	Így szól az Úr Isten: Nem áll meg és nem lészen ez!
170708007d	Mert Sziria feje Damaskus, és Damaskusnak feje Reczin, és még hatvanöt esztendő, s megromol Efraim és nép nem lészen.
1707090063	Efraim feje pedig Samaria, és Samaria feje a Remalja fia: ha nem hisztek, bizony meg nem maradtok!
17070a002d	És szóla ismét az Úr Akházhoz, mondván:
17070b005c	Kérj jelt magadnak az Úrtól, a te Istenedtől, kérj a mélységben vagy fent a magasban!
17070c003c	És mikor szóla Akház: Nem kérek s nem kisértem az Urat!
17070d008d	Akkor monda a próféta: Halld meg hát, Dávid háza! hát nem elég embereket bosszantanotok, hogy még az én Istenemet is bosszantjátok?
17070e006f	Ezért ád jelt néktek az Úr maga: Ímé, a szűz fogan méhében, és szül fiat, s nevezi azt Immánuelnek,
17070f0056	Ki vajat és mézet eszik, míg megtanulja a gonoszt megvetni, és a jót választani;
170710008b	Mert mielőtt e gyermek megtanulná megvetni a gonoszt, és a jót választani, elpusztul a föld, melynek két királyától te reszketsz.
170711009f	És hozni fog az Úr reád és népedre és atyád házára oly napokat, milyenek még nem jöttenek, mióta Efraim elszakadott Júdától: Assiria királyát.
1707120071	És lesz ama napon: süvölt az Úr az Égyiptom folyóvize mellett való legyeknek, s Assiria földje méheinek,
170713007f	S mind eljönnek, és letelepszenek a meredek völgyekben és sziklák hasadékaiban, minden töviseken és minden legelőkön.
1707140095	Ama napon leberetválja az Úr a folyón túl bérlett beretvával, Assiria királya által a főt s a lábak szőrét, a mely a szakált is leveszi;
1707150044	És lesz ama napon, hogy kiki egy fejőstehenet tart és két juhot,
1707160074	És lészen, hogy a tej bősége miatt vajat eszik; mert vajat és mézet eszik, valaki csak megmaradott e földön.
170717006f	S lészen ama napon, hogy minden helyet, a hol ezer szőlőtő ezer siklust érő vala, tövis és gaz ver fel.
1707180063	Nyilakkal és kézívvel mehet oda az ember, mivel tövis és gaz verte fel mind az egész földet;
17071900a3	Sőt a hegyekre, a melyeket kapával kapáltanak, sem fogsz felmenni, félvén a tövistől és gaztól; hanem barmok legelőjévé lesznek és juhok járásává.
170801008f	És monda nékem az Úr: Végy magadnak egy nagy táblát, és írd fel reá közönséges betűkkel: siess zsákmányra és gyorsan prédára;
170802005e	És én hív tanúkul választom magamnak Úriást, a papot és Zakariást, Jeberekiás fiát.
1708030094	És bementem a prófétaasszonyhoz, a ki fogant, és szült fiat; és mondá az Úr nékem: Nevezd nevét: siess zsákmányra és gyorsan prédára.
1708040096	Mert mielőtt e gyermek ezt ki tudja mondani: apám és anyám, Damaskus gazdagságát és Samaria prédáját Assiria királyának szolgája elviszi.
1708050029	Ismét szólott az Úr hozzám, mondván:
170806006b	Mivel megútálta e nép Siloahnak lassan folyó vizét, és Reczinben és Remalja fiában gyönyörködik:
17080700ae	Azért ímé rájok hozza az Úr a folyónak erős és sok vizét, Assiria királyát és minden ő hatalmát, és feljő minden medre fölé, és foly minden partjai felett,
170808008f	És becsap Júdába, és megáradván átmegy rajta, s torkig ér, és elterjesztett szárnyai ellepik földednek szélességét, oh Immánuel!
1708090090	Fenekedjetek csak népek és romoljatok meg; figyeljetek, valakik messze laktok; készüljetek és megrontattok; készüljetek és megrontattok.
17080a0069	Tanácskozzatok, de haszontalan lesz, beszéljetek beszédet, de nem áll meg, mert Isten van mi velünk!
17080b0080	Mert így szólott hozzám az Úr, rajtam lévén erős keze, hogy tanítson engem, hogy e népnek útján ne járjak, mondván:
17080c0082	Ti ne mondjátok összeesküvésnek, valamit e nép összeesküvésnek mond, és félelme szerint ne féljetek és ne rettegjetek;
17080d004d	A seregek Urát: Őt szenteljétek meg, Őt féljétek, és Őt rettegjétek!
17080e0096	És Ő néktek szenthely lészen; de megütközés köve és botránkozás sziklája Izráel két házának, s tőr és háló Jeruzsálem lakosainak.
17080f005e	És megütköznek köztük sokan, s elesnek és összetöretnek; tőrbe esnek és megfogatnak!
170810004f	Kösd be e bizonyságtételt, és pecsételd be e tanítást tanítványaimban!
1708110058	Én pedig várom az Urat, a ki elrejté orczáját Jákób házától, és benne bízom.
1708120091	Ímhol vagyok én és a fiak, kiket adott nékem az Úr jelekül és csodákul Izráelben: a Sion hegyén lakozó seregeknek Urától vagyunk mi!
17081300d2	És ha ezt mondják tinéktek: Tudakozzatok a halottidézőktől és a jövendőmondóktól, a kik sipognak és suttognak: hát nem Istenétől tudakozik-é a nép? az élőkért a holtaktól kell-é tudakozni?
1708140069	A tanításra és bizonyságtételre hallgassatok! Ha nem ekként szólnak azok, a kiknek nincs hajnalok:
170815009e	Úgy bolyongani fognak a földön, szorongva és éhezve; és lészen, hogyha megéhezik, felgerjed és megátkozza királyát és Istenét, s néz fölfelé,
1708160094	És azután a földre tekint, és ímé mindenütt nyomor és sötétség, és szorongatásnak éjszakája, ő pedig a sűrű sötétben elhagyatva!
17090100d2	De nem lesz mindig sötét ott, a hol most szorongatás van; először megalázta Zebulon és Nafthali földjét, de azután megdicsőíti a tenger útját, a Jordán túlsó partját és a pogányok határát.
1709020092	A nép, a mely sötétségben jár vala, lát nagy világosságot; a kik lakoznak a halál árnyékának földében, fény ragyog fel fölöttök!
170903009f	Te megsokasítod e népet, nagy örömöt szerzesz néki, és örvendeznek előtted az aratók örömével, és vígadoznak, mint mikoron zsákmányt osztanak.
170904006f	Mert terhes igáját és háta vesszejét, az őt nyomorgatónak botját összetöröd, mint a Midián napján;
1709050067	Mert a vitézek harczi saruja és a vérbe fertőztetett öltözet megég, és tűznek eledele lészen;
17090600db	Mert egy gyermek születik nékünk, fiú adatik nékünk, és az uralom az ő vállán lészen, és hívják nevét: csodálatosnak, tanácsosnak, erős Istennek, örökkévalóság atyjának, békesség fejedelmének!
17090700f3	Uralma növekedésének és békéjének nem lesz vége a Dávid trónján és királysága felett, hogy fölemelje és megerősítse azt jogosság és igazság által mostantól mindörökké. A seregek Urának buzgó szerelme mívelendi ezt!
170908003e	Beszédet küldött az Úr Jákóbnak, és leesett Izráelben,
1709090069	Hogy megértse az egész nép: Efraim és Samaria lakosa, a kik ezt mondják kevélyen és felfuvalkodva:
17090a007b	Téglák omlottak le, és mi faragott kőből építünk; fügefák vágattak ki, és mi czédrusokat ültetünk helyökre!
17090b0052	De az Úr ellenök hozza Reczin szorongatóit, és ellenségeiket rájok uszítja;
17090c009f	A Sziriabeliek elől, és a Filiszteusok hátul, s falják Izráelt feltátott torokkal. Mindezekkel azonban haragja el nem múlt, és keze még felemelve van.
17090d0058	Hiszen e nép nem tért meg az őt verő Istenhez, és a seregeknek Urát nem keresték;
17090e005c	Ezért kivágja az Úr Izráelből a főt és farkat, a pálmaágat és a kákát egy napon.
17090f004f	A fő: a vén és a főember, a fark pedig a próféta, a ki hazugságot szól.
170910004b	Mert e nép vezérei hitetőkké lettek, és a kiket vezetének, elvesztek.
17091100ec	Ezért ifjaiban sem gyönyörködik az Úr, s árváin és özvegyein sem könyörül; mert mindnyájan istentelenek és gonosztevők, és minden száj bolondságot beszél. Mindezekkel haragja el nem múlt, és keze még felemelve van.
170912008c	Mert a gonoszság felgerjedt, mint a tűz, s tövist és gazt emészt, és meggyújtja a sűrű erdőt, és felgomolyg az füst oszlopában.
1709130076	A seregek Urának haragja miatt kiégett a föld, és a nép a tűznek eledele lőn: Senki atyjafián nem könyörül,
170914006b	Jobbkézre vág és megéhezik, eszik balkézre és nem elégszik meg; mindnyájan karjoknak húsát eszik,
1709150087	Manassé Efraimot és Efraim Manassét; s mindketten Júda ellen kelnek. Mindezekkel haragja el nem múlt, és keze még felemelve van.
170a010054	Jaj a hamis határozatok határozóinak, és a jegyzőknek, a kik gonoszt jegyeznek,
170a0200bb	Hogy elriaszszák a gyöngéket a törvénykezéstől, s elrabolják népem szegényeinek igazságát, hogy legyenek az özvegyek az ő prédájok, és az árvákban zsákmányt vessenek.
170a0300a3	S vajjon mit míveltek a meglátogatásnak és a messzünnen rátok jövő pusztulásnak napján? Kihez futtok segítségért, és hol hagyjátok dicsőségeteket?
170a040088	Bizony csak: a foglyok alá hanyatlanak és a megölettek alá hullanak; mind ezekkel haragja el nem múlt, és keze még felemelve van.
170a050053	Jaj Assiriának, haragom botjának, mert pálcza az ő kezében az én búsulásom!
170a0600a0	Istentelen nemzetség ellen küldtem őt, és haragom népe ellen rendelém, hogy prédáljon és zsákmányt vessen, és eltapodja azt, mint az utczák sarát.
170a070074	De ő nem így vélekedik, és szíve nem így gondolkozik, mert ő pusztítani akar, és kigyomlálni sok népeket.
170a080038	Mert így szól: Vajjon vezéreim nem mind királyok-é?
170a09006d	Nem úgy megvettem-é Kalnót, mint Kárkemist? És Hamáthot, mint Arphádot? És Samariát, mint Damaskust?
170a0a0088	Miképen megtalálta volt kezem a bálványok országait, holott pedig több faragott képük volt, mint Jeruzsálemnek és Samariának,
170a0b007f	Avagy a mint cselekedtem Samariával és az ő bálványaival; nem úgy cselekedhetem-é Jeruzsálemmel és bálványképeivel?
170a0c00bb	Ezért ha majd elvégezi az Úr minden dolgát Sion hegyén és Jeruzsálemben, meglátogatom az Assiriabeli király nagyakaró szíve gyümölcsét és nagyralátó szeme kevélységét.
170a0d00d4	Mert ezt mondá: Kezem erejével míveltem ezt és bölcseségemmel, mivel okos vagyok; elvetettem sok népeknek határit, és kincseikben zsákmányt vetettem, és leszállítám, mint erős, a magasan ülőket;
170a0e010e	És kezem úgy találta mintegy fészket a népek gazdagságát; és a mily könnyen elszedik az elhagyott tojásokat, azonképen foglaltam én el az egész földet; és nem volt senki, a ki szárnyát mozdította, vagy száját megnyitotta, vagy csak sipogott volna is!
170a0f00d4	Avagy dicsekszik-é a fejsze azzal szemben, a ki vele vág? vagy a fűrész felemeli-é magát az ellen, a ki vonsza azt? Mintha a bot forgatná azt, a ki őt felemelé, és a pálcza felemelné azt, a mi nem fa!
170a100083	Azért az Úr, a seregek Ura kövéreire ösztövérséget bocsát, és az ő dicsősége alatt égés ég, miként a tűz égése;
170a11008b	És lészen Izráel világossága tűz gyanánt, és annak Szentje láng gyanánt, és ég és megemészti gazzát és tövisét egy napon;
170a120079	Az ő erdejének és kertjének ékességét pedig lelkétől mind testéig megemészti, és lesorvad, mint a sorvadozó;
170a130051	Erdője fáinak maradéka kicsiny lészen, és azokat egy gyermek is felírhatja!
170a1400c3	És lészen ama napon, hogy többé nem támaszkodik Izráel maradéka és a ki megmaradt Jákób házából, az őt nyomorgatóhoz, hanem támaszkodik az Úrhoz, Izráel Szentjéhez hűségesen;
170a15003a	A maradék megtér, a Jákób maradéka az erős Istenhez.
170a160093	Mert ha néped Izráel számszerint annyi lenne is, mint a tenger fövenye, csak maradéka tér meg; az elvégezett pusztulás elárad igazsággal!
170a170058	Mert elvégezett pusztítást cselekszik az Úr, a seregek Ura, mind az egész földön.
170a1800c3	Azért így szól az Úr, a seregeknek Ura: Ne félj népem, Sionnak lakosa, az Assiriabeli királytól! bár botjával megver tégedet és pálczáját felemeli rád, miként Égyiptom egykoron;
170a190069	Mert még csak egy kevés idő van: és elfogy búsulásom, és haragom az ő megemésztésökre lészen!
170a1a00b0	És a seregeknek Ura ostort emel ő ellenök, miként a Midián levágatása idején az Oreb kőszikláján, és pálczáját a tenger fölé emeli, mint Égyiptomban egykoron.
170a1b007a	És lesz ama napon: eltávozik az ő terhe válladról és igája nyakadról, és megromol az iga a kövérségnek miatta.
170a1c004e	Ajjáthba jő, Migronba átsiet, Mikhmásnál rakja le hadakozó szerszámait;
170a1d0064	Átmennek a szoroson, Gébában lesz hálóhelyünk; megrémül Ráma, Gibea, Saulnak városa elfut.
170a1e0049	Kiálts Gallim leánya, és vedd füleidbe Laisa, és szegény Anathóth!
170a1f0033	Madména megindul, Gébim lakosai mentik övéiket;
170a200078	Még Nóbba megyen ma, hogy ott megálljon, és emeli már kezét Sion leányának hegye és Jeruzsálemnek halma ellen!
170a210099	De ímé az Úr, a seregeknek Ura: levagdalja az ágakat rémítő hatalommal, és a magas termetűek kivágattatnak, és a magasságosak megaláztatnak;
170a220053	Az erdő sűrű ágait levágja vassal, és megdől a Libánon egy hatalmas által.
170b010060	És származik egy vesszőszál Isai törzsökéből, s gyökereiből egy virágszál nevekedik.
170b020096	A kin az Úrnak lelke megnyugoszik: bölcseségnek és értelemnek lelke, tanácsnak és hatalomnak lelke, az Úr ismeretének és félelmének lelke.
170b030087	És gyönyörködik az Úrnak félelmében, és nem szemeinek látása szerint ítél, és nem füleinek hallása szerint bíráskodik:
170b0400b4	Igazságban ítéli a gyöngéket, és tökéletességben bíráskodik a föld szegényei felett; megveri a földet szájának vesszejével, és ajkai lehével megöli a hitetlent.
170b05004e	Derekának övedzője az igazság lészen, és veséinek övedzője a hűség.
170b0600b6	És lakozik a farkas a báránynyal, és a párducz a kecskefiúval fekszik, a borjú és az oroszlán-kölyök és a kövér barom együtt lesznek, és egy kis gyermek őrzi azokat;
170b070068	A tehén és medve legelnek, és együtt feküsznek fiaik, az oroszlán, mint az ökör, szalmát eszik;
170b080083	És gyönyörködik a csecsszopó a viperák lyukánál, és a csecstől elválasztott a baziliskus lyuka felett terjengeti kezét:
170b090094	Nem ártanak és nem pusztítnak sehol szentségemnek hegyén, mert teljes lészen a föld az Úr ismeretével, mint a vizek a tengert beborítják.
170b0a008c	És lesz ama napon, hogy Isai gyökeréhez, a ki a népek zászlója lészen, eljőnek a pogányok, és az ő nyugodalma dicsőség lészen.
170b0b00e9	És lesz ama napon: az Úr másodszor nyujtja ki kezét, hogy népe maradékát megvegye, a mely megmaradt Assiriától, Égyiptomtól, Pathrosztól, Szerecsenországtól, Elámtól, Sinártól, Hamáthtól és a tenger szigeteitől.
170b0c00a3	És zászlót emel a pogányok előtt, és összegyűjti Izráel elszéledt fiait, és Júdának szétszórt leányait egybegyűjti a földnek négy szárnyairól.
170b0d009a	Megszünik Efraimnak irígysége, és Júdából a gyűlölködők kivágattatnak; Efraim nem irígykedik Júdára, és Júda sem támad többé Efraimra.
170b0e00af	És repülnek a Filiszteusoknak hátára napnyugot felé, és kelet fiaiban együtt vetnek zsákmányt, és kezet vetnek Edomra és Moábra, és az Ammoniták engednek nékik.
170b0f00bb	És az Úr megátkozza Égyiptom tengerének nyelvét, és kezét felemeli az Eufráth fölé erős száraztó szélben, és hét patakra csapja azt, és népét sarus lábbal vezeti át,
170b10008c	És csinált út lészen népe maradékának, a mely megmaradt Assiriától, a mint volt Izráelnek, mikor kijött Égyiptomnak földéből.
170c010092	És így szólsz ama napon: Hálákat adok néked, oh Uram! mert jóllehet haragudtál reám, de elfordult haragod, és megvígasztaltál engemet!
170c020086	Ímé, az Isten az én szabadítóm! bízom és nem félek; mert erősségem és énekem az Úr, az Úr, és lőn nékem szabadítóm!
170c030039	S örömmel merítetek vizet a szabadító kútfejéből,
170c0400a8	És így szólotok ama napon: Adjatok hálát az Úrnak, magasztaljátok az Ő nevét, hirdessétek a népek közt nagyságos dolgait, mondjátok, hogy nagy az Ő neve.
170c050064	Mondjatok éneket az Úrnak, mert nagy dolgot cselekedett; adjátok tudtára ezt az egész földnek!
170c06004e	Kiálts és örvendj, Sionnak lakosa, mert nagy közötted Izráelnek Szentje!
170d010045	Jövendölés Babilonia ellen, a melyet látott Ésaiás, Ámós fia.
170d02006f	Emeljetek zászlót kopasz hegyen, kiáltsatok nékik, kézzel intsetek, hogy bevonuljanak a fejedelmek kapuin!
170d030087	Én parancsoltam felszentelt vitézeimnek, és elhívtam erősimet haragomnak véghezvitelére, a kik én bennem büszkén örvendenek.
170d04008b	Hah! zsibongás a hegyeken, mint nagy néptömegé; hah! összegyűlt népek országainak zúgása; a seregek Ura harczi sereget számlál.
170d050077	Jőnek messze földről, az égnek végéről, az Úr, és haragjának eszközei, elpusztítani mind az egész földet.
170d06005c	Jajgassatok, mert közel van az Úrnak napja, mint pusztító hatalom jő a Mindenhatótól.
170d07004a	Ezért megerőtlenülnek minden kezek, és elolvad minden embernek szíve;
170d08009a	És megrémülnek, kínok és fájdalmak fogják el őket, és szenvednek, mint a szülőasszony; egyik a másikon csodálkozik, és arczuk lángba borul.
170d090095	Ímé az Úrnak napja jő kegyetlen búsulással és felgerjedt haraggal, hogy a földet pusztasággá tegye, és annak bűnöseit elveszesse arról.
170d0a008f	Mert az ég csillagai és csillagzatai nem ragyogtatják fényöket, sötét lesz a nap támadásakor, és a hold fényét nem tündökölteti.
170d0b00a4	És meglátogatom a földön a bűnt, és a gonoszokon vétküket, és megszüntetem az istentelenek kevélységét, és az erőszakoskodóknak gőgjét megalázom.
170d0c0053	Drágábbá teszem az embert a színaranynál, és a férfit Ofir kincsaranyánál.
170d0d008c	Ezért az egeket megrendítem, és megindul helyéről a föld is, a seregek Urának búsulása miatt, és felgerjedett haragjának napján,
170d0e007b	És mint az űzött zerge, és mint a pásztor nélkül való nyáj, kiki népéhez tér meg, és kiki az ő földére fut;
170d0f0051	Valaki ott találtatik, átveretik, és valaki megfogatik, fegyver miatt hull el,
170d10006c	Kisdedeiket szemök előtt zúzzák szét, házaikat elzsákmányolják, és feleségeiket megszeplősítik.
170d110075	Ímé, én feltámasztom ellenök a Médiabelieket, a kik ezüsttel nem gondolnak, és aranyban nem gyönyörködnek;
170d12006d	Kézíveik szétzúznak ifjakat, és nem könyörülnek a méh gyümölcsén, a fiaknak nem irgalmaz szemök:
170d130090	És olyan lesz Babilon, a királyságok ékessége, a Khaldeusok dicsekvésének dísze, mint a hogyan elpusztítá Isten Sodomát és Gomorát;
170d140084	Nem ülik meg soha, és nem lakják nemzetségről nemzetségre, nem von sátort ott az arábiai, és pásztorok sem tanyáznak ott;
170d150071	Hanem vadak tanyáznak ott, és baglyok töltik be házaikat, és struczok laknak ott, és bakok szökdelnek ott;
170d16007c	És vad ebek üvöltenek palotáikban, és mulató házaikban sakálok; és ideje nem sokára eljő, és napjai nem késnek.
170e0100b6	Mert könyörül az Úr Jákóbon, és ismét elválasztja Izráelt, és megnyugotja őket földjükön; és a jövevény hozzájok adja magát, és a Jákób házához csatlakoznak;
170e0200dd	És felveszik őket a népek, és elviszik őket lakhelyökre, és Izráel háza bírni fogja őket az Úr földén, szolgák és szolgálók gyanánt; és foglyaik lesznek foglyul vivőik, és uralkodnak nyomorgatóikon.
170e0300a0	És majd ama napon, a melyen nyugalmat ád néked az Úr fáradságodtól és nyomorúságodtól és ama kemény szolgálattól, a melylyel szolgálnod kellett,
170e040080	E gúnydalt mondod Babilon királya felett, és szólsz: Miként lőn vége a nyomorgatónak, a szolgaság házának vége lőn!
170e050045	Eltörte az Úr a gonoszok pálczáját, az uralkodóknak vesszejét.
170e06007a	A ki népeket vert dühében szüntelen való veréssel, leigázott népségeket haraggal, kergettetik feltartózhatlanul.
170e070038	Nyugszik, csöndes az egész föld. Ujjongva énekelnek.
170e08007e	Még a cziprusok is örvendenek rajtad: a Libánon czédrusai ezt mondják: Mióta te megdőltél, nem jő favágó ellenünk.
170e09009f	Alant a sír megindul te miattad megérkezésedkor, miattad felriasztja árnyait, a föld minden hatalmasit, felkölti székeikről a népek minden királyait;
170e0a006f	Mind megszólalnak, és ezt mondják néked: Erőtlenné lettél te is, miként mi; hozzánk hasonlatos levél!
170e0b0069	Kevélységed és lantjaid zengése a sírba szállt; fekvő ágyad férgek, és takaró lepled pondrók!
170e0c006d	Miként estél alá az égről fényes csillag, hajnal fia!? Levágattál a földre, a ki népeken tapostál!
170e0d009a	Holott te ezt mondád szívedben: Az égbe megyek fel, az Isten csillagai fölé helyezem ülőszékemet, és lakom a gyülekezet hegyén messze északon.
170e0e0049	Felibök hágok a magas felhőknek, és hasonló leszek a Magasságoshoz.
170e0f0038	Pedig a sírba szállsz alá, sírgödör mélységébe!
170e100077	A kik látnak, rád tekintenek, és elgondolják: Ez-é a föld ama háborgatója, a ki királyságokat rendített meg?
170e110063	A ki a föld kerekségét pusztasággá tette, városait lerontá, és foglyait nem bocsátá haza!
170e12004d	A népeknek minden királyai dicsőségben nyugosznak, kiki az ő sírjában,
170e1300b1	Te pedig messze vettetel sírodtól, mint valami hitvány gally, takarva megölettekkel, fegyverrel átverettekkel, sziklasírba leszállókkal, mint valami eltapodott holttest!
170e140078	Nem egyesülsz velök a sírban, mert elpusztítád földedet, megölted népedet: nem él sokáig a gonoszok magva sem!
170e1500ab	Készítsetek öldöklést az ő fiainak atyáik vétkéért, hogy fel ne keljenek, és örökségül bírják e földet, és városokkal töltsék be e földnek színét!
170e160082	És felkelnek ő ellenök, szóla a seregeknek Ura, és kivágom Babilon nevét és maradékát, fiait és unokáit, szól az Úr;
170e170091	És a sündisznónak örökségévé és álló vizek tavává teszem azt, és elsöpröm azt a pusztítás seprőjével, szól a seregeknek Ura.
170e18006e	Megesküdött a seregeknek Ura, mondván: Úgy lészen, mint elgondolám, úgy megy véghez, mint elvégezém:
170e190078	Megrontom Assiriát földemen, és megtapodom hegyeimen, és eltávozik róluk igája, és terhe válláról eltávozik.
170e1a0062	Ez az elvégezett tanács az egész föld felől, és ez ama felemelt kéz minden népek fölött.
170e1b006b	Mert a seregek Ura végezte, és ki teszi azt erőtelenné? Az ő keze fel van emelve; ki fordítja el azt?
170e1c0047	A mely esztendőben meghalt Akház király, akkor lőn e jövendölés.
170e1d00a2	Ne örvendj oly nagyon Filisztea, hogy eltört a téged verőnek vesszeje, mert a kígyó magvából baziliskus jő ki, a melytől szárnyas sárkány származik.
170e1e00a3	És legelnek a szegényeknek elsőszülöttei, és a szűkölködők bátorsággal nyugosznak; és én kivesztem gyökeredet éhséggel, és maradékodat megölik.
170e1f007a	Jajgass kapu, kiálts város! remeg egész Filisztea, mivel füst jő észak felől; és nem marad el seregeiből egy sem!
170e200073	És mit felelnek a népek követei? Azt, hogy az Úr veté meg a Sion alapját, és abban bíznak népe szegényei.
170f010085	Jövendölés Moáb ellen. Igen, a pusztulás éjjelén megsemmisült Ar-Moáb; igen, a pusztulás éjjelén megsemmisült Kir-Moáb!
170f020092	Felmennek a templomba, és Dibon a magaslatokra megy sírni, Nebón és Médebán jajgat Moáb, minden fejen kopaszság, minden szakál lenyírva!
170f030064	Utczáin gyászruhába öltöznek, házfedelein és piaczain jajgat minden, és könyekben olvad el!
170f040070	És kiált Hesbon és Eleálé, szavok Jáháczig hallatik; ezért ordítanak Moáb vitézei, és lelke reszket.
170f0500c9	Szívem kiált Moábért, a melynek végvárai Zoárig, a három éves üszőig nyúltanak; mert Luhith hágóján sírással mennek fel, és mert Horonaim útján romlásuknak kiáltását hallatják.
170f060071	Mert Nimrim vizei pusztasággá lesznek, mert elszáradt a pázsit, elfogyott a fű, és semmi zöld nem lészen.
170f070052	Ezért a mit megmenthettek és jószágukat a fűzfáknak patakja mellé hordják.
170f08006a	Mert kiáltás zengé körül Moáb határát, jajgatása Eglaimig, és Beér-Élimig hallatik jajgatása!
170f090081	Mert Dimon vizei megteltek vérrel, mert új romlást hozok Dimonra: Moáb menekültjeire oroszlánt, és a földnek maradékira.
171001005c	Küldjétek a föld Urának bárányát Szelából a pusztán át Sion leányának hegyére.
171002006a	Mert mint a bujdosó madár szétszórt fészek körül, olyanok lőnek Moáb leányai az Arnon gázlóin:
171003008e	Adj tanácsot, tarts ítéletet; tegyed árnyékodat délben olyanná, mint az éjszaka, rejtsd el a kiűzötteket, és a bujdosót ne add ki!
