0100000008	Gênesis
1804080069	Por isto cingi-vos de saccos, lamentae, e uivae; porque o ardor da ira do Senhor não se desviou de nós.
18040900a7	E succederá n'aquelle tempo, diz o Senhor, que se desfará o coração do rei e o coração dos principes; e os sacerdotes pasmarão, e os prophetas se maravilharão.
18040a009e	Então disse eu: Ah Senhor Jehovah! verdadeiramente enganaste grandemente a este povo e a Jerusalem, dizendo; Tereis paz; e chegas-lhes a espada até á alma.
18040b00a4	N'aquelle tempo se dirá a este povo e a Jerusalem: Um vento secco das alturas do deserto veiu ao caminho da filha do meu povo; não para padejar, nem para alimpar;
18040c006d	Mas um vento me virá a mim, que lhes será mais vehemente: agora tambem eu pronunciarei juizos contra elles.
18040d009c	Eis que virá subindo como nuvens e os seus carros como a tormenta; os seus cavallos serão mais ligeiros do que as aguias; ai de nós! que somos assolados!
18040e008b	Lava o teu coração da malicia, ó Jerusalem, para que sejas salva; até quando permanecerão no meio de ti os pensamentos da tua vaidade?
18040f0055	Porque uma voz annuncia desde Dan, e faz ouvir a calamidade desde o monte de Ephraim.
18041000a4	D'isto fazei menção ás nações; eis aqui fazei-o ouvir contra Jerusalem; que vigias veem de uma terra remota, e levantarão a sua voz contra as cidades de Judah
180411006e	Como as guardas de um campo, estão contra ella ao redor; porquanto ella se rebellou contra mim, diz o Senhor.
1804120082	O teu caminho e as tuas obras te fizeram estas coisas: esta é a tua malicia, que tão amargosa é que te chega até ao coração.
18041300ca	Ah entranhas minhas, entranhas minhas! estou com dôres no meu coração! ruge em mim o meu coração, já não me posso calar; porque tu, ó alma minha, ouviste o som da trombeta e o alarido da guerra.
180414009f	Quebranto sobre quebranto se apregoa: porque já toda a terra está destruida: de repente foram destruidas as minhas tendas, e as minhas cortinas n'um momento.
180415003a	Até quando verei a bandeira, e ouvirei a voz da trombeta?
180416009f	Devéras o meu povo está louco, já a mim me não conhecem; são filhos nescios, e não entendidos: sabios são para mal fazer, mas para bem fazer nada sabem.
1804170053	Vi a terra, e eis que estava assolada e vazia; e os céus, e não tinham a sua luz.
180418004a	Vi os montes, e eis que estavam tremendo; e todos os outeiros estremeciam.
180419004b	Vi, e eis que homem nenhum havia; e já todas as aves do céu eram fugidas.
18041a0085	Vi, e eis que a terra fertil era um deserto; e todas as suas cidades estavam derribadas diante do Senhor, diante do furor da sua ira.
18041b005e	Porque assim diz o Senhor: Toda esta terra será assolada: de todo, porém, a não consumirei.
18041c0097	Por isto lamentará a terra, e os céus em cima se ennegrecerão; porquanto assim o disse, assim o propuz, e não me arrependi nem me desviarei d'isso.
18041d00c0	Do clamor dos cavalleiros e dos frecheiros já fugiram todas as cidades; entraram pelas nuvens, e treparam pelos penhascos: todas as cidades ficaram desamparadas, e já ninguem habita n'ellas.
18041e0101	Agora, pois, que farás, ó assolada? ainda que te vistas de carmezim, ainda que te enfeites de enfeites de oiro, ainda que te pintes em volta dos teus olhos com o antimonio, debalde te enfeitarias: já os amantes te desprezam, e a vida te procurarão tirar
18041f0114	Porquanto ouço uma voz, como de uma que está de parto, uma angustia como da que está com dôres de parto do primeiro filho; a voz da filha de Sião, offegante, que estende as suas mãos, dizendo: Oh! ai de mim agora, porque já a minha alma desmaia por causa dos matadores.
18050100c4	Dae voltas ás ruas de Jerusalem, e vêde agora; e informae-vos, e buscae pelas suas praças, a ver se achaes alguem, ou se ha algum que faça juizo ou busque a verdade; e eu lhe perdoarei a ella.
180502003b	E ainda que digam: Vive o Senhor, comtudo falsamente juram.
18050300d6	Ah Senhor, porventura os teus olhos não attentam para a verdade? feriste-os, e não lhes doeu: consumiste-os, e não quizeram receber castigo: endureceram as suas faces mais do que uma rocha; não quizeram voltar.
180504007d	Eu, porém, disse: Devéras pobres são estes: estão enlouquecidos; pois não sabem o caminho do Senhor, o juizo do seu Deus
18050500a9	Irei aos grandes, e fallarei com elles; porque elles sabem o caminho do Senhor, o juizo do seu Deus; porém estes juntamente quebrantaram o jugo, e romperam as ataduras.
18050600f5	Por isso um leão do bosque os feriu, um lobo dos desertos os assolará; um leopardo vigia contra as suas cidades: qualquer que sair d'ellas será despedaçado; porque as suas transgressões se multiplicaram, multiplicaram-se as suas apostasias.
18050700b3	Como, vendo isto, te perdoaria? teus filhos me deixam a mim e juram pelos que não são deuses: quando os fartei, então adulteraram, e em casa de meretriz se ajuntaram em tropas.
1805080062	Como cavallos bem fartos, levantam-se pela manhã, rinchando cada um á mulher do seu companheiro.
180509007c	Porventura não faria visitação por estas coisas, diz o Senhor, ou não se vingaria a minha alma de uma nação como esta?
18050a0080	Subi aos seus muros, e destrui-os (porém não façaes uma destruição final); tirae as suas ameias; porque não são do Senhor
18050b0062	Porque aleivosissimamente se houveram contra mim a casa de Israel e a casa de Judah, diz o Senhor.
18050c005f	Negam ao Senhor, e dizem: Não é Elle: e; Nem nos sobrevirá mal, nem veremos espada nem fome.
18050d0073	E até os prophetas pararão em vento, porque a palavra não está com elles: assim lhes succederá a elles mesmos.
18050e00b8	Portanto assim diz o Senhor, o Deus dos Exercitos: Porquanto fallaste tal palavra, eis que converterei as minhas palavras na tua bocca em fogo, e a este povo em lenha, e os consumirá.
18050f00cf	Eis que trarei sobre vós uma nação de longe, ó casa de Israel, diz o Senhor: é uma nação robusta, é uma nação antiquissima, uma nação cuja lingua ignorarás, e não entenderás o que ella fallar.
1805100045	A sua aljava é como uma sepultura aberta: todos elles são valentes.
18051100e6	E comerão a tua sega e o teu pão, que haviam de comer teus filhos e tuas filhas; comerão as tuas ovelhas e as tuas vaccas; comerão a tua vide e a tua figueira: as tuas cidades fortes, em que confiavas, empobrecerão á espada.
1805120058	Comtudo, ainda n'aquelles dias, diz o Senhor, não farei de vós uma destruição final.
18051300f0	E succederá que, quando disserdes: Porque nos fez o Senhor nosso Deus todas estas coisas? então lhes dirás: Como vós me deixastes, e servistes a deuses estranhos na vossa terra, assim servireis a estrangeiros, em terra que não é vossa
1805140043	Annunciae isto na casa de Jacob, e fazei-o ouvir em Judah, dizendo:
1805150070	Ouvi agora isto, ó povo louco, e sem coração, que tendes olhos e não vêdes, que tendes ouvidos e não ouvis
1805160112	Porventura me não temereis a mim? diz o Senhor; não temereis diante de mim, que puz a areia por limite ao mar, por ordenança eterna, a qual não traspassará? ainda que se levantem as suas ondas, comtudo não prevalecerão; ainda que bramam, comtudo não a traspassarão.
1805170054	Porém este povo é de coração rebelde e pertinaz: já se rebellaram e se retiram.
18051800a6	E não dizem no seu coração: Temamos agora ao Senhor nosso Deus, que dá chuva, a temporã e a tardia, ao seu tempo; e as semanas determinadas da sega nos conserva.
1805190057	As vossas iniquidades desviam estas coisas, e os vossos peccados apartam de vós o bem.
18051a0099	Porque impios se acham entre o meu povo: cada um anda espiando, como se acaçapam os passarinheiros; armam laços perniciosos, com que prendem os homens.
18051b007e	Como a gaiola está cheia de passaros, assim estão cheias as suas casas de engano; por isso se engrandeceram, e enriqueceram.
18051c009c	Engordam-se, alisam-se, e sobre-pujam até os feitos dos malignos; não julgam a causa do orphão; todavia prosperam: nem julgam o direito dos necessitados.
18051d007a	Porventura sobre estas coisas não faria visitação? diz o Senhor; não se vingaria a minha alma d'uma nação como esta?
18051e0034	Coisa espantosa e horrenda se anda fazendo na terra.
18051f008c	Os prophetas prophetizam falsamente, e os sacerdotes dominam pelas mãos d'elles, e o meu povo assim o deseja: mas que fareis ao fim d'isto?
18060100c0	Fugi em tropas, filhos de Benjamin, do meio de Jerusalem; e tocae a buzina em Tekoa, e levantae o facho sobre Beth-accerem: porque da banda do norte apparece um mal e um grande quebrantamento.
180602003c	A uma mulher formosa e delicada assimilhei a filha de Sião.
180603007e	Mas a ella virão pastores com os seus rebanhos; levantarão contra ella tendas em redor, e cada um apascentará no seu logar.
180604009f	Preparae a guerra contra ella, levantae-vos, e subamos ao pino do meio-dia: ai de nós! que já declinou o dia, que já se vão estendendo as sombras da tarde.
1806050040	Levantae-vos, e subamos de noite, e destruamos os seus palacios.
18060600ad	Porque assim diz o Senhor dos Exercitos: Cortae arvores, e levantae tranqueiras contra Jerusalem; esta é a cidade que ha de ser visitada, mera oppressão ha no meio d'ella.
18060700a0	Como a fonte produz as suas aguas, assim ella produz a sua malicia: violencia e estrago se ouvem n'ella; enfermidade e feridas ha diante de mim continuadamente.
1806080082	Corrige-te, ó Jerusalem, para que a minha alma não se aparte de ti, para que não te torne em assolação e terra não habitada.
1806090090	Assim diz o Senhor dos Exercitos: Diligentemente rabiscarão os residuos de Israel com a vinha: torna a tua mão, como o vindimador, aos cestos.
18060a00c2	A quem fallarei e testemunharei, que ouça? eis que os seus ouvidos estão incircumcisos, e já não podem escutar; eis que a palavra do Senhor lhes é coisa vergonhosa, e já não gostam d'ella
18060b00f8	Pelo que já estou cheio do furor do Senhor, e cançado de o conter: derramal-o-hei sobre os meninos pelas ruas, e sobre o ajuntamento dos mancebos juntamente; porque até o marido com a mulher serão presos, e o velho com o que está cheio de dias
18060c0093	E as suas casas passarão a outros, herdades e mulheres juntamente: porque estenderei a minha mão contra os habitantes d'esta terra, diz o Senhor.
18060d008e	Porque desde o menor d'elles até ao maior d'elles, cada um se dá á avareza; e desde o propheta até ao sacerdote, cada um usa de falsidade.
18060e005d	E curam o quebrantamento da filha do meu povo levianamente, dizendo: Paz, paz; e não ha paz.
18060f00ed	Porventura envergonham-se de fazerem abominação? antes de maneira nenhuma são envergonhados, nem tão pouco sabem que coisa é envergonhar-se; portanto cairão entre os que caem; no tempo da sua visitação tropeçarão, diz o Senhor.
18061000cc	Assim diz o Senhor: Ponde-vos nos caminhos, e vêde, e perguntae pelas veredas antigas, qual seja o bom caminho, e andae por elle; e achareis descanço para a vossa alma: e dizem: Não andaremos por elle.
1806110064	Tambem puz atalaias sobre vós, dizendo: Estae attentos á voz da buzina: e dizem: Não escutaremos.
180612005b	Portanto ouvi, vós, nações; e informa-te tu, ó congregação, do que se faz entre elles
18061300a9	Ouve tu, ó terra! Eis que eu trarei mal sobre este povo, a saber, o fructo dos seus pensamentos; porque não estão attentos ás minhas palavras, e rejeitam a minha lei
18061400a3	Para que pois me virá o incenso de Saba e a melhor cana aromatica de terras remotas? vossos holocaustos não me agradam, nem me são suaves os vossos sacrificios.
18061500a1	Portanto assim diz o Senhor: Eis que armarei a este povo tropeços; e tropeçarão n'elles paes e filhos juntamente: o visinho e o seu companheiro; e perecerão.
1806160072	Assim diz o Senhor: Eis que um povo vem da terra do norte, e uma grande nação se levantará das bandas da terra.
18061700bc	Arco e lança trarão, crueis são, e não usarão de misericordia, a sua voz rugirá como o mar, e em cavallos irão montados, dispostos como homens de guerra contra ti, ó filha de Sião
180618007b	Já ouvimos a sua fama, affrouxaram-se as nossas mãos; já angustia nos tomou, e dôres como da mulher que está de parto.
180619005d	Não saias ao campo, nem andeis pelo caminho; porque espada do inimigo e espanto ha ao redor.
18061a00a3	Ó filha do meu povo, cinge-te de sacco, e revolve-te na cinza: pranteia como por um filho unico, pranto de amarguras; porque presto virá o destruidor sobre nós.
18061b006b	Por torre de guarda te puz entre o meu povo, por fortaleza, para que soubesses e examinasses o seu caminho.
18061c0043	Todos elles são os mais rebeldes; que andam murmurando; são duros
18061d008a	Já o folle se queimou, o chumbo se consumiu com o fogo: em vão fundiu o fundidor tão diligentemente, pois os maus não são arrancados.
18061e003c	Prata rejeitada lhes chamarão, porque o Senhor os rejeitou.
1807010037	A palavra que foi dita a Jeremias pelo Senhor, dizendo:
18070200ac	Põe-te á porta da casa do Senhor, e proclama ali esta palavra, e dize: Ouvi a palavra do Senhor, ó todo Judah, os que entraes por estas portas, para adorardes ao Senhor.
1807030083	Assim diz o Senhor dos Exercitos, o Deus d'Israel: Melhorae os vossos caminhos e as vossas obras, e vos farei habitar n'este logar.
180704006c	Não vos fieis em palavras falsas, dizendo: Templo do Senhor, templo do Senhor, templo do Senhor são estes.
1807050087	Mas, se devéras melhorardes os vossos caminhos e as vossas obras, se devéras fizerdes juizo entre um homem e entre o seu companheiro,
1807060096	Não opprimirdes o estrangeiro, e orphão, e viuva, nem derramardes sangue innocente n'este logar nem andardes após os deuses alheios para vosso mal,
1807070057	Eu vos farei habitar n'este logar, na terra que dei a vossos paes, de seculo em seculo.
1807080049	Eis que vós confiaes nas palavras falsas, que não aproveitam para nada.
18070900a0	Porventura furtareis, e matareis, e adulterareis, e jurareis falsamente, e queimareis incenso a Baal, e andareis após os deuses alheios, a quem não conheceis?
18070a0097	E então vireis, e vos poreis diante de mim n'esta casa, que se chama pelo meu nome, e direis: Somos entregues para fazermos todas estas abominações.
18070b0081	É pois esta casa, que se chama pelo meu nome, uma caverna de salteadores aos vossos olhos? eis que tambem eu o vi, diz o Senhor.
18070c009c	Porque ide agora ao meu logar, que estava em Silo, onde fiz habitar o meu nome ao principio, e vêde o que lhe fiz, por causa da maldade do meu povo Israel.
18070d009b	Agora, pois, porquanto fazeis todas estas obras, diz o Senhor, e eu vos fallei, madrugando, e fallando, e não ouvistes, e chamei-vos, e não respondestes,
18070e008b	Farei tambem a esta casa, que se chama pelo meu nome, em que confiaes, e a este logar, que vos dei a vós e a vossos paes, como fiz a Silo.
18070f006d	E vos lançarei de diante da minha face, como lancei a todos os vossos irmãos, a toda a geração d'Ephraim.
1807100079	Tu pois não ores por este povo, nem levantes por elle clamor nem oração, nem me importunes, porque eu não te ouvirei.
180711005a	Porventura tu não vês o que andam fazendo nas cidades de Judah, e nas ruas de Jerusalem?
18071200c0	Os filhos apanham a lenha, e os paes accendem o fogo, e as mulheres amassam a massa, para fazerem bolos á rainha dos céus, e offerecem libações a deuses alheios, para me provocarem á ira.
180713006d	Acaso elles a mim me provocam á ira? diz o Senhor, e não antes a si mesmos, para confusão dos seus rostos?
18071400ea	Portanto assim diz o Senhor Jehovah: Eis que a minha ira e o meu furor se derramarão sobre este logar, sobre os homens e sobre as bestas, e sobre as arvores do campo, e sobre os fructos da terra; e accender-se-ha, e não se apagará.
1807150077	Assim diz o Senhor dos Exercitos, o Deus d'Israel: Ajuntae os vossos holocaustos aos vossos sacrificios, e comei carne.
1807160093	Porque nunca fallei a vossos paes, no dia em que vos tirei da terra do Egypto, nem lhes ordenei coisa alguma ácerca de holocaustos ou sacrificios.
18071700b7	Porém esta coisa lhes ordenei, dizendo: Dae ouvidos á minha voz, e eu serei o vosso Deus, e vós sereis o meu povo; e andae em todo o caminho que eu vos mandar, para que vos vá bem
18071800b1	Porém não ouviram, nem inclinaram os seus ouvidos, mas andaram nos seus proprios conselhos, no proposito do seu coração malvado; e tornaram-se para traz, e não para diante.
18071900a0	Desde o dia em que vossos paes sairam da terra do Egypto, até ao dia de hoje, enviei-vos todos os meus servos, os prophetas, cada dia madrugando e enviando-os;
18071a007d	Porém não me deram ouvidos, nem inclinaram os seus ouvidos, mas endureceram a sua cerviz, e fizeram peior do que seus paes.
18071b006f	Fallar-lhes-has pois todas estas palavras, mas não te darão ouvidos; chamal-os-has, mas não te responderão.
18071c0096	E lhes dirás: Esta é gente que não dá ouvidos á voz do Senhor seu Deus e não acceita castigo: já pereceu a verdade, e se arrancou da sua bocca.
18071d009f	Tosquia o cabello da tua cabeça, e lança-o fóra, e levanta o teu pranto sobre as alturas; porque já o Senhor rejeitou e desamparou a geração do seu furor
18071e00a5	Porque os filhos de Judah fizeram o que parece mal aos meus olhos, diz o Senhor; pozeram as suas abominações na casa que se chama pelo meu nome, para contaminal-a.
18071f00b3	E edificaram os altos de Topheth, que está no valle do filho de Hinnom, para queimarem no fogo a seus filhos e a suas filhas; o que nunca ordenei, nem me subiu sobre o coração.
18072000b8	Portanto, eis que veem dias, diz o Senhor, em que nunca se chamará mais Topheth, nem valle do filho de Hinnom, mas o valle da matança; e enterrarão em Topheth, por não haver logar.
1807210071	E os cadaveres d'este povo servirão de pasto ás aves dos céus e aos animaes da terra; e ninguem os espantará.
18072200b2	E farei cessar das cidades de Judah, e das ruas de Jerusalem, a voz de folguedo, e a voz de alegria, a voz de esposo e a voz de esposa; porque a terra se tornará em desolação.
18080100de	N'aquelle tempo, diz o Senhor, tirarão os ossos dos reis de Judah, e os ossos dos seus principes, e os ossos dos sacerdotes, e os ossos dos prophetas, e os ossos dos habitantes de Jerusalem para fóra das suas sepulturas;
1808020115	E expôl-os-hão ao sol, e á lua, e a todo o exercito do céu, a quem tinham amado, e a quem tinham servido, e após quem tinham ido, e a quem tinham buscado e diante de quem se tinham prostrado: não serão recolhidos nem sepultados; serão por esterco sobre a face da terra.
18080300b3	E escolher-se-ha antes a morte do que a vida de todo o resto dos que restarem d'esta raça maligna, em todos os logares dos que restam, onde os lancei, diz o Senhor dos Exercitos.
1808040079	Dize-lhes mais: Assim diz o Senhor: Porventura cairão e não se tornarão a levantar? desviar-se-hão, e não voltarão?
180805006f	Porque pois se desvia este povo de Jerusalem com uma apostasia tão continua? retem o engano, não quer voltar.
18080600cb	Bem escutei e ouvi; não fallam o que é recto, ninguem ha que se arrependa da sua maldade, dizendo: Que fiz eu? Cada um se volta para a sua carreira, como um cavallo que arremette com impeto na batalha.
18080700ae	Até a cegonha no céu conhece os seus tempos determinados; e a rola, e o grou e a andorinha attentam para o tempo da sua vida; mas o meu povo não conhece o juizo do Senhor.
1808080084	Como pois dizeis: Nós somos sabios, e a lei do Senhor está comnosco? eis que devéras em vão trabalha a falsa penna dos escribas.
180809007c	Os sabios foram envergonhados, foram espantados e presos: eis que rejeitaram a palavra do Senhor; que sabedoria pois teriam?
18080a00d7	Portanto darei suas mulheres a outros, e as suas herdades a quem as possua; porque desde o menor até ao maior cada um d'elles se dá á avareza: desde o propheta até ao sacerdote, cada um d'elles usa de falsidade.
18080b0059	E curam a quebradura da filha de meu povo levianamente, dizendo: Paz, paz; e não ha paz.
18080c00df	Porventura envergonham-se de fazerem abominação? antes de maneira nenhuma se envergonham, nem sabem que coisa é envergonhar-se; portanto cairão entre os que caem e tropeçarão no tempo da sua visitação, diz o Senhor.
18080d008f	Certamente os apanharei, diz o Senhor: já não ha uvas na vide, nem figos na figueira, e até a folha caiu; e o que lhes dei passará d'elles.
18080e00c7	Porque nos assentamos aqui? juntae-vos e entremos nas cidades fortes, e ali nos calemos; pois já o Senhor nosso Deus nos fez calar e nos deu a beber agua de fel; porquanto peccámos contra o Senhor.
18080f0042	Espera-se a paz, mas não ha bem: o tempo da cura, e eis o terror.
18081000c4	Já desde Dan se ouve o ronco dos seus cavallos: toda a terra está tremendo á voz dos rinchos dos seus fortes; e veem, e devoram a terra, e a abundancia n'ella, a cidade e os que habitam n'ella.
180811007c	Porque eis que envio entre vós serpentes e basiliscos, contra os quaes não ha encantamento, e vos morderão, diz o Senhor.
1808120046	O meu refrigerio está em tristeza: o meu coração desfallece em mim.
18081300f2	Eis que a voz do clamor da filha do meu povo já se ouve da terra mui remota; porventura não está o Senhor em Sião? ou não está o seu rei n'ella? porque me provocaram á ira com as suas imagens de esculptura, com as vaidades dos alheios.
1808140049	Já se passou a sega, já se acabou o verão, e nós não estamos salvos.
180815006c	Já estou quebrantado pela quebradura da filha do meu povo: já ando de preto: o espanto se apoderou de mim.
1808160076	Porventura não ha unguento em Gilead? ou não ha lá medico? porque pois não teve logar a cura da filha do meu povo?
1809010097	Oxalá a minha cabeça se tornasse em aguas, e os meus olhos n'uma fonte de lagrimas! então choraria de dia e de noite os mortos da filha do meu povo.
18090200a5	Oxalá tivesse no deserto uma estalagem de caminhantes! então deixaria o meu povo, e me apartaria d'elle, porque todos elles são adulteros, e um bando d'aleivosos.
18090300ba	E estendem a sua lingua como o seu arco, para mentira; fortalecem-se na terra, porém não para verdade; porque se avançam de malicia em malicia, e a mim me não conhecem, diz o Senhor.
1809040093	Guardae-vos cada um do seu amigo, e de irmão nenhum vos fieis; porque todo o irmão não faz mais do que enganar, e todo o amigo anda calumniando.
180905008d	E zombará cada um do seu amigo, e não fallam a verdade: ensinam a sua lingua a fallar a mentira, andam-se cançando em obrar perversamente.
1809060058	A tua habitação está no meio do engano: com engano recusam conhecer-me, diz o Senhor.
180907008c	Portanto assim diz o Senhor dos Exercitos: Eis que eu os fundirei e os provarei; porque, como d'outra maneira faria com a filha do meu povo?
180908008d	Uma frecha mortifera é a sua lingua, falla engano: com a sua bocca falla de paz com o seu companheiro, mas no seu interior arma-lhe ciladas.
1809090075	Porventura por estas coisas não os visitaria? diz o Senhor; ou não se vingaria a minha alma de gente tal como esta?
18090a00f9	Sobre os montes levantarei choro e pranto, e sobre as cabanas do deserto lamentação; porque já estão queimadas, e ninguem ha que passe por ali, nem ouçam berro de gado: já desde as aves dos céus, até ás bestas, andaram vagueando, e fugiram.
18090b008c	E farei de Jerusalem montões de pedras, morada de dragões, e das cidades de Judah farei uma assolação, de sorte que não haja habitante.
18090c00bc	Quem é o homem sabio, que entenda isto? e a quem fallou a bocca do Senhor, que o possa annunciar? porque razão pereceu a terra, e se queimou como deserto, sem que ninguem passe por ella.
18090d008b	E disse o Senhor: Porquanto deixaram a minha lei, que dei perante a sua face, e não deram ouvidos á minha voz, nem andaram conforme ella,
18090e0068	Antes andaram após o proposito do seu coração, e após os baalins, o que lhes ensinaram os seus paes,
18090f0085	Portanto assim diz o Senhor dos Exercitos, Deus d'Israel: Eis que darei de comer alosna a este povo, e lhe darei a beber agua de fel.
180910008c	E os espalharei entre nações, que não conheceram, nem elles nem seus paes, e mandarei a espada após elles, até que venha a consumil-os.
1809110074	Assim diz o Senhor dos Exercitos: Considerae, e chamae carpideiras que venham; e enviae por sabias, para que venham.
180912008c	E se apressem, e levantem o seu lamento sobre nós; e desfaçam-se os nossos olhos em lagrimas, e as nossas palpebras se distillem em aguas.
18091300a2	Porque uma voz de pranto se ouviu de Sião: Como somos destruidos! estamos mui envergonhados, porque deixámos a terra, porquanto transtornaram as nossas moradas.
18091400b5	Ouvi pois, vós, mulheres, a palavra do Senhor, e os vossos ouvidos recebam a palavra da sua bocca: e ensinae o pranto a vossas filhas, e cada uma á sua companheira a lamentação.
180915008b	Porque já a morte subiu pelas nossas janellas, e entrou em nossos palacios, para exterminar os meninos das ruas e os mancebos das praças.
180916009f	Falla: Assim diz o Senhor: Até os cadaveres dos homens jazerão como esterco sobre a face do campo, e como gavela detraz do segador, e não ha quem a recolha.
180917008e	Assim diz o Senhor: Não se glorie o sabio na sua sabedoria, nem se glorie o valente na sua valentia; não se glorie o rico nas suas riquezas.
18091800bd	Mas o que se gloriar glorie-se n'isto, em que me entende e me conhece, que eu sou o Senhor, que faço beneficencia, juizo e justiça na terra; porque d'estas coisas me agrado, diz o Senhor.
1809190056	Eis que veem dias, diz o Senhor, e visitarei a todo o circumcidado com o incircumciso.
18091a00ed	Ao Egypto, e a Judah, e a Edom, e aos filhos d'Ammon, e a Moab, e a todos os que moram nos ultimos cantos da terra, que habitam no deserto; porque todas as nações são incircumcisas, e toda a casa d'Israel é incircumcisa de coração.
180a01003f	Ouvi a palavra que o Senhor vos falla a vós, ó casa d'Israel.
180a02008f	Assim diz o Senhor: Não aprendaes o caminho das nações, nem vos espanteis dos signaes dos céus: porque com elles se atemorisam as nações.
180a030078	Porque os estatutos dos povos são vaidade: pois corta-se do bosque um madeiro, obra das mãos do artifice, com machado;
180a04005c	Com prata e com oiro o enfeitam, com pregos e com martelos o firmam, para que não se abale.
180a0500dd	São como a palma da obra magica, porém não podem fallar; necessitam de ser levados aos hombros, porquanto não podem andar; não tenhaes temor d'elles, pois não podem fazer mal, nem tão pouco teem poder de fazer bem.
180a060059	Pois ninguem ha similhante a ti, ó Senhor: tu és grande, e grande o teu nome em força.
180a0700a8	Quem te não temeria a ti, ó Rei das nações? pois isto te compete a ti; porquanto entre todos os sabios das nações, e em todo o seu reino, não ha similhante a ti.
180a08005e	Pois juntamente todos se embruteceram e vieram a enlouquecer: ensino de vaidades é o madeiro.
180a0900af	Trazem prata estendida de Tarsis e oiro d'Uphaz, para obra do artifice, e das mãos do fundidor: fazem seus vestidos d'azul celeste e purpura; obra de sabios são todos elles.
180a0a009f	Porém o Senhor Deus é a verdade; elle mesmo é o Deus vivo e o Rei eterno; do seu furor treme a terra, e as nações não podem supportar a sua indignação.
180a0b006e	Assim lhes direis: Os deuses que não fizeram os céus e a terra perecerão da terra e de debaixo d'este céu.
180a0c008a	Elle é aquelle que fez a terra com o seu poder, que estabeleceu o mundo com a sua sabedoria, e com a sua intelligencia estendeu os céus.
180a0d00b8	Dando elle a sua voz, logo ha arroido de aguas no céu, e faz subir os vapores da extremidade da terra: faz os relampagos juntamente com a chuva, e faz sair o vento dos seus thesouros.
180a0e00a8	Todo o homem se embruteceu, e não tem sciencia; envergonha-se todo o fundidor da imagem d'esculptura; porque sua imagem fundida mentira é, e não ha espirito n'ellas.
180a0f004b	Vaidade são, obra d'enganos: no tempo da sua visitação virão o perecer.
180a100096	Não é similhante a estes a porção de Jacob; porque elle é o que o formou, e Israel é a vara da sua herança: Senhor dos Exercitos é o seu nome.
180a11003b	Ajunta da terra a tua mercadoria, ó moradora na fortaleza.
180a120094	Porque assim diz o Senhor: Eis que d'esta vez lançarei como com funda aos moradores da terra, e os angustiarei, para que venham a achal-o, dizendo:
180a130095	Ai de mim por causa do meu quebrantamento! a minha chaga me causa grande dôr; e eu havia dito: Certamente enfermidade é esta que poderei supportar.
180a1400c6	Já a minha tenda está destruida, e todas as minhas cordas se romperam; já os meus filhos sairam de mim, e não são; ninguem ha mais que estenda a minha tenda, nem que levante as minhas cortinas.
180a15007e	Porque os pastores se embruteceram, e não buscaram ao Senhor: por isso não prosperaram, e todos os seus gados se espalharam.
180a160086	Eis que vem uma voz de fama, grande tremor da terra do norte, para fazer das cidades de Judah uma assolação, uma morada de dragões.
180a17006c	Bem sei eu, ó Senhor, que não é do homem o seu caminho nem do homem que caminha o dirigir os seus passos.
180a18005b	Castiga-me, ó Senhor, porém com medida, não na tua ira, para que me não reduzas a nada.
180a1900c6	Derrama a tua indignação sobre as nações que te não conhecem, e sobre as gerações que não invocam o teu nome; porque comeram a Jacob, e o devoraram, e o consumiram, e assolaram a sua morada.
180b01003b	A palavra que veiu a Jeremias, da parte do Senhor, dizendo:
180b02005e	Ouvi as palavras d'este concerto, e fallae aos homens de Judah, e aos habitantes de Jerusalem.
180b030072	Dize-lhes pois: Assim diz o Senhor, o Deus d'Israel: Maldito o homem que não escutar as palavras d'este concerto,
180b0400e6	Que ordenei a vossos paes no dia em que os tirei da terra do Egypto, da fornalha de ferro, dizendo: Dae ouvidos á minha voz, e fazei conforme tudo quanto vos mando; e vós me sereis a mim por povo, e eu vos serei a vós por Deus.
180b0500a6	Para que confirme o juramento que jurei a vossos paes de dar-lhes uma terra que manasse leite e mel, como é n'este dia. Então eu respondi, e disse: Amen, ó Senhor.
180b060097	E disse-me o Senhor: Apregoa todas estas palavras nas cidades de Judah, e nas ruas de Jerusalem, dizendo: Ouvi as palavras d'este concerto, e fazei-as.
180b0700a8	Porque devéras protestei a vossos paes, no dia em que os tirei da terra do Egypto, até ao dia de hoje, madrugando, e protestando, e dizendo: Dae ouvidos á minha voz.
180b0800ec	Porém não ouviram, nem inclinaram os seus ouvidos, antes andaram cada um conforme o proposito do seu coração malvado: pelo que trouxe sobre elles todas as palavras d'este concerto que lhes mandei que fizessem porém as não fizeram.
180b09006d	Disse-me mais o Senhor: Uma conjuração se achou entre os homens de Judah, entre os habitantes de Jerusalem.
180b0a00ed	Tornaram ás maldades de seus primeiros paes, que não quizeram ouvir as minhas palavras; e elles andaram após deuses alheios para os servir: a casa de Israel e a casa de Judah quebrantaram o meu concerto, que tinha feito com seus paes.
180b0b0082	Portanto assim diz o Senhor: Eis que trarei mal sobre elles, de que não poderão escapar, e clamarão a mim e eu não os ouvirei.
180b0c00ae	Então irão as cidades de Judah e os habitantes de Jerusalem e clamarão aos deuses a quem elles queimaram incenso, porém de nenhuma sorte os livrarão no tempo do seu mal.
