010000000a	Буття
15080f0145	І радість я похваляв: що немає люди́ні під сонцем добра́, хіба тільки щоб їсти, та пити та ті́шитися, і оце супрово́дить її в її праці за ча́су життя її, що під сонцем Бог дав був їй.
1508100103	Коли я поклав своє серце, щоб мудрість пізнати, і побачити чин, що діється він на землі, бо ні вдень ні вночі сну не бачить люди́на своїми очима,
1508110199	і коли я побачив усякий чин Бога, тоді я пізнав, що не може люди́на збагнути чину, під сонцем учи́неного! Тому скільки люди́на не тру́диться, щоб дошукатись цього, то не зна́йде, і коли й мудрий скаже, що знає, — не зможе знайти!
150901014c	Ото ж бо все це я до серця свого взяв, і бачило серце моє все оце, що праведні й мудрі та їхні учи́нки — у Божій руці, так само любов чи нена́висть: Люди́на не знає нічого, що є перед нею!
1509020196	Однакове всім випадає: праведному і безбожному, доброму й чистому та нечистому, і тому́, хто жертву прино́сить, і тому, хто жертви не приносить, як доброму, так і грішникові, тому, хто кляне́ться, як і тому, хто клятви боїться!
1509030152	Оце зле у всім, що під сонцем тим ді́ється, — що одна́кове всім випада́є, і серце лю́дських синів повне зла, і за життя їхнього безу́мство в їхньому серці, а по то́му до мертвих відходять.
15090400a5	Хто знахо́диться поміж живих, той має надію, бо краще собаці живому, ніж ле́вові ме́ртвому!
15090500c4	Бо знають живі, що помруть, а померлі нічо́го не знають, і заплати немає вже їм, — бо забута і пам'ять про них,
15090600f3	і їхнє коха́ння, і їхня нена́висть, та за́здрощі їхні загинули вже, і нема вже їм ча́стки навіки ні в чо́му, що під сонцем тим ді́ється!
15090700bb	Тож іди, їж із радістю хліб свій, та з серцем веселим вино своє пий, коли Бог уподо́бав Собі твої вчинки!
1509080096	Нехай кожного ча́су одежа твоя буде біла, і нехай на твоїй голові не бракує оли́ви!
150909016b	Заживай життя з жінкою, яку ти кохаєш, по всі́ дні марно́ти твоєї, що Бог дав для тебе під сонцем на всі́ дні марно́ти твоєї, — бо оце твоя доля в житті та в твоєму труді́, що під сонцем ним тру́дишся ти!
15090a00dd	Все, що всилі чинити рука твоя, теє роби, бо немає в шео́лі, куди ти йде́ш, ні роботи, ні ро́здуму, ані знання́, ані мудрости!
15090b013c	Зно́ву я бачив під сонцем, що біг не у ско́рих, і бій не в хоро́брих, а хліб не в премудрих, і не в розумних багатство, ні ласка — у знавців, — а від ча́су й наго́ди залежні вони!
15090c0148	Бо ча́су свого люди́на не знає, мов риби, поло́влені в па́губну сітку, і мов пта́хи, захо́плені в сі́льце, — так хапа́ються лю́дські сини за час лиха, коли воно на́гло спадає, на них!
15090d0082	Також оцю мудрість я бачив під сонцем, і велика для мене здавалась вона:
15090e00f3	Було мале місто, і було в ньому мало людей. І раз прийшов цар великий до нього, й його оточи́в, і побудува́в проти нього велику обло́гу.
15090f0101	Але в ньому знайшлася люди́на убога, та мудра, і вона врятувала те місто своєю премудрістю, — та пізніше ніхто не згадав про цю вбогу люди́ну!
15091000bd	І я говорив: Краща мудрість за силу; одна́ко пого́рджується мудрість бідного, і не слухаються його слів!
150911008b	Слова мудрих, почуті в споко́ї, кращі від крику володаря поміж безглу́здими.
1509120090	Мудрість краща від зброї військо́вої, але один грішник погубить багато добра́.
150a0100b5	Мертві мухи псують та зашумовують оливу мирова́рника, — так трохи глупо́ти псує мудрість та славу.
150a02006f	Серце мудрого тягне право́руч, а серце безумного — ліво́руч.
150a0300ad	Коли нерозумний і прямою дорогою йде, йому серця бракує, і всім він говорить, що він нерозумний.
150a0400d6	Коли гнів володаря стане на тебе, не лишай свого місця, — бо лагі́дність доводить до про́щення навіть великих провин.
150a050078	Є зло, що я бачив під сонцем, мов по́милка, що повстає від володаря:
150a060088	на великих висо́тах глупо́та буває поста́влена, а багаті сидять у низині́!
150a07006e	Я бачив на ко́нях рабів, князі́ ж пішки ходили, немов ті раби.
150a080081	Хто яму копає, той в неї впаде́, а хто валить мура, того га́дина вкусить.
150a090089	Хто зно́сить камі́ння, пора́ниться ним; хто дро́ва рубає, загро́жений ними.
150a0a00c8	Як залізо ступіє, й хтось ле́за не ви́гострить, той мусить напру́жити свою силу, — та мудрість зара́дить йому!
150a0b007a	Коли вкусить гадюка перед закля́ттям, тоді ворожби́т не потрібний.
150a0c0075	Слова́ з уст премудрого — милість, а губи безумного нищать його:
150a0d0080	поча́ток слів його уст — глупо́та, а кінець його уст — зле шале́нство.
150a0e00a5	Нерозумний говорить багато, та не знає люди́на, що́ буде; а що буде по ньому, хто скаже йому?
150a0f006a	Втомляє безумного праця його, бо не знає й дороги до міста.
150a100090	Горе, кра́ю, тобі, коли цар твій — хлопчи́на, а влади́ки твої спозара́нку їдять!
150a1100d1	Щасливий ти, кра́ю, коли син шляхе́тних у тебе царем, а влади́ки твої своєча́сно їдять, як ті му́жі, а не як п'яни́ці!
150a120067	Від лі́нощів ва́литься стеля, а з опу́щення рук тече дах.
150a1300a5	Гости́ну справляють для радощів, і вином весели́ться життя, а за срі́бло все це можна мати.
150a140116	Навіть у ду́мці своїй не злосло́в на царя, і в спа́льні своїй не кляни багача́, — небесний бо птах віднесе́ твою мову, а крила́тий розкаже про слово твоє.
150b010075	Хліб свій пускай по воді, бо по багатьох днях знов зна́йдеш його.
150b02007a	Давай частку на сім чи й на вісім, бо не знаєш, яке буде зло на землі.
150b030119	Коли́ перепо́вняться хмари дощем, то виллють на землю його. А коли дереви́на на пі́вдень впаде́ чи на пі́вніч, зали́шитьсяна місці, куди дереви́на впаде́.
150b040094	Хто вважає на вітер, не буде той сі́яти, а хто споглядає на хмари, не буде той жати.
150b0500d7	Як не ві́даєш ти, яка то путь вітру, як кості зроста́ють в утро́бі вагі́тної, так не ві́даєш ти чину Бога, що робить усе.
150b06010c	Сій ра́нком насіння своє, та й під вечір хай не спочиває рука твоя, не знаєш бо ти, котре ви́йде на краще тобі, — оце чи оте, чи обо́є одна́ково добрі.
150b070051	І світло солодке, і добре оча́м сонце бачити,
150b080102	і коли б люди́на жила́ й довгі роки́, хай за всіх їх вона ті́шиться, і хай пам'ятає дні те́мряви, бо їх бу́де багато, — усе, що надійде, марно́та!
150b09016b	Ті́шся, юначе, своїм молоде́цтвом, а серце твоє нехай буде веселе за днів молодо́щів твоїх! І ходи ти доро́гами серця свого й виді́нням оче́й своїх, але знай, що за все це впрова́дить тебе Бог до су́ду!
150b0a00da	Тому́ жени смуток від серця свого́, і віддаляй зле від тіла твого, бо й дити́нство, і рання життє́ва зоря́ — то марно́та!
150c010123	І пам'ята́й в днях юна́цтва свого́ про свого Творця́, аж поки не при́йдуть злі дні, й не наступлять літа́, про які говорити ти бу́деш: „Для мене вони неприємні!“
150c0200a8	аж поки не сте́мніє сонце, і світло, і місяць, і зо́рі, і не ве́рнуться хмари густі́ за доще́м,
150c030114	у день, коли затремтя́ть ті, хто дім стереже, і зі́гнуться мужні, і спи́нять роботу свою млинарі́, бо їх стане мало, і поте́мніють ті, хто в вікно визирає,
150c0400f7	і двері подвійні на вулицю за́мкнені бу́дуть, як зме́ншиться гу́ркіт млина́, і голос пташи́ни замовкне, і затихнуть всі до́чки співучі,
150c05018a	і будуть боятись високого місця, і жа́хи в дорозі їм бу́дуть, і мигда́ль зацвіте, й обтяжі́є коби́лка, і загине бажа́ння, бо люди́на відхо́дить до вічного дому свого́, а по вулиці будуть ходити довко́ла голосі́льники,
150c060129	аж поки не пі́рветься срібний шнуро́к, і не зло́миться кругла посу́дина з золота, і при джерелі́ не розі́б'ється глек, і не зламається ко́ло, й не ру́не в крини́цю...
150c070096	І ве́рнеться порох у землю, як був, а дух ве́рнеться зно́ву до Бога, що дав був його!
150c080074	Наймарні́ша марно́та, — сказав Пропові́дник, — марно́та — усе!
150c0900dc	Крім того, що Пропові́дник був мудрий, він навчав ще наро́д знання́. Він важив та досліджував, склав багато при́повістей.
150c0a0091	Проповідник пильнував знахо́дити потрібні слова, і вірно писав правдиві слова.
150c0b00e5	Слова мудрих — немов оті ле́за в ґірли́зі, і мов позаби́вані цвя́хи, складачі́ ж таких слів, — вони да́ні від одного Па́стиря.
150c0c00d1	А понад те, сину мій, будь обере́жний: складати багато книжо́к — не буде кінця́, а багато навчатися — мука для тіла!
150c0d00a9	Підсумок усьо́го почутого: Бога бійся, й чини́ Його за́повіді, бо належить це кожній люди́ні!
150c0e008a	Бо Бог приведе́ кожну справу на суд, і все потаємне, — чи добре воно, чи лихе!
1600000020	Пісня над піснями
1601010036	Соломонова Пісня над піснями.
1601020093	„Нехай він цілує мене поцілу́нками уст своїх, — бо ліпші коха́ння твої від вина!
16010300a4	На запах оливи твої запашні́, твоє йме́ння — неначе олива розлита, тому діви кохають тебе!
160104013d	Потягни ти мене за собою, біжім! Цар впровадив мене у пала́ти свої, — ми радіти та ті́шитись будемо тобою, згадаємо коха́ння твої, від вина приємніші, — поправді кохають тебе!
16010500aa	Дочки єрусалимські, — я чорна та гарна, немов ті намети кеда́рські, мов за́навіси Соломонові!
160106016c	Не дивіться на те, що смугля́венька я, бож сонце мене опали́ло, — сини неньки моєї на мене розгні́валися, настанови́ли мене сторожи́ти виноградники, — та свого виноградника власного не встерегла я!“
160107010d	„Скажи ж мені ти, кого покохала душа моя: Де́ ти пасеш? Де даєш ти спочи́ти у спе́ку ота́рі? Пощо́ біля стад твоїх друзів я буду, немов та причи́нна?“
16010800f8	„Якщо ти не знаєш цього́, вродливі́ша посеред жіно́к, то вийди собі за слідами отари, і випа́суй при ша́трах пасту́ших козля́тка свої“.
1601090084	„Я тебе прирівня́в до лошиці в воза́х фараонових, о моя ти подру́женько!
16010a008d	Гарні щі́чки твої поміж шну́рами пе́рел, а шийка твоя — між разка́ми намиста!
16010b0076	Ланцюжки́ золоті ми поробимо тобі разом із срібними ку́льками!“
16010c006f	„Доки цар при своє́му столі, то мій нард видає́ свої па́хощі.
16010d0083	Мій коханий для мене — мов ки́тиця ми́рри: спочиває між пе́рсами в мене!
16010e008d	Мій коханий для мене — мов ки́прове гроно в ен-ґе́дських сада́х-виноградах“!
16010f0094	„Яка ти прекрасна, моя ти подру́женько, яка ти хороша! Твої очі немов голуби́ні!“
160110008c	„Який ти прекрасний, о мій ти коханий, який ти приємний! а ложе нам — зе́лень!
160111006b	Бруси наших домів — то кедри́ни, стелі в нас — кипари́си!“
1602010052	„Я — саро́нська троя́нда, я доли́нна ліле́я!
1602020067	Як ліле́я між те́реном, так подру́га моя поміж ді́вами!“
1602030112	„Як та яблуня між лісови́ми дере́вами, так мій коханий поміж юнака́ми, — його ті́ні жадала й сиділа я в ній, і його плід для мого піднебі́ння солодкий!
1602040076	Він впровадив мене до виня́рні, а пра́пор його надо мною — любов!
16020500a0	Підкріпіте мене виногра́довим пе́чивом, освіжі́ть мене яблуками, — бо я хвора з любови!
160206007f	Ліва рука його — під головою моєю, прави́ця ж його — пригорта́є мене!.
1602070107	Заклинаю я вас, дочки єрусалимські, газе́лями чи польови́ми оленями, — щоб ви не споло́хали, й щоб не збудили любови, аж доки йому́ до вподо́би!“
1602080095	„Голос мого коханого! Ось він іде, ось він скаче гора́ми, по пагі́рках вистри́бує.
16020900d7	Мій коханий подібний до са́рни чи до молодого оленя. Он стоїть він у нас за стіною, зазирає у ві́кна, заглядає у ґра́ти.
16020a00ac	Мій коханий озвався й промовив до мене: „Уставай же, подру́го моя, моя кра́сна, й до мене ходи́!
16020b006e	Бо оце промину́ла пора дощова́, дощ ущу́х, перейшов собі він.
16020c00aa	Показались квітки́ на землі, пора солове́йка настала, і голос го́рлиці в нашому кра́ї луна́є!
16020d00f0	Фіґа ви́пустила свої ранні плоди́, і розцвілі виногра́дини па́хощі ви́дали. Уставай же, подру́го моя, моя красна, й до ме́не ходи́!“
16020e0135	„Голубко моя у розщі́линах ске́льних, у бе́скіднім схо́вку, — дай побачити мені твоє ли́чко, дай почути мені голосо́к твій, бо голос твій милий, а личко твоє уродли́ве!“
16020f00c2	„Ловіть нам лисиці, лисиня́та маленькі, що ушко́джують нам виногра́дники, виноградники ж наші — у цві́ті!
1602100063	Мій коханий — він мій, я ж його́, він пасе між ліле́ями!
16021100f8	Поки день прохоло́ду наві́є, а ті́ні втечу́ть, — вернись, мій коханий, стань подібний до са́рни чи до молодого оленя в паху́чих гора́х!“
16030100b6	„По но́чах на ложі своїм я шукала того́, кого́ полюбила душа моя. Шукала його, — та його не знайшла́.
1603020106	Хай устану й нехай я пройду́ся по місті, хай на ву́лицях та на майда́нах того пошукаю, кого полюбила душа моя! Шукала його, — та його не знайшла́.
16030300b7	Спітка́ли мене сторожі́, що по місті прохо́дять. „Чи не бачили ча́сом того, кого полюбила душа моя?“
160304016b	Небагато пройшла я від них, — та й знайшла́ я того́, кого́ полю́била душа моя: схопи́ла його, — й не пустила його, аж по́ки його не ввела́ у дім неньки своєї, та в кімна́ту тієї, що в утро́бі носила мене!
1603050100	Заклинаю я вас, дочки єрусалимські, газе́лями чи польови́ми оленями, щоб ви не споло́хали, щоб не збуди́ли любови, аж доки йому до вподо́би!“
16030600d4	„Хто вона, що вихо́дить із пустині, немов стовпи диму, оку́рена ми́ррою й ла́даном, всіля́кими па́хощами продавця?“
16030700ae	„Ось ло́же його, Соломонове, — шістдесят лицарів навколо нього, із лицарів славних Ізраїлевих!
16030800bc	Усі вони мають меча, усі вправні в бою́, кожен має свого меча при своєму стегні́ проти стра́ху нічно́го.
1603090060	Но́ші зробив собі цар Соломон із лива́нських дере́в:
16030a0101	стовпці їхні зробив він із срі́бла, а їхне опертя́ — золоте, пурпуро́ве сиді́ння, їхня сере́дина ви́стелена коха́нням дочо́к єрусалимських!
16030b0104	Підіть і побачте, о до́чки сіо́нські, царя Соломона в вінку́, що ним мати його увінча́ла його в день весілля його та в день радости серця його!“
1604010160	„Яка ти прекрасна, моя ти подру́женько, яка ти хоро́ша! Твої оченя́тка, немов ті голу́бки, глядя́ть з-за серпа́нку твого́! Твої ко́си — немов стадо кіз, що хви́лями схо́дять з гори Гілеа́дської!
16040200de	Твої зу́бки — немов та отара овець пообстри́ганих, що з ку́пелю вийшли, що ко́тять близня́та, і між ними немає неплі́дної,
16040300ef	Твої гу́бки — немов кармази́нова нитка, твої у́стонька красні, мов частина грана́тного яблука — скро́ня твоя за серпа́нком твоїм!
16040400be	Твоя шия — немов та Давидова башта, на збро́ю збудо́вана: тисяча щитів повішена в ній, усе щити ли́царів!
160405009d	Два пе́рса твої — мов ті двоє близнят молодих у газе́лі, що випа́суються між ліле́ями.
16040600b7	Поки день прохоло́ду навіє, а ті́ні втечуть, піду́ я собі на ту ми́ррину го́ру й на па́гірок ладану“.
1604070070	„Уся ти прекрасна, моя ти подру́женько, і пля́ми нема на тобі!
160408011b	Зо мною з Лівану, моя нарече́на, зо мною з Лівану ти пі́деш! Спогля́неш з вершини Ама́ни, з вершини Сені́ру й Гермо́ну, з лего́вища левів, з леопа́рдових гір.
16040900ed	Забра́ла ти серце мені, моя се́стро, моя нарече́на, забра́ла ти серце мені самим о́чком своїм, разо́чком одне́ньким намиста свого!
16040a00e8	Яке любе коха́ння твоє, о сестрице моя, нарече́на! Скільки ліпша любов твоя за вино, а запа́шність олив твоїх — за всі па́хощі!“
16040b00fb	Уста твої кра́пають мед щільнико́вий, моя наречена, мед і молоко — під твоїм язичко́м, а па́хощ одежі твоє́ї — як ліва́нські ті па́хощі!“
16040c00aa	„Замкне́ний садок — то сестриця моя, наречена моя — замкне́ний садок, джерело́ запеча́тане.
16040d008c	Лоно твоє — сад грана́тових яблук з плодо́м доскона́лим, ки́при із на́рдами,
16040e00dc	нард і шафра́н, пахуча трости́на й кори́ця з усіма деревами ла́дану, ми́рра й ало́е зо всіма́ найзапашні́шими па́хощами,
16040f0082	ти джерело́ садкове́, криниця живої води, та тієї, що пли́не з Лива́ну“!
160410015e	„Прокинься, о вітре з півно́чі, і прили́нь, вітре з полу́дня, — повій на садок мій: нехай потечуть його па́хощі! Хай коха́ний мій при́йде до са́ду свого́, і нехай споживе́ плід найкращий його!“
160501019a	„Прийшов я до са́ду свого, о се́стро моя, наречена! Збираю я мирру свою із бальза́мом своїм, спожива́ю свого стільника́ разом із медом своїм, п'ю вино я своє зо своїм молоком! Споживайте, співдру́зі, — пийте до схо́чу, кохані!“
1605020176	„Я сплю, — моє ж серце чува́є. Ось голос мого коханого! Стукає. „Відчини мені, се́стро моя, о моя ти подру́женько, голубко моя, моя чиста, — бо росою покри́лася вся моя голова, мої ку́чері — кра́плями ночі!“
16050300a3	„Зняла я одежу свою, — як зно́ву її надягну́? Помила я ні́жки свої, — як же їх занечи́щу?“
1605040098	Мій коханий простя́г свою руку крізь о́твір, — і нутро моє схвилюва́лось від нього!
16050500d6	Встала я відчини́ти своє́му коханому, — а з рук моїх ка́пала ми́рра, і мирра текла́ на засу́вки замка́ з моїх пальців.
1605060146	Відчинила своє́му коханому, — а коханий мій зник, відійшов! Душі не става́ло в мені, як він говорив. Я шукала його, та його не знайшла́. Я гука́ла його, та він не відізва́вся до мене.
16050700f0	Стріли мене сторожі́, що ходять по місті, — набили мене, завдали́ мені ра́ни. Здерли з мене моє покрива́ло, сторожі́ міських мурів!“
16050800cc	„Заклинаю я вас, дочки єрусалимські, — як мого коханого стрінете ви, що йому повісте́? — Що я хвора з коха́ння!“
16050900f9	„Чим коханий твій кращий від інших коханих, вродливі́ша з жіно́к? Чим коха́ний твій кращий від іншіх коханих, що так заклина́єш ти нас?“
16050a0084	„Коханий мій білий й рум'я́ний, визначні́ший він від десяти тисяч інших.
16050b008c	Голова його — щиреє золото, його ку́чері — па́льмове віття, чорні, як во́рон.
16050c00c5	Його очі — немов голубки́ над джере́лами во́дними, у молоці повими́вані, що над повним струмко́м посіда́ли!
16050d00cb	Його ли́чка — як гря́дка бальза́му, немов квітники́ запашні́! Його губи — ліле́ї, з яких ка́пає ми́рра теку́ча!
16050e00ed	Його руки — стовпці́ золоті, повиса́джувані хризолі́том, а ло́но його — твір мисте́цький з слоно́вої кости, покритий сапфі́рами!
16050f00e5	Його сте́гна — стовпи мармуро́ві, поста́влені на золотії підста́ви! Його вигляд — немов той Лива́н, він юна́к — як ті ке́дри!
16051000c1	Уста його — солодо́щі, і він увесь — пожада́ння. Оце мій коханий, й оце мій дружо́к, дочки єрусали́мські!“
16060100d3	„Куди твій коха́ний пішов, о найвродливі́ша з жінок? Куди спрямува́в твій коха́ний? Бо ми пошукаємо його із тобою“.
16060200b5	„Мій коханий пішов до садо́чка свого́, в квітники́ запашні́, щоб па́сти в садка́х і збирати ліле́ї.
160603007f	Я належу своєму коханому, а мені — мій коханий, що пасе між ліле́ями!“
16060400c9	„Ти прекрасна, моя ти подру́женько, мов та Тірца́, ти хороша, як Єрусалим, ти грізна́, як війська́ з прапора́ми!
16060500e8	Відверни́ ти свої оченя́та від мене, бо вони непоко́ять мене! Твої коси — немов стадо кіз, що хви́лями сходять з того́ Гілеа́ду!
16060600bd	Твої зуби — немов та отара ове́ць, що з ку́пелю вийшли, що ко́тять близня́та, і між ними немає неплідної!
160607007b	Мов частина грана́тного яблука — скро́ня твоя за серпа́нком твоїм!
1606080087	Шістдеся́т є цариць, і вісімдеся́т є нало́жниць, а дівчатам немає числа, —
1606090163	та єдина вона — ця голубка моя, моя чиста! У не́ньки своєї вона одина́чка, обра́на вона у своєї роди́тельки! Як бачили до́чки Сіону її, то щасливою звали її, цариці й нало́жниці — то вихваля́ли її:
16060a00ec	Хто це така, що вона виглядає, немов та досві́тня зоря́, прекрасна, як місяць, як сонце — ясна́, як полки́ з прапора́ми — грізна́?“
16060b0105	„Зійшла я в орі́ховий сад, щоб погля́нути на пу́п'яночки при пото́ці, щоб побачити там, чи зацвів виноград, чи грана́тові яблуні порозцвіта́ли?
16060c0090	І не зчу́лася я, як мене посадила душа моя між колесни́ці моєї дружи́ни боя́р“.
16060d0113	„Верни́ся, вернись, Суламі́тко! Вернися, вернися, — нехай ми на тебе нади́вимось!“ „Чого вам дивитися на Суламітку, немов би на та́нець військо́вий?“
16070100f3	„Хороші які стали ноги твої в черевичках, князі́вно моя́! Заокру́глення сте́гон твоїх — мов намисто, руками мисте́цькими ви́точене!
16070200e7	Твоє лоно — немов круглото́чена чаша, в якій не забра́кне вина запашно́го! Твій живіт — сніп пшениці, ото́чений тими ліле́ями!
1607030059	Два пе́рса твої — немов двоє сарня́ток близня́т!
1607040130	Твоя шия — як ба́шта із кости слоно́вої, твої очі — озе́рця в Хешбо́ні при брамі того Бат-Рабі́му, в тебе ніс — немов башта лива́нська, що ди́виться все в бік Дама́ску!
16070500cd	Голі́вка твоя на тобі — мов Карме́л, а коса́ на голі́вці твоїй — немов пу́рпур, — поло́нений цар тими ку́черями!
160706005d	Яка ти прекрасна й приємна яка, о любов в розко́шах!
1607070085	Став подібний до па́льми твій стан, твої ж пе́рса — до грон виногра́дних!
160708011b	Я поду́мав: ви́беруся на цю па́льму, схоплю́ся за ві́ття її, — і нехай стануть пе́рса твої, немов виноградні ті грона, а па́хощ диха́ння твого — як яблука!“
16070900bb	„А у́ста твої — як найліпше вино: просту́є воно до мого коханого, чинить промо́вистими й уста сплячих!
16070a0062	Я належу своєму коханому, а його пожада́ння — до мене!
16070b0070	Ходи ж, мій коханий, та ви́йдемо в поле, переночу́ємо в се́лах!
16070c0121	Устанемо рано, й ходім у сади - виногради, поди́вимося, чи зацвів виноград, чи квітки́ розцвіли́сь, чи грана́тові яблуні порозцвіта́ли? Там любов свою тобі дам!
16070d00f3	Видадуть пах мандраго́ри, при наших же вхо́дах — всіля́кі коштовні плоди́, нові́ та старі, що я їх заховала для тебе, коханий ти мій!“
16080100f6	„О, коли б ти мені був за брата, що пе́рса ссав в нені моєї, коли б стріла тебе я на вулиці, цілувала б тебе, — і ніхто мені не докоря́в би!
16080200ec	Повела́ б я тебе й привела́ б у дім нені своєї: ти навчав би мене, я б тебе напоїла вином запашни́м, со́ком грана́тових яблук своїх!
160803007e	Ліва рука його — під головою моєю, прави́ця ж його — пригорта́є мене!
16080400c3	Заклинаю я вас, дочки єрусалимські, — нащо б споло́хали, й нащо б збудили любови, аж доки йому до вподо́би!“
160805012a	„Хто вона, що вихо́дить із пустині, спира́ючися на свого коханого? Під яблунею я збуди́ла тебе, — там повила́ тебе мати твоя, там тебе повила́ твоя породи́телька!“
160806014c	„Поклади ти мене, як печатку на серце своє, як печать на раме́но своє, бо сильна любов, як смерть, за́здрощі неперемо́жні, немов той шео́л, — його жар — жар огню, воно по́лум'я Господа!
1608070112	Во́ди великі не зможуть згаси́ти коха́ння, ані рі́ки його не заллю́ть! Коли б хто давав за любов маєток увесь свого дому, то ним погорди́ли б зовсі́м!“
16080800c6	„Є сестра в нас мала, й перс у неї нема ще. Що зробимо нашій сестри́чці в той день, коли сва́тати бу́дуть її? —
16080900c4	Якщо вона мур, — заборо́ло із срібла збудуємо на ній, а якщо вона двері — обкладе́мо кедро́вою до́шкою їх“.
16080a00a9	„Я мур, мої ж пе́рса — як ба́шти, — тоді я була́ в його о́чах мов та, яка спо́кій прова́дить“.
16080b00f1	„Виноградинка мав Соломон у Баал-Гамо́ні, виноградника він віддава́в сторожа́м, — щоб кожен прино́сив за плід його тисячу срі́бла.
16080c00d2	Але мій виногра́дник, що маю його, при мені! Тобі, Соломо́не, хай буде та тисяча, а сторожа́м його пло́ду — дві сотні!
16080d00ab	О ти, що сидиш у садка́х, — друзі твої прислуха́ються до твого голосу: дай почути його і мені!“
16080e00bb	„Утікай, мій коха́ний, і станься подібний до са́рни собі, чи до молодого оленя у бальза́мових го́рах!“
1700000008	Ісая
17010100e7	Виді́ння Іса́ї, Амо́сового сина, яке він був бачив про Юдею та про Єрусалим за днів Уззії, Йотама, Ахаза та Єзекії, Юдиних царів.
17010200eb	Послухайте ви, небеса́, і ти, зе́мле, почуй, бо гово́рить Госпо́дь: Синів Собі ви́ховав й ви́кохав Я, а вони зняли́ бунт проти Мене!
17010300d2	Віл знає свого власника́, а осел — ясла пана свого, — а Ізраїль не знає Мене́, не зверта́є уваги наро́д Мій на Ме́не.
170104012a	О люду ти грішний, наро́де тяжко́ї провини, лиходійське насі́ння, сини-шкідники́, — ви покинули Господа, ви Святого Ізраїлевого поне́хтували, — обернулись наза́д!
17010500b5	У що́ будете биті ще, коли неслухня́ними далі ви бу́дете? Хвора ваша вся голова, і все серце боля́ще.
170106011c	Від підо́шви ноги й аж до голови́ нема ці́лого місця на ньому: рани й ґудзі, та свіжі пора́зи неви́чавлені, і не позав'я́зувані, і оливою не порозм'я́кшувані.
1701070124	Земля ваша спусто́шена, огнем спа́лені ваші міста́, поле ваше, — на ваших оча́х поїдають чужи́нці його, — з того всьо́го пустиня, немов з руйнува́ння чужи́нців!
17010800df	І позоста́лась Сіо́нська дочка́, мов курі́нь в винограднику, мов шатро́ на ночлі́г в огірко́вому полі, як місто обло́жене.
17010900c3	Коли б був Господь Савао́т не лишив нам останку мало́го, ми були б як Содо́м, до Гомо́рри ми стали б подібні.
17010a00ba	Послухайте сло́ва Господнього, содо́мські князі́, почуйте Зако́н Бога нашого, наро́де гомо́рський, —
17010b0117	на́що Мені многота́ ваших же́ртов? говорить Господь. Наси́тився Я цілопа́леннями баранів і жиром ситих теля́т, а крови биків та овець і козлів не жада́ю!
17010c00c0	Як прихо́дите ви, щоб явитися перед обличчям Моїм, хто жадає того з руки вашої, щоб топта́ли подві́р'я Мої?
17010d0122	Не прино́сьте ви більше марно́тного да́ру, ваше кадило — оги́да для Мене воно; новомісяччя та ті суботи і скли́кання зборів, — не можу знести́ Я марно́ти цієї!
17010e00d0	Новомісяччя ваші й усі ваші свя́та — ненави́дить душа Моя їх: вони стали Мені тягаре́м, — Я зму́чений зно́сити їх.
17010f0101	Коли ж руки свої простяга́єте, Я мру́жу від вас Свої очі! Навіть коли ви молитву примно́жуєте, Я не слухаю вас, — ваші руки напо́внені кро́в'ю.
17011000b7	Умийтесь, очистьте себе! Відкиньте зло ваших учи́нків із-перед оче́й Моїх, перестаньте чинити лихе́!
17011100c5	Навчіться чинити добро, правосу́ддя жадайте, карайте грабі́жника, дайте суд сироті, за вдову заступа́йтесь!
1701120152	Прийдіть, і бу́демо правува́тися, — говорить Госпо́дь: коли ваші гріхи будуть як кармази́н, — стануть білі, мов сніг; якщо бу́дуть червоні, немов багряни́ця, — то стануть мов вовна вони!
170113007b	Як захочете ви та послухаєтесь, то бу́дете до́бра землі спожива́ти.
17011400af	А коли ви відмо́витеся й неслухня́ними бу́дете, — меч пожере́ вас, бо уста Господні сказали оце!
17011500db	Як стало розпу́сницею вірне місто: було повне воно правосу́ддя, справедливість у нім пробува́ла, тепер же — розбійники!
170116006d	Срі́бло твоє стало жу́желицею, твоє питво водою розпу́щене.
1701170116	Князі́ твої впе́рті і дру́зі злоді́ям вони, хабара́ вони люблять усі та женуться за да́чкою, не судять вони сироти́, удо́вина справа до них не дохо́дить.
1701180103	Тому́ то говорить Госпо́дь, Господь Савао́т, Си́льний Ізра́їлів: О, буду Я ті́шитися над Своїми супроти́вниками, і помщу́сь на Своїх ворога́х!
