0100000008	Génesis
138f090035	Oh Yavé, líbrame de mis enemigos. Me refugio en Ti.
138f0a0070	Enséñame a hacer tu voluntad, Porque Tú eres mi ʼElohim, Que tu buen Espíritu me guíe por tierra nivelada.
138f0b0059	Revíveme, oh Yavé, por amor a tu Nombre. Por tu justicia saca mi alma de la aflicción.
138f0c006e	Con tu misericordia corta a mis adversarios Y destruye a todos los que afligen mi alma, Porque soy tu esclavo.
1390010060	¡Bendito sea Yavé, mi Roca, Que adiestra mis manos para la guerra Y mis dedos para la batalla!
139002007c	Mi Misericordia y mi Fortaleza, Mi alta Torre y mi Libertador, Mi Escudo, en Quien me refugio, Quien sujeta mi pueblo a mí.
1390030074	Oh Yavé, ¿qué es el hombre Para que Tú tengas conocimiento de él, O el hijo del hombre para que pienses en él?
1390040045	El hombre es como un suspiro. Sus días son como una sombra que pasa.
139005004d	Oh Yavé, inclina tus cielos y desciende. Toca las montañas para que humeen.
1390060047	Despacha relámpagos y dispérsalos. Envía tus flechas y confúndelos.
1390070069	Extiende tu mano desde lo alto. Rescátame y líbrame de las aguas caudalosas, De la mano de extranjeros,
139008003b	Cuyas bocas hablan engaño Y cuya mano derecha es falsedad.
1390090058	Oh ʼElohim, a Ti cantaré canto nuevo, Con salterio de diez cuerdas te cantaré salmos.
13900a0055	Quien da salvación a los reyes, Y rescatas a tu esclavo David de la espada perversa.
13900b0073	Rescátame y líbrame de la mano de extranjeros, Cuyas bocas hablan engaño, Cuya boca y mano derecha son falsedad.
13900c006e	Sean nuestros hijos en su juventud como plantas crecidas, Y nuestras hijas como columnas de esquinas labradas.
13900d008e	Estén llenos nuestros graneros Y provean toda clase de producto, Nuestros rebaños se reproduzcan por miles, Y diez miles en nuestros campos.
13900e007a	Nuestros bueyes estén fuertes para el trabajo, Sin ruptura y sin pérdida, Y no haya clamor de alarma en nuestras plazas.
13900f006f	Inmensamente feliz es el pueblo a quien esto le sucede. Inmensamente feliz es el pueblo cuyo ʼElohim es Yavé.
1391010055	Te exaltaré, mi ʼElohim, oh Rey, Y bendeciré tu Nombre eternamente y para siempre.
1391020048	Cada día te bendeciré y alabaré tu Nombre Eternamente y para siempre.
139103004c	Grande es Yavé, y digno de suprema alabanza, Y su grandeza es inescrutable.
1391040058	Una generación a otra generación alabará tus obras, Y declarará tus poderosas obras.
139105004e	Meditaré en el glorioso esplendor de tu majestad Y en tus maravillosas obras.
1391060053	Hablarán los hombres del poder de tus asombrosas obras, Y yo contaré tu grandeza.
139107005e	Con anhelo proclamarán la memoria de tu gran bondad, Y clamarán de tu justicia con regocijo.
139108004f	Clemente y misericordioso es Yavé. Lento para la ira y grande en misericordia.
139109004c	Yavé es bueno para todos, Y sus misericordias están sobre todas sus obras.
13910a0049	Oh Yavé, todas tus obras te darán gracias, Y tus santos te bendecirán.
13910b0042	Hablarán de la gloria de tu reino, Y conversarán sobre tu poder.
13910c0062	Para proclamar a los hijos de hombres tus poderosas obras, Y la gloria de la majestad de tu reino.
13910d003e	Tu reino es eterno, Y tu señorío por todas las generaciones.
13910e0050	Yavé sostiene a todos los que caen Y levanta a todos los que están doblegados.
13910f0045	Los ojos de todos miran a Ti. Y en su tiempo Tú les das su alimento.
1391100035	Abres tu mano Y sacias el deseo de todo ser viviente.
139111004b	Justo es Yavé en todos sus procedimientos, Y bondadoso en todas sus obras.
1391120055	Cerca está Yavé de todos los que lo invocan, De todos los que lo invocan en verdad.
1391130056	Cumplirá el deseo de los que le temen. Escuchará también su clamor, Y los salvará.
1391140046	Yavé guarda a todos los que lo aman, Pero destruirá a los perversos.
1391150073	Mi boca hablará la alabanza de Yavé, ¡Y todo ser viviente bendecirá su santo Nombre Eternamente y para siempre!
1392010027	¡Aleluya! ¡Alaba, alma mía, a Yavé!
139202004c	Alabaré a Yavé en mi vida. Cantaré alabanzas a mi ʼElohim mientras viva.
139203004d	No confíen en gobernantes, En un hijo de hombre, en quien no hay salvación.
1392040049	Sale su espíritu, vuelve a la tierra. Ese mismo día perecen sus planes.
139205006b	Inmensamente feliz es aquél Cuya Ayuda es el ʼElohim de Jacob, Cuya esperanza está en Yavé su ʼElohim,
1392060071	Quien hizo [el] cielo y [la] tierra, El mar y todo lo que hay en ellos, Quien guarda [su] fidelidad para siempre,
139207006d	Quien ejecuta justicia a los oprimidos, Quien da alimento a los hambrientos. Yavé liberta a los prisioneros,
1392080057	Yavé [da vista] a los ciegos, Yavé endereza a los encorvados, Yavé ama a los justos,
1392090077	Yavé protege a los extranjeros, Él sostiene al huérfano y a la viuda, Pero Él trastorna el camino de los perversos.
13920a0059	Reinará Yavé para siempre, Tu ʼElohim, oh Sion, por todas las generaciones. ¡Aleluya!
1393010066	¡Aleluya! Porque es bueno cantar salmos a nuestro ʼElohim, Porque agradable, hermosa es la alabanza.
1393020043	Yavé edifica a Jerusalén. Él reúne a los desterrados de Israel.
139303003c	Él sana a los quebrantados de corazón Y venda sus heridas.
1393040045	Él cuenta el número de las estrellas. Él da nombres a todas ellas.
1393050053	Grande es nuestro ʼAdonay Y prominente en fortaleza. Su entendimiento es infinito.
139306004a	Yavé sostiene a los afligidos. Él abate a los perversos hasta la tierra.
1393070054	Canten a Yavé con acción de gracias. Canten salmos a nuestro ʼElohim con el arpa,
139308006f	Quien cubre de nubes el cielo, Quien provee lluvia para la tierra, Quien desarrolla la hierba en las montañas.
1393090047	Él da a la bestia su alimento, A las crías de los cuervos que claman.
13930a0054	No se deleita con la fuerza del caballo, No se complace en las piernas de un hombre.
13930b0043	Yavé favorece a los que le temen, Los que esperan su misericordia.
13930c003f	¡Alaba a Yavé, oh Jerusalén! ¡Alaba a tu ʼElohim, oh Sion!
13930d0056	Porque Él refuerza los cerrojos de tus puertas, Él bendice a tus hijos dentro de ti.
13930e0048	Él establece paz en tus fronteras, Él te sacia con lo mejor del trigo.
13930f003f	Él envía su mandato a la tierra, Su Palabra corre velozmente.
139310003c	Él da nieve como lana, Él esparce la escarcha como ceniza.
1393110041	Él lanza su nieve como migas. ¿Quién puede resistir su helada?
1393120056	Envía su Palabra, Y la derrite, Impulsa su viento para que sople, Y fluyan las aguas.
1393130046	Él declara sus Palabras a Jacob, Sus Estatutos y Ordenanzas a Israel.
139314005f	No trató así con ninguna nación. Ninguna otra conoció sus ordenanzas. ¡Aleluya! ¡Aleluya!
1394010045	¡Aleluya! Alaben a Yavé desde los cielos. Alábenlo en las alturas.
139402003c	Alábenlo, todos sus ángeles. Alábenlo, todas sus huestes.
139403003c	Alábenlo, sol y luna. Alábenlo, todas lucientes estrellas.
139404004a	Alábenlo, los más altos cielos, Y las aguas que están sobre los cielos.
139405003f	Alaben el Nombre de Yavé, Porque Él mandó, Y fueron creados.
1394060050	Y los estableció eternamente y para siempre. Él dio un decreto que no pasará.
139407003e	Alaben a Yavé desde la tierra: Cetáceos y todos los abismos,
1394080059	El fuego y el granizo, la nieve y el vapor, El viento tempestuoso que ejecuta su Palabra,
1394090042	Las montañas y todas las colinas, Árboles frutales y todo cedro,
13940a003a	Los animales salvajes y todo ganado, Reptiles y ave alada,
13940b0054	Reyes de la tierra y todos los pueblos, Magistrados y todos los jueces de la tierra,
13940c0041	Tanto jóvenes varones como doncellas, Los ancianos y los niños,
13940d0071	Alaben el Nombre de Yavé, Porque solo su Nombre es exaltado. Su gloria está por encima de la tierra y el cielo.
13940e008e	Y Él levantó un poder para su pueblo, Alabanza para todos sus fieles, De los hijos de Israel, un pueblo cercano a Él. ¡Aleluya! ¡Aleluya!
139501005d	¡Aleluya! Canten a Yavé un canto nuevo Su alabanza esté en la congregación de los santos.
1395020049	Alégrese Israel en su Hacedor. Regocíjense en su Rey los hijos de Sion.
1395030043	Alaben su Nombre con danza. Cántenle alabanzas con pandero y arpa.
1395040052	Porque Yavé se complace en su pueblo, Embellecerá a los humildes con salvación.
1395050047	Que los fieles exalten su gloria. Que canten con regocijo en sus camas.
1395060049	Que enaltezcan a ʼEL con su boca, Con una espada de dos filos en su mano
1395070046	Para ejecutar venganza sobre las naciones Y castigo sobre los pueblos,
139508004a	Para atar a sus reyes con cadenas, Y a sus nobles con grilletes de hierro,
1395090071	Para ejecutar la sentencia escrita sobre ellos. Éste será un honor para todos sus fieles. ¡Aleluya! ¡Aleluya!
1396010052	¡Aleluya! Alaben a ʼEL en su Santuario. Alábenlo en su esplendoroso firmamento.
139602004a	Alábenlo por sus poderosas obras. Alábenlo según su excelente grandeza.
1396030042	Alábenlo con el sonido de la trompeta. Alábenlo con arpa y lira.
139604004e	Alábenlo con pandero y danza. Alábenlo con instrumentos de cuerda y flautas.
1396050047	Alábenlo con címbalos resonantes. Alábenlo con címbalos de júbilo.
139606002f	¡Todo lo que respira alabe a Yavé! ¡Aleluya!
140000000a	Proverbios
1401010039	Los proverbios de Salomón, hijo de David, rey de Israel,
1401020053	Para conocer sabiduría y disciplina, Para comprender las palabras de inteligencia,
1401030042	Para recibir disciplina y enseñanza, Justicia, derecho y equidad,
140104004b	Para dar sagacidad al incauto, Y a los jóvenes conocimiento y discreción.
140105004b	Oirá el sabio y aumentará el saber, Y el entendido obtendrá habilidades.
1401060056	Entenderá el proverbio y el dicho profundo, Las palabras de los sabios y sus enigmas.
140107006b	El principio de la sabiduría es el temor a Yavé. Los insensatos desprecian la sabiduría y la disciplina.
140108005a	Escucha, hijo mío, la enseñanza de tu padre, Y no abandones la instrucción de tu madre,
1401090040	Porque hermosa diadema será en tu cabeza Y collar en tu cuello.
14010a0040	Hijo mío, si los pervertidos te quieren seducir, No consientas.
14010b0057	Si dicen: Ven con nosotros a tender trampas mortales, Acechemos sin motivo al inocente.
14010c004d	¡Los devoraremos vivos, como el Seol, Enteros, como los que bajan a la fosa!
14010d0042	Hallaremos objetos valiosos. Llenaremos nuestras casas del botín.
14010e0041	Comparte tu suerte con nosotros, Y tengamos todos una sola bolsa.
14010f0049	Hijo mío, no andes en el camino de ellos. Aparta tu pie de sus senderos,
1401100045	Porque sus pies corren hacia el mal Y se apresuran a derramar sangre.
1401110033	En vano se tiende la red Ante los ojos de las aves.
140112005a	Pero ellos colocan trampas a su propia sangre, Y ante sus propias vidas tienden acechanza.
140113005c	Tales son los senderos del que es dado a codicia, La cual quita la vida a los que la tienen.
140114003c	La Sabiduría clama en las calles Y da su voz en las plazas.
1401150050	Proclama sobre los muros, Y en las entradas de las puertas pregona sus palabras:
1401160087	Oh simples ¿hasta cuándo amarán la ingenuidad? ¿Hasta cuando los burladores amarán la burla, Los insensatos aborrecerán el saber?
1401170062	¡Regresen ante mi reprensión, Y les manifestaré mi espíritu, Y les haré conocer mis palabras!
1401180051	Pero por cuanto llamé y rehusaron. Extendí mi mano, y no hubo quién escuchara.
140119003a	Desecharon todo mi consejo, Y no quisieron mi reprensión.
14011a005f	Yo también me reiré cuando llegue su calamidad Y me burlaré cuando los alcance lo que temen.
14011b008b	Cuando lo que temen venga como destrucción, Su calamidad llegue como un remolino de viento Y vengan sobre ustedes tribulación y angustia.
14011c004c	Entonces me llamarán, y no responderé, Me buscarán, pero no me hallarán,
14011d0049	Por cuanto aborrecieron el conocimiento Y no escogieron el temor a Yavé.
14011e003f	No quisieron mi consejo Y menospreciaron toda reprensión mía.
14011f004f	Entonces comerán el fruto de su camino Y se saciarán de sus propios consejos.
1401200054	El descarrío de los simples los matará, Y la dejadez de los necios los destruirá.
1401210053	Pero el que me escuche vivirá confiadamente Y estará tranquilo, sin temor al mal.
140201004c	Hijo mío, si aceptas mis palabras, Y guardas mis mandamientos dentro de ti,
140202004f	Eres de oído atento a la sabiduría, E inclinas tu corazón a la inteligencia,
140203003b	Si invocas a la prudencia, Y al entendimiento alzas tu voz,
1402040048	Si la procuras como a la plata, Y la rebuscas como a tesoros escondidos,
140205004f	Entonces entenderás el temor a Yavé, Y hallarás el conocimiento de ʼElohim.
140206004f	Porque Yavé da la sabiduría. De su boca procede la ciencia y la inteligencia.
1402070054	Él atesora el acierto para los hombres rectos, Es escudo al que anda en integridad.
140208004f	Es el que guarda las sendas de la justicia, Y preserva el camino de sus santos.
140209004d	Entonces entenderás la justicia y el derecho, La equidad y todo buen camino.
14020a0050	Cuando la sabiduría entre en tu corazón Y el conocimiento sea dulce a tu alma,
14020b0038	Te guardará la discreción. Te preservará la prudencia
14020c0043	Para librarte del camino malo Del hombre que habla cosas perversas,
14020d0049	De los que abandonan los caminos rectos Para andar por sendas tenebrosas,
14020e004e	De los que gozan haciendo el mal, Y se alegran en las perversidades del vicio,
14020f0036	Cuyas sendas son tortuosas, Y sus caminos extraviados.
1402100047	Te librará de la mujer ajena, De la extraña que endulza sus palabras,
140211004b	Que abandona al compañero de su juventud Y olvida el Pacto de su ʼElohim.
140212004d	Su casa se inclina hacia la muerte, Sus sendas hacia el país de las sombras.
1402130047	Cuantos entran en ella no regresan, Ni retoman los senderos de la vida.
140214003f	Para que sigas el buen camino Y guardes los senderos del justo.
1402150058	Porque los rectos vivirán en la tierra, Y los de limpio corazón permanecerán en ella.
140216005e	Pero el perverso será cortado de la tierra, Y de ella serán desarraigados los transgresores.
140301004d	Hijo mío, no olvides mis enseñanzas, Y tu corazón guarde mis mandamientos.
140302003c	Porque largura de días, años de vida Y paz te aumentarán.
1403030070	Nunca se aparten de ti la misericordia y la verdad. Átalas a tu cuello. Escríbelas en la tabla de tu corazón,
140304004b	Y hallarás gracia y buena opinión Ante los ojos de ʼElohim y del hombre.
1403050050	Confía en Yavé con todo tu corazón, Y no te apoyes en tu propia inteligencia.
140306003f	Reconócelo en todos tus caminos, Y Él enderezará tus sendas.
1403070046	No seas sabio en tu propia opinión. Teme a Yavé Y apártate del mal,
140308003b	Porque será medicina a tu ombligo Y tuétano a tus huesos.
1403090045	Honra a Yavé con tus bienes Y con las primicias de todos tus frutos.
14030a004c	Tus graneros se henchirán de abundancia, Y tus lagares rebosarán de mosto.
14030b0051	Hijo mío, no menosprecies el castigo de Yavé, Ni te fatigues de su corrección.
14030c004f	Porque Yavé disciplina al que ama, Como el padre al hijo en quien se complace.
14030d0053	Inmensamente feliz el hombre que halla sabiduría Y el que obtiene la inteligencia.
14030e0058	Porque su provecho es mayor que el de la plata, Y su resultado es mejor que el oro fino.
14030f0052	Es más preciosa que las perlas, Nada de lo que desees podrá compararse con ella.
1403100050	Abundancia de días hay en su mano derecha, Y en su izquierda, riquezas y honra.
140311003a	Sus caminos son agradables, Y en todas sus sendas hay paz.
140312005e	Es árbol de vida a los que echan mano a ella, Y los que la retienen son inmensamente felices.
140313004d	Yavé fundó la tierra con sabiduría Y con entendimiento afirmó los cielos.
140314004e	Con su conocimiento fueron divididos los océanos Y las nubes destilan rocío.
1403150058	Hijo mío, no se aparten estas cosas de tus ojos. Guarda la sabiduría y la discreción,
140316002d	Y serán vida a tu alma y gracia a tu cuello.
1403170044	Entonces andarás con seguridad en tu camino Y tu pie no tropezará.
140318004e	Cuando te acuestas, no tendrás temor. Te acostarás, Y tu sueño será dulce.
140319004b	No temerás el pavor repentino, Ni cuando llega el ataque de los perversos,
14031a004b	Porque Yavé será tu Confianza. Él guardará tu pie de caer en la trampa.
14031b004b	No retengas el bien a quien es debido, Cuando tienes el poder para hacerlo.
14031c005d	No digas a tu prójimo: Anda y vuelve, mañana te lo daré, Cuando tienes contigo qué darle.
14031d0043	No trames el mal contra el prójimo Que habita confiado junto a ti.
14031e003d	No tengas pleito con alguno sin causa, Si no te hizo agravio.
14031f0041	No envidies al hombre violento, Ni escojas alguno de sus caminos,
140320004a	Porque Yavé aborrece al perverso. Su íntima comunión es con los rectos.
140321005c	La maldición de Yavé está sobre la casa del impío, Pero bendice la morada de los justos.
1403220049	Ciertamente Él se burla de los que se burlan Y da gracia a los humildes.
1403230042	Los sabios heredarán honra, Pero los necios cargarán la afrenta.
140401005a	Escuchen, hijos, la instrucción de un padre Y estén atentos para adquirir entendimiento,
140402003a	Porque les doy buena doctrina. No abandonen mi enseñanza,
1404030050	Pues yo también fui hijo de mi padre, Afectuoso y singular delante de mi madre.
1404040064	Él me enseñaba y me decía: Retenga tu corazón mis palabras, Guarda mis mandamientos, y vivirás.
1404050062	Adquiere sabiduría, adquiere entendimiento. No te olvides ni te apartes de los dichos de mi boca.
1404060043	No la abandones, y ella te guardará. Ámala, y ella te protegerá.
140407005b	¡Sabiduría ante todo! Adquiere sabiduría, Y sobre toda posesión adquiere entendimiento.
1404080042	Exáltala, y ella te engrandecerá, Cuando la abraces te honrará.
140409004b	Pondrá en tu cabeza guirnalda de gracia. Te otorgará corona de esplendor.
14040a0050	Escucha, hijo mío, y recibe mis palabras, Y se te multiplicarán años de vida.
14040b0051	Te encaminé por el camino de la sabiduría Y te indiqué las sendas de rectitud.
14040c004b	Cuando camines, tus pasos no tendrán estorbo. Y si corres, no tropezarás.
14040d004b	Aférrate a la disciplina y no la dejes. Guárdala, porque ella es tu vida.
14040e004b	No entres por el camino del perverso, Ni vayas por el sendero de los malos.
14040f003c	Evítalo, no pases por él. Desvíate de él, pasa de largo.
1404100061	Porque ellos no duermen si no hacen daño, Y se les quita el sueño si no hacen caer [a alguien].
1404110038	Porque comen pan de iniquidad Y beben vino de violencia.
1404120065	Pero la senda de los justos es como la luz del alba, Que va en aumento hasta que el día es perfecto.
140413004a	El camino de los impíos es como la oscuridad: No saben en qué tropiezan.
140414003f	Hijo mío, atiende mis palabras. Inclina tu oído a mis dichos.
1404150044	No se aparten de tus ojos. Guárdalos en lo profundo de tu corazón,
140416003e	Pues son vida a los que los hallan Y sanidad a todo su cuerpo.
1404170047	Con toda diligencia, guarda tu corazón, Porque de él [emana] la vida.
1404180042	Aparta de ti la boca perversa Y aleja de ti la falsedad de labios.
1404190047	Tus ojos miren de frente Y dirige tu mirada hacia lo que está delante.
14041a0044	Reflexiona en la senda de tus pies, Y sean rectos todos tus caminos.
14041b0045	No te desvíes a la derecha ni a la izquierda. Aparta tu pie del mal.
140501004a	Hijo mío, atiende a mi sabiduría, E inclina tu oído a mi entendimiento,
1405020041	Para que guardes discreción Y tus labios conserven conocimiento.
140503005e	Porque los labios de la mujer inmoral destilan miel, Y su paladar es más suave que el aceite.
140504004d	Pero su propósito es amargo como el ajenjo Y agudo como espada de dos filos.
1405050041	Sus pies descienden a la muerte. Sus pasos se precipitan al Seol.
1405060053	No considera el camino de la vida. Sus sendas son inestables, pero ella no lo sabe.
140507004a	Ahora, pues, hijos, escúchenme. No se aparten de las palabras de mi boca:
140508003e	Aleja de ella tu camino. No te acerques a la puerta de su casa
1405090036	No sea que des a otros tu vigor, Y tus años al cruel.
14050a0058	No sea que los extraños se llenen de tus fuerzas, Y tu esfuerzo se quede en casa ajena.
14050b004b	Gemirás cuando te llegue el desenlace, Y se consuma la carne de tu cuerpo.
14050c005d	Entonces dirás: ¡Cómo aborrecí la corrección, Y mi corazón menospreció la reprensión!
14050d004d	¡No hice caso a la voz de mis maestros, Ni presté oído a mis instructores!
14050e0051	Casi en la cima de todo mal estuve En medio de la asamblea y de la congregación.
14050f0047	Bebe el agua de tu propia cisterna, Y el agua fresca de tu propio pozo.
1405100050	¿Se derramarán afuera tus manantiales, Tus corrientes de aguas por las plazas?
1405110032	¡Sean solamente tuyos, Y no de extraños contigo!
1405120044	Sea bendito tu manantial Y regocíjate con la esposa de tu juventud,
1405130070	Como hermosa venada o graciosa gacela, Sus pechos te satisfagan en todo tiempo, Y recréate siempre con su amor.
1405140061	¿Por qué, hijo mío, estarás apasionado con mujer ajena, Y abrazarás el seno de una extraña?
140515005a	Porque los caminos del hombre están ante los ojos de Yavé. Él observa todas sus sendas.
1405160064	En su propia iniquidad quedará atrapado el inicuo. Será atado con las cuerdas de su propio pecado.
140517004b	Morirá por falta de corrección, Extraviado en la inmensidad de su locura.
1406010055	Hijo mío, si saliste fiador por tu prójimo, Si empeñaste tu palabra a un extraño,
1406020050	Si te enredaste con tus palabras, Y quedaste atrapado con los dichos de tu boca,
140603007d	Haz esto ahora, hijo mío, y líbrate. Ya que caíste en las manos de tu prójimo: Vé, humíllate e importuna a tu prójimo.
1406040041	No concedas sueño a tus ojos, Ni adormecimiento a tus párpados.
1406050048	Líbrate como gacela de la mano [del cazador], Como un ave de la trampa.
1406060040	Mira a la hormiga, oh perezoso, Observa sus caminos y sé sabio,
1406070034	La cual, sin tener jefe, Ni gobernador, ni soberano,
140608004e	Prepara en el verano su comida. En el tiempo de la cosecha guarda su sustento.
1406090056	¿Hasta cuándo estarás acostado, oh perezoso? ¿Cuándo te levantarás de tu sueño?
14060a0046	Un rato duermes, otro dormitas, Un rato cruzas los brazos y descansas.
14060b004c	Te llega la miseria como un vagabundo, Y tu necesidad como un hombre armado.
14060c004c	Hombre depravado es el hombre inicuo, Que anda en la perversidad de su boca,
14060d003d	Guiña con un ojo, menea los pies, Hace señas con los dedos.
14060e0054	En su corazón hay perversidades, Maquina maldades, y continuamente busca rencillas.
14060f005f	Por tanto, su calamidad vendrá de repente. Súbitamente será quebrantado y no habrá remedio.
1406100039	Seis [cosas] aborrece Yavé, Y aun siete repugna su alma:
1406110041	Ojos altivos, boca mentirosa, Manos que derraman sangre inocente,
140612004a	Corazón que maquina planes perversos, Pies presurosos para correr al mal,
1406130052	Testigo falso que habla mentiras, Y el que enciende discordias entre sus hermanos.
1406140059	Hijo mío, guarda el mandamiento de tu padre, Y no abandones la instrucción de tu madre.
1406150045	Átalos continuamente a tu corazón, Enlázalos en torno a tu cuello.
140616005c	Cuando camines, te guiarán. Cuando duermas, te protegerán. Hablarán contigo al despertar.
140617006d	Porque el mandamiento es lámpara, La enseñanza es luz Y camino de vida las reprensiones de la instrucción.
140618004f	Te guardarán de la mala mujer, De la blandura de la boca de la mujer extraña.
1406190053	No codicies en tu corazón su hermosura, Ni dejes que te cautive con sus párpados.
14061a0055	Porque si la prostituta busca una hogaza de pan, La adúltera caza una vida preciosa.
14061b003e	¿Tomará el hombre fuego en su seno, Sin que ardan sus ropas?
14061c003d	¿Andará un hombre sobre brasas, Sin que se quemen sus pies?
14061d0061	Así sucederá con el que se une a la mujer de su prójimo. Ninguno que la toque quedará impune.
14061e0054	¿No desprecian al ladrón aunque robe Para llenar su estómago cuando tiene hambre?
14061f0057	Si es sorprendido, tiene que pagar siete veces Y entregar todo lo que tiene en su casa.
1406200053	Pues el adúltero es hombre sin cordura, Destructor de sí mismo es el que lo hace.
140621003b	Heridas y deshonra hallará, Y su afrenta no será borrada.
1406220050	Porque los celos son la ira del hombre. En el día de la venganza no perdonará,
140623004c	Ni aceptará algún rescate. No se aplacará aunque ofrezcas muchos regalos.
1407010047	Hijo mío, guarda mis palabras Y atesora mis mandamientos dentro de ti.
1407020048	Guarda mis mandamientos y vive, Y mi enseñanza como la niña de tu ojo.
140703003c	Átalos a tus dedos. Escríbelos en la tabla de tu corazón.
1407040054	Dí a la sabiduría: Tú eres mi hermana. Llama al entendimiento [tu] íntimo amigo,
1407050057	Para que te guarden de la mujer ajena, De la seductora [que] lisonjea con sus palabras.
1407060046	Pues cuando desde la ventana de mi casa Observaba entre las celosías,
1407070054	Vi entre los ingenuos. Observé entre los jóvenes A un joven falto de entendimiento
140708005d	Que pasaba por la calle cerca de la esquina de ella. Caminaba en dirección a la casa de ella
1407090048	Al anochecer, cuando ya oscurecía, En medio de la noche y la oscuridad.
14070a005e	Y ahí estaba una mujer que [salía] a encontrarlo, Astuta de corazón, vestida de prostituta,
14070b0042	Bullanguera y desenfrenada. Sus pies no pueden permanecer en casa,
14070c004c	Unas veces en las calles, otras en las plazas, Acecha en todas las esquinas.
14070d0030	Lo agarró y lo besó, Y descaradamente le dijo:
14070e0032	Prometí sacrificios de paz. Hoy pagué mis votos.
14070f004e	Por tanto salí a encontrarte, A buscar diligentemente tu rostro, y te hallé.
140710003b	Preparé mi cama con colchas. La tendí con lino de Egipto.
140711002d	Perfumé mi cama con mirra, áloes, y canela.
1407120049	Ven, deleitémonos con caricias hasta el alba. Embriaguémonos de amores,
140713003d	Porque mi esposo no está en casa. Emprendió un largo viaje.
140714004d	Llevó consigo una bolsa de dinero. El día de luna nueva volverá a su casa.
1407150056	Lo rindió con la mucha suavidad de sus palabras. Lo sedujo con sus labios lisonjeros.
1407160064	Súbitamente se fue tras ella, Como el buey al matadero, Como un venado que se enredó en la trampa,
1407170074	Como ave que se lanza contra la red, Sin saber que le costará la vida, Hasta que una flecha le traspasa el hígado.
140718004c	Ahora pues, hijos, escúchenme. Presten atención a las palabras de mi boca:
140719005a	No dejes que tu corazón se aparte a los caminos de ella, Ni te extravíes por sus sendas.
14071a0054	Porque ella dejó muchos heridos, Y aun los más fuertes fueron asesinados por ella.
14071b0048	Su casa es el camino al Seol, Que desciende a las cámaras de la muerte.
140801003e	¿No clama la sabiduría, Y el entendimiento hace oír su voz?
1408020063	En las cimas de las alturas junto al camino, En las encrucijadas de los senderos, allí está ella.
140803005b	Junto a las puertas, en la entrada de la ciudad, En el acceso a las puertas, ella da voces:
140804004b	¡Oh hombres, a ustedes clamo! Mi voz se dirige a los hijos de los hombres.
140805004d	Oh simples, aprendan prudencia. Y ustedes, insensatos, dispongan su corazón.
1408060050	Escuchen, porque diré cosas excelentes, Y abriré mis labios para cosas rectas.
1408070046	Mi boca pronunciará verdad. La maldad es repugnancia para mis labios.
1408080055	Todas las palabras de mi boca son con justicia. En ellas nada hay torcido o perverso.
140809004d	Son claras para el que entiende Y rectas para los que hallan el conocimiento.
14080a0043	Reciban mi enseñanza y no plata, Conocimiento, mejor que oro fino.
14080b005d	Pues mejor es la sabiduría que las perlas. Nada de lo que desees podrá compararse con ella.
14080c0056	Yo, la sabiduría, moro con la prudencia, Y descubro el conocimiento y la discreción.
14080d006d	El temor a Yavé es aborrecer el mal. Aborrezco la soberbia, la arrogancia, el mal camino y la boca perversa.
14080e005a	Mío es el consejo y la eficiente sabiduría. Mía es la inteligencia y mía la valentía.
14080f0041	Por mí reinan los reyes, Y los magistrados administran justicia.
1408100043	Por mí gobiernan los príncipes Y los nobles que juzgan la tierra.
140811003f	Yo amo a los que me aman. Me hallan los que temprano me buscan.
1408120048	Las riquezas y la honra están conmigo, Riquezas y justicia perdurables.
140813005d	Mi fruto es mejor que el oro, Aun que el oro puro, Y mi ganancia mejor que la plata escogida.
140814003c	Yo ando por camino de justicia, Por los senderos de equidad,
1408150054	Para hacer que los que me aman obtengan su heredad. Y para que yo llene sus tesoros.
1408160044	Yavé me poseía en el principio, Ya de antiguo, antes de sus obras.
1408170036	Eternamente estaba establecida, Antes de haber tierra.
140818005a	Nací antes que existieran los océanos, Antes que existieran las fuentes de muchas aguas.
1408190051	Antes que las montañas fueran fundadas, Antes de las colinas, fui yo engendrada.
14081a0052	Cuando Él no había hecho la tierra, ni los campos, Ni el primer polvo del mundo.
14081b006b	Cuando estableció los cielos, allí estaba yo. Cuando trazó el horizonte sobre la superficie del océano,
14081c0049	Cuando afirmó los cielos arriba, Cuando afirmó las fuentes del océano,
14081d0082	Cuando señaló al mar su estatuto, Para que las aguas no traspasaran su mandato, Cuando estableció los fundamentos de la tierra,
14081e0062	Yo estaba junto a Él como arquitecto. Diariamente era su deleite. Me regocijaba ante Él siempre.
14081f0056	Me regocijaba en su tierra habitada, Y tenía mi deleite con los hijos de los hombres.
1408200051	Ahora pues, hijos, escúchenme. Inmensamente felices los que guardan mis caminos.
140821003b	Atiendan la instrucción, sean sabios Y no la menosprecien.
1408220080	¡Inmensamente feliz es el hombre que me escucha, Que vigila en mis portones cada día, Que espera en el umbral de mis entradas!
1408230042	Porque el que me halla, Halla la vida y alcanza el favor de Yavé.
1408240060	Pero el que peca contra mí, defrauda su propia alma. Todos los que me aborrecen aman la muerte.
140901003a	La sabiduría edificó su casa. Labró sus siete columnas.
1409020038	Degolló sus animales, Mezcló su vino, Sirvió su mesa,
