0100000008	Génesis
10091a00c6	» Pero a pesar de todo esto, fueron desobedientes y se rebelaron contra ti. Dejaron tu ley, dieron muerte a los profetas que les exhortaban a volver a ti, e hicieron muchas otras cosas abominables.
10091b00e2	Entonces tú los entregaste en manos de sus enemigos. Pero en sus tiempos de tribulación ellos clamaron a ti y tú los oíste desde el cielo, y con gran misericordia les enviaste libertadores que los libraran de sus enemigos.
10091c00f5	Pero cuando todo iba bien, tu pueblo volvió a pecar, y una vez más dejaste que sus enemigos los vencieran. Pero cuando se volvían a ti y clamaban implorando tu ayuda, tú los oías desde el cielo y en tu maravillosa misericordia los librabas.
10091d00f5	Los castigaste para hacer que se volvieran a tus leyes, pero ellos se mostraron soberbios y no quisieron obedecerte; pasaron por alto tus enseñanzas que dan vida al que las pone en práctica. Fueron rebeldes y tercos, y no quisieron escucharte.
10091e00e4	» Tú fuiste paciente con ellos por muchos años. Enviaste profetas que les advirtieran la gravedad de su pecado, pero no quisieron oír. Entonces una vez más permitiste que las otras naciones los vencieran y los conquistaran.
10091f00e1	Pero, por tu gran misericordia, no los destruiste completamente ni los abandonaste para siempre. Por tus muchas misericordias no los consumiste, ni los desechaste para siempre. Porque eres un Dios de gracia y de misericordia.
100920016f	» Y ahora, Dios grande y terrible, que guardas tus promesas de amor y bondad, no tengas en poco los sufrimientos por los que hemos pasado. Gran tribulación ha venido sobre nosotros, sobre nuestros reyes y príncipes, sobre nuestros sacerdotes y profetas, y sobre nuestros antepasados desde los días en que los reyes de Asiria triunfaron sobre nosotros hasta ahora.
1009210083	Cada vez que nos has castigado has sido perfectamente justo. Hemos cometido muchas maldades, y tú nos has dado lo que merecíamos.
100922006d	Nuestros reyes, príncipes, sacerdotes y antepasados no obedecieron tus leyes ni escucharon tus advertencias.
10092300e3	No te adoraron a pesar de las maravillosas cosas que hiciste por ellos y de las bondades que derramaste sobre ellos como lluvia. Les diste una tierra extensa y fértil, pero ellos no te sirvieron ni desistieron de sus maldades.
100924007d	» Por eso ahora somos esclavos en la tierra fértil que diste a nuestros antepasados, para que disfrutaran de su abundancia.
100925010f	Los frutos abundantes de esta tierra pasan a manos de los reyes que, por causa de nuestros pecados, tú has dejado que nos conquisten. Ellos tienen poder sobre nuestros cuerpos y sobre nuestro ganado, y hacen lo que quieren con nosotros, y estamos en una gran aflicción.
10092600a6	» Debido a todo esto, hoy, Señor, prometemos servirte. Nosotros, nuestros príncipes, los levitas y los sacerdotes ponemos esta promesa por escrito y la firmamos».
100a010030	Yo, Nehemías, como gobernador, firmé el pacto.
100a02010d	Los otros que lo firmaron fueron: Sedequías, Seraías, Azarías, Jeremías, Pasur, Amarías, Malquías, Jatús, Sebanías, Maluc, Jarín, Meremot, Abdías, Daniel, Guinetón, Baruc, Mesulán, Abías, Mijamín, Maazías, Bilgay y Semaías (todos estos eran sacerdotes).
100a0900e9	Los levitas que firmaron fueron los siguientes: Jesúa hijo de Azanías, Binuy, Cadmiel, y sus hermanos Sebanías, Hodías, Quelitá, Pelaías, Janán, Micaías, Rejob, Jasabías, Zacur, Serebías, Sebanías, Hodías, Baní y Beninu.
100a0e019a	Los siguientes jefes del pueblo también firmaron: Parós, Pajat Moab, Elam, Zatú, Baní, Buní, Azgad, Bebay, Adonías, Bigvay, Adín, Ater, Ezequías, Azur, Hodías, Jasún, Bezay, Jarif, Anatot, Nebay, Magpías, Mesulán, Hezir, Mesezabel, Sadoc, Jadúa, Pelatías, Janán, Anaías, Oseas, Jananías, Jasub, Halojés, Piljá, Sobec, Rejún, Jasabná, Maseías, Ahías, Janán, Anán, Maluc, Jarín y Baná.
100a1c017b	Estos son los que firmaron en representación de toda la nación, esto es, por el común del pueblo, por los sacerdotes, por los levitas, los porteros, los miembros del coro, los ayudantes del templo y por las mujeres, sus hijos e hijas, y por todos los que tenían edad de comprender estas cosas y se habían separado de los pueblos extranjeros de la tierra, para servir a Dios.
100a1d00f4	Todos, pues, de corazón, estuvimos de acuerdo con este pacto y prometimos, bajo pena de maldición, y bajo juramento, guardar y cumplir los mandamientos, ordenanzas y estatutos que el Señor nuestro Dios nos dio por medio de su siervo Moisés.
100a1e0097	Acordamos no dejar que nuestras hijas se casaran con hombres que no fueran judíos, ni que nuestros hijos se casaran con mujeres que no fueran judías.
100a1f0120	También acordamos que si los extranjeros venían el día sábado o en algún día de fiesta a vendernos trigo u otros productos, no les compraríamos nada. Además, acordamos no cultivar la tierra cada siete años, y perdonar y dar por canceladas las deudas de nuestros hermanos judíos.
100a200099	Acordamos también pagar anualmente el impuesto de cuatro gramos de plata, para que hubiera dinero suficiente para el cuidado del templo de nuestro Dios.
100a210158	Además era necesario tener provisión especial de pan de la Presencia, de la ofrenda de granos y de holocausto para el reposo, las fiestas de las lunas nuevas y las fiestas solemnes. Igualmente las ofrendas sagradas, los sacrificios para las expiaciones por el pecado de Israel, y todo lo necesario para el servicio del templo de nuestro Dios.
100a2200eb	Luego echamos suertes para determinar los turnos en que las familias de los sacerdotes, los levitas y el pueblo en general debían traer la leña para los holocaustos del templo del Señor nuestro Dios, que estaba estipulado en la ley.
100a230076	Acordamos traer siempre las primeras cosechas de nuestros campos, y los primeros frutos de nuestros árboles frutales.
100a2400fb	Acordamos presentar a Dios nuestros primogénitos, y dar como ofrenda los primeros animales de nuestros ganados, vacunos y ovinos, tal como está escrito en la Ley. Esto lo haríamos a través de los sacerdotes que sirven en el templo de nuestro Dios.
100a2501be	También acordamos llevar a los almacenes del templo de nuestro Dios la primera harina del trigo que moliéramos, los primeros frutos de los árboles, el primer vino y el primer aceite de oliva. Estas ofrendas eran para los sacerdotes que sirven en el templo. Además, acordamos dar a los levitas la décima parte de todo lo producido por nuestra tierra, ya que eran ellos los responsables de recoger los diezmos en todas las poblaciones rurales.
100a2600fc	Un sacerdote, descendiente de Aarón, debía estar con los levitas en el momento en que estos recogieran los diezmos. Los levitas, por su parte, sacarían la décima parte de estos diezmos y la depositarían en los almacenes del templo de nuestro Dios.
100a270170	El pueblo y los levitas estaban obligados a llevar estas ofrendas de trigo, vino nuevo y aceite de oliva, y colocarlas en los almacenes del templo. Allí es donde se guardan los utensilios sagrados, y donde se quedan los sacerdotes, los porteros y los cantores del coro, cuando están de turno. Fue así como nos comprometimos a no descuidar el templo de nuestro Dios.
100b01010e	Los funcionarios israelitas se quedaron viviendo en Jerusalén, la ciudad santa. En cuanto al resto del pueblo, echaron suertes para seleccionar a una de cada diez personas para que se quedaran viviendo en Jerusalén; los restantes residirían en las demás poblaciones.
100b02005d	El pueblo bendijo a todos los que se ofrecieron voluntariamente para ir a vivir a Jerusalén.
100b030128	Los demás israelitas, los sacerdotes, los levitas, los ayudantes del templo, y los descendientes de los servidores de Salomón habitaron en sus respectivas propiedades en los diversos pueblos y ciudades de Judá. Los siguientes son los jefes de provincias que se quedaron viviendo en Jerusalén:
100b040174	De la tribu de Judá: Ataías hijo de Uzías, hijo de Zacarías, hijo de Amarías, hijo de Sefatías, hijo de Malalel, del clan de Fares. Maseías hijo de Baruc, hijo de Coljozé, hijo de Jazaías, hijo de Adaías, hijo de Joyarib, hijo de Zacarías, hijo de Siloní. Estos fueron los cuatrocientos sesenta y ocho descendientes de Fares que se fueron a vivir a Jerusalén.
100b070145	De la tribu de Benjamín: Salú hijo de Mesulán, hijo de Joed, hijo de Pedaías, hijo de Colaías, hijo de Maseías, hijo de Itiel, hijo de Isaías, junto con sus hermanos Gabay y Salay. En total eran novecientos veintiocho. Joel hijo de Zicrí, era el jefe de ellos, y Judá hijo de Senuá era el segundo jefe de la ciudad.
100b0a029d	De los sacerdotes: Jedaías hijo de Joyarib, Jaquín, Seraías hijo de Jilquías, hijo de Mesulán, hijo de Sadoc, hijo de Merayot, hijo de Ajitob, que era el jefe del templo de Dios, y sus ochocientos veintidós parientes que hacían la obra del templo. También estaban Adaías hijo de Jeroán, hijo de Pelalías, hijo de Amsí, hijo de Zacarías, hijo de Pasur, hijo de Malquías, junto con sus parientes, que eran jefes de familia. En total eran doscientos cuarenta y dos. Además, Amsay hijo de Azarel, hijo de Ajzay, hijo de Mesilemot, hijo de Imer, y sus parientes. En total eran ciento veintiocho hombres fuertes. El jefe de ellos era Zabdiel hijo de Guedolín.
100b0f019d	De los levitas: Semaías hijo de Jasub, hijo de Azricán, hijo de Jasabías, hijo de Buní; Sabetay y Jozabad, que estaban a cargo de la obra en la parte exterior del templo; Matanías hijo de Micaías, hijo de Zabdí, hijo de Asaf, que dirigía los cantos de acción de gracias a la hora de la oración; Bacbuquías, que era el segundo entre sus hermanos, y Abdá hijo de Samúa, hijo de Galal, hijo de Jedutún.
100b120042	En total había doscientos ochenta y cuatro levitas en Jerusalén.
100b13005c	Había además ciento setenta y dos porteros dirigidos por Acub, Talmón y otros de su clan.
100b1400a8	Los demás sacerdotes, levitas y el resto del pueblo vivían con sus familias en las demás poblaciones de Judá, de acuerdo con la asignación que se les había hecho.
100b15004a	Los siervos del templo (cuyos jefes eran Zijá y Guispa), vivían en Ofel.
100b160124	El supervisor de los levitas en Jerusalén era Uzi hijo de Baní, hijo de Jasabías, hijo de Matanías, hijo de Micaías, descendiente de Asaf. El clan de Asaf tenía a su cargo el canto en el templo. Fue el rey David quien estableció, por decreto, las tareas de cada día para los cantores.
100b180081	Petaías hijo de Mesezabel, descendiente de Zera hijo de Judá, ayudaba en todo lo que se refería a la administración pública.
100b1901cf	Algunas de las poblaciones donde el pueblo de Judá estableció su residencia fueron: Quiriat Arbá, Dibón, Yecabsel (además de todos los pueblos vecinos), Jesúa; Moladá, Bet Pelet, Jazar Súal, Berseba (y todos los pueblos circunvecinos), Siclag, Mecona (y los pueblos que las rodean), Enrimón, Zora, Jarmut, Zanoa, Adulán y sus pueblos; Laquis y sus tierras, y Azeca con sus pueblos. Así que el pueblo se esparció desde Berseba hasta el valle de Hinón.
100b1f00cd	El pueblo de la tribu de Benjamín vivió en: Gueba, Micmás, Aías, Betel (y sus pueblos), Anatot, Nob, Ananías, Jazor, Ramá, Guitayin, Jadid, Seboyín, Nebalat, Lod y Ono, y el valle de los artífices.
100b240058	Algunos de los levitas que vivían en Judá se fueron a vivir con la tribu de Benjamín.
100c010088	Esta es la lista de los sacerdotes y levitas que regresaron de Babilonia bajo la dirección de Zorobabel hijo de Salatiel, y con Jesúa:
100c020116	Seraías, Jeremías, Esdras, Amarías, Maluc, Jatús, Secanías, Rejún, Meremot, Idó, Guinetón, Abías, Mijamín, Madías, Bilgá, Semaías, Joyarib, Jedaías, Salú, Amoc, Jilquías y Jedaías. Estos eran los jefes de los sacerdotes y de sus hermanos en los días de Jesúa.
100c0800c4	Los levitas que fueron con ellos son los siguientes: Jesúa, Binuy, Cadmiel, Serebías, Judá y Matanías, que era el que estaba a cargo del culto de acción de gracias, junto con sus compañeros.
100c090041	Bacbuquías y Uni, del mismo clan, les ayudaban durante el culto.
100c0a00a5	Jesúa fue el padre de Joaquim, y este fue el padre de Eliasib. Eliasib, fue el padre de Joyadá, y este fue el padre de Johanán, y Johanán fue el padre de Jadúa.
100c0c0336	Los siguientes fueron dirigentes de los clanes de sacerdotes que sirvieron bajo el sumo sacerdote Joaquim: Meraías, jefe del clan de Seraías; Jananías, jefe del clan de Jeremías; Mesulán, jefe del clan de Esdras; Johanán, jefe del clan de Amarías; Jonatán, jefe del clan de Melicú; José, jefe del clan de Sebanías; Adná, jefe del clan de Jarín; Jelcay, jefe del clan de Merayot; Zacarías, jefe del clan de Idó; Mesulán, jefe del clan de Guinetón; Zicrí, jefe del clan de Abías; Piltay, jefe de los clanes de Minjamín y Moadías; Samúa, jefe del clan de Bilgá; Jonatán, jefe del clan de Semaías; Matenay, jefe del clan de Joyarib; Uzi, jefe del clan de Jedaías; Calay, jefe del clan de Salay; Éber, jefe del clan de Amoc; Jasabías, jefe del clan de Jilquías; Natanael, jefe del clan de Jedaías.
100c1600e3	En los días de Eliasib, Joyadá, Johanán y Jadúa, durante el reinado de Darío, de Persia, se hizo un registro genealógico de los jefes de los clanes sacerdotales y de los levitas. Los nombres de los levitas fueron anotados
100c170049	en el libro de las Crónicas hasta los días de Johanán hijo de Eliasib.
100c1800fe	Estos son los nombres de los jefes de los levitas: Jasabías, Serebías y Jesúa hijo de Cadmiel. Los hombres de su mismo clan los ayudaban durante las ceremonias de alabanza y acción de gracias, de acuerdo con el mandato dado por David, varón de Dios.
100c19007f	Los porteros que custodiaban los almacenes junto a las puertas eran: Matanías, Bacbuquías, Abdías, Mesulán, Talmón y Acub.
100c1a00b2	Estos eran los hombres que estaban en servicio en tiempo de Joaquim hijo de Jesúa y nieto de Josadac, cuando yo era el gobernador, y Esdras era el sacerdote y maestro de la Ley.
100c1b010b	Próxima ya la dedicación de la nueva muralla de Jerusalén, se pidió a todos los levitas de la tierra que vinieran a Jerusalén a presenciar la ceremonia y a participar en la feliz ocasión con sus acciones de gracias, acompañados de címbalos, salterios y arpas.
100c1c005e	Los miembros del coro llegaron de los pueblos cercanos a Jerusalén y de las aldeas de Netofa.
100c1d0099	También vinieron desde Bet Guilgal y de las aldeas de Gueba y Azmávet, porque los cantores habían edificado caseríos en las cercanías de Jerusalén.
100c1e0067	Los sacerdotes y levitas se purificaron primero; luego purificaron al pueblo, las puertas y la muralla.
100c1f0116	Hice subir a los jefes de Judá sobre la muralla y los separé en dos líneas, para que dieran gracias, mientras caminaban en direcciones opuestas sobre el muro. El coro que marchó a la derecha, rumbo a la puerta del Basurero, estaba formado por la mitad de los jefes de Judá,
100c210031	incluyendo a Osaías, Azarías, Esdras, Mesulán,
100c220027	Judá, Benjamín, Semaías y Jeremías.
100c230143	Los sacerdotes que tocaban las trompetas eran Zacarías hijo de Jonatán, hijo de Semaías, hijo de Matanías, hijo de Micaías, hijo de Zacur, hijo de Asaf; Semaías, Azarel, Milalay, Guilalay, May, Natanael, Judá, y Jananí (usaban los instrumentos musicales del rey David). El sacerdote Esdras dirigió esta procesión.
100c2500f6	Cuando llegaron a la puerta de la Fuente, siguieron adelante y subieron las gradas que conducen hasta la Ciudad de David. Luego siguieron por la cuesta de la muralla, pasaron junto al palacio de David, hasta la puerta de las Aguas, en el oriente.
100c26009b	El otro grupo, del que yo formaba parte, caminó en el otro sentido para encontrarse con ellos. Caminamos desde la Torre de los Hornos hasta el muro Ancho.
100c2700fa	Luego pasamos por encima de la puerta de Efraín, por la puerta Vieja, y seguimos por la puerta del Pescado, la torre de Jananel y la torre de los Cien. Luego seguimos adelante hasta la puerta de las Ovejas y nos detuvimos en la puerta de la Cárcel.
100c2800b9	Ambos coros entonces prosiguieron hasta el templo. A mi lado estaban los sacerdotes que tocaban las trompetas: Eliaquín, Maseías, Minjamín, Micaías, Elihoenay, Zacarías, Jananías,
100c2a00a5	Maseías, Semaías, Eleazar, Uzi, Johanán, Malquías, Elam y Ezer. Luego los cantores empezaron a cantar en alta voz y con claridad, bajo la dirección de Izraías.
100c2b00e4	En aquel día de gozo se ofrecieron muchos sacrificios, porque el Señor les había dado motivos para estar muy gozosos. Las mujeres y los niños también se alegraron, y el regocijo del pueblo de Jerusalén se oía desde lejos.
100c2c0188	En aquel día se nombraron a las personas que se harían cargo de los tesoros, las ofrendas mecidas, los diezmos y las primicias. Tendrían la tarea de recolectarlas de los campos pertenecientes a las poblaciones, como lo estipulan las leyes de Moisés. Estas ofrendas estaban destinadas a los sacerdotes y levitas, porque el pueblo de Judá los apreciaba mucho por el servicio que ofrecían.
100c2d00b2	Eran ellos los que se ocupaban, con la ayuda de los cantores y porteros, del culto de Dios y de las ceremonias de purificación, conforme a las leyes de David y su hijo Salomón.
100c2e009a	(Fue en los días de David y de Asaf que comenzó la costumbre de tener directores de coro, y se cantaban himnos de alabanza y acción de gracias a Dios).
100c2f0104	Así que en los días de Zorobabel y de Nehemías el pueblo traía una provisión diaria de alimento para los miembros del coro, los porteros y los levitas. Los levitas, a su vez, daban una porción de lo que recibían a los sacerdotes descendientes de Aarón.
100d0100a3	Aquel mismo día, al leer la Ley de Moisés al pueblo, se encontró un texto que decía que los amonitas y los moabitas no debían formar parte del pueblo de Dios,
100d0200c3	ya que ellos no habían sido hospitalarios con el pueblo de Israel. En vez de brindarle amistad, habían contratado a Balán para que los maldijera, pero Dios cambió la maldición en bendición.
100d03004a	Leída esta regla, todos los extranjeros fueron expulsados de la asamblea.
100d04020c	Antes de esto, el sacerdote Eliasib, que había sido designado guardián de los almacenes del templo de nuestro Dios, había transformado una de las salas de almacenaje en hermosa recámara para Tobías, ya que era su pariente. Esta sala se había usado anteriormente para almacenar ofrenda de grano, incienso, vasijas, diezmos de granos, vino nuevo y aceite de oliva, todo lo cual había dispuesto Moisés que se diera a los levitas, a los miembros del coro y a los porteros (las ofrendas mecidas eran para los sacerdotes).
100d0600b6	Cuando esto ocurrió yo no estaba en Jerusalén, porque había regresado a Babilonia en el año treinta y dos del reinado de Artajerjes. Más tarde solicité y obtuve permiso del rey
100d07008b	para regresar a Jerusalén. Al llegar supe del mal que había hecho Eliasib al haberle dado a Tobías una habitación en el templo de Dios.
100d080064	Entonces me enojé mucho e hice sacar todas las pertenencias y muebles que había en la habitación.
100d090074	Luego exigí que la sala fuera purificada, y volví a poner allí las vasijas, las ofrendas de grano, y el incienso.
100d0a00cf	Supe, además, que los levitas no estaban recibiendo lo que se les debía dar, por lo que ellos y los cantores del coro, que debían estar dirigiendo los cultos de adoración, habían regresado a sus campos.
100d0b00ad	Inmediatamente reprendí a los oficiales y les dije: «¿Por qué ha sido descuidado el templo de Dios?». Luego reuní a todos los levitas y los restablecí en sus puestos.
100d0c007f	Y una vez más el pueblo de Judá comenzó a traer los diezmos del grano, del vino nuevo y del aceite de oliva a los almacenes.
100d0d0141	Puse a cargo de la administración de los almacenes al sacerdote Selemías, al escriba Sadoc y al levita Pedaías, y les puse como ayudante a Janán hijo de Zacur y nieto de Matanías. Estos hombres tenían excelente reputación, y su responsabilidad era hacer una distribución justa entre todos sus compañeros levitas.
100d0e0070	«¡Dios mío, recuerda estas acciones mías, y no olvides todo lo que he hecho por tu templo y por tu culto!».
100d0f010b	Un día de reposo, estando en el campo, vi a unos hombres que pisaban lagares, acarreaban manojos de trigo, y cargaban los burros con vino, uvas, higos y todo tipo de productos que habían recogido aquel día para llevar a Jerusalén. Me opuse a ellos inmediatamente.
100d100093	También había algunos hombres de Tiro que traían pescado y toda clase de productos para venderlos en el día de reposo a la gente de Jerusalén.
100d11005a	Entonces pregunté a los jefes de Judá: «¿Por qué están profanando el día de reposo?
100d120136	¿Acaso no es suficiente el mal ejemplo de nuestros padres? ¿No recuerdan que por ellos hacer esto, Dios envió las calamidades que vinieron sobre nosotros y sobre nuestra ciudad? ¡Ustedes están acrecentando la ira de Dios sobre todo Israel al permitir que el día de reposo sea profanado de esta manera!».
100d13015e	Ordené que se cerraran las puertas de la ciudad a la caída de la tarde, antes de que empezara el sábado, y que no se abrieran hasta que hubiera pasado el día de reposo. Además, envié a algunos de mis siervos para que vigilaran las puertas, de modo que impidieran que alguna mercadería pudiera ser introducida en la ciudad en el día de reposo.
100d140055	Los mercaderes y comerciantes acamparon en las afueras de Jerusalén un par de veces.
100d1500d1	Entonces les hablé duramente y les dije: «¿Qué hacen ustedes aquí acampando fuera de los muros? Si lo hacen nuevamente los arrestaré». Aquella fue la última vez que ellos vinieron en el día de reposo.
100d1600dd	Y ordené a los levitas que se purificaran y que vigilaran las puertas con el fin de preservar la santidad del día de reposo. «¡Recuerda esta acción, Dios mío, y ten compasión de mí, según tu gran misericordia!».
100d170082	Por aquellos días me di cuenta también de que algunos de los judíos se habían casado con mujeres de Asdod, de Amón y de Moab,
100d180076	y que muchos de sus hijos hablaban el lenguaje de Asdod y de otros pueblos, pero no podían hablar el idioma de Judá.
100d1900de	Los reprendí y los maldije, e hice azotar a algunos de ellos, y arranqué los cabellos de otros, y ellos prometieron delante de Dios que no permitirían que sus hijos o hijas se casaran con personas que no fueran judías.
100d1a010a	Y les dije: «¿No fue este exactamente el pecado de Salomón? No hubo rey que se pudiera comparar con él, y Dios lo amó y lo hizo rey sobre todo Israel. Pero aun así fue llevado a la idolatría por sus mujeres extranjeras que tenían dioses distintos al nuestro.
100d1b0060	¿Creen ustedes que pasaremos por alto este mal tan grande que están cometiendo contra Dios?».
100d1c0084	Uno de los hijos de Joyadá, hijo del sumo sacerdote Eliasib, era yerno de Sambalat el horonita, de modo que lo expulsé de mi lado.
100d1d0081	«¡Castiga a esta gente, Dios mío, porque han contaminado el sacerdocio y las promesas y pactos de los sacerdotes y levitas!».
100d1e0083	Así que expulsé a todos los extranjeros, y asigné las tareas a los sacerdotes y levitas, a cada uno en el trabajo que conocían.
100d1f00c9	Ellos proveyeron la leña para el altar en el tiempo propicio, y se ocuparon de los sacrificios y de las primicias de todas las cosechas. «¡Acuérdate de mí, Dios mío, y ten misericordia de mí!».
1100000005	Ester
11010100bb	Era el tercer año del reinado del rey Asuero, emperador del extenso imperio medo-persa, que estaba formado por ciento veintisiete provincias y se extendía desde la India hasta Etiopía.
11010200d7	Este era el año de la gran celebración en el palacio de Susa, capital del reino, a la que el emperador había invitado a todos los gobernadores, cortesanos, y jefes del ejército de todas partes de Media y Persia.
110104005f	La fiesta duró seis meses, con un despliegue enorme de las riquezas y las glorias del imperio.
11010500ad	Cuando todo terminó, el rey dio una fiesta especial para los funcionarios y sirvientes del palacio. Esta fiesta duró siete días y se celebró en los jardines del palacio,
1101060127	el cual se adornó con cortinas verdes, blancas y azules, y estaban atadas con cordones de lino y púrpura que pasaban por anillos de plata y columnas de mármol. Los reclinatorios eran de oro y plata, y estaban sobre un piso de mármol blanco y negro, con incrustaciones de alabastro y jacinto.
1101070080	Las bebidas se servían en vasos de oro de diversos diseños, y había gran abundancia de vino real, porque el rey era generoso.
11010800d1	Los invitados podían beber cuanto quisieran, ya que el rey había ordenado a sus sirvientes servir a cada uno todo el vino que deseara. Sin embargo, ninguno debía ser obligado a tomar más de lo que deseara.
110109005a	La reina Vasti, por su parte, dio un banquete a las mujeres, en el palacio del rey Asuero.
11010a00ea	Al séptimo día, el último de la fiesta, el rey, medio embriagado con el vino, se sentía alegre y llamó a Meumán, Biztá, Jarboná, Bigtá, Abagtá, Zetar y Carcás, que eran siete servidores de su entera confianza, y les ordenó
11010b00e8	que fueran por la reina Vasti y la llevaran hasta donde él estaba. La reina debía presentarse luciendo la corona real en su cabeza, pues el rey quería que todos contemplaran su belleza, pues en realidad era una mujer muy hermosa.
11010c0092	Pero la reina Vasti se negó a cumplir la orden que el rey le envió por medio de aquellos hombres. Esto disgustó tanto al rey que se enfureció.
11010d024b	Entonces consultó a hombres expertos en las leyes y la justicia del imperio en cuanto a lo que debía hacer, pues siempre acostumbraba tratar con ellos todos los asuntos que tenían que ver con su reino. Estos hombres eran Carcena, Setar, Admata, Tarsis, Meres, Marsená y Memucán. Estos siete hombres eran jefes de Persia y Media, y tenían puestos muy importantes en el reino, pues formaban parte del consejo real. ―¿Qué debo hacer? —les preguntó—. ¿Qué castigo contempla la ley para una reina que se niega a obedecer la orden del rey, enviada por medio de sus servidores?
11011000bb	Memucán tomó la palabra y les dijo al rey y a sus compañeros: ―La reina Vasti no solamente ha ofendido a Su Majestad, sino a todos los funcionarios y a todos los varones del imperio.
1101110149	Porque las mujeres, en todos los lugares del imperio, cuando se enteren de lo que la reina Vasti le ha hecho a Su Majestad, seguirán su ejemplo, y le perderán el respeto a sus maridos, pues les dirán: “Estamos enteradas de que la reina Vasti no quiso obedecer al rey, así que nosotras podemos hacer lo mismo con ustedes”.
11011200de	Tan pronto nuestras esposas, las princesas de Persia y Media, se enteren de lo que hizo la reina Vasti nos van a tratar de la misma manera. Eso hará que seamos irrespetados, lo cual causará muchos problemas y desprecios.
110113013e	» Por eso, recomiendo que, si a Su Majestad le parece bien, promulgue un edicto real, una ley de Media y Persia que no pueda ser revocada, en el que declare que la reina Vasti no podrá jamás volver a presentarse ante usted. Y Su Majestad podrá escoger a otra mujer que sea más digna de llevar el título de reina.
1101140087	Cuando este decreto sea publicado a través de todo el reino, no habrá esposa que no respete a su marido, cualquiera que sea su rango.
1101150055	Al rey y a los gobernadores les pareció bien el consejo de Mamucán. Entonces el rey
11011600c8	envió cartas a todas las provincias, en todos los idiomas locales, en las que se declaraba que los hombres debían gobernar el hogar, y que debían hacer sentir su autoridad como jefes de la familia.
11020100b9	Después de algún tiempo, cuando ya se le había pasado la ira, el rey Asuero se puso a pensar en Vasti, en lo que había hecho, y en el decreto que había publicado para reemplazarla.
11020201e1	Entonces sus consejeros le recomendaron: «Su Majestad, nombre en cada provincia del reino a ciertos hombres para que se encarguen de seleccionar a las más hermosas jóvenes solteras de todo el imperio. Luego, esas jóvenes deberán ser traídas aquí a Susa, a la casa donde están todas las mujeres que le pertenecen a Su Majestad, para que sean sometidas a un tratamiento de belleza, bajo la responsabilidad de Jegay, que es el encargado de cuidar a las mujeres de Su Majestad.
11020400bd	Después, usted podrá escoger a la joven que más le guste, para que reemplace a Vasti en su puesto de reina». Esta idea agradó mucho al rey, y puso inmediatamente el plan en ejecución.
110205009a	Allí en Susa vivía un judío llamado Mardoqueo, que pertenecía a la tribu de Benjamín. Mardoqueo era hijo de Yaír, nieto de Simí y bisnieto de Quis.
1102060088	Cuando Jerusalén fue destruida por Nabucodonosor, lo llevaron cautivo a Babilonia, junto con el rey Jeconías de Judá, y muchos otros.
11020700b4	Mardoqueo tenía bajo su tutela a una prima hermana, ya que había quedado huérfana de padre y madre. Esta muchacha era joven y muy hermosa, y se llamaba Jadasá, es decir, Ester.
11020800c0	Cuando se publicó el decreto del rey, muchas jóvenes fueron llevadas a Susa, a la casa de las mujeres del rey, que estaba bajo el cuidado de Jegay. Entre esas jóvenes estaba también Ester.
1102090155	Jegay, que era el encargado de la casa de las mujeres del rey, quedó muy bien impresionado con ella, e hizo todo lo posible por hacerla feliz. Ordenó que le sirvieran comidas especiales, y la favoreció en los tratamientos de belleza, y puso a su servicio a siete esclavas selectas del palacio, y le dio el aposento más lujoso de la casa.
11020a0069	Ester no le había dicho a nadie que era judía, porque Mardoqueo le había aconsejado que no lo hiciera.
11020b0090	Todos los días, Mardoqueo se paseaba por el frente de la casa donde estaban las mujeres, para averiguar cómo estaba Ester y cómo la trataban.
11020c02c2	Antes de ser llevadas a la presencia del rey, cada muchacha debía recibir seis meses de tratamiento de belleza con aceite de mirra, seguido por otros seis meses de tratamiento con perfumes y cosméticos femeninos. Cuando a una muchacha le tocaba ir a pasar la noche con el rey Asuero, se le daban a elegir los vestidos y joyas que deseara, para realzar su belleza. La llevaban entonces a los aposentos del rey en la tarde y a la mañana siguiente regresaba a una segunda casa, donde vivían las concubinas del rey. Allí quedaba por el resto de su vida al cuidado de Sasgaz, que era otro de los hombres de confianza del rey. Tan sólo podía regresar al palacio si el rey la deseaba y la mandaba a llamar.
11020f01a7	Cuando le correspondió a Ester el turno de presentarse ante el rey, aceptó el consejo de Jegay, el funcionario que estaba a cargo de las mujeres del rey, de modo que se vistió y adornó de acuerdo a sus instrucciones. Ya para ese momento, Ester se había ganado el aprecio de todos los que la conocían. Recordemos que Ester había sido adoptada por Mardoqueo, cuando murió Abijaíl, padre de Ester y tío de Mardoqueo.
110210007c	En el décimo mes, que es el mes de Tébet, en el séptimo año del reinado de Asuero, Ester fue llevada al palacio del rey.
11021100c1	Y sucedió que el rey amó a Ester más que a cualquiera de sus otras mujeres. Se sintió tan complacido con ella que le puso la corona real en la cabeza y la proclamó reina en lugar de Vasti.
11021200c8	Para celebrar la ocasión, celebró otra gran fiesta para todos sus altos funcionarios y cortesanos, repartió muchos regalos, como es digno de un rey, y rebajó los impuestos en todas las provincias.
110213006d	Después de esto, el rey pidió el segundo grupo de mujeres. En ese tiempo Mardoqueo era portero del palacio.
