0100000006	1 Mose
134418006c	Onyankopɔn, yɛahu wo santen yuu no, me Nyankopɔn ne me Hene santen yuu no a ɔde reba ne kronkronbea hɔ.
1344190061	Nnwontofo no wɔ anim, na asankubɔfo no nso di so, na mmabaa a wɔrewosow akasae nso ka wɔn ho.
13441a0057	Monkamfo Onyankopɔn wɔ asafo kɛse no mu; monkamfo Awurade wɔ Israel nnipakuw no mu.
13441b0073	Abusuakuw ketewa, Benyamin na odi wɔn kan, Yuda mmapɔmma kuw kɛse no di so, na Sebulon ne Naftali mmapɔmma aba.
13441c0053	Kyerɛ wo tumi, Onyankopɔn; da wʼahoɔden adi kyerɛ yɛn, sɛnea woayɛ pɛn no.
13441d0042	Wʼasɔredan a ɛwɔ Yerusalem nti ahemfo de ayɛyɛde bɛbrɛ wo.
13441e00b7	Ka aboa a ɔhyɛ mfea mu no anim, ne anantwinini kuw a wɔhyɛ amanaman no nantwimma mu no. Brɛ wɔn ase kosi sɛ wɔde dwetɛ mpɔw bɛba. Bɔ wɔn a wɔn ani gye ɔko ho no pansam.
13441f003f	Ananmusifo befi Misraim aba, na Kus de ne ho bɛma Onyankopɔn.
1344200049	Wiase ahemman, monto dwom mma Onyankopɔn, monto ayeyi nnwom mma Awurade,
1344210048	monto mma nea ɔte tete ɔsorosoro so no, na ɔde nne kɛse bobɔ mu no.
1344220061	Mompae mu nka Onyankopɔn tumi, nea ne kɛseyɛ kata Israel so no, na ne tumi wɔ soro ɔsoro no.
13442300b2	Wo ho yɛ hu, Onyankopɔn, wɔ wo kronkronbea hɔ; Israel Nyankopɔn de tumi ne ahoɔden ma ne nkurɔfo. Ayeyi nka Onyankopɔn! Wɔde ma dwonkyerɛfo. Wɔto no sɛ “Sukooko.”
1345010047	Dawid dwom. Ao, Onyankopɔn, gye me nkwa na nsu no abɛdeda me kɔn mu.
1345020062	Meremem wɔ dontori a mu dɔ mu, wɔ baabi a mʼanan nnya sibea. Madu bun mu na nsu abu afa me so.
1345030061	Mafrɛ abrɛ rehwehwɛ mmoa. Me mene mu ayow. Mʼani so ayɛ kusuu, na merehwehwɛ me Nyankopɔn.
13450400a5	Wɔn a wɔtan me kwa no dɔɔso sen me ti so nwi; wɔn a wɔtan me kwa no dɔɔso, wɔn a wɔhwehwɛ sɛ wɔbɛsɛe me no. Wɔhyɛ me sɛ mennan nea minnwiae no mma.
134505003a	Wo, Onyankopɔn, nim me nkwaseasɛm; mʼafɔdi nhintaw wo.
13450600bd	Awurade, Awurade Tweduampɔn, mma wɔn a wɔn ani da wo so no, anim ngu ase esiane me nti, Awurade, Asafo Awurade; Israel Nyankopɔn, mma wɔn a wɔhwehwɛ wo no anim ngu ase esiane me nti.
1345070031	Wo nti migyina animka ano, na aniwu kata mʼanim.
134508004e	Mete sɛ ɔhɔho wɔ me nuanom mu, mete sɛ ɔmamfrani wɔ me na mmabarima mu,
1345090056	na wo fi ho mmɔdemmɔ hyɛ me so, wɔn a wɔbɔ wo ahohora no animtiaabu bɛda me so.
13450a0032	Sɛ mitwa adwo na midi mmuada a wɔbɔ me ahohora;
13450b0030	sɛ mifura atweaatam a nnipa de me yɛ aserewde.
13450c004a	Wɔn a wɔtete ɔpon no ano no serew me, na akɔwensafo de me din to dwom.
13450d0083	Nanso mɛbɔ wo mpae, Awurade, wɔ wʼadom bere mu; wɔ wʼadɔe kɛse no nti, Ao, Onyankopɔn, fa wo nokware nkwagye no gye me so.
13450e005d	Yi me fi dontori no mu, mma memmem wɔ mu; gye me fi wɔn a wɔtan me no nsam, ne nsu bun mu.
13450f003f	Mma nsu nnyiri mmfa me anaa bun mmene me anaa amoa nkata me so.
1345100048	Awurade, gye me so fi wʼadɔe a eye no mu; wʼadom nti, dan bɛhwɛ me.
1345110041	Mfa wʼanim nhintaw wo somfo; gye me so ntɛm, na mewɔ ɔhaw mu.
1345120033	Twiw bɛn me na gye me; gye me nkwa, mʼatamfo nti.
134513005d	Wunim sɛnea wɔkasa tia me, gu mʼanim ase na wotiatia mʼanim; wʼani tua mʼatamfo nyinaa.
134514008a	Kasatia ahyɛ me koma so ama mayɛ sɛ obi a onni ɔboafo; mepɛɛ awerɛkyekye, nanso mannya bi, mepɛɛ ɔwerɛkyekyefo, nanso manhu bi.
134515004d	Wɔde bɔnwoma guu mʼaduan mu, osukɔm dee me no, wɔmaa me nsa nwenweenwen.
1345160057	Ma wɔn didipon a esi wɔn anim nyi wɔn sɛ afiri; ma ɛnyɛ akatua ne afide mma wɔn.
1345170050	Ma wɔn ani so nyɛ wɔn kusuu na wɔanhu ade, na ma wɔn akyi nkuntun afebɔɔ.
1345180048	Hwie wʼabufuwhyew gu wɔn so; na ma wʼabufuw huhuhuhu no mmra wɔn so.
134519003a	Ma wɔn fi nyɛ amamfo; mma obiara ntena wɔn ntamadan mu.
13451a0049	Wɔtaa wɔn a wupira wɔn no, wɔka wɔn a wupira wɔn no yawdi ho asɛm.
13451b004c	Fa amumɔyɛ mu amumɔyɛ ho sobo bɔ wɔn; mma wonnya wo nkwagye mu kyɛfa.
13451c0044	Pepa wɔn din fi nkwa nhoma no mu, mfa wɔn din nka atreneefo de ho.
13451d004a	Mewɔ ɔyaw ne ahohiahia mu; Onyankopɔn, ma wo nkwagye no mmɔ me ho ban.
13451e0046	Mede dwonto beyi Onyankopɔn din ayɛ na mede aseda ahyɛ no anuonyam.
13451f0055	Eyi bɛsɔ Awurade ani yiye asen nantwi, asen nantwinini a otua mmɛn na ɔwɔ tɔte.
134520004f	Mmɔborɔni behu na nʼani agye, mo a mohwehwɛ Onyankopɔn no koma benya nkwa.
1345210048	Awurade tie wɔn a ade ahia wɔn, na ommu ne nkurɔfo nneduafo animtiaa.
1345220043	Ma ɔsoro ne asase nkamfo no, po ne nea ɛkeka ne ho wɔ mu nyinaa,
134523006c	efisɛ Onyankopɔn begye Sion nkwa na wakyekye Yuda nkuropɔn no bio. Afei nnipa bɛtena mu na ayɛ wɔn de;
134524005f	Nʼasomfo asefo na wɔbɛfa hɔ, na wɔn a wɔdɔ ne din no bɛtena hɔ. Wɔde ma dwonkyerɛfo.
1346010058	Dawid adesrɛ dwom. Ao, Onyankopɔn, yɛ ntɛm gye me nkwa; Awurade bra ntɛm bɛboa me.
1346020082	Ma wɔn a wɔhwehwɛ me kra no anim ngu ase na wɔnyɛ basaa; ma wɔn a wɔhwehwɛ me sɛe no nyinaa mfa animguase nsan wɔn akyi.
134603005a	Ma wɔn a wɔka, “Ɔtwea! Ɔtwea!” kyerɛ me no nsan wɔn akyi, esiane wɔn aniwu nti.
13460400a0	Nanso ma wɔn a wɔhwehwɛ wo nyinaa nsɛpɛw wɔn ho na wɔn ani nnye wɔ wo mu; ma wɔn a wɔdɔ wo nkwagye no nka da biara se, “Onyankopɔn yɛ ɔkɛse!”
1346050086	Me de meyɛ ohiani a minni ɔboafo; Ao, Onyankopɔn, bra me nkyɛn ntɛm. Wo ne me boafo ne me gyefo; Awurade, ntwentwɛn wʼanan ase.
1347010039	Awurade, wo mu na maguan ahintaw; mma mʼanim ngu ase da.
1347020039	Wo trenee no nti, yi me na gye me; tie me na gye me nkwa.
134703006b	Yɛ me nkwagye botan, faako a metumi akɔ daa; hyɛ ma wommegye me nkwa, na wone me botan ne mʼabandennen.
1347040059	Me Nyankopɔn, gye me fi amumɔyɛfo nsam, gye me fi nnebɔneyɛfo ne atirimɔdenfo nsam.
1347050045	Na woayɛ mʼanidaso, Asafo Awurade, mʼahotoso fi me mmabun bere mu.
1347060054	Mede me ho ato wo so fi awo mu; wo na wuyii me fii me na yafunu mu. Mɛkamfo wo daa.
1347070042	Mayɛ nsɛnkyerɛnne ama bebree, nanso wo ne me guankɔbea dennen.
134708003d	Wo nkamfo ahyɛ mʼanom ma, mekamfo wʼanuonyam da mu nyinaa.
134709004c	Ntow me nkyene bere a mabɔ akwakoraa; mʼahoɔden sa wɔ me mu a, nnyaw me.
13470a0053	Efisɛ mʼatamfo kasa tia me wɔn a wɔtwɛn sɛ wobekum me no bɔ mu pam me ti so.
13470b0068	Wɔka se, “Onyankopɔn agyaw no mu; momma yentiw no na yɛnkyere no, na obiara nni hɔ a obegye no.”
13470c004b	Me Nyankopɔn, mfi me nkyɛn nkɔ akyiri; Onyankopɔn, yɛ ntɛm bɛboa me.
13470d0079	Ma wɔn a wɔbɔ me sobo no nsɛe wɔ animguase mu; wɔn a wɔpɛ sɛ wopira me no ma ahohora ne animguase nkata wɔn so.
13470e0034	Nanso me de, menya anidaso daa; mɛkɔ so akamfo wo.
13470f0047	Mɛka wo trenee ho asɛm, ne wo nkwagye da mu nyinaa, nanso minnim ano.
134710006d	Otumfo Awurade, mɛba abɛpae mu aka wo nnwuma akɛse no; mɛpae mu aka wo trenee, wo nko ara de no, akyerɛ.
134711006b	Onyankopɔn, efi me mmabun bere na wokyerɛkyerɛɛ me, na ebesi nnɛ yi meka wʼanwonwade a woayɛ kyerɛ.
13471200a1	Mpo sɛ mebɔ akwakoraa na mifuw dwen a, Onyankopɔn, nnyaw me, kosi sɛ mɛka wo tumi ho asɛm akyerɛ nkyirimma, ne wo kɛseyɛ akyerɛ wɔn a wɔbɛba nyinaa.
1347130063	Onyankopɔn, wo trenee du ɔsorosoro, wo a woayɛ nneɛma akɛse. Onyankopɔn, hena na ɔte sɛ wo?
1347140065	Mmom woama mahu ɔhaw bebree a ɛyɛ yaw; nanso wobɛma me nkwa bio; na wubeyi me bio, afi asase yam.
1347150037	Wobɛhyɛ me anuonyam bebree na woakyekye me werɛ bio.
134716006b	Mede sanku bɛkamfo wo me Nyankopɔn, wo trenee nti mɛto wʼayeyi dwom wɔ sankuten so, Israel Kronkronni.
134717004d	Mʼanofafa de anigye bɛteɛ mu bere a meto dwom kamfo wo, me a woagye me no.
1347180075	Me tɛkrɛma bɛka wo trenee nnwuma da mu nyinaa, efisɛ wɔn a wɔpɛ sɛ wɔhaw me no kɔ animguase ne basaayɛ mu.
1348010062	Salomo dwom. Ao, Onyankopɔn, fa wʼatɛntrenee dom ɔhene no, na fa wo trenee ma ɔhene babarima.
1348020055	Ɔde trenee bebu wo nkurɔfo atɛn, obebu wo nkurɔfo a wɔrehu amane no atɛntrenee.
1348030040	Mmepɔw no de yiyedi bɛbrɛ nnipa no, nkoko no de trenee bɛba.
134804005e	Ɔbɛko ama nnipa no mu amanehunufo na wagye wɔn a wonni bi mma nkwa; ɔbɛdwerɛw nhyɛsofo.
1348050044	Owia ne ɔsram da so wɔ hɔ yi wobesuro wo awo ntoatoaso nyinaa mu.
1348060052	Ɔbɛyɛ sɛ osu a ɛtɔ gu asase a wɔadɔw so so, te sɛ obosu a egugu asase so.
1348070059	Atreneefo benyin frɔmfrɔm wɔ ne bere so; yiyedi bebu so akosi da a ɔsram nni hɔ bio.
1348080042	Obedi hene afi po akosi po, afi Asubɔnten Efrata akosi asase ano.
1348090039	Sare so mmusua bɛkotow nʼanim na nʼatamfo adi mfutuma.
13480a0072	Tarsis ne mpoano ahemfo a wɔwɔ akyirikyiri de sonkahiri bɛbrɛ no; Saba ne Seba ahemfo de ayɛyɛde bɛbrɛ no.
13480b0035	Ahemfo nyinaa bɛkotow no, amanaman nyinaa bɛsom no.
13480c0045	Na obegye mmɔborɔfo a wosu frɛ no, ne amanehunufo a wonni ɔboafo.
13480d0043	Obehu wɔn a wɔayɛ mmrɛw ne ahiafo mmɔbɔ na wagye ahiafo nkwa.
13480e0052	Obegye wɔn afi nhyɛso ne akakabensɛm ase, efisɛ wɔn mogya som bo wɔ nʼanim.
13480f0070	Ɔhene nkwa so! ma wɔmfa sikakɔkɔɔ mfi Seba mmrɛ no. Ma nnipa mmɔ mpae mma no na wonhyira no da mu nyinaa.
1348100077	Aburow mmu so wɔ asase no so nyinaa; nnuan mmu so wɔ nkoko so, ma nʼaba mmɔ sɛ Lebanon; na enyin sɛ mfuw so sare.
134811006f	Ne din bɛtena hɔ daa; ɛntena hɔ nkyɛ sɛ owia. Wɔbɛfa no so ahyira amanaman no, na wɔbɛfrɛ no nhyira.
1348120052	Nhyira nka Awurade Nyankopɔn, Israel Nyankopɔn! Ɔno nko ara na ɔyɛ anwonwade.
134813005a	Nhyira nka ne din a anuonyam ahyɛ no ma no daa daa. Ma nʼanuonyam nhyɛ wiase nyinaa ma.
1348140023	Yisai ba Dawid mpaebɔ no awiei ni.
134901004d	Asaf dwom. Ampa ara Onyankopɔn ye ma Israel, oye ma wɔn a wɔn koma mu tew.
1349020043	Nanso me de, anka me nan reyɛ awatiri; anka merehwere me nnyinaso,
1349030041	efisɛ mʼani beree ahantanfo bere a mihuu amumɔyɛfo yiyedi no.
1349040032	Wonni aperepere; na wɔwɔ ahoɔden ne apɔwmuden.
134905004d	Dadwen a ɛtaa ba nnipa so biara nna wɔn so; ɔdesani haw biara nna wɔn so.
1349060038	Enti ahantan yɛ wɔn kɔnmuade, na wofura akakabensɛm.
134907004c	Wɔn koma a apirim no mu na nnebɔne fi; na wɔn amumɔyɛ adwene nni awiei.
134908005e	Wɔserew afoforo na wɔka wɔn ho nsɛm a enye; wɔde nhyɛso hunahuna afoforo wɔ ahomaso mu.
134909003b	Wɔn ano ka ɔsoro nsɛm, na wɔn tɛkrɛma agye asase afa.
13490a0042	Ɛno nti wɔn nkurɔfo kɔ wɔn nkyɛn na wonya nsu nom ma ebu so.
13490b0054	Wobisa se, “Ɛbɛyɛ dɛn na Onyankopɔn ahu? Na Ɔsorosoroni no wɔ nhumu ana?”
13490c0048	Sɛɛ na amumɔyɛfo no te, hwee mfa wɔn ho, na wɔkɔ so pɛ ahonyade.
13490d004b	Ampa ara, mannya hwee amfi me komamtew mu; me nsa a enni fɔ no ayɛ ɔkwa.
13490e0034	Da mu nyinaa mihu amane; anɔpa biara wɔtwe mʼaso.
13490f0040	Sɛ mekae se, “Mɛkasa saa” a, anka midii wo mma no huammɔ.
1349100042	Mebɔɔ mmɔden sɛ mɛte eyinom nyinaa ase, nanso na ɛhyɛ me so
1349110062	kosii sɛ mekɔɔ Onyankopɔn kronkronbea hɔ; ɛhɔ na metee nea awiei no ɛbɛba wɔn so no ase.
134912004d	Ampa ara wode wɔn gu faako a hɔ yɛ toro wode wɔn hwe fam sɛe wɔn pasaa.
1349130033	Sɛnea wɔsɛe prɛko pɛ, na ehu hwim wɔn kɔ no.
1349140074	Ɛte sɛ adaeso, bere a onipa anyan, Awurade, sɛ wokanyan wo ho a, wubebu wʼani agu wɔn so sɛ biribi a enni hɔ.
134915003b	Bere a awerɛhow hyɛɛ me koma mu na me honhom dii yaw no,
1349160051	meyɛɛ sɛ obi a onnim hwee na onni adwene; meyɛɛ sɛ aboa gyimfo wɔ wʼanim.
1349170044	Nanso na me ne wo wɔ hɔ bere biara; na wode wo nsa nifa aso me mu.
1349180047	Wode wʼafotu kyerɛ me kwan; na akyiri no, wode me bɛkɔ anuonyam mu.
134919004e	Hena na mewɔ wɔ ɔsoro ka wo ho? Na biribiara nni asase so a mepɛ ka wo ho.
13491a0064	Me honam, ne me koma bedi me huammɔ, nanso Onyankopɔn ne me koma ahoɔden ne me kyɛfa daa nyinaa.
13491b0045	Wɔn a wɔmmɛn wo no bɛyera. Wosɛe wɔn a wonni wo nokware nyinaa.
13491c007e	Nanso me de, minim sɛ eye sɛ wobɛbɛn Onyankopɔn. Mede Otumfo Awurade ayɛ me guankɔbea; mɛka wo nneyɛe nyinaa akyerɛ.
134a01006c	Asaf dwom. Ao, Onyankopɔn, adɛn nti na woapo yɛn koraa yi? Adɛn nti na wʼabufuw hyew wʼadidibea nguan?
134a020073	Kae nkurɔfo a wotɔɔ wɔn teteete no, abusua a ɛyɛ wʼagyapade a wugyee wɔn no, Bepɔw Sion, faako a wote hɔ.
134a030076	Dan wʼanammɔntu kyerɛ saa nnwiriwii a ɛto ntwa da yi, ɔtamfo no de saa ɔsɛe yi nyinaa aba wo kronkronbea no so.
134a040063	Wʼatamfo bobɔɔ mu wɔ faako a wuhyiaa yɛn no; wɔasisi wɔn mfrankaa sɛ agyiraehyɛde wɔ hɔ.
134a05004d	Wɔyɛɛ wɔn sɛ nnipa a wɔrehwim mmonnua de abubu nnua a ayɛ nkyɛkyerɛ.
134a060043	Wɔde wɔn mmonnua ne nname bubuu nnua a wɔasen adi ho adwinni no.
134a070046	Wɔhyew wo kronkronbea no dwerɛbee; woguu faako a wo Din te no ho fi.
134a08007c	Wɔkaa wɔ wɔn koma mu se, “Yebetiatia wɔn so ayɛ wɔn pasaa!” Wɔhyew baabiara a wɔsom Onyankopɔn wɔ asase no so.
134a09006a	Wɔmmaa yɛn nsɛnkyerɛnne a ɛyɛ nwonwa biara; adiyifo no asa, na yɛn mu biara nnim nna dodow a ebedi.
134a0a005f	Onyankopɔn, wʼatamfo bɛserew wo akosi da bɛn? Wɔn a wokyi wo no begu wo din ho fi daa ana?
134a0b0058	Adɛn nti na woatwe wo nsa, wo nsa nifa no? Yi fi wʼatade mmobɔwee no mu na sɛe wɔn.
134a0c0040	Nanso Onyankopɔn yɛ me hene fi tete; wode nkwagye ba asase so.
134a0d0045	Ɛyɛ wo na wode wo tumi paee po mu no; wopɛtɛw nsu mu ɔwɔ no ti.
134a0e0046	Wopɛtɛw Lewiatan no ti na wode no maa sare so abɔde sɛ wɔn aduan.
134a0f0045	Wo na womaa nsuwa ne nsuti tuei; na womaa nsubɔnten a ɛsen yoyowee.
134a100047	Adekyee wɔ wo na adesae nso yɛ wo dea; wode owia ne ɔsram sisii hɔ.
134a110049	Ɛyɛ wo na wototoo asase so ahye nyinaa; wobɔɔ ahohuru ne awɔw mmere.
134a12004c	Awurade, kae sɛnea ɔtamfo no aserew wo, sɛnea nkwaseafo agu wo din ho fi.
134a130064	Mmfa wʼaborɔnoma nkwa mma nkekaboa; mma wo werɛ mfi wo nkurɔfo a wɔrehu amane no nkwa afebɔɔ.
134a14004a	Ma wʼapam no ho nhia wo, efisɛ akakabensɛm ahyɛ asase no so sum mu ma.
134a15005a	Mma wɔn a wɔhyɛ wɔn so no mmfa animguase nsan; ma ahiafo ne mmɔborɔfo nkamfo wo din.
134a16005f	Ao, Onyankopɔn, ma wo ho so na ka wo ara wʼasɛm; kae sɛnea nkwaseafo serew wo da mu nyinaa.
134a1700ad	Mmu wʼani ngu wɔn a wɔsɔre tia wo no nteɛteɛmu so, wʼatamfo gyegyeegyeyɛ a ɛkɔ soro daa no. Wɔde ma dwonkyerɛfo no. Wɔnto no sɛnea wɔto “Nsɛe No” nne so.
134b010066	Asaf dwom. Onyankopɔn, yɛda wo ase, yɛda wo ase, efisɛ wo Din abɛn; nnipa ka wʼanwonwade kyerɛ.
134b020049	Woka se, “Me na mehyɛɛ bere a ɛsɛ no; ɛyɛ me na mibu atɛntrenee.
134b03004d	Sɛ asase ne so nnipa nyinaa wosow a, me na mema nʼafadum gyina hɔ pintinn.
134b04006f	Meka kyerɛ ahantanfo se, ‘Monnhoahoa mo ho bio,’ na meka kyerɛ amumɔyɛfo nso se, ‘Mommma mo mmɛn so.
134b05003e	Mommma mo mmɛn so ntia ɔsoro; mommfa animtiaabu nkasa.’”
134b060042	Obiara mmfi apuei anaa atɔe anaa sare no so a obetumi ama obi so.
134b070048	Ɛyɛ Onyankopɔn na obu atɛn: Ɔbrɛ ɔbaako ase, na ɔma ɔfoforo so.
134b08008c	Kuruwa bi hyɛ Awurade nsam nsa bi a etwa ahuru a wɔde nnuhuam afra ahyɛ no ma; ohwie, na asase so amumɔyɛfo nyinaa nom ma ɛka ase puw.
134b090048	Me de, mɛpae mu aka eyi daa daa; mɛto ayeyi dwom ama Yakob Nyankopɔn.
134b0a0070	Mebubu amumɔyɛfo nyinaa mmɛn, na atreneefo mmɛn de, wɔbɛma so. Wɔde ma dwonkyerɛfo. Wɔde sanku na ɛto.
134c010041	Asaf dwom. Onyankopɔn din ahyeta wɔ Yuda; ne din so wɔ Israel.
134c02002a	Ne ntamadan si Salem, ne tenabea wɔ Sion.
134c030044	Ɛhɔ na obubuu mmemma a ɛpa gya, nkatabo ne afoa, akode nyinaa mu.
134c040045	Wo ho hann no hyerɛn, na woso sen mmepɔw a mmoadoma ahyɛ mu ma no.
134c050079	Mmarima akokodurufo deda hɔ a wɔagye wɔn ho nneɛma, wɔadeda awufo nna; na akofo no mu baako mpo ntumi mma ne nsa so.
134c06004e	Yakob Nyankopɔn, wokaa wɔn anim no apɔnkɔ no ne nteaseɛnam no adeda dinn.
134c070052	Wo nko ara na ɛsɛ sɛ wosuro wo. Sɛ wo bo fuw a hena na obetumi agyina wʼanim?
134c080035	Wubuu atɛn fii ɔsoro, asase suroe, na ɛyɛɛ komm,
134c090050	bere a wo, Onyankopɔn, sɔre buu atɛn, de gyee amanehunufo wɔ asase no so no.
134c0a0065	Ampa ara wʼabufuwhyew a etia nnipa no de ayeyi brɛ wo, na wɔn a wotumi gyina ano no nya kɔkɔbɔ.
134c0b0086	Monhyɛ Awurade mo Nyankopɔn no bɔ na munni so; momma nsase a atwa ne ho ahyia mfa ayɛyɛde mmrɛ Ɔbaako a ɛsɛ sɛ wosuro no no.
134c0c0061	Ɔbrɛ sodifonom honhom ase; na asase so ahemfo suro no. Wɔde ma dwonkyerɛfo. Wɔde ma Yedutun.
134d010050	Asaf dwom. Misu mefrɛɛ Onyankopɔn srɛɛ mmoa; misu mefrɛɛ no sɛ ontie me.
134d020084	Bere a mewɔ ahohiahia mu no, mehwehwɛɛ Awurade; metrɛw me nsa a ɛmpa abaw mu anadwo na me kra ampene sɛ wɔbɛkyekye ne werɛ.
134d03004a	Onyankopɔn mekaee wo, na misii apini; medwenee, na me honhom tɔɔ beraw.
134d040039	Woamma mʼani ankum; amanehunu dodow nti, mantumi ankasa.
134d05002e	Medwenee nna a atwam no ho, teteete mfe no ho;
134d06004d	mekaee me nnwom a na meto no anadwo. Me koma dwenee ho na me honhom bisae se:
134d07003e	“Enti, Awurade bɛpo yɛn daa? Ɔrenhu yɛn mmɔbɔ bio ana?
134d08004d	Nʼadɔe a ɛnsa da atu ayera koraa ana? Na ne bɔhyɛ no, amma mu koraa ana?
134d090066	Onyankopɔn werɛ afi sɛ ɔbɛyɛ mmɔborɔhunufo ana? Ɔde abufuw atwe nʼayamhyehye no asan ana?”
134d0a0059	Afei misusuwii se, “Eyi de, mɛsrɛ: mfe a Ɔsorosoroni no teɛɛ ne nsa nifa mu no.”
134d0b0040	Mɛkae nneɛma a Awurade ayɛ; yiw, mɛkae wo tete anwonwade no.
134d0c0044	Mɛdwene wo nnwuma nyinaa ho na masusuw wo nneyɛe akɛse nyinaa ho.
134d0d004c	Onyankopɔn, wʼakwan yɛ kronkron. Onyame bɛn na ɔso sɛ yɛn Nyankopɔn?
134d0e0041	Wone Onyankopɔn a woyɛ anwonwade; wokyerɛ wo tumi wɔ aman mu.
134d0f003e	Wode wo tumi nsa no gyee wo nkurɔfo, Yakob ne Yosef asefo no.
134d10004d	Onyankopɔn, nsu no huu wo, nsu no huu wo na wɔpopoe; bun no mpo ho wosowee.
134d110055	Omununkum tɔɔ nsu, aprannaa gyigyee wɔ ɔsoro; na wo bɛmma paa gya dii akɔneaba.
134d12005e	Wʼaprannaa bobɔɔ mu wɔ mfɛtɛ no mu, wʼanyinam hyerɛn wiase; asase popoe, na ɛwosowee.
134d130049	Wode wo kwan faa po mu, wode faa nsu kɛse mu, nanso wɔanhu wʼanammɔn.
134d140040	Wonam Mose ne Aaron abasa so, dii wo nkurɔfo anim sɛ nguankuw.
134e01004e	Asaf dwom. Me nkurɔfo, muntie me nkyerɛkyerɛ; monyɛ aso mma mʼanom nsɛm.
134e02003b	Mɛkasa wɔ abebu mu, mɛka ahintasɛm, teteete nneɛma no,
134e03004d	nneɛma a yɛate na yɛahu; nneɛma a yɛn agyanom aka ho asɛm akyerɛ yɛn.
134e040078	Yɛremfa nkame wɔn mma; yɛbɛka akyerɛ nkyirimma Awurade nneyɛe a ɛfata nkamfo no, ne tumi ne anwonwade a wayɛ no.
134e050069	Ɔyɛɛ ahyɛde maa Yakob na ɔyɛɛ mmara wɔ Israel, nea ɔhyɛɛ yɛn nenanom sɛ wɔnkyerɛ wɔn mma,
134e060065	sɛnea ɛbɛyɛ a nkyirimma besua, mpo mmofra a wonnya nwoo wɔn, na wɔn nso akyerɛkyerɛ wɔn mma.
134e070061	Afei wɔde wɔn ho bɛto Onyankopɔn so, na wɔn werɛ remfi ne nneyɛe, na wobedi nʼahyɛde so.
134e080097	Wɔrenyɛ sɛ wɔn nenanom, a na wɔyɛ asoɔdenfo ne atuatewfo, wɔn a wonni Onyankopɔn nokware wɔ wɔn koma mu na woyɛ honhom mu atorofo ma no no.
134e090049	Ɛwɔ mu sɛ na Efraim mmarima kurakura agyan, nanso ɔko da no woguanee;
134e0a0041	Wɔanni Onyankopɔn apam no so, wɔampɛ sɛ wodi ne mmara no so.
134e0b003c	Wɔn werɛ fii nea wayɛ, anwonwade a wayɛ akyerɛ wɔn no.
134e0c0052	Ɔyɛɛ anwonwade wɔ wɔn nenanom anim, wɔ Soan mantam a ɛwɔ Misraim asase so.
134e0d0042	Ɔkyɛɛ po mu na ɔde wɔn faa mu. Ɔmaa nsu no gyinaa sɛ afasu.
134e0e004f	Ɔde omununkum dii wɔn anim awia na ɔde ogyatɛn dii wɔn anim anadwo nyinaa.
134e0f0044	Ɔpaee ɔbotan mu wɔ sare so, na ɔmaa wɔn nsu a ɛdɔɔso sɛ po;
134e10003a	Ɔmaa asuti fii abotan mu na ɔmaa nsu sen sɛ nsubɔnten.
134e110054	Nanso wɔkɔɔ so yɛɛ bɔne tiaa no, wɔsɔre tiaa Ɔsorosoroni no wɔ sare no so.
134e12003c	Wɔhyɛɛ da kaa aduan a wɔpɛ, de sɔɔ Onyankopɔn hwɛe.
134e13004b	Wɔkasa tiaa Onyankopɔn se, “Onyankopɔn betumi ato pon wɔ sare so ana?
134e140085	Ɔde ade bɔɔ ɔbotan mu no, nsu tue fii mu, na nsuwa sen buu so. Na obetumi ama yɛn aduan nso? Obetumi ama ne nkurɔfo nam ana?”
134e15006d	Bere a Awurade tee nea wɔreka no, ne bo fuw yiye; ne gya beguu Yakob so, na nʼabufuwhyew sɔre tiaa Israel,
134e160043	efisɛ na wonni Onyankopɔn mu gyidi anaasɛ ne nkwagye mu ahotoso.
134e170045	Nanso ɔkasa kyerɛɛ ɔsoro wɔ ɔhyɛ so; na obuee ɔsorosoro apon.
134e180045	Ɔtɔɔ mana guu fam maa nnipa no sɛ wunni, ɔmaa wɔn ɔsoro aduan.
134e19003f	Nnipa dii abɔfo aduan; ɔmaa wɔn aduan a wobetumi adi nyinaa.
134e1a0043	Ogyaa apuei mframa fi ɔsoro, na ofi ne tumi mu bɔɔ atɔe mframa.
134e1b004a	Ɔtɔɔ nam sɛ mfutuma guu wɔn so, nnomaa a wotu bebree sɛ mpoano nwea.
134e1c003e	Ɔma wɔbaa fam kɔɔ wɔn atenae, ne wɔn ntamadan ho nyinaa.
134e1d0043	Wodidi maa aduan no boroo wɔn so efisɛ ɔmaa wɔn nea wɔhwehwɛ.
134e1e0051	Nanso ansa na wobefi aduan a wɔhwehwɛ no ho, bere a ɛhyehyɛ wɔn anom mpo no,
134e1f0060	Onyankopɔn abufuw sɔree wɔn so; okum ahoɔdenfo a wɔwɔ wɔn mu twitwaa Israel mmerante gui.
134e200051	Eyinom nyinaa akyi, wɔkɔɔ so yɛɛ bɔne; nʼanwonwade akyi no, wɔannye anni.
134e210041	Enti otwaa wɔn nna so te sɛ ahuru yɛɛ wɔn mfe awiei huhuuhu.
134e22005a	Bere biara a Onyankopɔn bekum wɔn no, wɔhwehwɛ no na wɔpere wɔn ho san ba ne nkyɛn.
