0100000006	1 Mose
134a0e0052	Die Köpfe des Leviathans zerschlugst Du, gabst es zur Speise dem Volke, den Ziim.
134a0f0048	Du hast gespalten Quelle und Bach, hast Flüsse der Stärke vertrocknet.
134a100048	Dein ist der Tag, auch Dein die Nacht; Du hast bereitet Licht und Sonne.
134a110045	Du stellst alle Grenzen der Erde, Sommer und Winter hast Du gebildet.
134a120055	Gedenke das: Der Feind schmäht Jehovah, und ein töricht Volk lästert Deinen Namen.
134a130069	Gib nicht dem wilden Tiere die Seele Deiner Turteltaube, vergiß nicht immerdar das Leben Deiner Elenden.
134a140055	Blicke auf den Bund, denn in des Landes Finsternissen sind Wohnplätze der Gewalttat.
134a15005a	Nicht trete der Schwache zurück mit Schanden. Der Elende und Dürftige lobe Deinen Namen.
134a160062	Mache Dich auf, Gott, hadere Deinen Hader, gedenke Deiner Schmähung von dem Toren den ganzen Tag.
134a17006d	Vergiß nicht der Stimme Deiner Gegner, des Tosens derer, die wider Dich aufstehen, das beständig aufsteigt.
134b0100a0	Dem Sangmeister nach Al Taschcheth. Ein Psalm, ein Lied von Asaph. Wir bekennen Dich, o Gott, wir bekennen, daß nahe ist Dein Name; sie erzählen Deine Wunder.
134b02003a	Wenn Ich die bestimmte Zeit erhalte, richte ich Geradheit.
134b030053	Die Erde zerfließt und alle, die auf ihr wohnen; Ich festige ihre Säulen. (Selah)
134b040068	Zu den sich Rühmenden spreche Ich: Rühmet euch nicht; und zu den Ungerechten: Erhöhet nicht das Horn!
134b050045	Erhöhet nicht in die Höhe euer Horn. Redet nicht mit starrem Halse!
134b06004b	Denn nicht vom Aufgang, noch vom Abend, und nicht von der Wüste der Berge.
134b070045	Sondern Gott ist Richter: Diesen erniedrigt Er, und jenen erhöht Er.
134b0800c1	Denn ein Becher ist in der Hand Jehovahs, Er läßt ihn aufwallen mit Wein, Er füllt ihn mit Mischung; und gießt davon ein, aber die Hefen davon schlürfen, trinken alle Ungerechten der Erde.
134b090048	Ich aber will es ansagen ewiglich, will Psalmen singen dem Gotte Jakobs.
134b0a0066	Und alle Hörner der Ungerechten will ich niederhauen, erhöhen sollen sich die Hörner der Gerechten.
134c010078	Dem Singmeister mit Saitenspiel. Ein Psalm Asaphs, ein Lied. Bekannt in Jehudah ist Gott. In Israel ist groß Sein Name.
134c02003e	Und Seine Hütte ist in Schalem und in Zion Seine Wohnstätte.
134c03004e	Da zerbricht Er des Bogens Feuerpfeile, Schild und Schwert und Streit. (Selah)
134c040034	Du leuchtest stattlicher, denn die Berge des Raubes.
134c050086	Zur Beute wurden die Gewaltigen von Herzen, sie schlummern ihren Schlaf; und nicht fanden alle die Männer der Tapferkeit ihre Hände.
134c060049	Von Deinem Drohen, Gott Jakobs, entschlafen beides: Streitwagen und Roß.
134c070047	Du bist furchtbar, Du, und wer könnte vor Dir stehen, wenn Du zürnst?
134c08004f	Vom Himmel her läßt Du hören das Urteil, die Erde fürchtet sich und rastet,
134c09004d	Wenn Gott Sich zum Gericht aufmacht, zu retten alle Elenden der Erde. (Selah)
134c0a0055	Denn Dich bekennt des Menschen Grimm, mit dem Überrest des Grimmes gürtest Du Dich.
134c0b0068	Gelobet und entrichtet Jehovah, eurem Gotte, ihr alle ringsumher. Bringet dem Furchtbaren Geschenke dar.
134c0c004b	Er demütigt den Geist der Führer, Er ist furchtbar den Königen der Erde.
134d010095	Dem Sangmeister. Auf Jeduthun. Von Asaph, ein Psalm. Meine Stimme ist zu Gott und ich schreie; meine Stimme ist zu Gott und Er nimmt mir es zu Ohren.
134d02008f	Am Tage meiner Drangsal suche ich Dich, Herr, des Nachts reckt meine Hand sich aus und läßt nicht nach; meine Seele weigert sich des Trostes.
134d03005a	Ich gedenke Gottes, und bin beunruhigt, ich überdenke es, und mein Geist verzagt. (Selah)
134d040047	Du hältst wach meine Augen, ich bin erschüttert und kann nicht reden.
134d050034	Ich denke der Vorzeit Tage, der Jahre der Zeitalter.
134d060069	Ich gedenke an mein Saitenspiel bei Nacht, in meinem Herzen überdenke ich es, und es forscht mein Geist.
134d07004f	Wird der Herr in die Ewigkeiten verwerfen? und nicht wieder Wohlgefallen haben.
134d080070	Hat denn für immerfort Seine Barmherzigkeit ein Ende? Ist es gar aus mit der Rede von Geschlecht zu Geschlecht?
134d090050	Hat Gott vergessen Seine Gnaden, im Zorn verschlossen Seine Erbarmungen? (Selah)
134d0a0051	Ich aber sprach: Dies ist mein Flehen. Ändern kann es des Allerhöchsten Rechte.
134d0b004a	Der Taten Jahs gedenke ich, denn ich gedenke Deiner Wunder in der Vorzeit.
134d0c003d	Und ich sinne über all Dein Werk und überdenke Deine Taten.
134d0d0045	Gott, in Heiligkeit ist Dein Weg! Wer ist ein Gott so groß wie Gott?
134d0e0047	Du, Gott, tust Wunder, hast Deine Stärke unter den Völkern kundgetan;
134d0f004d	Mit dem Arm hast Du Dein Volk erlöst, die Söhne Jakobs und Josephs. (Selah)
134d10005f	Die Wasser sahen Dich, o Gott, die Wasser sahen Dich und kreißten, ja die Abgründe zitterten.
134d110063	Die dichten Wolken strömten Wasser, die Ätherkreise gaben Stimme, auch fuhren dahin Deine Pfeile.
134d12006a	Die Stimme Deines Donners war im Wirbelwind, Blitze erleuchteten die Welt, es zitterte und bebte die Erde.
134d130066	Im Meere war Dein Weg, durch viele Wasser Deine Fußpfade, und Deine Fußstapfen wurden nicht erkannt!
134d140048	Du führtest Dein Volk wie eine Herde, durch die Hand Moses und Aharons.
134e01004d	Nimm zu Ohren, mein Volk, mein Gesetz, zu meines Mundes Reden neigt euer Ohr!
134e02005a	Ich will in Sprüchen meinen Mund auftun, ich lasse aus der Vorzeit Rätsel hervorquellen.
134e03003c	Was wir gehört und erkannt, und unsere Väter uns erzählt,
134e04009a	Nicht wollen wir es verhehlen ihren Söhnen, wollen dem späteren Geschlecht Jehovahs Lob erzählen, und Seine Stärke und Seine Wunder, die Er getan hat.
134e05008f	Und Er richtete ein Zeugnis auf in Jakob und setzte ein Gesetz in Israel ein, das unseren Vätern Er gebot, sie ihren Söhnen zu wissen zu tun.
134e060085	Auf daß es erkennete das spätere Geschlecht, die Söhne, die geboren werden, daß sie aufstünden und es ihren Söhnen erzähleten.
134e07006f	Und daß sie auf Gott ihr Zutrauen setzeten, und nicht der Taten Gottes vergäßen, und Seine Gebote bewahrten.
134e08009c	Und nicht wie ihre Väter würden ein aufrührerisches und widerspenstiges Geschlecht, dessen Herz nicht fest war, und dessen Geist nicht treu war mit Gott.
134e09005c	Die Söhne Ephraims waren bewaffnete Bogenschützen, die am Tage des Kampfes sich umkehrten.
134e0a0053	Sie hielten den Bund Gottes nicht, und weigerten sich, in Seinem Gesetz zu wandeln.
134e0b0049	Und sie vergaßen Seiner Taten und Seiner Wunder, die Er sie sehen ließ.
134e0c0044	Vor ihren Vätern tat Er Wunder im Lande Ägypten, in Zoans Gefilde.
134e0d005b	Er spaltete das Meer und führte sie hindurch, und stellte die Wasser wie einen Haufen auf.
134e0e0053	Und Er führte sie am Tag in einer Wolke, und die ganze Nacht im Lichte des Feuers.
134e0f004b	Er spaltete in der Wüste Felsen, und tränkte sie viel wie aus Abgründen.
134e10005a	Und Bächlein ließ Er aus der Felsklippe ausgehen, und Wasser wie Flüsse herabflie-ßen.
134e110061	Und noch fuhren sie fort zu sündigen gegen Ihn, sich in der Dürre dem Höchsten zu widersetzen.
134e12004f	Und sie versuchten Gott in ihrem Herzen, und fragten um Speise für ihre Seele.
134e130056	Und sie redeten wider Gott, sie sagten: Kann Gott in der Wüste einen Tisch zurichten?
134e140088	Siehe, Er schlug den Felsen und Wasser floß und Bäche fluteten; wird Er auch Brot geben können? wird Er Fleisch bereiten Seinem Volk?
134e15006e	Darum hörte Jehovah, und Er wütete, und Feuer loderte auf gegen Jakob, und Zorn stieg auch auf wider Israel.
134e160043	Weil sie an Gott nicht glaubten und auf Sein Heil nicht vertrauten.
134e170044	Und Er gebot den Ätherkreisen oben und öffnete des Himmels Türen.
134e18004c	Und Er ließ Manna auf sie regnen, zu essen, und gab ihnen Korn des Himmels.
134e190049	Brot der Gewaltigen aß der Mann, Zehrung sandte Er ihnen zur Sättigung.
134e1a005b	Und Er ließ herfahren am Himmel den Ostwind, und trieb in Seiner Stärke den Südwind her.
134e1b005c	Und ließ Fleisch regnen auf sie wie Staub, und wie Sand der Meere das geflügelte Gevögel.
134e1c0044	Und ließ sie fallen mitten in sein Lager, rings um seine Wohnungen.
134e1d004d	Und sie aßen und wurden sehr satt. Er brachte ihnen, wonach sie gelüsteten.
134e1e0050	Sie waren ihren Gelüsten nicht entfremdet, ihre Speise war noch in ihrem Munde,
134e1f0072	Da stieg auf wider sie der Zorn Gottes. Und Er würgte unter ihren Fetten, und streckte nieder Israels Jünglinge.
134e200043	Bei all dem sündigten sie noch und glaubten nicht an Seine Wunder.
134e210054	Und Er ließ ihre Tage sich verzehren in Nichtigkeit, und ihre Jahre in Bestürzung.
134e22005e	Wenn Er sie würgte, fragen sie nach Ihm, und kehrten zurück und verlangten frühe nach Gott.
134e230054	Und sie gedachten, daß Gott ihr Fels und Gott, der Allerhöchste, ihr Erlöser sei.
134e24004f	Und sie beredeten Ihn mit ihrem Munde und redeten Ihm Falsches mit ihrer Zunge.
134e250049	Ihr Herz aber war nicht fest bei Ihm und waren nicht treu in Seinem Bund.
134e26009b	Er aber ist erbarmungsvoll, Er sühnte die Missetat und verdarb sie nicht, und kehrte vielmals zurück von Seinem Zorn und erweckte nicht all Seinen Grimm.
134e270056	Und Er gedachte, daß Fleisch sie sind, ein Hauch, der hingeht und nicht zurückkehrt.
134e28005e	Wie oft waren sie widerspenstig wider Ihn in der Wüste, machten Ihm Schmerzen im Wüstenland.
134e290048	Und sie versuchten wieder Gott, und machten Kummer dem Heiligen Israels.
134e2a0050	Sie gedachten nicht Seiner Hand des Tages, da Er aus der Drangsal sie einlöste.
134e2b004c	Wie Er tat Seine Zeichen in Ägypten und Seine Wahrzeichen in Zoans Gefilde.
134e2c005b	Und Er verwandelte in Blut ihre Ströme und ihre Bächlein, daß sie nicht trinken konnten.
134e2d0057	Er sandte wider sie das Ungeziefer und es fraß sie, und den Frosch und er verdarb sie.
134e2e0044	Und Er gab dem Käfer ihr Gewächs und ihren Erwerb der Heuschrecke.
134e2f0053	Er zerschlug mit Hagel ihren Weinstock und mit Schloßen ihre Maulbeerfeigenbäume.
134e30004a	Und ihr Getier gab Er dem Hagel preis und ihre Viehherden den Glühkohlen.
134e310063	Er sandte wider sie Seines Zornes Glut, Wut und Unwille und Drangsal, eine Entsendung böser Engel.
134e32006e	Er ebnete Seinem Zorn den Steig, und hielt ihre Seele nicht zurück vom Tod, und gab der Pest ihr Leben preis.
134e33005b	Und Er schlug alle Erstgeburt in Ägypten, die Erstlinge der Vollkraft in den Zelten Chams.
134e34005b	Und wie Schafe ließ Er aufbrechen Sein Volk und geleitete es wie eine Herde in der Wüste.
134e35005c	Und Er führte sie sicher, daß sie vor nichts schauderten; und ihre Feinde deckte das Meer.
134e36005a	Und brachte sie zur Grenze Seines Heiligtums, zum Berge da, den Seine Rechte hat erworben.
134e37009a	Und trieb die Völkerschaften aus vor ihnen, und ließ es ihnen zufallen, nach dem Stricke als Erbe, und ließ die Stämme Israels in ihren Zelten wohnen.
134e380060	Sie aber versuchten und erbitterten Gott, den Allerhöchsten, und hielten nicht Seine Zeugnisse.
134e390065	Und wichen zurück und wurden treulos wie ihre Väter, und kehrten sich ab wie ein trüglicher Bogen;
134e3a005c	Und reizten Ihn durch ihre Opferhöhen, und erregten Ihn zum Eifer mit ihren Schnitzbildern.
134e3b0039	Gott hörte es und wütete, und verschmähte Israel sehr;
134e3c004b	Er gab dahin die Wohnung Schilos, das Zelt, darin unter Menschen Er wohnte,
134e3d0052	Und gab Seine Stärke in Gefangenschaft, und Seinen Schmuck in des Drängers Hand;
134e3e0046	Er überantwortete Sein Volk dem Schwerte und wütete wider Sein Erbe.
134e3f004f	Es fraß das Feuer Seine Jünglinge, und Seine Jungfrauen wurden nicht gefreit.
134e40004b	Es fielen Seine Priester durch das Schwert, und Seine Witwen weinten nicht.
134e41004e	Aber der Herr erwachte, wie ein Schlafender, wie ein Held aufjauchzt vom Wein.
134e420049	Und schlug Seine Dränger von hinten, und ewige Schmach legte Er auf sie.
134e430047	Aber Er verschmähte Josephs Zelt, und wählte den Stamm Ephraim nicht.
134e44003e	Und Er erwählte Jehudahs Stamm, den Berg Zion, den Er liebte.
134e450056	Und baute wie die Höhen Sein Heiligtum, wie die Erde, die auf ewig Er gegründet hat.
134e460048	Und erwählte David, Seinen Knecht, und nahm ihn von der Schafe Hürden.
134e470062	Hinter den Milchschafen weg brachte Er ihn, daß er weide Jakob, Sein Volk, und Israel, Sein Erbe.
134e48006e	Und er weidete sie nach der Rechtschaffenheit seines Herzens, und führte sie nach der Einsicht seiner Hände.
134f01008a	Gott, Völkerschaften sind gekommen in Dein Erbe, sie haben verunreinigt den Tempel Deiner Heiligkeit, haben Jerusalem gelegt in Trümmer.
134f02007f	Die Leichname Deiner Knechte gaben sie zum Fraß dem Gevögel der Himmel, das Fleisch Deiner Heiligen dem wilden Tier der Erde.
134f03004d	Ihr Blut vergossen sie wie Wasser rings um Jerusalem, und niemand begrub sie.
134f04005b	Zur Schmach wurden wir unseren Nachbarn, zum Gelächter und Schimpf denen, die um uns sind.
134f050054	Wie lange, Jehovah, willst Du zürnen, immerfort, wird wie Feuer Dein Eifer brennen?
134f060080	Gieß deinen Grimm aus auf die Völkerschaften, die Dich nicht kennen, und auf die Königreiche, die Deinen Namen nicht anrufen!
134f07003d	Denn Jakob haben sie gefressen und seine Wohnorte verwüstet.
134f080074	Gedenke uns nicht der früheren Missetaten. Eile, laß Deine Erbarmungen uns entgegenkommen, denn sehr arm sind wir.
134f09009a	Stehe uns bei, Gott unseres Heils, um des Wortes der Herrlichkeit Deines Namens willen, und errette uns und sühne unsere Sünden um Deines Namens willen.
134f0a00ae	Warum sprechen die Völkerschaften: Wo ist ihr Gott? Lasse kundbar werden unter den Völkerschaften vor unseren Augen die Rache des Blutes Deiner Knechte, das vergossen ward!
134f0b0071	Laß vor Dich kommen den Angstruf des Gebundenen; nach Deines Armes Größe lasse übrigbleiben des Todes Söhne.
134f0c006a	Und siebenfach gib zurück in ihren Busen unseren Nachbarn ihr Schmähen, womit sie Dich schmähten, Herr.
134f0d0082	Wir aber, Dein Volk und die Herde Deiner Weide, wollen Dich bekennen in Ewigkeit, von Geschlecht zu Geschlecht Dein Lob erzählen.
13500100b0	Dem Sangmeister. Auf Schoschannim Eduth. Ein Psalm Asaphs. Hirt Israels, nimm zu Ohren, Der Du wie eine Herde Joseph geleitest, Der Du sitzest auf den Cheruben, strahle hervor!
135002005b	Vor Ephraim und Benjamin und Menascheh wecke auf Deine Macht und gehe für uns zur Rettung.
1350030051	Gott, bringe uns zurück, lasse leuchten Dein Angesicht, und wir werden gerettet.
135004004c	Jehovah, Gott der Heerscharen, wie lange rauchst Du bei Deines Volkes Gebet?
135005004a	Du läßt uns Tränenbrot essen und tränkst uns im Übermaß mit Tränen.
135006004a	Du setzest uns unseren Nachbarn zum Zank, und unsere Feinde verlachen uns.
1350070064	Gott der Heerscharen, bringe uns zurück und lasse leuchten Dein Angesicht, und wir werden gerettet.
1350080066	Du ließest einen Weinstock aus Ägypten ausziehen, vertriebst die Völkerschaften und pflanztest ihn.
135009005d	Du hast vor ihm ausgeräumt, Du ließest ihn seine Wurzeln schlagen, und er füllte das Land.
13500a0051	Von seinem Schatten wurden Berge bedeckt, und von seinen Reben die Zedern Gottes.
13500b0050	Du hast seine Ranken bis zum Meer entsandt und seine Schößlinge bis zum Fluß,
13500c0063	Warum doch hast Du seine Mauern durchbrochen, daß jeder, der des Weges vorüberzieht, ihn berupft,
13500d0052	Der Eber vom Walde hat ihn zerwühlt und das wilde Tier des Feldes ihn abgeweidet.
13500e006d	Gott der Heerscharen, wende Dich doch zurück! Blicke von den Himmeln, siehe und suche diesen Weinstock heim,
13500f0058	Und den Setzling, den Deine Rechte gepflanzt hat, den Sohn, den Du Dir gekräftigt hast.
1350100051	Verbrannt vom Feuer ist er, zerhauen: vom Dräuen Deines Angesichts vergehen sie.
1350110063	Deine Hand sei über dem Manne Deiner Rechten, über dem Menschensohn, den Du Dir gekräftigt hast.
1350120057	Und wir wollen nicht von Dir zurückweichen. Belebe uns, daß wir anrufen Deinen Namen.
135013006a	Jehovah, Gott der Heerscharen, bringe uns zurück, lasse leuchten Dein Angesicht, und wir werden gerettet.
135101006d	Dem Sangmeister. Auf der Githith. Von Asaph. Jubelt dem Gott, unserer Stärke, jauchzet auf dem Gotte Jakobs.
135102004d	Erhebet den Psalm und schlaget die Pauke, die lieblich Harfe mit dem Psalter.
1351030043	Am Neumond stoßt in die Posaune, zur Feier am Tage unseres Festes.
135104003d	Denn Satzung ist das für Israel, ein Recht für Jakobs Gott.
1351050079	Ein Zeugnis setzte Er es für Joseph, da Er auszog wider das Land Ägypten. Eine Lippe, die ich nicht kannte, hörte ich.
135106005d	Ich habe seine Schulter von der Last weggenommen, und seine Hände gingen vorbei an dem Ofen.
1351070089	Du riefst in der Drangsal, und Ich zog dich heraus, antwortete dir in des Donners Verborgenheit, Ich prüfte dich am Haderwasser. (Selah)
1351080051	Höre, Mein Volk, daß wider dich Ich zeuge; o daß du auf Mich hörtest, Israel!
1351090058	Es soll kein fremder Gott in dir sein, und du sollst keinen ausländischen Gott anbeten.
13510a007f	Ich, Jehovah, bin dein Gott, Der dich aus dem Lande Ägypten heraufgeführt. Tue weit auf deinen Mund und Ich will ihn füllen.
13510b004e	Und Mein Volk hörte nicht auf Meine Stimme, und Israel wollte nichts von Mir.
13510c0058	Und Ich entsandte sie im Eigensinn ihres Herzens, sie wandelten nach ihren Ratschlägen.
13510d0043	O, daß Mein Volk auf Mich hörte, Israel in Meinen Wegen wandelte!
13510e0067	Um ein Weniges hätte Ich ihre Feinde niedergebeugt, und wider ihre Dränger Meine Hand zurückgekehrt.
13510f0048	Die, so Jehovah hassen, müßten Ihm huldigen, und ihre Zeit wäre ewig.
1351100064	Und Ich würde sie von dem Fett des Weizens essen lassen und aus dem Felsen sie mit Honig sättigen.
1352010048	Gott steht in der Gemeinde Gottes. Inmitten der Götter wird Er richten.
1352020057	Wie lange wollt ihr verkehrt richten und das Angesicht des Ungerechten erheben? (Selah)
135203004a	Richtet für den Armen und Waisen; rechtfertigt den Elenden und Darbenden.
135204004c	Befreit den Armen und Dürftigen, aus der Hand der Ungerechten errettet ihn.
1352050068	Sie erkennen nicht, sie sehen nicht ein, sie wandeln im Finstern, es wanken alle Grundfesten des Landes.
1352060044	Ich sagte: Götter seid ihr, und des Allerhöchsten Söhne allesamt.
1352070056	Doch werdet ihr sterben, wie der Mensch, und wie der Obersten einer werdet ihr fallen.
135208004a	Mache Dich auf, Gott, richte die Erde; denn Du erbst alle Völkerschaften.
135301005b	Ein Lied, ein Psalm Asaphs. Gott sei dir nicht stille, schweige nicht, raste nicht, o Gott!
1353020047	Denn siehe, Deine Feinde toben; und das Haupt erheben, die Dich hassen.
135303005e	Wider Dein Volk handeln sie insgeheim mit Arglist, und ratschlagen wider die, so Du verdeckst.
1353040080	Sie sagen: Kommt, wir schaffen sie weg, daß sie keine Völkerschaft mehr sind, und des Namens Israels nicht mehr gedacht werde.
1353050050	Denn sie ratschlagen miteinander im Herzen und schließen wider Dich einen Bund,
135306003a	Die Zelte Edoms und die Ismaeliter, Moab und die Hagriter,
1353070046	Gebal und Ammon und Amalek, Philistäa mit denen, die in Tyrus wohnen;
1353080046	Auch Assur hängt ihnen an, ein Arm sind sie den Söhnen Lots. (Selah)
1353090044	Tue ihnen, wie Midjan, wie dem Sisera, wie Jabin im Bachtal Kischon.
13530a0041	Sie wurden in Endor vernichtet, wurden zum Dünger auf dem Boden.
13530b005d	Mache ihre Edlen wie Oreb und wie Seeb, und wie Sebach und wie Zalmunna, alle ihre Gesalbten;
13530c0044	Sie, die da sagen: Lasset uns einnehmen für uns Gottes Wohnplätze.
13530d003f	Mache sie, mein Gott, wie Wirbelstaub, wie Spreu vor dem Winde;
13530e0046	Wie Feuer den Wald verbrennt, und wie die Flamme, die Berge entflammt,
13530f0054	So setze ihnen nach mit Deinem Wetter, und mit Deinem Sturmwind mache sie bestürzt.
135310004b	Fülle ihr Gesicht mit Unehre, und lasse sie, Jehovah, Deinen Namen suchen.
135311005c	Lasse sie beschämt und bestürzt werden fort und fort, und lasse sie erröten und vergehen.
1353120068	Und sie sollen erkennen, daß Du, Dein Name, Jehovah, allein der Allerhöchste bist auf der ganzen Erde.
1354010082	Dem Sangmeister. Auf der Githith. Für die Söhne Korachs ein Psalm. Wie lieblich sind Deine Wohnungen, o Jehovah der Heerscharen!
1354020072	Meine Seele lechzt und verzehrt sich nach Jehovahs Vorhöfen. Mein Herz und Fleisch jubeln dem lebendigen Gott zu.
13540300a4	Auch der Vogel findet ein Haus, und die Schwalbe ein Nest für sich, darin sie ihre Brut hinlegt, Deine Altäre, Jehovah der Heerscharen, mein König und mein Gott.
1354040042	Selig die, so in Deinem Hause wohnen, noch loben sie Dich. (Selah)
135405004d	Selig der Mensch, der seine Stärke hat in Dir, in dessen Herzen Bahnen sind.
1354060072	Sie durchziehen den Talgrund des Weinens, sie machen es zum Quellenort. Auch umhüllt es der Frühregen mit Segen.
135407003c	Sie gehen von Kraft zu Kraft; er erscheint bei Gott in Zion.
1354080057	Jehovah, Gott der Heerscharen, höre mein Gebet, nimm es zu Ohren, Gott Jakobs. (Selah)
1354090045	Unser Schild, Gott, siehe, und blicke auf Deines Gesalbten Angesicht.
13540a00b6	Denn besser ist ein Tag in Deinen Vorhöfen, denn tausende; ich habe erwählt, lieber an der Schwelle zu stehen im Hause meines Gottes, als zu weilen in den Zelten der Gottlosigkeit.
13540b0093	Denn Sonne ist und Schild Jehovah Gott; Gnade und Herrlichkeit gibt Jehovah. Er wird kein Gut vorenthalten denen, die wandeln in Rechtschaffenheit.
13540c0041	Jehovah der Heerscharen, selig der Mensch, der auf Dich vertraut.
1355010095	Dem Gesangmeister für die Söhne Korachs. Ein Psalm. Du hattest Wohlgefallen an Deinem Land, Jehovah, hattest Jakobs Gefangenschaft zurückgewendet,
1355020044	Verziehen Deines Volkes Missetat, bedeckt alle ihre Sünden. (Selah)
1355030048	All Dein Wüten weggerafft, von Deines Zornes Glut Dich zurückgewendet.
135504004c	Bringe uns zurück, Gott unseres Heils, und brich ab Deinen Unmut gegen uns.
1355050062	Willst Du ewiglich wider uns zürnen, Deinen Zorn fortdauern lassen auf Geschlecht und Geschlecht?
1355060054	Willst Du nicht zurückkehren, uns beleben, auf daß Dein Volk fröhlich sei in Dir?
1355070045	Lasse uns sehen, Jehovah, Deine Barmherzigkeit und gib uns Dein Heil!
13550800a0	Ich will hören, was der Gott Jehovah redet; denn Er redet Frieden zu Seinem Volk und zu Seinen Heiligen. Aber sie sollen sich nicht wieder zur Narrheit kehren!
135509005a	Nahe ist ja denen, die Ihn fürchten, Sein Heil, daß Herrlichkeit in unserem Lande wohne.
13550a005b	Es sollen Barmherzigkeit und Wahrheit sich treffen, sich küssen Gerechtigkeit und Frieden!
13550b004a	Wahrheit soll aus der Erde sprossen, und Gerechtigkeit vom Himmel schauen.
13550c004a	Auch wird Jehovah das Gute geben, und unser Land wird geben sein Gewächs.
13550d0042	Gerechtigkeit geht vor Ihm her, und setzt ihre Tritte auf den Weg.
1356010047	Jehovah, neige Dein Ohr, antworte mir; denn elend und dürftig bin ich.
1356020064	Behüte meine Seele, denn ich bin heilig; rette Du, mein Gott, Deinen Knecht, der auf Dich vertraut.
135603003b	Herr, sei mir gnädig; denn zu Dir rufe ich den ganzen Tag.
1356040055	Mache fröhlich die Seele Deines Knechtes, denn zu Dir, Herr, erhebe ich meine Seele.
1356050066	Denn Du, Herr, bist gut und vergibst, und viel ist Deiner Barmherzigkeit gegen alle, die Dich anrufen.
135606004f	Nimm zu Ohren, o Jehovah, mein Gebet, und horche auf die Stimme meines Flehens.
1356070040	Am Tage meiner Drangsal rufe ich zu Dir; denn Du antwortest mir.
135608004e	Keiner ist wie Du, Herr, unter den Göttern, und keine Taten wie die Deinigen.
135609006f	Alle Völkerschaften, die Du gemacht, werden kommen und anbeten, Herr, vor Dir, und Deinen Namen verherrlichen.
13560a0038	Denn groß bist Du und tust Wunder, Du bist Gott allein.
13560b006f	Weise mir, Jehovah, Deinen Weg, ich will in Deiner Wahrheit wandeln, einige mein Herz zur Furcht Deines Namens.
13560c005c	Ich bekenne Dich, Herr, mein Gott, von ganzem Herzen und verherrliche Deinen Namen ewiglich.
13560d0069	Denn Deine Barmherzigkeit ist groß über mir, und Du hast errettet meine Seele aus der untersten Hölle.
13560e0086	O Gott, Vermessene sind aufgestanden wider mich, und eine Rotte Trotziger trachtet mir nach der Seele, und setzen Dich nicht vor sich.
13560f0071	Du aber, Herr, bist ein Gott, erbarmungsvoll und gnädig, langmütig und von großer Barmherzigkeit und Wahrheit.
1356100066	Wende Dich zu mir und sei mir gnädig, gib Deinem Knecht Deine Stärke und rette den Sohn Deiner Magd.
1356110091	Ein Zeichen tue an mir zum Guten, daß es sehen, die mich hassen, und sie sich schämen. Denn Du bist mein Beistand, Jehovah, und tröstest mich!
1357010033	Seine Grundfeste ist auf den Bergen der Heiligkeit.
1357020039	Jehovah liebt die Tore Zions über alle Wohnungen Jakobs.
135703003c	Herrliches soll in dir geredet werden, Stadt Gottes. (Selah)
135704008a	Ich werde Rahabs gedenken und Babels unter denen, die mich erkennen; siehe, das Philisterland und Zor samt Kusch; dieser ist dort geboren!
1357050074	Und von Zion wird man sagen: Der Mann und der Mann ist geboren in ihr, und Er, der Allerhöchste, wird sie festigen.
1357060057	Jehovah wird erzählen beim Aufschreiben der Völker: Dieser ist geboren allda. (Selah)
1357070047	Und die Sänger wie die im Reigen: Alle meine Brunnquellen sind in Dir.
13580100c4	Ein Lied, ein Psalm für die Söhne Korachs. Dem Sangmeister auf Flöten zum Wechselsang. Unterweisung von dem Esrachiter Heman. Jehovah, Gott meines Heils, bei Tag schreie ich, bei Nacht vor Dir!
1358020045	Lasse vor Dich kommen mein Gebet, neige Dein Ohr zu meinem Aufschrei.
1358030048	Denn meine Seele ist satt des Bösen und mein Leben berührt die Hölle.
135804005f	Ich werde geachtet wie die, so zur Grube fahren, ich werde wie der Mann, der keine Kräfte hat.
135805008f	Zu den Toten hingestreckt, wie die Erschlagenen, die im Grabe liegen, deren Du nicht mehr gedenkst, und die von Deiner Hand abgeschnitten sind.
135806004a	Du hast mich in der Gruben unterste gelegt, in Finsternisse, in Schlünde.
135807005d	Dein Grimm lehnt sich auf mich und mit all Deinen Brandungen drückst Du mich nieder. (Selah)
1358080079	Du hast von mir entfernt meine Bekannten, zum Greuel ihnen mich gesetzt. Ich bin eingesperrt und kann nicht herauskommen.
1358090071	Vor Elend ist mein Auge hingeschwunden. Den ganzen Tag rufe ich Dich an, Jehovah, breite meine Hände zu Dir aus.
13580a0056	Wirst Du an den Toten Wunder tun? Werden die Rephaim aufstehen, Dich bekennen? (Selah)
13580b0053	Wird man im Grab Deine Barmherzigkeit erzählen, Deine Wahrheit in der Zerstörung?
13580c005d	Kennt in der Finsternis man Deine Wunder, und Deine Gerechtigkeit im Lande der Vergessenheit?
13580d005a	Ich aber schreie zu Dir auf, Jehovah, und am frühen Morgen kommt Dir mein Gebet entgegen.
13580e004b	Warum verwirfst Du, Jehovah, meine Seele, verbirgst vor mir Dein Angesicht?
13580f0058	Elend bin ich und am Verscheiden, von Jugend auf trage ich Deine Schrecken, ich verzage.
1358100045	Es fahren Deine Gluten über mich, Deine Schrecknisse vertilgen mich.
