0100000009	創世記
13320d0045	われいかで牡牛の肉をくらひ牡山羊の血をのまんや
13320e005e	感謝のそなへものを神にささげよ なんぢのちかひを至上者につくのへ
13320f0060	なやみの日にわれをよべ我なんぢを援けん而してなんぢ我をあがむべし
13321100d2	然はあれど神あしきものに言給く なんぢは教をにくみ わが言をその後にすつるものなるに何のかかはりありてわが律法をのべ わがけいやくを口にとりしや
133212005d	なんぢ盗人をみれば之をよしとし姦淫をおこなふものの伴侶となれり
133213004f	なんぢその口を惡にわたす なんぢの舌は脆計をくみなせり
133214004b	なんぢ坐りて兄弟をそしり己がははの子を誣ののしれり
13321500c5	汝これらの事をなししをわれ黙しぬれば なんぢ我をおのれに恰にたるものとおもへり されど我なんぢを責めてその罪をなんぢの目前につらぬべし
1332160079	神をわするるものよ今このことを念へ おそらくは我なんぢを抓さかんとき助るものあらじ
1332170085	感謝のそなへものを献るものは我をあがむ おのれの行爲をつつしむ者にはわれ神の救をあらはさん
133301011c	ダビデがバテセバにかよひしのち預言者ナタンの來れるときよみて伶長にうたはしめたる歌 ああ神よねがはくはなんぢの仁慈によりて我をあはれみ なんぢの憐憫のおほきによりてわがもろもろの愆をけしたまへ
1333020054	わが不義をことごとくあらひさり我をわが罪よりきよめたまへ
1333030043	われはわが愆をしる わが罪はつねにわが前にあり
13330400c8	我はなんぢにむかひて獨なんぢに罪ををかし聖前にあしきことを行へり されば汝ものいふときは義とせられ なんぢ鞫くときは咎めなしとせられ給ふ
1333050057	視よわれ邪曲のなかにうまれ罪ありてわが母われをはらみたりき
1333060070	なんぢ眞実をこころの衷にまでのぞみ わが隠れたるところに智慧をしらしめ給はん
1333070090	なんぢヒソブをもて我をきよめたまへ さらばわれ浄まらん 我をあらひたまへ さらばわれ雪よりも白からん
1333080067	なんぢ我によろこびと快樂とをきかせ なんぢが砕きし骨をよろこばせたまへ
1333090067	ねがはくは聖顔をわがすべての罪よりそむけ わがすべての不義をけしたまへ
13330a0067	ああ神よわがために清心をつくり わが衷になほき霊をあらたにおこしたまへ
13330b0064	われを聖前より棄たまふなかれ 汝のきよき霊をわれより取りたまふなかれ
13330c0063	なんぢの救のよろこびを我にかへし自由の霊をあたへて我をたもちたまへ
13330d006f	さらばわれ愆ををかせる者になんぢの途ををしへん罪人はなんぢに婦りきたるべし
13330e0094	神よわが救のかみよ血をながしし罪より我をたすけいだしたまへ わが舌は聲たからかになんぢの義をうたはん
13330f005b	主よわが口唇をひらきたまへ 然ばわが口なんぢの頌美をあらはさん
1333100083	なんぢは祭物をこのみたまはず もし然らずば我これをささげん なんぢまた燔祭をも悦びたまはず
1333110085	神のもとめたまふ祭物はくだけたる霊魂なり 神よなんぢは砕けたる悔しこころを藐しめたまふまじ
1333120070	ねがはくは聖意にしたがひてシオンにさいはひし ヱルサレムの石垣をきづきたまへ
133313009a	その時なんぢ義のそなへものと燔祭と全きはんさいとを悦びたまはん かくて人汝なんぢの祭壇に牡牛をささぐべし
1334010121	エドム人ドエグ、サウルにきたりてダビデはアビメレクの家にきぬと告しときダビデがよみて伶長にうたはしめたる教訓のうた 猛者よなんぢ何なればあしき企圖をもて自らほこるや神のあはれみは恒にたえざるなり
1334020060	なんぢの舌はあしきことをはかり利き剃刀のごとくいつはりをおこなふ
1334030063	なんぢは善よりも惡をこのみ正義をいふよりも虚偽をいふをこのむ (セラ)
1334040054	たばかりの舌よなんぢはすべての物をくひほろぼす言をこのむ
13340500b2	されば神とこしへまでも汝をくだき また汝をとらへてその幕屋よりぬきいだし生るものの地よりなんぢの根をたやしたまはん (セラ)
133406003c	義者はこれを見ておそれ彼をわらひていはん
1334070086	神をおのが力となさず その富のゆたかなるをたのみ その惡をもて己をかたくせんとする人をみよと
1334080088	然はあれどわれは神の家にあるあをき橄欖の樹のごとし 我はいやとほながに神のあはれみに依頼まん
13340900bf	なんぢこの事をおこなひ給ひしによりて我とこしへになんぢに感謝し なんぢの聖徒のまへにて聖名をまちのぞまん こは宜しきことなれぱなり
1335010125	マハラツ（樂器の名、あるひはいふ調べの名）にあはせて伶長にうたはしめたるダビデの教訓のうた 愚かなるものは心のうちに神なしといへり かれらは腐れたりかれらは憎むべき不義をおこなへり善をおこなふ者なし
1335020075	神は天より人の子をのぞみて悟るものと神をたづぬる者とありやなしやを見たまひしに
1335030057	みな退ぞきてことごとく汚れたり善をなすものなし一人だになし
133504008f	不義をおこなふものは知見なきか かれらは物くふごとくわが民をくらひ また神をよばふことをせざるなり
13350500ec	かれらは懼るべきことのなきときに大におそれたり 神はなんぢにむかひて営をつらぬるものの骨をちらしたまへばなり 神かれらを棄たまひしによりて汝かれらを辱かしめたり
13350600af	願くはシオンよりイスラエルの救のいでんことを 神その民のとらはれたるを返したまふときヤコブはよろこびイスラエルは樂まん
133601012c	ジフ人のサウルにきたりてダビデはわれらの處にかくれをるにあらずやといひたりしとき ダビデうたのかみに琴にてうたはしめたる教訓のうた 神よねがはくは汝の名によりて我をすくひ なんぢの力をもて我をさばきたまへ
1336020052	神よわ祈をききたまへ わが口のことばに耳をかたぶけたまへ
133603009d	そは外人はわれにさからひて起りたち強暴人はわがたましひを索むるなり かれらは神をおのが前におかざりき (セラ)
133604006a	みよ神はわれをたすくるものなり 主はわがたましひを保つものとともに在せり
1336050088	主はわが仇にそのあしきことの報をなしたまはん 願くはなんぢの眞實によりて彼等をほろぼしたまへ
133606008c	我よろこびて祭物をなんぢに献ん ヱホバよ我なんぢの名にむかひて感謝せん こは宜しきことなればなり
133607007c	そはヱホバはすべての患難より我をすくひたまへり わが目はわが仇につきての願望をみたり
13370100bf	ダビデうたのかみに琴にてうたはしめたる教訓のうた 神よねがはくは耳をわが祈にかたぶけたまへ わが懇求をさけて身をかくしたまふなかれ
133702006e	われに聖意をとめ 我にこたへたまへ われ歎息によりてやすからず悲みうめくなり
1337030092	これ仇のこゑと惡きものの暴虐とのゆゑなり そはかれら不義をわれに負せ いきどほりて我におひせまるなり
133704005d	わが心わがうちに憂ひいたみ死のもろもろの恐懼わがうへにおちたり
133705004e	おそれと戦慄とわれにのぞみ甚だしき恐懼われをおほへり
133706006d	われ云ねがはくは鴿のごとく羽翼のあらんことを さらば我とびさりて平安をえん
133707003f	みよ我はるかにのがれさりて野にすまん (セラ)
133708003c	われ速かにのがれて暴風と狂風とをはなれん
1337090098	われ都のうちに強暴とあらそひとをみたり 主よねがはくは彼等をほろぼしたまへ かれらの舌をわかれしめたまへ
13370a007c	彼等はひるもよるも石垣のうへをあるきて邑をめぐる 邑のうちには邪曲とあしき企圖とあり
13370b006a	また惡きこと邑のうちにあり しへたげと欺詐とはその街衢をはなるることなし
13370c010d	われを謗れるものは仇たりしものにあらず もし然りしならば尚しのばれしなるべし 我にむかひて己をたかくせし者はわれを恨みたりしものにあらず若しかりしならば身をかくして彼をさけしなるべし
13370d005c	されどこれ汝なり われとおなじきもの わが友われと親しきものなり
13370e0073	われら互にしたしき語らひをなし また會衆のなかに在てともに神の家にのぼりたりき
13370f0095	死は忽然かれらにのぞみ その生るままにて陰府にくだらんことを そは惡事その往處にありその中にあればなり
133710004b	されど我はただ神をよばんヱホバわれを救ひたまふべし
133711006d	夕にあしたに昼にわれなげき且かなしみうめかん ヱホバわが聲をききたまふべし
13371200a0	ヱホバは我をせむる戦闘よりわが霊魂をあがなひいだして平安をえしめたまへり そはわれを攻るもの多かりければなり
13371300a0	太古よりいます者なる神はわが聲をききてかれらを惱めたまべし (セラ) かれらには変ることなく神をおそるることなし
133714005d	かの人はおのれと睦みをりしものに手をのべてその契約をけがしたり
13371500b8	その口はなめらかにして乳酥のごとくなれどもその心はたたかひなり その言はあぶらに勝りてやはらかなれどもぬきたる劍にことならず
133716009a	なんぢの荷をヱホバにゆだねよさらば汝をささへたまはん ただしき人のうごかさるることを常にゆるしたまふまじ
13371700e5	かくて神よなんぢはかれらを亡の坑におとしいれたまはん血をながすものと詭計おほきものとは生ておのが日の半にもいたらざるべし 然はあれどわれは汝によりたのまん
1338010149	ダビデがガテにてペリシテ人にとらへられしとき詠て「遠きところにをる音をたてぬ鴿」のしらべにあはせて伶長にうたはしめたるミクタムの歌 ああ神よねがはくは我をあはれみたまへ 人いきまきて我をのまんとし終日たたかひて我をしへたぐ
133802006c	わが仇ひねもす急喘てわれをのまんとす誇りたかぶりて我とたたかふものおほし
1338030033	われおそるるときは汝によりたのまん
1338040097	われ神によりてその聖言をほめまつらん われ神に依頼みたればおそるることあらじ肉體われになにをなし得んや
133805006d	かれらは終日わがことばを曲るなり その思念はことごとくわれにわざはひをなす
133806006a	かれらは群つどひて身をひそめ わが歩に目をとめてわが霊魂をうかがひもとむ
133807007f	かれらは不義をもてのがれんとおもへり 神よねがはくは憤ほりてもろもろの民をたふしたまへ
13380800a7	汝わがあまた土の流離をかぞへたまへり なんぢの革曩にわが涙をたくはへたまへ こは皆なんぢの冊にしるしあるにあらずや
133809006d	わがよびもとむる日にはわが仇しりぞかん われ神のわれを守りたまふことを知る
13380a0073	われ神によりてその聖言をはめまつらん 我ヱホバによりてそのみことばを讃まつらん
13380b0061	われ神によりたのみたれば懼るることあらじ 人はわれに何をなしえんや
13380c0070	神よわがなんぢにたてし誓はわれをまとへり われ感謝のささげものを汝にささげん
13380d00c4	汝わがたましひを死よりすくひたまへばなり なんぢ我をたふさじとわが足をまもり生命の光のうちにて神のまへに我をあゆませ給ひしにあらずや
1339010168	ダビデが洞にいりてサウルの手をのがれしとき詠て「ほろぼすなかれ」にといふ調にあはせて伶長にうたはしめたるミクタムのうた 我をあはれみたまへ神よわれをあはれみたまへ わが霊魂はなんぢを避所とす われ禍害のすぎさるまではなんぢの翼のかげを避所とせん
1339020067	我はいとたかき神によばはん わがために百事をなしをへたまふ神によばはん
13390300af	神はたすけを天よりおくりて我をのまんとする者のそしるときに我を救ひたまはん (セラ) 神はその憐憫その眞實をおくりたまはん
13390400bc	わがたましひは群ゐる獅のなかにあり 火のごとくもゆる者 その歯は戈のごとく矢のごとくその舌はとき劍のごとき人の子のなかに我ふしぬ
1339050066	神よねがはくはみづからを天よりも高くしみさかえを全地のうへに挙たまへ
13390600bc	かれらはわが足をとらへんとて網をまうく わが霊魂はうなたる かれらはわがまへに阱をほりたり而してみづからその中におちいれり (セラ)
1339070061	わが心さだまれり神よわがこころ定まれり われ謳ひまつらん頌まつらん
133908004d	わが榮よさめよ 筝よ琴よさめよ われ黎明をよびさまさん
133909007c	主よわれもろもろの民のなかにてなんぢに感謝し もろもろの國のなかにて汝をほめうたはん
13390a0067	そは汝のあはれみは大にして天にまでいたり なんぢの眞實は雲にまでいたる
13390b0066	神よねがはくは自からを天よりも高くし光榮をあまねく地のうへに挙たまへ
133a0100e6	ダビデがよみて「ほろぼすなかれ」といふ調にあはせて伶長にうたはしめたるミクタムのうた なんぢら黙しゐて義をのべうるか 人の子よなんぢらなほき審判をおこなふや
133a020070	否なんぢらは心のうちに惡事をおこなひ その手の強暴をこの地にはかりいだすなり
133a030072	あしきものは胎をはなるるより背きとほざかり生れいづるより迷ひていつはりをいふ
133a0500b2	かれらの毒は蛇のどくのごとし かれらは蠱術をおこなふものの甚たくみにまじなふその聲をだにきかざる耳ふさぐ聾ひの蝮のごとし
133a060061	神よかれらの口の歯ををりたまヘ ヱホバよ壮獅の牙をぬきくだきたまへ
133a07008b	願くはかれらを流れゆく水のごとくに消失しめ その矢をはなつときは折れたるごとくなし給はんことを
133a080075	また融てきえゆく蝸牛のごとく婦のときならず産たる目をみぬ嬰のごとくならしめ給へ
133a090081	なんぢらの釜いまだ荊蕀の火をうけざるさきに青をも燃たるをもともに狂風にて吹さりたまはん
133a0a0079	義者はかれらが讎かへさるるを見てよろこび その足をあしきものの血のなかにてあらはん
133a0b0084	かくて人はいふべし實にただしきものに報賞あり實にさばきをほどこしたまふ神はましますなりと
133b010176	サウル、ダビデを殺さんとし人をおくりてその家をうかがはしめし時ダビデがよみて「ほろぼすなかれ」といふ調にあはせて伶長にうたはしめたるミクタムの歌 わが神よねがはくは我をわが仇よりたすけいだし われを高處におきて我にさからひ起立つものより脱かれしめたまへ
133b020069	邪曲をおこなふものより我をたすけいだし血をながす人より我をすくひたまへ
133b0300b3	視よかれらは潜みかくれてわが霊魂をうかがひ猛者むれつどひて我をせむ ヱホバよ此はわれに愆あるにあらず われに罪あるにあらず
133b04009a	かれら趨りまはりて過失なきに我をそこなはんとて備をなす ねがはくは我をたすくるために目をさまして見たまへ
133b0500c2	なんぢヱホバ萬軍の神イスラエルの神よ ねがはくは目をさましてもろもろの國にのぞみたまへ あしき罪人にあはれみを加へたまふなかれ (セラ)
133b06004e	かれらは夕にかへりきたり犬のごとくほえて邑をへありく
133b070086	視よかれらは口より惡をはく そのくちびるに劍あり かれらおもへらく誰ありてこの言をきかんやと
133b080061	されどヱホバよ汝はかれらをわらひ もろもろの國をあざわらひたまはん
133b090049	わが力よわれ汝をまちのぞまん 神はわがたかき櫓なり
133b0a0079	憐憫をたまふ神はわれを迎へたまはん 神はわが仇につきての願望をわれに見させたまはん
133b0b00a0	願くはかれらを殺したまふなかれ わが民つひに忘れやはせん 主われらの盾よ 大能をもてかれらを散し また卑したまへ
133b0c00a9	かれらがくちびるの言はその口のつみなり かれらは詛と虚偽とをいひいづるによりてその傲慢のためにとらへられしめたまへ
133b0d0101	忿恚をもてかれらをほろぼしたまへ 再びながらふることなきまでに彼等をほろぼしたまヘ ヤコブのなかに神いまして統治めたまふことをかれらに知しめて地の極にまでおよぼしたまヘ (セラ)
133b0e0054	かれらは夕にかへりきたり犬のごとくほえて邑をへありくべし
133b0f005b	かれらはゆききして食物をあさり もし飽ことなくば終夜とどまれり
133b1000e3	されど我はなんぢの大能をうたひ清晨にこゑをあげてなんぢの憐憫をうたひまつらん なんぢわが迫りくるしみたる日にたかき櫓となり わが避所となりたまひたればなり
133b110097	わがちからよ我なんぢにむかひて頌辞をうたひまつらん 神はわがたかき櫓われにあはれみをたまふ神なればなり
133c0101ce	ダビデ、ナハライムのアラムおよびゾバのアラムとたたかひをりしがヨアブかへりゆき塩谷にてエドム人一萬二千をころししとき教訓をなさんとてダビデがよみて「證詞の百合花」といふ調にあはせて伶長にうたはしめたるミクタムの歌 神よなんぢわれらを棄われらをちらし給へり なんぢは憤ほりたまへり ねがはくは再びわれらを歸したまへ
133c02008f	なんぢ國をふるはせてこれを裂たまへり ねがはくはその多くの隙をおぎなひたまへ そは國ゆりうごくなり
133c030076	なんぢはその民にたへがたきことをしめし 人をよろめかする酒をわれらに飮しめ給へり
133c040075	なんぢ眞理のために挙しめんとて汝をおそるるものに一つの旗をあたへたまへり (セラ)
133c050082	ねがはくは右の手をもて救をほどこし われらに答をなして愛しみたまふものに助をえしめたまへ
133c060080	神はその聖をもていひたまへり われ甚くよろこばん われシケムをわかちスコテの谷をはからん
133c07007b	ギレアデはわがもの マナセはわが有なり エフライムも亦わが首のまもりなり ユダはわが杖
133c08007a	モアブはわが足盥なり エドムにはわが履をなげん ベリシテよわが故によりて聲をあげよと
133c090073	たれかわれを堅固なる邑にすすましめんや 誰かわれをみちびきてエドムにゆきたるか
133c0a0082	神よなんぢはわれらを棄たまひしにあらずや 神よなんぢはわれらの軍とともにいでゆきたまはず
133c0b0070	ねがはくは助をわれにあたへて敵にむかはしめたまへ 人のたすけは空しければなり
133c0c006d	われらは神によりて勇しくはたらかん われらの敵をみたまふものは神なればなり
133d0100a7	琴にあはせて伶長にうたはしめたるダビデのうた ああ神よねがはくはわが哭聲をききたまへ わが祈にみこころをとめたまへ
133d02009d	わが心くづほるるとき地のはてより汝をよばん なんぢ我をみちびきてわが及びがたきほどの高き磐にのぼらせたまへ
133d03005a	なんぢはわが避所われを仇よりのがれしむる堅固なる櫓なればなり
133d040060	われ永遠になんぢの帷幄にすまはん我なんぢの翼の下にのがれん (セラ)
133d05007e	神よなんぢはわがもろもろの誓をきき名をおそるるものにたまふ嗣業をわれにあたへたまへり
133d060055	なんぢは王の生命をのばし その年を幾代にもいたらせたまはん
133d07007f	王はとこしへに神のみまへにとどまらん ねがはくは仁慈と眞實とをそなへて彼をまもりたまへ
133d08006f	さらば我とこしへに名をほめうたひて日ごとにわがもろもろの誓をつくのひ果さん
133e0100b0	エドトンの體にしたがひて伶長にうたはしめたるダビデのうた わがたましひは黙してただ神をまつ わがすくひは神よりいづるなり
133e02006d	神こそはわが磐わがすくひなれ またわが高き櫓にしあれば我いたくは動かされじ
133e0300b2	なんぢらは何のときまで人におしせまるや なんぢら相共にかたぶける石垣のごとく揺ぎうごける籬のごとくに人をたふさんとするか
133e0400a3	かれらは人をたふとき位よりおとさんとのみ謀り いつはりをよろこびまたその口にてはいはひその心にてはのろふ (セラ)
133e050058	わがたましひよ黙してただ神をまて そはわがのぞみは神よりいづ
133e060067	神こそはわが磐わがすくひなれ 又わがたかき櫓にしあれば我はうごかされじ
133e070061	わが救とわが榮とは神にあり わがちからの磐わがさけどころは神にあり
133e08008c	民よいかなる時にも神によりたのめ その前になんぢらの心をそそぎいだせ 神はわれらの避所なり (セラ)
133e0900a0	實にひくき人はむなしくたかき人はいつはりなり すべてかれらを權衡におかば上にあがりて虚しきものよりも軽きなり
133e0a0089	暴虐をもて恃とするなかれ 掠奪ふをもてほこるなかれ 富のましくははる時はこれに心をかくるなかれ
133e0b005b	ちからは神にあり神ひとたび之をのたまへり われ二次これをきけり
133e0c0082	ああ主よあはれみも亦なんぢにあり なんぢは人おのおのの作にしたがひて報をなしたまへばなり
133f010115	ユダの野にありしときに詠るダビデのうた ああ神よなんぢはわが神なり われ切になんぢをたづねもとむ 水なき燥きおとろへたる地にあるごとくわが霊魂はかわきて汝をのぞみ わが肉體はなんぢを戀したふ
133f020087	曩にも我かくのごとく大權と榮光とをみんことをねがひ聖所にありて目をなんぢより離れしめざりき
133f030060	なんぢの仁慈はいのちにも勝れるゆゑにわが口唇はなんぢを讃まつらん
133f040054	斯われはわが生るあひだ汝をいはひ名によりてわが手をあげん
133f0600f2	われ床にありて汝をおもひいで夜の更るままになんぢを深くおもはん時 わがたましひは髄と脂とにて饗さるるごとく飽ことをえ わが口はよろこびの口唇をもてなんぢを讃たたへん
133f070073	そはなんぢわが助となりたまひたれば 我なんぢの翼のかげに入てよろこびたのしまん
133f080052	わがたましひはなんぢを慕追ふ みぎの手はわれを支ふるなり
133f090066	然どわがたましひを滅さんとて尋ねもとむるものは地のふかきところにゆき
133f0a0048	又つるぎの刃にわたされ野犬の獲るところとなるべし
133f0b00aa	しかれども王は神をよろこばん 神によりて誓をたつるものはみな誇ることをえん 虚偽をいふものの口はふさがるべければなり
13400100b0	伶長にうたはしめたるダビデのうた 神よわがなげくときわが聲をききたまへ わが生命をまもりて仇のおそれより脱かれしめたまへ
13400200a8	ねがはくは汝われをかくして惡をなすものの陰かなる謀略よりまぬかれしめ不義をおこなふものの喧嘩よりまぬかれしめ給へ
13400300d0	かれらは劍のごとくおのが舌をとぎ その弓をはり矢をつがへるごとく苦言をはなち隠れたるところにて全者を射んとす俄かにこれを射ておそるることなし
1340040082	また彼此にあしき企圖をはげまし共にはかりてひそかに羂をまうく 斯ていふ誰かわれらを見んと
134005009a	かれらはさまざまの不義をたづねいだして云われらは懇ろにたづね終れりと おのおのの衷のおもひと心とはふかし
1340070061	然はあれど神は矢にてかれらを射たまふべし かれらは俄かに傷をうけん
1340080082	斯てかれらの舌は其身にさからふがゆゑに遂にかれらは蹟かん これを見るものみな逃れさるべし
1340090076	もろもろの人はおそれん而して神のみわざをのべつたへ その作たまへることを考ふべし
13400a0079	義者はヱホバをよろこびて之によりたのまん すべて心のなほきものは皆ほこることを得ん
1341010095	伶長にうたはしめたる歌ダビデの讃美なり ああ神よさんびはシオンにて汝をまつ 人はみまへにて誓をはたさん
1341020042	祈をききたまふものよ諸人こぞりて汝にきたらん
134103005e	不義のことば我にかてり なんぢ我儕のもろもろの愆をきよめたまはん
13410400b5	汝にえらぱれ汝にちかづけられて大庭にすまふ者はさいはひなり われらはなんぢの家なんぢの宮のきよき處のめぐみにて飽ことをえん
13410500be	われらが救のかみよ 地と海とのもろもろの極なるきはめて遠ものの恃とするなんぢは公義によりて畏るべきことをもて我儕にこたへたまはん
134106005b	かみは大能をおび その權力によりてもろもろの山をかたくたたしめ
134107005e	海のひびき狂瀾のひびき もろもろの民のかしがましきを鎮めたまへり
134108009a	されば極遠にすめる人々もなんぢのくさぐさの豫兆をみておそる なんぢ朝夕のいづる處をよろこび謳はしめたまふ
13410900bf	なんぢ地にのぞみて漑そぎおほいに之をゆたかにしたまへり 神のかはに水みちたり なんぢ如此そなへをなして穀物をかれらにあたへたまへり
13410a007c	なんぢ畎をおほいにうるほし畝をたひらにし白雨にてこれをやはらかにし その萌芽るを祝し
13410b005b	また恩恵をもて年の冕弁としたまへり なんぢの途には膏したたれり
13410c004e	その恩滴は野の牧場をうるほし小山はみな歎びにかこまる
13410d0088	牧場はみな羊のむれを衣もろもろの谷は穀物におほはれたり かれらは皆よろこびてよばはりまた謳ふ
1342010062	伶長にうたはしめたる讃美なり 歌なり 全地よ神にむかひて歓びよばはれ
134202003f	その名の榮光をうたへその頌美をさかえしめよ
1342030091	かみに告まつれ 汝のもろもろの功用はおそるべきかな大なる力によりてなんぢの仇はなんぢに畏れしたがひ
134204004b	全地はなんぢを拝みてうたひ名をほめうたはんと (セラ)
1342050067	來りて神のみわざをみよ 人の子輩にむかひて作たまふことはおそるべきかな
1342060095	神はうみをかへて乾ける地となしたまへり ひとびと歩行にて河をわたりき その處にてわれらは神をよろこべり
134207008c	神はその大能をもてとこしへに統治め その目は諸國をみたまふ そむく者みづからを崇むべからず (セラ)
1342080067	もろもろの民よ われらの神をほめまつれ神をほめたたふる聲をきこえしめよ
1342090070	神はわれらの霊魂をながらへしめ われらの足のうごかさるることをゆるしたまはず
13420a0069	神よなんぢはわれらを試みて白銀をねるごとくにわれらを錬たまひたればなり
13420b0049	汝われらを網にひきいれ われらの腰におもき荷をおき
13420c00da	人々をわれらの首のうへに騎こえしめたまひき われらは火のなか水のなかをすぎゆけり されど汝その中よりわれらをひきいたし豊盛なる處にいたらしめたまへり
13420e009d	われ燔祭をもてなんぢの家にゆかん 迫りくるしみたるときにわが口唇のいひいでわが口ののべし誓をなんぢに償はん
13420f0081	われ肥たるものを燔祭とし牡羊を馨香として汝にささげ牡牛と牡山羊とをそなへまつらん (セラ)
134210007a	神をおそるる人よ みな來りてきけ われ神のわがたましひのために作たまへることをのべん
1342110046	われわが口をもて神によばはり また舌をもてあがむ
1342120051	然るにわが心にしれる不義あらば主はわれにききたまふまじ
1342130060	されどまことに神はききたまへり聖意をわがいのりの聲にとめたまへり
1342140071	神はほむべきかな わが祈をしりぞけず その憐憫をわれよりとりのぞきたまはざりき
13430100d5	琴にあはせて伶長にうたはしめたる歌なり 讃美なり ねがはくは神われらをあはれみ われらをさきはひてその聖顔をわれらのうへに照したまはんことを (セラ)
134302007c	此はなんぢの途のあまねく地にしられ なんぢの救のもろもろの國のうちに知れんがためなり
134303005b	かみよ庶民はなんぢに感謝し もろもろの民はみな汝をほめたたへん
13430400af	もろもろの國はたのしみ又よろこびうたふべし なんぢ直をもて庶民をさばき地のうへなる萬の國ををさめたまべければなり (セラ)
134305005b	神よたみらはなんぢに感謝し もろもろの民はみな汝をほめたたへん
1343060049	地は産物をいだせり 神わが神はわれらを福ひたまはん
134307006d	神われらをさきはひたまふべし かくて地のもろもろの極ことごとく神をおそれん
13440100c1	伶長にうたはしめたるダビデのうたなり 讃美なり ねがはくは神おきたまへ その仇はことごとくちり 神をにくむものは前よりにげさらんことを
1344020098	烟のおひやらるるごとくかれらを駆逐たまへ 惡きものは火のまへに蝋のとくるごとく 神のみまへにてほろぶべし
1344030076	されど義きものには歓喜あり かれら神の前にてよろこびをどらん實にたのしみて喜ぱん
13440400b2	神のみまへにうたへ その名をほめたたへよ 乗て野をすぐる者のために大道をきづけ かれの名をヤハとよぶ その前によろこびをどれ
134405004e	きよき住居にまします神はみなしごの父やもめの審士なり
134406009d	神はよるべなきものを家族の中にをらしめ囚人をとき福祉にみちびきたまふ されど悖逆者はうるほひなき地にすめり
1344070057	神よなんぢは民にさきだちいでて野をすすみゆきたまひき (セラ)
1344080082	そのとき地ふるひ天かみのみまへに漏る シナイの山すら神イスラエルの神の前にふるひうごけり
134409007e	神よなんぢの嗣業の地のつかれおとろへたるとき豊かなる雨をふらせて之をかたくしたまへり
13440a0088	襄になんぢの公會はその中にとどまれり 神よなんぢは恵をもて貧きもののために預備をなしたまひき
13440b0058	主みことばを賜ふ その佳音をのぶる婦女はおほくして群をなせり
13440c006d	もろもろの軍旅の王たちはにげさる 逃去りたれば家なる婦女はその掠物をわかつ
13440d0087	なんぢら羊の牢のうちにふすときは鴿のつばさの白銀におほはれその毛の黄金におほはるるがごとし
13440e0075	全能者かしこにて列王をちらし給へるときはサルモンの山に雪ふりたるがごとくなりき
13440f005a	バシャンのやまは神の山なりバシャンのやまは峰かさなれる山なり
13441000b6	峰かさなれるもろもろの山よ なんぢら何なれば神の住所にえらびたまへる山をねたみ見るや 然れヱホバは永遠にこの山にすみたまはん
13441100a7	神の戦車はよろづに萬をかさね千にちぢをくはふ 主その中にいませり 聖所にいますがごとくシナイの山にいまししがごとし
13441200b8	なんぢ高處にのぼり虜者をとりこにしてひきゐ礼物を人のなかよりも叛逆者のなかよりも受たまへり ヤハの神ここに住たまはんが爲なり
1344130066	日々にわれらの荷をおひたまふ主われらのすくひの神はほむべきかな (セラ)
134414006a	神はしばしばわれらを助けたまへる神なり 死よりのがれうるは主ヱホバに由る
134415008b	神はその仇のかうべを撃やぶりたまはん 愆のなかにとどまるものの髪おほき顱頂をうちやぶりたまはん
134416006c	主いへらく我バシャンよりかれらを携へかへり海のふかき所よりたづさへ歸らん
1344170063	斯てなんぢの足をそのあたの血にひたし之をなんぢの犬の舌になめしめん
1344180085	神よすべての人はなんぢの進行きたまふをみたり わが神わが王の聖所にすすみゆきたまふを見たり
1344190066	鼗うつ童女のなかにありて謳ふものは前にゆき琴ひくものは後にしたがへり
13441a007f	なんぢらすべての會にて神をほめよイスラエルのみなもとより出るなんぢらよ 主をほめまつれ
13441b00a3	彼處にかれらを統るとしわかきベニヤミンあり ユダの諸侯とその群衆とありまたゼブルンのきみたちナフタリの諸侯あり
13441c0085	なんぢの神はなんぢの力をたてたまへり 神よなんぢ我儕のためになしたまひし事をかたくしたまヘ
13441d0057	ヱルサレムなるなんぢの宮のために列王なんぢに礼物をささげん
13441e00fb	ねがはくは葦間の獣むらがれる牯犢のごときもろもろの民をいましめてかれらに白銀をたづさへきたり みづから服ことを爲しめたまへ 神はたたかひを好むもろもろの民をちらしたまへり
13441f006a	諸侯はエジプトよりきたり エテオピアはあわただしく神にむかひて手をのべん
1344200054	地のもろもろのくによ神のまへにうたへ主をほめうたヘ (セラ)
134421008e	上古よりの天の天にのりたま者にむかひてうたへ みよ主はみこゑを発したまふ勢力ある聲をいだしたまふ
134422007f	なんぢらちからを神に歸せよその稜威はイスラエルの上にとどまり その大能は雲のなかにあり
13442300a1	神のおそるべき状はきよき所よりあらはる イスラエルの神はその民にちからと勢カとをあたへたまふ 神はほむべきかな
13450100b9	百合花にあはせて伶長にうたはしめたるダビデのうた 神よねがはくは我をすくひたまへ 大水ながれきたりて我がたましひにまでおよべり
1345020076	われ立止なきふかき泥の中にしづめり われ深水におちいるおほみづわが上をあふれすぐ
1345030074	われ歎息によりてつかれたり わが喉はかわき わが目はわが神をまちわびておとろへぬ
13450400d3	故なくしてわれをにくむ者わがかしらの髪よりもおほく謂なくしてわが仇となり我をほろぼさんとするものの勢力つよし われ掠めざりしものをも價はせらる
1345050070	神よなんぢはわが愚なるをしりたまふ わがもろもろの罪はなんぢにかくれざるなり
