0100000006	1 Mose
10040f0092	Unsere Feinde aber hörten, es sei uns verraten worden. So störte Gott ihren Plan. Und wir kehrten alle zur Mauer zurück, jeder an seine Arbeit.
10041000c5	Seit jener Zeit war nur die eine Hälfte meiner Knappen bei der Arbeit tätig. Die andere Hälfte hielt die Lanzen, Schilder, Bogen und Panzer, die Oberen aber standen hinter dem ganzen Hause Juda,
1004110099	das an der Mauer baute. Die Lastträger aber schafften so, daß sie mit einer Hand bei der Arbeit tätig waren, die andere Hand aber die Schleuder hielt.
100412006f	Und von den Bauenden band sich jeder sein Schwert um die Hüften und baute so. Neben mir stand der Hornbläser.
10041300b1	Ich sprach nun zu den Adligen, den Vorstehern und zu dem übrigen Volk: "Die Arbeit ist groß und umfangreich. Wir aber sind auf der Mauer verstreut, einer vom anderen entfernt.
1004140067	Woher ihr den Schall des Hornes hört, dort schart euch bei uns zusammen! Unser Gott kämpft für uns."
100415006e	So schafften wir am Werke. Die eine Hälfte hielt die Lanzen vom frühen Morgen bis zum Erscheinen der Sterne.
1004160086	Zur selben Zeit sprach ich zum Volke: "Jeder bleibe mit seinem Knappen die Nacht in Jerusalem, bei Nacht als Wache, bei Tage am Werk!"
1004170090	Weder ich noch meine Brüder noch meine Knappen noch die Wachtposten in meinem Gefolge legten die Kleider ab. Jeder hatte seinen Regenmantel an.
1005010061	Damals erhob sich große Klage beim Volk und bei seinen Weibern, gegen ihre Brüder, die Judäer.
1005020090	Die einen sagten: "Wir wurden unserer Söhne und unserer Töchter für verlustig erklärt; dann erst bekamen wir Korn, aßen und blieben leben."
1005030073	Und andere sagten: "Wir verpfändeten unsere Felder, Weinberge und Häuser; dann bekamen wir Korn für den Hunger."
100504006f	Und wieder andere sagten: "Wir haben uns Geld für des Königs Steuer auf unsere Felder und Weinberge geliehen.
1005050128	Nun aber ist unser Leib wie der Leib unserer Brüder, und unsere Söhne sind wie ihre Söhne. Und doch müssen wir unsere Söhne und Töchter zum Sklavendienst pressen. Manche unserer Töchter wurden vergewaltigt, und wir können nichts dagegen tun. Unsere Felder und Weinberge gehören anderen."
1005060049	Da geriet ich in großen Zorn, als ich ihre Klage hörte und diese Worte.
10050700ac	Und mein Herz zwang mich, daß ich mit den Adligen und Vorstehern rechtete und zu ihnen sprach: "Ihr treibt ja Wucher miteinander." Und so hielt ich ihnen eine große Rede.
10050800f4	Ich sprach zu ihnen: "Wir haben unsere jüdischen Brüder losgekauft, die an die Heiden verkauft waren, soviel an uns war. Nun verkauft ihr selbst eure Brüder, und sie werden an uns verkauft?" Sie aber schwiegen still und fanden keine Antwort.
1005090096	Ich sprach: "Nichtsnutzig ist, was ihr tut. Solltet ihr nicht in der Furcht vor unserem Gott wandeln, schon aus Scham vor den Heiden, unseren Feinden?
10050a007b	Ich, meine Brüder und meine Knappen haben ihnen Getreide und Geld geliehen. Lassen wir doch die Schuldforderung verfallen!
10050b009a	Gebt ihnen sogleich ihre Felder, Weinberge, Ölbaumgärten und Häuser zurück, sowie die Zinsen vom Geld, Korn, Most und Öl, die ihr von ihnen fordert!"
10050c00a2	Da sprachen sie: "Wir geben es zurück und verlangen nichts mehr. Wir wollen tun, wie du gesagt." Da berief ich die Priester und ließ sie schwören, also zu tun.
10050d0128	Ich schüttelte dazu meines Kleides Falten und sprach: "So schüttle Gott all die Männer, die das Versprechen nicht halten, aus Haus und aus Besitz! So leer und ausgeschüttelt werde jeder!" Und die ganze Gemeinde sprach: "So sei es!" Und sie pries den Herrn. Und das Volk tat nach diesem Worte.
10050e00eb	Von dem Tage an, da er mir den Auftrag gab, Statthalter im Judaland zu sein, vom zwanzigsten bis zum zweiunddreißigsten Jahre des Königs Artachsast, zwölf Jahre, haben weder ich noch meine Brüder die Kost des Landpflegers gegessen.
10050f00e3	Die früheren Landpfleger, meine Vorgänger, hatten das Volk bedrückt. Sie nahmen von ihnen Brot und Wein, außerdem vierzig Ringe. Auch ihre Knappen hatten das Volk vergewaltigt. Ich aber habe nicht so getan aus Gottesfurcht.
1005100086	Dann habe ich bei diesem Mauerbau mitgeholfen, obwohl wir kein Feld gekauft hatten. Alle meine Knappen waren dort beim Bau versammelt.
1005110073	Judäer und Edle, an hundertfünfzig Mann, und die zu uns kamen von den Heiden rings um uns, waren an meinem Tisch.
1005120111	Was täglich zubereitet wurde, waren ein Stier und sechs auserlesene Schafe. Auch Geflügel war mir zubereitet worden. Und alle zehn Tage Wein in Fülle. Trotzdem habe ich die Kost des Landpflegers nicht beansprucht, weil die Fronarbeit schwer auf diesem Volk gelastet hat.
100513005a	Mein Gott, gedenke meiner und rechne mir zum Besten alles, was ich für dieses Volk getan!
10060100d8	Sanballat aber, Tobia, dem Araber Gesem und unseren anderen Feinden kam es zu Ohren, daß ich die Mauer aufgebaut und daß keine Bresche darin zurückgeblieben sei. Nur Tore hatte ich bis dahin noch nicht eingesetzt.
1006020098	Da schickten Sanballat und Gesem zu mir und ließen sagen: "Auf! Wir wollen im Tal Ono in Kephirim zusammenkommen." Sie aber planten, mir Böses zu tun.
10060300b7	Ich sandte zu ihnen Boten und ließ melden: "Ich arbeite an einem großen Werk. Darum kann ich nicht hinunterkommen. Warum soll das Werk feiern, wenn ich es ließe und zu euch käme?"
100604005d	So schickten sie zu mir in dieser Weise viermal. Und ich gab ihnen stets die gleiche Antwort.
1006050071	Da schickte Sanballat, auf diese Weise zum fünftenmal, seinen Diener zu mir mit einem offenen Brief in der Hand.
10060600db	Darin stand geschrieben: "Man hört bei den Heiden reden - auch Gasmu sagt es -, du und die Judäer planten Aufruhr. Deshalb bautest du die Mauer auf. Du selbst wolltest, nach diesen Gerüchten, bei ihnen König werden.
10060700ba	Sogar Propheten habest du angestellt, um zu Jerusalem von dir zu künden: 'In Juda König!' Nun wird dem König solches zu Ohren kommen. Darum auf! Wir wollen zusammen darüber beraten."
1006080084	Ich aber schickte zu ihm und ließ ihm sagen: "Nichts von all dem, was du sagst, ist geschehen. Aus deinem Herzen erdichtest du es."
100609009c	Denn sie alle wollten uns bange machen. Sie dachten: "Ihre Hände werden schlaff bei dem Werke, so daß es nicht ausgeführt wird." Nun hieß es Mut fassen.
10060a011f	Ich aber ging in das Haus Semajas, des Delajasohnes und Enkels des Mehetabel. Es war gut verschließbar. Da sprach er: "Treffen wir uns im Gotteshaus, im Innern des Tempels, und schließen wir die Tempeltore zu! Denn sie kommen, dich zu ermorden. Sie kommen bei Nacht, dich zu ermorden."
10060b0080	Ich sprach: "Ein Mann wie ich sollte fliehen? Wer meinesgleichen dächte in den Tempel gehen und leben bleiben? Ich gehe nicht."
10060c008d	Und ich erkannte, daß nicht Gott ihn gesandt hatte, sondern er verkündete mir die Weissagung, weil Tobia und Sanballat ihn gedungen hatten.
10060d0099	Er war gedungen worden, daß ich Angst bekäme und also täte und mich versündigte. Dieses hätte ihnen als üble Nachrede gedient, mich zu verlästern.
10060e009c	Gedenke, mein Gott, dem Tobia und dem Sanballat nach diesen ihren Taten! Auch Noadja, der Prophetin, und den anderen Propheten, die mir Angst machen wollen!
10060f005a	Die Mauer aber ward am fünfundzwanzigsten Elul im Laufe von zweiundfünfzig Tagen fertig.
10061000a6	Als unsere Feinde dies hörten, fürchteten sich alle Heiden unserer Nachbarschaft und wurden kleinlaut. Sie erkannten, daß von unserem Gott dies Werk geschehen war.
1006110062	Noch in jenen Tagen kamen Briefe vieler Adliger Judas an Tobia, und solche von Tobia kamen an sie.
10061200c2	Denn in Judäa waren viele seiner geschworenen Freunde, weil er der Schwiegersohn des Arachsohnes Sekanja war. Und Jonatan, sein Sohn, hatte die Tochter des Berekjahsohnes Mesullam heimgeführt.
100613008b	Selbst seine guten Absichten besprachen sie vor mir, und meine Worte hinterbrachten sie ihm. Tobia sandte dazu Briefe, mir Angst zu machen.
1007010070	Als die Mauer erbaut war, setzte ich die Tore ein. Dann wurden die Torhüter, die Leviten, für ihr Amt ernannt.
10070200a0	Meinen Bruder Chanani, auch Chananja genannt, bestellte ich zum Burgherrn über Jerusalem. Er galt bei vielen als ein zuverlässiger und gottesfürchtiger Mann.
1007030110	Ich sprach zu ihnen: "Man öffne nicht die Tore Jerusalems, bis die Sonne scheint, und bis sie aufgestanden sind, halte man die Tore verschlossen Haltet fest daran! Für die Bewohner Jerusalems stelle man Wachen auf, je einen auf seinen Posten und je einen vor dem Hause."
100704006b	Nun war die Stadt ausgedehnt und groß. Aber nur wenige Leute waren darin. Noch waren keine Häuser gebaut.
10070500e5	Da gab mein Gott mir ins Herz, die Adligen und Vorsteher und das Volk zu versammeln und sie nach ihrer Abkunft aufzuzeichnen. Dabei fand ich das Geschlechterverzeichnis derer, die zuerst heraufgezogen waren. Ich fand geschrieben:
10070600dd	Dies sind die Söhne der Landschaft, die aus der Gefangenschaft der Exulanten hergezogen sind, die einstens Babels König Nebukadrezar weggeführt hat, und die nach Jerusalem und Juda zurückkehrten, jeder in seine Stadt,
10070700ab	die mit Zerubbabel, Jesua, Nechemja, Azarja, Reamja, Nachamani, Mordekai, Bilsan, Misperet, Bigwai, Nechum und Baana gekommen sind, die Zahl der Männer des Volkes Israel:
100708001b	die Söhne des Paros 2.172,
1007090019	die Söhne Sephatjas 372,
10070a0019	die Söhne des Arach 652,
10070b005c	die Söhne des Pachatmoab (Moabs Statthalter), nämlich die Söhne des Jesua und Joab 2.818,
10070c001a	die Söhne des Elam 1.254,
10070d0019	die Söhne des Zattu 845,
10070e001a	die Söhne des Zakkai 760,
10070f001a	die Söhne des Binnui 648,
1007100019	die Söhne des Bebai 628,
100711001b	die Söhne des Azgad 2.322,
100712001c	die Söhne des Adonikam 667,
100713001c	die Söhne des Bigwai 2.067,
1007140018	die Söhne des Adin 655,
1007150024	die Söhne des Ater von Chizkija 98,
100716001a	die Söhne des Chasum 328,
1007170019	die Söhne des Besai 324,
100718001b	die Söhne des Chariph 112,
1007190016	die Söhne Gibeons 95,
10071a002a	die Männer von Bethlehem und Netopha 188,
10071b001b	die Männer von Anatot 128,
10071c001f	die Männer von Bet-Azmawet 42,
10071d0035	die Männer von Kirjatjearim, Kephira und Beerot 743,
10071e0026	die Männer der Rama und von Geba 621,
10071f001b	die Männer von Mikmas 122,
1007200025	die Männer von Betel und dem Ai 123,
100721001c	die Männer von Neu Nebo 52,
100722001b	die Söhne Neu Elams 1.254,
1007230017	die Söhne Charims 320,
1007240018	die Söhne Jerichos 345,
1007250027	die Söhne des Lod, Chadid und Ono 721,
1007260017	die Söhne Senaas 3930,
1007270035	die Priester: die Söhne Jedajas vom Hause Jesua 973,
100728001b	die Söhne des Immer 1.052,
100729001d	die Söhne des Paschur 1.247,
10072a001c	die Söhne des Charim 1.017,
10072b004b	die Leviten: die Söhne des Jesua, nämlich Kadmiel, die Söhne Hodewas 74,
10072c0023	die Sänger: die Söhne Asaphs 148,
10072d0087	die Torhüter: die Söhne Sallums, die Söhne Aters, die Söhne Talmons, die Söhne Akkubs, die Söhne Chatitas, die Söhne Sobais 138,
10072e0052	die Tempelsklaven: die Söhne des Sicha, die Söhne des Chasupha, die des Tabbaot,
10072f0032	die Söhne des Keros, die des Sia, die des Paddon,
1007300037	die Söhne des Lebana, die des Chazaba, die des Salmai,
1007310036	die Söhne des Chanan, die des Giddel, die des Gachar,
1007320034	die Söhne des Reaja, die des Resin, die des Nekoda,
1007330035	die Söhne des Gazzam, die des Uzza, die des Peseach,
100734003c	die Söhne des Besai, die der Mëuniter, die der Nephisiter,
100735003a	die Söhne des Bakbuk, die des Chakupha, die des Charchur,
1007360037	die Söhne des Baslit, die des Mechida, die des Charsa,
1007370036	die Söhne des Barkos, die des Sisera, die des Temach,
1007380029	die Söhne des Nesiach, die des Chatipha,
1007390066	die Söhne der Sklaven Salomos: die Söhne des Sotai, die Sopherets (der Schreiberin), die des Perida,
10073a0035	die Söhne des Jaala, die des Darkon, die des Giddel,
10073b005c	die Söhne des Sephatja, die des Chattil, die Söhne der Pokeret der Gazellen, die des Amon,
10073c0036	alle Tempelsklaven und Söhne der Sklaven Salomos 392.
10073d00ac	Dies sind die, die aus Tel Melach, Tel Charsa, Cherub, Addon und Immer hergezogen sind, aber nicht haben dartun können, ob ihr Haus und ihre Abstammung israelitisch seien:
10073e003c	die Söhne des Delaja, die des Tobia und die des Nekoda 642,
10073f00d2	und von den Priestern die Söhne des Chabaja, die des Hakkos und die Söhne Barzillais, der eine von den Töchtern des Gileaditers Barzillai sich zum Weibe genommen hatte und dann nach ihrem Namen benannt ward.
100740007d	Diese hatten ihre Geschlechtsurkunde gesucht. Sie fand sich aber nicht vor, und so wurden sie vom Priestertum ausgeschlossen.
1007410089	Da sprach der Tirsata zu ihnen, sie dürften vom Hochheiligen so lange nicht essen, bis daß ein Priester für Urim und Tummim erstünde.
100742003b	Die ganze Gemeinde, alles in allem, belief sich auf 42.360,
1007430070	nicht eingerechnet ihre Sklaven und die Sklavinnen, an Zahl 7.387; auch hatten sie 200 Sänger und Sängerinnen.
1007440033	Und ihrer Pferde waren es 736, ihrer Maultiere 245,
1007450023	ihrer Kamele 435, ihrer Esel 6.720.
10074600a5	Und einige von den Familienhäuptern spendeten in den Werkschatz; der Tirsata spendete für den Schatz an Gold 1.000 Drachmen, 50 Sprengschalen, 530 Priesterkleider.
100747006f	Einige von den Familienhäuptern spendeten in den Werkschatz an Gold 20.000 Drachmen und an Silber 2.200 Minen.
10074800bc	Und was das übrige Volk gab, betrug an Gold 20.000 Drachmen und an Silber 2.000 Minen und was das übrige Volk gab, betrug an Gold 20.000 Drachmen, an Silber 2.000 und 67 Priesterkleider.
10074900ed	Die Priester aber und die Leviten, die Torhüter, die Sänger und die Leute aus dem Volke sowie die Tempelsklaven und ganz Israel wohnten in ihren Städten. Da kam der siebte Monat heran. Die Söhne Israels waren schon in ihren Städten.
10080100b2	Da versammelte sich wie ein Mann das ganze Volk auf dem Platz vor dem Wassertor. Sie baten den Schreiber Ezra, das Buch der Lehre Mosis herzubringen, die der Herr Israel gegeben.
10080200a6	Der Priester Ezra (das ist Esdras) brachte die Lehre vor die Gemeinde, die Männer und Weiber, vor alle, die zuzuhören verstanden, am ersten Tage des siebten Monats.
10080300b9	Er las daraus auf dem Platz vor dem Wassertor von Tagesanbruch bis zum Mittag den Männern, Weibern und allen, die es verstanden, vor. Und das Volk lauschte gespannt dem Buch der Lehre.
1008040115	Der Schreiber Ezra aber trat auf einen hölzernen Turm, den man zum Reden gemacht hatte. Mattia, Sema, Ananja und Uria, Chilkia und Maaseja stellten sich neben ihn zu seiner Rechten, zu seiner linken Seite aber Pedaja, Misael, Malkia, Chasum, Chasladdana, Zekarja und Mesullam.
1008050097	Ezra öffnete nun das Buch vor den Augen des ganzen Volkes; denn er stand höher als das ganze Volk. Als er es öffnete, ward es im ganzen Volke still.
10080600aa	Da pries Ezra den Herrn, den großen Gott, und alles Volk sprach unter Händefalten: "Amen." Dann warfen sie sich nieder und beugten vor dem Herrn das Angesicht zur Erde.
10080700b9	Jesua und Bani und Serebja, Jamin, Akkub, Sabtai, sowie Hodia, Maaseja, Kelita, Azaria, Jozabad, Chanan, Pelaja und die Leviten erläuterten dem Volke die Lehre. Das Volk aber stand da.
100808007c	Sie lasen aus dem Buche, aus der Lehre Gottes, in Übersetzung vor und gaben den Sinn an. So verstanden sie das Vorgelesene.
100809011a	Da sprachen Nehemias, das ist der Tirsata, sowie der Priester und Schreiber Ezra und die Leviten, die das Volk belehrten, zum ganzen Volke: "Dieser Tag ist dem Herrn, eurem Gott, heilig. Trauert nicht und weinet nicht!" Denn das ganze Volk weinte, als es die Worte der Lehre hörte.
10080a00e1	Er sprach zu ihnen: "Auf! Esset fette Speisen! Trinkt süße Getränke! Und schickt denen Gaben, die nichts vorrätig haben! Denn heilig ist der Tag unserem Herrn. Seid nicht traurig! Die Freude am Herrn sei eure Zuversicht!"
10080b0075	Auch die Leviten beruhigten das ganze Volk mit den Worten: "Seid still! Denn der Tag ist heilig. Seid nicht traurig!"
10080c00af	Da ging das ganze Volk daran, zu essen und zu trinken und Gaben zu verschicken und ein großes Freudenfest zu halten. Denn sie verstanden die Worte, die man sie gelehrt hatte.
10080d00ad	Am zweiten Tage versammelten sich die Stammeshäupter aus dem ganzen Volke, die Priester und die Leviten, bei dem Schreiber Ezra, um weiter den Worten der Lehre zu lauschen.
10080e00a5	Da fanden sie in der Lehre geschrieben, daß der Herr durch Moses geboten habe, im siebten Monat sollten die Söhne Israels über die Festzeit in Laubhütten wohnen.
10080f00ee	Sie sollten auch in ihren Städten und in Jerusalem verkünden lassen: "Zieht ins Gebirge und holt Zweige von edlen und wilden Ölbäumen, von Myrten und Palmen und anderen dichtbelaubten Bäumen, um vorschriftsmäßig Hütten zu machen!"
10081000c9	Da zog das Volk hinaus, holte es und machte sich Hütten, jeder auf seinem Dach oder im eigenen Hof, und in des Gotteshauses Höfen und auf dem Platz des Wassertores und auf dem Platz des Ephraimtores.
100811010c	So machte die ganze Gemeinde, alle die aus der Gefangenschaft Zurückgekehrten, Hütten. Sie wohnten auch in den Hütten. Solche hatten seit der Zeit Josuas, des Sohnes Nuns, die Söhne Israels nicht mehr gemacht bis auf diesen Tag. Größte Freude herrschte darüber.
10081200bf	Man las aus dem Buche der Lehre Gottes Tag für Tag vor, vom ersten bis zum letzten Tag. So feierten sie das Fest sieben Tage. Am achten Tage aber war nach der Sitte geschlossene Versammlung.
1009010083	Am vierundzwanzigsten in diesem Monat versammelten sich die Söhne Israels, fastend und in Bußgewändern, mit Erde auf dem Haupte.
1009020081	Dann ward der Stamm Israels von allen Fremden abgesondert. Sie traten hin und bekannten ihre Sünden und die Schuld ihrer Väter.
10090300d6	Dann erhoben sie sich und lasen aus dem Buche der Lehre des Herrn, ihres Gottes, den vierten Teil des Tages vor. Und ein weiteres Viertel bekannten sie ihre Sünden und warfen sich nieder vor dem Herrn, ihrem Gott.
100904008f	Dann traten Jesua und Banai und Kadmiel, Sebanja, Bunni und Serebja, Bani, Kenani auf die Levitenbühne und flehten laut zum Herrn, ihrem Gott.
10090500f3	Dann sprachen die Leviten Jesua und Kadmiel und Bani, Chasabneja, Serebja, Hodia, Sebanja und Petachja: "Auf! Lobpreist den Herrn, euren Gott, von Ewigkeit zu Ewigkeit! Man preise Deinen wundervollen Namen, erhaben über allen Preis und Ruhm!"
10090600f1	Darauf sprach Ezra: "Du, Herr, bist einzig. Du bist es, der den Himmel schuf, der Himmel Himmel, all sein Heer, die Erde, alles, was darauf, die Meere, alles, was darin. Du bist's, der alles lebend hält, vor dem des Himmels Heer sich beugt.
100907007b	Du, Herr, Du bist der Gott, der Abram hat erkoren, und ihn aus der Chaldäer Ur geführt und ihm den Namen Abraham gegeben.
10090800f2	Du hast sein Herz getreu vor Dir erfunden und diesen Bund mit ihm geschlossen, das Land der Kanaaniter und Chittiter, der Ammoniter, Perizziter und Jebusiter, Girgasiter seinen Nachkommen zu geben. Du hieltest dies Dein Wort; Du bist gerecht.
1009090069	Du sahst das Elend unserer Väter in Ägypten, und an dem Schilfmeer hast Du ihren Hilfeschrei vernommen.
10090a00dc	Da tatest Zeichen Du und Wunder an Pharao und allen seinen Dienern und an dem ganzen Volke seines Landes. Du hast gewußt, daß diese gegen jene freventlich gehandelt. Du schufst Dir damit einen Namen bis auf diesen Tag.
10090b00b2	Gespalten hast Du auch das Meer vor ihnen, daß sie durchs Meer im Trockenen zogen. Doch ihre Feinde hast Du in die Wasserstrudel hingeschleudert wie einen Stein in wilde Wasser.
10090c008b	Durch eine Wolkensäule hast Du sie bei Tag geleitet, durch eine Feuersäule in der Nacht, den Weg, auf dem sie zogen, ihnen zu beleuchten.
10090d00b3	Dann bist Du auf den Sinaiberg herabgestiegen und hast mit ihnen von dem Himmel her gesprochen; Du gabest ihnen richtige Gesetze, wahre Lehren und gute Satzungen und Vorschriften.
10090e008e	Auch Deinen heiligen Sabbat hast Du ihnen angekündet, hast ihnen die Gebote und Satzungen und Lehren durch Moses, Deinen Diener, aufgetragen.
10090f00c2	Gespendet hast Du ihnen Brot vom Himmel für den Hunger und Wasser ihnen für den Durst aus Felsen sprudeln lassen. Dann hießest Du sie jenes Land besetzen, das feierlich Du ihnen zugesprochen.
1009100062	Gefrevelt aber haben unsere Väter; halsstarrig waren sie, sie haben nicht auf Dein Gebot gehört.
1009110153	Sie haben sich geweigert, zu gehorchen, und hatten Deiner Wunder nimmermehr gedacht, die Du für sie gewirkt. Sie steiften also ihren Nacken. Sie setzten es sich in den Kopf, zu ihrem Frondienst heimzukehren nach Ägypten. Doch der Vergebung Gott bist Du, gar gnädig und barmherzig, langmütig, reich an Huld. Du hast sie nicht verlassen.
1009120091	Dann hatten sie sich ein gegossen Kalb verfertigt und gesagt: 'Dies ist dein Gott, der aus Ägypten dich geführt.' Sie lästerten erschrecklich.
10091300e7	Du aber hast sie in der Wüste nicht verlassen in Deinem Reichtum an Erbarmen. Nicht wich bei Tag die Wolkensäule je von ihnen, sie auf dem Weg zu führen, und nicht die Feuersäule nachts, zu leuchten auf dem Wege, den sie zogen.
1009140093	Nein! Deinen guten Wind hast Du bestellt, sie zu belehren. Und ihrem Munde hast Du Manna nicht versagt, hast ihnen Wasser für den Durst gespendet.
1009150099	Und vierzig Jahre hast Du in der Wüste sie versorgt; nie haben Mangel sie gelitten; zerfallen sind nicht ihre Kleider und ihre Füße nicht geschwollen.
10091600ae	Dann gabst Du ihnen Königreiche, Völker, und Du verteiltest sie als Lehen. Und sie eroberten das Land des Sichon und das des Königs von Hesbon und das des Basankönigs Og.
1009170096	Gemehrt hast Du des Himmels Sternen ähnlich ihre Kinder; Du brachtest sie in dieses Land, dahin zu geh'n Du ihren Vätern anbefohlen, es zu besetzen.
10091800dc	Und ihre Söhne kamen und eroberten das Land. Du warfst des Landes Insassen vor ihnen nieder, die Kanaaniter. Du gabst sie hin in ihre Hand, die Könige mitsamt der Länder Völkern, mit ihnen nach Belieben zu verfahren.
10091900fd	Sie nahmen feste Städte ein und Fruchtgefilde, gewannen Häuser voll des Guten all und ausgehauene Zisternen, Weinberge und Ölbaumgärten, Obstbäume in Menge. Sie aßen, und sie wurden satt und fett und schwelgten in der reichen Fülle Deiner Güter.
10091a00d3	Doch widerspenstig wurden sie. Sie fielen von Dir ab, verwarfen Deine Lehre, und Deine Seher haben sie erschlagen, die sie verwarnt, um sie zu Dir zurückzuführen. Und sie verübten fürchterliche Lästerungen.
10091b00e7	Da gabst Du sie in ihrer Dränger Hand, und sie bedrückten sie. Da schrieen sie zu Dir in ihrer Not, und Du erhörtest sie vom Himmel her. Du gabst nach Deiner großen Milde ihnen Retter, die sie aus ihrer Dränger Hand befreiten.
10091c00ef	Doch als sie Ruhe hatten, verübten sie, was Dir mißfiel; da überließest Du sie ihrer Feinde Hand, und sie beherrschten sie. Nun schrien sie wiederum zu Dir, und Du erhörtest sie vom Himmel her, befreitest sie nach Deiner großen Huld.
10091d0136	Du warntest sie, um sie zu Deiner Lehre wieder hinzuführen. Auf Deine Vorschrift hatten sie in ihrem Frevelsinne nicht gehört. Sie hatten gegen Deine Rechte sich verfehlt, durch die ein Mensch am Leben bleibt, erfüllt er sie. Sie aber zeigten sich gar störrisch. Hartnäckig waren sie geworden, ungehorsam.
10091e00b7	Du aber wartetest mit ihnen viele Jahre, verwarntest sie durch Deinen Geist, durch Deine Seher. Sie aber hatten nicht darauf gehört; da gabst Du sie in die Gewalt der Ländervölker.
10091f0084	Jedoch in Deiner großen Huld hast Du sie nicht vertilgt und nicht im Stich gelassen, weil Du ein Gott bist, gnädig und barmherzig.
1009200114	Nun, unser Gott, Du großer und gewaltiger, furchtbarer Gott, der Bund und Huld bewahrt, nicht gelte Dir als wenig all das Ungemach, das uns getroffen, unsere Könige und Oberen und Priester und Propheten und Dein ganzes Volk seit der Assyrerkönige Zeiten bis auf diesen Tag!
1009210071	Du bist gerecht bei allem, was uns traf. Du hast im Recht gehandelt. Doch unser Tun entsprang gar böser Absicht.
10092200a6	Und unsre Könige, Oberen und Priester, unsre Väter, sie haben Deine Lehre nicht befolgt, und nicht geachtet Deiner Weisung und Ermahnung, durch die Du sie vermahnt.
10092300f2	Trotz ihres eignen Königtums und trotz der reichen Güterfülle, die Du ihnen hast geschenkt, und trotz dem weiten, fetten Boden, den Du ihnen hast verliehen, haben sie doch Dir nicht gedient und nicht von ihrem schlimmen Treiben abgelassen.
100924009d	Deshalb sind heute wir geknebelt, und in dem Land, das unsern Vätern Du geschenkt, damit sie seine Frucht, sein Gut genießen, darin sind wir jetzt Knechte.
10092500b1	Jetzt mehrt sich sein Ertrag den Königen, die Du ob unseren Sünden über uns gesetzt. Sie schalten nach Belieben über uns und unser Vieh, und wir sind selbst in großer Not."
100926009b	Trotz alledem sind wir bereit, einen festen Bund zu schließen und ihn zu unterzeichnen. Auf der Urkunde sollen unsere Oberen, Leviten und Priester stehen!
100a010049	Auf der Urkunde stand: Nehemias, der Tirsata, Chakaljas Sohn, und Sidkja,
100a020018	Seraja, Azarja, Jirmeja,
100a030018	Paschur, Amarja, Malkia,
100a040019	Chattus. Sebanja, Malluk,
100a050018	Charim, Meremot, Obadja,
100a060018	Daniel, Ginneton, Baruk,
100a070019	Mesullam, Abia, Mijjamin,
100a08002f	Maazja, Bilgai, Semaja. Dies sind die Priester.
100a09004e	Ferner die Leviten: Jesua, Azanjas Sohn, Binnui von Chenadas Söhnen, Kadmiel,
100a0a003b	und ihre Brüder Sebanja, Hodia, Kelita, Pelaja und Chanan,
100a0b0017	Mika, Rechob, Chasabja,
100a0c0019	Zakkur, Serebja, Sebanja,
100a0d0014	Hodia, Bani, Beninu.
100a0e003e	Die Häupter des Volkes: Paros, Pachatmoab, Elam, Zattu, Bani,
100a0f0014	Bunni, Azgad, Bebai,
100a100015	Adonia, Bigwai, Adin,
100a110015	Ater, Chizkia, Azzur,
100a120015	Hodia, Chasum, Besai,
100a130017	Chariph, Anatot, Nebai,
100a14001a	Magpias, Mesullam, Chezir,
100a150019	Mesezabel, Sadok, Jaddua,
100a160018	Pelatja, Chanan, Ananja,
100a170018	Hosea, Chananja, Chasub,
100a180019	Halloches, Pilcha, Sobek,
100a19001a	Rechum, Chasabna, Maaseja,
100a1a0018	und Achia, Chanan, Anan,
100a1b0016	Malluk, Charim, Baana.
100a1c00f6	Die anderen aus dem Volke aber, die Priester, Leviten, Torhüter, Sänger, Tempelsklaven sowie alle, die sich von den Völkern der Länder abgesondert und der Lehre Gottes beigetreten, ihre Frauen, Söhne und Töchter, jeder Kundige und Wissende,
100a1d010c	schließen sich ihren Brüdern, ihren Adligen, an und treten in Eid und Schwur, nach Gottes Lehre zu wandeln, die durch Moses, den Diener Gottes, gegeben worden ist, und alle Gebote des Herrn, unseres Gottes, zu halten und zu befolgen, ebenso seine Rechte und Gesetze.
100a1e0067	Wir geben weder unsere Töchter den Völkern des Landes, noch freien wir ihre Töchter unseren Söhnen.
100a1f00e6	Wir nehmen nichts von den Völkern der Länder, die am Sabbat Waren und allerhand Getreide zum Verkauf bringen, am Sabbat und an einem anderen heiligen Tage. Wir verzichten auf den Ertrag des siebten Jahres und auf jedes Darlehen.
100a20006d	Wir legen uns als Gesetz auf, jährlich einen Drittelring zum Dienst in unserem Gotteshaus für uns zu geben:
100a2100e1	Zum Schaubrot, dem täglichen Speiseopfer und dem täglichen Brandopfer, zu den Sabbat- und Neumondopfern, den Festopfern, den Heiligungs- und Sündopfern, um Israel zu Entsündigen, und zu jedem Werke an unserem Gotteshause.
100a220118	Wir haben Lose geworfen, die Priester, Leviten und das Volk, für die Holzspende, um sie in unser Gotteshaus zu bringen, nach Familien zu bestimmter Zeit, Jahr für Jahr. Auf dem Altar des Herrn, unseres Gottes, soll man damit Feuer anzünden, wie es in der Lehre geschrieben ist.
