0100000009	創世記
0d120400cf	そしてダビデは彼から戦車一千、騎兵七千人、歩兵二万人を取った。ダビデは一百の戦車の馬を残して、そのほかの戦車の馬はみなその足の筋を切った。
0d120500a8	その時ダマスコのスリヤびとがゾバの王ハダデゼルを助けるために来たので、ダビデはそのスリヤびと二万二千人を殺した。
0d120600db	そしてダビデはダマスコのスリヤに守備隊を置いた。スリヤびとはみつぎを納めてダビデのしもべとなった。主はダビデにすべてその行く所で勝利を与えられた。
0d12070078	ダビデはハダデゼルのしもべらが持っていた金の盾を奪って、エルサレムに持ってきた。
0d120800c0	またハダデゼルの町テブハテとクンからダビデは非常に多くの青銅を取った。ソロモンはそれを用いて青銅の海、柱および青銅の器を造った。
0d1209007e	時にハマテの王トイはダビデがゾバの王ハダデゼルのすべての軍勢を撃ち破ったことを聞き、
0d120a015f	その子ハドラムをダビデ王につかわして、彼にあいさつさせ、かつ祝を述べさせた。ハダデゼルはかつてしばしばトイと戦いを交えたが、ダビデはハダデゼルと戦って、これを撃ち破ったからである。ハドラムは金、銀および青銅のさまざまの器を贈ったので、
0d120b00c3	ダビデ王はこれをエドム、モアブ、アンモンの人々、ペリシテびと、アマクレなどの諸国民のうちから取ってきた金銀とともに、主にささげた。
0d120c0060	ゼルヤの子アビシャイは塩の谷で、エドムびと一万八千を撃ち殺した。
0d120d00ae	ダビデはエドムに守備隊を置き、エドムびとは皆ダビデのしもべとなった。主はダビデにすべてその行く所で勝利を与えられた。
0d120e0072	こうしてダビデはイスラエルの全地を治め、そのすべての民に公道と正義を行った。
0d120f0054	ゼルヤの子ヨアブは軍の長、アヒルデの子ヨシャパテは史官、
0d1210006c	アヒトブの子ザドクとアビヤタルの子アビメレクは祭司、シャウシャは書記官、
0d12110093	エホヤダの子ベナヤはケレテびととペレテびとの長、ダビデの子たちは王のかたわらにはべる大臣であった。
0d1301006c	この後アンモンの人々の王ナハシが死んで、その子がこれに代って王となった。
0d13020162	そのときダビデは言った、「わたしはナハシの子ハヌンに、彼の父がわたしに恵みを施したように、恵みを施そう」。そしてダビデは彼をその父のゆえに慰めようとして使者をつかわした。ダビデのしもべたちはハヌンを慰めるためアンモンの人々の地に来たが、
0d13030159	アンモンの人々のつかさたちはハヌンに言った、「ダビデが慰める者をあなたのもとにつかわしたことによって、あなたは彼があなたの父を尊ぶのだと思われますか。彼のしもべたちが来たのは、この国をうかがい、探って滅ぼすためではありませんか」。
0d130400c0	そこでハヌンはダビデのしもべたちを捕えて、そのひげをそり落し、その着物を中ほどから断ち切って腰の所までにして彼らを帰してやった。
0d13050138	ある人々が来て、この人たちのされたことをダビデに告げたので、彼は人をつかわして、彼らを迎えさせた。その人々が非常に恥じたからである。そこで王は言った、「ひげがのびるまでエリコにとどまって、その後帰りなさい」。
0d13060114	アンモンの人々は自分たちがダビデに憎まれることをしたとわかったので、ハヌンおよびアンモンの人々は銀千タラントを送ってメソポタミヤとアラム・マアカ、およびゾバから戦車と騎兵を雇い入れた。
0d130700ed	すなわち戦車三万二千およびマアカの王とその軍隊を雇い入れたので、彼らは来てメデバの前に陣を張った。そこでアンモンの人々は町々から寄り集まって、戦いに出動した。
0d13080054	ダビデはこれを聞いてヨアブと勇士の全軍をつかわしたので、
0d13090084	アンモンの人々は出て来て町の入口に戦いの備えをした。また助けに来た王たちは別に野にいた。
0d130a00c0	時にヨアブは戦いが前後から自分に向かっているのを見て、イスラエルのえり抜きの兵士のうちから選んで、これをスリヤびとに対して備え、
0d130b007b	そのほかの民を自分の兄弟アビシャイの手にわたして、アンモンの人々に対して備えさせ、
0d130c00db	そして言った、「もしスリヤびとがわたしに手ごわいときは、わたしを助けてください。もしアンモンの人々があなたに手ごわいときは、あなたを助けましょう。
0d130d00d2	勇ましくしてください。われわれの民のためと、われわれの神の町々のために、勇ましくしましょう。どうか、主が良いと思われることをされるように」。
0d130e00ae	こうしてヨアブが自分と一緒にいる民と共にスリヤびとに向かって戦おうとして近づいたとき、スリヤびとは彼の前から逃げた。
0d130f00cf	アンモンの人々はスリヤびとの逃げるのを見て、彼らもまたヨアブの兄弟アビシャイの前から逃げて町にはいった。そこでヨアブはエルサレムに帰った。
0d131000f9	しかしスリヤびとは自分たちがイスラエルの前に打ち敗られたのを見て、使者をつかわし、ハダデゼルの軍の長ショパクの率いるユフラテ川の向こう側にいるスリヤびとを引き出した。
0d1311012f	この事がダビデに聞えたので、彼はイスラエルをことごとく集め、ヨルダンを渡り、彼らの所に来て、これに向かって戦いの備えをした。ダビデがこのようにスリヤびとに対して戦いの備えをしたとき、彼はダビデと戦った。
0d131200c0	しかしスリヤびとがイスラエルの前から逃げたので、ダビデはスリヤびとの戦車の兵七千、歩兵四万を殺し、また軍の長ショパクをも殺した。
0d131300e4	ハダデゼルのしもべたちは味方の者がイスラエルに打ち敗られたのを見て、ダビデと和を講じ、彼に仕えた。スリヤびとは再びアンモンびとを助けることをしなかった。
0d14010111	春になって、王たちが戦いに出るに及んで、ヨアブは軍勢を率いてアンモンびとの地を荒し、行ってラバを包囲した。しかしダビデはエルサレムにとどまった。ヨアブはラバを撃って、これを滅ぼした。
0d14020126	そしてダビデは彼らの王の冠をその頭から取りはなした。その金の重さを量ってみると一タラント、またその中に宝石があった。これをダビデの頭に置いた。ダビデはまたその町のぶんどり物を非常に多く持ち出した。
0d1403011d	また彼はそのうちの民を引き出して、これをのこぎりと、鉄のつるはしと、おのを使う仕事につかせた。ダビデはアンモンびとのすべての町々にこのように行った。そしてダビデと民とは皆エルサレムに帰った。
0d140400c0	この後ゲゼルでペリシテびとと戦いが起った。その時ホシャびとシベカイが巨人の子孫のひとりシパイを殺した。かれらはついに征服された。
0d140500cc	ここにまたペリシテびとと戦いがあったが、ヤイルの子エルハナンはガテびとゴリアテの兄弟ラミを殺した。そのやりの柄は機の巻棒のようであった。
0d140600de	またガテに戦いがあったが、そこにひとりの背の高い人がいた。その手の指と足の指は六本ずつで、合わせて二十四本あった。彼もまた巨人から生れた者であった。
0d14070075	彼はイスラエルをののしったので、ダビデの兄弟シメアの子ヨナタンがこれを殺した。
0d14080078	これらはガテで巨人から生れた者であったが、ダビデの手とその家来たちの手に倒れた。
0d1501007e	時にサタンが起ってイスラエルに敵し、ダビデを動かしてイスラエルを数えさせようとした。
0d150200d2	ダビデはヨアブと軍の将校たちに言った、「あなたがたは行って、ベエルシバからダンまでのイスラエルを数え、その数を調べてわたしに知らせなさい」。
0d1503015f	ヨアブは言った、「それがどのくらいあっても、どうか主がその民を百倍に増されるように。しかし王わが主よ、彼らは皆あなたのしもべではありませんか。どうしてわが主はこの事を求められるのですか。どうしてイスラエルに罪を得させられるのですか」。
0d150400a5	しかし王の言葉がヨアブに勝ったので、ヨアブは出て行って、イスラエルをあまねく行き巡り、エルサレムに帰って来た。
0d150500c3	そしてヨアブは民の総数をダビデに告げた。すなわちイスラエルにはつるぎを抜く者が百十万人、ユダにはつるぎを抜く者が四十七万人あった。
0d15060084	しかしヨアブは王の命令を快しとしなかったので、レビとベニヤミンとはその中に数えなかった。
0d15070054	この事が神の目に悪かったので、神はイスラエルを撃たれた。
0d150800ed	そこでダビデは神に言った、「わたしはこの事を行って大いに罪を犯しました。しかし今どうか、しもべの罪を除いてください。わたしは非常に愚かなことをいたしました」。
0d1509003c	主はダビデの先見者ガデに告げて言われた、
0d150a00d2	「行ってダビデに言いなさい、『主はこう仰せられる、わたしは三つの事を示す。あなたはその一つを選びなさい。わたしはそれをあなたに行おう』と」。
0d150b0075	ガデはダビデのもとに来て言った、「主はこう仰せられます、『あなたは選びなさい。
0d150c01ad	すなわち三年のききんか、あるいは三月の間、あなたのあだの前に敗れて、敵のつるぎに追いつかれるか、あるいは三日の間、主のつるぎすなわち疫病がこの国にあって、主の使がイスラエルの全領域にわたって滅ぼすことをするか』。いま、わたしがどういう答をわたしをつかわしたものになすべきか決めなさい」。
0d150d00ed	ダビデはガデに言った、「わたしは非常に悩んでいるが、主のあわれみは大きいゆえ、わたしを主の手に陥らせてください。しかしわたしを人の手に陥らせないでください」。
0d150e0075	そこで主はイスラエルに疫病を下されたので、イスラエルびとのうち七万人が倒れた。
0d150f0189	神はまたみ使をエルサレムにつかわして、これを滅ぼそうとされたが、み使がまさに滅ぼそうとしたとき、主は見られて、この災を悔い、その滅ぼすみ使に言われた、「もうじゅうぶんだ。今あなたの手をとどめよ」。そのとき主の使はエブスびとオルナンの打ち場のかたわらに立っていた。
0d151000ea	ダビデが目をあげて見ると、主の使が地と天の間に立って、手に抜いたつるぎをもち、エルサレムの上にさし伸べていたので、ダビデと長老たちは荒布を着て、ひれ伏した。
0d1511018c	そしてダビデは神に言った、「民を数えよと命じたのはわたしではありませんか。罪を犯し、悪い事をしたのはわたしです。しかしこれらの羊は何をしましたか。わが神、主よ、どうぞあなたの手をわたしと、わたしの父の家にむけてください。しかし災をあなたの民に下さないでください」。
0d151200b1	時に主の使はガデに命じ、ダビデが上って行って、エブスびとオルナンの打ち場で主のために一つの祭壇を築くように告げさせた。
0d15130063	そこでダビデはガデが主の名をもって告げた言葉に従って上って行った。
0d15140099	そのときオルナンは麦を打っていたが、ふりかえってみ使を見たので、ともにいた彼の四人の子は身をかくした。
0d151500a2	ダビデがオルナンに近づくと、オルナンは目を上げてダビデを見、打ち場から出て来て地にひれ伏してダビデを拝した。
0d15160132	ダビデはオルナンに言った、「この打ち場の所をわたしに与えなさい。わたしは災が民に下るのをとどめるため、そこに主のために一つの祭壇を築きます。あなたは、そのじゅうぶんな価をとってこれをわたしに与えなさい」。
0d1517013e	オルナンはダビデに言った、「どうぞこれをお取りなさい。そして王わが主の良しと見られるところを行いなさい。わたしは牛を燔祭のために、打穀機をたきぎのために、麦を素祭のためにささげます。わたしは皆これをささげます」。
0d1518011d	ダビデ王はオルナンに言った、「いいえ、わたしはじゅうぶんな代価を払ってこれを買います。わたしは主のためにあなたのものを取ることをしません。また、費えなしに燔祭をささげることをいたしません」。
0d15190069	それでダビデはその所のために金六百シケルをはかって、オルナンに払った。
0d151a00cf	こうしてダビデは主のために、その所に一つの祭壇を築き、燔祭と酬恩祭をささげて、主を呼んだ。主は燔祭の祭壇の上に天から火を下して答えられた。
0d151b0057	また主がみ使に命じられたので、彼はつるぎをさやにおさめた。
0d151c0096	その時ダビデは主がエブスびとオルナンの打ち場で自分に答えられたのを見たので、その所で犠牲をささげた。
0d151d0084	モーセが荒野で造った主の幕屋と燔祭の祭壇とは、その時ギベオンの高き所にあったからである。
0d151e0090	しかしダビデはその前へ行って神に求めることができなかった。彼が主の使のつるぎを恐れたからである。
0d16010090	それでダビデは言った、「主なる神の家はこれである、イスラエルのための燔祭の祭壇はこれである」と。
0d160200a2	ダビデは命じてイスラエルの地にいる他国人を集めさせ、また神の家を建てるのに用いる石を切るために石工を定めた。
0d160300c0	ダビデはまた門のとびらのくぎ、およびかすがいに用いる鉄をおびただしく備えた。また青銅を量ることもできないほどおびただしく備えた。
0d160400ab	また香柏を数えきれぬほど備えた。これはシドンびととツロの人々がおびただしく香柏をダビデの所に持って来たからである。
0d1605015f	ダビデは言った、「わが子ソロモンは若く、かつ経験がない。また主のために建てる家はきわめて壮大で、万国に名を得、栄えを得るものでなければならない。それゆえ、わたしはその準備をしておこう」と。こうしてダビデは死ぬ前に多くの物資を準備した。
0d1606007e	そして彼はその子ソロモンを召して、イスラエルの神、主のために家を建てることを命じた。
0d16070099	すなわちダビデはソロモンに言った、「わが子よ、わたしはわが神、主の名のために家を建てようと志していた。
0d160800ff	ところが主の言葉がわたしに臨んで言われた、『おまえは多くの血を流し、大いなる戦争をした。おまえはわたしの前で多くの血を地に流したから、わが名のために家を建ててはならない。
0d16090129	見よ、男の子がおまえに生れる。彼は平和の人である。わたしは彼に平安を与えて、周囲のもろもろの敵に煩わされないようにしよう。彼の名はソロモンと呼ばれ、彼の世にわたしはイスラエルに平安と静穏とを与える。
0d160a00cf	彼はわが名のために家を建てるであろう。彼はわが子となり、わたしは彼の父となる。わたしは彼の王位をながくイスラエルの上に堅くするであろう』。
0d160b00db	それでわが子よ、どうか主があなたと共にいまし、あなたを栄えさせて、主があなたについて言われたように、あなたの神、主の家を建てさせてくださるように。
0d160c00d2	ただ、どうか主があなたに分別と知恵を賜い、あなたをイスラエルの上に立たせられるとき、あなたの神、主の律法を、あなたに守らせてくださるように。
0d160d00ff	あなたがもし、主がイスラエルについてモーセに命じられた定めとおきてとを慎んで守るならば、あなたは栄えるであろう。心を強くし、勇め。恐れてはならない、おののいてはならない。
0d160e0132	見よ、わたしは苦難のうちにあって主の家のために金十万タラント、銀百万タラントを備え、また青銅と鉄を量ることもできないほどおびただしく備えた。また材木と石をも備えた。あなたはまたこれに加えなければならない。
0d160f007b	あなたにはまた多数の職人、すなわち石や木を切り刻む者、工作に巧みな各種の者がある。
0d1610008d	金、銀、青銅、鉄もおびただしくある。たって行いなさい。どうか主があなたと共におられるように」。
0d16110081	ダビデはまたイスラエルのすべてのつかさたちにその子ソロモンを助けるように命じて言った、
0d16120108	「あなたがたの神、主はあなたがたとともにおられるではないか。四方に泰平を賜わったではないか。主はこの地の民をわたしの手にわたされたので、この地は主の前とその民の前に服している。
0d1613011d	それであなたがたは心をつくし、精神をつくしてあなたがたの神、主を求めなさい。たって主なる神の聖所を建て、主の名のために建てるその家に、主の契約の箱と神の聖なるもろもろの器を携え入れなさい」。
0d1701006c	ダビデは老い、その日が満ちたので、その子ソロモンをイスラエルの王とした。
0d17020060	ダビデはイスラエルのすべてのつかさおよび祭司とレビびとを集めた。
0d17030066	レビびとの三十歳以上のものを数えると、その男の数が三万八千人あった。
0d170400a2	ダビデは言った、「そのうち二万四千人は主の家の仕事をつかさどり、六千人はつかさびと、およびさばきびととなり、
0d17050084	四千人は門を守る者となり、また四千人はさんびのためにわたしの造った楽器で主をたたえよ」。
0d1706007b	そしてダビデは彼らをレビの子らにしたがってゲルション、コハテ、メラリの組に分けた。
0d17070033	ゲルションの子らはラダンとシメイ。
0d17080054	ラダンの子らは、かしらのエヒエルとゼタムとヨエルの三人。
0d1709007b	シメイの子らはシロミテ、ハジエル、ハランの三人。これらはラダンの氏族の長であった。
0d170a0063	シメイの子らはヤハテ、ジナ、エウシ、ベリアの四人。皆シメイの子で、
0d170b009c	ヤハテはかしら、ジザはその次、エウシとベリアは子が多くなかったので、ともに数えられて一つの氏族となった。
0d170c005a	コハテの子らはアムラム、イヅハル、ヘブロン、ウジエルの四人。
0d170d010e	アムラムの子らはアロンとモーセである。アロンはその子らとともに、ながくいと聖なるものを聖別するために分かたれて、主の前に香をたき、主に仕え、常に主の名をもって祝福することをなした。
0d170e004b	神の人モーセの子らはレビの部族のうちに数えられた。
0d170f0039	モーセの子らはゲルションとエリエゼル。
0d17100039	ゲルションの子らは、かしらはシブエル。
0d171100ab	エリエゼルの子らは、かしらはレハビヤ。エリエゼルにはこのほかに子がなかった。しかしレハビヤの子らは非常に多かった。
0d17120036	イヅハルの子らは、かしらはシロミテ。
0d17130078	ヘブロンの子らは長子はエリヤ、次はアマリヤ、第三はヤハジエル、第四はエカメアム。
0d1714004b	ウジエルの子らは、かしらはミカ、次はイシアである。
0d1715005a	メラリの子らはマヘリとムシ。マヘリの子らはエレアザルとキシ。
0d171600a5	エレアザルは男の子がなくて死に、ただ娘たちだけであったが、キシの子であるその身内の男たちが彼女たちをめとった。
0d1717004b	ムシの子らはマヘリ、エデル、エレモテの三人である。
0d171800cc	これらはその氏族によるレビの子孫であって、その人数が数えられ、その名がしるされて、主の家の務をなした二十歳以上の者で、氏族の長であった。
0d17190084	ダビデは言った、「イスラエルの神、主はその民に平安を与え、ながくエルサレムに住まわれる。
0d171a005a	レビびとは重ねて幕屋およびその勤めの器物をかつぐことはない。
0d171b0060	ダビデの最後の言葉によって、レビびとは二十歳以上の者が数えられた
0d171c00db	彼らの務はアロンの子孫を助けて主の家の働きをし、庭とへやの仕事およびすべての聖なるものを清めること、そのほか、すべて神の家の働きをすることである。
0d171d00cc	また供えのパン、素祭の麦粉、種入れぬ菓子、焼いた供え物、油をまぜた供え物をつかさどり、またすべて分量および大きさを量ることをつかさどり、
0d171e0060	また朝ごとに立って主に感謝し、さんびし、夕にもまたそのようにし、
0d171f00c0	また安息日と新月と祭日に、主にもろもろの燔祭をささげるときは、絶えず主の前にその命じられた数にしたがってささげなければならない。
0d172000b4	このようにして彼らは会見の幕屋と聖所の務を守り、主の家の働きのためにその兄弟であるアロンの子らに仕えなければならない」。
0d18010090	アロンの子孫の組は次のとおりである。すなわちアロンの子らはナダブ、アビウ、エレアザル、イタマル。
0d1802008a	ナダブとアビウはその父に先だって死に、子がなかったので、エレアザルとイタマルが祭司となった。
0d180300a2	ダビデはエレアザルの子孫ザドクとイタマルの子孫アヒメレクの助けによって彼らを分けて、それぞれの勤めにつけた。
0d18040105	エレアザルの子孫のうちにはイタマルの子孫のうちよりも長たる人々が多かった。それでエレアザルの子孫で氏族の長である十六人と、イタマルの子孫で氏族の長である者八人にこれを分けた。
0d180500d8	このように彼らは皆ひとしく、くじによって分けられた。聖所のつかさ、および神のつかさは、ともにエレアザルの子孫とイタマルの子孫から出たからである。
0d18060159	レビびとネタネルの子である書記シマヤは、王とつかさたちと祭司ザドクとアビヤタルの子アヒメレクと祭司およびレビびとの氏族の長たちの前で、これを書きしるした。すなわちエレアザルのために氏族一つを取れば、イタマルのためにも一つを取った。
0d18070048	第一のくじはヨアリブに当り、第二はエダヤに当り、
0d18080033	第三はハリムに、第四はセオリムに、
0d18090036	第五はマルキヤに、第六はミヤミンに、
0d180a0033	第七はハッコヅに、第八はアビヤに、
0d180b0036	第九はエシュアに、第十はシカニヤに、
0d180c003c	第十一はエリアシブに、第十二はヤキムに、
0d180d0039	第十三はホッパに、第十四はエシバブに、
0d180e0039	第十五はビルガに、第十六はインメルに、
0d180f0039	第十七はヘジルに、第十八はハピセツに、
0d1810003f	第十九はペタヒヤに、第二十はエゼキエルに、
0d1811003c	第二十一はヤキンに、第二十二はガムルに、
0d18120048	第二十三はデラヤに、第二十四はマアジヤに当った。
0d181300d8	これは、彼らの先祖アロンによって設けられた定めにしたがい、主の家にはいって務をなす順序であって、イスラエルの神、主の彼に命じられたとおりである。
0d181400b1	このほかのレビの子孫は次のとおりである。すなわちアムラムの子らのうちではシュバエル。シュバエルの子らのうちではエデヤ。
0d18150054	レハビヤについては、レハビヤの子らのうちでは長子イシア。
0d18160060	イヅハリびとのうちではシロミテ。シロミテの子らのうちではヤハテ。
0d18170078	ヘブロンの子らは長子はエリヤ、次はアマリヤ、第三はヤハジエル、第四はエカメアム。
0d1818005a	ウジエルの子らのうちではミカ。ミカの子らのうちではシャミル。
0d1819004e	ミカの兄弟はイシア。イシアの子らのうちではゼカリヤ。
0d181a0048	メラリの子らはマヘリとムシ。ヤジアの子らはベノ。
0d181b0063	メラリの子孫のヤジアから出た者はベノ、ショハム、ザックル、イブリ。
0d181c0048	マヘリからエレアザルが出た。彼には子がなかった。
0d181d0036	キシについては、キシの子はエラメル。
0d181e0090	ムシの子らはマヘリ、エデル、エリモテ。これらはレビびとの子孫で、その氏族によっていった者である。
0d181f00ff	これらの者もまた氏族の兄もその弟も同様に、ダビデ王と、ザドクと、アヒメレクと、祭司およびレビびとの氏族の長たちの前で、アロンの子孫であるその兄弟たちのようにくじを引いた。
0d19010102	ダビデと軍の長たちはまたアサフ、ヘマンおよびエドトンの子らを勤めのために分かち、琴と、立琴と、シンバルをもって預言する者にした。その勤めをなした人々の数は次のとおりである。
0d190200ab	アサフの子たちはザックル、ヨセフ、ネタニヤ、アサレラであって、アサフの指揮のもとに王の命によって預言した者である。
0d19030105	エドトンについては、エドトンの子たちはゲダリヤ、ゼリ、エサヤ、ハシャビヤ、マッタテヤの六人で、琴をもって主に感謝し、かつほめたたえて預言したその父エドトンの指揮の下にあった。
0d1904011d	ヘマンについては、ヘマンの子たちはブッキヤ、マッタニヤ、ウジエル、シブエル、エレモテ、ハナニヤ、ハナニ、エリアタ、ギダルテ、ロマムテ・エゼル、ヨシベカシャ、マロテ、ホテル、マハジオテである。
0d190500c9	これらは皆、神がご自身の約束にしたがって高くされた王の先見者ヘマンの子たちであった。神はヘマンに男の子十四人、女の子三人を与えられた。
0d190600e7	これらの者は皆その父の指揮の下にあって、主の宮で歌をうたい、シンバルと立琴と琴をもって神の宮の務をした。アサフ、エドトンおよびヘマンは王の命の下にあった。
0d19070090	彼らおよび主に歌をうたうことのために訓練され、すべて熟練した兄弟たちの数は二百八十八人であった。
0d19080078	彼らは小なる者も、大なる者も、教師も生徒も皆ひとしくその務のためにくじを引いた。
0d190900ab	第一のくじはアサフのためにヨセフに当り、第二はゲダリヤに当った。彼とその兄弟たちおよびその子たち、合わせて十二人。
0d190a0069	第三はザックルに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d190b0066	第四はイヅリに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d190c0069	第五はネタニヤに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d190d0069	第六はブッキヤに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d190e0069	第七はアサレラに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d190f0066	第八はエサヤに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d1910006c	第九はマッタニヤに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d19110066	第十はシメイに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d1912006f	第十一はアザリエルに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d1913006f	第十二はハシャビヤに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d1914006f	第十三はシュバエルに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d1915006f	第十四はマッタテヤに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d1916006c	第十五はエレモテに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d1917006c	第十六はハナニヤに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d19180072	第十七はヨシベカシャに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d19190069	第十八はハナニに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d191a0069	第十九はマロテに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d191b006c	第二十はエリアタに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d191c006c	第二十一はホテルに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d191d006f	第二十二はギダルテに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d191e0072	第二十三はマハジオテに当った。その子たちおよびその兄弟たち、合わせて十二人。
0d191f0087	第二十四はロマムテ・エゼルに当った。その子たちおよびその兄弟たち、合わせて十二人であった。
0d1a010099	門を守る者の組は次のとおりである。すなわちコラびとのうちでは、アサフの子孫のうちのコレの子メシレミヤ。
0d1a020084	メシレミヤの子たちは、長子はゼカリヤ、次はエデアエル、第三はゼバデヤ、第四はヤテニエル、
0d1a030054	第五はエラム、第六はヨハナン、第七はエリヨエナイである。
0d1a040090	オベデ・エドムの子たちは、長子はシマヤ、次はヨザバデ、第三はヨア、第四はサカル、第五はネタネル、
0d1a050087	第六はアンミエル、第七はイッサカル、第八はピウレタイである。神が彼を祝福されたからである。
0d1a060081	彼の子シマヤにも数人の子が生れ、有能な人々であったので、その父の家を治める者となった。
0d1a0700b1	すなわちシマヤの子たちはオテニ、レパエル、オベデ、エルザバデで、エルザバデの兄弟エリウとセマキヤは力ある人々であった。
0d1a0800f3	これらは皆オベデ・エドムの子孫である。彼らはその子たちおよびその兄弟たちと共にその勤めに適した力ある人々で、合わせて六十二人、みなオベデ・エドムに属する者である。
0d1a09006f	メシレミヤにも子たちと兄弟たち合わせて十八人あって、皆力ある人々であった。
0d1a0a00ae	メラリの子孫ホサにも子たちがあった。そのかしらはシムリ、これは長子ではなかったが、父はこれをかしらにしたのであった。
0d1a0b0093	次はヒルキヤ、第三はテバリヤ、第四はゼカリヤである。ホサの子たちと兄弟たちは合わせて十三人である。
0d1a0c008a	これらは門を守る者の組の長たる人々であって、その兄弟たちと同様に務をなして、主の宮に仕えた。
0d1a0d0084	彼らはそれぞれ門のために小なる者も、大なる者も等しく、その氏族にしたがってくじを引いた。
0d1a0e00ae	東の門のくじはシレミヤに当った。また彼の子で思慮深い議士ゼカリヤのためにくじを引いたが、北の門のくじがこれに当った。
0d1a0f0054	オベデ・エドムには南の門のくじ、その子たちには倉のくじ、
0d1a1000bd	シュパムとホサには西の門のくじが当った。これは坂の大路にあるシャレケテの門のかたわらにあった。守る者と守る者とが相対していた。
0d1a110075	東の方には毎日六人、北の方には毎日四人、南の方には毎日四人、倉には二人と二人、
0d1a120045	西の方パルバルには大路に四人、パルバルに二人。
0d1a130063	門を守る者の組は以上のとおりで、コラの子孫とメラリの子孫であった。
0d1a140063	レビびとのうちアヒヤは神の宮の倉および聖なる物の倉をつかさどった。
0d1a150096	ラダンの子孫すなわちラダンから出たゲルションびとの子孫で、ゲルションびとの氏族の長はエヒエリである。
0d1a16006c	エヒエリ、ゼタムおよびその兄弟ヨエルの子たちは主の宮の倉をつかさどった。
0d1a17007e	アムラムびと、イヅハルびと、ヘブロンびと、ウジエルびとのうちでは次のとおりであった。
0d1a18005d	すなわちモーセの子ゲルショムの子シブエルは倉のつかさであった。
0d1a1900ba	その兄弟でエリエゼルから出た者は、その子はレハビヤ、その子はエサヤ、その子はヨラム、その子はジクリ、その子はシロミテである。
0d1a1a00e1	このシロミテとその兄弟たちはすべての聖なる物の倉をつかさどった。これはダビデ王と、氏族の長と、千人の長と、百人の長と、軍の長たちのささげたものである。
0d1a1b007e	すなわち彼らが戦いで獲たぶんどり物のうちから主の宮の修繕のためにささげたものである。
0d1a1c00e4	またすべて先見者サムエル、キシの子サウル、ネルの子アブネル、ゼルヤの子ヨアブなどがささげた物。すべてこれらのささげ物はシロミテとその兄弟たちが管理した。
0d1a1d00a5	イヅハルびとのうちでは、ケナニヤとその子たちが、つかさおよびさばきびととしてイスラエルの外事のために選ばれた。
0d1a1e00fc	ヘブロンびとのうちでは、ハシャビヤおよびその兄弟など勇士千七百人があって、ヨルダンのこなた、すなわち西の方でイスラエルの監督となり、主のすべての事を行い、王に奉仕した。
0d1a1f00f6	ヘブロンびとのうちでは、系図と氏族によってエリヤがヘブロンびとの長であったが、ダビデの治世の第四十年に彼らを尋ね求め、ギレアデのヤゼルで彼らのうちから大勇士を得た。
0d1a2000ea	ダビデ王は彼とその兄弟など氏族の長たち二千七百人の勇士をルベンびと、ガドびと、マナセびとの半部族の監督となし、すべて神につける事と王の事とをつかさどらせた。
0d1b010114	イスラエルの子孫のうちで氏族の長、千人の長、百人の長、およびつかさたちは年のすべての月の間、月ごとに交替して組のすべての事をなして王に仕えたが、その数にしたがえば各組二万四千人あった。
0d1b020096	まず第一の組すなわち正月の分はザブデエルの子ヤショベアムがこれを率いた。その組には二万四千人あった。
0d1b030060	彼はペレヅの子孫で、正月の軍団のすべての将たちのかしらであった。
0d1b040069	二月の組はアホアびとドダイがこれを率いた。その組には二万四千人あった。
0d1b050078	三月の第三の将は祭司エホヤダの子ベナヤが長であって、その組には二万四千人あった。
0d1b060087	このベナヤはかの三十人のうちの勇士であって三十人を率い、その子アミザバデがその組にあった。
0d1b07009c	四月の第四の将はヨアブの兄弟アサヘルであって、その子ゼバデヤがこれに次いだ。その組には二万四千人あった。
0d1b080072	五月の第五の将はイズラヒびとシャンモテであって、その組には二万四千人あった。
0d1b090078	六月の第六の将はテコアびとイッケシの子イラであって、その組には二万四千人あった。
0d1b0a008a	七月の第七の将はエフライムの子孫であるペロンびとヘレヅであって、その組には二万四千人あった。
0d1b0b008a	八月の第八の将はゼラびとの子孫であるホシャびとシベカイであって、その組には二万四千人あった。
