0100000007	Genèse
1225130069	Fais-nous connaître ce que nous devons lui dire: nous ne saurions lui parler, ignorants que nous sommes.
1225140064	Ah! qu’on ne lui rapporte pas mes discours! Un homme a-t-il jamais dit qu’il désirait sa perte?
1225150074	On ne peut voir maintenant la lumière du soleil, qui luit derrière les nuages; qu’un vent passe, il les dissipe.
1225160047	L’or vient du septentrion; mais Dieu, que sa majesté est redoutable!
122517007e	Le Tout-Puissant, nous ne pouvons l’atteindre: il est grand en force, et en droit, et en justice, il ne répond à personne!
122518004f	Que les hommes donc le révèrent! Il ne regarde pas ceux qui se croient sages.
122601003d	Alors Yahweh répondit à Job du sein de la tempête, et dit:
1226020055	Quel est celui qui obscurcit ainsi le plan divin, par des discours sans intelligence?
122603004e	Ceins tes reins, comme un homme: je vais t’interroger, et tu m’instruiras.
122604005c	Où étais-tu quand je posais les fondements de la terre? Dis-le, si tu as l’intelligence.
122605004b	Qui en a fixé les dimensions? Le sais-tu? Qui a tendu sur elle le cordeau?
1226060049	Sur quoi ses bases reposent-elles, ou qui en a posé la pierre angulaire,
1226070071	quand les astres du matin chantaient en chœur, et que tous les fils de Dieu poussaient des cris d’allégresse?
1226080057	Qui a fermé la mer avec des portes, lorsqu’elle sortit impétueuse du sein maternel;
1226090056	quand je lui donnai les nuages pour vêtements, et pour langes d’épais brouillards;
12260a0046	quand je lui imposai ma loi, que je lui mis des portes et des verrous,
12260b0069	et que je lui dis: «Tu viendras jusqu’ici, non au delà; ici s’arrêtera l’orgueil de tes flots»?
12260c0058	As-tu, depuis que tu existes, commandé au matin? As-tu indiqué sa place à l’aurore,
12260d005a	pour qu’elle saisisse les extrémités de la terre et qu’elle en secoue les méchants;
12260e0076	pour que la terre prenne forme, comme l’argile sous le cachet, et qu’elle se montre parée comme d’un vêtement;
12260f0069	pour que les malfaiteurs soient privés de leur lumière, et que le bras levé pour le crime soit brisé?
1226100064	Es-tu descendu jusqu’aux sources de la mer, t’es-tu promené dans les profondeurs de l’abîme?
122611005f	Les portes de la mort se sont-elles ouvertes devant toi, as-tu vu les portes du sombre séjour?
122612004e	As-tu embrassé l’étendue de la terre? Parle, si tu sais toutes ces choses.
1226130064	Où est le chemin qui conduit au séjour de la lumière, et où se trouve la demeure des ténèbres?
1226140053	Tu pourrais les saisir en leur domaine, tu connais les sentiers de leur séjour!…
1226150061	Tu le sais sans doute, puisque tu étais né avant elles; le nombre de tes jours est si grand!…
1226160052	Es-tu entré dans les trésors de la neige? As-tu vu les réservoirs de la grêle,
122617005c	que je tiens prêts pour le temps de la détresse, pour les jours de la guerre et du combat?
122618005f	Par quelle voie la lumière se divise-t-elle, et le vent d’orient se répand-il sur la terre?
122619004e	Qui a ouvert des canaux aux ondées, et tracé une route aux feux du tonnerre,
12261a0061	afin que la pluie tombe sur une terre inhabitée, sur le désert où il n’y a point d’hommes;
12261b0051	pour qu’elle arrose la plaine vaste et vide, et y fasse germer l’herbe verte!
12261c0042	La pluie a-t-elle un père? Qui engendre les gouttes de la rosée?
12261d0041	De quel sein sort la glace? Et le givre du ciel, qui l’enfante,
12261e005b	pour que les eaux durcissent comme la pierre, et que la surface de l’abîme se solidifie?
12261f005f	Est-ce toi qui serres les liens des Pléiades, ou pourrais-tu relâcher les chaînes d’Orion?
1226200062	Est-ce toi qui fais lever les constellations en leur temps, qui conduis l’Ourse avec ses petits?
1226210044	Connais-tu les lois du ciel, règles-tu ses influences sur la terre?
1226220058	Élèves-tu ta voix jusque dans les nues, pour que des torrents d’eau tombent sur toi?
122623005c	Est-ce toi qui lâches les éclairs pour qu’ils partent, et te disent-ils: «Nous voici!»
1226240056	Qui a mis la sagesse dans les nuées, ou qui a donné l’intelligence aux météores?
1226250043	Qui peut exactement compter les nuées, incliner les urnes du ciel,
1226260056	pour que la poussière se forme en masse solide et que les glèbes adhèrent ensemble?
1226270054	Est-ce toi qui chasses pour la lionne sa proie, qui rassasies la faim des lionceaux,
122628005e	quand ils sont couchés dans leur tanière, qu’ils se tiennent en embuscade dans le taillis?
1226290074	Qui prépare au corbeau sa pâture, quand ses petits crient vers Dieu, qu’ils errent çà et là, sans nourriture?
1227010073	Connais-tu le temps où les chèvres sauvages font leurs petits? As-tu observé les biches quand elles mettent bas?
1227020056	As-tu compté les mois de leur portée, et connais-tu l’époque de leur délivrance?
1227030056	Elles se mettent à genoux, déposent leurs petits, et sont quittes de leurs douleurs.
1227040061	Leurs faons se fortifient et grandissent dans les champs; ils s’en vont, et ne reviennent plus.
1227050051	Qui a lâché l’onagre en liberté, qui a brisé les liens de l’âne sauvage,
122706004b	à qui j’ai donné le désert pour maison, pour demeure la plaine salée?
122707004d	Il méprise le tumulte des villes, il n’entend pas les cris d’un maître.
1227080060	Il parcourt les montagnes pour trouver sa pâture, il y poursuit les moindres traces de verdure.
122709004f	Le buffle voudra-t-il te servir, ou bien passera-t-il la nuit dans son étable?
12270a0061	L’attacheras-tu avec une corde au sillon, ou bien hersera-t-il derrière toi dans les vallées?
12270b0055	Te fieras-tu à lui parce qu’il est très fort, lui laisseras-tu faire tes travaux?
12270c0054	Compteras-tu sur lui pour rentrer ta moisson, pour recueillir le blé dans ton aire?
12270d0064	L’aile de l’autruche bat joyeusement; elle n’a ni l’aile pieuse ni le plumage de la cigogne.
12270e004a	Elle abandonne ses œufs à la terre, et les laisse chauffer sur le sable.
12270f004a	Elle oublie que le pied peut les fouler, la bête des champs les écraser.
122710007d	Elle est dure pour ses petits, comme s’ils n’étaient pas siens; que son travail soit vain, elle ne s’en inquiète pas.
122711004d	Car Dieu lui a refusé la sagesse, et ne lui a pas départi l’intelligence.
122712005b	Mais quand elle se bat les flancs et prend son essor, elle se rit du cheval et du cavalier.
122713005c	Est-ce toi qui donnes au cheval la vigueur, qui revêts son cou d’une crinière flottante,
1227140051	qui le fais bondir comme la sauterelle? Son fier hennissement répand la terreur.
1227150058	Il creuse du pied la terre, il est fier de sa force, il s’élance au-devant du combat.
122716004e	Il se rit de la peur; rien ne l’effraie; il ne recule pas devant l’épée.
1227170042	Sur lui résonne le carquois, la lance étincelante et le javelot.
122718005d	Il frémit, il s’agite, il dévore le sol; il ne se contient plus quand la trompette sonne.
1227190082	Au bruit de la trompette, il dit: «Allons!» De loin il flaire la bataille, la voix tonnante des chefs et les cris des guerriers.
12271a0059	Est-ce par ta sagesse que l’épervier prend son vol et déploie ses ailes vers le midi?
12271b0050	Est-ce à ton ordre que l’aigle s’élève, et fait son nid sur les hauteurs?
12271c0057	Il habite les rochers, il fixe sa demeure dans les dents de la pierre, sur les sommets.
12271d0035	De là, il guette sa proie, son regard perce au loin.
12271e0050	Ses petits s’abreuvent de sang; partout où il y a des cadavres, on le trouve.
1228010021	Yahweh s’adressant à Job, dit:
122802006d	Le censeur du Tout-Puissant veut-il encore plaider contre lui? Celui qui dispute avec Dieu peut-il répondre?
1228030023	Job répondit à Yahweh, en disant:
1228040049	Chétif que je suis, que te répondrai-je? Je mets la main sur ma bouche.
1228050051	J’ai parlé une fois, je ne répliquerai pas; deux fois, je n’ajouterai rien.
1228060039	Yahweh parla encore à Job du sein de la tempête et dit:
122807004e	Ceins tes reins, comme un homme; Je vais t’interroger, et tu m’instruiras.
1228080045	Veux-tu donc anéantir ma justice, me condamner afin d’avoir droit?
1228090045	As-tu un bras comme celui de Dieu, et tonnes-tu de la voix comme lui?
12280a004e	Pare-toi de grandeur et de magnificence, revêts-toi de gloire et de majesté;
12280b0045	épanche les flots de ta colère, d’un regard abaisse tout superbe.
12280c0047	D’un regard fais plier tout superbe, écrase sur place les méchants;
12280d0054	cache-les tous ensemble dans la poussière, enferme leur visage dans les ténèbres.
12280e004a	Alors, moi aussi, je te rendrai l’hommage, que ta droite peut te sauver.
12280f0056	Vois Béhémoth, que j’ai créé comme toi: il se nourrit d’herbe, comme le bœuf.
1228100055	Vois donc, sa force est dans ses reins, et sa vigueur dans les muscles de ses flancs!
1228110058	Il dresse sa queue comme un cèdre; les nerfs de ses cuisses forment un solide faisceau.
1228120044	Ses os sont des tubes d’airain, ses côtes sont des barres de fer.
122813004d	C’est le chef-d’œuvre de Dieu; son Créateur l’a pourvu d’un glaive.
1228140064	Les montagnes produisent pour lui du fourrage, autour de lui se jouent toutes les bêtes des champs.
122815004a	Il se couche sous les lotus, dans le secret des roseaux et des marécages.
122816004b	Les lotus le couvrent de leur ombre, les saules du torrent l’environnent.
122817005f	Que le fleuve déborde, il ne craint pas; il serait calme, si le Jourdain montait à sa gueule.
1228180054	Est-ce en face qu’on pourra le saisir, avec des filets, et lui percer les narines?
1229010054	Tireras-tu Léviathan avec un hameçon, et lui serreras-tu la langue avec une corde?
1229020059	Lui passeras-tu un jonc dans les narines, et lui perceras-tu la mâchoire avec un anneau?
1229030049	T’adressera-t-il d’ardentes prières, te dira-t-il de douces paroles?
1229040048	Fera-t-il une alliance avec toi, le prendras-tu toujours à ton service?
1229050056	Joueras-tu avec lui comme avec un passereau, l’attacheras-tu pour amuser tes filles?
1229060056	Les pêcheurs associés en font-ils le commerce, le partagent-ils entre les marchands?
122907003e	Cribleras-tu sa peau de dards, perceras-tu sa tête du harpon?
1229080056	Essaie de mettre la main sur lui: souviens-toi du combat, et tu n’y reviendras plus.
122909005d	Voici que le chasseur est trompé dans son attente; la vue du monstre suffit à le terrasser.
12290a0059	Nul n’est assez hardi pour provoquer Léviathan: qui donc oserait me résister en face?
12290b005b	Qui m’a obligé, pour que j’aie à lui rendre? Tout ce qui est sous le ciel est à moi.
12290c0049	Je ne veux pas taire ses membres, sa force, l’harmonie de sa structure.
12290d005d	Qui jamais a soulevé le bord de sa cuirasse? Qui a franchi la double ligne de son râtelier?
12290e004c	Qui a ouvert les portes de sa gueule? Autour de ses dents habite la terreur.
12290f0051	Superbes sont les lignes de ses écailles, comme des sceaux étroitement serrés.
1229100043	Chacune touche sa voisine; un souffle ne passerait pas entre elles.
1229110055	Elles adhèrent l’une à l’autre, elles sont jointes et ne sauraient se séparer.
122912005d	Ses éternuements font jaillir la lumière, ses yeux sont comme les paupières de l’aurore.
1229130050	Des flammes jaillissent de sa gueule, il s’en échappe des étincelles de feu.
122914004f	Une fumée sort de ses narines, comme d’une chaudière ardente et bouillante.
1229150044	Son souffle allume les charbons, de sa bouche s’élance la flamme.
1229160040	Dans son cou réside la force, devant lui bondit l’épouvante.
122917004a	Les muscles de sa chair tiennent ensemble; fondus sur lui, inébranlables.
1229180042	Son cœur est dur comme la pierre, dur comme la meule inférieure.
1229190050	Quand il se lève, les plus braves ont peur, l’épouvante les fait défaillir.
12291a006b	Qu’on l’attaque avec l’épée, l’épée ne résiste pas, ni la lance, ni le javelot, ni la flèche.
12291b0045	Il tient le fer pour de la paille, l’airain comme un bois vermoulu.
12291c0059	La fille de l’arc ne le fait pas fuir, les pierres de la fronde sont pour lui un fétu;
12291d003d	la massue, un brin de chaume; il se rit du fracas des piques.
12291e0058	Sous son ventre sont des tessons aigus: on dirait une herse qu’il étend sur le limon.
12291f005a	Il fait bouillonner l’abîme comme une chaudière, il fait de la mer un vase de parfums.
122920005b	Il laisse après lui un sillage de lumière, on dirait que l’abîme a des cheveux blancs.
122921004d	Il n’a pas son égal sur la terre, il a été créé pour ne rien craindre.
1229220051	Il regarde en face tout ce qui est élevé, il est le roi des plus fiers animaux.
122a01001f	Job répondit à Yahweh et dit:
122a02004f	Je sais que tu peux tout, et que pour toi aucun dessein n’est trop difficile.
122a030094	«Quel est celui qui obscurcit le plan divin, sans savoir?» Oui, j’ai parlé sans intelligence de merveilles qui me dépassent et que j’ignore.
122a040043	«Écoute-moi, je vais parler; je t’interrogerai, réponds-moi.»
122a05004b	Mon oreille avait entendu parler de toi; mais maintenant mon œil t’a vu.
122a060051	C’est pourquoi je me condamne et me repens, sur la poussière et sur la cendre.
122a0700f0	Après que Yahweh eut adressé ces paroles à Job, il dit à Éliphaz de Théman: «Ma colère est allumée contre toi et contre tes deux amis, parce que vous n’avez pas parlé de moi selon la vérité, comme l’a fait mon serviteur Job.
122a080156	Maintenant, prenez sept jeunes taureaux et sept béliers; puis venez trouver mon serviteur Job, et offrez pour vous un holocauste. Job, mon serviteur, priera pour vous, et c’est par égard pour lui que je ne vous traiterai point selon votre folie; car vous n’avez pas parlé de moi selon la vérité, comme l’a fait mon serviteur Job.»
122a090099	Éliphaz de Théman, Baldad de Suhé et Sophar de Naaman allèrent donc et firent comme Yahweh leur avait dit; et Yahweh eut égard à la prière de Job.
122a0a008d	Yahweh rétablit Job dans son premier état, pendant que Job intercédait pour ses amis, et Yahweh rendit à Job le double de tous ses biens.
122a0b0110	Ses frères, ses sœurs et ses anciens amis vinrent tous le visiter et mangèrent avec lui dans sa maison. Ils le plaignirent et le consolèrent de tous les malheurs que Yahweh avait fait venir sur lui; et ils lui firent don chacun d’une késita et d’un anneau d’or.
122a0c00ac	Et Yahweh bénit les derniers temps de Job plus encore que les premiers, et il posséda quatorze mille brebis, six mille chameaux, mille paires de bœufs et mille ânesses.
122a0d0021	Il eut sept fils et trois filles;
122a0e0052	il nomma la première Jémima, la deuxième Ketsia et la troisième Kéren-Hapouk.
122a0f009a	On ne trouvait pas dans toute la terre d’aussi belles femmes que les filles de Job, et leur père leur donna une part d’héritage parmi leurs frères.
122a10007b	Job vécut après cela cent quarante ans, et il vit ses fils et les fils de ses fils jusqu’à la quatrième génération.
122a11002a	Et Job mourut vieux et rassasié de jours.
1300000007	Psaumes
13010100a8	Heureux l’homme qui ne marche pas dans le conseil des impies, qui ne se tient pas dans la voie des pécheurs, et qui ne s’assied pas dans la compagnie des moqueurs,
130102004d	mais qui a son plaisir dans la loi de Yahweh, et qui la médite jour et nuit!
13010300a3	Il est comme un arbre planté près d’un cours d’eau, qui donne son fruit en son temps, et dont le feuillage ne se flétrit pas: tout ce qu’il fait réussit.
1301040050	Il n’en est pas ainsi des impies: ils sont comme la paille que chasse le vent.
1301050072	Aussi les impies ne resteront-ils pas debout au jour du jugement, ni les pécheurs dans l’assemblée des justes.
1301060053	Car Yahweh connaît la voie du juste, mais la voie des pécheurs mène à la ruine.
1302010060	Pourquoi les nations s’agitent-elles en tumulte et les peuples méditent-ils de vains projets?
130202006f	Les rois de la terre se soulèvent, et les princes tiennent conseil ensemble, contre Yahweh et contre son Oint.
130203004b	«Brisons leurs liens, disent-ils, et jetons loin de nous leurs chaînes!»
1302040048	Celui qui est assis dans les cieux sourit, le Seigneur se moque d’eux.
130205004d	Alors il leur parlera dans sa colère, et dans sa fureur il les épouvantera:
1302060041	«Et moi, j’ai établi mon roi, sur Sion, ma montagne sainte.»
130207005f	«Je publierai le décret: Yahweh m’a dit: Tu es mon Fils, je t’ai engendré aujourd’hui.
1302080061	Demande, et je te donnerai les nations pour héritage, pour domaine les extrémités de la terre.
130209005c	Tu les briseras avec un sceptre de fer, tu les mettras en pièces comme le vase du potier.»
13020a0051	Et maintenant, rois, devenez sages; recevez l’avertissement, juges de la terre.
13020b0041	Servez Yahweh avec crainte, tressaillez de joie avec tremblement.
13020c00b5	Baisez le Fils, de peur qu’il ne s’irrite et que vous ne périssiez dans votre voie; Car bientôt s’allumerait sa colère; heureux tous ceux qui mettent en lui leur confiance.
1303010091	Chant de David. À l’occasion de sa fuite devant Absalon, son fils Yahweh, que mes ennemis sont nombreux! Quelle multitude se lève contre moi!
1303020062	Nombreux sont ceux qui disent à mon sujet: «Plus de salut pour lui auprès de Dieu!» — Séla.
130303004f	Mais toi, Yahweh, tu es mon bouclier; tu es ma gloire, et tu relèves ma tête.
1303040052	De ma voix je crie vers Yahweh, et il me répond de sa montagne sainte. — Séla.
1303050059	Je me suis couché et me suis endormi; je me suis réveillé, car Yahweh est mon soutien.
1303060050	je ne crains pas devant le peuple innombrable, qui m’assiège de toutes parts.
1303070076	Lève-toi, Yahweh! Sauve-moi, mon Dieu! Car tu frappes à la joue tous mes ennemis, tu brises les dents des méchants.
1303080048	À Yahweh le salut! Que ta bénédiction soit sur ton peuple! — Séla.
13040100d2	Au maître de chant, sur les instruments à cordes. Psaume de David. Quand je t’invoque, réponds-moi, Dieu de ma justice, toi qui dans ma détresse, me mets au large. Aie pitié de moi et entends ma prière!
1304020099	Fils des hommes, jusques à quand ma gloire sera-t-elle outragée? Jusques à quand aimerez-vous la vanité, et rechercherez-vous le mensonge? — Séla.
1304030054	Sachez que Yahweh s’est choisi un homme pieux; Yahweh entend quand je l’invoque.
1304040060	Tremblez, et ne péchez plus! Parlez-vous à vous-mêmes sur votre couche, et cessez! — Séla.
130405003c	Offrez des sacrifices de justice, et confiez-vous en Yahweh.
1304060067	Beaucoup disent: «Qui nous fera voir le bonheur?» Fais lever sur nous la lumière de ta face, Yahweh!
1304070071	Tu as mis dans mon cœur plus de joie qu’ils n’en ont au temps où abondent leur froment et leur vin nouveau.
1304080079	En paix je me coucherai et je m’endormirai aussitôt; car toi, Yahweh, toi seul, tu me fais habiter dans la sécurité.
1305010076	Au maître de chant. Sur les flûtes. Psaume de David. Prête l’oreille à mes paroles, Yahweh, entends mes soupirs;
1305020061	sois attentif à mes cris, ô mon Roi et mon Dieu; car c’est à toi que j’adresse ma prière.
1305030060	Yahweh, dès le matin, tu entends ma voix; dès le matin, je t’offre mes vœux et j’attends.
130504005d	Car tu n’es pas un Dieu qui prenne plaisir au mal; avec toi le méchant ne saurait habiter.
1305050059	Les insensés ne subsistent pas devant tes yeux; tu hais tous les artisans d’iniquité.
130506004b	Tu fais périr les menteurs; Yahweh abhorre l’homme de sang et de fraude.
130507007c	Pour moi, par ta grande miséricorde, j’irai dans ta maison; je me prosternerai, dans ta crainte, devant ton saint temple.
130508005d	Seigneur, conduis-moi, dans ta justice, à cause de mes ennemis aplanis ta voie sous mes pas.
1305090099	Car il n’y a point de sincérité dans leur bouche; leur cœur n’est que malice; leur gosier est un sépulcre ouvert, leur langue se fait caressante.
13050a0098	Châtie-les, ô Dieu. Qu’ils échouent dans leurs desseins! À cause de leurs crimes sans nombre, précipite-les; car ils sont en révolte contre toi.
13050b00be	Alors se réjouiront tous ceux qui se confient en toi; ils seront dans une perpétuelle allégresse, et tu les protégeras; ils se livreront à de joyeux transports, ceux qui aiment ton nom.
13050c0057	Car tu bénis le juste, Yahweh; tu l’entoures de bienveillance comme d’un bouclier.
13060100a1	Au maître de chant. Sur les instruments à cordes. À l’octave. Psaume de David. Yahweh, ne me punis pas dans ta colère, et ne me châtie pas dans ta fureur.
1306020063	Aie pitié de moi, Yahweh, car je suis sans force; guéris-moi, Yahweh, car mes os sont tremblants.
130603004b	Mon âme est dans un trouble extrême; et toi, Yahweh, jusques à quand…?
130604004a	Reviens, Yahweh, délivre mon âme; sauve-moi à cause de ta miséricorde.
130605004e	Car celui qui meurt n’a plus souvenir de toi; qui te louera dans le schéol?
1306060079	Je suis épuisé à force de gémir; chaque nuit ma couche est baignée de mes larmes, mon lit est arrosé de mes pleurs.
130607005d	mon œil est consumé par le chagrin; il a vieilli à cause de tous ceux qui me persécutent.
1306080033	Éloignez-vous de moi, vous tous qui faites le mal!
130609003e	Yahweh a entendu ma supplication, Yahweh accueille ma prière.
13060a0066	Tous mes ennemis seront confondus et saisis d’épouvante; ils reculeront, soudain couverts de honte.
13070100bc	Dithyrambe de David, qu’il chanta à Yahweh à l’occasion des paroles de Chus, le Benjamite. Yahweh, mon Dieu, en toi je me confie; sauve-moi de tous mes persécuteurs et délivre-moi,
130702006b	de peur qu’il ne me déchire, comme un lion, qu’il ne dévore sa proie, sans que nul ne la lui arrache.
1307030052	Yahweh, mon Dieu, si j’ai fait cela, s’il y a de l’iniquité dans mes mains;
130704006c	si j’ai rendu le mal à qui est en paix avec moi, si j’ai dépouillé celui qui m’opprime sans raison,
1307050078	que l’ennemi me poursuive et m’atteigne, qu’il foule à terre ma vie, qu’il couche ma gloire dans la poussière.
1307060092	Lève-toi, Yahweh, dans ta colère, porte-toi contre les fureurs de mes adversaires; réveille-toi pour me secourir, toi qui ordonnes un jugement.
130707006f	Que l’assemblée des peuples t’environne! Puis, t’élevant au-dessus d’elle, remonte dans les hauteurs.
1307080055	Yahweh juge les peuples: rends-moi justice, Yahweh, selon mon droit et mon innocence.
1307090076	Mets un terme à la malice des méchants, et affermis le juste, toi qui sondes les cœurs et les reins, ô Dieu juste!
13070a003e	Mon bouclier est en Dieu, qui sauve les hommes au cœur droit.
13070b0053	Dieu est un juste juge; tous les jours, le Tout-Puissant fait entendre ses menaces.
13070c0046	Certes, de nouveau il aiguise son glaive, il bande son arc et il vise;
13070d0049	il dirige sur lui des traits meurtriers, il rend ses flèches brûlantes.
13070e0061	Voici le méchant en travail de l’iniquité: il a conçu le malheur, et il enfante le mensonge.
13070f0051	il ouvre une fosse, il la creuse, et il tombe dans l’abîme qu’il préparait.
130710004b	Son iniquité retombe sur sa tête, et sa violence redescend sur son front.
1307110050	Je louerai Yahweh pour sa justice, je chanterai le nom de Yahweh, le Très-Haut.
13080100a9	Au maître de chant. Sur la Gitthienne. Chant de David. Yahweh, notre Seigneur, que ton nom est glorieux sur toute la terre! Toi qui as revêtu les cieux de ta majesté!
13080200af	Par la bouche des enfants et de ceux qui sont à la mamelle tu t’es fondé une force pour confondre tes ennemis, pour imposer silence à l’adversaire et au blasphémateur.
130803006f	Quand je contemple tes cieux, ouvrage de tes doigts, la lune et les étoiles que tu as créées, je m’écrie:
1308040072	Qu’est-ce que l’homme, pour que tu te souviennes de lui, et le fils de l’homme, pour que tu en prennes soin?
1308050057	Tu l’as fait de peu inférieur à Dieu, tu l’as couronné de gloire et d’honneur.
1308060061	Tu lui as donné l’empire sur les œuvres de tes mains; tu as mis toutes choses sous ses pieds:
130807003b	Brebis et bœufs, tous ensemble, et les animaux des champs;
1308080055	oiseaux du ciel et poissons de la mer, et tout ce qui parcourt les sentiers des mers.
1308090044	Yahweh, notre Seigneur, que ton nom est glorieux sur toute la terre!
130901008d	Au maître de chant. Sur l’air «Mort au fils». Psaume de David. Je louerai Yahweh de tout mon cœur, je raconterai toutes tes merveilles.
1309020051	Je me réjouirai et je tressaillerai en toi, je chanterai ton nom, ô Très-Haut.
1309030040	Mes ennemis reculent, ils trébuchent et tombent devant ta face.
130904005d	Car tu as fait triompher mon droit et ma cause, tu t’es assis sur ton trône en juste juge.
130905006b	Tu as châtié les nations, tu as fait périr l’impie, tu as effacé leur nom pour toujours et à jamais.
130906006d	L’ennemi est anéanti! Des ruines pour toujours! Des villes que tu as renversées! Leur souvenir a disparu!
1309070047	Mais Yahweh siège à jamais, il a dressé son trône pour le jugement.
1309080041	Il juge le monde avec justice, il juge les peuples avec droiture.
130909004e	Et Yahweh est un refuge pour l’opprimé, un refuge au temps de la détresse.
13090a006d	En toi se confient tous ceux qui connaissent ton nom; car tu ne délaisses pas ceux qui te cherchent, Yahweh.
13090b0052	Chantez à Yahweh, qui réside en Sion, publiez parmi les peuples ses hauts faits.
13090c0067	Car celui qui redemande le sang versé s’en est souvenu, il n’a point oublié le cri des affligés.
13090d0089	«Aie pitié de moi, Yahweh, disaient-ils; vois l’affliction où m’ont réduit mes ennemis, toi qui me retires des portes de la mort,
13090e007d	afin que je puisse raconter toutes les louanges, aux portes de la fille de Sion, tressaillir de joie à cause de ton salut.»
13090f007c	Les nations sont tombées dans la fosse qu’elles ont creusée, dans le lacet qu’elles ont caché s’est pris leur pied.
130910006d	Yahweh s’est montré, il a exercé le jugement, dans l’œuvre de ses mains il a enlacé l’impie. Séla.
1309110047	Les impies retournent au schéol, toutes les nations qui oublient Dieu.
1309120065	Car le malheureux n’est pas toujours oublié, l’espérance des affligés ne périt pas à jamais.
1309130060	Lève-toi, Yahweh! Que l’homme ne triomphe pas! Que les nations soient jugées devant ta face!
1309140067	Répands sur elles l’épouvante, Yahweh; que les peuples sachent qu’ils sont des hommes! — Séla.
130a010052	Pourquoi, Yahweh, te tiens-tu éloigné? et te caches-tu au temps de la détresse?
130a020077	Quand le méchant s’enorgueillit, les malheureux sont consumés; ils sont pris dans les intrigues qu’il a conçues.
130a030053	Car le méchant se glorifie de sa convoitise; le ravisseur maudit, méprise Yahweh.
130a040071	Dans son arrogance, le méchant dit: «Il ne punit pas!» «Il n’y a pas de Dieu»: voilà toutes ses pensées.
130a05009d	Ses voies sont prospères en tout temps! Tes jugements sont trop élevés pour qu’il s’en inquiète; tous ses adversaires, il les dissipe d’un souffle.
130a060063	Il dit dans son cœur: «Je ne serai pas ébranlé, je suis pour toujours à l’abri du malheur.»
130a070071	Sa bouche est pleine de malédiction, de tromperie et de violence; sous sa langue est la malice et l’iniquité.
130a080086	Il se met en embuscade près des hameaux, dans les lieux couverts il assassine l’innocent. Ses yeux épient l’homme sans défense,
130a0900a8	il est aux aguets dans le lieu couvert, comme un lion dans son fourré; il est aux aguets pour surprendre le pauvre, il se saisit du pauvre en le tirant dans son filet.
130a0a0047	Il se courbe, il se baisse, et les malheureux tombent dans ses griffes.
130a0b0058	Il dit dans son cœur: «Dieu a oublié! Il a couvert sa face, il ne voit jamais rien.»
130a0c0048	Lève-toi, Yahweh; ô Dieu, lève ta main! N’oublie pas les affligés.
130a0d005b	Pourquoi le méchant méprise-t-il Dieu? Pourquoi dit-il en son cœur: «Tu ne punis pas?»
130a0e00a4	Tu as vu pourtant; car tu regardes la peine et la souffrance, pour prendre en main leur cause. À toi s’abandonne le malheureux, à l’orphelin tu viens en aide.
130a0f005b	Brise le bras du méchant; l’impie, — si tu cherches son crime, ne le trouveras-tu pas?
130a10005d	Yahweh est roi à jamais et pour l’éternité, les nations seront exterminées de sa terre.
130a110068	Tu as entendu le désir des affligés, Yahweh; tu affermis leur cœur, tu prêtes une oreille attentive,
130a12007d	pour rendre justice à l’orphelin et à l’opprimé, afin que l’homme, tiré de la terre, cesse d’inspirer l’effroi.
130b010083	Au maître de chant. De David. En Yahweh je me confie; comment dites-vous à mon âme: «Fuyez à votre montagne, comme l’oiseau.
130b020090	Car voici que les méchants bandent l’arc, ils ont ajusté leur flèche sur la corde, pour tirer dans l’ombre sur les hommes au cœur droit.
130b030040	Quand les fondements sont renversés, que peut faire le juste?»
130b040089	Yahweh dans son saint temple, Yahweh, qui a son trône dans les cieux, a les yeux ouverts; ses paupières sondent les enfants des hommes.
130b050051	Yahweh sonde le juste; il hait le méchant et celui qui se plaît à la violence.
130b060081	Il fera pleuvoir sur les méchants des lacets, du feu et du soufre; un vent brûlant, voilà la coupe qu’ils auront en partage.
130b070052	Car Yahweh est juste, il aime la justice; les hommes droits contempleront sa face.
130c0100a2	Au maître de chant. Sur l’octave. Chant de David. Sauve, Yahweh! car les hommes pieux s’en vont, les fidèles disparaissent d’entre les enfants des hommes.
130c020064	On se dit des mensonges les uns aux autres; on parle avec des lèvres flatteuses et un cœur double.
130c030059	Que Yahweh retranche toutes les lèvres flatteuses, la langue qui discourt avec jactance,
130c040074	ceux qui disent: «Par notre langue nous sommes forts; nous avons avec nous nos lèvres: qui serait notre maître?»
130c0500ac	«À cause de l’oppression des affligés, du gémissement des pauvres, je veux maintenant me lever, dit Yahweh; je leur apporterai le salut après lequel ils soupirent.»
130c06006f	Les paroles de Yahweh sont des paroles pures, un argent fondu dans un creuset sur la terre, sept fois purifié.
130c070052	Toi, Yahweh, tu les garderas; tu les préserveras à jamais de cette génération.
130c080084	Autour d’eux les méchants se promènent avec arrogance: autant ils s’élèvent, autant seront humiliés les enfants des hommes.
130d010082	Au maître de chant. Chant de David. Jusques à quand, Yahweh, m’oublieras-tu toujours? Jusques à quand me cacheras-tu ta face?
130d0200a3	Jusques à quand formerai-je en mon âme des projets, et chaque jour le chagrin remplira-t-il mon cœur? Jusques à quand mon ennemi s’élèvera-t-il contre moi?
130d030074	Regarde, réponds-moi, Yahweh, mon Dieu! Donne la lumière à mes yeux, afin que je ne m’endorme pas dans la mort,
