2800000005	Mateo
2b130a0080	Diotsa bada Pilatec, Niri ezatzait minço? Eztaquic ecen bothere dudala hire crucificatzeco, eta bothere dudala hire largatzeco?
2b130b0099	Ihardets ceçan Iesusec, Ezuque bothereric batre ene contra, baldin eman ezpalitzaic gainetic: halacotz, ni hiri liuratu narauanac, bekatu handiagoa dic.
2b130c00ce	Handic harat baçabilan Pilate hura largatu nahiz: baina Iuduac heyagoraz ceuden, Baldin hori larga badeçac, ezaiz Cesaren adisquide: ecen bere buruä regue eguiten duen gucia contrastatzen ciayóc Cesari.
2b130d0092	Pilatec bada ençunic hitz haur, eraman ceçan campora Iesus, eta iar cedin alki iudicialean, Pabadura, eta Hebraicoz Gabbatha deitzen den lekuan.
2b130e0071	Eta cen orduan Bazcoco preparationea, eta sey orenén inguruä: orduan dioste Pilatec Iuduey, Huná çuen Reguea.
2b130f00b2	Baina hec oihu ceguiten, Ken, ken, crucifica eçac. Dioste Pilatec, çuen Reguea crucificaturen dut? Ihardets çaçaten Sacrificadore principaléc, Eztiagu regueric Cesar baicen.
2b1310005b	Orduan bada eman ciecén crucifica ledinçát. Eta har ceçaten Iesus, eta eraman ceçaten.
2b13110067	Eta hura bere crutzea çacarquela ethor cedin Bur-heçur plaça deitzen denera, eta Hebraicoz Golgotha.
2b13120069	Non crucifica baitzeçaten hura, eta harequin berceric biga, alde batetic eta bercetic, eta Iesus artean.
2b1313007c	Eta scriba ceçan titulubat Pilatec, eta eçar ceçan haren crutze gainean: eta cen scribatua, IESVS NAZARENO IVDVEN REGVEA.
2b131400a0	Titulu haur bada Iuduetaric anhitzec iracurt ceçaten: ecen ciuitate aldean cen Iesus crucificatu cen lekua: eta cen scribatua Hebraicoz, Grecquez, eta Latinez.
2b13150088	Ciotsaten bada Pilati Iuduén Sacrificadore principaléc, Ezteçála scriba Iuduén Regue: baina berac erran duela, Iuduén Reguea naiz.
2b13160037	Ihardets ceçan Pilatec, Scribatu dudana, scribatu dut.
2b131700e5	Bada gendarmeséc Iesus crucificatu çutenean har citzaten haren abillamenduac, (eta eguin citzaten laur parte, gendarmesetaric batbederari ceini bere partea) iaca-ere har ceçaten: eta iacá cen iostura gabe gainetic gucia ehoa.
2b13180139	Erran ceçaten bada bere artean, Ezteçagula hura erdira, baina daguigun harçaz çorthe ceinen içanen den: eta haur, Scriptura compli ledinçát, dioela, Ene abillamenduac partitu vkan dituzté bere artean, eta ene abillamenduaren gainean çorthe egotzi vkan duté. Bada gendarmeséc gauça hauc eguin citzaten.
2b1319006f	Eta ceuden Iesusen crutzearen aldean, haren ama eta haren amaren ahizpá, Maria Cleopasena eta Maria Magdalena.
2b131a007d	Ikus citzanean bada Iesusec bere ama, eta maite çuen discipulua han cegoela, diotsa bere amari, Emazteá, horrá hire semea.
2b131b0064	Guero diotsa discipuluari, Horrá hire ama. Eta orduandanic recebi ceçan hura discipuluac beregana.
2b131c0086	Guero nola baitzaquian Iesusec ecen berce gauça guciac ia complitu ciradela, compli ledinçát Scripturá, erran ceçan, Egarri naiz.
2b131d009b	Eta vncibat cen han vinagrez betheric eçarria. Eta hec bethe ceçaten spongiabat vinagrez, eta hissopoaren inguruän eçarriric, presenta cieçoten ahora.
2b131e0073	Eta hartu çuenean Iesusec vinagrea, erran ceçan, Gucia complitu da: eta buruä beheraturic renda ceçan spiritua.
2b131f00d6	Orduan Iuduéc ezlaudençat crutzean gorputzac Sabbathoan, ceren orduan baitzén preparationeco eguna: (ecen Sabbath hartaco egun handia cen) othoitz ceguioten Pilati hauts litecen hayén çangoac, eta ken litecen.
2b13200070	Ethor citecen bada gendarmesac, eta hauts citzaten lehenaren çangoac, eta berce harequin crucificatu cenarenac.
2b1321005d	Baina Iesusgana ethor citecenean, ikussiric ia hura hil cela etzitzaten hauts haren çangoac.
2b13220064	Baina gendarmesetaric batec dardoaz haren seihetsa iragan ceçan, eta bertan ilki cedin odol eta vr.
2b1323009b	Eta ikussi duenac testificatu vkan du, eta eguiazcoa da haren testimoniagea: harc badaqui ecen eguiác erraiten dituela, çuec-ere sinhets deçaçuençát.
2b13240060	Ecen gauça hauc eguin içan dirade Scriptura compli ledinçát, Ezta hautsiren haren heçurric.
2b13250052	Eta berriz berce Scriptura batec erraiten du, Ikussiren duté nor çulhatu dutén.
2b132600fa	Gauça hauen ondoan othoitz eguin cieçön Pilati Ioseph Arimatheacoac (cein baitzén Iesusen discipulu, baina ichilizco, Iuduén beldurrez) ken leçan Iesusen gorputza: eta permetti cieçón Pilatec. Ethor cedin bada eta ken ceçan Iesusen gorputza.
2b13270093	Eta ethor cedin Nicodemo-ere (ethorri içan cena Iesusgana gauaz lehenic) ekarten çuela myrrhazco eta aloesezco quasi ehun liberataco mixtionebat.
2b13280089	Har ceçaten orduan Iesusen gorputza, eta lot ceçaten hura mihistoihalez aromatezco vssainequin, nola costuma baitute Iuduéc ohorzteco.
2b1329008b	Eta hura crucificatu içan cen leku hartan cen baratzebat, eta baratzean monument berribat, ceinetan oraino ezpaitzén nehor eçarri içan.
2b132a0068	Han bada, Iuduén preparationeco egunaren causaz, ceren hurbil baitzén monumenta, eçar ceçaten Iesus.
2b14010092	Eta Sabbathoén lehen egunean Maria Magdalena ethorten da goicean, oraino ilhun celaric monumentera: eta ikusten du harria monumentetic aldaratua.
2b140200b7	Orduan laster eguiten du eta ethorten da Simon Pierrisgana, eta berce discipulu Iesusec maite çuenagana, eta dioste, Kendu duté Iauna monumentetic, eta eztaquigu non eçarri dutén.
2b14030051	Ilki cedin bada Pierris, eta berce discipulu hura, eta ethor citecen monumentera.
2b1404007e	Eta lasterca cioacen biac elkarrequin: baina berce discipulu hura aitzin cequión Pierrisi, eta lehen ethor cedin monumentera.
2b14050049	Eta beheitituric ikus citzan oihalac aldaratuac: badaric-ere etzedin sar.
2b14060073	Ethorten da orduan Simon Pierris hari darreicola, eta sar cedin monumentera, eta ikus citzan oihalac han eçarriac:
2b1407006e	Eta haren buru gainean içan cen crobitcheta, ez oihalequin eçarria, baina appart biribilgatua leku batetara.
2b1408007a	Orduan bada sar cedin berce discipulu monumentera lehenic ethorri içan cen hura-ere, eta ikus ceçan, eta sinhets ceçan.
2b14090052	Ecen oraino etzaquiten Scripturá, ecen behar cela hura hiletaric resuscita ledin.
2b140a0029	Itzul citecen bada discipuluac beretarat.
2b140b006c	Baina Maria cegoen monumentaren aldean campotic, nigarrez: bada nigarrez cegoela, beheiti cedin monumentera:
2b140c0089	Eta ikus citzan bi Aingueru churiz veztituac, iarriric ceudela, bata burura eta bercea oinetara, Iesusen gorputza etzan içan cen lekuan.
2b140d0084	Eta hec erran cieçoten, Emazteá, cergatic nigarrez ago? Dioste, Ceren kendu baitute ene Iauna, eta ezpaitaquit non eçarri dutén.
2b140e006c	Eta haur erran çuenean itzul cedin guibelerat, eta ikus ceçan Iesus han cegoela, eta etzaquian Iesus cela.
2b140f00c6	Diotsa Iesusec, Emazteá, cergatic nigarrez ago? noren bilha abila? Harc vstez ecen baratzeçaina cela, diotsa, Iauna, baldin hic eraman baduc hura, erradac non eçarri duán: eta nic kenduren diat.
2b14100054	Diotsa Iesusec, Mariá: Itzuliric harc diotsa, Rabboni, erran nahi baita, Magistrua.
2b141100d6	Diotsa Iesusec, Ezneçanala hunqui: ecen oraino eznaun igan neure Aitagana: baina habil ene anayetara, eta erran iecén, Igaiten naiz neure Aitagana, eta çuen Aitagana, eta neure Iaincoagana eta çuen Iaincoagana.
2b1412007a	Ethor cedin Maria Magdalena contatzen cerauela discipuluey ecen ikussi çuela Iauna, eta harc gauça hec erran cerautzala.
2b141300e1	Eta arrastu cenean Sabbathoén asteco lehen egun hartan, eta borthác ertsiac ceudela, non bilduac baitziraden discipuluac Iuduén beldurrez, ethor cedin Iesus eta gueldi cedin hayén artean, eta dioste, Baquea dela çuequin.
2b14140075	Eta haur erran çuenean, eracuts cietzén escuac eta bere seihetsa: eta aleguera citecen discipuluac ikussiric Iauna.
2b14150070	Eta erran ciecén berriz, Baquea dela çuequin: ni Aitac igorri nauen beçala, nic-ere igorten çaituztet çuec.
2b14160056	Eta haur erran çuenean, hats eman ciecén eta erran, Recebi eçaçue Spiritu saindua.
2b1417007a	Noren-ere bekatuac barkaturen baitituçue, barkatzen çaizte hæy: eta norenac-ere eduquiren baitituçue, eduquiac dirade.
2b14180057	Eta Thomas, hamabietaric bat, Didymus deitzen dena, etzén hequin Iesus ethorri cenean.
2b14190107	Erran cieçoten bada hari berce discipuluéc, Ikussi diagu Iauna. Eta harc erran ciecén, Baldin ikus ezpadeçat haren escuetan itzén seignalea, eta eçar ezpadeçat neure erhia itzén lekuan, eta eçar ezpadeçat neure escua haren seyhetsean, eztut sinhetsiren.
2b141a00cb	Eta çortzi egunen buruän berriz ciraden haren discipuluac barnean, eta Thomas hequin: ethor cedin Iesus borthác ertsiac ceudela, eta gueldi cedin hayén artean, eta erran ceçan, Baquea dela çuequin.
2b141b00b3	Guero diotsa Thomasi, Eçarrac eure erhia hemen, eta ikus itzac ene escuac: eta heda eçac eure escua, eta eçarrac ene seihetsean: eta ezaicela sinheste-gabe, baina sinheste-dun.
2b141c004d	Eta ihardets ceçan Thomasec: eta erran cieçón, Ene Iauna eta ene Iaincoá.
2b141d006a	Diotsa Iesusec, Ceren ikussi bainauc, Thomas sinhesten duc: dohatsu dituc ikussi ez, eta sinhetsi dutenac.
2b141e007c	Bada anhitz berce signoric-ere eguin ceçan Iesusec bere discipuluén aitzinean, cein ezpaitirade scribatuac liburu hunetan.
2b141f00a5	Baina gauça hauc scribatu içan dirade, sinhets deçaçuençát ecen Iesus dela Christ Iaincoaren Semea, eta sinhesten duçuela vicitzea duçuençát haren icenean.
2b15010066	Guero manifesta cequién berriz Iesus discipuluey Tiberiaco itsas aldean, manifesta cedin bada hunela:
2b150200b0	Ciraden elkarrequin Simon Pierris, eta Thomas Didymus deitzen dena, eta Nathanael, cein baitzén Cana Galileaco, eta Zebedeoren semeac, eta haren discipuluetaric berceric biga.
2b150300a4	Dioste Simon Pierrisec, Banoa arrainçara. Diotsate, Baguioaçac gu-ere hirequin. Parti citecen, eta igan citecen vncira bertan: eta gau hartan etzeçaten deus har.
2b15040076	Baina goiça ethorri cenean, eriden cedin Iesus vr bazterrean: badaric-ere etzeçaten eçagut discipuluéc Iesus cela.
2b15050050	Dioste bada Iesusec, Haourrác, iaquiric batre baduçue? Ihardets cieçoten, Ez.
2b150600a5	Eta harc dioste, Egotzaçue sarea vnciaren escuineco aldera, eta eridenen duçue. Egotz ceçaten bada, eta guehiagoric ecin hura tira ceçaqueten arrainén anhitzez.
2b150700d8	Diotsa bada Iesusec maite çuen discipulu harc Pierrisi, Iauna duc. Simon Pierris bada, ençun çuenean ecen Iauna cela, bere iuppáz ingura cedin (ceren billuzgorria baitzén) eta egotz ceçan bere buruä itsassora.
2b15080095	Eta berce discipuluac vncian ethor citecen, (ecen etziraden lurretic vrrun, baina ber-ehun bessoren inguruä) tiratzun çutela sarea arrainez bethea.
2b15090066	Eta lurrera iautsi ciradenean ikus citzaten ikatzac eçarriac, eta arraina gainean eçarria eta oguia.
2b150a003c	Dioste Iesusec, Ekarçue orain hartu dituçuen arrainetaric.
2b150b0099	Igan cedin Simon Pierris, eta tira ceçan sarea lurrera, ehun eta berroguey eta hamairur arrain handiz bethea: eta hambat bacen-ere, etzedin ethen sarea.
2b150c0096	Dioste Iesusec, Çatozte barazcal çaitezte. Eta discipuluetaric batre etzayón venturatzen interrogatzera, Hi nor aiz? çaquitelaric ecen Iauna cela.
2b150d0056	Ethorten da bada Iesus eta hartzen du oguia eta emaiten draue, eta arrainetic halaber.
2b150e006a	Haur cen ia heren aldia Iesus bere discipuluey manifestatu içan çayena hiletaric resuscitatuz gueroztic.
2b150f00c2	Bada barazcaldu ciradenean, diotsá Simon Pierrisi Iesusec, Simon Ionaren semeá, hauc baino hobe dariztac? Diotsa, Bay Iauna: hic badaquic ecen on dariçadala. Diotsa, Bazcaitzac ene bildotsac.
2b1510008e	Diotsa are berriz, Simon Ionaren semeá, on dariztac niri? Diotsa, Bay Iauna, hic badaquic ecen on dariçadala. Diotsa, Bazcaitzac ene ardiac.
2b1511010f	Erraiten drauca herenean, Simon Ionaren semeá, on dariztac niri? Triste cedin Pierris ceren erran baitzieçón herenean, On dariztac niri? Eta erran cieçón, Iauna, hic gauça guciac badaquizquic, hic badaquic ecen on dariçadala. Diotsa Iesusec, Bazcaitzac ene ardiac.
2b151200e2	Eguiaz eguiaz erraiten drauat, gazteago incenean, guerricatzen incén, eta bahindoan norat nahi baihincén: baina çahar adinean, hedaturen dituc eure escuac, eta bercec guerricaturen au, eta eramanen au nahi eztuquean lekura.
2b15130085	Eta haur erran ceçan, aditzera emaiten çuela cer herioz glorificaturen çuen Iaincoa. Eta haur erran çuenean, diotsa, Arreit niri.
2b151400cb	Itzuliric Pierrisec ikus ceçan Iesusec maite çuen discipulu hura, iarreiquiten cela, cein sustengatu-ere baitzén affarian haren estomac gainera, eta erran baitzeçan, Iauna, nor da hi traditzen auena?
2b15150048	Haur bada ikussi çuenean Pierrisec, diotsa Iesusi, Iauna, eta haur cer?
2b1516005d	Diotsa Iesusec, Baldin hori nahi badut dagoen nathorreno, cer mengoa duc hic? hi arreit niri.
2b151700bb	Eta ilki cedin hitz haur anayén artean ecen discipulu hura etzela hilen: baina etzeraucan erran Iesusec, eztuc hilen: baina, Baldin hori nahi badut dagoen nathorreno, cer mengoa duc hic?
2b1518009b	Haur da discipulu hura ceinec testificatzen baitu gauça hauçaz, eta gauça hauc harc scribatu ditu: eta badaquigu ecen eguiazco dela haren testimoniagea.
2b151900ac	Baina bada anhitz berce gauçaric-ere Iesusec eguinic, cein baldin scribatuac balirade punctuz punctu, munduac-ere eztut vste eduqui litzaqueela scriba litezquen liburuäc.
2c00000006	Eginak
2c01010063	LEHENIC minçatu içan nauc, Theophile, Iesus eguiten eta iracasten hassi içan cen gauça guciéz.
2c0102005c	Elegitu cituen Apostoluey Spiritu sainduaz manamenduac emanic, goiti recebitu cen egunerano.
2c010300ad	Ceiney eracutsi-ere baitu bere buruä viciric bere passioneaz gueroztic anthitz seignale segurez, berroguey egunez hæy eracusten eta Iaincoaren resumáz minçatzen çayela.
2c0104008f	Eta bildu cituenean, mana citzan ezlitecen parti Ierusalemetic, baina iguriqui leçaten Aitaren promessa, Cein, dio, ençun baituçue eneganic.
2c01050065	Ecen Ioannesec batheyatu du vrez, baina çuec batheyaturen çarete Spiritu sainduaz anhitz egun gabe.
2c0106007b	Hec bada bildu ciradenean interroga ceçaten hura, cioitela, Iauna, dembora hunetan bere staturaco draucac resumá Israeli?
2c01070071	Eta erran ciecén, Ezta çuey eman Aitac bere bothere proprian eçarri dituen demborén edo sasoinén eçagutzea.
2c010800be	Baina recibituren duçue çuen gainera ethorriren den Spiritu sainduaren verthutea, eta içanen çaizquidate testimonio Ierusalemen, eta Iudea gucian, eta Samarian, eta lurraren bazterrerano
2c0109007a	Eta gauça hauc erran cituenean, hec çacussatela altcha cedin: eta hodey batec harturic eraman ceçan hayén beguietaric.
2c010a0086	Eta cerurat beguiac fincatuac çadutzatela hura ioaten cenean, huná, bi guiçon presenta citecen hayén aitzinean veztidura churitan:
2c010b00cb	Ceinéc erran-ere baitzeçaten, Galileaco guiçonác, cergatic zaudete, cerurat beha çaudetela? goiti çuetaric cerurat recebitu den Iesus haur, hala ethorriren da nola ikussi baituçue cerurat ioaiten.
2c010c007a	Orduan itzul citecen Ierusalemera Oliuatzetaco deitzen den menditic, cein baita Ierusalemeco aldean, Sabbath baten bidean.
2c010d00eb	Eta sarthu içan ciradenean, igan citecen gambera gora batetara non baitzeuden Pierris eta Iacques, Ioannes eta Andriu, Philippe eta Thomas, Bartholomeo eta Mattheu, Iacques Alpheoren semea eta Simon Zelotes, eta Iuda Iacquesen anayea.
2c010e0086	Hauc guciéc perseueratzen çutén gogobatez othoitzatan eta orationetan emaztequin, eta Iesusen ama Mariarequin, eta haren anayequin,
2c010f0085	Eta egun hetan iaiquiric Pierrisec discipuluen artean, erran ceçan (eta cen han berean compainiabat seioguey personaren ingurucoric)
2c011000a8	Guiçon anayeác, complitu behar cen Scriptura haur, cein aitzinetic erran baitu Spiritu sainduac Dauid-en ahoz, Iudasez, cein içan baita Iesusen hatzamailén guidari:
2c01110056	Ecen contuco cen gurequin, eta recebitu vkan çuen administratione hunetaco portionea.
2c0112009e	Harc bada acquisitu du landabat iniquitatezco alocairutic, eta bere buruä egotziric erditic leher eguin vkan du, eta vrratu içan dirade haren halsar guciac.
2c011300a9	Eta gauça haur eçagutu içan da Ierusalemeco habitant guciéz: hala non deithu içan baita landa hura hayén lengoage propriz, Haceldama: erran nahi baita, odol landa.
2c0114009e	Ecen scribatua da Psalmuen liburuän, Eguin bedi haren habitationea desert, eta eztén han habita dadinic. Eta, Haren administrationea har deçan berce batec.
2c01150080	Behar da beraz gurequin bildu içan diraden guiçon hautaric, Iesus Iauna gure artean ioan eta ethorri içan den dembora gucian,
2c0116008a	Hassiric Ioannesen Baptismotic, gureganic goiti recebitu içan den egunerano, bat eguin dadin haren resurrectionearen testimonio gurequin.
2c01170075	Presenta citzaten bada biga, Ioseph Barsabas deitzen cena, cein icen goiticoz Iusto deithu içan baita, eta Matthias.
2c01180081	Eta othoizte eguiten çutela erran ceçaten, Hic Iauna gucien bihotzac baiteçaguzquic, eracutsac cein elegitu duán bi hautaric,
2c01190088	Har deçançát ministerio hunetaco eta Apostolutassuneco, portionea, ceinetaric erauci içan baita Iudas, ioan ledinçat bere lekurát.
2c011a008e	Eta egotz citzaten hayén çortheac, eta eror cedin çorthea Matthiasen gainera, eta consentimendu batez eçar cedin hameca Apostoluen contuan
2c02010053	Eta ethorri cenean Mendecoste eguna, guciac ciraden gogo batez leku batetan berean.
2c0202008d	Eta eguin cedin subitoqui cerutic soinubat botheretsuqui heldu den haice baten ançora, eta bethe ceçan etche gucia non baitzeuden iarriric:
2c02030063	Eta aguer cequizquien suaren ançoco mihi partituac, eta paussa cedin hetaric batbederaren gainean.
2c02040087	Eta bethe citecen guciac Spiritu sainduaz, eta has citecen minçatzen lengoage arrotzez, Spirituac minçatzera emaiten cerauen beçala.
2c02050077	Eta bacén Ierusalemen egoiten ciraden Iudu Iaincoaren beldurra çuten guiçonetaric, ceruaren azpico natione orotaric.
2c02060090	Bada hots haur eguin cenean, bil cedin gendaldebat, eta trubla cedin, ceren batbederac ençuten baitzituen bere lengoage propriz hec minçatzen.
2c0207007d	Eta spantatuac ceuden guciac, eta miresten çutén elkarri ciotsatela, Huná, minço diraden hauc gucioc, eztirade Galileano?
2c02080056	Nolatan bada guc dançuzquigu batbedera iayo içan garen lengoage propriaz minçatzen?
2c0209007f	Parthianoéc eta Medianoéc eta Elamitéc, eta Mesopotamian egoiten diradenéc, eta Iudean, eta Cappadocian, Ponten, eta Asian,
2c020a00a0	Phrygian eta Pamphylian, Egypten, eta Lybia bazterretan, baita Cyreneco aurkán, eta Roman daudenéc, eta Iuduéc eta Proselytoéc, Cretianoéc eta Arabianoéc:
2c020b0052	Ençuten ditugu hauc gure lengoagez minço diradela Iaincoaren gauça magnificoez.
2c020c0064	Eta spantatuac ceuden guciac, eta etzaquitén cer pensa, elkarri ciotsatela, Cer erran nahi da haur?
2c020e00d5	Baina çutic cegoela Pierrisec hamequequin, altcha ceçan bere voza, eta minça cequién, cioela, Guiçon Iuduác eta Ierusalemen habitatzen çareten guciác, haur iaquiçue, eta beharriez har itzaçue ene hitzac.
2c020f005e	Ecen eztirade, çuec vste duçuen beçala hauc hordi, ikussiric ecen egunaren heren orena dela
2c0210002f	Baina haur da Ioel prophetáz erran içan dena.
2c02110105	Eta içanen da, azquen egunetan (dio Iain-coac) erautsiren baitut neure Spiritutic haragui guciren gainera: eta prophetizaturen dute çuen seméc eta çuen alabéc, eta çuen gaztéc visioneac ikussiren dituzte, eta çuen çaharréc ametsez amets eguinen duté.
2c0212007c	Eta segur neure muthilén eta neure nescatoen gainera egun hetan erautsiren dut neure Spiritutic, eta prophetizaturen duté.
2c02130073	Eta eguinen ditut gauça miraculuzcoac ceruän garayan, eta signoac lurrean beherean, odol eta su eta kezco vapore.
2c02140078	Iguzquia cambiaturen date ilhumbetara, eta ilharguia odoletara, Iaunaren egun handia eta notablea dathorren baino lehen.
2c02150051	Eta içanen da norc-ere inuocaturen baitu Iaunaren icena, saluaturen baita haina.
2c021600e7	Israeltar guiçonác, ençun itzaçue hitz hauc: Iesus Nazarenoa, guiçon Iaincoaz approbatua çuec baithan obra excellentez eta miraculuz eta signoz, cein eguin baititu Iaincoac harçaz çuen artean, ceuroc-ere daquiçuen beçala:
2c02170080	Haur, Iaincoaren confeillu arrastatuz eta prouidentiaz emana hartu cindutenean, gaichtoén escuz crucificaturic hil vkan duçue.
2c02180075	Cein Iaincoac resuscitatu baitu, herioaren doloreac lachaturic, ceren ezpaitzén possible hura harçaz, eduqui ledin.
2c02190084	Ecen Dauid-ec erraiten du harçaz, Contemplatzen nuen Iauna neure aitzinean bethiere: ecen neure escuineco aldean daut higui eznadin
2c021a0076	Halacotz alegueratu da ene bihotza, eta boztu da ene mihia, eta are guehiago ene haraguia paussaturen da sperançatan.
2c021b006d	Ecen eztuc vtziren ene arimá sepulchrean, eta eztuc permettituren hire Sainduac corruptioneric sendi deçan.
2c021c0061	Eçagut eraci drauzquidac vicitzearen bideac, betheren nauc bozcarioz eure beguitharte aitzinean.
2c021d00b1	Guiçon anayeác, frangoqui erran ahal deçaqueçuet Dauid patriarcház, ecen hura hil içan dela eta ohortze içan dela, eta haren sepulchrea gure artean dela egungo egunerano.
2c021e00cc	Bada Propheta nola baitzén, eta baitzaquian ecen iuramenduz iuratu ceraucala Iaincoac ecen haren guerrunceco fructutic, haraguiaren arauez, Christ suscitaturen çuela, haren throno gainean iar eraciteco.
2c021f00a3	Aitzinetic ikussiric minçatu içan da Christen resurrectioneaz, ecen eztela vtzi içan haren arima sepulchrean, eta haren haraguiac eztuela ikussi corruptioneric.
2c02200054	Iesus haur resuscitatu vkan du Iaincoac, eta gauça hunez gu gucioc gara testimonio.
2c022100a9	Bada Iaincoaren escuinaz altchatu içan denean eta Spiritu sainduaren promessa Aitaganic recebitu duenean, erautsi vkan du çuec orain dacussaçuen eta dançuçuen haur.
2c02220069	Ecen Dauid ezta igan ceruètara: baina dio berac, Erran drauca Iaunac ene Iaunari, Iar adi ene escuinean,
2c02230036	Eçar ditzaçuedano hire etsayac hire oinén scabella.
2c0224008a	Segur iaquin beça bada Israeleco etche guciac, ecen hura Iaun eta Christ eguin duela Iaincoac: Iesus çuec crucificatu duçuen haur diot.
2c0225008b	Eta gauça hauc ençunic bihotz-chimico har ceçaten, eta erran cieçoten Pierrisi eta berce Apostoluey, Cer eguinen dugu guiçon anayeác?
2c022600ae	Eta Pierrisec dioste, Emenda çaitezte eta batheya bedi çuetaric batbedera Iesus Christen icenean bekatuén barkamendutan: eta recebituren duçue Spiritu sainduaren dohaina.
2c02270081	Ecen çuey eguin çaiçue promessa eta çuen haourrey, eta vrrun diraden guciey, cembat-ere deithuren baititu gure Iainco Iaunac.
2c02280077	Eta anhitz berce hitzez testificatzen çuen, eta exhortatzen cituen, cioela, Salua çaitezte natione gaichto hunetaric.
2c0229007d	Bada gogotic haren hitza recebitu çutenac, batheya citecen, eta augmenta citecen egun hartan hirur milla arimaren inguruäz.
2c022a006f	Eta perseueratzen çuten Apostoluén doctrinán, eta communicationean, eta oguiaren haustean, eta orationétan.
2c022b006b	Eta arima guciari beldurtassun lot cequion, eta anhitz gauça miraculuzco eta signo Apostoluez eguiten cen.
2c022c0058	Eta sinhesten çuten guciac-ere elkarrequin ciraden, eta gauça guciac commun cituztén.
2c022d0071	Possessioneac eta onhassunac saltzen cituzten, eta partitzen cerezten guciey batbederac beharra çuenaren araura.
2c022e00b4	Eta egun oroz perseueratzen çutén gogo batez templean, eta hausten çutela oguia etchez etche, hartzen çuten bere othorançá alegrançarequin eta bihotzezco simplicitaterequin:
2c022f0093	Laudatzen çutela Iaincoa, eta gratia çutela populu gucia baithan. Eta Iaunac eratchequiten ceraucan gende saluatu içatecoric egun oroz Eliçari.
2c0301006a	Bada Pierris eta Ioannes elkarrequin igaiten ciraden templera othoitz ordutan, baitzén bedratzi orenetan.
2c030200c2	Eta guiçon bere amaren sabeleandanic maingu cembat ekarten cen: cein eçarten baitzutén egun oroz templeco bortha Ederra deitzen denean, elemosyna esca lequiençát templean sartzen ciradeney.
2c03030070	Harc ikus citzanean Pierris eta Ioannes templean sartzera cioacela, othoitz eguin ciecen elemosynabat luençát.
2c0304005e	Baina harenganat beguiac çorrozturic Pierrisec Ioannesequin erran ceçan, Beheçac gureganat.
2c03050043	Eta hura beguira çayen çorrozqui, hetaric cerbait recebitu vstez.
2c0306009d	Orduan Pierrisec erran ceçan, Cilharric ez vrrheric eztiát: baina cer baitut hura emaiten drauat: Iesus Chrift Nazarenoren icenean iaiqui adi eta ebil adi.
2c0307006a	Eta hura escu escuinetic harturic, goiti ceçan, eta bertan erscont citecen haren oin çolác eta aztalac.
2c03080087	Eta iauciric gueldi cedin çutic, eta baçabilan: eta sar cedin hequin templean, ebilten eta iauzten cela eta laudatzen çuela Iaincoa.
2c0309004b	Eta ikus ceçan hura populu guciac çabilala, eta laudatzen çuela Iaincoa.
2c030a00b9	Eta eçagut ceçaten, hura ecen hura cela elemosyna esquez templeco bortha Ederrean iarten cena: eta bethe citecen iciapenez eta spantamenduz hari heldu içan çayón gauçaren gainean.
2c030b0091	Eta maingu sendatu içanac Pierris eta Ioannes çadutzala, laster eguin ceçan hetara populu guciac Salomonen deitzen den galeriara, spantaturic.
2c030c00ea	Hori ikussiric Pierrisec ihardets cieçón populuari, Israeltar guiçonác, cergatic miraculuz çaudete huneçaz? edo cergatic guregana beguiac çorrozturic çaudete, gure verthutez edo saindutassunez haur ebil eraci baguindu beçala?
2c030d00c0	Abrahamen eta Isaac-en eta Iacob-en Iaincoac, gure aiten Iaincoac glorificatu du Iesus bere Semea, çuec liuratu eta vkatu duçuena Pilaten aitzinean, harc largatzeco cela iugeatu baçuen-ere.
2c030e0061	Baina çuec saindua eta iustoa vkatu duçue, eta requeritu duçue guicerhailebat eman lequiçuen:
2c030f0078	Eta vicitzearen princea hil vkan duçue, cein Iaincoac hiletaric resuscitatu baitu: eta gauça hunez testimonio gara gu.
2c031000d3	Eta haren icena baithango fedeaz, ikusten eta eçagutzen duçuen haur, fortificatu vkan du haren icenac: eta harçaz den fedeac bere membro gucietaco dispositione haur huni eman drauca çuen gución presentián.
2c03110063	Eta orain, anayeác, badaquit ecen ignorantiaz eguin vkan duçuela, çuen Gobernadorec-ere beçala.
2c03120081	Baina Iaincoac aitzinetic bere Propheta gucién ahoz erran cituen gauçác, Christec suffrituren çuela, hala complitu vkan ditu.
2c0313004f	Emenda çaitezte bada, eta conuerti çaitezte, ken ditecençát çuen bekatuac.
2c03140093	Refrigeramendutaco demborác ethorri diratenean Iaunaren presentiatic, eta igorri duqueenean çuey aitzinetic erran içan çaiçuena, Iesus Christ:
2c03150099	Cein ceruäc eduqui behar baitu, Iaincoac, munduaren hatseandanic Propheta saindu gucién ahoz erran dituen gauça gucién restaurationeco demboretarano.
2c031600bc	Ecen Moysesec aitey erran vkan draue, Prophetabat suscitaturen drauçue çuen Iainco Iaunac çuen anayetaric ni beçalacoric: ençunen duçue hura minçaturen çaiqueçuen gauça gucietan.
2c03170061	Eta içanean da, nor-ere Propheta hari behaturen ezpaitzayo, deseguinen baita populuaren artetic.
2c03180079	Etare Samuelez guerozco Propheta guciéc, eta gueroz prophetizatu duten guciéc aitzinetic erran-ere badituzte egun hauc.
