2800000005	Matyu
280f0f00d5	Kamavahi Pita Jisasɨŋ kitɨhuta nɨmavami, Krunavundiŋ muhɨmɨmuhɨm andɨhi Gotɨndu tamɨŋgañɨ ñɨŋɨndɨndu vamba tɨhi kuyu ambavarana hañɨndu kuyu sapa arɨŋ ambavarɨna indarɨharɨŋ vaha, vami.
280f100049	Kamavahi Jisas ambami, Narɨndahara kwɨnɨkwɨnɨtɨra wɨsa vaha tɨhi.
280f11009f	Narɨ ŋgandara. Muhɨmɨmuhɨm mɨka humbañɨ indɨhundi ha mavɨ humbañɨ mɨŋgundi. Kamatɨhi mavɨ nɨŋandɨhin sɨhusɨhu tavɨyɨ pɨŋguvarahi undi.
280f1200a7	Hara kuyu mɨka nɨŋandɨhin ambavarandi haŋandɨhin mavɨŋguku nɨmbundu yɨvurahandi. Kandɨ vana haŋandɨhin andɨhi Gotɨndu tamɨŋgañɨ kru ñɨŋɨndɨndi.
280f1301dc	Yi krundu mavɨŋgukuyɨndu muhɨmɨmuhɨm ñamba vana nɨmata nɨŋɨnɨŋ yɨvurahandirɨm ambin. Indarɨmit ñamba. Kruŋ yɨvutatamahi kɨmuhɨmu vana. Navundi kru manɨman naŋga kru navundi manɨman mɨŋavɨŋgɨrɨvɨŋgɨrɨ vana. Navundi kru naŋga haŋɨnɨŋ, naŋga kru navundi naŋga haŋɨnɨŋ pɨsiŋgarahara vana. Kipa mɨŋamɨŋa vana. Ŋgatɨŋgɨrutɨŋgɨru tɨwɨmiyɨ kuyusɨhɨrɨŋguyu ambavaravara vana, naŋga muŋɨnɨŋ ñamba taŋgutaŋgu vana.
280f1400bc	Kandɨ vana nɨŋɨnɨŋ andɨhi, Gotɨndu tamɨŋgañɨ kru ñɨŋɨndɨndi. Hara kru kuma ñɨmburɨmatɨ ñandi haŋandɨhin andɨhi Gotɨndu tamɨŋgañɨ kru ñɨŋɨ mandɨndi, vami.
280f150047	Jisas pɨhu Genesaret mitata, pɨhu aru Tair naŋga Saidonɨndu vu umi.
280f1600f9	Kamatɨhi Kenanɨndu krunzapayɨndu navundi uta kandambu kɨndi ŋambɨ pata kuyu kɨmbañɨ Jisasɨŋ nɨmavami, Aru mɨŋga, na Devit Nɨŋuñɨŋgi yaŋ sɨhiŋga. Yandɨ navundi ñɨŋi nɨŋambɨŋ sundɨ ñamba arɨŋguta pɨsiŋgarandi, vami.
280f170117	Kamavahira Jisas nuŋ kuyu kɨmbɨ mu ndahara maŋambami. Kamatɨhira navundi haŋambɨ tuvɨrata sɨhɨndɨ payɨhi Jisasɨndu sɨmbɨrasara haŋɨnɨŋ pata Jisasɨŋ nɨmavamu, Navundi nɨŋambɨ sɨhɨndɨ nɨmbu avaŋgarata sirindamata payɨtɨhi sɨmbɨna aŋga umɨ, vamu.
280f180083	Kamavahu Jisas ambami, Got yaŋ sɨmbɨhi Israel hatiŋ ndaya, sipsip siŋgundɨndu maña haŋɨnɨŋ ŋguramɨrɨm payɨmin, vami.
280f1900a3	Kamavahira navundi haŋambɨ pata Jisas kɨyɨmi hañɨ tandamɨkwɨmɨkwɨta, naŋgwɨndarata pɨrɨnɨmbu tɨhɨrata nɨmavami, Aru mɨŋga, yaŋ ŋgurama, vami.
280f1a0062	Kamavahi Jisas nuŋ ambami, Ñɨŋindu ñaña nɨ mɨŋata upɨrirɨm kavarɨtɨrɨŋ utima, vami.
280f1b00bc	Kamavahira navundi haŋambɨ nɨmavami, Aru mɨŋga, kandɨ ambana. Hara ñɨŋi haŋɨnɨŋ ñahu, ñaña mɨñɨ nɨŋuvandu pina tɨwɨvu mɨŋgaramandi haŋɨnɨŋ upɨri ñandu, vami.
280f1c010b	Jisas kuyu kandɨha indarɨta navundi haŋambɨrɨm nɨmavami, Navundi na, nandɨ indarɨmaŋgaramaŋgara vana ha aru sɨkwɨ. Harɨm indarɨmitana hɨm ha yɨvuraham, vami. Kamavahi navundi haŋambɨndu ñɨŋi haŋambɨ kandɨhɨrɨvɨ hañɨ sɨkwɨtaya avindɨmi.
280f1d006a	Jisas pɨhu kandɨha mitata indu Galili kuku tɨviyɨndɨvɨñɨ ndaya umi. Kamata apuvu yahuta mɨnzɨmi.
280f1e0125	Kamatɨhi krunavundi sambɨ nu kɨyɨmiyɨ payɨmu. Kamata tanda ñamba, tamɨŋga ñumi, punzɨ kɨmɨkɨmɨ, maŋguyundavaravara haŋɨnɨŋ, naŋga muhɨmɨmuhɨm kandi naŋga haŋɨnɨŋ sambɨ tɨmbuta pata nuŋandɨ tandanzapa hañɨ tamamu. Kamatɨhu nurɨŋ mɨŋavindamahi, avindɨmu.
280f1f010a	Kamatɨhi krunavundi ŋgahu maŋguyundavarandu haŋɨnɨŋ kuyundavarahu, punzɨ kɨmɨkɨmɨ haŋɨnɨŋ avindɨhu, tanda ñamba haŋɨnɨŋ kɨndavarahu, tamɨŋga ñumi haŋɨnɨŋ tɨhɨrañamu. Kamatɨhi indarɨhɨtɨta Israelɨndu Gotɨndu ñɨmbi tɨhuyahamu.
280f20014a	Jisas nuŋandɨ sɨmbɨrasaraŋ uraramahi payɨhu nɨmavami, Krunavundi nɨŋɨnɨŋɨrɨm yaŋ mavɨndɨ. Ara naŋga arɨki hɨvɨ sɨkwɨ kɨyɨhu kwɨrɨ hɨvɨ nɨñɨ ñaña nurɨŋandɨ maŋgɨyɨ. Harɨm avɨharɨm kɨtu sɨmbɨtɨn utu avi mandɨrɨmandɨ. Tamɨŋganzihɨsihɨtinda kwɨmbɨyɨ mɨŋgata yɨvɨtuma, vami.
280f2100ca	Kamavahi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ Jisasɨŋ nɨmavamu, Nɨmbɨrañɨ kru maŋgɨyɨ. Harɨm ara mavatɨmba sambɨ paŋundu mɨŋata krunzivi kanɨŋɨnɨŋ ŋgutɨrɨŋ ñɨrɨmandɨyu, vamu.
280f2200e2	Kamavahu Jisas nurɨŋ kitɨhuta nɨmavami, Narɨŋandɨ mavatɨmba pamata kɨyɨ, vami. Kamavahi ambamu, Arɨŋandɨ mavatɨmba kuma timu, tamu arɨkinzɨpi tɨŋgɨruramata kɨyɨ, naŋga asa sambɨ sɨkwɨ maŋgɨyɨ, vamu.
280f23003c	Kamavahu Jisas krunavundiŋ ambahi pɨrɨyɨ kambamɨnzɨmu.
280f24010a	Kamatɨhu mavatɨmba kuma timu, tamu arɨkinzɨpi tɨŋgɨruramata haŋɨnɨŋ naŋga asa haŋɨnɨŋ mɨŋami. Kamata Gotɨŋ kuyu avivi ŋguta mɨŋasɨhɨraramata nuŋandɨ sɨmbɨrasaraŋ ŋgumi. Kamatɨhi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ krunavundiŋ ŋgumu.
280f2500a8	Kamatɨhu sɨhanaŋga ñahu kɨpɨtɨmi. Kamata ñata mitamu haŋɨnɨŋ yɨvutɨhɨruramata, tɨwatɨwa aruru kuma timu, tamu arɨkinzɨpi tɨŋgɨruramatayɨ kundamu.
280f26008a	Kru mɨnzɨta ñamu haŋɨnɨŋ kruŋ ndaya yɨhɨtɨŋgɨruhu 4,000 ndɨmi. Hara navundi naŋga ñɨŋi sɨrambɨŋ mayɨhɨtɨŋgɨrumu.
280f27004c	Kamata Jisas krunavundiŋ sɨmbɨhi uhu, kupik mɨŋata Magadanɨndu vu umi.
28100100ab	Farisi naŋga Sadyusi Jisasɨrɨm andɨti ŋgɨm vata pata nuŋ ambamu, Na Gotɨndu sɨmbɨra mɨŋandanatiŋgata muhɨm nzihɨ sihɨrɨna nandɨ kuma munzɨ ŋgɨm, vamu.
281002008d	Kamavahura nurɨŋ kɨmbɨ nɨmavami, Kɨvɨtiti ambandara, Ihumbɨsa nɨmbu ñaŋgwɨndɨ. Harɨm aviŋgɨvɨ kɨyɨmandɨ, vamba ambandara.
2810030142	Kɨvɨsɨhu ambandara, Kukumuwava ndaŋguta ihumbɨsa nɨmbu kitɨrɨtɨ. Harɨm musi kuku naŋga wɨnɨ payɨmandɨ, vamba ambandara. Kambu kandɨ, ihumbɨsa nɨmbu muhɨmɨmuhɨm nzihɨ yɨvurahandi haŋɨnɨŋ ŋgamaŋgarandara. Hara muhɨmɨmuhɨm nzihɨ tɨhuŋgɨrɨvɨ yɨvurahandi nɨŋɨnɨŋ maŋgamaŋgarandara.
2810040170	Krunavundi tɨhundu nɨŋɨnɨŋ ñamba ŋɨnɨŋ nzɨkwɨ, harɨm Gotɨŋ ndaya mavɨñɨ mandamandu. Kamatɨndɨ imutamut muhɨm nzihɨ ŋgɨmɨndaŋ vata tuvɨrandu, hara muhɨm nzihɨ muyɨpu ndahara maŋgɨmandɨyu. Muhɨm nzihɨ mɨŋgɨyamɨŋgɨya, Gotɨndu kru kuyu mɨŋata ambavaravara Jonandu handaya ŋgɨmandɨyu, vami. Kamavata Jisas nurɨŋ mitata umi.
28100500a6	Jisas naŋga nuŋandɨ sɨmbɨrasara haŋɨnɨŋ uta indu timukari yɨvurahamu. Hara nuŋandɨ sɨmbɨrasara haŋɨnɨŋ kwɨnɨkwɨnɨta mavatɨmba mɨŋata maŋumu.
281006006b	Kamatɨhu Jisas nurɨŋ ambami, Narɨ Farisi naŋga Sadyusindu yisɨrɨm tamɨŋga naŋga kɨndamara, vami.
2810070097	Kamavahi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ nurɨŋambi masamasa kuyudavarata ambamu, Mavatɨmba mambaha mamɨŋata payɨharɨŋ yisɨrɨm ambi, vamu.
28100800a8	Kamavahu indarɨta Jisas nurɨŋ ambami, Kru indarɨmaŋgaramaŋgara vana suksɨmbɨrɨ naŋga narɨ. Mumɨndɨhi narɨ arɨŋandɨ mavatɨmba maŋgɨyɨ, vamba ambara.
2810090080	Narɨ indarɨmitata mambaha ŋgara. Mavatɨmba kumanzɨpi timu tɨŋgɨruramata 5,000 kru ñahu, pamata tɨwatɨwayɨ kundamara.
28100a0086	Naŋga narɨ mavatɨmba kuma timu, tamu arɨkinzɨpi tɨŋgɨruramata 4,000 kru ñamu. Kamatɨhu tɨwatɨwa aruru pamatayɨ kundamara.
28100b00c1	Narɨ mumɨndɨhi indarɨmitata maŋgara. Narɨŋ yi mavatɨmbarɨm indarɨmitata kuyu maŋgwin. Yi ambin, narɨ Farisi naŋga Sadyusindu yisɨrɨm tamɨŋga naŋga kɨndamara vata ambin, vami.
28100c00ae	Kuyu kandɨha indarɨta ambamu, Yis mavatɨmba naŋga kɨrandu haŋandɨhinɨrɨm maŋambavari. Farisi naŋga Sadyusindu kuyurɨm tamɨŋga naŋga kɨndamara vata ambi, vamu.
28100d00aa	Jisas pɨhu aru Sisariafilipai vurɨm umi. Uta kandɨtɨwɨmi hañɨ nuŋandɨ sɨmbɨrasaraŋ kitɨhuta ambami, Krunavundi ninɨrɨm Krundu Ñɨŋi, vamba ambandu, vami.
28100e00fe	Kamavahi ambamu, Muvɨra nambirɨm Jon kukuyɨ mɨŋaŋgɨruhɨru hama vandu. Muvɨra nambirɨm Elaija vandu, muvɨra nambirɨm Jeremaia vandu, mana kuhandu kru Gotɨndu kuyu mɨŋata ambavaravara haŋɨnɨŋɨndu muvat mɨŋga vaha, vamba ambandu, vamu.
28100f0065	Kamavahu Jisas nurɨŋ kitɨhuta ambami, Hara narɨŋambi, yambirɨm nin ndaya vamba ambandara, vami.
28101000a1	Kamavahi Saimon Pita kɨmbɨ nɨmavamba ambami, Na Got krunavundiŋ aŋga mɨŋɨmandɨ vata yɨhɨramami hama. Na Got sɨhaŋgɨyɨhɨyɨ hamandu Ñɨŋi, vami.
28101100e6	Kamavahi Jisas kɨmbɨ ambami, Saimon, Jon ñanɨŋ, na kɨnzɨhɨnzɨtɨ. Kandɨ kuyu nɨŋandɨhin naŋ pɨrɨ nɨñɨndu kru mumɨŋga maŋambaramami. Yandɨ Yavandak nuŋandɨ pɨhuyɨ kɨyɨ hama naŋ kuyu kandɨnɨ ambarami.
2810120104	Kamataharɨm naŋ ambɨrɨman, Na Pita. Yi krunavundi sɨhanaŋga yaŋɨrɨm indarɨmaŋgarandu haŋɨnɨŋ tɨmba hɨmba kandɨhañɨ tamɨman. Kamatɨn kɨmuhɨmundu tɨkatɨka, krunavundi yaŋɨrɨm indarɨmaŋgarandu haŋɨnɨŋ taŋguti mamɨŋgumandɨyu.
281013014b	Yi naŋ Gotɨndu tɨwɨyɨ kɨyɨhɨyɨndu kɨndɨŋari pɨhɨrɨvɨhɨrɨ sɨki haŋɨnɨŋ ŋgurɨman. Kamatɨn muhɨmɨmuhɨm vana pɨrɨ nɨñɨ kahañɨrɨmanaŋa Got ndahara nuŋandɨ pɨhuyɨ kahañɨrɨmandɨ. Ara muhɨmɨmuhɨm vana pɨrɨ nɨñɨ kuyɨvɨrɨmanaŋa Got ndahara nuŋandɨ pɨhuyɨ kuyɨvɨrɨmandɨ, vami.
28101400c9	Kamavata Jisas nuŋandɨ sɨmbɨrasara haŋɨnɨŋ karikarita ambami, Narɨ krunavundiŋ nɨmavamba maŋambamara, Jisas krunavundiŋ aŋga mɨŋɨmandɨ vata Got yɨhɨramami, vamba maŋambamara, vami.
2810150196	Kandɨhɨvɨ hañɨnda kɨta Jisas nuŋandɨ sɨmbɨrasaraŋ ambami, Yi Jerusalem utɨnɨ, yaŋ Israelɨndu aru miku haŋɨnɨŋ, naŋga Gotɨŋ kɨrañɨŋguhundu aru miku haŋɨnɨŋ, naŋga tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋɨndu kumañɨ tamɨmandɨyu. Kamatu kañɨnda sambɨ kavɨtɨn, yaŋ yɨvutatamɨtu kwɨmɨrɨman. Hara arɨkiŋgɨvɨ kɨta kwɨrɨ hañɨ aŋga yahamɨrɨman, vami.
28101600b7	Kamavahi Pita kandɨhamata kuyu indarɨta Jisasɨŋ tɨmbuta tɨvɨ hambu uta nuŋ ambahɨmuta ambami, Aru mɨŋga, manɨŋganzɨkwɨ. Naŋ kandɨ vana ha mayɨvurahɨrɨmandɨ, vami.
28101700d1	Kamavahi Jisas kimɨruramata Pitaŋ ambami, Satan yandɨ kutɨnɨmbu uhu. Na yandɨ kwɨmbɨ kivihɨrɨm andɨna. Na Gotɨndu indarɨmit mɨŋata maŋandɨna. Na krundu indarɨmit mɨŋata andɨnandɨhi, vami.
28101800b8	Kamavata Jisas nuŋandɨ sɨmbɨrasara haŋɨnɨŋ ambami, Kru mumɨŋga yi naŋga payɨman vataŋgata, nuŋambi taŋguti mɨŋgum. Kamata yi pɨmɨ kavɨrɨman maña nu ndahara kavum.
28101900e1	Kru mumɨŋga kandɨhamata vana maŋandɨta nuŋandɨ kwɨrandɨ haŋandɨhinɨrɨmɨndaya tɨmutɨmutɨrɨmandɨ hama siŋgundɨrɨmandɨ. Hara kru mumɨŋga yambirɨm indarɨramata kwɨmɨrɨmandɨ hama sɨhaŋgɨyɨmandɨ.
28101a00fc	Kru mumɨŋga pɨrɨ nɨñɨndu muhɨmɨmuhɨm mɨŋɨmandɨ. Hara nuŋambi siŋgundɨti muhɨmɨmuhɨm kandɨhaŋɨnɨŋ sɨhanaŋga nuŋ maŋguramɨrɨmandɨyu. Naŋga nuŋandɨ kwɨrandɨ haŋandɨhin muhɨmɨmuhɨm kandɨhañɨ mut mamɨŋɨmandɨ.
28101b0166	Krundu Ñɨŋi mɨŋga nuŋandɨ kutɨkara haŋɨnɨŋ naŋga nɨŋuvandu sɨña aruyɨ payɨmandɨ. Kamata kandɨhɨvɨ hañɨ krunavundi sɨhanaŋga muhɨmɨmuhɨm vana andɨndu haŋɨnɨŋ ŋgaharamarama nurɨŋ muhɨmɨmuhɨm ŋgurɨmandɨ. Avi vana andɨndu haŋɨnɨŋ avi hɨm ŋgurɨmandɨ. Ñamba vana andɨndu haŋɨnɨŋ ñamba hɨm ŋgurɨmandɨ.
28101c009d	Yi narɨŋ kandɨ ambin, kru taŋguramata kuyu nɨñɨndu muvɨra maŋgwɨmɨtutu, Krundu Ñɨŋi mɨŋgaŋ ŋgɨtu aru miku mɨŋga maña payɨmandɨ, vami.
2811010090	Arɨkikwɨrɨ arɨkikwɨrɨ hɨvɨ uhi, Pita, Jems, naŋga nɨŋura Jonɨŋ Jisas tɨmbuta apu kɨmbandɨkatɨkayɨ yahuta nurɨŋambi kɨyɨmu.
28110200da	Kamata tɨhɨraramata kɨyɨhuhu Jisasɨndu kwɨrandɨ ha tɨvɨrata muvita yɨvurahi, nuŋandɨ kɨpumɨka ha ina tɨmɨrɨmañandɨmi. Kamatɨhi nuŋandɨ mɨkwɨrɨ haŋɨnɨŋ suñɨndɨta sɨña maña yɨvurahami.
2811030071	Kamatɨhi Jisasɨndu sɨmbɨrasara haŋɨnɨŋ ŋgahu Moses naŋga Elaija yɨvurahata Jisas naŋga kuyundavaramu.
28110400ce	Kamatɨhu Pita kandɨhamata ŋgata Jisasɨŋ ambami, Aru mɨŋga, nɨñɨ kɨtɨrɨŋ avindɨhi. Aria vɨna nda savanzava arɨkikwɨrɨ tararamahin. Mu nambirɨm, mu Mosesɨrɨm, naŋga mu Elaijarɨm, vami.
2811050142	Pita kuyundavarahihi kanzirɨsirɨ ihumukɨrɨ mu, sɨñanzɨkwɨsɨkwɨ ŋandi nurɨŋ kavɨramami. Kamatɨhi ihumukɨrɨ humba kandɨhañɨ kuyu samur muŋandɨhin ambami, Ñɨŋi nɨŋandɨhin yandɨ, nɨŋambirɨm mavɨndamamaŋgarata, nɨŋambirɨm kɨnzɨhɨnzɨtɨnɨ. Kamataharɨm nuŋandɨ kuyu indarɨmara, vami.
2811060091	Kamavahi sɨmbɨrasara arɨkikwɨrɨvat kuyu kandɨha indarɨhu nurɨŋ pɨŋitɨhi, tandamɨkwɨmɨkwɨta kɨpumɨka pɨrɨ vu tamahu mɨŋgumi.
2811070063	Kamatɨhu Jisas arɨhañɨ pata nurɨŋ mɨŋahandatanda ambami, Pɨŋimanduta yahamɨramara, vami.
281108004f	Kamavahi tɨhɨrata yahuta kru arɨkimbatɨŋ maŋgamu. Jisasɨŋ ndaya ŋgamu.
28110900d8	Kamata apu ha mitata mɨŋgumɨŋgu Jisas nurɨŋ tɨkatɨka kuyu ŋguta ambami, Ŋgara vana nɨŋandɨhin kru mumɨŋgaŋ maŋambavarahandamara, ututa Krundu Ñɨŋi hama sava humbañɨ kɨta aŋga yahamɨram, vami.
28110a00bb	Kamavahi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ Jisasɨŋ kitɨhuta ambamu, Mumɨndɨhi tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ ambandu, Elaija wɨsa payɨmandɨ, vamba ambandu, vamu.
28110b007b	Kamavahu Jisas kɨmbɨ ambami, Ambandu kuyu haŋandɨhin kandɨ. Elaija wɨsa pata muhɨmɨmuhɨm mɨŋasɨrɨvɨrɨmandɨ.
28110c00dd	Hara yi narɨŋ ambin, Elaija payɨhira kru nuŋ magŋamaŋgarandu. Kamataharɨm nurɨŋandɨ indarɨmitɨyɨ Elaijaŋ ñamba vana andɨndu. Harɨm sɨwɨmaña vanayɨ Krundu Ñɨŋi hamaŋ ñamba taŋgurɨmandɨyu, vami.
28110d006e	Jisas kamavahi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ ambamu, Jon kukuyɨ mɨŋaŋgɨruhɨru hamarɨm ambi, vamu.
28110e00bd	Jisas naŋga nuŋandɨ sɨmbɨrasara arɨkikwɨrɨvat uta krunavundi sambɨ kɨyɨmu hañɨ yɨvurahamu. Kamatɨhu kru mumɨŋga pata Jisas kɨyɨmi arɨhañɨ tandamɨkwɨmɨkwɨta ambami,
28110f00e0	Aru mɨŋga, ñɨŋi yandɨ nɨŋandɨhin kwɨnɨkwɨnɨtɨhi nuŋandɨ kwɨrandɨ nɨ ñambatɨndi. Kamata sambɨ ñɨmbɨrɨ ahutuŋgɨyɨ mɨŋgundi, naŋga kukuyɨ ndahara mɨŋgundi. Harɨm ñɨŋi yandɨ nɨ sɨhiŋga.
2811100057	Nandɨ sɨmbɨrasara nɨŋɨnɨŋ kɨyuyɨ mɨŋata payɨhin andɨhura avimandɨ, vami.
281111013a	Kamavahi Jisas kɨmbɨ ambami, Krunavundi tɨhundu narɨ, narɨŋandɨ indarɨmaŋgaramaŋgara ha tɨkatɨkama. Naŋga narɨŋandɨ indarɨmit naŋga andɨndara vana haŋɨnɨŋ avima. Pamata ñɨmbɨrɨ narɨ naŋga kɨñɨŋgɨñɨ narɨŋandɨ pɨmɨ kavɨrɨman. Ñɨŋi kandɨha nɨñɨ mɨŋata pañɨ, vami.
281112008d	Kamatɨhi Jisas sundɨ ñamba haŋandɨhin ambahɨmuhi sarɨwayɨŋandi sundɨ ñamba ha ñɨŋi haŋandɨhin tɨhɨmitahi sɨkwɨ avindɨmi.
28111300de	Kamata muñɨmbɨrɨ nuŋandɨ sɨmbɨrasara haŋɨnɨŋ Jisasɨŋ nuŋambi kɨyɨhihi pata nɨmavamba kitɨhumu, Pamatɨhi ara sundɨ ñamba kandɨhaŋandɨhin pɨŋguvarɨmɨndaŋ vata andɨharɨŋ manɨŋgandɨmi, vamu.
281114022f	Kamavahu nurɨŋ ambami, Narɨŋandɨ indarɨmaŋgaramaŋgara vana ha suksɨmbɨrɨ sɨkwɨ, harɨm mambɨŋguvarahara. Narɨŋ yi kandɨ ambin, narɨŋandɨ indarɨmaŋgaramaŋgara vana ha sahi mastet kɨrɨs maña kɨtindahara sundɨ ñamba ha pɨŋguvarahara. Hara narɨŋandɨ indarɨmaŋgaramaŋgara vana ha sahi mastetɨndu kɨrɨs ndahara mandaratɨvɨrandi. Harɨm sundɨ ñamba mambɨŋguvarahara. Narɨ apu nɨŋandɨhinɨrɨm yahamɨrata ndambu uhu vɨtɨra, uhi. Narɨŋandɨ indarɨmaŋgaramaŋgara vana kɨti muhɨmɨmuhɨm vana andɨhara, vami.
2811160178	Jisas naŋga nuŋandɨ sɨmbɨrasara haŋɨnɨŋ pɨrɨvɨsa Galili tɨhɨruta nurɨŋ nɨmavamba ambami, Krundu Ñɨŋi mɨŋgaŋ krundu kumaŋgɨmbañɨ tamata, nuŋ yɨvutatamɨrɨmandɨyu. Kamatu arɨkiŋgɨvɨ kɨta kwɨrɨ hañɨ aŋga yahamɨrɨmandɨ, vami. Kamavahi nuŋandɨ sɨmbɨrasara haŋɨnɨŋ kuyu kandɨha indarɨhu nurɨŋandɨ mavɨha pɨmɨtɨmaŋgarami.
2811180177	Kamata Jisas naŋga nuŋandɨ sɨmbɨrasara haŋɨnɨŋ uta pɨhu aru Kaperneam yɨvurahata kɨyɨmu. Kamatɨhu Gotɨŋ kɨrañɨŋguhu tavɨ hañɨndurɨm vata kru tɨmbahɨrɨs mɨŋandu haŋɨnɨŋ payɨmu. Pata Pitaŋ nɨmavamba kitɨhumu, Narɨŋandɨ ahusɨki ndama Gotɨŋ kɨrañɨŋguhu tavɨ nɨŋandɨhin mɨŋasɨrɨvasɨrɨvarɨm tɨmbahɨrɨs ŋguhi vaha, vamu.
281119018a	Kamavahu Pita ambami, Ara, ŋguhi, vamba ambami. Kamavata Pita tavɨyɨ indɨhuta maŋguyundavarahihi Jisas nuŋ nɨmavamba kitɨhumi, Saimon na pamata indarɨna. Pɨrɨ nɨñɨndu aru miku haŋɨnɨŋ muhɨmɨmuhɨm sɨmbɨrayɨndu tɨmbahɨrɨs mɨŋandu. Kandɨhaŋɨnɨŋ tɨmbahɨrɨs ninɨndu taya mɨŋandu. Nurɨŋandɨ krunzapandu mɨŋandu, mana muŋɨnɨŋɨndu taya mɨŋandu, vami.
28111a009f	Kamavahi Pita yahata ambami, Kru muŋɨnɨŋɨndu taya mɨŋandu, vami. Kamavahi Jisas ambami, Kamataharɨm nurɨŋandɨ krunzapandu tɨmbahɨrɨs mamɨŋandu.
28111b011a	Hara kamatɨrɨŋ arɨŋ ambɨtuma. Kamataharɨm uta indu ndañɨ atɨŋgi kavara. Kamata asa kimaŋgima pɨŋgɨrɨmana haŋandɨhin nuŋandɨ mɨka ha mɨŋativata tɨmbahɨrɨs muŋandɨhin ŋgɨna kɨyɨmandɨ. Tɨmbahɨrɨs kandɨha mɨŋata nanaŋga arɨŋambirɨm tama, vami.
28120100c6	Kandɨhɨrɨvɨ hañɨ Jisasɨndu sɨmbɨrasara haŋɨnɨŋ pata Jisasɨŋ nɨmavamba kitɨhumu, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨ hañɨ, kru ninɨndaya ñɨmbi aru naŋga mɨŋga kɨyɨmandɨ, vamu.
2812020063	Kamavahu Jisas ñɨŋi muŋandi uraramahi payɨhi nurɨ kɨyɨmu pɨrɨŋ hañɨ taŋguramaramamata
2812030096	ambami, Yi narɨŋ kandɨ ambin, narɨ mavɨ maŋgimɨruta ñɨŋisɨrambɨ kɨndu maña maŋgɨyɨmandɨraŋa, Gotɨndu tɨwɨyɨ maŋgɨyɨmandɨra.
28120400af	Kru mumɨŋga nuŋambi taŋguti mɨŋguti ñɨŋi nɨma maña yɨvurahɨmandɨ hamanda, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨ hañɨ ñɨmbi aru sɨkwɨ naŋga mɨŋga kɨyɨmandɨ.
2812050097	Ara kru mumɨŋga yaŋɨrɨm indarɨramata ñɨŋi sukɨyɨpu nɨmatarɨm kɨnzɨhɨnzɨtɨrɨmandɨ hama, yaŋɨrɨm kɨnzɨhɨnzɨtɨrɨmandɨ, vami.
281206010e	Kamata Jisas sɨhinda ambami, Kru mumɨŋga andɨti ñɨŋi mu yambirɨm indarɨmaŋgarandi ŋandi ñamba vanayɨ mɨŋgata yɨvɨti, kandɨhamaŋ avinda tɨmba muŋgɨ aru mɨŋata nuŋandɨ pɨŋgwɨ hañɨ sɨmahata kavarɨtu añakɨŋguku tuŋgñɨ mɨŋguta kɨmum.
28120700fd	Kandɨ, kru pɨrɨ nɨñɨndu, krunavundi muvɨraŋ pɨŋgɨrɨvɨŋgɨrɨramahuhu ñamba vana andɨndu. Krunavundi ñamba vana andɨndu haŋɨnɨŋ pɨmɨ kavɨrɨmandɨyu. Hara kru pɨŋgɨrɨvɨŋgɨrɨramandu haŋɨnɨŋ pɨmɨ aru kavɨrɨmandɨyu.
2812080141	Nandɨ kuma vaha mana tanda vaha pɨŋgɨrɨvɨŋgɨrɨramɨti ñamba vana andɨtaŋgata pɨtɨta kavarɨna umɨ. Kamata avinda kuma timu naŋga tanda tamu naŋgandaya kɨta sɨhaŋgɨyɨmana. Nandɨ kuma arɨkita naŋga tanda arɨkita kɨtunda naŋ Got ahu maŋgɨmuhɨmu tuta sɨhaŋgɨndi hañɨ kavarɨti unamandɨhi.
2812090113	Nandɨ tamɨŋga timu pɨŋgɨrɨvɨŋgɨrɨramɨti ñamba vana andɨtaŋgata, tamɨŋga kandɨha kumbɨrata kavarɨna umɨ. Kamata tamɨŋga timu naŋgandaya kɨtanda sɨhaŋgɨyɨmana. Nandɨ tamɨŋga arɨkita kɨtinda naŋ Got ahutuvarandi helɨyɨ kavarɨti unamandɨhi.
28120a0104	Narɨ indarɨmara. Ñɨŋi sukɨsɨrambɨ nɨñɨndu munɨrɨm nda, ñɨmbi manɨman saŋ vɨtɨrama. Narɨŋ yinda ambin, Gotɨndu pɨhuyɨ, ñɨŋi kanɨŋɨnɨŋɨndu kutɨkara haŋɨnɨŋ, Yavandak nuŋandɨ pɨhuyɨ kɨyɨ hama naŋga sɨhaŋgɨndu, vami.
28120c0109	Jisas sɨhinda ambami, Narɨ pamata indarɨra. Kru mumɨŋgandu sipsip 100 kɨti, mɨŋgɨyataya yɨwarɨti puhɨrahi vaha mana mambaha puhɨrahi. Manɨŋga, 99 sipsip haŋɨnɨŋ mitɨti apuvu kɨtuhɨtu, uta sipsip mɨŋgɨyataya yɨwarahi haŋandɨhin puhɨrahi.
