2800000007	Matteus
2a082d00b5	„Kes mind puudutas?“ küsis Jeesus. Kõik ümberolijad eitasid puudutamist. „Aga, õpetaja,“ ütles Peetrus, „sinu ümber tungleb rahvas ja nad müksavad sind kogu aeg.“
2a082e0058	„Keegi puudutas mind,“ vastas Jeesus. „Ma tean, sest vägi läks minust välja.“
2a082f00e4	Kui naine mõistis, et ta ei saa märkamatuks jääda, astus ta värisedes esile ja langes Jeesuse jalge ette maha. Seal kõigi ees selgitas ta põhjust, miks ta oli Jeesust puudutanud, ja et ta oli silmapilkselt terveks saanud.
2a0830004b	Jeesus lausus talle: „Tütar, su usk on su terveks teinud, mine rahus.“
2a0831009a	Sel ajal kui ta alles rääkis, tuli keegi sünagoogi ülema kodust, et talle öelda: „Sinu tütar on surnud. Sul pole vaja enam Õpetajat tülitada.“
2a08320060	Aga kui Jeesus seda kuulis, ütles ta Jairusele: „Ära karda. Kui sa usud, saab ta terveks.“
2a0833007b	Kui Jeesus maja juurde jõudis, ei lubanud ta sisse kedagi peale Peetruse, Johannese ja Jaakobuse ning tüdruku isa ja ema.
2a0834008b	Seal nutsid ja leinasid kõik inimesed tüdruku pärast. „Ärge nutke,“ ütles Jeesus neile. „Ta ei ole surnud, ta lihtsalt magab.“
2a0835003e	Nad naersid tema üle, sest nad teadsid, et tüdruk on surnud.
2a08360062	Kuid Jeesus võttis tüdrukul käest kinni ja ütles valju häälega: „Mu laps, tõuse üles!“
2a08370059	Tüdruk ärkas ellu ja tõusis kohe püsti. Jeesus käskis neil talle midagi süüa anda.
2a08380064	Tüdruku vanemad olid toimunust jahmunud, kuid Jeesus ütles, et nad ei räägiks sellest kellelegi.
2a0901008b	Jeesus kutsus kaksteist jüngrit kokku. Ta andis neile väe ja mõjuvõimu kõigi kurjade vaimude üle ning võime haigustest terveks teha.
2a09020046	Siis saatis ta nad Jumala riigist kuulutama ja haigeid terveks tegema.
2a09030088	„Ärge võtke midagi teekonnale kaasa,“ ütles ta neile. „Ei käimiskeppi ega kotti, ei leiba ega raha, isegi mitte teisi riideid.
2a0904006a	Kuhu majja te iganes sisenete, sinna jääge, ja kui lahkute sellest majast, siis lahkuge sellest paigast.
2a09050078	Kui inimesed keelduvad teid vastu võtmast, siis raputage linnast lahkudes tolm oma jalgadelt hoiatuseks nende vastu.“
2a09060083	Nad lahkusid ja läksid ümberkaudsetesse küladesse, kuulutasid head sõnumit ja tegid haigeid terveks kõikjal, kuhu nad läksid.
2a09070087	Nelivürst Heroodes kuulis kõigest, mis toimus, ja ta oli väga hämmeldunud. Mõned ütlesid, et Johannes on surnuist üles tõusnud,
2a09080058	teised, et Eelija on ilmunud ning mõned, et üks vanaaja prohvetitest on tagasi tulnud.
2a090900be	Heroodes ütles: „Ma olen kindel, et lasin Johannesel pea maha võtta. Kes siis on see mees? Ma kuulen tema kohta kõiki neid asju.“ Ja ta üritas leida võimalust Jeesusega kohtumiseks.
2a090a008b	Kui apostlid tagasi tulid, rääkisid nad Jeesusele, mida nad olid teinud. Seejärel lahkus ta koos nendega ja läks linna nimega Betsaida.
2a090b00a6	Kuid rahvas sai teada, kuhu ta läks, ning järgnes talle sinna. Ta võttis nad vastu ja selgitas neile Jumala riiki ning tegi terveks need, kes vajasid tervendamist.
2a090c00fd	Õhtupoole tulid kaksteist jüngrid tema juurde ja ütlesid: „Sa peaksid rahva nüüd ära saatma, et nad saaksid minna lähedal asuvatesse küladesse ja majapidamistesse ning otsida endale ööbimiskoha ja toitu. Siin, kus me oleme, ei ole midagi.“
2a090d00ba	„Andke teie neile midagi süüa!“ ütles Jeesus. „Kõik, mis meil siin on, on viis leiba ja kaks kala. Kui sa just ei taha, et me läheksime kõigile süüa ostma,“ vastasid nad.
2a090e0076	Kohal oli umbes viis tuhat meest. „Pange nad umbes viiekümnestesse rühmadesse istuma,“ käskis ta oma jüngreid.
2a090f002a	Jüngrid tegid nii, ja kõik istusid maha.
2a091000ad	Jeesus võttis viis leiba ja kaks kala ning taeva poole vaadates õnnistas toitu ja tegi selle tükkideks. Ta andis jüngritele järjest toitu, et nad jagaksid seda rahvale.
2a0911005a	Kõik sõid, kuni kõht sai täis, ja seejärel koguti kokku kaksteist korvitäit jääke.
2a09120098	Üks teine kord, kui Jeesus palvetas omaette ja temaga koos olid ainult tema jüngrid, küsis ta neilt: „Kes ma kogu selle rahvahulga arvates olen?“
2a0913009f	„Mõni arvab, et Ristija Johannes, teised arvavad, et Eelija, ning mõned ütlevad, et üks vanaaja prohvetitest on surnuist üles tõusnud,“ vastasid nad.
2a0914006c	„Aga kuidas on teiega?“ küsis ta. „Kes ma teie arvates olen?“ „Jumala Messias,“ vastas Peetrus.
2a09150037	Jeesus keelas neil rangelt sellest kellelegi rääkida.
2a091600ca	„Inimese Poeg peab kogema kohutavaid kannatusi,“ ütles ta. „Rahva vanemad, ülempreestrid ja vaimulikud õpetajad hülgavad ta. Ta surmatakse, kuid kolmandal päeval tõuseb ta surnuist üles.“
2a0917008e	„Kui keegi tahab mind järgida, siis peab ta ennast salgama, iga päev oma risti võtma ja mind järgima,“ rääkis Jeesus neile kõigile.
2a0918006f	„Sest kui tahate oma elu säästa, siis kaotate selle; ja kui kaotate oma elu minu pärast, päästate selle.
2a09190051	Mis kasu oleks teil kogu maailmast, kui oleksite lõpuks kadunud või hävitatud?
2a091a0085	Kui te häbenete mind ja minu sõnumit, häbeneb inimese Poeg teid, kui ta tuleb oma hiilguses ning Isa ja pühade inglite hiilguses.
2a091b0060	Ma räägin teile tõtt: mõned siinseisjaist ei maitse surma enne, kui näevad Jumala riiki.“
2a091c0089	Umbes kaheksa päeva pärast sellest rääkimist võttis Jeesus Peetruse, Johannese ja Jaakobuse kaasa ning läks üles mäele palvetama.
2a091d005d	Sel ajal kui ta palvetas, muutus tema näo välimus ning riided muutusid pimestavalt valgeks.
2a091e0062	Säravas hiilguses ilmus kaks meest. Need olid Mooses ja Eelija. Nad hakkasid Jeesusega rääkima.
2a091f0046	Nad kõnelesid tema surmast, mis pidi peagi Jeruusalemmas aset leidma.
2a0920006d	Peetrus ja teised magasid. Kui nad ärkasid, nägid nad Jeesust hiilguses ja kaht meest tema kõrval seismas.
2a092100cd	Kui kaks meest hakkasid lahkuma, ütles Peetrus Jeesusele: „Õpetaja, siin on hea olla. Teeme mõne varjualuse: ühe sulle, ühe Moosesele ja ühe Eelijale.“ Tegelikult ei teadnud ta, mida ta räägib.
2a0922005d	Kui ta alles rääkis, tuli pilv ja laienes nende üle. Nad olid pilvesse sisenedes kohkunud.
2a09230052	Pilvest kõneles hääl, mis ütles: „See on minu Poeg, Valitu. Kuulake teda!“
2a09240091	Kui hääl kõnelemise lõpetas, oli Jeesus seal üksinda. Nad hoidsid selle enda teada ega rääkinud tol ajal kellelegi, mida nad olid näinud.
2a09250053	Järgmisel päeval, kui nad mäelt alla tulid, ootas Jeesust tohutu suur rahvahulk.
2a09260057	Üks mees rahva seast hüüdis: „Õpetaja, palun vaata mu poega! Ta on mu ainus laps.
2a092700aa	Üks vaim vaevab teda ja ta hakkab siis karjuma. See vaim tekitab talle krampe ja laseb suust vahtu välja voolata. See ei jäta teda üldse rahule ja tekitab palju valu.
2a09280046	Ma palusin su jüngritel see vaim välja ajada, aga nad ei suutnud.“
2a09290097	„Missugune uskmatu ja rikutud rahvas te olete! Kui kauaks pean ma siia teie juurde jääma ja teid taluma?“ ütles Jeesus. „Too oma poeg siia!“
2a092a00a8	Kohe kui poiss tuli, tekitas kuri vaim talle krambid ja heitis ta maha. Kuid Jeesus segas vahele, noomis kurja vaimu ja tervendas poisi ning andis ta tema isale tagasi.
2a092b007b	Kõik olid sellest Jumala väe ilmingust jahmunud. Aga kuigi kõik olid sellest hämmastunud, hoiatas Jeesus oma jüngreid:
2a092c0063	„Kuulake tähelepanelikult, mida ma teile räägin: inimese Poeg antakse ära inimeste kätte.“
2a092d00aa	Aga nad ei saanud aru, mida ta sellega mõtles. Selle tähendus oli nende eest varjatud, nii et nad ei mõistnud selle mõtet ning nad kartsid temalt selle kohta küsida.
2a092e003a	Siis tekkis jüngrite keskel vaidlus, kes neist on suurim.
2a092f0065	Kuid Jeesus, teades, mille üle nad vaidlesid, valis ühe väikese lapse ja võttis ta enda kõrvale.
2a093000dd	Seejärel ütles ta neile: „Igaüks, kes võtab selle väikese lapse vastu minu nimel, võtab vastu minu, ja kes võtab vastu minu, võtab vastu selle, kes mind läkitas. Kes iganes on teie seas väikseim, on suurim.“
2a093100a9	Johannes hakkas kõnelema ja ütles: „Õpetaja, me nägime, et keegi ajas sinu nimel välja kurje vaime, ja me püüdsime teda takistada, sest ta ei ole üks meist.“
2a0932005d	„Ärge takistage teda,“ vastas Jeesus. „Igaks, kes ei ole teie vastu, on teie poolt.“
2a0933004b	Kui Jeesuse taevasse minemise aeg lähenes, otsustas ta minna Jeruusalemma.
2a09340056	Ta läkitas käskjalad enda eel Samaaria küladesse, et asjad tema jaoks valmis panna.
2a09350051	Kuid inimesed ei võtnud teda vastu, sest ta oli otsustanud tõtata Jeruusalemma.
2a09360091	Kui Jaakobus ja Johannes nägid seda, küsisid nad Jeesuselt: „Õpetaja, kas tahad, et kutsume tule taevast alla, et see põletaks nad ära?“
2a09370025	Kuid Jeesus pöördus ja noomis neid.
2a0938002d	Siis läksid nad edasi järgmisesse külasse.
2a09390067	Sel ajal kui nad kõndisid, ütles üks mees Jeesusele: „Ma järgnen sulle, kuhu iganes sa lähed!“
2a093a0077	Jeesus lausus mehele: „Rebastel on urud ja lindudel pesad, kuid inimese Pojal ei ole kohta, kuhu oma pead toetada.“
2a093b0087	Ta ütles ühele teisele mehele: „Järgne mulle!“ Aga mees vastas: „Õpetaja, las ma lähen kõigepealt koju ja matan oma isa.“
2a093c005c	„Las surnud matavad oma surnud,“ vastas Jeesus. „Sina mine ja kuuluta Jumala riiki.“
2a093d007e	Veel üks mees ütles: „Issand, ma tahan sind järgida! Aga las ma kõigepealt lähen koju ja jätan oma perega hüvasti.“
2a093e007b	Kuid Jeesus ütles talle: „Mitte keegi, kes on kord kündmist alustanud ja vaatab siis tagasi, ei kõlba Jumala riiki.“
2a0a010095	Pärast seda määras Issand veel seitsekümmend jüngrit ja saatis nad paarides kõigisse linnadesse ja paikadesse, mida tal oli plaanis külastada.
2a0a02009e	„Lõikus on suur, aga tööliste arv on väike,“ ütles ta neile. „Paluge lõikuse Issandat, et ta saadaks välja töölisi oma põldudelt saaki koguma.
2a0a030042	Nii et asuge teele: ma läkitan teid nagu lambaid huntide keskele.
2a0a04006d	Ärge võtke kaasa raha ega kotti ega lisasandaale ning ärge veetke aega lobisedes inimestega, keda kohtate.
2a0a050050	Kuhu majja te iganes astute, öelge kõigepealt: „Rahu olgu sellele majale.“
2a0a06006c	Kui seal elab rahumeelne inimene, siis jääb teie rahu tema peale; kui mitte, tuleb see teie juurde tagasi.
2a0a070078	Jääge sellesse majja, sööge ja jooge, mida teile antakse, sest tööline on tasu väärt. Ärge käige majast majja.
2a0a080060	Kui lähete linna ja sealsed elanikud võtavad teid vastu, siis sööge, mis teie ette pannakse,
2a0a09005e	ning tehke terveks need, kes on haiged. Öelge neile: „Jumala riik on teie juurde tulnud.“
2a0a0a0066	Aga kui sisenete linna ja sealsed elanikud ei võta teid vastu, käige läbi linnatänavate ja öelge:
2a0a0b00b2	„Me pühime maha isegi tolmu, mis teie linnast on meie jalgade külge jäänud, et näidata teile oma hukkamõistu. Aga te peaksite ära tundma selle: Jumala riik on tulnud.“
2a0a0c0049	Ma ütlen teile, kohtupäeval on Soodoma põli parem kui sellisel linnal.
2a0a0d00cb	Häbi olgu sul, Korasin! Häbi olgu sul, Betsaida! Sest kui need imed, mida olete teie näinud, oleksid juhtunud Tüüroses ja Siidonis, oleksid nad juba ammu kahetsenud ning kotiriides ja tuhas istunud.
2a0a0e003d	Sellepärast on kohtus Tüürosel ja Siidonil parem kui teil.
2a0a0f0049	Ja sina, Kapernaum, sind ei ülendata taevasse, sa lähed alla manalasse.
2a0a1000a1	Igaüks, kes teid kuuleb, see kuuleb mind, ja igaüks, kes teid põlgab, see põlgab mind. Aga igaüks, kes mind põlgab, see põlgab seda, kes mind läkitas.“
2a0a110096	Seitsekümmend jüngrit tulid tagasi suure vaimustusega ja rääkisid: „Issand, isegi kurjad vaimud teevad seda, mida me neid sinu nimel käsime!“
2a0a12004a	Jeesus vastas: „Ma nägin Saatanat otsekui välku taevast alla langemas.
2a0a130081	Jah, ma olen andnud teile võime astuda madude ja skorpionide peale ning võita kõik vaenlase väed ja miski ei tee teile kahju.
2a0a14008a	Kuid ärge rõõmustage selle üle, et vaimud teevad seda, mida käsite; olge lihtsalt rõõmsad, et teie nimed on taevas kirja pandud.“
2a0a1500e8	Sel hetkel täitus Jeesus Püha Vaimu rõõmuga ja ütles: „Ma tänan sind, Isa, taeva ja maa Issand, et sa varjad neid asju mõistlike ja tarkade eest ning avaldad need lastele! Jah, Isa, sa oled nii toiminud oma heameele järgi.
2a0a1600af	Mu Isa on andnud minu kätte kõik. Keegi ei mõista Poega, välja arvatud Isa, ja keegi ei mõista Isa, välja arvatud Poeg ning need, kellele Poeg otsustab teda ilmutada.“
2a0a170094	Kui nad olid omapead, pöördus Jeesus jüngrite poole ja ütles neile: „Need, kes näevad seda, mida teie näete, peaksid väga õnnelikud olema!
2a0a1800b0	Ma ütlen teile, paljud prohvetid ja kuningad on tahtnud näha seda, mida teie näete, kuid ei ole näinud, ning tahtnud kuulda seda, mida teie kuulete, kuid ei ole kuulnud.“
2a0a1900a0	Kord tõusis püsti üks vaimuliku seaduse tundja ja üritas Jeesust lõksu püüda. „Õpetaja,“ küsis ta, „mida ma pean tegema, et saada igavene elu?“
2a0a1a0042	„Mis on seaduses kirjas? Kuidas sa sealt loed?“ küsis Jeesus.
2a0a1b00aa	„Armasta Issandat, oma Jumalat, kogu oma südame ja kogu oma vaimu ja kogu oma jõu ja kogu oma mõistusega ning armasta oma kaasinimest nagu iseennast,“ vastas mees.
2a0a1c0044	„Sul on õigus,“ ütles Jeesus talle. „Tee seda ja sa elad.“
2a0a1d005f	Kuid mees soovis end õigustada ja küsis seega Jeesuselt: „Ja kes on siis mu kaasinimene?“
2a0a1e00b8	Jeesus vastas, öeldes: „Üks mees läks Jeruusalemmast alla Jeerikosse. Teda ründasid röövlid, kes varastasid ta paljaks ja peksid teda ning jätsid ta teda surnuks pidades maha.
2a0a1f006d	Siis juhtus, et üks preester tuli sama teed pidi. Ta nägi meest, kuid möödus temast teist teeäärt pidi.
2a0a200080	Seejärel tuli üks leviit. Aga kui ta jõudis sellesse kohta ja nägi meest, läks ka tema teist teeäärt pidi temast mööda.
2a0a21005f	Viimaks tuli üks samaarlane. Kui ta möödumas oli, nägi ta meest ja tal hakkas temast kahju.
2a0a2200a4	Ta läks tema juurde, määris haavu õli ja veiniga ja sidus haavad kinni. Siis asetas ta mehe oma eesli selga ja viis ta võõrastemajja, kus hoolitses tema eest.
2a0a2300ab	Järgmisel päeval andis ta võõrastemaja peremehele kaks denaari ja ütles: „Hoolitse tema eest ja kui kulutad sellest rohkem, siis tasun sulle selle tagasi tulles.“
2a0a240057	Kes neist kolmest oli sinu arvates selle mehe kaasinimene, keda röövlid ründasid?“
2a0a25005e	„See, kes talle head tegi,“ vastas mees. „Mine ja tee niisamuti,“ ütles Jeesus talle.
2a0a26005b	Kui nad olid teel, jõudis Jeesus ühte külla ning naine nimega Marta kutsus ta enda koju.
2a0a270050	Tal oli õde nimega Maarja, kes istus Issanda jalge ees ja kuulas tema õpetusi.
2a0a2800fc	Marta oli mures kõige selle pärast, mida oli vaja toidu valmistamiseks teha, seepärast tuli ta Jeesuse juurde ja ütles: „Õpetaja, kas sa ei hooli sellest, et mu õde on jätnud mu kogu tööd üksi ära tegema? Käsi tal tulla ja mind aidata!“
2a0a29005b	„Marta, Marta,“ vastas Issand, „sa oled kõige selle pärast mures ja endast väljas.
2a0a2a006a	Aga tõeliselt vajalik on ainult üks asi. Maarja on selle õige valinud ja seda ei võeta temalt ära.“
2a0b0100ab	Kord oli Jeesus ühes kohas palvetamas. Kui ta lõpetas, küsis üks ta jüngritest temalt: „Issand, palun õpeta meid palvetama, nagu Johannes õpetas oma jüngreid.“
2a0b02006e	Jeesus ütles neile: „Kui te palvetate, siis öelge: „Isa, olgu su nimi pühana austatud. Sinu riik tulgu.
2a0b030028	Anna meile iga päev toitu, mida vajame.
2a0b040070	Anna andeks meie patud, nagu meie andestame kõigile, kes meie vastu patustavad. Hoia meid kiusatuse eest.““
2a0b050095	Jeesus rääkis neile veel: „Oletame, et sul on sõber ja sa lähed keset ööd tema juurde ja küsid: „Mu sõber, laena mulle kolm pätsi leiba,
2a0b060049	sest mu sõber tuli mulle külla ja mul pole talle midagi süüa anda.“
2a0b0700aa	Su sõber majas võib vastasta: „Ära tüüta mind, uks on juba lukus ning mina ja mu lapsed oleme juba voodis. Ma ei saa praegu üles tõusta, et sulle midagi anda.“
2a0b0800bc	Ma ütlen teile, isegi kui ta keeldub tõusmast ja sulle midagi andmast sellepärast, et oled tema sõber, siis tõuseb ta ometi ja annab sulle kõik, mida vajad, kui sa talle peale käid.
2a0b09005c	Ma ütlen teile: paluge, ja te saate; otsige, ja te leiate; koputage, ja uks avatakse teile.
2a0b0a005e	Sest igaüks, kes palub, see saab, kes otsib, see leiab, ja kes koputab, sellele avatakse uks.
2a0b0b004a	Kui su poeg palub kala, kes teist, isadest, annaks talle selle asemel mao?
2a0b0c002f	Või kui ta palub muna, annaks talle skorpioni?
2a0b0d0098	Niisiis, kui teie, kuigi te olete kurjad, oskate oma lastele häid ande anda, kui palju enam annab taevane isa Püha Vaimu neile, kes temalt paluvad?“
2a0b0e0093	Jeesus ajas välja kurja vaimu, kes muutis mehe tummaks. Kui kuri vaim oli lahkunud, siis mees, kes oli tumm, kõneles, ja rahvas oli hämmastunud.
2a0b0f006c	Aga mõned neist ütlesid: „Ta ajab kurje vaime välja Peltsebuli, kurjade vaimude valitseja väe abil.“
2a0b100048	Teised üritasid Jeesuse proovile panna, nõudes imelisi märke taevast.
2a0b110097	Jeesus teadis, mida nad mõtlevad, ning ütles: „Iga kuningriik, mis on iseendaga riius, variseb kokku. Iga perekond, mis on iseendaga riius, langeb.
2a0b120083	Kui Saatan on iseendaga riius, kuidas saab tema riik püsida? Te ütlete, et ma ajan kurje vaime välja Peltsebuli väge kasutades.
2a0b13008c	Aga kui mina ajan kurje vaime välja Peltsebuli väe abil, kelle väega ajavad teie inimesed neid välja? Nad ise tunnistavad, et te eksite!
2a0b140084	Aga kui mina ajan kurje vaime välja Jumala väe abil, siis tõestab see, et Jumala riik on saabunud. See on siinsamas, teie keskel!
2a0b150055	Kui tugev, täies relvastuses mees valvab oma maja, siis on kogu tema omand kaitstud.
2a0b16008c	Aga kui tuleb tugevam mees ja saab temast jagu ning võtab talt ära kõik relvad, millele ta lootis, siis saab ta ära viia kogu tema vara.
2a0b17006d	Igaüks, kes ei ole minu poolt, on minu vastu, ja igaüks, kes koos minuga ei ehita, see lammutab kõik maha.
2a0b1800af	Kui kuri vaim lahkub kellestki, käib ta läbi kõnnumaa, otsides kohta, kuhu jääda. Kui ta seda kusagilt ei leia, ütleb ta: „Ma lähen tagasi majja, kust ma lahkusin.“
2a0b190051	Kui ta tagasi tuleb, leiab ta, et tema endine kodu on puhtaks pühitud ja korras.
2a0b1a008d	Seega läheb ta ja otsib veel seitse vaimu, kes on temast kurjemad, ning nad lähevad ja elavad seal. Lõpuks on see mees hullem kui enne.“
2a0b1b0082	Kui ta kõneles, hüüdis üks naine rahva hulgast: „Õnnistatud on üsk, kust sa välja tulid, ja rinnad, mis sind imetasid!“
2a0b1c006d	Aga Jeesus ütles: „Veel rohkem on õnnistatud need, kes kuulevad Jumala sõna ja toimivad selle järgi.“
2a0b1d00c8	Kui rahvas Jeesuse ümber kogunes, hakkas ta neile kõnelema: „See on üks kuri põlvkond, sest otsib mõnd imelist tunnustähte, kuid neile ei anta ühtki muud tunnustähte peale Joona tunnustähe.
2a0b1e0070	Samamoodi nagu Joona oli Niineve rahva jaoks tunnustäht, on ka inimese Poeg tunnustäht selle põlvkonna jaoks.
2a0b1f00d5	Lõunamaa kuninganna tõuseb kohtupäeval üles koos selle põlvkonna rahvaga ning mõistab nad hukka, sest tema tuli maailma otsast kuulama Saalomoni tarkust, aga siin on praegu keegi, kes on suurem kui Saalomon!
2a0b2000c2	Niineve elanikud tõusevad kohtupäeval üles koos selle põlvkonnaga ja mõistab nad hukka, sest nemad kahetsesid, kui kuulsid Joona sõnumit, aga siin on praegu keegi, kes on suurem kui Joona!
2a0b210092	Keegi ei süüta lampi ega peida siis seda ega aseta vaagna alla. Ei, lamp asetatakse lambijalale, et need, kes majja sisenevad, näeksid valgust.
2a0b220071	Silm on ihule valguseks. Kui silm on hea, on kogu ihu valgust täis. Aga kui silm on halb, on kogu ihu pimeduses.
2a0b23004c	Hoolitsege siis selle eest, et teis olev valgus ei oleks tegelikult pimedus.
2a0b24008a	Kui kogu ihu on valgust täis ja pimedusel ei ole ruumi, siis on ihu täielikult valgustatud, samamoodi nagu särav lamp annab valgust.“
2a0b25008f	Pärast seda kui Jeesus oli kõnelemise lõpetanud, kutsus üks variser ta enda juurde sööma. Nõnda siis Jeesus läks ja istus maha sööma.
2a0b260064	Variser oli üllatunud, et Jeesus ei pesnud enne söömist käsi, nagu tseremoniaalselt oli nõutud.
2a0b27008c	Seepärast ütles Issand talle: „Teie, variserid, puhastate karika ja vaagna väljastpoolt, kuid seestpoolt olete täis ahnust ja õelust.
2a0b280051	Te olete nii rumalad! Kas te ei arva, et see, kes tegi välise, tegi ka sisemise?
2a0b29005c	Kui te seesmiselt ajendatuna tegutsedes teete teistele head, siis on teie jaoks kõik puhas.
2a0b2a00d3	Häbi teil olgu, variserid! Te maksate kümnist ürtidest ja taimedest, kuid jätate hooletusse Jumala õigluse ja armastuse. Esimest ei tohi tegemata jätta, kuid samas peate tähelepanu pöörama ka viimasele.
2a0b2b006e	Häbi teil olgu, variserid! Te armastate parimaid istekohti sünagoogides ja austavat tervitamist turuplatsil.
2a0b2c0069	Häbi teil olgu! Te olete nagu tähistamata hauad, millest inimesed üle kõnnivad, ise seda teadmata.“
2a0b2d0074	Üks vaimuliku seaduse tundjatest vastas, öeldes: „Õpetaja, kui sa niimoodi räägid, siis sa solvad ka meid!“
2a0b2e00a2	Jeesus kostis: „Häbi olgu ka teil, seadusetundjad! Te asetate inimestele koormad, mis on kandmiseks liiga rasked, kuid ise ei liiguta sõrmegi, et neid aidata.
2a0b2f005a	Häbi teil olgu! Te ehitate hauamonumente prohvetite auks, kuid teie enda isad tapsid nad!
2a0b300087	Nii tehes olete tunnistajad, kes näitavad, et on nõus sellega, mida teie isad tegid. Nad tapsid prohvetid ja teie ehitate monumendid!
2a0b31008f	Sellepärast on Jumal oma tarkuses öelnud: „Ma saadan neile prohveteid ja apostleid; mõned neist nad tapavad ja teisi kiusavad nad taga.“
2a0b320074	Järelikult peetakse seda põlvkonda vastutavaks kõigi prohvetite vere eest, mis on valatud maailma algusest peale,
2a0b330093	alates Aabeli verest kuni Sakarja vereni, kes tapeti altari ja pühamu vahel. Jah, ma ütlen teile, see põlvkond peab kõige selle eest vastutama.
2a0b34008c	Häbi teil olgu, seadusetundjad! Te olete teadmiste võtme ära võtnud. Ise te sisse ei läinud ja teistel ei lasknud te ka sisse minna.“
2a0b35008b	Kui Jeesus oli lahkumas, hakkasid vaimulikud õpetajad ja variserid teda agressiivselt ründama, esitades tema provotseerimiseks küsimusi.
2a0b36005d	Nad lootsid ta tabada, üritades sundida teda ütlema midagi, mida saaks tema vastu kasutada.
2a0c0100c8	Vahepeal oli kogunenud nii palju tuhandeid inimesi, et nad astusid üksteisele peale. Jeesus hakkas kõnelema esmalt oma jüngritele. „Hoidke end variseride juuretise − silmakirjalikkuse − eest.
2a0c020061	Sest pole midagi varjatut, mis ei saaks avalikuks, ega midagi salajast, millest ei saadaks teada.
2a0c03006f	Seda, mida olete pimedas öelnud, kuuldakse valges; mida olete salajas sosistanud, seda kuulutatakse katustelt.
2a0c040081	Ma ütlen teile, mu sõbrad, ärge kartke neid, kes ihu tapavad, sest kui nad on seda teinud, ei saa nad enam midagi rohkem teha.
2a0c0500a0	Lubage, et ma selgitan, keda te peaksite kartma. Te peaks kartma seda, kellel on võim teid pärast tapmist Gehennasse heita. Tema on see, keda peaksite kartma.
2a0c060056	Kas mitte viis varblast ei müüda kahe penni eest? Kuid Jumal ei unusta neist ühtki.
2a0c070066	Isegi juuksekarvad teie peas on ära loetud. Ärge kartke, te olete rohkem väärt kui palju varblasi!
2a0c08009b	Ma räägin teile tõtt: kes avalikult tunnistavad, et nad kuuluvad mulle, nende kohta tunnistab ka inimese Poeg Jumala inglite ees, et nad kuuluvad talle,
2a0c090039	aga kes mind salgavad, neid salatakse Jumala inglite ees.
2a0c0a006f	Igaühele, kes kõneleb inimese Poja vastu, antakse andeks, aga kes teotab Püha Vaimu, sellele ei anta andeks.
2a0c0b0097	Kui teid tuuakse kohtusse sünagoogide, ülemate ja valitsejate ette, siis ärge muretsege sellepärast, kuidas end kaitsta või mida peaksite ütlema.
2a0c0c003f	Püha Vaim õpetab teile sel hetkel, mida on oluline öelda.“
2a0c0d006d	Keegi rahva hulgast küsis Jeesuselt: „Õpetaja, palun ütle mu vennale, et ta jagaks minuga pärandust.“
2a0c0e008e	„Mu sõber,“ vastas Jeesus, „kes määras mind teie kohtumõistjaks otsustama, kuidas teie pärandus tuleks jagada?“ Ta ütles rahvale
2a0c0f0077	„Olge valvel ja hoiduge kõigist ahnetest mõtetest ja tegudest, sest inimese elu ei olene asjadest, mida ta omab.“
2a0c100075	Seejärel jutustas ta neile näitlikustamiseks ühe loo. „Elas kord üks rikas mees, kellel oli väga viljakas maa.
2a0c110053	Mees arutles endamisi: „Mida ma peaksin tegema? Mul pole kusagil oma vilja hoida.
2a0c12009f	Ma tean, mida ma teen,“ otsustas ta. „Ma lõhun oma aidad maha ja ehitan suuremad aidad, siis on mul ruumi, kus hoida kogu oma vilja ja kõike, mis mul on.
2a0c13007a	Siis ütlen endale: sul on piisavalt, et elada palju aastaid, nii et võta elu rahulikult: söö, joo ja tunne rõõmu!“
2a0c140089	Aga Jumal ütles talle: „Sina rumal mees! Selsamal ööl nõutakse su elu tagasi ja kes saab siis kõik selle, mida sa oled varunud?“
2a0c15004f	Nii juhtub inimestega, kes kuhjavad endale vara, kuid ei ole rikkad Jumalas.“
2a0c160099	Jeesus rääkis oma jüngritele: „Sellepärast ma ütlen teile, et ärge muretsege oma elu pärast, mida süüa, ega oma rõivaste pärast, mida kanda.
2a0c17003e	Elu on palju enam kui toit ja ihu enam kui rõivaste kandmine.
2a0c18008c	Vaadake ronki. Nad ei külva ega lõika, neil ei ole ladu ega aita, kuid Jumal toidab neid. Ja teie olete palju väärtuslikumad kui linnud!
2a0c19003f	Kas suudate elu pärast muretsemisega lisada oma elule tunnigi?
2a0c1a004b	Kui te ei suuda nii väikest asja, miks siis ülejäänu pärast muretseda?
2a0c1b00cd	Mõelge liiliatele ja sellele, kuidas nad kasvavad. Nad ei tööta ega ketra lõnga rõivaste jaoks, aga ma ütlen teile, et isegi Saalomon kogu oma hiilguses ei olnud nii kaunilt riietatud kui üks neist.
2a0c1c00c7	Nii et kui Jumal rüütab väljad nii kaunite lilledega, mis täna on siin, aga homme kadunud, kui nad põletatakse tules, et ahju kütta, kui palju enam riietab Jumal teid, kellel on nii vähe usku!
2a0c1d005b	Ärge olge mures sellepärast, mida te sööte või joote − ärge muretsege sellepärast.
2a0c1e0060	Kõigi nende asjade pärast muretsevad inimesed maailmas, kuid teie Isa teab, et te neid vajate.
