0100000009	1 Mosebok
0f0903007b	Då jag detta hörde, ref jag min kläder och min kjortel sönder, och utryckte mitt hufvudhår och skägg, och satt ensam.
0f090400a8	Och sig församlade till mig alle de som Israels Guds ord fruktade, för deras öfverträdelse, som i fängelset varit hade; och jag satt ensam allt intill aftonoffret.
0f090500a7	Och vid aftonoffret stod jag upp af min jämmer, och ref min kläder och min kjortel sönder, och föll uppå min knä, och uträckte mina händer till Herran min Gud;
0f090600b2	Och sade: Min Gud, jag skämmes och blyges att upphäfva min ögon till dig, min Gud: ty vår missgerning är vuxen öfver vårt hufvud, och var skuld är stor upp till himmelen.
0f09070113	Allt ifrå vara fäders tid hafve vi varit i stora skuld, allt intill denna dag; och för våra missgerningars skull äre vi, och våre Konungar och Prester, gifne i Konungarnas hand i landen, uti svärd, i fängelse, i rof, och i ansigtes blygd, såsom det går i denna dag.
0f0908010a	Så är oss dock nu någon liten tid nåde af Herranom vårom Gud vederfaren, att ännu något af oss är qvart blifvet, att han skulle gifva oss en nagla i sitt helga rum; och att vår Gud skulle upplysa var ögon, och gifva oss ännu ett litet lif i vår träldom;
0f0909011e	Förty vi äre trälar, och vår Gud hafver icke förlåtit oss, ändock vi trälar äre; och hafver böjt till oss barmhertighet för Konungarna i Persien, att de läto oss lefva, och upphöja vår Guds hus, och upprätta dess förstöring, och gifva oss en gård i Juda och Jerusalem.
0f090a0052	Nu, hvad skole vi säga, vår Gud, efter detta? Att vi din bud öfvergifvit hafve,
0f090b00f4	Som du genom dina tjenare Propheterna budit hafver, och sagt: Det land, som I uti kommen till att besitta det, är ett orent land, igenom folkens orenhet i landen, uti deras styggelse, med hvilken de hafva uppfyllt det med orenhet allt omkring.
0f090c0111	Så skolen I nu icke gifva edra döttrar deras söner, och deras döttrar skolen I icke taga edrom sönom, och söker icke deras frid eller välfärd i evig tid; på det I skolen blifva mägtige, och äta det goda i landena, och lefva det edrom barnom till arfs i evig tid.
0f090d00e6	Och efter allt det som öfver oss kommet är för våra onda gerningars och stora synders skull, hafver du vår Gud öfversett med oss det vi illa gjort hafve, och hafver gifvit oss en förlossning, såsom det nu är för ögonen.
0f090e00ec	Men vi hafve vändt oss om, och låtit din bud fara, så att vi hafve befryndat oss med desso styggelsens folke; vill du då vred vara öfver oss, tilldess det allt ute är, så att intet qvart blifver, eller ingen förlossning mer är?
0f090f00d5	Herre, Israels Gud, du äst rättfärdig, ty vi äre igenblefne och behållne, såsom det i denna dag för ögon är; si, vi äre för dig uti vår skuld; ty fördenskull kan man intet blifva ståndandes för dig.
0f0a0100b6	Då Esra så bad, bekände och gret, och låg inför Guds hus, församlade sig till honom utaf Israel en ganska stor menighet af män, qvinnor och barn; förty folket gret svårliga.
0f0a0200d6	Och Sechania, Jehiels son, af Elams barn, svarade, och sade till Esra: Si, vi hafve förtagit oss emot vår Gud, att vi hafve tagit oss främmande hustrur utaf landsens folk; men här är ännu hopp derom i Israel.
0f0a0300cb	Så låt oss nu göra ett förbund med vårom Gud, så att vi utdrifve alla hustrur, och dem som af dem födde äro, efter Herrans råd, och deras som frukta vår Guds bud, att man må göra efter lagen.
0f0a040065	Så statt nu upp; ty det hörer dig till: Vi vilje vara med dig; var vid en god tröst, och gör så.
0f0a050094	Då stod Esra upp, och tog en ed af de öfversta Presterna, och Leviterna, och hela Israel, att de skulle göra efter detta talet. Och de svoro det.
0f0a0600e2	Och Esra stod upp inför Guds hus, och gick in uti Johanans, Eljasibs sons, kammar. Och då han ditkom, åt han intet bröd, och drack intet vatten; förty han sörjde öfver deras öfverträdelse, som i fängelset varit hade.
0f0a070070	Och de läto utropa i Juda och Jerusalem, till all fängelsens barn, att de skulle församla sig till Jerusalem.
0f0a0800af	Och hvilken som icke komme innan tre dagar, efter öfverstarnas och de äldstas råd, hans ägodelar skulle alla tillspillogifvas, och han afskiljas ifrå fångarnas menighet.
0f0a0900f1	Då församlade sig alle Juda män och BenJamin till Jerusalem, innan tre dagar; det är, på tjugonde dagen i den nionde månadenom. Och allt folket satt uppå gatone inför Guds hus, och bäfvade för detta ärendes skull, och för regnet.
0f0a0a00a3	Och Esra Presten stod upp, och sade till dem: I hafven förtagit eder, i det att I hafven tagit främmande hustrur, på det I skullen ännu föröka Israels skuld.
0f0a0b0090	Så bekänner nu Herran edra fäders Gud, och görer det honom ljuft är, och skiljer eder ifrå landsens folk, och ifrå de främmande hustrur.
0f0a0c0055	Då svarade hela menigheten, och sade med höga röst: Ske såsom du oss sagt hafver.
0f0a0d00a6	Men folket är mycket, och regnväder, och kan icke stå ute; så är det icke heller ens eller två dagars gerning; ty vi hafve sådana öfverträdelse mycken gjort.
0f0a0e0108	Låt oss beställa våra öfverstar i hela menighetene, att alle de i våra städer, som främmande hustrur tagit hafva, komma på bestämd tid; och de äldste i hvar staden, och deras domare med, tilldess vår Guds vrede må ifrån oss vänd varda i denna sakene.
0f0a0f0089	Då vordo beställde Jonathan, Asahels son, och Jahesia, Thikva son, öfver denna saken; och Mesullam, och Sabbethai Leviterna hulpo dem.
0f0a1000e8	Och fängelsens barn gjorde alltså. Och Presten Esra, och de ypperste fäderne i deras fäders hus, och alle de nu nämnde äro, afskiljde sig, och satte sig på första dagen i tionde månadenom till att ransaka om detta ärendet.
0f0a11006c	Och de uträttade det på alla de män, som främmande hustrur hade, på första dagen i första månadenom.
0f0a1200ac	Och vordo funne ibland Presternas barn, som främmande hustrur tagit hade, nämliga ibland Jesua barn, Jozadaks sons, och hans bröder: Maaseja, Elieser, Jarib och Gedalia.
0f0a13007e	Och de gåfvo deras hand deruppå, att de ville utdrifva hustrurna; och till deras skuldoffer offra en vädur för sina skuld.
0f0a140027	Ibland Immers barn: Hanani och Sebadia.
0f0a15003c	Ibland Harims barn: Maaseja, Elia, Semaja, Jehiel och Ussia.
0f0a16004e	Ibland Pashurs barn: Eljoenai, Maaseja, Ismael, Nethaneel, Josabad och Eleasa.
0f0a170058	Ibland Leviterna: Josabad, Simei och Kelaja, den är Kelita; Pethabja, Juda och Elieser.
0f0a18004c	Ibland sångarena: Eljasib. Ibland dörravaktarena: Sal lura, Telem och Uri.
0f0a190060	Utaf Israel: Ibland Paros barn: Ramia, Jissija, Malchija, Mijamin, Eleazar, Malchija och Benaja.
0f0a1a0047	Ibland Elams barn: Mattania, Zacharia, Jehiel, Abdi, Jeremoth och Elia.
0f0a1b004a	Ibland Sattu barn: Eljoenai, Eljasib, Mattania, Jeremoth, Sabad och Asisa.
0f0a1c0037	Ibland Bebai barn: Johanan, Hanania, Sabbai och Athlai.
0f0a1d0045	Ibland Bani barn: Mesullam, Malluch, Adaja, Jasub, Seal och Jeramoth.
0f0a1e005f	Ibland PahathMoabs barn: Adna, Chelal, Benaja, Maaseja, Mattania, Bezaleel, Binnui och Manasse.
0f0a1f003f	Ibland Harims barn: Elieser, Jissija, Malchija, Semaja, Simeon,
0f0a20001e	BenJamin, Malluch och Semaria.
0f0a210055	Ibland Hasums barn: Mattenai, Mattatta, Sabad, Elipheleth, Jeremai, Manasse och Simi.
0f0a220025	Ibland Bani barn: Maadai, Amram, Uel,
0f0a230017	Benaja, Bedja, Cheluhu,
0f0a240019	Banja, Meremoth, Eljasib,
0f0a25001b	Mattania, Mattenai, Jaasav,
0f0a260013	Bani, Binnui, Simi,
0f0a270017	Selemia, Nathan, Adaja,
0f0a280019	Machnadbai, Sasai, Sarai,
0f0a29001a	Asareel, Selemia, Semaria,
0f0a2a001a	Sallum, Amaria och Joseph.
0f0a2b004c	Ibland Nebo barn: Jegiel, Mattithia, Sabad, Sebina, Jaddai, Joel och Benaja.
0f0a2c0068	Desse hade alle tagit främmande hustrur; och voro somlige ibland de samma hustrur, som barn födt hade.
1000000007	Nehemja
1001010085	Dessa äro Nehemia, Hachalja sons, ord. Det begaf sig uti dem månadenom Chislev, i tjugonde årena, att jag var i Susan på slottet.
10010200c2	Då kom Hanani, en af mina bröder, med några män utaf Juda; och jag frågade dem, huru det gick med Judarna, som behållne och igenlefde voro af fängelset; och huru det tillgick i Jerusalem.
10010300b4	Och de sade till mig: De igenlefde af fängelset äro der i landena uti stor vedermödo och försmädelse; murarna i Jerusalem äro nederbrutne, och dess portar uppbrände med eld.
100104007f	Då jag nu sådana ord hörde, satt jag och gret, och jämrade mig i några dagar, och fastade, och bad inför Gud af himmelen;
1001050096	Och sade: Ack! Herre Gud af himmelen, du store och förskräckelige Gud, som håller förbund och barmhertighet dem som dig älska och hålla din bud:
1001060126	Låt dock din öron höra härtill, och din ögon öppne vara, så att du hörer dins tjenares bön, som jag nu beder inför dig, bide dag och natt, för dina tjenare Israels barn, och bekänner Israels barnas synd, som vi emot dig gjort hafve; och jag med mins faders hus hafvom också syndat.
1001070081	Vi äre vordne förderfvade, att vi icke hafve hållit din bud, befallningar och rätter, som du dinom tjenare Mose budit hafver.
1001080085	Men tänk dock uppå det ord, som du dinom tjenare Mose böd, och sade: Om I förtagen eder, så vill jag förströ eder ibland folk;
100109010b	Men om I omvänden eder till mig, och hållen min bud, och gören dem; och om I än bortdrefne voren allt intill himmelens ända, så vill jag dock dädan församla eder, och skall låta eder komma till det rum, som jag utvalt hafver, till att mitt Namn der bo skall.
10010a006e	De äro dock dine tjenare, och ditt folk, som du förlossat hafver, igenom dina stora kraft och mägtiga hand.
10010b00f8	Ack! Herre, låt din öron höra till din tjenares bön, och till dina tjenares bön, som begära frukta ditt Namn; och låt lyckosamliga tillgå i dag med dinom tjenare, och gif honom barmhertighet för denna mannenom. Ty jag var Konungens skänk.
10020100a3	Uti den månaden Nisan, i tjugonde årena Konungs Arthahsasta, då vin stod för honom, tog jag vinet upp, och fick Konungenom; och jag var icke lustig för honom.
1002020092	Då sade Konungen till mig: Hvi ser du så illa ut? Du är ju icke krank? Det äret icke, utan du äst bedröfvad. Men jag fruktade mig svårliga.
10020300b9	Då sade jag till Konungen: Konungen lefve evinnerliga! Skulle jag icke se illa ut? Den staden, der mina faders begrafningshus är, ligger öde, och dess portar äro med eld uppbrände.
1002040052	Då sade Konungen till mig: Hvad är då ditt begär? Då bad jag Gud af himmelen;
10020500cd	Och sade till Konungen: Om Konungenom så godt tyckte, och din tjenare funne nåd för dig, att du ville sända mig till Juda, till den staden, der mina fäder begrafne äro, att jag måtte uppbygga honom.
10020600e9	Och Konungen sade till mig, och Drottningen, som jemte honom satt: Huru lång kan din resa varda? Och när kan du komma igen? Och Konungenom föll i sinnet, att han skulle sända mig åstad. Och jag satte honom en bestämd tid före;
10020700b8	Och sade till Konungen: Om Konungenom så godt tycker, så gifve han mig bref till landshöfdingarna på hinsidon älfvena, att de ledsaga mig derigenom, tilldess jag kommer in i Juda;
10020800f9	Och bref till Assaph, Konungens skogshöfvitsman, att han låter mig få trä till bjelkar åt portarna i palatset i husena, och till stadsmurarna, och till huset, der jag infara skall. Och Konungen gaf mig det, efter mins Guds goda hand öfver mig.
1002090093	Och då jag kom till landshöfdingarna på hinsidon älfvena, fick jag dem Konungens bref. Och Konungen sände med mig höfvitsmän och resenärar.
10020a00b6	Då nu Saneballat den Horoniten, och Tobia tjenaren, den Ammoniten, det hörde, förtröt det dem svårliga, att någor menniska kommen var, som något godt sökte för Israels barn.
10020b003f	Och då jag kom till Jerusalem, och hade varit der i tre dagar,
10020c00c6	Stod jag om nattena upp, och någre få män med mig; ty jag sade det ingen menniska, hvad mig min Gud ingifvit hade till att göra med Jerusalem; och intet djur var med mig, utan det jag red uppå.
10020d00b4	Och jag red ut genom dalporten om nattena, och framom drakabrunnen, och åt dyngoportenom, och besåg Jerusalems murar, som sönder voro, och portarna, som med eld uppbrände voro;
10020e007c	Och gick öfver till brunnporten, och till Konungsdammen; och var intet rum, der djuret, som under mig var, uppå gå kunde.
10020f006f	Så drog jag om nattena bort åt bäcken, och besåg murarna, och vände om, och kom igenom dalporten hem igen.
10021000c7	Och öfverstarna visste icke hvart jag gick, eller hvad jag gjorde; förty jag hade ändå intet sagt Judarna, och Presterna, rådherrarna och öfverstarna, och dem androm, som uppå verket arbetade.
10021100e3	Så sade jag dem nu: I sen den uselhet, som vi uti äre, att Jerusalem ligger öde, och dess portar äro med eld uppbrände; kommer, låter oss bygga murarna till Jerusalem, att vi icke länger skola vara till en försmädelse.
10021200d4	Och jag lät dem förstå min Guds hand, den öfver mig god var; dertill Konungens ord, som han med mig talat hade. Och de sade: Så låt oss nu vara uppe. Och vi byggde, och deras händer voro tröste till godt.
10021300d6	Då nu Saneballat den Horoniten, och Tobia tjenaren, den Ammoniten, och Gesem den Araben, hörde det, begabbade de oss, och föraktade oss, och sade: Hvad är det I gören? Viljen I åter falla af ifrå Konungenom?
10021400b3	Då svarade jag dem, och sade: Gud af himmelen gifver oss lycko; ty vi hans tjenare hafve uppe varit, och byggom; men I hafven ingen del eller rätt, eller åminnelse i Jerusalem.
10030100e4	Och Eljasib, öfverste Presten, stod upp med sina bröder Presterna, och byggde fåraporten; honom helgade de, och satte in hans dörrar; men de helgade honom allt intill det tornet Mea, nämliga allt intill det tornet Hananeel.
100302004e	Bredevid dem byggde de män af Jericho; och näst dem byggde Saccur, Imri son.
1003030060	Men fiskaporten byggde Senaa barn; honom täckte de, och satte in hans dörrar, lås och bommar.
100304008f	Näst dem byggde Meremoth, Uria son, Hakkoz sons; näst dem byggde Mesullam, Berechia son, Mesesabeels sons; näst dem byggde Zadok, Baana son.
100305005f	Näst dem byggde de af Thekoa; men deras väldige böjde icke sin hals till sins herras tjenst.
100306008a	Den gamla porten byggde Jojada, Paseahs son, och Mesullam, Besodeja son; honom täckte de, och satte in hans dörrar, och lås och bommar.
1003070087	Näst dem byggde Melatia af Gibeon, och Jadon af Merono, män af Gibeon och Mizpa, på landshöfdingans säte, på denna sidon älfven.
10030800a1	Näst efter honom byggde Ussiel, Harhaja son, guldsmeden; näst honom byggde Hanania, apothekarens son, och de förstärkte Jerusalem allt intill de breda murar.
1003090056	Näst honom byggde Rephaja, Hurs son, öfversten öfver en half fjerding af Jerusalem.
10030a006a	Näst honom byggde Jedaja, Harumaphs son, tvärtöfver sitt hus; näst honom byggde Hattus, Hasabenja son.
10030b0067	Men Malchija, Harims son, och Hasub, Pahath Moabs son, byggde ett annat stycke, och tornet med ugnarna.
10030c006c	Näst honom byggde Sallum, Halohes son, öfversten för en half fjerding i Jerusalem, han och hans döttrar.
10030d00a7	Dalporten byggde Hanun och borgarena af Sanoah; de byggde honom, och satte in hans dörrar, och lås och bommar, och tusende alnar på murenom allt intill dyngoporten.
10030e0096	Men dyngoporten byggde Malchija, Rechabs son, öfversten i vingårdsmännernas fjerding; han byggde honom, och satte in hans dörrar, lås och bommar.
10030f0115	Brunnporten byggde Sallum, CholHose son, en öfverste för en fjerding i Mizpa; han byggde honom, och täckten, och satte in hans dörrar, lås och bommar; dertill ock murarna vid dammen Selah, vid Konungsörtagården, allt intill trapporna, som gå nederåt ifrå Davids stad.
10031000c1	Näst honom byggde Nehemia, Asbuks son, öfversten för den halfva fjerdingen i BethZur, allt intill gentemot Davids grafvar, och allt intill den dammen Asuja, och allt intill de väldigas hus.
100311008b	Efter honom byggde de Leviter, Rehum, Bani son; bredevid honom byggde Hasabia, öfversten för halfva fjerdingen i Kegila, i hans fjerding.
100312005f	Efter honom byggde deras broder Bavai, Henadads son, öfversten för en half fjerding i Kegila.
1003130062	Efter honom byggde Eser, Jesua son, öfversten i Mizpa, ett annat stycke, inåt harneskhushörnet.
1003140086	Efter honom, uppå berget, byggde Baruch, Sabbi son, ett annat stycke, ifrå hörnet allt intill Eljasibs öfversta Prestens husdörr.
1003150083	Efter honom byggde Meremoth, Uria son, Hakkoz sons, ett annat stycke, ifrån Eljasibs husdörr, allt intill ändan af Eljasibs hus.
1003160036	Efter honom byggde Presterna, de män af landsbygdene.
100317007f	Efter dem byggde BenJamin och Hasub, tvärsöfver deras hus; efter dem byggde Asaria, Maaseja son, Anania sons, jemte sitt hus.
1003180074	Efter honom byggde Binnui, Henadads son, ett annat stycke, ifrån Asaria hus intill båget, och allt intill hörnet;
1003190087	Palal, Usai son, emot båget, och det höga tornet, som synes utaf Konungshuset, vid fångahusens gård; efter honom Pedaja, Paros son.
10031a0057	Men de Nethinim bodde uti Ophel, allt intill vattuporten österut, der tornet ut synes.
10031b0075	Efter dem byggde de af Thekoa ett annat stycke, tvärtemot det stora tornet, som ut synes, allt intill murarna Ophel.
10031c0041	Men ifrå hästaporten byggde Presterana, hvardera emot sitt hus.
10031d007b	Efter dem byggde Zadok, Immers son, emot sitt hus; efter honom byggde Semaja, Sechania son, den dörravaktaren, östantill.
10031e009b	Efter honom byggde Hanania, Selemia son, och Hanun, Zalaphs son, den sjette, ett annat stycke; efter honom byggde Mesullam, Berechia son, emot sin fatabur.
10031f0080	Efter honom byggde Malchija guldsmedssonen, allt intill de Nethinims och krämares hus, emot rådsporten, och intill hörnsalen.
1003200052	Och emellan hörnsalen allt intill fåraporten byggde guldsmederna och krämarena.
100401007c	Då nu Saneballat hörde, att vi byggde murarna, vardt han vred, och förgrymmade sig svårliga; och han bespottade Judarna;
1004020106	Och sade för sina bröder, och för de väldiga i Samarien: Hvad göra de vanmägtige Judar? Månn man så skola låta betämma dem? Månn de skola offra? Månn de skola en dag fullkomna det? Månn de göra stenarna lefvande af stofthopar, som förbrände äro?
100403008b	Men Tobia den Ammoniten, som när honom var, sade: Låt bygga dem; när räfvarna löpa ditupp, skola de väl sönderrifva deras stenmurar.
1004040099	Hör, vår Gud, huru föraktade äre vi; vänd deras försmädelse in uppå deras hufvud, så att du gifver dem uti föraktelse i deras fängelses lande.
1004050074	Öfverskyl icke deras missgerning, och bortskrapa icke deras synd för dig; förty de hafva rett byggningsmännerna.
100406006f	Men vi byggde murarna, och fogde dem alla tillhopa intill halfva höjd; och folket fick hjerta till att arbeta.
10040700bd	Då nu Saneballat och Tobia, och de Araber och Ammoniter, och Asdoditer hörde, att murarna i Jerusalem voro igenbyggde, och de hade begynt igentäppa det öppet var, vordo de ganska vrede;
1004080071	Och gjorde alla ett förbund tillhopa, att de skulle komma och strida emot Jerusalem, och göra en villo derinne.
1004090048	Men vi bådom vår Gud, och satte vakt uppå dem dag och natt, emot dem.
10040a0071	Och Juda sade: Dragarenas magt är allt för svag, och gruset är för mycket; vi kunne icke bygga uppå murenom.
10040b0096	Men våre fiender tänkte: De skola icke få vetat, eller set, förr än vi komme midt i hopen uppå dem, och slå dem ihjäl, och förhindre arbetet.
10040c0073	Då nu Judarna, som när dem bodde, kommo, och sade oss det väl tio gånger, af all rum, der de omkring oss bodde;
10040d006e	Då satte jag nedre utmed muren i grafvene folket, efter deras slägter, med deras svärd, spetsar och bågar.
10040e00f6	Och besåg det, och stod upp, och sade till rådherrarna, och öfverstarna, och till det andra folket: Frukter eder intet för dem; tänker uppå den stora förskräckeliga Herran, och strider för edra bröder, söner, döttrar, hustrur och hus,
10040f009b	Då nu våre fiender hörde, att vi hade fått vetat, gjorde Gud deras råd omintet; och vi vände oss åter alle till muren, hvar och en till sitt arbete.
10041000b1	Och det skedde sedan, att hälften af de unga män gjorde arbetet; den andre hälften höllo spetsar, sköldar, bågar, och pansar; och öfverstarne stodo bakför hela Juda hus.
1004110099	De som byggde på muren, och de som båro bördor ifrå dem som uppå ladde; med den ena handene gjorde de arbetet, och med den andra höllo de värjona.
1004120086	Och hvar och en af dem, som byggde, hade sitt svärd bundet vid sidona, och byggde så; och den som blåste med basunen, var när mig.
10041300a6	Och jag sade till rådherrarna, och öfverstarna, och till det andra folket: Arbetet är stort och vidt, och vi äre förströdde på murenom, långt ifrå hvarannan.
1004140067	På hvilket rum I nu hören blåsa i basunen, dit kommer till oss. Vår Gud varder för oss stridandes;
1004150076	Och vi vilje arbeta på verket; och hälften af dem höll spetsar, allt ifrå morgonrodnan intill stjernorna uppgingo.
10041600a9	Ock sade jag på den tiden till folket: Hvar och en blifve med sinom dräng öfver natten i Jerusalem, att vi om nattena tage vara på vaktena, och om dagen på arbetet.
1004170085	Men jag och mine bröder, och mine tjenare, och de män i vaktene efter mig, drogo intet vår kläder af, när någor i vattnet gick.
1005010055	Och sig upphof ett stort rop af folket, och deras hustrur, emot sina bröder Judarna.
100502007e	Och voro somlige, som sade: Våre söner och döttrar äro allt för månge; låt oss taga säd, och äta, att vi måge lefva.
1005030069	Och somlige sade: Låt oss utsätta våra åkrar, vingårdar och hus, och taga säd i denna hårda tiden.
1005040061	Somlige sade: Låt oss låna penningar på ränto till Konungen, på våra åkrar och vingårdar.
1005050119	Ty våra bröders kropp är såsom vår kropp, och deras barn såsom vår barn; eljest gifve vi våra söner och döttrar i träldom, och äre allaredo våra döttrar somliga undergifna, och ingen magt är i våra händer; komma också våra åkrar och vingårdar androm tillhanda.
1005060043	Då jag nu deras rop och dessa orden hörde, vardt jag ganska vred.
10050700c6	Och mitt hjerta fick till råds, att jag straffade rådherrarna och öfverstarna, och sade till dem: Viljen I drifva ocker, den ene på den andra? Och jag hade tillhopa emot dem en stor församling;
10050800e2	Och sade till dem: Vi hafve igenköpt våra bröder Judarna, som Hedningomen sålde voro, efter våra förmågo; och I viljen också sälja edra bröder, de vi till oss köpt hafve? Då tego de, och funno intet till att svara.
100509008b	Och jag sade: Det är icke godt, som I gören. Skullen I icke vandra i Gudsfruktan, för Hedningarnas försmädelses skull, våra fiendars?
10050a007b	Jag och mine bröder, och mine tjenare, hafvom ock fått dem penningar och säd; men ockret vilje vi låta blifva tillbaka.
10050b00a5	Så får dem nu i denna dag igen sina åkrar, vingårdar, oljogårdar och hus, och hundradedelen af penningomen för säd, vin och oljo, som I på dem ockrat hafven.
10050c00b6	Då sade de: Vi vilje få dem det igen, och vilje intet äska af dem; och vilje göra såsom du sagt hafver. Och jag kallade Presterna, och tog en ed af dem, att de så göra skulle.
10050d0100	Och jag skuddade mitt sköte ut, och sade: Så skudde Gud hvar och en af sitt hus, och ifrå hans arbete, den icke blifver vid detta ord, så att han blifve utskuddad och blottad. Och hela församlingen sade Amen; och lofvade Herran. Och folket gjorde så.
10050e00fc	Desslikes, ifrå den tiden, då mig vardt befaldt att vara landshöfding i Juda land, nämliga ifrå tjugonde årena, allt intill annat och tretionde året Konungs Arthahsasta, det är i tolf år, höll jag mig och mina bröder intet af höfdingakoste.
10050f0103	Förty de förre landshöfdingar, som för mig varit hade, hade besvärat folket, och hade tagit af dem bröd och vin, och dertill fyratio siklar silfver, och deras tjenare hade haft sig väldeliga med folket; men jag gjorde icke så, för Gudsfruktans skull.
1005100074	Arbetade jag ock på murarbetet, och köpte ingen åker; och alle mine tjenare måste der komma samman till arbetes.
100511008e	Dertill voro ock af Judarna och Förstarna hundrade och femtio vid mitt bord, som till mig komne voro ifrå Hedningarna, som kringom oss äro.
10051200cc	Och man måste beställa mig om dagen en oxa, och sex utvald får, och foglar, och ju i tio dagar allahanda vin tillfyllest. Likväl äskade jag intet höfdingakosten; förty tungen var svår på folkena.
1005130041	Min Gud, betänk mig till godo allt det jag desso folkena gjorde.
10060100d5	Då Saneballat, Tobia och Gesem den Araben, och andre våre fiender förnummo, att jag murarna byggt hade, och intet gap var mer deruppå; ändock jag ändå på den tiden icke upphängt hade dörrarna i portomen,
10060200ab	Sände Saneballat och Gesem till mig, och läto säga mig: Kom, och låt oss komma tillsammans på bygdene, på slättene vid den staden Ono. Och de aktade göra mig ondt.
10060300c9	Men jag sände båd till dem, och lät säga dem; Jag hafver ett stort verk till att uträtta, jag kan icke komma neder; det måtte försummadt blifva, om jag tager handena af, och far neder till eder.
1006040060	De sände väl fyra gånger till mig vid samma sinnet; och jag svarade dem allt vid samma sätt.
100605005a	Då sände Saneballat femte gången sin tjenare till mig, med ett öppet bref i hans hand.
10060600c4	Derutinnan var skrifvet: Det är kommet för Hedningarna, och Gesem hafver det sagt, att du och Judarna viljen affalla; derföre uppbygger du murarna, och du vill vara deras Konung i denna sakene.
10060700b6	Och du hafver beställt dig Propheter, som om dig skola utropa i Jerusalem, och säga: Han är Juda Konung. Sådant kommer för Konungen. Så kom nu, låt oss rådslå med hvarannan.
100608007a	Men jag sände till honom, och lät säga honom: Detta är icke skedt, som du säger, du hafver diktat det af ditt hjerta.
1006090083	Ty de ville alle rädda oss, och mente: De varda aflåtande af arbetet, och varda stille. Men jag förstärkte mina hand desto mer.
10060a011b	Och jag kom uti Semaja hus, Delaja sons, Mehetabeels sons, och han hade innelyckt sig; och sade: Låt oss komma tillhopa i Guds hus, midt i templet, och sluta dörrarna till af templet; förty de varda kommande till att dräpa dig, och komma om nattena, att de skola slå dig ihjäl.
10060b009a	Men jag sade: Skulle en sådana man fly? Skulle en sådana man, som jag är, gå uti templet, på det han skall blifva lefvandes? Jag vill icke gå derin.
10060c008b	Ty jag förmärkte, att Gud hade intet sändt honom. Han spådde väl sådant om mig; men Tobia och Saneballat hade gifvit honom penningar.
10060d00ae	Derföre tog han penningar, på det jag skulle taga en fruktan till mig, och göra så, och synda; och de skulle hafva ett ondt rop uppå mig, dermed de måtte förlasta mig.
10060e0094	Tänk, min Gud, på Tobia och Saneballat, efter dessa deras gerningar, och på Propheten Noadja, och de andra Propheterna, som mig afskräcka ville.
10060f0060	Och muren vardt redo på femte och tjugonde dagen af den månaden Elul, i två och femtio dagar.
10061000a5	Och då alle våre fiender det hörde, fruktade sig alle Hedningar, som omkring oss voro, och deras mod förföll dem; förty de märkte, att detta verk var af Gudi.
100611006a	Voro ock på den tiden månge af Juda öfverstar, hvilkas bref gingo till Tobia; och ifrå Tobia till dem.
100612009a	Ty de voro månge i Juda, som honom besvorne voro; förty han var Sechania svåger, Arahs sons; och hans son Johanan hade Mesullams dotter, Berechia sons.
100613007a	Och de talade godt om honom för mig, och förde mitt tal ut för honom. Så sände nu Tobia bref till att afskräcka mig.
1007010072	Då vi nu hade byggt murarna, hängde jag portarna före, och vordo beställde porthållare, sångare och Leviter.
1007020084	Och jag böd min broder Hanani, och Hanania palatsfogdanom i Jerusalem; ty han var en trofast man, och gudfruktig för många andra;
100703010f	Och sade till dem: Man skall icke upplåta portarna i Jerusalem, tilldess solen varder varm; och medan man ännu arbetar, skall man slå portarna till, och bommen före. Och väktare vordo beställde utaf borgarena i Jerusalem, hvar och en på sine vakt, och om sitt hus.
100704005e	Och staden var vid till rum, och stor; men folket litet derinne, och husen voro icke uppbyggd.
10070500dd	Och min Gud gaf mig i hjertat, att jag församlade rådherrarna och öfverstarna, och folket, till att räkna dem; och jag fann ett register på mantalet, deras som tillförene uppkomne voro, och fann deruti så skrifvet:
10070600b2	Desse äro landsens barn, som uppkomne voro utaf fängelset, af dem som NebucadNezar, Konungen i Babel, hade bortfört, och i Jerusalem bodde, och i Juda, hvar och en i sin stad;
10070700ac	Och voro komne med Serubbabel: Jesua, Nehemia, Asaria, Raamja, Nahamani, Mordechai, Bilsan, Misperet, Bigvai, Nehum och Baana. Detta är talet af männerna af Israels folk:
1007080032	Paros barn voro tutusend hundrade två och sjutio.
100709002a	Sephatja barn, trehundrad två och sjutio.
10070a0027	Arahs barn, sexhundrad två och femtio.
10070b0051	PahathMoabs barn, ibland Jesua och Joabs barn, tutusend åttahundrad och aderton.
10070c002e	Elams barn, tusende tuhundrad fyra och femtio.
10070d0029	Sattu barn, åttahundrad fem och fyratio.
10070e0023	Saccai barn, sjuhundrad och sextio.
10070f002a	Binnui barn, sexhundrad åtta och fyratio.
1007100027	Bebai barn, sexhundrad åtta och tjugu.
1007110030	Asgads barn, tutusend trehundrad två och tjugu.
100712002a	Adonikams barn, sexhundrad sju och sextio.
1007130025	Bigvai barn, tutusend sju och sextio.
1007140026	Adins barn, sexhundrad fem och femtio.
1007150027	Aters barn af Hiskia, åtta och niotio.
1007160028	Hasums barn, trehundrad åtta och tjugu.
1007170026	Bezai barn, trehundrad fyra och tjugu.
1007180020	Hariphs barn, hundrade och tolf.
