0100000006	Genesi
18130d00d3	E le case di Gerusalemme, e le case dei re di Giuda, saranno immonde come il luogo di Tofet; tutte le case, sopra i cui tetti hanno fatti profumi a tutto l'esercito del cielo, e offerte da spandere ad altri dii.
18130e009d	Poi Geremia se ne venne di Tofet, dove il Signore l'avea mandato per profetizzare; e si fermò nel cortile della Casa del Signore, e disse a tutto il popolo:
18130f00fd	Così ha detto il Signor degli eserciti, l'Iddio d'Israele: Ecco, io fo venire sopra questa città, e sopra tutte le terre d'essa, tutto il male che io ho pronunziato contro a lei; perciocchè hanno indurato il lor collo, per non ascoltar le mie parole.
1814010094	OR Pashur, figliuolo d'Immer, sacerdote, ch'era soprantendente, [e] conduttore nella Casa del Signore, udì Geremia, che profetizzava queste parole.
181402008f	E Pashur percosse il profeta Geremia, e lo mise nella grotta, ch'[era] nella porta alta di Beniamino, la quale conduceva alla Casa del Signore.
1814030089	E il giorno seguente, Pashur trasse Geremia fuor della carcere. E Geremia gli disse: Il Signore ti nomina, non Pashur, ma Magor-missabib.
181404013b	Perciocchè, così ha detto il Signore: Ecco, io ti metterò in ispavento a te stesso, ed a tutti i tuoi amici; ed essi caderanno per la spada de' lor nemici, ed i tuoi occhi [lo] vedranno; e darò tutto Giuda in man del re di Babilonia, il quale li menerà in cattività in Babilonia, e li percoterà con la spada.
18140500ec	E darò tutte le ricchezze di questa città, e tutto il suo guadagno, e tutte le sue cose preziose; e insieme tutti i tesori dei re di Giuda in man dei lor nemici, i quali li prederanno, e li rapiranno, e li porteranno via in Babilonia.
18140600d5	E tu, Pashur, e tutti quelli che abitano in casa tua, andrete in cattività; e tu entrerai in Babilonia, e quivi morrai, e quivi sarai seppellito, tu, e tutti i tuoi amici, a' quali tu hai profetizzato falsamente.
1814070091	O Signore, tu mi allettasti, ed io mi lasciai allettare; tu mi facesti forza, e mi vincesti; tuttodì sono in derisione, ciascuno si beffa di me.
18140800a1	Perciocchè, da che io parlo, sclamo, e grido violenza, ed assassinamento; imperocchè la parola del Signore mi [è] stata in obbrobrio, ed in ischerno tuttodì.
18140900d2	Laonde io dissi: Io non lo mentoverò più, e non parlerò più nel suo Nome (ma vi è stato nel miò cuore come un fuoco ardente, rinchiuso nelle mie ossa, e mi sono stancato per ritener[lo], e non ho potuto);
18140a0124	perciocchè io ho udito come molti mi hanno infamato; spavento [è] d'ogn'intorno: rapportate, e noi rapporteremo. Tutti quelli co' quali io stava in buona pace mi hanno spiato, se io incappava punto; [ed hanno detto:] Forse si lascerà egli cogliere per inganno, e voi verremo a capo di lui.
18140b010d	Ma il Signore [è] meco, come un uomo prode, [e] terribile; perciò quelli che mi perseguitano caderanno, e non avranno la vittoria; saranno grandemente confusi, perciocchè non prospereranno; [ciò sarà] loro una ignominia eterna, [che] giammai non sarà dimenticata.
18140c00b8	Dunque, o Signor degli eserciti, che provi il giusto, che vedi le reni, e il cuore, [fa]'ch'io vegga la vendetta che tu prenderai di loro; perciocchè io ti ho spiegata la mia ragione.
18140d0071	Cantate al Signore, lodate il Signore; perciocchè egli ha riscossa l'anima del povero dalla mano de' malfattori.
18140e005f	Maledetto [sia] il giorno che io nacqui; il giorno che mia madre mi partorì non sia benedetto.
18140f0083	Maledetto [sia] l'uomo che [ne] portò la novella a mio padre, dicendo: Un figliuol maschio ti è nato; e lo rallegrò grandemente.
1814100096	E sia quell'uomo come quelle città che il Signore ha sovvertite, senza essersene mai pentito; e oda il grido la mattina, e lo stormo in sul mezzodì.
18141100ae	Conciossiachè [Iddio] non mi abbia fatto morire fin dalla matrice, e [non abbia fatto] che mia madre fosse il mio sepolcro, e che la sua matrice [fosse] in perpetuo gravida.
181412006e	Perchè son io uscito della matrice, per veder travaglio, e tormento, e per finire i miei giorni in vituperio?
18150100ac	LA parola, che fu dal Signore [indirizzata] a Geremia, quando il re Sedechia mandò a lui Pashur, figliuolo di Malchia, e Sefania, figliuolo di Maaseia, sacerdote, dicendo:
18150200d0	Deh! domanda per noi il Signore; perciocchè Nebucadnesar, re di Babilonia, guerreggia contro a noi; forse il Signore opererà inverso noi secondo tutte le sue maraviglie, e farà ch'egli si ritrarrà da noi.
181503002e	E Geremia disse loro: Così direte a Sedechia:
1815040118	Il Signore Iddio d'Israele ha detto così: Ecco, io fo rivolgere indietro gli strumenti bellici, che [son] nelle vostre mani, co' quali voi combattete contro al re di Babilonia, e contro ai Caldei, che vi assediano di fuori delle mura; e li raccoglierò in mezzo di questa città.
181505007e	Ed io stesso combatterò contro a voi con man distesa, e con possente braccio, in ira, e in cruccio, e in grande indegnazione.
1815060067	E percoterò gli abitanti di questa città, gli uomini, e gli animali; [e] morranno di gran mortalità.
18150701a2	E poi appresso, dice il Signore, io darò Sedechia, re di Giuda, e i suoi servitori, e il popolo e quelli che saranno scampati in questa città dalla mortalità, e dalla spada, e dalla fame, in man di Nebucadnesar, re di Babilonia, e in mano de' lor nemici, e di quelli che cercano l'anima loro; ed egli li percoterà, [mettendoli] a fil di spada; egli non perdonerà loro e non li risparmierà, e non ne avrà pietà.
1815080070	Ed a questo popolo di': Così ha detto il Signore: Ecco, io vi propongo la via della vita, e la via della morte.
18150900cf	Coloro che dimoreranno in questa città morranno di spada, o di fame, o di pestilenza; ma quelli che andranno ad arrendersi a' Caldei, i quali vi assediano, viveranno, e l'anima loro sarà loro per ispoglia.
18150a00b1	Perciocchè io ho volta la mia faccia contro a questa città, in male, e non in bene, dice il Signore; ella sarà messa in mano del re di Babilonia, ed egli l'arderà col fuoco.
18150b0044	Ed alla casa del re di Giuda [di':] Ascoltate la parola del Signore:
18150c0109	O casa di Davide, così ha detto il Signore: Da mattina fate ragione, e riscotete di mano dell'oppressore colui a cui è tolto [il suo:] che talora l'ira mia non esca a guisa di fuoco, ed arda, senza che alcuno la possa spegnere, per la malvagità dei vostri fatti.
18150d00aa	Eccomi a te, o abitatrice della valle, della rocca del piano, dice il Signore; a voi che dite: Chi potrebbe scendere sopra noi, e chi potrebbe entrar nelle nostre stanze?
18150e00b6	Ed io farò punizione di voi secondo il frutto de' vostri fatti, dice il Signore; ed accenderò un fuoco nella selva di quella, il quale consumerà tutto ciò che è d'intorno a lei.
1816010065	COSÌ ha detto il Signore: Scendi nella casa del re di Giuda, e pronunzia quivi questa parola, e di':
1816020095	Ascolta la parola del Signore o re di Giuda, che siedi sopra il trono di Davide; tu, e i tuoi servitori, e il tuo popolo ch'entrate per queste porte.
18160300fd	Così ha detto il Signore: Fate giudicio e giustizia; e riscotete di man dell'oppressore colui a cui è tolto [il suo:] e non fate torto al forestiere, nè all'orfano, nè alla vedova; non fate violenza, e non ispandete sangue innocente in questo luogo.
18160400ef	Perciocchè, se pur mettete ad affetto questa parola, i re [del legnaggio] di Davide, che seggono sopra il suo trono, entreranno per le porte di questa Casa, montati sopra carri, e sopra cavalli, essi, ed i lor servitori, ed il lor popolo.
181605007b	Ma se voi non ascoltate queste parole, io giuro per me stesso, dice il Signore, che questa Casa sarà messa in desolazione.
18160600bf	Perciocchè, così ha detto il Signore intorno alla casa del re di Giuda: Tu mi [sei stata come] Galaad, [come] la sommità del Libano; se io non ti riduco in deserto, [in] città disabitate.
181607008d	Io ordinerò contro a te de' guastatori, che avranno ciascuno le sue armi; e taglieranno la scelta de' tuoi cedri, e li gitteranno nel fuoco.
1816080085	E molte genti passeranno presso di questa città, e diranno l'uno all'altro: Perchè ha il Signore fatto così a cotesta gran città?
1816090079	E si dirà: Perciocchè hanno lasciato il patto del Signore Iddio loro, ed hanno adorati altri dii, ed hanno lor servito.
18160a00a9	Non piangete per lo morto, e non ve ne condolete; piangete pur per quel che se ne va via; perciocchè egli non ritornerà pi[ù], e non vedrà [più] il suo natio paese.
18160b00bb	Perciocchè il Signore ha detto così di Sallum, figliuolo di Giosia, re di Giuda, che ha regnato in luogo di Giosia, suo padre, ed è uscito di questo luogo: Egli non vi ritornerà più;
18160c0059	anzi morrà nel luogo dove è stato menato in cattività, e non vedrà più questo paese.
18160d00bd	Guai a colui ch'edifica la sua casa, e non con giustizia; e le sue sale, e non con dirittura; [che] si serve del suo prossimo per nulla, e non gli dà il pagamento dell'opera sua; che dice:
18160e0098	Io mi edificherò una casa grande, e delle sale spaziose; e taglia a quelle delle finestre larghe, e [la fa] tavolata di cedri, e [la] dipinge di minio!
18160f009b	Regnerai tu perchè cerchi d'eccellere co' cedri? non mangiò, e non bevve tuo padre, facendo ciò ch'è diritto, e giusto? [ed] allora bene gli [avvenne].
1816100075	Egli fece ragione al povero ed al bisognoso: [ed] allora bene gli avvenne; non [è] ciò conoscermi? dice il Signore.
1816110092	Ma tu non hai gli occhi, nè il cuore, se non alla tua avarizia, ed a spandere il sangue innocente, e ad oppressione, ed a storsione, per far[la].
18161200ed	Perciò, il Signore ha detto così di Gioiachim, figliuolo di Giosia, re di Giuda: Ei non se ne farà cordoglio, [dicendo:] Ahi fratel mio! Ahi sorella! Ei non se ne farà [altresì] cordoglio, [dicendo:] Ahi Signore! e: Ahi sua maestà!
1816130077	Egli sarà seppellito della sepoltura di un asino, essendo strascinato, e gettato via lungi dalle porte di Gerusalemme.
1816140099	Sali pure in sul Libano, e grida; e da' fuori la tua voce in Basan, e grida a [quelli che sono] di là; perciocchè tutti i tuoi amanti sono stati rotti.
18161500b9	Io ti ho parlato nelle tue prosperità; [ma] tu hai detto: Io non ascolterò; questa [è stata] la tua usanza fin dalla tua fanciullezza, che tu non hai [giammai] ascoltata la mia voce.
181616009c	Il vento si pascerà di tutti i tuoi pastori, ed i tuoi amanti andranno in cattività; allora sarai pure svergognata e confusa, per tutta la tua malvagità.
181617009c	Tu dimori nel Libano, tu ti annidi sopra i cedri; oh! quanto sarai graziosa, quando ti verranno le doglie del parto; i dolori, come di donna che partorisce!
181618009a	[Come] io vivo, dice il Signore, avvegnachè tu, Conia, figliuolo di Gioiachim, re di Giuda, fossi un suggello nella mia man destra, pur te ne divellerò;
18161900a2	e ti darò in man di quelli che cercano l'anima tua, e in man di quelli de' quali tu hai spavento, e in man di Nebucadnesar, re di Babilonia, e in man de' Caldei.
18161a0069	E caccerò te, e tua madre che ti ha partorito, in un paese strano, dove non siete nati; e quivi morrete.
18161b005a	E quant'è al paese, al quale essi hanno l'animo intento, per tornarvi, non vi torneranno.
18161c00d8	[È] quest'uomo Conia un idolo sprezzato, [e] rotto in pezzi? [è] egli un vaso, del quale non si fa stima alcuna? perchè dunque sono stati cacciati egli, e la sua progenie, e gettati in un paese, che non conoscono?
18161d0039	O paese, o paese, o paese, ascolta la parola del Signore!
18161e0103	Così ha detto il Signore: Scrivete pure [che] quest'uomo [sarà] privo di figliuoli, [e sarà] uomo [che] non prospererà a' suoi dì; [e] che niuno della sua progenie prospererà, sedendo sopra il trono di Davide, e signoreggiando per l'innanzi sopra Giuda.
1817010057	Guai a' pastori, che disperdono, e dissipano la greggia del mio pasco! dice il Signore.
1817020103	Perciò, così ha detto il Signore Iddio d'Israele a' pastori che pascono il mio popolo: Voi avete dissipate le mie pecore, e le avete scacciate, e non ne avete avuta cura; ecco, io farò punizione sopra voi della malvagità dei vostri fatti, dice il Signore.
18170300aa	Ed io raccoglierò il rimanente delle mie pecore, da tutti i paesi ne' quali io le avrò scacciate, e le farò tornare alle lor mandre; e frutteranno, e moltiplicheranno.
1817040097	Ed io costituirò sopra loro de' pastori che le pastureranno; ed esse non avranno più paura, nè spavento, e non ne mancherà alcuna, dice il Signore.
18170500ae	ECCO, i giorni vengono, dice il Signore, che io farò sorgere a Davide un Germoglio giusto, il quale regnerà da re, e prospererà, e farà giudicio, e giustizia nella terra.
1817060096	A' suoi dì Giuda sarà salvato, ed Israele abiterà in sicurtà; e questo [sarà] il suo Nome, del quale sarà chiamato: IL SIGNORE NOSTRA GIUSTIZIA.
1817070097	Perciò, ecco, i giorni vengono, dice il Signore, che non si dirà più: Il Signore vive, che ha tratti i figliuoli d'Israele fuor del paese di Egitto;
18170800c0	ma: Il Signore vive, che ha tratta e condotta la progenie della casa d'Israele fuor del paese di Settentrione, e di tutti i paesi dove io li avea scacciati; ed essi abiteranno nella lor terra.
18170900eb	IL mio cuore è rotto dentro di me per cagion de' profeti; tutte le mie ossa [ne] sono scrollate; io son come un uomo ebbro, e come una persona sopraffatta dal vino; per cagion del Signore, e per cagion delle parole della sua santità.
18170a00cd	Perciocchè il paese è pieno di adulteri; perciocchè il paese fa cordoglio per l'esecrazioni; i paschi del deserto [ne] son tutti secchi; il corso di costoro [è] malvagio, e la lor forza non è diritta.
18170b0076	Perciocchè e profeti e sacerdoti sono profani; e nella mia Casa stessa ho trovata la lor malvagità, dice il Signore.
18170c00bb	Perciò, la lor via sarà come sdruccioli in tenebre; saranno sospinti, e caderanno in esse; perciocchè io farò venir sopra loro del male, l'anno della lor visitazione, dice il Signore.
18170d0079	Ben avea io vedute cose sconvenevoli ne' profeti di Samaria; profetizzavano per Baal, e traviavano il mio popolo Israele;
18170e011a	ma io ho vedute cose nefande ne' profeti di Gerusalemme, commettere adulterii, e procedere in falsità; ed hanno confortate le mani de' malfattori, acciocchè niun di loro si converta dalla sua malvagità; essi tutti mi sono stati come Sodoma, e gli abitanti di quella come Gomorra.
18170f00d9	Perciò, il Signor degli eserciti ha detto così di que' profeti: Ecco, io li ciberò di assenzio, e darò loro a bere acque di tosco; perciocchè da' profeti di Gerusalemme è uscita la profanità per tutto il paese.
18171000d1	Così ha detto il Signor degli eserciti: Non ascoltate le parole de' profeti che vi profetizzano; essi vi fanno vaneggiare; propongono le visioni del cuor loro, [che] non [sono uscite] della bocca del Signore.
18171100b9	Non restano di dire a quelli che mi dispettano: Il Signore ha detto: Voi avrete pace; ed a tutti coloro che camminano secondo la durezza del cuor loro: Male alcuno non verrà sopra voi.
18171200a8	Perciocchè, chi è stato presente nel segreto consiglio del Signore? e chi ha veduta, ed intesa la sua parola? chi ha porto l'orecchio alla sua parola, e [l]'ha udita?
1817130060	Ecco il turbo del Signore, l'ira è uscita, il turbo soprasta, caderà sopra il capo degli empi.
18171400a8	L'ira del Signore non si racqueterà finchè egli non abbia eseguiti e messi ad effetto i pensieri del cuor suo; alla fin de' giorni voi intenderete molto bene la cosa.
181715005a	Io non ho mandati que' profeti, e son corsi; io non ho lor parlato, ed hanno profetizzato.
18171600bc	Se fossero stati presenti nel mio segreto consiglio, avrebbero fatte intendere le mie parole al mio popolo, e li avrebbero stornati dalla lor cattiva via, e dalla malvagità de' lor fatti.
181717003d	[Sono] io Dio da presso, dice il Signore, e non Dio da lungi?
181718008f	Potrebbesi nascondere alcuno in [tali] nascondimenti che io nol vedessi? dice il Signore; non riempio io il cielo, e la terra? dice il Signore.
181719008b	Io ho udito quel che hanno detto quei profeti, che profetizzano menzogna nel Nome mio, dicendo: Io ho avuto un sogno, io ho avuto un sogno.
18171a0078	Infino a quando è [questo] nel cuore de' profeti che profetizzano menzogna, e [son] profeti dell'inganno del cuor loro?
18171b00a8	Essi pensano di far dimenticare il mio Nome al mio popolo, per i lor sogni, i quali raccontano l'uno all'altro, siccome i padri loro dimenticarono il mio Nome per Baal.
18171c00b9	Il profeta, appo cui [è] un sogno, racconti quel sogno; e quello, appo cui [è] la mia parola, proponga la mia parola in verità; che ha da far la paglia col frumento? dice il Signore.
18171d005f	Non [è] la mia parola come un fuoco? dice il Signore; e come un martello, che spezza il sasso?
18171e006a	Perciò, eccomi contro a que' profeti, dice il Signore, che rubano le mie parole ciascuno al suo compagno.
18171f005f	Eccomi contro a que' profeti, dice il Signore, che prendono la lor lingua, e dicono: Egli dice.
1817200128	Eccomi contro a quelli che profetizzano sogni falsi, dice il Signore, e li raccontano, e traviano il mio popolo per le lor bugie, e per la lor temerità; benchè io non li abbia mandati, e non abbia data loro alcuna commessione; e non recheranno alcun giovamento a questo popolo, dice il Signore.
18172100a1	Se questo popolo, o alcun profeta, o sacerdote, ti domanda, dicendo: Quale [è] il carico del Signore? di' loro: Che carico? Io vi abbandonerò, dice il Signore.
1817220083	E se alcun profeta, o sacerdote, o il popolo dice: Il carico del Signore; io farò punizione sopra quell'uomo, e sopra la sua casa.
1817230079	Dite così, ciascuno al suo prossimo, e ciascuno al suo fratello: Che ha risposto il Signore? e: Che ha detto il Signore?
18172400c3	E non mentovate più il carico del Signore; perciocchè la parola di ciascuno sarà il suo carico; poscia che voi pervertite le parole dell'Iddio vivente, del Signor degli eserciti, Iddio nostro.
181725004d	Di' così al profeta: Che ti ha risposto il Signore? e: Che ti ha egli detto?
18172600c8	E pure ancora direte: Il carico del Signore? Perciò, così ha detto il Signore: Perciocchè voi avete detta questa parola: Il carico del Signore; benchè io vi avessi mandato a dire: Non dite [più:]
18172700b0	Il carico del Signore; perciò, ecco, io vi dimenticherò affatto, ed abbandonerò voi, e questa città, che io diedi a voi, ed a' vostri padri, [cacciandovi] dal mio cospetto.
1817280068	E vi metterò addosso una infamia eterna, ed un vituperio perpetuo, che non sarà [giammai] dimenticato.
1818010144	IL Signore mi fece vedere [una visione], dopo che Nebucadnesar, re di Babilonia, ebbe menato di Gerusalemme in cattività Geconia, figliuolo di Gioiachim, re di Giuda, ed i principi di Giuda, e i fabbri, e i ferraiuoli; e li ebbe condotti in Babilonia. Ecco dunque due canestri di fichi, posti davanti al Tempio del Signore.
18180200b7	L'uno de' canestri [era] di fichi molto buoni, quali [sono] i fichi primaticci; e l'altro canestro [era] di fichi molto cattivi, che non si potevano mangiare, per la [lor] cattività.
18180300dc	E il Signore mi disse: Che vedi, Geremia? Ed io dissi: De' fichi, dei quali gli uni, [che son] buoni, [sono] ottimi; e gli altri, [che son] cattivi, [son] pessimi, sì che non si posson mangiare per la [loro] cattività.
1818040035	E la parola del Signore mi fu [indirizzata], dicendo:
18180500dc	Così ha detto il Signore Iddio d'Israele: Come questi fichi [sono] buoni, così riconoscerò in bene quelli di Giuda che sono stati menati in cattività, i quali io ho mandati fuor di questo luogo, nel paese de' Caldei.
18180600ad	E volgerò l'occhio mio verso loro in bene, e li ricondurrò in questo paese; e li edificherò, e non [li] distruggerò [più]; e li pianterò, e non [li] divellerò [più].
18180700a6	E darò loro un cuore per conoscermi, che io [sono] il Signore; essi mi saranno popolo, ed io sarò loro Dio; perciocchè si convertiranno a me di tutto il lor cuore.
1818080149	E come quegli [altri] fichi [sono] tanto cattivi, che non se ne può mangiare, per la [loro] cattività, così altresì ha detto il Signore: Tale renderò Sedechia, re di Giuda, e i suoi principi, e il rimanente di que' di Gerusalemme, che saranno restati in questo paese, o che si saranno ridotti ad abitare nel paese di Egitto;
18180900c2	e farò che saranno agitati, e maltrattati, per tutti i regni della terra; [e che saranno] in vituperio, e in proverbio, e in favola, e in maledizione, in tutti i luoghi, dove li avrò cacciati.
18180a0095	E manderò contro a loro la spada, e la fame, e la pestilenza; finchè io li abbia consumati d'in su la terra che io avea data loro, ed a' lor padri.
18190100c7	LA parola che fu [indirizzata] a Geremia, intorno a tutto il popolo di Giuda, nell'anno quarto di Gioiachim, figliuolo di Giosia, re di Giuda; [ch'era] il primo anno di Nebucadnesar, re di Babilonia,
1819020073	la quale il profeta Geremia pronunziò a tutto il popolo di Giuda, ed a tutti gli abitanti di Gerusalemme, dicendo:
1819030101	Dall'anno tredicesimo di Giosia, figliuolo di Amon, re di Giuda, infino a questo giorno, già per lo spazio di ventitre anni, la parola del Signore mi è stata [indirizzata], ed io ho parlato a voi del continuo, per ogni mattina; ma voi non avete ascoltato.
18190400b2	Il Signore vi ha eziandio mandati tutti gli [altri] suoi servitori profeti, del continuo, per ogni mattina (ma voi non avete ubbidito, nè porto l'orecchio vostro per ascoltare),
18190500c2	dicendo: Deh! convertasi ciascun di voi dalla sua cattiva via, e dalla malvagità de' suoi fatti; e voi abiterete per ogni secolo in su la terra che il Signore ha data a voi, ed a' vostri padri.
181906008f	E non andate dietro ad altri dii, per servirli, e adorarli; e non mi dispettate per le opere delle vostre mani; ed io non vi farò male alcuno.
181907006e	Ma voi non mi avete ubbidito, dice il Signore, per dispettarmi con le opere delle vostre mani, a danno vostro.
181908006a	Perciò, così ha detto il Signor degli eserciti: Conciossiachè voi non abbiate ubbidito alle mie parole;
1819090141	ecco, io manderò per tutte le nazioni di Settentrione, dice il Signore; e per Nebucadnesar, re di Babilonia, mio servitore; e le farò venire contro a questo paese, e contro a' suoi abitanti, e contro a tutte queste genti d'intorno; e le distruggerò, e le metterò in desolazione, e in zufolo, e in disertamenti eterni.
18190a00a2	E farò venir meno fra loro la voce di gioia, e la voce d'allegrezza; la voce dello sposo, e la voce della sposa; il romore delle macine, e il lume delle lampane.
18190b007d	E tutto questo paese sarà [ridotto] in deserto, e in desolazione; e queste genti serviranno al re di Babilonia settant'anni.
18190c00dc	E quando i settant'anni saran compiuti, io farò punizione sopra il re di Babilonia, e sopra quella gente, dice il Signore, della loro iniquità; ed anche sopra il paese de' Caldei, e lo ridurrò in desolazioni perpetue.
18190d00b7	E farò venir sopra quel paese tutte le cose che io ho pronunziate contro ad esso; tutto ciò che è scritto in questo libro, ciò che Geremia ha profetizzato contro a tutte le genti.
18190e00a5	Perciocchè anche genti grandi, e re possenti li ridurranno in servitù; ed io renderò loro la retribuzione secondo i fatti loro, e secondo le opere delle lor mani.
18190f00a2	Perciocchè il Signore Iddio d'Israele mi ha detto così: Prendi di man mia questa coppa del vino dell'ira, e danne bere a tutte le genti, alle quali io ti mando.
181910005f	Esse [ne] berranno, e [ne] saranno stordite, e smanieranno, per la spada che io mando fra loro.
1819110071	Io adunque presi la coppa di man del Signore, e ne diedi bere a tutte le genti, alle quali il Signore mi mandava;
18191200ad	a Gerusalemme, ed alle città di Giuda, ed a' suoi re, ed a' suoi principi; per metterli in istupore, in desolazione, in zufolo, e in maledizione, come [sono] al dì d'oggi;
181913005d	a Faraone, re di Egitto, ed ai suoi servitori, ed a' suoi principi, ed a tutto il suo popolo;
18191400a9	ed a tutto il [popolo] mischiato, ed a tutti i re del paese di Us, ed a tutti i re del paese de' Filistei, e ad Ascalon, ed a Gaza, e ad Ecron, ed al rimanente di Asdod;
181915002d	ad Edom, ed a Moab, ed a' figliuoli di Ammon;
1819160053	ed a tutti i re di Tiro, ed a tutti i re di Sidon, ed ai re delle isole oltre mare;
1819170055	a Dedan, ed a Tema, ed a Buz, ed a tutti quelli che si radono i canti [delle tempie];
1819180061	ed a tutti i re dell'Arabia, ed a tutti i re del [popolo] mischiato, i quali abitano nel deserto;
181919004c	ed a tutti i re di Zimri, ed a tutti i re di Elam, ed a tutti i re di Media;
18191a00b9	ed a tutti i re di Settentrione, vicini, o lontani, dall'uno all'altro; ed a tutti i regni della terra [che son] sopra la faccia di essa; il re di Sesac [ne] berrà anch'egli dopo loro.
18191b00c0	Di' loro adunque: Così ha detto il Signor degli eserciti, l'Iddio d'Israele: Bevete, e inebbriatevi, e vomitate, e lasciatevi cadere, senza poter rilevarvi, per la spada che io mando fra voi.
18191c007f	E se pur ricusano di prender di mano tua la coppa, per bere, di' loro: Così ha detto il Signor degli eserciti: Pur ne berrete.
18191d00f2	Perciocchè, ecco, io comincio dalla città che si chiama del mio Nome, a far del male; e sareste voi pure esenti? voi non [ne] sarete esenti; imperocchè io chiamo la spada sopra tutti gli abitanti della terra, dice il Signor degli eserciti.
18191e012d	Tu adunque profetizza loro tutte queste parole, e di' loro: Il Signore ruggirà da alto, e darà fuori la sua voce dall'abitacolo della sua santità; egli ruggirà fieramente contro alla sua stanza; un gran grido, come di quelli che calcano [la vendemmia], risonerà a tutti gli abitatori della terra.
18191f00c6	Lo stormo [ne] è andato infino alle estremità della terra; perciocchè il Signore ha lite contro alle genti, egli verrà a giudicio con ogni carne; egli darà gli empi alla spada, dice il Signore.
181920008a	Così ha detto il Signor degli eserciti: Ecco, il male passerà da una gente all'altra, ed un gran turbo si leverà dal fondo della terra.
18192100df	E in quel giorno gli uccisi del Signore saranno da una estremità della terra infino all'[altra] estremità; non se ne farà cordoglio, e non saranno raccolti, nè seppelliti; saranno per letame sopra la faccia della terra.
18192200f1	Urlate, pastori, e gridate; e voltolatevi [nella polvere, voi] i principali della greggia; perciocchè il vostro termine, per essere scannati, e il [termine] delle vostre dissipazioni, è compiuto; e voi caderete a guisa di un vaso prezioso.
1819230057	Ed [ogni] rifugio verrà meno a' pastori, ed [ogni] scampo a' principali della greggia.
181924007b	[Vi è] una voce di grido de' pastori, ed un urlo de' principali della greggia; perciocchè il Signore guasta il lor pasco.
1819250048	E le mandre pacifiche saran distrutte, per l'ardor dell'ira del Signore.
18192600d8	Egli ha abbandonato il suo tabernacolo, a guisa di un leoncello che abbandonasse [il suo ricetto]; perciocchè il lor paese è stato messo in desolazione per lo furor dello sforzatore, e per l'ardor dell'ira di esso.
181a010081	NEL principio del regno di Gioiachim, figliuolo di Giosia, re di Giuda, questa parola [mi] fu dal Signore [indirizzata], dicendo:
181a0200e8	Così ha detto il Signore: Presentati nel cortile della Casa del Signore, e pronunzia a tutte le città di Giuda che vengono per adorar nella Casa del Signore, tutte le parole che io ti ho comandato di dir loro; non sottrarne nulla.
181a0300a2	Forse ubbidiranno, e si convertiranno ciascuno dalla sua via malvagia; ed io altresì mi pentirò del male, che penso di far loro per la malvagità de' lor fatti.
181a04007e	Di' loro adunque: Così ha detto il Signore: Se voi non mi ubbidite, per camminar nella mia Legge, la quale io vi ho proposta;
181a0500ac	per ascoltar le parole dei miei servitori profeti, i quali io vi mando; a' quali, benchè io [li] abbia mandati del continuo per ogni mattina, voi non avete però ubbidito;
181a060073	io renderò questa Casa simile a Silo, e metterò questa città in maledizione appresso tutte le genti della terra.
181a070072	Or i sacerdoti, e i profeti, e tutto il popolo, udirono Geremia pronunziando queste parole nella Casa del Signore.
181a0800d0	Laonde, dopo che Geremia ebbe fornito di pronunziare tutto ciò che il Signore gli avea comandato di dire a tutto il popolo, i sacerdoti, i profeti, e tutto il popolo lo presero, dicendo: Del tutto tu morrai.
181a0900ce	Perchè hai tu profetizzato in Nome del Signore, dicendo: Questa Casa sarà come Silo, e questa città sarà deserta, senza abitatori? E tutto il popolo si adunò appresso di Geremia nella Casa del Signore.
181a0a00a7	E i principi di Giuda, avendo intese queste cose, salirono dalla casa del re alla Casa del Signore, e sedettero all'entrata della porta nuova [della Casa] del Signore.
181a0b00e6	E i sacerdoti, e i profeti parlarono a' principi di Giuda, ed a tutto il popolo, dicendo: Quest'uomo deve esser giudicato a morte; perciocchè ha profetizzato contro a questa città, come voi avete udito co' vostri propri orecchi.
181a0c00c2	E Geremia parlò a tutti i principi, ed a tutto il popolo, dicendo: Il Signore mi ha mandato per profetizzare contro a questa Casa, e contro a questa città, tutte le parole che voi avete udite.
181a0d00ad	Ora dunque, ammendate le vostre vie, e i vostri fatti, ed ubbidite alla voce del Signore Iddio vostro; e il Signore si pentirà del male ch'egli ha pronunziato contro a voi.
181a0e0058	E quant'è a me, eccomi nelle vostre mani; fatemi secondo che vi parrà bene, e diritto.
181a0f00fb	Ma pur sappiate per certo che se voi mi fate morire, voi mettete del sangue innocente addosso a voi, ed a questa città, ed ai suoi abitanti; perciocchè in verità il Signore mi ha mandato a voi, per pronunziare a' vostri orecchi tutte queste parole.
181a1000c7	Allora i principi, e tutto il popolo, dissero a' sacerdoti, ed a' profeti: Non [vi è] cagione di condannare quest'uomo a morte; conciossiachè egli ci abbia parlato in Nome del Signore Iddio nostro.
181a110063	Ed alcuni degli anziani del paese di levarono, e parlarono a tutta la raunanza del popolo, dicendo:
181a120114	Michea Morastita profetizzò a' dì di Ezechia, re di Giuda, e parlò a tutto il popolo di Giuda, dicendo: Così ha detto il Signore degli eserciti: Sion sarà arata [come] un campo, e Gerusalemme sarà ridotta in monti [di ruine], e la montagna del Tempio in poggi di boschi.
