2800000009	ማቶሳ
2b10010052	“ሂካ ዱባ ካሰጌራ አማኖክስንኮ ጎጎሽርአሞንኮያ።
2b100200b0	አይሁድ ካኮኩኩአማረኮና፥ ቤስናራን ሱረዋ ካላጋድናራ ዱባ ዋዉን ጎጎሀንዳየ ማለ ካኮቶታምራ ጎራታ ኤመታራ።
2b10030064	ሂካ ዱባ ካኮንየልናና፥ ኦዶ ጎርቱን እን ማንኮካሶን ማራንያ።
2b100400b0	ሆረነ ሂካ አን እስኑን ካኮንሰጌራ ጎራታ ጎጌ ጎጎሻዳኑንያ፥ እስን ዎታ ማንኮግረ ማራን፥ ጣየ ሂካ ላኮሰጌሮ።
2b100500a4	“ጎርታ እን ካፋረሮ ቶስ ሴይናራ፥ ሀሌዎ ኳሬ እስንኮ፥ ‘ሀገራ ሴይናታ?’ አም እን ካሆሳይናራ ላግሮ።
2b10060046	ሂካ አዬሳኖና ዎዳናትስን ጋዳ አማጋንተታ።
2b10070110	አየሱን ጎአመን አን ሩምና ሩምና አማራ ሴታኖክ እስኑን ላኦ ስስሮዋ፥ አን ጎሴታናዋየ ካጎጎኢሳራ እስን ቶስ ላኮኤሜታሮ፥ አን ጎሴየ አድ አያና ቁሉክ እስን ቶስ ፋርናራ።
2b10080082	ካኮኤሜተ ጎራታና አላም ጩቦ ማራን፥ ጋራ ካቁሉማና ጋራ ካፍርዳ አዴስስ ቱስናራ።
2b10090067	ጩቦክሶ አዴስሰ ካኮንቱሳራ፥ እባዶ እዬ ማንኮ አማኖን ማራንያ።
2b100a00ab	ጋራ ካቁሉማ አዴስሰ ካኮንቱሳራ፥ ኦዶ ቶስ ማንኮሴይናሮና ሂታኮ ዳንቤባን እን እስን ማንኮዴኖን ማራንያ።
2b100b008e	ጋራ ካፍርዳ አዴስሰ ካቱሳራ ሂካ አላምኮክ ሞት ታሌተታ ጻላየ ማንኮፍርዳንተቶ ማራንያ።
2b100c0078	“ጋና ካሞጋን አን እስኑን ካሰግናራ ግራ፥ ግዳ አድ አታይን ላኮዳንዴታን።
2b100d00e0	ካሩም አያና ካኮኤሜተ ጎራታ ሩም ዱባ ቶስ ጌጌስሮዋ፥ ኡሱ እስኮ ላኮአዬሳሮ፥ ካማለሮ ካላል አዬሳራ፥ ኡሱማለና ሆረንባን ካልናሮ ሰግናራ።
2b100e0054	ካኬ ካሌሮኮ ኣተረ ጎጎአዴሳዉን የላ እን ካባጅናራ።
2b100f009f	ካኦዶ ካሌራ ዱባ ካኬያ፥ ጎርታ ‘ካከ ካለሮኮ ኣትረ ጎጎአዴሳዉን ሰግናራ’ ካኮን አመራ ሃንሱንያ።
2b10100085	“አሪ ኡጫርኮ አባባይ ላኮድናታን፥ ሀሌዎ ኳሬ አሪ ኡጫርኮ አባባይ አድ ድናታን።”
2b10110148	የሱሳኮ ኦአጋልሳታረንኮ ኮኮ፥ “‘ጎራታ ክጫርኮ አባባይ እን ላኮድናታን፥ ሀሌዎ ኳሬ ጎራታ ክጫርኮ ዳንበኔ አድ ድናታን ኡሱማለና፥ ኦዶ ቶስ ማንኮሴይናሮ’ ማራን ጎአምሮ መአማኖያ?” እስእስ ኦሮ አመን።
2b1012009e	“‘ጎራታ ክጫር አማኖ መ አማኖያ?’ ኡሱ ካአዬሳራ አየስ ላኮታበሮ” አማ እስእስ ኦሮ ሆሳታ ግረን።
2b10130140	የሱሳና ኡሱ ሆሳይን ዶታኖ ካኮአዴሰ ጎራታ፥ “አን፥ ጎራታ ክጫርኮ ዳንበኔ እን ላኮድናታን፥ ‘ሀሌዎ ኳሬ ጎራታ ክጫርኮ ዳንበኔና አድ ድናታን ማንኮአመሮን፥ መ አማኖዮ እስእስ ኦሮ እስእስ ሆሳታን’?
2b101400c9	አን ሩምና ሩምና አማራ፥ እስን ኦይናታን፥ ጋድናታን፥ አላም አድ ገገላይናራ፥ ሀሌዎ ኳሬ ጋዳክስን ገጌሎ ቶስ ኢግልሳምናራ።
2b101500c5	ሄለልትቲ አሪ ጊደ ኡሙላግራን ጫናቃማታ፥ ካኮኡሙልተ ጎራታ አደ እባዶ አላም ቶስ ማንኮኤሜተሮ ማራን ካጫናቃማተ ኢሎዋታ።
2b101600d3	እስኑና ሂካማሌ ግዳ ካጋዳ ጎራታያ፥ ጎሌና አድ አን እስን ማንኮድናሮ ማራን እን ገጌላይሳራ፥ ገጌሎኦትስና እስንኮ ካኣትራ ላግሮ።
2b10170099	ኤሰርት እንኮ ኮና ላኮኤባይናታን፥ አን ሩምና ሩምና አማራ ኦዶ መገኬይ ካኤባታን ዱባ ስስናራ።
2b101800a5	ግዳግን መገኬይ ኮና ላኮኤባቴታን፥ ኤባየን አታታንዋ፥ ገጌሎኦትስና ኦአማጋሜን ጎጎሌራዉን ኤባየን።
2b101900bc	“ግዳግን ካሰጌራ ማሱሳይ ጎሌና ሂታኮ ሆረንባን ጋራ ካኦዶ ማሱሳይ ሀሌኖን ግራን ዲዳቤስ ካኮአዬስራ ጎራታ ኤመታራ።
2b101a006a	ኤሰሪ መገኬይ ኤባይናታን፥ አንና ኦዶ እስን ማራን ላኮኤባይናሮ።
2b101b009a	ኣላንቲና ኦዶ መተኬሳዋ እስን ማንኮጌላተሮ ማራና ዋ ዶለኮ ኤሜታኖኬ ማንኮአማንቴታን ማራንያ።
2b101c007b	ኦዶኮ ቤረ አላም ቶስ ኤመየራ፥ ግዳ አደ አላም ኢሰረ ኦዶ ቶስ ሴይናራ” አመ።
2b101d0093	ኤሰኮና የሱሳኮ ኦአጋልሳታራን ሃ አመን፥ “ጎርታ ግዳ አት ማሱሳ ካላይ አዴስሰ አዬሳ ግታ።
2b101e00be	ግዳ አየስ ዱባ ጎጎአዴሳቶና ማዮና ኩ ሆሳይን ዶትስ ዋት አዴሴራን፥ ህክና ዋ ዶለኮ ኤመታኖ ጎጎአማኖን የለራ” አመን።
2b101f003d	የሱሳና፥ “ግዳ አማንቴታን አማኖያ?”
2b10200102	“ሂክማ እስን ዱባና ራራነ ካኮዳርአምናታን ጎራታ ኤመተራ፥ ኡሱ ጎራታና ግዳያ፥ እና ካለ ኢሳግናታን፥ ሀሌዎ ኳሬ ኣቦክ ኢነታ ማንኮግሮ ማራን አን ላኮካለ ግሮ።
2b102100e0	“እዬ ግርዴነ ኖጎዳ ጎጎግርታኑን፥ ሂካ ሰገራ፥ አላም ግራንቱን ራኮ አብታን፥ አየሱን ጎአመን አላማንደ፥ አን አላም አዎደራ” አመ አባበ።
2b110100cc	የሱሳ ሂካ ሃፉራ አዬሰ አባባተረ፥ ዳሩር ቶስ ጦቂመረ ሃ አመ ኤባተ፥ “ኣቦክ፥ ጎራታ ጌራ፥ ኤረካ ኩ ጎጎካባጅሮ ኤረካ ካባጂና።
2b110200b6	ካኮንካባጃታና አት ካስሰቶ ዱባን ኤርካ ጅሩ ጅሮማክ ግር ጎጎስስሮን እባዶ ዱባ ጉት ኦዶናት ማንኮስሰቶ ማራንያ።
2b11030080	ጅሩ ጅሮማክ ግርና አት ካላ ካሩም ዋ ሄዶና ካፋርተቶ የሱሳ ክርስቶሳ አዴሳኖያ።
2b11040050	አት ኢን ኦስሰተ ፈሎ ጉድሰጉረ ኩ ኡሊ ጉት ካባጄ።
2b11050072	ጎርታ ኣቦኬ! አላም ሀመጣሞን ኩኔ ዎታ ታግቴ ካባጃ ኩ ዶሌ እን ካባጂ።”
2b110600bc	“ሂናኣ አት አላምኮ አሳብተደ እን ኦስሰቶ እባዶጃን መገካ አዴስሰራ። ኦታዬን፥ እዬን ስሰ፥ እሶና ሃፉራካ ኦራቴን።
2b11070049	አት ካስሰታ ዱባ ኩኮ ላኖ እሶ ግዳ አዴሴራን።
2b110800ee	ኣላንቲና አት እን ካስሰቶ ሃፉራካ አን እሶን ስሰ ጎሌ አታቴራን፥ አንና ኩ ዶለኮ ብ ኤመታኖ ኦግራን እሶ አዴሴራን፥ አት እን ፋራኖና እሶ አማነራን።
2b110900a9	እሶ ኦታ ማንኮሌራን ማራን እሶን ኤባይናራ፥ አት ኢን ኦስሰቶና ኦታ ኦሌራዉን ኳሬ አላምን ላኮኤባይናሮ።
2b110a0069	ካኬ ካሌራ ዱባ ካካያ፥ ካካ ካሌራና ዱባ ካኬያ፥ እሶና ካባጃመራ።
2b110b0102	ጎርታ አን አላም ኦሮ ላኮአዳላይናሮ፥ እሶ አደን አላም ኦሮ ግናን፥ አን ኩ ቶስ ኤሜታኖያ፥ ቁሉክ ኣቦክ፥ ኖ ኮ ጎጎሌነኖ፥ እሶና ኮ ጎጎሌናዉን ካስሰቶ መገ ኦር።
2b110c00e3	አን እሶነ ዎታ ታኮግረ፥ አት ካስሰቶ መገካይ እሶ ጎልሰራ፥ አንና ኦረራ፥ ካማጻፋ ሃፉራ ጎጎጉዳሮ ኮ ካባይ ኤረ ኳሬ እሶኮ ማዮና ላኮባየሮ።”
2b110d00c8	“ግዳ እን ኩ ቶስ ኤሜታኖያ፥ አየሱን ጎአመን ገጌሎኦት እሶ ዶሌ ኦአማጋሜን ጎጎሌራዉን፥ ግዳ አላም ግራን ሂካ አን አዬሳራ።
2b110e009d	አን ሃፉራካ እሶን ስሰራ፥ አን አላምኮ ላኮዮ፥ እሶና አላምኮ ላኮያን፤ ሃንሱን አላም እሶ ዲደራ።
2b110f0070	ካኮን ኤባታራና ካሜላንኮ ጎጎኦርቶን ኳሬ፥ አላምኮ ጎጎቤሶን ላኮዮ።
2b1110005b	አን አላምኮ ጎጎሌኖን ግሮ ማለ፥ እሶና አላምኮ ላኮያን።
2b11110039	ሃፉራካ ሩምያ፥ ሩምታይ ቁሎይስና።
2b11120060	አት አላም ቶስ እን ጎጎፋርተቶ አንና አላም ቶስ እሶ ፋረራ።
2b11130063	እሶ ሩምና ጎጎቁሎይናዉን፥ እስኦተ እሶ ማራን ቁሎይሳየራ።”
2b11140090	“አጋልስስክሶ አታቴረን እዬ ኦአማናራዉን አደረያ ኳሬ ሂናኣ ኦላሉን አን ላኮኤባይናሮ።
2b111500e9	ህክና፥ ኣቦ! አት እዬ ጎጎግቶ፥ አንና ኩዬ ጎጎግሮ፥ ዱባና ኮ ጎጎሌናዉን፥ ኡሱማለና አት እን ፋራኖ አላም ጎጎአማኖን፥ እሶና ኖዬ ጎጎግራዉንያ።
2b1116005f	ኖ ኮ ጎጎሌነኖ እሶና ኮ ጎጎሌናዉን፥ ታስሰቶ ካባጃ ስሰራ።
2b111700f0	ህክና አን እሶ፥ አትና እዬ ላኖያ፥ አት እን ጎጎፋርተቶና እን ጎጎጌላተቶ ግታክ እሶና ጎጎጌላተቶ አላም ጎጎአዴስሮን፥ ኮናትክሶ ካአዴሳመ ሀሌዎ።”
2b111800f2	“ኣቦኬ! ሂኒዕ አት ኢን ኦስሰታ፥ አን ማንኮግሮ ጎጎግራዉን አላም ሀመጣሞን እን ማንኮጌላተቶ ማራን አት ኢን ታስሰቶ ካባጃቴ እሶ ጎጎዴራዉን ዶታራ።”
2b11190083	“ቁሉክ ኣቦኬ! አላም ጎካሳናዋተና፥ አን ካሶዋ፥ ህኒዕና አት እን ፋራኖ ካሳንዋ።
2b111a00bd	እዬን ታግታ ጌላንጀታ እሶን ጎጎግርቶ፥ አንና እሶ ጎጎግሮ፥ መገካ ጎጎአዴስናዉን የለራ፥ ጎጎአዴስናዉና የልናራ።”
2b120100ca	የሱሳ ሂካ ኤብ ጉድሰ አባባተረ ኡሱኮ ኦአጋልሳታረነ ዎታ ካቀድሮን ላጋ ናቄነ፥ ጣዬን ታኮግሬን ታአካክልተ ባንኤ ቶስ ታቤን።
2b120200b5	ጎራታ ካሞጋን የሱሳ ኡሱኮ ኦአጋልሳታረነ ዎታ ኤሰ ማንኮኤሰላሮ ማራን፥ ሮርሰ ካስሰራ ይሁዳና ባንኤ ካሳናየዋ።
2b1203012e	ይሁዳና ዎታዳራል ኡሱማለና ካቱቃሞል ዎይቻልኮና ፋራሳውልኮ ኦፋራመራን ቁሉክ ምን ካዋ ኦኦራኔነ ዎታ ቃጄልሳ ባንኤ ታአካክልተ ቶስ ኤመተ፥ እሶና ዳብ፥ ፋኖስና ሁ ካጀረነ አባተን ግረን።
2b12040081	የሱሳና ኡሱ ካግናሮ ዱባ አዴሰረ እሶ ቶስ ቤረ፥ “እስን ካዶታታን አዮያ?” አመ።
2b120500b0	እሶና፥ “ካናዝረት የሱሳያ” አመን። የሱሳና፥ “ኡሱ አንያ” አመ። ሮርሰ ካስሰራና ይሁዳ እሶ ዎታ አሌ ግረ።
2b12060077	የሱሳና፥ “ኡሱ አንያ” ካኮአማረ ጎራታ ሃራርቲ ጋጋቤንጉረን ኡል እዬን።
2b12070082	አደና “እስን ካዶታታን አዮያ?” አመ ሆሳተ። እሶና “ካናዝረት የሱሳያ አመን።”
2b12080096	የሱሳና አባበረ፥ “ኡሱ አንያ” አመራ ሀያ፥ “እን ካዶታታን ጎሌ ሂኒዕ ሀሴተን ኢሳጋ አመ።”
2b12090095	ሂክ ካኮሌራ፥ “አት ኢን ኦስሰቶ ህናኣኮ ኮና ላኮባየሮ” አመ ካአዬሰራ ሃፉራ ጎጎጉዳሮንያ።
2b120a00d7	ሺፋ አባተ ካግረ ስሞና ጴጢሮሳ ሺፋ ምአተ ቱቃሞኮክ ዎይቻን ካሀንዳረ ባሰረ ነበ ታመርገ ጎሰ “ካሀንዳረኮክ መገና ማልኮሳ አማማረ”።
2b120b0093	የሱሳና ጴጢሮሳነ፥ “ሺፋ ኮፎ ታብስና! ኦዶ ኢን ታስሰሮ ታራኮ ጡጋ ካጣሞን ኣን ላራ?” አመ።
2b120c0088	ዎታዳራና ካአጃጃሮ ካክሶነ ዎታ አይሁድን ኦሀንዳሬና ራቶ ሌነ የሱሳ አበን፥ ሽዬን፥
2b120d008a	ሆራርጀ፥ ካቀያፋ ሶዶ ካሌሮ ሃና ቶስ ጌሰን፥ ቀያፋ ኡሱ ጌሲ ቱቃሞን ኦዶናት ካአቦየ።
2b120e008f	ቀያፋ፥ ጎሳ ማራንቱን ኦዶ ኮ ጎጎየ ካእዳንክያ አማ አይሁድን ማርካስሳ ካግረ እባዶትየ።
2b120f011b	ስሞና ካአማማረ ጴጢሮሳና ካካለ ኮ የሱሳኮ ካአጋልሳታረ የሱሳ ዴበ ሴተን፥ ቱቃሞን ኦዶናት ካአቦን ማንኮአዴሳማረ ማራን፥ የሱሳ ዎታ ቱቃሞን ኦዶናት ካአቦኮክ አዉድ ቶስ ታበ።
2b121000e0	ጴጢሮሳ አደ ካራኮ ሳሬ ሄሰ። ቱቃሞኮክ ዎይቻነታ ካአዴሳማረ ካካለ የሱሳኮ ካአጋልሳታረ አባባተረ ካራ ታኦራተ አዬስሰረ ጴጢሮሳ ኣተ ታበ።
2b121100af	ካራ ታኦራተና ጴጢሮሳነ፥ “አት ሂካ እባዶትኮ ካአጋልሳታሮኮ ኮ ላኮቶያ?” አንተ። ኡሱና “ላኮአንዮ” አመ።
2b121200f6	ጎራታና ካአንቦሎልሳረ ማንኮሌ ማራን ኦሀንዳሬና ኤለን ቤበሳቴን ማራሙረን ማር ኮልኮልሳይን አሌን ግኔን፥ ጴጢሮሳና እሶ ዎታ አሌረ ኤለን ጣንጣማ ግረ።
2b1213009d	ኡሱ ጎራታ ቱቃሞኮክ ዎይቻ የሱሳ ኡሱኮ ኦአጋልሳታሬንኮክ ጋራና አጋልስሳኖኬሳኮክ ጋራ ሆሳተን።
2b121400cf	የሱሳና፥ “አን አላምን አዴስሰ አዬሰራ አይሁድ ታኮኩኩአማረና፥ ቁሉክ ምን ካኤብ አሪ ዱባ አጋልስሰራ፥ ስያመ ካአዬሰራ ላግሮ።
2b12150094	መዉን እን ሆሳታ? አን እሶን ካሰገሮ ኦማሌራን ሆሳ፥ ሂክማ፥ ሂኒዕ አን ካአዬሰሮ ካሳንዋ።”
2b121600dd	የሱሳ ሂካ ካኮአዬሳረ ጎራታ ዶሌ አሌን ኦግረን ቁሉክ ምን ካዋ ኦኦራሬንኮ ኮ፥ “ቱቃሞኮክ ዎይቻን ሃ አባባታ?” አመረ ባላባንጆ ኡሱ ባሰ።
2b121700a3	የሱሳና፥ “ታሜላን ካአዬሰ ጎሌ” “ታሜላን አዬሳኖኬ አቶቲን፥ ሩም ጎአዬሰ አደ መዉን ባሳታ?” አመ።
2b12180063	ኤሰኮ ሃና የሱሳ ሻመ ጎጎግሬ ቱቃሞኮክ ዎይቻ ቀያፋ ቶስ ፋረ።
2b121900ee	ስሞና ካአማመረ ጴጢሮሳ አሌረ ኤለን ጣንጣማ ግራን፤ ካካለ እባዶና “ኡሱኮ ኦአጋልሳታራንኮ ኮ ላ አትቶላ?” አመ። ኡሱና፥ “ላኮአንዮ” አመ ካካተ።
2b121a00df	ቱቃሞኮክ ዎይቻን ኦሀንዳሬንኮ ኮ ጴጢሮሳ ነበ ካጎሰሮ እባዶትን ፋል ካሌረ፥ “ታአካክልተ ባንኤ አን ኩ የሱሳነ ዎታ ላኮዴያ?” አመ ሆሳተ።
2b121b0044	ጴጢሮሳና አደ ካካተ፥ ጎርሰዋ ሉካለ ኦየ።
2b121c011e	አይሁድ የሱሳ ምን ካቀያፋኮ ካሮም ሞት ጲላጦሳኮት ቃየ ኣተን ሴተን፥ ጎራታና ባርየ፥ አይሁድና ካፋስካ ባላ ማንኮአምናረ ማራን ባቶዋናኮ አመረን አዉድ ካሞትት ቶስ ላኮታቤራን።
2b121d008c	ሃንሱን ጲላጦሳ እሶ ቶስ ቤረ፥ “ሂካ እባዶት ጉት ካሞታታን ሞቶ መያ?” አመ እሶ ሆሳተ።
2b121e008c	እሶና አባበን፥ “ሂክ እባዶት ፈሎ ኦሜላን ፈልዋተዋ ኖ ኩን ሮርስ ላኮስስናኔ” አመን።
2b121f00c5	ጲላጦሳና፥ “እስን እሲዋ ጌሳዴን ሴራክስን ማለ ፍርዳ” አመ። አይሁድና፥ “ኖ ማዮና ጎጎላጋንዶን ፈኢ ላኮአብኖ” አመን።
2b12200088	ህክና ካኮንሌራ የሱሳ ምስክ ጎይ ጎይናሮ ቱስን አመረ ካአዬሰራ ሃፉራ ጎጎጉዳሮንያ።
2b12210089	ጲላጦሳና አዉድ ቶስ አባባተረ የሱሳ ኡምስሰረ፥ “አት ካአይሁድ ዎኖታ?” አመ ሆሳተ።
2b1222007d	የሱሳና፥ “ሂክ ያዳ ካካያ?” “ጎርቱን ካካለ ጋራኬ ካሰገናንያ?” አመ አባበ።
2b122300cf	ጲላጦሳና አባበረ፥ “አን አይሁድያ?” “ኩ እን ቶስ ካፋረራ ጎሳካና ካቱቃሞል ዎይቻልያ፤ አየሱን አት መ የልተደያ?” አመ አባበ።
2b122400e9	የሱሳና፥ “ዎኖናትክ ሂካ አላምኮ ላኮዮ፥ ሊግረዋ አይሁድ ጎጎአቦንኮ ኦሀንዳረን ጀሬን ሻፋታኔዋ፥ ግዳ አደ ዎኖናትክ ሂካ አላምኮ ላኮዮ” አመ።
2b1225013f	ጲላጦሳና፥ “ሀያ አት ዎኖታ አማኖዮላ!” አመ። የሱሳና፥ “አን ዎኖ ላኖ ጋራ አንተታ፥ አን ካኮንኡሙላመራና ሂካ አላም ቶንሳ ካኮን ኤመየራ ጋራ ካሩም አቶቲንያ፥ ሩምኮ ካሌ ዱባ ሃፉራኬ ማላራ” አመ።
2b122600db	ጲላጦሳና፥ “ሩም መታ?” አመ። ሂካ አዬሰ አባባተረ አደና አይሁድ ቶስ ቤረ ሃ አመ፤ “አን ሂካ እባዶት ጉት ካሞትስሮ ባስ ኮና ላኮሄለሮ፥
2b122700c0	አየሱን ጎአመን ፋስካይ ካሽያመሮኮ ኦዶ ኮ ፉራኖኮክ ዎጋ አብታን፥ ‘ሃንሱን ካአይሁድ ዎኖ ጎጎፉሮን ዶታታን’?” አመ።
2b1228007b	እሶና አደን እያ፥ “ላ ላኮኡሱዮ! ባርባነ ፉር!” አመን። ባርባነ አደ ሽታየ።
2b13010033	ጲላጦሳ የሱሳ ሀጋኣተረ ቦጪሰ።
2b13020096	ዎታዳራልና ኤኤን ማማረን ካላቻ ኣን መተ ካየሱሳ ጉት ካዬን፥ ሄላ ቡራቡረክ ሳርስ ሳርስሴን።
2b13030064	ማራሙረን “ካአይሁድ ዎኖ ገጌላና” አማ ባላባንጆ ባሳ ግኔን።
2b130400d5	ጲላጦሳና አደ አዉድ ቶስ ቤረ፥ ኮና ሞቶን ኦጌግስራን ፈሎ ኦሜላን ሄልዋት ጎጎአዴሳኑን፥ “ጎርታ አን ኡሱ እስን ቶስ ቤስናራ” አመ።
2b1305009d	የሱሳ ካላቻ ካኤኤኔ ካተረ ሄላ ቡራቡረክ ሳርስ ሳርሳተ ቤ፥ ጲላጦሳና፥ “ሂክማ፥ እባዶት!” አመ።
2b13060151	ካቱቃሞል ዎይቻልና ቁሉክ ምን ካዋ ኦኦራኔን የሱሳ ካኮድያሬን ጎራታ፥ “ሱይና! ሱይና!” አማ ኦኬን። ጲላጦሳና አደ፥ “እስን ጌሳየንደን ሱዋየን፥ እን ቶንሴ ሞቶን ኦጌግስራን ፈሎ ኦሜላን አን ላኮሄለሮ” አመ።
2b130700a0	አይሁድና፥ “ኖ ሴራ አብና፥ እስኦቴሳ ኤረ ካዋ ማንኮየለ ማራን ሴራካን ማለ ጎይን ዶትሳራ” አመን።
2b13080044	ጲላጦሳ ሂካ ካኮማላረ ጎራታ ኣሎ አብሳተ፥
2b13090094	አዉድ ቶስ አባባተረ የሱሳ፥ “አት ሀየኮ ኤሜተታ?” አመ ሆሳተ፥ የሱሳ አደ ኮና ላኮአባበሮ።
2b130a0087	ጲላጦሳና፥ “ላኮሰጋቶያ? አን ኩ ፉርን ጎርቱን ሱይን ኦዶናት አባኖ ላካሶያ?” አመ።
2b130b00c4	የሱሳና፥ “ዋኮ ስሳምዋተዋ እን ጉት ኦዶናት ላኮግራረ፥ ሃንሱን ኩዬን ሮርሰ ካስሰራ እባዶት ጩቦኮ ካሮረ ጩቦ አባ” አመ።
2b130c0108	ኤሰኮ አባባተረ ጲላጦሳ የሱሳ ፉርን ዶተ፥ አይሁድ አደ፥ “ሂካ እባዶት ጎፉርተ ቄሳር ካጌላቶ ላኮቶ፥ እስኦቴሳ ዎኖ ካየላታራ ቄሳር ካዲዳሮያ” አማ ኦካኖ ሆረዴን።
2b130d00ee	ጲላጦሳ ሂካ ማለረ የሱሳ ሳርደሰ ቤሰ፥ ኤኤሞኮክ ያማኖ ታአማማተ ባንኤ ካፍርዳ ባርጩማ ሀማጼ፥ ህት ባንኤና ታአራማይክ ሄኢ ገበታ አማንተ ኡማማተ።
2b130e00b0	አሪ ካፋስካ ባላ ታኮኤካሳናተ ጎራታና አርኮ ሳቲ ሌክ ሌ ግረ። ጲላጦሳና አይሁድነ፥ “ሂክማ ዎኖክስን” አመ።
2b130f0110	እሶ አደን፥ “ባስና! ባስና! ሱይና!” አማ እዬን። ጲላጦሳና፥ “ዎኖክስን ሱዩ?” አመ። ካቱቃሞ ዎይቻልና፥ “ካሮም ዎኖ ቄሳር ኳሬ ካካለ ዎኖ ኖ ላኮአብኖ” አመን አባበን።
2b13100084	ጉድሳኖና ጲላጦሳ የሱሳ ጎጎሱይራዉን ሮርሰ ስሰ። ዎታዳራልና የሱሳ አበን ጌሰን።
2b131100ab	ኡሱና ማስቃሊቴሳ ስዳተረ ታአራማይክ ሄኢ “ጎልጎታ” አማንተ ታኡማማቶ “ቡቀ ታመተ” ታአማማተ ባንኤ ቤ።
2b1312009f	ኤሴና ሱዬን፥ ኡሱ ዎታና እባዶ ላማ፥ ኮ ምና ታበተነ፥ ኮና ምና ታመርጌነ፥ የሱሳ ጠኤ የሌነ ሱዬን።
2b13130095	ጲላጦሳና ጹፍ ጻፈረ ማስቃሊ ጉት ሬረሰ፤ ጹፍና፥ ካናዝረት የሱሳ፥ ካአይሁድ ዎኖ ታአማቶተ።
2b131400d2	የሱሳ ታኮሱዋመረ ባንኤ ካታማ ዶሌ ማንኮግቴ ማራን ኦሞጋን አይሁድ ጹፍ ናባቤን፥ ጹፍና፥ ሄኢ ታኢብራይስጢ ታላትንና፥ ታግሪክተ።
2b131500d3	ካአይሁድ ቱቃሞልኮክ ዎይቻልና ጲላጦሳ ዲዳ፥ “ኡሱ፥ ‘ካአይሁድ ዎኖያ’ አመራ አም ጻፍ ኳሬ ካአይሁድ ዎኖ አም አሮጻፍተ” አመን።
2b1316004a	ጲላጦሳና፥ “አን ካጻፈሮ ጻፈራ” አመ አባበ።
2b13170118	ዎታዳራል የሱሳ ሱዬን አባባተን፥ ቆሎኬሳ ሄሳ፥ ሁኬሳ አቴረን መተመተዉን ኮ ኮ ጎጎገገሮን በንኤ አፋር ሄዴዳመን፥ ኤለኮ ታ ሄገል ጌቶን አማለኮ ሌተ ሀኢሪራሞን ታፈላንተታ።
2b13180138	ሃንሱን፥ “እጣ ቤሳይነ ካኮንቤተ ሀጌተ” ኳሬ “ላኮፊልኖ” አመን። ህክና ካኮንሌራ “ሁኬ ሄዴዳመን፥ ቆሎና ኢጣ ቤሳተን” ካአማመራ ካማጻፋ ሃፉራ ጎጎጉዳሮንያ። ዎታዳራልና ካፌለራን ሂካዋያ።
2b131900bc	ታየሱሳ ማስቃሊ ዶሌ ኣየቴሳና ኣየቴሳኮት አባ፥ ታቀልዮጳ ኦር ማይራመና ኡል ካመግደላኮት ማይራመ ኤሰ አሌን ግረን።
2b131a00d9	ኤሴና የሱሳ ኣየቴሳና ካጌላታረ ኡሱኮ ካአጋልሳታረ ዶሌ አሌን ግራን ካኮድያረ ጎራታ ኣየቴሳነ፥ “አት ሄለልትቲ፥ ኤረካ ሂክማ” አመ።
2b131b00b5	ኡሱኮ ካአጋልሳታረነ፥ “ኣየታ ህትማ” አመ። ኡሱ ጎራታኮ ሀጋአበረ ሂክ ኡሱኮ ካአጋልሳታረ ምንኬሳ ቶስ አታተ።
2b131c0093	ኤሰኮ የሱሳ አየስ ዱባ ጉዳታኖ አዴሰረ፥ ካማጻፋ ሃፉራ ጎጎጉዳሮ፥ “አን ሱጉባየዋ!” አመ።
2b131d00bf	ኤሴና ታኦኮካታ ዎይኒ ሁቡቾ ምግ ሌተ ግቴ፥ እሶና እስፎንጅ ጣሞ ካዎይኒቲ ጡቅሴነ፥ ኦጎሮ ካአቦ ባሊ ህኢ ቶስ ጋባሌን።
2b131e009a	የሱሳና ካኦኮኮታሮ ካኮቃማሳረ ጎራታ “ጉዳተዋ” አመ። መተኬሳ ሁስሳተረ፥ ኔፎቴሳ ሮርሰ ስሰ።
2b131f01ad	ኤሰኮ አባባተረ አሪ አይሁድን ታፎልሲ አርዉን ታኮኤካሳታራንተ። አይሁድ፥ ካሱዋመሮ እባዶኮክ ሬስ ታፎልሲ አሪ ማስቃሊ ጉት ጎጎሀይኖንኮ ማንኮዶታቴን ማራንና ካለት ታፎልሲ አሪ ማንኮሌተ ማራን፥ ኦሱዋሜራን እባዶጃ ግልብ ኤብሰሬን ሬስ ጎጎዳግሮን ጲላጦሳ ኤባተን።
2b132000d5	ሃንሱን ዎታዳራል ኤመተረ ክርስቶሳነ ዎታ ሱዋመ ካግረ ካሆራርጄ እባዶትኮክ ግልብ ኤብሴን፥ አደን ካካለኮክ ግልብ ኡሱማሌ ኤብሴን።
2b1321007d	የሱሳ ቶስ ካኮኤሜተረን ጎራታ ካጎየሮ ማንኮዴረን ማራን ግልብ ላኮኤብሴረን።
2b1322008c	አየሱን ጎአመን ዎታዳራልኮ ኮ አራንጃ ታየሱሳ ጀሬን ኤገ፥ ጎርሰዋ ኢግና በከና ኡባተ።
