0100000009	創世記
0c11270066	只汝らの神ヱホバを敬ふべし彼なんじらをその諸の敵の手より救ひいださん
0c1128005d	然るに彼等は聽ことをせずしてなほ前の習俗にしたがひて事を行へり
0c112900b7	偖この國々の民は斯ヱホバを敬ひまたその雕める像に事たりしがその子も孫も共に然りその先祖のなせしごとくに今日までも然なすなり
0c1201006c	イスラエルの王エラの子ホセアの三年にユダの王アハズの子ヒゼキア王となれり
0c120200a2	彼は王となれる時二十五歳にしてエルサレムにて二十九年世ををさめたりその母はザカリヤの女にして名をアビといへり
0c12030066	ヒゼキヤはその父ダビデの凡てなせしごとくヱホバの善と見たまふ事をなし
0c120400f2	崇邱を除き偶像を毀ちアシラ像を斫たふしモーセの造りし銅の蛇を打碎けりこの時までイスラエルの子孫その蛇にむかひて香を焚たればなり人々これをネホシタン(銅物)と稱なせり
0c12050099	ヒゼキヤはイスラエルの神ヱホバを賴り是をもて彼の後にも彼の先にもユダの諸の王等の中に彼に如ものなかりき
0c12060090	即ち彼は固くヱホバに身をよせてこれに從ふことをやめずヱホバがモーセに命じたまひしその誡命を守れり
0c1207009c	ヱホバ彼とともに在したれば彼はその往ところにて凡て利達を得たり彼はアッスリヤの王に叛きてこれに事へざりき
0c12080069	彼ペリシテ人を撃敗りてガザにいたりその境に達し看守臺より城にまで及べり
0c120900bd	ヒゼキヤ王の四年すなはちイスラエルの王エラの子ホセアの七年にアッスリヤの王シヤルマネセル、サマリヤに攻のぼりてこれを圍みけるが
0c120a008d	三年の後つひに之を取りサマリヤの取れしはヒゼキヤの六年にしてイスラエルの王ホセアの九年にあたる
0c120b008d	アッスリヤの王イスラエルをアッスリヤに擄へゆきてこれをハラとゴザン河の邊とメデアの邑々におきぬ
0c120c00c0	是は彼等その神ヱホバの言に遵はずその契約を破りヱホバの僕モーセが凡て命じたる事をやぶりこれを聽ことも行ふこともせざるによりてなり
0c120d0078	ヒゼキヤ王の十四年にアッスリヤの王セナケリブ攻のぼりてユダの諸の堅き邑を取ければ
0c120e0141	ユダの王ヒゼキヤ人をラキシにつかはしてアッスリヤの王にいたらしめて言ふ我過てり我を離れて歸りたまへ汝が我に蒙らしむる者は我これを爲べしとアッスリヤの王すなはち銀三百タラント金三十タラントをユダの王ヒゼキヤに課したり
0c120f007e	是においてヒゼキヤ、ヱホバの家と王の家の庫とにあるところの銀をことごとく彼に與へたり
0c12100093	此時ユダの王ヒゼキヤまた己が金を著たりしヱホバの宮の戸および柱を剥てこれをアッスリヤの王に與へたり
0c12110162	アッスリヤの王またタルタン、ラブサリスおよびラブシヤケをしてラキシより大軍をひきゐてエルサレムにむかひてヒゼキヤ王の所にいたらしめたればすなはち上りてエルサレムにきたれり彼等則ち上り來り漂布場の大路に沿るよの池塘の水道の邊にいたりて立り
0c121200b4	而して彼等王を呼たればヒルキヤの子なる宮内卿エリアキム書記官セブナおよびアサフの子なる史官ヨア出きたりて彼等に詣りけるに
0c12130099	ラブシヤケこれに言けるは汝等ヒゼキヤに言べし大王アッスリヤの王かく言たまふ此汝が賴むところの者は何ぞや
0c12140084	汝戰爭をなすの謀計と勇力とを言も只これ口の先の言語たるのみ誰を恃みて我に叛くことをせしや
0c121500cf	視よ汝は折かかれる葦の杖なるエジプトを賴む其は人の其に倚るあればすなはちその手を刺とほすなりエジプトの王パロは凡てこれを賴む者に斯あるなり
0c12160123	汝等あるひは我はわれらの神ヱホバを賴むと我に言ん彼はヒゼキヤがその崇邱と祭壇とを除きたる者にあらずやまた彼はユダとエルサレムに告て汝等はエルサレムに於てこの壇の前に祷拝をなすべしと言しにあらずや
0c1217008a	然ば請ふわが主君アッスリヤの王に約をなせ汝もし人を乗しむることを得ば我馬二千匹を汝にあたへん
0c121800b7	汝いかにしてか吾主君の諸臣の中の最も微き一將だにも退くることを得ん汝なんぞエジプトを賴みて兵車と騎兵をこれに仰がんとするや
0c1219009f	また我とても今ヱホバの旨によらずして比處を滅しに上れるならんやヱホバ我に此處に攻のぼりてこれを滅せと言たり
0c121a011a	時にヒルキヤの子エリアキムおよびセブナとヨア、ラダシヤケにいひけるは請ふスリアの語をもて僕等に語りたまへ我儕これを識なり石垣の上にをる民の聞るところにてユダヤ語をもて我儕に言談たまふなかれ
0c121b012c	ラブシヤケかれらに言ふわが君唯我を汝の主と汝とにつかはして此言をのべしめたまふならんや亦石垣の上に坐する人々にも我を遣して彼等をして汝等とともに自己の便溺を食ひ且飮にいたらしめんとしたまふにあらずやと
0c121c0099	而してラブシヤケ起あがりユダヤ語をもて大聲に呼はり言をいだして曰けるは汝等大王アッスリヤの王の言を聽け
0c121d0084	王かく言たまふ汝等ヒゼキヤに欺かるるなかれ彼は汝等をわが手より救ひいだすことをえざるなり
0c121e00ab	ヒゼキヤがヱホバかならず我らを救ひたまはん此邑はアッスリヤの王の手に陷らじと言て汝らにヱホバを賴ましめんとするとも
0c121f00f9	汝等ヒゼキヤの言を聽なかれアッスリヤの王かく言たまふ汝等約をなして我に降れ而して各人おのれの葡萄の樹の果を食ひ各人おのれの無花果樹の果をくらひ各人おのれの井水を飮めよ
0c12200147	我來りて汝等を一の國に携ゆかん其は汝儕の國のごとき國穀と酒のある地パンと葡萄園のある地油の出る橄欖と蜜とのある地なり汝等は生ることを得ん死ることあらじヒゼキヤ、ヱホバ我儕を救ひたまはんと言て汝らを勸るともこれを聽なかれ
0c12210057	國々の神の中執かその國をアッスリヤの王の手より救ひたりしや
0c122200bd	ハマテおよびアルパデの神々は何處にあるセパルワイム、ヘナおよびアワの神々は何處にあるやサマリヤをわが手より救ひ出せし神々あるや
0c122300ae	國々の神の中にその國をわが手より救ひいだせし者ありしや然ばヱホバいかでかエルサレムをわが手より救ひいだすことを得んと
0c12240081	然ども民は默して一言もこれに應へざりき其は王命じてこれに應ふるなかれと言おきたればなり
0c122500cf	かくてヒルキヤの子なる宮内卿エリアキム書記官セブナおよびアサの子なる史官ヨアその衣をさきてヒゼキヤの許にいたりラブシヤケの言をこれに告たり
0c13010063	ヒゼキヤ王これを聞てその衣を裂き麻布を身にまとひてヱホバの家に入り
0c13020096	宮内卿エリアキムと書記官セブナと祭司の中の長老等とに麻布を衣せてこれをアモツの子預言者イザヤに遣せり
0c130300b1	彼等イザヤに言けるはヒゼキヤかく言ふ今日は艱難の日懲罰の日打棄らるる日なり嬰孩すでに產門にいたりて之を產いだす力なき也
0c13040123	ラブシヤケその主君なるアッスリヤの王に差遣れて來り活る神を謗る汝の神ヱホバあるひは彼の言を聞たまはん而して汝の神ヱホバその聞る言語を責罰たまふこともあらん然ば汝この遺る者の爲に祈祷をたてまつれと
0c13050048	ヒゼキヤ王の僕等すなはちイザヤの許にいたりければ
0c130600ba	イザヤかれらに言けるは汝等の主君にかく言べしヱホバかく言たまふアッスリヤの王の臣僕等が我を謗るところの言を汝聞て懼るるなかれ
0c1307009c	我かれの氣をうつして風聲を聞て己の國にかへるにいたらしめん我また彼をして自己の國に於て劍に斃れしむべしと
0c130800b1	偖またラブシヤケは歸りゆきてアッスリヤの王がリブナに戰爭をなしをるとこるに至れり其は彼そのラキシを離れしを聞たればなり
0c13090099	茲にアッスリヤの王はエテオピアの王テルハカ汝に攻きたると言ふを聞てまた使者をヒゼキヤにつかはして言しむ
0c130a00a8	汝等ユダの王ヒゼキヤに告て言べし汝エルサレムはアッスリヤの王の手に陷らじと言て汝が賴むところの神に欺かるるなかれ
0c130b0099	汝はアッスリヤの王等が萬の國々になしたるところの事を知る即ちこれを滅しつくせしなり然ば汝いかで救らんや
0c130c0099	吾父等はゴザン、ハラン、レゼフおよびテラサルのエデンの人々等を滅ぼせしがその國々の神これを救ひたりしや
0c130d006f	ハマテの王アルバデの王セバルワイムの邑およびヘナとアワの王等は何處にあるや
0c130e0081	ヒゼキヤ使者の手より書を受てこれを讀みヱホバの家にのぼりゆきてヱホバの前にこれを展開げ
0c130f00ea	而してヒゼキヤ、ヱホバの前に祈りて言けるはケルビムの間にいますイスラエルの神ヱホバよ世の國々の中において只汝のみ神にいます也汝は天地を造りたまひし者にいます
0c13100096	ヱホバよ耳を傾けて聞たまへヱホバよ目を開きて見たまへセナケリブが活る神を謗りにおくれる言語を聞たまへ
0c1311004e	ヱホバよ誠にアッスリヤの王等は諸の民とその國々を滅し
0c1312008a	又その神々を火になげいれたり其等は神にあらず人の手の作れる者にして木石たればこれを滅せしなり
0c131300ab	今われらの神ヱホバよ願くは我らをかれの手より拯ひいだしたまへ然ば世の國々皆汝ヱホバのみ神にいますことを知にいたらん
0c131400cf	茲にアモツの子イザヤ、ヒゼキヤに言つかはしけるはイスラエルの神ヱホバかく言たまふ汝がセナケリブの事につきて我に祈るところの事は我これを聽り
0c131500c0	ヱホバが彼の事につきて言ふところの言語は是のごとし云く處女なる女子シオンは汝を藐視じ汝を嘲る女子エルサレムは汝にむかひて頭を搖る
0c13160096	汝誰を謗りかつ罵詈しや汝誰にむかひて聲をあげしや汝はイスラエルの聖者にむかひて汝の目を高く擧たるなり
0c131700ea	汝使者をもて主を謗て言ふ我夥多き兵車をひきゐて山々の嶺にのぼりレバノンの奧にいたり長高き香柏と美しき松樹を斫たふす我その境の休息所にいたりその園の林にいたる
0c1318007b	我は外國の地をほりて水を飮む我は足の跖をもてエジプトの河々をことごとくふみ涸すなり
0c13190099	汝聞ずや昔われ之を作し古時よりわれ之を定めたり今われ之をおこなふ即ち堅き邑々は汝のために坵墟となるなり
0c131a00ab	是をもてそれらの中にすむ民は力弱かり懼れかつ驚くなり彼等は野の草のごとく靑菜のごとく屋蓋の草のごとく枯る苗のごとし
0c131b006c	汝の止ると汝の出ると汝の入と汝の我にむかひて怒くるふとは我の知ところなり
0c131c00bd	汝の怒くるふ事と汝の傲慢ところの事上りてわが耳にいりたれば我圏を汝の鼻につけ轡を汝の唇にほどこして汝を元來し道へひきかへすべし
0c131d00cf	是は汝にあたふる徴なり即ち一年は穭を食ひ第二年には又その穭を食ふあらん第三年には汝ら稼ことをし穡ことをし又葡萄園をつくりてその果を食ふべし
0c131e0051	ユダの家の逃れて遺れる者は復根を下に張り實を上に結ばん
0c131f007e	即ち殘餘者エルサレムより出で逃避たる者シオン山より出きたらんヱホバの熱心これを爲べし
0c132000de	故にヱホバ、アッスリヤの王の事をかく言たまふ彼は此邑に入じ亦これに矢を發つことあらず楯を之にむかひて竪ることあらず亦壘をきづきてこれを攻ることあらじ
0c1321005a	彼はその來し路より歸らん此邑にいることあらじヱホバこれを言ふ
0c13220060	我わが身のため又わが僕ダビデのためにこの邑を守りてこれを救ふべし
0c132300a2	その夜ヱホバの使者いでてアッスリヤ人の陣營の者十八萬五千人を撃ころせり朝早く起いでて見るに皆死て屍となりをる
0c1324005d	アッスリヤの王セナケリブすなはち起いで歸りゆきてニネベに居しが
0c1325010e	その神ニスロクの家にありて禮拝をなしをる時にその子アデランメレクとシヤレゼル劍をもてこれを殺せり而して彼等はアララテの池に逃ゆけり是においてその子エサルハドンこれに代りて王となれり
0c140100e1	當時ヒゼキヤ病て死なんとせしことありアモツの子預言者イザヤ彼の許にいたりて之にいひけるはヱホバかく言たまふ汝家の人に遺命をなせ汝は死ん生ることを得じと
0c14020048	是においてヒゼキヤその面を壁にむけてヱホバに祈り
0c14030099	嗚呼ヱホバよ願くは我が眞實と一心をもて汝の前にあゆみ汝の目に適ふことを行ひしを記憶たまへと言て痛く泣り
0c14040063	かくてイザヤ未だ中の邑を出はなれざる間にヱホバの言これに臨みて言ふ
0c140500cc	汝還りてわが民の君ヒゼキヤに告よ汝の父ダビデの神ヱホバかく言ふ我汝の祈祷を聽り汝の涙を看たり然ば汝を愈すべし第三日には汝ヱホバの家に入ん
0c140600a8	我汝の齢を十五年増べし我汝とこの邑とをアッスリヤの王の手より救ひ我名のため又わが僕ダビデのためにこの邑を守らんと
0c1407009c	是に於てイザヤ乾無花果の団塊一箇を持きたれと言ければすなはち之を持きたりてその腫物に貼たればヒゼキヤ愈ぬ
0c140800a8	ヒゼキヤ、イザヤに言けるはヱホバが我を愈したまふ事と第三日に我がヱホバの家にのぼりゆく事とにつきては何の徴あるや
0c140900bd	イザヤ言けるはヱホバがその言しところを爲たまはん事につきては汝ヱホバよりこの徴を得ん日影進めること十度なり若日影十度退かば如何
0c140a0072	ヒゼキヤ答へけるは日影の十度進むは易き事なり然せざれ日影を十度しりぞかしめよ
0c140b0093	是において預言者イザヤ、ヱホバに龥はりければアハスの日晷の上に進みし日影を十度しりぞかしめたまへり
0c140c00ae	その頃バラダンの子なるバビロンの王メロダクバラダン書および禮物をヒゼキヤにおくれり是はヒゼキヤの疾をるを聞たればなり
0c140d0129	ヒゼキヤこれがために喜びその寶物の庫金銀香物貴き膏および武器庫ならびにその府庫にあるところの一切の物を之に見せたりその家にある物もその國の中にある物も何一箇としてヒゼキヤが彼等に見せざる者はなかりき
0c140e00db	茲に預言者イザヤ、ヒゼキヤ王のもとに來りてこれに言けるは夫の人々は何を言しや何處より來りしやヒゼキヤ言けるは彼等は遠き國より即ちバビロンより來れり
0c140f00bd	イザヤ言ふ彼等は汝の家にて何を見しやヒゼキヤ答へて云ふ吾家にある物は皆かれら之を見たり我庫の中には我がかれに見せざる者なきなり
0c1410004b	イザヤすなはちヒゼキヤに言けるは汝ヱホバの言を聞け
0c141100b7	ヱホバ言たまふ視よ日いたる凡て汝の家にある物および汝の先祖等が今日までに積蓄へたる物はバビロンに携ゆかれん遺る者なかるべし
0c14120090	汝の身より出る汝の生んところの子等の中を彼等携へ去ん其等はバビロンの王の殿において官吏となるべし
0c14130099	ヒゼキヤ、イザヤに言ふ汝が語れるヱホバの言は善し又いふ若わが世にある間に大平と眞實とあらば善にあらずや
0c141400ae	ヒゼキヤのその餘の行爲その能およびその池塘と水道を作りて水を邑にひきし事はユダの王の歴代志の書にしるさるるにあらずや
0c14150063	ヒゼキヤその先祖等とともに寝りてその子マナセこれに代りて王となれり
0c15010087	マナセ十二歳にして王となり五十五年の間ヱルサレムにて世を治めたりその母の名はヘフジバといふ
0c150200b4	マナセはヱホバの目の前に惡をなしヱホバがイスラエルの子孫の前より逐はらひたまひし國々の人がなすところの憎むべき事に傚へり
0c150300d2	彼はその父ヒゼキヤが毀たる崇邱を改め築き又イスラエルの王アハブのなせしごとくバアルのために祭壇を築きアシラ像を作り天の衆群を拝みてこれに事へ
0c150400a2	またヱホバの家の中に數箇の祭壇を築けり是はヱホバがこれをさして我わが名をヱルサレムにおかんと言たまひし家なり
0c15050030	彼ヱホバの家の二の庭に祭壇を築き
0c150600bd	またその子に火の中を通らしめ卜占をなし魔術をおこなひ口寄者と卜筮師を取もちひヱホバの目の前に衆多の惡を爲てその震怒を惹おこせり
0c1507011a	彼はその作りしアシラの銅像を殿にたてたりヱホバこの殿につきてダビデとその子ソロモンに言たまひしことあり云く我この家と我がイスラエルの諸の支派の中より選みたるヱルサレムとに吾名を永久におかん
0c150800f0	彼等もし我が凡てこれに命ぜし事わが僕モーセがこれに命ぜし一切の律法を謹みて行はば我これが足をしてわがその先祖等に與へし地より重てさまよひ出ることなからしむべしと
0c150900c6	然るに彼等は聽ことをせざりきマナセが人々を誘ひて惡をなせしことはヱホバがイスラエルの子孫の前に滅したまひし國々の人よりも甚だしかりき
0c150a004e	是においてヱホバその僕なる預言者等をもて語て言給はく
0c150b00cc	ユダの王マナセこれらの憎むべき事を行ひその前にありしアモリ人の凡て爲しところにも踰たる惡をなし亦ユダをしてその偶像をもて罪を犯させたれば
0c150c0093	イスラエルの神ヱホバかく言ふ視よ我ヱルサレムとユダに災害をくだす是を聞く者はその耳ふたつながら鳴ん
0c150d00c0	我サマリヤを量りし繩とアハブの家にもちひし準縄をヱルサレムにほどこし人が皿を拭ひこれを拭ひて反覆がごとくにヱルサレムを拭ひさらん
0c150e008a	我わが產業の民の殘餘を棄てこれをその敵の手に付さん彼等はその諸の敵の擄掠にあひ掠奪にあふべし
0c150f0099	是は彼等その先祖等がエジプトより出し日より今日にいたるまで吾目の前に惡をおこなひて我を怒らするが故なり
0c151000c0	マナセはヱホバの目の前に惡をおこなひてユダに罪を犯させたる上にまた無辜者の血を多く流してヱルサレムのこの極よりかの極にまで盈せり
0c15110099	マナセのその餘の行爲とその凡て爲たる事およびその犯したる罪はユダの王の歴代志の書にしるさるるにあらすや
0c15120093	マナセその先祖等とともに寝りてその家の園すなはちウザの園に葬られその子アモンこれに代りて王となれり
0c151300bd	アモンは王となれる時二十二歳にしてヱルサレムにおいて二年世を治めたりその母はヨテバのハルツの女にしてその名をメシユレメテと云ふ
0c1514005a	アモンはその父マナセのなせしごとくヱホバの目の前に惡をなせり
0c15150075	すなはち彼は凡てその父のあゆみし道にあゆみその父の事へし偶像に事へてこれを拝み
0c1516004b	その先祖等の神ヱホバを棄てヱホバの道にあゆまざりき
0c15170051	茲にアモンの臣僕等黨をむすびて王をその家に弑したりしが
0c151800ae	國の民そのアモン王に敵して黨をむすびし者をことごとく撃ころせり而して國の民アモンの子ヨシアを王となしてそれに代らしむ
0c1519006c	アモンのなしたるその餘の行爲はユダの王の歴代志の書にしるさるるにあらずや
0c151a0066	アモンはウザの園にてその墓に葬られその子ヨシアこれに代りて王となれり
0c160100a8	ヨシアは八歳にして王となりヱルサレムにおいて三十一年世を治めたり其母はボヅカテのアダヤの女にして名をヱデダと曰ふ
0c16020078	ヨシアはヱホバの目に適ふ事をなしその父ダビデの道にあゆみて右にも左にも轉らざりき
0c16030099	ヨシア王の十八年に王メシユラムの子アザリヤの子なる書記官シヤパンをヱホバの家に遣せり即ちこれに言けらく
0c16040093	汝祭司の長ヒルキヤの許にのぼり行てヱホバの家にいりし銀すなはち門守が民よりあつめし者を彼に計算しめ
0c160500d8	工事を司どるヱホバの家の監督者の手にこれを付さしめ而してまた彼らをしてヱホの家にありて工事をなすところの者にこれを付さしめ殿の破壞を修理はしめよ
0c1606007b	即ち工匠と建築者と石工にこれを付さしめ又これをもて殿を修理ふ材木と斫石を買しむべし
0c16070084	但し彼らは誠實に事をなせば彼らの手にわたすところの銀の計算をかれらとするには及ばざるなり
0c160800d8	時に祭司の長ヒルキヤ書記官シヤパンに言けるは我ヱホバの家において律法の書を見いだせりとヒルキヤすなはちその書をシヤパンにわたしたれば彼これを讀り
0c160900c3	かくて書記官シヤパン王の許にいたり王に返事まうして言ふ僕等殿にありし金を打あけてこれを工事を司どるヱホバの家の監督者の手に付せりと
0c160a008a	書記官シヤパンまた王につげて祭司ヒルキヤ我に一書をわたせりと言ひシヤパン其を王の前に讀けるに
0c160b0036	王その律法の書の言を聞やその衣を裂り
0c160c00a2	而して王祭司ヒルキヤとシヤパンの子アヒカムとミカヤの子アクボルと書記官シヤパンと王の内臣アサヤとに命じて言ふ
0c160d016b	汝等往てこの見當し書の言につきて我のため民のためユダ全國のためにヱホバに問へ其は我儕の先祖等はこの書の言に聽したがひてその凡て我儕のために記されたるところを行ふことをせざりしに因てヱホバの我儕にむかひて怒を發したまふこと甚だしかるべければなり
0c160e0168	是において祭司ヒルキヤ、アヒカム、アクボル、シヤパンおよびアサヤ等シヤルムの妻なる女預言者ホルダの許にいたれりシヤルムはハルハスの子なるテクワの子にして衣裳の室を守る者なり時にホルダはヱルサレムの下邑に住をる彼等すなはちホルダに物語せしかば
0c160f007b	ホルダかれらに言けるはイスラエルの神ヱホバかく言たまふ汝等を我につかはせる人に告よ
0c16100093	ヱホバかく言ふ我ユダの王が讀たるかの書の一切の言にしたがひて災害をこの處と此にすめる民に降さんとす
0c161100ba	彼等はわれを棄て他の神に香を焚きその手に作れる諸の物をもて我を怒らするなり是故に我この處にむかひて怒の火を發す是は滅ざるべし
0c161200a2	但し汝等をつかはして我に問しむるユダの王には汝等かく言べし汝が聞る言につきてイスラエルの神ヱホバかく言たまふ
0c16130102	汝はわが此處と此にすめる民にむかひて是は荒地となり呪詛とならんと言しを聞たる時に心柔にしてヱホバの前に身を卑し衣を裂て吾前に泣たれば我もまた聽ことをなすなりヱホバこれを言ふ
0c161400e1	然ば視よ我なんぢを汝の先祖等に歸せしめん汝は安全に墓に歸することをうべし汝はわが此處にくだす諸の災害を目に見ることあらじと彼等すなはち王に返事まうしぬ
0c17010060	是において王人をつかはしてユダとヱルサレムの長老をことごとく集め
0c17020117	而して王ヱホバの家にのぼれりユダの諸の人々ヱルサレムの一切の民および祭司預言者ならびに大小の民みな之にしたがふ王すなはちヱホバの家に見あたりし契約の書の言をことごとくかれらの耳に讀きかせ
0c17030117	而して王高座の上に立てヱホバの前に契約をなしヱホバにしたがひて歩み心をつくし精神をつくしてその誡命と律法と法度を守り此書にしるされたる此契約の言をおこなはんと言り民みなその契約に加はりぬ
0c1704014a	かくして王祭司の長ヒルキヤとその下にたつところの祭司等および門守等に命じてヱホバの家よりしてバアルとアシラと天の衆群との爲に作りたる諸の器と執いださしめヱルサレムの外にてキデロンの野にこれを燒きその灰をベテルに持ゆかしめ
0c170500cf	又ユダの王等が立てダの邑々とヱルサレムの四圍なる崇邱に香をたかしめたる祭司等を廢しまたバアルと日月星宿と天の衆群とに香を焚く者等をも廢せり
0c170600e4	彼またヱホバの家よりアシラ像をとりいだしヱルサレムの外に持ゆきてキデロン川にいたりキデロン川においてこれを燒きこれを打碎きて粉となしその粉を民の墓に散し
0c17070087	またヱホバの家の旁にある男娼の家を毀てり其處はまた婦人がアシラのために天幕を織ところなりき
0c17080141	彼またユダの邑々より祭司をことごとく召よせまた祭司が香をたきたる崇邱をばゲバよりベエルシバまでこれを汚しまた門にある崇邱を毀てり是等の崇邱は一は邑の宰ヨシユアの門の入口にあり一は邑の門にありて之に入る人の左にあたる
0c170900a5	崇邱の祭司等はエルサレムにおいてヱホバの壇にのぼることをせざりき但し彼等はその兄弟の中にありて無酵パンを食へり
0c170a00ab	王また人がその子息息女に火の中を通らしめて之をモロクにささぐることなからんためにベンヒンノムの谷にあるトペテを汚し
0c170b00db	またユダの王等が日のためにささげてヱホバの家の門における馬をうつせりこの馬はパルリムにある侍從ナタンメレクの室にをりしなり彼また日の車を皆火に焚り
0c170c00f6	またユダの王等がアハズの桜の屋背につくりたる祭壇とマナセがヱホバの家の兩の庭につくりたる祭壇とは王これを毀ちこれを其處より取くづしてその碎片をキデロン川になげ捨たり
0c170d012f	またイスラエルの王ソロモンが昔シドン人の憎むべき者なるアシタロテとモアブ人の憎むべき者なるケモシとアンモンの子孫の憎むべき者なるモロクのためにヱルサレムの前において殲滅山の右に築きたる崇邱も王これを汚し
0c170e0066	また諸の像をうち碎きアシラ像をきりたふし人の骨をもてその處々に充せり
0c170f00fc	またベテルにある壇かのイスラエルに罪を犯させたるネバテの子ヤラベアムが造りし崇邱すなはちその壇もその崇邱も彼これを毀ちその崇邱を焚てこれを粉にうち碎きかつアシラ像を焚り
0c17100111	茲にヨシア身をめぐらして山に墓のあるを見人をやりてその墓より骨をとりきたらしめ之をその壇の上に焚てそれを汚せり即ち神の人が宣たるヱホバの言のごとし昔神の人この言語を宣しことありしなり
0c171100db	ヨシアまた其處に見ゆる碑は何なるやと言しに邑の人々これに告て其は汝がベテルの壇にむかひて爲るこの事等をユダより來りて宣たる神の人の墓なりと言ければ
0c171200b4	すなはち其には手をつくるなかれ誰もその骨を移すなかれと言り是をもてその骨とサマリヤより來りし預言者の骨には手をつけざりき
0c171300c9	またイスラエルの王等がサマリヤの邑々に造りてヱホバを怒せし崇邱の家も皆ヨシアこれを取のぞき凡てそのベテルになせしごとくに之に事をなせり
0c1714007b	彼また其處にある崇邱の祭司等を壇の上にころし人の骨を壇の上に焚てヱルサレムに歸りぬ
0c17150099	而して王一切の民に命じて言ふ汝らこの契約の書に記されたるごとくに汝らの神ヱホバに逾越の節を執行ふべしと
0c171600b1	士師のイスラエルを治めし日より已來もまたユダの王等とイスラエルの王等の代にも斯のごとき逾越の節を守りしことはなかりしが
0c17170066	ヨシア王の十八年にいたりてヱルサレムにて斯逾越節をヱホバに守りしなり
0c17180111	ヨシアまた祭司ヒルキヤがヱホバの家にて見いだせし書に記されたる律法の言を世におこなはんために口寄者と卜筮師とテラピムと偶像およびユダの地とヱルサレムに見ゆる諸の憎むべき者を取のぞけり
0c171900d5	ヨシアの如くに心を盡し精神を盡し力を盡してモーセの法に全くしたがひてヱホに歸向せし王はヨシアの先にはあらざりきまた彼の後にも彼のごとき者はなし
0c171a00e1	斯有しかどもヱホバはユダにむかひて怒を發したるその大いなる燃たつ震怒を息ることをしたまはざりき是はマナセ諸の憤らしき事をもてヱホバを怒らせしによるなり
0c171b00e1	ヱホバすなはち言たまはく我イスラエルを移せし如くにユダをもわが目の前より拂ひ移し我が選みし此ヱルサレムの邑と吾名をそこに置んといひしこの殿とを棄べしと
0c171c007b	ヨシアのその餘の行爲とその凡て爲たる事はユダの王の歴代志の書にしるさるるにあらずや
0c171d00f6	ヨシアの代にエジプトの王パロネコ、アッスリヤの王と戰はんとてユフラテ河をさして上り來しがヨシア王これを防がんとて進みゆきければ彼これに出あひてメギドンにこれを殺せり
0c171e010e	その僕等すなはちこれが死骸を車にのせてメギドンよりヱルサレムに持ゆきこれをその墓に葬れり國の民ここに於てヨシアの子ヱホアハズを取りこれに膏をそそぎて王となしてその父にかはらしめたり
0c171f00b4	ヱホアハズは王となれる時二十三歳にしてヱルサレムにて三月世を治めたりその母はリブナのエレミヤの女にして名をハムタルと云ふ
0c1720006c	ヱホアハズはその先祖等が凡てなしたるごとくにヱホバの目の前に惡をなせしが
0c172100c9	パロネコ彼をハマテの地のリブラに繋ぎおきてヱルサレムにおいて王となりをることを得ざらしめ且銀百タラント金一タラントの罰金を國に課したり
0c172200f0	而してパロネコはヨシアの子エリアキムをしてその父ヨシアにかはりて王とならしめ彼の名をヱホヤキムと改めヱホアハズを曳て去ぬヱホアハズはエジプトにいたりて其處に死り
0c172300c9	ヱホヤキムは金銀をパロにおくれり即ち彼國に課してパロの命のままに金を出さしめ國の民各人に割つけて金銀を征取りてこれをパロネコにおくれり
0c172400ae	ヱホヤキムは二十五歳にして王となりヱルサレムにおいて十一年世を治めたりその母はルマのペダヤの女にして名をゼブタと云ふ
0c17250069	ヱホヤキムはその先祖等が凡てなしたるごとくにヱホバの目の前に惡をなせり
0c180100b7	ヱホヤキムの代にバビロンの王ネブカデネザル上り來りければヱホヤキムこれに臣服して三年をへたりしが遂にひるがへりて之に叛けり
0c18020135	ヱホバ、カルデヤの軍兵スリアの軍兵モアブの軍兵アンモンの軍兵をしてヱホヤキムの所に攻きたらしめたまへり即ちユダを滅さんがためにこれをユダに遣はしたまふヱホバがその僕なる預言者等によりて言たまひし言語のごとし
0c180300de	この事は全くヱホバの命によりてユダにのぞみし者にてユダをヱホバの目の前より拂ひ除かんがためなりき是はマナセがその凡てなす所において罪を犯したるにより
0c180400a2	また無辜人の血をながし無辜人の血をヱルサレムに充したるによりてなりヱホバはその罪を赦すことをなしたまはざりき
0c18050081	ヱホヤキムのその餘の行爲とその凡て爲たる事はユダの王の歴代志の書にしるさるるにあらずや
0c18060066	ヱホヤキムその先祖等とともに寝りその子ヱコニアこれに代りて王となれり
0c180700d2	却説またエジプトの王は重てその國より出きたらざりき其はバビロンの王エジプトの河よりユフラテ河まで凡てエジプトの王に屬する者を悉く取たればなり
0c180800b7	ヱコニアは王となれる時十八歳にしてヱルサレムにて三月世を治めたりその母はヱルサレムのエルナタンの女にして名をネホシタと云ふ
0c18090060	ヱコニアはその父の凡てなしたるごとくにヱホバの目の前に惡をなせり
0c180a0066	その頃バビロンの王ネブカデネザルの臣ヱルサレムに攻のぼりて邑を圍めり
0c180b006c	即ちバビロンの王ネブカデネザル邑に攻來りてその臣にこれを攻惱さしめたれば
0c180c00d2	ユダの王ヱコニアその母その臣その牧伯等およびその侍從等とともに出てバビロンの王に降れりバビロンの王すなはち彼を執ふ是はその代の八年にあたれり
