0100000007	Genèse
18341400d9	Les deux colonnes, l'une des mers et les douze taureaux d'airain qui tenaient lieu de piédestal, et qu'avait faits le roi Salomon pour la maison de l'Éternel; le poids de l'airain de tous ces meubles était immense.
18341500b7	Quant aux colonnes; chaque colonne avait dix-huit coudées de haut, et un cordon de douze coudées l'entourait, et leur épaisseur était de quatre doigts, car elles étaient creuses;
183416010c	et elles étaient surmontées d'un chapiteau d'airain, et la hauteur d'un chapiteau était de cinq coudées; il y avait aussi un réseau et des grenades tout autour du chapiteau, le tout d'airain; il y avait les mêmes choses à l'autre colonne, et les grenades aussi.
1834170095	Et les grenades étaient au nombre de quatre-vingt-seize du côté visible, et toutes les grenades étaient au nombre de cent tout autour du réseau.
1834180085	Et le chef des satellites prit Séraïa, souverain sacrificateur, et Sophonie, sacrificateur en second, et les trois gardes du seuil;
1834190151	et de la ville il prit un eunuque qui était préposé sur les hommes de guerre, et sept hommes parmi ceux qui voyaient le visage du roi, et qui furent trouvés dans la ville, et le secrétaire, général de l'armée, qui enrôlait le peuple du pays pour l'armée, et soixante hommes du peuple du pays, qui furent trouvés dans la ville;
18341a0056	Nébuzaradan, chef des satellites, les prit et les conduisit au roi de Babel à Ribla.
18341b0088	Et le roi de Babel les frappa et les mit à mort à Ribla, dans le pays de Hamath. Et c'est ainsi que Juda fut emmené loin de son pays.
18341c0065	C'est ici le peuple que Nébucadnézar emmena: la septième année, trois mille et vingt-trois Juifs;
18341d0056	la dix-huitième année de Nébucadnézar, de Jérusalem, huit cent trente-deux âmes;
18341e009c	la vingt-troisième année de Nébucadnézar, Nébuzaradan, chef des satellites, emmena sept cent quarante-cinq Juifs; en tout quatre mille six cents âmes.
18341f010d	Et la trente-septième année après la déportation de Jéhojachin, roi de Juda, dans le douzième mois, le vingt-cinquième jour du mois, Evilmérodach, roi de Babel, l'année où il devint roi, releva la tête de Jéhojachin, roi de Juda, et le fit sortir de prison;
1834200076	et il lui dit des paroles de bonté, et plaça son siège au-dessus du siège des rois qui étaient avec lui à Babel,
1834210079	et il lui fit changer ses habits de prisonnier; et il mangea constamment en sa présence pendant tout le temps de sa vie.
183422007f	Et son entretien lui fut toujours fourni par le roi de Babel, jour par jour, jusqu'au jour de sa mort, tout le temps de sa vie.
190000000c	Lamentations
19010100bf	Comme elle est assise solitaire, la ville [jadis] grande et peuplée! Elle est comme une veuve, celle qui fut grande parmi les nations, elle primait entre les États, et la voilà tributaire!
19010200b9	Elle pleure, elle pleure durant la nuit, et les larmes couvrent ses joues; de tous ceux qu'elle aimait, aucun ne la console; tous ses alliés l'ont trahie, et lui sont devenus hostiles.
19010300b1	Juda émigré, fuyant l'oppression et un profond esclavage; il va séjourner au milieu des nations, il n'y trouve aucun repos; tous ses persécuteurs l'atteignent aux défilés.
19010400da	Les chemins de Sion sont dans le deuil, car personne ne se rend plus aux fêtes solennelles; toutes ses Portes sont désertes; ses sacrificateurs gémissent, ses vierges sont désolées, et elle est remplie d'amertume.
19010500ba	Ses adversaires ont le dessus, ses ennemis sont heureux et tranquilles, car l'Éternel l'afflige à cause de ses nombreux forfaits; ses enfants marchent prisonniers en tête des ennemis;
19010600a8	et la fille de Sion a perdu toute sa splendeur; ses princes sont comme des cerfs qui ne trouvent point de pâture, et ils marchent débiles devant celui qui les chasse.
190107012d	Pendant ses jours de misère et de tribulation, Jérusalem repasse sur toutes ses prospérités qui aux jours d'autrefois étaient son partage, pendant que son peuple tombe sous la main de l'ennemi, et que personne ne lui est en aide; les ennemis la regardent, et rient de ce qu'elle a cessé d'être.
19010800c1	Jérusalem fut grandement coupable; de là l'état hideux où elle est réduite; tous ceux qui l'honoraient, la ravalent, parce qu'ils voient sa nudité; et elle soupire aussi, et se détourne.
19010900e4	Ses souillures sont [attachées] aux pans de sa robe. Elle n'a pas considéré sa fin; c'est pourquoi elle est extraordinairement abaissée, personne ne la console! «O Éternel, vois ma misère, comme l'ennemi est triomphant!»
19010a00b0	L'ennemi porte la main sur tout ce qui lui est cher; car elle voit pénétrer dans son sanctuaire des nations auxquelles Tu avais interdit d'entrer dans l'assemblée des tiens.
19010b00bf	Tout son peuple soupire, il cherche du pain; il donne ses choses précieuses pour des aliments qui le rappellent à la vie. «O Éternel, vois, et regarde l'abjection où je suis descendue!»
19010c00c2	«N'êtes-vous pas touchés, vous tous qui passez? Regardez! et voyez s'il est des douleurs égales aux douleurs qui me sont infligées, dont l'Éternel m'afflige au jour de son ardente colère!
19010d00d1	D'en haut Il a envoyé un feu dans mes os, et il s'en est rendu maître; Il a tendu un filet devant mes pieds, m'a fait tomber à la renverse; Il m'a réduite à la solitude, à une langueur de tous les jours.
19010e00cd	C'est sa main qui a serré le joug formé par mes crimes; ils s'entrelacent, ils pèsent sur mon col; Il a fait fléchir ma vigueur; le Seigneur m'a livrée aux mains de ceux à qui je ne puis tenir tête.
19010f00c6	Dans mon sein le Seigneur a dégradé mes héros; Il a publié une coalition contre moi, afin de tailler en pièces mes jeunes hommes; le Seigneur a foulé sous le pressoir la vierge, fille de Juda.
19011000cd	C'est sur cela que je pleure, que mes yeux, mes yeux fondent en larmes; car ils sont loin de moi ceux qui me consoleraient, me rappelleraient à la vie; mes fils sont exterminés, car l'ennemi l'emporte.»
19011100be	Sion tend les mains, il n'y a personne pour la consoler; l'Éternel a fait marcher contre Jacob ses ennemis de toutes parts, et parmi eux Jérusalem fut comme une femme pendant sa souillure.
19011200b4	«L'Éternel est juste, car je fus rebelle à ses ordres. O écoutez, vous tous les peuples, et voyez mes douleurs! Mes vierges et mes jeunes hommes sont partis pour la captivité.
19011300a1	J'implorai mes amis, ils m'ont trompée. Mes sacrificateurs et mes Anciens expirent dans la ville; car en vain ils ont cherché un aliment pour ranimer leur vie.
19011400c1	O Éternel, vois comme je suis angoissée! Mes entrailles bouillonnent; mon cœur est bouleversé au dedans de moi, car je me suis rebellée. Au dehors l'épée ravage, comme la mort au dedans.
19011500d3	Ils m'entendent gémir, et aucun ne me console; tous mes ennemis entendent parler de mes maux; ils se réjouissent, parce que Tu as agi. [Mais] tu amènes le jour que tu as annoncé, et ils me seront assimilés.
19011600b8	Que toute leur méchanceté comparaisse devant toi! et traite-les comme tu m'as traitée pour tous mes forfaits! Car je pousse beaucoup de soupirs, et mon cœur est dans la langueur.»
19020100d6	Quel nuage le Seigneur irrité répand autour de la fille de Sion! Il a précipité des Cieux sur la terre la splendeur d'Israël, et au jour de sa colère Il ne s'est plus souvenu du lieu où ses pieds reposaient.
19020200c0	Le Seigneur a ruiné sans pitié toutes les demeures de Jacob, Il a détruit dans sa fureur les forts de la fille de Juda, les a fait crouler sur le sol, a profané sa royauté et ses princes.
19020300bd	Dans l'ardeur de son courroux, Il a abattu toutes les cornes d'Israël; en face de l'ennemi, Il a retiré sa main, et a incendié Jacob, tel qu'un feu enflammé qui dévore de tous côtés.
19020400c1	Il banda son arc comme un ennemi; Il prit avec sa droite l'attitude d'un champion, et fit périr tout ce qui plaît à la vue; sur la tente de la fille de Sion Il versa comme un feu sa colère.
19020500a3	Le Seigneur était comme un ennemi, Il ruina Israël, ruina tous ses palais, démolit ses forts; et Il accumula sur la fille de Juda les tourments et les tortures.
19020600c3	Et Il saccagea comme un jardin sa clôture, Il dévasta son lieu d'assemblée; l'Éternel fit oublier en Sion et fête et sabbat, et rejeta dans l'ardeur de sa colère le roi et le sacrificateur.
19020700dc	Le Seigneur prit son autel en dégoût, son sanctuaire en horreur; Il livra à la merci des mains des ennemis les murs de ses palais; ils firent retentir leur voix dans la maison de l'Éternel, comme aux jours solennels.
19020800d9	L'Éternel décréta la ruine des murs de la fille de Sion, étendit le cordeau, ne retira point sa main pour cesser de détruire; et Il mit en deuil le boulevard et le mur, qui l'un et l'autre languissent attristés.
19020900d2	Ses portes jonchent la terre, Il a détruit et rompu ses barres. Son roi et ses princes sont parmi les nations; il n'est plus question de la Loi; ses prophètes aussi n'obtiennent point de vision de l'Éternel.
19020a00df	Les Anciens de la fille de Sion sont assis sur la terre taciturnes, ils font voler la poussière au-dessus de leurs têtes, ils sont ceints de cilices; les vierges de Jérusalem laissent retomber leurs têtes vers la terre.
19020b00e5	Mes yeux s'éteignent à force de larmes, mes entrailles bouillonnent; au désastre de la fille de mon peuple ma bile s'épanche sur la terre, lorsque dans les rues de la ville tombent inanimés les enfants et ceux qu'on allaite;
19020c00c0	ils disent à leurs mères: «Où [avez-vous] du pain et du vin?» tandis qu'ils défaillent comme des blessés dans les rues de la ville, et qu'ils rendent l'âme sur le sein de leurs mères.
19020d00b6	Que te dire? à quoi te comparer, fille de Jérusalem? A quoi t'assimiler pour que je te console, Vierge, fille de Sion? Car ta plaie est grande comme la mer: qui saurait te guérir?
19020e00e0	Tes prophètes t'ont donné comme visions le mensonge et la fausseté, et ils ne t'ont point dévoilé ton crime, pour détourner de toi la captivité; ils t'ont donné comme visions les oracles de la vanité et de l'erreur.
19020f00d9	Tous les passants t'adressent des battements de mains; ils sifflent et hochent la tête à propos de la fille de Jérusalem: «Est-ce là cette ville qu'on appelait perfection de beauté, délices de toute la terre?»
19021000d1	Contre toi tous tes ennemis ouvrent une large bouche; ils sifflent et grincent des dents, ils disent: «Nous avons saccagé! Oui, c'est la journée que nous attendions! nous l'avons atteinte, nous la voyons!»
19021100e2	L'Éternel a exécuté ce qu'il avait résolu, accompli la parole qu'il avait arrêtée dès les jours d'autrefois, Il a détruit sans miséricorde; et Il t'a fait réjouir ton ennemi, Il a élevé la corne de tes adversaires.
19021200ca	Leur cœur pousse ses cris vers le Seigneur. O muraille de la fille de Sion! laisse tomber tes larmes comme un torrent le jour et la nuit, ne t'accorde aucun relâche, que ta paupière ne se repose pas!
19021300f2	Lève-toi, gémis la nuit à l'entrée des veilles, répands ton cœur comme des eaux devant la face du Seigneur; lève tes mains vers Lui pour [demander] la vie de tes jeunes enfants, qui dans tous les carrefours sont exténués par la faim!
19021400f0	Vois, Éternel, et regarde! Qui est-ce que tu as ainsi traité? Faut-il que des femmes dévorent leur fruit, les enfants portés entre leurs bras? Faut-il que dans le Sanctuaire du Seigneur le sacrificateur et le prophète soient égorgés?
19021500be	Sur le sol des rues l'adolescent et le vieillard sont étendus; mes vierges et mes jeunes hommes sont tombés sous le glaive; Tu as égorgé au jour de ta colère, immolé sans miséricorde.
19021600f3	Tu as convoqué contre moi, comme dans une fête solennelle, mes terreurs de toutes parts; et au jour de la colère de l'Éternel, nul n'a échappé, ni survécu; ceux que je portais entre mes bras, que j'élevais, mon ennemi les a massacrés.
1903010043	Je suis l'homme qui a senti le malheur sous la verge de sa colère.
1903020045	Il m'a poussé, engagé dans les ténèbres, et non dans la lumière.
190303004c	Oui, tous les jours Il revient à la charge, et tourne sa a main contre moi.
1903040032	Il a usé ma chair et ma peau, Il a brisé mes os.
190305003a	Il m'a cerné, et m'a enveloppé d'amertume et de malaise.
1903060054	Il m'a fait entrer dans les lieux sombres, comme ceux qui dès longtemps sont morts.
1903070052	Il m'a parqué, pour que je n'aie point d'issue, Il a fait peser sur moi les fers.
190308004c	Que je crie, que j'appelle du secours, Il ne donne pas accès à ma prière.
1903090041	Il a muré mes voies de pierres massives, et ruiné mes sentiers.
19030a004d	Il est pour moi l'ourse qui se tient aux aguets, le lion posté en embuscade.
19030b0041	Il a fait dévier mes voies, et Il m'a déchiré, Il m'a ravagé.
19030c003e	Il a bandé son arc, et m'a placé comme un but à ses traits.
19030d0033	Il a percé mes reins des flèches de son carquois.
19030e004b	Je suis la risée de tout mon peuple, et leur chanson tout le long du jour.
19030f0038	Il m'a rassasié d'amertume, Il m'a abreuvé d'absinthe.
1903100045	Il a broyé mes dents avec le caillou, Il m'a plongé dans la cendre.
190311003f	Tu as fait déchoir mon âme du salut, j'ai oublié le bonheur,
1903120058	et je dis: C'en est fait de la confiance et de l'espérance que j'avais dans l'Éternel.
1903130052	Souviens-toi de ma misère et de mon tourment, des herbes amères et vénéneuses!
1903140032	A ces souvenirs, mon âme s'abat au dedans de moi.
190315004a	Voici ce dont je pénètre mon cœur, et par là je garderai l'espérance:
1903160078	«C'est à la grâce de l'Éternel que [nous devons] de n'être pas anéantis; car ses miséricordes ne s'épuisent pas;
1903170041	elles sont tous les jours nouvelles, ta fidélité est immense.»
1903180045	L'Éternel est mon lot, ainsi parle mon âme; aussi j'espère en Lui.
1903190055	L'Éternel est plein de bonté pour ceux qui l'attendent, pour l'âme qui le cherche.
19031a003a	Il est bon d'attendre avec calme le secours de l'Éternel.
19031b0039	Il est bon à l'homme de porter le joug dès sa jeunesse;
19031c0045	de s'asseoir solitaire et silencieux, quand Il lui impose un fardeau,
19031d0052	de baiser de sa bouche la poussière [en disant:] Peut-être y a-t-il de l'espoir!
19031e0050	de présenter la joue à qui veut le frapper, de se laisser abreuver d'outrages.
19031f002b	Car le Seigneur ne rejette pas pour jamais;
190320003e	car s'il afflige, Il prend pitié dans sa grande miséricorde;
190321004c	car ce n'est pas volontiers qu'il humilie et afflige les enfants des hommes.
1903220036	Quand on foule aux pieds tous les captifs de la terre,
1903230047	quand on prévarique dans le jugement d'un homme la face du Très-Haut;
190324004d	quand on fait tort à un humain dans sa cause, le Seigneur ne le voit-Il pas?
1903250044	A la parole de qui une chose paraît-elle, sans l'ordre du Seigneur?
1903260048	Le malheur et le bonheur ne viennent-ils pas de la bouche du Très-Haut?
1903270054	Pourquoi l'homme accuse-t-il la vie? que chacun s'en prenne à ses propres péchés!
1903280040	Examinons nos voies et les sondons, et retournons à l'Éternel!
1903290050	Élevons nos cœurs en même temps que nos mains vers Dieu qui est dans le ciel.
19032a0041	Nous avons péché, et nous fûmes rebelles; tu ne pardonnas pas.
19032b0052	Irrité, tu te cachas, et tu nous poursuivis, tu massacras, et tu fus impitoyable.
19032c0045	Tu t'enveloppas dans la nue pour être inaccessible à notre prière.
19032d0048	Tu nous as mis comme des balayures et un opprobre au milieu des nations.
19032e0036	Tous nos ennemis ouvrent contre nous une large bouche.
19032f0046	Nous avons eu pour nous la terreur et la fosse, le ravage et la ruine.
1903300056	Des torrents d'eau tombent de mes yeux à cause de la ruine de la fille de mon peuple.
190331002d	Mes yeux ruissellent sans trêve ni relâche,
1903320035	jusqu'à ce que des Cieux l'Éternel regarde et voie;
1903330044	mes yeux me font souffrir à cause de toutes les filles de ma cité.
1903340051	Ceux qui me sont gratuitement hostiles, m'ont donné la chasse comme à l'oiseau;
1903350044	ils ont voulu m'arracher la vie dans la fosse, et ils m'ont lapidé;
1903360056	les eaux m'ont submergé jusqu'au-dessus de la tête; je disais: C'en est fait de moi!
1903370032	J'invoquai ton nom, Éternel, du fond de la fosse;
1903380052	tu entendis ma voix: ne dérobe pas ton oreille à mes cris, afin de me délivrer!
1903390040	Tu t'approches, quand je t'implore, tu m'as dit: Sois sans peur!
19033a0037	Seigneur, tu soutiens ma querelle, tu rachètes ma vie.
19033b0040	Tu vois, Éternel, le tort qu'on me fait: sois juge de ma cause!
19033c004a	Tu vois toutes leurs vengeances, tous les plans qu'ils forment contre moi.
19033d004c	Tu entends leurs outrages, Éternel, et les plans qu'ils forment contre moi,
19033e005a	les propos de mes adversaires, et les pensées qu'ils nourrissent contre moi tout le jour.
19033f004e	Suis-les, quand ils sont assis, et quand ils se lèvent! je suis leur chanson.
1903400042	Paie-leur, Éternel, un salaire conforme aux actes de leurs mains.
1903410048	Donne-leur l'endurcissement du cœur: que ta malédiction soit pour eux!
190342005a	Poursuis-les dans la colère, et fais-les disparaître de dessous les Cieux de l'Éternel!
1904010077	Comme l'or s'est terni, comme les superbes joyaux se sont altérés! Les pierres sacrées jonchent tous les carrefours.
190402009b	Les fils de Sion, ses enfants chéris, qui avaient le prix de l'or fin, comme les voilà mis au taux de la vaisselle d'argile, ouvrage des mains du potier!
190403008e	Les chacals mêmes présentent la mamelle à leurs petits qu'ils allaitent; la fille de mon peuple est barbare, comme l'autruche de la steppe.
190404007c	La langue du nourrisson est collée par la soif à son palais; les enfants demandent du pain, personne ne leur en distribue.
190405009d	Ceux qui mangeaient des mets délicats, souffrent le dénuement dans les rues; ceux qui étaient portés sur la pourpre, prennent le fumier pour leur couche.
190406009d	Le châtiment de la fille de mon peuple est plus grand que la peine de Sodome qui fut bouleversée en un moment, sans être assaillie par des mains humaines.
1904070096	Ses princes avaient un éclat plus pur que la neige, plus brillant que le lait; ils avaient un corps vermeil comme le corail, et la beauté du saphir;
1904080098	leur aspect est devenu plus sombre que le noir; ils ne sont plus reconnus dans les rues, leur peau s'attache à leurs os, elle a la sécheresse du bois.
1904090091	Les victimes de l'épée ont un meilleur sort que les victimes de la faim, qui dépérissent minées par la disette de ce que rendent les champs.
19040a0086	Les mains de femmes aimantes font cuire leurs propres enfants; ils servent à les nourrir dans le désastre de la fille de mon peuple.
19040b0078	L'Éternel a achevé ses vengeances, versé le feu de sa colère; dans Sion Il alluma un feu qui dévora ses fondements.
19040c008d	Les rois de la terre, ni aucun des habitants du monde ne croyaient que l'ennemi et l'adversaire pénétrassent dans les portes de Jérusalem.
19040d008b	Ce fut à cause des péchés de leurs prophètes, des crimes de leurs sacrificateurs qui dans son enceinte répandirent le sang des justes.
19040e006b	Ils erraient dans les rues comme aveugles, souillés de sang, personne ne pouvant toucher leurs vêtements.
19040f00cc	«Loin de nous, impurs!» leur criait-on, «loin de nous! loin de nous, ne nous touchez pas!» Ils sont maintenant en fuite, ils errent aussi; on dit parmi les nations: «Ils n'auront plus leur demeure!»
19041000a0	L'aspect de l'Éternel les a dissipés, Il ne tourne plus ses regards vers eux; on n'a point égard aux sacrificateurs; on ne prend point pitié des vieillards.
190411008f	Nos yeux languissent encore après notre délivrance; vanité! De nos vedettes nous cherchons à découvrir un peuple; il ne nous délivre pas!
1904120088	Ils enlacent nos pas, pour nous empêcher de marcher dans nos rues; notre fin approche, nos temps sont accomplis, oui, notre fin arrive.
19041300a3	Ceux qui nous poursuivent, sont plus légers que les aigles du ciel; sur les montagnes ils nous serrent de près, et en embuscade dans le désert ils nous épient.
1904140092	L'âme de notre vie, l'Oint de l'Éternel, a été pris dans leurs fosses, lui dont nous disions: Nous vivrons à son ombre au milieu des nations.
1904150096	Livre-toi à la joie et aux transports, fille d'Édom, habitante du pays de Uts! Mais le calice te sera aussi passé; tu seras enivrée et mise à nu.
1904160097	Fille de Sion, ta peine est achevée; Il ne t'emmènera plus captive; mais Il châtiera ton crime, fille d'Édom, Il mettra tes péchés à découvert.
1905010047	Songe, Éternel, à ce qui nous arrive! regarde et vois notre opprobre!
190502004b	Notre héritage est dévolu à des étrangers, nos maisons à des inconnus.
1905030047	Nous sommes orphelins, sans père; et nos mères sont comme des veuves.
1905040062	C'est à prix d'argent que nous buvons notre eau, contre un paiement que nous obtenons notre bois.
1905050070	C'est portant le joug sur nos têtes que nous sommes chassés; nous sommes épuisés, nous n'avons aucun répit.
190506005d	C'est à l'Egypte que nous tendons la main, à l'Assyrie, pour avoir du pain à rassasiement.
1905070054	Nos pères ont péché; ils ne sont plus; c'est nous qui pâtissons de leurs crimes.
1905080046	Des esclaves nous gouvernent, personne ne nous arrache de leurs mains.
1905090058	Au péril de nos vies nous affrontons l'épée du désert pour nous procurer notre pain.
19050a003e	Notre peau s'enflamme comme une fournaise aux feux de la faim.
19050b004b	Dans Sion ils déshonorent les femmes, les vierges dans les villes de Juda.
19050c0055	De leurs mains ils pendent les princes, la personne des Anciens n'est pas respectée.
19050d0062	De jeunes hommes ont à porter les meules, et des enfants chancellent sous [des fardeaux] de bois.
19050e0044	Les Anciens ont abandonné la Porte, et les jeunes gens leurs lyres.
19050f0040	La joie de nos cœurs a cessé, le deuil a remplacé nos danses.
1905100056	La couronne est tombée de nos têtes; ah! malheureux que nous sommes d'avoir péché!
1905110051	C'est là ce qui rend nos cœurs malades, c'est là ce qui assombrit nos regards;
190512004d	c'est le ravage de la montagne de Sion que parcourent maintenant les renards.
1905130056	Pour toi, Éternel, tu règnes éternellement, ton trône demeure pour tous les âges.
1905140046	Pourquoi nous oublies-tu à toujours, nous délaisses-tu si longtemps?
1905150074	Convertis-nous à toi, Éternel, et nous serons convertis; rends-nous des jours nouveaux, tels que ceux d'autrefois!
190516005d	Est-ce donc que tu nous as entièrement rejetés, que ta colère contre nous est si extrême?
1a0000000a	Ézéchiel
1a010100b5	La trentième année, le quatrième mois, le cinquième jour du mois, comme j'étais parmi les captifs près du fleuve Chébar, les Cieux s'ouvrirent, et je vis des visions de Dieu.
1a0102005f	Le cinquième jour du mois (c'était la cinquième année de la captivité du roi Jéhojachin),
1a010300b5	la parole de l'Éternel fut adressée à Ézéchiel, fils de Buzi, le sacrificateur, dans le pays des Chaldéens, près du fleuve Chébar; et là, la main de l'Éternel fut sur lui.
1a010400c6	Et je regardai, et voici, du nord arrivait un tourbillon, une grande nuée et un globe de feu; et une splendeur l'environnait, et de son centre, du centre du feu, sortait comme l'éclat de l'airain.
1a01050070	Et de son centre sortait une forme de quatre animaux; et tel était leur aspect: ils avaient une figure humaine.
1a01060047	Et chacun d'eux avait quatre faces, et chacun d'eux avait quatre ailes.
1a01070090	Et leurs pieds étaient droits, et la plante de leurs pieds avait la forme du pied d'un veau, et ils brillaient comme l'éclat de l'airain poli.
1a01080095	Et ils avaient par-dessous leurs ailes des mains d'homme, à chacun de leurs quatre côtés; et tous quatre ils avaient leurs visages et leurs ailes.
1a0109009c	Leurs ailes étaient attachées l'une à l'autre; ils ne se tournaient point en se mettant en marche, mais ils suivaient chacun la direction de leurs faces.
1a010a00fc	[Par devant] leurs faces avaient la figure de la face d'un homme, et à droite la figure de celle d'un lion pour tous les quatre, et à gauche la figure de celle d'un bœuf pour tous les quatre, et [par derrière] celle d'un aigle pour tous les quatre.
1a010b0097	Et en haut leurs faces et leurs ailes étaient séparées; deux ailes des uns étaient attachées aux ailes des autres, et deux couvraient leurs corps.
1a010c0095	Or ils allaient chacun dans la direction de leurs faces; ils allaient où l'esprit les poussait à aller, et ne se tournaient point dans leur marche.
1a010d00d3	Et l'aspect de ces animaux ressemblait à des charbons de feu brûlants; c'était comme l'aspect des flambeaux, et ce feu circulait entre les animaux, et répandait de l'éclat, et du feu sortaient des éclairs.
1a010e0041	Et les animaux couraient et revenaient tels qu'on voit la foudre.
1a010f0072	Comme je regardais les animaux, voici, il y avait une roue sur la terre près des animaux à leurs quatre côtés.
1a011000db	L'aspect des roues et leur structure étaient ceux de la pierre de Tarsis; et la forme de l'une était celle des quatre; et leur aspect et leur structure étaient comme si une roue passait par le milieu de l'autre roue.
1a01110067	Dans leur marche elles cheminaient de leurs quatre côtés, et ne se tournaient point dans leur marche.
1a0112007a	Et leurs jantes étaient hautes et formidables, et leurs jantes étaient remplies d'yeux de toutes parts à toutes quatre.
1a01130094	Quand les animaux marchaient, les roues cheminaient aussi à côté d'eux, et quand les animaux s'élevaient de terre, les roues s'élevaient aussi.
1a011400b7	Au lieu où l'esprit les poussait à aller, ils y allaient, là où l'esprit les poussait à aller; et les roues s'élevaient avec eux, car l'esprit des animaux était dans les roues.
1a011500cf	Quand ils allaient, elles allaient; et quand ils s'arrêtaient, elles s'arrêtaient; et quand ils s'élevaient de terre, les roues s'élevaient aussi avec eux, car l'esprit des animaux était dans les roues.
1a0116008e	Et au-dessus des têtes des animaux était comme un firmament qui avait l'air d'un cristal merveilleux, étendu sur leurs têtes dans le haut.
1a0117008a	Et sous le firmament étaient leurs ailes dirigées l'une contre l'autre; chacun en avait deux qui de chaque côté couvraient leur corps.
1a011800e1	Et j'entendis le bruit de leurs ailes pareil au bruit de grandes eaux, pareil à la voix du Tout-Puissant, quand ils marchaient, tumulte pareil au bruit d'un camp; quand ils s'arrêtaient, ils laissaient retomber leurs ailes.
1a01190088	Et une voix retentissait au-dessus du firmament qui était sur leur tête; quand ils s'arrêtaient, ils laissaient retomber leurs ailes.
1a011a00c2	Et au-dessus du firmament posé sur leur tête était une forme de trône, qui avait l'aspect du saphir, et sur la forme de trône était une figure ayant l'air d'un homme placé dessus en haut.
1a011b00d8	Et au dedans et autour je vis comme le brillant de l'airain, comme l'aspect du feu; en regardant de ses reins en haut et en regardant de ses reins en bas, je vis comme l'aspect du feu, et une splendeur l'environnait.
1a011c0104	Tel l'aspect de l'arc qui est dans la nue au jour de la pluie, tel était l'aspect de la splendeur qui l'environnait. C'était l'aspect de l'image de la gloire de l'Éternel. Et je regardai et tombai sur ma face, et j'entendis la voix de quelqu'un qui parlait.
1a0201004b	Et Il me dit: Fils de l'homme, dresse-toi sur tes pieds, et je te parlerai.
1a02020068	Et comme Il me parlait, l'Esprit me pénétra et me fit tenir sur mes pieds, et je l'entendis me parler;
1a020300cf	et Il me dit: Fils de l'homme, je t'envoie aux enfants d'Israël, à cette race rebelle qui s'est rebellée contre moi: eux et leurs pères se sont révoltés contre moi, jusqu'au jour même où nous sommes.
1a02040080	Ce sont des fils au visage dur, au cœur endurci, auprès de qui je t'envoie. Dis-leur: «Ainsi parle le Seigneur, l'Éternel.»
1a0205008c	Qu'ils t'écoutent, ou qu'ils s'y refusent (car ils sont une race réfractaire), il faut qu'ils sachent qu'un prophète est au milieu d'eux.
1a02060125	Et toi, fils de l'homme, n'aie nulle peur d'eux, et de leurs discours n'aie nulle peur, quand même ils sont des orties et des épines pour toi, et que tu habites avec des scorpions; de leurs discours n'aie nulle peur, et ne tremble point en leur présence, car ils sont une race réfractaire.
1a02070063	Et tu leur diras mes paroles, qu'ils écoutent, ou qu'ils s'y refusent, car ils sont réfractaires.
1a020800a4	Mais toi, fils de l'homme, écoute ce que je vais te dire! Ne sois pas réfractaire, comme cette race réfractaire! Ouvre la bouche et mange ce que je te présente.
1a02090066	Et je regardai, et voici, une main était tendue vers moi, et voici, elle tenait un volume en rouleau.
1a020a009d	Et Il le déploya devant moi, et il était écrit en dedans et en dehors; et des chants lugubres, et des complaintes, et des lamentations y étaient écrits.
1a0301007d	Et Il me dit: Fils de l'homme, mange ce que tu trouves devant toi; mange ce volume, et t'en va parler à la maison d'Israël.
1a0302003a	Et j'ouvris la bouche, et Il me donna ce volume à manger.
1a030300ae	Et Il me dit: Fils de l'homme, nourris ton ventre et remplis tes entrailles de ce volume que je te présente. Et je le mangeai, et il avait dans ma bouche la douceur du miel.
1a0304006b	Et Il me dit: Fils de l'homme, marche et va vers la maison d'Israël, et parle-leur en prenant mes paroles!
1a03050082	Car ce n'est point vers un peuple au langage obscur, à la langue inintelligible, que tu es envoyé, c'est à la maison d'Israël;
1a030600b5	ce n'est pas à des peuples nombreux au langage obscur, à la langue inintelligible, dont tu ne comprends pas les discours: assurément si je t'envoyais à eux, ils t'écouteraient.
1a030700a8	Mais la maison d'Israël ne voudra pas t'écouter, car ils n'ont pas la volonté de m'écouter. Car toute la maison d'Israël a le front insensible et le cœur endurci.
1a03080079	Voici, j'ai endurci ton visage, pour faire face à leur visage, et j'ai endurci ton front, pour faire face à leur front.
1a03090097	J'ai rendu ton front comme le diamant, plus dur que le roc. N'aie point peur d'eux, et ne tremble point devant eux, car ils sont une race réfractaire.
1a030a007a	Et Il me dit: Fils de l'homme, reçois dans ton cœur toutes mes paroles que je t'adresse, et écoute-les de tes oreilles.
1a030b00af	Ainsi, marche et va vers les captifs, vers les enfants de ton peuple, parle-leur et dis-leur: «Ainsi parle le Seigneur, l'Éternel:» qu'ils écoutent ou qu'ils s'y refusent.
1a030c008e	Et l'Esprit me souleva, et j'entendis derrière moi le bruit d'une grande rumeur: «Bénie soit la majesté de l'Éternel depuis sa demeure!»
1a030d0082	et le bruit des ailes des animaux qui s'entre-heurtaient, et le bruit des roues à leurs côtés, et le bruit d'une grande rumeur.
1a030e0096	Et l'Esprit me souleva et m'emporta. Et je m'en allai irrité dans l'amertume de mon âme; mais la main de l'Éternel agissait sur moi avec puissance.
