010000000a	Буття
17290100d1	Слухайте мовчки мене, острови, ви же, народи, поновіте свою силу, а тодї приступіть й говоріть; станьмо разом на суд.
172902015f	Хто збудив-покликав од сходу мужа праведного, велїв йому йти за собою, підневолив йому народи та покорив царів? Та ж се він обернув їх мечем його в порох, — луком його в солому, рознесену вітром.
1729030099	Ось, він уганяє за ними, верстає байдужно дорогу, якою нїколи не ходив своїми ногами.
17290400eb	Хто се вчинив і довершив? Той, хто від почину покликає до жизнї народи. Я — Господь, первий (з усього) й останній, я — все той самий?
1729050097	Побачили острови й полякались, окрайни землї затремтїли. Вони посходились до купи;
172906007e	Кожен помагає свому товаришові й приговорює свойму братові: кріпись!
172907013a	Мідник додає духа виливальникові, а той, що бляшки вигладжує, кріпить того, що виковує на ковалї, та собі приговорює: добре споєне, та ще й цвяхами збиває, щоб добре держався.
172908009e	Ти ж, Ізраїлю, слуго мій, ти, Якове, вибраний у мене, ти, Авраамове, друга мого, насїннє, —
17290900d9	Ти, що я його взяв від кінцїв землї, та покликав від її окраїн, і сказав тобі: ти мій слуга, я вибрав тебе й не одкину тебе,
17290a00da	Не бійся, бо я з тобою; не лякайся, бо я — Бог твій; я додам тобі сили, буду помагати, і піддержу тебе вірною правицею моєю.
17290b00cd	Ось, стидом і соромом окриються всї отті, що проти тебе лютують; в нїщо обернуться й погибнуть супротивники твої.
17290c00aa	Будеш їх шукати, й не знайдеш їх, тих ворогів твоїх; ті, що проти тебе ярились, маною почезнуть;
17290d00ac	Я бо, — Господь Бог твій; я держу тебе за руку-правицю; я говорю тобі: не лякайся, я помагаю тобі!
17290e00de	Не бійся, Якове, червяку мій, Ізраїлю, малолюдку, — я помагаю тобі, — говорить Господь, твій відкупитель, Сьвятий Ізраїлїв.
17290f00b1	Я зроблю тебе валом зубчастим, новим, гострим; молотити меш гори, розтирати горби на мілкий порох.
17291000b9	Віяти меш їх, а вітер буде розносити їх, ти ж Господом будеш радоватись, хвалитись Сьвятим Ізрайлевим.
17291100db	Злиденні й убогі шукають води, — не знаходять; сохне язик їх від згаги; я ж, Господь, почую їх, я, Бог Ізрайлїв, не опущу їх.
17291200b8	На горах вітворю ріки й бурчаки по байраках; озером степ ізроблю, а сухі суходоли — повними криничин.
172913009f	Засаджу пустиню кедром, сосною, оливою й миртом; украшу степ явором, буком та кипарисом,
17291400c1	Нехай бачять і знають і розумно всїм буде, що рука Господня вчинила все те, й Сьвятий Ізрайлїв се сотворив.
17291500b3	Тепер же прийдїть ви, з справою вашою, говорить Господь; подайте докази ваші, говорить царь Яковів.
1729160182	Нехай вони приступлять і скажуть нам, що має настати; нехай звістять що-небудь передом, заки ще постало, а ми станемо умом доходити та й збагнемо, на який конець воно вийшло, — нехай скажуть нам наперед, що ще буде.
17291700fe	Будущину возвістїте, нехай же ми знаєм, що ви боги, або зробіть що-небудь, добре або хоч і лихе, щоб ми здивовались, та разом із вами побачили.
1729180081	Та ви — нїщо, та й витвір ваш неварт нїчого; гидота той, хто вас вибирає.
172919010d	Я розбудив його від півночі, й він прийшов; та й на сходї сонця буде він призивати імя моє, й топтати можних, як болото, й місити, мов той ганчар глину.
17291a0114	Хто звістив се з початку, щоб ми те знали, хто заздалегідь наперід, — щоб ми могли були сказати: Се правда? Нї, нїхто не звістив, нїхто не чув із вас слова!
17291b0078	Я первий сказав Сионові: Ось він! і дав Ерусалимові благовістника.
17291c00bd	Я розглядався, та не було нїкого, й між ними не найшовся порадник, щоб я міг запитатись, і менї відказано.
17291d008f	От-що: всї вони — одно нїщо, й вироблено їх надармо; вітер порожній — божища їх!
172a010114	Ось, слуга мій, що я за руку держу його; вибраний мій, що його вподобала собі душа моя. Я положив духа мого на него; він звістить народам суд справедливий.
172a020084	Не крикне він; не піднесе голосу, гнївний; не дасть почути його на улицях.
172a0300bd	Тростинки приломленої не доламле, й льону, що куритись почав, не погасить; по правдї він буде суд судити.
172a0400e0	Не ослабне, не втомиться, аж покіль твердо суд свій і правду поставить на сьвітї; на ймя ж і науку його вповати муть острови.
172a050110	Ось так говорить Господь, що создав небеса й напяв їх; що розпросторив землю з усїм, що вона родить, та що дає диханнє людям на нїй і дух ходячим по нїй:
172a0600f0	Я, Господь, покликав тебе на правду, й буду держати тебе за руку, й берегти тебе, й поставлю тебе у завіт народам, за сьвітло невірним;
172a0700a1	Щоб очі слїпим одчиняти; щоб виводити вязнїв із вязницї, а сидячих у темряві — з темницї.
172a08009e	Я Господь; се імя моє, і не поступлюся славою моєю кому иншому, величчю моєю — бовванам.
172a090091	Давно обіцяне вже спевнилось, а що буде, я возвіщу; нїм воно станесь, я звіщу вам.
172a0a0110	Сьпівайте ж Господу нову пісню, оддавайте хвалу йому від конця до конця сьвіту; плаваючі по морі і все, чим воно повне — острови й ті, що живуть на них.
172a0b010d	Нехай озветься голосно пустиня, й міста її, оселї, де живе Кедар; нехай радісно загомонять, що живуть на скелях, нехай викликують із верхів гірських.
172a0c007b	Нехай віддають Господу честь, і хвалу його розголошуть по островах.
172a0d00f5	Господь виступить, мов велетень; як воєвода, розбудить завзяттє; кликне, підніме крик боєвий, і явить себе сильним проти ворогів своїх.
172a0e00bf	Довго я мовчав, терпів, здержувавсь; тепер же буду кричати, немов породїля; буду валити й все поглочувати;
172a0f0097	Попустошу гори й горби, і всю зелень їх посушу, островами ріки пороблю, осушу озера;
172a100141	І поведу сліпих по дорозї, якої зроду не знали, незвісними їм дорогами буду їх провожати; темряву вчиню їм сьвітлом, криві дороги — простими; оттаке я їм учиню, та й їх не покину.
172a1100d9	Тодї повернуться взад, і окриються великим соромом, що на своїх ідолів вповали, та до бовванів промовляли: Ви боги наші.
172a120057	Слухайте ж, глухі, дивітесь, слїпі, щоб побачили.
172a1300ea	Хто ж такий слїпий, як слуга мій, і глухий, як посел мій? Хто такий слїпий, як той, що я полюбив його, такий слїпий, як раб Господень?
172a140082	Много бачив ти, та не запримічав; слух у тебе був отворений, та ти не чув.
172a150077	Господь зволив задля правди своєї звеличити та прославити закон;
172a160181	Та се нарід розбитий та розграблений; всї вони повязані (гріхами), мов у ямах підземних, мов зачинені в темницях; за те ж і стали вони здобичею та й нема їм вибавителя; вони забрані, а нїкому сказати: верни їх назад!
172a170097	А хто зміж вас прихиляв до сього слух, вслуховався та розмірковував, що з того буде?
172a180126	Хто ж віддав Якова на спустошеннє, а Ізраїля в здобичу? чи то ж не Господь, що проти його ви грішили? бо не хотїли вони ходити дорогами його, не слухали закону його.
172a190121	От і вилив він на них ярость гнїву свого, і лють війни: запалала вона кругом них поломєм, та вони не запримітили; горіла в них, та вони не зміркували того серцем.
172b0100fd	А тепер так говорить Господь, творець твій, Якове, той, що утворив тебе, Ізраїлю: Не лякайся, бо я тебе визволив з неволї, дав тобі імя: ти мій.
172b0200e8	Чи ти через води йти меш, — я з тобою, чи через ріки, ти не потонеш; чи пійдеш через огонь, не попечешся, і поломє не обпалить тебе.
172b0300b5	Я бо твій Господь, Сьвятий Ізрайлїв — спаситель твій; я оддав у викуп за тебе Египет, Етиопию й Сабу.
172b0400c4	Дорогий в очу ти в мене, многоцїнний і любий менї; то ж я віддам других людей за тебе, й — народи за душу твою.
172b05009f	Не лякайсь, бо я з тобою; від сходу сонця приведу твоє насїннє, позбіраю тебе від заходу.
172b0600b6	Півночі скажу: Оддай їх; а полудню: Не вдержуй; приведи сини мої здалека й дочки мої від окраїн землї;
172b0700aa	Кожного, хто називається імям моїм, кого я сотворив на славу менї, кого зʼобразував і устроїв.
172b080078	Виведи слїпих, що мають нїби зрячі очі, і глухих, що нїби мають уші.
172b090196	Нехай зберуться всї народи разом, зійдуться всї племена докупи. Хто ж ізміж них проповів се наперед? нехай скажуть, що було од початку; нехай поставлять сьвідків від себе й докажуть, щоб, вислухавши, можно сказати: Се правда!
172b0a012b	А мої сьвідки, — говорить Господь — ви й слуга мій, що я його вибрав, щоб ви знали й вірили менї та й зрозуміли, що се — я: передо мною не було Бога, та й опісля не буде.
172b0b0051	Я, я — Господь, та й нема спасителя крім мене.
172b0c00c7	Я прорік та й спас, так як заповів; а иншого не було в вас, проте ви сьвідки у мене, що я — Бог, говорить Господь.
172b0d00a1	Із віку й віку я — той самий, і нїхто не врятує од руки моєї; я вчиню, а хто те переіначить?
172b0e012e	Так говорить Господь, ваш відкупитель, Сьвятий Ізраїля: Задля вас я, наче б уже післав у Вавилон, та покрушив всї засови, й Халдеїв, що так своїми кораблями величались.
172b0f0062	Я бо — Господь, Сьвятий ваш, творець Ізраїля, царь ваш.
172b100090	Так говорить Господь, той, що відкрив дорогу в морі, в глибинах водних — стежку,
172b1100dd	Той, що вивів колесницї й конї; військо й силу; а вони всї разом лягли, щоб уже не встали; потахли, наче каганець, — погасли.
172b12005b	Та ви про минуле не згадуєте, про давне не думаєте.
172b1300f1	Проте я вчиню щось нове; воно, наче б уже сталось; чи вже ж ви й сього не схочете знати? Я пробю дорогу в пустинї, на степах пролию ріки.
172b1400fc	Буде мене вихваляти зьвіррє степове, шакалі та струсї, за те дам воду в пустинї, — ріки в степі сухому, щоб поїти (новий) вибраний нарід мій.
172b15005e	Нарід сей виобразую я для себе; він мене прославить.
172b160079	Ти бо, Якове, не призивав мене; ти, Ізраїлю, не пильнував моєї хвали.
172b170134	Ти (наче б і) не приносив менї ягнят твоїх у всепаленнє, і жертвами твоїми не віддавав менї шани. Та я й не допевнявсь у тебе хлїбових приносів і не силував кадилом кадити.
172b180129	Ти (наче б) не куповав за гроші пахощів про мене, не засичовав мене жиром жертівним; нї, ти гріхами твоїми причиняв труду менї, та проступками твоїми обтяжував мене.
172b19009c	Я, я сам (з ласки) затираю проступки твої задля себе самого, та не памятаю гріхів твоїх.
172b1a0071	Пригадай менї; станьмо на суд; говори ти, як можеш оправдатись.
172b1b0079	Праотець твій согрішив, та й посередники твої відступали від мене.
172b1c00d5	За те ж я відберав старшинам сьвятого пробутку їх сьвященство, побивав Якова проклоном, передавав Ізраїля на поругу.
172c010065	А тепер слухай, кметю мій, Якове й вибраний мій, Ізраїлю.
172c020115	Так говорить Господь, що тебе вибрав і зʼобразовав, та допомагав тобі, відколи мати на сьвіт народила: Не бійся, мій кметю Якове, любий, вибраний Ізраїлю;
172c0300e6	Я бо вилию води на жадібне, пущу потоки на те, що висхло; вилию духа мого на твоє насїннє, й благословеннє моє на твоє потомство.
172c04005d	І будуть рости, як би в зільнику, як верба над водою.
172c0500d7	Один скаже: Я — Господень, назве себе імям Якова, а инший напише своєю рукою: Я — Господень, і прізве себе імям Ізраїля.
172c0600c7	Се глаголе Господь, царь Ізрайлїв, і його відкупитель, Господь сил: Я первий, я й останній; крім мене нема Бога.
172c070115	Хто ж бо рівня менї? нехай виступить, скаже й за порядком розповість усе з того часу, як я сотворив людей в давнину, та нехай звістить, що постане, що буде.
172c08010e	Не бійтесь і не лякайтесь. Хиба ж я з давна не вістив, не прорікав вам? Ви сьвідки мої. Чи ж є ще Бог крім мене? Нї, нема иншої твердинї; я нїякої не знаю.
172c090145	Ті, що роблять боги — всї вони ледачі; а найлюбійші їм не приносять нїякої користї; на се вони самі собі сьвідками. Вони нїчого не бачать і не розуміють, тим то вони й осоромляться.
172c0a005c	Хто зробив бога й вилив ідола, що з його хісна нема?
172c0b0103	Всї спільники в тому окриються соромом, бо й самі містецї — вони ж ізміж людей; нехай би всї зібрались і стали; вони злякаються й застидаються.
172c0c012b	Коваль робить із залїза сокиру при огнї з вугля; та при тому оброблює й його, й працює над ним сильною рукою, а з голоду аж упадає на силах; не пє води, з утоми вмлїває.
172c0d014b	Тесля, шнур напявши, значить міру; гострим знарядом обзначує дерево; потім оброблює його стругом та заокруглює, і так витворює подобину людини гарного виду, щоб уставити його в домі.
172c0e00e0	Він зрубує собі кедри, бере дуба, чи сосну, що йому в дуброві знадобляться, або ясеня, що самий його насадив, а дощик зростив;
172c0f014b	Се служить йому за топливо й про огріток, запалює огонь і пече хлїб собі. Та з того ж самого вироблює він і бога й бє перед ним поклони; вироблює ідола, й припадає перед ним навколїшки.
172c1000fd	Частину він спалить ув огнї; при другий частинї пече печеню й їсть до ситу та гріється, й приговорює: добре я загрівся, почув тепло від огню.
172c11010a	А з останку дров робить собі бога, ідола свого; бє поклони перед ним, припадає ниць перед ним, молиться до його й говорить: Спаси мене, бо ти бог мій!
172c120093	Не знають бо й не бачать, бо їм очі затулено, щоб слїпом слїпували, й однято розум.
172c1301ba	І не візьме собі такий до серця, нема в його стілько знання й розуму, щоб собі сказати: Та ж половину з того спалив я в огнї, а на жарі спік хлїб та печеню і зʼїв те; хиба ж тепер із останку зроблю собі гидоту? Хиба стану бити поклони перед полїном?
172c1400fd	Він уганяє за порохом, серце завело його на манївцї, і тяжко йому приходиться, визволити душу свою й сказати; а може се омана в правицї моїй?
172c1500d6	Згадай про се, Якове й Ізраїлю, ти ж бо — раб мій; я тебе приспособив собі; ти слуга мій, Ізраїлю; не забувай же про мене!
172c160072	Розжену, мов туман, твої беззаконня, мов ту хмару, — гріхи твої.
172c17013b	Звеселїтеся ж, ви, небеса, про Господнє дїло; викликайте, глибинї земні; зашуміте радісно, ви гори з гаями й борами своїми; відкупив бо Господь Якова й прославиться в Ізраїлї.
172c180135	От, що говорить Господь, що викупив тебе та приспособив тебе з малку, з лоня матїрнього: Я — Господь: я сотворив усе; я один розпростер небеса й своєю силою утвердив землю;
172c1900fe	Я обертаю в нїщо ворожбу віщунів льживих; відкриваю безглузддє чарівників; прогоню в зад тих мудрецїв, і виявлюю, що все знаннє їх — дурощі;
172c1a016f	Я розбуджую слово у слуги мого; я се чиню, що віщування посланцїв моїх вірно спевняються; се я говорю Ерусалимові: Ти знов заселишся, а містам Юдиним: Ви будете одбудовані й розвалища ваші я відстановлю;
172c1b0051	Я велю глибенї: зʼсякни, й ріки твої я висушу;
172c1c00e3	Я скажу Кирові: Мій пастирю, й вволить він волю мою, та й скаже Ерусалимові: будеш одбудований, а храму: будеш знов построєний!
172d010181	Так говорить Господь до помазанника свого Кира: Я піддержувати му тебе за праву твою руку, щоб покорити тобі народи, й познімаю пояси з чересел у царів, щоб повідчинялись перед тобою брами й ворота не зачинялись.
172d02009b	Я пійду поперед тебе й вирівняю гори, поторощу мідяні двері й поломлю засови залїзні;
172d0300f2	Пооддаю тобі поховані в темнотї скарби й скриті багацтва, щоб ти взнав, що я Господь, которий назвав тебе по імени, — що я Бог Ізраїля.
172d0400cd	Задля слуги мого Якова й вибраного мого Ізраїля назвав я тебе по імени, пошановав тебе, дарма що ти мене не знаєш.
172d0500a5	Я — Господь, і нема иншого; нема Бога крім мене; я підперезав тебе, хоч ти мене ще й не знаєш,
172d0600a8	Щоб дознались од восходу аж до заходу сонця, що нема понад мене, що я — Господь і нема иншого.
172d070087	Я роблю й сьвітло й темряву, посилаю долю й недолю; я, Господь, усе це роблю.
172d08010d	Кропіте, небеса з гори, й хмари нехай вилиють правду; нехай відчиниться земля й видасть спасителя, й нехай виросте разом правда! Я, Господь, творю се.
172d090117	Горе тому, хто перечиться з творцем своїм, — черепок із черепків земних! Чи то ж глина скаже гончареві: Що ти се робиш? твоя робота, наче без рук (зроблена).
172d0a0085	Горе тому, хто отцеві каже: На що сплодив єси? або матері: На що ти вродила?
172d0b010d	Так говорить Господь, сьвятий Ізрайлїв і сотворитель його: Ви питаєте в мене: що станеться з моїми синами, й хочете менї розказувати в дїлї рук моїх?
172d0c00cc	Сотворив я землю, создав на нїй й чоловіка; я — моя рука розпростерла небеса, та й усьому воінству їх дав я закон.
172d0d0136	Я підняв його на справедливість і зрівняю всї дороги перед ним. Він мій город збудує, й моїх полонян пустить на волю, та не за викуп і не за дари, — говорить Господь Саваот.
172d0e01d8	Ще ж говорить Господь: Праця Египтїїв і торгівля Етиопіїв, і Сабеї високі перейдуть до тебе й стануть твоїми; пійдуть слїдом за тобою, — в кайданах прийдуть, і припадуть ниць перед тобою, й будуть благати тебе, промовляючи: Тілько в тебе Бог, і нема иншого Бога.
172d0f0064	Та й справдї ти єси Бог тайний, Бог Ізрайлїв, Спаситель.
172d100087	Всї вони окриються соромом і стидом; всї в купі, що виробляють собі ідолів.
172d1100ad	А Ізраїль спасений буде Господом спасеннєм вічним; ви не зазнаєте стиду й сорому по віки вічні.
172d120168	Так бо говорить Господь, сотворитель небес, — він, Бог, що создав землю й приспособив її; він же утвердив її, та й не надармо сотворив її; він приспособив її, щоб на нїй жили: Я — Господь, а иншого нема;
172d130142	Я говорив не тайно, не в темнім закутку землї; та й не говорив я родові Яковому: Шкода вам шуката мене; я бо Господь, що виповідає тілько те, що справедливе, що саму правду виявлює.
172d14012e	Позбірайтесь усї та й прийдїть, приближітеся всї, що спаслись од невірних. Без розуму ті, що носяться з деревяним своїм ідолом, та моляться до такого бога, що не ратує.
172d15016b	Розсудїте між собою та й скажіть явно: Хто се звістив ще з давен давнезних, хто прорік се наперед? Чи не я ж, — Господь? Крім мене нема другого Бога; — нї, Бога справедливого й спасаючого нема крім мене.
172d16009b	Обернїтесь же до мене, й прийміть спасеннє, всї краї землї, бо ж я — Бог, а иншого нема.
172d170148	Сам собою я клянуся: — а з уст моїх виходить тілько слово справедливе, слово незмінне, — що передо мною пригинатись буде всяке колїно, та що на моє імя будуть присягатись усї язики.
172d1800f3	Тілько в Господа — ось, як будуть про мене казати — справедливість і сила; до його поприходять, соромлючись, усї, що йому противились.
172d190070	Господом стане оправданий і прославлений ввесь рід Ізрайлїв.
172e0100ed	Упав Бел, повалився Набо; божища ваші опинились на скотї та тягаровій худобі; що ви самі колись носили, се втомлена скотина носить.
172e02009e	Поспадали, попадали разом, не змогли охоронити тих, що їх несли, та й самі пійшли в нїщо.
172e0300dd	Слухай же мене, Яковів доме й ти, ввесь ощадку дому Ізрайлевого, ви, що я від утроби прийняв вас, носив від матернього лоня!
172e040102	Та й до старостї вашої, до сивого волоса в вас носити вас буду; бо я все той самий; як сотворив вас, так і носити му, піддержувати вас і хоронити.
172e0500b6	Кому ж то ви мою подобу вподобили? з ким зрівняєте, і з ким поставите поруч, щоб ми показались однакі?
172e0600fd	Висипають із мішка золото; важать срібло вагою; наймають золотаря, щоб зробив із того бога; бють поклони й припадають перед ним навколїшки;
172e070130	І беруть його на плечі, несуть і становлять його на місцї; і стоїть він, не здвигнеться з свого місця; кричать до його кричма, та він не чує, не озветься, в бідї не поможе.
172e08005a	Спогадайте се й до серця, зрадники, собі прийміте.
172e09009e	Спогадайте давні давна, від початку віків, що я Бог, і нема иншого Бога, нема менї рівнї.
172e0a0114	Я прорікаю заздалегідь наперед те, що колись буде, й від давнезних давен говорю про те, що ще не сталось; задуми мої спевняться, та й усе, що хочу, я вчиню.
172e0b00f5	Я покликав орла з востоку, з країв далеких; він же спевнить те, що я призначив. Я бо сказав — і доведу се до кінця; призначив — і здїйсню.
172e0c005c	Слухайте же мене, ви, тугі серцем, од правди далекі:
172e0d00ec	Я наближив уже мою справедливість, вона недалеко, й рятунок від мене не забариться; і дав Сионові спасеннє, Ізраїлеві — славу мою.
172f01013c	Зійди вниз та сядь на землї у пилу, ти, дївице, дочко Вавилонська; усядь на землї, бо вже престола нема, ти дочко Халдейська; вже більш не будуть звати тебе нїжною та роскішною.
172f0200c7	Возьмись за жорна й мели муку; скинь намітку з себе, підкасай подолок; відкрий ноги до колїн, бреди через ріки;
172f0300a7	Наготою сьвітити меш, та й сором твій нїчим буде вкрити. Помщуся тяжко, не дам пощади нїкому.
172f040085	(се глаголе) Відкупитель наш — Господь Саваот імя йому, Сьвятий Ізрайлїв:
172f0500b8	Седи мовчки, заховайсь у темнотї, ти, дочко Халдейська; тебе бо вже не будуть царицею царств величати.
172f060111	Прогнївивсь я був на люд мій, власність мою я понизив й оддав тобі в руки, а ти не мала милосердя над ними, — ти й на сивого дїда важенне ярмо накладала.
172f0700b1	Міркувала собі: Я до віку царицею буду, а не брала до голови того, й не подумала, що станесь опісля.
172f080132	Тепер же вислухай оце, ти роскішнице, що живеш безжурно, та приговорюєш у свойму серцї: ось я, — другої такої немає; вдовицею седїти не буду та й втрати в дїтях не зазнаю.
172f090124	Но нагло, одного дня прийде на тебе одно й друге — вдовицтво й бездїцтво; в повній мірі вдарять вони на тебе, дарма, що в тебе повно чародїїв та знахорів без лїку.
172f0a0124	Безпечна, ти все говорила в твойму ледарстві: Хто бачить, хто знає? Мудрість твоя й знаннє твоє звели тебе з розуму так, що ти в серцї мовляла: Я, а нїхто крім мене.
172f0b0148	От же прийде на тебе лихая година: ти й не знати меш, звідки воно візьметься; а нападе на тебе біда, що її годї буде відвернути; несподївано впаде на тебе нужда, про яку ти й не гадаєш.
172f0c00fb	Оставайся ж із твоїм знахорством та з безлїком чарівників твоїх, що змалку тебе так займали; хто знає, може поможеш собі, може й переможеш?
172f0d0163	Ти аж утомилась, слухаючи дорадників твоїх; нехай же виступлять ті дослїдувачі небес, і звіздарі, й ті, що з нового місяця віщують; нехай вони врятують тебе від того, що невідклично прийде на тебе.
172f0e012a	Глянь, та ж вони, як солома: огонь попалив їх; — не змогли врятувати життя свого від поломя; не лишилось анї углика, щоб загрітись, анї комина, щоб поседїти коло його.
172f0f00f9	От чим стали всї ті, що ти з ними працювала, та торгувала з молодощів твоїх. Кожен блукав по своїй дорозї, й нема такого, щоб урятував тебе.
1730010134	Слухай се, доме Яковів, що звеш себе імям Ізраїля, а вийшов з джерела Юдиного, ти, що кленешся імям Господа й носиш в устах Бога Ізрайлевого, хоч не щиро, хоч і не по правдї!
17300200c1	Бо вони називають себе по сьвятому містові, й покладаються на Бога Ізрайлевого, — на імя йому Господь сил.
17300300ca	Що давно сталося, я наперед прорікав; воно виходило з моїх уст; я те прорікав, та й зараз чинив, й все спевнялось.
1730040075	Знав бо я, що ти неслухняний, що в тебе залїзна шия, а чоло мідяне;
1730050135	Тим то обявляв я тобі заздалегідь, нїм воно приходило, й передом обявляв тобі, щоб ти не сказав: Се мій ідол учинив, бовван мій, виливаний бог мій приказав, щоб так сталося.
17300600ee	Ти чував про те, так дивися ж на все; та й хиба ж ви не признаєте сього? А тепер я прорікаю вже нове, ще тобі тайне, ти ще не знаєш того.
17300700c0	Воно постановлено в мене тепер, а не давно, не вчора, й ти ще не чував про те, то ж і не скажеш: ось, я знав се.
1730080121	Нї бо; ти не чув і не відав про те; твоє ухо не було передом на се відтулене; та знав я й се, що ти відпадеш і зломиш менї вірність; я ж назвав тебе зрадником зроду.
173009008c	Ради імя мого здержував я гнїв мій, і задля слави моєї не хотїв тебе вигубити.
17300a0091	Ось, я розплавив тебе, та все ж не так, як срібло, а очищував лиш в печі страдання.
17300b00d7	Ради себе, задля себе самого чиню я се, бо скільки ж то докорів було б проти мене, а я слави моєї нїкому не дам на поталу.
17300c0093	Слухай же, Якове, й Ізраїлю, мій покликаний: я все той самий, я первий і я останній.
17300d00be	Землю втвердила рука моя, і правиця моя розпростерла небеса; кликну їх, а вони разом передо мною стануть.
17300e0132	Позбірайтесь до купи, ви всї, та й слухайте: Хто між ними прорік се передом? Господь возлюбив його, й він волю його спевнить над Вавилоном, і явить рамя його над Халдеями.
17300f0086	Се я, я покликав його; я звелїв і привів його, й дорога його пощастить йому.
173010010f	Приступіте ж до мене та й слухайте се: Я й з початку не потай говорив; я був там, ще докіль усе сталось; а тепереньки послав мене Господь Бог і Дух його.
1730110123	І ось, як говорить Господь, вибавитель твій, Сьвятий Ізрайлїв: Я, Господь, Бог твій, що тебе на добро наставляє, та веде тебе по тій дорозї, якою ти ходити повинен.
17301200e2	Ой коли б ти вважав на мої повелїння! тодї б мир твій і лад, як широка ріка, розливався, а справедливість твоя, як филї на морі.
17301300ac	І насїння твого, як піску, а пагонцїв — як рінї; а імя твоє в мене во віки б не щезло — не зникло.
1730140143	Рушайте ж із Вавилону, втїкайте від Халдеїв; голосно, весело вістїте — проповідуйте про се; ширіте сесю вість від краю до краю землї; говоріть: Господь викупив слугу свого Якова!
17301500d8	І не зазнають вони в пустинї згаги; він поведе їх, і (як у давнину) виведе їм із каменя воду; розколе скелю, й ринуть води.
173016004d	А безбожним нема впокою, говорить Господь.
17310100d2	Слухайте мене, острови, вважайте, далекі народи: Господь покликав мене з утроби, від матїрнього лоня назвав імя моє;
17310200d9	І зробив гострим мечем уста мої, окрив мене тїнню руки своєї, і зробив мене стрілою гострою і сховав в сагайдацї свойму;
1731030064	І сказав менї: Ти раб мій, Ізраїлю, в тобі я прославлюся.
17310400d1	І промовив я: Дармо я трудився, надармо вичерпав силу мою. Та моя справа перед Господом, і заплата моя — в Бога мого.
173105013a	А тепер говорить Господь, — той, що приспособив мене з лоня в раба собі, щоб навернути Якова до його, й зібрати до його Ізраїля; я бо славен в очу Господнїм, і Бог мій сила моя.
1731060167	І сказав він: Того ще й омаль, що ти будеш слугою моїм, щоб поколїння Яковові розбудити, Ізраїля ощадок навернути; нї, тебе я зроблю сьвітлом народам, щоб спасеннє моє розпростерлось до кінцїв землї.
17310701bf	Так говорить Господь, визволитель Ізраїлїв, Сьвятий його, до зневажаного всїма, погордженого в народї, до раба в можних: Царі побачать, та й повстають; князї поклоняться задля Господа, що вірний у слові; задля Сьвятого Ізрайлевого, що вибрав тебе.
173108014f	Так говорить Господь: Часу вподобного я вислухаю тебе й в день спасення допоможу тобі; й збережу тебе, й дам тебе в завіт народам, щоб обновити землю, і попустошене наслїдникам вернути,
