2800000007	Matteus
2d0a1300e5	Mutta tiesivätkö juutalaiset Jumalan suunnitelman? Tiesivät! Jo Mooseksen aikana Jumala sanoi, että hän tekee kansansa kateelliseksi ja yrittää havahduttaa sen antamalla pelastuksensa ymmärtämättömille pakanakansoille.
2d0a140078	Myöhemmin Jesaja myös sanoi rohkeasti, että sellaiset ihmiset, jotka eivät edes etsineet Jumalaa, löysivät hänet.
2d0a150099	Koko ajan Jumala kuitenkin on ojentanut käsiään juutalaisia kohti, mutta nämä ovat olleet uppiniskaisia ja kieltäytyneet tulemasta hänen luokseen.
2d0b0100bd	Onko Jumala nyt siis hylännyt kansansa ja työntänyt juutalaiset luotaan? Ei suinkaan! Muistatte kai, että minäkin olen juutalainen, Aabrahamin jälkeläinen ja Benjaminin suvun jäsen.
2d0b0200d2	Ei, Jumala ei ole heittänyt kelvottomana luotaan omaa kansaansa, jonka hän valitsi jo aikojen alussa. Muistatteko, mitä Raamatussa tästä asiasta sanotaan? Profeetta Elia syytti juutalaisia Jumalan edessä.
2d0b030105	Hän puhui Jumalalle siitä, kuinka juutalaiset olivat surmanneet profeettoja ja hajottaneet maahan Jumalan alttareita. Elia väitti, ettei koko maassa ollut hänen lisäkseen enää yhtään ihmistä, joka rakasti Jumalaa, ja nyt hänenkin henkeään uhattiin.
2d0b0400be	Muistatteko, mitä Jumala vastasi? Hän sanoi: »Ei, et sinä ole ainoa. Sinun lisäksesi on vielä seitsemäntuhatta ihmistä, jotka rakastavat minua eivätkä ole palvelleet epäjumalia.»
2d0b0500b0	Tämä pitää paikkansa nytkin. Eivät kaikki juutalaiset ole kääntäneet selkäänsä Jumalalle. Jumala on hyvyydessään valinnut muutamia, jotka ovat jääneet jäljelle.
2d0b0600c2	Heidän pelastumisensa riippuu siis Jumalan hyvyydestä – ei siitä, kuinka hyviä he ovat. Jos he ansaitsisivat pelastuksen omalla hyvyydellään, silloinhan se ei enää olisi Jumalan lahja.
2d0b0700b4	Suurin osa juutalaisista ei ole saavuttanut tavoittelemaansa Jumalan suosiota. Jotkut ovat sen saavuttaneet – ne, jotka Jumala on valinnut, – mutta toisten silmät on sokaistu.
2d0b0800e1	Raamattu viittaa tähän sanoessaan, että Jumala on turruttanut juutalaiset, sulkenut heidän silmänsä ja korvansa. Samoin on siis nytkin, ja niinpä he eivät ymmärrä, mistä me puhumme kertoessamme heille Kristuksesta.
2d0b0900e7	Myös kuningas Daavid kirjoitti samasta asiasta: »Heidän vaurautensa ja menestymisensä houkuttelevat heidät ajattelemaan, että kaikki on kunnossa heidän ja Jumalan välillä. Kaatukoot ja murskaantukoot he hyvyyksiensä alle.
2d0b0a0076	Tulkoot heidän silmänsä sokeiksi, niin että he eivät kykene näkemään, ja kulkekoot he aina selkä kumarassa.»
2d0b0b00f0	Onko Jumala nyt siis lopullisesti hylännyt juutalaiset, oman kansansa? Ei suinkaan! Hänen tarkoituksensa oli tehdä pelastuminen mahdolliseksi pakanoille, että juutalaiset tulisivat kateellisiksi ja alkaisivat tavoitella sitä itselleen.
2d0b0c0119	Jos nyt Jumalan tarjoama pelastus koitui koko maailmalle rikkaudeksi, kun juutalaiset loukkaantuivat siihen ja kieltäytyivät ottamasta sitä vastaan, niin kuinka paljon suuremmasta siunauksesta maailma pääseekään osalliseksi sitten, kun juutalaisetkin tulevat Kristuksen luo!
2d0b0d0064	Niin kuin tiedätte, Jumala on tehnyt minusta lähettiläänsä erityisesti teitä pakanoita varten.
2d0b0e00cc	Muistutan siitä juutalaisia niin usein kuin voin saadakseni, jos mahdollista, heidät haluamaan itselleen sitä, mitä teillä pakanoilla on, ja voidakseni tällä tavalla pelastaa edes joitakin heistä.
2d0b0f00dc	Kääntyessään pois juutalaisista Jumala kääntyi tarjoamaan pelastusta muulle maailmalle. Kuinka ihmeellistä onkaan kerran, kun juutalaiset tulevat Kristuksen luo – se on aivan kuin kuolleiden heräämistä eloon.
2d0b100098	Koska Aabraham ja profeetat ovat Jumalan kansaa, niin heidän jälkeläisensäkin kuuluvat siihen. Jos puun juuret ovat Jumalan, niin ovat sen oksatkin.
2d0b110153	Jotkut näistä oksista – jotkut juutalaisista – on katkaistu pois. Sinut, joka pakanana olit ikään kuin villin öljypuun oksa, oksastettiin tähän Aabrahamin öljypuuhun. Niin sinäkin saat nyt siunauksen, jonka Jumala on luvannut Aabrahamille ja hänen jälkeläisilleen, ja saat osasi Jumalan oman öljypuun runsaasta ravinnosta.
2d0b1200d1	Sinun on vain tarkoin varottava ylpeilemästä siitä, että olet päässyt poishakattujen oksien paikalle. Muista: Sinun arvosi on siinä, että olet nyt osa Jumalan puuta. Olet kuitenkin vain oksa, et juuri.
2d0b13007f	»Mutta», saatat sanoa, »nuo oksat leikattiin pois, jotta minulle tulisi tilaa. Minä olen siis varmaan niitä arvokkaampi.»
2d0b1400cd	Varo! Muista, että nuo oksat, juutalaiset, leikattiin pois siksi, että he eivät uskoneet Jumalaan, ja sinut oksastettiin vain siksi, että sinä uskot. Älä ole ylpeä, vaan ole nöyrä ja kiitollinen,
2d0b150054	sillä jos Jumala ei säästänyt alkuperäisiä oksia, hän ei säästä sinuakaan.
2d0b1600fe	Huomaa, kuinka Jumala on samalla sekä lempeä että ankara: hän on ankara niille, jotka ovat tottelemattomia, mutta hän on lempeä sinulle, jos jatkuvasti rakastat häntä ja turvaudut häneen. Mutta jos et halua sitä tehdä, sinutkin leikataan pois.
2d0b170098	Toisaalta taas, jos juutalaiset hylkäävät epäuskonsa ja palaavat Jumalan luo, hän oksastaa heidät takaisin puuhunsa. Hänellä on valta tehdä se.
2d0b180125	Jos Jumala suostui ottamaan sinut, joka olit kaukana hänestä – sinähän olit villin öljypuun oksa – ja oksastamaan sinut luonnonvastaisesti omaan jaloon puuhunsa, niin etkö tajua, että vielä paljon luontevammin hän oksastaa takaisin juutalaiset, jotka kuuluivat siihen alun alkaen?
2d0b190128	Rakkaat veljet, haluan teidän tietävän erään Jumalan totuuden, ettette ala ylpeillä. Totta on, että monet juutalaiset ovat nyt torjuneet hyvän uutisen Kristuksesta, mutta juutalaisten paatumus kestää vain siihen saakka, kun Jumalan säätämä joukko pakanoita on tullut Kristuksen luo.
2d0b1a00aa	Sen jälkeen koko Israel pelastuu. Muistatteko, mitä profeetat sanoivat tästä? »Siionista on tuleva pelastaja, ja hän kääntää juutalaiset pois jumalattomuudesta.
2d0b1b0071	Silloin minä teen uuden liiton heidän kanssaan ja otan pois heidän syntinsä, aivan niin kuin olen luvannut.»
2d0b1c0122	Monet juutalaiset vihaavat nyt hyvää sanomaa Jeesuksesta. Mutta se on koitunut teille hyödyksi, sillä näin Jumala on antanut lahjansa teille pakanoille. Kuitenkin juutalaiset ovat yhä rakkaita Jumalalle niiden lupausten tähden, jotka hän antoi Aabrahamille, Iisakille ja Jaakobille.
2d0b1d0038	Jumala ei ota takaisin lahjojaan eikä peruuta kutsuaan.
2d0b1e008c	Kerran te elitte kapinassa Jumalaa vastaan, mutta kun juutalaiset kieltäytyivät hänen lahjoistaan, hän armahti heidän sijastaan teitä.
2d0b1f0083	Nyt siis juutalaiset puolestaan ovat osoittautuneet kapinallisiksi, mutta kerran Jumala armahtaa heitä samalla tavoin kuin teitä.
2d0b200064	Hän on luovuttanut kaikki ihmiset synnin valtaan, että hän voisi armahtaa kaikkia samalla tavoin.
2d0b2100b2	Meillä on todella ihmeellinen Jumala! Hänen viisautensa, tietonsa ja rikkautensa on valtava. Mahdotonta meidän on käsittää hänen päätöksiään ja hänen menettelyään.
2d0b22006d	Sillä kuka meistä tietää Jumalan ajatukset? Kuka on niin viisas, että voisi olla hänen neuvonantajansa?
2d0b230053	Kuka pystyisi antamaan Herralle jotain sellaista, mistä voisi odottaa vastalahjaa?
2d0b240080	Kaikkihan tulee Jumalalta. Kaikki on olemassa hänen voimastaan ja hänen kunniakseen. Tulkoon hänelle siitä ikuisesti kunnia!
2d0c0100fb	Rakkaat ystävät, koska Jumala siis on Kristuksen tähden hyväksynyt meidät omikseen, pyydän hartaasti teitä antamaan itsenne kokonaan Jumalan käyttöön – elävänä uhrina, jonka hän voi ottaa vastaan. Tämä on oikea tapa palvella Jumalaa.
2d0c0200c2	Älkää omaksuko tämän maailman elämäntapaa, vaan olkaa te erilaisia ihmisiä. Muuttukaa, uudistukaa jatkuvasti, tutkikaa, mikä on Jumalan tahto, mikä hyvää, oikeudenmukaista, puhdasta.
2d0c0300ab	Jumalan lähettiläänä sanon teille jokaiselle: älkää kuvitelko itsestänne liikoja, vaan arvioikaa itseänne sen mukaan kuin Jumala on teille kullekin uskoa antanut.
2d0c04012f	Samoin kuin meillä on monta ruumiinosaa omassa ruumiissamme, niin on myös Kristuksen ruumiissa, seurakunnassa. Kaikki me kuulumme siihen, eikä se olisi täydellinen ilman meitä, sillä meillä kullakin on erilainen tehtävä. Niin me olemme myös toinen toistemme jäseniä ja tarvitsemme toisiamme.
2d0c0600cb	Jumala on antanut meille erilaisia armolahjoja. Jos hän on antanut sinulle profetoimisen lahjan, niin profetoi, milloin voit – niin usein kuin uskosi on kyllin vahva vastaanottamaan sanoman Jumalalta.
2d0c070072	Jos sinun lahjasi on toisten palveleminen, niin palvele tunnollisesti. Jos olet seurakunnan opettaja, opeta hyvin.
2d0c080148	Jos olet sananjulistaja, huolehdi siitä, että puheesi ovat rohkaisevia ja hyödyksi seurakunnalle. Jos Jumala on uskonut sinulle varoja, käytä niitä toisten auttamiseen. Jos Jumala on antanut sinulle järjestelykykyä ja pannut sinut johtavaan asemaan, ota vastuusi vakavasti. Jos autat ja lohdutat muita, tee se ilomielin.
2d0c090062	Rakastakaa vilpittömästi toisianne. Vihatkaa kaikkea väärää. Asettukaa aina hyvän puolelle.
2d0c0a005c	Rakastakaa toisianne kuin veljet ja suorastaan kilpailkaa toinen toisenne kunnioittamisessa.
2d0c0b0050	Älkää koskaan tehkö työtänne laiskasti, vaan palvelkaa innokkaasti Herraa.
2d0c0c0094	Iloitkaa kaikesta, mitä Jumala on suunnitellut teidän varallenne. Olkaa kärsivällisiä vaikeuksissa ja pyytäkää itsellenne rukouksen henkeä.
2d0c0d006b	Kun Jumalan lapset kärsivät puutetta, auttakaa te heitä. Ottakaa tavaksenne osoittaa vieraanvaraisuutta.
2d0c0e0082	Jos joku sortaa teitä siksi, että olette kristittyjä, älkää kostako hänelle, vaan rukoilkaa, että Jumala siunaisi häntä.
2d0c0f0069	Kun toiset ovat onnellisia, iloitkaa heidän kanssaan. Jos he ovat surullisia, jakakaa heidän murheensa.
2d0c1000cc	Tehkää iloisina työtä yhdessä korostamatta omaa osuuttanne. Älkää tavoitelko merkkihenkilöiden suosiota, vaan iloitkaa tavallisten ihmisten seurasta. Älkää kuvitelko olevanne kaikkitietäviä!
2d0c110080	Älkää milloinkaan kostako pahaa pahalla. Toimikaa siten, että kaikkien on helppo nähdä teidän olevan täysin rehellisiä.
2d0c120066	Älkää riidelkö kenenkään kanssa. Eläkää kaikkien kanssa rauhassa, mikäli se teistä riippuu.
2d0c1300cc	Rakkaat ystävät, älkää kostako kenellekään! Jättäkää kostaminen Jumalalle, sillä hän on sanonut, että hän maksaa kullekin tämän ansioiden mukaan. Älkää ottako oikeutta omiin käsiinne.
2d0c1400b4	Antakaa mieluummin vihollisellenne ruokaa, jos hän on nälissään. Jos hänen on jano, antakaa hänelle juotavaa, ja niin hän joutuu häpeämään sitä, mitä on teille tehnyt.
2d0c150054	Älkää antako pahan saada ylivaltaa elämässänne, vaan voittakaa paha hyvällä.
2d0d0100a7	Olkaa kuuliaisia omalle esivallallenne, sillä Jumala on asettanut sen teidän yläpuolellenne. Ei ole olemassa sellaista hallitusvaltaa, jota Jumala ei olisi antanut.
2d0d020084	Sen tähden ne, jotka kieltäytyvät noudattamasta maan lakeja, kieltäytyvät tottelemasta Jumalaa. He saavat siitä rangaistuksen.
2d0d0300c8	Viranomaisten valta ei pelota ihmistä, joka elää oikein, mutta huonoilla teillä oleva pelkää aina viranomaisia. Jos siis et tahdo olla peloissasi, noudata maasi lakeja, ja elämäsi sujuu hyvin.
2d0d0400cc	Jumala on pannut esivallan auttamaan sinua. Mutta jos teet jotain väärää, sinun on tietenkin pelättävä, sillä esivallan edustaja vie sinut rangaistavaksi. Tässäkin esivalta on Jumalan palvelija.
2d0d05008d	Noudattakaa siis lakeja kahdesta syystä: ensiksi, ettette joutuisi rangaistaviksi, ja toiseksi, koska omatuntonne sanoo, että se on oikein.
2d0d0600ae	Näistä samoista syistä me verojakin maksamme. Täytyyhän viranomaisilla olla varoja, joita he voivat käyttää yhteiseksi hyväksi. Tässä he ovat Jumalan palvelijoita.
2d0d0700cb	Sen tähden maksakaa jokaiselle se, mitä olette velvolliset maksamaan. Maksakaa iloisesti veronne ja tullinne. Totelkaa niitä, jotka ovat yläpuolellanne, ja kunnioittakaa niitä, joille kunnia kuuluu.
2d0d0800d8	Maksakaa pois kaikki velkanne, paitsi rakkauden velkaa – sitä älkää koskaan lakatko maksamasta! Sillä jos rakastatte ihmisiä, noudatatte siten kaikkia Jumalan lakeja ja täytätte kaikki hänen vaatimuksensa.
2d0d0901a6	Jos rakastatte lähimmäistänne yhtä paljon kuin itseänne, ette tahdo vahingoittaa ettekä pettää häntä, ette tappaa häntä ettekä varastaa häneltä. Ette myöskään tahdo tehdä aviorikosta hänen puolisonsa kanssa, ettekä halua itsellenne sellaista, mikä kuuluu hänelle. Tehän ymmärrätte, että kaikki nämä käskyt sisältyvät tähän yhteen: »Rakasta lähimmäistäsi niin kuin rakastat itseäsi!»
2d0d0a0084	Rakkaus ei tee toiselle mitään pahaa. Sen vuoksi se täyttää kaikki Jumalan vaatimukset. Se on ainoa laki, jonka te tarvitsette.
2d0d0b00ee	Teidän tulee elää oikein myös toisesta syystä: tiedätte kuinka pitkälle aika on kulunut. Maailmanaika on loppumassa. Herätkää unestanne, sillä Herran paluu on nyt lähempänä kuin silloin, kun meistä tuli Kristukseen uskovia.
2d0d0c0169	Yö on jo kulunut pitkälle. Aamu sarastaa. Lakatkaa sen tähden tekemästä pahoja pimeyden töitä ja eläkää oikein – niin, että kaikki tekonne kestävät päivänvalon. Olkaa kunniallisia ja rehellisiä kaikessa, mitä teette. Älkää tuhlatko aikaanne juhlimiseen ja juopotteluun, siveettömyyteen ja holtittomaan elämään tai riitaan ja kateuteen.
2d0d0e007f	Pyytäkää Herraa Jeesusta Kristusta auttamaan teitä elämään oikein ja välttämään sellaista, mikä houkuttelee pahaan.
2d0e0100f9	Ottakaa lämpimästi vastaan jokainen Kristukseen uskova, joka haluaa liittyä teidän joukkoonne, vaikka hänen uskonsa olisikin heikko. Älkää arvostelko häntä sen vuoksi, että hänellä saattaa olla erilainen käsitys siitä mikä on oikein.
2d0e020186	Älkää esimerkiksi väitelkö kysymyksestä, voiko epäjumalille uhrattua lihaa syödä vai ei. Te saatatte uskoa, ettei sen syöminen teitä vahingoita. Mutta toisten usko on heikompi: heidän mielestään se on väärin, ja he lopettavat kokonaan lihansyönnin ja syövät vihanneksia mieluummin kuin sellaista lihaa, josta eivät varmasti tiedä, onko se epäjumalille uhrattua vai ei.
2d0e0300d7	Ne, jotka syövät epäjumalille uhrattua lihaakin, eivät saa halveksia niitä, jotka eivät sitä syö. Ja ne, jotka eivät syö, eivät saa tuomita niitä, jotka syövät. Jumala on ottanut heidätkin lapsikseen.
2d0e0400d7	He ovat Jumalan palvelijoita – eivät sinun. Hänelle he ovat vastuussa eivätkä sinulle. Anna Jumalan ilmaista heille, ovatko he oikeassa vai väärässä. Kyllä Jumala voi auttaa heitä menettelemään oikein.
2d0e0500c9	Joidenkin mielestä on yksi päivä toista pyhempi, muutamien mielestä taas jokainen päivä kuuluu samalla tavoin Jumalalle. Tämäntapaisissa kysymyksissä jokaisen on ratkaistava itse oma kantansa.
2d0e06009d	Jos valikoit päiviä, teet sen kunnioittaaksesi Herraa. Toinen syö kaikkea, toinen ei – kumpikin haluaa elää Jumalan tahdon mukaan ja kiittää Herraa.
2d0e07003a	Emme me voi elää emmekä kuolla niin kuin itse tahdomme.
2d0e080049	Elimmepä tai kuolimme, olemme Herran omat ja noudatamme hänen tahtoaan.
2d0e09007d	Kristus kuoli ja nousi kuolleista juuri sen tähden, että hän olisi Herramme sekä meidän eläessämme että kuollessamme.
2d0e0a0088	Miksi arvostelet veljeäsi tai halveksit häntä? Jokainen meistä joutuu itse vastaamaan omista teoistaan Jumalan tuomioistuimen eteen.
2d0e0b00a5	Onhan kirjoitettu: »Koska minä elän, sanoo Herra, jokaisen ihmisen täytyy kumartua maahan saakka edessäni ja jokaisen kielen tunnustaa minut kaikkivaltiaaksi.»
2d0e0c0039	Meidän kaikkien on tehtävä itsestämme täi Jumalalle.
2d0e0d00de	Älkää sen vuoksi enää arvostelko toisianne. Yrittäkää sen sijaan elää sillä tavoin, ettette aiheuta veljellenne lankeemusta tekemällä hänen nähtensä jotakin sellaista, mikä on hänen mielestään väärin.
2d0e0e00f5	Koska Herra Jeesus on antanut minulle viisautta, uskallan sanoa varmasti: epäjumalille uhratun lihan syömisessä ei ole mitään pahaa. Mutta jos joku uskoo, että se on väärin, hänen ei pitäisi tehdä sitä, koska hänelle se on väärin.
2d0e0f00b3	Jos veljeäsi kiusaa se, mitä sinä syöt, voit silloin rakkaudesta häneen jättää sen syömättä. Älä anna syömisesi turmella ihmistä, jonka puolesta Kristus on kuollut.
2d0e100062	Älkää tehkö sellaista, mikä herättää arvostelua, vaikka tietäisittekin tekevänne oikein.
2d0e110077	Eihän Jumalan valtakunnassa syöminen ja juominen ole pääasia, vaan uusi elämä: Pyhän Hengen antama ilo ja rauha.
2d0e12006b	Jos sallit Kristuksen ohjata elämääsi näissä asioissa, ilahdutat sekä Jumalaa että lähimmäistäsi.
2d0e130071	Pyrkikäämme tällä tavalla hyvään keskinäiseen yhteyteen. Se edistää rauhaa ja koituu jokaisen parhaaksi.
2d0e140086	Älä tee Jumalan työtä tyhjäksi ruokailutottumuksillasi. Kaikki on tosin puhdasta, mutta ei ole hyvä toimia vastoin omaatuntoaan.
2d0e150076	On parempi luopua lihasta tai viinistä ja kaikesta muustakin, mikä loukkaa toista tai saa hänet tekemään syntiä.
2d0e1600d8	Tiedät ehkä, ettei Jumalankaan mielestä ole mitään väärää siinä, mitä teet. Jollekin toiselle se voi kuitenkin olla arka asia. Onnellinen se, joka ei tuomitse itseään sellaisesta, minkä näkee oikeaksi.
2d0e17008f	Mutta luovu sellaisesta, minkä arvelet olevan väärin. Se [on] silloin sinulle syntiä – sillä syntiä on kaikki, mikä ei perustu uskoon.
2d0f010163	Vaikka uskommekin, etteivät tietyt asiat ole Herran tahtoa vastaan, emme silti voi ilman muuta tehdä sellaista, minkä itse katsomme olevan oikein. Sen sijaan meidän on suhtauduttava hienotunteisesti niihin pelkoihin ja epäilyksiin, joita toisilla saattaa olla. Meidän on toimittava lähimmäisemme parhaaksi, että hän kasvaisi Herran tuntemisessa.
2d0f03009c	Kristus ei elänyt omien mielihalujensa mukaan. Psalmin kirjoittaja sanoikin: »Hän tuli kärsimään pilkkaa niiden taholta, jotka ovat Jumalaa vastaan.»
2d0f0400ee	Näistä asioista on jo kauan sitten kirjoitettu Raamattuun siksi, että me oppisimme niistä kärsivällisyyttä ja saisimme rohkaisua voidaksemme odottaa iloisina sitä aikaa, jolloin Jumala on lopullisesti voittanut synnin ja kuoleman.
2d0f0500ae	Jumala, joka antaa kärsivällisyyttä ja kestävyyttä, antakoon teille myös hyvän keskinäisen yhteyden, niin että teillä jokaisella on Kristuksen mieli toista kohtaan.
2d0f060075	Silloin me kaikki voimme yhdessä ylistää Herraa ja antaa kunnian Jumalalle, Herramme Jeesuksen Kristuksen Isälle.
2d0f07007c	Tukekaa ja hoitakaa toisianne, niin kuin Kristuskin on ottanut teidät hoivaansa. Silloin Jumala saa elämästänne kunnian.
2d0f080078	Jeesushan tuli palvelemaan juutalaisia ja osoittamaan heille, että Jumala pitää heidän isilleen antamansa lupaukset.
2d0f0900e8	Mutta Jeesus tuli myös sen tähden, että pakanatkin pelastuisivat ja antaisivat siitä kunnian Jumalalle. Sitä psalmirunoilija tarkoitti kirjoittaessaan: »Minä ylistän sinua pakanoiden keskellä ja laulan kiitosta nimellesi.»
2d0f0a005c	Toisessa paikassa sanotaan: »Iloitkaa, te pakanat, hänen kansansa, juutalaisten, kanssa.»
2d0f0b0053	Ja vielä: »Ylistäkää Herraa, kaikki pakanat; ylistäköön häntä jokainen.»
2d0f0c0082	Profeetta Jesaja sanoi: »Iisain suvusta on tuleva perillinen, joka on pakanoiden kuningas. Heidän toivonsa on yksin hänessä.»
2d0f0d00a5	Sen tähden rukoilen teidän pakanoiden puolesta, että Jumala, toivon antaja, antaisi teille, jotka uskotte, Pyhän Hengen voimasta myös kestävän ilon ja rauhan.
2d0f0e008e	Tiedän, että te, veljet, olette viisaita ja hyviä ihmisiä. Te tunnette nämä asiat niin hyvin, että kykenette opettamaan ne toisillekin.
2d0f0f0195	Olen kuitenkin rohkeasti korostanut joitakin kohtia tietäen, ettei minun tarvitse muuta kuin muistuttaa teitä, sillä olen Jumalan armosta Jeesuksen Kristuksen erikoislähettiläs teidän pakanoiden keskuudessa. Minun tehtäväni on tuoda teille hyvä sanoma Jeesuksesta ja valmistaa teidät Jumalalle kelpaavaksi uhriksi. Pyhä Henki onkin puhdistanut teidät ja tehnyt teistä Jumalan mielen mukaisia.
2d0f11003b	Olen ylpeä siitä, mitä Kristus on saanut teissä aikaan.
2d0f1200a8	En uskalla arvioida, missä määrin hän on käyttänyt muita palveluksessaan, mutta tämän tiedän: minua hän on käyttänyt työntekijänä pakanoiden keskuudessa.
2d0f1300b5	Pyhän Hengen voimasta olen puhunut, elänyt heidän joukossaan ja tehnyt ihmeitä. Tällä tavalla olen vienyt Kristuksen hyvän sanoman aina Jerusalemista kauas Illyrikoniin asti.
2d0f1400ba	Mutta koko ajan olen kiihkeästi halunnut päästä yhä kauemmaksi – sellaisille seuduille, joissa Kristuksen nimeä ei ole vielä kuultu ja joihin ei ole vielä syntynyt seurakuntia.
2d0f15009c	Olen seurannut Raamatun työsuunnitelmaa, josta Jesaja sanoo: »Ne, jotka eivät vielä ole kuulleet Kristuksen nimeä, saavat nyt oppia tuntemaan hänet.»
2d0f160051	Tässä oikeastaan on syy siihen, miksi en ole ennen päässyt teidän luoksenne.
2d0f170081	Mutta nyt on tehtäväni täällä vihdoin lopussa, ja olen valmis tulemaan luoksenne näiden pitkien odotuksen vuosien jälkeen.
2d0f1800cb	Suunnittelen näet matkaa Espanjaan, ja kun menen sinne, poikkean samalla Roomaan. Kun sitten olemme saaneet nauttia yhdessäolosta jonkin aikaa, toivon että pääsen teidän avullanne jatkamaan matkaa.
2d0f19005d	Ennen kuin tulen, minun on kuitenkin vietävä eräs lahja Jerusalemin juutalaiskristityille.
2d0f1a0085	Makedonian ja Akaian kristityt ovat näet keränneet keskuudestaan lahjan niille, jotka nyt ovat suurissa vaikeuksissa Jerusalemissa.
2d0f1b01a1	Makedonialaiset ja akaialaiset ovat tehneet sen mielellään, sillä he katsovat olevansa kiitollisuudenvelassa Jerusalemin kristityille. Sanoma Kristuksesta tuli heille nimittäin Jerusalemin seurakunnan välityksellä. Ja koska he saivat tuon ihmeellisen hengellisen lahjan – hyvän sanoman – jerusalemilaisilta, heistä tuntuu, että vähin, mitä he puolestaan voivat tehdä, on antaa heille aineellista apua.
2d0f1c009d	Niin pian kuin olen vienyt perille tämän avustuksen ja toimittanut siten heidän hyvän tekonsa päätökseen, tulen katsomaan teitä matkallani Espanjaan.
2d0f1d0058	Olen varma siitä, että Herra antaa minulle suuren siunauksen teille välitettäväksi.
2d0f1e00bd	Tahdotteko olla minun esirukoilijoitani? Jeesuksen Kristuksen tähden ja sen rakkauden tähden, jonka Pyhä Henki on antanut teille minua kohtaan, rukoilkaa paljon kanssani työni puolesta.
2d0f1f00c2	Rukoilkaa, että saisin Jerusalemissa suojan niiden vihalta, jotka eivät ole kristittyjä. Pyytäkää Jumalalta myös, että kristityt siellä suostuisivat ottamaan vastaan tuomani avustuksen.
2d0f200072	Sitten voin tulla huojentuneena teidän luoksenne, jos Jumala niin tahtoo, ja voimme virkistää toinen toistamme.
2d0f210049	Lopuksi toivon vielä, että rauhan Jumala olisi teidän kaikkien kanssa.
2d1001011e	Foibe, jalo kristitty Kenkreasta, tulee pian teitä tapaamaan. Hän on tehnyt paljon työtä omassa seurakunnassaan. Ottakaa hänet lämpimästi vastaan sisarenanne Herrassa. Tarjotkaa hänelle apuanne siinä, missä voitte, sillä hän on auttanut monia hädänalaisia – myös minua.
2d10030062	Terveisiä Priskalle ja Akvilalle. He ovat kulkeneet työtovereinani Kristuksen Jeesuksen asialla.
2d10040106	He ovat panneet henkensäkin alttiiksi tähteni, enkä minä ole ainoa, joka on heille kiitollisuudenvelassa – myös kaikki pakanaseurakunnat ovat heille kiitollisia. Viekää terveiseni myös sille seurakuntalaisten joukolle, joka kokoontuu heidän kodissaan.
2d10050074	Terveisiä hyvälle ystävälleni Epainetukselle. Hän oli ensimmäinen Vähän-Aasian asukas, josta tuli kristitty.
2d1006003c	Sanokaa terveiseni Marialle, joka on paljon auttanut meitä.
2d100700da	Siellä ovat myös maanmieheni Andronikus ja Junias, jotka olivat vankilassa yhdessä kanssani. Apostolit arvostavat heitä suuresti – he olivatkin kristittyjä jo ennen minua. Lähettäkää terveisiä myös heille.
2d10080039	Terveisiä Ampliatukselle, jota rakastan Jumalan lapsena,
2d1009003c	ja Urbanukselle, työtoverillemme, ja rakkaalle Stakykselle.
2d100a00bf	Muistan myös Apellesta, tuota hyvää miestä, jota on paljon koeteltu ja joka on Kristuksen avulla kestänyt kaiken. Parhaat terveiset niillekin, jotka ovat työssä Aristobuluksen talossa.
2d100b0055	Terveisiä maanmiehelleni Herodionille sekä Narkissuksen talon kristityille orjille.
2d100c008f	Lähetän myös terveiseni Herran työntekijöille Tryfainalle ja Tryfosalle sekä rakkaalle Persikselle, joka on tehnyt paljon Herran työtä.
2d100d007c	Terveisiä Rufukselle, jonka Herra on ottanut omakseen, ja hänen rakkaalle äidilleen, joka on ollut kuin äiti minullekin.
2d100e006d	Älkää unohtako Asynkritusta, Flegonia, Hermestä, Patrobasta, Hermasta ja heidän kanssaan olevia veljiä.
2d100f0094	Rakkaat terveiset Filologukselle, Julialle, Nereukselle ja hänen sisarelleen ja Olympaalle sekä kaikille kristityille, jotka ovat heidän luonaan.
2d1010006e	Tervehtikää toisianne lämpimästi. Kaikki Kristuksen seurakunnat täältä lähettävät teille terveisiä.
2d101100df	Vielä yksi asia, ennen kuin lopetan tämän kirjeen. Pysytelkää erossa niistä, jotka aiheuttavat hajaannusta ja järkyttävät ihmisten uskoa opettamalla vastoin sitä, mitä teille on aikaisemmin Kristuksesta opetettu.
2d101200b8	Sellaiset opettajat eivät edistä Herran Jeesuksen asiaa, vaan he haluavat voittoa itselleen. He ovat hyviä puhumaan, ja yksinkertaiset ihmiset joutuvat helposti heidän pauloihinsa.
2d10130083	Teidän uskollisuutenne on kaikkien tiedossa. Minäkin olen teistä hyvin iloinen. Pyrkikää aina hyvään ja välttäkää pahaa.
2d10140079	Rauhan Jumala murskaa pian saatanan teidän jalkojenne alle. Rukoilen elämäänne Herran Jeesuksen Kristuksen siunausta.
2d1015006e	Työtoverini Timoteus sekä maanmieheni Lukius, Jaason ja Soosipater lähettävät teille parhaat toivotukset.
2d10160085	Minä, Tertius, joka kirjoitan tätä kirjettä Paavalin sanelun mukaan, lähetän myös terveisiä teidän kristittynä veljenänne.
