0100000006	1 Mose
18270400e8	Als aber Zedekia, der König von Juda, und alle Kriegsleute sie sahen, flohen sie und verließen die Stadt bei Nacht auf dem Wege nach dem Königsgarten, durch das Tor zwischen den beiden Mauern, und wandten sich der Jordanebene zu.
18270500e6	Aber das Heer der Chaldäer jagte ihnen nach und holte Zedekia in der Ebene von Jericho ein; und sie ergriffen ihn und führten ihn zu Nebukadnezar, dem König von Babel, nach Ribla im Lande Hamat; der sprach das Urteil über ihn.
182706007c	Und der König von Babel ließ die Söhne Zedekias in Ribla vor seinen Augen niedermetzeln, dazu den ganzen jüdischen Adel;
182707006d	Zedekia aber ließ er die Augen blenden und ihn mit zwei ehernen Ketten binden, um ihn nach Babel zu bringen.
1827080083	Und die Chaldäer verbrannten den königlichen Palast und die Häuser des Volkes mit Feuer und rissen die Mauern Jerusalems nieder.
18270900f6	Den Rest des Volkes aber, sowohl die, welche in der Stadt übriggeblieben, als auch die Überläufer, welche zu den Chaldäern übergegangen waren, den Rest des übrigen Volkes, führte Nebusaradan, der Oberste der Leibwache, gefangen nach Babel.
18270a00b0	Von dem geringen Volk aber, das gar nichts besaß, ließ Nebusaradan, der Oberste der Leibwache, etliche im Lande Juda zurück und gab ihnen Weinberge und Äcker zu jener Zeit.
18270b0090	Und Nebukadnezar, der König von Babel, erließ in betreff Jeremias einen Befehl zu Handen Nebusaradans, des Obersten der Leibwache, und sprach:
18270c0074	Nimm ihn und trage Sorge für ihn und tue ihm ja nichts zuleide, sondern verfahre mit ihm so, wie er dir sagen wird.
18270d00cc	Da ließen Nebusaradan, der Oberste der Leibwache, und Nebuschasban, der Oberkämmerer, und Nergal-Sarezer, der Obermagier, und alle Obersten des babylonischen Königs den Jeremia aus dem Wachthofe holen;
18270e0070	und sie übergaben ihn Gedalja, dem Sohne Saphans, damit er ihn nach Hause bringe; und er wohnte unter dem Volk.
18270f005c	Zu Jeremia aber war das Wort des HERRN ergangen, als er noch im Wachthof eingeschlossen war:
18271000fa	Gehe und sage zu dem Mohren Ebed-Melech: So spricht der HERR der Heerscharen, der Gott Israels: Siehe, ich lasse meine Worte über diese Stadt kommen zum Unglück und nicht zum Guten, und sie werden an jenem Tage vor deinen Augen in Erfüllung gehen;
1827110091	aber dich will ich an jenem Tage erretten, spricht der HERR, und du sollst nicht den Leuten in die Hände fallen, vor welchen du dich fürchtest,
18271200aa	sondern ich will dich entrinnen lassen, und du sollst nicht durchs Schwert fallen, sondern deine Seele als Beute davontragen, weil du mir vertraut hast, spricht der HERR!
182801011e	Dies ist das Wort, welches vom HERRN an Jeremia erging, nachdem ihn Nebusaradan, der Oberste der Leibwache, in Rama freigelassen hatte; denn da er ihn holen ließ, war er noch mit Fesseln gebunden unter all den Gefangenen Jerusalems und Judas, die nach Babel weggeführt werden sollten.
1828020085	Und der Oberste der Leibwache nahm Jeremia und sprach zu ihm: Der HERR, dein Gott, hat dieses Unglück über diesen Ort vorhergesagt;
18280300a7	und der HERR hat es so kommen lassen und getan, wie er gesagt; denn ihr habt an dem HERRN gesündigt und auf seine Stimme nicht gehört; darum ist es euch so ergangen.
1828040155	Und nun siehe, ich löse dich heute von den Fesseln, die an deinen Händen sind; gefällt es dir, mit mir gen Babel zu ziehen, so komm! Ich will Sorge für dich tragen. Gefällt es dir aber nicht, mit mir gen Babel zu ziehen, so laß es bleiben! Siehe, das ganze Land steht dir offen; wohin es dich gut und recht dünkt zu gehen, dahin gehe!
1828050166	Da er sich aber noch nicht entschließen konnte, [sprach er zu ihm]: So kehre zurück zu Gedalja, dem Sohn Achikams, des Sohnes Saphans, welchen der babylonische König über die Städte Judas gesetzt hat, und bleibe bei ihm unter dem Volk, oder gehe, wohin es dir gefällt! Und der Oberste der Leibwache gab ihm Wegzehrung und ein Geschenk und entließ ihn.
182806007e	Da kam Jeremia zu Gedalja, dem Sohne Achikams, nach Mizpa und wohnte bei ihm unter dem Volk, das im Lande übriggeblieben war.
182807013c	Als nun alle Hauptleute des Heers, die sich mit ihren Männern noch auf dem Felde aufhielten, vernahmen, daß der König von Babel Gedalja, den Sohn Achikams, über das Land gesetzt und ihm die Männer, Weiber und Kinder, auch die Armen im Lande, die nicht gefangen gen Babel geführt worden waren, übergeben hatte,
18280800ec	kamen sie zu Gedalja gen Mizpa, nämlich Ismael, der Sohn Netanjas, Johanan und Jonatan, die Söhne Kareachs, Seraja, der Sohn Tanchumets, und die Söhne Ephais, des Netophatiters, Jesanja, der Sohn des Maachatiters, sie und ihre Leute.
18280900dd	Und Gedalja, der Sohn Achikams, des Sohnes Saphans, schwur ihnen und ihren Leuten also: Fürchtet euch nicht davor, den Chaldäern zu dienen; bleibet im Lande und dienet dem König von Babel, so wird es euch wohl ergehen!
18280a00c8	Siehe, ich wohne zu Mizpa, um den Chaldäern zu Befehl zu stehen, die zu uns kommen werden. So erntet nun Wein, Obst und Öl und tut es in eure Gefäße und wohnet in euren Städten, die ihr innehabt!
18280b00ee	Als auch alle Juden, die in Moab und unter den Ammonitern, in Edom und allen Ländern wohnten, hörten, daß der König von Babel einen Überrest in Juda gelassen und Gedalja, den Sohn Achikams, des Sohnes Saphans, über ihn gesetzt habe,
18280c00af	kehrten alle diese Juden wieder zurück von den Orten, dahin sie geflohen waren; und sie kamen ins Land Juda zu Gedalja gen Mizpa und sammelten Wein und Obst in großer Menge.
18280d0092	Johanan aber, der Sohn Kareachs, und alle Hauptleute des Heers, die sich auf dem Felde aufhielten, kamen zu Gedalja gen Mizpa und sprachen zu ihm:
18280e00ae	Weißt du auch, daß Baalis, der König der Kinder Ammon, Ismael, den Sohn Netanjas, gesandt hat, um dich totzuschlagen? Aber Gedalja, der Sohn Achikams, glaubte ihnen nicht.
18280f0138	Da sprach Johanan, der Sohn Kareachs, heimlich zu Gedalja in Mizpa also: Laß mich doch hingehen, ich will Ismael, den Sohn Netanjas, erschlagen, daß es niemand erfährt! Warum sollte er dich totschlagen, so daß alle Juden, die sich zu dir versammelt haben, zerstreut werden und der Überrest von Juda umkommt?
1828100095	Da sprach Gedalja, der Sohn Achikams, zu Johanan, dem Sohne Kareachs: Du sollst diesen Anschlag nicht ausführen; denn du redest Lügen über Ismael!
1829010108	Es begab sich aber im siebenten Monat, daß Ismael, der Sohn Netanjas, des Sohnes Elisamas, aus königlichem Samen und von den Obersten des Königs, in Begleitung von zehn Männern, zu Gedalja, dem Sohne Achikams, gen Mizpa kam; und sie aßen daselbst miteinander.
18290200ef	Aber Ismael, der Sohn Netanjas, und die zehn Männer, die bei ihm waren, standen auf und schlugen Gedalja, den Sohn Achikams, des Sohnes Saphans, mit dem Schwerte und töteten den, welchen der König von Babel über das Land gesetzt hatte.
1829030081	Auch alle Juden, die in Mizpa bei Gedalja waren, und die Chaldäer, die Kriegsleute, die sich daselbst befanden, erschlug Ismael.
1829040051	Am zweiten Tage, nachdem er Gedalja getötet hatte (was aber noch unbekannt war),
18290500f4	kamen etliche Männer aus Sichem, aus Silo und Samaria, etwa achtzig Mann, die ihre Bärte geschoren, die Kleider zerrissen und sich Einschnitte gemacht hatten; die hatten Speisopfer und Weihrauch bei sich, um es zum Hause des HERRN zu bringen.
18290600c0	Da ging Ismael, der Sohn Netanjas, von Mizpa hinaus, ihnen entgegen, und weinte beim Gehen. Als er aber mit ihnen zusammentraf, sprach er zu ihnen: Kommt herein zu Gedalja, dem Sohne Achikams!
182907009e	Als sie nun mitten in die Stadt gekommen waren, ermordete sie Ismael, der Sohn Netanjas, und warf sie in die Zisterne, er und die Leute, welche bei ihm waren.
18290800df	Unter jenen aber waren zehn Männer, die sprachen zu Ismael: Töte uns nicht, denn wir haben noch verborgene Vorräte im Felde, Weizen, Gerste, Öl und Honig! Also verschonte er sie und tötete sie nicht mit ihren Brüdern.
1829090109	Die Zisterne aber, in die Ismael alle Leichname der Männer werfen ließ, die er erschlagen hatte, war die große Zisterne, welche der König Asa wegen Baesas, des Königs von Israel, hatte machen lassen; die füllte Ismael, der Sohn Netanjas, mit den Erschlagenen.
18290a015c	Aber den Rest des Volks, der zu Mizpa war, führte Ismael gefangen; die Töchter des Königs und alles Volk, welches in Mizpa übriggeblieben war, über die Nebusaradan, der Oberste der Leibwache, Gedalja, den Sohn Achikams, gesetzt hatte, führte Ismael, der Sohn Netanjas, gefangen und machte sich davon, um zu den Kindern Ammon hinüberzuziehen.
18290b00a2	Als aber Johanan, der Sohn Kareachs, und alle Hauptleute über das Heer, die bei ihm waren, alle Bosheit vernahmen, die Ismael, der Sohn Netanjas, begangen hatte,
18290c008e	nahmen sie alle Männer und zogen hin, um wider Ismael, den Sohn Netanjas, zu streiten, und sie fanden ihn bei den großen Wassern von Gibeon.
18290d0093	Als nun das ganze Volk, welches bei Ismael war, Johanan, den Sohn Kareachs, sah und alle Hauptleute des Heeres, die bei ihm waren, wurden sie froh;
18290e0079	und alles Volk, das Ismael von Mizpa weggeführt hatte, wandte sich und kehrte um und kam zu Johanan, dem Sohne Kareachs.
18290f0063	Ismael aber, der Sohn Netanjas, entrann vor Johanan mit acht Männern und zog zu den Kindern Ammon.
182910014e	Johanan aber, der Sohn Kareachs, samt allen Hauptleuten des Heeres, die bei ihm waren, nahm den ganzen Überrest des Volkes, welchen Ismael, der Sohn Netanjas, nach der Ermordung Gedaljas, des Sohnes Achikams, von Mizpa weggeführt hatte: streitbare Männer, Weiber und Kinder und Kämmerer, welche er von Gibeon wiedergebracht hatte.
1829110079	Und sie zogen hin und blieben bei der Herberge Kimhams, die neben Bethlehem liegt, um [von dort] nach Ägypten zu ziehen,
18291200c6	aus Furcht vor den Chaldäern; denn sie fürchteten sich vor ihnen, weil Ismael, der Sohn Netanjas, Gedalja, den Sohn Achikams, erschlagen hatte, welchen der König von Babel über das Land gesetzt.
182a010095	Und es traten herzu alle Fürsten des Heeres, Johanan, der Sohn Kareachs, Jesanja, der Sohn Hosajas, das ganze Volk, vom Kleinsten bis zum Größten,
182a0200e6	und sprachen zum Propheten Jeremia: Laß doch unser Flehen vor dir gelten und bitte den HERRN, deinen Gott, für uns, für diesen ganzen Überrest; denn unser sind nur wenige übriggeblieben von den vielen, wie du uns hier siehst.
182a030069	Der HERR, dein Gott, wolle uns den Weg zeigen, den wir gehen sollen, und uns sagen, was wir zu tun haben!
182a0400d3	Da antwortete ihnen Jeremia: Ich habe es gehört! Siehe, ich will den HERRN, euren Gott, bitten, wie ihr gesagt habt; und alles, was euch der HERR zur Antwort gibt, will ich euch kundtun und nichts verschweigen!
182a0500b5	Da sprachen sie zu Jeremia: Der HERR sei wahrhaftiger und gewisser Zeuge wider uns, wenn wir nicht ganz nach dem Worte handeln, mit dem der HERR, dein Gott, dich zu uns senden wird.
182a0600c7	Es scheine uns gut oder böse, so wollen wir der Stimme des HERRN, unsres Gottes, zu dem wir dich senden, gehorchen, damit es uns wohl ergehe, wenn wir der Stimme des HERRN, unsres Gottes, gehorchen!
182a07003a	Aber nach zehn Tagen erging das Wort des HERRN an Jeremia.
182a080090	Da berief er Johanan, den Sohn Kareachs, und alle Obersten des Heeres, die bei ihm waren, sowie das ganze Volk, vom Kleinsten bis zum Größten,
182a09008f	und sprach zu ihnen: So spricht der HERR, der Gott Israels, zu dem ihr mich gesandt habt, euer demütiges Flehen vor sein Angesicht zu bringen:
182a0a00ae	Wenn ihr in diesem Lande bleibet, so will ich euch bauen und nicht niederreißen, pflanzen und nicht ausreuten; denn es reut mich des Übels, welches ich euch zugefügt habe.
182a0b00ca	Fürchtet euch nicht vor dem Könige von Babel, vor welchem ihr Angst habt; fürchtet euch nicht vor ihm, spricht der HERR; denn ich bin mit euch, um euch zu helfen und euch von seiner Hand zu erretten.
182a0c0077	Ich will euch Barmherzigkeit finden lassen, daß er sich über euch erbarmen und euch wieder in euer Land bringen wird.
182a0d0080	Wenn ihr aber sagt: «Wir wollen nicht in diesem Lande bleiben», so daß ihr der Stimme des HERRN, eures Gottes nicht gehorcht,
182a0e00ae	indem ihr sagt: «Nein, sondern ins Land Ägypten wollen wir ziehen, wo wir weder Krieg sehen noch Posaunenschall hören, noch Hunger leiden werden, dort wollen wir wohnen!»
182a0f00d8	dann höret das Wort des HERRN, ihr Übriggebliebenen von Juda: So spricht der HERR der Heerscharen, der Gott Israels: Wenn ihr euer Angesicht darauf richtet, nach Ägypten zu ziehen, um dort in der Fremde zu wohnen,
182a1000bc	so wird das Schwert, welches ihr fürchtet, euch dort in Ägyptenland erreichen, und der Hunger, vor dem euch hier graut, wird euch dort in Ägypten verfolgen, und dort werdet ihr sterben!
182a110103	Und alle die Männer, die ihr Angesicht darauf richten, nach Ägypten zu ziehen, um dort zu wohnen, werden durchs Schwert, durch Hunger und Pest umkommen; keiner von ihnen wird übrigbleiben; keiner wird dem Unglück entrinnen, das ich über sie bringen will!
182a12015d	Denn also spricht der HERR der Heerscharen, der Gott Israels: Wie mein Zorn und mein Grimm sich über die Einwohner von Jerusalem ergossen hat, also wird sich mein Grimm auch über euch ergießen, wenn ihr nach Ägypten zieht; und ihr sollt zur Verwünschung und zum Entsetzen, zum Fluch und zur Schmach werden und sollt diesen Ort nimmermehr sehen!
182a130094	Der HERR sagt zu euch, o ihr von Juda Übriggebliebenen: Ihr sollt nicht nach Ägypten ziehen! Merkt euch wohl, daß ich es euch heute bezeugt habe.
182a1400fd	Denn ihr habt euch selbst betrogen damit, daß ihr mich zu dem HERRN, eurem Gott, gesandt und gesprochen habt: «Bitte den HERRN, unsren Gott, für uns! Und alles, was der HERR, unser Gott, dir zur Antwort gibt, das zeige uns an, so wollen wir es tun.»
182a15009b	Nun zeige ich es euch heute an; wollt ihr aber nicht auf die Stimme des HERRN, eures Gottes, hören und auf alles das, was er euch durch mich sagen läßt,
182a160091	so wisset alsdann, daß ihr durchs Schwert, durch Hunger und Pest umkommen werdet an dem Orte, wohin ihr zu ziehen und wo ihr zu wohnen begehret!
182b01008a	Als nun Jeremia alle Worte des HERRN, ihres Gottes, mit denen der HERR, ihr Gott, ihn zu allem Volk gesandt, bis zu Ende mitgeteilt hatte,
182b0200f4	da sprachen Asarja, der Sohn Hosajas, und Johanan, der Sohn Kareachs, und alle frechen Männer zu Jeremia: Du lügst! Der HERR, unser Gott, hat dich nicht gesandt, zu sagen: Ihr sollt nicht nach Ägypten ziehen, um dort in der Fremde zu wohnen;
182b0300a1	sondern Baruch, der Sohn Nerijas, reizt dich gegen uns auf, um uns in die Hände der Chaldäer zu bringen, damit sie uns töten oder gefangen nach Babel führen!
182b0400a1	Also gehorchten Johanan, der Sohn Kareachs, und alle Obersten des Heeres und das ganze Volk dem Befehle des HERRN nicht, daß sie im Lande Juda geblieben wären;
182b0500d0	sondern Johanan, der Sohn Kareachs, und alle Obersten des Heeres nahmen alle von Juda Übriggebliebenen, die aus allen Völkern, in die sie zerstreut gewesen, zurückgekehrt waren, um im Lande Juda zu wohnen:
182b0600ef	Männer, Weiber und Kinder, die Töchter des Königs und alle Seelen, die Nebusaradan, der Oberste der Leibwache, bei Gedalja, dem Sohne Achikams, des Sohnes Saphans, gelassen hatte; auch den Propheten Jeremia und Baruch, den Sohn Nerijas,
182b070075	und sie zogen nach dem Lande Ägypten (denn sie waren dem Befehl des HERRN nicht gehorsam) und kamen bis Tachpanches.
182b080041	Es erging aber in Tachpanches das Wort des HERRN an Jeremia also:
182b0900b4	Nimm große Steine in deine Hand und verbirg sie im Mörtel am Ziegelofen, welcher zu Tachpanches vor der Tür des Hauses des Pharao ist, und laß die jüdischen Männer zuschauen.
182b0a0115	Und sage zu ihnen: So spricht der HERR der Heerscharen, der Gott Israels: Sehet, ich will meinen Knecht Nebukadnezar, den König von Babel, holen lassen und seinen Thron über diesen Steinen aufrichten, die ich verborgen habe, und er wird seinen Prachtteppich darüber spannen.
182b0b00e5	Und wenn er kommt, wird er das Land Ägypten schlagen: wer sterben soll, den wird er töten; wem Gefangenschaft bestimmt ist, den wird er gefangen führen; und wer dem Schwert verfallen ist, den wird er mit dem Schwert umbringen.
182b0c00f6	Und ich will in den Tempeln der Götter Ägyptens ein Feuer anzünden, das wird sie verbrennen; und er wird sie wegführen und wird das Land Ägypten um sich werfen, wie ein Hirt sein Kleid um sich wirft, und er wird in Frieden von dannen ziehen.
182b0d008d	Dazu wird er die Obelisken von Beth-Schemesch, welcher in Ägypten ist, zerbrechen und die Tempel der Götter Ägyptens mit Feuer verbrennen.
182c010099	Dies ist das Wort, welches an Jeremia erging betreffs aller Juden, die im Lande Ägypten wohnten, zu Migdol und Tachpanches, zu Noph und im Lande Patros:
182c0200d9	So spricht der HERR der Heerscharen, der Gott Israels: Ihr habt all das Unglück gesehen, welches ich über Jerusalem und alle Städte Judas gebracht habe, und siehe, sie sind heute Ruinen, und es wohnt niemand darin,
182c0300c2	um der Bosheit willen, die sie begangen haben, mich zu erzürnen, indem sie hingegangen sind, andern Göttern zu räuchern und zu dienen, die weder sie, noch ihr, noch eure Väter gekannt haben,
182c04008f	wiewohl ich alle meine Knechte frühe und fleißig zu euch gesandt habe und euch sagen ließ: Begeht doch diese Greuel nicht, welche ich hasse!
182c050093	Sie aber wollten nicht hören und neigten ihr Ohr nicht, daß sie von ihrer Bosheit abgelassen und nicht mehr fremden Göttern geräuchert hätten.
182c0600bc	Darum hat sich mein Grimm ergossen und ist mein Zorn wider die Städte Judas und die Gassen Jerusalems entbrannt, daß sie zu Trümmern und Ruinen geworden sind, wie es heute der Fall ist.
182c070101	Und nun spricht der HERR, der Gott der Heerscharen, der Gott Israels, also: Warum tut ihr ein so großes Übel wider euch selbst, indem ihr bei euch Männer und Weiber, Kinder und Säuglinge aus Juda ausrottet, so daß euch kein Überrest mehr bleiben wird,
182c08011b	damit nämlich, daß ihr mich durch die Werke eurer Hände kränket, indem ihr andern Göttern räuchert im Lande Ägypten, wohin ihr gegangen seid, um euch daselbst aufzuhalten, euch selbst zum Verderben, und damit ihr zum Fluch und Schimpfwort werdet unter allen Heiden des Landes?
182c0900fd	Habt ihr denn die Übeltaten eurer Väter vergessen und die Übeltaten der Könige von Juda und die Übeltaten ihrer Weiber und eure eigenen Übeltaten und die Übeltaten, welche eure Weiber im Lande Juda und auf den Gassen von Jerusalem begangen haben?
182c0a00b7	Sie sind noch nicht gedemütigt bis zum heutigen Tag; sie fürchten sich nicht und wandeln nicht in meinem Gesetz und in meinen Ordnungen, die ich euch und euren Vätern gegeben habe!
182c0b00a3	Darum spricht der HERR der Heerscharen, der Gott Israels, also: Seht, ich habe mein Angesicht gegen euch gerichtet zum Unglück, und zwar um ganz Juda auszurotten;
182c0c017d	und ich will den Rest der Juden, die ihr Angesicht nach Ägypten gewandt haben, um sich daselbst aufzuhalten, hinwegraffen; sie sollen alle im Lande Ägypten aufgerieben werden, durchs Schwert fallen, durch Hunger aufgerieben werden klein und groß, durchs Schwert umkommen oder Hungers sterben, und sie sollen zum Fluch, zum Entsetzen, zur Verwüstung und zur Beschimpfung werden.
182c0d007a	Also will ich die, so in Ägypten wohnen, heimsuchen, wie ich Jerusalem mit Schwert, Hungersnot und Pest heimgesucht habe,
182c0e012d	so daß auch vom Überrest der Juden, die gekommen sind, sich im Lande Ägypten aufzuhalten, niemand übrigbleiben noch entrinnen wird, um wieder ins Land Juda zurückzukehren, wie sie sich vorgenommen haben, sich wieder dort anzusiedeln; sie werden nicht zurückkehren, außer etlichen Flüchtlingen!
182c0f00d7	Da antworteten dem Jeremia alle Männer, welche wußten, daß ihre Frauen fremden Göttern räucherten, und alle Frauen, die dastanden, eine große Gemeinde, auch alles Volk, das im Lande Ägypten, in Patros wohnte:
182c10005b	«Auf das Wort, das du im Namen des HERRN zu uns geredet hast, wollen wir gar nicht hören;
182c110150	sondern wir wollen alles das tun, was wir gelobt haben: Wir wollen der Himmelskönigin räuchern und ihr Trankopfer ausgießen, wie wir, unsre Väter, unsre Könige und unsre Fürsten in den Städten Judas und auf den Gassen Jerusalems getan haben; damals hatten wir genug zu essen, und es ging uns wohl, und wir erlebten kein Unglück!
182c1200ad	Sobald wir aber aufhörten, der Himmelskönigin zu räuchern und Trankopfer auszugießen, hat es uns überall gefehlt, und wir wurden durch Krieg und Hungersnot aufgerieben.
182c1300c3	Und wenn wir der Himmelskönigin räuchern und Trankopfer ausgießen, tun wir das etwa ohne den Willen unsrer Männer, daß wir ihr Kuchen backen, um sie abzubilden, und ihr Trankopfer spenden?»
182c14006a	Da sprach Jeremia zum ganzen Volk, zu den Männern und Frauen, die ihm also geantwortet hatten, er sprach:
182c1500fe	Hat etwa der HERR nicht an das Räuchern gedacht, das ihr, eure Väter, eure Könige und eure Fürsten samt dem Volk des Landes in den Städten Judas und auf den Gassen Jerusalems getrieben habt? Er hat daran gedacht, und es ist ihm in den Sinn gekommen!
182c1600f4	Und der HERR konnte nicht länger vergeben, angesichts der Schlechtigkeit eurer Handlungen, angesichts der Greuel, die ihr verübtet; darum ist euer Land zur Wüste und zum Entsetzen und zum Fluch geworden, unbewohnt, wie es heute der Fall ist,
182c1700fd	weil ihr geräuchert und wider den HERRN gesündigt und der Stimme des HERRN nicht gehorcht habt und nicht in seinem Gesetz, in seinen Ordnungen und in seinen Zeugnissen gewandelt seid; darum ist euch dieses Unglück begegnet, wie es heute der Fall ist!
182c180085	Weiter sprach Jeremia zu allem Volk, auch zu allen Frauen: Höret das Wort des HERRN, ihr Juden alle, die ihr im Lande Ägypten seid!
182c190161	So spricht der HERR der Heerscharen, der Gott Israels: Ihr und eure Frauen habt mit eurem eigenen Munde gesagt und mit euren eigenen Händen erfüllt, was ihr sagtet: «Wir wollen unsre Gelübde halten, die wir der Himmelskönigin gelobt haben, wir wollen ihr räuchern und Trankopfer ausgießen!» Haltet eure Gelübde nur aufrecht und vollbringet sie!
182c1a0132	Darum hört das Wort des HERRN, ihr Juden alle, die ihr im Lande Ägypten wohnt: Seht, ich habe bei meinem großen Namen geschworen, spricht der HERR, daß mein Name nimmermehr durch den Mund irgend eines Juden in ganz Ägyptenland genannt werden soll, so daß einer spräche: So wahr Gott, der HERR, lebt!
182c1b00b5	Siehe, ich will über ihnen wachen zum Unglück und nicht zum Besten, daß alle Juden im Lande Ägypten durch Schwert und Hunger aufgerieben werden, bis sie gänzlich vertilgt sind.
182c1c011d	Es werden zwar einige wenige Leute, die dem Schwerte entrinnen, aus dem Lande Ägypten ins Land Juda zurückkehren; aber der ganze Überrest der Juden, die ins Land Ägypten gekommen sind, um sich daselbst aufzuhalten, sollen erfahren, wessen Wort besteht, das meinige oder das ihrige!
182c1d00b5	Und das soll für euch das Zeichen sein, spricht der HERR, daß ich euch an diesem Ort heimsuchen werde, und daran könnt ihr merken, daß meine Drohung sich an euch erfüllen wird:
182c1e0144	So spricht der HERR, siehe, ich will den Pharao Hophra, den König von Ägypten, in die Hand seiner Feinde und derer, die seinem Leben nachstellen, fallen lassen, gleichwie ich Zedekia, den König von Juda, in die Hand des babylonischen Königs Nebukadnezar gegeben habe, der sein Feind war und ihm nach dem Leben trachtete.
182d0100e1	Das Wort, welches der Prophet Jeremia zu Baruch, dem Sohne Nerijas, sprach, als dieser im vierten Jahre Jojakims, des Sohnes Josias, des Königs von Juda, diese Worte nach dem Diktat Jeremias in ein Buch schrieb, lautet also:
182d020036	So spricht der HERR, der Gott Israels, zu dir, Baruch:
182d030088	Du hast gesagt: «O wehe mir, der HERR hat zu meinem Schmerz noch Kummer hinzugefügt! Ich bin müde vom Seufzen und finde keine Ruhe!»
182d040099	Sage zu ihm: So spricht der HERR: Siehe, was ich gebaut habe, das breche ich ab, und was ich gepflanzt habe, das reiße ich aus, und zwar das ganze Land!
182d0500cc	Und du begehrst für dich Großes? Begehre es nicht! Denn siehe, ich bringe Unglück über alles Fleisch, spricht der HERR; aber dir will ich dein Leben zur Beute geben allenthalben, wohin du gehen wirst.
182e01005b	Dies ist das Wort des HERRN, welches an den Propheten Jeremia in betreff der Heiden erging:
182e0200ef	Über Ägypten, in betreff des Heeres des Pharao Necho, des Königs von Ägypten, welches bei Karkemisch am Euphrat stand, wo Nebukadnezar, der König von Babel, es schlug im vierten Jahre Jojakims, des Sohnes Josias, des Königs von Juda:
182e030039	Rüstet Schilde und Tartschen und rücket zum Kampfe aus!
182e040079	Spannet die Rosse an und sitzet auf, ihr Reiter! Tretet an mit den Helmen, machet die Spieße blank, leget den Panzer um!
182e05009f	Warum sehe ich sie so erschrocken zurückweichen? Ihre Helden sind geschlagen, sie fliehen, daß keiner hinter sich sieht; Schrecken ringsum! spricht der HERR.
182e06008b	Der Schnellste wird nicht entfliehen, und der Starke kann nicht entrinnen; im Norden, am Ufer des Euphratstromes straucheln und fallen sie!
182e070047	Wer stieg wie der Nil empor, daß seine Wasser wie Ströme daherwogten?
182e0800b6	Ägypten schwoll an wie der Nil, und seine Wasser wogten wie Ströme daher, und es sprach: Ich will hinaufziehen und das Land bedecken, will die Stadt samt ihren Bewohnern vertilgen!
182e09008b	Auf, ihr Rosse! Raset daher, ihr Wagen! Die Starken sollen ausziehen, die Schildträger von Kusch und Put, samt den Bogenschützen von Lud!
182e0a012c	Und dieser Tag ist für den Herrn, den HERRN der Heerscharen, ein Tag der Rache, daß er sich an seinen Feinden räche; und das Schwert wird fressen, satt und trunken werden von ihrem Blut; denn ein Schlachtopfer hält der Herr, der HERR der Heerscharen, im mitternächtlichen Lande, am Euphratstrom!
182e0b0094	Ziehe hinauf nach Gilead und hole Balsam, du Jungfrau, Tochter Ägypten! Umsonst wendest du so viele Heilmittel an; es gibt kein Pflaster für dich!
182e0c00b1	Die Völker haben von deiner Schmach gehört, und die Erde ist voll von deinem Geschrei; denn ein Starker ist über den andern gestrauchelt, sie sind beide miteinander gefallen.
182e0d009f	Dies ist das Wort, welches der HERR zum Propheten Jeremia gesprochen hat, daß Nebukadnezar, der König von Babel, kommen werde, das Land Ägypten zu schlagen:
182e0e00ac	Macht es bekannt in Ägypten und lasset es hören in Migdol, in Noph und Tachpanches! Saget: Stelle dich auf und rüste dich; denn das Schwert hat deine Nachbarn gefressen!
182e0f0060	Warum sind deine Helden gefallen? Sie haben nicht standgehalten, weil der HERR sie niederstieß!
182e1000af	Er ließ viele straucheln; einer fiel über den andern, also daß sie sprachen: Kommt, laßt uns wieder zu unserm Volk und in unser Vaterland ziehen vor dem grausamen Schwert!
182e11006f	Kündiget daselbst dem Pharao, dem König von Ägypten, den Untergang an! Er hat die Frist verstreichen lassen.
182e12009a	So wahr ich lebe, spricht der König, dessen Name HERR der Heerscharen ist: Wie der Tabor unter den Bergen und wie der Karmel am Meere, so wird er kommen!
182e130077	Rüste dein Wandergerät, du Bewohnerin, Tochter Ägypten; denn Noph wird zur Ruine werden, verbrannt und menschenleer.
182e140051	Ägypten ist eine wunderschöne Kuh; Bremsen aus dem Norden fallen über sie her.
182e1500d1	Auch die Söldner in seiner Mitte, Mastkälbern gleich, ja, auch sie haben sich umgewandt, sind allesamt geflohen, hielten nicht stand; denn ihr Unglückstag ist über sie gekommen, die Zeit ihrer Heimsuchung!
182e16008e	Man hört etwas daherkommen wie das Rascheln einer Schlange! Ja, sie kommen mit Heeresmacht und fallen mit Äxten über sie her wie Holzhauer;
182e17007f	sie hauen ihren Wald um (spricht der HERR), der unerforschlich ist; denn ihrer sind mehr als Heuschrecken, sie sind unzählbar!
182e180061	Die Tochter Ägyptens ist zuschanden geworden; sie ist in die Hand des nordischen Volkes gegeben.
182e1900da	Es hat der HERR der Heerscharen, der Gott Israels, gesprochen: Siehe, ich suche den Amon von Theben heim, dazu den Pharao und ganz Ägypten, samt seinen Göttern und Königen, den Pharao und wer sich auf ihn verläßt;
182e1a00d9	und ich gebe sie in die Hand derer, die ihnen nach dem Leben trachten, in die Hand des babylonischen Königs Nebukadnezar und seiner Knechte. Darnach aber soll es wieder bewohnt werden wie zu Anfang, spricht der HERR.
