2a00000006	Lukasi
2a07230059	Napono helilaꞌa pandeꞌa umbu ndi Ue Ala mehanga ai lowono mia henu tumarimaꞌIro.”
2a07240071	Nio aso to Parisi neeno i Simo. Meboio i Yesu mai monggaa ai rahano. I Yesu lumeko ai rahano kaa mentoro monggaa.
2a072500ce	Ai inie langkai laꞌa nio irowai henu tumuwu ntehala. Tempono rumongoio i Yesu tekonai monggaa ai rahano i Simo, lumekoto umono mowawo buli-buli henu winowau umbu ai wasu puala meꞌihi boka mana moꞌahi.
2a07260101	Irowai laꞌa menggoti ai bungkuno i Yesu umbeda ai kareNo, kano peꞌiwi hawe kano mowaha kareno i Yesu ako uwoi matano. Kanoꞌamba nopaisio kareno i Yesu ako wuuno hawe mosuꞌi. Umari laꞌa noꞌikiꞌo kareno i Yesu kano bokaio ako boka mana moꞌahi.
2a072700d4	Towono nosueꞌo i Simo henu winowauno irowai laꞌa, nopotae ai laro aroano, “Taꞌalu mentee suꞌu mia nie nabi konggonokaa Notoꞌorio irowai henu bokaio kareNo laꞌa ooto irowai henu tuwu ai laro hala.”
2a0728005f	Nopotae i Yesu ndi Simo, “Nio minggi Kupauꞌakomu.” Sumangki i Simo, “Pauꞌoto Guru.”
2a072900a1	I Yesu motae, “Nio oruo mia henu mepasua ndi mia henu moꞌutangakero doi, aso mia moꞌuta lima etu doi pera, kaa aso mia mboꞌu moꞌuta lima pulu doi pera.
2a072a0087	Akono laro pokobaraꞌo pasuaro, gagi andono inema mboꞌu. Bano pohawemu aineiakero henu mehohawaꞌo mia henu moꞌutangakero doi?”
2a072b0072	Sumangki i Simo, “Bano pohawenggu, mia henu orao pasuano.” Nopotae i Yesu ndi Simo, “Mentee sangkimu sie.”
2a072c00db	Kanoꞌamba i Yesu menggito ndi irowai laꞌa kano potaeꞌakeo i Simo, “Iaku hawe ai rahamu kanggo lau pasadiaꞌo uwoi wohokino kareNggu. Kiteo irowai nie, nowohokio kareNggu ako uwoi matano amba nopaisio ako wuuno.
2a072d0073	Iiko Simo lau towoꞌAku ka umikiꞌAku, kanggo irowai nie mompamula kuhawe lano huru menao-nao umikiꞌo kareNggu.
2a072e005a	Iiko Simo lau bokaio uluNggu, kanggo irowai nie noboakaio kareNggu ako boka mana moꞌahi.
2a072f00cd	Gagi Kupauꞌakomu Simo, irowai nie oto orao nopokoꞌenaho pompehohawano akono halano irowai nie henu orao ooto tinolosi. Mia henu dei-dei halano tinolosi, dei-dei mboꞌu nopokoꞌenaho pompehohawano.”
2a07300049	Kanoꞌamba i Yesu mepauꞌakeo irowai laꞌa, “Halamu oto tinolosi.”
2a07310084	Mia mesue henu mpentoro monggaa saru i Yesu, kopau-pau ai laro aroaro, “Nokoaraꞌaraa Umonoto Ue Ala kano poli montolosi hala!”
2a07320081	Kanggo i Yesu mepauꞌakeo irowai laꞌa, “Hangano pompeꞌalo-alomu ndi Iaku, ikoto kinadudui. Pekuleto ai laro mangaꞌua.”
2a080100a3	Lano epie umari laꞌa i Yesu meronga hopulo ka oruo anaguruNo lumeko mompalele Kareba Moiko mongkono PomparentaꞌaRo Ue Ala ai sombo inie kaa sombo inie langkai.
2a080200e4	Nio mboꞌu baꞌopioꞌiro irowai henu tumondaꞌo i Yesu. Umboro oto pinokolipa umbu ai penao mosaꞌa ka pinokotomba umbu ai hakiro. Umboro laꞌa ooto i Maria henu ninee Madalena henu pinokolipa umbu ai opitu penao mosaꞌa.
2a080300a5	Ai Yohana, somborino i Kusa, petewawo mia henu mpoꞌangga ai poꞌiangano datu Herode, ai Susana ka orao irowai mesueno. Ako nioro, rotulungio i Yesu kaa anaguruNo.
2a08040082	Orao mia mengkohawe-hawe umbu ai orao inie langkai mai ndi Yesu. Tempono romenterombu, i Yesu mompauꞌakero sirime menggena unie,
2a080500ac	“Nio aso mia henu melere leko morawo wuku pinaho, tekonaino morawo nio henu modonta ai wiwi sala. Wuku pinaho laꞌa nololaꞌango mia kaa nokaango manu-manu hawe pinggo.
2a08060070	Kaa mboꞌu nio henu modonta ai wute mewasu-wasu. Tempono mesabi wuku pinaho laꞌa molau akono wuteno mosuꞌi.
2a08070069	Nio mboꞌu henu modonta ai laro seko. Akono tuwu meronga seko, wuku pinaho laꞌa teꞌasisi hawe maate.
2a080800cf	Kanggo nio mboꞌu wuku pinaho laꞌa henu modonta ai wute monuwo, kano tuwu kolangka-langkai ka mewue aso etu lukano.” UmariNo mompauꞌakero sirime laꞌa, i Yesu motae, “Ainei mebiri, noporongoito!”
2a08090043	Anaguruno i Yesu mpesikeno ndi Yesu mbio pengkonoano sirime laꞌa.
2a080a0133	I Yesu sumangkiꞌiro, “Ikomiu oto pinowea pandeꞌa kai mentoꞌorio menggena mbio pomparentaRo Ue Ala, kaa ulaꞌa lano pinauꞌako ndi mia orao. Kanggo mia mesue pinaguruꞌako sirime, karo mpeꞌiꞌindoongo, kanggo laro mentoꞌorio mbio henu tegagi kaa romperorongoiakeo kanggo laro mentoꞌorio.”
2a080b004b	“Tinieto pengkonoano sirime laꞌa, wuku pinaho laꞌa ooto pauRo Ue Ala.
2a080c00e1	Wuku pinaho henu modonta ai wiwi sala laꞌa menggena pauRo Ue Ala henu norongoio mia. Kanggo hawe Ueno Onisu rumontungo pauRo Ue Ala laꞌa umbu ai aroaro, hawe karo tai kinadudui akono laro pompeꞌalo-alo ndi PauRo Ue Ala.
2a080d0102	Wuku pinaho henu modonta ai wute mewasu menggena PauRo Ue Ala henu tempono romerongoio mia, momoiko romentarimaꞌo. Kanggo PauRo Ue Ala laꞌa lano mehaka ai laro aroaro. Butu saraikaa ropompeꞌalo-alo kaa tempono hawe masusaꞌa, tetadi pompeꞌalo-aloro.
2a080e00c9	Wuku pinaho henu modonta ai laro rui menggena PauRo Ue Ala henu romerongoio mia, kanggo umboro konanta-nanta ako tuwuaro, sugiꞌa ka manangaia. Gagi lowono sie mebisiꞌiro karo laro mewue henu moiko.
2a080f00b9	Wuku pinaho henu modonta ai wute monuwo menggena PauRo Ue Ala henu romerongoio mia, karo menaaꞌo ai laro aroaro henu takau moiko. Umboro mewue mpihe akono moroso pompeꞌalo-aloro.”
2a08100108	Kanoꞌamba i Yesu tumiangiakero mboꞌu sirime nie, “Lalau mia henu mokomeleaꞌo palita kanoꞌamba pupungakeo ako gumba ba numaaꞌo ai totono poturia. Kanggo olo numaaꞌo ai wawono dalika, kano lowono mia henu mendamo ai laro raha laꞌa sumueꞌo mowineno.
2a08110088	Akono lowono henu hilinie lano tetoꞌori matantu amba tetoꞌori kaa lowono henu hilinie tewuni, amba minggi winungge kaa sinue suꞌu.
2a08120157	Ooto usie, kai pesuꞌuio temomoiko ba helinde ikomiu merongoio PauRo Ue Ala. Akono sombo mia henu tumarimaꞌo PauRo Ue Ala, Ue Ala minggi tumiangiakeo pandeꞌa kano takau tumoꞌorio. Kanggo sombo mia henu lano tumarimaꞌo pauRo Ue Ala, napono nopewowoloꞌo motae notoꞌorio tedei, usie mboꞌu minggi Roꞌaleo Ue Ala umbu ndi umono.”
2a08130070	IneNo kaa baꞌopioꞌiro petiano i Yesu hawe minggi tepohaweꞌakeo i Yesu kanggo laro tepohawe ako oraono mia.
2a0814007f	Oto kano nio mia lehea motaeꞌakeo ndi Yesu, “Guru, ineMiu kaa petiaMiu nio ai bungkuno. Umboro minggi tepohaweꞌakoMiu.”
2a08150073	Kanggo i Yesu motae ndi umboro, “IneNggu kaa petiaNggu ooto umboro henu rumongoio kaa lumeluꞌo pauRo Ue Ala.”
2a08160093	Ai aso olo i Yesu saru anaguruNo mpeꞌula ai bangka. I Yesu motae ndi umboro, “Maito kato mpebangka meleko ai sakino towa.” Pewungguako iroto.
2a081700a2	Tekonairo mpebangka, i Yesu tekoturi. Bingkosako nio angi maꞌo mepuuri ai towa ka uwoi mendamo ai laro bangka, oto karo pohawe abalaa kaa minggi saabu bangkaro.
2a081800d3	AnaguruNo lumikeio i Yesu, karompotae, “Guru, guru, ikitoto minggi mesaabu!” I Yesu mewangu kaa rumambasio io angi ka pue henu rumumpaꞌo bangkaro. Io angi ka pue laꞌa menao kano towa laꞌa gagi mondoto.
2a081900ea	Kanoꞌamba i Yesu motae ndi umboro, “Mombio kai tai pompeꞌalo-alo ndi Iaku?” Gagi anaguruNo mentengiri ka memomee karo mpepau-pau aso mia ka aso mia, “Takau makuasa Mia nie, hawe-hawe io angi kaa pue tumondaꞌo parentaRo!”
2a081a005e	Kanoꞌamba i Yesu ka anaguruNo pebangka mpotilalo hawe ai wute Gerasa ai sakino towa Galilea.
2a081b00f8	Tempono i Yesu metii umbu ai bangka, nio aso tama henu rompendamohio penao mosaꞌa hawe tumowokio i Yesu. Mia laꞌa umbu ai inie langkai. Oto epie lano peparewa ka lano behe moꞌia ai raha kanggo ineheno moꞌia ai puuwesu ponaꞌanga mia maate.
2a081c00d5	Towono tama laꞌa sumueꞌo i Yesu, umono kumora kaa menggolutu ai arono i Yesu kano pepau mekora, “Ikomiu minggi mbionganggukee o Yesu AnaRo Ue Ala Henu Pinelangkai? Kupoꞌema ndi Ikomiu indo bobarasa aku!”
2a081d014c	Mia henu rompendamohio penao mosaꞌa laꞌa motae menggena ulaꞌa akono i Yesu oto tumenaꞌiro penao mosaꞌa mpeluarako umbu ai koroino. Menggoeto umono rompendamohio penao mosaꞌa, gagi maupo kaeno ka kareno inonggo ako rante ka umono ginagai takau, umono da poli mokobiteho ranteno kano waweo penao mosaꞌa ai konde molimbo.
2a081e00d1	I Yesu mesikeno ndi tama laꞌa, “Aineikee neemu?” Nosangkiꞌo, “Neenggu ai ‘Legio’,” pengkonoano “masowu-sowu.” Nosangkiꞌo menggena ulaꞌa akono oto orao penao mosaꞌa mendamo ai koroino.
2a081f0058	Penao mosaꞌa laꞌira mpoꞌema ndi Yesu, kano indoro mentinamba leko ai wingke matea.
2a082000cb	Ai leeno tamungku umbeda umbu ai poꞌianga laꞌa nio orao ngako boe tekonai mpowusu kaanga. Onisu mosaꞌa laꞌira mpoꞌema ndi Yesu karo mebineheako mpendamo ai boe laꞌira kaa i Yesu tumarimaꞌo.
2a082100b9	Gagi onisu mosaꞌa laꞌira meluarako umbu ai tama laꞌa karo mpendamo ai boe laꞌira. Kanoꞌamba boe laꞌira mpolao leki wiwi wingke karo mpetoa ai towa hawe karo memate moꞌonu.
2a082200a0	Towono mia henu mpogagai boe laꞌira sumueꞌo mbio henu tegagi, rompelulu lumeko ai inie langkai ka inie petengi-tengino mompauꞌakero mia mbio henu sinuero.
2a08230113	Gagi mia laꞌira meleko minggi mengkiteo mbio henu tegagi. Toworo mehawe ndi Yesu, lehea romehaweꞌo tama henuto pinokolipa umbu ai penao mosaꞌa laꞌa oto mentoro umbeda ai kareno i Yesu. Tama laꞌa oto meparewa ka pompewowolono oto moiko. Masa memomee umboro ndi Yesu.
2a08240091	Pompakambi boe laꞌira henu sumueꞌo suꞌu mbio henu tegagi laꞌa mompauꞌakero helinde tama pinendamohiro penao mosaꞌa laꞌa pinokolipa.
2a08250099	Akono romemomee, lowono mia henu moꞌia ai Gerasa motae ndi Yesu, “Lekoto kaa bintanggami.” Gagi i Yesu meꞌula ai bangka minggi mekule ai Galilea.
2a08260080	Tama henu oto pinokolipa umbu ai penao mosaꞌa laꞌa moꞌema kano petonda ndi Yesu. Kanggo i Yesu tumenaꞌo mekule, Nopotae,
2a082700bd	“Pekuleto ka paleleꞌo lowono henuto Rowowauo Ue Ala ndi iko.” Gagi tama laꞌa mekule kaa paleleꞌo ndi mia ai lowono inie ai inie langkai laꞌa mbio henu nowowauo i Yesu ndi umono.
2a0828007b	Pekuleno i Yesu umbu ai sakino towa Galilea, Umono oto romeꞌeꞌemango mia orao kaa umboro memangaꞌu mentowokio i Yesu.
2a08290080	Hawe aso mia petewawo Raha Pesombaꞌa neeno i Yairu. Umono menggolutu ai arono i Yesu ka moꞌema kano i Yesu lumeko ai rahano.
2a082a00b7	Akono anano henu aso-asono tekonai mahaki mapari. Ana laꞌa ana irowai, ka tinuwuno hopulo ka oruo ntaꞌu. Tekonai i Yesu lumeko ai rahano i Yairu orao mia mpeburo-buroso ai horiNo.
2a082b00c6	Ai oloro mia orao laꞌira, nio aso irowai henu hopulo ka oruo ntaꞌu mahaki kereaꞌa. Pinggo oto lowono agaagano nopakeꞌo meꞌole ai sando kanggo lalau baineitokaa mia henu poli pokotombaꞌo.
2a082c007a	Irowai laꞌa umumbedahio i Yesu umbu ai bungkuNo kano danggiho tapuno ndole-ndole hawuno. Umari laꞌa masa tomba hakino.
2a082d009f	I Yesu mesikeno, “Aineike dumanggihaKu?” Lowono mia lalau mengaku. Nopotae i Peturu, “Guru, orao mia bolilingi Komiu, umboro peburo-buroso ai horiMiu!”
2a082e006a	Kanggo i Yesu motae, “Nio mia dumanggihaKu. Kutoꞌorio akono nio pabawa meluarako umbu ai koroiNggu.”
2a082f00d0	Irowai laꞌa oto notoꞌorio motae winowauno laꞌa oto tetoꞌori, oto kano wiiwi hawe menggolutu ai arono i Yesu. Kanoꞌamba nopepau ndi mia orao akombio kano danggiho i Yesu kaa motae hakino masa toomba.
2a08300078	I Yesu motae ndi irowai laꞌa, “AnaNggu, ako pompeꞌalo-alomu ndi Iaku, hakimu toomba. Lekoto ai laro mangaꞌua.”
2a0831009a	Tekonaino i Yesu mepau, hawe aso mia tinena umbu ai rahano i Yairu motae, “Anamiu oto maate, tobuku mboꞌu pokomapariꞌo ai Guru lumeko ai rahamiu.”
2a0832007e	Tempono i Yesu rumongoio pau laꞌa, Nopotae ndi Yairu, “Indo momee, masa pompeꞌalo-aloto ndi Iaku kaa anamu olo muule.”
2a08330098	Hawero ai rahano i Yairu, lalau mia henu nobeheakeo i Yesu mendamo ai bolongko butukaa ai Peturu, ai Yohane, ai Yakobu ka mia mosuꞌono ana-ana laꞌa.
2a083400ab	Lowono mia lehea tekonai mpeꞌiwi mokokolaro ako ana-ana laꞌa oto maate. Kanggo i Yesu mepauꞌakero, “Indoto mpeꞌiwi. Ana-ana laꞌa lano maate, butukaa moturi.”
2a08350049	Rompoꞌawaꞌakeo i Yesu, akono romentoꞌorio ana-ana laꞌa oto maate.
2a08360050	Kanoꞌamba i Yesu uminiꞌo kaeno ana-ana laꞌa ka motae, “Pewanguto ana!”
2a08370065	Gagi masa mepenao mboꞌu ana-ana laꞌa kaa masa menggoti. Umari laꞌa i Yesu tumenaꞌiro pakango.
2a0838007b	Mia mosuꞌono ana-ana laꞌa kohali-hali. Kanggo i Yesu lano beheꞌakero pauꞌo ndi baineitokaa mbio henu tegagi laꞌa.
2a090100a0	I Yesu meboiꞌiro hopulo ka oruo anaguruNo karo mpepokosi kaa i Yesu moweeꞌiro roso ka pabawa karo bisa montamba penao mosaꞌa kaa mompokotomba lowono haki.
2a09020072	Kanoꞌamba tumenaꞌiro lumeko mompokotomba mia memahaki ka paleleꞌo Kareba Moiko mongkono pomparentaRo Ue Ala.
2a09030078	Amboro meleko i Yesu umoliwingiro. Nopotae, “Indo powawo mbio-mbio, tuko, pontongo, kaanga, doi, ba parewa peꞌeumiu.
2a0904005b	Bai tinarimato ai aso raha, poꞌiato lehea hawe tempono ai mebintango inie langkai laꞌa.
2a0905008d	Bano nio inie lano tarima komiu, mpeluarakoto umbu ai inie sie ka tandamio awu umbu ai karemiu, gagi tondonino Ue Ala minggi dumosaꞌiro.”
2a090600a4	Umari laꞌa anaguruNo mpewunggoako meleko ai inie mesueno paleleꞌo Kareba Moiko mongkono PomparentaꞌaRo Ue Ala ka mompokotomba mia mahaki ai lowono poꞌianga.
2a090700be	I Datu Herode henu momparenta ai wute Galilea, rumongoio lowono tandangkohali-hali henu winowauno i Yesu. Umono kohali-hali akono nio mia motae i Yesu ooto ai Yohane Puumpodolo henuto muule.
2a09080083	Nio mboꞌu mia henu motae, “Ai Elia hawe euno.” Kaa nio mboꞌu mia motae, “Ue Ala momuleꞌo euno aso nabi henu isaꞌa.”
2a090900db	Kanggo i Datu Herode motae, “Oto kutenaꞌo mia umimpahio uluno i Yohane. Gagi, aineikee menteeꞌano mia sie? Oto orao kareba kurongoio mongkono mia sie.” Oto kano ai Datu Herode merokuhi kano tepohawe saru i Yesu.
2a090a00d8	Mpekulero mia tinena laꞌira, umboro pauꞌo ndi Yesu lowono henu umarito rowowauo. Kanoꞌamba i Yesu umuluakero lumeko mpepahe umbu ai oraongano mia, kaa lumeko umbeda umbu ai inie Besaida karo bisa pekokoꞌasoi.
2a090b00ce	Kanggo towono romentoꞌorio mia orao mbio henu tegagi, umboro mpetonda ndi Yesu. I Yesu tumarimaꞌiro kaa mepau ndi umboro mongkono Pomparentaro Ue Ala, kaa Umono mboꞌu mompokotomba mia mahaki ai oloro.
2a090c00eb	Towono wundu olo, kohopulo ka oruo anaguruNo lumeko ndi Yesu ka rompotae, “Guru, tenaꞌiroto mia niire karo meleko mpowusu kaanga ka raha peratoꞌa ai inie petengi-tengino poꞌianga nie, akono poꞌianga nie tesimpi ka molimbo.”
2a090d00c1	Kanggo i Yesu sumangkiꞌiro, “Ikomiuto henu moweꞌakero kaanga.” Ka rompotae, “Butukaa olimo roti ka oruo bou henu nio ndi ikami. Ikamikee henu leko mpoꞌoli kaanga tiaro mia niire?”
2a090e00a0	(Baraꞌura nio olimo sowu tama lehea). Kano potae i Yesu ndi anaguruNo, “Tenaꞌiro mia niire mpentoro mperombu, baraꞌura aso mperombunga lima pulu mia.”
2a090f0054	AnaguruNo laꞌa mewowauo menggena pauno i Yesu ndi umboro ka tumenaꞌiro mpentoro.
2a091000e1	Kanoꞌamba i Yesu umaleo olimo roti ka oruo bou laꞌa kano pekakai moꞌunde ndi Umboro Ue Ala. Umari laꞌa Nosebu-sebungo roti ka bou laꞌa kanoꞌamba Nopeweangakeo ndi anaguruNo, kano umboroto henu montia ndi mia orao.
2a09110084	Lowono mia mponggaa hawe mowoto. Umari laꞌa anaguruno i Yesu mokosiꞌo toreano roti kaa bou laꞌa, hopulopo ka oruo taru lowono.
2a09120096	Aso tempo i Yesu tekonai mekakai aso-asono ka anaguruNo mboꞌu nio lehea. I Yesu mesikeno ndi umboro “Bano pohawero mia orao, aineikee Iaku nie?”
2a091300b0	Sumangki anaguruNo, “Nio mia henu motae Ikomiu i Yohane Puumpodolo, nio mboꞌu henu motae Ikomiu nabi Elia, kaa nio mboꞌu mia motae Ikomiu nabi henu isaꞌa muule euno.”
2a091400a3	Umari laꞌa i Yesu mesikeno ndi umboro, “Bano pohawemiu, ainei suꞌukee Iaku nie?” Sumangki i Peturu, “Ikomiuto Datu Pongkadudui umbu ndi umboro Ue Ala.”
2a0915006d	Kanoꞌamba i Yesu motae ndi anaguruNo, “Indo takau pauꞌakero mia mesue motae Iakuto Datu Pongkadudui.”
2a091600fe	I Yesu motae ndi anaguruNo, “Iaku nie Ana Manusia, matantu minggi marasai ngako ka laro tarima Aku io mia mosuꞌono to Yahudi, lowono kapala Petewawo Pesomba, Guru Agama. Umboro minggi pepateaKu. Kanggo koꞌotoluno olo Iaku minggi pinokomule euno.”
2a091700ad	Kanoꞌamba i Yesu motae ndi lowono mia lehea, “Ainei minggi tumonda Aku, indono tondaꞌo poꞌeheno kaa nopoꞌahango kau pinotamba sombo-sombo olo ka tumonda Aku mpihe.
2a091800b4	Akono bainei meotuhakeo tinuwuno ai tolino nie, lano pohawe tuwua lalau tampulaꞌano. Kanggo bainei meweangakeo tinuwuno akono tondaꞌAku minggi mohawe tuwua lalau tampulaꞌano.
2a0919004d	Lalau bua-buano mompeꞌue aso wawontolino taꞌalukaa mokomarasaio tinuwuno.
2a091a0121	Bainei lano umakuio motae umono anaguruNggu ka mokokohenu ako pepauNggu, gagi Iaku, Ana Manusia, laKu behe mboꞌu umakuio mia laꞌa gagi anaguruNggu, tempono Iaku hawe soongka buke ako marambaꞌa, marambaꞌa henu RoweAku umbu ndi Ue Ala, UmaNggu, meronga malaꞌeka-malaꞌeka mempori.
2a091b006a	Kai mentoꞌorio, umbu ai olomiu endea nio henu lanolei maate bano taipo sumueꞌo PomparentaRo Ue Ala.”
2a091c00a0	Baraꞌura oalu olo umariNo mepau menggena ulaꞌa, i Yesu meꞌeka mekakai ai tamungku ka Umono umuluakero ai Peturu, ai Yohane ka ai Yakobu lumeko saru Umono.
2a091d004c	Tekonaino i Yesu mekakai, raꞌiNo meꞌeu ka parewaNo gagi mopute mongkilo.
2a091e0044	Bingkosako nio oruo tama mebitara saru i Yesu ooto i Musa ka i Elia.
2a091f006a	Oruo irono laꞌa mewanta ka mebitaraꞌakeo i Yesu mongkono mateaNo henu minggi pinokosangka ai Yerusale.
2a0920009c	Tempono i Yesu tekonai mekakai, i Peturu ka oruo walino tekoturi. Bingkosako umboro mpewangu kaa romesueꞌo i Yesu mewanta ka oruo nabi menggoti ai horiNo.
2a0921010b	Tempono koꞌoruo mia laꞌa minggi bintango i Yesu, i Peturu motae, “Guru, moiko takau tempomami endea nie. Helindekee bakimpowangu otolu laika, aso tiaMiu, aso tiano i Musa, aso tiano i Elia.” I Peturu mepau menggena usie akono lano toꞌorio mbio henu pinauno.
2a09220040	Tekonaino i Peturu mepau, hawe seru tumabobongiro, karo memomee.
2a0923006a	Umbu ai laro seru romerongoio Ue Ala mepau, “Tinieto AnaNggu henu Kubinikio. Aimperongoika ndi Umono!”
2a092400b2	Towono andono terongoi pau umbu ai laro seru, romesueꞌo bututokaa i Yesu lehea. AnaguruNo henu sumueꞌo mbio henu umari tegagi tempo laꞌa laro huru mepaukio ndi baineitokaa.
2a09250060	Moꞌoruno i Yesu ka anaguruNo mineꞌi umbu ai tamungku, orao mia mpeburo-buroso mentowoꞌIro.
2a09260086	Bingkosako aso mia ntama umbu ai olono mia orao laꞌa kumora, “Guru, mai kiteo ari ananggu ka tulungio, butu aso-asono nie ananggu!
2a092700c1	Bano penao mosaꞌa oto mendamo, bingkosako umono kokora-kora ka mongkodi-kodi hawe kano mewure pinduno. Penao mosaꞌa laꞌa mpihe bobarasaꞌo ananggu ka lano behe meleurako umbu ai koroino.
2a0928005f	Umarito kupoꞌema ndi anaguruMiu karo tambaꞌo penao mosaꞌa laꞌa kanggo laro poliꞌo.”
2a092900f7	Kanoꞌamba i Yesu mepau, “Oo ikomiu mia henu lano pompeꞌalo-alo ka ikomiu mia henu lano mentee tinuwumiu, minggi hawe teꞌepieꞌako mboꞌukee ku pebawaaꞌakomiu ka minggi hawe teꞌepieꞌako mboꞌukee Kusabara? Waweo ramai anamu sie!”
2a092a0114	Tempono ana-ana laꞌa lumeko umumbedahio i Yesu, penao mosaꞌa laꞌa mepopasiꞌakeo ana-ana laꞌa hawe kano mongkodi-kodi. Kanggo i Yesu rumambasio penao mosaꞌa laꞌa kano peluarako ka masa toomba ana-ana laꞌa. Kanoꞌamba i Yesu mokuleꞌo ana-ana laꞌa ndi umano.
2a092b00a2	Lowono mia henu lehea mentengiri kumiteo pabawaRo Ue Ala henu langkai. Tempono mia da mentengiri mengkiteo lowono henu nowowauo i Yesu, Umono mepau ndi anaguruNo,
2a092c0075	“Aimperorongoi temomoiko kaa indo kolupeo pinauNggu nie, Ana Manusia minggi pineweangako ai pabawano mia tolino.”
2a092d00b4	Kanggo laro mentoꞌorio anaguru mbio henu pinauno i Yesu, akono da tewuni ndi umboro. Gagi laro mentoꞌorio, ka umboro memomee mpesikeno ndi Yesu mbio pengkonoano pinauNo laꞌa.
2a092e004c	Aso tempo anaguruno i Yesu mpegalo mongkono ainei henu lalolangkai ai oloro.
2a092f004a	I Yesu tumoꞌorio pinewowoloro, gagi Noꞌaleo aso ana-ana mai ai horiNo.
2a09300109	Kanoꞌamba i Yesu motaeꞌakero ndi anaguruNo, “Mia henu tumarimaꞌo ana-ana nie ai laro neeNggu, matantu notarimaꞌAku, ka mia henu tumarimaꞌAku tumarimaꞌo Umboro Ue Ala henu tumenaꞌAku. Akono mia henu lalodedeiki ai olomiu, umonoto henu lalolangkai.”
2a093100a2	Nopotae i Yohane, “Guru, kimesueꞌo mia montamba onisu ai laro neeMiu, ka kimpotaeꞌakeo, ‘Indo pakeꞌo neeNo guru mami’, akono umono lanoꞌo miando.”
2a09320086	Nopotae I Yesu, “Indo meꞌontongo mia mempakeꞌo neeNggu, ako mia henu lano umewa komiu pengkonoano umboro meꞌini ndi ikomiu.”
2a0933006b	Towono umbeda tempono i Yesu teꞌengka ai suruga, Nopokomanotoꞌo aroaNo lumeko ai inie langkai Yerusale.
2a093400a7	Gagi i Yesu montena baꞌopio mia meseꞌelumio minggi pasadiaꞌo lowono henu noparaluꞌo i Yesu. Gagi mia tinenaNo laꞌa meleko ka mpendamo ai aso inie ai Samaria.
2a09350074	Kanggo to Samaria ai inie laꞌa laro behe tumarimaꞌo i Yesu, akono menteeꞌano i Yesu minggi lumeko ai Yerusale.
2a093600cf	Tempono oruo anaguruNo ooto ai Yakobu ka i Yohane rumongoio motae to Samaria laꞌa laro mentarimaꞌo i Yesu, rompotae, “Ue, ineheMiukee ba kimpoꞌema apui umbu ai suruga metii mokoropuꞌo mia niire?”
2a09370037	I Yesu mewolili kano tekudahakero i Yakobu ka i Yohane.
2a09380024	Umari sie karo meleko ai inie mesue.
2a0939007f	Tempono i Yesu ka anaguruNo motilalo ai Yerusale, nio aso mia motae ndi Yesu, “Minggi kutonda Komiu bainderiotokaa Aileko.”
2a093a0067	Sumangki i Yesu, “Dahulampu nio aano ka manu-manu nio toruino, kanggo Ana Manusia lalau poturiaNo.”
2a093b0097	Kanoꞌamba i Yesu mepauꞌakeo mia mesue, “TondaꞌAku.” Kanggo nopotae mia laꞌa, “Uma, poweeꞌaku tempo ari aku lumeko tumanungo umanggu.”
2a093c0090	I Yesu motae, “Poꞌinengoto mia maate tumanungo mia maate. Kanggo iiko lekoto ka paleleꞌo Kareba Moiko mongkono PomparentaꞌaRo Ue Ala.”
2a093d0081	Ka nio mboꞌu mia mesue motae, “Guru, minggi kutonda Komiu kanggo indopoꞌari iaku mekule ka metompa ndi mia mosuꞌonggu.”
2a093e0084	Nopotae i Yesu ndi mia laꞌa, “Lowono mia henu motengko kanggo menggito ai bungku, lano koono ai laro PomparentaꞌaRo Ue Ala.”
2a0a0100b9	Umari laꞌa i Yesu montiso mboꞌu pitupulu anaguru mesueno, kanoꞌamba Notenaꞌiro meleko mpeꞌoru-oruo meseꞌelumio ai sombo inie langkai ka poꞌianga henu minggi Nolekoꞌario.
2a0a020116	Nopotae ndi umboro, “Mia henu oto tekono tumarimaꞌo Kareba Moiko menggena pae henu oto tempono sinowi. Orao henu minggi sinowi kanggo dei-dei mia henu minggi mesowi. Gagi, aimpoꞌemato ndi Ue Ala, ueNo sowiꞌa nie, kano pasadiaꞌo mia henu minggi sumowiꞌo sowiꞌa sie.
2a0a030057	Aimelekoto! Kaa mpeꞌiꞌindoongo Iaku tumena komiu menggena bimba ai olono dahulampu.
2a0a04006f	Indo powawo doi ba kandu-kandu tahine ba sandala mesueno. Indo petabea ndi baineitokaa ai laro koleko-lekoamiu.
2a0a05003e	Baimpendamo ai aso raha, pauꞌo seꞌelu, ‘Roodo tiamiu.’
2a0a060097	Bano lehea nio mia henu mangaꞌuno moikoꞌa, petabeamiu laꞌa minggi moꞌia ndi umono, kanggo bano uuhu, petabeamu laꞌa minggi mepokule ndi iiko.
2a0a070090	Aimpoꞌiato ai raha laꞌa, indo mpelimba-limba. Tarima oto kaanga henu nopalenaꞌakomiu, akono mia henu moꞌangga konggonokaa mohawe sarono.
2a0a080068	Baimpendamo ai aso inie langkai kaa romentowokomiu momoiko, mengkaangoto mbio henu rompopalenaꞌakomiu.
2a0a0900a0	Ka pokotombaꞌo mia memahaki henu lehea, ka paleleꞌakero motae, ‘Kanggo pewowoloꞌo unie, andono epie mboꞌu PomparentaꞌaRo Ue Ala tegagi ai olomiu.’
