2800000006	Matayo
2c0d0700a9	uMulogi uyu ai wihanguie nu Lawi Sergio Paulus, nai watulaa muntu munyamahala. Muntu uyu ai uanile uBarnaba nu Sauli, ku nsoko ai uloilwe kija u lukani nulang'wa Itunda.
2c0d080088	Kuiti Elima “uyo u mulogi” (iti uu i lina nilkwe nai limpyanigwe) ai ua kingie, ai ugemile kumupiula uyo u liwali wapume mu uhuiili.
2c0d09005b	Kuiti uSauli nai witangwa Paulo, ai watulaa wizuigwe u Ng'wau Ng'welu, akamukunkuila i miho
2c0d0a00cf	nu kuligitya “Uewe ng'wana nua mulugu, wizuigwe ni mpyani yihi nia uteele nu unyeku. U ewe ingi wi mulugu nua kia mpyani nia tai ane. Shanga ukuleka kuipiula i nzila nia Mukulu, ni igolokile, itii ukuhuma?
2c0d0b00f1	“Itungili goza, u mukono nua Mukulu ukoli migulya ako, hangi ukutula wi mupoku. Shanga ukihenga ilyoa ku itungo” nkua ing'wi ikunguguu ni kiti ai igwie migulya a Elimas; akandya kupilima papo wazelompa antu amutongeele kumuamba u mukono.
2c0d0c0064	Ze yakilaa u liwali kihenga nai kipumie, ai uhuiie, ku nsoko ai ukuiwe ku umanyisigwa kutula Mukulu.
2c0d0d00a3	Itungili uPaulo ni ahumbauya akwe ai alongoe muhinzo mu mazi kupuma ku Pafo hangi akapika ku Perge mu Pamfilia. Kuiti uYohana ai ua lekile nu kusuka ku Yerusalemu.
2c0d0e00a0	uPaulo ni ahumbauya akwe ai atungile u muhinzo kupuma ku Perge nu kupika ku Antiokia a ku Pisidia. Uko ai alongoe mi itekeelo luhiku nula kusupya nu kikie pihi.
2c0d0f00bc	Ze yakilaa kusoma i ilagiilyo nu unyakidagu, atongeeli ni itekeelo ai ualagiiye utung'waa wazeligitya, “Anya ndugu, anga ize mukete u utuung'wa nua kuhumya insula antu apa, muligitye.”
2c0d100083	Ku lulo uPaulo ai wimikile nu kuanyansuila u mukono; ai uligitilye, “Itunja a ku Israeli nu nyenye ni mimukulya Itunda, tegeelyi.
2c0d1100a3	Itunda nua awa i antu nia Israeli ai uaholanilye i a tata itu nu kuazipya antu idu nai ikie mi ihi a Misri, nu ku mukono nuakwe kunyansulwa ai uatongee kunzi akwe.
2c0d120030	Ku myaka makumi anne ai uagigimiiye mi ibambazi.
2c0d130061	Ze yakilaa kumabipya i maingu mutandatu mi ihi a Kanaani, ai uinkiiye i antu itu ihi ao ku usali.
2c0d14009c	Maintu aya ihi ai apumie ikilo i myaka magana anne ni makumi a taano. Ze yakilaa i intu izi yihi, Itunda ai uinkiiye alamuli kupikiila uSamweli munyakidagu.
2c0d1500a5	Ze yakilaa aya, antu ai alompile u mutemi, iti Itunda ai uinkiiye uSauli ng'wana wang'wa Kushi, muntu nua ndugu ang'wa Benjameni, kutula mutemi ku myaka makumi anne,
2c0d160100	Uugwa ze yakilaa Itunda akamuheja mu utemi akamunyansula uDaudi kutula mutemi nuao. Ai ituile ingi kutula uDaudi kina Itunda ai uligitilye, 'Namulijaa uDaudi ng'wana nuang'wa Yese kutula muntu nuiloeigwe ni nkolo ane; naiza ukituma kila ikintu nikindoile,'
2c0d17005d	Kupuma mu ndugu a muntu uyu Itunda umiletee i Israeli muguni, uYesu, anga nai ulagile kituma.
2c0d180080	Ili landiiye kupumila, ze ikili uYesu kupembya, uYohana ng'wandyo ai utanantilye wogigwa nua kila itunu ku antu ihi nia Israeli.
2c0d1900d9	Nu ng'wenso uYohana nai wakatula ukumailya mulimo nuakwe, ai uligitilye, 'Musigile unene ni nyenyu? unene shanga ingi uyo. Kuiti tegeelyi, nupembilye kituli kane, nimugila u uhumi nua kutolya i ilatu nia migulu akwe,'
2c0d1a0088	Anyandugu, Ana andugu ang'wa Abrahamu, ni awo naza mu kati anyu mi mipoelya Itunda, ingi ku nsoko itu kina ikani nila ugunwa lilagiigwe.
2c0d1b00f6	Ku awo ni ikie ku Yersalemu, ni atemi ao, shanga ai amulingile ku kulu kuulu, ni ang'wi shanga ai alulingile u lukani nula anyakidagu naza lisong'wa kila luhiku nula kusupya; ku lulo ai apikiiye u lukani nula anyakidagu ku kumulamula insha uYesu.
2c0d1c0065	Anga itule shanga ai aligilye i nsoko ni nziza ku nsha mukati akwe, ai amulompile uPilato wamubulage.
2c0d1d006a	Nai akamala imakani ihi nai akilisigwe kutula nuanso, ai amusimilye kupuma mikota nu kumulalya mu kibiila.
2c0d1e0026	Kuiti Itunda akamiusha kupuma mu ashi,
2c0d1f009a	Ai wigeelekile ku mahiku idu ku awo nai alongoe palung'wi nu ng'wenso kupuma ku Galilaya kulongola ku Yerusalemu, Antu awa itungili ingi akuiili nia antu.
2c0d20004d	Iti gwa ku umuletela nkani ni nkende kutula ilago nai inkiigwe i isekulu itu.
2c0d2100cd	Itunda ai uikile imalago aya kitaitu, ana ao, mu nilanso ai umiukilye uYesu nu kumususha hangi mu upanga. Ili ga likilisigwe mu malumbiilyo a kabiili; 'Uewe ingi ng'wana nuane, lelo natulaa ni Tata nuako,'
2c0d2200a7	Ga ni kutula i tai ingi kina ai umiukilye kupuma kuashi iti kina muili nuakwe uleke kubipa, uligitilye iti; 'Nikakinkiilya u welu nu ukende kulu kuulu nuang'wa Daudi.'
2c0d23006c	Iyi yiyo nsoko waligitya ga mu malumbiilyo ni ma ngiiza, 'Shanga ukulekela u ng'welu nuako kihenga i kiolu.'
2c0d24009f	Ku nsoko ze yakilaa u Daudi ku uaiilya u ulowa nuang'wa Itunda mu ulelwa nuakwe, ai ulae, akalalikigwa palung'wi ni a tata akwe, hangi ai uihengile u ubipigwa.
2c0d25003c	Kuiti nai wiukigwe nu Itunda shanga ai uihengile u ubipigwa.
2c0d260061	Iti gwa ni ilingike kitalanyu, anya ndugu, ku kiila muntu uyu, ulekelwa nua milandu watanantigwa.
2c0d27007d	Ku nuanso kila nu uhuiie wia iligwaa tai ane ni makani ihi niiza ilagiilyo nilang'wa Musa shanga ai lizee inkiilya i tai ane.
2c0d280060	Iti gwa ila tuli miakendegeeli kina i kintu nai akiganue i anyakidagu kileke kupumila kitalanyu;
2c0d2900bb	Goza, unye adi ni mimelaa, hangi mende mukuilwe hangi mende mulimiligwe; ku iti kituma u mulimo mu mahiku anyu, Mulimo niiza shanga muhumile ku uhuiila, anga ga nu muntu wikumuganuila.”
2c0d2a006b	Matungo uPaulo nu Barnaba nai akahega, antu aka alompa aligitye i makani aya luhiku nula kusupya nu luzile.
2c0d2b00b5	Matungo ianza nili tekeelo nai likaula, Ayahudi idu ni aokole akomu ai a atyatile uPaulo nu Barnaba, naza aligitilye ni enso hangi ai a asamiiye alongole mu ukende nu ang'wa Itunda.
2c0d2c0060	Luhiku nula kusupya nai lutyatile, pakupi kisali kihi ai kilingiie kija u lukani lang'wa Itunda.
2c0d2d007d	Ayahudi nai akihenga iumbi, ai izuiwe nu wilu nu kuligitya makani nai akingie i intu nai itambuwe nu Paulo hangi ai amutukie.
2c0d2e011d	Kuiti uPaulo nu Barnaba ai atambue ku ukamatiku nu kuligitya, “Ai yatulaa ingulu kina lukani nu lang'wa Itunda luganulwe hanza kitalanyu. Kunsoko mukulu suntiilya kuli kupuma kitalanyu nu kiona kina shanga muhiiye kutula nu upanga nua kali na kali, kendegeeli kuapilukila i anyaingu.
2c0d2f0086	Anga niiza uMukulu ukulagiiye, azeligitya, 'Numuikile unyenye anga welu ku antu a ingu, kina mulete u ugunwa ku nkika yihi ni yihi.”
2c0d300082	Anya ingu na akija ili, ai iloile nu kulu lumbiilya u lukani nula Mukulu. Idu nai aholanigwe ku upanga nua kali na kali ai ahuiie.
2c0d310023	Lukani nula Mukulu ai lenee ihi ihi
2c0d3200b5	Kuiti Ayahudi ai a asingilye nai ipumilye ni asungu ni angulu, ga ni atongeeli a kisali. Aya ai akinyie u lwago kung'wa Paulo nu Barnaba hangi ai a agumile kunzi a mimbi nia kisali.
2c0d330068	Kuiti uPaulo nu Barnaba ai akununtile u lunkundi nula migulu ao. Uugwa akalongola mu kisali nika Ikonia.
2c0d34003e	Ni amanyisigwa ai izuiwe nu ulowa palung'wi nu Ng'wau Ng'welu.
2c0e0100af	Ikapumila mukati a Ikonia kina uPaulo nu Barnaba ai ingie palung'wi mukati i tekeelo nila Ayahudi nu kutambula kinya iti idale ikulu nila antu a Ayahudi ni Ayunani nai ahuiie.
2c0e02006a	Kuiti Ayahudi nishanga ai akuiye ai a akinyiie i mahala i anyaingu nu kuatenda kutula abii kua anya ndugu.
2c0e0300eb	Ku lulo ai ikiie kuko ku itungo ilipu, azeligitya ku ukamatiku ku gulu nia Mukulu, kunu wazepumya u kaminkiilyi kutula lukani nula ukende nuakwe. Ai witumile iti ku kupumya ilingasiiyo nu ukuilwa yitung'we ku mikono a Paulo nu Barnaba.
2c0e040077	Kuiti kianza kikulu nika kisali kikagalanuka; ang'wi a antu akatula palung'wi ni Ayahudi, ni ang'wi palung'wi ni itumi.
2c0e050077	Matungo anyaingu ni Ayahudi nai agemile kuapema i atongeeli ao kuatendeela ubi nu kuatulanga i magwe uPaulo nu Barnaba,
2c0e06006c	Akalilinga nilanso nu kumankiila mu isali nia Likaonia, Listra ni Derbe ni nkika ni ipilimikiiye pang'wanso,
2c0e07002a	nu kung'wanso ai atanantilye i nkani niza.
2c0e08009e	Nu kung'wanso ku Listra ai ukoli nu muntu ung'wi nai wikiie, ai mugila ingulu mu migulu akwe, mulema kupuma munda ang'wa nyinya nuakwe, wakili wakaye kugenda.
2c0e090079	uMuntu uyu ai umigulye uPaulo ukuligitya. uPaulo akamukunkuila imiho nu kumihenga kina ai watulaa nu uhuiili nua kugunwa.
2c0e0a0082	Iti gwa ai ulugitilye kitalakwe ku luli nula migulya, “Imike ku migulu ako” Nu muntu uyo ai uputile migulya nu kandya kugenda.
2c0e0b0099	Iumbi nai lihengile nai ukitumile uPaulo, ai anyansue i nduli niao, azeligitya mu luli nula Kilikaonia, “alungu akusimiila ku mpyani a ki ana adamu.”
2c0e0c0060	Ai amitangile u Barnaba “Zeu,” nu Paulo “Herme” ku nsoko ai watulaa mutambuli nu mukulu.
2c0e0d00ca	uKuhani nua Zeu, naiza itekeelo nilakwe ai latulaa kunzi a kisali, ai uletile muzagamba nua ng'ombe nu muntungi nua ulua kupikiila mu mumpita nua kisali, uNg'wenso ni iumbi ai aloilwe kupumya isongelyo.
2c0e0e007c	Kuiti i itumi, uBarnaba nu Paulo, nai akalija ili, akatamulania i ang'wenda ao nu ku ukau akalongola kunzi mi iumbi, azelila
2c0e0f0120	nu kuligitya, “U nyenye antu, ku niki mukituma imakani aya? Nu sese ga ki ana adamu ni akete i kiwai anga ni kanyu Ku umuletela nkani ni nkende, kina mupiluke kupuma mu intu izi ni shanga izepile nu kumutunga Itunda nuili mupanga, nai u umbile ilunde, ihi nu luzi ni kila intu ni imoli.
2c0e100046	Mu matungo nakiile, ai ualekee i anyaingu kugenda mu nzila niao akola.
2c0e1100b8	Kuiti ikili, shanga ai uhengile bila mukuili, mu nilanso ai witumile iziza hangi akainkiilya i mbula kupuma kilunde ni matungo a maogola, wazeizulya i nkolo nianyu ku ndya nu ulowa,”
2c0e120058	Ga nu ku makani aya, uPaulo nu Barnaba ku lwago ai aligiiye iumbi ku apumilya isongelyo.
2c0e1300a8	Kuiti ang'wi a Ayahudi kupuma ku Antiokia nu ku Ikonia ai azile kulipema i umbi. Akamukua magwe uPaulo nu kumukweha kupika kunzi a kisali, aze asigile aiwatulaa wakuza.
2c0e140091	Ga ni iti amanyisigwa ai atulaa imikile pakupi nu ng'wenso, ai u ukile, akingila mu kisali. Luhiku nula ka biili, akalongola ku Derbe nu Barnaba.
2c0e150094	Ze yakilaa kumanyisa nkani ninza mu kisali ni kanso nu kuazipya amanyisigwa idu, akasuka ku Listra, kupikiila ku Ikoniamu, ni kupikiila ku Antiokia.
2c0e1600a9	Ai alongolekile kukaminkiilya u umi nua amanyisigwa nu kuakinyila kulongoleka mu uhuiili, akaligitya, “Kusinja kingile mu utemi nuang'wa Itunda ku kiila lwago lidu.”
2c0e17009c	Nai atula a ahola ku nsoko ao anyampala a kila milundo nila ahuiili, hangi aze atulaa alompaa nu kudila kulya, ai ainkiiye ku Mukulu, naiza i enso amuhuiie.
2c0e180033	Uugwa ai akiile mu Pisidia, ai apikile mu Pamfilia.
2c0e190046	Matungo nai atambue i makani mu Perga, ai asimile kulongola ku Atalia.
2c0e1a0096	Kupuma kuko ai anankie meli kupikiila ku Antiokia nize atulaa ipumya ku ukende nuang'wa Itunda ku nsoko a mulimo niize itungili ai atulaa aukondeelya.
2c0e1b00c2	Nai akapika uko ku Antiokia, nu ki kilingiila u milundo nua palung'wi, akapumya i mpola nia makani naiza Itunda witumile kitalao, ni kinya nai ualuguie u mumpita nua uhuiili ku antu ni anyaingu.
2c0e1c0027	Ai ikie ku itungo ilipu ni amanyisigwa.
2c0f0100a7	Antu a ki tuunga ai asimile kupuma ku Uyahudi nu kuamanyisa i aluna, azeligitya, “angamuhite kutalwa i kidamu anga ntendo ni ang'wa Musa, shanga muhumile kugunwa.”
2c0f0200d0	Matungo uPaulo nu Barnaba nai atulaa nu wikungumi nu witambulyi palung'wi ni enso, anyandugu ai alamue kina uPaulo, Barnaba ni auya kituunga alongole ku Yerusalemu ku itumi ni anyampala ku nsoko a ikolyo ili.
2c0f03009b	Kululo, kulagiiligwa kitalao ni itekeelo, ai akiie ku Foenike ni Samaria azetanantya kupiulwa insula ku anyaingu. Ai aletile ulowa ukulu ku anya ndugu ihi.
2c0f0400a0	Nai akapembya ku Yerusalemu, ai asingiiigwe ni itekeelo ni itumi ni anyampala, hangi ai apikilye i mpola nia makani ihi naiza Itunda witumile palung'wi ni enso.
2c0f0500b3	Kuiti i antu akituunga nai ahuiie, nai akoli mi idale nila Afarisayo, ai imikile nu kuligitya, “ingi ingulu kuatwala ikidamu nu kualagiilya aliambe ilagiilyo ni lang'wa Musa.”
2c0f060046	Iti gwa i itumi ni anyampala ai imikile palung'wi kulisiga ikolyo ili.
2c0f0700f2	Ze yakilaa u witambulyi ulipu, uPetro ai wimikile nu kuligitya kitalao, “Anya ndugu mulingile kina itungo iziza nilakilaa Itunda ai witumile uholania mukati anyu, kina ku mulomo nuane Anyaingu igiilye u lukani nula nkani ninza, nu kuhuiila.
2c0f080065	Itunda, nuilingile i nkolo, ukuiie kitalao, ukuinkiilya uNg'wau Ng'welu, anga nai witumile kitalanyu;
2c0f09005e	hangi shanga ai uzipilye utemanuli kati itu ni enso, waze yituma i nkolo niao nziza ku uhuili.
2c0f0a009c	Ku lulo ku niki mukumugema Itunda kina muikile kinyuli migulya a nkingo nia amanyisigwa naiza ga i atata itu ang'wi u sese shanga ai kuhumile ku gigimiilya?
2c0f0b004d	Kuiti ku huiie kina ku ugunwa ku ukende nua Mukulu uYesu, anga nai atulaa.”
2c0f0c00c1	uMilundo wihi ai ukilagilye nai atulaa akumutegeelya uBarnaba nu Paulo nai atulaa akupumya i mpola nia ilingasiilyo nu ukuilwa naiza Itunda ai witumile palung'wi ni enso kati a antu a anyaingu.
2c0f0d004f	Nai akaleka kuligitya, uYakobo ai usukiiye wazeligitya, “Anyandugu ntegeelyi.
2c0f0e0081	uSimioni waganula iti hanza Itunda ku ukende ai ua aiye i anyaingu iti kina wiligilye kupuma kitalao antu kunsoko a lina nilakwe.
2c0f0f0039	iMakani a anyakidagu igombilye ni ili anga nilikilisigwe.
2c0f100088	Ze yakilaa i makani aya nikasuka kukizenga hangi ikitala nikang'wa Daudi, naikagwizaa pihi; nikanyansula nu ku sukiilya ubipigwa nuakwe,
2c0f110061	iti kina antu nai asagiie amudume uMukulu, palung'wi ni antu a ingu nai itangilwe kulina nilane.'
2c0f120055	Iti uu nuiligityaa u Mukulu nai witumile i makani aya nakumukile puma ikali nia kali.
2c0f130065	Iti gwa, u usiji nuane ingi, kina kuleke kuinkiilya ulwago i antu i anya ingu niakumupilukila Itunda.
2c0f140068	Kuiti kukilise kitalao kina ihuje nu ubipigwa nua adudu, nsula nia usambo, hangi ni igogilwe, ni sakami.
2c0f150081	Kupuma u utugwaa nua anyampala akoli antu mu kila isali ni itanantya nu kumusoma u Musa mu matekeelo kila luhiku nula kusupya.”
2c0f1600e1	Ku lulo yikigeeleka kutula ia loeeye i itumi ni anyampala, palung'wi ni itekeelo lihi kumuholania uYuda nai witangwaa Barnaba, nu Silas nai atulaa atongeeli i tekeelo, nu kualagiilya ku Antiokia palung'wi nu Paulo nu Barnaba.
2c0f17007d	Ai akilisilye iti, “Itumi, anyampala ni anya ndugu, ku anya ndugu a anyaingu niakoli ku Antiokia, Shamu ni Kilikia, Milamu.
2c0f18009b	Ai kijaa kina antu a kituunga naza shanga ai kuinkiiye ilagiilyo nilanso, ai apumaa kitalanyu hangi akumajaa ku umanyisigwa nuiletaa u lwago mu umi nuanyu.
2c0f190076	Ku lulo yigeeleka ikende kitaitu kihi kuholania antu nu kualagiilya kitalanyu palung'wi ni alowa itu Barnaba nu Paulo,
2c0f1a0047	antu nai agilye u likalo nulao ku nsoko a lina nila Mukulu uYesu Kristo
2c0f1b0043	Ku lulo kamulagiilya uYuda nu Sila, akumutambuila makani yao yaayo.
2c0f1c0085	Ku nsoko ai yigeeleka ikende ku Ng'wau Ng'welu nu kitaitu, Kuleka kuika migulya anyu muligo ukulu kukila imakani aya naiza a kusinja;
2c0f1d0097	Kina mupiluke kupuma mu intu ni ipumigwa ku adudu, sakami intu nia kugogwa, nu usambo. Anga miki ika kuli ni izi, ikutula ikende kitalanyu. Mu lamu.”
2c0f1e006e	Iti gwa nai asapatiligwa, ai asimiie ku Atiokia; ze yakilaa kilingiila u milundo palung'wi, ai ainkiiye ibada.
2c0f1f003a	Nai akatula asomaa, ai iloile kunsoko a kukinyilwa inkolo.
2c0f20005c	uYuda nu Sila, ni anyakidagu, ai a akinyie inkolo i aluna ku nkani idu nu kuakinyila ingulu.
2c0f210071	Ze yakilaa kikie itungo nila kituunga kuko, ai asapatiigwe ku ulyuuku kupuma ku anya ndugu ku awo nai a alagiiye.
2c0f22002f	(Kuiti ai yigeelekile ikende uSila kusaga kuko)
2c0f230072	Kuiti uPaulo ni auya ai ikie ku Antiokia palung'wi ni auya idu, naize akumanyisa nu kutanantya lukani nula Mukulu.
2c0f2400b3	Ze yakilaa mahiku kituunga uPaulo ai uligitilye kung'wa Barnaba, “Ni kusuke itungili nu kuagendeela i aluna mu kila kisali naikatanantya u lukani nula Mukulu, nukuihenga ni ili.
2c0f25004f	uBarnaba ai utakile ga nu kumuhola palungwi nienso uYohana nai witangwaa Marko.
2c0f260080	Kuiti uPaulo ai usigile shanga iza kumuhola uMarko, nai ualekile uko ku Pamfilia hangi shanga ai ulongolekile ni enso mu mulimo.
2c0f27008f	Uugwa pang'wanso ikapumila wikungumi ukulu ku lulo ai atemanukile. nu Barnaba akamuhola uMarko nu kulongola muhinzo ku meli kupikiila ku Kipro.
2c0f280063	Kuiti uPaulo ai umuhole uSila nu kuhega, ze yakilaa kinkiiligwa ni anya ndugu mu ukende nua Mukulu.
2c0f29004b	Hangi ai ulongoe kukiila ku Shamu nu ku Kilikia, waze makomisa i matekeelo.
2c100100d9	uPaulo nai wakapembya ga nu ku Derbe nu ku Listra; hangi goza, pang'wanso ai ukoli nu mumanyisigwa nuitangwa Timotheo, ingi muhumba nai utugilwe nu nyinya nua kiyahudi naiza ingi mu huiili nu tata nuakwe ingi Mugriki.
2c1002002c	Antu aku Listra ni Ikonia ai amukuiie iziza.
2c100300b0	uPaulo ai umuloilwe akuile iti muhinzo nu ng'wenso, uugwa akamuhola ku mutwala i kidamu ku nsoko a Ayahudi nai akoli uko kuiti ihi ai amulingile kina u tata nuakwe ingi Mugriki
2c10040096	Nai akatula alongoe ai akiile mu isali nu kupumya i malago ku matekeelo iti kina i malago nanso ai akilisigwe ni itumi ni anyampala uko ku Yerusalemu.
2c1005005e	Iti gwa i matekeelo aka komisigwa ku u huiili nao nai ahuiie akongeeleka ku ngele kila luhuku.
2c1006008e	uPaulo ni auya akalongola ku Filigia ni Galilaya, kuiti u Ng'wau Ng'welu nuang'wa Itunda ai uagiiye kutanantya u lukani uko kijimbo nila Asia.
2c1007006c	Nai akahumbeela ku Misia, ai agemile kulongola ku Bithinia, kuiti u Ng'wau Ng'welu nuang'wa Yesu aka agilya.
2c1008003d	Ku lulo akakila i Misia akapembya kupikiila kisali nika Troa.
2c1009008d	Muloto ai umupumie uPaulo utiku, ai ukoli muntu nua ku Makedonia wimikile, ukimitanga nu kuligitya “Pembyi mukuaiilye kunu ku Makedonia.”
2c100a0099	uPaulo nai wakihenga u muloto, itungo ki kizepiilya kulongola ku Makedonia, aze ulingile kina Itunda ai ukitangile kulongola ku atanantilya inkani ninza.
2c100b007e	Iti gwa kikahega kupuma ku Troa, kikalongola kukilinkania ku Samothrake, nu luhiku nai lutyatiie kikapika kisali nika Neapoli.
2c100c009b	Kupuma papo kikalongola ku Filipi naza ingi king'wi a kisali nika Makedonia, kisali nikangulu mu wilaya nu uhumi nua Kirumi hangi ki kikie mahiku kituunga.
2c100d00c6	Luhiku nula kusupya, aikulongoe kunzi a mumpita ku nzila a mongo, nkinka naiza kusigiie yikatula ni kianza nika kitumila i malompi. Ki kikie pihi nu kuligitya ni ana kisungu nai apembilye palung'wi.
2c100e00d4	Musungu ung'wi nuitangwaa Lidia, mugulya nzambarau, kupuma mu kisali nika Tiatira, munya kumikumbikila Itunda, ai ukutegeeye, Mukulu ai umulugue i nkolo akwe nu kuikila ukendegeeli i makani nai atambuwe nu Paulo.
2c100f00cb	Ze yakilaa kogigwa, ng'wenso ni ito nilakwe lihi, ai ukusingilye wazeligitya “anga ize manihenga kina unene ingi ni muhuiili mu Mukulu, uugwa kumusinja mingile nu kikie kitalane.” Akakusinja nangulu.
2c101000af	Ikatula kina, nai katula kulongoe kianza nika kulompa, munanso ung'wi nai watulaa nu hing'wi nua ulingi akatankana nu sese. ai wimuletela u mukulu nuakwe nsailo idu na kulota.
2c101100bb	Umusungu uyu ai umutyatile uPaulo palung'wi nu sese, akakua iyogo nu kuligitya, “Awa i agoha ingi anyamilimo ang'wa Itunda niiza Mukulu, niakumutanantilya unyenye i nkani nia ugunwa.”
2c101200e7	Ai witumile iti ku mahiku idu, kuiti uPaulo waze watakigwa ni ntendo nanso, ai upilukile kinyuma nu kumutambuila u hung'wi, “Ku ulagiilya ku lina nilang'a Yesu umupume mukati akwe.” Nu ng'wenso nkua ing'wi wakapuma nu kumuleka.
2c10130085	Akulu akwe nai akihenga nia kina isigo nila nsailo niao lahega, ai a ambile uPaulo nu Sila nu kuakweha misoko ntongeela a anya uhumi.
2c10140071	Nai aka apisha ku a lamuli, ai aligitilye, “Awa agoha ingi Ayahudi hangi akusasha minyomo ukulu mu kisali kitu.
2c10150059	Akumanyisa makani naiza shanga ilagiilyo usese kumasingiilya ang'wi kumatyata anga Arumi.
2c10160055	Iumbi lika anyansukila nsuta uPaulo nu Sila nu kuatugula nu kulagiilya anyukwe iboko.
2c10170064	Ze ya kilaa kunyukwa iboko idu, mu kadulumu nu kumulagiilya u asikali nua kadulumu kuansunja ikende.
2c10180099	Ze yakilaa kusingiilya ilagiilyo nilanso, uasikali nua kadulumu ai uagumie mu shumba nika mukati a kadulumu nu kuatunga i migulu ao mu nkika nai uaikile.
2c10190080	Itungo nila utiku wigingu, uPaulo nu Sila akatula akulompa nu kimba mimbo akumukulya Itunda, kunu ia tungwa auya aze a ategeeye,
2c101a0096	Kupumpugiilya, ikapumila itetemeko ikulu nu musingi nua kadulumu ukahingisigwa, i milango a kadulumu ikaluguka, ni minyororo a atungwa ihi ikatoligwa.
2c101b00c9	uMusunja nua kadulumu ai u ukile kupuma mu tulo nu kihenga i milango a kadulumu iluguwe; itigwa wakahola i mpanga nuakwe ndogoelyo ai walowa kibulaga ku nsoko ai usigile i atungwa ihi akondya kutigana.
2c101c006f	Kuiti, uPaulo wakazogolya ku luli lukulu, wazeligitya, “leka kilemaalya ku nsoko kihi kukoli i kianza apa.”
2c101d008e	uMusunja nua kadulumu ai ulompile i ntala iletwe hangi wakingila mukati a kadulumu ku ukau, wazekagata nu kitumba, waka agwila uPaulo nu Sila,
2c101e0055	nu kuapumya kunzi a kadulumu nu kuligitya, “Akulu, nitume ntuni ndije ku gunika?”
2c101f005e	Ni enso akamutambuila, “Mu huiile uMukulu uYesu nu ewe ukugunika palung'wi ni ito nilako.”
2c10200055	Ai ituntile u lukani nula Mukulu kitalakwe, palung'wi ni antu ihi nia mi ito nilakwe.
2c10210084	uMusunja nua kadulumu ai uahoile utiku wuwo nu kuoja nkika nai alemaae, nuanso palung'wi ni antu nia mi ito nilakwe itungo akogigwa.
2c102200a1	Waka aleta uPaulo nu Sila mi ito nilakwe nu kuatengela indya. Nu ng'wenso akatula nu ulowa ukulu palung'wi ni antu a mi ito nilakwe ku nsoko ai amuhuiila Itunda.
2c1023007f	Nai ikatula mung'wi, alamuli ai alagiiye lukani ku uyo u musunja nua kadulumu azeligitya, “Wa alekele i antu awo alongole.”
2c102400aa	uMusunja nua kadulumu akamupindula uPaulo migulya nkani nianso nia kina, “iAlamuli ai alagiiye lukani ndekele muhege; iti gwa pumi kunzi hangi mulongole ku u lyuuku.”
2c102500f1	Kuiti uPaulo waka aila, “Ai akukuile pi galagalo, antu naza ingi Arumi shanga aku ulamula hangi ai alamue ku ugumila mu kadulumu; halafu itungili aloilwe ku upumya ku kinkunku? Ishi, shanga ikuhumika, Enso akola aze ku upumya nkika apa.”
2c1026008a	iAsunja aka apindula i alamuli migulya a makani nanso, i alamuli akitumba nangaluu pang'wanso nai akalinga kina uPaulo nu Sila ingi Arumi.
2c10270086	iAlamuli akapembya nu kuasinja apume, hangi nai aka apumya kunzi a kadulumu, ai a alompile uPaulo nu Sila apume kunzi a kisali ni kao.
2c102800b5	Ku lulo uPaulo nu Sila akapuma kunzi a kadulumu akapembya mi ito nilang'wa Lidia. uPaulo nu Sila nai akaihenga i anya ndugu, ai akinyie inkolo hangi uugwa kuhega mu kisali ni kanso.
2c11010083	Hangi nai akakila mu isali nia Amfipoli ni Apolonia, ai azile kupikiila kisali nika Thesalonike naza likoli i tekeelo nila Ayahudi.
2c11020099	Anga ni yili ntendo ang'wa Paulo, wakalongola kitalao, nu ku itungo nila mahiku ataatu nia luhiku nula kusupya ai witambuuye nienso migilya a ukilisigwa.
2c110300c6	Ai watulaa uku akunukuilya u ukilisigwa nu kuaganuila kina, ai imutakile uKristo wagishe ni uugwa kiuka hangi kupuma ku ashi. Ai uatambuie, “Uyu uYesu nikumutambuila i nkani niakwe yuyo Kristo.”
2c1104008f	Ang'wi nia Ayahudi ai apemekile nu kihanguila nu Paulo nu Sila, palung'wi ni Agiriki akulya Itunda, asungu idu aokole ni idale ikulu nila antu.
2c11050127	Kuiti ang'wi a Ayahudi ni shanga ahuiie, nai izuiwe nu wilu, ai alongoe ki isoko nu kuahola ang'wi a antu ni abibi, akalundiila iumbi nila antu palung'wi, nu kusasha minyomo mu kisali, uugwa akaligilinkiilya ito nilang'wa Jason, aze aloilwe kua amba uPaulo nu Sila iti kualeta ntongeela ya antu.
2c110600bf	Kuiti nai aka aulya, ai amuambile u Yasoni ni ang'wi a anyandugu auya nu kuatwala ntogeela a aofisa nia kisali, azekua iyogo, “Awa i agoha naza aupiue u unkumbigulu apika kupikiila kunu ga.
2c11070080	Agoha awa naza asingiigwe nu Yasoni akulitumuila ilagiilyo lang'wa Kaisari, akuligitya ukoli mutemi mungiiza nuitangwaa Yesu.”
2c1108004c	Iumbi ni a ofisa nia kisali nai akija i makani nanso, ai ingiiwe nu mitumbo.
2c1109006f	Ze yakilaa kutula akondya kuhola i mpia nia nsailo a usunja kupuma kung'wa Yason ni auya, ai a alekee alongole.
