2800000008	Maatoosa
2b131b008b	Yinnippa suuba, ye tamaarizego, «Ne intto hyanno bo7o» yagayda. Ye tamaarize izo yinna woditippa aykkii faara yessade gaar kara kanggida.
2b131c0083	Yinnippa suuba, Yesuusa ubbanna hyatte folinttidanno erii, Geeshi Maxaafite xaafinttidanna folinttode gaar «Tana barida» yagayda.
2b131d008c	Yinna besite fettii gonbbo kumutsi caala woyne yene. Un fuza yinna woyntte dakkii, hisophe minxa bertstsa gaddii, Yesuusa doonago shiishida.
2b131e0071	Yesuusa woyniza qamasi bi7i, «Folinttida» yagayda. Yinnippa suuba, fa ommito soxor yiizii fa shemppito inggida.
2b131f00e8	Yinna qammita giiginttize qamma maaqqide gishon wonttize qammize bonchcho Sambbata maaqqide gisho asuntsana ahita masqalalla Sambbata wode feezhaame gaar un bunqito mentsii, masqalappa ketstsode gaar Ayhuduntsi Philaaxoosa woossida.
2b1320005c	Yinnii gisho, wottaddaruntsi hyanggi, Yesuusara suxunttide lam77i asuntsis bunqito mentsida.
2b13210047	Yezin Yesuusago yi7ide wode E hyayqqidanno bi7i, E bunqito mentsikaaya.
2b13220054	Yezin wottaddaruntsappa fete E millite toorara caddin iira suutsin hyaatsin goggida.
2b1323006e	Yinno ammanode fana yinno bi7ide markkidhida. E markkatitsitan turo. Mahi E hyanidanna turo maaqqizanno erane.
2b1324005e	Yinna hyanidanna Geeshi Maxaafite, «E meqatsitippa fettin meqqoos» gaydanna folinttode fana.
2b13250048	Mahin Geeshi Maxaafite melle bessa, «Un fa caddidanno bo7oda» yagayda.
2b132600f4	Yinnippa suuba, Armmatiyasa katamapa yi7ide Yoosefa Yesuusa ahito ekkodes Philaaxoosa woossida. Yoosefa Ayhuduntsis zhashtide gisho aachintti Yesuusa kaallizaya. Philaaxoosa, «Ekko» yagayda. Yinnii gisho, Yoosefa hyanggi Yesuusa ahito ekkida.
2b132700a3	Mahi Niqodimoosa, hyannippa tiino Yesuusago qamma yi7iday, karbberan arkkintteran worqqinttide hyastam fettii kilo giiraame maaqqade shitto ekkii Yoosefara yi7ida.
2b1328006d	Yentsi lam77i asuntsi Yesuusa ahito ekkii, Ayhuduntsi aha ziidhize wogara, shittora, moogize afulara xaaxida.
2b1329009d	Yesuusa masqalalla suxunttide besite gaama atakiltte yene. Yinna atakilttiti gidda shuchchappa woocii giigizide hyaga ooden mooginttikaayze kille booza yene.
2b132a006b	Ye wom7ize kale yeze gishon Ayhuduntsi Sambbatas giiginttize wode maaqqide gisho Yesuusa ahito ize moogida.
2b1401008d	Wogga ode wontta hyaga sa7a geezhikaayzin, Magdela Mayrama, Yesuusa mooginttide booza hyanggi shuchchita booza doonttippa denddidanno bi7ida.
2b1402008d	Simoon Phexiroosagon Yesuusa kadhize hyankkay tamaarizego woxxii hyanggi, «Boozitippa Laatstsa ekkida; eza aba gaddezako nu eroos» yagayda.
2b1403004e	Yinnii gisho, Phexiroosan hyankkay tamaarize kezii woxxittera booza hyanggida.
2b14040062	Lam77untsin fettilla woxxida, yezin hyankkay tamaarize Phexiroosappa aadhii tiino boozite yellida.
2b14050052	Ye tamaarize zuggii, eza xaaxide afultto bi7ida, yezin booziti gidda wodhdhikaaya.
2b14060062	Simoon Phexiroosa eza kaallii yi7i, booziti gidda wodhdhii eza xaaxide afultta ize yezanno bi7ida.
2b14070089	Mahi Yesuusa ommito xaaxide afula xaaxintti boozite omma guro yezin bi7ida. Ye afulize dumma bessa yenep attin booza afulara wolla baaya.
2b14080046	Ye wode tiinii booztte yellide hyankkay tamaarize gelii bi7i ammanida.
2b1409005b	Yesuusa hyayqoppa denddodes beezanno ohize Geeshi maxaafe yeze qaaltto un hyaga tiirikaaya.
2b140a0035	Yinnippa suuba, E tamaaruntsi fa kara maaqqii qitida.
2b140b004b	Yezin Mayrama yinna booziti doontte eqqii yeekkitera zuggii boozito bi7ida.
2b140c0078	Bootsi ma7o ma77ide lam77i kiitanchchuntsi Yesuusa ahita woy7ide besite fete omma gurora fete tohe guro bettezin bi7ida.
2b140d0076	Un iigo, «Maachite, akkos yeekke?» yaga7i oocida. Iza, «Un ta Laatstsa ekkida; un aba gaddezako ta eroos» yagayda.
2b140e0077	Yinno gaydannippa suuba, iza suub maaqqii be7ize wode Yesuusa ize eqqezin bi7ida. Yezin E Yesuusa maaqqidanno erikaaya.
2b140f00ba	Yesuusa iigo, «Maachite, akkos yeekke? Oona koye?» yaga7i oocida. Mayrama atakiltte oochchize asi aazin, «Laatstso, ne ekkezako, eza aba gaddezako taas ohoya. Ta eza ekkoda» yagayda.
2b1410007f	Yesuusa iigo, «Mayrame» yagayda. Iza eego maaqqin, Ibraysxe doonara «Rebuunii» yagayda. Bilitsitan «Asttamaarizayo» ga7e.
2b141100c5	Yesuusa iigo, «Ta hyaga ta Adego kezikaayze gisho tana aykkippe. Yezin ta ishuntsanan hyanggi, ‹Taanii ta Adegon yin Adego, ta Xoozzegon yin Xoozzego, kessada gayda› ga7i unttis oho» yagayda.
2b14120050	Magdela Mayrama Laatstsa bi7idannon iis E ohidanno hyanggi E tamaaruntsis ohida.
2b14130095	Wogga ode ugure, E tamaaruntsi Ayhuduntsis zhashtii furtsito gorddii shiiqii bettezin, Yesuusa yi7i, un gidda eqqii, «Saro yinttis maaqqe» yagayda.
2b1414006e	Yinno ga7i maaqqii fa kushiton fa millito unttana beezida. E tamaaruntsi Laatstsa bi7ide wode gaama ufayttida.
2b1415006e	Yesuusa mahi unttago, «Saro yinttis maaqqe; ta Aday tana kiittidannigaara taanin yinttana kiittoda» yagayda.
2b14160053	Yinno ga7idannippa suuba, unttalla ufi ga7i fuggida. Mahi, «Geeshi Ayyaana ekkote.
2b14170061	Yin atto gayde as nagartta atto ga7inttoda. Yin atto gaykaayze nagartta atto gaynttoos» yagayda.
2b1418006b	Yezin taphpho lam77i tamaaruntsappa fete, Didimoosa ga7inttize Toomaasa, Yesuusa ye7ize wode unttara baaya.
2b14190112	Yinnii gisho, hyankko E tamaaruntsi Toomasago, «Nuunii Laatstsa bi7ida» yagayda. Yezin Toomaasa unttago, «Misimarera E cadinttide E kushite yeze beetto bi7ikaayzara yinna beetto ta gil7ara bochchikaayzara, mahi ta kushito E millite dakkii bi7ikaayzara ammanoos» yagayda.
2b141a00bd	Osfun qammappa suuba, Yesuusa tamaaruntsi mahi keetstsa shiiqii bettida; Toomaasan unttara yeshsha. Furtsita gorddinttii yezin Yesuusa yi7i, un gidda eqqii, «Saro yinttis maaqqe» yagayda.
2b141b008e	Yinnippa suuba, Yesuusa Toomasago, «Ta kushito ne gil7itira bochchii bo7o. Mahi ne kushito ta millite dakkii bo7o; so7ippe, ammano» yagayda.
2b141c0035	Toomaasa mahi, «Ta Laatstsayo, ta Xoozayo» yagayda.
2b141d006e	Yeezin Yesuusa, «Ne tana bi7ide gisho ammanida, yezin bi7ikaayzara ammaniduntsii anjjinttiduntsana» yagayda.
2b141e0058	Yesuusa maxaafite xaafinttikaayze melle gaama kille baz fa tamaarunts tiintte oochchida.
2b141f0082	Yezin Yesuusa E Kiristtoosa, Xoozze Na7a maaqqizanno yin ammanode gaaran ammanii E suntsite de7o denggode gaar hyanna xaafinttida.
2b15010082	Yinnippa suuba, Yesuusa Xibaaryoosa Abba kale fa tamaaruntsis mahi qonccida. E unttis hyannippa kaallii yeze hyanotitsar qonccida.
2b1502009a	Simoon Phexiroosa, Didimoos ga7inttize Toomaasa, Qaana Galilappa yi7ide Natina7eela, Zabdoosa na7untsin Yesuusa tamaaruntsappa melle lam77unts wolla yene.
2b150300a8	Simoon Phexiroosa unttago, «Ta molo aykkodes qitane» yagayda. Un, «Nuunin neera hyammada» yaga7i, gongge gidda gelida. Yezin un yinna qammite akko molon aykkikaaya.
2b15040073	Wontta gooda xalqe kessadannippa tiino, Yesuusa abba gaxa eqqida, yezin E tamaaruntsi Yesuusa maaqqidanno erikaaya.
2b1505005c	Yesuusa unttago, «Na7untso, akko muuze baz yene?» gayda. Un mahi, «Akkon baaya» yagayda.
2b150600c5	E mahi, «Yin molo aykkize gitto gonggizeppa mizaqi zalara olote; molo yin aykkoda» yagayda. Yinnii gisho, molo aykkize gitto mizaqi zalara olida. Molo gelii kumide gisho gochchii kessodes gamida.
2b150700b4	Yesuusa kadhize tamaarize Phexiroosago, «Hyayni Laatstsi!» yagayda. Simoon Phexiroosa E Laatstsi maaqqidanno si7ide wode gaarii gaddide fa ma7ito ma77i abba gidda doollii gelida.
2b15080088	Yezin gonggite attide hyankko tamaaruntsi molo kumide gitto gochchii, abbappa gaxa kezida. Un abbappa lam77i xeet hyadha fana hyaakkida.
2b15090047	Un abbappa gaxa kezide wode kenchchelo tama qaaqa, molon booran bi7ida.
2b150a004a	Yesuusa unttago, «Hyatte yin aykkide molttippa ane taas ko7ote» yagayda.
2b150b00b5	Simoon Phexiroosa gonggite gelii, xeeti ichintam hyaydzdzii damma molo aykkide gitto gochchii abbappa gaxa kessida. Moltta yinnii gaar gaama maaqqikon molo aykkide gitto fer7ikaaya.
2b150c00a5	Yesuusa unttago, «Hyankka yi7i dayxe mo7ote» yagayda. E Laatstsi maaqqidanno un eride gisho E tamaaruntsappa fettin, «Ne oode?» ga7i eza oocodes miinggide baaya.
2b150d0048	Yesuusa yi7i, boora ekkii unttis inggida; moloppan yinnii gaara inggida.
2b150e0048	Yesuusa hyayqoppa denddii fa tamaaruntsis benttide hyannira hyaydzintsa.
2b150f0107	Un dayxito mu7idannippa suuba, Yesuusa Simoon Phexiroosago, «Yoona na7a Simoona, tana hyantsesappa aatsii kadhane?» yagayda. Simoon Phexiroosa, «Yee Laatstso, ta nena kadhizanno ne erane» yagayda. Yesuusa eego, «Ta dhanggize duro na7untsana yenggo» yagayda.
2b151000b7	Yesuusa lam7intsa, «Yoona na7a Simoona, tana kadhane?» yagayda. Simoon Phexiroosa, «Yee Laatstso, ta nena kadhizanno ne erane» yagayda. Yesuusa, «Ta duruntsana yeenggo» yagayda.
2b15110110	Yesuusa hyaydzintsa, «Yoona na7a Simoona, tana kadhane?» yagayda. Yesuusa hyaydzintsa Simoon Phexiroosago, «Tana kadhane?» yaga7i oocide gisho Phexiroosa azzanii, «Laatstso, ne ubbabazito erane; ta nena kadhizanno ne erane» yagayda. Yesuusa, «Ta duruntsana yeenggo.
2b151200c3	Ta nees turo turo gaane; ne na7atitsa yeze wode nenes ma77i, ne koyze bessa qitane. Yezin ne cinggide wode ne kushito miccii beessada. Melle asi danccisada; ne kadhoosse bessa kanggoda» yagayda.
2b151300a6	Yesuusa yinno Phexiroosa akko gaar hyayqo hyayqqii, Xoozza bonchchisad yezako beessades gayda. Yinno gaydannippa suuba, Yesuusa Phexiroosago, «Tana kaallo» yagayda.
2b151400b6	Phexiroosa suuba maaqqii, Yesuusa kadhize tamaarize faappa suubara ye7izanno bi7ida. Ye tamaarize, kawo muuze bessa Yesuusago shiiqii, «Laatstso, nena aatsii immade oode?» gaydaya.
2b15150056	Phexiroosa ye tamaariza bi7i, «Laatstso, hyay atstse wayade?» yaga7i Yesuusa oocida.
2b1516006f	Yesuusa eego, «Ta ye7ode wontsis E shemppora yessade gaar ta koyko, nena akko madhe? Ne tana kaallo» yagayda.
2b151700c5	Yinnii gisho, ye tamaarize hyayqqoos gaaze ohe ishuntsana ubba yellida. Yezin Yesuusa, «Ta ye7ode wontsis, E shemppora yessade gaar ta koyko nena akko madhe?» gaydap attin «Hyayqqoos» gaykaaya.
2b1518006c	Hyanna ohiti baz markkidhidayin hyanno xaafide ye tamaarize eza. E markkatitsitan turo maaqqidanno nu erane.
2b15190098	Yesuusa oochchide melle gaama baz yene. Ta qoppin, ubba bazi fete fete ommara xaafinttizako, xaafinttize maxaaftis alame gaddodes bessi maaqqada aazoos.
2c00000011	Hawaaruntsi Oocha
2c010100df	Tewofiloosa, Yesuusa fa oochito aykkide wodeppa salo qitode wode yellodes, oochchidannon tamaarssidannon ubba taanii ta tiino maxaafite xaafida. Salo kessadannippa tiino E fa dooride hawaaruntsana Geeshi Ayyaanara kiittida.
2c0103008c	E fa madhitip suuba hyayqoppa denddidanno de7o maaqqii unttis fana beezida. Oyttam qamma unttis benttii Xoozze ka7itumo unttana tamaarssida.
2c010400a4	Fettii ode unttara wolla mu7itera unttana hyannigaar ga7i kiittida: «Ta yinttis ohide, ta Aday inggoda gayde ufays qaaltto naagotep attin Yerusalaameppa kezippete.
2c01050072	Akkos gayko, Wahannisa hyaatsara xammaqida, yezin eerats wodeppa suuba Geeshi Ayyaanara yin xammaqinttoda» gayda.
2c0106006b	Unttin wolla shiiqide wode, «Laatstso, Isra7eeluntsis ka7itumtto ne mahode wodita hyanno?» yaga7i oocida.
2c0107005f	Yesuusa unttago, «Ta Aday fa adetits wolqqite oochchize woditon beriton yin erodes dandda7oos.
2c010800ad	Yezin Geeshi Ayyaana yinttalla wodhdhide wode yin wolqqa ekkoda. Yeyizi maaqqii, Yerusalaame, Yihuda sa7a ubba, Samaaran sa7a gaxa yellodes yin taas markka maaqqada» gayda.
2c01090064	Yinno gaydannip maaqqii un be7izin, dhoqi dhoqi ga7i, salo kezin dhonne eza un aafittippa geentsida.
2c010a0066	Yesuusa qitodera un salo mahi be7adera, bootsi ma7o ma77ide lam77i asuntsi tiirikaayzin un kale eqqii,
2c010b007d	«Galila asuntso, salo bi7itera, yin akkos eqqidote? Hyay yin be7izin salo qitide Yesuusa yinnii fana maaqqii ye7oda» gayda.
2c010c007f	Yinnippa maaqqii, hawaaruntsi Shamahe Derizeppa Yerusalaame maaqqida. Shamahe Derize Yerusalaames fettii kilo metire fana yene.
2c010d00ea	Un Yerusalaame gelii, fa yeze fooqe keetsitilla kezida. Unttin: Phexiroosa, Wahannisa, Yayqooba, Inddirase, Filphoosa, Toomaasa, Bartolomiyoosa, Maatoosa, Ilfiyoosa na7a Yayqooba, fa sa7itis yiqsinttize Simoonara Yayqooba na7a Yihuda.
2c010e0079	Hyantses ubbuntsi maachuntsara, Yesuusa intta Mayramiran Yesuusa ishuntsaran ubba fettii wozina maaqqii mintsii woossane.
2c010f006b	Ye wode Phexiroosa xeeti lam7itam maaqqade ammanze asuntsi shiiqide besite denddii eqqii, hyannigaar gayda:
2c01100083	«Asuntso, Yesuusa aykkiduntsana kaalitside Yihudabaz Geeshi Ayyaana tiino Dawute doontte ohide Xoozze qaaltta folinttodes beezane.
2c0111003f	Yihuda nuura wolla hyanna oochito oochchodes doorinttide asi.»
2c01120089	Yezin Yihuda fa gene oochitira denggide miishera gade wonggida. E tiinor guphunttii gol7in, E sazita feedhinttida; E merqita wul7inttida.
2c01130089	Yihudalla afa hyanidanno Yerusalaame yeze as ubbuntsi si7ida. Yinnii gisho, yinna sa7ito fa doonara Akelddaama (Suuts gade) ga7i xeegida.
2c01140084	«Yinnan mazmure maxaafite, «E keetsita hyarii atto; ooden ize yezippe. Mahi ‹E shuumatitsito melle ekko› ga7intti xaafinttida.
2c01150056	«Yinnii gisho, Laatstse Yesuusa nu gidda wutii hyanttide wode ubba nuura yezuntsappa,
2c011600a7	mahi Xammaqize Wahannisa woditippa aykkii Laatstse Yesuusa salo kezide wode yellodes nuura yezuntsappa fettii asi E dendditis nuura markka maaqqades beezane» yagayda.
2c0117006f	Yinnii gisho, asuntsi dooritis Yosxoosa gaaze Barssabaasa ga7inttize Yoosefan Maatiyasa lam77untsana shiishida.
2c01180076	Yinnippa suuba, Xooz woossittera, «As ubba wozina erize Laatstso, hyantsi lam77untsappa ne oona doorezako nuna beezo.
2c01190069	Yihuda fa bessa qitii, ashshide oochchite hawaaretitsi oocha ekkode gaar hyantsesappa nuus shago» gayda.
2c011a0060	Unttis ixa olida. Ixitan Maatiyasas wodhdhin Maatiyasa taphpho fettii hawaaruntsalla gujinttida.
2c02010055	Phenxeqosxe gaaze qamma yellide wode ammanzunts ubba wolla fettii bessa shiiqii yene.
2c02020063	Qoppikaayzin damma tookkii ekkii qitode fana yeze baqo guumii saloppa yi7i un yeze keetsite kumida.
2c02030067	Mahi tama loxe fana aazize lissanuntsi unttis benttida, shaakkintti shaakkintti un ubbuntsalla bettida.
2c02040082	Un ubbuntsi Geeshi Ayyaanara kumii dumma dumma doonara ohinttode fana Geeshi Ayyaana unttis ohode fana inggidannigaar ohe aykkida.
2c0205005b	Ye wode saloppa oomora yeze sa7a ubbappa yi7ide Xooz zhashtize Ayhuduntsi Yerusalaame yene.
2c02060064	Yinna ootsito si7ide wode gaama asi shiiqida. Ammanze asuntsi un fa doonara ohinttodera si7ide gisho
2c02070051	gawude baz dhabin gaama qoppii, «Hyantsi ohinttize asuntsi ubba Galila as baane?
2c02080052	Yeezin, nuunii, nu yelinttide gade doonar un ohinttodera wayzi si7odes dandda7ido?
2c0209005d	Nuunii Phartte, Meedona, Elaamen, Mesphexomiya, Yihuda gidda, Qaphadooqiya, Phanxoosa, Isiya,
2c020a006d	Phirgge, Phinfile, Gibxxe, Qaarena kale yeze Liibiya worada yezuntsana. Nuuppa bagguntsi Roomeppa yi7ide asi.
2c020b0090	Ayhuduntsin Ayhuduntsi ammano gelide asuntsi, Qarxeesan Arabe asuntsi, Xoozii oochchide damma oochito nu doonar ohinttodera nu si7ine» yagayda.
2c020c0054	Ubbuntsi gaama qoppii, ga7odebaz dhabin woligo, «Yii7i hyanno akko gawude?» gayda.
2c020d0051	Yezin melluntsi, «Hyantses kaxxikaayze woyne uzhii matsinttida» yaga7i leqqida.
2c020e00b3	Yezin Phexiroosa, taphpho fettii hawaaruntsara denddii eqqii, fa qaaltto dhoqi yiizii, unttago hyannigaara yaga7i ohida: Ayhuduntso, Yerusalaame yeze ubbuntso, ta ohizanno si7ote.
2c020f0083	Wonttappa hyaydzdzii saate maaqqide gisho yin qoppizannigaara hyantsi asuntsi matsinttikaaya; yinna yin achcha erinttidebaz maaqqo.
2c02100040	Yezin hyanna hyanidanna nabe Iyu7eella ohidanna folinttode fana.
2c021100d9	«‹Xoozii, wode wurssutsite hyannigaara hyanoda yagaane: taanii as ubballa ta Ayyaana gussoda. Yin dhiiratsi na7untsin maachi na7untsi, tinbbite ohoda. Yin yidhdhuntsi qonccitsi be7ada; yin cimuntsi abukko abukkoda.
2c0212006d	Yinna wodite tana ammanze dhiiratsi aruntsallan maachi aruntsalla ta ta Ayyaantto gussoda; un tinbbite ohoda.
2c02130066	Mahi taanii afa salo kille baz, yeekka sa7a malla beessada. Suutsi, taman damma cuga qayqayo benttoda.
2c02140063	Damman bonchcho maaqqide Laatstse wode, yellodannippa tiino awa dhumoda; aginan suutsi fana yi7ada.
2c02150053	Yinna wodite hyannigaara yi7oda; Laatstse suntsito xeegize ooden attoda› yagayda.
2c021600a3	«Isra7eele asuntso, hyanna qaaltto si7ote. Naazirete Yesuusa oona yezako, Xoozii yin gidda oochchide kille bazin mallan yinttis qonccidanno yin, yin ommite erane.
2c0217007f	Xoozze tiino qofiten E eritii baggara Yesuusa aadhii ingginttida. Yinttin eza higge baayzuntsi kushe masqalalla suxxii wodhida.
2c02180058	Yezin hyayqo eza aykkodes dandda7oosse gisho Xoozii hyayqo wolqqa dhabsi eza dentstsida.
2c02190070	Dawute E baz ohitera, «‹Taanii tannaame fana, Laatstsii ta mizaqite yene. Laatstsa ubba wode ta tiino be7ine.
2c021a0069	Yinnii gisho, ta wozintta ufayttida; ta il7antsite ufayssi kumida; hyayqqize ta ashita ufayssara yessada.
2c021b0051	Akkos gayko, ta shemppito si7oole gidda ashshoos. Mahi ne Geesha wooqas ashshoos.
2c021c0055	Ne tana de7o oge erisida; Ne taara yezannippa ta ufaysita kumutsi maaqqane›yagayda.
2c021d007b	«Ishuntso, nu aday Dawutebaz ta yinttis geeshi ohoda. Dawute hyayqqii mooginttida; E boozita hyayno yellodes nu kale yene.
2c021e0071	Dawute nabe maaqqide gisho Xoozii E na7untsappa feta E ka7itumo araatalla bettitsodes ees caaqqide caaqito erane.
2c021f0073	Yinnii gisho, Kiristtoosa denddito tiino bi7i, ‹E shemppita si7oole benttaamannon; E ashita wooqaamanno› ohida.
2c02200046	«Xoozii, hyaya Yesuusa hyayqoppa dentsidannis nuunii ubbuntsi markka.
2c022100a8	Yinnii gisho, Xoozze mizaqi zalara eza dhoqi dhoqi yiizii, ees inggoda ga7inttide Geeshi Ayyaan Adeppa ekkii, hyanno yin hyatte be7izannon si7izanno nuulla afa gussida.
2c022200bd	Akkos gayko, Dawute fa ommite salo kezikaaya yezin: «Laatstsi, ta Laatstsa, ‹Ta ne morkkuntsana ne tohita yedhdhize bessi mahode wontsis hyanne taappa mizaqi zala betto gayda› yagayda.
2c02240086	«Yinnii gisho, hyay yin masqalalla suxxide Yesuusa, Xoozii Laatstsin Kiristtoosa mahidanno Isra7eele as ubbuntsi turip ero» yagayda.
2c022500a0	Asuntsi Phexiroosa ga7idanno si7eze wode fa wozintte azzanii bochinttii Phexiroosan hyankuntsi hawaaruntsago, «Ishuntso, yeezin nuunii akko oochcho?» yagayda.
2c022600af	Phexiroosa unttago, «Yin nagartta atto ga7inttode gaar nagarttippa maaqqii, yin fete fete Yesuus Kiristtoosa suntsite xammaqinttote. Xoozii inggize Geeshi Ayyaana imo ekkoda.
2c0227007c	Xoozii inggoda gayde ufays qaala yinttis, yin na7untsisin Laatstsii nu Xoozay faago xeegize hyaako yeze ubbuntsis» yagayda.
2c02280088	Phexiroosa unttis melle qaalan gujjii markkidhii, «Hyantsi wobbo asuntsalla yo7odes yeze firddappa yin ommito ashshote» yaga7i zorida.
2c0229006b	Phexiroosa ohidanno ekkiduntsi xammaqinttida. Ye wode hyaydzdzii mukul maaqqade asuntsi ammanii gujunttida.
2c022a0059	Un hawaaruntsi timirttera, fettetitsara, wolla katstsa me7eran Xooz woosara miinggi yene.
2c022b0052	Hawaaruntsi kushe gaama kille bazin malla oochinttize gisho asunts ubba zhashtida.
2c022c004b	Ammanze ubbuntsi fettilla yene; faas yezebaziton ubba fettilla gishinttane.
2c022d0043	Un faas yezebazito bayzi birtto fetes fetes koshshide fana gishane.
2c022e0082	Ubba wode fettii wozinara maaqqii Xoozze Keetstsa shiiqane. Fa keetstsan fete feta xeegii ufayssaran lo77o wozinara katstsa muune.
2c022f0069	Xoozza galatittera as ubba gidda nashshinttida. Laatstsi attize shemppo qammite qammite unttalla gujjane.
2c03010059	Fettii ode Phexiroosan Wahannisan Xooz woossodes uddufun saate Xoozze keetstsa hyanggida.
2c030200b1	Yelinttidannippa denddii tohe wobbo maaqqide fettii asi Xoozze keetstsa gelize asappa muxaata woossode fana ubba wode lo77o gaaze Xoozze Keetsitis furtsite tookkii ki7i gaddane.
2c03030062	Ye atstse Phexiroosan Wahannisan Xoozze keetstsite gelodes ye7odera bi7i unttana muxaata woossida.
2c03040041	Unttin eza dakkii bi7i, Phexiroosa «Nuna hyankka bo7o» yagayda.
2c0305003b	Tohe wobbo atstse un akko baz inggoda aazin unttana bi7ida.
2c030600a5	Yezin Phexiroosa eego, «Taas biran worqqan baaya, yezin taas yezanno ta nees inggoda. Naazirete Yesuus Kiristtoosa suntsite denddii goden hyankan yedhdho» yagayda.
2c0307005b	Yinnippa maaqqii, E mizaqi kushito aykkii dentstsida. Ellisii E tohitan qilchitan minggida.
2c030800a0	Atstsay doollii denddii eqqida. Goden hyankan yedhdhe aykkida. Yinnippa maaqqii, yedhdhitera, doolliteran Xooz galatittera unttara wolla Xoozze keetstsa gelida.
2c03090036	E yedhdhodera Xooz galatoderan asunts ubba eza bi7ida.
2c030a0088	Bi7ide ubba muxaata woossodes lo77o gaaze Xoozze Keetstsa furtsite bettide eza maaqqidanno erida; E hyanidanno bi7i gaama qofara kumida.
2c030b008b	Atstsay Phexiroosappan Wahannisappan duuxoos ga7i aykkii yezin asuntsi ubba gaama qoppii, Solomona furtsi gaaze bessa wolla unttago yi7ida.
2c030c00e6	Phexiroosa asuntsana bi7ide wode asuntsago, «Isra7eele asuntso, akkos hyanne gaama qoppete? Woy akkos nuna dakkii be7ete? Nuunii nu wolqqara woy nu Xooz zhashtide gisho hyay atstsa fa toher yedhdhode gaar yiissada yinttis aazane?
2c030d00bc	Abrahama, Yisaaqa, Yayqooba Xoozze, nu aduntsi Xoozze, fa na7aya Yesuusa bonchchida. Yezin yin hyayqos aatsii inggidaya Philaaxoosa billodes koyin yin E tiino, ‹Nu eza koyoos› yagayda.
2c030e006e	Yin geeshizan xillizan, ‹Nu eza koyoos› ga7i, shemppo wodhidaya yinttis billode gaar Philaaxoosa woossida.
2c030f0054	De7o inggizaya yin wodhida, yezin Xoozii hyayqoppa eza dentstsida. Yinnis nu markka.
2c0310009a	Hyay yin be7izen erize atstse faxii miinggidanna Yesuusa suntsite ammanidanne. Hyay yin ubbunts tiintte eza hyannigaar fatstside E Yesuusa ammanide gisho.
2c0311005e	«Hyatten ta ishuntso, yinttin yinttana kaalitsizunts gaar, erikaayzara oochchidanno ta erane.
2c0312007d	Yezin Xoozii zaga nabunts ubbunts doontte, ‹Kiristtoosa madha ekkodes beezane› yagaydanno yi7i folinttode fana oochchida.
2c03130053	Yikke, Xoozii yin nagartto atto gawude gaar maarotitsi geloten Laatstsago maaqqote.
2c03140078	Laatstse kaleppa mintsitsize wode yinttis ye7ode fana Xoozii eza tiinidhdhii dooride Kiristtoos Yesuusa yinttis dakkoda.
2c03150077	Xoozii fa geeshi nabunts doontte zaga ohidanni gaar ubba bazi killidhdhode wode yellodes Yesuusa salo gam7odes beezane.
2c03160070	Muse, ‹Laatstse Xoozii tana dentsidanni gaar yin gidda fa yinttis nabe dentstsoda. Yin E gaazanno ubba si7ote.
2c03170052	Ye nabize ohizanno si7oosse atstse ooden as giddappa shaakkintti dhaboda› gayda.
2c03180045	«Mahi Saamu7eelappa aykkii yeze nabunts ubba yinna qammitibaz ohida.
2c0319009e	Yin nabunts na7untsana; mahi Xoozii Abrahamas, ‹Sa7a yeze as ubba ta ne kochchiti baggar anjjoda› ga7i nu aduntsis gelide caaqo qaala laattode na7untsana.
2c031a006c	Xoozii yinttana ubba yin iita ogitippa mahi anjjode fana fa na7aya dentsii yinttis tiinii dakkida» yagayda.
2c04010084	Phexiroosan Wahannisan asuntsis ohodera kahinunts hyalaquntsi, Xoozze Keetstsito naagizunts hyalaqizen Saduqaawuntsi unttago yi7ida.
2c04020069	Un Yesuusa hyayqoppa denddidannon E baggara hyayqoppa denddo yezanno asuntsana tamaarsside gisho kaccida.
2c0403005a	Yinnii gisho, unttana aykkii sa7ita uguride gisho wonttode wontsis achi keetstsa geltsida.
2c04040066	Yezin qaala si7iduntsappa gaamuntsi ammanida. Ammanide dhiiratsi asunts faydita ichchin mukul yellida.
2c04050053	Wonttitsiti ode gade ahizunts, cimuntsin, higge asttamaarunts Yerusalaame shiiqida.
2c0406007b	Yentsi asunts gidda kahinunts hyalaqize Haannan, Qayyaafa, Wahannisa, Iskkinddiroyan kahinunts hyalaqa iginuntsi ubba yene.
2c04070070	Phexiroosan Wahannisan fa tiintte essi, «Akko wolqqara woy oode suntsite hyanno yin oochchido?» yaga7i oocida.
2c04080041	Ye wode Phexiroosa Geeshi Ayyaanar kumii, «Ahizuntson, cimuntso,
2c04090064	hyayno hyay tohe wobbo atstses oochinttide lo77o oochchitisin E wayzi faxezako yin nuna qurichchiko,
2c040a00b4	masqalalla yin suxxin, Xoozii hyayqoppa dentstside Naazirete Yesuus Kiristtoosa suntsite hyay atstse faxii yin tiintte eqqiday yinttisin Isra7eele as ubbuntsis erinttidebaz maaqqe.
2c040b0083	«Yin ‹Keexxizuntsi leqqii ixxide shuchchize, keetsi mayzenes omman, ubbappa aadhize shuchchi maaqqida; ye shuchchize Yesuusa.›
