2800000005	Mateo
2c040e004a	Asi vachiona munhu wakange aporeswa amire navo, vakashaiwa chavangapikisa.
2c040f0057	Zvino vakati vavaraira kuti vabude kunze kwedare remakurukota, vakarangana pakati pavo,
2c04100094	vachiti: Tichaitei kuvanhu ava? Nokuti zviri pachena kune vese vagere Jerusarema kuti chiratidzo chinozikanwa chaitwa navo, uye hatigoni kuzviramba.
2c04110085	Asi kuti zvirege kunyanya kuparadzirwa pakati pevanhu, ngativayambirei zvikuru kuti varege kuchizotaura nemunhu upi neupi muzita iri.
2c04120055	Vakabva vavadana, vakavaraira kuti varege kutongotaura kana kudzidzisa muzita raJesu.
2c04130076	Asi Petro naJohwani vakapindura vakati kwavari: Gurai, kana zvakarurama pamberi paMwari kuteerera imwi kupfuura Mwari.
2c04140032	Nokuti isu hatigoni kusataura zvatakaona nekunzwa.
2c041500a5	Zvino vakati vawedzera kuvavhundudzira, vakavaregedza, vasingawani chinhu kuti vangavaranga sei nekuda kwevanhu; nokuti vese vairumbidza Mwari pamusoro pezvakaitika.
2c0416005c	Nokuti munhu wakange apfuura makore makumi mana wakange aitirwa chiratidzo ichi chekuporesa.
2c0417006e	Vakati varegedzwa vakaenda kune vekwavo, vakanopira zvese vapristi vakuru nevakuru zvavakange vataura kwavari.
2c04180093	Zvino ivo vakati vanzwa vakasimudzira inzwi kuna Mwari nemoyo umwe, vakati: Tenzi, imwi Mwari makaita denga nenyika negungwa nezvese zviri mazviri;
2c0419007d	makareva nemuromo waDhavhidhi, muranda wenyu muchiti: Nemhaka yei vahedheni vachiita bope, nevanhu vachifunga zvisina maturo?
2c041a0071	Madzimambo enyika akasimuka, nevatungamiriri vakaungana pamwe chete kumirisana naIshe nekumirisana naKristu wake.
2c041b00a1	Nokuti zvirokwazvo vakaungana vakamirisana neMwanakomana wenyu mutsvene Jesu, wamakazodza, vese Herodhe naPondiyo Pirato pamwe nevahedheni, nevanhu vekwaIsraeri,
2c041c004c	kuti vaite zvese ruoko rwenyu nezano renyu zvamakagara matema kuti zviitike.
2c041d006c	Uye ikozvino Ishe, tarirai kuvhundudzira kwavo, mupe varanda venyu kuti vataure shoko renyu nekusatya kwese,
2c041e0078	pakuti mutandavadze ruoko rwenyu pakuporesa, nezviratidzo nezvishamiso zviitwe nezita reMwanakomana wenyu mutsvene Jesu.
2c041f0098	Zvino vakati vanyengetera nzvimbo yavakange vakaungana pairi yakazununguswa; zvino vakazadzwa vese neMweya Mutsvene, ndokutaura shoko raMwari nekusatya.
2c04200095	Zvino chaunga chevaitenda chaiva nemoyo nemweya umwe; uye kwakange kusina umwe waiti chimwe chezvaaiva nazvo ndechake, asi vakadyidzana zvinhu zvese.
2c0421006e	Uye nesimba guru vaapositori vakapa uchapupu hwekumuka kwaIshe Jesu; nenyasha huru dzikava pamusoro pavo vese.
2c04220096	Nokuti pakange pasina umwe pakati pavo waishaiwa, nokuti vese vaiva vene veminda kana dzimba, vakazvitengesa, vakauisa mutengo wezvinhu zvakatengeswa,
2c04230069	vakaisa patsoka dzevaapositori; uye zvikagoverwa kune umwe neumwe zvichienderana nekushaiwa kwaaiva nako.
2c04240081	NaJose, wakatumidzwa nevaapositori Bhanabhasi, ndokuti kana zvichishandurwa, mwanakomana wenyaradzo, muRevhi weSaipuresi parudzi,
2c04250043	ane munda, wakatengesa, akauisa mari akaisa patsoka dzevaapositori.
2c05010051	Asi umwe murume wainzi Ananiasi, naSafira mukadzi wake, wakatengesa nhumbi dzake,
2c05020069	akazvisiira pamutengo, mukadzi wake achizivawo, akauya nechimwe chikamu, ndokuisa patsoka dzevaapositori.
2c0503007a	Asi Petro wakati: Ananiasi, Satani wazadzirei moyo wako kuti ureve nhema kuMweya Mutsvene, nekuzvisiira pamutengo wemunda?
2c0504009e	Uchiripo hauna kuramba uri wako here, watengeswa wakange usi musimba rako here? Sei waisa mumoyo mako chiito ichi? Hauna kureva nhema kuvanhu, asi kuna Mwari.
2c05050079	Zvino Ananiasi achinzwa mashoko awa, wakawira pasi, akapera; kutya kukuru ndokuwira pamusoro pevese vakanzwa zvinhu izvi.
2c0506003e	Nemajaya akasimuka akamuputira ndokutakurira kunze vakamuviga.
2c0507005e	Zvino zvakaitika maawa anenge matatu apfuura, kuti mukadzi wake asingazivi zvaitika wakapinda.
2c05080060	Petro ndokumupindura akati: Ndiudze kana matengesa munda nezvakadai? Ndokuti: Hongu, nezvakadai.
2c05090084	Petro ndokuti kwaari: Sei matenderana kuedza Mweya waIshe? Tarira, tsoka dzevaviga murume wako pamukova, newe vachakutakurira kunze.
2c050a0084	Ipapo akawira pasi pakarepo patsoka dzake, akapera; majaya akapinda akamuwana afa, akamutakurira kunze ndokuviga nechepamurume wake.
2c050b0055	Kutya kukuru ndokuwira pamusoro pekereke yese nepamusoro pevese vakanzwa zvinhu izvi.
2c050c0084	Uye nemaoko evaapositori kwakaitwa zviratidzo nezvishamiso zvizhinji pakati pevanhu; uye vese vaiva nemoyo umwe muberere raSoromoni.
2c050d005a	Asi pavamwe kwakange kusina munhu wakashinga kuzvisanganisa kwavari; asi vanhu vaivakudza.
2c050e005a	Uye vatendi vakanyanya kuwedzerwa kuna Ishe, zvaunga zvinoti zvevarume zvikati zvevakadzi.
2c050f0099	Zvekuti vatakurira kunze varwere munzira dzemuguta, uye vakaradzika pamibhedha nepanhovo, kuti kana Petro achiuya, kunyange mumvuri udzikatire umwe wavo.
2c05100088	Zvino kwakaunganawo chaunga chemaguta akapoteredza kuJerusarema, vachitakura varwere, nevaitambudzwa nemweya yetsvina, vakaporeswa vese.
2c0511005d	Zvino mupristi mukuru akasimuka, nevese vaiva naye vari sangano reVaSadhusi, vakazara negodo,
2c05120041	vakaisa maoko avo pavaapositori vakavaisa mutirongo revanhu vese.
2c05130049	Asi mutumwa waIshe neusiku wakazarura mikova yetirongo akavabudisa akati:
2c05140045	Endai, mugomira muchitaura mutembere kuvanhu ese mashoko eupenyu uhu.
2c051500f5	Zvino vakati vanzwa, vakapinda mutembere mangwanani-ngwanani vakadzidzisa. Asi mupristi mukuru wakasvika nevaiva naye, vakakokera dare remakurukota pamwe neungano yese yedare revakuru revana vaIsraeri, vakatumira mapurisa kutirongo kuti vauiswe.
2c0516004c	Asi mapurisa akati achisvika, akasavawana mutirongo; akadzoka akapira shoko,
2c0517009f	achiti: Tirongo zvirokwazvo takawana rakavharwa nekuchengetedzwa kwese, nevarindi vamire panze pamberi pemikova; asi tati tazarura, mukati hatina kuwana munhu.
2c05180091	Zvino mupristi nemutungamiriri wetembere nevapristi vakuru vakati vanzwa mashoko iwayo, vakasava nechokwadi pamusoro pavo, kuti izvi zvichazovei.
2c05190071	Zvino kwakasvika umwe akavaudza achiti: Tarirai, varume vamakaisa mutirongo vamire mutembere vachidzidzisa vanhu.
2c051a006f	Zvino mutungamiriri nemapurisa vakaenda vakauya navo kwete nesimba, nokuti vaitya vanhu kuti vasatakwa nemabwe.
2c051b0056	Vakati vavauisa vakavamisa pamberi pedare remakurukota. Mupristi mukuru ndokuvabvunza,
2c051c00a8	achiti: Hatina kukurairisai kuti musadzidzisa nezita iri here? Zvino tarirai, mazadza Jerusarema nedzidziso yenyu, uye muchishuva kuuisa ropa remunhu uyu pamusoro pedu.
2c051d0059	Zvino Petro nevaapositori vakapindura vakati: Zvakafanira kuteerera Mwari kupfuura vanhu.
2c051e0052	Mwari wemadzibaba edu wakamutsa Jesu, iye wamakauraya imwi, mukaremberedza pamuti.
2c051f0079	Iye uyu Mwari wakamusimudza neruoko rwake rwerudyi, ave Muvambi neMuponesi, kupa Israeri kutendeuka nekanganwiro yezvivi.
2c0520005f	Uye isu tiri zvapupu zvake zvezvinhu izvi, neMweya Mutsvenewo, Mwari waakapa avo vanomuteerera.
2c0521003f	Zvino vakati vanzwa vakashatirwa kwazvo, vakarangana kuvauraya.
2c052200a9	Ipapo kukasimuka umwe padare remakurukota, muFarisi wainzi Gamarieri, mudzidzisi wemurairo, waikudzwa nevanhu vese, akaraira kuti vaapositori vabudiswe chinguva chidiki.
2c05230057	Ndokuti kwavari: Varume VaIsraeri, zvichenjererei maererano nevanhu ava, zvamoda kuita.
2c052400e3	Nokuti mazuva ano asati asvika kwakamuka Tudhasi, achiti iye pachake wakange ari munhu, uwandu hwevanhu hunenge mazana mana vakazvisanganisa naye; iye wakaurawa, nevese vaimuteerera neuwandu hwavo vakaparadzirwa, vakava pasina.
2c052500ab	Shure kweuyu kukamuka Judhasi muGarirea, pamazuva ekuverengwa, akakwevera vanhu vazhinji shure kwake; iyewo wakaparara, nevese vakamuteerera neuwandu hwavo vakaparadzirwa.
2c05260080	Zvino ikozvino ndinoti kwamuri: Sudurukai kuvanhu ava, muvarege, nokuti kana zano iri kana basa iri riri revanhu, richaparadzwa.
2c05270059	Asi kana zviri zvaMwari, hamugoni kuzviparadza; kuti zvimwe muwanikwe muchirwa naMwariwo.
2c05280076	Vakamuteerera; uye vakati vadanira vaapositori kwavari vakavarova, vakavaraira kusataura muzita raJesu, vakavaregedza.
2c0529006b	Naizvozvo vakabva pazviso zvedare remakurukota, vachifara kuti vakafanirwa nekuzvidzwa nekuda kwezita rake.
2c052a005f	Uye mazuva ese mutembere nepaimba imwe neimwe havana kumira kudzidzisa nekuparidza Jesu Kristu.
2c060100b9	Zvino nemazuva iwayo, vadzidzi vachiwanda, kwakamuka kunyunyuta kwemaHerenisiti akanangana neVaHebheru, nokuti chirikadzi dzavo dzaiva dzisingatariswi pakushandirwa kwemusi umwe neumwe.
2c0602008a	Zvino vanegumi nevaviri vakadanira kwavari chaunga chevadzidzi, vakati: Hazvina kufanira kuti isu tisiye shoko raMwari, tishande matafura.
2c06030092	Naizvozvo, hama, tarirai pakati penyu varume vanomwe vanopupurirwa zvakanaka, vazere neMweya Mutsvene nenjere, vatingagadza pabasa rakafanira iri.
2c0604003b	Asi isu tichatsungirira pamunyengetero neushumiri hweshoko.
2c060500df	Zvino shoko rikafadza pamberi pechaunga chese; uye vakasarudza Sitefano, murume azere nerutendo uye neMweya Mutsvene, naFiripi, naProkoro, naNikanori, naTimoni, naPamenasi, naNikoraosi weAndiyokiya wakatendeukira kuVaJudha,
2c06060057	vavakagadza pamberi pevaapositori; uye vakati vanyengetera vakaisa maoko pamusoro pavo.
2c0607008f	Zvino shoko raMwari rikakura, uye uwandu hwevadzidzi hukapamhidzira muJerusarema zvikurusa, nechaunga chikuru chevapristi chakateerera rutendo.
2c0608005e	Zvino Sitefano azere nerutendo nesimba wakaita zvishamiso nezviratidzo zvikuru pakati pevanhu.
2c06090093	Zvino kwakamuka vamwe vesinagoge rinonzi reVakasununguka, neVaKureni, neVaAreksandiria, nereavo vaibva Kirikia neAsia, vachikakavadzana naSitefano.
2c060a0042	Asi vakange vasingagoni kupikisa uchenjeri neMweya waaitaura nawo.
2c060b005f	Ipapo vakamutsa varume vaiti: Tamunzwa achitaura mashoko anonyomba akanangana naMozisi naMwari.
2c060c0062	Zvino vakamutsa vanhu nevakuru nevanyori, vakamusvikira vakamubata vakamuuisa kudare remakurukota,
2c060d007a	ndokuisapo zvapupu zvenhema zvakati: Munhu uyu haamiri kutaura mashoko anomhura achipokana nenzvimbo iyi tsvene nemurairo,
2c060e0074	nokuti tamunzwa achiti uyu Jesu muNazareta achaparadza nzvimbo iyi, uye achashandura tsika Mozisi dzaakatikumikidza.
2c060f006d	Zvino vese vakange vagere padare remakurukota vakamudzvokora, vakaona chiso chake sechainge chiso chemutumwa.
2c0701003a	Zvino mupristi mukuru akati: Ko zvinhu izvi zvakadai here?
2c07020090	Zvino akati: Varume, hama nemadzibaba, teererai. Mwari wekubwinya wakaonekwa kuna baba vedu Abhurahama vari muMesopotamia, vasati vagara Harani,
2c0703004f	akati kwaari: Buda munyika yako nekuhama dzako, uuye kunyika yandichakuratidza.
2c07040099	Zvino vakabuda munyika yeVaKaradhia, vakagara muHarani; zvino kubva ipapo shure kwekufa kwababa vavo, wakavabvisira kunyika iyi yamunogara imwi ikozvino;
2c07050094	asi haana kuvapa nhaka mairi, kwete kunyange chitsiko chetsoka, asi wakavimbisa kuvapa iyo ive yavo, neyembeu yavo shure kwavo, vasati vava nemwana.
2c07060084	Mwari ndokutaura seizvi, kuti mbeu yavo ichava mutorwa kunyika yeumweni, uye vachaiita nhapwa nekuibata zvakaipa makore mazana mana;
2c0707008b	asi rudzi urwo rwavachava varanda kwarwuri ndicharwutonga ini, wakadaro Mwari; uye shure kweizvozvo vachabuda vagondishumira panzvimbo ino.
2c0708009d	Zvino akavapa sungano yedzingiso, naizvozvowo vakabereka Isaka, vakamudzingisa zuva rerusere; naIsaka wakabereka Jakobho; naJakobho mateteguru gumi nemaviri.
2c07090049	Mateteguru akagodoka, vakatengesa Josefa kuEgipita; asi Mwari waiva naye.
2c070a009c	Akamusunungura pamatambudziko ake ese, akamupa nyasha nenjere pamberi paFarao mambo weEgipita; ndokumuita mutungamiriri pamusoro peEgipita neimba yake yese.
2c070b0067	Zvino kwakauya nzara panyika yese yeEgipita neKenani, nedambudziko guru; madzibaba edu akasawana kudya.
2c070c005a	Asi Jakobho wakati anzwa kuti kwaiva nezviyo kuEgipita, wakatuma madzibaba edu kwekutanga.
2c070d006a	Zvino kwechipiri Josefa wakaziviswa kuvanakomana vababa vake; uye rudzi rwaJosefa rwukaziviswa kuna Farao.
2c070e0068	Zvino Josefa akatumira akadana baba vake Jakobho nehama dzake dzese, iri mweya makumi manomwe nemishanu.
2c070f003f	Zvino Jakobho akaburukira Egipita, ndokufa iye nemadzibaba edu;
2c0710007f	uye vakatakurirwa Shekemi, vakaradzikwa paguva Abhurahama raakange atenga nemutengo wesirivheri kuvanakomana vaEmori weShekemi.
2c07110077	Zvino nguva yechivimbiso yakati yaswedera Mwari chaakange apikira kuna Abhurahama, vanhu vakakura, vakawanda muEgipita,
2c07120035	kusvikira umwe mambo amuka wakange asingazivi Josefa.
2c07130073	Ndiye wakabata rudzi rwedu nemano-mano, akatambudza madzibaba edu, achivarasisa vacheche vavo kuti varege kurarama.
2c0714006d	Munguva iyoyo Mozisi wakaberekwa, uye wakange akanaka kuna Mwari; ndokurerwa mumba mababa vake mwedzi mitatu.
2c0715005c	Zvino wakati araswa, mukunda waFarao akamunonga, akazvirerera iye kuti ave mwanakomana wake.
2c07160057	Mozisi akadzidziswa muuchenjeri hwese hweVaEgipita; akava nesimba pamashoko nepamabasa.
2c0717006b	Zvino makore makumi mana akati asvika kwaari, zvakasvika mumoyo make kushanyira hama dzake, vana vaIsraeri.
2c0718006e	Zvino achiona umwe achiitirwa zvisakarurama, akamurwira ndokutsivira wakange achitambudzwa, akarova muEgipita;
2c0719006f	zvino waifunga kuti hama dzake dzichanzwisisa kuti Mwari anovapa ruponeso neruoko rwake; asi havana kunzwisisa.
2c071a0087	Zvino zuva raitevera wakazvionesa kwavari vachirwa, akavayananisa nesimba achiti: Varume, imwi muri hama; munoitiranirei zvisakarurama?
2c071b007d	Zvino iye wakange achiitira umwe wake zvakaipa wakamusundidzira achiti: Ndiani wakuita mutungamiriri nemutongi pamusoro pedu?
2c071c003a	Iwe unoda kundiuraya, sezvo wakauraya muEgipita zuro here?
2c071d0066	Zvino neshoko iri Mozisi wakatiza, ndokuva mutorwa munyika yeMidhiani, kwaakabereka vanakomana vaviri.
2c071e007d	Zvino makore makumi mana akati azadziswa, kwakaonekwa kwaari murenje regomo Sinai mutumwa waIshe mumurazvo wemoto wemugwenzi.
2c071f007b	Mozisi wakati aona, akashamisika nechionekwa ichi; zvino paaiswedera kunocherekedza, inzwi raIshe rikasvika kwaari richiti:
2c07200085	Ndini Mwari wemadzibaba ako, Mwari waAbhurahama, naMwari waIsaka, naMwari waJakobho. Zvino Mozisi akadedera akasashinga kucherekedza.
2c0721005f	Zvino Ishe akati kwaari: Kurura shangu patsoka dzako, nokuti nzvimbo yaumire pairi ivhu dzvene.
2c07220094	Ndaonesesa dambudziko revanhu vangu vari muEgipita, ndikanzwa kugomera kwavo, zvino ndaburuka kuzovasunungura; ikozvino uya, ndichakutuma kuEgipita.
2c072300ae	Uyu Mozisi wavakaramba vachiti: Ndiani wakakuita mutungamiri nemutongi? Ndiye Mwari waakatuma kuva mutungamiriri nemudzukunuri neruoko rwemutumwa, wakaonekwa kwaari mugwenzi.
2c07240070	Iye akavabudisa, aita zvishamiso nezviratidzo munyika yeEgipita nemuGungwa Dzvuku, nemurenje makore makumi mana.
2c07250085	Ndiye uyu Mozisi wakati kuvana vaIsraeri: Ishe Mwari wenyu achakumutsirai Muporofita pahama dzenyu, wakafanana neni; muchamunzwa iye.
2c0726008c	Uyu ndiye wakange ari mukereke murenje, ane mutumwa wakataura naye mugomo Sinai ane madzibaba edu; wakagamuchira mashoko mapenyu kuti atipe.
2c07270074	Ndiye madzibaba edu wavakange vasingadi kuteerera; asi vakamusundidzira parutivi, vakadzokera kuEgipita mumoyo yavo.
2c0728007d	Vachiti kuna Aroni: Tiitire vamwari vachatitungamirira; nokuti Mozisi uyu wakatibudisa munyika yeEgipita, hatizivi zvamuwira.
2c07290061	Zvino vakaita mhuru mumazuva ayo, vakauisa chibairo kuchifananidzo, vakafara nemabasa emaoko avo.
2c072a00d2	Zvino Mwari akafuratira, akavakumikidza kuti vashumire hondo yekudenga, sezvakanyorwa mubhuku revaporofita, zvichinzi: Ko makauisa kwandiri here zvibairo nezvipo makore makumi mana murenje, imwi imba yaIsraeri?
2c072b009c	Uye makatakura tabhenakeri yaMoroki, nenyeredzi yamwari wenyu Remifani, zvifananidzo zvamakaita kuti muzvinamate; uye ndichakutamisirai mberi kweBhabhironi.
2c072c0080	Madzibaba edu aiva netabhenakeri yeuchapupu murenje, sekuraira kwaiye wakataura naMozisi kuti aiite nemufananidzo waakange aona;
2c072d00ad	yakatiwo madzibaba edu aitevera aigamuchira, akaipinza pamwe naJoshua munhumbi dzevahedheni, Mwari vaakadzinga pamberi pechiso chemadzibaba edu, kusvika kumazuva aDhavhidhi;
2c072e0051	wakawana nyasha pamberi paMwari, akakumbira kuwanira Mwari waJakobho tabhenakeri.
2c072f001f	Asi Soromoni wakamuvakira imba.
2c07300057	Asi Wekumusoro-soro haagari mutembere dzakaitwa nemaoko, sezvinoreva muporofita achiti:
2c07310098	Denga chigaro changu cheushe, nenyika chitsiko chetsoka dzangu; muchandivakira imba yakadini? ndizvo zvinoreva Ishe; kana nzvimbo yezororo rangu ndeipi?
2c07320031	Ruoko rwangu haruna kuita zvinhu izvi zvese here?
2c07330089	Imwi vemitsipa mikukutu uye vasina kudzingiswa pamoyo nenzeve, imwi munogara muchipikisa Mweya Mutsvene; semadzibaba enyu saizvozvo imwi.
2c07340099	Ndeupi wevaporofita madzibaba enyu wavasina kushusha? Vakauraya avo vaifanozivisa nezvekuuya kweWakarurama, iye ikozvino wamava vatengesi nevaurayi vake.
2c07350045	Imwi vakagamuchira murairo neurongwa hwevatumwa, asi mukasauchengeta.
2c07360049	Zvino vanzwa zvinhu izvi vakabaiwa pamoyo yavo, vakamugedera-gedera meno.
2c07370072	Asi azere neMweya Mutsvene wakatarisisa kudenga, akaona kubwinya kwaMwari, naJesu amire kuruoko rwerudyi rwaMwari,
2c07380062	akati: Tarirai, ndinoona matenga akazaruka, neMwanakomana wemunhu amire kuruoko rwerudyi rwaMwari.
2c07390059	Zvino vakadanidzira nenzwi guru, vakadzivira nzeve dzavo, vakamhanyira paari nemoyo umwe;
2c073a0070	vakamubudisira kunze kweguta, ndokumutaka nemabwe; nezvapupu zvikaisa nguvo dzazvo patsoka dzejaya rainzi Sauro.
2c073b0054	Zvino vakataka Sitefano nemabwe, achidana achiti: Ishe Jesu, gamuchirai mweya wangu.
2c073c0077	Zvino wakafugama, akadanidzira nenzwi guru, achiti: Ishe, musavaverengera chivi ichi. Zvino wakati areva izvi, akarara.
2c080100d2	Zvino Sauro wakange achitenderana nerufu rwake. Zvino pazuva iro kwamuka kushushwa kukuru kwakanangana nekereke yaiva paJerusarema; vese ndokuparadzirwa kunyika dzese dzeJudhiya neSamaria, kunze kwevaapositori.
2c0802003b	Varume vaitya Mwari vakaviga Sitefano, vakamuchema zvikuru.
2c08030070	Asi Sauro wakaparadza kereke, achipinda muimba imwe neimwe, achikakata varume nevakadzi nekukumikidza mutirongo.
2c0804003f	Naizvozvo avo vakange vaparadzirwa vakagura vachiparidza shoko.
2c08050041	Firipi ndokuburukira kuguta reSamaria, akaparidza Kristu kwavari.
2c08060067	Zvaunga ndokuteerera nemoyo umwe kuzvinhu zvinotaurwa naFiripi, pavakanzwa nekuona zviratidzo zvaaiita.
2c08070090	Nokuti mweya yetsvina yakabuda kuvazhinji vaiva vakabatwa, ichidanidzira nenzwi guru; nevazhinji vakange vakafa mitezo nevaikamhina vakaporeswa.
2c08080029	Zvino kwakava nemufaro mukuru muguta iro.
2c08090071	Zvino umwe murume, wainzi Simoni, waimboita un'anga paguta, achishamisa rudzi rweSamaria, achizviti munhu mukuru;
2c080a0054	wavaiteerera vese kubva kumudiki kusvika kumukuru, vachiti: Uyu isimba guru raMwari.
2c080b0043	Zvino vaimuteerera, nokuti wakange avashamisa neun'anga nguva refu.
2c080c008f	Zvino vakati vatenda Firipi achiparidza mashoko akanaka nezveushe hwaMwari uye nezvezita raJesu Kristu, vakabhabhatidzwa vese varume nevakadzi.
2c080d0087	NaSimoniwo pachake wakatenda, zvino wakati abhabhatidzwa, wakagara naFiripi; akashamisika, achiona mabasa esimba nezviratidzo zvaiitwa.
2c080e007e	Zvino vaapositori vaiva paJerusarema vakati vanzwa kuti Samaria yagamuchira shoko raMwari, vakatumira kwavari Petro naJohwani;
2c080f004c	ivo vakati vaburukirako vakavanyengeterera, kuti vagamuchire Mweya Mutsvene;
2c08100069	nokuti wakange asati aburukira pamusoro peumwe wavo, asi vakange vabhabhatidzwa muzita raIshe Jesu chete.
2c08110046	Ipapo vakaisa maoko pamusoro pavo, zvino vakagamuchira Mweya Mutsvene.
2c08120066	Zvino Simoni wakati aona kuti nekuiswa kwemaoko evaapositori Mweya Mutsvene waipiwa, akavavigira mari,
2c08130067	achiti: Ndipei neni simba iri, kuti pana ani nani wandinoisa maoko pamusoro, agamuchire Mweya Mutsvene.
2c08140083	Asi Petro wakati kwaari: Sirivheri yako pamwe newe ngazvive zvekuparadzwa, nokuti wafunga kuti chipo chaMwari chingawanikwa nemari.
2c08150055	Hauna mugove kana nhaka pashoko iri. Nokuti moyo wako hauna kururama pamberi paMwari.
2c0816006a	Naizvozvo tendeuka pakuipa kwako uku, ukumbirise Mwari, kuti zvimwe murangariro wemoyo wako uukanganwirwe.
2c0817003d	Nokuti ndinoona kuti uri munduru inovava, uye musungo weuipi.
2c08180081	Zvino Simoni akapindura akati: Ndikumbirirei imwi kuna Ishe, kuti pasava nechimwe chezvinhu zvamataura chingawira pamusoro pangu.
2c08190083	Naizvozvo vakati vapupura nekutaura shoko raIshe, vakadzokera kuJerusarema, uye vakaparidza evhangeri mumisha mizhinji yeVaSamaria.
2c081a0093	Zvino mutumwa waIshe wakataura kuna Firipi, achiti: Simuka, upfuurire kuchamhembe kunzira inoburuka kubva kuJerusarema ichienda kuGaza; iyo irenje.
2c081b00b7	Zvino wakasimuka akaenda; zvino tarira murume weEtiopia, mutenwa, gurukota guru raKandase mambokadzi weVaEtiopia, waiona nezvefuma yake yese, uye wakange auya kuJerusarema kuzonamata,
2c081c0049	wakange achidzokera uye agere mungoro yake, achiverenga muporofita Isaya.
2c081d0039	Mweya ndokuti kuna Firipi: Swedera unamatire pangoro iyi.
2c081e006e	Firipi ndokumhanyirako, akamunzwa achiverenga muporofita Isaya, ndokuti: Zvino unonzwisisa zvaunoverenga here?
2c081f0078	Iye ndokuti: Zvino ndingagona sei, kunze kwekuti umwe munhu andirairira? Zvino akakumbira Firipi kuti akwire agare naye.
2c082000b0	Zvino ndima yerugwaro yaaiverenga yaiva iyi: Wakatungamirirwa segwai rinoenda kunobaiwa; uye segwayana rinyerere pamberi pemuvevuri waro, saizvozvo haana kushamisa muromo wake.
2c0821007b	Mukuninipiswa kwake mutongo wake wakabviswa, zvino ndiani acharondedzera zera rake? Nokuti upenyu hwake hunobviswa panyika.
2c0822007c	Mutenwa ndokupindura Firipi akati: Ndinokukumbirisa, muporofita anoreva izvi maererano nani? Nezvake amene kana nezveumwewo?
2c08230052	Firipi ndokuzarura muromo wake; akatanga parugwaro irworwo, ndokumuparidzira Jesu.
2c08240078	Zvino pavaifamba munzira, vakasvika pane imwe mvura; mutenwa ndokuti: Heyi mvura; chii chinondidzivirira kubhabhatidzwa?
2c0825007f	Firipi ndokuti: Kana uchitenda nemoyo wese, zvinotenderwa. Akapindura ndokuti: Ndinotenda kuti Jesu Kristu Mwanakomana waMwari.
2c08260069	Zvino akaraira ngoro kuti imire; ndokuburukira mumvura vari vaviri, Firipi nemutenwa; ndokumubhabhatidza.
2c08270085	Zvino vakati vakwira kubva mumvura, Mweya waIshe wakabvuta Firipi; mutenwa ndokusazomuonazve; nokuti wakafamba nenzira yake achifara.
2c0828006f	Asi Firipi wakawanikwa paAzota; uye achipfuura wakaparidza evhangeri kumaguta ese, kusvikira asvika paKesariya.
2c09010067	Zvino Sauro, achiri kufema kutyisa nekuuraya akamirisana nevadzidzi vaIshe, wakaenda kumupristi mukuru,
2c09020093	akakumbira kwaari magwaro ekuenda Dhamasiko kumasinagoge, kuti kana awana chero venzira iyo vese varume nevakadzi, avauise vakasungwa kuJerusarema.
2c0903006e	Zvino pakufamba, wakaswedera kuDhamasiko; zvino kamwe-kamwe kwakapenya kwakamupoteredza chiedza kubva kudenga;
2c09040051	zvino wakawira pasi, akanzwa inzwi richiti kwaari: Sauro, Sauro, unondishushirei?
2c0905006a	Zvino akati: Ndimwi ani, Ishe? Ishe ndokuti: Ndini Jesu waunoshusha iwe; zvinokuremera kukavana nezvibayo.
2c09060093	Achidederawo nekushamisika wakati: Ishe, chii chamunoda kuti ndiite? Ishe ndokuti kwaari: Simuka upinde muguta, zvino uchaudzwa zvaunofanira kuita.
2c0907005b	Zvino varume vaifamba naye vakamira vasina remuromo, vachinzwa inzwi, asi vasingaoni munhu.
2c0908007b	Zvino Sauro akasimuka kubva pasi; asi meso ake azarurwa, haana kuona munhu. Zvino vakamubata ruoko, vakamuuisa kuDhamasiko.
2c0909003a	Akava nemazuva matatu asingaoni, uye asingadyi kana kunwa.
2c090a008f	Zvino pakange pane umwe mudzidzi paDhamasiko wainzi Ananiasi; Ishe ndokuti kwaari muchiratidzo: Ananiasi! Zvino akati: Tarirai ndiri pano Ishe.
2c090b0098	Ishe ndokuti kwaari: Simuka uende munzira yemuguta inonzi Yakarurama, ugobvunza mumba maJudhasi munhu anonzi Sauro, weTaso; nokuti tarira anonyengetera,
2c090c005a	uye waona muchiratidzo murume anonzi Ananiasi achipinda nekuisa ruoko paari, kuti aonezve.
2c090d0089	Asi Ananiasi wakapindura akati: Ishe, ndakanzwa nevazhinji zvemurume uyu, zvakakura sei zvakaipa zvaakaitira vatsvene venyu paJerusarema;
2c090e004d	uye pano ane simba kubva kuvapristi vakuru, kusunga vese vanodana zita renyu.
2c090f0091	Asi Ishe wakati kwaari: Enda, nokuti iye mudziyo wakasarudzwa kwandiri, kutakurira zita rangu pamberi pevahedheni nemadzimambo, nevana vaIsraeri;
2c09100053	nokuti ini ndichamuratidza kuti anofanira kutambura zvakadini nekuda kwezita rangu.
2c091100c3	Zvino Ananiasi wakaenda ndokupinda mumba, ndokuisa maoko pamusoro pake akati: Sauro hama, Ishe wandituma, Jesu wakaonekwa kwauri munzira yawakauya nayo, kuti uonezve uye uzadzwe neMweya Mutsvene.
2c09120067	Zvino pakarepo kwakawa mumeso ake zvinenge mafunurwa, akaonazve pakarepo, uye asimuka wakabhabhatidzwa.
