2a00000006	Lukasi
2a0c0700aa	Laluaꞌopo ikomiu, sombo laino wuumiu Ro doaꞌoto Ue Ala. Hoꞌioto puꞌuno, hooto imedoito akono ikomiu No pehohawa komiupo Ue Ala sekonopo sui-sui dena henu adio.”
2a0c0800a3	“Iaku mepau mboꞌu ndi ikomiu, araisia henu umakuiꞌo i aroro mia taꞌalu iwono tumonda Aku, Ana Manusia mboꞌu ungga umakuiꞌo i aroro malaꞌekaro Ue Ala.
2a0c090064	Kanggo araisia henu humapu Aku i aroro mia, iwono mboꞌu ungga Kuhapuo i aroro malaꞌekaro Ue Ala.
2a0c0a0097	Araisia mepau teꞌaso umewaꞌiro Ana Manusia, iwono da bisa kinadudui. Kanggo araisia henu sumosaꞌaiꞌo Penao Mempori iwono kanolo bisa kinadudui.
2a0c0b00cb	Taꞌalu ikomiu rinako ka winawo meꞌaro la puꞌu petewawo agama ara la to poparenta, hooto ikomiu salalaro mongkono araꞌehende ikomiu meꞌoloiꞌo koroimiu, ara mongkono pio henu nggale mempauꞌo.
2a0c0c0063	Akono i tempo raaꞌa mboꞌu Penao Mempori nggale paguru komiu opio henu nggale ikomiu pauꞌo.”
2a0c0d00ab	Aso mia teꞌembu la mia adio raaꞌa pepumpu rahea mepau ndi iworo Iesu, “Guru, pauꞌakeo la petianggu kano poweiꞌakune tia pusaka teꞌembu la mia mosuꞌo mami.”
2a0c0e007a	Kanggo Iesu mepau, “Petia, kano hina mia henu motoro Aku gagi puꞌu pobitara ara gagi puꞌu pontia pusaka i olomiu.”
2a0c0f00d0	Kanoamba Iesu mepau mboꞌu la mia pepumpu rahea, “Petangkoroto kano ikomiu hooto minggi peꞌueꞌo lowo ihino wawontolino. Akono maupo aga-agando adio, kano aga-aga raaꞌa henu nggale mokopotuwu kito.”
2a0c100081	Umari raaꞌa Iesu montutuluꞌakero aso ande-ande mpau lenie, “Hina aso mia henu sugi henu takau adio wue pinopahono i lereno.
2a0c110092	Iwono mesikeno la aroano lenie, ‘Pio henu kunggale wowauꞌo? Akono andono hina ponaꞌa henu kunggale pakeꞌo numaꞌo wue pinopahonggu.’”
2a0c1200c2	Pokotompaano iwono mongee, “Lenie henu asolekono kuwowauꞌo! Iaku betaho siꞌenggu, kakuꞌamba mowangu mboꞌu siꞌe henu lalua langkai nggale ponaaꞌanggu gandu ka lowono aga-aganggu.”
2a0c1300b6	Umarino raaꞌa iaku nggale mongee la koroinggu lenie, “Adioto aga-aga henu unaaꞌo. Sombooto no pinake la popio ntaꞌu. Penao-naoto, mponggaato, poꞌenuto ka pesana-sanaato.”
2a0c1400a3	Kanggo Ue Ala mepau la mia raaꞌa, “Iiko mia bebe, wongi koa neea mboꞌu Iaku nggale umaleo penaomu. Gagi, wineiꞌako ndi isia lowono henu ninaamu raaꞌa?”
2a0c150080	“Liraꞌato henu nggale gagi la mia henu mpeꞌusaha mopumpu aga-aga tiano koroino liono ka iwono kano sugi i aroro Ue Ala.”
2a0c1600f8	Iesu mepau ndi iworo henu tumondaꞌIro, “Hoꞌioto puꞌuno Iaku mepau ndi ikomiu, hooto imensalalaro mewowoloꞌo tuwumiu, mongkono arapio henu nggale imengkaango. Ka hooto imensalalaro mewowoloꞌo koroimiu mongkono opio henu nggale pinakemiu.
2a0c170046	Akono tuwu raaꞌa mantuduopo ka kaanga ka koroi mantuduopo ka parewa.
2a0c1800ca	Perurupaꞌo sui-sui paa-paa, iworo karo pompaho ka karo mensowi. Iworo kano hina siꞌero, kanggo Ue Ala moweiꞌakero kaanga. Tamuako ikomiu, mantudu komiupo i aroro Ue Ala sekonopo sui-sui raꞌiroa.
2a0c190062	Isia teꞌembu ndi ikomiu henu saru salalarono moko tambaiꞌo tinuwuno maupo butu teꞌesi tokoa?
2a0c1a007f	Gagi, taꞌalu henu motutu heleo montambai tinuwu ikomiu kailo pokowowauꞌo, tembio kai mensalalaro mongkono kaanga ka parewa?
2a0c1b00cd	Kiteoto sisi bonse henu tuwu i lere. Iworo karo mpoꞌangga mobea ka iworo karo pontanu. Kanggo Iaku mepau ndi ikomiu, mokole Solema, maupo no sugi iwono kano peparewa meꞌambo heleo sisi bonse raꞌiroa.
2a0c1c00e0	Taꞌalu liraꞌa Ue Ala moko meꞌamboꞌo sisi bonse i lere henu oleo neea tuwu ka isomo tinadi la apui. Tamuako ikomiu, asolekono Ue Ala nggale mowei komiu parewa henu pinaralumiu, hei ikomiu mia tai mompeꞌalo-alo lahi!
2a0c1d0090	Gagi, hooto imedungku mpewowoloꞌo arapio inggale mponggaa ka arapio henu inggale mpoꞌenu. Ka hooto imensalalaro mongkono lowoakoano raaꞌa.
2a0c1e00a0	Lowono raaꞌa pia ro mewusuꞌo mia kano to Iahudi i wawontolino neea. Menteeꞌano, Umamiu i suruga tumoꞌorio taꞌalu ikomiu paraluꞌo lowoakoano raaꞌa.
2a0c1f00b6	Gagi henu takau mantudu, peꞌusahato kano Ue Ala momparenta i laro ntinuwumiu. Taꞌalu liraꞌato imewowauꞌo, lowono pinaralumiu henu mesueno matantu Iwono nggale moweiꞌakomiu.
2a0c200097	Ikomiu ana guruNggu maupono kano adio komiu, hooto imedoito. Akono Umamiu henu i suruga saru sanaa aroa mokogagi komiu gagi bawaaNo i laro PoparentaNo.
2a0c2100f8	Impeꞌoliakeoto aga-agamiu, doino tia-tiaꞌo la mia mokokolaro. Wowauꞌoto kadu-kadu henu tai nggale molulu, iwonoto raaꞌa aga-aga henu tai hina pinggoano i suruga, inderio henu mponako kano pokoponakoo mboꞌu ka ane kano bisa mokomowuruꞌo.
2a0c22005d	Wowauꞌoto lowoakoano raaꞌa akono inderio aga-agamiu no poꞌia, rahea mboꞌu aroamiu.”
2a0c230094	Iesu lumiuakeo mboꞌu pauNo lenie, “Ikomiu asolekono sadia mpihe momparakai Ue Ala heleo ata mpeboo-boo ntonga mpihe, ka mompolanga mpihe palita.
2a0c2400a5	Ka ikomiu asolekono heleo ata-ata henu monsikori ueno mekule teꞌembu la mpetaoꞌa. Taꞌalu iwono hawe ka metingko-tingko bonso, iworo ronga umungkahiakero bonso.
2a0c2500ce	Meꞌurairoto suꞌu ata raꞌiroa, taꞌalu uero mekuleoto humaweꞌiro tekonai pegagai. Mentee suꞌu Iaku mepau ndi ikomiu, uero raaꞌa nggale metangkoro ka tumenaꞌiro metunda ka moweiꞌakero kaanga.
2a0c26007f	Liraꞌa mboꞌu taꞌalu iwono hawe porontonga wongi ara orambi mowanda ka humaweꞌiro tekonai pegagai, meꞌurairoto suꞌu.
2a0c2700bc	Kanggo Iaku mepau ndi ikomiu, taꞌalu ueno doha tumoꞌorio langku popio mia monako hawe, matantu ueno doha raaꞌa megagai, ka kano poꞌineengo mia monako raaꞌa mendamo i laro dohano.
2a0c28008f	Liraꞌa koamboꞌu ikomiu. Ikomiu asolekono pegagai mpihe sombo oleo, akono tempono haweꞌaRo mekule Ana Manusia, ikomiu kai mentoꞌorio.”
2a0c29006f	Umari raaꞌa i Peturu mesikeno, “Ue, samana ikami henu tinungkaiMu la ande-ande mpau neea ara lowono mia?”
2a0c2a00db	Iesu sumangki saru ande-ande mpau lenie, “Nginehele hina teꞌaso ata henu metenunu ka mpande, atato raaꞌa henu nggale pinotorono ueno gagi puꞌu petewawo ata henu mesue, kano iwono moweiꞌakero kaanga sombo oleo.
2a0c2b0068	Meꞌuraoto suꞌu ata henu pinotoro raaꞌa tempono ueno raaꞌa hawe humaweꞌo mowowau heleo raaꞌa.
2a0c2c0065	Mentee suꞌu Iaku mepau ndi ikomiu, ueno raaꞌa nggale motoroꞌo gagi moꞌurusu lowono aga-agano.
2a0c2d00d6	Kanggo taꞌalu ata raaꞌa mepau i laro aroano lenie, ‘Uenggu da epie kanoamba mekule.’ Teꞌembu rahea mompamulaoto tumunduhio ata-ata henu mesueno, tama ka erowai ka monggaa saru moꞌenu ranta kano molangu.
2a0c2e00dc	Kanggo tekonai no mowowau liraꞌa, bingkosako haweoto ueno la oleo ka tempo henu kano toꞌorio. Ueno raaꞌa teꞌingga nggale humukuꞌo ata raaꞌa menggena heleo pohukuꞌa la mia henu tai metenunu ndi iworo Ue Ala.
2a0c2f0089	Ata henu tumoꞌorio poꞌeheno ueno, kanggo iwono kano pegagai ka iwono kano wowauꞌo poꞌeheno ueno, asolekono tinunduhi menggo adio.
2a0c30015a	Kanggo ata henu kano toꞌorio poꞌeheno ueno ka mowowau henu tai mentee ranta wowauꞌo kano tinunduhi, iwono kanolo tinunduhi menggo adio. Liraꞌa koamboꞌu isia henu pinoweiꞌako adio, nggale pinomoni adio teꞌembu ndi iwono. Ka araisia henu No pineꞌalo-aloꞌakero Ue Ala adio, Ue Ala mboꞌu nggale momoni adio teꞌembu ndi iwono.”
2a0c310070	“Iaku hawe nggale mompetadiako apui teposisalaa i wawontolino ka Iaku takau merorohio apui raaꞌa melangaoto.
2a0c320066	Kanggo Iaku asolekono montarima marasaiꞌa. AroaNggu takau kano rodo ambono marasaiꞌa raaꞌa gagi.
2a0c330076	Hooto impewowoloꞌo taꞌalu Iaku hawe mowawo sintuwua i wawontolino. Iaku mepau ndi ikomiu, Iaku mowawo teposisalaa.
2a0c3400b1	Akono mompamula oleo neea, nggale hina teposisalaa. Tuduano hina olimo mia i larono aso doha teposisala. Otolu mia umewaꞌo oruo mia ara henu oruo mia umewaꞌo henu otolu mia.
2a0c3500ec	Iworo nggale pada umewa, henu uma umewaꞌo anano tama ka anano henu tama umewaꞌo umano, henu ine umewaꞌo anano henu erowai ka anano erowai umewaꞌo ineno. Ine nggale umewaꞌo walino anano tama ka erowai umewaꞌo ineno walino.”
2a0c3600bc	Iesu mepau mboꞌu la mia adio raꞌiroa, “Tempono imengkiteo seru mewueꞌako i asonimbino sooꞌano oleo, ikomiu mpongee, ‘Use nggale tii’, ka gagi koa suꞌu heleo henu ngineemiu.
2a0c370086	Liraꞌa mboꞌu taꞌalu angi mepuuri teꞌembu i selata, ikomiu mepau, ‘Oleo nggale mopeda,’ Ka gagi koa suꞌu heleo ngineemiu.
2a0c3800c5	Hei ikomiu mia henu mompeꞌende-ende meꞌambo! Ikomiu mentoꞌorio mengkiteo tegauno wawontolino ka langi, kanggo ikomiu kai mentoꞌorio pio-pio mongkono kegagia-kegagia henu tekonai gagi lenie.
2a0c390035	Tembio ikomiu kai patantuꞌo liomiu pio henu mentee?
2a0c3a0126	Taꞌalu iiko ka uwelimu lumeko meronga-ronga la puꞌu pobitara, peꞌusahato kano ikomiu mosintuwu i tonga ansala. Taꞌalu aio, uwelimu raaꞌa nggale wawoko lumeko la puꞌu pobitara ka puꞌu pobitara raaꞌa nggale mewengakomu la henu mogagai tarungku henu nggale mondamoko laro tarungku.
2a0c3b008c	Iaku mepauꞌakomiu, iiko kaulo mpokopeluarako teꞌembu la tarungku taꞌalu ambo ubaraꞌo leso doi henu nopatantuꞌo puꞌu pobitara.”
2a0d0100ce	Tempo raaꞌa popioꞌiro mia mehawe ka pauꞌakero Iesu mongkono popio mia to Galilea henu pinepateno i Pilatu i Doharo Ue Ala ranta rearo merampu ka reano pinotuwu henu ro pesombaꞌakeo ndi iworo Ue Ala.
2a0d02009c	Iesu mepau, “Ikomiu mpongee, to Galilea raaꞌa tumanggumio masusaa heleo raaꞌa akono halaro langkaiꞌopo teꞌembu la lowono mia mesue henu i Galilea?
2a0d030080	Aio! Kupauꞌakomiu, taꞌalu ikomiu kai mosea teꞌembu la halamiu, ikomiu lowo nggale mate marasai heleo to Galilea raꞌiroa.
2a0d040092	Ara samana ikomiu mompewowolo hopulo ka hoalu mia henu mate dinunsino menara i Siloa, halaro langkaiꞌopo ka lowono mia henu mpoꞌia i Ierusale?
2a0d050075	Aio. Kupauꞌakomiu, taꞌalu ikomiu kai mosea teꞌembu la halamiu, ikomiu lowo nggale mate menggena heleo iworo.”
2a0d0600d5	Umari raaꞌa Iesu tumutuluꞌakero aso ande-ande mpau lenie, “Hina aso mia henu mompeꞌue puꞌuno ara i lere anggorono. Aso tempo, ueno lere raaꞌa lumeko mowusu wueno ara. Kanggo, kano hina wueno no pohawe.
2a0d0700e5	Pokotompaano no pongeeꞌakeo la mia henu mogagai lere raaꞌa, ‘Kiteo, otolu ntaꞌuto kumai mowusu wueno kau ara neea, kanggo kano hina wueno kupohawe. Tuehioto kau neea, akono kau neea butu mompinggo-pinggo monuwono wute.’
2a0d0800b0	Kanggo henu mogagai lere raaꞌa mepau, ‘Ue, poꞌinengoto ari kau raaꞌa tuwu aso ntaꞌu mboꞌu. Ambapo kukekeo wute boliliꞌo puꞌuno ara raaꞌa kakuꞌamba pupuꞌo.
2a0d090089	Kato toꞌorio taꞌu ramai ara mewueꞌoto. Taꞌalu kano pewue mboꞌu, poꞌineengoto ue utenaꞌaku tumuehio puꞌu ara raaꞌa’”
2a0d0a004f	Tempono oleo Penao-naoꞌa to Iahudi, Iesu mompaguru laꞌaso doha pesombaꞌa.
2a0d0b0088	Rahea hina aso erowai henu hopulo ka hoalu ntaꞌuto nopewunsokio penao mosaꞌa henu wowauꞌo bungkulosu ka andono pokopentada momoli.
2a0d0c0067	Tempono Iesu kumiteo erowai raaꞌa, No poboiꞌo ka mepau ndi iwono, “Ine, hakimu pinokotompaoto.”
2a0d0d00a2	Kanoamba Iesu motopao kaeNo la koroino erowai raaꞌa, ka tempo koa raaꞌa mboꞌu erowai raaꞌa mokopentadaoto momoli ka mompamulaoto umunde-undeꞌiro Ue Ala.
2a0d0e0151	Kanggo kapala doha pesombaꞌa to Iahudi raaꞌa tekuda, akono Iesu mompokotompa mia mahaki la oleo Penao-naoꞌa to Iahudi. Kapala doha pesombaꞌa to Iahudi raaꞌa mepau la mia henu hina rahea, “Hina oono oleo i larono aso minggu mpoꞌangga. Tempo raaꞌa mehawe komiuto kano pinokotompa, hooto imehawe la oleo Penao-naoꞌando.”
2a0d0f00cb	Kanggo Ue Iesu mepau, “Ikomiu mia henu mompeꞌende-ende meꞌambo. Matantuoto ikomiu nggale mompotola sapi ara kalidemiu teꞌembu la dampano kano ikomiu mopoꞌenuiro la oleo Penao-naoꞌa to Iahudi.
2a0d1000d8	Oleo neea, endea, erowai neea inuleno i Burahima henu hopuloto ka hoalu ntaꞌu no ponguo pobawano Mokole Onisu. Pototonoto laano no pinotola teꞌembu la mponguno raaꞌa, maupono la oleo Penao-naoꞌa to Iahudi.”
2a0d11009c	SangkiNo Iesu raaꞌa, wowauꞌo ewaNo raꞌiroa mokokoꞌii, ka lowono mia mesue henu hina rahea sanaa akono lowono henu kombaaꞌakoa henu winowauro Iesu.
2a0d120083	Umari raaꞌa Iesu mepau, “Taꞌalu Ue Ala momparenta heleo Mokole, araꞌehende tegauno? Saru pioke Ku bisa mokomenggenaꞌakeo?
2a0d1300ba	Tegauno Poparentaro Ue Ala raaꞌa heleo wuku mpahoꞌa henu takau motutu henu rinawono mia i lereno. Wuku mpahoꞌa raaꞌa tuwu ka gagi aso puꞌu kau ka sui-sui mpeseno la sampano.”
2a0d140059	Iesu lumiuakeo pauNo, “Iaku monggenaꞌakeo saru pio tegauno i laro Poparentaro Ue Ala?
2a0d1500b2	Tegauno i laro Poparentaro Ue Ala raaꞌa heleo tape henu inalono aso erowai kanoamba kinangke saru patompulo litere tarigu ranta lowono tarigu henu kinangke raaꞌa teꞌili.”
2a0d160094	Umari raaꞌa Iesu lumiuakeo koleko-lekoꞌaNo lumeko i Ierusale. Iwono koleko-leko lumiungo inie langkai ka inie motutu, ka mompaguru pauro Ue Ala.
2a0d170088	Hina aso mia henu mesikeno ndi Iwono, “Ue, teꞌesi koake mia henu nggale pinoweiꞌako tuwuꞌa henu tai hina tampulaano i suruga?”
2a0d18009c	Iesu sumangki, “Peꞌusahato mpendamo la panganso henu moꞌasi, akono Iaku pauꞌakomiu, adio mia henu meꞌusaha mendamo, kanggo iworo karo pokopendamo.
2a0d1900d4	Taꞌalu ueno doha mebonsooto, ikomiu nggale mentada i bungkuno, metingko-tingko la bonso ka mepau, ‘Ueno doha, ungkahiakami wainto bonso.’ Kanggo ueno doha nggale mepau ndi ikomiu, ‘Kaku toꞌori komiu.’
2a0d1a0080	Ikomiu nggale mepau, ‘Ikami neea monggaa ka moꞌenu meronga Komiu, ka Ikomiu paguru kami i lowono ansala i laro inie mami.’
2a0d1b0088	Kanggo Iwono nggale mepau ndi ikomiu, ‘Kaku toꞌori komiu. Imelekoto teꞌembu i aroNggu, ikomiu lowo henu mpowowau henu mosaꞌa.’
2a0d1c00a8	Tempono imengkiteo i Burahima, Isaki, Iako, ka lowono nabi pesana-sanaa i laro suruga, ikomiu nggale mebaꞌie ka marasai, akono ikomiu nggale tinadi i bungkuno suruga.
2a0d1d00a8	Adio mia henu kano to Iahudi nggale mehawe teꞌembu la peloꞌano oleo, teꞌembu la sooꞌano oleo, teꞌembu la utara ka teꞌembu la selata nggale monggaa i suruga.
2a0d1e00b6	Ka menteeꞌano, hina popioꞌiro mia henu rineke tai mantudu, nggale pinelangkai i laro suruga. Ka hina popioꞌiro mia henu rineke mantuduopo, iworo karo mpendamo i laro suruga.”
2a0d1f008f	Tempo koa raaꞌa mboꞌu popioꞌiro to Parisi hawe ndi Iesu ka mepau, “Ilekoto teꞌembu endea, akono mokole Herode minggi mepate Komiu.”
2a0d2000cc	Kanggo Iesu sumangkiiro, “Imelekoto, pauꞌakeo serigala raaꞌa, ‘Horingo, Iaku monsaari onisu ka mompokotompa mia mahaki oleo neea ka isomo, ka la oleo koꞌotoluno anggaꞌaNggu konoto umari.’”
2a0d2100e2	Umari raaꞌa Iesu mepau la mia henu hina rahea, “Maupono arapio henu gagi, Iaku asolekono lumiuakeo koleko-lekoꞌaNggu, oleo neea, isomo ka teꞌepua akono kano hina nabiro Ue Ala pinepate la inie mesueno butukoa Ierusale.
2a0d220107	Kiteo, ikomiu to Ierusale, ikomiu umari pompepate nabi-nabi ka ikomiu motumpai mia henu tinena ndi ikomiu saru wasu ranta mate. Menggoꞌadioꞌoto nginehele Kuminggi pumpu komiu, menggena heleo ineno manu mopumpu anano i totono panino, kanggo ikomiu kai mempoli.
2a0d2300bd	Menteeꞌano Ue Ala kanolo meriongo mboꞌu waawutemiu. Iaku mepau ndi ikomiu, ikomiu andoilo mengkitoaKu mboꞌu ranta ikomiu mepau, ‘Binarakatioto henu hawe heleo tinenaro Ue Ala!’”
2a0e010088	La oleo Penao-naoꞌa to Iahudi, Iesu lumeko monggaa i dohano aso mia puꞌu petewawono to Parisi. Iworo henu hina ndepano merurupaꞌo.
2a0e02004c	Ndepano hina aso mia henu mahaki hawe i aroro Iesu. Kare ka kaeno melolamba.
2a0e0300ba	Iesu mesikeno la mia mpande atora Taura raꞌiroa ka to Parisi henu hina rahea, “Montonda atora agamando, bisa koake mompokotompa mia mahaki la oleo Penao-naoꞌa to Iahudi ara aio?”
2a0e040078	Kanggo iworo mengkomino lowo. Kanoamba Iesu uminiꞌo kaeno mia henu mahaki raaꞌa, mokotompaꞌo ka tumenaꞌo mekule.
2a0e0500a3	Umari raaꞌa Iesu mepau ndi iworo, “Taꞌalu hina anamiu ara sapimiu tedontai la aa, matantuoto ikomiu mewueꞌakeo, maupono la oleo Penao-naoꞌa to Iahudi.”
2a0e060059	Kano hina maupo teꞌaso mia teꞌembu ndi iworo henu taha sumosangkio henu pinauro Iesu.
2a0e070081	Tempono Iesu kumiteo mia henu hawe mpeꞌusaha mpetunda la petundaa henu pinelangkai, Iwono mompau ande-ande mpau neea ndi iworo,
2a0e0800d3	“Taꞌalu hina teꞌembu ndi ikomiu inunda lumeko la mpetaoꞌa, hooto impetunda la petundaꞌaro mia henu pinelangkai. Akono samana ueno doha raaꞌa umundaꞌiro mboꞌu mia henu pinelangkaiꞌopo ka ikomiu.
2a0e0900eb	Ueno doha raaꞌa teꞌingga olo mongeeꞌakomiu, ‘Pelimba iiko teꞌembu sehea. Weiꞌakeo la pokowalinggu neea petundaa seea.’ Pokotompaano ikomiu gagi mokokoꞌii akono ikomiu asolekono melimba la petundaa henu i bungkuno takau.
2a0e0a011f	Gagi, taꞌalu ikomiu inunda la mpetaoꞌa, impetundato la petundaa henu i bungkuno takau, kano ueno doha raaꞌa mai ndi ikomiu ka mepau, ‘Pokowali, lekoto petunda la petundaaro henu pinelangkai.’ Gagi taꞌalu liraꞌa, ikomiu mpohawe pompelangkai i aroro lowono totoko henu mesue.
2a0e0b007c	Akono araisia henu melangkaiꞌo koroino, nggale pinetotoako ka araisia henu metotoakeo koroino iwono nggale pinelangkai.”
2a0e0c013d	Iesu mepau la mia henu umundaꞌo, “Taꞌalu iiko mowowau rame-rame mowanda ara wongino, hooto undaiꞌiro poko-pokowalimu, peti-petiamu, ara petengi-tengi dohamu henu sugi, akono iworo mboꞌu ungga nggale ponsulo umundako mekule la rame-ramero. Taꞌalu liraꞌa, iiko mohawekoto ponsulo teꞌembu la meꞌambomu.
2a0e0d0084	Meꞌamboopo taꞌalu iiko mowowau rame-rame, undaꞌiroto mia henu mekarampini, mia henu salantuwu, mia henu pungku, ka mia morawu.
2a0e0e00e1	Taꞌalu liraꞌa upowowau, Ue Ala nggale barakatiko, akono iworo kano hina pio-pioro nggale ro ponsulo meꞌambomu. Lowono raaꞌa nggale sinulo ndi iiko taꞌalu temponoto Ue Ala motuwuꞌo mekule lowono mia henu mentee.”
2a0e0f00c1	Humoringo raaꞌa, aso mia teꞌembu la mia henu merongairo Iesu monggaa mepau, “Memeꞌurairoto suꞌu mia henu bisa monggaa merongairo Ue Ala taꞌalu Iworo hawe momparenta heleo Mokole.”
2a0e100058	Kanggo Iesu mepau, “Hina aso mia mowowau rame-rame langkai, ka adio mia henu inundano.
2a0e1100a1	Tempono rame-rame raaꞌa nggale pinamulaoto, iwono tumenaꞌo atano lumeko pauꞌakero la lowono mia henu inundano, ‘Maitoto, akono lowono pinasadiaꞌoto.’
2a0e1200bf	Kanggo loworo mpetengku kaloro mehawe la rame-rame raaꞌa. Henu aso mia mepau la ata raaꞌa, ‘Tabeamiu tokoa. Akono oleo neea iaku nggale lumeko mekanio wute henu da saraipo kuꞌolio.’
2a0e130098	Henu mesueno mepau, ‘Tabeamiu tokoa. Kakulo bisa hawe, akono oleo neea iaku nggale lumeko umara-arahakeo olimo pasa sapi henu da saraipo kuꞌolio.’
2a0e14004b	Henu aso mia mboꞌu mepau, ‘Dahapo kuꞌumari metao, kakulo bisa mai.’
2a0e150139	Ata raaꞌa mekule ka pauꞌo lowono raaꞌa la ueno doha henu tumenaꞌo raaꞌa. Humoringo lowono raaꞌa, ueno doha raaꞌa tekuda takau ka tumenaꞌo atano, ‘Kerohoa leko la ansala langkai ka sampa-sampano ansala i laro inie, ka undaꞌiroto mia henu mekarampini, mia salantuwu, mia morawu ka mia pungku.’
2a0e1600c0	Umari no wowauꞌo lowono raaꞌa, ata raaꞌa pauꞌakeo la ueno doha raaꞌa, ‘Lowono henu utenaꞌakune raaꞌa umarioto winowau. Kanggo maupono liraꞌa da adio petundaa henu molimbo.’
2a0e1700ae	Ueno doha raaꞌa mepau, ‘Ilekoto la lowono ansala langkai ka sampa-sampano ansala i bungku inie. Lowono mia henu utepotowoakeo, udadaꞌiro memai ranta kano buke dohanggu.
2a0e180071	Iaku mepau ndi ikomiu, kano hina teꞌaso mia henu inunda amba-ambano nggale monggaa la rame-ramenggu neea.’”
2a0e19005f	Umari raaꞌa, adio mia merongairo Iesu la koleko-lekoꞌaro. Iesu mewalili ndi iworo ka mepau,
2a0e1a00ae	“Taꞌalu hina aso mia henu minggi tumonda Aku, ka iwono nopehohawaꞌopo ine umano, walino, ana-anano, peti-petiano ara koroino liono, iwono kanolo bisa gagi ana guruNggu.
2a0e1b0072	Araisia henu tai poli montanggumi marasaiꞌa ranta kano mate ka tumonda Aku, iwono kanolo bisa gagi ana guruNggu.
2a0e1c00b1	Tuduano hina aso mia henu mosongkapi mowangu doha medongke, matantuoto iwono metunda ari rumekeꞌo popio angkosono, kano toꞌorio koa ara sombo koa doino mowangu doha raaꞌa.
2a0e1d00db	Akono taꞌalu kano rekeꞌo ari ongkosono, nggale mansa doino butu sombo hawe la pundasino, andono hina mboꞌu doi nggale no pakeꞌo lumiuakeo powangua doha raaꞌa. Pokotompaano lowono mia henu kumiteo, tumetewehio,
2a0e1e0049	ka mepau, ‘Mia neea mompamula mowangu doha, kanggo kano pokoliuakeo.’
2a0e1f0103	Liraꞌa koamboꞌu, taꞌalu hina aso mokole mosongkapi lumeko metea saru mokole mesue. Matantuoto iwono metunda ari mompewowolo temeꞌambo, bisake sorodaduno henu hopulo sowu raꞌiroa bisa umewaꞌo mokole henu monaa sorodadu oruo mpulo sowu mia, ara aio.
2a0e200071	Taꞌalu kano pokoewaꞌo, matantu tempono uwelino da olai iwono nggale montena aso mia lumeko momoni posintuwua.
2a0e21006e	Liraꞌato mboꞌu, sombo mia henu tai motolaho lowono henu hina ndi iworo, iworo karo bisa gagi ana guruNggu.
2a0e220074	Ohio laano adio tinuduno. Kanggo, taꞌalu ohio raaꞌa gagi morini, matantuoto andono bisa mboꞌu pinokomeꞌohio.
2a0e2300b6	Ohio raaꞌa andono bisa takau pinake i lere ara mompokomonuwo wute. Gagi, ohio raaꞌa asolekono tinadi. Isia henu mebiri, pehoringakeoto temeꞌambo opio henu pinauNggu raaꞌa!”
2a0f010063	Aso tempo, heleo biasano adio to ponsinga sima ka mia tehala mai ndi Iesu mehoringakeo pompaguruNo.
2a0f02009f	Kumiteo raaꞌa, to Parisi ka mia mpande atora Taura pemburuki ka mepau, “Seꞌ, Iwono neea tumarimaꞌiro mia tehala ka monggaa meronga-ronga saru iworo.”
2a0f030046	Humoringo raaꞌa, Iesu mepau ndi iworo laꞌaso ande-ande mpau lenie,
2a0f0400c2	“Taꞌalu hina aso mia monaa aso etu bimba ka aso tetadi, matantu no pobintairo bimbano henu osio mpulo ka osio raaꞌa la pada one, ka lumeko wusuꞌo henu tetadi raaꞌa ranta kano haweꞌo.
2a0f050065	Taꞌalu no haweoto bimba raaꞌa, iwono sanaa takau ranta no poꞌahao la oweano ka no waweo mekule.
2a0f0600aa	Kohaweno i doha, iwono moboiꞌiro pokowalino ka petengi-tengi dohano ka mepau ndi iworo, ‘Maito kato mpesana-sanaa, akono bimbanggu henu tetadi kuhaweꞌoto mekule.’
2a0f0700ca	Gagi Iaku mepau ndi ikomiu, liraꞌa koamboꞌu malaꞌeka-malaꞌekaro Ue Ala i suruga. Mensanaairopo akono aso mia tehala mosea, sekonopo osio mpulo ka osio mia mentee henu tai momparalu moseaꞌa.”
2a0f0800b2	“Tuduano mboꞌu, hina aso erowai henu hina hopulo doi perano, ka aso pera tetadi. Matantu iwono nggale mompolanga palita ka rumoahio dohano wusuꞌo doino ranta kano haweꞌo.
2a0f0900bb	Taꞌalu no haweꞌoto, iwono nggale moboiꞌiro pokowalino ka petengi-tengi dohano ka mepau ndi iworo, ‘Maito kato mpesana-sanaa, akono doi peranggu henu tetadi kuhaweꞌoto mekule.’
2a0f0a008b	Liraꞌa koamboꞌu malaꞌeka-malaꞌekaro Ue Ala i suruga. Iworo nggale sanaa takau taꞌalu aso mia tehala mosea teꞌembu la halano.”
2a0f0b0054	Iesu mepau mboꞌu, “Hina aso mia henu hina oruo anano, anano raꞌiroa pada tama.
2a0f0c008e	Henu tompasusu mongee la umano, ‘Uma, weiꞌakuneto aga-aga henu gagi tianggu.’ Gagi umano tumiaꞌo aga-agano la anano henu oruo raaꞌa.
2a0f0d00c9	Popio oleo teꞌembu rahea, ana henu tompasusu raaꞌa meꞌoliakeo lowo tiano ka lumeko la waawute henu olai. Ndepano nopokopinggoꞌo mpena doino ka tuwu montonda poꞌeheno ka mowowau henu mosaꞌa.
