0100000008	Genesisy
18170c00af	Aa le halama o lala’ iareoo, haronje ami’ty haleñe iereo vaho hivarinjonjok’ ao; fa hafetsako am’ iereo ty hankàñe, eka, ty taom-pitilihañe iareo, hoe t’Iehovà.
18170d0079	Mbore nahatrea hativañe amo mpisoro’ i Someroneo iraho: i Baale ty fitokia’ iareo, mampanan-kakeo Israele ondatikoo.
18170e0111	Toe vata’e haloloañe ty nitreako amo mpitoky e Ierosalaimeo: ie mpañarapilo naho mpañavelo an-dañitse, ampahozare’ iareo ty fità’ o lo-tserekeo, soa tsy eo ty hibalintoa amy hatsivokara’ey; songa hanahake Sedome amako iereo, manahak’ i Amorà o mpimone’eo.
18170f00bd	Aa le hoe t’Iehovà’ i Màroy ty amo mpitokio: Ingo hifahanako vahontsoy, ampinomeko manahin-afero; fa boak’ amo mpitoki’ Ierosalaimeo ty namelaran-katemboañe nahatsitsike ty tane.
18171000d7	Hoe t’Iehovà’ i Màroy: Ko haoñe’ areo ty lañona’ o mpitoky mitoky ama’ areoo, o mitarik’ anahareo mb’an-koakeo; ty aroñaron-tro’e avao ty saontsie’ iereo f’ie tsy boak’am-palie’ Iehovà.
18171100bd	Mitolom-panao ty hoe amo malaiñe Ahio iereo: inao ty tsara’ Iehovà: Hierañerañe nahareo; naho amo manjotik’ am-panjeharan-tro’eo ty hoe: Tsy ho tendrek’ ama’ areo ty hekoheko.
1817120089	Fa ia ty nijohañe am-pivori’ Iehovà ao hahaoniñe, hijanjiñe o tsara’eo? Ia ty nañaoñe i nafè’ey, naho nahafitsendreñ’aze?
1817130073	Ingo fa nionjoñe am-piforoforoa’e ty tio-bei’ Iehovà, eka, hiviombio an-doha’ o lo-tserekeo ty tangololahy.
181714009e	Tsy himpoly ty haviñera’ Iehovà ampara’ t’ie mahaheneke, ampara’ te fonire’e i satrie’ey, ho fohi’ areo do’e izay amo andro honkahonka’eo.
1817150058	Tsy nafantoko o mpitoky retoa, f’ie mihitrihitry; tsy nivolañeko, f’ie mitoky avao.
18171600ba	Aa naho nijohañ’ ampivoriko ao, le ho nampijanjiñe’ iareo ondatikoo o entakoo, himpolia’iareo boak’amy lalan-kelokelo’iareoy vaho hiambohoa’ iareo o sata’ rati’ iareoo,
1817170058	Andrianañahare atoañe avao hao iraho, hoe t’Iehovà, fa tsy Andrianañahare añe ka?
1817180090	Eo hao ty mahafietake am-pipalira’e ao tsy ho treako? hoe t’Iehovà. Tsy manitsike i likerañey naho ty tane toy hao iraho? hoe t’Iehovà.
1817190075	Fa tsinanoko ty saontsi’ o mpitoky mpandañitse ami’ty añarakoo, ami’ty hoe: Nañinofy iraho, nañinofy iraho.
18171a0074	Ampara’ te mb’ia te ho an-tro’ i mpitoky vilañey ty hitokia’e vande, ty hitoky ty famañahian-tro’e avao.
18171b00a8	Fisafiria’ iareo ty hampañaliñoañe ondatikoo ty añarako amo nofi’ iareo ifampisaontsia’ iareoo, manahake ty nandikofa’ o roae’eo ty añarako ty amy Baale.
18171c00a9	Ty mpitoky mañinofy, apoho hitalily i nofi’ey; le ty manañe i entakoy, soa re te hitaroñe am-pigahiñañe. Inoñ’ ami’ty ampemba hao ty ahetse? hoe t’Iehovà;
18171d0062	Tsy manahake ty afo hao o volakoo? hoe t’Iehovà; naho hoe ana-bato mampikotekoteke ty lamilamy?
18171e004c	Aa le inao! hejeko o mpitokio, hoe t’Iehovà, ie mifampikametse o entakoo.
18171f0069	Inao hatreatreko o mpitokio, hoe t’Iehovà ie mañetseke ty famele’e hitoky ty hoe: Hoe ty tsara’e.
18172000df	Inao! toe hejeko o mitoky nofin-dremborakeo, hoe t’Iehovà, ie mitalily vaho mampandilatse ondatikoo amo vande’eo naho amo fikanifoha’eo; ie tsy niraheko, tsy liniliko; mbore tsy mahasoa ondaty retoa, hoe t’Iehovà.
18172100b3	Aa naho manao ty hoe ama’o ondaty retoa, ndra ty mpitoky, ndra ty mpisoroñe: Ino ty nafè’ Iehovà? le isaontsio ty hoe, Fetse inoñe! Fa ho farieko nahareo, hoe t’Iehovà.
1817220086	Le ty mpitoky ndra mpisoroñe ndra ze ondaty mete hanao ty hoe: Ty nafè’ Iehovà; toe ho liloveko rekets’ i anjomba’ey indatiy.
1817230081	Fe songa hifanaontsy ty hoe aman-drañe’e naho aman-drahalahi’e: Ino ty navale’ Iehovà? ndra Ino ty nitsa­rae’ Iehovà?
18172400c4	fe tsy ho tiahi’ areo ty nafè’ Iehovà; fa sambe hisaontsy ty enta’e avao ondatio ho fetse, ie nimengohe’ areo ty tsaran’ Añahare veloñe, Iehovà’ i Màroy, Andrianañaharentikañe.
181725006c	Ty hoe ka ty hatao’ areo ami’ty mpitoky: Ino ty natoi’ Iehovà azo? naho Ino ty ni­tsarae’ Iehovà?
18172600c8	Fe anoe’areo ty hoe: Ty nafè’ Iehovà; le hoe t’Iehovà: kanao taroñe’ areo ty hoe: Ty nafè’ Iehovà, ie nafantoko ama’ areo ty hoe: Tsy ho saontsie’ areo ty hoe: Ty nafè’ Iehovà;
181727006f	Ingo toe handikofako nahareo, haitoako tsy ho añ’ atrefako eo rekets’ i rova natoloko aman-droae’ areoy;
181728005d	vaho hapoko ama’ areo ty inje tsy ho modo naho ty hasalarañe kitro katroke tsy ho haliño.
1818010176	Nitoroa’ Iehovà, te ingo ty haroñe roe pea sakoañe napok’ aolo’ i anjomba’ Iehovày eo; ie fa nasese’ i Nebokadnetsare mpanjaka’ i Bavele boak’ Ierosalaime ao mb’ am-pandrohizañe añe t’Ie­konià ana’ Iehoiakime mpanjaka’ Iehodà naho o ana-dona’ Iehodào, rekets’ o mpandranji’eo naho o mpanefe’eo, vaho nendese’e mb’e Bavele mb’eo.
181802008e	An-karoñe raik’ ao ty sakoañe fanjaka, manahake o sakoañe matoeo, fe sakoañe vata’e raty, tsy mete kamaeñe, o amy hàroñe ila’eio.
18180300ab	Le hoe t’Iehovà amako: Ino o isa’o eoo, Iirmeà? Aa hoe iraho, Sakoañe; ty sakoañe soa, toe fanjaka; naho ty raty, vata’e lo tsy ho kamaeñe ami’ty haratia’e.
1818040030	Le niheo amako ty tsara’ Iehovà nanao ty hoe:
18180500ba	Hoe t’Iehovà, Andria­na­ñahare’ Israele, hambañe amy sakoañe soa reroy ty fisareako o ana’ Iehodà nampiakareko an-toetse toy mb’an-tane’ o nte-Kasdioo ho ami’ty hasoa.
181806008c	Fa hapetako am’ iereo an-kasoa o masokoo, naho hampoliko mb’an-tane atoy, vaho haràfiko fa tsy haro­tsako; hamboleko fa tsy hombotako.
18180700a4	Hitolo­rako arofo hahafohiñe ahy, te Izaho Iehovà; le ho ondatiko iereo, vaho ho Andrianañahare’ iareo iraho; amy t’ie himpoly amako an-kaliforañ’ arofo.
18180800e3	Le ty amo sakoañe raty tsy mete kamaeñeo; hoe t’Iehovà: Toe haitoako t’i Tsidkià, mpanjaka’ Iehodà, naho o roandria’eo naho ty sehanga’ Ierosa­laime, o napok’ an-tane atoio vaho o mpañialo an-tane Mitsraimeo.
18180900a3	Hanoeko fangebahebahañe amo fifehea’ ty tane toy iabio ho an-kaloloañe; ho inje naho oha-drehake, fikizahañe naho fatse, amy ze hene toetse handroahako iareo.
18180a008e	Vaho hahitriko am’ iereo ty fibara naho ty kerè naho ty angorosy ampara’ t’ie mongotse amy tane natoloko iareo naho an-droae’ iareoy.
18190100bc	Ty tsara nimb’ am’ Iirmeà ty amo hene ondati’ Iehodào amy taom-paha’ efa’ Iehoiakime ana’ Iosia, mpanjaka’ Iehodà, ty taom-baloha’ i Nebokadnetsare mpanjaka’ i Bavele;
181902006f	vaho nitseize’ Iirmeà mpitoky amy ze fonga ondati’ Iehoda naho amy ze hene mpimone’ Ierosalaime, ty hoe:
1819030113	Sikal’ amy taom-paha folo-telo-ambi’ Iosia, ana’ i Amone, mpanjaka’ Iehodày, ampara’ ty andro toy, i taoñe roapolo telo amby rezay, le niheo amako ty tsara’ Iehovà, naho nitaroñeko ama’ areo, eka boak’ andro naho beteke te nitaroñe, f’ie tsy nañaoñe.
18190400a1	Toe nafanto’ Iehovà ama’ areo i mpitoky mpitoro’e iaby rezay, nañampitso te niraheñe—f’ie nihiritsiritse avao, tsy nanokilan-dravembia hijanjiñe—
18190500c8	nanao ty hoe: Songa mimpolia, boak’ ami’ty fitsilea’e raty, naho ami’ty haratia’ o sata’eo, vaho imoneño i tane natolo’ Iehovà anahareo naho aman-droae’ areo, ho nainai’e tsy modo,
1819060084	le ko mañean-drahare ila’e hitoroñañe naho hitalahoañe, le ko mampibosek’ ahy amo satam-pità’ areoo, vaho tsy ho lafaeko.
1819070077	F’ie tsy nañaoñ’ ahy, hoe t’Iehovà; te mone nampiforoforo ahy amo satam-pità’ areoo ho ami’ty fiantoañe.
1819080047	Aa le hoe t’Iehovà’ i Màroy: Amy te tsy midare o volakoo nahareo,
181909012f	le inao te hampañitrifako ze hene fifokoañe avaratse añe naho i Nebokadne­tsare mpanjaka’ i Bavele, mpitorokoy vaho hendeseko hiatreatre ty toetse toy naho o mpimoneñe ama’e ao naho o fifeheañe mañohok’ azeo, le hampangoikoihañe ho halatsàñe naho fikosasahañe vaho ho kòake nainai’e.
18190a00ac	Mbore hajiko tsy ho am’ iereo ty feon-kafaleañe naho ty feom-pirebehañe, ty feom-pañenga-valy naho ty feon-enga-vao, ty feom-batom-pandisañe, naho ty hazavàm-paìlo.
18190b0076	Ho koake iaby i taney, naho ho halatsàñe vaho hitoroñe ty mpanjaka’ i Bavele fitompolo taoñe o fifeheañe retoa.
18190c00cf	Ie heneke i taoñe fitompolo rezay, le ho liloveko ty mpanjaka’ i Bavele, naho i fifehea’ey, naho ty tane’ o nte-Kasdio hoe t’Iehovà ty amy hakeo’ iareo; vaho hanoeko fangoakoahañe kitro katroke.
18190d0084	Le hafetsako amy taney ze hene volañe tsineiko ama’e, ze sinokitse ami’ty boke toy, ze nitokia’ Iirmeà amo fifeheañe iabio.
18190e0086	Fifeheañe maro naho mpanjaka foloay ro hañondevo iareo; vaho havaleko am’iereo o sata’ iareoo naho ty fitoloñam-pità’ iareo.
18190f0097	Hoe t’Iehovà Andrianañahare’ Israele, amako; Rambeso an-tañako ty fitovin-divaim-pifomboko toy, vaho ampinomo ze hene fifeheañe añirahako azo.
1819100066	Le hikama iereo vaho hivembèñe mb’atia mb’etia, hoe dagola, ty amy fibara hahitriko am’iereoy.
181911006d	Aa le rinambeko am-pità’ Iehovà i fitoviy vaho songa nampikamaeko o fifeheañe nañiraha’ Iehovà ahio:
1819120097	Ierosalaime naho o rova’ Iehodào naho o mpanjaka’eo naho o roandria’eo, hanoeñe fianto, halatsàñe, fikosihañe, vaho fatse; le fa ie henaneo;
1819130063	i Parò mpanjaka’ i Mitsraime, naho o mpitoro’eo naho o roandria’eo, vaho ze hene ondati’e;
18191400b0	naho ondaty mifamorohotse iabio; o mpanjaka’ i Oze iabio, naho o mpanjaka’ ty tane’ o nte-Pilistìo iabio, naho i Askelone, i Azà, i Ekrone, naho ty sehanga’ i Asdode;
181915002c	i Edome naho i Moabe vaho o ana’ i Amoneo;
1819160077	o mpanjaka’ i Tsore iabio naho o mpanjaka’ i Tsidone iabio, naho ze hene mpanjaka’ o tokonose alafe’ i riakeio;
181917004c	i Dedane naho i Temà naho i Boze, naho o mañitsike ty olo-maroi’e iabio;
181918005d	o mpanjaka’ i Arabe iabio vaho o mpanjaka o fikokoa-mitraok’ an-dratra­ratra añe iabio;
181919005f	o mpanjaka’ i Zimry iabio, o mpanjaka’ i Elame iabio naho o mpanjaka’ o nte-Maday iabioo;
18191a00d4	o mpanjaka avaratse añe iabio, ty marine naho ty lavitse, ty raike mitraok’ ami’ty ila’e; vaho ze kila fifehea’ ty tane toy ambone’ tane atoy; le handimbe finomañe am’ iereo ty mpanjaka’ i Sesake.
18191b00d6	Le hoe ty ho tseize’o am’ iereo: Hoe t’Iehovà’ i Màroy, i Andrianañahare’ Israeley: Minoma naho mimamoa naho mandoà vaho mikorovoha, amy t’ie tsy hiongake ka ty amy fibara’ hahitriko ama’ areoy.
18191c00a5	Ie amy zao, naho ifoneña’ iareo tsy handrambe i fitoviy am-pità’o hinoma’e, le hoe ty hanoe’o am’ iereo: Hoe t’Iehovà’ i Màroy: Toe hikama’ areo.
18191d0102	Heheke te mamototse minday hankàñe ami’ ty rova tokaveñe ami’ty añarako toy iraho, Hapoke tsy ho liloveñe ka hao nahareo? Toe tsy ho hahàñe amy fandilovañey; amy te ho tokaveko fibara ze kila mpimo­ne’ ty tane toy, hoe t’Iehovà’ i Màroy.
18191e0107	Aa le itokio o entañe iaby zao, vaho ano ty hoe: Hirohake boak’andikerañe añe t’Iehovà, naho hipoña-piarañanañañe boak’ añ’ akiba’e miavake ao; hitroña’e i lia-rai’ey; hipazake manahake o mpandia valobokeo amo kila mpimone’ ty tane toio;
18191f00cb	Inay ty pazake pak’añ’olo’ ty tane toy, fa manan-kabò amo kilakila’ ndatio t’Iehovà, fonga ho zakae’e ze atao nofotse; ty amo lo-tserekeo, fa nitolora’e ami’ty fibara, hoe t’Iehovà.
18192000c1	Hoe t’Iehovà’ i Màroy, Hehe te mionjoñe boak’ am-pifeheañe pak’am-pifeheañe añe o haratiañeo, vaho tio-baratse jabajaba ty honjoneñe boak’ an-tsietoitane’ an-tane atoy añe.
18192100bf	Hirik’añ’olo’ty tane toy pak’ añ’ila’ ty tane toy añe o ho zamane’ Iehovào amy andro zay; tsy hirovetañe, tsy hambineñe, tsy haleveñe; fa ho forompotse ambone’ tane eo.
18192200d4	Mangolalaiha ry mpiarakeo, naho mangololoiha, vaho milomoloaña an-davenok’ ao, ry lohà’ i mpirai-liay fa tondroke ty androm-pandentañe naho fampiparatsiahañe anahareo, ie hivolentsa manahake ty sini-hara.
1819230054	Ho po-pivoratsahañe o mpiarakeo, tsy eo ty hipitsiha’ o mpiaolo’ i lia-raikeio!
1819240088	Inay ty fikoikoiha’ o mpiarakeo, naho ty fangololoiha’ o mpiaolo’ i lia-raikeio! fa nihotomomohe’ Iehovà ty fiandraza’ iareo.
1819250049	Le hampitsiñeñe o goloboñe nipendreñeo, ty amy haviñera’ Iehovày.
181926009b	Niavote’e manahake ty liona i fipalira’ey; fa kòake ty tane’ iareo ty amy hasiaha’ i fibara nampisoañey, naho ty amy fiforoforoan-kaviñera’ey.
181a010075	Ie tam-baloham-pifehea’ Iehoiakime ana’ Iosia, mpanjaka’ Iehodà, le niheo eo ty tsara’ Iehovà manao ty hoe:
181a0200dd	Hoe t’Iehovà: Mijohaña an-kiririsan’anjomba’Iehovà eo vaho tseizo amo rova’ Iehodà iaby miheo mb’eo hitalaho añ’anjomba’ Iehovào, ze hene entañe lilieko azo hitaroñañe; leo tsara raike tsy hapo’o.
181a03009e	Hera hañaoñe iereo, songa hiamboho amo sata rati’eo; soa te hihahak’ amy hekoheko nisafirieko hanoeñe am’ iereo ty amo haloloam-pitoloña’ iareooy.
181a040072	Le hoe ty hanoa’o: Hoe t’Iehovà: Aa naho tsy mijanjiñe ahy, hañavelo amy Hàke tinaroko añatrefa’ areoy,
181a050080	hitsen­dreñe i saontsi’ o mpitoky mpitoroko niraheko ama’ areo, nampañampitsoeñe naho niraheñeo, fe tsy hinao’ areoy;
181a060071	aa le hampanahafeko amy Silò ty anjomba toy, vaho hanoeko fatse amy ze kila fifeheañe an-tane atoy ty rova toy.
181a070073	Jinanji’ o mpisoroñeo naho o mpitokio vaho ondaty iabio i tsara nisaontsie’ Iirmeà añ’anjomba’ Iehovày.
181a0800c8	Ie fonga nihenefa’ Iirmeà taroñe i nandilia’ Iehovà aze ho saontsieñe am’ ondaty iabio, le namihiñe aze o mpisoroñeo naho o mpitokio vaho ze hene ondaty, nanao ty hoe: Toe havetrake irehe.
181a0900ca	Ino ty nitokie’o amy tahina’ Iehovày ty hoe: Hanahake i Silo ty anjomba toy, vaho hangoakoake ty rova toy, tsy ho amam-pimoneñe? Le hene niropak’ am’ Iieremea ondaty añ’anjomba’ Iehovào.
181a0a00d4	Ie nahajanjiñe i hoe zay o roandria’ Iehodào, le niakatse ty anjomba’ i mpanjakay vaho nimoak’ añ’ anjomba’ Iehovà ao; niambesatse ami’ty fizilihañe amy lalam-bey vao’ i anjomba’ Iehovày eo.
181a0b00c9	Le nisaontsy amo roandriañeo naho amo hene’ ondatio o mpisoroñeo naho o mpitokio, nanao ty hoe: Mañeva havetrake t’indaty tia; amy te nitokie’e raty ty rova toy, i jinanjin-dravembia’ areoy.
181a0c00b2	Le nitaroñe’ Iirmeà o roandriañeo naho ze hene’ ondaty eo nanao ty hoe: Nirahe’ Iehovà iraho hamàtse ty anjom­ba toy naho ty rova toy amy tsara jinanji’ areo iabiy.
181a0d00b0	Avantaño arè o sata’ areoo naho o fitoloña’ areoo, vaho haoño ty fiarañanaña’ Iehovà Andrianañahare’ areo; le hihahak’ amy hankàñe nitseiza’e t’Iehovà.
181a0e005c	Fa naho izaho, heheke te am-pità’ areo; ano amako ze mete naho mahity am-pihaino’ areo.
181a0f00db	Fe mahafohina an-katò te ie añohofa’ areo loza, le ho lio-màliñe ama’ areo naho an-drova atoy vaho amo mpimone’eo; fa toe nirahe’ Iehovà ama’ areo iraho hivolañe i hene tsara zay an-dravembia’ areo ao.
181a1000bf	Aa le hoe o roandriañeo naho ze hene’ ondaty amo mpisoroñeo naho amo mpitokio: Tsy mañeva ho vonoeñe ondatio; amy te nitaroñe aman-tika ami’ty tahina’Iehovà Andrianañaharen-tika.
181a110069	Niongak’ amy zao ty ila’ o androanavi’ i taneio vaho nisaontsy amy fivori’ ondatioy nanao ty hoe:
181a120125	Nitoky tañ’ andro’ i Kizkià mpanjaka’ Iehodà t’i Mika nte-Morasete vaho nitaroñe ty hoe amy ze hene ondati’ Iehodà: Hoe t’Iehovà’ i Màroy: Ho rokafeñe hoe hatsake ty Tsione, naho ho kivotrivotry t’Ierosalaime, vaho hanahake o ankaboañe añ’alao ty vohi’ i anjombay
181a13010a	Nañoho-doza ama’e hao ty Kizkia mpanjaka’ Iehodà naho Iehodà iaby? Te mone nañeveñe am’ Iehovà nihalaly ty fañisoha’ Iehovà, vaho nihahak’ amy fe-hohatse nitsarae’e am’ iereoy t’Iehovà? Aa kera hampivo­trahan-tika hankàñe o fiaintikañeo.
181a1400c1	Teo ka t’indaty nitoky ami’ty tahina’ Iehovà, i Orià ana’ i Semaia, boak’e Kiriate Iearime; le nitokie’e fatse ty rova toy naho ty tane toy manahake i sinaontsi’ Iirmeà abikey;
181a1500f5	fa ie naha­tsanoñe o enta’eo t’Iehoiakime mpanjaka naho o fanalolahi’e iabio, naho o roandria’e iabio, le nipay hañoho doza ama’e i mpanjakay; fe nahajanjiñe izay t’i Oria le nihembañe vaho nivoratsake mb’e Mitsraime mb’ eo;
181a160099	le nampihitrife’ Iehoiakime mb’e Mitsraime mb’eo t’ indaty; i Elnatane ana’ i Akbore rekets’ ondaty tsy ampeampeo ty nimb’e Mitsraime añe;
181a1700b2	le nendese’ iereo boake Mitsraime añe t’i Orià naho na­sese’ iareo am’ Iehoiakime mpanjaka; zinevo’e am-pibara vaho navo­ko­voko’e an-kibori’ o ana’ ondatio.
181a18006c	Fe nañimba Iirmeà ty fità’ i Ahi­kame ana’ i Safane, tsy nitolorañe am-pità’ondatio ho vonoeñe.
181b010081	Niheo am’ Iirmeà ty tsara’ Iehovà ami’ty fifotoram-pifehea’ Iehoiakime ana’ Iosia, mpanjaka’ Iehodà, nanao ty hoe:
181b02004c	Hoe t’Iehovà amako: mañamboara bandy naho joka, le ano ampititia’o eo;
181b0300f9	naho ampañitrifo amy mpanjaka’ i Edomey naho amy mpanjaka’ i Moabey, naho amo ana’ i Amoneo, naho amy mpanjaka’ i Tsorey, vaho amy mpanjaka’ i Tsidoney am-pità’ o niraheñe mb’amy Tsidkia mpanjaka’ Iehodà e Ierosalaime mb’etoio;
181b040092	vaho ampitaroño amo talè’eo iereo hinday ty hoe: Hoe t’Iehovà’ i Màroy, i Andrianañahare’ Israeley: Saontsio ty hoe o talè’ areoo:
181b0500b8	Izaho ty namboatse ty tane toy, ondatio naho o biby an-tarehe’ ty tane toio ami’ty haozarako ra’elahy naho an-tañako natorakitsy; vaho hatoloko ami’ty atao mahity a’ masoko.
181b0600a0	Ie amy zao fa natoloko am-pità’ i Nebokadnetsare mpanjaka’ i Bavele, mpitoroko, o tane iaby retoañe; vaho hatoloko aze ka o hare an-kivokeo hitoroñe aze.
181b0700af	Le hitoroñe aze naho i ana’ey vaho i zafe’ey ze kila’ fifeheañe ampara’ te tondroke ty andro’ i tane’ey; vaho hondevoze’ ty tane maro naho mpanjaka ra’elahy.
181b080145	Ie amy zay, ze fifeheañe naho fifelehañe mifoneñe tsy hitoroñe i Nebokadnetsare mpanjaka’ i Bavele, vaho tsy hanolotse ty fititia’e ambane’ ty joka’ i mpanjaka’ i Baveley: le ho tiliheko am-pibara naho an-kasalikoañe vaho angorosy i fifeheañey, hoe t’Iehovà, ampara’ te nampangotomomoheko am’pità’e.
181b0900e2	Aa inahareo, ko haoñe’ areo o mpitoki’ areoo naho o mpañandro’ areoo naho o mpañinofi’ areoo naho o mpi­sikili’ areoo vaho o jini’ areo manao ama’ areoo ty hoe: Tsy ho toroñe’ areo i mpanjaka’ i Baveley;
181b0a0082	amy t’ie mitoky vande, hampi­sita­hañe anahareo lavitse ty tane’ areo; izaho ty handroake anahareo mb’eo, hivetrake añe.
181b0b00ce	Fe ze fifelehañe minday ty fititia’e ambane’ ty joka’ i mpanjaka’ i Baveley, naho mitoroñe aze, le hengako hidoñe amy tane’ey i fifelehañe zay, hoe t’Iehovà; le havae’e vaho himoneñe ao.
181b0c00bc	Aa le hene vinolako amy Tsedkià mpanjaka’ Iehodà i tsaray, ami’ty hoe, Ampiambaneo ami’ty jokam-panjaka’ i Bavele ty fititia’ areo, vaho itoroño naho ondati’eo, le miveloma.
181b0d00b8	Ino ty hikoromaha’o, ihe naho ondati’oo, ami’ty fibara, ty hasalikoañe, vaho ty angorosy, amy nitsarae’ Iehovà amy ze fifeheañe tsy mete hito­roñe ty mpanjaka’ i Bavele?
181b0e009e	Aa le ko haoñe’ areo o enta’ i mpitoky misaontsy ama’ areoio ty hoe: Tsy hitoroñe ty mpanjaka’ i Bavele nahareo. Ie mpitoky mandañitse ama’ areo.
181b0f00a7	Amy te tsy niraheko, hoe t’Iehovà, ie mitoky vìlañe ami’ty añarako, soa te ho roaheko añe vaho hikorokomake, inahareo rekets’ o mpitoky mitoky ama’ areoo.
181b1000f4	Nivolañeko ka o mpisoroñeo, naho ondaty iaby retoa ty hoe: Hoe t’Iehovà: Ko mañaoñe ty saontsi’ o mpitoki’ areo ie mitoky ty hoe: Ingo, fa hampolieñe boak’e Bavele añe aniany o fingan’ anjomba’ Iehovàio, f’ie mitoky vande.
181b110069	Ko ijanjiñañe; toroño ty mpanjaka’ i Bavele, le miveloma, fa akore te hampangoakoaheñe ty rova toy?
181b120101	Aa naho toe mpitoky iereo, naho am’ iereo ao ty tsara’ Iehovà, le ehe t’ie hihalaly am’ Iehovà’ i Màroy henaneo, te tsy hasese e Bavele añe o fanake sisa amy anjomba’ Iehovày naho amy anjomba’ i mpanjaka’ Iehodày vaho e Ierosa­laimeo.
181b130079	Fa hoe t’Iehovà’ i Màroy ty amo fahañeo naho i riakey naho o fototseo naho ze harao’e ila’e mbe an-drova atoa;
181b1400db	o tsy nendese’ i Nebokadnetsare mpanjaka’ i Baveleo, ie nasese’e boak’ Iersosalaime ao pake Bavele añe an-drohy t’Iekonia ana’ Iehoiakime, mpanjaka’ Iehodà naho o roandria’ Iehodà naho Ierosa­laimeo;
181b150087	eka, hoe t’Iehovà’ i Màroy, o fanake sisa añ’ anjomba’ Iehovà ao naho añ’ anjomba’ i mpanjaka’ Iehodà Ierosalaimeo;
181b1600ab	toe hendeseñe mb’e Bavele mb’eo, le hidoñe añe ampara’ ty andro hitilihako iereo, hoe t’Iehovà, izay vaho hakareko boak’ ao le hampoliko mb’an-toetse atoy.
181c01011b	Aa ie tamy taoñey avao, amy fifotoram-pifehea’ i Tsidkia mpanjaka’ Iehodày, amy volam-paha lime’ i taom-pahefatsey, le nisaontsy amako añ’ anjomba’ Iehovà ao añatrefa’ o mpisoroñeo naho ondaty iabio t’i Kananiaho, ana’ i Azore, mpizaka nte-Gibone, nanao ty hoe:
181c020069	Hoe ty enta’ Iehovà’ i Màroy, Andrianañahare’ Israele, Fa pinozako i jokam-panjaka’ i Baveley;
181c0300c9	añate’ ty roe taoñe do’e le fonga hampoliko an-toetse atoy ze fana’ i an­jom­ba’ Iehovày nakare’ i Nebokadnetsare mpanjaka’ i Bavele an-toetse atoy naho nendese’e mb’e Bavele añe,
181c0400cf	vaho hampoliko an-toetse atoy t’Iekonia, ana’ Iehoiakime, mpanjaka’ Iehodà naho o mpirohi’ Iehodà iaby nasese mb’e Bavele mb’eoo hoe t’Iehovà; toe hampipozaheko i jokam-panjaka’ i Baveley.
181c05008f	Aa le hoe t’Iirmeà mpitoky amy Kananiaho mpitoky añatrefa’ o mpisoroñeo naho aolo ze hene ondaty nijohañe añ’ anjomba’ Iehovà eo,
181c0600f3	hoe t’Iirmeà mpitoky: Ie izay! ehe te hanoe’ Iehovà izay! ehe te ho henefe’ Iehovà o saontsy tinoki’oo, te hampoli’e o fana’ i anjomba’ Iehovàio, naho ie iaby nasese an-drohy mb’eo rezay, boake Bavele pak’ an-toetse atoy!
181c07005a	Fe janjiño hey ty tsara ho taroñeko an-dravembia’o, naho an-dravembia’ ondaty iabio:
181c08009a	O mpitoky taoloko naho taolo’o haehaeo ro nitoky fatse ami’ty fifeheañe maro, naho fifelehañe jabajaba ty ami’ty aly naho hankàñe vaho angorosy.
181c09007f	Ty mpitoky mitoky fierañerañañe, ie tondroke ty saontsi’ i mpitokiy, le ho fohiñe te toe nirahe’ Iehovà i mpitoky zay.
181c0a004e	Aa le rinambe’ i Kananiaho am-pititia’ Iirmeà eo i boday vaho pinoza’e,
181c0b0114	vaho nilañoñe añatrefa’ ondaty iabio t’i Kananiaho nanao ty hoe: Hoe t’Iehovà, Hambañe amy zay ty hampipozahako am-pititia’ o kilakila’ ndatio añate’ ty taoñe roe garagadoñe ty joka’ i Nebokadnetsare mpanjaka’ i Bavele. Le nisitak’ iareo t’Iirmeà.
181c0c008c	Aa ie nandimbe i nampipozahe’ i Kananiaho am-pititia’ Iirmeà mpitoky i jokaiy, le niheo am’ Iirmeà ty tsara’ Iehovà nanao ty hoe:
181c0d0079	Akia, saontsio amy Kananiaho ty hoe, Hoe t’Iehovà: Fa pinoza’o o joka hataeo; fe hamboare’o joka viñe hasolo aze.
181c0e00fd	Le hoe t’Iehovà’ i Màroy, i Andrianañahare’ Israeley: Fa napoko am-pititia’ o fifeheañe iaby retoa ty joka viñe hitoroña’ iareo i Nebokadnetsare mpanjaka’ i Bavele; toe hitoroñe aze iereo vaho natoloko ama’e ka o hare an-kivoke eio.
181c0f00a0	Le hoe t’Iirmeà mpitoky amy Kananiaho mpitoky: Mahajanjiña hey ry Kananiaho; tsy nañirak’ azo t’Iehovà; vaho ampiatoa’o ami’ty vande ondaty retoa.
181c1000a1	Aa le hoe t’Iehovà: Inao! hiraheko hiakatse ty tarehe’ ty tane toy irehe; toe hihomak’ ami’ty taoñe toy ty amy tarom-piolañe nanoe’o am’ Iehovày.
181c110052	Aa le nikoromak’ amy volam-paha-fito’ i taoñeiy avao t’i Kananiaho mpitoky.
