2800000006	MATAYO
2c190c0094	Avo Festo, viyeshile kulongelela na wanhu wa ikitala, kamwidika Paulo, kalonga, “Kuigala kumwande mbuli yako ha Kaisali, avo uchole ha Kaisali.”
2c190d0052	Vigabitile mazua madodo, Mndewa Agilipa na Benike wavika Kaisalia kumulamsa Festo.
2c190e0097	Na viwakalile hiko mazua bwando, Festo kamsimulila Mndewa Agilipa mbuli ya nhaguso ya Paulo, kalonga, “Hano hana munhu yalekigwe mkifungo na Feliksi.
2c190f0086	Vinyholile Yelusalemu, wakulu wa wakulu wa nhambiko na wavyele wa Wayahudi wamtagusa kumwangu, na waniyalalila nimtaguse na kusunigwa.
2c191000d4	Ila nie niwalongela kamba, vino sio viwatendaga Waloma, kumgela mmakono ga wanhu munhu yatagusigwe ihawa yang'hali hanaiting'hana na wanhu wamtaguse meso kwa meso, na kulondigwa yaigombele mzimbuli zoyotagusigwa.
2c1911007f	Avo viwaiting'hane hano, nie siikawize imbuli, ila imitondo iyagwe nikala mkigoda cha nhaguso na kulagiza munhu hiyo yagaligwe.
2c1912004b	Wanhu wamtaguse viwemile, hawalavile nhaguso yoyose ihile kamba vinigesile.
2c1913009d	Ila mbuli iwakalile nayo ikala kuibamilila mmbuli za nhamanila yao wenyego, na mmbuli ya munhu imwe yadanganhike yokemigwa Yesu ayo Paulo yaamulongile mgima.
2c1914008b	Sivitangile vija vondaniipate ikweli ya mbuli ino, avo nimulongela Paulo kamba kotogola kuchola Yelusalemu yakatagusiligwe kuja mmbuli ino.
2c191500a1	Ila Paulo kaigala kumwande mbuli ino, kapula yekigwe mkifungo na mbuli yake ilamuligwe na Kaisali. Avo nilagiza yakale mkifungo mbaka vondanimgale ha Kaisali.”
2c1916007e	Agilipa kamulongela Festo, “Nolonda nimuhulike munhu ino nene mwenyego.” Festo kamwidika, kalonga, “Mayo, komuhulika.”
2c191700bd	Imitondo iyagwe Agilipa na Benike weza na ndeng'ho ng'hulu, wengila mdigati da mting'hano kuno wailongoze na wakulu wa wemilizi na wakulu wa idiwambo. Abaho, Festo kalagiza Paulo yagaligwe.
2c191800d3	Festo kalonga, “Mndewa Agilipa na wanhu wose muli hano hamoja na tweye, mmona munhu ino. Wayahudi wose wa ako Yelusalemu na Wayahudi wa hano waniyalalila na kuguta nyangi kamba munhu ino halondigwa kuwa mgima.
2c191900b8	Ila nie siyonile mbuli yoyose ihile yaatendile ilumbile heyo kukomigwa. Ila kwavija heyo mwenyego kalonda nhaguso yake igaligwe hamwande itegelezwe na Kaisali, na nie nilamula kumgala.
2c191a00d4	Ila mmbuli ya munhu ino, nie nabule cha kumwandikila Kaisali. Avo nimgala hano haulongozi wenu mweye mose na ng'haning'hani haulongozi wako gweye Mndewa Agilipa, avo tuhesha kumuuzagiza, nipate mbuli ya kwandika.
2c191b0051	Kwavija havilumbile kumgala mfungigwa bila kulagusa nhaguso yake yootagusigwa.”
2c1a01007a	Agilipa kamulongela Paulo, “Kotogozigwa kuigombela.” Avo Paulo kagolosa mkono wake na kusonga kuigombela yolonga vino.
2c1a020098	“Mndewa Agilipa! Nokiyona munhu yali na mhome inogile mdizua da lelo kwima haulongozi wako na kuigombela sama ya mbuli zose zinitagusigwe na Wayahudi.
2c1a03006f	Hasa kwavija gweye kozitanga goya nzoela za Wayahudi na mbamila zao, avo nokuyalalila unhegeleze mkunyazaganya.
2c1a040095	“Wayahudi wose wautanga ukazi wangu songela ving'halile mmhale, songela ha umwanduso wa ugima wangu muisi yangu mwenyego na vivija kuja Yelusalemu.
2c1a0500a9	Wonitanga mkipigiti kitali, na kamba wahalonda wodaha kulava usindila, kamba songela haichanduso nikala imwe wa wanhu waigogile ng'hani nhamanila yetu, nikala Mfalisayo.
2c1a06005d	Na sambi nima hano lelo notaguswa sama ya nhamanila yangu Mulungu yaailagane na wahenga zetu.
2c1a0700cf	Kino kicho kilagano kitamanilwe koneka na mitala yetu longo dimwe na mibili kivikile, kileka mana womtambikila Mulungu misi na kilo na nhamanila ng'hulu. Avo mndewa, Wayahudi wonhagusa sama ya nhamanila ino.
2c1a080048	Habali mweye hamdaha kutogola kamba Mulungu kowazusa wanhu wadanganhike?
2c1a09007c	“Vivija na nie niswagizigwa mmoyo wangu kamba nolondigwa kutenda gose kamba vunidahile kudilema twaga da Yesu wa Nazaleti.
2c1a0a00c0	Vino vivo nitendile kuja Yelusalemu. Nibokela udaho kulawa ha wakulu wa wakulu wa nhambiko, na niwagela mkifungo wanhu bwando wa Mulungu. Na viwatagusigwe kudanganhika, nie vivija nigongomela.
2c1a0b00c1	Mianza bwando nichola kuna zing'anda za nhambiko kuwagaza, na niwashulutiza wailonge nhamanila ino mbuli za ufukuzi. Nikala niwehile ng'hani, hata nichola kuna imiwambo ya isi ziyagwe kuwagaza.
2c1a0c006b	“Sama ya mbuli ino nichola Damaski, kuno nili na udaho na ndagizi kulawa ha wakulu wa wakulu wa nhambiko.
2c1a0d00b1	Mndewa, mkipigiti cha imisi vinikalile mnzila, nyona mulangaza kulawa kuulanga, umwemwesa kubanza mulangaza wa zua, unizunguluka nie hamoja na waja wakalile mmwanza umwe na nie.
2c1a0e00e4	Tweye tose tulagala hasi, na nihulika dizwi dinilongela muulonzi wa Kieblania, ‘Sauli, Sauli, habali unigaza? Koilumiza mwenyego kuzibweza kuchugu mbuli zangu kamba ng'ombe yoibwelezela kuitoa teke fimbo ya munhu yomchunga.’
2c1a0f0060	Na nie nimuuza, ‘Mndewa, gweye iyo yalihi?’ Na Mndewa kedika, ‘Nie iyo Yesu, gweye umgaza.
2c1a100099	Ila gandamuka wime na magulu gako, kwavija nikulawilila gweye nikusagule uwe mtumigwa wangu na msindila wa mbuli zangu ziuwene na zija zondanikulagusile.
2c1a11005a	Nokukombola kulawa mmakono ga wanhu wa Islaeli na mmakono ga Wamhazi ha awo kondanikugale.
2c1a1200ef	Ukawavugule meso gao giladi wahinduke kulawa mdiziza, wagalukile kuna umulangaza na kulawa mmhiko za Mwenembago na kumgalukila Mulungu, giladi vilozo vao vigeligwe kumgongo na wagweleligwe hanhu hawali awo wang'alizwe mkunitamanila nie.’
2c1a130048	“Avo, Mndewa Agilipa, nie siidulukile bule nzozi ija ilawile kuulanga.
2c1a1400ef	Ila tanhu nisonga kuwapetela wanhu wa Damaski, abaho, wanhu wa Yelusalemu na muisi yose ya Yudea, vivija na ha Wamhazi. Niwapetela kamba waleke vilozo vao na wam'bwelele Mulungu, na sang'hano zao zizo zondazilaguse kamba waleka vilozo vao.
2c1a15004f	Sama ya mbuli ino, Wayahudi wangoga Kung'anda ya Mulungu, na walonda kung'homa.
2c1a1600dd	Ila Mulungu kangombeleza kileka mana nili mgima mbaka zua da lelo, na avo nima hano kuulava usindila wangu ha wanhu wadodo na wakulu. Kinhu kinilonga kilinga na kija kiyalongile Musa na wahokozi kamba chokwiza kulawilila,
2c1a1700a4	kamba Kilisto kolondigwa tanhu yagaye na yawe wa mwanduso kuzuka kulawa mkudanganhika, giladi yaupete mulangaza wa ukombola ha wanhu zake mwenyego na ha Wamhazi.”
2c1a18008e	Paulo viyakalile yogendelela kuigombela, Festo kadang'hila, kabwata yolonga, “Paulo, kuna moyo! Kusoma ng'hani kuusomile kukugela kibozi!”
2c1a190063	Ila Paulo kedika, “Nabule kibozi, Mndewa! Ila nolonga kinhu cha kweli, kuno nili na nzonzi zangu.
2c1a1a00c7	Kwavija Mndewa Agilipa, kuzitanga mbuli zino, na nie nodaha kulonga bila kudumba, kwavija novitanga kamba haduhu hata mbuli imwe mzimbuli hizo iulekile kuitanga, kwavija mbuli ino haitendeke mkifiso.
2c1a1b0053	Mndewa Agilipa, vino, kowatogola wahokozi wa umwaka? Novitanga kamba kowatogola.”
2c1a1c006e	Agilipa kamulongela Paulo, “Kokwagiza kamba mkipigiti kino kiguhi kodaha kunitenda nie nimtogole Kilisto?”
2c1a1d00d4	Paulo kamwidika, “Kiwe kipigiti kiguhi ama kitali, ila nomtambikila Mulungu kamba sio gweye wiyeka, ila hata waja wose wonitegeleza nie lelo wagaluke wawe kamba vunili nie, ila sambiwafungilizwe minyolo ino.”
2c1a1e0058	Abaho, Mndewa Agilipa, mkulu wa ikiwambo, Benike, na waja wose wakalile hamoja nao wema.
2c1a1f0079	Viwacholile, wailongela, “Munhu ino hatendile mbuli yoyose ihile ya kumtenda yatagusigwe ifa ama kugeligwa mkifungo.”
2c1a200071	Agilipa kamulongela Festo, “Munhu ino yahalekesigwe kamba yahalekile kuigala hamwande mbuli yake ha Kaisali.”
2c1b0100cf	Viwalamule kamba tukwele meli tuchole mbaka Italia, Paulo hamoja na wafungigwa wayage wageligwa mmakono ga Yulio yakalile mkulu wa asikali mia wa Loma, yakalile yalawile mdidale da Asikali wa Mndewa wa Loma.
2c1b0200a9	Tukwela muimeli kulawa Adulamiti, ikalile ichola kuna zibandali za isi ya Asia, tuchola. Alistaliko, munhu wa isi ya Makedonia kulawa Tesalonike, kakala hamoja na tweye.
2c1b03008b	Imitondo iyagwe tuvika Sidoni. Yulio kamtendela ganogile Paulo, kamtogolela yachole kuwalola wambwiga zake, wakamgwelele vinhu viyalondile.
2c1b04009f	Kulawa hiko tugendelela na mwanza, na kwavija beho dikala dobuma diisung'hiza imeli kuchugu, avo tubita ng'ambu iyagwe ya ikisiwa cha Sipulo ikalile bule beho.
2c1b050060	Na vituikanhize ibahali ya isi za Kilikia na Pamfilia, tuvika mkiwambo cha Mila, muisi ya Likia.
2c1b060072	Na ako mkulu ija wa asikali mia wa Loma kaivika meli ya Alekizandalia ikalile ichola Italia, avo katukweleza himo.
2c1b070109	Tugendelela na mwanza mholemhole mmazua bwando na mkuigagahiza ng'hani, tuvika mkiwambo cha Nido, na kwavija beho dituzuila sambitugendelele na mwanza kuna ing'ambu ija, avo tuchola kubitila ng'ambu ya kisiwa cha Kilete behi na Lasi ya Salimone, kukalile bule beho.
2c1b080068	Tuigagahiza kubita muimhwani ya Kilete tuvika hanhu hokemigwa Bandali Iholile behi na kiwambo cha Lasea.
2c1b09007f	Kipigiti kitali kibita, na mwanza ukala wodumbiza ng'hani kwavija Mazua ga Kufunga gakala gabitile, avo Paulo kawalongela vino,
2c1b0a008d	“Ndugu, nokona mwanza uno wodumbiza na wokwagiza vinhu bwando. Na si kwagiza mizigo na imeli iiyeka, ila vivija hata kwagiza ugima wetu.”
2c1b0b00a7	Ila mkulu ija wa asikali mia wa Loma, hagategeleze gaja gayamulongele Paulo, ila kagategeleza gaja gayakalile yolonga ija yakalile yoilongoza imeli na ija mwene imeli.
2c1b0c011f	Avija bandali ija viikalile hainogile mkipigiti cha kihuhe, wanhu bwando mmwanza wao walamula kugendelela na mwanza wavike Foinike giladi wakale haja mkipigiti cha kihuhe. Ino ikala bandali ya Kilete, ilola hagatigati ya kusi na uswelo wa zua, na hagatigati ya kasikazi na uswelo wa zua.
2c1b0d00b0	Beho da ng'ambu ya kusi vudisongile kubuma mholemhole, waja wanhu wagiza kamba wamhisa kiwalondile. Avo waing'ola inanga na kuchola wobitila mumgwazogwazo wa ibahali ya Kilete.
2c1b0e008f	Ila vikikalile hakinabita kipigiti kitali, kukuzumbi dikemigwa “Kukuzumbi da Hagatigati ya Kasikazi na Ulawilo wa Zua” diza kulawa mkisiwa.
2c1b0f0081	Meli isoligwa na dikukuzumbi na havidahike kuilongoza kudikalile dilawa dikukuzumbi, avo tuileka na kukwekwesigwa na dikukuzumbi.
2c1b1000a4	Vitubitile ng'ambu ilibule kukuzumbi ya kisiwa kidodo kikemigwa Kauda, tugaya ng'hani kudaha kuileweleza ingalawa ikalile ifungigwe na kukwenhigwa na imeli kuchugu.
2c1b1100ec	Viwaingize ingalawa muna imeli, wazibitiza nzabi hasi ya imeli na kuifunga imeli hamoja nganganga. Wodumba sambiwanamate mdifumvugulu da misenga kuna imhwani ya isi ya Libia, avo wagahumulusa matanga, na kuileka imeli isoligwe na ubeho.
2c1b12005c	Kukuzumbi dija digendelela, avo imitondo iyagwe, wasonga kwasa mmazi imizigo ibanzile mmeli.
2c1b13004d	Na zua da ikadatu wasonga kwasa via va imeli vibanzile na makono gao wenyego.
2c1b140095	Mkipigiti cha mazua bwando, hatonile zua ama nhondo, na kukuzumbi digendelela kubuma ng'hani. Hakimambukizo, nhamanila ya tweye kukomboligwa ipotela.
2c1b1500db	Avija wanhu viwakalile kipigiti kitali bila kuja kinhu, Paulo kema haulongozi wao kalonga, “Mweye wanhu, muhagategeleze gaja ganongile, kamba sambitusegele kulawa haja Kilete, ubananzi uno na hasala ino sambivituvike.
2c1b160088	Ila sambi nowayalalila, gangamaleni! Kwavija haduhu hata munhu imwe mmwanza wenu yondayadanganhike, ila meli iiyeka iyo yondaibanangike.
2c1b170092	Kwavija ikilo ya lelo msenga wa Mulungu wa kuulanga, ayo nie nili munhu wake, na ayo inimtambikila na kumsang'hanikila, kakala yemile behi na nie,
2c1b180093	kalonga, ‘Paulo, sambiudumbe, kolondigwa wime haulongozi wa Kaisali. Mulungu muunozi wake kowimiliza ugima wako gweye na awo wose uuchola nao.’
2c1b19007b	Avo, ndugu zangu, mgangamale! Kwavija nie nna nhamanila ha Mulungu kamba gano gayanilongele golawilila kamba viyanilongele.
2c1b1a0036	Ila tochola kunamata kuna imhwani ya ikisiwa kimwe.”
2c1b1b00a9	Muikilo ya longo dimwe na nne, tukala tung'hali tukwekwesigwa muna Ibahali ya Meditelania. Behi na kilo kikulu walosaji wavimanya kamba wakala wali behi na isi inyalile.
2c1b1c00cd	Wahumulusa luzabi hasi lufungigwe kinhu kizamile na kona kamba mazi gakala na utali wa meta malongo mane. Mkipigiti kidodo wabwelela mwanza uyagwe na kona kamba mazi gakala na utali wa meta malongo madatu.
2c1b1d0084	Kwavija wadumba meli sambiikibwengeze mgamabwe, avo wahumulusa nanga nne kukisogo cha imeli, abaho, watambika giladi imitondo ivike.
2c1b1e008f	Na walosaji viwalondile kunyelenhuka kulawa muimeli, waihumulusa ingalawa m'bahali, wokiitenda wozihumulusa zinanga kulawa kuulongozi wa imeli,
2c1b1f0081	Paulo kamulongela ija imkulu wa asikali mia wa Loma na asikali zake, “Kamba wanhu wano hawakalile muna imeli, hamkomboligwa.”
2c1b200049	Avo waja iwaasikali wazikanha zinzabi za ingalawa, abaho, waileka ichole.
2c1b2100ae	Viikalile behi na imitondo, Paulo kawagong'ondeza wose waje mandia. Kalonga, “Lelo zua da longo dimwe na nne mkala mkiyahiyahi na mkala bila mandia, hamdile kinhu chochose.
2c1b220095	Avo nowalongela, mje mandia giladi mgendelele kuwa wagima, kwavija haduhu hata munhu imwe mmwanza wenu yondayagize luvili lwake kulawa mpala jake.”
2c1b23007b	Viyamambukize kulonga gano, Paulo kausola mkate, kamgwelela Mulungu hewela haulongozi wao wose, kaumogola, na kasonga kuja.
2c1b24002f	Wose wagangamizwa, na waja mandia wawo wenyego.
2c1b250051	Mheta ya wanhu wose tukalile mmeli ikala wanhu mia mbili na malongo saba na sita.
2c1b260065	Viweshile kuja na kwiguta, wasonga kuhunguza mibahasha ya ngano kulawa muna imeli na kuyasa m'bahali.
2c1b270080	Viivikile imitondo, hawaitangile isi ija, ila wona mhwani ili na msanga unogile, aho hawalamule kuigala imeli, kamba vihadahike.
2c1b2800cc	Avo wazikanha zinanga na kuzileka m'bahali, na kuzifungula zinzabi zikalile zitatilizwe muna uusukani, na kwika tanga dimwe haulongozi giladi beho diikwekwese imeli kuulongozi, wachole kuna iisi inyalile.
2c1b2900d4	Ila ija imeli ingila mdifumvugulu da misenga na kudidimila mmisenga. Ng'ambu ya kuulongozi wa imeli inamata na haidahile kukwenhuka, na ng'ambu ya kuchugu ikala ibeneke vidangavidanga sama ya kisindo cha mawimbi.
2c1b2a0056	Waja iwaasikali walonda kuwakoma wafungigwa wose, giladi sambiwakogelele na kukimbila.
2c1b2b00c2	Ila kwavija ija imkulu wa asikali mia wa Loma kalonda kumuhonya Paulo, kawagomesa sambiwatende hivo. Avo kawalagiza waja wose wadahile kogelela wazumhe kulawa muna imeli, wachole kuisi inyalile.
2c1b2c008c	Na wose wayagwe wasigale, wachole kuja m'vidanga va mbao ama vidanga vibeneke va imeli. Mkutenda vino wanhu wose tuvika goya muisi inyalile.
2c1c010054	Vituvikile mhwani tuli wagima, tuvimanya kamba kija ikisiwa kikala kikemigwa Malita.
2c1c0200a1	Tukanganya kwavija wanhu wa haja watutendela ganogile ng'hani. Wabwinha moto na kutulongela tweye tose twote, kwavija kukala na beho na mvula ikala isonga kutoa.
2c1c03009a	Paulo kakala yodondola ngodi na kuzigela hamoto, nyoka yali na sumu viyapatile zimbumoto kakimbila kulawa mzingodi na kamulumiza na kuninila mumkono wake.
2c1c0400dd	Wanhu wa ikisiwa kija viwamonile nyoka yoninila mumkono wake, wailongela, “Kwa vovose munhu ino kowa mkoma wanhu. Hata kamba kakomboligwa kulawa m'bahali, mulungu wetu wa kitwanzi yokemigwa Haki haumuleka yawe mgima.”
2c1c05003f	Ila Paulo kamkung'unhila hamoto ija inyoka na hamulumize hanhu.
2c1c0600ce	Wanhu wagelegeza kamba kolulumuka ama yahalagale hasi chanyoya na kudanganhika. Ila viwabetile mkipigiti kitali na kuleka kona kinhu chochose kimulawilile, avo wagaluka na kulonga kamba heyo kakala mulungu.
2c1c0700ae	Behi na haja kukala na mgunda wa mkulu imwe wa kisiwa kija yakemigwe Publio. Katubokela goya na kutugala kumwake, na mkipigiti cha mazua madatu, katutendela ganogile ng'hani.
2c1c08008d	Tataake Publio kakala mtamu wa homa na kuhala, avo kawasa mulusazi. Paulo kachola kumulola, kamtambikila, kamwikila makono gake na kamuhonya.
2c1c09004f	Vugalawilile gano, vivija watamu wose wasigale mkisiwa kija weza na kuhonyigwa.
2c1c0a005f	Watugwelela vinhu bwando, na vitulondile kuchola, wengiza mmeli vinhu vose vitulondile mmwanza.
2c1c0b009f	Viibitile milenge midatu, tusonga mwanza na meli ya wambo da Alekizandalia ikemigwe, “Miungu Ubasa.” Meli ikalile hakisiwa kija mkipigiti chose cha kihuhe.
2c1c0c0036	Tuvika mdiwambo da Salakusa, tukala haja mazua madatu.
2c1c0d00ab	Na kulawa haja, tugendelela na mwanza na kuvika mdiwambo da Lejimu. Na imitondo iyagwe beho disonga kubuma kulawa kusi, na mmazua mabili tuvika mkiwambo kikemigwa Puteoli.
2c1c0e0069	Haja tuwavika wanhu wamtogole Kilisto, awo watulondile tukale na hewo mazua saba, na, abaho, tuvika Loma.
2c1c0f00ce	Na wanhu wamtogole Kilisto wakalile haja viwahulike kamba tokwiza, wafunga mwanza mtali, wavika Kudisoko da Apio na Ng'anda Ndatu za Kuwasa Wahenza. Paulo viyawawene, kamgwaa Mulungu hewela na kagangamizwa.
2c1c10005e	Vituvikile mdiwambo da Loma, Paulo katogolelwa kukala yeiyeka na asikali yakalile yomwimiliza.
2c1c110102	Vigabitile mazua madatu, Paulo kawakema hamoja wakulu wa Wayahudi. Viwaiting'hane hamoja, kawalongela, “Ndugu zangu, hata kamba sitendile kinhu chochose kihile mwa wanhu ama mnzoela za wahenga zetu, nigogigwa kuja Yelusalemu na kugeligwa mmakono ga Waloma.
2c1c12006c	Viweshile kuniuzagiza, walonda kunilekesa, kwavija hayoneke mbuli yoyose ihile ilumbile nie kutagusigwa ifa.
2c1c130091	Ila Wayahudi viwailemile mbuli ino, nishulutizwa kuigala mbuli yangu ha Kaisali. Hata kamba nikala bule nhaguso ya kuwatagusa wanhu wa isi yangu.
2c1c1400a4	Mkilamso kino, niwakema mweye giladi niwalongele mweye ikweli ya mbuli ino kamba, nifungigwa na mnyolo kamba vino, sama ya acho wanhu wa Islaeli chowokitamanila.”
2c1c1500d8	Na hewo wamulongela, “Tweye hatubokele lupwilili lolose kulawa Yudea lulonga mbuli zako, na haduhu hata munhu imwe kulawa mwa wandugu zetu Wayahudi yezile hano kulonga mbuli yako yoyose, ama kukulonga gweye vihile.
2c1c160087	Ila tolonda kuhulika kulawa kumwako vija vuugelegeza, kwavija tweye tovitanga kamba kila hanhu, wanhu woilonga vihile nhamanila ino.”
2c1c170119	Viwasagule zua da kuiting'hana nayo, wanhu bwando wamwizila hana ing'anda yaakalile yokala. Kusongela imitondo mbaka ichungulo, Paulo kawalongela na kuwapetela mbuli za Undewa wa Mulungu na kuwagong'ondeza mbuli za Yesu Kilisto muna Gamalagizo ga Musa na kulawa mmbuli za wahokozi.
2c1c18004b	Wanhu wayagwe wagatogola gaja gayakalile yolonga, ila wayagwe hawagatogole.
2c1c1900c2	Avo waibamilila wenyego kwa wenyego, na viwakalile wosegela, Paulo kakomeleza mkulonga ulonzi uno, “Loho wa Mulungu kawalongela ikweli ahaja hayawalongele wahenga zenu kubitila muhokozi Isaya,
2c1c1a006e	kalonga, ‘Genda ukawalongele wanhu wano, kuhulika mohulika, ila ham'vitanga, kulola molola, ila ham'vimanya.
2c1c1b00e4	Kwavija wanhu wano wana mioyo midala, magwiti gao wagatenda sambigahulike, na meso gao wafing'hiliza. Ila kamba meso gao gahalolile, na magwiti gao gahahulike, wahavitangile mmioyo yao, na kunihindukila nie, nihawahonyile.’”
2c1c1c005d	“Avo nolonda m'vitange kamba, ukombola wa Mulungu ugaligwa ha Wamhazi. Na hewo wohulika!”
2c1c1d005e	Paulo viyeshile kulonga gano, Wayahudi wachola kuno wokiiuza mbuli bwando wenyego kwa wenyego.
2c1c1e007a	Mkipigiti cha milao mibili yose, Paulo kakala muna ing'anda yaapangile mwenyego, na kawabokela wanhu wose wezile kumulola.
2c1c1f007b	Kazipeta mbuli za Undewa wa Mulungu na kufundiza mbuli za Mndewa Yesu Kilisto bila kudumba, na hagomesigwe na munhu yoyose.
2d00000006	WALOMA
2d0101009b	Lupwilili luno lolawa ha Paulo, mtumigwa wa Yesu Kilisto, yasaguligwe na Mulungu kuwa mtumigwa wa Kilisto na kutumigwa yakaupete Usenga Unogile wa Mulungu,
2d01020046	uyekile kilagano umwaka kubitila wahokozi zake Mzinyandiko Zing'alile.
2d01030063	Usenga uja umulonga Mwanage, Yesu Kilisto, ayo mmbuli ya kiunhu yakalile yolawa mulukolo lwa Daudi,
2d01040088	na vija viyali na ung'azi ulawa ha Mulungu kalagusigwa na mhiko ng'hulu kuwa Mwana wa Mulungu kipigiti viyazusigwe kulawa mkudanganhika.
2d010500a6	Kubitila heyo, Mulungu kanigwelela ngekewa na utumigwa wa Kilisto giladi niwapetele wanhu wa isi zose giladi watogole na kumtogola heyo, giladi twaga jake diyenzigwe.
2d01060049	Vivija na mweye mwa mmwanza wa waja wakemigwe kuwa wanhu wa Yesu Kilisto.
2d010700cd	Nowandikila mweye wanhu wose wa wambo da Loma, mnogelwe na Mulungu na mkemigwe kuwa wanhu zake mwenyego. Ngekewa na tindiwalo kulawa ha Mulungu Tata wetu na kulawa ha Mndewa Yesu Kilisto viwe hamoja namwe.
2d0108007e	Tanhu, nomuheweza Mulungu wangu kubitila Yesu Kilisto sama yenu mweye mose, kwavija nhamanila yenu yopetigwa muulumwengu wose.
2d0109008a	Mulungu, inimsang'hanikila na moyo wangu wose mkuupeta Usenga Unogile wa Mwanage, iyo msindila wangu vija viniwakumbukila mweye mazua gose
2d010a006d	muna zinhambiko zangu. Kipigiti chose notambika ha Mulungu, vihamnogela, yanidahize kwiza kumwenu sambisambi.
2d010b005a	Kwavija nosulukila ng'hani niwone, giladi niwagwelele nhunza ya muloho giladi mgangamizwe.
2d010c0061	Nie nolonda tuigangamize, nhamanila yenu inigangamize nie, na nhamanila yangu iwagangamize mweye.
2d010d00c1	Ndugu zangu, nolonda m'vitange kamba mianza bwando nilonda kwiza kumwenu, ila nizuiligwa. Nilonda mmwanza wenu niwatende wanhu wamtogole Kilisto, kamba viniwatendile mmwanza wa Wamhazi wayagwe.
2d010e007e	Kwavija nolondigwa kuwasang'hanikila wanhu wose, Wagiliki na wanhu hawali Wagiliki, wanhu wali na nzewele na walibule nzewele.
2d010f0049	Avo, vivija nolonda kuupeta Usenga Unogile kumwenu mweye mkala hiko Loma.
2d01100087	Siwonela kinyala Usenga Unogile, kwavija uwo mhiko ya Mulungu iwakombola wanhu wose woutogola, tanhu ha Wayahudi, na vivija ha Wamhazi.
2d011100f9	Kwavija Usenga Unogile wogubula vija Mulungu viyowatenda wanhu kuwa bule uzenzeleganye kubitila nhamanila songela haichanduso mbaka hakimambukizo, kamba viyandikigwe Mzinyandiko Zing'alile, “Munhu ayo yalibule uzenzeleganye kokala muinhamanila.”
2d01120088	Lusango lwa Mulungu lugubuligwa kulawa kuulanga ha wanhu walekile kumtanga Mulungu na ha wanhu wehile, awo woigubika ikweli na wiho wao.
2d0113006a	Kwavija gaja godahika kutangigwa muna zimbuli za Mulungu wafunuliligwa, kwavija Mulungu kagalagusa kumwao.
2d011400c7	Songela vuulumbigwe ulumwengu, mbuli za Mulungu ziifisile, nhegulo yake mhiko zake za digunge na uungu wake, zigubuligwa, zimanyika kulawa m'vinhu viyavilumbile. Avo wanhu wabule mbuli ya kuigombela.
2d01150095	Womtanga Mulungu, ila hawamuhishimila kamba Mulungu ama kumgwelela hewela, ila ngelegeza zao zigaluka ubozi, na nzonzi zao za ubozi zigeligwa kiziza.
2d01160025	Wokiiyona wabala, ila wabule nzewele,
2d01170098	na waleka kumtambikila Mulungu yokala digunge na kusonga kuitambikila miwegu ilingile kamba munhu ama ndege ama wang'onyo wali na magulu mane ama nyoka.
2d01180085	Avo Mulungu kawaleka wawinze mbuli zihile zisulukilwa na mioyo yao na kuitendela wenyego kwa wenyego mbuli za kinyala mzing'huli zao.
2d011900bd	Waigalula ikweli ya Mulungu kuwa uvwizi, wavitambikila na kuvisang'hanikila vinhu vilumbigwe na Mulungu, na kuleka kumtambikila Mulungu yavilumbile, yolondigwa kuyenzigwa mazua gose! Amina.
2d011a00b7	Sama ya kilamso kino, Mulungu kawaleka wawinze sulukila zao zigela kinyala. Hata watwanzi zao wazihindula nzila za kuilumba zilumbigwe na Mulungu na kuilumba vija Mulungu havilumbile.
2d011b00c4	Vivija wambigalo na hewo waleka kuilumba na watwanzi na kuisulukila wenyego kwa wenyego. Wambigalo watenda mbuli zigela kinyala na wambigalo wayao na kubokela nhaguso ilumbile na gaja gawatendile.
2d011c007b	Kwavija wanhu walema kumtanga Mulungu, Mulungu kawaleka mzinzonzi zao zihile, giladi watende mbuli hazilondigwe kutendigwa.
2d011d009a	Wamema mbuli zose zihile, wiho, sulukila ya vinhu va wanhu, na kunogelwa na gehile. Wamema migongo, ukomaji, ngomba, uvwizi, na kuilondela gehile. Wodeta,
2d011e0084	wowalonga wanhu vihile, womwihila Mulungu, wamema maligo, magoda, na matopa. Wamema mbuli zihile na hawawahishimila waja wawalelile.
2d011f0034	Wabozi, vizenzeleganye, wabule noge, na wabule bazi.
2d012000cb	Wovitanga kamba lagizo da Mulungu dolonga kamba wanhu wotenda mbuli kamba zino wolondigwa wadanganhike. Hata avo, si kamba wazitenda mbuli hizo tu, ila hata kuwatogola wanhu wayagwe wozitenda mbuli hizo.
2d020100bb	Avo haduhu kuigombela hata uhawile munhu yalihi ihawa komtagusa uvwizi miyago, kwavija vuubitiza nhaguso ha miyago, kokiitagusa mwenyego, kwavija na gweye kotenda gagaja gayatendile heyo.
2d02020052	Tovitanga kamba nhaguso ya Mulungu mwa awo wotenda vinhu kamba avo ikala muikweli.
2d02030096	Ila gweye, munhu, uwatagusa waja wotenda mbuli kamba zino ihawa na gweye mwenyego kotenda mbuli zizo, kogelegeza kodaha kuikimbila nhaguso ya Mulungu?
2d02040081	Ama kodizabuza bwando da ugoli wa unozi wake na mwazaganyo wake? Huvimanya kamba unozi wa Mulungu wokulongoza gweye uleke vilozo?
