0100000007	Genèse
1413020063	Il n'est pas bon d'avoir du zèle sans connaissance, ni être pressé du pied et manquer le chemin.
141303004d	La folie de l'homme pervertit sa voie; son cœur se déchaîne contre Yahvé.
141304004c	La richesse ajoute de nombreux amis, mais le pauvre est séparé de son ami.
1413050057	Un faux témoin ne reste pas impuni. Celui qui répand des mensonges ne sera pas libre.
1413060067	Beaucoup imploreront les faveurs d'un chef, et tout le monde est l'ami de l'homme qui fait des cadeaux.
141307008b	Tous les parents des pauvres le fuient; combien plus ses amis l'évitent-ils! Il les poursuit avec des supplications, mais ils sont partis.
1413080063	Celui qui acquiert la sagesse aime sa propre âme. Celui qui garde l'intelligence trouvera le bien.
141309004e	Un faux témoin ne reste pas impuni. Celui qui profère des mensonges périra.
14130a0065	La vie délicate ne convient pas à un fou, et encore moins pour un serviteur de dominer les princes.
14130b005c	La discrétion d'un homme le rend lent à la colère. C'est sa gloire d'ignorer une offense.
14130c0065	La colère du roi est comme le rugissement d'un lion, mais sa faveur est comme la rosée sur l'herbe.
14130d0069	Un fils insensé est la calamité de son père. Les querelles d'une femme sont un égouttement continuel.
14130e0061	La maison et les richesses sont un héritage des pères, mais une femme prudente vient de Yahvé.
14130f004d	La paresse jette dans un profond sommeil. L'âme oisive souffrira de la faim.
1413100064	Celui qui garde le commandement garde son âme, mais celui qui est méprisant dans ses voies mourra.
1413110043	Celui qui a pitié du pauvre prête à Yahvé; il le récompensera.
1413120051	Disciplinez votre fils, car il y a de l'espoir; ne soyez pas complice de sa mort.
1413130055	L'homme qui s'emporte doit en payer le prix, car si tu le sauves, tu dois le refaire.
1413140066	Écoutez les conseils et recevez des instructions, afin que vous soyez sages dans la fin de votre vie.
141315005a	Il y a beaucoup de projets dans le cœur d'un homme, mais le conseil de Yahvé prévaudra.
1413160060	Ce qui fait qu'un homme est désiré, c'est sa bonté. Un pauvre homme vaut mieux qu'un menteur.
141317006f	La crainte de Yahvé mène à la vie, puis au contentement; il se repose et ne sera pas touché par les ennuis.
141318005e	Le paresseux enfouit sa main dans le plat; il ne le portera même pas à sa bouche à nouveau.
141319008b	Fouettez le moqueur, et les simples apprendront la prudence; réprimandez celui qui a de l'intelligence, et il acquerra de la connaissance.
14131a0061	Celui qui vole son père et chasse sa mère est un fils qui cause la honte et apporte l'opprobre.
14131b0066	Si tu cesses d'écouter les instructions, mon fils, vous vous éloignerez des mots de la connaissance.
14131c005d	Un témoin corrompu se moque de la justice, et la bouche des méchants engloutit l'iniquité.
14131d005a	Des châtimentssont préparés pour les moqueurs, et des coups pour le dos des imbéciles.
1414010064	Le vin est un moqueur et la bière un bagarreur. Celui qui se laisse égarer par eux n'est pas sage.
141402006f	La terreur d'un roi est comme le rugissement d'un lion. Celui qui le provoque à la colère perd sa propre vie.
1414030068	C'est un honneur pour un homme de se tenir à l'écart des querelles, mais tous les fous se disputeront.
141404006c	Le paresseux ne laboure pas à cause de l'hiver; c'est pourquoi il mendiera dans la moisson, et n'aura rien.
1414050067	Le conseil dans le cœur de l'homme est comme une eau profonde, mais un homme compréhensif l'extraira.
141406006d	Beaucoup d'hommes prétendent être des hommes d'amour indéfectible, mais qui peut trouver un homme fidèle?
141407004e	L'homme juste marche dans l'intégrité. Bénis soient ses enfants après lui.
1414080051	Un roi qui s'assied sur le trône du jugement disperse tout le mal avec ses yeux.
141409004c	Qui peut dire: «J'ai rendu mon cœur pur. Je suis propre et sans péché?»
14140a0051	Des poids et des mesures différents, tous deux sont une abomination pour Yahvé.
14140b005e	Même un enfant se fait connaître par ses actions, si son travail est pur, et s'il est juste.
14140c0050	L'oreille qui entend, et l'œil qui voit, Yahvé les a égalisés tous les deux.
14140d006d	N'aime pas le sommeil, de peur que tu ne deviennes pauvre. Ouvrez vos yeux, et vous serez rassasiés de pain.
14140e0071	«Ce n'est pas bon, ce n'est pas bon», dit l'acheteur; mais quand il est parti de son côté, alors il se vante.
14140f0061	Il y a de l'or et des rubis en abondance, mais les lèvres de la connaissance sont un joyau rare.
141410006f	Prends le vêtement de celui qui se porte garant pour un étranger; et le garder en gage pour une femme volage.
1414110061	La nourriture frauduleuse est douce pour un homme, mais après, sa bouche est remplie de gravier.
141412005a	Les plans sont établis par des conseils; par des conseils avisés, vous faites la guerre!
1414130076	Celui qui se promène comme un conteur révèle des secrets; ne fréquente donc pas celui qui ouvre grand ses lèvres.
141414005e	Quiconque maudit son père ou sa mère, sa lampe s'éteindra dans l'obscurité des ténèbres.
1414150048	Un héritage rapidement acquis au début ne seront pas bénis à la fin.
141416004e	Ne dites pas: «Je rembourserai le mal.» Attendez Yahvé, et il vous sauvera.
141417005b	Yahvé déteste les poids différents, et les balances malhonnêtes ne sont pas agréables.
141418005b	Les pas de l'homme viennent de Yahvé; comment alors l'homme peut-il comprendre son chemin?
1414190071	C'est un piège pour l'homme que de faire un dévouement irréfléchi, puis plus tard pour considérer ses vœux.
14141a004a	Un roi sage vanne les méchants, et fait passer la roue de battage dessus.
14141b005d	L'esprit de l'homme est la lampe de Yahvé, en fouillant toutes ses parties les plus intimes.
14141c004f	L'amour et la fidélité protègent le roi. Son trône est soutenu par l'amour.
14141d0067	La gloire des jeunes hommes, c'est leur force. La splendeur des vieillards, ce sont leurs cheveux gris.
14141e005b	Les coups qui blessent nettoient le mal, et les coups purgent les parties les plus intimes.
141501005b	Le cœur du roi est dans la main de Yahvé comme les cours d'eau. Il le tourne où il veut.
1415020053	Toute voie de l'homme est droite à ses propres yeux, mais Yahvé pèse les cœurs.
1415030058	Faire preuve de droiture et de justice est plus acceptable pour Yahvé que le sacrifice.
141504004d	Un regard hautain et un cœur fier, la lampe des méchants, c'est le péché.
1415050079	Les plans des personnes diligentes mènent sûrement au profit; et quiconque est pressé se précipite dans la pauvreté.
1415060070	Obtenir des trésors par une langue mensongère n'est qu'une vapeur éphémère pour ceux qui cherchent la mort.
1415070058	La violence des méchants les chassera, parce qu'ils refusent de faire ce qui est juste.
1415080050	Le chemin des coupables est tortueux, mais la conduite de l'innocent est droite.
1415090060	Il vaut mieux habiter à l'angle du toit. que de partager une maison avec une femme querelleuse.
14150a0054	L'âme des méchants désire le mal; son voisin ne trouve aucune pitié à ses yeux.
14150b0073	Quand le moqueur est puni, le simple acquiert la sagesse. Lorsque le sage est instruit, il reçoit la connaissance.
14150c0050	Le Juste considère la maison des méchants, et mène les méchants à la ruine.
14150d0059	Celui qui ferme ses oreilles au cri du pauvre, il criera aussi, mais ne sera pas entendu.
14150e005b	Un cadeau en secret apaise la colère, et un pot-de-vin dans le manteau, une forte colère.
14150f006b	C'est une joie pour le juste de faire justice; mais c'est une destruction pour les ouvriers de l'iniquité.
1415100062	L'homme qui s'écarte du chemin de l'intelligence reposera dans l'assemblée des esprits défunts.
1415110063	Celui qui aime le plaisir sera un pauvre homme. Celui qui aime le vin et l'huile ne sera pas riche.
1415120045	Le méchant est la rançon du juste, les perfides pour les honnêtes.
141513005c	Il vaut mieux habiter dans une terre déserte, qu'avec une femme querelleuse et capricieuse.
1415140066	Il y a des trésors précieux et de l'huile dans la demeure des sages, mais un homme insensé l'avale.
141515004e	Celui qui suit la justice et la bonté trouve la vie, la justice et l'honneur.
1415160051	Un sage balance la ville des puissants, et fait baisser la force de sa confiance.
1415170048	Celui qui garde sa bouche et sa langue protège son âme des problèmes.
1415180060	L'homme fier et arrogant - «Scoffer» est son nom - il travaille dans l'arrogance de l'orgueil.
1415190044	Le désir du paresseux le tue, car ses mains refusent de travailler.
14151a0064	Il y a ceux qui convoitent avec avidité tout le jour; mais les justes donnent et ne retiennent pas.
14151b0069	Le sacrifice des méchants est une abomination- combien plus, quand il l'apporte avec un esprit méchant!
14151c0044	Le faux témoin périra. Un homme qui écoute parle à l'éternité.
14151d005b	L'homme méchant endurcit son visage; mais pour celui qui est droit, il établit ses voies.
14151e0042	Il n'y a ni sagesse ni compréhension ni de conseil contre Yahvé.
14151f0056	Le cheval est préparé pour le jour de la bataille; mais la victoire est avec Yahvé.
1416010071	Un bon nom est plus désirable que de grandes richesses, et la faveur de l'amour vaut mieux que l'argent et l'or.
141602005d	Les riches et les pauvres ont ceci en commun: Yahvé est le créateur de tous ces éléments.
1416030057	Un homme prudent voit le danger et se cache; mais les simples passent, et en souffrent.
141604005e	Le résultat de l'humilité et de la crainte de Yahvé c'est la richesse, l'honneur et la vie.
141605006a	Des épines et des pièges sont sur le chemin des méchants; celui qui garde son âme se tient loin d'eux.
1416060064	Formez un enfant dans la voie qu'il doit suivre, et quand il sera vieux, il ne s'en détournera pas.
141607004b	Les riches dominent les pauvres. L'emprunteur est le serviteur du prêteur.
141608005d	Celui qui sème la méchanceté récolte le malheur, et le bâton de sa fureur sera détruit.
1416090058	Celui qui a l'œil généreux sera béni, car il partage sa nourriture avec les pauvres.
14160a0064	Chassez les moqueurs, et les querelles disparaîtront; oui, les querelles et les insultes cesseront.
14160b004d	Celui qui aime la pureté du cœur et qui parle avec grâce est l'ami du roi.
14160c005e	Les yeux de Yahvé veillent sur la connaissance, mais il contrarie les paroles des infidèles.
14160d0049	Le paresseux dit: «Il y a un lion dehors! Je serai tué dans les rues!»
14160e006a	La bouche de la femme adultère est une fosse profonde. Celui qui est sous la colère de Yahvé y tombera.
14160f0056	La folie est liée au cœur d'un enfant; le bâton de la discipline l'éloigne de lui.
1416100079	Celui qui opprime le pauvre pour son propre accroissement et celui qui donne au riche, les deux viennent à la pauvreté.
141611005d	Tourne ton oreille, et écoute les paroles des sages. Applique ton cœur à mon enseignement.
141612005f	Car c'est une chose agréable que de les garder en soi, s'ils sont tous prêts sur vos lèvres.
1416130055	Je vous enseigne aujourd'hui, même à vous, afin que votre confiance soit en Yahvé.
1416140053	Ne vous ai-je pas écrit trente excellentes choses de conseils et de connaissances,
1416150071	Pour vous enseigner la vérité, des paroles sûres, pour donner des réponses solides à ceux qui t'ont envoyé?
1416160061	N'exploitez pas le pauvre parce qu'il est pauvre; et n'écrasez pas les nécessiteux au tribunal;
141617004a	car Yahvé plaidera leur cause, et pillent la vie de ceux qui les pillent.
141618006e	Ne te lie pas d'amitié avec un homme colérique. Ne vous associez pas à quelqu'un qui nourrit de la colère,
1416190044	de peur que vous n'appreniez ses méthodes et ensorceler votre âme.
14161a005c	Ne sois pas de ceux qui frappent les mains, de ceux qui servent de garantie pour les dettes.
14161b005e	Si vous n'avez pas les moyens de payer, pourquoi devrait-il retirer votre lit de dessous vous?
14161c004e	Ne déplacez pas l'ancienne borne frontière. que vos pères ont mis en place.
14161d0063	Vois-tuun homme habile dans son travail? Il servira les rois. Il ne servira pas les hommes obscurs.
1417010068	Lorsque vous vous asseyez pour manger avec une règle, Considérez attentivement ce qui est devant vous;
141702004d	mettre un couteau sur votre gorge si vous êtes un homme qui a de l'appétit.
141703004d	Ne soyez pas désireux de ses friandises, car ce sont des aliments trompeurs.
1417040051	Ne te fatigue pas pour être riche. Dans votre sagesse, faites preuve de retenue.
141705007c	Pourquoi fixez-vous vos yeux sur ce qui n'est pas? Car il pousse certainement des ailes comme un aigle et vole dans le ciel.
141706005c	Ne mangez pas la nourriture de celui qui a l'œil avare, et n'ont pas envie de ses délices,
141707006d	pour qu'il pense au coût, donc il est. «Mangez et buvez!» vous dit-il, mais son cœur n'est pas avec vous.
1417080052	Vous vomirez le morceau que vous avez mangé. et gaspiller vos paroles agréables.
1417090051	Ne parlez pas aux oreilles d'un fou, car il méprisera la sagesse de vos paroles.
14170a004f	Ne déplacez pas l'ancienne borne. N'empiète pas sur les champs des orphelins,
14170b0042	pour leur défenseur est fort. Il plaidera leur cause contre vous.
14170c0054	Applique ton cœur à l'instruction, et vos oreilles aux paroles de la connaissance.
14170d005e	Ne retenez pas la correction d'un enfant. Si vous le punissez avec la verge, il ne mourra pas.
14170e0042	Punissez-le avec la verge, et sauve son âme du séjour des morts.
14170f004d	Mon fils, si ton cœur est sage, alors mon cœur sera heureux, même le mien.
1417100046	Oui, mon cœur se réjouira quand tes lèvres disent ce qui est juste.
141711005d	Ne laisse pas ton cœur envier les pécheurs, mais plutôt craindre Yahvé toute la journée.
141712004e	En effet, il existe une espérance future, et ton espoir ne sera pas anéanti.
1417130049	Écoute, mon fils, et sois sage, et gardez votre cœur sur le bon chemin!
1417140051	Ne soyez pas parmi ceux qui boivent trop de vin, ou ceux qui se gavent de viande;
141715005a	car l'ivrogne et le glouton deviendront pauvres; et la somnolence les habille de haillons.
141716005d	Écoute ton père qui t'a donné la vie, et ne méprise pas ta mère quand elle sera vieille.
1417170061	Achetez la vérité, et ne la vendez pas. Obtenez la sagesse, la discipline et la compréhension.
1417180066	Le père des justes a une grande joie. Celui qui donne naissance à un enfant sage se réjouit de lui.
1417190052	Que ton père et ta mère se réjouissent! Que celle qui t'a porté se réjouisse!
14171a0041	Mon fils, donne-moi ton cœur; et que vos yeux suivent mes voies.
14171b0059	Pour une prostituée, c'est une fosse profonde; et une femme volage est un puits étroit.
14171c0057	Oui, elle est à l'affût comme un voleur, et augmente les infidèles parmi les hommes.
14171d0088	Qui a du malheur? Qui a du chagrin? Qui a des querelles? Qui a des plaintes? Qui a des bleus inutiles? Qui a les yeux injectés de sang?
14171e004b	Ceux qui restent longtemps au vin; ceux qui vont chercher du vin mélangé.
14171f0068	Ne regardez pas le vin quand il est rouge, quand elle brille dans la tasse, quand il descend en douceur.
1417200045	A la fin, ça mord comme un serpent, et empoisonne comme une vipère.
1417210057	Tes yeux verront des choses étranges, et votre esprit va imaginer des choses confuses.
1417220071	Oui, tu seras comme celui qui se couche au milieu de la mer, ou comme celui qui se trouve au sommet du gréement:
14172300b9	«Ils m'ont frappé, et je n'ai pas été blessé! Ils me battent, et je ne le sens pas! Quand est-ce que je vais me réveiller? Je peux encore le faire. Je vais en chercher d'autres.»
1418010047	Ne soyez pas envieux des hommes mauvais, ni le désir d'être avec eux;
1418020055	pour la violence du complot de leurs cœurs et leurs lèvres parlent de méchanceté.
1418030056	C'est par la sagesse que l'on construit une maison; par l'entendement, il est établi;
1418040058	par connaissance les chambres sont remplies avec tous les trésors rares et magnifiques.
141805004b	Un homme sage a un grand pouvoir. Un homme bien informé accroît sa force,
141806006a	car c'est par des conseils avisés que tu fais la guerre, et la victoire est dans de nombreux conseillers.
1418070051	La sagesse est trop élevée pour un fou. Il n'ouvre pas sa bouche dans la porte.
1418080041	Celui qui complote pour faire le mal sera appelé un magouilleur.
1418090053	Les projets de la folie sont des péchés. Le moqueur est détesté par les hommes.
14180a0044	Si vous chancelez au moment de la détresse, votre force est faible.
14180b005f	Sauvez ceux qui sont conduits à la mort! En effet, retenez ceux qui titubent vers le massacre!
14180c00c9	Si vous dites: «Voici, nous ne savions pas cela,» Celui qui pèse les cœurs ne le considère-t-il pas? Celui qui garde ton âme, ne le sait-il pas? Ne doit-il pas rendre à chacun selon son travail?
14180d0068	Mon fils, mange du miel, car il est bon, les excréments du rayon de miel, qui sont doux à votre goût;
14180e0082	Ainsi tu connaîtras la sagesse pour ton âme. Si vous l'avez trouvé, il y aura une récompense: Votre espoir ne sera pas coupé.
14180f0066	Ne fais pas d'embuscades, méchant, contre la demeure des justes. Ne détruisez pas son lieu de repos;
1418100060	car le juste tombe sept fois et se relève, mais les méchants sont renversés par la calamité.
141811006a	Ne te réjouis pas quand ton ennemi tombe. Ne laissez pas votre cœur se réjouir quand il sera renversé,
141812005e	de peur que Yahvé ne le voie et que cela ne lui déplaise, et il détourne de lui sa colère.
1418130052	Ne vous inquiétez pas à cause des méchants, ne soyez pas envieux des méchants;
141814005e	car il n'y aura pas de récompense pour l'homme mauvais. La lampe des méchants sera éteinte.
1418150051	Mon fils, crains Yahvé et le roi. Ne vous joignez pas à ceux qui sont rebelles,
1418160061	car leur calamité se lève soudainement. Qui sait quelle destruction peut venir de ces deux-là?
141817005d	Ce sont là des paroles de sages: Faire preuve de partialité dans le jugement n'est pas bon.
1418180064	Celui qui dit au méchant: «Tu es juste,» les peuples le maudiront, et les nations l'abhorreront -
1418190064	mais il ira bien avec ceux qui condamnent les coupables, et une riche bénédiction viendra sur eux.
14181a003a	Une réponse honnête est comme un baiser sur les lèvres.
14181b0064	Préparez votre travail à l'extérieur, et préparez vos champs. Ensuite, construisez votre maison.
14181c0058	Ne sois pas un témoin contre ton prochain sans raison. Ne trompez pas avec vos lèvres.
14181d005a	Ne dites pas: «Je lui ferai ce qu'il m'a fait»; Je rendrai à l'homme ce qu'il a fait.»
14181e005b	Je suis passé par le champ du paresseux, par la vigne de l'homme dépourvu d'intelligence.
14181f0071	Voici, elle était couverte d'épines. Sa surface était couverte d'orties, et son mur de pierre a été démoli.
141820004b	Alors j'ai vu, et j'ai bien réfléchi. J'ai vu, et reçu des instructions:
1418210052	un peu de sommeil, un peu d'assoupissement, un petit pliage des mains pour dormir,
1418220054	alors ta pauvreté viendra comme un voleur et votre volonté en tant qu'homme armé.
141901005d	Voici encore des proverbes de Salomon, que les hommes d'Ézéchias, roi de Juda, ont copiés.
1419020067	C'est la gloire de Dieu de dissimuler une chose, mais la gloire des rois est de rechercher une affaire.
1419030068	Comme les cieux pour la hauteur, et la terre pour la profondeur, ainsi le cœur des rois est insondable.
1419040047	Enlevez les scories de l'argent, et la matière sort pour le raffineur.
141905005b	Éloignez les méchants de la présence du roi, et son trône sera établi dans la justice.
1419060059	Ne t'exalte pas en présence du roi, ou de revendiquer une place parmi les grands hommes;
1419070072	car il vaut mieux qu'on te dise: «Monte ici». que de vous rabaisser en présence du prince, que tes yeux ont vu.
1419080080	Ne vous empressez pas de porter des accusations devant le tribunal. Que ferez-vous à la fin quand votre voisin vous fera honte?
1419090053	Débattez de votre cas avec votre voisin, et ne pas trahir la confiance d'un autre,
14190a0065	de peur que celui qui l'entende ne vous fasse honte, et votre mauvaise réputation ne partira jamais.
14190b0045	Une parole juste est comme des pommes d'or dans une monture d'argent.
14190c0075	Comme une boucle d'oreille d'or, et une parure d'or fin, de même qu'un sage réprobateur à une oreille obéissante.
14190d0093	Comme le froid de la neige au temps de la moisson, ainsi est un messager fidèle à ceux qui l'envoient; car il rafraîchit l'âme de ses maîtres.
14190e0075	Comme des nuages et du vent sans pluie, il en est de même pour celui qui se vante de ses dons de manière trompeuse.
14190f0054	C'est par la patience que le chef se laisse convaincre. Une langue douce brise l'os.
141910006d	Avez-vous trouvé du miel? Mangez autant qu'il vous suffit, de peur que vous ne mangiez trop et ne vomissiez.
1419110070	Que ton pied soit rarement dans la maison de ton prochain, de peur qu'il ne se lasse de vous et ne vous haïsse.
1419120075	Un homme qui porte un faux témoignage contre son prochain est comme une massue, une épée, ou une flèche acérée.
141913006a	Confiance en quelqu'un d'infidèle en temps de difficulté est comme une mauvaise dent ou un pied boiteux.
141914008c	Comme celui qui enlève un vêtement par temps froid, ou du vinaigre sur du soda, ainsi est celui qui chante des chansons à un cœur lourd.
1419150055	Si ton ennemi a faim, donne-lui à manger. S'il a soif, donnez-lui de l'eau à boire;
1419160051	car tu amasseras des charbons ardents sur sa tête, et Yahvé vous récompensera.
141917005d	Le vent du nord produit de la pluie; ainsi une langue médisante amène un visage en colère.
1419180060	Il vaut mieux habiter à l'angle du toit. que de partager une maison avec une femme querelleuse.
1419190063	Comme de l'eau froide pour une âme assoiffée, C'est une bonne nouvelle venant d'un pays lointain.
14191a0066	Comme une source boueuse et un puits pollué, ainsi est un homme juste qui cède devant les méchants.
14191b006c	Il n'est pas bon de manger beaucoup de miel, Il n'est pas non plus honorable de chercher son propre honneur.
14191c0052	Comme une ville démolie et sans murs est un homme dont l'esprit est sans retenue.
141a010060	Comme la neige en été, et comme la pluie en moisson, donc l'honneur ne convient pas à un fou.
141a020067	Comme un moineau qui vole, comme une hirondelle, pour que la malédiction imméritée ne s'arrête pas.
141a03005c	Le fouet est pour le cheval, une bride pour l'âne, et un bâton pour le dos des imbéciles!
141a040054	Ne réponds pas à un fou selon sa folie, de peur que vous ne soyez aussi comme lui.
141a050052	Réponds à un fou selon sa folie, de peur qu'il ne soit sage à ses propres yeux.
141a060063	Celui qui envoie un message par la main d'un imbécile c'est couper les pieds et boire la violence.
141a070056	Comme les jambes d'un boiteux qui pendent, c'est une parabole dans la bouche des fous.
141a080061	Comme celui qui lie une pierre dans une fronde, ainsi est celui qui donne de l'honneur à un fou.
141a090068	Comme un buisson d'épines qui va dans la main d'un ivrogne, c'est une parabole dans la bouche des fous.
141a0a007c	Comme un archer qui blesse tout le monde, de même que celui qui engage un imbécile ou celui qui embauche ceux qui passent.
141a0b0058	Comme un chien qui retourne à son vomissement, tout comme le fou qui répète sa folie.
141a0c0059	Vois-tu un homme sage à ses propres yeux? Il y a plus d'espoir pour un fou que pour lui.
141a0d0056	Le paresseux dit: «Il y a un lion sur la route! Un lion féroce erre dans les rues!»
141a0e004f	Comme la porte tourne sur ses charnières, tout comme le paresseux sur son lit.
141a0f005e	Le paresseux enfouit sa main dans le plat. Il est trop paresseux pour le ramener à sa bouche.
141a100060	Le paresseux est plus sage à ses propres yeux. que sept hommes qui répondent avec discrétion.
141a110077	Comme celui qui attrape les oreilles d'un chien est celui qui passe et se mêle d'une querelle qui n'est pas la sienne.
141a12003c	Comme un fou qui lance des torches, des flèches et la mort,
141a130044	est l'homme qui trompe son prochain et dit: «Je ne plaisante pas?»
141a14004e	Par manque de bois, le feu s'éteint. Sans commérage, une querelle s'éteint.
141a150084	Comme des charbons pour des braises chaudes, et du bois pour le feu, Ainsi, un homme querelleur est capable d'allumer des querelles.
141a160071	Les paroles d'un murmureur sont comme des morceaux délicats, ils descendent dans les parties les plus profondes.
141a17005f	Comme des débris d'argent sur un vase de terre sont les lèvres d'un fervent au cœur mauvais.
141a180051	L'homme malin se déguise avec ses lèvres, mais il abrite le mal dans son cœur.
141a19005f	Quand son discours est charmant, ne le croyez pas, car il y a sept abominations dans son cœur.
141a1a0068	Sa malice peut être dissimulée par la tromperie, mais sa méchanceté sera exposée dans l'assemblée.
141a1b005a	Celui qui creuse une fosse y tombera. Celui qui roule une pierre, elle lui retombe dessus.
141a1c0060	Une langue mensongère déteste ceux qu'elle blesse; et une bouche flatteuse travaille la ruine.
141b010053	Ne vous vantez pas du lendemain; car vous ne savez pas ce qu'un jour peut apporter.
141b020060	Qu'un autre homme te loue, et pas votre propre bouche; un étranger, et non vos propres lèvres.
141b03006f	Une pierre est lourde, et le sable est un fardeau; mais la provocation d'un idiot est plus lourde que les deux.
141b040067	La colère est cruelle, et la colère est écrasante; mais qui est capable de résister à la jalousie?
141b050036	Mieux vaut une réprimande ouverte que l'amour caché.
141b060057	Les blessures d'un ami sont fidèles, bien que les baisers d'un ennemi soient profonds.
141b07006a	Une âme rassasiée a horreur du rayon de miel; mais pour une âme affamée, toute chose amère est douce.
141b080059	Comme un oiseau qui s'éloigne de son nid, ainsi est un homme qui erre loin de sa maison.
141b09006a	Le parfum et l'encens apportent de la joie au cœur; tout comme les conseils sérieux de l'ami d'un homme.
141b0a009e	N'abandonne pas ton ami et l'ami de ton père. N'allez pas chez votre frère le jour de votre catastrophe. Un voisin proche vaut mieux qu'un frère éloigné.
141b0b0066	Sois sage, mon fils, et apporte la joie dans mon cœur, alors je pourrai répondre à mon tourmenteur.
141b0c0059	L'homme prudent voit le danger et se réfugie; mais les simples passent, et en souffrent.
141b0d0058	Prenez son vêtement quand il met en gage un étranger. Tenez-le pour une femme rebelle!
141b0e006e	Celui qui bénit son prochain avec une voix forte, tôt le matin, il sera pris comme une malédiction par lui.
141b0f0051	Une goutte continue un jour de pluie et une épouse contestataire se ressemblent:
141b10005b	La retenir, c'est comme retenir le vent, ou comme de saisir de l'huile dans sa main droite.
141b110043	Le fer aiguise le fer; ainsi un homme aiguise le visage de son ami.
141b12005e	Celui qui soigne le figuier mangera son fruit. Celui qui s'occupe de son maître sera honoré.
141b13004a	Comme l'eau reflète un visage, donc le cœur d'un homme reflète l'homme.
141b14005d	Sheol et Abaddon ne sont jamais satisfaits; et les yeux d'un homme ne sont jamais satisfaits.
141b150063	Le creuset est pour l'argent, et le fourneau pour l'or; mais l'homme est raffiné par ses louanges.
141b16006f	Bien que tu broies un fou dans un mortier avec un pilon, avec le grain, mais sa folie ne lui sera pas enlevée.
141b17004f	Connaissez bien l'état de vos troupeaux, et faites attention à vos troupeaux,
141b180066	car les richesses ne sont pas éternelles, et la couronne ne perdure pas à travers les générations.
141b19005f	On enlève le foin, et la nouvelle pousse apparaît, les herbes des collines sont rassemblées.
141b1a004a	Les agneaux servent à te vêtir, et les chèvres sont le prix d'un champ.
141b1b008c	Il yaura du lait de chèvre en abondance pour votre nourriture, pour la nourriture de votre famille, et pour la nourriture de vos servantes.
141c010065	Les méchants fuient quand personne ne les poursuit; mais les justes sont aussi audacieux qu'un lion.
141c02007b	Dans la rébellion, un pays a plusieurs chefs, mais l'ordre est maintenu par un homme de compréhension et de connaissance.
141c03006b	Un homme dans le besoin qui opprime les pauvres est comme une pluie battante qui ne laisse aucune récolte.
141c04005e	Ceux qui abandonnent la loi louent les méchants; mais ceux qui gardent la loi les combattent.
141c05006d	Les hommes mauvais ne comprennent pas la justice; mais ceux qui cherchent Yahvé le comprennent parfaitement.
141c060071	Meilleur est le pauvre qui marche dans son intégrité que celui qui est pervers dans ses voies, et il est riche.
141c070070	Celui qui observe la loi est un fils sage; mais celui qui est le compagnon des gloutons fait honte à son père.
141c08006d	Celui qui augmente sa richesse par des intérêts excessifs le recueille pour celui qui a pitié des pauvres.
141c090062	Celui qui détourne son oreille pour ne pas entendre la loi, même sa prière est une abomination.
141c0a008a	Celui qui fait égarer les justes dans une voie mauvaise, il tombera dans son propre piège; mais les irréprochables hériteront du bien.
141c0b0062	Le riche est sage à ses propres yeux; mais le pauvre qui a de l'intelligence voit à travers lui.
141c0c0072	Quand les justes triomphent, il y a une grande gloire; mais quand les méchants se lèvent, les hommes se cachent.
141c0d006f	Celui qui cache ses péchés ne prospère pas, mais celui qui les confesse et y renonce trouve la miséricorde.
141c0e005d	Heureux l'homme qui craint toujours; mais celui qui endurcit son cœur tombe dans le malheur.
141c0f0069	Comme un lion qui rugit ou un ours qui charge, ainsi qu'un souverain méchant sur des gens sans défense.
141c100066	Un dirigeant tyrannique manque de jugement. Celui qui déteste le gain mal acquis aura de longs jours.
141c110073	L'homme qui est tourmenté par la culpabilité du sang sera un fugitif jusqu'à la mort. Personne ne le soutiendra.
141c120070	Celui qui marche sans reproche est en sécurité; mais celui qui a des manières perverses tombera soudainement.
141c130081	Celui qui travaille sa terre aura de la nourriture en abondance; mais celui qui poursuit des fantasmes aura son lot de pauvreté.
141c14006f	Un homme fidèle est riche en bénédictions; mais celui qui est désireux de s'enrichir ne restera pas impuni.
141c15005d	Faire preuve de partialité n'est pas bon, mais un homme fera le mal pour un morceau de pain.
141c16005c	Un homme avare se précipite après les richesses, et ne sait pas que la pauvreté l'attend.
141c170069	Celui qui réprimande un homme trouvera plus de faveur par la suite. que celui qui flatte avec la langue.
141c180069	Celui qui vole son père ou sa mère et dit: «Ce n'est pas mal». est un partenaire avec un destructeur.
141c19005a	Celui qui est avide suscite des querelles; mais celui qui se confie en Yahvé prospérera.
141c1a006a	Celui qui se confie en lui-même est un insensé; mais celui qui marche dans la sagesse est en sécurité.
141c1b006e	Celui qui donne aux pauvres ne manque de rien; mais celui qui ferme les yeux aura de nombreuses malédictions.
141c1c0069	Quand les méchants se lèvent, les hommes se cachent; mais quand ils périssent, les justes prospèrent.
141d010068	Celui qui est souvent réprimandé et qui raidit son cou sera détruit soudainement, sans aucun remède.
141d02006b	Quand les justes prospèrent, le peuple se réjouit; mais quand les méchants gouvernent, le peuple gémit.
141d03006c	Celui qui aime la sagesse fait la joie de son père; mais un compagnon de prostituées dilapide sa richesse.
141d04005e	Le roi, par la justice, rend le pays stable, mais celui qui prend des pots-de-vin le démolit.
