0100000007	Genèse
13310b0093	Leur intention est que leurs maisons durent à toujours, et que leurs habitations demeurent d'âge en âge; ils ont appelé les terres de leur nom;
13310c008c	Et toutefois l'homme ne se maintient point dans ses honneurs, [mais] il est rendu semblable aux bêtes brutes qui périssent [entièrement].
13310d0084	Ce chemin qu'ils tiennent, leur tourne à folie, [et néanmoins] leurs successeurs prennent plaisir à leurs enseignements; (Sélah)
13310e00f3	Ils seront mis au sépulcre comme des brebis; la mort se repaîtra d'eux, et les hommes droits auront domination sur eux au matin, et leur force sera le sépulcre pour les y faire consumer, chacun d'eux étant transporté hors de son domicile.
13310f0060	Mais Dieu rachètera mon âme de la puissance du sépulcre, quand il me prendra à soi; (Sélah)
1331100066	Ne crains point quand tu verras quelqu'un enrichi, [et] quand la gloire de sa maison sera multipliée.
1331110053	Car lorsqu'il mourra, il n'emportera rien; sa gloire ne descendra point après lui.
1331120060	Quoiqu'il ait béni son âme en sa vie, et quoiqu'on te loue parce que tu te seras fait du bien;
133113006c	Venant jusques à la race des pères de chacun d'eux, [ce sera comme] s'ils n'avaient jamais vu la lumière.
1331140078	L'homme qui est en honneur, [et] n'a point d'intelligence, est semblable aux bêtes brutes qui périssent [entièrement]
133201008f	Psaume d'Asaph Le [Dieu] Fort, le Dieu, l'Eternel a parlé, et il a appelé toute la terre, depuis le soleil levant jusques au soleil couchant.
1332020047	Dieu a fait luire sa splendeur de Sion, qui est d'une beauté parfaite.
133203007b	Notre Dieu viendra, il ne se taira point: il y aura devant lui un feu dévorant, et tout autour de lui une grosse tempête.
1332040052	Il appellera les cieux d'en haut, et la terre, pour juger son peuple, [en disant]:
1332050051	Assemblez-moi mes bien-aimés qui ont traité alliance avec moi sur le sacrifice.
133206004c	Les cieux aussi annonceront sa justice: parce que Dieu est le juge; (Sélah)
133207006a	Ecoute, ô mon peuple, et je parlerai; [entends], Israël, et je te sommerai; je suis Dieu, ton Dieu, moi.
1332080071	Je ne te reprendrai point pour tes sacrifices, ni pour tes holocaustes, qui ont été continuellement devant moi.
1332090044	Je ne prendrai point de veau de ta maison, ni de boucs de tes parcs.
13320a005f	Car toute bête de la forêt est à moi, [et] les bêtes aussi qui paissent en mille montagnes.
13320b0067	Je connais tous les oiseaux des montagnes; et toute sorte de bêtes des champs est à mon commandement.
13320c0067	Si j'avais faim, je ne t'en dirais rien; car la terre habitable est à moi, et tout ce qui est en elle.
13320d0049	Mangerais-je la chair des gros taureaux? et boirais-je le sang des boucs?
13320e003a	Sacrifie louange à Dieu, et rends tes vœux au Souverain.
13320f0053	Et invoque-moi au jour de ta détresse, je t'en tirerai hors, et tu me glorifieras.
1332100071	Mais Dieu a dit au méchant: qu'as-tu que faire de réciter mes statuts, et de prendre mon alliance en ta bouche;
133211004b	Vu que tu hais la correction, et que tu as jeté mes paroles derrière toi?
133212004f	Si tu vois un larron, tu cours avec lui; et ta portion est avec les adultères.
1332130042	Tu lâches ta bouche au mal, et par ta langue tu trames la fraude;
133214005b	Tu t'assieds [et] parles contre ton frère, [et] tu couvres d'opprobre le fils de ta mère.
13321500b8	Tu as fait ces choses-là, et je m'en suis tu; [et] tu as estimé que véritablement je fusse comme toi; [mais] je t'en reprendrai, et je déduirai [le tout] par ordre en ta présence.
133216007d	Entendez cela maintenant, vous qui oubliez Dieu; de peur que je ne vous ravisse, et qu'il n'y ait personne qui vous délivre.
1332170079	Celui qui sacrifie la louange me glorifiera; et à celui qui prend garde à sa voie, je montrerai la délivrance de Dieu.
13330100e6	Psaume de David, au maître chantre. Touchant ce que Nathan le Prophète vint à lui, après qu'il fut entré vers Bathsebah. Ô Dieu! aie pitié de moi selon ta gratuité, selon la grandeur de tes compassions efface mes forfaits.
1333020045	Lave-moi parfaitement de mon iniquité, et me nettoie de mon péché.
1333030051	Car je connais mes transgressions, et mon péché est continuellement devant moi.
13330400aa	J'ai péché contre toi, contre toi proprement, et j'ai fait ce qui déplaît à tes yeux: afin que tu sois connu juste quand tu parles, [et] trouvé pur, quand tu juges.
1333050057	Voilà, j'ai été formé dans l'iniquité, et ma mère m'a échauffé dans le péché.
133306006a	Voilà, tu aimes la vérité dans le cœur, et tu m'as enseigné la sagesse dans le secret [de mon cœur].
1333070068	Purifie-moi du péché avec de l'hysope, et je serai net; lave-moi, et je serai plus blanc que la neige.
1333080061	Fais-moi entendre la joie et l'allégresse, et fais que les os que tu as brisés se réjouissent.
1333090043	Détourne ta face de mes péchés, et efface toutes mes iniquités.
13330a0055	Ô Dieu! crée-moi un cœur net, et renouvelle au dedans de moi un esprit bien remis.
13330b0053	Ne me rejette point de devant ta face, et ne m'ôte point l'Esprit de ta Sainteté.
13330c0053	Rends-moi la joie de ton salut, et que l'Esprit de l'affranchissement me soutienne.
13330d0054	J'enseignerai tes voies aux transgresseurs, et les pécheurs se convertiront à toi.
13330e0067	Ô Dieu! Dieu de mon salut, délivre-moi de tant de sang, [et] ma langue chantera hautement ta justice.
13330f003f	Seigneur, ouvre mes lèvres, et ma bouche annoncera ta louange.
133310006f	Car tu ne prends point plaisir aux sacrifices, autrement j'en donnerais; l'holocauste ne t'est point agréable.
133311006a	Les sacrifices de Dieu sont l'esprit froissé: ô Dieu! tu ne méprises point le cœur froissé et brisé.
1333120051	Fais du bien selon ta bienveillance à Sion, [et] édifie les murs de Jérusalem.
13331300ab	Alors tu prendras plaisir aux sacrifices de justice, à l'holocauste, et aux sacrifices qui se consument entièrement par le feu; alors on offrira des veaux sur ton autel.
13340100f5	Maskil de David, donné au maître chantre. Sur ce que Doëg Iduméen vint à Saül, et lui rapporta, disant: David est venu en la maison d'Ahimélec. Pourquoi te vantes-tu du mal, vaillant homme? La gratuité du [Dieu] Fort dure tous les jours.
1334020050	Ta langue trame des méchancetés, elle est comme un rasoir affilé, qui trompe.
1334030059	Tu aimes plus le mal que le bien, [et] le mensonge plus que de dire la vérité; (Sélah)
1334040040	Tu aimes tous les discours pernicieux, [et] le langage trompeur.
1334050092	Aussi le [Dieu] Fort te détruira pour jamais; il t'enlèvera et t'arrachera de [ta] tente, et il te déracinera de la terre des vivants; (Sélah)
1334060055	Et les justes [le] verront, et craindront, et ils se riront d'un tel homme, [disant]:
133407008d	Voilà cet homme qui ne tenait point Dieu pour sa force, mais qui s'assurait sur ses grandes richesses, et qui mettait sa force en sa malice.
133408008c	Mais moi, je serai dans la maison de Dieu comme un olivier qui verdit. Je m'assure en la gratuité de Dieu pour toujours et à perpétuité.
1334090095	Je te célébrerai à jamais de ce que tu auras fait ces choses; et je mettrai mon espérance en ton Nom, parce qu'il est bon envers tes bien-aimés.
13350100e6	Maskil de David, [donné] au maître chantre, [pour le chanter] sur Mahalath. L'insensé dit en son cœur: Il n'y a point de Dieu. Ils se sont corrompus, ils ont rendu abominable leur perversité; il n'y a personne qui fasse bien.
133502007f	Dieu a regardé des Cieux sur les fils des hommes, pour voir s'il y en a quelqu'un qui soit intelligent, [et] qui cherche Dieu.
1335030080	Ils se sont tous retirés en arrière, [et] se sont tous rendus odieux: il n'y a personne qui fasse bien, non pas même un seul.
133504008c	Les ouvriers d'iniquité n'ont-ils point de connaissance, mangeant mon peuple, [comme] s'ils mangeaient du pain? Ils n'invoquent point Dieu.
13350500cb	Ils seront extrêmement effrayés là où ils n'avaient point eu de peur; car Dieu a dispersé les os de celui qui se campe contre toi. Tu les as rendus confus, parce que Dieu les a rendus contemptibles.
1335060085	Ô qui donnera de Sion les délivrances d'Israël? Quand Dieu aura ramené son peuple captif, Jacob s'égayera, Israël se réjouira.
1336010101	Maskil de David, [donné] au maître chantre, [pour le chanter] sur Néguinoth. Touchant ce que les Ziphiens vinrent à Saül, et lui dirent: David ne se tient-il pas caché parmi nous? Ô Dieu, délivre-moi par ton Nom, et me fais justice par ta puissance.
133602004d	Ô Dieu, écoute ma requête, [et] prête l'oreille aux paroles de ma bouche.
1336030089	Car des étrangers se sont élevés contre moi, et des gens terribles, qui n'ont point Dieu devant leurs yeux, cherchent ma vie; (Sélah)
1336040057	Voilà, Dieu m'accorde son secours; le Seigneur [est] de ceux qui soutiennent mon âme.
1336050050	Il fera retourner le mal sur ceux qui m'épient; détruis-les selon ta vérité.
133606005a	Je te ferai sacrifice de bon cœur; Eternel! je célébrerai ton Nom, parce qu'il est bon.
1336070061	Car il m'a délivré de toute détresse: et mon œil a vu [ce qu'il voulait voir] en mes ennemis.
13370100ab	Maskil de David, [donné] au maître chantre, [pour le chanter] sur Néguinoth. Ô Dieu! prête l'oreille à ma requête, et ne te cache point arrière de ma supplication.
1337020053	Ecoute-moi, et m'exauce, je verse des larmes dans ma méditation et je suis agité.
13370300a2	A cause du bruit que fait l'ennemi, [et] à cause de l'oppression du méchant; car ils font tomber sur moi tout outrage, et ils me haïssent jusques à la fureur.
133704006a	Mon cœur est au-dedans de moi comme en travail d'enfant, et des frayeurs mortelles sont tombées sur moi.
1337050055	La crainte et le tremblement se sont jetés sur moi, et l'épouvantement m'a couvert.
133706006c	Et j'ai dit: Ô qui me donnerait des ailes de pigeon? je m'envolerais, et je me poserais en quelque endroit.
1337070049	Voilà, je m'enfuirais bien loin, et je me tiendrais au désert; (Sélah)
1337080042	Je me hâterais de me garantir de ce vent excité par la tempête.
1337090062	Seigneur, engloutis-les, divise leur langue; car j'ai vu la violence et les querelles en la ville.
13370a0063	Elles l'environnent jour et nuit sur ses murailles; l'outrage et le tourment sont au milieu d'elle.
13370b0062	Les calamités sont au milieu d'elle, et la tromperie et la fraude ne partent point de ses places.
13370c00b7	Car ce n'est pas mon ennemi qui m'a diffamé, autrement je l'eusse souffert; [ce] n'est point celui qui m'a en haine qui s'est élevé contre moi, autrement je me fusse caché de lui.
13370d005d	Mais c'est toi, ô homme! qui étais estimé autant que moi, mon gouverneur, et mon familier;
13370e006f	Qui prenions plaisir à communiquer [nos] secrets ensemble, [et] qui allions de compagnie en la maison de Dieu.
13370f0094	Que la mort, comme un exacteur, se jette sur eux! qu'ils descendent tous vifs en la fosse! Car il n'y a que des maux parmi eux dans leur assemblée.
133710003a	[Mais] moi je crierai à Dieu, et l'Eternel me délivrera.
1337110057	Le soir, et le matin, et à midi je parlerai et je m'émouvrai, et il entendra ma voix.
1337120065	Il délivrera mon âme en paix de la guerre qu'on me fait; car j'ai à faire contre beaucoup de gens.
13371300ac	Le [Dieu] Fort l'entendra, et les accablera; car il préside de toute ancienneté; (Sélah) Parce qu'il n'y a point de changement en eux, et qu'ils ne craignent point Dieu.
1337140067	[Chacun d'eux] a jeté ses mains sur ceux qui vivaient paisiblement avec lui, [et] a violé son accord.
13371500b7	Les paroles de sa bouche sont plus douces que le beurre, mais la guerre est dans son cœur; ses paroles sont plus douces que l'huile, néanmoins elles sont tout autant d'épées nues.
133716005f	Rejette ta charge sur l'Eternel, et il te soulagera: il ne permettra jamais que le juste tombe.
13371700b6	Mais toi, ô Dieu! tu les précipiteras au puits de la perdition: les hommes sanguinaires et trompeurs ne parviendront point à la moitié de leurs jours: mais je m'assurerai en toi.
13380100fc	Mictam de David, [donné] au maître chantre, [pour le chanter] sur Jonathelem-rehokim, touchant ce que les Philistins le prirent dans Gath. Ô Dieu! aie pitié de moi, car l'homme [mortel] m'engloutit [et] m'opprime, me faisant tout le jour la guerre.
1338020059	Mes espions m'ont englouti tout le jour; car, ô Très-haut! Plusieurs me font la guerre.
1338030033	Le jour auquel je craindrai je me confierai en toi.
133804005f	Je louerai en Dieu sa parole, je me confie en Dieu, je ne craindrai rien; que me fera la chair?
1338050052	Tout le jour ils tordent mes propos, et toutes leurs pensées tendent à me nuire.
1338060073	Ils s'assemblent, ils se tiennent cachés, ils observent mes talons, attendant [comment ils surprendront] mon âme.
1338070058	Leur moyen d'échapper c'est par outrage; ô Dieu, précipite les peuples en ta colère!
1338080076	Tu as compté mes allées et venues; mets mes larmes dans tes vaisseaux; ne sont-elles pas écrites dans ton registre?
1338090066	Le jour auquel je crierai à toi, mes ennemis retourneront en arrière; je sais que Dieu est pour moi.
13380a0040	Je louerai en Dieu sa parole, je louerai en l'Eternel sa parole.
13380b0040	Je me confie en Dieu, je ne craindrai rien; que me fera l'homme?
13380c0048	Ô Dieu, tes vœux seront sur moi; je te rendrai des actions de grâces.
13380d0094	Puisque tu as délivré mon âme de la mort, ne [garderais-tu] pas mes pieds de broncher, afin que je marche devant Dieu en la lumière des vivants?
1339010134	Mictam de David, [donné] au maître chantre, [pour le chanter] sur Al-tasheth: touchant ce qu'il s'enfuit de devant Saül en la caverne. Aie pitié de moi; ô Dieu! Aie pitié de moi; car mon âme se retire vers toi, et je me retire sous l'ombre de tes ailes, jusqu'à ce que les calamités soient passées.
1339020052	Je crierai au Dieu souverain, au [Dieu] Fort, qui accomplit [son œuvre] pour moi.
1339030088	Il enverra des cieux, et me délivrera; il rendra honteux celui qui me veut dévorer; (Sélah) Dieu enverra sa gratuité et sa vérité.
13390400ac	Mon âme est parmi des lions; je demeure parmi des boutefeux; parmi des hommes dont les dents sont des hallebardes et des flèches, et dont la langue est une épée aiguë.
133905004f	Ô Dieu! élève-toi sur les cieux, [et] que ta gloire soit sur toute la terre.
13390600a0	Ils avaient préparé le rets à mes pas; mon âme penchait [déjà]. Ils avaient creusé une fosse devant moi, mais ils sont tombés au milieu d'elle; (Sélah)
1339070056	Mon cœur est disposé, ô Dieu! mon cœur est disposé, je chanterai et psalmodierai.
133908005f	Réveille-toi ma gloire, réveille-toi musette et violon, je me réveillerai à l'aube du jour.
1339090055	Seigneur, je te célébrerai parmi les peuples, je te psalmodierai parmi les nations.
13390a004b	Car ta gratuité est grande jusqu'aux cieux, et ta vérité jusqu'aux nues.
13390b004f	Ô Dieu! élève-toi sur les cieux, [et] que ta gloire soit sur toute la terre!
133a0100c8	Mictam de David, [donné] au maître chantre, [pour le chanter] sur Al-tasheth. En vérité, vous gens de l'assemblée, prononcez-vous ce qui est juste? Vous fils des hommes, jugez-vous avec droiture.
133a02006e	Au contraire, vous tramez des injustices dans votre cœur; vous balancez la violence de vos mains en la terre.
133a030074	Les méchants se sont égarés dès la matrice, ils ont erré dès le ventre [de leur mère], en parlant faussement.
133a04006a	Ils ont un venin semblable au venin du serpent, [et] ils sont comme l'aspic sourd, qui bouche son oreille;
133a05005a	Qui n'écoute point la voix des enchanteurs, [la voix] du charmeur fort expert en charmes.
133a060065	Ô Dieu, brise-leur les dents dans leur bouche! Eternel, romps les dents mâchelières des lionceaux.
133a07009a	Qu'ils s'écoulent comme de l'eau, et qu'ils se fondent! que [chacun d'eux] bande [son arc, mais] que ses flèches soient comme si elles étaient rompues!
133a080074	Qu'il s'en aille comme un limaçon qui se fond! qu'ils ne voient point le soleil non plus que l'avorton d'une femme!
133a09009e	Avant que vos chaudières aient senti le feu des épines, l'ardeur de la colère, semblable à un tourbillon, enlèvera [chacun d'eux] comme de la chair crue.
133a0a005d	Le juste se réjouira quand il aura vu la vengeance; il lavera ses pieds au sang du méchant.
133a0b0082	Et chacun dira: quoi qu'il en soit, il y a une récompense pour le juste; quoi qu'il en soit, il y a un Dieu qui juge en la terre.
133b0100f9	Mictam de David, [donné] au maître chantre, [pour le chanter] sur Al-tasheth; touchant ce que Saül envoya [des gens] qui épièrent sa maison afin de le tuer. Mon Dieu! délivre-moi de mes ennemis, garantis-moi de ceux qui s'élèvent contre moi.
133b02004b	Délivre-moi des ouvriers d'iniquité, et me garde des hommes sanguinaires.
133b0300ad	Car voici, ils m'ont dressé des embûches, [et] des gens robustes se sont assemblés contre moi, bien qu'il n'y ait point en moi de transgression ni de péché, ô Eternel!
133b040094	Ils courent çà et là, et se mettent en ordre, bien qu'il n'y ait point d'iniquité en moi; réveille-toi pour venir au-devant de moi, et regarde.
133b0500b4	Toi donc, ô Eternel! Dieu des armées, Dieu d'Israël, réveille-toi pour visiter toutes les nations; ne fais point de grâce à pas un de ceux qui outragent perfidement; (Sélah)
133b060063	Ils vont et viennent sur le soir, ils font du bruit comme des chiens, ils font le tour de la ville.
133b070079	Voilà, ils s'évaporent en discours; il y a des épées en leurs lèvres; car, [disent-ils], qui est-ce qui nous entend?
133b08004b	Mais toi, Eternel! tu te riras d'eux, tu te moqueras de toutes les nations.
133b09004b	[A cause] de sa force, je m'attends à toi; car Dieu est ma haute retraite.
133b0a0063	Dieu qui me favorise me préviendra, Dieu me fera voir [ce que je désire] en ceux qui m'observent.
133b0b0083	Ne les tue pas, de peur que mon peuple ne l'oublie; fais-les errer par ta puissance, et les abats, Seigneur, qui es notre bouclier.
133b0c00a6	Le péché de leur bouche est la parole de leurs lèvres; qu'ils soient donc pris par leur orgueil; car ils ne tiennent que des discours d'exécration et de mensonge.
133b0d009a	Consume-les avec fureur, consume-[les] de sorte qu'ils ne soient plus; et qu'on sache que Dieu domine en Jacob, [et] jusqu'aux bouts de la terre; (Sélah)
133b0e007d	Qu'ils aillent donc et viennent sur le soir, qu'ils fassent du bruit comme des chiens, et qu'ils fassent le tour de la ville.
133b0f0067	Qu'ils se donnent du mouvement pour trouver à manger, et qu'ils passent la nuit sans être rassasiés.
133b1000b3	Mais moi je chanterai ta force, et je louerai dès le matin à haute voix ta gratuité, parce que tu m'as été une haute retraite, et mon asile au jour que j'étais en détresse.
133b11005b	Ma Force! Je te psalmodierai; car Dieu est ma haute retraite, [et] le Dieu qui me favorise.
133c010181	Mictam de David, [propre] pour enseigner, [et donné] au maître chantre, [pour le chanter] sur Susan-heduth. Touchant la guerre qu'il eut contre la Syrie de Mésopotamie, et contre la Syrie de Tsoba; et touchant ce que Joab retournant défit douze mille Iduméens dans la vallée du sel. Ô Dieu! tu nous as rejetés, tu nous as dispersés, tu t'es courroucé; retourne-toi vers nous.
133c020062	Tu as ébranlé la terre, et l'as mise en pièces; répare ses fractures, car elle est affaissée.
133c03005e	Tu as fait voir à ton peuple des choses dures, tu nous as abreuvés de vin d'étourdissement.
133c040082	[Mais depuis] tu as donné une bannière à ceux qui te craignent, afin de l'élever en haut pour l'amour de ta vérité; (Sélah)
133c050055	Afin que ceux que tu aimes soient délivrés. Sauve-moi par ta droite, et exauce-moi.
133c060071	Dieu a parlé dans son Sanctuaire; je me réjouirai; je partagerai Sichem, et je mesurerai la vallée de Succoth.
133c070072	Galaad sera à moi, Manassé aussi sera à moi, et Ephraïm sera la force de mon chef, Juda sera mon législateur.
133c08006f	Moab sera le bassin où je me laverai; je jetterai mon soulier à Edom; Ô Palestine, triomphe à cause de moi.
133c09005b	Qui sera-ce qui me conduira en la ville munie? Qui sera-ce qui me conduira jusques en Edom?
133c0a0068	Ne sera-ce pas toi, ô Dieu! qui nous avais rejetés, et qui ne sortais plus, ô Dieu! avec nos armées.
133c0b006b	Donne-nous du secours [pour sortir] de détresse; car la délivrance [qu'on attend] de l'homme est vanité.
133c0c0057	Nous ferons des actions de valeur [avec le secours de] Dieu, et il foulera nos ennemis.
133d010086	Psaume de David, [donné] au maître chantre, [pour le chanter] sur Néguinoth. Ô Dieu écoute mon cri, sois attentif à ma requête.
133d02007c	Je crierai à toi du bout de la terre, lorsque mon cœur se pâme; conduis-moi sur cette roche, qui est trop haute pour moi.
133d03004e	Car tu m'as été pour retraite, et pour une forte tour au-devant de l'ennemi.
133d04006d	Je séjournerai dans ton Tabernacle durant un long temps; je me retirerai sous l'ombre de tes ailes; (Sélah)
133d050065	Car tu as, ô Dieu! exaucé mes vœux, [et tu m'as] donné l'héritage de ceux qui craignent ton Nom.
133d060057	Tu ajouteras des jours aux jours du Roi; [et] ses années seront comme plusieurs âges.
133d07005f	Il demeurera [à] toujours en la présence de Dieu; que la gratuité et la vérité le gardent!
133d080055	Ainsi je psalmodierai ton Nom à perpétuité, en [te] rendant mes vœux chaque jour.
133e0100a5	Psaume de David, [donné] au maître chantre, d'entre les enfants de Jéduthun. Quoiqu'il en soit, mon âme se repose en Dieu; c'est de lui que vient ma délivrance.
133e020076	Quoiqu'il en soit, il est mon rocher, et ma délivrance, et ma haute retraite; je ne serai pas entièrement ébranlé.
133e0300ad	Jusques à quand machinerez-vous des maux contre un homme? Vous serez tous mis à mort, et vous serez comme le mur qui penche, [et comme] une cloison qui a été ébranlée.
133e0400ad	Ils ne font que consulter pour le faire déchoir de son élévation; ils prennent plaisir au mensonge; ils bénissent de leur bouche, mais au-dedans ils maudissent; (Sélah)
133e050057	Mais toi mon âme, demeure tranquille, [regardant] à Dieu; car mon attente est en lui.
133e06006b	Quoiqu'il en soit, il est mon rocher, et ma délivrance, et ma haute retraite; je ne serai point ébranlé.
133e07005c	En Dieu est ma délivrance et ma gloire; en Dieu est le rocher de ma force [et] ma retraite.
133e080070	Peuples, confiez-vous en lui en tout temps, déchargez votre cœur devant lui; Dieu est notre retraite; (Sélah)
133e0900b4	Ceux du bas état ne sont que vanité: les nobles ne sont que mensonge; si on les mettait tous ensemble en une balance, ils [se trouveraient] plus [légers] que la vanité [même].
133e0a00a0	Ne mettez point votre confiance dans la tromperie, ni dans la rapine; ne devenez point vains; [et] quand les richesses abonderont, n'y mettez point votre cœur.
133e0b005a	Dieu a une fois parlé, [et] j'ai ouï cela deux fois, [savoir], que la force est à Dieu.
133e0c006a	Et c'est à toi, Seigneur, qu'appartient la gratuité; certainement tu rendras à chacun selon son œuvre.
133f0100da	Psaume de David, lorsqu'il était dans le désert de Juda. Ô Dieu! tu es mon [Dieu] Fort, je te cherche au point du jour; mon âme a soif de toi, ma chair te souhaite en cette terre déserte, altérée, [et] sans eau.
133f020052	Pour voir ta force et ta gloire, ainsi que je t'ai contemplé dans ton Sanctuaire.
133f030043	Car ta gratuité est meilleure que la vie; mes lèvres te loueront.
133f04004e	Et ainsi je te bénirai durant ma vie, [et] j'élèverai mes mains en ton Nom.
133f05006b	Mon âme est rassasiée comme de mœlle et de graisse; et ma bouche te loue avec un chant de réjouissance.
133f06005a	Quand je me souviens de toi dans mon lit, je médite de toi durant les veilles de la nuit.
133f07005e	Parce que tu m'as été en secours, à cause de cela je me réjouirai à l'ombre de tes ailes.
133f08004b	Mon âme s'est attachée à toi pour te suivre, [et] ta droite me soutient.
133f09005a	Mais ceux-ci qui demandent que mon âme tombe en ruine, entreront au plus bas de la terre.
133f0a0046	On les détruira à coups d'épée; ils seront la portion des renards.
133f0b007e	Mais le Roi se réjouira en Dieu; [et] quiconque jure par lui s'en glorifiera; car la bouche de ceux qui mentent sera fermée.
1340010081	Psaume de David, [donné] au maître chantre. Ô Dieu! écoute ma voix quand je m'écrie; garde ma vie de la frayeur de l'ennemi.
134002006e	Tiens-moi caché loin du secret conseil des malins, [et] de l'assemblée tumultueuse des ouvriers d'iniquité;
1340030064	Qui ont aiguisé leur langue comme une épée; et qui ont tiré pour leur flèche une parole amère.
134004009d	Afin de tirer contre celui qui est juste jusque dans le lieu où il se croyait en sûreté; ils tirent promptement contre lui; et ils n'ont point de crainte.
134005007c	Ils s'assurent sur de mauvaises affaires, [et] tiennent des discours pour cacher des filets; [et] ils disent: Qui les verra?
13400600a3	Ils cherchent curieusement des méchancetés; ils ont sondé tout ce qui se peut sonder, même ce qui peut être au-dedans de l'homme, et au cœur le plus profond.
1340070051	Mais Dieu a subitement tiré son trait contr’eux, et ils en ont été blessés.
1340080062	Et ils ont fait tomber sur eux-mêmes leur propre langue; ils iront çà et là; chacun les verra.
1340090069	Et tous les hommes craindront, et ils raconteront l'œuvre de Dieu, et considéreront ce qu'il aura fait.
13400a0075	Le juste se réjouira en l'Eternel, et se retirera vers lui; et tous ceux qui sont droits de cœur s'en glorifieront.
1341010096	Psaume de David, [qui est] un Cantique, [donné] au maître chantre. Ô Dieu! la louange t'[attend] dans le silence en Sion, et le vœu te sera rendu.
1341020041	Tu y entends les requêtes, toute créature viendra jusqu'à toi.
134103005b	Les iniquités avaient prévalu sur moi, [mais] tu feras l'expiation de nos transgressions.
13410400c9	Ô que bienheureux est celui que tu auras choisi et que tu auras fait approcher, afin qu'il habite dans tes parvis! Nous serons rassasiés des biens de ta maison, des biens du saint lieu de ton palais.
13410500b9	Ô Dieu de notre délivrance, tu nous répondras par des choses terribles, [faites] avec justice, toi qui es l'assurance de tous les bouts de la terre, et des plus éloignés de la mer.
134106004b	Il tient fermes les montagnes par sa force, [et] il est ceint de puissance.
134107004f	Il apaise le bruit de la mer, le bruit de ses ondes, et l'émotion des peuples.
1341080068	Et ceux qui habitent aux bouts de la terre ont peur de tes prodiges; tu réjouis l'Orient et l'Occident.
13410900ba	Tu visites la terre, [et] après que tu l'as rendue altérée, tu l'enrichis amplement; le ruisseau de Dieu est plein d'eau; tu prépares leurs blés, après que tu l'as ainsi disposée.
13410a006a	Tu arroses ses sillons, et tu aplanis ses rayons; tu l'amollis par la pluie menue, et tu bénis son germe.
13410b004c	Tu couronnes l'année de tes biens, et tes ornières font couler la graisse.
13410c0053	Elles la font couler sur les loges du désert, et les côteaux sont ceints de joie.
13410d0080	Les campagnes sont revêtues de troupeaux, et les vallées sont couvertes de froment; elles en triomphent, et elles en chantent.
1342010069	Cantique de Psaume, [donné] au maître chantre. Toute la terre, jetez des cris de réjouissance à Dieu.
134202003d	Psalmodiez la gloire de son Nom, rendez sa louange glorieuse.
1342030073	Dites à Dieu: ô que tu es terrible en tes exploits! Tes ennemis te mentiront à cause de la grandeur de ta force.
134204005f	Toute la terre se prosternera devant toi, et te psalmodiera; elle psalmodiera ton Nom; (Sélah)
1342050059	Venez, et voyez les œuvres de Dieu: il est terrible en exploits sur les fils des hommes.
1342060073	Il a fait de la mer une terre sèche; on a passé le fleuve à pied sec; [et] là nous nous sommes réjouis en lui.
1342070088	Il domine par sa puissance éternellement; ses yeux prennent garde sur les nations; les revêches ne se pourront point élever; (Sélah)
1342080047	Peuples, bénissez notre Dieu, et faites retentir le son de sa louange.
134209005c	C'est lui qui a remis notre âme en vie, et qui n'a point permis que nos pieds bronchassent.
13420a0055	Car, ô Dieu! tu nous avais sondés, tu nous avais affinés comme on affine l'argent.
13420b004a	Tu nous avais amenés aux filets, tu avais mis une étreinte en nos reins.
13420c0093	Tu avais fait monter les hommes sur notre tête, et nous étions entrés dans le feu et dans l'eau; mais tu nous as fait entrer en un lieu fertile.
13420d004d	J'entrerai dans ta maison avec des holocaustes; [et] je te rendrai mes vœux.
13420e0062	Lesquels mes lèvres ont proférés, et que ma bouche a prononcés, lorsque j'étais en détresse.
13420f009e	Je t'offrirai des holocaustes de bêtes mœlleuses, avec la graisse des moutons, laquelle on fait fumer; je te sacrifierai des taureaux et des boucs; (Sélah)
134210005b	Vous tous qui craignez Dieu, venez, écoutez, et je raconterai ce qu'il a fait à mon âme.
1342110043	Je l'ai invoqué de ma bouche, et il a été exalté par ma langue.
1342120059	Si j'eusse médité quelque outrage dans mon cœur, le Seigneur ne m'eût point écouté.
134213005c	Mais certainement Dieu m'a écouté, [et] il a été attentif à la voix de ma supplication.
1342140066	Béni soit Dieu qui n'a point rejeté ma supplication, et qui n'a point éloigné de moi sa gratuité.
13430100b2	Psaume de Cantique, [donné] au maître chantre, [pour le chanter] sur Neguinoth. Que Dieu ait pitié de nous, et nous bénisse, [et] qu'il fasse luire sa face sur nous! (Sélah)
1343020057	Afin que ta voie soit connue en la terre, [et] ta délivrance parmi toutes les nations.
1343030049	Les peuples te célébreront, ô Dieu! tous les peuples te célébreront.
1343040097	Les peuples se réjouiront, et chanteront de joie; parce que tu jugeras les peuples en équité, et que tu conduiras les nations sur la terre; (Sélah)
1343050049	Les peuples te célébreront, ô Dieu, tous les peuples te célébreront.
134306003c	La terre produira son fruit; Dieu, notre Dieu, nous bénira.
134307003f	Dieu nous bénira; et tous les bouts de la terre le craindront.
13440100a3	Psaume de Cantique, de David, [donné] au maître chantre. Que Dieu se lève, et ses ennemis seront dispersés, et ceux qui le haïssent s'enfuiront de devant lui.
