2a00000004	Luka
2a08100096	“Djuje müsaw tchüholyeñe boĝtom yo pelye mavejo, seyo buĝo ufum ge mavejo, sé mütchü ubo ge vejo, hado chemeje nüna jikudaw na müsaw pajo.
2a0811006b	Haje mamüŝüme, ha ye matruhoajoma; seyo haje trumŝüw ñime, se ye madanghujome sünda müsaw mapajoma.
2a081200bf	Sündada ĝüdzüw ĝyowe, ba ha vego dzüngkoima? Hado chemeje djuchi ge dumañe vedama, i djüpyojolume; seyo djuchi ge ñima, ichi gow se ije laĝajome, ha ye ichi nudzoĝchiñe vedama.”
2a08130051	Üyaññe uñuw naksü ütrü ge jiku, sé nüna añe duw tro sa í matüvafilye.
2a0814004e	Sünda í tru, “Baññe bañuw naksü ba tüvajoñe ñepsü ge gudzudame.”
2a0815006b	I í ñu i hutrolañe che, “No aññe no ñuw he bamme, dju Tawgyew i shi-ñu dzüñe seyo umso vewma.”
2a0816006f	Sesüyo ahua ye i seyo i shürhaw na lü ge gyolyi, sünda i ná cheñ, “Age djebya, hu dügepsü ge jibo.”
2a0817001b	Sündawñe: na lü í shaa.
2a081800d6	Sündawñe na jiñe í dapüñe, sünda cheñ, “Tawgyewa! Tawgyewa! Ñi mauwfimauw lyangkoimme. Sündawñe i pakülyeñe ñedzü ŝüw-lyiw seyo hu i lashüraw i miĝi sündawñe na damudoañe ĝüdzüw lyaha.”
2a081900bc	Sünda i na che, “djo küĝüi ye hanga?” Se na ĝeaglye seyo mavenghuañe naĝütchü cheĝi, “He djubajema, ñedzü ŝüw-lyiw seyo hu naje dügyeiye, sünda na i chew dzütsü.”
2a081a0053	Sünda Giraseni na ñetrü ge jiku se ye süge pseĝ ge Galili hu ütrü iñisa ge.
2a081b00a9	I hudza ge jikuwñe, se ñetrü go nüna a í tüva, djuso ge mütü kamyodama. Seyo ŝüpo üĝaluw gomdo gye-ĝuvo je mashew seyo ñe ge je maĝyow nuĝu ge aka ĝyow.
2a081c00af	I Jisu i hoñe ŝogzu, sünda uvro toi gaañe gow yo ñu che, “He Toĝgroyama Tawgyew üsaw Jisu! No badra ha dajo duwa? No ba chengkoime, no ñiku-ñisüw djudjüjodawe.”
2a081d00f4	Hado chemeje i mütü í se nüna usso go kahuawe cheñe dügyengkoi, sündada i üdra gow lyanggudrulai. Sünda nüna na í sülyeñtchü seyo sülyebu yo vogo vew, sedamje i se sü na gokyoaha, sünda mütü ye i sümbye ge sagañgudrudügye.
2a081e006b	Jisu i í dzü, “Bañiñ hawa?” I cheñ, “Upu,” hado chemeje ŝüpo uĝulo na usso ge kamyolyedabi.
2a081f0035	Sünda i í cheñ, “No noĝu ge djukadügyejowe.”
2a0820007c	Süge puge vo upulo dyew a tsamroñe ĝyoda, sünda: i í cheñ, “No nalung ge kamyodügyewe.” Sünda: i í kamyodügye.
2a08210088	Sündawñe se uĝulo ge nüna usso go kahuañe vo usso ge kamyoag sünda se vo upulo ye ĝo ge ĝüañe husu ge gamyoñe gamüla dzüag.
2a08220077	Fugulu ĝyokrüw na se dagjew i holyeñe ĝe djeshükralyetsü, sünda ñetrü ñetrü ge kañe he ñu i trutsüküĝa.
2a082300a8	Sünda nüna na se dajew i how jihuatsü, sünda Jisu ichi ge jikuñe dju nüna usso go uĝulo mauw lahuadama se ye Jisu ishitrü ge gye sheñe ĝyodaw i hohuñe ĝeag.
2a0824006f	Sünda hohusadaw nüna na ná tru, se üĝulo mauw ye nüna i ñiku-ñisüw da vedaw í kündañe uw dagyodama.
2a082500a3	Sündawñe Giraseni ñetrü üñisa gow nüna na Jisu i cheñ, ñichi ayo kahuajodabe; hado chemeje na ĝemĝekyoatsüdabi. Sünda: na lü ge gyolaye katrükralye.
2a0826006c	Djuso gow uĝulo mauw lahuadama se nüna ye í che, no badra ĝyokyejodawe, séŝo Jisu i kadügyelye cheñ.
2a082700b2	“Bañe ge kañe nüna na truwe, Tawgyew i kündañe babo aña ŝüw-lyiw chiĝa dadama.” I kañe vyew ñetrü ge trüzeĝiatsüg, Jisu i nobo küña ŝüw-lyiw chiĝa dadama.
2a08280068	Jisu i Galili ñetrü go kalai sa a, nüna na lüshüw yo i tüva; hado chemeje na í ĝyokrüñe ĝyow.
2a08290081	Sündañe howe, Yayir cheñe nüna a iñiñ dju ñegru go dyewma, i jikuñe Jisu ishitrü ge gaañe cheñ, “Noñe ge jisawe.”
2a082a006f	Hado chemeje ichi oje ĝüyo ksü yo üsam akasa a duw ye dzüasalaibi. I jingkoi ge nüna ishitrü ge gaatsü.
2a082b009c	Sünda mim a dju oje ĝüyo ksügomdo ŝü lu ĝyowma sünda dju nudzo shüw-duw na so naw dagyow nadru ge tratsüdabi sedamje djugzü gow je i madagyofibi,
2a082c0050	fum gow jiñe i gye üdza ge kig sündawñe seŝüĝdo a i ŝü luw ye lumudoag.
2a082d00b9	Se yo a Jisu i cheñ, “No dju kidügña?” Vyow na makitsüñe chetsüwñe, Patras seyo üdra ayo dusaw na cheñ, “He Tawgyewwa, bá he nüna fupulodaw na düñe badru ge gaiwa.”
2a082e0062	Séŝo Jisu i cheñ, “Djudamje a no kidawa hado chemeje no danghudabi nochi gow mu kahuajewa.”
2a082f00af	Mim ye holyeñe no mamuŝufijobañe vewñe, usso somsokyo jikülye, sünda ishitrü ge gaañe vyew nüna navro se trukülye, i hado kima, sünda kündañe mekutcho dagyogdama.
2a08300050	I í cheñ, “Nosamya ba küĝüw ye ba dagyodaŝoñe, lüshüw yo kajodawe.”
2a0831006b	I trungkoibalubi ye, ñegru go mügaw i nüna a jekuñe che, “Basam dzüdamme: mügaw i duhu djujüwe.”
2a0832004c	Jisu i dzühuñe cheñ, “Djuĝejodawe; küĝüjodabuwe; i basüjoŝome.”
2a0833007d	Ñe ge jikuñe i üdra ye Patras, Yohañ, Yakub seyo mimsa üyow-üyañ na tralyeñe djuje ütrü üñisa ge majidüggyew da.
2a08340061	Sünda vyew na ubo kse-ñiĝitsü, séŝo i cheñ, “Djuksejodawe; I madzüme, i drumubadame.”
2a0835003d	Nüna na i dzüdabi che danghuñe, i chedaw i dzüñe tchüg.
2a08360042	Sé i ügzü í kigolañe ĝuksuñe che, “He akoa pakülyebi.”
2a0837005b	Sündawñe ĝulo üshükülyeñe pakülyeg; sünda i na dügye í tsajo hadamje djüwe che.
2a08380058	Üyawñe üyañ naksü mavenghutsüg, sé i ná cheñ, he ha dajema se i djuje djutruwe.
2a0901006a	Sündatcholye i na ĝüyo ksü shürhaw na balañe ná ĝuló mauw seyo so naw na dagyow dajo gow bó vye.
2a0902004e	Sünda ná Tawgyew i ñe go shi-ñu uw truw, seyo so naw na dagyowe cheñe ki.
2a09030074	Sünda i ná che, “Jiw ge haje djulawe: shobo je djulawe, kapüĝa je, odje je, bo je seyo polu ksü ksü djulawe.
2a0904004d	Seyo dju ñe yedamje ba ĝyogoima, se a ĝyojodawe; sünda se yo kahuajodawe.
2a09050076	Dju bala maĝokyema se ñetrü yo kahuañe ishigo ñelümo na pafiajodawe, hado chemeje nadru ge na je truksüfijo.”
2a09060065	Sünda: na jihuañe ñetrü, ñetrü shi-ñu uw tru kaahi, seyo nüna ná djuje djuje dagyoñe kaahi.
2a090700a4	Seyo ñetrü go psüĝi fum yo nugo Herodes i he í dzühulyeñe mavenghuag, hado chemeje küña nüna na trudabya, Se i Yohañ dzüdo go üshükülyetchoda cheñe.
2a09080083	Sünda küña nüna na he i, se Eliya i hohuda: utro na ana je chetcho, ahugo ñihow truw mügaw namko yo djuma üshükülyetchoda.
2a0909008d	Seŝo Herodes i che, “Yohañ ükye bo no poskeadügyembi, he ye djutchoa, djufo go ana ñu dzühumkotchoiya?” Sünda i í hoĝoñikülye.
2a090a0088	Sünda í shürhaw na kakuñe na ha ha dalyedama ná í truatsü. Sünda i ná utro ge lagañe, Betseda cheñe ñetrü a ge lañe kakye.
2a090b00aa	He i danghulyeñe nüna na ufum fupuloatsü, sünda í ná lüshüw yo tüvatsü, seyo ná i Tawgyew i Nogofo shi-ñu trukye, sünda djú dagyodügyeĝoñdama, ná dagyo.
2a090c00bc	Ñeto kapsealaibi a, se í shürhaw ĝüyo ksü jikuñe che, “Upu na kadügyejodabe, kañe na ñetrü ge ná ĝyojo seyo tsajo bühohidame, hado chemeje ñi ĝüdzüw ñetrü ge dume.”
2a090d00ae	I ná che, “Djo ná tsajo djübalabya.” Na cheñ, “Ñichi ge odje pom seyo tchükro ksü yo haje ñime; sé ñi jihuañe vyow nabo tsaw-tuw prülameje, se ye dujome.”
2a090e007b	(Hado chemeje sa yo sa a muhu fo pom kuw du.) Sünda i í shürhaw na che, “Ná pom ĝü, pom ĝü dañe ĝyodügyewe.”
2a090f002d	Na süna dabadába, seyo vyow ná ĝyodügye.
2a091000b2	Sese Tawgyew i ülgü odje pom seyo tchükrosa ksü í la, seyo ñedzüdru ge hotroñe na gaĝüzü djü, sünda tchekuĝi, tchekuĝiñe í shürhaw na djü nüna na hawe cheñe.
2a0911005b	Sünda: vyow na tsalyeñe tsaŝelatsüdabi, seyo godza daw yo mo ĝü yo ksü guw trügula.
2a0912008f	Se i akasa ĝüdzüw ge kagañe küĝümkoi sese, seyo idra ye ichi shürhaw na idra dusa, sündawñe i ná dzü, “Nüna na nó ha cheiya?”
2a0913008e	Na che, “Yohañ baptisma djui ye, seyo kagua na mügaw Eliya, seyo kagua na chew ye ahugo ñihow truw mügaw nangko yo a üshükülye da.”
2a09140054	I ná dzü, “Seŝo djo nó ha cheiya?” Patras i che, “Tawgyew i üsaw Masi.”
2a09150044	Sündawñe Jisu ná züpsüĝeñe che, “He ana djúje djuchewe.”
2a091600d2	Sünda i che, “Nüna üsaw í duhu paketrajobamme, seyo dasüñejome seyo kew mügaw na seyo mügaw sawlyiw seyo shizew-ñuzew na í hosügaw vyeñe shijobamme, sünda i ñegi dzü ye üshükülyetchojome.”
2a09170081	I vyow ná che, “djuma no fum kasajo vedama, nudzoĝ yo makasajoñe trawe seyo shüwa nudzo shokru i gilañe no fum kasajodawe.
2a09180088	Hado chemeje dju yo nudzoĝ shüw ye fupojome vedama na shokru í moajome, sé djudamje nobo nudzoĝ uluvyu takyoima se iyo í fupojome.
2a0919007a	Nüna na vyow druguw-drulyiw í patsülameje, seyo nudzoĝ uluvyu ye takyoame, semome ñiku-ñisüw pa, se yo ha palajowa?
2a091a0099	Djudamje no yo seyo no ñu yo ñimtchüñjema; nüna üsaw ye je ichi seyo i awu ichi sünda güdraw sorgomuko ichi lüshüw pawñe, ije ñimtchüñjome.
2a091b0093	No djo umso trungkoime, dju ayo ha a gudzudama, namko he a üchea na ana dame Tawgyew i ñetrü mahohumdoluye, na dzüw ye künama madanghujome.”
2a091c0068	He ñu na chelye ñegi ŝügzü fum sa a Patras, Yohañ seyo Yakub na üdra küĝüw pu a ge lañe jike.
2a091d005d	I küĝüngkolui ye, ukrumro utro a lya, seyo i gye ye grobülaŝüksüñe lüna-lünakülye.
2a091e0042	Sese, muhu ksü se ye Musa ñe Eliya naksü üdra ñu chitrungkoi.
2a091f0050	Na ĝulo güdrawdra hohu, sünda i dzüjo go ñu poĝi, se ye Yarusalem ge dajo.
2a09200086	Patras ñe üdraw na drumuĝoñatsüdabi, sünda na pakülyewñe, i ĝulo güdraw; seyo se nüna ksü ye dju üdra gudzüsadama, hohu.
2a092100ce	Na ichi yo kajoñe dawñe, Patras i Jisu í che, “He übrawwa, ñi ha a ĝyow ye uwme: sünda: ñi lañe ulügü dzü dajome, a ye babo, a ye Musa ibo, seyo a ye Eliya ibo.” I madanghu, i ha chengkoima.
2a09220053	I ana chengkobaiye, ná mumu yo boshiĝiag, ná mumu yo bolyangkoi ye na ĝeatsüg.
2a09230059	Sünda se mumu yo ana ñu a zekülye, “He ye nosaw seyo no i golawme, i chew dzüwe.”
2a09240082	He ñu i dzühungkoi ge, Jisu i akasa hohuda; sünda i mazüda ĝyoda, sünda ha hohudama, se ñu í se ñeto ge djuje malakülye.
2a09250041	Seyo se draha na pu goŝü kagaahuñe, upu dyew a í jiñe tüva.
2a0926008a	Sündawñe, upumko yo nüna a ye ŝogzuñe che, “He dadrüwa, no ba chengkoime, nosaw i nülvow hoijodawe; hado chemeje i nosaw akasame.
2a092700c0	Sünda howe, ĝulo mauw a usso ge kamyo, sünda i ülya akaye ŝogzukülyeg; seyo i se í ana ĝüshülyiĝiada, se i üga ge üzetcho fegukülye; seyo í ana damgzüw yo ñiku-ñisüw da tra.
2a09280043	Seyo no bachi shürhaw ná che, í lahuawe; séŝo na malahuafi.”
2a092900a3	Jisu i che, “He maküĝü seyo bolu datchüw shürhaw nawa, no djodra küña kuw ĝyofisajowa, seyo djó daw na vejowa? I muhu i cheñ, basaw i age la jekuha.”
2a092a0085	I jimkolai ye ĝulo mauw ye í lola padubug, sé Jisu i ñiŝgzüñ ĝulo í miĝiñe seyo muhusa í uw dagyoñe uyow ügzü ge djü.
2a092b0081	Sündawñe vyow na Tawgyew i gow yo mavenghutsü. Sé vyow na í ha ha chiĝa dadama se na trongkoiye, sese i í shürhaw na che.
2a092c0065	“He ñu ye djo djofu ge vejodawe, hado chemeje nüna üsaw í nüna nagzü yo kigo ladügyejome.”
2a092d005f	Sé na he ñu i madzüsü; se i í madanghdügye; seyo na he ñu ífo go idra dzüjoje ĝetcho.
2a092e004d	Sünda shürhaw naĝütchü ge ñu a kakülye, se i ye nangko a dju dyewfoma?
2a092f0057	Seŝo Jisu i nalu ge vedaw í danghula, sünda muhumsasa a í lañe idra a gudzudügye,
2a093000d0	Sünda i che, “Dju damje noñiñi yo he muhusa i hutroima, se i nó hutrolawme; seyo dju nó hutroima, se na nó kidaw na je hutrolawbamme, hado chemeje djomko yo imisa yo imisafodama, se ye dyewfobamme.”
2a093100b0	Sündawñe Yohañ i che, “He übrawwa, ñí nüna a ye bañiñi lañe ĝulo mauw í lahuahuw hohudame, sündada ñi í gohame, hado chemeje i ñidra ñisañe bafum makasa.”
2a0932005c	Jisu i ná che, “Í djugohajo dawe; hado chemeje dju djo mauw madama, na djodra dujome.”
2a09330058	Se í sorgo ge lalyimdrü ñeto kakusalaibi sese, sündawñe i Yarusalem ge jijoñe vye.
2a09340057	Seyo i ivro ge mukow ki: i Samariya na ñetrü a ge ji, ibó ĝyojo dashütrüivojoñe.
2a0935003e	Sé na i magyogadügye, hado chemeje i Yarusalem ge jingkoida.
2a09360093	Se i hoñe í shürhaw Yakub ñe Yohañ naksü che, “He Tawgyewwa; ba ha tsüda, se i ñi dügye, se i ñedzü go mi gaañe ná damyaweñe ma?”
2a093700b4	Séŝo i tcholtruĝiañe na ze, [Seyo che “Ba madanghuwa ba ha uĝulo yo ma. Hado chemeje nüna üsaw ye nüna nachi luvyu ye damütrajoñe madaw se í ĝaksüijoñe kakuwme.”]
2a0938003a	Sündalye iñe i shürhaw na ñetrü utro ge jitrükralye.
2a0939005b	Se i ĝabo jimkoi ge, se djuma a ye í che, “Ba hange hange jiyima, no bafum kasajome.”
2a093a007c	Jisu i í che, “Ŝelü ichi uksu seyo ñedzü go musu nachi üdrü duwme, sé nüna üsaw ichi ükye vejo je ñe ñime.”
2a093b007b	I utro nüna a i che, “Nofum jisawe.” I che, “He Tawgyewwa, nó uvromashü kadügyevzüwe, no awu í ĝuavzüjome.”
2a093c0073	I í che, “Dzüdaw na ná nudzoĝ dzüw í büĝudame, sé ba jiñe Tawgyew ichi ñetrü go shi-ñu trujodawe.”
2a093d0088	Utro a ye je che, “He Tawgyewwa, no bafum kasajome; sé uvromashü nó kadügyevzüwe no nochi ñe go nüna na yo mülüñ kajoñe.”
2a093e0075	Jisu i í che, “Djudamje nudzo ügzü i luksungkuĝu ge kiñe fum ge homeje, i Tawgyew i ñetrü ge ĝyofiwjome.”
2a0a010081	Seyo he ñu nafum sa a Tawgyew i nüna mroĝü lapyo, sünda ha ha ñetrü ge i jijoma, süge ksü, ksü dañe ivro kibraĝitsü.
2a0a0200a2	Sünda i ná che, “Rhamu kiw añe dume; séŝo chiĝa daw mesame duba sündada vi übraw i küĝüwe chejodawe, se i í nudzoĝ vi í tcholajo vi nüna kiwe.”
2a0a03003d	Jiwe; howe no djó fugulu vyeduw dañe fumsu namko ge kijome.
2a0a04006b	Sündada dzulngasaje djulawe, kapüĝa je, seyo shita je; sünda ĝabo ge je nüna ná dju je gaga djudawe.
2a0a050055	“Dju ñe ge jihima, uvromashü chevzüwe, ‘He ñe ge ĝüdzüw djuwe chewe.’”
2a0a06006b	Süge djuma ĝüdzüw pafiwjo dumeje, ba ĝüdzüw djüdaw ye üdra dusajome, momeje bachi ge kakutchojome.
2a0a07008d	Se ñe ge ĝyowe, sünda ichi go ha paima, se í tsa-tuwe, hado chemeje chiĝa daw nüna na ná shishü patsüw; ñetro-ñetro djukahijodawe.
2a0a08005e	Seyo ha ñetrü ge jiyima, sügow nüna na hutrovowñe, se bavro a ha vedama se i tsajodabuwe.
2a0a090070	“Sügow sonaw ná dagyojodawe: sünda ná chewe, ‘Tawgyew í ñetrü ye batrü iñiñisa ge kakudamme.’”
2a0a0a0066	Sé ba ha ñetrü ge jimyoima, seyo sügo nüna na bá mahutrovolaime, ná bodzaĝ ge jeñe ana chewe,
2a0a0b00aa	“‘Djo ñetrü yo ñelümo naje, ñishi ge güdrüsadaw na, ñi djovro a pafiamkoimme, sedamje he í danghujodawe, Tawgyew i ñetrü djotrü iñiñsa ge kakulaimme.’
2a0a0c005b	No djo trungkoime, se niyay ñeto se ñetrü ye Sadom ñetrü i je mofokaw gijo lyajome.”
2a0a0d00c9	“Tui Kurajiña! Tui Betseda! Dju dyew chiĝa dafiw ye djo ge dadama, sese í Sor ñetrüñe sidon ñetrü ge dameje, na ke ge gye güpañe seyo kütsesüpu ge ĝyoñe na kye ge dru-lu vyegudoñjemma.
2a0a0e0062	Seŝo, melye gzuñe cheĝiyi sehu bafo vyego yo yeje Sor ñe Sidon naksü vyego ye vyeksufofijome.
2a0a0f0069	Seyo Kafarnahum ñetrü, hawa ba soĝgo kuw lüvzüw dalyijoma? Ba bó noĝu üla ge kuw üla kaajome.”
2a0a100097	“Dju ba chew dzüima, se i no chew dzüjo, sünda ba dju mauw daima, noje i mauw dajome; seyo dju no mauw daima, se ye no kiadaw i je mauw dajome.”
2a0a110097	Se shürhaw mroĝü yo ksü na lüshüw yo kakutchoñe che, “He Tawgyewwa, ba üñiñi yo se ĝuló mauw na je ñichi pudu-puña ulunge pumódame.”
2a0a12004d	I ná che, “No mütü í ñedzü lüĝaw veduw ñedzü go gaahu hohuime.”
2a0a1300af	No djó byu na seyo mütü güdzü na dügrüdzagofijo djüwme, seyo vyeñiw nachi go vyew mau dafiwjo ná madafijo pudu-puña djüwme; seyo ha gañ yo je djo naw madafijomme.
2a0a140096	Sé sünaŝo cheñe djulüshüwe, se ĝulo mauw na djo pudu-puña yo pumoda cheñe, seŝo djo lüshüjo dawe se djo ñiñi Ñedzü ge ĝi vyedotro yo.
2a0a15011a	Sa yo sa a i ĝulo güdraw yo dañe lüshüdzoalye, seyo che “He Awa, Ñedzü ñe No i Tawgyewwa, no ba ulu yo uw cheime, se ba he ñu na danghu-kinghuw nüna seyo vyesü-vyelüw na yo müŝüñe veda, sünda angasa natrü ge duda. Am, he Tawgyewa, hado chemeje bá he í uw veda.
2a0a1600c7	No awu i nó vyow nodru ge traadamme; seyo djuje madanghu se saw ye djujema, awu aka danghuba seyo awu djujema se je dju madanghu, se i ye sawchi gemdo aka seyo se djudru ge saw i dujoñe vyedama.”
2a0a17006b	Seyo í shürhaw nachi ge tchoñe akasa ge che, “Ŝüvzüwme se iñi ye, se he ñu ná se ba hoiwa hoiye,
2a0a1800a7	Hado chemeje no djo chemkoime, ŝüpo ñihow truw na seyo ñubyu na tsüdaw ye, se ba ha ñu ye hoima howe; sé maho seyo ha ñu ye ba dzüima dzüwe, sé madzühu.”
2a0a190098	Sündawñe nüna a gudzulyi; sünda ana cheñe í küna daima hopüñew che, “He shotuko-kunu go dadrüwa, shüwa shüw shüjo ibo ha dameje ujowa?”
2a0a1a003c	I í che, “Shotuko-kunu ge ha ĝida? Ba künda ngüña?”
2a0a1b00ce	I trutcho, “Ba Tabraw bá nudzoĝ Tawgyewchi go vyew nudzoĝ drü-lu seyo nudzoĝ krãŝe seyo nudzoĝ budzu vyew se nadra nülvow vyejodawe; seyo nudzoĝ ĝafopsüĝi-ĝampsüĝi go ná nülvojo dawe.”
2a0a1c0047	I í che, “Ba umso chedaba, he ana dabya sündame üshü ĝyojome.”
2a0a1d0067	Sé i í nudzo í usu dajoñe veñe Jisu í dzü, “Nameje nochi ĝafopsüĝi-ĝampsüĝi na djuwa?”
2a0a1e00ae	Jisu i che, “Nüna a ye Yarusalem yo Jeriko ge jimkoi ye ñigudu tsaĝaw na djeshiĝiaña i gye í na shalügülag, sünda gü-shü dañe atrü dzüw datralye katrükralye.
2a0a1f0056	Sünda ana da, se ĝabo ge mügaw a kamkoi, séŝo í holye ĝeaglyeñe djetrükralye.
2a0a200053	Ana vedumbo Lewi a ye je seŝü katcho, ije í holyeñe ĝeaglye djetrükralyetcho.
2a0a210057	Séŝo djudamje Samari ñetrü a go sa a kakukülye, sünda í hohulyeñe nülvo vyela.
2a0a2200b2	Sünda itrüĝañ ge jikuñe seyo ichi üshi ge luvuhu seyo tsühu prüñe gyeche-gyelye yo pyogo, seyo í güĝedru ge gyodügyelyeñe ñe ĝyow ge lajikye sünda í uwyo hoivo.
2a0a23009a	Se draha í lumu yo bosüñ ksü lahuañe se ñebraw i djüñe che, ‘I uwyo hoivojodawe, seyo bachi go küña kapyoima, se ye no kakuwñe doajome.’”
2a0a240080	Hesahelu he ba vyew ge se na ñigudu-tsaĝaw süna ge lyalahado, nadzüngko a dju ichi ĝafopsüĝi ĝampsüĝi go na ñe veiya?
2a0a25005a	I che, “Se i dju í nülvodama.” Jisu i í che, “Kai, baje kañe süná dajodawe.”
2a0a260077	Sündatcholye Jisuñe i shürhaw na jimkoitchoi ye, se i ñetrü a ge ji, seyo Marta cheñe mim a ye í iñe ge balada.
2a0a27004e	Seyo Mariam cheñe uñum a duw, i Tawgyew ishitrü ge ĝyoñe i shi-ñu dzüw.
2a0a2800bc	Sé Marta chiĝa da dañe mavenghua sünda itrü iñisa ge jikuñe che, “He Tawgyewwa, ba haje mavema, noñum í no akasa chiĝa daweñe traadaw ye? Sündada í chetcho, nó datunowe.”
2a0a290063	Tawgyew i í trutcho, “Marta O Marta; ba ŝüpyo ñu ha vejema venglyeñe seyo mavenghu lyaha.”
2a0a2a0060	“Séŝo ñu a ye umsome, seyo se chiĝa uw í Mariam i golame; se i ichi go malaĝafijomme.”
2a0b0100dc	Sündatcholye ahua ye i nolu a ye küĝüngkoi. Seyo i se küĝüfiahuwñe, ichi shürhaw namko yo a ye í che, “He Tawgyewwa, Yohañ i í shürhaw ná küna veduw küĝüdrüdama baje ñi süna veduw küĝüdrüwe.”
2a0b020079	I í che, “kye damje djo küĝümkoime, sese chejodawe: ‘He Awa, Bañiñ güdraw vejome, ba ĝadzü kakülyawe.’”
2a0b03003b	“‘Ñichi muhu muhu yo tsajo-tujo í ñi djüijodawe.’
2a0b040083	‘Seyo ñi lalo na muchoaijo dawe, Hado chemeje ñi je, ñi mauw dado na muchoaijome, Sünda ñi mauw uw dajo yo ĝaksüiwe.’”
2a0b050099	Sünda Jisu i ná che, “Djumko ye üdraw a duw ye djuwa, sünda i ñegimko ge pakülyeñe ichi ge ji í chewe, ‘He drawwa; nó odje üka dzü djüwe.
2a0b060068	Hado chemeje, kasew-biŝew go draw a ye nochi ge jikuda, sünda ivro ge veijo nochi ge haje ñime.’”
2a0b0700b8	Sünda i ulung goŝü ñu tru, se nó afafsüw djudjüwe; yabó ñegüdrüŝü je dugoadammje, sünda nosa ye nodra buĝo ge ĝüsadame, sündada no bá pakülyeñe haje madjüfijomme.
2a0b0800a8	No ba trungkoime, se üdraw duñ sese je í pakülyeñe haje madjüfisabamme, sedamje i ñimtchüñ ye tralye prüdo ye í küña tsüdama süña pakülyeñe djüjoŝo.
2a0b09005d	Sünda no djó cheime; prümeje, djo djüjome; tchümeje djo pajome; dümeje, djobo voaijome.
2a0b0a0065	Hado chemeje dju prüima, ná pajome; sünda dju tchüima, na pajome; seyo dju düima, nabo voaijome.
2a0b0b0080	Djomko ye dju ana awu duwa, se üsaw ye odje prüme, se í kunnu djü, seyo sündalye tchü prümeje, se tchü madjüw byu djü?
2a0b0c0031	Semome jeje prülaime, se í mütü güdzü djü?
2a0b0d0090	Sünda, ba maulyeñe je basa ná gañ uw djüjo danghumeje, se djo ñedzü go Awu, i ichi nudzoĝ nüna prüi ná hado ĝulo güdraw madjüjowa.
2a0b0e0090	Sündatcholye Jisu i ügadow ĝulo mauw a í lahuatcho; se ĝulo mauw ye kahuahuñe, ügadodo ye ütrü zekülye; sünda nüna na mavenghuatsü.
2a0b0f006c	Séŝo namko ye küña na cheda, “I bó ĝuló mauw nachi go dyewfow mütü ichi datunow yo lahuabaiwa.”
2a0b100052	Utro na í dafidama hojoñe í ñedzü udru ge hadamge sheweñe cheshew shewe che.
2a0b1100ba	Séŝo Jisu i, nadrü-nalü ge vedaw i danghulyeñe, na che, “Ha ha ñetrüĝüfo ge braĝidama, se ñetrüĝüfo ye mütrüajome; sünda ha ñe ye braĝidama, se ñe ye je mümyajome.
2a0b1200b9	Seyo sünda mütü ye í nudzo íbo magotchow dame, se ichi ñetrüĝüfo kündañe dujowa? Hado chemeje djo nofo go ana cheŝoibi, se mütü i datunow yo se mauw ná lahuabaibi cheñe.
2a0b130095	Senameje no mütü i datunow yo ĝuló mauw ná lahuabaimeje, se djó agü na dju tunow yo kakülyebaiya? Sündada ná djo niyay djüw nüna chejome.
2a0b140065	Séŝo no Tawgyew udruyo yo uĝulo mauw na lahuameje, Tawgyew i ñetrüĝüfo ye djotrü ge kakujome.
2a0b15006c	Nüna gow na nachi ñe i ĝaksüw chiaĝi pyogoñe ñe í hokrüimeje, se ichi gañ-miĝi na ĝüdzüw dujo.
2a0b16009d	Seŝo ije gofotchow na djuma a í tumuvojoñe í dafoahuñe, í se chiaĝi na ha ye i veksüdama, sena laĝalag seyo ichi gañ-miĝi na laĝañe habraĝiame.
2a0b170055	Dju nodra ñima se i no mavyewme, seyo dju nodra dukyeĝiyima se i trabraĝiajome.”
2a0b18009b	“Nüna usso go ñiŝügzüñ ĝulo kahuahuñe nokro ge ĝyogojo tchüĝijome, sünda mapawñe i chejome, no ha ñe yo kahua dama se ñe ge kamyotchojome.
2a0b190033	Sünda kakuwñe i gümsa-gümĝañe howsa hohujome.
2a0b1a00ac	Sündawñe i idra ye í je mofokow uĝulo mauw mro ye idra ye lakujome, sünda na ilunge kamyoñe sayo sa ĝyojome, sünda se nüna ye uvro gow ije mokofow mauw lyajome.”
2a0b1b0093	Sese i he ñu i trungkoi ye upumko go mim a ye gow yo che, “Ŝüvzüwme se uluhu ye hayo sa a ba ĝyodama seyo se apu ye ha ye ba mütsüdama.”
2a0b1c0050	I che, “Am; séŝo ŝüvzüwme i, dju Tawgyew i ñu dzüñe i chew dzüima.”
2a0b1d009a	Se ŝüpyo upu kyeĝipyo dawñe, i che, “He ñishü yo nüna na maume; na chishew tchünggudru; se ná Yona i chishew í tralye seyo haje chi mashejome.
2a0b1e0073	Yona í küna veduw Ninwe ñetrü go chishew vewma, sünambo nüna üsa ye he ñishü yo nüna na chishew vedujome.
2a0b1f00d9	Müdzavye go nugom niyay djüw se ñetomüdrü ayo nüna nadra gudzuñe, í datrüwñe chejome, hado chemeje i Suleman i ñu dzüjoñe druguw-drulyiw udza go jikuda, sünda holabya he ayo he a Suleman ije dyewfo a du.
