2a00000004	Luka
2a081c01a5	Multă vrijamje sufljeti alji rovj l cănja š akă lumja la ljigat p lanacurj š okove š l păza, jel rupja lanacu š sufljeti alji rovj l natirja s pljače ăn lok undje nuje nimika. Kănd omula avizut p Isusu, acăpat. Isusu azapovidit alu sufljeti alji rovj s jašă d omula. Akăzut la intja alu Isusuluj š astrigat: “Če vrjaj dăla minje, Isusulje, Bijatu alu Maj marje Dimizov? Mărog d tinje, nu m mučja!”
2a081e0063	Isusu la tribat: “Kum t kjem?” Jel zăče: “Mulc”, k afost ăn jel mulc sufljeti alji rovj.
2a081f0080	Š sufljeti alji rovj ančiput mult s s ruađje d Isusu s nu naridjaskă s pljače ăn jamă frzdă kraj undje osă fije kaznic.
2a0820007d	A ănklo p djal mult porč s ranja. Sufljeti alji rovj sa rugat d Isusu s dopustjaskă s untră ăn porč š Isusu adopustit.
2a0821007c	Atunča sufljeti alji rovj aišăt d om š auntrat ăn porč. Toc porči adat fuga ăn zos dăpă djal ăn apă š sa nikat.
2a0822005b	Kănd lumja karje păza p porči avizut ča fost, afuđit š arazglasăt p trg š p saturj.
2a082300d4	A lumja avinjit s vjadje ča fost. Kănd jej ažuns, avizut p Isusu ku omu dăn karje aišăt sufljeti alji rovj. Avizut p omu karje šadje š punja urjajke la Isusu, ănbrkat š bun ăn kap. Š lumja sa spirjat.
2a08240069	Jej karje avizut ča fost, arubit alu lumjaja kum Isusu likujit p omu ăn karje afost sufljeti alji rovj.
2a08250093	Tuată lumja d regija Gerasa lja pukat marje frikă, š arugat p Isusu s pljače dăla jej. Isusu auntrat ăn čamac s pljače pisti apă ăndrăt.
2a082600af	Majdată njego če Isusu š učenikurlje aluj aotplovit ăn čamac, omu d karje sufljeti alji rovj aišăt sa rugat mult d Isusu s puată s rămăje ku jel. Ali Isusu ja zăs:
2a08270084	“Ăntuarčitje akas š zi alu toc če Dimizov afukut d tinje.” Atunča jel apljikat š razglasăt p tot trgu če ja fukut Isusu.
2a08280077	Multă lumje aštipta p Isusu s s ăntuarkă dăpă alta partje d apă. Kănd Isusu ažuns, toc ku radostu la štiptat.
2a082900ac	D dăturdată avinjit omu karje sa kima Jair, karje irja vođa alu lumje karje s sastaja ăn sinagogă. Akăzut la intja alu Isusuluj š mult sa rugat s vije ăn kasa aluj.
2a082a008d	Jel avut jedinică fată karje avut duavăsprjače d aj karje irja p muartje. Pănd Isusu pljika la Jair, mulc lumja l pinđja dăpă pistot.
2a082b008b	Ăntră lumje irja mujerj karje duavăsprjače d aj krvarja, š potrošăt tot ča vut p doktorjamje, ali nimilja na putut s ju likujaskă.
2a082c005d	Avinjit d drăt š apus măna p rubu alu cuala alu Isusuluj š odma aprestanit s krvarjaskă.
2a082d0099	Antribat Isusu: “Činje apus măna p minje?” Š pănd toc azăs: “Nu jo”, Petar azăs: “Gospodarulje, multă lumje t pinđje š t strănđe!”
2a082e0059	A Isusu azăs: “Njeko namjerno apus măna p minje. Amositit k săla aišăt d minje.”
2a082f00d4	Kănd mujaraja saznajit k nu puatje s askundă k ja apus măna p Isusu, atrimurat d frikă š akăzut la intja alu Isusuluj š la intja alu tot narodu š lja zăs dăče apus măna p Isusu š kum odma sa likujit.
2a08300067	A Isusu alu je azăs: “Fata amja, tu ta likujit daja ča krizut. S c dja Dimizov mir pănd plječ!”
2a08310081	Kănd Isusu još arubit alu mujaraja, avinjit njeko d kasă alu Jair ku poruka: “Camurit fata. Nu maj muča učitelju više.”
2a08320058	Auzăt Isusu š azăs alu Jair: “Na vja frikă! Samo krjadje š ja osă fije binje!”
2a08330096	Kănd Isusu avinjit ăn kasă alu Jair, Isusu adopustit samo alu Petar, alu Ivan, š alu Jakov, š alu tatăj š alu mamăj alu fataja s utrje ku jel.
2a08340081	Š toc karje već irja ăn kasă plănđja š tuguja dăpă ja. Isusu lja zăs: “Nu plănđec! Nuje muartă, njego s kulkă!”
2a08350044	Atunča toc ančiput s s ljađe d jel daja ča štijut k je muartă.
2a08360039	Isusu alato d mănă š astrigat: “Kupilulje, skual!”
2a08370049	Š sufljetu sa tors š odma sa skulat. Isusu azăs s ji dja s mălănče.
2a0838005a	Roditelji alu je irja začudic, a Isusu ja naredit s nu zăkă alu nimilja če sa dogodit.
2a09010094	Isusu akimat la jel p duavăsprjače apostolurj š lja dat săla š autoritet s putirjaskă p sufljeti alji rovj š s puată s likujaskă p bulnavi.
2a09020052	Lja trimjes s rubjaskă Bună vorbă d cara alu Dimizov š s likujaskă p bulnavi.
2a09030079	Isusu lja zăs: “Nimika nu lăc ku voj p drum: nič băcu, nič tašna, nič mălaju, nič banji, nič altje kămăšj!
2a0904006a	Ăn tuată kasa ăn karje untrăc s prenočic ănklo, răminjec ăn ja pănd god nu pljikăc ăn altu trg.
2a09050080	Undje p voj nu vu primjaštje, pănd išăc d trgula istrisăc prašăna dăpă pičuarje s lji upozoric p kazna alu Dimizov.”
2a0906005f	Učenikurlje apljikat š umbla p saturj. Rubja Bună vorbă d Dimizov š likuja p lumja pistot.
2a090700ae	Herod, karje irja vladaru d regija Galileja, auzăt tot če sa dogodit š afost zbunjen daja če njeka lumje rubja: “Isusu je Ivan karje bătjază. Sa skulat dăla morc.”
2a09080093	Altu rubja: “Isusu je Ilija karje trjebje s vije.” Aldă trje azăs: “Isusu je unu d prorokurj karje majdată atrijit. Sa tors dăla morc.”
2a090900b8	A Herod azăs: “Jo amzăs s taje kapu alu Ivan karje bătjază š nu puatje s fije k jel je mort. Činje atunča omusta d karje atăta aud?” Aša akătat prilikă s vjadă p Isusu.
2a090a00b0	Kănd apostoli sa tors ăndrăt undje irja Isusu, jej arubit aluj tot ča fukut. Atunča Isusu lja dus ku jel š apljikat s fije săngur upruapje d trg karje sa kimat Betsaida.
2a090b0098	Mulc lumje asaznajit aja š apljikat dăpă Isusu. Isusu lja primit š rubja Bună vorbă d cara alu Dimizov š likuja p toc karje trjebje s likujaskă.
2a090c00d5	Pănd akăzut nuaptja, avinjit duavăsprjače apostolurj la Isusu š ja zăs: “Las p lumja s pljače p saturj š p okolică s găsaskă mănkarje š undje s s kulčje daja če ištjem aiča undje nuje nimika.”
2a090d009c	A Isusu zăče: “Voj lji nahranic.” A jej zăče: “Avjem samo činč mălajur š doj pještj. Dali s pljikăm š s kumprăm mănkarje d tot narodu?”
2a090e008e	A lja fost njeđe činč mij d vujniči. Isusu p aja azăs alu učenikurj aluj: “Zăčec alu lumjej s šagă ăn grupje njeđe činzăč.”
2a090f002f	Š učenikurlje afukut aša š lumja ašăžut.
2a091000ba	Isusu alat činč mălajurj š doj pještj, sa ujtat ăn čerj, š azahvaljit alu Dimizov d mănkarje š arupt mălaju š adat mălaju š pjaštje la učenikurj s podiljaskă alu lumjej.
2a09110074	Toc avut s mălănče kăt god aputut. Š još duavăsprjače d korpje sa nakupit d ostatkurj d mălaj š d pještj.
2a091200bd	Maj ănklo, Isusu apljikat dăpartje dăla lumje s s ruađje š učenikurlje aluj apljikat ku jel. Kănd Isusu aprestanit s s ruađje lja tribat: “Če rubjaštje lumja činje sănt jo?”
2a091300c0	Jej aodgovorit: “Mulc inš zăče k ješt Ivan karje bătjază, alcă zăče k ješt Ilija, š alcă njeki zăče jar k ješt unu d prorokurj karje majdată atrijit š sa tors dăla morc.”
2a0914009e	A atunča Isusu azăs alu učenikurlje aluj: “A voj, če zăčec činje sănt jo?” Petar zăče: “Tu ješt Kristu, spasitelju karje Dimizov atrimjes!”
2a0915002f	A Isusu lja zapovjedit s nu zăkă alu nimilja.
2a091600e2	Azăs: “Jo, Bijatu alu Omuluj, mora mult s patjesk. Vođilje alu židovilor, glavni popurlje, š učitelji d zakonu alu Mojsije mora s m odbacaskă. Mora s m umuară š aldă trje zălje jo mora s fiuv adrikat dăla morc.”
2a091700aa	Atunča Isusu azăs alu lumjej: “Akă njeko vrja s fije učeniku alu mjov mora s s odriknjaskă săngur d jel, š tuată zuva s ja kruča aluj š s sljedjaskă p minje.
2a0918007d	K činje god vrja životu aluj s spasaskă, osă l pjargă; a činje god izgubjaštje životu aluj d minje, osă l spasaskă.
2a09190058	Če koristjaštje alu omuluj akă dobidjaštje tot pămăntu, ali pjardje săngur p jel?
2a091a00d3	Činje god arje rušunje d minje š d vorbilje alji mjalje, jo, Bijatu alu Omuluj, isto aša š d jel osă am rušunje kănd jo vinja ku slava amja š ku slava alu Tatimjov š ku slava alu anđelilor alu svănt.
2a091b006f	Punjec urjajke k istina je: njeki dăla voj karje aiča stăc nusă muară pănd nu vjadje cara alu Dimizov.”
2a091c007e	Otprilike opt zălje dăpă aja če lja zăs aja, adus Isusu ku jel p Petar, p Ivan š p Jakov š apljikat p djal s s ruađje.
2a091d0052	Š pănd Isusu s ruga, lica aluj sa promjenit, a cualjilje ja sjajit čisto albă.
2a091e005b	Dăturdată, doj omurj sa pojavit š arubit ku Isusu. Ălja afost Mojsije š proroku Ilija.
2a091f0097	Sa pojavit ăn marje sjaj š arubit ku Isusu d išjala aluj d pămăntusta, karje Isusu uskoro osă fakă ăn Jeruzalem s ispunjaskă voja alu Dimizov.
2a092000a9	Pănd Isusu s ruga, Petar š jej karje afost ku jel lja pukat somnu. Kănd sa skulat, avizut marje lumină karje vinje dăla Isusu š doj omurj karje astat pănglă jel.
2a092100f3	Pănd Mojsije š Ilija sa sprimit s pljače dăla Isusu, Petar azăs alu Isusuluj, ali nič jel na štijut če rubjaštje: “Gospodarulje, binje je če ištjem aiča ku voj. Fičem trje kolibje: una cije, una alu Mojsije, š una alu Ilije.”
2a0922004d	Pănd Petar aja arubit, sa pojavit oblaku, lja prekrijit š alor irja frikă.
2a0923006c	Dimizov lja rubit dăn oblak: “Ăsta je Bijatu alu mjov karje jo lam kuljes s fije caru! P jel skultac!”
2a09240077	Š kănd jej auzăt glasu, avizut samo p Isusu. Jej atikut ăn zuviljalja š alu nimilja na rubit d aja če jej avizut.
2a0925005d	Kănd alta zuvă sa dat ăn zos dăpă djal, multje lumje karje irja ačija avinjit la Isusu.
2a09260098	Dăturdată, njeki om ăntră multje lumje astrigat š sa rugat mult d jel: “Učiteljulje, ujtitje la bijatu alu mjov, k jel je jedini kupil alu mjov.
2a092700b4	Jakă, sufljet alu rov mult vorj l pukă š dăturdată jel ănčapje s căpje. La runkă ăn grčurj š ji pljika pjena p gură. Š nu l lasă pănă god skroz nu l iscrpijaštje.
2a09280045	Ma rugat d učenikurlje alji tjalje s l putirjaskă, ali na putut.”
2a092900d2	Atunča Isusu azăs: “Lumjo karje trijic ăn vrijamjasta, voj nu kridjec š ištjec strikac! Jo amfost ku voj atăta d mult š jar nu kridjec. M trjeb kăt mora s trpjesk p voj? Duj aiča p bijatu alu tov!”
2a092a00bd	Š pănd bijatu avinjit la Isusu, sufljetu alu rov la duburăt š jel ančiput s s grčaskă. A Isusu alu sufljetuluj alu rov azapovjedit s jašă š alikujit p bijatu š la dat la tatusov.
2a092b0089	Toc karje irja ačija sa mirat d moć alu Dimizov. Pănd toc sa mirat la asta š la tot če Isusu fače, jel azăs alu učenikurlje aluj:
2a092c008c	“Punjec binje urjajke če vu zăk: Još ucără lumja osă predajaskă p minje, p Bijatu alu Omuluj, ăn vlastu la dušmanji alji mjej.”
2a092d0093	Ali jej na štijut če jel avrut s zăkă. Aja značală afost skuns dăla jej. Jej na putut s razumjaskă š lja fost frikă s l ăntrjabje d aja.
2a092e0042	Učenikurlje ančiput s raspravljaskă činje dăla jej maj marje.
2a092f0052	Aštijut d čaja raspravljaštje Isusu daja alat p kupilu, š la pus pănglă jel.
2a093000f1	Š Isusu lja zăs: “Činje ku drag primjaštje p kupilusta păntruv minje, primjaštje š p minje. A činje p minje primjaštje, primjaštje š p Dimizov karje ma trimjes. Istina je: činje je maj mik ăntră voj toc, ăla je maj marje!”
2a093100ee	Ivan p asta azăs alu Isusuluj: “Gospodarulje, noj avizut p njeko karje ăn lumilje alu tov zapovidjaštje alu sufljeti alji rovj s jašă d lumje. Noj amzăs aluj s nu fakă aja daja če nuje učeniku alu tov kašă če ištjem noj.”
2a09320061	Isusu azăs: “Nu branic! Akă njeko nu lukrjază păntruv voj, jel atunča lukrjază ku voj!”
2a09330076	Kănd s približa vrijamja s ja Dimizov p Isusu ăn čerj, Isusu aodlučit k avinjit vrijamja s pljače ăn Jeruzalem,
2a09340089	š atunča atrimjes p glasnici la intja aluj. Glasnici apljikat š auntrat ăn sat ăn regija Samarija s ji pripremjaskă če ji trjebje.
2a09350045	A ănklo lumja na vurut s l primjaskă daja če pljika ăn Jeruzalem.
2a0936009b	Kănd učenikurlje Jakov š Ivan auzăt k lumja ăn Samarija na primit p Isusu, jej azăs: “Domnulje, vrjaj s zapovidim s lja pringă foku dăn čerj?”
2a09370042	A Isusu sa okrinit š lja ukorit p Jakov š p Ivan s nu fakă aja.
2a09380039	Atunča Isusu š učenikurlje aluj apljikat ăn altu sat.
2a09390065	Pănd jej još pljika p drum, njeko azăs alu Isusuluj: “Pljek dăpă tinje undje god tu plječ.”
2a093a006d	Isusu ja zăs: “Lisica arje jamă š puji arje kujb, a jo, Bijatu alu Omuluj, nam lok alu mjov d kulkat.”
2a093b0087	Atunča Isusu azăs alu altuluj: “Vină dăpă minje!” A jel azăs: “Domnulje, lasămă majdată s pljek s ăngrop p tatimjov.”
2a093c007f	Isusu ja zăs: “Las p morcă s gruapje p alor morcă, a tu fuđ š rubjaštje alu alcilor Bună vorbă d cara alu Dimizov.”
2a093d0077	Š još njeko zăče: “Domnulje, viuv dăpă tinje, ali dopustjaštjem majdată s m oprostijesk ku ukućanji mjej.”
2a093e0078	Isusu ja zăs: “Akă ănčepj s orještj ravno, a t ujc dăpă tinje, tu nu poc s služăštj ăn cara alu Dimizov.”
2a0a0100ba	Domnu Isusu dăpă aja akuljes ăntră jej šaptjezăč š doj alcă učenikurj š atrimjes kătă doj s pljače la intja aluj ăn tot trgu š ăn tot loku undje Isusu atribut s pljače.
2a0a0200be	Kănd sa sprimit s pljače lja zăs: “Berba je marje, ali radnič jaštje uncără. Berba pripadnjaštje alu Domnuluj, daja rugăcăvă la jel s trimjată još maj mult radnič ăn berbă.
2a0a030066	Ănčipjec akuma, ali păzăcăvă k trimjet p voj kašă p vojilje ăntră lumje karje kašă lupurj.
2a0a04006d	Nu dučec ku voj nič banj, nič tašna, nič altje sandalje. Nu stăc p drum ku lumja s nu pridjec vrijamja.
2a0a050078	Ăn tuată kasa ăn karje untrăc s prenočic ănklo, majdată zăčec: ‘S dja Dimizov miru alu toc ăn asta kasă!’
2a0a0600d7	Akă ăn aja kasă jaštje omu karje vrja miru ku Dimizov, jel osă ajbje miru ku karje voj la blagoslovit. Akă ănklo nuje om karje vrja miru ku Dimizov, jel nusă primjaskă ăla miru ku karje voj la blagoslovit.
2a0a0700b6	Nu vu preselic d kasă ăn kasă! Boravic ăn aja kasă pănd fic ăn trgula š nu fic rušănošj s mănkăc š s bjec aja če vu dă, k kum zăčem: Radniku azaslužăt plata aluj.
2a0a08006c	Ali ăn tot trgu ăn karje untrăc š ănklo vu primjaštje fic zadovoljni ku aja če god vu dă s mănkăc.
2a0a09006a	Likujic ănklo p lumja karje bulnavj š zăčec alor: ‘Asta arată k cara alu Dimizov avinjit la voj!’
2a0a0a0063	Ali ăn tot trgu ăn karje untrăc š ănklo nu vu primjaštje, išăc la ulicilje aluj š zăčec:
2a0a0b00a7	‘Čak frikăm š prašăna d trgu alu vostru karje sa ljipit p pičuarje alu anuaštrje s vu upozorim p kazna alu Dimizov! Ali štijec k avinjit cara alu Dimizov!’
2a0a0c007b	Vu zăk: Kănd vinja vrijamja d sud osă fije majušurje alu lumjej ruavă dăn trg Sodoma njego alu lumjej dăn trgula!”
2a0a0d0131	Isusu azăs: “Grjev vuavă, lumjo ăn trg Korozain! Grjev vuavă, lumjo ăn trg Betsaida! Akă njeko afukut čudurj ăntră lumje pogană ăn trg Tir š ăn trg Sidon karje jo afukut ăntră voj, jej već d kănd s okrinja dăla rov. Adučja cualje hrapave š šidja ăn činušă s pokazaskă žalostu.
2a0a0e006f	Daja osă fije majušurje ăn zuvă d sud alu lumje ăn Tir š ăn Sidon njego vuavă ăn Korozain š Betsaida!
2a0a0f00a7	A voj, lumjo ăn trg Kafarnaum, voj sigurno nusă vu drikăc pănla čerj samo daja če jo amfost ăntră voj! Nu! Voj osă vu slubudjec ănklo undje loku d kaznit.”
2a0a100121	Atunča azăs alu šaptjezăč š doj učenikurj: “Kănd njeko punje urjajke la voj, aja je kašă kum punje urjajke la minje. Š kănd odbacaštje p voj aja je kašă kum odbacaštje p minje. A kănd njeko odbacaštje p minje aja je kašă kum odbacaštje p Dimizov karje ma trimjes.”
2a0a1100a2	Kănd sa tors šaptjezăč š doj d učenikurj la Isusu, ku drag azăs: “Domnulje, čak š sufljeti alji rovj askultă kănd lji zapovidim ăn lumje alu tov.”
2a0a120051	A Isusu lja zăs: “Štiuv, k amvizut p Sotona kum akăzut d čerj ka sklipjala.
2a0a13009a	Vidjec, jo amdat vuavă tuată săla š autoritetu p Sotona, dušmanu alu Dimizov, s gazăc šărpj š škorpionurj. Nimika vuavă nu puatje s naudjaskă.
2a0a1400a1	Ali nu vu radujic samo daja če p voj sufljeti alji rovj askultă, njego maj mult radujicăvă daja če Dimizov askris lumilje alji voštri p popis ăn čerj.”
2a0a150169	Atunča Sufljetu alu Svăntuluj aispunit p Isusu ku radostu š Isusu azăs alu Dimizov: “T slavjesk, Tato, tu karje vladješt ku čerju š ku pămăntu, čaj skuns istina d cara ata dăla lumje karje găndjaštje k je mudri š mintošj š če pokazăštj aja alu lumje karje kašă kupi karje vrjaj s ănvacă. Da, Tato, cije s sviđaštje s fač aja aša.”
2a0a1600e5	Atunča Isusu azăs: “Tata alu mjov ma dat tot če jel arje. Samo Tata binje kunuaštje činje sănt jo, Bijatu aluj, š samo jo, Bijatu aluj, š ălja alu činje jo odlučjesk s l otkrijesk, binje kunuaštje činje je Tata.”
2a0a170076	Maj ănklo, kănd afost săngur ku učenikurlje aluj, š ja azăs: “Nurukošj ălja karje vjadje aja če vidjec voj.
2a0a180089	K istina je, mulc prorokurj š carurj avrut s vjadă aja če voj vidjec, ali na vizut; avrut s audă aja če voj audjec, ali na uzăt.”
2a0a1900bd	Udată kănd Isusu ănvăca, njeki učitelj alu zakonu alu Mojsije sa skulat š antribat p Isusu s l iskušaskă: “Učiteljulje, če trjebje s fak s primjesk vječni život ku Dimizov?”
2a0a1a0058	A Isusu ja zăs: “Če skrije ăn zakonu alu Mojsije? Če tu razumještj če zăče?”
2a0a1b00e8	Omu azăs: “Zakonu zăče: ‘Vrja p Domnu, Dimizov alu tov, ku tuată inima ata š ku tot sufljetu alu tov š ku tuată snaga ata š ku tuatje mincilje alji tjalje’ š ‘vrja p bližnji alu tov kum vrjaj săngur p tinje.’”
2a0a1c004e	Isusu ja zăs: “Binje ajzăs. Făj aša š osă primješt vječni život.”
2a0a1d0081	Ali omu avrut s s spalje, š aša jel ăntrijabă p Isusu: “D činje rubjaštje kănd zakonu zăče ‘bližnji alu mjov’?”
2a0a1e00c3	Isusu aodgovorit ku asta vorbă: “Njeki om putuja dăn Jeruzalem ăn trg Jerihon š la napadnit fărăčoši š alat tot dăpă jel, la butut š apljikat. Š p omula alăsat s zakă skoro mort.
2a0a1f007d	Trjače p drumula slučajno popa alu židovilor. Kănd avizut p omu karje skoro mort, la zaobiđit š apljikat maj dăpartje.
2a0a200088	Isto aša pănglă lokula avinjit atunča š levitu, pomoćniku ăn Hram. Kănd la vizut, š jel la zaobiđit š apljikat maj dăpartje.
2a0a210060	Atunča njeki omu d regija Samarija trjače p drumula. Kănd avizut p omula, ja fost žau d jel.
2a0a2200c7	Avinjit la upruapje d jel, ja spălat răžnilje ku ulje š ku vinu š ja ănvilijat ku trijanca. La drikat atunča p magarac aluj š la dus ăn gostijonă š ănklo anastavit s s pobrinjaskă d jel.
2a0a2300b3	Mănje zuvă jel adat duavă kovanic d arđint alu gazdăj alu gostijonăj, š ja zăs: ‘Brinjaštitje d jel š akă maj mult putrošăštj, c plătjesk kănd m ănturča.’”
2a0a2400ab	A Isusu antribat p učitelju d zakon alu Mojsije: “Če găndješt? Karje d ăštja trje alu omuluj sa pokazăt k je bližnji alu omula karje la napadnit fărăčoši?”
2a0a25008c	Azăs učitelju d zakon alu Mojsije: “Ăla karje ja pokazăt milă.” Isusu ja azăs: “Binje ajzăs. Fuđ š făj kum š jel afukut.”
2a0a2600a7	Pănd Isusu š učenikurlje aluj nastavja s putujaskă kătri Jeruzalem, auntrat ăn unu sat. Ačija afost njeka mujarje karje s kima Marta. La primit ăn kasa alu je.
2a0a27005b	Avut soră karje s kima Marija. Pănd Domnu Isusu ănvăca, Marija šidja š punja urjajke.
2a0a2800cc	A Marta afost mult zabrinută k mora s pripremjaskă tuată mănkarja, pa ja avinjit s s žaljaskă: “Domnulje, nu c brigă če sorimja ma lăsat săngură s lukrjez tot lukru? Zi alu je s m ažutje!”
2a0a290075	Ali Domnu Isusu ja zăs: “Draga Marta! Nu trjebje s t brinještj š t uznemirještj d aja če găndješt k trjebje.
2a0a2a006e	A una stvar karje trjebje s puj urjajke la vorba amja. Marija aja ashvatit, š aja nusă fije lat dăla ja.”
2a0b0100cc	Udată Isusu sa rugat la njeki lok. Kănd azavršăt ku rugala, avinjit la jel unu d učenikurj š azăs: “Domnulje, ănvacă p noj s nji rugăm kum Ivan karje bătjază anvăcat p učenikurlje aluj.”
2a0b020083	Isusu lja zăs: “Kănd rugăc, zăčec: ‘Tato ăn čerj, s s štujaskă lumilje alu tov asvănt. Aduj cara ata p tot pămăntu.
2a0b03002f	Adă nuavă mănkarje karje trjebje tuată zuva
2a0b040082	š oprostjaštje anuastră grešala, k š noj oprostim alu ălja karje grešaštje păntruv noj. Nu da s kidjem ăn kušnje.’”
2a0b05007c	Atunča Isusu azăs alu učenikurlje aluj: “Akă plječ ăn ponoć la ortaku alu tov š ji zăč: ‘Adăm trje mălajurj,
2a0b06005c	k ma vinjit ortaku ăn gostjamje, a nam s idauv nimik d mănkat!’, če osă zăkă ortaku?
2a0b070073	Dali nusă zăkă: ‘Nu m uznemirja! Uša je već ăn kisă, a kupi je ăn pat k nu pot akuma s m skol s c dau!’
2a0b0800b6	Ali vu zăk: čak š akă omula nu s skuală daja če ješt ortak aluj, š nu c dă nimika, osă skuală daja če mult l rođ frzdă rušănje. Š osă zdja atăta kăt cije trjebje.
2a0b090082	Š daja vu zăk: Nu odustanic! Rugăc p Dimizov š osă dobidic! Kătăc š osă găsăc! Bitjec la ušă š osă s vu dăškidje!
2a0b0a006f	Činje god ruagă p Dimizov, primjaštje. Činje god kată, găsaštje. Činje god batje, uša s ji dăškidje.
2a0b0b006a	Voj karje ištjec tatje, če afiča voj kănd bijatu alu vostru kată pjaštje? Dal voj ja da šarpje? Nu!
2a0b0c004d	Ili akă bijatu alu vostru kată vov dăla voj, dal voj ja da škorpijon? Nu!
2a0b0d00c6	Akă voj, karje ištjec rovj, štijec s dăc alu kupi alu voštri bunje darurj, atunča kăt maj mult alu vostru Tata ăn čerj osă darujaskă p Sufljetu alu Svăntuluj alu ălja karje l ruagă?”
2a0b0e0096	Isusu una zuvă aputirit p sufljetu alu rov karje nu ja dat alu omuluj s rubjaskă. Kănd sufljetu alu rov aišăt, omu arubit š mulc lumje sa mirat.
2a0b0f008f	Ali njeki dăla jej azăs: “Jel putirjaštje sufljeti alji rovj daja če ji žută Beelzebul, karje je vladaru alu toc sufljeti alji rovj.”
2a0b100063	A alci avrut s la puče ăn zamkă š akătat s idja njeki znak kašă dokazu k Dimizov la trimjes.
2a0b1100de	A Isusu aštijut če găndjaštje, pa lja zăs: “Akă lumja ăn ista cară s burjaštje ăntră jej, osă propanjaskă cara alor. Akă familija ăn ista kasă s burjaštje ăntră jej, osă s raspadnjaskă familija alor.
2a0b1200c5	Voj zăčec k jo ku săla alu Beelzebul putirjesk p sufljeti alji rovj. Aja atunča značaštje k š ălja karje je ăn cara alu Sotonăj s burjaštje ăntră jej. Kum atunča cara aluj s rămăje?
2a0b130162	A čije ku učenikurlje alji voštri karje putirjaštje p sufljeti alji rovj? Akă, kašă kum zăčec, jo putirjesk p sufljeti alji rovj ku săla alu Beelzebul, atunča mora aja s fakă š učenikurlje alji voštri ku săla alu Beelzebul. Sigurno nusă slažaštje. Učenikurlje alji voštri osă zăkă k Beelzebul nu s burjaštje săngur păntruv jel.
2a0b14007a	Ali daja če jo p sufljeti alji rovj putirjesk ku săla alu Dimizov, atunča aja arată k la voj avinjit cara alu Dimizov.
2a0b15005c	Kănd capăn omu karje arje bună oružije păzaštje palača aluj, tot če arje je sigurno.
2a0b1600a8	Ali kănd l napadnjaštje maj capăn d jel, l savladjaštje š ija tuată oružija ăn karje sa uzdit dušmanu aluj. Alat tot če omula avut š apodiljit ku lumja aluj.
2a0b17007a	Ăla karje nuje ăn partja amja, jel je păntruv minje; ăla karje ku minje nu strănđe vojilje, jel lji putirjaštje.”
2a0b1800e9	Atunča Isusu azăs asta vorbă: “Kănd sufljetu alu rov jašă d om, lutjaštje p pustinje š kată lok s odmorijaskă. Kănd nu l găsaštje, azăs săngur aluj: ‘M tork ăn om ăn karje maj dată atrijit dăn karje aišăt.’
2a0b19005a	Kănd sa tors, găsaštje k je omula kašă kasa karje je čistită š uredna, ali guală.
2a0b1a00e7	Atunča sa dus s adukă p alcă šaptje sufljeti alji rovj još maj rov d jel, š toc untră ăn om š ăn jel trijaštje. Š na kraju postanjaštje alu omuluj maj rov njego če irja maj dată njego ča pljikat sufljetu alu rov.”
2a0b1b0099	Pănd Isusu rubja d aštja stvarurj, njeka mujarje d multă lumje astrigat: “Kum je binje alu mujarje karje ta dus š ca dat s suđ p tjeptu alu je!”
2a0b1c0054	Isusu azăs: “Još je maj binje alor karje audje vorba alu Dimizov š askultă.”
2a0b1d0138	Maj mult š maj mult lumje vinja la Isusu. Atunča Isusu lja zăs: “Lumja ăn asta vrijamje je rovj. Vrja s fak znak kašă dokazu k Dimizov ma trimjes, ali nusă dobidjaštje ničunu znak osim znaku karje Dimizov adat d mult alu lumjej ăn vrijamja alu prorokuluj Jonej kănd Dimizov la spasăt dăla muartje.
2a0b1e00d6	Baš kašă kum sa dogodit ku Jona afost znaku alu lumjej karje atrijit ăn trg Niniva k Dimizov la trimjes, isto aja, aša osă dogudjaskă ku minje, Bijatu alu Omuluj, osă fije znaku alu lumje ăn asta vrijamje.
2a0b1f012f	La zuvă kănd Dimizov osă sudjaskă alu pămăntuluj, carica karje d mult avladit p pămănt alu Jugu osă skuală š osă svjedočaskă păntruv lumje ăn asta vrijamje daja če ja avinjit d dăpartje s audă p caru Salomon karje avut mult mudrost, a jakă, ku voj je aiča njeko maj marje d Salomon.
2a0b200111	La zuvă kănd Dimizov osă sudjaskă alu pămăntuluj, lumja karje atrijit ăn trg Niniva osă skuală š osă svjedočaskă păntruv lumja ăn asta vrijamje daja če jej sa okrinit dăla rov alor kănd Jona alor arubit, a jakă, ku voj je aiča njeko maj marje d Jona!”
2a0b2100a1	Isusu azăs: “Nimilja nu prindje lampa s uaskundă ili s upuje dusu košară, već daja s upuje p loku alu je aša kum toc karje utră s puată s vjadă binje.
2a0b220084	Vojku alu tov je ka lampa d tjelă. Akă vojku alu tov bun, poc binje s vjez, ali akă vojku alu tov nuje bun, nu poc s vjez nimika.
2a0b230057	Daja păzaštje s nu găndještj k poc binje s vjez, već zapravo nu poc nimika s vjez.
2a0b240093	Daja, akă poc binje s vjez š akă nuje nimika d tinje skuns, tot poc s vjez. Osă fije kašă če ješt ăn sobă ku lampa karje c dă s vjez.”
2a0b250078	Kănd Isusu azavršăt vorba aluj, njeki farizej la kimat la jel akas s mălănče. Isusu auntrat š alat loku la astal.
