0100000008	Kejadian
28110d0067	Kemudian barulah ketiga murid itu mengerti bahwa nubuatan tentang Elia digenapi oleh Yohanes Pembaptis.
28110e0073	Ketika Yesus dan tiga murid-Nya itu kembali kepada orang banyak, seorang laki-laki datang dan sujud di hadapan-Nya.
28110f0082	Orang itu berkata, “Tuhan, kasihanilah anak saya. Dia sakit ayan dan sangat menderita. Dia sering jatuh ke dalam api maupun air.
281110005b	Saya sudah membawanya kepada murid-murid-Mu, tetapi mereka tidak dapat menyembuhkan dia.”
28111100e5	Lalu Yesus berkata kepada mereka, “Bukan main! Kalian ini sesat dan tidak percaya kepada Allah! Sampai kapan Aku harus bersabar terhadap kalian?! Bukankah sudah cukup lama Aku tinggal bersama kalian! Bawalah anak itu kemari.”
2811120081	Lalu dengan tegas Yesus melarang setan itu mengganggu anak tersebut. Saat itu juga setan itu meninggalkannya dan anak itu sembuh!
2811130083	Kemudian kami murid-murid-Nya datang kepada Yesus secara tersendiri dan bertanya, “Kenapa kami tidak bisa mengusir setan tadi?”
2811140127	Kata Yesus, “Karena kalian belum yakin akan kuasa Allah. Aku menegaskan kepadamu: Kalau kamu mempunyai keyakinan sebesar biji sawi saja, kamu bisa berkata kepada gunung ini, ‘Pindahlah ke sana!’ Maka gunung itu pasti pindah. Dengan begitu tidak ada satu pun yang tidak bisa kalian lakukan.
281115004f	Namun jenis setan seperti itu hanya dapat diusir dengan berdoa dan berpuasa.”
281116009c	Pada suatu hari, waktu Yesus dan kami masih berada di Galilea, Dia berkata kepada kami, “Aku, Sang Anak Adam, akan diserahkan ke tangan orang-orang jahat.
2811170087	Mereka akan membunuh-Ku, tetapi pada hari ketiga Aku akan dibangkitkan dari kematian.” Kami sangat sedih mendengar perkataan-Nya itu.
28111800fc	Sesudah Yesus dan kami kembali ke Kapernaum, tibalah waktu memberikan pajak tahunan untuk rumah Allah. Orang-orang yang menagih pajak itu datang kepada Petrus dan bertanya, “Apakah gurumu selalu membayar pajak tahunan untuk rumah Allah atau tidak?”
281119011d	Jawab Petrus, “Dia selalu bayar!” Lalu ketika Petrus masuk ke rumah di mana Yesus tinggal, sebelum dia sempat berbicara, Yesus bertanya kepadanya, “Menurut kamu, dari siapa sajakah raja-raja menagih pajak? Apakah dari keluarga dekat mereka sendiri, atau dari orang-orang lain?”
28111a0097	Jawab Petrus, “Dari orang-orang lain.” Maka Yesus berkata, “Jadi, sebenarnya kita sebagai anak-anak dari sang Raja terbesar bebas dari pajak itu!
28111b0159	Tetapi supaya kita tidak menimbulkan masalah dengan mereka yang mengumpulkan pajak itu, pergilah ke danau memancing ikan. Waktu kamu menangkap ikan yang pertama, bukalah mulutnya, dan kamu akan menemukan uang perak yang cukup untuk membayar pajak tahunan bagi dua orang. Berikanlah uang itu kepada mereka sebagai bayaran pajakmu dan pajak-Ku.”
28120100b7	Pada waktu itu, kami murid-murid Yesus datang kepada-Nya dan bertanya, “Waktu Engkau mendirikan kerajaan Allah di dunia ini, siapa di antara kami yang paling tinggi kedudukannya?”
281202006c	Kemudian Yesus memanggil seorang anak kecil mendekat kepada-Nya, lalu menempatkan dia di tengah-tengah kami.
28120300ce	Yesus berkata, “Aku menegaskan kepadamu: Kalau kamu tidak menjadi rendah hati seperti anak-anak dan bertobat dari sifatmu yang suka mementingkan diri sendiri, kamu tidak akan menjadi warga kerajaan Allah.
2812040082	Karena orang yang paling tinggi kedudukannya dalam kerajaan Allah adalah orang yang merendahkan dirinya seperti anak kecil ini.”
281205008c	“Kalau kamu menerima dan melayani anak kecil seperti ini dengan alasan untuk memuliakan Aku, berarti kamu sudah menerima dan melayani Aku.
28120601ab	Kalau seseorang menyebabkan anak kecil yang percaya kepada-Ku jatuh dalam dosa, orang itu akan mendapat hukuman yang sangat berat dari Allah. Daripada dia melakukan dosa besar itu, lebih baik jika sebuah batu besar diikat ke lehernya lalu dia ditenggelamkan ke laut dalam. Mengalami kengerian seperti itu jauh lebih ringan daripada hukuman Allah yang akan dia tanggung selamanya kalau menyebabkan seorang anak jatuh dalam dosa!
28120700bf	“Celakalah siapa saja di dunia ini yang menyebabkan orang lain berdosa! Memang godaan-godaan untuk berbuat dosa akan selalu ada di dunia, tetapi celakalah orang yang menimbulkan godaan itu.
2812080143	Jadi, kalau tangan atau kakimu menyebabkan kamu berdosa, lebih baik potong dan buanglah itu, supaya kamu mendapat hidup yang kekal di surga. Lebih baik kamu masuk ke dalam hidup kekal tanpa tangan dan kaki yang lengkap, daripada kamu mempunyai badan yang utuh tetapi dibuang ke dalam api neraka yang menyala selama-lamanya.
28120900d7	Dan kalau matamu yang sebelah membuat kamu berdosa, cungkil dan buanglah matamu itu. Lebih baik kamu masuk ke dalam kerajaan Allah dengan satu mata, daripada mempunyai dua mata tetapi dibuang ke dalam api neraka.”
28120a00bf	“Hati-hatilah, jangan menganggap rendah seorang pun dari anak-anak kecil ini. Karena sesungguhnya mereka masing-masing mempunyai malaikat yang selalu siap berbicara kepada Bapa-Ku di surga.
28120b005f	Ingatlah bahwa Aku, Sang Anak Adam, sudah datang untuk menyelamatkan orang-orang yang tersesat.
28120c00ef	“Kalau kamu mempunyai seratus ekor domba, dan seekor di antaranya tersesat, apa yang akan kamu lakukan? Pasti kamu akan meninggalkan yang sembilan puluh sembilan ekor, lalu pergi ke bukit-bukit untuk mencari satu domba yang tersesat itu.
28120d00cf	Aku menegaskan kepadamu: Kalau kamu berhasil menemukannya, pasti kamu akan lebih bergembira karena mendapat yang seekor itu daripada karena sembilan puluh sembilan domba lain yang masih berada dalam kawanan.
28120e0083	Begitu jugalah Bapamu yang di surga. Dia tidak mau seorang pun dari anak-anak kecil yang percaya kepada-Nya tersesat dan binasa.”
28120f00e4	“Kalau saudara seimanmu bersalah kepadamu, datanglah secara pribadi kepadanya dan beritahukanlah kesalahan yang sudah dia lakukan. Kalau dia mengakui kesalahannya dan bertobat, kamu sudah berdamai kembali dengan saudaramu itu.
2812100138	Tetapi kalau dia tidak mau mengakui kesalahannya, temuilah dia lagi bersama satu atau dua orang saudara seiman yang lain. Hal itu dilakukan sesuai peraturan dari hukum Taurat yang mengatakan, ‘Setiap masalah harus didukung oleh dua atau tiga orang saksi mata, barulah masalah itu bisa diputuskan secara sah.’
281211014a	Kalau dia masih menolak mendengarkan saksi mata itu, beritahukanlah perkara tersebut kepada semua jemaat. Dan kalau dia tidak mau juga menerima nasihat jemaat, biarlah semua saudara seiman mengucilkan dia— sebagaimana orang Israel tidak mau bergaul dengan para penagih pajak dan orang dari bangsa lain yang tidak mengenal Allah.
28121200a9	Aku menegaskan kepadamu: Setiap pintu yang jemaat kunci di bumi ini akan terkunci juga di surga, dan setiap pintu yang jemaat bukakan di bumi akan terbuka juga di surga.
28121300aa	Aku juga menegaskan kepadamu bahwa kalau dua orang atau lebih di antara kalian sepakat meminta sesuatu dalam doa, maka hal itu akan dikabulkan oleh Bapa-Ku yang di surga.
2812140090	Karena apabila dua orang atau lebih dari antara kalian berkumpul dan berdoa untuk memuliakan Aku, maka Aku juga ada di situ di antara kalian.”
28121500bd	Lalu Petrus mendekati Yesus dan bertanya, “Tuhan, kalau saudara seiman saya terus melakukan kesalahan kepada saya, sampai berapa kali saya harus memaafkan dia? Apakah cukup tujuh kali?”
2812160083	Jawab Yesus, “Bukan tujuh kali! Bukan juga tujuh puluh tujuh kali! Tetapi kamu harus selalu memaafkan tanpa menghitung-hitungnya.
28121700db	“Biarlah Aku menjelaskan: Keadaan antara saudara-saudari seiman dalam kerajaan Allah adalah seperti cerita ini: Pada suatu hari, seorang raja mau membereskan perhitungan uang yang dia pinjamkan kepada para pegawainya.
2812180083	Waktu perhitungan dimulai, ada seorang pegawai yang mempunyai utang tiga ratus ribu kilogram perak. Lalu dia dibawa menghadap raja.
28121900bc	Tetapi dia tidak mampu membayar utangnya. Jadi raja memerintahkan para tentaranya untuk menjual pegawai itu, istrinya, anak-anaknya, dan semua hartanya untuk melunasi utangnya kepada raja.
28121a007a	“Maka pegawai itu sujud di hadapan raja dan memohon, ‘Ya, Tuan, sabarlah dulu! Saya akan membayar semua utang saya!’
28121b0081	Hati raja tersentuh dan merasa kasihan kepadanya, sehingga dia beserta keluarganya dibebaskan, dan semua utangnya pun dihapuskan.
28121c011d	“Lalu apa yang terjadi dengan pegawai yang utangnya sudah dihapuskan itu? Dia pergi keluar dan bertemu dengan salah seorang temannya sesama pegawai kerajaan yang berutang hanya seratus keping uang perak kepadanya. Dia menangkapnya dan mencekiknya sambil berkata, ‘Bayar utangmu!’
28121d005d	“Temannya itu sujud dan memohon, ‘Tolong sabarlah dulu. Saya akan membayar utang saya.’
28121e0087	“Tetapi dia tidak mau bersabar dan malah melaporkan temannya itu kepada hakim supaya dipenjarakan sampai dia melunasi semua utangnya.
28121f005f	“Melihat kejadian itu, pegawai-pegawai yang lain sangat sedih lalu melaporkannya kepada raja.
28122000ab	Kemudian raja memanggil pegawai yang jahat itu dan berkata, ‘Hai pegawai yang jahat! Saya sudah menghapuskan semua utangmu hanya karena kamu meminta kesabaran dari saya!
281221006a	Seharusnya kamu juga berbelas kasihan kepada temanmu itu, seperti saya sudah berbelas kasihan kepadamu!’
2812220097	Raja itu sangat marah sehingga dia memerintahkan agar pegawai yang jahat itu dipenjarakan dan dipukuli setiap hari sampai semua utangnya dibayar lunas.
281223009d	“Begitu jugalah yang akan dilakukan oleh Bapa-Ku yang di surga kepadamu, kalau kamu tidak sungguh-sungguh memaafkan setiap orang yang bersalah kepadamu.”
281301009e	Sesudah Yesus mengajarkan semua hal itu, Dia bersama kami murid-murid-Nya meninggalkan provinsi Galilea dan pergi ke provinsi Yudea di seberang sungai Yordan.
281302005c	Banyak orang mengikuti Dia ke sana, dan Dia menyembuhkan orang-orang sakit di antara mereka.
28130300b9	Tetapi beberapa orang Farisi datang hendak mencari alasan untuk menyalahkan Yesus, maka mereka bertanya, “Apakah seorang laki-laki boleh menceraikan istrinya dengan alasan apa pun?”
28130400c0	Jawab Yesus kepada mereka, “Kalian pasti sudah membaca yang tertulis dalam Kitab Suci, bahwa pada mulanya Sang Pencipta menciptakan manusia sepasang, seorang laki-laki dan seorang perempuan.
28130500bb	Allah juga berkata, ‘Oleh karena itulah, dalam pernikahan, seorang laki-laki akan meninggalkan ayah ibunya dan dipersatukan dengan seorang istri, sehingga mereka berdua menjadi satu.’
28130600b8	Dengan demikian, di mata Allah suami-istri bukan lagi dua, melainkan satu. Karena itu suami-istri yang sudah dipersatukan Allah dalam pernikahan tidak boleh diceraikan oleh manusia.”
28130700b3	Lalu orang-orang Farisi itu bertanya kepada-Nya, “Kalau begitu, kenapa Musa mengizinkan seorang suami menceraikan istrinya dengan memberikan surat keterangan cerai kepadanya?”
281308009d	Jawab Yesus, “Musa mengizinkan kamu menceraikan istrimu karena kamu keras kepala terhadap perintah Allah. Tetapi sesungguhnya sejak awal tidaklah demikian.
2813090156	Aku berkata kepadamu: Bila seorang suami menceraikan istrinya supaya bisa menikah dengan perempuan lain, di mata Allah dia berzina. Demikian juga, setiap laki-laki yang menikahi perempuan yang sudah diceraikan oleh suaminya, dia berzina. Satu-satunya alasan seorang suami boleh menceraikan istrinya adalah kalau istrinya itu sudah berzina.”
28130a00b3	Lalu kami murid-murid Yesus berkata kepada-Nya, “Kalau hukum yang mengatur hubungan suami-istri begitu ketat, lebih baik tidak usah mencari pasangan dan hidup membujang saja!”
28130b00ba	Jawab Yesus, “Tidak semua orang sanggup hidup seperti yang kamu katakan itu. Hanya orang-orang tertentu yang sudah dipersiapkan oleh Allah yang bisa merasa puas dengan hidup membujang.
28130c016a	Ada orang yang memang dilahirkan dengan tubuh yang tidak memungkinkan untuk hubungan suami-istri. Ada yang membujang karena orang lain sudah merusak alat kelaminnya. Dan ada juga orang yang memilih untuk tidak menikah supaya bisa melayani dengan lebih baik dalam kerajaan Allah. Orang-orang yang sanggup hidup sesuai ajaran ini, hendaklah mereka melakukannya.”
28130d0103	Kemudian beberapa orang datang membawa anak-anak mereka kepada Yesus supaya Dia meletakkan tangan-Nya pada kepala anak-anak itu dan mendoakan berkat bagi mereka. Tetapi kami murid-murid-Nya dengan tegas melarang orang-orang itu membawa anak-anak kepada Yesus.
28130e00a2	Namun Yesus berkata, “Biarkanlah anak-anak itu datang kepada-Ku! Jangan melarang mereka! Karena orang-orang seperti inilah yang menjadi warga kerajaan Allah.”
28130f0081	Sesudah Yesus meletakkan tangan-Nya pada kepala anak-anak itu sambil mendoakan mereka, Dia bersama kami berangkat ke tempat lain.
28131000a6	Ada seorang laki-laki muda yang datang kepada Yesus dan bertanya, “Guru yang baik, perbuatan baik apa yang harus saya lakukan untuk mendapatkan hidup yang kekal?”
28131100b4	Yesus menjawab, “Mengapa kamu mengatakan Aku baik? Hanya Allah satu-satunya yang baik. Kalau kamu mau mendapat hidup yang kekal, taatilah perintah-perintah dalam hukum Taurat.”
28131200b3	Orang itu bertanya lagi, “Perintah-perintah manakah yang harus saya taati?” Jawab Yesus, “Jangan membunuh, jangan berzina, jangan mencuri, jangan memberikan kesaksian palsu,
281313005b	hormatilah ayah dan ibumu, dan kasihilah sesamamu seperti kamu mengasihi dirimu sendiri.”
281314006e	Orang muda itu berkata, “Semuanya itu sudah saya taati sejak masa muda. Apa lagi yang perlu saya lakukan?”
2813150102	Yesus berkata lagi kepada orang itu, “Kalau kamu mau menjadi sempurna, pergilah dan juallah seluruh hartamu. Lalu bagi-bagikanlah uangnya kepada orang miskin. Dengan begitu kamu akan memperoleh harta di surga. Kemudian datanglah kembali dan ikutlah Aku.”
2813160074	Mendengar jawaban Yesus, orang muda itu pergi dengan sedih karena dia sangat kaya dan tidak mau melepaskan hartanya.
2813170090	Kemudian Yesus berkata kepada kami murid-murid-Nya, “Aku menegaskan kepadamu: Sulit sekali bagi orang kaya untuk menjadi warga kerajaan Allah!
281318006a	Sesungguhnya, lebih gampang seekor unta melewati lubang jarum daripada orang kaya masuk kerajaan Allah.”
2813190064	Ketika mendengar hal itu, kami tercengang dan bertanya, “Kalau begitu, siapa yang bisa selamat?”
28131a0070	Tetapi Yesus memandang kami dan berkata, “Bagi manusia, hal itu mustahil, tetapi bagi Allah segalanya bisa.”
28131b009c	Lalu Petrus berkata kepada-Nya, “Bagaimana dengan kami? Kami sudah meninggalkan semua milik kami dan mengikut Engkau. Jadi apa yang akan kami dapatkan?”
28131c014c	Jawab Yesus kepada kami, “Aku menegaskan kepadamu: Waktu Allah memperbarui segala sesuatu, Aku, Sang Anak Adam, akan duduk di takhta yang menunjukkan kemuliaan-Ku. Pada saat itu, kalian berdua belas yang sudah menjadi rasul-Ku juga akan duduk di atas takhtamu masing-masing untuk memerintah dan menghakimi kedua belas suku Israel.
28131d00f1	Dan setiap orang yang sudah meninggalkan rumahnya, saudara-saudarinya, orangtuanya, pasangannya, anak-anaknya, atau ladangnya karena mengikut Aku, dia akan mendapat seratus kali lipat yang serupa, dan dia juga akan menerima hidup yang kekal.
28131e00ca	Tetapi kelak, banyak orang yang sekarang mempunyai kedudukan tinggi akan mendapat kedudukan yang rendah. Dan banyak orang yang sekarang mempunyai kedudukan rendah akan mendapat kedudukan yang tinggi.”
281401010d	Yesus melanjutkan ajaran-Nya, “Karena kerajaan Allah bisa diumpamakan seperti seorang yang mempunyai kebun anggur yang luas. Pagi-pagi sekali, dia pergi ke pasar di mana para pekerja harian biasanya berkumpul. Dia mencari beberapa orang untuk bekerja di kebunnya itu.
28140200a4	Lalu dia menemui sejumlah pekerja dan mereka setuju untuk bekerja dengan upah biasa, yaitu satu keping uang perak sehari. Dia pun menyuruh mereka pergi ke kebunnya.
281403006d	“Kira-kira jam sembilan pagi, dia pergi lagi ke pasar dan melihat beberapa orang pekerja sedang menganggur.
28140400aa	Maka dia berkata kepada mereka, ‘Bekerjalah di kebun anggur saya. Saya akan membayar kalian dengan upah yang pantas.’ Mereka pun setuju dan pergi bekerja di kebunnya.
2814050064	Sekitar jam dua belas siang dan jam tiga sore, pemilik kebun itu pergi lagi melakukan hal yang sama.
28140600fb	“Kira-kira jam lima sore, dia pergi lagi ke pasar dan melihat beberapa orang pekerja lain di sana yang masih juga menganggur. Dia bertanya kepada mereka, ‘Kenapa kalian membuang-buang waktu sepanjang hari di sini dan tidak mengerjakan apa-apa?!’
28140700c5	“Jawab mereka, ‘Tidak ada orang yang memberi kami pekerjaan.’ “Kata pemilik kebun itu, ‘Kalau begitu, kalian juga pergilah bekerja di kebun saya. Kalian akan menerima upah yang pantas.’
28140800aa	“Ketika hari sudah petang dia berkata kepada mandornya, ‘Panggillah para pekerja itu dan bayarlah upah mereka, mulai dari yang datang terakhir sampai yang pertama.’
281409007f	Lalu para pekerja yang mulai bekerja jam lima sore datang mengambil upah mereka. Masing-masing menerima satu keping uang perak.
28140a00da	Waktu tiba giliran para pekerja yang mulai sejak pagi, mereka mengira akan menerima upah lebih banyak daripada pekerja yang lain. Namun ternyata setiap orang yang datang pertama juga diberi upah satu keping uang perak.
28140b0050	Jadi waktu menerimanya, mereka bersungut-sungut kepada pemilik kebun anggur itu.
28140c00c4	Kata mereka, ‘Para pekerja yang datang terakhir hanya bekerja satu jam, tetapi Bapak membayar mereka sama dengan kami! Padahal kami sudah bekerja keras sepanjang hari di bawah panas matahari!’
28140d00d9	“Tetapi pemilik kebun itu menjawab salah satu dari mereka, ‘Kawan, saya tidak melakukan yang kurang adil kepadamu! Bukankah sebelumnya kamu sudah setuju untuk bekerja sepanjang hari dengan upah satu keping perak?!
28140e008d	Jadi sekarang pulanglah dengan upahmu itu. Saya memang sudah memutuskan untuk membayar para pekerja yang datang terakhir sama seperti upahmu.
28140f0097	Bukankah saya berhak melakukan apa pun yang saya mau dengan uang saya sendiri?! Atau apakah kamu iri karena saya bermurah hati kepada orang lain?’”
281410014d	Lalu Yesus menjelaskan, “Dengan demikian, orang-orang yang sekarang mempunyai kedudukan rendah, kelak akan mendapatkan kedudukan tinggi. Dan orang-orang yang sekarang mempunyai kedudukan tinggi, kelak akan mendapatkan kedudukan rendah. Banyak orang yang diundang menjadi warga kerajaan Allah, tetapi hanya sedikit yang terpilih.”
281411009c	Ketika Yesus dan kami kedua belas murid-Nya sedang dalam perjalanan ke Yerusalem, Dia mengumpulkan kami secara terpisah dari para pengikut lain dan berkata,
28141200b3	“Dengarlah baik-baik! Kita sedang menuju Yerusalem. Di sana Aku akan diserahkan kepada para imam kepala dan ahli-ahli Taurat. Dan mereka akan menjatuhkan hukuman mati kepada-Ku.
28141300ec	Kemudian mereka akan menyerahkan Aku kepada para penguasa yang bukan Yahudi. Mereka akan menghina dan mencambuk Aku, lalu membunuh-Ku dengan cara disalibkan. Tetapi pada hari ketiga sesudah kematian-Ku, Aku akan dibangkitkan kembali.”
28141400a0	Sesudah itu istri Zebedeus, yaitu ibu Yakobus dan Yohanes, datang kepada Yesus bersama kedua anaknya itu, lalu dia sujud di hadapan Yesus untuk meminta sesuatu.
2814150124	Yesus bertanya kepadanya, “Apa yang Ibu mau?” Dia menjawab, “Kelak waktu Engkau menjadi raja dan duduk di atas takhta kerajaan-Mu, berjanjilah bahwa kedua anak saya ini akan diberi jabatan yang paling tinggi, yang seorang di sebelah kanan-Mu dan yang seorang lagi di sebelah kiri-Mu.”
2814160112	Jawab Yesus kepada kedua anaknya itu, “Kalian tidak mengerti apa yang kalian minta. Apakah kalian sanggup menerima penderitaan seperti yang akan segera Aku alami? Apakah kalian siap ditimpa kesengsaraan seperti yang akan Aku alami?” Jawab mereka, “Ya, kami sanggup.”
2814170138	Kata Yesus kepada mereka, “Memang kalian akan mengalami penderitaan dan ditimpa kesengsaraan seperti yang akan Aku alami. Tetapi Aku tidak berhak menentukan siapa yang akan duduk di sebelah kanan-Ku atau di sebelah kiri-Ku. Bapa-Ku yang akan memberikan kedua tempat itu kepada orang yang sudah Dia tentukan.”
2814180065	Waktu kami kesepuluh murid yang lain mendengar hal itu, kami sangat marah kepada Yakobus dan Yohanes.
28141900a3	Tetapi Yesus memanggil kami semua dan berkata, “Kalian tahu bahwa para penguasa bangsa-bangsa suka memerintah rakyatnya dengan keras dan menindas hak-hak mereka.
28141a00a7	Tetapi kalian tidak boleh seperti mereka. Kalau kamu mau menjadi orang yang terkemuka, kamu harus mengambil tempat yang paling hina dan menjadi pelayan bagi yang lain.
28141b0068	Dan kalau kamu mau mendapat kedudukan yang paling tinggi, kamu harus menjadi budak bagi semua yang lain.
28141c00df	Kalian harus mengikuti teladan-Ku. Biarpun Aku, Sang Anak Adam, Aku datang ke dunia ini bukan untuk dilayani, tetapi untuk melayani dan memberikan hidup-Ku sebagai kurban untuk menebus banyak orang dari dosa-dosa mereka.”
28141d0051	Waktu Yesus dan kami semua meninggalkan kota Yeriko, banyak orang mengikuti kami.
28141e00b4	Ada dua orang buta sedang duduk di pinggir jalan. Waktu mereka mendengar bahwa Yesus sedang melewati jalan itu, mereka mulai berseru, “Tuhan, Keturunan Daud, kasihanilah kami!”
28141f0093	Orang banyak yang mengikuti Yesus menegur mereka supaya diam, tetapi mereka berteriak semakin keras, “Tuhan, Keturunan Daud, kasihanilah kami!”
2814200068	Lalu Yesus berhenti dan berkata kepada mereka berdua, “Apa yang kalian mau Aku perbuat bagi kalian?”
2814210045	Jawab mereka, “Ya Tuhan, kami ingin mata kami bisa melihat lagi.”
2814220089	Yesus sangat mengasihani mereka, maka Dia menjamah mata mereka. Saat itu juga mereka bisa melihat kembali, lalu keduanya mengikuti Yesus.
28150100b2	Waktu Yesus dan kami para murid-Nya sudah dekat Yerusalem, kami tiba di desa Betfage yang berada di kaki Bukit Zaitun. Lalu Yesus menyuruh dua orang murid-Nya berjalan lebih dulu
28150200c9	dengan berpesan kepada mereka, “Pergilah ke desa yang di depan itu. Begitu kalian masuk, kalian akan melihat seekor keledai betina terikat bersama anaknya. Lepaskanlah keduanya dan bawalah kepada-Ku.
28150300b7	Kalau ada orang yang menanyakan tentang apa yang sedang kalian lakukan, katakanlah, ‘Tuhan memerlukan dua keledai ini,’ maka orang itu akan mengizinkan kalian membawa keduanya.”
281504006a	Hal itu dilakukan supaya terjadi tepat seperti yang dikatakan Allah melalui nubuatan nabi yang mengatakan,
28150500af	“Katakanlah kepada para penduduk Yerusalem, ‘Perhatikanlah, Rajamu datang kepadamu! Dia rendah hati dan menunggangi seekor keledai beban, bahkan seekor keledai muda.’”
2815060048	Lalu kedua murid itu pergi dan melakukan tepat seperti yang Yesus suruh.
28150700ad	Mereka membawa keledai itu bersama anaknya dan meletakkan jubah-jubah mereka di atas punggung kedua keledai itu sebagai alas duduk. Lalu Yesus naik ke punggung keledai muda.
28150800d9	Sangat banyak orang yang sudah berkumpul di situ melepas dan menghamparkan jubah mereka di jalanan untuk menghormati Yesus. Ada juga yang memotong ranting-ranting berdaun dari pepohonan dan menebarkannya di jalan itu.
281509011c	Orang-orang yang berjalan di depan Yesus dan yang mengikuti-Nya di belakang terus bersorak-sorai, “Hosana! Terpujilah TUHAN atas kedatangan Keturunan Daud ini! ‘Diberkatilah raja kita ini yang datang mewakili TUHAN.’ Terpujilah TUHAN di tempat-tempat yang tertinggi di surga.”
28150a0064	Pada waktu Yesus memasuki Yerusalem, seisi kota menjadi gempar dan bertanya-tanya, “Siapa itu?!”
28150b007c	Orang banyak yang mengikuti Yesus menjawab, “Dia itu Yesus!— nabi yang berasal dari desa Nazaret di provinsi Galilea.”
28150c00dd	Lalu Yesus masuk ke teras rumah Allah dan mengusir semua orang yang sedang berjual-beli di situ. Dia membalikkan meja-meja yang dipakai oleh para penukar uang, juga menggulingkan bangku-bangku para penjual burung merpati.
28150d009c	Kata-Nya kepada mereka, “Dalam Kitab Suci Allah berkata, ‘Rumah-Ku akan disebut rumah doa.’ Tetapi kalian sudah menjadikannya ‘sarang pencuri!’”
28150e006f	Lalu banyak orang buta dan orang pincang datang kepada-Nya di teras rumah Allah. Dia menyembuhkan mereka semua.
28150f00ff	Namun para imam kepala dan ahli Taurat menjadi sangat marah ketika melihat perbuatan-perbuatan ajaib yang dilakukan Yesus dan mendengar anak-anak kecil bersorak-sorai di teras rumah Allah, “Hosana, terpujilah TUHAN atas kedatangan Keturunan Daud ini.”
2815100154	Mereka berkata kepada Yesus, “Kamu mendengar anak-anak itu, bukan?! Kenapa kamu tidak melarang mereka berkata begitu?!” Jawab Yesus, “Ya, Aku dengar. Tetapi kalian sudah tahu Firman Allah, bukan?! Penulis Mazmur berkata kepada Allah, ‘Engkau sudah mengajar anak-anak dan bayi-bayi untuk memberi pujian yang sempurna kepada-Mu.’”
2815110082	Kemudian Yesus bersama kami meninggalkan mereka dan keluar dari kota Yerusalem. Kami pergi ke desa Betania untuk bermalam di situ.
281512006e	Besoknya pagi-pagi sekali, ketika Yesus dan kami dalam perjalanan kembali ke kota Yerusalem, Dia merasa lapar.
2815130135	Dia melihat sebatang pohon ara di pinggir jalan lalu mendekatinya untuk melihat kalau-kalau ada buah di situ. Tetapi ternyata pohon itu tidak berbuah, hanya ada daun-daun saja. Maka Dia berkata kepada pohon itu, “Mulai sekarang kamu tidak akan pernah berbuah lagi.” Saat itu juga pohon itu menjadi kering.
2815140083	Ketika kami murid-murid-Nya melihat hal itu, kami terheran-heran dan bertanya, “Bagaimana pohon ara itu bisa langsung kering?!”
281515012e	Jawab Yesus, “Aku menegaskan kepadamu: Kalau kamu percaya tanpa ragu-ragu dalam hatimu, kamu juga bisa membuat keajaiban seperti yang Aku lakukan kepada pohon ini, bahkan yang lebih besar lagi. Misalnya, kamu bisa meminta kepada Allah supaya gunung ini pindah ke dalam laut, dan hal itu akan terjadi.
2815160075	Segala sesuatu yang kamu minta dalam doa, percayalah bahwa Allah sedang memberikannya, maka kamu akan menerimanya.”
2815170148	Pada waktu Yesus sudah kembali ke teras rumah Allah dan sedang mengajar di sana, para imam kepala dan pemimpin-pemimpin Yahudi mendatangi Dia dan berkata, “Siapa yang memberikan wewenang kepadamu untuk mengajar dan mengubah kebiasaan-kebiasaan kami?— seperti yang kamu lakukan kemarin! Atas nama siapa kamu melakukan itu?”
28151800a4	Dia menjawab, “Aku juga mau menanyakan sesuatu kepada kalian. Kalau kalian menjawab-Ku, maka Aku akan memberitahukan Siapa yang memberikan wewenang itu kepada-Ku.
281519017f	Coba jawab pertanyaan-Ku ini: Siapa yang memberikan wewenang kepada Yohanes Pembaptis untuk membaptis orang-orang? Apakah Allah yang memberikannya, atau dia bekerja atas kemauannya sendiri?” Lalu mereka berunding satu sama lain, “Kalau kita menjawab ‘Allah yang memberikannya,’ nanti Yesus akan menyerang balik, ‘Kalau begitu, kenapa kalian tidak percaya kepada Yohanes?’
28151a00b4	Tetapi jangan kita jawab, ‘Dia bekerja atas kemauannya sendiri. Kita takut jawaban itu akan membuat orang banyak ini marah, karena mereka percaya bahwa Yohanes adalah nabi.’”
28151b00db	Jadi mereka menjawab Yesus, “Kami tidak tahu.” Lalu kata Yesus kepada mereka, “Kalau begitu Aku pun tidak akan memberitahu kalian tentang Siapa yang memberi-Ku wewenang untuk melakukan tindakan seperti kemarin.”
28151c00d4	“Sekarang katakanlah pendapat kalian tentang cerita ini: Ada seorang bapak yang mempunyai dua anak laki-laki. Suatu hari dia menyuruh anaknya yang tertua, ‘Nak, pergilah bekerja di kebun anggurku hari ini.’
28151d0068	“Anak itu menjawab, ‘Aku tidak mau!’ Tetapi kemudian dia menyesal lalu pergi dan bekerja di kebun.
28151e0078	“Lalu bapak itu menyuruh anaknya yang bungsu. Anak itu menjawab, ‘Ya Pak, aku akan pergi.’ Tetapi dia tidak pergi.
