2800000005	Matai
2b05200069	Khuleyunge oyilola emivele ukhukongana nune nelumanyile ukhuta emivele egevukhumbula mivele gwa ye lweli.
2b0521002a	Musukhile khwa Yohana ne mivele gya lweli.
2b0522004a	Pakhuva, emivele nupelile sagikhuma khu munu. Ninchova aga pakhuta mupone.
2b05230063	U Yohana ale lumuli ululekhung'ala, mukhale tiali okhokhovokha khu sekhe ontale mulumuli lwa mwene.
2b0524009d	Emivele egenelenagwa mivakha ukhulutelele egwa Yohana, khumbombo incho Baba amile khukamelesya. Imbombo incho inchinivomba nchivoneysa okhuta obaba asukhile.
2b05250090	Obaba avasukhile one agewene emivele okhokongana nune, samugele ukhupulikha esavuli eya mwene wala okhulevona eliumbo lwa mwene osekhe gwogwoni.
2b0526005d	Lesipali elimenyu elwa mwene ele litama igati ndyumwe pakhuva samu khumwedekha aveavasukhile.
2b0527006c	Mukhovololela ovosimbe mwita igati mwene mulenu wumi wa sikhu nchooni, nu vosimbe vunchovela imbombo nchango
2b0528003c	samwinogwa okhwincha khulyune muve nu wumi wa sikhu nchooni.
2b05290027	Sanikhwupela ovononu ukhukhuma khuvanu,
2b052a0040	pakhuva nelumanyile ukhuta ulugano lusimoli igati mulyumwe omwe.
2b052b0073	Ninchile khulitawa elya Baba vango, samukhawesye okhumokhela. Ndo yunge anginche khulitawa elya mwene mukhupokhela.
2b052c0090	Je muwesya ndeti okhwedekha omwe yumwe mukhwupela ovononu okhukhuma khwa munu yumo yumo pakhuva samulonda ovononu ovovukhuma khwa Nguluve mwene?
2b052d006b	Yamwita one nikhovakhega igati mwa Baba. Oyikhovakonga omweve Musa, oyu omwe muvekhile olwedekho khu mwene.
2b052e005c	Inave mungemwedekha o Musa, mukhale mukhonyedekha none pakhuva akhasimbile ihabali inchango.
2b052f0055	Inave samukhwedekha ovosimbe vwa mwene, muwesya ndakhekhi okhwedekha amamenyu agango?
2b0601006e	Akhasekhe kha imbombo inchi, o Yesu alobile isekhemu incha nyanja ya Galilaya, yikhelangiwa nyanja ya Tiberia.
2b0602005d	Ululundamano luvakha lulekhukonga pakhuva vakhalolile embombo inchalekhovomba khuvale vatamu.
2b06030068	U Yesu akhatoga khukyanya impakha uvupanda vwa khukyanya owa khewamba akhatama okhwa navakongi va mwene.
2b06040044	(Vukhutesiwa khya Yesu, nulukhovokhelo ulwa Vayahudi lukhasogelile).
2b060500ae	U Yesu akhinula amikho gamwene nukholola khukyanya nu khuvona uvumati vwa vamu vukhwincha khumwene, akhavomba Filipo, “Tuluta ndakhu khugula emikate ili avanu ava valye”?
2b0606005a	(Pakhuva o Yesu anchovile aga khwa Filipo alekhugela pakhuva omwene alumanyile ekhivomba).
2b0607006c	O Filipo akhanda, “Ata mikate egwa dinari sagekhale gikwela hata munu yumo okhupata ekhepande ekhedebe.”
2b06080049	U Andrea, oninie va vakongi va Yesu olokololwe va Simoni Petro akhavavula
2b06090073	o Yesu, “Khule nudemi ale no mikate gekhano ni somba ivele, pakhuva eye sayikwincha khuvanu avingi ndavandulo?”
2b060a0088	U Yesu akhavavula, “Vatamisye avanu pasi” (Pale nelinyasi lingi amaeneo gala). Pakhuva avagosi vale okhuta elfu tano vakhatama pasi.
2b060b0076	Pu Yesu akhatola emikate gekhano akhesasaya akhavapaza vavakhatamile. Pu akhavagavila isomba okhokongana nuluvotamile.
2b060c0075	Avanu vavile vigwite, akhavavula avakongi va mwene, “Vilundanie ivipande vwa somba ili vile ukhusigala vwokwoni.”
2b060d0071	Pu vakhalundanie ivitundu kumi na viwili, vipande ivwa mikate vikhano ifya shayiri- ifikhasa ziwe na vakhasigile.
2b060e0061	Avanu vakhavile valolile agavombile vakhanchova, “Lweli oyu venyamalago oviywincha nkelunga.”
2b060f007f	U Yesu avile agundyile ukhuta vinogwa okhumwibata ili vambombe ukhuva intwa va vene, akhavakwepa, puakhaluta khukhewamba mwene.
2b06100038	Yevile lwakhemikhe, avakongi vawene vakhikha khu nyanja.
2b06110082	Vakhatogo mungalava valekho lovokha okhuluta khumwambi khu Kapernaumu. (Ekhisi yivile yingile o Yesu avile bado sinchile khuvene).
2b0612004b	Osekhe ogwa emepo eng'ali yele khukula, ne nyanja yilekhwendelela okhulama.
2b06130099	Pu avakongi va mwene vavile vatovile amakasi ishirini ama thelathini, vakhambona o Yesu igenda pakyanya pa nyanja ikhogosogelela untumbwi, pu vakhadwada.
2b06140031	Pu Yesu akhavavula, “Nene mulekhe okhodwada.”
2b06150053	Vakhavile tayali okhogega mutumbwi, pu tumbwi gukhafikha pakhelunga upuvalekhuluta.
2b061600bf	Esikhu eyekhakongile, ululundamano ulukhemile uvupande wa nyanja vakhavona otumbwi gusi pasi ugunge ila uguvakhatogile avakongi va Yesu ugosavakhatoge pakhuva avakongi vamwene vakhaluta vene.
2b06170089	(Pakhuva, pakhavile ne mitumbwi egegekhomile khu Tiberia karibu ne sekhemu eyivakhalile emikate pakhuva ombakha akhakhu minche emwalemi).
2b061800a1	Osekhe ululundamano lukhagundula khukhuta sio Yesu ama vakongi va mwene vakhale okho, vovene vakhatoga mu mitumbwi vakhaluta khu Kapernaumu vovikhondonda o Yesu.
2b06190063	Akhasekhe vavile vambwene uluvafu olonge lwa nyanja vakhambuncha, “Rabbi winchile ndeli khono?”
2b061a0081	O Yesu akhanda, akhavavola, Lweli, lweli, mukhondonda one, sio pakhuva mukhagawene imiujiza, pakhuva mwalile emikate nu khwiguta.
2b061b00c6	Bekhela okhokhevombela ekhwakholwa ekhekhinangikha ila mukhevombele ekhyakhula ekhyakhudumu isikhu nchooni ekheikhovapa omwaleve va Adamu pakhuva u Nguluve Ubaba avekhile ung'uli pakyanya pavene.”
2b061c004d	Pu vakhambula, “Pukhenukhekhi khinogiwa okhovomba imbombo incha Nguluve?”
2b061d0057	O Yesu akhanda, “Eye yu mbombo ya Nguluve: Khukhuta mumwedekhe omwene avasung'ile.”
2b061e0077	Basi puvakhambula, “Ncho mbombo nchilekhu inchiyakhavuvomba pakhuta tukhonchedekha nukhunchivombela? Vuvomba ekhekhi?
2b061f005e	Avababa veto vakharile imanna khu polini, “Avapile emikate ukhukhuma khukyanya ili valwe.”
2b0620009b	Pu Yesu akhavanda, “Lweli, lweli, si ve Musa uyakhavapile emikate ukhukhuma khukyanya, pakhuva Obaba vango ve ikhovapa emikate pakhuva gikhuma khukyanya.
2b06210047	Pakhuva okate ugwa Nguluve gukhuma khukyanya, nukhuleta uwumi nkerunga.
2b0622003d	Basi vakhambula, “Imbakha utupe ekate ego isiku nchooni.”
2b06230078	U Yesu akhavavula, “Onene ikate gwa wumi, omwene uvikhwincha khulyune salava nenjala nukhwedekha salavona kiu tena.”
2b06240038	Pakhuva nekhavavulile ukhuta, mumbwene, pusamukhwedekha.
2b06250069	Vooni avavikhoma Obaba vikhwincha kholyune, vevoni uvikhwincha khulyune sanikhutaga sikhu khonji khabisa.
2b0626006d	Pakhuva nikhile okhukhuma khukyanya, sio khwa khuvomba ovogane wango, pakhuva ovugane wamwene ovuakhasukhile.
2b06270076	Nuvo vuvugane wango uvonesukhile, khukhuta nerekhe okhotaga hata yumo avamile, pakhuva nelavanchusya esikhu eyamwisho.
2b0628009c	Pakhuva uvu vuvugane vwa Baba oveasukhile, khukhuta vevoni ovilola mwana nu khumwedekha ave nu wumi wa sikhu nchooni; nayune nikhonchosya esikhu eya mwisyo.
2b06290068	Pu avayahudi vakhasikhitikha ukhukongana nukhuta akhanchovile, “One nekate ugu gukhumile khukyanya.”
2b062a0092	Vakhanchova, “Oyo sio ve Yesu omwana va Yusufu, uve ubabaye nu mamaye tumanyile? Yivile ndakhekhi leno inchova, 'Nikhile okhukhuma khukyanya?”
2b062b003c	O Yesu akhanda, akhavavula, “Mulekhe ukhukuta igati yumwe.
2b062c007a	Asikholi umunu oyikhwincha kholione inave salusiwe nu Baba vango ovesung'ire, nayone yani khunchusya ekhegono khya mwisho.
2b062d007d	Pakhuva yesimbiwe muvaragonchi, 'Yuvidemiwa nu Nguluve.' Khela uveapulikhe efundisye ukhukhuma khwa Baba, ikhwincha kholyune.
2b062e005e	Sio ukhuta khule munu uvambwene Obaba, pakhuva omwene oveakhumile khwa Nguluve- ambwene Obaba.
2b062f0034	Lweli, weli uvikhwekha alenu wumi uwa sikhu nchooni.
2b06300015	One ne kate gwa wumu.
2b06310038	Avababa venyo vakhalile imanna khurijangwa, na vakhafwa.
2b06320053	Ugo gu kate ugugukhumile khukyanya, ili umunu ale enafasi eya mwene alekhe ukhufwa.
2b063300b0	Une ne kate ugogutama ugogwikhile ukhukhuma khukyanya. Inave umunu ilwa okate ogwa itama esikhu nchooni, ukate uguyakha nikhomwa imbele gwando khunjila eya wumi wa khelunga.”
2b0634008b	Avayahudi vakhakaranchava vavo khuvavo vakhanja okhusutana nukhunchova, “Umunu oyo iwesya ndeti okhutupa ombele ugwa mwene tulinchage?”
2b06350076	Pu Yesu akhavavula, “Lweli, lweli, mungalekhe ukhulya nu khunywa unkisa ugwa mwene, samukhave nu wumi igati ndyumwe.
2b0636007d	Vevoni uvilya umbile gwang'o nu khunywa unkisa gwango ale nu wumi uwa sikhu nchoni, na yune yanikhunchosya esikhu eya mwisyo.
2b0637004d	Pakhuva ombele gwango khwa kholwa khwa lweli, nu nkisa gwango mgasi ga lweli.
2b0638005a	Umwene uvilwa ombele gwango nu khunywa unkisa gwango itama igati mulyune, na yune mumwene.
2b06390064	Inave Obaba uveale nu wumi via sukhile, ndolunitama pakhuva ya Baba, nu mwene ayitama pakhuva yango.
2b063a009e	Ugo gukate ugogwikhwikha okhukhuma khukyanya, sio nduluva Baba vakhalya vakhafwa, omwene uvilye vakhafwa, omwene uvilye okate ogo alenu wumi owasikhu nchooni.
2b063b0056	O Yesu anchovile imbombo inchi vuale mulisinagogi avile ikhuvamanyesya khu Kapernaumu.
2b063c0070	Pu vingi vavakongi va mwene vakhagapolekha aga, vakhanchova, “Ele limanyesyo ligumu veni iwesya okhupelela?”
2b063d0070	O Yesu alumanyile ukhuta avakongi va mwene valekhumikha embombo eye, akhavavula akhata embombo eye yikhovapenja?
2b063e0056	Yayiva ndakhekhi vomukhombo na omwana va Adamu voikhwikha ukhukhuma ukhwale ulutanchi?
2b063f006d	Ve Mepo ovikhomya uwumi. Ombele sagupata ekhenu khyokhyoni. Amamenyu aganenchovile khulyumwe ve mepo nu wumi.
2b06400094	Pakhuva khulenavanu igati mulyumwe avasa vikhwedekha.” Pakhuva o Yesu alumanyile ukhukhuma palutanchi uvesiwesya okhwedekha umwene avale ikhobela.
2b06410060	Akhavavula, pakhuva khulugendo olu asikholi umu uvikhwincha kholyune pakhuva apeviwe nu Baba.”
2b06420053	Akhasekhe akha avakongi vingi vakhavuyilesincho khusana pusavakhakongana nave tena.
2b06430049	O Yesu akhavavula vale kumi na wawili, “Je mwemwe munogwa okhokhega?”
2b06440056	Simoni Petro akhanda, “Imbakha tuluta khwani khulyuve khuvule uwumi wa sikhu nchoni,
2b06450039	twedikhe nukhukera ukhuta uve ve mbaranche va Nguluve.”
2b0646004a	O Yesu akhavavula, “Je one sanikhavachagule omwe, pu paninie yumo mdugo?
2b06470094	Leno pwalekhunchova okholenga khwa Yuda, omwana va Simoni Iskariote, pakhuva ale vemwene ale paninie na vale kumi na wawili, aveale ikhubera o Yesu.
2b0701009c	Akhasekhe kha mbombo nchoni o Yesu akhaluta leno khu Galilaya, pakhuva sakhanogwe ukhuluta khuvuyahudi pakhuva avayakhudi valekhovomba amipango egwakhubuda.
2b07020047	Leno olonemele olwa Vayahudi, olonemelo olwa vitembe, vwale pakhufikha.
2b07030070	Pu avalokololwe vakhambula, “Khega apa ulutage khuvuyahudi, khuta avakongi va mwene valole imbombo inchivomba.
2b0704008c	Asipali uvivomba lyolyoni khu siri pakhuva yuhwa inogwa ukhuvonekha pavuvalafu. Inave vuvomba imbombo inchi, evonesye yuve khuvakhelunga.”
2b07050022	Ata avalokololye sa vakhamwedekha.
2b0706006a	Pu Yesu akhambula, “Akhasekhe khango sakhafighe bado, pakhuva akhasekhe akhenyo khela sekhekhale tayali.
2b07070079	Ekherunga sakhiwesya ukhuvakalalila omwe, pukhikhong'ararena one pakhuva nikhuvavoneswa isivombo pakhuta utovombo tuvivi.
2b07080064	Tagaga mulutage khulonemero; one saniluta khurunemero olo pakhuva osekhe gwango sagukwelile bado.”
2b07090045	Osekhe ogwa khunchova imbombo incho khuvene, akhanchiga khu Galilaya.
2b070a0063	Inave evo, avalokorolwe vavile valutile kholonemelo, navope puakhaluta, sio pavuvalafu nukhwefikha.
2b070b0049	Avayahudi valekhundonda upuvale palonemelo nukhunchova, “Ale ndakhu?”
2b070c009d	Pale na mamenyu mingi igati mululundamo ukhulingana nu mwene. Vingi vakhanchovile, “Munu inonu.” Avange vakhata, “Hamuna, ikhoruyancha ululundamano.”
2b070d0053	Hata evo akhasipali uvekha nchovile pavuvarafu ukhukongana nukhuva dwada Avayahudi.
2b070e0051	Ulunemelo luvile lufike pagati, o Yesu akhatoga pakyanya patembile nukhumanyisya.
2b070f0070	Avayahudi valekhuswiga nukhunchova, “Khu njila elekhu umunu oyo anchimanyile imbombo nyingi? Sasomile mwee.”
2b0710005c	O Yesu akhavanda nukhuvavula, “Olumanyisyo lwango sio lwango, pakhuva lwamwene uyasukhile.
2b07110090	Inave vevoni ovinogwa okhovomba ovuvalanche vwa mwene, ikhulumanya ulumanyisyo olu, inave gikhuma khwa Nguluve, inave ninchova khulyune nemwene.
2b0712009d	Uninchova gikhuma khumwene ilonda uluginwo ulwamwene pakhuva uyilonda oluginwo ulwa vasung'ire, umunu uyo va lweli, mugati mumwene pasipali okhovomba elweli.
2b07130076	U Musa sakhavapa omwe ululagero? Pakhuva asipali ate yumo igati indyumwe uvivomba ovulagelo. Khekhi munogwa okhumbuda?
2b07140043	Ululundamano lukhanda, “Ulene lipepo. Veni inogwa ukhukhubuda?”
2b0715005c	O Yesu akhavanda akhavavula, “Nevombile embombo yemo, na yumwe muswigire pakhuva ya mwene.
2b0716006f	U Musa avapile etohara (Sio ukhuta yikhuma khwa Musa, pakhuva yikhuma khuva baba), ne Sabato mukhotahili umunu.
2b071700a4	Inave umunu ikhwopelela etokhara esikhu eya Sabato khukhuta ululagero ulwa Musa lulekhe ukhung'ararera one pakhuva nevombile umunu ukhuva inkafu pa sikhu ya Sabato?
2b07180046	Mulekhe okhokhega okhokongana nu luvonekho, bali khegaga khu ye lweli.
2b07190059	Pakhuva eyavene yikhuma khu Yerusalemu puvinchova, “Sio ve oyo ovevikhondonda ukhubuda?
2b071a009a	Lola, vuinchova pavuvalafu, na savinchova khyokhyoni khumwene. Sayiwesekhana ukhuta avalongonchi valumanyile elweli ukhuta oyo ve Klisiti, yiwesya ukhuva?
2b071b0073	Tulumanyile umunu oyo ikhomila ndakhu. Uklisiti voikhwincha, pakhuva evo asipali ovealumanyile ukhuyakha ikhoma.”
2b071c00cb	O Yesu akhatoja elimenyu elwa mwene khutembile, akhamanyisya nukhunchova, “Omwe mwe voni mumanyile one nukhunikhoma. Sanekhinche khu nafsi yango pakhuva aveasukhile vwali ne lweli, pu mumanyile omwene.
2b071d003a	Nemanyile omwene pakhuva nekhumile khumwene veasukhile.”
2b071e008d	Vakhagela okhomwibata, pakhuva akhasipali ata yumo uvakhagera ukhwinura ekhevokho khukyanya pakhuva akhasekhe khamwene khale bado sakhafikhe.
2b071f0092	Hata evo, vingi mululundamano vakhamwedikhe. Vakhanchova, “Oklisiti alava ikhwincha, ayivomba imbombo nyingi khulikho inchavombile umunu oyo?”
2b07200095	Avafalisayo vakhapulekha avanya rurundamano vovivunguma imbombo incha Yesu, avavakha na valongonchi vavafalisayo vakhavasukha avanu khulikho mwibata.
2b0721006d	Pu Yesu puakhanchovile, “Nele nakhasekhe khadebe nepupaninie numye, pongera puniluta khumwene uve asukhile.
2b07220030	Yamukhondonda samukhambone; ukhuyakha niluta.”
2b07230097	Pu Avayahudi valekhonchovanchova, “Umunu oyo puayiluta ndakhu tulekhe okhupona? Ayiluta khu Vayevanikhe pagati pa Wayunani nukhuvamanyesya Avayunani?
2b07240066	Limenyu likhi elya nehovile, 'Yamukhundonda samukhambone; okhuyakha niluta samukhawesye okhwincha'?”
2b07250095	Pu leno akhasekhe akhamwisyo, akhasekhe akhavakha akharonemelo, o Yesu akhima akhatoncha esavoti, akhanchova, inave vevoni alenekhyumila inche anywe.
2b07260067	Omwene uvikhumwedekha, ndu vusimbe vovinchova, ukhukhuma igati mumwene yagikhwikha amagasi aga wumi.”
2b0727008f	Pakhuva akhanchovile aga ukhukongana nu Mepo, avavi khumwedekha voni vamwopelile; Omepo ale bado sakhumenchiwe pakhuva o Yesu sakhinoliwe bado.
2b07280059	Pu ululundamana, vavile vapulikhe amamenyu aga, vakhanchova, “Lweli oyo venyamalago.”
2b07290072	Avange vakhanchova, “Oyo ve Klisiti.” Pu avange vakhanchova, “Khekhi, Klisiti iwesya ukhukhuma khu Galilaya?
2b072a008c	Uvosimbe savunchovile ukhuta u Klisiti ukhuta Klisiti ayikhumele ekhekoro khya Daudi nukhukhuma khu Bethlehemu, ekhejiji ekhe alemo u Daudi?
2b072b0040	Evo, pugukhakhumila ugavanye kho pagati parurundamano olwa Yesu.
2b072c006b	Avange pagati pavene vakhale vikhomwibata, pakhuva akhasipali oyakhakhusinche ekhevokho khokyanya khumwene.
2b072d006d	Pu ava ofisa vakhavuya khuvavakha vavalongonchi Avafalisayo na vope vakhavavola, “Pu khekhi samundetile?”
2b072e0048	Avaofisa vakhanda, “Asipali umunu ovagelile okhonchova nduyu kabla.”
2b072f002f	Pu Avafalisayo vakhanda, “Nayumwe musanchiwe?
2b07300046	Pukhwale vevoni muvalongonchi ovikhomwedekha, au vevoni Uvamafalisayo?
2b0731003e	Pakhuva avalulundamano avasalumanyile wrulagelo - vaberiwe.”
2b07320059	O Nikodemo akhavavula (Omwene uviakhandundile o Yesu khatale, ale paninie na Vafarisayo),
2b07330060	“Je urulagero lweto lukhung'ega umunu pakhuva vikhopulekhencha tale nukhulumanya ekhivomba?”
2b0734007d	Vakhanda nu khumbura, “Na yuve vukhumela khu Galilaya? Olonde nulole ukhuta asipali onyamarago aveakhomile khu Galilaya.”
2b07350029	Pu khela munu akhaluta khunyumba yamwene.
2b0801002d	Unkoludeva alutile pakhewamba khyo Mizeituni.
2b0802005c	Akhalava panavosihu akhincha khutembile na vanu voni vahandotela; akhatana nukhuva manyesya.
2b0803006a	Usimbi avandisi usimbaji va Mafalisayo vakhatwalela udada uyibatiwe khumbombo ya voligu vakhambeha pagati.
2b08040051	Povakhambola u Yesu, “Umanyesi, udala uyu ibatiwe huvuligu, ikhohevomba elyeli.
2b08050063	Leno, hulu lulagelo, u Musa atuvulile alile tuvapondange amawe avanu ndava, wita ndakhehi khumwene?
2b0806007a	Vakhanchovile aga ukhugela leno vapate enjela ya khung'ega, u Yesu akhinama pasi akhasimba pakhelonga khuhedole khyamwene.
2b08070066	Vavile vendelile uhumbuncha, akhema nokhuvavola, “Uyunchila mbivi avevakhwancha ukhutaviwa amawe.”
2b08080034	Akhinama tena pasi, akhandikha khuhedole khya mwene.
2b08090083	Vavapidikhe ago, akhahega yumo bada ya yumo, ukhyanjela ugogole. Humwisyo u Yesu vakhandeha mwene, nu dala uyuvavile pagati pavene.
2b080a005f	U Yesu akhima nuhuvavola, “Un'dala, avahuhekile valindahu? Asipali khata yumo uyahuhegile?”
2b080b009e	Akhan'chova, “Asikholi khata yumo Itwa.” U Yesu akhanchova, “Ate une sanikhohohega lutaga injela yaho; ukhuma lene nukhwendelela usite uvombe imbivi.”
2b080c007d	U Yesu anchava na vanu akhata, “Unene nene lumuli lwa n'gelunga; Yuywa ihofyata sigenda muhisi poiva nulumuli ulwa womi.”
2b080d004d	Avamafalisayo vahambola, wihesuhudela yuve; uvosuhuda wakho sio wayelweli.”
2b080e009a	U Yesu akhajbu akhavavola, “Ndaneve nikhesuhudela yune, nekhumanyile ukhunehomile nuhuniluta, ulwa khova umwe samukhumanyile uponikhoma nakhohwa nilota.
2b080f002a	Umwe mwikhega umbele, unesanikhega yeyoni.
2b08100065	Une ndanekhege, uwakhegi wango wayelweli ulwa khova sanelenemwene, ulwa khova tulenu baba uya suhile.
2b0811004b	Ilweli, nululagelo lwenyo lusimbiwe uhuta uvosuhuda wa vanu vavele wilweli.
2b08120031	Une nene nikhesuhudela wa vanu vavele wolweli.”
2b081300a5	Vakhambola, “Uwiso vaho alendahu?” U Yesu ukhanda, “umwesamumanjile oda ubaba vango samumumanyile; muamuvinchage mumanyile une, ndani mumanyile ubaba vango.”
2b081400a5	Akhanchovile amamenyu aga akhavilejilani ne hazina ahavile imanyesya pa tembile, akhasipali khata yumo uyamwibite ulwakhova usekhe gwa mwene ngovile bado san'gofihe.
2b08150073	Akhavavola hange, “Niluta inchango; yamukhondonda nayamwifwa mumbivi ngenyo. Uhuniluta, samukhawesye uhwincha.”
2b0816005f	Avayahudi vakhachova, “Ihebuda yuywa, yuywa ahachovile, 'Ukhuniluta samuhawesye uhwincha'?”
2b0817006b	U Yesu ahannchova, “Mhuma pasi; une nihuma hukyanya. Umwe mlevakelunga ekhei une sio nelevangelunga ekhe.
2b08180073	Ulwahova, nawavolile uhuta mwifwa ni mbivi nchenye. La sivyo munyamini uhuta UNENE NENE, mwifya musambi nchenyo.”
2b0819005b	Po wakhambula, “Uwe veve veni?” Yesu akhavavola, aganevavolile ukhuhuma khuvutengolelo.
2b081a009d	Nelena mambo mingi agakhanchova nuvukhegi hulwomwe. Ata eve, uyasuhile vayelyeli; na mambo aganepolihe ukhuhuma khumwene, amambo aganinchova khuvakelunga.”
2b081b0030	Savahamveliwe uhuta alenkonchova ukhuhusu Udada.
2b081c0082	U Yesu akhachova, “Upoyaheva mukhomwinula umwana va munu, poyamuhumanya ukhuta nene, nuhuta sanivomba lyo lyoni khunafisi yange.
2b081d0099	Ulyahovo udada afundisye, ninchava amambo aga. Yuywa asuhile alepopaninye nane, nu mwene sandehile nemwene, ulyahuva khela isekhe nivamba agaganeliwa.”
2b081e0030	U Yesu woichova amambo aga, vingi va khamwedihe.
2b081f0064	U Yesu akhachova uvayahudi avamwedikhe, “Munganogwe ndimenyu lyango, pomwiva vasyole vango elweli,
2b08200037	numwe muhuyemanya elweli, yihuvaveha hulu.” Vakhanda,
2b0821005c	“Ufye tulevaholiva va Ibrahimu nasatugele tuve pasi ya wotumwa wayeyoni, “Twiva hulu?”
2b08220051	U Yesu akhanda, “Lweli, lweli, ukhuta, yuywa ivamba imbivi iva itimwa va mbivi.
2b0823003c	Utumwa sitama hukaya umuda gwani; umwana itama isihu nchoni.
2b08240037	Ulwahova, umwana ikhovaveha hulu, mwiva hulu elweli.”
2b08250085	Nelumanyile uhuta umwe mlevaholiwa va Ibrahimu; Mulunda ukhumbuda ulwahova elimenyu lyango lesimoli lelevovole enafasi ingati ndimwe.
2b08260074	Ninchova amamba gago negawene nu dada vango, nayomwe velevote muvamba amambo agamupolihe uhuhuma khwa dada venyo.”
2b08270087	Vakhanda nuhuvavola, “Udada veto ve Ibrahimu.” U Yesu akhanda, mwamuvinchage vana va Ibrahimu, muhamuvumbaga imbombo ncha Ibrahimu.
2b08280077	Ata leno mulonda uhumbuda, umunu uya vavolile uvolyeli uhuta akhapolikhe uhuhuma khwa Nguluve. Uabrahamu sahavombe evo.
2b08290065	Mvombe imbombo ncha Dada venyo.” Vahambola, “Satuhoheliwe mboligu, tuleno Dada yomo, Unguluve.”
2b082a0095	U Yesu ahavavola, “Ingave Unguluve vedada venyo, mhale muhongana une, ulwahova nchomile khwa Nguluve; sanchinche hunafsi yango, umwene vyahasuhile.
2b082b005f	Hekhi samuhugeliwa amamenyu gango? Ulwahova samuhawesye uhufamelela uhugapoleha amamenyu gango.
2b082c010c	Umwe malevadada venyo, utavangwa, namwinogwa uhuvomba uvonogwe wadada venyo. Ahavile ibadi uhuhima hwutengolelelo nasahawesye uhwema huvoyelweli ulwahova uwoyelweli vosimoli igati mumwene. Uluichova uvadesi lohova uhuhuma huasili yamwene ulwahova idesi nubabaye idesi.
2b082d0040	Hata leno, ninchova yeyo yelweli, samuhonyamini (samuhunyedeha).
2b082e0061	Veni kati yenyo iyihoshuhudele uhuta nele ni mbivi? Ingava nichova uvolweli, mbana samuhonyedeha?
2b082f0058	Uyalenu Nguluve ipoleha amamenyu ga Nguluve; umwe sampoleha ulyahuva samleva Nguluve.”
2b0830005a	Avayahudi vahanda nohumbula, satunchovile uvolweli uhuta uveve ulesamalia nole no mepo?”
2b08310058	U Yesu ahanda, nilivovole ilipepo ulwahuva nihumwesimu udada vango, numwe samuhonyesimu.
2b0832003b	Sanilonda ulyonginyo lwango; khwale yomo iyilonda nuhuhega.
2b08330065	Nihovavola, nihovavola, uhuta, uyaheva yeyoni iholibata elimenyu lyango, sihuvovona uvofya habisa.”
2b083400ae	Avayahudi vahambola, “Leno tulumanyile uhita ulenelipepo. U Abrahamu na vanyamalaga vahafwile; ulwahuva winchova, 'Ingave umunu ihulipata ilimenyu lyango, sihovova uvofye'.
2b0835006e	Uveve sidembaho luliko udada veto Abrahamu uyafyule, avanyamalago vope vafyile. Uwe powihefyanya veve veni?”
2b08360087	U Yesu akhanda, “Nengave nihetoja yune, khwetoja hwango hwa vovole; u Dada vango valionoja - yuywa muhunchova uhuta ve Nguluve venyo.
2b08370098	Umwe samumanyile umwene, une nemanyile umwene. Nengave nichova, 'sanemanyile,' niva kama umwe, vadesi. Ata leno, nelumanyile namamenyu gamwene negibite.
2b08380056	Udada venyo u Abrahamu ayihovaha yaheva ihoyevona isihu yango; ahayawene ahahovaha.”
2b0839005d	Avayahudi vahambula, “Sofihinche ulimuli wa miaha hamsini bado, nuve umbwene u Ibrahimu?”
2b083a005e	U Yesu ahambola, “Nihovavola, nihovavola, nichova, tangu U Abrahamu saholiwe, UNE HUNELE.”
2b083b004b	Povahahola amawe vanje uhutova, po u Yesu ahefiha nahahoma hunji hutembile.
2b09010040	Usekhe, u Yesu wigenda, ahambwene umunu uyusilola khuma iholiwa.
2b0902007a	Avasiole vamwene vakhamboncha, “Rabi, veni ayavambile imbivi, umunu uyu au avahonohi vamwene, ipakha akhaliwe silola?”
2b09030087	UYesu akhanda, “Sio umunu oyu wala avakhoji vamwene vavombile imbivi, ili embombo ya Nguluve yepate ukhuvonekha ukhugendela khumwene.
2b0904008a	Yinogiwa ukhovamba embombo yamweni uyasukhile usekhe vabado musi. Eikhisi yikhwincha usekhe gugwa hakuna uyakheva iwesya uhuvomba embombo.
2b09050036	Ulwahova ekhelonga, une nene lumumuli lwa khelunga.”
2b09060070	Ulwakhanchovile amamenyu aga, akhabekha pakhelunga, avekha elidope khumate, akhabaha umunu ula minukho nelidope.
2b0907008a	Akhambula, ulute ukhoge ikhesiva kha Siloam (Uye yitafisiliwa kama 'uyasuhiwe').” Umunu uywa akhaluta, akhakalava, akhakilivokha, ilola.
2b090800a5	Avajilani va munu uywa avalikhombona ukhuma khuvotengolelo ukhumbona kama idofi vakhachava, Uyu! sio vemunu uyakhatamaga idova?” Avange vakhachova, “Ve mwene.”
2b0909005f	Avange vakhachova, “Ate, ila ikhwanana numwene.” Lakini alengonchava alen'kota, “Nene.”
2b090a003c	Vakhambola, “Isainchi amikho gakho gafumbiliwe nekhehi?”
2b090b00b0	Akhanda, umunu uyuikhuelangiwa ve Yesu akhaveha alidope nukhubaha amikho gango nukhumbula, “Luta khu Siloam ukhakalave.' Ponekhaluta, nekhakalava, nekhavona nilola khange.”
2b090c003a	Vakhambola, “Alendakhu?” Akhanda. “Sanelumanyile.”
2b090d0040	Vakhan'gelekha umunu uywa uyagele ukhuva silola khuvamafalisayo.
