0100000008	Gênesis
18330b00e4	“Faça as setas afiadas! Segurem os escudos firmemente! Yahweh despertou o espírito dos reis dos medos, porque seu propósito é contra a Babilônia, para destruí-la; pois é a vingança de Yahweh, a vingança de seu templo.
18330c00e2	Estabeleça um padrão contra as paredes da Babilônia! Faça o relógio forte! Colocar os guardas, e preparar as emboscadas; para Yahweh tem feito e feito de propósito o que ele falou a respeito dos habitantes da Babilônia.
18330d0060	Você que mora em muitas águas, abundante em tesouros, seu fim chegou, a medida de sua cobiça.
18330e00a1	Yahweh dos Exércitos jurou por si mesmo, dizendo, “Certamente eu vou enchê-lo de homens, como com os gafanhotos, e eles levantarão um grito contra você”.
18330f007b	“Ele fez a terra pelo seu poder. Ele estabeleceu o mundo por sua sabedoria. Pelo seu entendimento, ele estendeu os céus.
18331000ca	Quando ele profere sua voz, há um barulho de águas nos céus, e ele faz com que os vapores subam das extremidades da terra. Ele faz relâmpagos para a chuva, e traz o vento para fora de seus tesouros.
18331100a8	“Todo homem se tornou estúpido e sem conhecimento. Todo ourives está decepcionado com sua imagem, por suas imagens derretidas são falsas, e não há fôlego nelas.
1833120055	Eles são vaidade, um trabalho de ilusão. No momento de sua visita, eles perecerão.
183313008e	A porção de Jacob não é como estas, pois ele formou todas as coisas, incluindo a tribo de sua herança. Yahweh dos Exércitos é seu nome.
1833140090	“Vocês são meu eixo de batalha e minhas armas de guerra. Com vocês, eu quebrarei as nações em pedaços. Com vocês, destruirei os reinos.
183315003e	Com você eu vou quebrar em pedaços o cavalo e seu cavaleiro.
18331600f1	Com você eu vou quebrar em pedaços a carruagem e aquele que nela viaja. Com você eu vou quebrar em pedaços homem e mulher. Com você eu vou quebrar em pedaços o velho e os jovens. Com você eu vou quebrar em pedaços o jovem e a virgem.
18331700ba	With você eu vou quebrar em pedaços o pastor e seu rebanho. Com você eu vou quebrar em pedaços o fazendeiro e seu jugo. Com você eu vou quebrar em pedaços governadores e deputados.
1833180086	“Eu vou entregar à Babilônia e a todos os habitantes da Caldéia todo o mal que eles fizeram em Sião à sua vista”, diz Yahweh.
18331900c4	“Eis que estou contra ti, destruindo a montanha”, diz Javé, “que destrói toda a terra”. Estenderei minha mão sobre você, rolar você das rochas, e fará de você uma montanha queimada.
18331a0080	Eles não lhe tirarão uma pedra angular, nem uma pedra para fundações; mas você ficará desolado para sempre”, diz Yahweh.
18331b0109	“Estabeleça um padrão na terra! Tocar a trombeta entre as nações! Prepare as nações contra ela! Chamem juntos contra ela os reinos de Ararat, Minni, e Ashkenaz! Nomeie um marechal contra ela! Porque os cavalos devem aparecer como os gafanhotos enxameadores!
18331c0081	Preparar contra ela as nações, os reis dos medos, seus governadores, e todos os seus deputados, e toda a terra de seu domínio!
18331d00a3	A terra treme e está em sofrimento; para os propósitos de Yahweh contra a banca de Babilônia, para tornar a terra da Babilônia uma desolação, sem habitantes.
18331e00d4	Os poderosos homens da Babilônia pararam de lutar, eles permanecem em suas fortalezas. O poder deles falhou. Elas se tornaram como mulheres. Seus locais de moradia são incendiados. Suas barras estão quebradas.
18331f009d	Um corredor correrá para encontrar outro, e um mensageiro para encontrar outro, para mostrar ao rei da Babilônia que sua cidade é tomada a cada trimestre.
1833200075	Assim, as passagens são apreendidas. Eles queimaram os canaviais com fogo. Os homens de guerra estão assustados”.
18332100af	Para Iavé dos Exércitos, diz o Deus de Israel: “A filha da Babilônia é como uma eira no momento em que é pisada. Ainda um pouco, e a hora da colheita chega para ela”.
18332200be	“Nabucodonosor, o rei da Babilônia, me devorou. Ele me esmagou. Ele me fez um recipiente vazio. Ele, como um monstro, me engoliu. Ele encheu sua boca com minhas iguarias. Ele me expulsou.
18332300b0	May a violência feita a mim e à minha carne seja na Babilônia”! o habitante de Sião dirá; e, “Que meu sangue caia sobre os habitantes da Caldéia!” dirá Jerusalém.
1833240082	Portanto, diz Yahweh: “Eis que eu defenderei sua causa, e se vingar por você. Eu vou secar o mar dela, e fazer sua fonte secar.
183325006c	A Babilônia se transformará em montões, uma morada para chacais, um espanto, e um assobio, sem habitante.
1833260053	Eles irão rugir juntos como leões jovens. Eles rosnarão como filhotes de leões.
18332700a9	Quando eles estiverem inflamados, farei seu banquete, e eu os deixarei bêbados, que eles possam se regozijar, e dormir um sono perpétuo, e não acordar”, diz Yahweh.
1833280054	“Vou derrubá-los como cordeiros para o abate, como carneiros com caprinos machos.
1833290087	“Como Sheshach é tomado! Como o elogio de toda a terra é apreendido! Como a Babilônia se tornou uma desolação entre as nações!
18332a0050	O mar subiu sobre a Babilônia. Ela está coberta com a multidão de suas ondas.
18332b0092	Suas cidades se tornaram uma desolação, uma terra seca, e um deserto, uma terra em que nenhum homem habita. Nenhum filho do homem passa por ela.
18332c00ac	Vou executar o julgamento sobre Bel in Babylon, e tirarei de sua boca aquilo que ele engoliu. As nações não fluirão mais para ele. Sim, a parede da Babilônia vai cair.
18332d0061	“Meu povo, vá para longe do meio dela, e cada um de vocês se salvem da raiva feroz de Yahweh.
18332e00e4	Don não deixe seu coração desmaiar. Não temam pelas notícias que serão ouvidas na terra. Para notícias virá um ano, e depois disso, em mais um ano, virão notícias, e a violência na terra, governante contra governante.
18332f00b4	Portanto, eis que vêm os dias em que executarei o julgamento sobre as imagens gravadas da Babilônia; e toda sua terra será confundida. Todos os seus mortos cairão no meio dela.
1833300099	Depois, os céus e a terra, e tudo o que aí está, cantará de alegria sobre a Babilônia; pois os destruidores virão até ela do norte”, diz Yahweh.
1833310071	“Como a Babilônia causou a queda dos mortos de Israel, Assim, os mortos de toda a terra cairão na Babilônia.
183332007e	Você que escapou da espada, vá! Não fique parado! Lembre-se de Yahweh de longe, e deixar Jerusalém entrar em sua mente”.
183333008c	“Estamos confusos porque ouvimos censuras. A confusão cobriu nossos rostos, para estranhos entraram nos santuários da casa de Yahweh”.
18333400a8	“Portanto, eis que vêm os dias”, diz Yahweh, “que executarei o julgamento sobre suas imagens gravadas”; e através de todas as suas terras os feridos gemerão.
18333500a7	Embora a Babilônia deva se montar até o céu, e embora ela deva fortificar a altura de sua força, mas os destruidores virão até ela da minha parte”, diz Yahweh.
1833360056	“O som de um grito vem da Babilônia, e de grande destruição da terra dos caldeus!
1833370092	Para Yahweh, o desperdício de Babilônia, e destrói dela a grande voz! Suas ondas bramem como muitas águas. O ruído de sua voz é pronunciado.
18333800cd	Pois o contratorpedeiro veio sobre ela, mesmo na Babilônia. Seus poderosos homens são levados. Seus arcos estão quebrados em pedaços, pois Yahweh é um Deus de retribuição. Ele certamente irá pagar.
18333900d0	Vou fazer dela príncipes, seus sábios, seus governadores, seus deputados e seus poderosos homens bêbados. Eles dormirão um sono perpétuo, e não acordar”. diz o Rei, cujo nome é Yahweh dos Exércitos.
18333a00e8	diz Yahweh dos Exércitos: “As amplas paredes da Babilônia serão totalmente derrubadas”. Seus portões altos serão queimados com fogo. Os povos trabalharão por vaidade, e as nações para o fogo; e eles ficarão cansados”.
18333b00dd	A palavra que Jeremias o profeta ordenou a Seraías, filho de Nerias, filho de Maquias, quando ele foi com Zedequias, rei de Judá, à Babilônia, no quarto ano de seu reinado. Agora Seraías era o chefe de quarto mestre.
18333c0095	Jeremias escreveu em um livro todo o mal que deveria vir sobre a Babilônia, mesmo todas estas palavras que estão escritas a respeito da Babilônia.
18333d0068	Jeremias disse a Seraías: “Quando você vier à Babilônia, então veja que leu todas estas palavras,
18333e009d	e diga: 'Javé, você falou a respeito deste lugar, para cortá-lo, que ninguém habitará nele, nem homem nem animal, mas que ficará desolado para sempre'.
18333f0073	Será, quando terminar de ler este livro, que você deve amarrar uma pedra a ele, e lançá-lo no meio do Eufrates.
18334000b4	Então dirás: 'Assim a Babilônia se afundará, e não se levantará novamente por causa do mal que eu a trarei; e eles se cansarão'”. Até agora, são as palavras de Jeremias.
18340100a2	Zedekiah tinha vinte e um anos de idade quando começou a reinar. Ele reinou onze anos em Jerusalém. O nome de sua mãe era Hamutal, filha de Jeremias de Libnah.
183402005a	Ele fez o que era mau aos olhos de Javé, de acordo com tudo o que Jehoiaquim tinha feito.
18340300a0	Pois através da ira de Iavé, isto aconteceu em Jerusalém e Judá, até que ele os expulsou de sua presença. Zedequias se rebelou contra o rei da Babilônia.
18340400de	No nono ano de seu reinado, no décimo mês, no décimo dia do mês, veio Nabucodonosor, rei da Babilônia, ele e todo seu exército, contra Jerusalém, e se acamparam contra ela; e construíram fortes contra ela ao redor.
1834050048	Assim a cidade foi sitiada até o décimo primeiro ano do rei Zedequias.
1834060073	No quarto mês, no nono dia do mês, a fome era severa na cidade, de modo que não havia pão para o povo da terra.
1834070126	Então foi feita uma brecha na cidade, e todos os homens de guerra fugiram, e saíram da cidade à noite pelo caminho do portão entre as duas muralhas, que ficava junto ao jardim do rei. Agora os caldeus estavam contra a cidade por toda parte. Os homens de guerra foram em direção ao Arabah,
1834080089	mas o exército dos caldeus perseguiu o rei, e ultrapassou Zedequias nas planícies de Jericó; e todo o seu exército se dispersou dele.
183409007d	Então tomaram o rei, e o levaram até o rei da Babilônia para Ribla, na terra de Hamath; e ele pronunciou juízo sobre ele.
18340a007f	O rei da Babilônia matou os filhos de Zedequias diante de seus olhos. Ele também matou todos os príncipes de Judá em Ribla.
18340b009b	Ele estendeu os olhos de Zedequias; e o rei da Babilônia amarrou-o em grilhões, levou-o para a Babilônia e o colocou na prisão até o dia de sua morte.
18340c00d8	Agora no quinto mês, no décimo dia do mês, que foi o décimo nono ano do rei Nabucodonosor, rei da Babilônia, Nebuzaradan o capitão da guarda, que se apresentou diante do rei da Babilônia, entrou em Jerusalém.
18340d0081	Ele queimou a casa de Javé, e a casa do rei; e todas as casas de Jerusalém, mesmo todas as grandes casas, ele queimou com fogo.
18340e0075	Todo o exército dos caldeus, que estava com o capitão da guarda, derrubou todas as muralhas de Jerusalém ao redor.
18340f00c8	Então Nebuzaradan, o capitão da guarda, levou cativo os mais pobres do povo, e o resto do povo que ficou na cidade, e os que caíram, que desertaram para o rei da Babilônia, e o resto da multidão.
183410006f	Mas Nebuzaradan, o capitão da guarda, deixou os mais pobres da terra para ser guardas da vinha e agricultores.
18341100bc	Os caldeus quebraram os pilares de bronze que estavam na casa de Yahweh e as bases e o mar de bronze que estavam na casa de Yahweh em pedaços, e levaram todo seu bronze para a Babilônia.
183412007f	Eles também tiraram as panelas, as pás, os rapé, as bacias, as colheres e todos os vasos de bronze com os quais ministraram.
18341300c3	O capitão da guarda tirou as taças, as panelas de fogo, as bacias, os potes, os suportes das lâmpadas, as colheres e as tigelas; o que era de ouro, como ouro, e o que era de prata, como prata.
18341400ca	Eles levaram os dois pilares, o único mar, e os doze touros de bronze que estavam sob as bases, que o rei Salomão havia feito para a casa de Yahweh. O bronze de todas estas embarcações era sem peso.
183415009a	Quanto aos pilares, a altura de um pilar era de dezoito côvados; e uma linha de doze côvados o circundava; e sua espessura era de quatro dedos. Era oco.
18341600cc	Um capital de bronze estava sobre ele; e a altura de um capital era de cinco côvados, com rede e romãs sobre o capital em toda a volta, tudo de bronze. O segundo pilar também tinha o mesmo, com romãs.
1834170054	Havia noventa e seis romãs nas laterais; todas as romãs eram cem na rede ao redor.
1834180075	O capitão da guarda levou Seraías, o sumo sacerdote, e Sofonias, o segundo sacerdote, e os três guardas do umbral,
1834190129	e da cidade levou um oficial que foi colocado sobre os homens de guerra; e sete homens daqueles que viram o rosto do rei, que foram encontrados na cidade; e o escriba do capitão do exército, que reuniu o povo da terra; e sessenta homens do povo da terra, que foram encontrados no meio da cidade.
18341a0054	Nebuzaradan o capitão da guarda os tomou e os levou ao rei da Babilônia em Riblah.
18341b007f	O rei da Babilônia os atingiu e os matou em Riblah, na terra de Hamath. Então Judah foi levado cativo para fora de sua terra.
18341c0074	Este é o número de pessoas que Nabucodonosor levou em cativeiro: no sétimo ano, três mil e vinte e três judeus;
18341d0070	no décimo oitavo ano de Nabucodonosor, ele levou em cativeiro de Jerusalém oitocentas e trinta e duas pessoas;
18341e00ba	no vigésimo terceiro ano de Nabucodonosor, Nebuzaradan o capitão da guarda levou cativo dos judeus setecentos e quarenta e cinco pessoas. Todas as pessoas eram quatro mil e seiscentas.
18341f0101	No trigésimo sétimo ano do cativeiro de Joaquim, rei de Judá, no décimo segundo mês, no vigésimo quinto dia do mês, Evilmerodach, rei da Babilônia, no primeiro ano de seu reinado, levantou a cabeça de Joaquim, rei de Judá, e o libertou da prisão.
183420006d	Ele falou gentilmente com ele, e colocou seu trono acima do trono dos reis que estavam com ele na Babilônia,
1834210072	e mudou suas vestes de prisão. Jehoiachin comeu pão diante dele continuamente durante todos os dias de sua vida.
1834220097	Para sua mesada, havia uma mesada contínua dada pelo rei da Babilônia, todos os dias uma porção até o dia de sua morte, todos os dias de sua vida.
1900000019	Lamentações de Jeremias
19010100b3	Como a cidade é solitária, que estava cheio de gente! Ela se tornou viúva, que foi grande entre as nações! Ela que foi uma princesa entre as províncias tornou-se um escravo!
19010200e8	She chora amargamente durante a noite. Suas lágrimas estão em suas bochechas. Entre todos os seus amantes ela não tem ninguém que a conforte. Todos os seus amigos lidaram traiçoeiramente com ela. Eles se tornaram seus inimigos.
19010300cc	Judah foi para o cativeiro por causa da aflição e por causa de uma grande servidão. Ela mora entre as nações. Ela não encontra descanso. Todos os seus perseguidores a ultrapassaram em sua angústia.
19010400cb	Os caminhos para Zion lamentam, porque ninguém comparece à assembléia solene. Todos os seus portões estão desolados. Seus padres suspiram. Suas virgens são afligidas, e ela mesma está em amargura.
19010500c1	Seus adversários se tornaram a cabeça. Seus inimigos prosperam; pois Yahweh a afligiu pela multidão de suas transgressões. Seus filhos pequenos foram para o cativeiro diante do adversário.
190106009a	Toda majestade partiu da filha de Sião. Seus príncipes se tornaram como veados que não encontram pasto. Eles ficaram sem forças diante do perseguidor.
1901070106	Jerusalém lembra-se nos dias de sua aflição e de suas misérias todas as suas coisas agradáveis que eram dos dias de antigamente; quando seu povo caiu nas mãos do adversário, e ninguém a ajudou. Os adversários a viram. Eles zombaram de suas desolações.
19010800a5	Jerusalém pecou gravemente. Portanto, ela se tornou impura. Todos os que a honraram a desprezam, porque eles viram sua nudez. Sim, ela suspira e se vira para trás.
19010900cd	Sua sujeira estava em suas saias. Ela não se lembrava de seu último fim. Portanto, ela desceu espantosamente. Ela não tem confortador. “Veja, Yahweh, minha aflição; pois o inimigo se engrandeceu”.
19010a00c3	O adversário estendeu sua mão sobre todas as coisas agradáveis dela; pois ela viu que as nações entraram em seu santuário, sobre quem o senhor ordenou que não entrassem em sua assembléia.
19010b00b1	Todo o seu povo suspira. Eles procuram o pão. Eles deram suas coisas agradáveis para que a comida refresque sua alma. “Olhe, Yahweh, e veja, pois eu me tornei desprezado”.
19010c00cb	“Não é nada para vocês, todos vocês que passam por aqui? Veja, e veja se há alguma tristeza como a minha tristeza, que é trazido sobre mim, com o qual Yahweh me afligiu no dia de sua raiva feroz.
19010d00bb	“Do alto, ele mandou fogo aos meus ossos, e prevalece contra eles. Ele espalhou uma rede para os meus pés. Ele me fez voltar atrás. Ele me deixou desolado e eu desmaiei o dia inteiro.
19010e00e7	“O jugo de minhas transgressões está preso por sua mão. Eles são tricotados juntos. Eles subiram no meu pescoço. Ele fez minha força falhar. O Senhor me entregou em suas mãos, contra quem eu não sou capaz de ficar de pé.
19010f00d4	“O Senhor não pôs em nada todos os meus poderosos homens dentro de mim. Ele convocou uma assembléia solene contra mim para esmagar meus jovens. O Senhor pisou a filha virgem de Judá como num lagar de vinho.
19011000cf	“Por estas coisas eu choro. Meu olho, meu olho escorre com água, porque o consolador que deveria refrescar minha alma está longe de mim. Meus filhos estão desolados, porque o inimigo tem prevalecido”.
19011100d7	Zion estende suas mãos. Não há ninguém para confortá-la. Yahweh comandou em relação a Jacob, que aqueles que estão ao seu redor devem ser seus adversários. Jerusalém está entre eles como uma coisa impura.
19011200b0	“Yahweh é justo, pois eu me revoltei contra seu mandamento. Por favor, ouçam todos vocês, povos, e ver minha tristeza. Minhas virgens e meus jovens foram para o cativeiro.
19011300bf	“Eu chamei por meus amantes, mas eles me enganaram. Meus sacerdotes e meus anciãos desistiram do espírito na cidade, enquanto procuravam alimento para si mesmos para refrescar suas almas.
19011400c6	“Olha, Yahweh; pois estou em apuros. Meu coração está perturbado. Meu coração se vira dentro de mim, pois eu me revoltei gravemente. No exterior, a espada enlutouce. Em casa, é como a morte.
19011500ed	“Eles ouviram que eu suspiro. Não há ninguém para me confortar. Todos os meus inimigos já ouviram falar do meu problema. Eles estão felizes que você tenha feito isso. Você trará o dia que você proclamou, e eles serão como eu.
19011600be	“Que toda a maldade deles venha à sua frente. Faça com eles o que você fez comigo por todas as minhas transgressões. Pois os meus suspiros são muitos, e meu coração está desmaiado.
19020100b4	Como o Senhor cobriu a filha de Sião com uma nuvem em sua raiva! Ele jogou a beleza de Israel do céu para a terra, e não se lembrou do escabelo de seus pés no dia de sua raiva.
19020200ad	O Senhor engoliu todas as habitações de Jacob sem piedade. Ele derrubou em sua ira os bastiões da filha de Judá. Ele os derrubou. Ele profanou o reino e seus príncipes.
19020300ae	Ele cortou todo o chifre de Israel em fúria. Ele puxou para trás sua mão direita de diante do inimigo. Ele queimou Jacob como um fogo flamejante, que devora tudo ao redor.
19020400c7	Ele dobrou seu arco como um inimigo. Ele permaneceu com sua mão direita como um adversário. Ele matou tudo o que era agradável à vista. Na tenda da filha de Sião, ele derramou sua ira como fogo.
19020500af	O Senhor se tornou um inimigo. Ele engoliu Israel. Ele engoliu todos os seus palácios. Ele destruiu seus bastiões. Ele multiplicou o luto e a lamentação na filha de Judá.
19020600f4	Ele tirou violentamente seu tabernáculo, como se fosse um jardim. Ele destruiu seu local de reunião. Yahweh fez com que a assembléia solene e o sábado fossem esquecidos em Zion. Na indignação de sua ira, ele desprezou o rei e o sacerdote.
19020700d1	O Senhor expulsou de seu altar. Ele tem abominado seu santuário. Ele entregou as paredes de seus palácios na mão do inimigo. Eles fizeram um barulho na casa de Yahweh, como no dia de uma assembléia solene.
19020800b6	Yahweh tem o propósito de destruir o muro da filha de Sião. Ele esticou a linha. Ele não retirou sua mão de destruir; Ele fez a muralha e a parede lamentar. Eles definham juntos.
19020900cb	Seus portões afundaram no chão. Ele destruiu e quebrou suas barras. Seu rei e seus príncipes estão entre as nações onde a lei não está. Sim, seus profetas não encontram nenhuma visão de Yahweh.
19020a00e8	Os anciãos da filha de Sião estão sentados no chão. Eles guardam silêncio. Eles lançaram pó sobre suas cabeças. Eles se vestiram de pano de saco. As virgens de Jerusalém estão penduradas de cabeça para baixo até o chão.
19020b00df	Meus olhos falham com lágrimas. Meu coração está perturbado. Minha bílis é derramada sobre a terra, por causa da destruição da filha do meu povo, porque as crianças pequenas e os bebês desmaiam nas ruas da cidade.
19020c00a8	Eles perguntam às mães, “Onde estão os grãos e o vinho?” quando desmaiam como os feridos nas ruas da cidade, quando sua alma é derramada no seio de suas mães.
19020d00e7	O que devo testemunhar para você? O que devo gostar de você, filha de Jerusalém? O que devo comparar com você, que eu possa confortá-la, filha virgem de Zion? Pois sua brecha é tão grande quanto o mar. Quem pode curar você?
19020e00ba	Seus profetas viram visões falsas e tolas para você. Eles não descobriram sua iniqüidade, para reverter seu cativeiro, mas viram por vocês falsas revelações e causas de banimento.
19020f00dc	Todos os que passam por você batem palmas. Eles assobiam e abanam a cabeça para a filha de Jerusalém, dizendo, “É esta a cidade que os homens chamam de 'A perfeição da beleza', a alegria de toda a terra”...”.
19021000ca	Todos os seus inimigos abriram bem a boca contra você. Eles assobiam e gnash os dentes. Eles dizem: “Nós a engolimos”. Certamente, este é o dia que procuramos. Nós o encontramos. Já o vimos”.
19021100dc	Yahweh fez o que planejou. Ele cumpriu a sua palavra que ordenou nos dias de outrora. Ele foi derrubado, e não se arrependeu. Ele fez com que o inimigo se regozijasse com você. Ele exaltou o corno de seus adversários.
19021200ab	Seu coração clamou ao Senhor. O muro da filha de Sião, deixar as lágrimas correr como um rio, dia e noite. Não se dê nenhum alívio. Não deixe seus olhos descansar.
19021300e4	Levantar, gritar durante a noite, no início dos relógios! Despeje seu coração como água diante da face do Senhor. Levante suas mãos para ele para a vida de seus filhos pequenos, que desmaiam por fome à frente de cada rua.
19021400cc	“Olhe, Yahweh, e veja a quem você fez isso! Caso as mulheres comam seus descendentes, as crianças que seguravam e saltavam de joelhos? Devem o sacerdote e o profeta ser mortos no santuário do Senhor?
19021500ac	“Os jovens e o homem velho jazem no chão, nas ruas. Minhas virgens e meus jovens caíram pela espada. Você os matou no dia de sua raiva. Você abateu, e não teve pena.
19021600de	“Vocês chamaram, como no dia de uma assembléia solene, meus terrores de todos os lados. Não havia ninguém que escapasse ou permanecesse no dia da ira de Javé. Meu inimigo tem consumido aqueles que eu cuidei e criei.
190301003c	Eu sou o homem que tem visto aflição pela vara de sua ira.
190302003c	Ele me conduziu e me fez andar na escuridão, e não em luz.
190303004a	Com certeza ele vira sua mão contra mim repetidamente durante todo o dia.
1903040045	He fez minha carne e minha pele envelhecerem. Ele quebrou meus ossos.
1903050040	Ele construiu contra mim, e me cercou de amargura e dificuldade.
1903060053	He me fez morar em lugares escuros, como aqueles que estão há muito tempo mortos.
1903070050	Ele me cercou, de modo que eu não posso sair. Ele tornou minha corrente pesada.
190308003e	Sim, quando eu choro, e peço ajuda, ele fecha minha oração.
190309005a	He amuralhou meus caminhos com pedra cortada. Ele fez com que meus caminhos fossem tortos.
19030a0040	Ele é para mim como um urso à espera, como um leão escondido.
19030b0048	Ele desviou meu caminho, e me puxou em pedaços. Ele me deixou desolado.
19030c003c	He dobrou seu arco, e me colocar como uma marca para a seta.
19030d003e	Ele fez com que os eixos de sua aljava entrassem em meus rins.
19030e004d	Eu me tornei um escárnio para todo o meu povo, e sua canção o dia inteiro.
19030f0038	He me encheu de amargura. Ele me empanturrou de absinto.
1903100045	He também quebrou meus dentes com cascalho. Ele me cobriu de cinzas.
1903110046	Você removeu minha alma para longe da paz. Eu esqueci a prosperidade.
190312004e	Eu disse: “Minha força pereceu, junto com a minha expectativa de Yahweh”.
1903130046	Lembre-se de minha aflição e minha miséria, o absinto e a amargura.
1903140040	Minha alma ainda se lembra deles, e está curvado dentro de mim.
190315003b	Lembro-me disso em minha mente; portanto, tenho esperança.
190316006c	É por causa da bondade amorosa de Yahweh que não somos consumidos, porque suas misericórdias não falham.
190317003b	Eles são novos todas as manhãs. Grande é sua fidelidade.
1903180056	“Yahweh é minha porção”, diz minha alma. “Portanto, terei esperança nele”.
190319004a	Yahweh é bom para aqueles que esperam por ele, para a alma que o procura.
19031a0059	É bom que um homem tenha esperança e esperar silenciosamente pela salvação de Yahweh.
19031b003e	É bom para um homem que ele carregue o jugo em sua juventude.
19031c004c	Let ele se senta sozinho e guarda silêncio, porque ele o colocou sobre ele.
19031d004a	Deixe-o colocar sua boca na poeira, se é para que possa haver esperança.
19031e004e	Deixe-o dar sua bochecha a quem o golpear. Que ele seja cheio de reprovação.
19031f002b	Pois o Senhor não abandonará para sempre.
1903200079	Pois embora ele cause tristeza, No entanto, ele terá compaixão de acordo com a multidão de suas carinhosas gentilezas.
1903210048	Pois ele não aflige de bom grado, nem entristecer os filhos dos homens.
1903220038	Para esmagar sob os pés todos os prisioneiros da terra,
1903230040	para recusar o direito de um homem diante da face do Altíssimo,
190324003b	para subverter um homem em sua causa, o Senhor não aprova.
1903250042	Quem é quem diz, e assim acontece, quando o Senhor não o ordena?
190326002e	O mal e o bem não saem da boca do Altíssimo?
1903270050	Por que um homem vivo deveria reclamar, um homem pela punição de seus pecados?
1903280052	Let nós procuramos e tentamos nossos caminhos, e voltar-se novamente para Yahweh.
190329003a	Let eleva nosso coração com nossas mãos a Deus no céu.
19032a0035	“Transgredimos e nos rebelamos. Você não perdoou.
19032b0054	“Você nos cobriu de raiva e nos perseguiu. Você matou. Você não se arrependeu.
19032c0044	You se cobriu com uma nuvem, para que nenhuma oração possa passar.
19032d0043	Você fez de nós um “off-scouring” e recusa no meio dos povos.
19032e003b	“Todos os nossos inimigos abriram bem a boca contra nós.
19032f0045	O terror e o poço vieram sobre nós, devastação e destruição”.
1903300054	Meu olho se esgota com correntes de água, para a destruição da filha do meu povo.
190331003d	Meus olhos se abaixam e não cessa, sem qualquer interlúdio,
190332002c	até Yahweh olhar para baixo, e vê do céu.
1903330048	Meu olho afeta minha alma, por causa de todas as filhas de minha cidade.
190334005f	Eles me perseguiram implacavelmente como um pássaro, aqueles que são meus inimigos sem causa.
1903350044	They cortaram minha vida no calabouço, e atiraram uma pedra em mim.
190336004c	As águas passavam por cima da minha cabeça. Eu disse: “Estou cortado”.
1903370035	Eu invoquei seu nome, Yahweh, da masmorra mais baixa.
1903380051	Você ouviu minha voz: “Não esconda seu ouvido do meu suspiro, e meu choro”.
1903390051	Você chegou perto no dia em que eu o chamei. Você disse: “Não tenha medo”.
19033a004b	Senhor, Vós invocastes as causas da minha alma. Você resgatou minha vida.
19033b002f	Yahweh, você viu meu erro. Julgue minha causa.
19033c0047	Você já viu toda a vingança deles e todos os seus planos contra mim.
19033d004c	Você ouviu a reprovação deles, Yahweh, e todos os seus planos contra mim,
19033e005b	os lábios daqueles que se levantaram contra mim, e suas parcelas contra mim o dia inteiro.
19033f0044	Você vê eles se sentarem e se levantarem. Eu sou a canção deles.
190340004a	Você os pagará de volta, Yahweh, de acordo com o trabalho de suas mãos.
190341003f	Você lhes dará dureza de coração, sua maldição para eles.
1903420048	Você vai persegui-los com raiva, e destruí-los sob os céus de Yahweh.
1904010075	Como o ouro se tornou escasso! O ouro mais puro mudou! As pedras do santuário são derramadas à frente de cada rua.
1904020086	Os preciosos filhos de Sião, comparável ao ouro fino, como eles são estimados como jarros de barro, o trabalho das mãos do oleiro!
190403008f	Até mesmo os chacais oferecem seus peitos. Eles cuidam de seus jovens. Mas a filha do meu povo se tornou cruel, como as avestruzes no deserto.
1904040087	A língua da criança lactante se agarra ao céu de sua boca por sede. As crianças pequenas pedem pão, e ninguém a quebra para eles.
190405007c	Aqueles que comeram iguarias estão desolados nas ruas. Aqueles que foram criados em púrpura abraçam os montes de estrume.
1904060095	Pois a iniquidade da filha do meu povo é maior do que o pecado de Sodoma, que foi derrubado como em um momento. Nenhuma mão foi colocada sobre ela.
190407009e	Her os nobres eram mais puros que a neve. Eles eram mais brancos que o leite. Eles eram mais corados no corpo do que rubis. O polimento deles era como safira.
1904080097	Sua aparência é mais negra que um carvão. Eles não são conhecidos nas ruas. A pele deles se agarra aos ossos. É murcha. Tornou-se como a madeira.
19040900af	Aqueles que são mortos com a espada são melhores do que aqueles que são mortos com fome; para estes pinheiros, que estão fora, atravessados, por falta dos frutos do campo.
19040a0080	As mãos das mulheres deploráveis ferveram seus próprios filhos. Eles foram seu alimento na destruição da filha de meu povo.
19040b0074	Yahweh cumpriu sua ira. Ele derramou sua fúria feroz. Ele ateou um incêndio em Zion, que devorou suas fundações.
19040c0088	Os reis da terra não acreditaram, nem todos os habitantes do mundo, que o adversário e o inimigo entrariam nos portões de Jerusalém.
19040d0079	É por causa dos pecados de seus profetas e as iniquidades de seus padres, que derramaram o sangue do justo no meio dela.
19040e0084	Eles vagueiam como cegos nas ruas. Eles estão poluídos com sangue, Para que os homens não possam tocar suas peças de vestuário.
19040f00c5	“Vá embora!” eles gritaram para eles. “Impuro! Vá embora! Vá embora! Não toque! Quando eles fugiram e vagaram, os homens disseram entre as nações, “Eles não podem mais viver aqui”.
190410009f	A raiva de Yahweh os espalhou. Ele não prestará mais atenção a eles. Eles não respeitavam as pessoas dos sacerdotes. Eles não favoreceram os mais velhos.
1904110088	Nossos olhos ainda falham, procurando em vão por nossa ajuda. Em nossa observação, temos observado uma nação que não pôde salvar.
