0100000009	1 Mosebog
0f0215001b	Betlehems Efterkommere 123,
0f02160017	Mændene fra Netofa 56,
0f02170018	Mændene fra Anatot 128,
0f02180019	Azmavets Efterkommere 42,
0f02190035	Kirjat-Jearims, Kefiras og Be'erots Efterkommere 743,
0f021a0020	Ramas og Gebas Efterkommere 621,
0f021b0018	Mændene fra Mikmas 122,
0f021c001d	Mændene fra Betel og Aj 223,
0f021d0016	Nebos Efterkommere 52,
0f021e001b	Magbisj's Efterkommere 156,
0f021f0022	det andet Elams Efterkommere 1254,
0f02200018	Harims Efterkommere 320,
0f02210026	Lods, Hadids og Onos Efterkommere 725,
0f02220019	Jerikos Efterkommere 345,
0f0223001a	Sena'as Efterkommere 3630.
0f02240037	Præsterne var: Jedajas Efterkommere af Jesuas Hus 973,
0f02250019	Immers Efterkommere 1052,
0f0226001b	Pasjhurs Efterkommere 1247,
0f02270019	Harims Efterkommere 1017.
0f0228004b	Leviterne var: Jesuas og Kadmiels Efterkommere af Hodavjas Efterkommere 74,
0f02290026	Tempelsangerne var: Asafs Sønner 128.
0f022a005f	Dørvogterne var: Sjallums, Aters, Talmons, Akkubs, Hatitas og Sjobajs Efterkommere, i alt 139.
0f022b002e	Tempeltrællene var: Zihas, Hasufas, Tabbaots,
0f022c0017	Keros's, Si'as, Padons,
0f022d0019	Lebanas, Hagabas, Akkubs,
0f022e0018	Hagabs, Salmajs, Hanans,
0f022f0018	Giddels, Gahars, Reajas,
0f02300019	Rezins, Nekodas, Gazzams,
0f02310016	Uzzas, Paseas, Besajs,
0f02320022	Asnas, Me'uniternes, Nefusifernes,
0f0233001a	Bakbuks, Hakufas, Harhurs,
0f0234001a	Bazluts, Mehidas, Harsjas,
0f02350019	Barkos's, Siseras, Temas,
0f0236001f	Nezias og Hatifas Efterkommere.
0f0237003f	Efterkommere af Salomos Trælle var: Sotajs, Soferets, Perudas,
0f0238001a	Ja'alas, Darkons, Giddels,
0f0239003d	Sjefatjas, Hattils, Pokeret-Hazzebajims og Amis Efterkommere.
0f023a0042	Tempeltrællene og Efterkommerne af Salomos Trælle var i alt 392.
0f023b0096	Følgende, som drog op fra Tel-Mela, Tel-Harsja, Kerub-Addan og Immer, kunde ikke opgive deres Fædrenehuse og Slægt, hvor vidt de hørte til Israel:
0f023c002d	Delajas, Tobijas og Nekodas Efterkommere 652.
0f023d009e	Og af Præsterne: Habaj as, Hakkoz's og Barzillajs Efterkommere; denne sidste havde ægtet en af Gileaditen Barzillajs Døtre og var blevet opkaldt efter dem.
0f023e0074	De ledte efter deres Slægtebøger, men kunde ikke finde dem, derfor blev de som urene udelukket fra Præstestanden.
0f023f0067	Statholderen forbød dem at spise af det højhellige, indtil der fremstod en Præst med Urim og Tummim.
0f0240001e	Hele Menigheden udgjorde 42360
0f02410061	foruden deres Trælle og Trælkvinder, som udgjorde 7337, hvortil kom 200 Sangere og Sangerinder.
0f0242002b	Deres Heste udgjorde 736, deres Muldyr 245,
0f02430027	deres Kameler 435 og deres Æsler 6720.
0f0244009b	Af fædrenehusenes Overhoveder gav nogle, da de kom til HERRENs Hus i Jerusalem, frivillige Gaver til Guds Hus, for at det kunde genopbygges på sin Plads;
0f02450064	de gav efter deres Evne til Byggesummen 61000 Drakmer Guld, 5000 Miner Sølv og 100 Præstekjortler.
0f024600b0	Derpå bosatte Præsterne, Leviterne og en Del al Folket sig i Jerusalem og dets Område, men Sangerne, Dørvogterne og Tempeltrællene og hele det øvrige Israel i deres Byer.
0f0301006d	Da den syvende Måned indtraf - Israeliterne boede nu i deres Byer - samledes Folket fuldtalligt i Jerusalem;
0f030200d4	og Jesua, Jozadaks Søn, og hans Brødre Præsterne og Zerubbabel, Sjealtiels Søn, og hans Brødre skred til at bygge Israels Guds Alter for at ofre Brændofre derpå som foreskrevet i den Guds Mand Moses's Lov.
0f0303009e	En Del af Hedningerne samlede sig imod dem, men de rejste dog Alteret på dets gamle Plads og ofrede Brændofre derpå til HERREN, Morgen- og Aftenbrændofre.
0f030400a2	Derpå fejrede de Løvhyttefesten som foreskrevet og ofrede Brændofre Dag for Dag i det rette Tal og på den foreskrevne Måde, hver Dag hvad der hørte sig til,
0f030500a4	og siden det daglige Brændoffer og de Brændofre, som hørte til Nymånerne og alle HERRENs hellige Højtider, og alle de Brændofre, man frivilligt bragte HERREN.
0f03060082	Den første Dag i den syvende Måned begyndte de at ofre Brændofre til HERREN, før Grunden til HERRENs Helligdom endnu var lagt.
0f030700ee	Derpå gav de Stenhuggerne og Tømmermændene Penge og Zidonierne og Tyrierne Fødevarer, Drikkevarer og Olie, for at de skulde bringe Cederstammer fra Libanon til Havet ud for Jafo, efter den Fuldmagt, Perserkongen Kyros havde givet dem.
0f03080169	I den anden Måned i det andet År efter deres Ankomst til Guds Hus i Jerusalem gjorde Zerubbabel, Sjealtiels Søn, og Jesua, Jozadaks Søn, sammen med alle deres Brødre, Præsterne og Leviterne, og alle dem, der var kommet fra Fangenskabet til Jerusalem, Begyndelsen, idet de satte Leviteme fra Tyveårsalderen og opefter til at lede Arbejdet med HERRENs Hus.
0f030900dc	Og Leviterne Jesua og hans Sønner og Brødre, Kadmiel og hans Sønner, Hodavjas Sønner og Henadads Sønner, deres Sønner og Brødre, trådte til i Endrægtighed for at føre Tilsyn med dem, der arbejdede på Guds Hus.
0f030a00d4	Og da Bygningsmændene lagde Grunden til HERRENs Helligdom, stod Præsterne i Embedsdragt med Trompeter, og Leviterne, Asafs Efterkommere, med Cymbler for at lovprise HERREN efter Kong David af Israels Anordning;
0f030b00d9	og de stemte i med Lov og Pris for HERREN med Ordene thi han er god, og hans Miskundhed mod Israel varer evindelig!" Og hele Folket brød ud i høj Jubel, idet de priste HERREN, fordi Grunden var lagt til HERRENs Hus.
0f030c00f7	Men mange af Præsterne, Leviterne og Overhovederne for Fædrenehusene, de gamle, der havde set det første Tempel, græd højt, da de så Grunden blive lagt til dette Tempel, men mange var også de, der opløftede deres Røst med Jubel og Glæde,
0f030d007a	og man kunde ikke skelne Glædesjubelen fra Folkets Gråd; thi så højt var Folkefs Jubelråb, at det hørfes langt bort.
0f0401007e	Men da Judas og Benjamins Fjender hørte, at de, der havde været i Landflygtighed, byggede HERREN, Israels Gud, en Helligdom,
0f040200eb	henvendte de sig til Zerubbabel, Jesua og Overhovederne for Fædrenehusene og sagde til dem: Lad os være med til at bygge, thi vi søger eders Gud såvel som I, og ham har vi ofret til, siden Assyrerkongen Asarhaddon førte os herhen!
0f040300fb	Men Zerubbabel, Jesua og de andre Overhoveder for Israels Fædrenehuse svarede: I skal ikke være fælles med os om at bygge vor Gud et Hus, men vi vil være ene om at bygge for HERREN, Israels Gud, således som Kong Kyros, Perserkongen, pålagde os!"
0f04040060	Så bragte Hedningerne i Landet Judas Folks Hænder til at synke og skræmmede dem fra at bygge;
0f040500be	og de købte Folk til med deres Råd at modarbejde dem og bringe deres Planer til at strande; således gik det, så længe Perserkongen Kyros levede, lige til Perserkongen Darius's Regering.
0f0406006e	Under Ahasverus's Regering, i hans første Regeringstid, skrev de en Klage oer Judas og Jerusalems lodbyggere.
0f040700b4	I Artaxerxes's Dage affattede Bisjlam, Mitredat, Tabe'el og alle hans andre Embedsbrødre en Skrivelse til Perserkongen Artaxerxes. Skrivelsen var affattet på Aramaisk og oversat.
0f0408006e	Statholderen Rehum og Skriveren Sjimsjaj skrev et Brev mod Jerusalem til Kong Artaxerxes af følgende Indhold.
0f040900b5	De, der dengang skrev, var Statholderen Rehum og Skriveren Sjimsjaj og alle deres andre Embedsbrødre, Diniterne, Afarsatkiterne, Tarpeliterne, Afaresiterne, Arkiterne, Babylonerne,
0f040a00c2	Susaniterne, Dehaviterne, Elamiterne og de andre Folk, som den store og navnkundige Asenappar havde ført bort og ladet bosætte sig i Samarias Byer og andensteds hinsides Floden, og så videre.
0f040b007a	Dette er en Afskrift af Brevet, de sendte ham: "Til Kong Artaxerxes. Dine Trælle, Folkene hinsides Floden, og så videre:
0f040c00c4	Det være Kongen kundgjort, at Jøderne, som drog op til os fra dig, er kommet til Jerusalem; de er i Færd med at genopbygge denne oprørske og onde By; de genopfører Murene og udbedrer Grunden.
0f040d00ae	Men nu være det Kongen kundgjort, at hvis denne By bygges op og Murene genopføres, så vil de ikke svare Skat, Afgift eller Skyld, og der bliver Skår i Kongens Indtægter.
0f040e008f	Da vi nu spiser Paladsets Salt, og det ikke sømmer sig for os at se på, at Kongen lider Skade, sender vi herved Bud og lader Kongen det vide,
0f040f0100	for at der kan blive set efter i dine Fædres Krønikebog; i den vil du finde og se, at denne By er en oprørsk By, der har voldt Konger og Lande Skade, og at der fra gammel Tid har fundet Opstande Sted i den. Det er Grunden til, at denne By blev ødelagt.
0f04100083	Så lader vi da Kongen vide, at hvis denne By bygges op og Murerne genopføres, har du ikke mere nogen Besiddelse hinsides Floden!"
0f041100bd	Kongen sendte da følgende Svar til Statholderen Rehum, Skriveren Sjimsjaj og alle deres andre Embeddsbrødre, som boede i Samaria og de andre Lande hinsides Floden: "Hilsen, og så videre.
0f0412003a	Den Skrivelse, I har sendt mig, er forelæst mig grundigt.
0f04130095	Og på mit Bud har man set efter og fundet, at denne By fra gammel Tid har sat sig op mod Konger, og at der har fundet Oprør og Opstande Sted i den;
0f04140092	over Jerusalem har der hersket mægtige Konger, som udstrakte deres Magt over alt hinsides Floden, og til hvem der svaredes Skat, Afgift og Skyld.
0f04150077	Giv derfor Ordre til at standse disse Mænd og til, at denne By ikke må genopbygges, før der kommer Befaling fra mig;
0f04160078	og tag eder vel i Vare for at vise Forsømmelighed i denne Sag, at ikke der skal lides store Tab til Skade for Kongerne!
0f041700e3	Så snart Afskriften af denne Skrivelse fra Kong Artaxerxes var blevet læst for Rehum, Skriveren Sjimsjaj og deres Embedsbrødre, begav de sig uopholdelig til Jøderne i Jerusalem og tvang dem med Magt til at standse Arbejdet.
0f0418006d	Så standsede Arbejdet på Guds Hus i Jerusalem, og det hvilede til Perserkongen Darius's andet Regeringsår.
0f05010082	Men Profeterne Haggaj og Zakarias, Iddos Søn, profeterede for Jøderne i Juda og Jerusalem i Israels Guds Navn, som var over dem.
0f0502009b	Da tog Zerubbabel, Sjealtiels Søn, og Jesua, Jozadaks Søn, fat og begyndte at bygge på Guds Hus i Jerusalem sammen med Guds Profeter, som støttede dem.
0f050300c5	Men på den Tid kom Tattenaj, Statholderen hinsides Floden, Sjetar-Bozenaj og deres Embedsbrødre til dem og sagde: "Hvem har givet eder Lov til at bygge dette Tempel og genopføre denne Helligdom,
0f0504003a	og hvad er Navnene på de Mænd, der bygger denne Bygning?
0f05050097	Men over Jødernes Ældste vågede deres Guds Øje, så de ikke standsede dem i Arbejdet, før Sagen var forelagt Darius og der var kommet Svar derpå.
0f0506009a	Afskrift af det Brev, som Tattenaj, Statholderen hinsides Floden, Sjetar-Bozenaj og hans Embedsbrødre, Afarsekiterne hinsides Floden, sendte Kong Darius;
0f0507004b	de sendte ham en Skrivelse, hvori der stod: Kong Darius ønsker vi al Fred!
0f050800d9	Det være Kongen kundgjort, at vi begav os til Landsdelen Judæa til den store Guds Hus; det bliver bygget af Kvadersten, der lægges Bjælker i Muren, og Arbejdet udføres med Omhu og skyder frem under deres Hænder.
0f05090087	Vi spurgte da de Ældste der og talte således til dem: "Hvem har givet eder Lov til at, bygge dette Tempel og opføre denne Helligdom?
0f050a007e	Vi spurgte dem også om deres Navne for at lade dig dem vide, og vi opskrev Navnene på de Mænd, der står i Spidsen for dem.
0f050b00be	Og Svaret, de gav os, lød således: Vi er Himmelens og Jordens Guds Tjenere, og vi bygger det Tempel, som blev bygget for mange År siden, da en stor Konge i Israel byggede og opførte det.
0f050c00bd	Da imidlertid vore Fædre vakte Himmelens Guds Vrede, gav han dem i Babels Konges, Kaldæeren Nebukadnezars, Hånd, og han nedbrød dette Tempel og førte Folket i Landflygtighed til Babel.
0f050d0060	Men i sit første Regeringsår gav Kong Kyros af Babel Befaling til at genopbygge dette Gudshus;
0f050e0120	og Kong Kyros lod tillige de til Gudshusef hørende Guld- og Sølvkar, som Nebukadnezar havde borttaget fra Helligdommen i Jerusalem og ført til sin Helligdom i Babel, tage ud af Helligdommen i Babel, og de overgaves til en Mand ved Navn Sjesjbazzar, som han havde indsat til Statholder;
0f050f009f	og han sagde til ham: "Tag disse Kar og drag ben og lad dem få deres Plads i Helligdommen i Jerusalem og lad Gudshuset blive genopbygget på sin gamle Plads!"
0f05100086	Så kom denne Sjesjbazzar og lagde Grunden til Gudshuset i Jerusalem, og siden den Tid er der bygget derpå, men det er ikke færdigt.
0f051100fe	Hvis derfor Kongen synes, så lad der blive set efter i det kongelige Skatkammer ovre i Babel, om det har sig således, at der af Kong Kyros er givet Befaling til at bygge dette Gudshus i Jerusalem; og Kongen give os så sin Vilje i denne Sag til Kende!"
0f06010062	Så gave Kong Darius Befaling til at se efter i Skatkammeret, hvor man i Babel gemte Dokumenterne;
0f06020066	og man fandt da i Borgen i Ameta i Landsdelen Medien en Skriftrulle, hvori der stod: "Til Ihukommelse.
0f060300e9	I sit første Regeringsår udstedte Kong Kyros følgende Befaling: Gudsbuset i Jerusalem skal genopbygges, for at man der kan ofre Slagtofre og frembære Guds Ildofre; det skal være tresindstyve Alen højt og tresindstyve Alen bredt
0f06040052	med tre Lag Kvadersten og eet Lag Bjælker; Omkostningerne udredes af Kongens Hus.
0f060500f2	Desuden skal Gudshusets Guld- og Sølvkar, som Nebukadnezar borttog fra Helligdommen i Jerusalem og førte til Babel, gives tilbage, og de skal bringes tilbage til deres Plads i Helligdommen i Jerusalem, og du skal sætte dem ind i Gudshuset!
0f06060094	Derfor skal I, Tattenaj, Statholder hinsides Floden, og SjetarBozenaj med eders Emhedsbrødre, Afarsekiterne hinsides Floden, ikke blande eder deri.
0f06070083	Lad Arbejdet med dette Gudshus gå sin Gang, lad Jødernes Statholder og Jødernes Ældste bygge dette Gudshus på den gamle Plads.
0f0608010c	Og hermed giver jeg Påbud om, hvorledes I skal stille eder over for disse Jødernes Ældste med Hensyn til Opførelsen af dette Gudshus: Af Kongens Skatteindtægter fra Landene hinsides Floden skal Omkostningerne nøjagtigt udredes til disse Mænd, og det ufortøvet;
0f060900cd	og hvad der ellers er Brug for: Tyre, Vædre og Lam til Brændofre for Himmelens Gud, Hvede, Salt, Vin og Olie, det skal efter Opgivende af Præsterne i Jerusalem udleveres dem Dag for Dag uden Afkortning,
0f060a0068	for at de kan bringe Ofre til en liflig Duft for Himmelens Gud og bede for Kongens og hans Sønners Liv.
0f060b00cb	Og hermed påbyder jeg, at om nogen overtræder denne For ordning, skal en Bjælke rives ud af hans Hus, og til Straf skal han hænges op og nagles fast på den, og hans Hus skal gøres til en Grusdynge.
0f060c0100	Og den Gud, der har ladet sit Navn bo der, han slå enhver Kon ge og ethvert Folk til Jorden, som rækker Hånden ud for at over træde denne Forordning og øde lægge dette Gudshus i Jerusalem. Jeg, Darius, giver dette Påbud; lad det blive nøje udført!
0f060d008e	Da handlede Tattenaj, Statholderen hinsides Floden, Sjetar-Bozenaj og deres Embedsbrødre nøje efter det Påbud, Kong Darius havde sendt dem.
0f060e00f2	Og Jødemes Ældste byggede, og det lykkedes dem i Henhold til Profeterne Haggajs og Zakarias's, Iddos Søns, Profeti; de byggede og fuldførte Værket efter Israels Guds Bud og efter Kyros's og Darius's og Perserkongen Aetaxerxes's Befaling.
0f060f005a	De fuldendte Templet på den tredje Dag i Adar Måned i Kong Darius's sjette Regeringsår.
0f06100080	Så fejrede Israeliterne, Præsterne, Leviterne og de andre, der havde været i Landflygtighed, Gudshusets Indvielse med Glæde;
0f0611008a	og de ofrede ved Indvielsen 100 Tyre, 200 Vædre og 400 Lam og til Syndofre for hele Israel 12 Gedebukke efter Tallet på Israels Stammer;
0f0612008e	og de indsatte Præsterne efter deres Afdelinger og Leviterne efter deres Skifter til Gudstjenesten i Jerusalem som foreskrevet i Moses's Bog.
0f06130065	Derpå fejrede de, der havde været i Landflygtighed, Påsken den fjortende Dag i den første Måned.
0f061400be	Thi Præsterne og Leviterne havde renset sig og var rene alle som een; og de slagtede Påskelam for alle dem, der havde været i Landflygtighed, for deres Brødre Præsterne og for sig selv.
0f061500d7	Og Israeliterne, der var vendt tilbage fra Landflygtigheden, spiste deraf sammen med alle dem, der havde udskilt sig fra Hedningerne i Landet og deres Urenhed og sluttet sig til dem for at søge HERREN, Israels Gud.
0f061600cf	Og de fejrede de usyrede Brøds Højtid i syv Dage med Glæde, fordi HERREN havde glædet dem og vendt Assyrerkongens Hjerte til dem, så at han styrkede deres Hænder i Arbejdet på Guds, Israels Guds, Hus.
0f07010086	Efter disse Tildragelser drog under Perserkongen Artaxerxes's Regering Ezra, en Søn af Seraja, en Søn af Azarja, en Søn af Hilkija,
0f07020038	en Søn af Sjallum, en Søn af Zadok, en Søn af Ahitub,
0f07030039	en Søn af Amarja, en Søn af Azarja, en Søn af Merajot,
0f07040035	en Søn af Zeraja, en Søn af Uzzi, en Søn af Bukki,
0f0705005e	en Søn af Abisjua, en Søn af Pinehas, en Søn af Eleazar, en Søn af Ypperstepræsten Aron -
0f070600bf	denne Ezra drog op fra Babel. Han var skriftlærd, hjemme i Mose Lov, som HERREN, Israels Gud, havde givet; og Kongen opfyldte alle hans Ønsker, eftersom HERREN hans Guds Hånd var over ham.
0f070700af	Og en Del af Israeliterne og at Præsterne, Leviterne Tempelsangerne, Dørvogterne og Tempeltrællene drog ligeledes op til Jerusalem i Kong Artaxerxes's syvende Regeringsår.
0f07080047	De kom til Jerusalem i den femte Måned i Kongens syvende Regeringsår;
0f070900c5	thi på den første Dag i den første Måned tog han Bestemmelse om Opbruddet fra Babel, og på den første Dag i den femte Måned kom han til Jerusalem, eftersom hans Guds gode Hånd var over ham.
0f070a0071	Thi Ezra havde vendt sit Hjerte til at granske i HERRNs Lov og handle efter den og undervise Israel i Lov og Ret.
0f070b00ad	Dette er en Afskrift, af den Skrivelse, Kong Artaxerxes medgav Præsten Ezra den Skriftlærde, den skriftlærde Kender af Bøgerne med HERRENs Bud og Anordninger til Israel:
0f070c006d	Artaxerxes, Kongernes Konge, til Præsten Ezra, den skriftlærde Kender af Himmelens Guds Lov, og så videre:
0f070d009e	Hermed giver jeg Tilladelse til, at enhver af Israels Folk og dets Præster og Leviter i mit Rige, der er til Sinds at drage til Jerusalem, må drage med dig,
0f070e009c	al den Stund du af Kongen og hans syv Rådgivere sendes for at undersøge Forholdene i Judæa og Jerusalem på Grundlag af din Guds Lov, som er i din Hånd,
0f070f0085	og for at bringe det Sølv og Guld derhen, som Kongen og hans Rådgivere frivilligt har givet Israels Gud, hvis Bolig er i Jerusalem,
0f071000b7	og alt det Sølv og Guld, som du får rundt om i Landsdelen Babel, tillige med de frivillige Gaver fra Folket og Præsterne, der giver frivillige Gaver til deres Guds Hus i Jerusalem.
0f071100a7	Derfor skal du samvittighedstuldt for disse Penge købe Tyre, Vædre og Lam med tilhørende Afgrøde- og Drikofre og ofre dem på Alteret i eders Guds Hus i Jerusalem;
0f07120087	og hvad du og dine Brødre finder for godt at gøre med det Sølv og Guld, der bliver tilovers, det må I gøre efter eders Guds Vilje.
0f07130073	De Kar, der skænkes dig til Tjenesten i din Guds Hus, skal du afgive og stille for Israels Guds Åsyn i Jerusalem.
0f0714007e	Og de andre nødvendige Udgifter til din Guds Hus, som det tilfalder dig at udrede, må du udrede af det kongelige Skatkammer.
0f071500c2	Jeg, Kong Artaxerxes, giver hermed den Befaling til alle Skatmestre hinsides Floden: Alt, hvad Præsten Ezra, den skriftlærde Kender af Himmelens Guds Lov, kræver af eder, skal nøjagtigt ydes
0f07160061	indtil 100 Sølvtalenter, 100 Kor Hvede, 100 Bat Vin, 100 Bat Olie og Salt i ubegrænset Mængde.
0f07170097	Alt, hvad der er påbudt af Himmelens Gud, skal punktligt ydes til Himmelens Guds Hus, at der ikke skal komme Vrede over Kongens og hans Sønners Rige.
0f071800e4	Og det være eder kundgjort, at ingen har Ret til at pålægge nogen af Præsterne, Leviterne, Tempelsangerne, Dørvogterne, Tempeltrællene eller overhovedet nogen, der er sysselsat ved dette Guds Hus, Skat, Afgift eller Skyld!
0f071900e2	Men du, Ezra, skal i Kraft af Guds Visdom, som er i din Hånd, indsætte Dommere og Retsbetjente til at dømme alt Folket hinsides Floden, alle dem, som kender, din Guds Lov; og hvem der ikke kender den, skal I undervise deri.
0f071a00b0	Og enhver, der ikke handler efter din Guds Lov og Kongens Lov, over ham skal der samvittighedsfuldt fældes Dom, være sig til Død, Landsforvisning, Pengebøde eller Fængsel.
0f071b0072	Lovet være HERREN, vore Fædres Gud, som indgav Kongen sådanne Tanker for at herliggøre HERRENs Hus i Jerusalem
0f071c00dd	og vandt mig, Nåde hos Kongen og hans Rådgivere og alle Kongens mægtige Fyrster! Så fattede jeg da Mod, eftersom HERREN min Guds Hånd var over mig, og jeg samlede en Del Overhoveder af Israel til at drage op med mig.
0f0801009b	Følgende er de Overhoveder over Fædrenehusene og de i deres Slægtsfortegnelser opførte, som drog op med mig fra Babel under Kong Artaxerxes's Regering:
0f08020062	Af Pinehas's Efterkommere Ger som; af Itamars Efterkommere Daniel; af Davids Efterkommere Hattusj,
0f0803006f	Sjekanjas Søn; af Par'osj's Efterkommere Zekarja, i hvis Slægtsfortegnelse der var opført 150 Mandspersoner;
0f0804004a	af Pahat-Moabs Efterkommere Eljoenaj, Zerajas Søn, med 200 Mandspersoner;
0f08050047	af Zattus Efterkommere Sjekanja, Jahaziels Søn, med 300 Mandspersoner;
0f08060040	af Adins Efterkommere Ebed. Jonatans Søn, med 50 Mandspersoner;
0f08070043	af Elams Efterkommere Jesja'ja. Ataljas Søn, med 70 Mandspersoner;
0f08080046	af Sjefatjas Efterkommere Zebadja, Nikaels Søn, med 80 Mandspersoner;
0f08090044	af Joabs Efterkommere 'Obadja. Jehiels' Søn, med 218 Mandspersoner;
0f080a0045	af Banis Efterkommere Sjelomit, Josifjas Søn, med 160 Mandspersoner;
0f080b0042	af Bebajs Efterkommere Zekarja, Bebajs Søn, med 28 Mandspersoner;
0f080c0046	af Azgads Efterkommere Johanan, Hakkatans Søn, med 110 Mandspersoner;
0f080d0063	af Adonikams Efterkommere de sidst komne, nemlig Elifelet. Je'iel og Sjemaja, med 60 Mandspersoner;
0f080e003b	af Bigvajs Efterkommere Utaj og Zabud med 70 Mandspersoner.
0f080f00af	Og jeg samlede dem ved den Flod, der løber ad Ahava til, og vi lå lejret der i tre Dage. Men da jeg tog Folket og Præsterne nærmere i Øjesyn, fandt jeg ingen Leviter der.
0f08100090	Jeg sendte derfor Overhovederne Eliezer, Ariel, Sjemaja, Elnatan, Jarib, Elnatan, Natan, Zekarja og Mesjullam og Lærerne Jojarib og Elnatan hen
0f081100c1	og bød dem gå til Overhovedet Iddo i Byen Kasifja, idet jeg lagde dem de Ord i Munden, hvormed de skulde overtale Iddo og hans Brødre i Byen Kasifja til at sende os Tjenere til vor Guds Hus;
0f081200b2	og eftersom vor Guds gode Hånd var over os, sendte de os en forstandig Mand afEfterkommerne efter Mali, Israels Søn Levis Søn, Sjerebja med hans Sønner og Brødre, atten Mand
0f08130058	og Hasjabja og Jesja'ja af Meraris Efterkommere med deres Brødre og Sønner, tyve Mand,
0f08140083	og af Tempeltrællene, som David og Øversterne havde stillet til Leviternes Tjeneste, 220 Tempeltrælle, alle med Navns Nævnelse.
0f081500a0	Så lod jeg der ved Floden Ahava udråbe en Faste til Ydmygelse for vor Guds Åsyn for hos ham at udvirke en lykkelig Rejse for os og vore Familier og Ejendele;
0f08160108	thi jeg undså mig ved at bede Kongen om Krigsfolk og Ryttere til at hjælpe os undervejs mod Fjenden, eftersom vi havde sagt til Kongen: Vor Guds Hånd er over alle; der søger ham, og hjælper dem, men hans Vælde og Vrede kommer over alle dem, der forlader ham.
0f0817003e	Så fastede vi og bad til vor Gud derom, og han bønbørte os.
0f08180061	Derpå udvalgte jeg tolv af Præsternes Øverster og Sjerebja og Hasjabja og ti af deres Brødre;
0f081900b0	og dem tilvejede jeg Sølvet og Guldet og gav dem Karrene, den Offerydelse til vor Guds Hus, som Kongen, hans Rådgivere og Fyrster og alle de der boende Israeliter havde ydet;
0f081a0066	jeg tilvejede dem af Sølv 650 Talenter, Sølvkar til en Værdi af 100 Talenter, af Guld 100 Talenter,
0f081b005d	tyve Guldbægre til 1000 Darejker og to Kar af fint, guldglinsende Kobber, kostbare som Guld.
0f081c008d	Så sagde jeg til dem: I er helliget HERREN, og Karrene er helliget, og Sølvet og Guldet er en frivillig Gave til HERREN, eders Fædres Gud;
0f081d00b4	våg derfor over det og vogt på det, indtil I i Påsyn af Præsternes og Leviternes Øverster og Israels Fædrenehuses Øverster vejer det ud i Jerusalem i Kamrene i HERRENs Hus!"
0f081e007e	Da modtog Præsterne og Leviterne det tilvejede, Sølvet og Guldet og Karrene, for at bringe det til vor Guds Hus i Jerusalem.
0f081f00c3	Så brød vi op fra Floden Ahava på den tolvte Dag i den første Måned for at drage til Jerusalem; og vor Guds Hånd var over os, så han frelste os fra Fjendernes og Røvernes Hånd undervejs.
0f08200042	Da vi var kommet til Jerusalem, holdt vi os rolige der i tre Dage;
0f082100d9	og på den fjerde Dag blev Sølvet, Guldet og Karrene afvejet i vor Guds Hus og overgivet Præsten Meremot, Urijas Søn, tillige med El'azar, Pinehas's Søn, og Leviterne Jozabad, Jesuas Søn, og Noadja, Binnujs Søn,
0f0822004b	alt sammen efter Tal og Vægt, og hele Vægten blev optegnet: På samme Tid
0f082300d7	bragte de, der kom fra Fangenskabet, de, der havde været i Landflygtighed, Brændofre til Israels Gud: 12 Tyre for hele tsrael, 96 Vædre, 77 Lam og 12 Gedebukke til Syndofre, alt sammen som Brændoffer til HERREN.
0f08240086	Og de overgav Kongens Befalinger til Kongens Satraper og Statholderne hinsides Floden, og disse ydede Folket og Guds Hus deres Hjælp.
0f0901011c	Men da alt dette var gjort, kom Øversterne til mig og sagde: "Folket, Israel og Præsterne og Leviterne, har ikke skilt sig ud fra Hedningerne eller fra deres Vederstyggeligheder, Kana'anæerne, Hetiterne, Perizziterne, Jebusiterne, Ammoniterne, Moabiterne, Ægypterne og Amoriterne;
0f090200c9	thi af deres Døtre har de taget sig selv og deres Sønner Hustruer, så at den hellige Sæd har blandet sig med Hedningerne; og Øversterne og Forstanderne var de første til at øve denne Troløshed!
0f0903007f	Da jeg hørte den Tale, sønderrev jeg min Kjortel og min Kappe, rev Hår af mit Hoved og Skæg og satte mig hen i stum Smerte.
0f090400b9	Da samlede sig omkring mig alle de, der bævede for Israels Guds Ord mod Troløsheden hos dem, der havde været i Landflygtighed; og jeg sad i stum Smerte til Aftenafgrødeofferets Tid.
0f090500ba	Men ved Aftenafgrødeofferets Tid rejste jeg mig af min Selvydmygelse, og idet jeg sønderrev min Kjortel og min Kappe, kastede jeg mig på Knæ og udbredte Hænderne til, HERREN min Gud
0f090600be	og sagde: Min Gud, jeg skammer mig og blues ved at løfte mit Ansigt til dig, min Gud, thi vore Misgerninger er vokset os over Hovedet, og vor Skyld er så stor, at den rækker til Himmelen!
0f090700f3	Fra vore Fædres Tid indtil denne Dag. har vor Skyld været stor, og for vore Misgerninger blev vi, vore Konger og Præster givet til Pris for Landenes Konger, for Sværd, Fangenskab, Udplyndring og Vanære, således som det er den Dag i Dag."
0f09080105	Og nu er der en føje Stund blevet os Nåde til Del fra HERREN vor Gud, idet han har ladet os beholde en undsluppet Rest og givet os at slå vor Teltpæl på sit hellige Sted, for at vor Gud kan lade vore Øjne lyse og give os en Smule Livskraft i vor Trældom;
