2800000005	Matye
2c1a110067	Mɛ waatsik wɔ e mɛmbɔ mɛ bot ɛ mbyak eYuda nɛ bɛdhiiti membyak mesis pɛ paa mɛ aalwom wɔ ɛ.
2c1a120148	Mɛ aakyeed wɔ ɛ etɛɛ náá, wɔ neekɛbɛɛ bɛ mis, etɛp wɔ neekɛdis bɛ tɔ ghooghom zyɛ nɛ nɔɔ tɔ gwyɛ. Mɛ waapɛk bɛ si eghɛŋ ɛ Satan mot mɛkɔŋ, zyɛ nɛ nɔɔ pɛ daa Zɛɛb. Bɛ dum koŋ nɛ nam ɔɔ, bɛ waabela ɛpelak ɛ mesyem mɔɔ nɛ di tɔ sama bot ɛ di bɛ moo ɛ́ bot ɛ Zɛɛb ɔ.”»
2c1a13007e	«Deenek mɛkoozi Aghilipa, mɛ nabɛ ààbyen ɛlooba nɛ sa mɛ nabee nɛ ɛgwak tɔ djema mɛbwala mɛ nadus tɔ gwoo ɛ.
2c1a140131	Tin, mɛ naakan ɛgoola yɛ nɛ bot ɛ Dhamas nɛ bot Yeluzalɛm, zɛnɔɔ bot ɛ kyee dik Yude djas nɛ bot ɛ bɛdhiiti membyak. Mɛ eelɛɛ nɛ nɔɔ náá, bɛ liig elyem bɔɔ, da bɛ ɛ́ dum koŋ nɛ Zɛɛb, nɛ ɛlyaal tɔ mɛsa mɔɔ náá, ye ɛ́ tsɛɛtsɛ náá, bɛ eezeswoola mɛfulu.
2c1a150072	Ye ɛ́ kɔ ɛsu ɛ tɛp'enek ɛ eYuda mɛt mɛ esok mɛ di tɔ kok Ndjaa-ebuwa ɛ, ye bɛ ɛ́ bɛ eewaagó mɛ.
2c1a16011b	Tin, ye bɛ ɛ́ Zɛɛb eebaal mɛ kɛkum dwoo mos, etɛp tak ɛ mɛ bɛ aadi mos etɛp mɛ neetaŋal yam e mis mɛ bot djas, nɛ bɔɔ dhyeeb nɛ eboo bot. Ye tok nɛ dhiiti sonok mɛ bɛ aadi lɛɛ bhis yii Moiiz nɛ bɛngoolel ɛ mɛkpa ɛ Zɛɛb nalɛɛ náá, yɛ waasɛɛ ɛ.
2c1a1700b4	Ye ɛ́ náá, Mɛsia ɛ waazuk, nyɛ aadi ɛ́ mot mɛkɛn e ɛgom bhis ɛsyee. Deenek nyɛ waagoola bhaadal gwyɛ tsik nɛ bot ɛ mbyak ená, dɔɔ nɛ bot ɛ membyak mesis.»
2c1a18008a	Tin, Pɔl kuku taŋalɛ, Fɛstus eezɛtsim náá: «Wɔ ɛpelyet, Pɔl! Dáa di náá, wɔ naadyeebatɔ́ mɛdjek ɛ, wɔ moo lyet!»
2c1a19007b	Pɔl eezɛbɔɔza náá: «Mɛ ààlyet, dhaandiŋaa. Étɛp ee mɛ di lii ɛ, ye ɛ́ tsɛɛtsɛ, mɛ ààbɛ myam.
2c1a1a00d4	Mɛkoozi Aghilipa nɛ gu étɛp ee mɛ di lii ɛ, deenek mɛ ɛ nɛ ghwyil lii nɛ ɛbwaalel e mis mɛ. Mɛ nɛ gu náá, ye tok nɛ sa nyɛ di ààgu, etɛɛ náá, ye nasɛɛ ɛ tɔ sɔ, tɔ dhiiti tuma.
2c1a1b0077	Mɛkoozi Aghilipa, wɔ nɛ myaal sa bɛngoolel ɛ mɛkpa ɛ Zɛɛb nalɛɛ ɛ? Mɛ nɛ gu náá, wɔ nɛ myaal yɛ!»
2c1a1c008a	Aghilipa eezɛke nɛ Pɔl náá: «Wɔ gek ɛ náá, wɔ ɛ nɛ ghwyil ɛ sa náá, mɛ di Keletyɛ e mɔɔ ɛwala batsa dáa ke?»
2c1a1d00e7	Pɔl eezɛbɔɔza náá: «Ye nakozo zo di mɔɔ ɛwala batsa nɛghu bɛtɛ nɛ mɛwala, mɛ ɛpedjaala nɛ Zɛɛb náá, wɔy nɛ bot ɛ djas di gwak mɛ mos'aak, bi di dáa mɛ di'aak, tin, ààbɛ kɔla nɛ eghwooz bak!»
2c1a1e0062	Mɛkoozi, kukuma dik nɛ kɛl Bheelenis, zɛnɔɔ bot ɛ bɛ nɛ bɛ nɔɔ nadi ɛ́ zokazɛwyɛl.
2c1a1f009f	Bɛ eezɛdus tin, bɛ moo tin é sɔs pak'ɔɔ náá: «Mot'ak ààpasa dhiiti tɛp nyɛ di egoka nɛ ɛgóaa, nɛghu ɛkɔɔla e mbok kɔ ɛsu ɛ tak.»
2c1a20009a	Tin, Aghilipa eezɛke nɛ Fɛstus náá: «Mot'ak ɛpedi ɛ́ di ààdjóo Sezaad boo mɛkoozi náá, nyɛ zɛpɛ́ɛ tɛpɛ ɔ, pe nyɛ eebetaa.»
2c1b010135	Dáa bɛ nake náá, bis moo tɔ́ pɛ dik Itali pɛ tɔ mɛsuwa ɛ, wɔ gwaa bɛ zɛnɔɔ Pɔl nɛ bɛdhiiti bot ɛ membok djɛ bɛ e mɛmbɔ mɛ dhiiti kukuma esodja. Din ɛ kukuma tak nabɛ ɛ Zilius. Nyɛ nadi ɛ́ boo kukuma mwaka esodja e bot ɛ ghaada eLɔm nadi djóoaa: «Mwaka ɛ boo mɛkoozi».
2c1b0200db	Bis eezɛni tɔ mɛsuwa nadus pɛ ɛboŋ ɛ Adalamit é tɔ́ pɛ kyee mɛboŋ mɛ kyee dik Azia. Tin, bis eezɛni tɔ mɛsuwa tɔ́. Aalistaalak, mot kyee dik Masedwan pɛ ghaada Tesalonik nadi ɛ́ bis nɛ bɛ nɔɔ.
2c1b0300c5	E yak mɛlem, bis eezɛkum pɛ Sidɔn. Zilius nadi ɛ́ nɛ lyem ghwyiikwee nɛ Pɔl. Nyɛ ɛ́ boozɛdjɛ Pɔl ze nyɛ kɛbee bɛsɔ nɛghu bɛ waakwyee nyɛ nɛ esa ee nyɛ aadi nɛ gwyee tak ɛ.
2c1b040085	Dáa bis nadus tin ɛ, bis eezɛtɔ́ mbaka-mbaka pɛ kyee ghola Siipɛlɛ. Ye nabɛɛ, etɛɛ náá, pup nadi bulal bis pɛ bhis.
2c1b050070	Bis eezɛtsaal boo dii mɛsɔn e ngwoob Silisi nɛ Panfili, tin, bis eezɛkum pɛ ghaada Miila pɛ tɔ dik Lisi.
2c1b060082	Tin, kukuma tak eezɛbee dhiiti mɛsuwa mɛ bot ɛ ghaada Alɛkzandili é tɔ́ pɛ kyee dik Itali. Nyɛ eezɛniigal bis tɔ tak.
2c1b070151	Tɔ bɛtɛ nɛ mɛlu, bis nadi kɛ ɛ́ tetyok-tetyok. Ye ɛ́ tɔ boo mezuk ɛ bis nadhaa e ngwoob ghaada Siniid. Dáa pup nadi sa náá, bis natɔ́ ɛnyɔɛpe pɛ ze tak ɛ, bis ɛ boo zɛdhaa sok mbaka-mbaka nɛ dhiiti di di djóoaa ze Salmɔne. Di tak nadi ɛ́ pɛ tɔ ghola Kelɛt, pɛ kyee nadi ààbɛ nɛ pup ɛbuɛpe ɛ.
2c1b080098	Mbaka-mbaka penek, ɛkɛ ɛ mɛzuwa mis naadyeebalyel. Tin, wɔ gwaa bis zɛkum e dhiiti di bɛ nadi djóo, «Mbɛɛ Ɛboŋ» ɛ, e ngwoob ghaada Lase.
2c1b0900fd	E mɛdjoŋ mɛ tak, ye nabɛ ɛ bis eezedyeebakwyɛɛg bɛtɛ nɛ mɛlu. Tin, ɛkɛ ɛ mɛsuwa nabɛ ɛ ye moo ɛbiyoɛpe, etɛɛ náá, dwoo eYuda dyeebatsi edee ɛ nabɛɛ eezedhaa. Etɛp tak ɛ Pɔl nadul bot ɛ di é be mɛsuwa ɔ mɛlɔ náá:
2c1b0a00a0	«Bɛwɛn bam, mɛ bee ɛ náá, mɛdjoŋ mak ɛ waakɔɔla. Mɛsuwa nɛ esa ee di tɔ tak ɛ waapulel, dɔɔ nɛ menabɛlka, mena ɛ nɛ ghwyil ɛ gwyɛka.»
2c1b0b0068	Tin, kukuma esodja nakadi é egwak mɛkpa mɛ mbeel nɛ nakuma mɛsuwa ɛ, dhaa yii Pɔl nadi lɛɛ ɛ.
2c1b0c01c5	Ɛboŋ ɛ tak nabɛɛ àànyɔ nɛ ɛsel etɛp ɛnɛɛg mɛsuwa tin e mbu kwol. Etɛp tak ɛ bɛtɛ nɛ bot nadi tɔ mɛsuwa ɔ nazɛke náá, bɛ dus tin. Bɛ nadi kwyɛl ɛsa mɛghaaz etɛp bɛ neekum pɛ dɛl ɛ Feniksɛ. Ye nabɛɛ dhiiti ɛboŋ ɛ ghola Kelɛt. Yiizaag ɛboŋ tuula ɛ kɔ boo dii mɛsɔn pɛ ɛsila ɛ dwoo pɛ kyɛ bɔs dɔɔ nɛ pɛ ɛsila ɛ dwoo pɛ ɛko bɔs. Etɛɛ náá, ye nabɛɛ mbɛɛ di ɛkɛ kwyɛɛg mbu kwol.
2c1b0d00b1	Bhii tak, ba mɔɔ pup di dus pɛ kyɛ bɔs eezɛkan ɛ pupal. Bɛ eezɛghɛɛ ghwooz na dil-dil di pyet náá, mɛsuwa nàwo ɛ, bɛ eezɛtɔ́ mbaka-mbaka nɛ ghola Kelɛt.
2c1b0e009f	Tin, ààkobɔya deenek, boo ghuu di djóoaa «pup di pupal é dus pɛ ɛdjem ɛ dwoo pɛ ɛko ɛ bɔs» nadi sul é dus pɛ kɔ mɛtsok mɛ ghola Kelɛt.
2c1b0f00a1	Mɛsuwa nadi wo, ye nabɛ ààbɛ nɛ tyee bis pyet yɛ, etɛɛ náá, ghuu nadi ɛ́ ɛlyelɛpe. Tin, bis eezɛbet náá bis wo dáa pup nadi dul bis ɛ.
2c1b1000af	Deenek, bis naazɛdhaa pɛ bhis dhiiti mɔɔ ghola di djóoaa Koda ɛ. Ghola tak naala bis pup ghuu. Tin, tɔ mezuk djas ɛ, bis nakwak ɛdul ɛ mɔɔ elɛɛd di lwol bot ɛ.
2c1b11017d	Tin, bot ɛ di sa mɛsa tɔ mɛsuwa ɔ eezɛben mɔɔ elɛɛd e tak. Bhii tak bɛ eezɛkɔl ekel pɛ ɛsik ɛ boo mɛsuwa, etɛp ɛpyet ɛ yɛ. Bela náá, bɛ nadi kaab ɛkɛ ghaaga kɔ ɛbyok ɛ bɛsyɛ di e mengwoob pɛ kyee dik Libi ɛ. Tin, bɛ eezɛlóo dhiiti sonok di sa náá, boo mɛsuwa nàwo ɛlyelɛpe tɔ dii ɛ. Bhii tak bɛ eezɛbet náá, pup wo nɛ nɔɔ.
2c1b1200cb	Ghuu nadi tɔ́ nɛ ɛdheeg bis ɛlyelɛpe. Ye naasa náá, e ɛlu ɛ nazyɛ bhii tak ɛ, bɛ zɛkan ɛmwas dhiiti esa bɔɔ tɔ boo dii mɛsɔn. Bɛ nasa deenek ɛ etɛp náá, boo mɛsuwa neegwyaa.
2c1b130071	E ɛlu ɛ elɛl, bɛ naazɛmwas nɛ mɛmbɔ mɔɔ met dhiiti eghwooz di sa náá, mɛsuwa kɛ ɛ́ pɛ tɔ dii.
2c1b1400b7	Tin, mɛlu naadhaa ɛbuɛpe bis ààkobee-beeak gwyes nɛ ekwyikwyen. Boo ghuu tak nazodi ɛ ɛlyelɛpe. Ye nabɛɛ bisɔ djas naazɛdis lyem tɔ ɛbwaal ɛ náá, bis ɛ waatsak.
2c1b15011b	Bot ɛ nadi tɔ mɛsuwa ɔ naasa bɛtɛ nɛ mɛlu ààdɛ edee. Tin, Pɔl eezɛtyaa tetel sok bhwoob'ɔɔ, nyɛ eezɛke nɛ nɔɔ náá: «Bɛwɛn, pe ye bɛ ɛ́ bi naagwak mɛ, pe bi ààpadus pɛ ghola Kelɛt. Pe mena eesa náá, yak puluk nɛ sɛɛbok esa nàsɛɛ mena.
2c1b160083	Nenak mɛ lɛɛ bin ɛ náá, nàbemka ba, etɛɛ náá, mot ngɔt pak'en aanàkwaagwyɛ. Ye ɛ́ boo mɛsuwa ɛ aapazopulel.
2c1b170086	Mɛ ke deenek ɛ etɛɛ náá, e pum'ak mos, Zɛɛbam nɛ yii mɛ di sa mɛsa mɛ ɔ bɛ ɛ́ nyɛ eedhis fofopɛ ngɔt pɛ daa lam.
2c1b180103	Nyɛ lɛɛ mɛ náá: “Nàbem ba, Pɔl! Ye goka ɛ́ náá, wɔ kɛ ɛtaŋal sok bhwoob ɛ Seezaad mɛkoozi mɛ dik eLɔm. Tin, Zɛɛb tɔ mɛkwyɛla mɛ nyɛ di nɛ yɛ nɛ nɔ ɛpetsik wɔ, dɔɔ nɛ bot ɛ wɔ di tɔ dii bi nɛ bɛ nɔɔ ɛ djas.”
2c1b190062	Waka zii bɛ wɛn, etɛɛ náá, mɛ dum koŋ ɛ nɛ Zɛɛb. Yɛ aasael dáa nyɛ lɛɛ mɛ ɛ.
2c1b1a0040	Ye ka lik ɛ batsa, mɛsuwa neebel mena e ngwoob dhiiti ghola.»
2c1b1b00be	Ye nabɛ ɛ e pum, ɛlu ɛ kam nɛ ená ee pup nadi wo nɛ nes kɔ boo dii mɛsɔ mɛ Meditelene ɛ. Ye moo tyee kuku pum, mot di be mɛsuwa ɔ zɛbee tyee náá, bis nadi tiila nɛ bɔs.
2c1b1c0162	Bɛ eezɛlóo ghwooz bɛ di gek mɛdim mɛ dii nɛ ye ɛ́. Bɛ eezɛbee náá, dii dinaa ɛdimɛpe. Mɛdim mɛ tak nabɛɛ tyee emɛtɛlɛ mɛkam-mɛlɛl nɛ etɛn nɛ ebá. Tin, bɛ eezɛbaatiila, bhii tak bɛ eebaazɛlóo ghwooz tak tɔ dii, bɛ eezɛbee náá, mɛdim mɛ tak nabɛɛ ye moo tyee emɛtɛlɛ mɛkam-mɛmbá nɛ etɛn nɛ elɛl.
2c1b1d0105	Bot ɛ di sa mɛsa tɔ mɛsuwa ɔ nadi kaab náá, mɛsuwa mis ɛ zɛgɛ tuma e mɛkok. Etɛp tak bɛ eezɛsil eghwooz ená na dil-dil pɛ bhis mɛsuwa. Eghwooz tak ɛ nasa náá, mɛsuwa nàwo. Bhis bɛ nasa deenek ɛ, bɛ eezɛbwood náá, mɛlem lem.
2c1b1e00c3	É di'enek, bot ɛ di be mɛsuwa ɔ nadi esaa dáa bɛ dus tɔ mɛsuwa kaab. Bɛ eezɛsil mɔɔ elɛɛd tɔ boo dii mɛsɔn. Bɛ nadi esaa eseege ɛkɛkɔl bɛdhiiti eghwooz pɛ lo boo mɛsuwa.
2c1b1f007b	Tin, Pɔl eezɛke nɛ kukuma nɛ esodja bɛ náá: «Bot ɛ di be mɛsuwa ɔ di ààdi tɔ tak ɔ, bi aanàkwaatsak.»
2c1b200050	É di'enek, esodja eezɛtsaal ekel e mɔɔ elɛɛd. Bhii tak bɛ eezɛbet e wo.
2c1b2100d1	Ɛsok nɛ mɛlem lem, Pɔl eezɛdjóo bɔɔ djas etɛp bɛ neezɛdɛ edee, nyɛy náá: «Beeka, ye moo mos ɛ mɛlu kam nɛ ená, bi di bwood nɛ ebwoo tɔ elyem ɛ. Deenek, bi ààpaboma mbɔ nɛ nuub.
2c1b22008f	Mɛ ke nɛ nen ɛ bi dɛ edee, etɛp bi neebela ghwyil etɛp bi neetsak. Ye tok nɛ mot ngɔt pak'en aadiibal diibela ɛku ɛ bhoo lo'ɛ wat.»
2c1b23007f	Dáa nyɛ nasilal ɛ lii ɛ, Pɔl eezɛnɔɔ mapa, ghaapɛɛ Zɛɛb. Bhii tak nyɛ eepyak yɛ, wɔ gwaa nyɛ zɛnɔɔ yɛ dɛ.
2c1b240049	Tin, ye zɛdjɛ bɔɔ djas mɛghaaz. É di'enek, bɔɔ djas eezɛdɛ pe.
2c1b25006a	Pɛ tɔ mɛsuwa, bis nadi ɛ́ bot bɛdhet ɛbá nɛ bot mɛkam-mɛtɛn nɛ ebá nɛ bot ɛtɛn nɛ wat.
2c1b26006d	Dáa mot nɛ mot nadɛ djil ɛ, bɛ eezɛmwas bhobhwak mɛ mɛbhisa nɛ edee tɔ dii etɛp mɛsuwa neegwyaa.
2c1b2700f9	Dáa mɛlem nakalem ɛ, bot ɛ di sa mɛsa tɔ mɛsuwa ɔ naazɛbee bɔs, bɛ kadi ɛ́ ààgwyak sum di tak. E di tak, bɛ eezɛbee dhiiti mbɛɛ di nadi nɛ bɛsyɛ etɛp mɛsuwa neebel é tak. Tin, bɛ eezɛpem mɛsuwa mbaka-mbaka nɛ di tak.
2c1b2800c9	Tin, bɛ eezɛtii eghwooz, bet yɛ tɔ dii. Deenek, bɛ eebaazɛtii ekel e wul di pem mɛsuwa tɔ dii ɛ. Tin, bɛ eezɛben boo lɛmbɛ pɛ lo mɛsuwa, etɛɛ náá, pup neepem yɛ kyeed kɔ bɛsyɛ.
2c1b2900bc	É di'enek, mɛsuwa naazɛtuma kɔ ɛbyok ɛ bɛsyɛ. Dáa lo mɛsuwa nabel tin tɔ bɛsye ɛ́, ye nabɛɛ ààkabɛ nɛ ghwyil ɛtiila. Tin, boo ghulal bhunge naazɛbwak bin mɛsuwa.
2c1b2a0062	Esodja naawaakwyɛl ɛgó bot ɛ membok, etɛɛ náá, bɛ needi ààkaab tɔ́ nɛ mɛ gɔk.
2c1b2b00da	Tin, kukuma esodja nadi kwyɛl ɛtsik ɛ Pɔl ɛ, naazɛlu esodja náá, bɛ nàsa sa bɛ nagek ɛ. Nyɛ eezɛke nɛ bot ɛ nadi gu mɛgɔk ɔ, bɛ di bot ɛ ɛsok e ɛghaaga tɔ dii etɛp bɛ neekɛsɛɛ pɛ kyiid.
2c1b2c00a3	Bhii tak, bɛdhiiti bot ɛ nalik ɔ, naazɛdu bɛ, bɔɔ etselela kɔ ebhil e mɛbaya nɛ e mɛsuwa. Deenek, ye naasa náá, bɔɔ djas kɛsɛɛ mot ààgwyɛ.
2c1c01004d	Dáa bis natsak ɛ, bis eezɛgwak náá, din ɛ ghola tak nabɛ ɛ Maltɛ.
2c1c0200d1	Bot ɛ dhaad mbyak di kɔ ghola tak ɔ naabe bis ɛnyɔɛpe. Dáa bhi nadi é moo neeɛ, ɛgwyiyoo nadi sa. Bot ɛ dɛl ɛ tak naazɛtuub boo du bisɔ djas neesulal é ngwoob tak etɛɛ ɛgwyiyoo neetyaala.
2c1c03009f	Pɔl eetɔ́ kɛtek boo mbwoob egeta étɛp ɛ zɛwa tɔ du. Tin, wɔ gwaa ɛgel zɛwyis tɔ tak ekaab mɛgoo mɛ du, nyɛ eezɛkwaal Pɔl, naata nyɛ e mbɔ.
2c1c04010b	Dáa bot ɛ ghola nabee ɛgel tsela e mbɔ Pɔl ɛ, bɛ moo tin é ke pak'ɔɔ náá: «Ye ɛ́ tsɛɛtsɛ, mot'ak nɛ gó bot. Yɛ ko bɛ náá, ɛsyee eekat nyɛ tɔ boo dii mɛsɔn ɔ, enɛm nɛ embɛɛ e Zɛɛb ààpakwyɛl náá, mot'ak di nɛ tsik.»
2c1c050049	Tin, Pɔl eezɛkut mbɔ, nyɔ tak eekwyit tɔ du, nyɛy ààgwak sonok.
2c1c060117	Bot ɛ tak nadi bwood náá, bɛ bee nyel ɛ Pɔl é beal, nɛghu náá, ɛsyee bela nyɛ zaka. Tin, bhis bɛ nabwood ɛbuɛpe ɛ, bɛ eezɛbee náá, sonok nabɛ ààsa nyɛ. Bɛ eezɛswoola esiiza bɔɔ, bɛ moo ke pak'ɔɔ náá, nyɛ ɛ́ kɔkɔ mbi dhiiti zɛɛb.
2c1c0700d6	E ngwoob di tak, ye nabɛɛ nɛ bɛɛdok ɛ kukuma ghola tak. Din ɛ lɛ nabɛɛ Pibilius. Kukuma tak naamyaal nɛ lyem wat náá, bis sulal pɛ daa lɛ. Tin, nyɛ naadjɛk bis tɔ ndjaŋ'ɛ é di mɛlu mɛlɛl.
2c1c0800d3	Sɛɛg ɛ Pibilius nadi ɛ́ ndjaasi, nyɛ nadi ɛ́ nɛ mɛkosa nɛ mɛlaa. Pɔl eezɛtɔ́ kɛbee nyɛ, nyɛ boo djaala Zɛɛb kɔ ɛsu ɛ lɛ, bhii tak nyɛ eezɛkɛl nyɛ mɛmbɔ, wɔ gwaa nyɛ zɛtsik nyɛ.
2c1c09005f	Bhii tak, bɛdhiiti bot ɛ mɛbɛ nadi kɔ ghola ɔ zokabaazyɛ yɔbɔ, Zɛɛb zokazɛtsik bɛ.
2c1c0a00cd	Bɛ naazɛdjɛ bis boo duu. Tin, é ghɛŋ bis nadi bis moo ni tɔ mɛsuwa etɛp bis neetɔ́ ɛ, wɔ gwaa bɛ zɛdjɛ bis esesɛɛ djas nagoka náá bis di nɛ yɛ etɛp mɛdjoŋ mɛ bis nadi tɔ́ ɛ.
2c1c0b0100	Bhis bɛngɔn ɛlɛl, bis eezɛtɔ́, tɔ dhiiti mɛsuwa mɛ nadus pɛ ghaada Alɛkzandili ɛ. Pɛ lo mɛsuwa mɛ tak, ye nabɛɛ nɛ kpaka dhiiti ndem bɛzɛɛb di djóoaa «Mɛwas» ɛ. Ye nadi ɛ́ mɛsuwa mɛ nadhaa mbu kwol e ɛboŋ ɛ ghola Malt ɛ.
2c1c0c0049	Bis eezɛsel e ɛboŋ ɛ ghaada Silakuz, bis eezɛdhaa mɛlu mɛlɛl tin.
2c1c0d00ee	Dusa bis nadus tin ɛ, bis eezɛdhaa mbaka-mbaka nɛ ghola tak étɛp ɛkɛtyaal dii, kɛtuula pɛ ghaada Liidjiyo. E yak mɛlem, pup di dus pɛ kyɛ bɔs ɛ eezɛkan ɛpupal. Mɛlu mɛmbá bhii tak, bis eezɛtuula pɛ ghaada Puzɔlɛs.
2c1c0e009c	Pɛ kɔ ghaada tak, bis naazɛbela bɔn nyɛɛg bis. Bɛ nadi kwyɛl náá, bis nɛ bɛ nɔɔ dhaa yenga wat tin. Ye ɛ́ deenek ɛ bis nakɛkum pɛ Lɔm.
2c1c0f00f7	Bɔn nyɛɛg bis e ghaada Lɔm naagwak menduk mis. Wɔ gwaa bɛ zokazyɛ zɛboma nɛ nes. Kɛkum pɛ ndjando Apiyus nɛ pɛ di di djóoaa «Mendjaa mɛ Mɛdjoŋ». Dáa Pɔl nabee bɛ ɛ, nyɛ eezɛghaapɛɛ Zɛɛb, tin, nyɛ eezɛbela mɛghaaz.
2c1c10007b	Bis naazɛkum pɛ ghaada Lɔm. Tin bɛ naazɛdjɛ Pɔl ze ɛkɛdjaasi pɛ ndjaŋ'ɛ, bɛ nɛ sodja ngɔt nadi baal nyɛ ɔ.
2c1c11016c	Mɛlu mɛlɛl bhii tak, Pɔl eezɛdjóo ekukuma eYuda nadi kɔ ghaada Lɔm ɛ pɛ dáa lɛ. Dáa bɛ nakasɛɛga ɛ, nyɛ boozɛke nɛ nɔɔ náá: «Bɔn ɛ nyɛɛg, ye nakwyiizobɛ náá, mɛ ààpasa étɛp ɛbiyo nɛ bot ɛ mbyak ená, ààkobɛ pe dum nɛ etsi bɛbhaab benaka. Ye nabɛ ɛ mɛ eemɛtaa pɛ Yeluzalɛm, djɛaa e mɛmbɔ mɛ eLɔm.
2c1c1200d7	Bhis ekukuma eLɔm nalɛɛ náá, mɛ taŋal ɛ, bɛ naagwak mɛ ɛnyɔɛpe. Tin, bɛ naakwyɛl ɛbet ɛ mɛ, etɛɛ náá, bɛ nabɛ ààbee lo mɛsɔ mɛ bɛ nawaadjɛ mɛ epɛ́ɛ ɛsyee kɔ ɛsu ɛ tak ɛ.
2c1c1300c2	Tin, eYuda naabyen, mɛ ɛ boo zɛwaab nɛ bhel náá mɛ zɛtaŋal sok bhwoob ɛ Sezaad boo mɛkoozi mɛ dik eLɔm. Deenek, mɛ nabɛ ààbɛ nɛ ghwyil ɛ zyɛ wak zɛɛpit dhaad mbyak'am.
2c1c1400b8	Etɛp tak ɛ, mɛ kwyɛl ɛ bee bin etɛp mɛ neelii nɛ nen. Yɛ tsɛɛtsɛ náá, mɛ kɔɔlaa nɛ eghwooz bak ɛ kɔ ɛsu ɛ mot ee bot ɛ Yisalaɛl di nɛ ɛbwaalel nɛ nɛ ɔ.»
2c1c1500e0	Bɛ eezɛbɔɔza nɛ nɛ náá: «Bis ààpabela mɛkana mɛ dus pɛ Yude dum nɛ tɛpɔ ɛ. Ye tok nɛ dhiiti mɔn nyɛɛg'es dus penek etɛp nyɛ neezɛbaŋa bis dhiiti tɛp. Nɛghu ɛlɛɛ bis embee etɛp dum nɛ nɔ.
2c1c1600be	Tin, bis ɛpekwyɛl náá, wɔ pookolɛɛ bis wɔy wɔ ɛmet yɔ esiiza. Etɛɛ náá, bis nɛ gu náá, pɛ kɔ e di djas, bot ààkwyɛl bot ɛ di du sama bot ɛ wɔ di du yenek.»
2c1c1701d0	Bɛ eezɛgwakel nɛ Pɔl, etɛp bɛ neebaaboma e dhiiti dwoo. Dáa dwoo tak nakakum ɛ, bɛ eezɛzyɛ bɔɔ ɛbuɛpe, bɛ eezɛbela nyɛ pɛ nyɛ nasulal ɛ. Pɔl eezɛni é lii, kana mɛlem kɛkum bikoko. Nyɛ nadi lyo bɛ ɛ́ dum nɛ Ɛyoŋ ɛ Zɛɛb. Nyɛ nadi sa zii tɔ ɛlɛɛ bɛ náá, Yezu ɛ Mɛsia etɛp bɛ needum koŋ nɛ Zɛɛb. Nyɛ nanenɔɔ etɛp e tak ɛ, tɔ mɛkana mɛ etsi ɛ Moiiz nɛ tɔ bɛmɛkana mɛ bɛngoolel ɛ mɛkpa mɛ Zɛɛb.
2c1c180060	Bɛdhiiti bot naamyaal étɛp ee nyɛ nadi lɛɛ bɛ ɛ. Tin, bɛdhiiti naabyen ɛmyaal yɔbɔ.
2c1c1900d1	Dáa, bɛ nabɛka bɔɔ ààgwakel pak'ɔɔ ɛ, Pɔl ɛ booke nɛ nɔɔ náá: «Sisim na Dɛɛ nadi ɛ́ nɛ gham, é ghɛŋ nyɛ nadi lii nɛ bɛbhaab bin tɔ nuub ɛ ngoolel-mɛkpa ɛ Zɛɛb Ezayi ɛ!
2c1c1a00b2	Nyɛ nadi eke ɛ náá: “Tɔ́a kɛlɛɛ nɛ bot ɛ mbyak'ak náá: Bi ɛpegwak ɛnyɔɛpe, tin, bi ààmɛt mɛsuk mɛ tak; Bi ɛpegwyák ɛnyɔɛpe, tin, bi ààbee.
2c1c1b0142	Etɛɛ náá, bot bak nɛ ka dyeebalyel elyem dhaa tyɛ. Bɛ eezediyal mɛlɔ mɔɔ. Bɛ eezediyal mis mɔɔ. Bɛ sa deenek ɛ, e kaab náá, mis mɔɔ ɛ zɛɛgɛ bee, mɛlɔ mɔɔ nàgwak, ɛtselal ɛ lɔɔ nàtiibal. Tin, e di'enek, Zɛɛb ke ɛ náá, bɛ aanàkwaabula pɛ daa lam etɛp mɛ neetsik bɛ.”»
2c1c1c0094	Pɔl eebaazɛbil náá: «Guka náá, Zɛɛb eedhis bhaadal tsik pɛ dáa bot ɛ di ààdi bot ɛ mbyak eYuda ɔ. Bɔɔ, bɛ waagwak yɛ.» [
2c1c1e007b	Pɔl eezɛdi membu membá tin tɔ ndjaa bɛ nanɛɛg nyɛ tɔ tak ɛ. Nyɛy é mɔ nɛ bot djas nadi zyɛ zɛbee nyɛ ɔ.
2c1c1f008a	Nyɛ nadi lɛɛ bot náá, Zɛɛb ɛ waakɔk kɔ Ɛyoŋ ɛ lɛ nɛ ɛlyo ɛ bot dum nɛ Yezu Klisto nɛ boo ɛbwaalel, nyɛy ààluaa.
2d00000005	eLɔm
2d0101009f	Ye ɛ́ mam Pɔl, mot-mɛsa ɛ Yezu Klisto. Zɛɛb ɛ́ nadjóo mɛ, nyɛ ɛ́ nasɛ́ɛ mɛ étɛp mɛ needi mot-lwoma, mɛ neegoola bin Mbɛɛ Bhaadal yɛ.
2d0102005b	Zɛɛb naalookɛk Mbɛɛ Bhaadal tak nɛ bɛngoolel ɛ mɛkpa mɛ tɔ eKwyala bɛ na dɛɛ.
