0100000008	Gênesis
1321010072	Cantem de alegria ao Senhor todos os que têm amor por ele! Louvar o Senhor é o que há de melhor para os justos.
132102007e	Cantem melodias de gratidão ao Senhor com harpa de dez cordas! Usem instrumentos de corda para cantar salmos em louvor a ele!
1321030057	Cantem uma nova canção ao Senhor! Toquem bem seus instrumentos com gritos de alegria!
1321040052	Façam isso porque a Palavra do Senhor é verdadeira; ele é fiel em tudo que faz.
132105005e	Ele tem prazer na prática da justiça e da verdade; a terra está cheia da bondade do Senhor.
1321060073	Mediante uma palavra do Senhor os céus foram criados; com o sopro da sua boca apareceram todos os corpos celestes.
1321070073	Ele formou os grandes oceanos num só lugar; ele criou uma grande represa para as águas do mar e as grandes ondas.
1321080056	Por isso, toda a terra tema o Senhor; tremam diante dele todos os habitantes da terra,
1321090061	porque com uma só palavra ele criou todas as coisas. Ele ordenou, e o universo inteiro apareceu!
13210a0048	O Senhor desfaz os planos e projetos das nações que não lhe obedecem,
13210b0070	mas os planos do Senhor são eternos; não podem ser modificados. As suas decisões serão mantidas para sempre.
13210c0064	Feliz é o povo que tem o Senhor como seu Deus, o povo que ele escolheu para ser exclusivamente seu.
13210d003a	Lá do céu o Senhor olha a terra e vê toda a humanidade;
13210e0051	do seu santo lugar onde vive, ele observa a vida de todos os habitantes da terra.
13210f0044	Ele fez cada um de nós e conhece cada coração e tudo o que fazem.
132110007a	O melhor exército do mundo não salva a vida de um rei; nem guerreiros conseguem a vitória por serem fortes e corajosos.
1321110079	Um belo cavalo, treinado para a batalha, não é garantia de vitória; apesar da sua grande força, é incapaz de salvar.
1321120069	Mas os olhos do Senhor vigiam e protegem os que lhe obedecem e dependem completamente do seu grande amor.
1321130066	Quando estiverem correndo perigo de vida, quando houver fome na terra, eles serão salvos pelo Senhor!
132114004e	Nossa esperança está no Senhor para nos salvar! Ele nos ajuda e nos protege.
1321150047	Ele dá alegria ao nosso coração, porque confiamos no seu santo nome.
1321160065	Senhor, cubra-nos sempre com o seu amor constante e cuidadoso, pois nossa esperança está no Senhor!
13220100cd	Salmo de Davi, quando se fingiu de louco perante Abimeleque, que o expulsou, e ele se foi. Louvarei o Senhor toda a minha vida. Em qualquer lugar, a qualquer hora, haverá em minha boca palavras de louvor.
132202004b	Meu coração se gloria no Senhor; os desanimados ouvirão e se alegrarão.
132203004e	Venham todos, e proclamemos a grandeza do Senhor; louvemos juntos o nome dele.
1322040068	Busquei o Senhor, e ele veio ao meu encontro e me recebeu. Tirou todo o medo que havia no meu coração.
132205005a	Os que olham para ele receberão luz para o seu caminho; eles nunca ficarão desapontados.
132206006c	Eu estava desesperado, mas pedi ajuda ao Senhor, e ele me ouviu. Livrou-me de todas as minhas tribulações.
1322070044	O anjo do Senhor cerca com sua proteção os que o temem e os livra.
1322080050	Provem e vejam que o Senhor é bom. Feliz é o homem que confia totalmente nele!
132209002c	Temam o Senhor, vocês que são seus santos.
13220a0056	Os leõezinhos podem passar fome, mas os que buscam o Senhor nunca passam necessidade.
13220b0040	Filhos e filhas, ouçam-me: Eu lhes ensinarei o temor do Senhor.
13220c0025	Você deseja amar a vida e ser feliz?
13220d004b	Cuidado então com o que fala! Evite dizer mentiras e falar mal dos outros.
13220e0075	Afaste-se do mal e esforce-se em fazer o bem. Procure viver em paz com todos; esforce-se ao máximo para consegui-la.
13220f0067	Os olhos do Senhor vigiam bem de perto os justos, e ele ouve com atenção todos os pedidos de socorro.
1322100063	Mas, o rosto do Senhor volta-se contra os que praticam o mal para apagar da terra a memória deles.
1322110051	Sim, os justos clamam, o Senhor os ouve e os livra de todas as suas dificuldades.
1322120060	O Senhor está sempre perto de quem tem o coração quebrantado e salva os de espírito humilde.
1322130049	O justo passa por muitos sofrimentos, mas o Senhor o livra de todos eles.
132214005c	O Senhor cuida do bem-estar físico do justo; não permite que um único osso seja quebrado.
1322150046	O mal acabará destruindo os maus; quem odeia o justo será condenado.
1322160068	Mas o Senhor livra da destruição a vida dos seus servos. Ninguém que nele se refugia será condenado.
132301005d	Salmo de Davi. Senhor, defenda-me contra os que me acusam. Combata os que estão me atacando.
1323020046	Vista as roupas de guerra, tome o seu escudo, levante-se e socorra-me!
1323030087	Levante a sua lança e o machado de guerra! Não deixe os meus inimigos se aproximarem de mim. Fale à minha alma: “Eu o salvarei!”
132304009c	Que sejam derrotados e humilhados os que procuram matar-me! Obrigue meus inimigos a voltarem atrás em seus planos, e que sofram a vergonha diante de todos.
1323050054	Que eles sejam como a palha soprada pelo vento; que o Anjo do Senhor os faça fugir.
1323060054	Torne o caminho deles escuro e perigoso; sejam eles perseguidos pelo Anjo do Senhor.
1323070076	Porque sem razão alguma fizeram planos maus para me destruir; cavaram uma armadilha no caminho por onde eu ia passar.
1323080081	Traga sobre eles, de surpresa, a sua destruição. Que eles caiam na própria armadilha que armaram para mim e sejam destruídos.
1323090061	Então a minha alma ficará cheia de alegria no Senhor. Ficarei muito feliz porque ele me salvou!
13230a00c7	Do íntimo do meu ser exclamarei: “Não há ninguém semelhante ao Senhor! O Senhor livra os fracos dos inimigos mais fortes do que eles! Ele livra o pobre e o necessitado dos seus exploradores!”
13230b0059	Meus inimigos estão usando falsas testemunhas para me acusar de coisas que nem conheço!
13230c0052	Estão pagando com o mal o bem que lhes fiz, e isso me deixa sem vontade de viver.
13230d005d	Contudo, quando estavam doentes, vesti roupas de luto, humilhei-me com jejum e orei por eles.
13230e0097	Andei enlutado como se fosse por um irmão ou um grande amigo; curvei a cabeça de tristeza, vestido de roupas de luto, como quem lamenta por sua mãe.
13230f00d2	No entanto, quando chegou a minha vez de passar por dificuldades, eles ficaram contentes e se reuniram para planejar a minha destruição. Gente que eu nem conhecia se reuniu para falar mentiras a meu respeito.
132310004d	Para agradar meus inimigos, essas pessoas fizeram ameaças e zombaram de mim.
132311006d	Senhor, até quando vai ficar olhando? Por favor, salve-me do ataque deles. Livre a minha vida desses leões!
1323120068	Assim eu darei graças diante de todo o povo, no meio da grande multidão reunida, eu louvarei o Senhor.
1323130092	Não deixe que essa gente traiçoeira se divirta com a minha derrota; não permita que aqueles que me odeiam sem motivo fiquem rindo com desprezo.
132314007a	Eles não sabem falar de paz; toda a sua conversa se resume em fazer planos de traição contra quem vive em paz na terra.
1323150081	Gritando, eles me acusam de ter feito o mal. Eles me acusam dizendo: “Ah! Vimos com nossos próprios olhos! Sabemos de tudo!”
1323160040	Mas o Senhor viu isso. Não fique calado, não me deixe sozinho!
132317005b	Levante-se, meu Senhor! Desperte! Faça justiça. Defenda a minha causa, meu Deus e Senhor!
13231800a5	Ó Senhor, meu Deus, o Senhor é justo! Declare-me inocente, conforme a sua justiça. Não deixe que meus inimigos me condenem e se alegrem com a minha destruição.
1323190072	Que eles não tenham o prazer de pensar: “Finalmente nosso desejo vai se cumprir! Agora vamos acabar com ele!”
13231a00bf	Que sejam completamente derrotados; faça com que eles fiquem envergonhados diante de todo o povo, pois eles se alegraram com o meu sofrimento e procuraram me destruir quando eu estava fraco.
13231b00b5	Encha de grande alegria e felicidade todos os que desejam o meu bem. Que eles possam sempre dizer: “O Senhor seja engrandecido, porque ele tem prazer no bem-estar do seu servo!”
13231c004c	Então eu cantarei o dia inteiro, proclamando a sua justiça e o seu louvor.
132401009d	Para o mestre de música. Salmo de Davi, servo do Senhor. No coração do mau, o pecado sempre tem a última palavra. Ele não tem o menor respeito por Deus.
132402008e	O pecado encobre a visão do homem mau. Ele se julga importante e pensa consigo mesmo que suas maldades nunca serão descobertas e castigadas.
1324030067	As suas palavras estão carregadas de mentira e falsidade; ele não tem juízo e não quer fazer o bem.
132404005c	Até a noite fica acordado, fazendo planos perversos, em vez de pensar em como fugir do mal.
1324050055	O seu amor, Senhor, é mais alto que os céus. A sua fidelidade vai além das nuvens.
13240600a7	A sua justiça é firme como as montanhas, e as suas decisões são sábias e profundas como o grande mar. O Senhor protege a vida tanto dos homens quanto dos animais.
132407006e	Como é precioso o seu amor cuidadoso, ó Deus! Por isso os homens encontram proteção debaixo das suas asas.
1324080062	Eles ficam satisfeitos na fartura da sua casa. Bebem à vontade dos seus rios de alegria e prazer.
1324090055	Pois o Senhor é a fonte da vida; quando somos iluminados com a sua luz, vemos a luz.
13240a0097	Continue sempre a demonstrar o seu amor constante aos que lhe obedecem! Não deixe de dar a sua justiça aos que desejam seguir os seus retos caminhos.
13240b004e	Não permita que o homem orgulhoso me maltrate, nem que o perverso me destrua.
13240c004e	Caíram! Caíram os malfeitores; estão destruídos, incapazes de se levantar!
1325010058	Salmo de Davi. Não se preocupe com os perversos! Não fique com inveja dos homens maus.
132502003e	Eles logo secarão como o capim; murcharão como a erva verde.
132503007b	Confie no Senhor e procure fazer o bem; assim você viverá tranquilamente em seu lugar e desfrutará de toda a segurança.
1325040056	Faça do Senhor a sua grande alegria, e ele dará a você os desejos do seu coração.
1325050079	Deixe nas mãos do Senhor tudo o que você for fazer. Confie nele de todo o coração, e ele fará o que for necessário.
132506006b	Ele fará a sua justiça brilhar como a luz. Mostrará como o sol do meio-dia que você está com a razão.
1325070088	Descanse no Senhor, espere pacientemente pela sua ação. Não se incomode com o sucesso dos outros, nem com aqueles que planejam o mal.
132508005a	Deixe de lado a raiva e não fique furioso! Não perca a cabeça; isso só traz prejuízo!
1325090051	Esses homens maus serão destruídos, mas quem confia no Senhor herdará a terra.
13250a0059	Dentro em breve os maus vão desaparecer. Mesmo procurando, você não vai encontrá-los.
13250b005e	Mas quem se humilha perante o Senhor receberá a terra por herança e viverá em perfeita paz.
13250c0051	Os homens maus fazem planos para destruir o justo, e contra ele rangem os dentes;
13250d0054	o Senhor, porém, zomba deles porque sabe que o dia do castigo está se aproximando.
13250e0085	Os maus preparam suas espadas, preparam seus arcos para destruir o humilde e o pobre, para matar os que andam pelo caminho do Senhor.
13250f0069	No entanto, as suas espadas atravessarão os seus próprios corações, e os seus arcos serão quebrados.
132510005c	É melhor ter pouco e obedecer ao Senhor do que possuir as grandes riquezas dos homens maus,
132511005d	porque a força dos maus será quebrada, mas o Senhor sustentará os justos com a sua força.
132512006b	O Senhor observa passo a passo a vida dos íntegros de coração e prepara para eles uma recompensa eterna.
132513006c	Na época das dificuldades, eles não ficarão sem ajuda; quando houver fome, eles terão comida à vontade.
132514007d	Mas os maus desaparecerão. Os inimigos do Senhor murcharão como a erva; serão destruídos e desaparecerão como a fumaça.
132515008b	Os maus pedem emprestado e depois dizem: “Não tenho como pagar!” Os justos têm o bastante para si e ainda podem dar com generosidade.
1325160078	As pessoas que recebem a bênção do Senhor herdarão a terra, mas os que são amaldiçoados por ele serão eliminados.
1325170052	O Senhor firma o passo do homem que o agrada. Tem prazer na vida de quem é justo.
132518006d	O homem bom pode tropeçar, mas não ficará caído, pois o Senhor segura a sua mão e o ajuda a levantar-se.
1325190074	Já fui moço; agora sou um velho, mas nunca vi o justo ser abandonado pelo Senhor, nem seus filhos mendigar o pão.
13251a0062	Pelo contrário; ele é sempre bondoso, empresta de boa vontade, e seus filhos serão abençoados.
13251b005c	Assim, se você deseja um lar permanente e feliz, deixe a maldade e comece a praticar o bem.
13251c00b0	Pois o Senhor tem prazer na justiça e não abandona os que pertencem a ele; eles serão protegidos para sempre, mas a descendência dos que amam a injustiça será destruída.
13251d0049	As pessoas que amam a Deus herdarão a terra e nela viverão para sempre.
13251e003e	O justo sempre fala com sabedoria e sempre dá bons conselhos,
13251f005c	porque obedece de coração à lei do seu Deus; por isso, seus passos são firmes e seguros.
1325200048	O homem mau vive espiando o justo, fazendo planos para tirar-lhe a vida,
1325210084	mas o Senhor não permitirá que o justo caia em suas mãos; se um homem bom for julgado, Deus não deixará que ele seja condenado.
1325220090	Espere com paciência no Senhor e siga o seu caminho, e ele o exaltará e lhe dará a terra por herança. Você verá os maus serem destruídos.
132523005a	Eu mesmo vi um homem orgulhoso e mau crescendo em força e poder como um cedro do Líbano,
132524004c	mas, pouco tempo depois, procurei por ele e descobri que tinha desaparecido.
1325250091	Preste atenção no homem íntegro e no justo e verá que a coisa é bem diferente! Quem obedece ao Senhor e vive em paz terá um fim abençoado.
1325260074	Mas os que desobedecem às leis de Deus serão destruídos; a descendência dos ímpios será eliminada para sempre.
1325270048	O Senhor salva os justos; no dia da dificuldade ele é a sua proteção!
132528005b	O Senhor ajuda e livra os justos dos planos perversos dos homens maus, porque confiam nele.
132601006c	Salmo de Davi. Uma petição. Senhor, não me castigue enquanto está irado, nem me discipline no seu furor!
132602005f	As suas flechas se cravaram profundamente no meu corpo; todo o peso da sua mão caiu sobre mim.
132603006d	Por causa da sua ira, todo o meu corpo está doente; a minha saúde está destruída por causa do meu pecado.
132604005f	Estou me afogando nos meus pecados; eles são como um fardo pesado que já não posso suportar.
1326050065	As minhas feridas ficam inflamadas, cheias de pus, e cheiram mal, por causa da minha falta de juízo.
1326060058	Estou andando curvado e abatido o dia inteiro; saio vagueando como se estivesse de luto.
1326070043	As minhas costelas ardem como fogo, meu corpo inteiro está doente.
132608005a	Sinto-me muito fraco e desesperado; vivo gemendo porque meu coração está cheio de medo.
1326090048	Diante do Senhor estão os meus anseios; o Senhor conhece o meu suspiro.
13260a005f	Meu coração bate depressa, minha força quase se foi; além de tudo isso, estou ficando cego.
13260b0069	Meus amigos, parentes e conhecidos se afastam de mim, com medo da minha doença. Meus vizinhos me evitam.
13260c0098	Enquanto isso, meus inimigos preparam armadilhas para me matar. Andam espalhando mentiras a meu respeito e passam o dia planejando meios de me destruir.
13260d0045	Sou como um surdo que não ouve, e como um mudo que não abre a boca.
13260e004a	Eu me faço de surdo a essas ameaças. Também não respondo com palavras.
13260f0040	Eu espero no Senhor; aguardo a sua resposta, ó Senhor meu Deus!
132610005e	Pois eu disse: Não permita que se alegrem quando eu cair, nem me ataquem quando eu tropeçar.
1326110039	Estou quase caindo e carrego essa dor comigo dia e noite.
1326120040	Confesso a minha culpa, fico angustiado por causa do meu pecado.
1326130065	Meus inimigos, porém, são muitos e fortes; é grande o número de pessoas que me odeiam sem razão.
132614004a	Eles me pagam o bem com o mal, porque eu tomo o partido dos justos e bons.
1326150042	Ó Senhor, não me abandone! Não fique longe de mim, ó meu Deus!
1326160031	Senhor, meu Salvador, venha depressa me socorrer!
132701010a	Para o mestre de música. Ao estilo de Jedutum. Salmo de Davi. Pensei comigo mesmo: Vou tomar cuidado com a minha conduta e com o que falo para não cair no pecado. Ficarei bem calado, especialmente quando estiver na presença de pessoas que não obedecem ao Senhor.
132702005c	Então fiquei quieto como um mudo; nada falei, nem sequer coisas boas; a minha dor aumentou.
1327030072	O meu coração ardia-me no peito, e, enquanto pensava em silêncio, o fogo aumentava. Então comecei a perguntar:
1327040093	Senhor, mostre-me o fim da minha vida e o tempo que me resta aqui na terra. Mostre-me como a vida é curta e me faça conhecer a minha fragilidade.
13270500a4	Que é a minha vida aos seus olhos? Tem apenas alguns momentos de duração. A minha vida é como nada diante do Senhor. Na verdade, o homem não passa de um sopro.
13270600e1	Ele é uma simples sombra que passa num instante. Não adianta ele se inquietar. Por mais rico e poderoso que seja o homem, a sua vida não passa de um breve vazio. Ele se esforça e ajunta riquezas para outro desfrutar dela.
132707004d	Mas agora, Senhor, o que devo esperar? O Senhor é a minha única esperança!
1327080043	Liberte-me de todas as minhas maldades para que não zombem de mim.
1327090057	Senhor, fico calado. Não posso abrir a boca, pois sei que este castigo veio do Senhor.
13270a0050	Tira, Senhor, este castigo! Já não aguento mais receber os golpes da sua mão.
13270b0096	Quando o Senhor castiga e repreende alguém por causa de seus pecados, tira-lhe o que tem de mais precioso. Sim, a vida humana não passa de um sopro.
13270c00cb	Ó Senhor, ouça a minha oração! Escute os meus gritos de socorro! Não fique calado, vendo as minhas lágrimas rolarem. Nesta terra eu sou apenas um estrangeiro, um peregrino, como foram os meus pais.
13270d0070	Desvie de mim os seus olhos; deixe-me tomar fôlego para continuar vivendo, antes que eu vá e deixe de existir.
132801008f	Para o mestre de música. Salmo de Davi. Esperarei com confiança pela ajuda do Senhor. Ele se inclinou para mim e ouviu meu pedido de socorro.
1328020088	Ele me tirou do fundo de um poço de desespero e medo, de um atoleiro de lama; ele me fez andar sobre uma rocha e firmou os meus passos.
13280300a1	Colocou uma nova canção em minha boca, um hino de louvor ao nosso Deus. Muita gente verá o que ele fez por mim e passará a respeitar o Senhor e confiar nele.
132804007c	Há muitas bênçãos para aquele que confia no Senhor e que não depende de homens orgulhosos, nem se apega aos mentirosos.
13280500e1	Senhor, meu Senhor! São muitas as maravilhas que tem feito para nós. Os seus planos são perfeitos. Ninguém pode ser comparado ao Senhor. Gostaria de anunciar ao mundo as suas grandes obras, mas elas são numerosas demais!
132806009b	O que o Senhor deseja do seu povo não são sacrifícios e ofertas; o Senhor não deseja sacrifícios e ofertas, mas ouvidos prontos a obedecer à sua voz.
132807003f	Por isso eu disse: Aqui estou, conforme está escrito no Livro.
1328080062	Minha maior alegria é fazer a sua vontade, ó meu Deus. A sua lei está gravada no meu coração.
1328090067	Anuncio a todo o povo as boas notícias de justiça. Não fico calado, e o Senhor sabe disso muito bem.
13280a00a0	Não guardo só para mim essas boas notícias. Anuncio em alto e bom som a sua fidelidade e a sua salvação. Não escondo do povo a sua graça e a sua verdade.
13280b006e	Senhor, não me deixe sem a sua misericórdia; permita que eu seja protegido pelo seu amor e pela sua verdade,
13280c00cc	porque os problemas que enfrento são grandes demais. Minhas culpas me alcançaram, e já não consigo enxergar; são muitas, mais que os fios de cabelo da minha cabeça. Por isso, estou muito desanimado.
13280d0041	Por favor, Senhor, vem libertar-me! Depressa, Senhor, socorra-me!
13280e0090	Cubra de vergonha e desonra todos os inimigos que tentam acabar comigo. Faça seus planos falharem, porque eles se alegram com o meu sofrimento.
13280f004b	Que fiquem chocados com a sua própria desgraça aqueles que zombam de mim.
1328100095	Mas alegrem-se e fiquem contentes no Senhor todos aqueles que o buscam; aqueles que amam o Senhor; que possam sempre dizer: “Grande é o Senhor!”
13281100b0	Quanto a mim, sou pobre e necessitado, porém o Senhor se importa comigo e cuida de mim. O Senhor é o meu apoio e o meu Salvador! Venha salvar-me! Venha depressa, ó meu Deus.
132901007e	Para o mestre de música. Salmo de Davi. Como é feliz aquele que ajuda o necessitado. O Senhor o salva no dia da dificuldade.
132902007f	O Senhor protegerá e guardará a sua vida. Ele fará com que seja feliz e não permitirá que caia nas mãos de seus inimigos.
132903006f	Quando estiver doente, o Senhor estará ao seu lado em seu leito de enfermidade e o restaurará da sua doença.
1329040067	Eu orei: “Ó Senhor, tenha misericórdia de mim! Cure a minha alma, porque pequei contra o Senhor”.
1329050084	Meus inimigos falam maldosamente contra mim e perguntam: “Quando será que ele vai morrer? Quando será esquecido pelos homens?”
132906009e	Quando alguém vem me visitar, finge ser amigo, fala com falsidade, mas no fundo do coração sei que ele me odeia e vive espalhando calúnias a meu respeito.
132907005c	Meus inimigos se juntam e cochicham contra mim. Fazem planos contra mim e espalham mentiras.
132908006e	“Ele está com uma doença mortal e desconhecida!”, dizem. “Ele está de cama e jamais se levantará!”
1329090062	Até meu melhor amigo, em quem eu confiava, me traiu! Quantas e quantas vezes nós comemos juntos!
13290a007a	Mas Senhor, por favor, tenha misericórdia de mim! Devolva-me a saúde para que eu possa dar a eles o castigo que merecem.
13290b0060	Tenho certeza de que o Senhor me ama, porque não deixou que o meu inimigo triunfasse sobre mim.
13290c0065	O Senhor me protege porque sempre fiz o que é certo; por isso, viverei para sempre na sua presença.
13290d004c	Louvado seja o Senhor, o Deus de Israel, para sempre e sempre. Amém! Amém!
132a010095	Para o mestre de música. Um poema dos coraítas. Como a corça procura ansiosamente um riacho, assim a minha alma tem sede pelo Senhor, ó meu Deus.
132a02005b	A minha alma tem sede de Deus, do Deus vivo; quando poderei estar de novo na sua presença?
132a030091	As minhas lágrimas têm me servido de alimento de dia e de noite, enquanto meus inimigos zombam de mim, perguntando: “Onde anda o seu Deus?”
132a0400a4	Quando me lembro de como costumava ir à frente do povo que subia ao templo para adorar, cantando de alegria e louvando a Deus numa grande festa, choro de tristeza.
132a0500a6	Por que você está tão triste ó minha alma? Por que está assim tão desanimada? Tenha confiança em Deus! Pois ainda voltarei a louvá-lo; ele é o meu Salvador e
132a06009b	meu Deus. Sinto a minha alma profundamente abatida e por isso procuro lembrar do seu poder, desde a terra do rio Jordão, do monte Hermom e do monte Mizar.
132a070094	Um abismo chama outro abismo; ouço o ruído das suas fortes correntes de tristeza que me encobrem, fazendo lembrar o barulho de grandes cachoeiras.
132a0800aa	Mas, para vencer tudo isso, conceda-me, Senhor, o seu amor cuidadoso e constante de dia. E durante a noite quero cantar em seu louvor e orar ao meu Deus, que me dá vida.
132a09009b	Digo a Deus, a minha Rocha: “Por que o Senhor se esqueceu de mim? Por que tenho que viver sofrendo e chorando por causa dos ataques dos meus inimigos?”
132a0a007d	Cada vez que, zombando, eles perguntam: “Então onde anda esse seu Deus?”, é como se meus ossos sofressem agonia mortal.
132a0b00a2	Por que você está tão triste, ó minha alma? Por que está assim tão desanimada? Espere em Deus! Pois eu ainda o louvarei; ele é o meu Salvador e o meu Deus.
132b010068	Ó Deus, julgue com justiça o meu caso contra um povo infiel! Livra-me desses homens falsos e injustos.
132b020098	O Senhor, ó Deus, é a minha fortaleza. Por que o Senhor me rejeitou? Por que tenho de viver sofrendo e chorando por causa da opressão do meu inimigo?
132b030067	Envie a sua luz e a sua verdade para me guiarem e me levarem ao monte do seu santo templo, à sua casa.
132b040097	Então levarei minhas ofertas ao altar de Deus. Ele é a fonte da minha alegria e júbilo; eu o louvarei ao som da harpa. Sim, meu Deus, eu o louvarei!
132b0500a8	Por que você está assim tão triste, ó minha alma? Por que está assim tão desanimada? Espere em Deus! Pois eu ainda o louvarei; ele é o meu Salvador e o meu Deus.
132c0100b0	Para o mestre de música. Dos coraítas. Um poema. Ó Deus, ouvimos com nossos próprios ouvidos as histórias dos nossos pais a respeito dos seus grandes feitos, em seus dias.
132c0200b8	Com a sua própria mão o Senhor arrancou desta terra os povos pagãos que aqui viviam, dando lugar ao nosso povo. Israel se tornou o dono de toda a terra, e o Senhor os fez prosperar.
132c0300ee	Não foi por sua própria força, nem com suas armas. Eles venceram os inimigos e conquistaram a terra pela mão direita do Senhor, pelo seu forte braço e iluminados pela luz do seu rosto. Conseguiram isso por causa do seu amor por eles.
132c04005c	Ó Deus, o Senhor é o meu rei! O Senhor ordena e confirma a vitória de Israel, o seu povo.
132c05007b	Pois somente com a sua ajuda podemos vencer os nossos inimigos; pelo seu nome pisamos naqueles que se levantam contra nós.
132c060039	Não confio em meu arco e na minha espada para me salvar,
132c070051	mas no Senhor que vence os nossos inimigos e cobre de vergonha os que nos odeiam.
132c080056	Deus é o motivo de nos gloriarmos a cada instante; louvaremos o seu nome para sempre.
132c090090	No entanto, o Senhor nos rejeitou e por isso passamos vergonha diante das nações. O Senhor já não sai às batalhas com os nossos exércitos,
132c0a006a	e por isso somos obrigados a fugir do inimigo; nossos adversários nos odeiam e roubam as nossas riquezas.
132c0b0071	O Senhor entregou os israelitas à morte, como ovelhas num matadouro; nosso povo foi espalhado entre as nações.
132c0c0044	O Senhor nos vendeu a troco de nada, não lucrando com o seu preço.
132c0d0082	As nações vizinhas zombam e riem de nós por causa do que aconteceu. Somos motivo de riso e menosprezo daqueles que nos rodeiam.
132c0e0066	O Senhor fez de nós motivo de zombaria entre as nações; os povos meneiam a cabeça quando nos veem.
132c0f0051	Onde quer que eu vá, sofro o mesmo vexame; o meu rosto está coberto de vergonha
132c100062	por causa daqueles que me afrontam e blasfemam, por causa dos meus inimigos que desejam vingança.
132c110070	Senhor, por que tudo isso aconteceu? Nós não nos esquecemos do Senhor, nem deixamos de cumprir a sua aliança.
132c12005a	Nossos corações não abandonaram o Senhor; nossos pés não se desviaram do seu caminho.
132c130076	Então, por que razão o Senhor nos castiga nesta terra seca e sem vida? Por que o Senhor nos cobriu de densas trevas?
132c140078	Se tivéssemos esquecido o nome do nosso Deus e tivéssemos estendido as nossas mãos em oração a deuses estrangeiros,
132c150049	Deus com certeza saberia, pois ele conhece os segredos de cada coração!
132c16008b	Mas o fato é que por sermos fiéis ao Senhor estamos sofrendo perigo de morte a todo instante; somos como ovelhas destinadas ao matadouro.
132c170058	Acorde, Senhor! Por que continua indiferente? Levante-se! Não nos abandone para sempre!
132c18004b	Por que esconde de nós o seu rosto e esquece a nossa miséria e desespero?
132c190056	Já fomos tão humilhados que andamos com o rosto no chão, arrastando o corpo no pó.
132c1a0060	Levante-se, Senhor! Venha socorrer o seu povo! Salve-nos por causa do seu amor fiel e constante.
132d0100e7	Para o mestre de música. Conforme a melodia Os lírios. Dos coraítas. Poema. Cântico de casamento. Meu coração está cheio de bons pensamentos. Estou inspirado como um grande escritor, e dedicarei ao rei a minha bela canção.
132d02006e	Você é o homem mais notável, as suas palavras demonstram graça, e, por isso, Deus o abençoou eternamente.
132d030055	Coloca a sua espada à cintura, grande guerreiro! Cobre-se de glória e de majestade!
132d04008f	E, cheio de majestade, cavalga para a vitória, defende a verdade, a misericórdia e a justiça. Que a sua mão direita realize grandes feitos!
132d05006c	Suas flechas são afiadas e atingem sempre o coração dos seus inimigos; as nações se tornam seus servos.
132d06005a	O seu trono, ó Deus, é eterno; a justiça e a verdade são os instrumentos do seu reino.
132d070081	Ama a justiça e odeia o pecado. Por isso, Deus, o seu Deus, o ungiu com o óleo da alegria, como a nenhum dos seus companheiros.
132d0800c4	As suas roupas são perfumadas com mirra, aloés e cássia. Nos seus palácios, onde as paredes são cobertas de marfim, ouvem-se os instrumentos de corda, tocando belas canções, para o alegrar.
132d09008b	Entre as mulheres do seu palácio há filhas de reis. Ao seu lado está assentada a rainha, usando joias finas feitas do ouro puro de Ofir.
132d0a0062	Ouça o meu conselho, ó princesa. Não fique remoendo lembranças de seu país e da casa paterna.
132d0b0069	O rei está apaixonado pela sua beleza. Dê a ele atenção e respeito, porque agora ele é o seu senhor.
132d0c0061	As pessoas da cidade de Tiro virão trazer presentes; pessoas poderosas virão lhe pedir favores.
132d0d0077	A filha do rei é formosa no interior do palácio; ela é muito bonita, e suas roupas são enfeitadas com fios de ouro.
132d0e0093	Vestida de finas roupas bordadas, ela é levada à presença do rei; ao seu lado vai um cortejo de damas de honra, e são levadas à sua presença.
132d0f0043	Que grupo alegre e jubiloso elas formam ao entrar no palácio real!
132d10006a	No futuro, haverá uma nova família real na terra; seus filhos serão príncipes e reis por toda a terra.
132d110067	Tornarei o seu nome conhecido e famoso para sempre; por isso, as nações lhe darão honra para sempre!
132e0100af	Para o mestre de música. Dos coraítas. Para vozes agudas. Um cântico. Deus é o nosso refúgio e fortaleza. Ele é aquela ajuda na qual se pode confiar no dia da angústia.
132e020062	Por isso não ficaremos perturbados, mesmo que a terra trema e as montanhas desabem dentro do mar.
132e030075	Ficaremos tranquilos, mesmo se houver grandes enchentes e terremotos a ponto de sacudirem os montes com a sua fúria.
132e040085	Há um rio que corre mansamente pela cidade de Deus, um rio que enche de alegria quem vive lá, o santo lugar onde vive o Altíssimo.
132e050074	Deus mesmo vive ali. Por isso, ela não será abalada! O próprio Deus vem em seu auxílio desde o romper da manhã.
132e06008f	As nações gritam e se agitam iradas, mas quando Deus ergue a voz, a terra se derrete submissa — os reinos se encolhem, com medo e respeito.
132e070051	O Senhor dos Exércitos está entre nós; o Deus de Israel é a nossa proteção.
132e080066	Venham, vejam as grandes obras do Senhor! Vejam como ele castigou várias nações com a destruição!
132e090071	Ele acaba com a guerra em todo o mundo, quebrando o arco, despedaçando a lança e queimando os escudos com fogo.
132e0a007b	“Fiquem quietos e saibam, de uma vez por todas, que eu sou Deus! Todas as nações da terra hão de honrar o meu nome!”
132e0b0051	O Senhor dos Exércitos está entre nós; o Deus de Israel é a nossa proteção!
