2800000005	Matei
2c0f0d0085	A Bhanabha na Pauli bhakapumulanjeje kutalashiya, a Yakobho gubhatandwibhe kubheleketa bhalinkuti, “Ashaapwanga mmbilikanishiyanje!
2c0f0e00cf	A Shimoni guna bhashemwaga a Petili bhatutalashiye, bhukalago a Nnungu shibhaashite languya kwaapinganga bhandunji bhangabha Bhayaudi, gubhaagwilenje bhananji munkumbi gwabhonjimo bhabhanganje bhandu bhabho.
2c0f0f0072	Na malobhe ga ashinkulondola bha a Nnungu ganatolana na jene nganiji, malinga shiijandikwe Mmajandiko ga Ukonjelo,
2c0f10007c	‘Gapitaga genega shimuje, na shinjenje kabhili ku nyumba jibhomweshe ja a Daudi, shing'alaye maame gakwe nishenga kabhili.
2c0f11006b	Nkupinga bhandunji bhaigelenje, na bha ilambo ina bhaashemwanga kwa lina lyangu, bhaaloleyanje Bhakulungwa.
2c0f120046	Bhakulungwa bhashite, bhatendile genega gamanyishe kuumila bhukala.’
2c0f13006f	“Kwa nneyo, nne ngunatenda nnei, tunaabhuyanje bhandunji bhangabha Bhayaudi bhakwaatendebhushilanga a Nnungu.
2c0f1400bf	Ikabhe twaajandishilanje bhaluwa kuti bhanalyanganje yalya yanyata ya mbepei ya ashinnungu bha yanamu, bhaiepuyanje na labhalabha, bhanataunanje nnyama yawa shibhudu na bhanalyanganje minyai.
2c0f15008d	Pabha kuumila bhukala bhapalinji bhandu bhalunguyanga Malajilo ga a Musha na ganashomwa nnyumba ya jujila Nnungu kila lyubha lya pumulila.”
2c0f160138	Bhai, mitume na bhandunji bhowe bha a Nnungu na bhanangulungwa bhabhonji gubhaagwilenje bhandunji kukopoka munkumbi gwabhonji bhaatumanje kwenda ku Antiokia na a Pauli na a Bhanabha. Bhai, gubhaagwilenje a Yuda guna pubhashemwaga a Bhalishabha na a Shila bhowenji bhandunji bha manyika munkumbi gwa bhakilishitu.
2c0f1700b8	Gubhaakamuyenje bhaluwa jajandikwe nnei, “Uwe twaashapwenunji, mitume na bhanangulungwa, shalamu yenunji mwashaapwetu bha ilambo ina nninginji ku Antiokia na ku Shilia na ku Kilikia.
2c0f1800b2	Tupilikene kuti bhandunji bhananji bha kopoka kunngwetu kuno bhashikumpuganyanga kwa malobhe gabhonji, nikumpanganga lipamba mmitima jenunji. Ikabheje akuno jwakwa abhatumilenje.
2c0f190087	Kwa nneyo tushitama pamo nilagana twaagulanje bhandu twaatumanje bhajiyangananje kweneko na ashaambwiga ajetunji a Bhanabha na a Pauli,
2c0f1a0058	bhandunji bhaikakatimilenje gumi gwabhonji kwa ligongo lya liengo lya a Yeshu Kilishitu.
2c0f1b0061	Bhai, twaatumilenje a Yuda na a Shila shibhammalanjilanje kwa kang'wa yabhonji gutujandishe gano.
2c0f1c0068	Pabha Mbumu jwa Ukonjelo na uwe tushibhona sha mmbone tunantwikanje mishigo ikabhe gene gapinjikwa gala.
2c0f1d00cb	Yani, nnalyanganje nnyama ibhishilwe mbepei kuyanamu, nnapapilanje minyai na nnalyangaanje nnyama yawa shibhudu, mwiepuyanje na labhalabha. Shintendanje mwammbone mwiepuyangaga na yeneyo. Mwanjangana!”
2c0f1e0091	Mitume bhala bhakalajilwanjeje, gubhaelelenje kuloya ku Antiokia. Kweneko gubhashemilenje lugwinjili lwa bhakilishitu gubhaapelenje bhaluwa jila.
2c0f1f005b	Bhakashomanjeje bhaluwa jila, malobhe gakwe gakwaataganga ntima niguyaanonyelenje kwa kaje.
2c0f2000b5	Bhai a Yuda na a Shila, pabha na bhalabhonji pubhalinginji ashinkulondola bha a Nnungu, gubhakungulukenje nabhonji kwa malobhe gamagwinji bhalikwaataganga ntima na kwaashimilikanga.
2c0f2100b0	Na bhakatamanganeje kweneko kwa mobha gashoko, bhakilishitu bha ku Antiokia bhakwalajilangaga akuno bhalikwajujilanga ulele, kungai gubhabhujilengene kubhandunji bhaatumilenje.
2c0f220034	Ikabheje a Shila gubhabhweni shammbone bhatame koko.
2c0f230097	A Pauli na a Bhanabha gubhatemingenenje ku Antiokia kwa mobha, bhalijiganyanga na lunguya lilobhe lya Bhakulungwa pamo na bhandunji bhana bhabhagwinji.
2c0f2400b9	Gakapiteje mobha gashoko, a Pauli gubhaabhalanjile a Bhanabha, “Tubhuje tukaowelanje ashaapwetu kila shilambo shitulungwiye lilobhe lya Bhakulungwa, tukaalolanje bhalinginji bhuli.”
2c0f250049	A Bhanabha gubhapinjile bhalongane nabhonji a Yowana bhaashemwa a Maliko.
2c0f260086	Ikabheje a Pauli bhangapinga kulongana na a Maliko, pabha ku Pampilia bhashinkwaalekenga nikana kulongana nabhonji kuliengo lyabhonji.
2c0f270082	Bhai, gubhataukengenenje kwa punda, mpaka gubhalekenenje. A Bhanabha gubhaatolile a Maliko, gubhakwelilenje meli kwenda ku Shilia.
2c0f280074	Ikabheje a Pauli gubhaagwile a Shila, bhakilishitu bha penepo bhakaajujilanjeje mboka ja Bhakulungwa, gubhajabhwile.
2c0f29005f	Gwene mwanjago gubhapitile ku Shilia na ku Kilikia, bhalipita shimilika bhandunji bha a Nnungu.
2c100100ed	A Pauli gubhaishe ku shilambo sha Debhe na ku Lishitila, kweneko bhatendaga tama bhaajiganywa bhamo bhashemwa a Timoteo. Anyinabhabho nabhalabho pubhaaliji bhaakulupalila na pubahaaliji Bhayaudi, ikabheje ainabhabho pubhaaliji Bhagiliki.
2c1002005a	A Timoteo bhatendaga shuma uguja ku bhakilishitu bhatamanganaga ku Lishitila na ku Ikonio.
2c100300de	A Pauli gubhapinjile bhalongane na a Timoteo, kwa nneyo gubhaatajile unyago. Bhashinkutenda nneyo kwa ligongo lya Bhayaudi bhatamanganaga jene mmbali jila bhashinkumumanyanga kuti a Timoteo ainabhabho pubhaaliji Bhagiliki.
2c100400c9	Pubhapitanganaga muilambo mula, a Pauli na a Timoteo bhashinkwapanganga bhandunji malajilo gakopweshe ku Yelushalemu kwa ashimitume bha a Yeshu na bhanangulungwa, gubhaakomelesheyenje bhagatolelelanje.
2c10050091	Kwa nneyo bhandunji bha yene nyumba ya jujila Nnungu ila gubhapundilenje kwiishimilika nngulupai na bhandunji bha kwiilunda bhakujenjeshekangaga.
2c100600ad	A Pauli na ashajabhonji gubhapitilenje mmbali ya ku Piligia na ku Galatia, pabha Mbumu jwa Ukonjelo ashinkwaibhililanga bhanalunguyanje gwene ntengago muilambo ya ku Ashiya.
2c10070098	Bhakaikangananjeje mu mpika gwa shilambo sha Mishia, gubhalinjilenje kujinjila kushilambo sha ku Bhishinia, ikabheje Mbumu jwa a Yeshu gwabhalimbiyenje.
2c1008003d	Bhai, gubhapitilenje ku Mishia, gubhaelelenje mpaka ku Toloa.
2c1009009a	Shilo, a Pauli gubhaagamile, gubhammweni mundu jumo jwa ku Makedonia ajimi alikwaajuga “Nnjomboshe nnjiye ku bhandunji bha ku Makedonia kuntujangute.”
2c100a00a6	Shangupe a Pauli bhakaagamileje nneyo, twangakabha gutupanganishe kwenda ku Makedonia, tulikumumanya kuti a Nnungu bhashikutushema tukaalungushiyanje Ngani ja Mmbone.
2c100b0064	Tukajabhuleje ku Toloa, gutukwelile meli kwenda ku Shamotalake na malabhi gakwe gutuishe ku Neapoli.
2c100c00a8	Tukajabhuleje penepo, gutuishe mpaka ku Pilipi shilambo sha ku Makedonia, shilambo shikulungwa sha Bhaloma jene mmbali jila. Gutulonjeye shene shilambosho mobha gowepe.
2c100d00a1	Lyubha lya Pumulila gutukopweshe palanga shilambo, gutupite nnyenje lushi nkuloleya pa jujila Nnungu, gututemi nkukunguluka na bhanabhakongwe bhaimenenje penepo.
2c100e010f	Munkumbi gwa bhatupilikanishiyangaga bhala, bhashinkupagwa bhakongwe bhamo bhaajogopaga a Nnungu bhashemwaga a Lidia, bha shilambo sha ku Tiatila bhaaliji na upindi gwa nngubho ya galama. Bhakulungwa bhashinkwaugulila ntima, bhagaposhele malobhe gubhabheleketaga a Pauli.
2c100f00e2	Bhakabhatishweje bhenebho na bhandunji bha nnyumba jabho, gubhatushemile kungwabho bhalinkuti, “Ibhaga kweli nnjibhweninji ngulupai jangu ku Bhakulungwa, nnjiangananje kumui kuntamangananje.” Gubhatushondelesheye kwa kaje.
2c101000c6	Lyubha limo tulikwenda pa kwaajujila a Nnnugu, gutuimene naka mwali jumo akwete lioka lya londola. Jwene mwalijo atendaga kwaapatilanga mmbiya yaigwinji ashinangologwe kwa liengo lyakwe lya londola.
2c101100ba	Bhai, mwali jula gwabhakagwile a Pauli na uwe, alijobhela alinkuti, “Abha bhandunjibha nibhaakamula maengo bha a Nnungu bha kunnungu. Bhanakungulushilanga mpanda gwa patila ntapulo!”
2c101200ec	Gwatendile nneyo kwa mobha gamagwinji mpaka lyubha limo a Pauli guyaashimile, gubhatendebhwishe gubhammalanjile lioka jula, “Ngunakuamulisha kwa lina lya a Yeshu Kilishitu gunshoshe aju!” Shangupe lioka jula gwanshoshile mwali jula.
2c101300cd	Ashinangologwe mwali jula bhakabhonanjeje ngulupai jabhonji jaapatilangaga mmbiya jiobhile, gubhaakamwilenje a Pauli na a Shila, nikwaakwakwatilanga mpaka kubhaushiyanga indu kubhakulungwanji bha shilambo.
2c10140072	Gubhaalugwilenje ku bhaaukumulanga bhalinkutinji, “Abha bhandunjibha Bhayaudi, na bhananyatyanga shilambo shetu.
2c10150064	Bhanalunguyanga ngani ja ikubho ikaapinjikwa kuiposhela uwe wala kuikagula, pabha uwe tu Bhaloma.”
2c101600b9	Lugwinjili lowe lwa bhandu gulwaajendelenje kukwakomanga a Pauli na a Shila, nabhalabhonji bhaaukumulanga gubhaulilenje ngubho yabhonji kwa mashili, gubhaamulishenje bhakomwanje ibhoko.
2c10170078	Bhakakomwanjeje kwa kaje gubhaugalilwenje nnigelesha, gubhannajilenje linjola jwa ligelesha kubhika ulinda gwa kajekaje.
2c10180097	Linjolajo akapateje gene malajilogo, gwabhaugalilenje a Pauli na a Shila kati ja nkati ligelesha lila bhali bhaatabhilenje makongono na makono nnipoto.
2c1019009b	Tome na pakati shilo a Pauli na a Shila bhatendaga juganga Nnungu akuno bhalijimbanga nyimbo ya kwainiya, bhaatabhwanga bhananji bhalikwaapilikanishiyanga.
2c101a00d8	Shangupe, litaka likutetemelaga kwa jogoya na mubhaolelenje makumba ga lijumba lya ligeleshalila mukutenganyikaga, shangupe milango jowe ja ligelesha lila jikuugukaga na mindondolo jibhatabhilwenje jila jikugopokaga.
2c101b00bd	Linjola jwa ulinda jula akajumusheje nikujibhona milango ja ligelesha jiugwishe, gwaganishiye kuti bhaatabhwanga bhowe bhabhutekenje, kwa nneyo gwaolomwele upanga gwakwe nkupinga aibhulaje.
2c101c0061	Ikabheje a Pauli gubhautiye lilobhe bhalinkuti, “Unaipoteshe, pabha uwe tubhowe tupali pano.”
2c101d008d	Gwashemiye kandili, jikaisheje linjola jula gwabhutushile nkati, gwaigwishiye pamakongono ga a Pauli na a Shila akuno alitetemela kwa jogopa.
2c101e0049	Kungai gwabhakopoyenje palanga, nigwashite, “Ndende bhuli niitapule?”
2c101f0052	Gubhannjangwilenje, “Gwaakulupalile a Yeshu shiutapulwe ugwe na likaja lyako.”
2c1020005f	Bhai, gubhannungushiyenje lilobhe lya Bhakulungwa jwenejo na bhandunji bhowe bha likaja lyakwe.
2c102100a8	Linjola jula gwabhatolilenje malanga ga shilo pegala gwabhaukengenje ilonda yabhonji, kungai jwenejo na bhandunji bha nnyumba jakwe bhowe gubhabhatishwenje gwanakamope.
2c102200a7	Gwabhapelekenje a Pauli na a Shila kunngwakwe, gwabhapelenje shalya. Jwalakwe na bhandunji bha nnyumba jakwe gubhainonyelenje, pabha nnaino bhaakulupalilenje a Nnungu.
2c1023008c	Kukasheje lyamba, bhaukumulanga gubhaatumilenje bhakulungwanji bha manjola bhalinkutinji, “Nkaagopolanje bhandunji bhala bhajendangane.”
2c102400ad	Linjola jula akwaalugulilaga a Pauli jene nganijo alinkuti. “Bhaukumulanga bhashitumanga ntenga nkupinga nngopolwanje. Bhai, nnaino nkopokangane nnjendangane kwa ulele.”
2c10250116	Ikabheje a Pauli gubhannjangwile, “Bhashikutukomanga ibhoko palugwinjili gwangali kutuukumula na uwe Tubhaloma. Na kabhili bhashikutuugalilanga nnigelesha na nnaino bhanapinganga kutugopolanga kwa nng'iyo! Nngabha nneyo, ikabheje bhajiyangananje ashaayene kubhatukopoyanje.”
2c1026009a	Bhakulungwanji bha manjola gubhapitenje kwaalugulilanga bhaukumulanga jene nganijo, bhakapilikananjeje kuti a Pauli na a Shila ni Bhaloma, gubhajogopenje.
2c1027007c	Kwa nneyo, gubhapite kwaagwilanga pa makongono, bhakaakopoyanjeje palanga gubhaajujilenje bhashokangananje pa shilambo pala.
2c102800a2	A Pauli na a Shila gubhakopokenje nnigelesha, gubhapitengenenje kumui kwa a Lidia. Kweneko gubhaimenenje na bhakilishitu na bhakaataganjeje ntima gubhajabhulenje.
2c11010081	Bhakapitilanjeje ku Ampipoli na ku Apolonia, gubhapitengenenje mpaka ku Teshalonike, kweneko jashinkupagwa shinagogi ja Bhayaudi.
2c1102008f	A Pauli malinga nkubho gwabho gubhailundile, gubhakungulwishe nabhonji ga Majandiko ga Ukonjelo kwa Mobha ga Pumulila gatatu gwangali pumulila.
2c110300a4	Bhalilunguya na talashiya kuti yashinkupinjikwa a Yeshu bhapotekwe na bhayushe kukopoka kubhawilenje. Na kuti, “A Yeshu bhungunnungushiyangabho ni a Kilishitu.”
2c110400bf	Bhananji munkumbi gwabhonji gubhakulupalilenje nigubhailundilenje na a Pauli na a Shila. Na Bhagiliki bhabhagwinji bhaajogopangaga a Nnungu na bhanabhakongwe bhakulungwanji, gubhailundilenje.
2c1105013d	Ikabheje Bhayaudi gubhakwetenje lupimililo, gubhapolekenje bhandunji bhangalinginji bha mmbone, gubhatendilenje ulendo nigubhakumbuyenje nnjasha pa shilambo powe. Gubhapitengenenje ku nyumba ja a Yashoni bhaliganishiyanga kuti kweneko shibhaapatanje a Pauli na a Shila nkupinga bhaapelekanje ku lugwinjili lwa bhandu.
2c110600f2	Ikabheje bhangaapatanga, kwa nneyo gubhaakwekwetenje a Yashoni na bhakilishitu bhananji mpaka ku bhakulungwanji bha shilambo, bhalijobhelanga bhalinkutinji, “Bhene bhandunjibha bhanapuganyanga shilambolyo na nnaino bhaikengenenje na kukuno.
2c11070096	A Yashoni bhashikwaposhelanga kunngwabho. Bhowe bhanakananga Malajilo ga a Kaishali, bhakutinji. ‘Bhapali bhakulungwa bhana bhashemwa a Yeshu.’”
2c1108005c	Kwa gene malobhego, bhakulungwanji bha shilambo na lugwinjili lwa bhandunji gubhatengukenje.
2c1109006e	Gubhaatendilenje a Yashoni na ashaajabhonji bhowe bhashoyanje mmbiya, kungai gubhaaleshilenje bhajabhulangane.
2c110a009a	Ikaishileje shilo, bhakilishitu bhala gubhaapelekenje a Pauli na a Shila mpaka ku Bheloya. Bhakaikanganeje kweneko gubhajinjilenje nshinagogi ja Bhayaudi.
2c110b00fd	Bhene bhandunjibho pubhalinginji bhanguja kupunda bha ku Teshalonike bhala. Gubhaliposhelenje lilobhe lila kwa ntima gwa mmbone, gubhakaguyenje Majandiko ga Ukonjelo kila lyubha, nkupinga bhalolanje ibhaga ibheleketwa na a Pauli na a Shila ili ya kweli.
2c110c0086	Bhabhagwinji munkumbi gwabhonji mula bhakukulupalilangaga na bhanabhakongwe Bhagiliki bhakwetenje itengu na bhanabhalume bhabhagwinji.
2c110d00d0	Ikabheje Bhayaudi bha ku Teshalonike bhakapilikananjeje kuti a Pauli bhanalungaya lilobhe lya a Nnungu ku Bheloya, gubhapitengenenje kweneko, gubhatandubhenje kutenda nnjasha na kukwiya lugwinjili lwa bhandu.
2c110e0085	Shangu bhakilishitu bhala gubhaapelesheyenje a Pauli mpaka kunyenje litanda, ikabheje a Shila na a Timoteo gubhalepekenje ku Bheloya.
2c110f00c1	Ikabheje bhaapelesheyenje a Pauli bhala, gubhaapelekenje mpaka ku Atene. Kungai, gubhabhujilenje na ntenga kukopoka kwa a Pauli gwa kuti, a Shila na a Timoteo bhanakabhanje kwaakagula ku Atene.
2c111000a1	A Pauli bhali nkwaalindililanga a Shila na a Timoteo ku Ateneko, yashinkwaashima muntima gwabho bhakaibhoneje yanamu ya ashinnungu igumbele shene shilambo shila.
2c111100ce	Bhai, nshinagogi a Pauli bhatendaga kunguluka na Bhayaudi na bhandunji bhana bhaajogopangaga a Nnungu na kila lyubha bhatendaga tenda nkungulu gwa palugwinjili na bhandunji bhobhowe bhaibhoneyangaga penepo.
2c11120124	Na bhananji bhakagulangaga majiganyo ga a Epikulo na a Ashitoiki gubhataukenje. Bhananji bhalinkutinji, “Bhapinga bheleketa nndi bhangumbabha?” Bhananji gubhashiteanje, “Paabhoneka mbuti bhanalunguya ga ashi nnungu bha shijeni.” Pabha a Pauli bhatendaga lunguya ga a Yeshu na ga yuka.
2c111300d2	Kwa nneyo gubhaatolilenje a Pauli gubhaapelekenje ku lukumbi lwa ashikalongolele bha shilambo lwashemwaga Aleopago, gubhashitenje, “Tunapinga tugamanye malombolelo ga majiganyo genu ga shijeni gunkulunguyaga.
2c1114007b	Indu ina itupilikene mmakutu getu inabhoneka ya shijeni kungwetu. Tunapinga tumumanye yene indui malombolelo gakwe nndi.”
2c11150095	Pabha bhandunji bha ku Atene na bhandunji bhananji bhatamanganaga kweneko bhatendaga pinganga kutagulilana na pilikanishiya ngani ja indu ya shijeni.
2c1116009d	Bhai, a Pauli gubhajimi pa lukumbi lwa Aleopago, gubhashite, “Mmashilambo bha pa Atene! Pungubhona kuti mmanganyanji nnatolelelanga kwa kaje ngani ja dini,
2c111700fb	pabha punapitaga ako na koko nikwibhona indu yenunji munkujujilanga Nnungu, njikushibhona shitala shimo shijandishwe. ‘Kwa a Nunngu bhutukakwamanya.’ Bhai, nne ngunakunnungushiyanga, ga bhene a Nnungu bhunkwaatindibhalilanga gwangali kwaamanyabho.
2c111800bf	“A Nnungu, bhapengenye shilambolyo na indu yowe ili nkati jakwe, bhashibha Bhakulungwa bha kunnungu na pa shilambolyo, bhalabho bhakatama mmajumba ga jujila Nnungu gashenjilwe na bhandunji.
2c1119009b	Na wala shakwa shibhaapinga mundu abhatendele mbuti shipali shibhaaloleya, pabha bhenebho ni bhakwaapanganga bhandu bhowe gumi na kwaapanganga kila shindu.
2c111a00d1	Na kukoposhela kuka mundu jumo a Nnungu gubhapengenye bhandunji bha ilambo yowe nikwaatendanga bhajenelanje pa shilambolyo. Bhali bhajibhishile miongwe na mipika ja mmbali ya ilambo ya tama bhene bhandunjibho.
2c111b00ae	“Bhashinkutenda nneyo, nkupinga bhandunji bha ilambo yowe bhaaloleyanje nkali kwaapapaya papaya, iishile pakwabhona. Nkali nneyo, a Nnungu bhangataliya pubhali tome na uwe.
2c111c00b7	Malinga shabhelekete mundu jumo, ‘Pabha mututama nkati jabho, tunajima jima, nikola gumi!’ Na malinga bhaajimba bhenunji bhana shibhashite lugulanga. ‘Uwe twaashibhana bhabho’
2c111d00a8	Bhai ibhaga, uwe tuli twaashibhana bhabho a Nnungu, tukaapinjikwa kuganishiya kuti Unnungu ulandana na shaabhu, eu ela eu liganga, indu ibheywa kwa lunda lwa bhandunji.
2c111e00ab	Bhai, bhukala gwa ubhelu gwa bhandunji gula a Nnungu bhashinkutenda mbuti bhakakuubhona. Ikabheje nnaino, a Nnungu bhanalajila bhandunji bhowe bha kila mmbali bhaipetanje.
2c111f00dc	Pabha bhabhishile lyubha limo lya ukumula bhandunji bha pa shilambolyo gwangali kummonela mundu, kupitila mundu jumo jubhanng'agwile. A Nnungu bhashikong'ondela genego kwa kunnyuya jwene mundujo kukopoka kubhawilenje!”
2c112000c3	Bhai, bhakaapilikananjeje a Pauli bhalibheleketa ngani ja yuywa bhawilenje, bhananji gubhatendilenje mbenji, ikabheje bhananji gubhashitenje, “Tunapinga tupilikanishiye kabhili jene nganiji.”
2c11210038	A Pauli gubhajabhwile, gubhaaleshilenje pa lukumbi pala.
2c112200b7	Ikabheje bhandunji bhana gubhaakagwilenje na gubhakulupalilenje. Munkumbimo bhaapali a Dionishi bhaaliji bha munkumbi gwa Aleopago na bhakongwe bhamo lina lyabho a Damali na bhananji.
2c12010047	Gakapiteje genego, a Pauli gubhajabhwile ku Atene gubhapite ku Kolinto.
2c12020120	Kweneko gubhaimenenje na Bhayaudi bhamo lina lyabho a Akula, bhashilambo bha ku Ponto. A Akila na akongobhabho a Pilishika, bhashinkuiakangana mobha gogo kukopoka ku Italia, pabha a Kaishali Kilaudio bhashinkuamulisha Bhayaudi bhowe bhajabhulangane ku Lumi, a Pauli gubhapite kwaalolanga,
2c1203007e	pabha nabhalabhonji pubhalinginji mapundi bha totanga maema malinga bhalabho, a Pauli gubhatemi nabhonji nikamula liengo pamo.
2c1204006c	Kila Lyubha lya Pumulila bhatendaga tenda nkungulu nshinagogi, bhalilinga kwaajuganga Bhayaudi na Bhagiliki.
2c120500aa	A Shila na a Timoteo bhakaikanganeje kukopoka ku Makedonia, a Pauli gubhapundile kulunguya lilobhe lya a Nnungu, bhalikong'ondela ku Bhayaudi kuti a Yeshu ni a Kilishitu.
2c120600e2	Bhakaataukanjeje na kwaatukananga, gubhakung'winde nngubho yabho bhalinkuti, “Nng'obhangaga mwigambanje mwashaayene, nne nangali sha gambwa ga jene nganiji. Na kutandubhila nnaino shinyende kubhandunji bhangabha Bhayaudi.”
2c1207009c	Bhai, gubhajabhwile gubhapite tama pamui pakamumdu jumo Mgiliki abhajogopaga a Nnungu lina lyakwe Tito Yushitushi, nyumba jakwe pujaliji mpika na shinagogi.
2c120800e3	Na a Kilishipashi pubhaaliji bhakulungwa bha shinagogi gubhaakulupalile a Nnungu bhenebho na bhandunji bhowe bha likaja lyabho. Bhakolinto bhabhagwinji bhakapilikananjeje gwene ntengago, gubhakulupalilenje na gubhabhatishwenje.
2c1209006b	Lyubha limo shilo, Bhakulungwa gubhaalugulile a Pauli nng'agamii. “Unajogope, upunde kulunguya unapumule,
2c120a0072	pabha nne namwene puni na ugwe. Jwakwa mundu shakupoteshe pabha pashilambo pano njikola bhandunji bhabhagwinji.”
2c120b005c	Bhai, a Pauli gubhatemi kweneko shaka shimo na myei shita bhalijiganya lilobhe lya a Nnungu.
2c120c0080	Ikabheje a Galio bhakabheje bhakulungwa bha shilambo sha Akaya, Bhayaudi gubhaakamwilenje a Pauli gubhaapelekenje ku bhaukumula.
2c120d0088	Gubhashitenje, “Tunakunnugula aju munduju ligongo lya kwakwiyanga bhandu bhaatindibhalilanje a Nnungu shamunape kuleka Shalia jetu.”
2c120e00c1	A Pauli bhakanabhe tandubha kubheleketa, a Galio gubhaalugulilenje Bhayaudi, “Mpilikananje Mmayaudi mmwe! Jene nganiji jikaaliji ja shilebho eu ja indu yangali ya mmbone ngampilikanishiyenje.
2c120f008f	Ibhaga ngani ja taukangana ga malobhe na mena na shalia jenunji, genego nnolanje mwaashayenenji. Nne ngapinga kubha nankuukumula jwa genego!”
2c12100028	Bhai, gubhaabhinjilenje pa lukumbi pala.
2c121100b0	Na bhowenji gubhaakamwilenje a Shoshiteneshi bhaliji bhakulungwa bha shinagogi, gubhaakomilenje pa lukumbi lwa ukumulila pala. Ikabheje a Galio bhangaimuka genego wala kashoko.
2c121200f3	A Pauli gubhatemi ku Kolinto na bhakilishitu bhala kwa mobha gamagwinji. Kungai gubhaalajilenje gubhakwelile meli kwenda ku Shilia gubhalongene na a Pilishika na a Akula. Ku Kenkelea, a Pauli gubhamojile umbo yabho pabha bhashinkutabha nalili.
2c12130090	Gubhaikengenenje ku Epesho na penepo a Pauli gubhaaleshilenje penepo a Pilishika na a Akila, gubhapite nshinagogi, gubhakungulwishe na Bhayaudi.
2c12140050	Bhayaudi gubhaajujilenje a Pauli bhatame mobha gamagwinji, ikabheje bhangakunda.
2c12150073	Ikabhe gubhaalajilenje, bhalinkuti, “A Nnungu bhapingaga shinyiye kabhili.” Gubhakwelile meli kwenda ku Epesho.
2c1216008d	Meli jikajimeje ku Kaishalia, a Pauli gubhajomboshele ku Yelushalemu kukwaalamushilanga bhandunji bha a Nnungu, kungai gubhapite ku Antiokia.
2c12170090	Gubhatemi kweneko mobha gashoko gubhajabhwile, gubhapitile pakati shilambo sha ku Galatia na ku Piligia bhalipita kwaashimilikanga bhakilishitu.
2c121800cd	Gene mobha pego ashinkupagwa Nnyaudi jumo lina lyakwe Apolo, jwa bhelekwa ku Alekishandilia, gwaishe ku Epesho. Paaliji mundu jwa manya kubheleketa na ashinkukola lunda lwa kugamanya Majandiko ga Ukonjelo.
2c121900bd	Ashinkujiganywa ga mpanda gwa Bhakulungwa na ashinkukola lilaka muntima gwakwe, gwatandwibhe kutalashiya na kujiganya ukoto ngani ja a Yeshu, akuno alikumumanya ga ubhatisho gwa a Yowanape.
2c121a00a2	A Pilishika na a Akula bhakampilikananjeje alibheleketa gwangali bhoga nshinagogi, gubhantolilenje kunngwabhonji nigubhannjigenyenje ukoto ga mpanda gwa a Nnungu.
2c121b00ea	Apolo akatumbilileje kwenda ku Akaya, bhakilishitu gubhantajilenje ntima kwa kwaajandishilanga bhakilishitu bha ku Akaya kula bhamposhelanje. Akaisheje kweneko, kwa mboka ja a Nungu gwakombwele kwaajangutilanga bhakulupalilenje bhala,
2c121c00a1	pabha ashinkupunda kubheleketa kwa manyilila mpaka Bhayaudi nilepela kuntauka pa lugwinjili alikong'ondela kwa Majandiko ga Ukonjelo kuti a Yeshu ni a Kilishitu.
2c1301007c	Apolo pubhaliji ku Kolinto, a Pauli gubhapite mwilambo ya kuntundu, gubhaishe ku Epesho gubhaaimenenje bhaajiganywa bhowepe.
2c130200af	Gubhaabhushiyenje, “Nkakulupalilanjeje mwaposhelenje Mbumu jwa Ukonjelo?” Bhalabhonji gubhajangwilenje, “Ntape! Numbe tukanabhepilikana kuti apali Mbumu jwa Ukonjelo.”
2c13030083	Kwa nneyo a Pauli gubhaabhushiyenje, “Igala mwabhatishwenje ubhatisho gwashi?” Gubhaajangwilenje, “Ubhatisho gwa a Yowana.”
2c130400c4	A Pauli gubhashite, “Ubhatisho gwa a Yowana pugwaaliji gwa langula kuti bhandunji bhaipetilenje. A Yowana bhatendaga kwaabhalanjilanga bhandunji kuti bhankulupalilanje akwiyajo, yani a Yeshu.”
2c1305004e	Bhakapilikananjeje genego, gubhabhatishwenje kwa lina lya Bhakulungwa a Yeshu.
2c13060084	Bhai, a Pauli gubhaabhishilenje makono, Mbumu jwa Ukonjelo akwaatulushilangaga, gubhatandwibhenje kubheleketa luga inape na londola.
2c13070046	Pubhalinginji bhandunji bhanabhalume kuishila likumi limo na bhabhili.
2c1308009f	Kwa myei jitatu a Pauli bhatendaga jinjila nshinagogi, bhalibheleketa gwangali bhoga, bhalibhuyana na bhandunji na bhalikwaakwiyanga ga Ukulungwa gwa a Nnungu.
2c1309016e	Ikabheje bhananji gubhataukenje, gubhakanilenje kukulupalila, gubhatandwibhenje kubheleketa yangali ya mmbone ga mpanda gwa Bhakulungwa pa lugwinjili. Penepo a Pauli gubhajabhwile nikwalekanga, gubhaatolilenje kunyenje bhaajiganywa bhabho gubhakungulwishe nabhonji na bhuyana na bhandunji kila lyubha nnyumba jimo ja shelemala jika mundu jumo, lina lyakwe Tilanushi.
2c130a0093	Gubhapundile kutenda nneyo kwa yaka ibhili mpaka bhashilambo bhowe bha ku Ashia na Bhayaudi na Bhagiliki, gubhapilikenenje lilobhe lya Bhakulungwa.
2c130b0035	A Nnungu gubhatendile ilapo yapunda kupitila a Pauli.
2c130c00b2	Bhandunji bhatendaga tolanga itambaa ya kwiungutila matukuta na nngubho ya a Pauli, nipeleka kubhalwelenji, nilamiywanga ilwele yabhonji na bhakwetenje maoka nipata kuleshelelwa.
