010000000c	בראשית
17370b0094	כן יהיה דברי אשר יצא מפי לא ישוב אלי ריקם כי אם עשה את אשר חפצתי והצליח אשר שלחתיו׃
17370c0094	כי בשמחה תצאו ובשלום תובלון ההרים והגבעות יפצחו לפניכם רנה וכל עצי השדה ימחאו כף׃
17370d0084	תחת הנעצוץ יעלה ברוש תחת הסרפד יעלה הדס והיה ליהוה לשם לאות עולם לא יכרת׃
173801007a	כה אמר יהוה שמרו משפט ועשו צדקה כי קרובה ישועתי לבוא וצדקתי להגלות׃
173802007f	אשרי אנוש יעשה זאת ובן אדם יחזיק בה שמר שבת מחללו ושמר ידו מעשות כל רע׃
17380300a3	ואל יאמר בן הנכר הנלוה אל יהוה לאמר הבדל יבדילני יהוה מעל עמו ואל יאמר הסריס הן אני עץ יבש׃
173804008b	כי כה אמר יהוה לסריסים אשר ישמרו את שבתותי ובחרו באשר חפצתי ומחזיקים בבריתי׃
1738050087	ונתתי להם בביתי ובחומתי יד ושם טוב מבנים ומבנות שם עולם אתן לו אשר לא יכרת׃
17380600b2	ובני הנכר הנלוים על יהוה לשרתו ולאהבה את שם יהוה להיות לו לעבדים כל שמר שבת מחללו ומחזיקים בבריתי׃
17380700bc	והביאותים אל הר קדשי ושמחתים בבית תפלתי עולתיהם וזבחיהם לרצון על מזבחי כי ביתי בית תפלה יקרא לכל העמים׃
173808005f	נאם אדני יהוה מקבץ נדחי ישראל עוד אקבץ עליו לנקבציו׃
173809003f	כל חיתו שדי אתיו לאכל כל חיתו ביער׃
17380a0084	צפו עורים כלם לא ידעו כלם כלבים אלמים לא יוכלו לנבח הזים שכבים אהבי לנום׃
17380b0094	והכלבים עזי נפש לא ידעו שבעה והמה רעים לא ידעו הבין כלם לדרכם פנו איש לבצעו מקצהו׃
17380c0063	אתיו אקחה יין ונסבאה שכר והיה כזה יום מחר גדול יתר מאד׃
173901008e	הצדיק אבד ואין איש שם על לב ואנשי חסד נאספים באין מבין כי מפני הרעה נאסף הצדיק׃
1739020042	יבוא שלום ינוחו על משכבותם הלך נכחו׃
1739030045	ואתם קרבו הנה בני עננה זרע מנאף ותזנה׃
1739040078	על מי תתענגו על מי תרחיבו פה תאריכו לשון הלוא אתם ילדי פשע זרע שקר׃
1739050073	הנחמים באלים תחת כל עץ רענן שחטי הילדים בנחלים תחת סעפי הסלעים׃
1739060078	בחלקי נחל חלקך הם הם גורלך גם להם שפכת נסך העלית מנחה העל אלה אנחם׃
1739070050	על הר גבה ונשא שמת משכבך גם שם עלית לזבח זבח׃
17390800a7	ואחר הדלת והמזוזה שמת זכרונך כי מאתי גלית ותעלי הרחבת משכבך ותכרת לך מהם אהבת משכבם יד חזית׃
1739090075	ותשרי למלך בשמן ותרבי רקחיך ותשלחי צריך עד מרחק ותשפילי עד שאול׃
17390a0060	ברב דרכך יגעת לא אמרת נואש חית ידך מצאת על כן לא חלית׃
17390b00a1	ואת מי דאגת ותיראי כי תכזבי ואותי לא זכרת לא שמת על לבך הלא אני מחשה ומעלם ואותי לא תיראי׃
17390c0044	אני אגיד צדקתך ואת מעשיך ולא יועילוך׃
17390d0089	בזעקך יצילך קבוציך ואת כלם ישא רוח יקח הבל והחוסה בי ינחל ארץ ויירש הר קדשי׃
17390e004c	ואמר סלו סלו פנו דרך הרימו מכשול מדרך עמי׃
17390f00bb	כי כה אמר רם ונשא שכן עד וקדוש שמו מרום וקדוש אשכון ואת דכא ושפל רוח להחיות רוח שפלים ולהחיות לב נדכאים׃
173910007b	כי לא לעולם אריב ולא לנצח אקצוף כי רוח מלפני יעטוף ונשמות אני עשיתי׃
173911005f	בעון בצעו קצפתי ואכהו הסתר ואקצף וילך שובב בדרך לבו׃
173912005d	דרכיו ראיתי וארפאהו ואנחהו ואשלם נחמים לו ולאבליו׃
1739130065	בורא נוב שפתים שלום שלום לרחוק ולקרוב אמר יהוה ורפאתיו׃
1739140064	והרשעים כים נגרש כי השקט לא יוכל ויגרשו מימיו רפש וטיט׃
173915002e	אין שלום אמר אלהי לרשעים׃
173a010076	קרא בגרון אל תחשך כשופר הרם קולך והגד לעמי פשעם ולבית יעקב חטאתם׃
173a0200ca	ואותי יום יום ידרשון ודעת דרכי יחפצון כגוי אשר צדקה עשה ומשפט אלהיו לא עזב ישאלוני משפטי צדק קרבת אלהים יחפצון׃
173a03008d	למה צמנו ולא ראית ענינו נפשנו ולא תדע הן ביום צמכם תמצאו חפץ וכל עצביכם תנגשו׃
173a04007e	הן לריב ומצה תצומו ולהכות באגרף רשע לא תצומו כיום להשמיע במרום קולכם׃
173a0500b3	הכזה יהיה צום אבחרהו יום ענות אדם נפשו הלכף כאגמן ראשו ושק ואפר יציע הלזה תקרא צום ויום רצון ליהוה׃
173a060095	הלוא זה צום אבחרהו פתח חרצבות רשע התר אגדות מוטה ושלח רצוצים חפשים וכל מוטה תנתקו׃
173a07008c	הלוא פרס לרעב לחמך ועניים מרודים תביא בית כי תראה ערם וכסיתו ומבשרך לא תתעלם׃
173a08007a	אז יבקע כשחר אורך וארכתך מהרה תצמח והלך לפניך צדקך כבוד יהוה יאספך׃
173a090082	אז תקרא ויהוה יענה תשוע ויאמר הנני אם תסיר מתוכך מוטה שלח אצבע ודבר און׃
173a0a006e	ותפק לרעב נפשך ונפש נענה תשביע וזרח בחשך אורך ואפלתך כצהרים׃
173a0b00aa	ונחך יהוה תמיד והשביע בצחצחות נפשך ועצמתיך יחליץ והיית כגן רוה וכמוצא מים אשר לא יכזבו מימיו׃
173a0c0086	ובנו ממך חרבות עולם מוסדי דור ודור תקומם וקרא לך גדר פרץ משבב נתיבות לשבת׃
173a0d00c6	אם תשיב משבת רגלך עשות חפציך ביום קדשי וקראת לשבת ענג לקדוש יהוה מכבד וכבדתו מעשות דרכיך ממצוא חפצך ודבר דבר׃
173a0e008d	אז תתענג על יהוה והרכבתיך על במותי ארץ והאכלתיך נחלת יעקב אביך כי פי יהוה דבר׃
173b010053	הן לא קצרה יד יהוה מהושיע ולא כבדה אזנו משמוע׃
173b02008a	כי אם עונתיכם היו מבדלים בינכם לבין אלהיכם וחטאותיכם הסתירו פנים מכם משמוע׃
173b030081	כי כפיכם נגאלו בדם ואצבעותיכם בעון שפתותיכם דברו שקר לשונכם עולה תהגה׃
173b04007e	אין קרא בצדק ואין נשפט באמונה בטוח על תהו ודבר שוא הרו עמל והוליד און׃
173b050081	ביצי צפעוני בקעו וקורי עכביש יארגו האכל מביציהם ימות והזורה תבקע אפעה׃
173b060080	קוריהם לא יהיו לבגד ולא יתכסו במעשיהם מעשיהם מעשי און ופעל חמס בכפיהם׃
173b070084	רגליהם לרע ירצו וימהרו לשפך דם נקי מחשבותיהם מחשבות און שד ושבר במסלותם׃
173b08008b	דרך שלום לא ידעו ואין משפט במעגלותם נתיבותיהם עקשו להם כל דרך בה לא ידע שלום׃
173b090086	על כן רחק משפט ממנו ולא תשיגנו צדקה נקוה לאור והנה חשך לנגהות באפלות נהלך׃
173b0a007c	נגששה כעורים קיר וכאין עינים נגששה כשלנו בצהרים כנשף באשמנים כמתים׃
173b0b0079	נהמה כדבים כלנו וכיונים הגה נהגה נקוה למשפט ואין לישועה רחקה ממנו׃
173b0c007f	כי רבו פשעינו נגדך וחטאותינו ענתה בנו כי פשעינו אתנו ועונתינו ידענום׃
173b0d007b	פשע וכחש ביהוה ונסוג מאחר אלהינו דבר עשק וסרה הרו והגו מלב דברי שקר׃
173b0e007d	והסג אחור משפט וצדקה מרחוק תעמד כי כשלה ברחוב אמת ונכחה לא תוכל לבוא׃
173b0f0076	ותהי האמת נעדרת וסר מרע משתולל וירא יהוה וירע בעיניו כי אין משפט׃
173b10007d	וירא כי אין איש וישתומם כי אין מפגיע ותושע לו זרעו וצדקתו היא סמכתהו׃
173b110084	וילבש צדקה כשרין וכובע ישועה בראשו וילבש בגדי נקם תלבשת ויעט כמעיל קנאה׃
173b120068	כעל גמלות כעל ישלם חמה לצריו גמול לאיביו לאיים גמול ישלם׃
173b13008a	וייראו ממערב את שם יהוה וממזרח שמש את כבודו כי יבוא כנהר צר רוח יהוה נססה בו׃
173b140049	ובא לציון גואל ולשבי פשע ביעקב נאם יהוה׃
173b1500df	ואני זאת בריתי אותם אמר יהוה רוחי אשר עליך ודברי אשר שמתי בפיך לא ימושו מפיך ומפי זרעך ומפי זרע זרעך אמר יהוה מעתה ועד עולם׃
173c01004a	קומי אורי כי בא אורך וכבוד יהוה עליך זרח׃
173c020078	כי הנה החשך יכסה ארץ וערפל לאמים ועליך יזרח יהוה וכבודו עליך יראה׃
173c03003f	והלכו גוים לאורך ומלכים לנגה זרחך׃
173c040082	שאי סביב עיניך וראי כלם נקבצו באו לך בניך מרחוק יבאו ובנתיך על צד תאמנה׃
173c050078	אז תראי ונהרת ופחד ורחב לבבך כי יהפך עליך המון ים חיל גוים יבאו לך׃
173c060090	שפעת גמלים תכסך בכרי מדין ועיפה כלם משבא יבאו זהב ולבונה ישאו ותהלת יהוה יבשרו׃
173c070088	כל צאן קדר יקבצו לך אילי נביות ישרתונך יעלו על רצון מזבחי ובית תפארתי אפאר׃
173c080046	מי אלה כעב תעופינה וכיונים אל ארבתיהם׃
173c0900bd	כי לי איים יקוו ואניות תרשיש בראשנה להביא בניך מרחוק כספם וזהבם אתם לשם יהוה אלהיך ולקדוש ישראל כי פארך׃
173c0a007a	ובנו בני נכר חמתיך ומלכיהם ישרתונך כי בקצפי הכיתיך וברצוני רחמתיך׃
173c0b0084	ופתחו שעריך תמיד יומם ולילה לא יסגרו להביא אליך חיל גוים ומלכיהם נהוגים׃
173c0c0061	כי הגוי והממלכה אשר לא יעבדוך יאבדו והגוים חרב יחרבו׃
173c0d008b	כבוד הלבנון אליך יבוא ברוש תדהר ותאשור יחדו לפאר מקום מקדשי ומקום רגלי אכבד׃
173c0e00a7	והלכו אליך שחוח בני מעניך והשתחוו על כפות רגליך כל מנאציך וקראו לך עיר יהוה ציון קדוש ישראל׃
173c0f0077	תחת היותך עזובה ושנואה ואין עובר ושמתיך לגאון עולם משוש דור ודור׃
173c100083	וינקת חלב גוים ושד מלכים תינקי וידעת כי אני יהוה מושיעך וגאלך אביר יעקב׃
173c1100b8	תחת הנחשת אביא זהב ותחת הברזל אביא כסף ותחת העצים נחשת ותחת האבנים ברזל ושמתי פקדתך שלום ונגשיך צדקה׃
173c12007e	לא ישמע עוד חמס בארצך שד ושבר בגבוליך וקראת ישועה חומתיך ושעריך תהלה׃
173c1300a2	לא יהיה לך עוד השמש לאור יומם ולנגה הירח לא יאיר לך והיה לך יהוה לאור עולם ואלהיך לתפארתך׃
173c140081	לא יבוא עוד שמשך וירחך לא יאסף כי יהוה יהיה לך לאור עולם ושלמו ימי אבלך׃
173c150068	ועמך כלם צדיקים לעולם יירשו ארץ נצר מטעו מעשה ידי להתפאר׃
173c160061	הקטן יהיה לאלף והצעיר לגוי עצום אני יהוה בעתה אחישנה׃
173d0100b7	רוח אדני יהוה עלי יען משח יהוה אתי לבשר ענוים שלחני לחבש לנשברי לב לקרא לשבוים דרור ולאסורים פקח קוח׃
173d02005d	לקרא שנת רצון ליהוה ויום נקם לאלהינו לנחם כל אבלים׃
173d0300c5	לשום לאבלי ציון לתת להם פאר תחת אפר שמן ששון תחת אבל מעטה תהלה תחת רוח כהה וקרא להם אילי הצדק מטע יהוה להתפאר׃
173d040077	ובנו חרבות עולם שממות ראשנים יקוממו וחדשו ערי חרב שממות דור ודור׃
173d050055	ועמדו זרים ורעו צאנכם ובני נכר אכריכם וכרמיכם׃
173d060086	ואתם כהני יהוה תקראו משרתי אלהינו יאמר לכם חיל גוים תאכלו ובכבודם תתימרו׃
173d070081	תחת בשתכם משנה וכלמה ירנו חלקם לכן בארצם משנה יירשו שמחת עולם תהיה להם׃
173d080084	כי אני יהוה אהב משפט שנא גזל בעולה ונתתי פעלתם באמת וברית עולם אכרות להם׃
173d090083	ונודע בגוים זרעם וצאצאיהם בתוך העמים כל ראיהם יכירום כי הם זרע ברך יהוה׃
173d0a00ae	שוש אשיש ביהוה תגל נפשי באלהי כי הלבישני בגדי ישע מעיל צדקה יעטני כחתן יכהן פאר וככלה תעדה כליה׃
173d0b0093	כי כארץ תוציא צמחה וכגנה זרועיה תצמיח כן אדני יהוה יצמיח צדקה ותהלה נגד כל הגוים׃
173e01008a	למען ציון לא אחשה ולמען ירושלם לא אשקוט עד יצא כנגה צדקה וישועתה כלפיד יבער׃
173e020073	וראו גוים צדקך וכל מלכים כבודך וקרא לך שם חדש אשר פי יהוה יקבנו׃
173e030058	והיית עטרת תפארת ביד יהוה וצנוף מלוכה בכף אלהיך׃
173e0400b8	לא יאמר לך עוד עזובה ולארצך לא יאמר עוד שממה כי לך יקרא חפצי בה ולארצך בעולה כי חפץ יהוה בך וארצך תבעל׃
173e050074	כי יבעל בחור בתולה יבעלוך בניך ומשוש חתן על כלה ישיש עליך אלהיך׃
173e06009f	על חומתיך ירושלם הפקדתי שמרים כל היום וכל הלילה תמיד לא יחשו המזכרים את יהוה אל דמי לכם׃
173e070061	ואל תתנו דמי לו עד יכונן ועד ישים את ירושלם תהלה בארץ׃
173e0800ab	נשבע יהוה בימינו ובזרוע עזו אם אתן את דגנך עוד מאכל לאיביך ואם ישתו בני נכר תירושך אשר יגעת בו׃
173e090069	כי מאספיו יאכלהו והללו את יהוה ומקבציו ישתהו בחצרות קדשי׃
173e0a0080	עברו עברו בשערים פנו דרך העם סלו סלו המסלה סקלו מאבן הרימו נס על העמים׃
173e0b008e	הנה יהוה השמיע אל קצה הארץ אמרו לבת ציון הנה ישעך בא הנה שכרו אתו ופעלתו לפניו׃
173e0c0067	וקראו להם עם הקדש גאולי יהוה ולך יקרא דרושה עיר לא נעזבה׃
173f010097	מי זה בא מאדום חמוץ בגדים מבצרה זה הדור בלבושו צעה ברב כחו אני מדבר בצדקה רב להושיע׃
173f02003b	מדוע אדם ללבושך ובגדיך כדרך בגת׃
173f0300ad	פורה דרכתי לבדי ומעמים אין איש אתי ואדרכם באפי וארמסם בחמתי ויז נצחם על בגדי וכל מלבושי אגאלתי׃
173f040038	כי יום נקם בלבי ושנת גאולי באה׃
173f050075	ואביט ואין עזר ואשתומם ואין סומך ותושע לי זרעי וחמתי היא סמכתני׃
173f060055	ואבוס עמים באפי ואשכרם בחמתי ואוריד לארץ נצחם׃
173f0700aa	חסדי יהוה אזכיר תהלת יהוה כעל כל אשר גמלנו יהוה ורב טוב לבית ישראל אשר גמלם כרחמיו וכרב חסדיו׃
173f080055	ויאמר אך עמי המה בנים לא ישקרו ויהי להם למושיע׃
173f090097	בכל צרתם לא צר ומלאך פניו הושיעם באהבתו ובחמלתו הוא גאלם וינטלם וינשאם כל ימי עולם׃
173f0a0063	והמה מרו ועצבו את רוח קדשו ויהפך להם לאויב הוא נלחם בם׃
173f0b0086	ויזכר ימי עולם משה עמו איה המעלם מים את רעי צאנו איה השם בקרבו את רוח קדשו׃
173f0c006f	מוליך לימין משה זרוע תפארתו בוקע מים מפניהם לעשות לו שם עולם׃
173f0d003f	מוליכם בתהמות כסוס במדבר לא יכשלו׃
173f0e0070	כבהמה בבקעה תרד רוח יהוה תניחנו כן נהגת עמך לעשות לך שם תפארת׃
173f0f0091	הבט משמים וראה מזבל קדשך ותפארתך איה קנאתך וגבורתך המון מעיך ורחמיך אלי התאפקו׃
173f10008f	כי אתה אבינו כי אברהם לא ידענו וישראל לא יכירנו אתה יהוה אבינו גאלנו מעולם שמך׃
173f110079	למה תתענו יהוה מדרכיך תקשיח לבנו מיראתך שוב למען עבדיך שבטי נחלתך׃
173f120044	למצער ירשו עם קדשך צרינו בוססו מקדשך׃
173f13004a	היינו מעולם לא משלת בם לא נקרא שמך עליהם׃
1740010040	לוא קרעת שמים ירדת מפניך הרים נזלו׃
174002006d	כקדח אש המסים מים תבעה אש להודיע שמך לצריך מפניך גוים ירגזו׃
174003004f	בעשותך נוראות לא נקוה ירדת מפניך הרים נזלו׃
1740040072	ומעולם לא שמעו לא האזינו עין לא ראתה אלהים זולתך יעשה למחכה לו׃
1740050079	פגעת את שש ועשה צדק בדרכיך יזכרוך הן אתה קצפת ונחטא בהם עולם ונושע׃
1740060080	ונהי כטמא כלנו וכבגד עדים כל צדקתינו ונבל כעלה כלנו ועוננו כרוח ישאנו׃
174007007e	ואין קורא בשמך מתעורר להחזיק בך כי הסתרת פניך ממנו ותמוגנו ביד עוננו׃
1740080068	ועתה יהוה אבינו אתה אנחנו החמר ואתה יצרנו ומעשה ידך כלנו׃
1740090063	אל תקצף יהוה עד מאד ואל לעד תזכר עון הן הבט נא עמך כלנו׃
17400a0052	ערי קדשך היו מדבר ציון מדבר היתה ירושלם שממה׃
17400b0082	בית קדשנו ותפארתנו אשר הללוך אבתינו היה לשרפת אש וכל מחמדינו היה לחרבה׃
17400c0045	העל אלה תתאפק יהוה תחשה ותעננו עד מאד׃
174101007d	נדרשתי ללוא שאלו נמצאתי ללא בקשני אמרתי הנני הנני אל גוי לא קרא בשמי׃
174102006e	פרשתי ידי כל היום אל עם סורר ההלכים הדרך לא טוב אחר מחשבתיהם׃
174103006e	העם המכעיסים אותי על פני תמיד זבחים בגנות ומקטרים על הלבנים׃
1741040075	הישבים בקברים ובנצורים ילינו האכלים בשר החזיר ופרק פגלים כליהם׃
1741050074	האמרים קרב אליך אל תגש בי כי קדשתיך אלה עשן באפי אש יקדת כל היום׃
174106005a	הנה כתובה לפני לא אחשה כי אם שלמתי ושלמתי על חיקם׃
17410700b3	עונתיכם ועונת אבותיכם יחדו אמר יהוה אשר קטרו על ההרים ועל הגבעות חרפוני ומדתי פעלתם ראשנה על חיקם׃
17410800af	כה אמר יהוה כאשר ימצא התירוש באשכול ואמר אל תשחיתהו כי ברכה בו כן אעשה למען עבדי לבלתי השחית הכל׃
1741090076	והוצאתי מיעקב זרע ומיהודה יורש הרי וירשוה בחירי ועבדי ישכנו שמה׃
17410a0064	והיה השרון לנוה צאן ועמק עכור לרבץ בקר לעמי אשר דרשוני׃
17410b007c	ואתם עזבי יהוה השכחים את הר קדשי הערכים לגד שלחן והממלאים למני ממסך׃
17410c00c3	ומניתי אתכם לחרב וכלכם לטבח תכרעו יען קראתי ולא עניתם דברתי ולא שמעתם ותעשו הרע בעיני ובאשר לא חפצתי בחרתם׃
17410d00af	לכן כה אמר אדני יהוה הנה עבדי יאכלו ואתם תרעבו הנה עבדי ישתו ואתם תצמאו הנה עבדי ישמחו ואתם תבשו׃
17410e0069	הנה עבדי ירנו מטוב לב ואתם תצעקו מכאב לב ומשבר רוח תילילו׃
17410f0074	והנחתם שמכם לשבועה לבחירי והמיתך אדני יהוה ולעבדיו יקרא שם אחר׃
17411000b3	אשר המתברך בארץ יתברך באלהי אמן והנשבע בארץ ישבע באלהי אמן כי נשכחו הצרות הראשנות וכי נסתרו מעיני׃
174111007f	כי הנני בורא שמים חדשים וארץ חדשה ולא תזכרנה הראשנות ולא תעלינה על לב׃
1741120086	כי אם שישו וגילו עדי עד אשר אני בורא כי הנני בורא את ירושלם גילה ועמה משוש׃
174113006b	וגלתי בירושלם וששתי בעמי ולא ישמע בה עוד קול בכי וקול זעקה׃
17411400ac	לא יהיה משם עוד עול ימים וזקן אשר לא ימלא את ימיו כי הנער בן מאה שנה ימות והחוטא בן מאה שנה יקלל׃
1741150048	ובנו בתים וישבו ונטעו כרמים ואכלו פרים׃
174116008c	לא יבנו ואחר ישב לא יטעו ואחר יאכל כי כימי העץ ימי עמי ומעשה ידיהם יבלו בחירי׃
1741170074	לא ייגעו לריק ולא ילדו לבהלה כי זרע ברוכי יהוה המה וצאצאיהם אתם׃
1741180059	והיה טרם יקראו ואני אענה עוד הם מדברים ואני אשמע׃
17411900a7	זאב וטלה ירעו כאחד ואריה כבקר יאכל תבן ונחש עפר לחמו לא ירעו ולא ישחיתו בכל הר קדשי אמר יהוה׃
174201008d	כה אמר יהוה השמים כסאי והארץ הדם רגלי אי זה בית אשר תבנו לי ואי זה מקום מנוחתי׃
1742020093	ואת כל אלה ידי עשתה ויהיו כל אלה נאם יהוה ואל זה אביט אל עני ונכה רוח וחרד על דברי׃
17420300cc	שוחט השור מכה איש זובח השה ערף כלב מעלה מנחה דם חזיר מזכיר לבנה מברך און גם המה בחרו בדרכיהם ובשקוציהם נפשם חפצה׃
17420400c6	גם אני אבחר בתעלליהם ומגורתם אביא להם יען קראתי ואין עונה דברתי ולא שמעו ויעשו הרע בעיני ובאשר לא חפצתי בחרו׃
17420500af	שמעו דבר יהוה החרדים אל דברו אמרו אחיכם שנאיכם מנדיכם למען שמי יכבד יהוה ונראה בשמחתכם והם יבשו׃
174206005b	קול שאון מעיר קול מהיכל קול יהוה משלם גמול לאיביו׃
1742070050	בטרם תחיל ילדה בטרם יבוא חבל לה והמליטה זכר׃
17420800a1	מי שמע כזאת מי ראה כאלה היוחל ארץ ביום אחד אם יולד גוי פעם אחת כי חלה גם ילדה ציון את בניה׃
1742090071	האני אשביר ולא אוליד יאמר יהוה אם אני המוליד ועצרתי אמר אלהיך׃
17420a0074	שמחו את ירושלם וגילו בה כל אהביה שישו אתה משוש כל המתאבלים עליה׃
17420b006d	למען תינקו ושבעתם משד תנחמיה למען תמצו והתענגתם מזיז כבודה׃
17420c00ad	כי כה אמר יהוה הנני נטה אליה כנהר שלום וכנחל שוטף כבוד גוים וינקתם על צד תנשאו ועל ברכים תשעשעו׃
17420d005c	כאיש אשר אמו תנחמנו כן אנכי אנחמכם ובירושלם תנחמו׃
17420e008b	וראיתם ושש לבכם ועצמותיכם כדשא תפרחנה ונודעה יד יהוה את עבדיו וזעם את איביו׃
17420f007a	כי הנה יהוה באש יבוא וכסופה מרכבתיו להשיב בחמה אפו וגערתו בלהבי אש׃
1742100058	כי באש יהוה נשפט ובחרבו את כל בשר ורבו חללי יהוה׃
174211009f	המתקדשים והמטהרים אל הגנות אחר אחד בתוך אכלי בשר החזיר והשקץ והעכבר יחדו יספו נאם יהוה׃
1742120082	ואנכי מעשיהם ומחשבתיהם באה לקבץ את כל הגוים והלשנות ובאו וראו את כבודי׃
1742130107	ושמתי בהם אות ושלחתי מהם פליטים אל הגוים תרשיש פול ולוד משכי קשת תבל ויון האיים הרחקים אשר לא שמעו את שמעי ולא ראו את כבודי והגידו את כבודי בגוים׃
1742140116	והביאו את כל אחיכם מכל הגוים מנחה ליהוה בסוסים וברכב ובצבים ובפרדים ובכרכרות על הר קדשי ירושלם אמר יהוה כאשר יביאו בני ישראל את המנחה בכלי טהור בית יהוה׃
174215003e	וגם מהם אקח לכהנים ללוים אמר יהוה׃
174216009a	כי כאשר השמים החדשים והארץ החדשה אשר אני עשה עמדים לפני נאם יהוה כן יעמד זרעכם ושמכם׃
174217007b	והיה מדי חדש בחדשו ומדי שבת בשבתו יבוא כל בשר להשתחות לפני אמר יהוה׃
1742180098	ויצאו וראו בפגרי האנשים הפשעים בי כי תולעתם לא תמות ואשם לא תכבה והיו דראון לכל בשר׃
180000000a	ירמיה
1801010063	דברי ירמיהו בן חלקיהו מן הכהנים אשר בענתות בארץ בנימן׃
1801020082	אשר היה דבר יהוה אליו בימי יאשיהו בן אמון מלך יהודה בשלש עשרה שנה למלכו׃
18010300cd	ויהי בימי יהויקים בן יאשיהו מלך יהודה עד תם עשתי עשרה שנה לצדקיהו בן יאשיהו מלך יהודה עד גלות ירושלם בחדש החמישי׃
180104002a	ויהי דבר יהוה אלי לאמר׃
1801050074	בטרם אצורך בבטן ידעתיך ובטרם תצא מרחם הקדשתיך נביא לגוים נתתיך׃
1801060056	ואמר אהה אדני יהוה הנה לא ידעתי דבר כי נער אנכי׃
1801070087	ויאמר יהוה אלי אל תאמר נער אנכי כי על כל אשר אשלחך תלך ואת כל אשר אצוך תדבר׃
180108004a	אל תירא מפניהם כי אתך אני להצלך נאם יהוה׃
1801090071	וישלח יהוה את ידו ויגע על פי ויאמר יהוה אלי הנה נתתי דברי בפיך׃
18010a0099	ראה הפקדתיך היום הזה על הגוים ועל הממלכות לנתוש ולנתוץ ולהאביד ולהרוס לבנות ולנטוע׃
18010b006f	ויהי דבר יהוה אלי לאמר מה אתה ראה ירמיהו ואמר מקל שקד אני ראה׃
18010c005e	ויאמר יהוה אלי היטבת לראות כי שקד אני על דברי לעשתו׃
18010d008c	ויהי דבר יהוה אלי שנית לאמר מה אתה ראה ואמר סיר נפוח אני ראה ופניו מפני צפונה׃
18010e0055	ויאמר יהוה אלי מצפון תפתח הרעה על כל ישבי הארץ׃
18010f00d3	כי הנני קרא לכל משפחות ממלכות צפונה נאם יהוה ובאו ונתנו איש כסאו פתח שערי ירושלם ועל כל חומתיה סביב ועל כל ערי יהודה׃
1801100093	ודברתי משפטי אותם על כל רעתם אשר עזבוני ויקטרו לאלהים אחרים וישתחוו למעשי ידיהם׃
1801110094	ואתה תאזר מתניך וקמת ודברת אליהם את כל אשר אנכי אצוך אל תחת מפניהם פן אחתך לפניהם׃
18011200b6	ואני הנה נתתיך היום לעיר מבצר ולעמוד ברזל ולחמות נחשת על כל הארץ למלכי יהודה לשריה לכהניה ולעם הארץ׃
180113005e	ונלחמו אליך ולא יוכלו לך כי אתך אני נאם יהוה להצילך׃
180201002a	ויהי דבר יהוה אלי לאמר׃
18020200bb	הלך וקראת באזני ירושלם לאמר כה אמר יהוה זכרתי לך חסד נעוריך אהבת כלולתיך לכתך אחרי במדבר בארץ לא זרועה׃
180203007a	קדש ישראל ליהוה ראשית תבואתה כל אכליו יאשמו רעה תבא אליהם נאם יהוה׃
1802040050	שמעו דבר יהוה בית יעקב וכל משפחות בית ישראל׃
1802050080	כה אמר יהוה מה מצאו אבותיכם בי עול כי רחקו מעלי וילכו אחרי ההבל ויהבלו׃
18020600df	ולא אמרו איה יהוה המעלה אתנו מארץ מצרים המוליך אתנו במדבר בארץ ערבה ושוחה בארץ ציה וצלמות בארץ לא עבר בה איש ולא ישב אדם שם׃
1802070092	ואביא אתכם אל ארץ הכרמל לאכל פריה וטובה ותבאו ותטמאו את ארצי ונחלתי שמתם לתועבה׃
18020800b6	הכהנים לא אמרו איה יהוה ותפשי התורה לא ידעוני והרעים פשעו בי והנביאים נבאו בבעל ואחרי לא יועלו הלכו׃
1802090051	לכן עד אריב אתכם נאם יהוה ואת בני בניכם אריב׃
18020a0074	כי עברו איי כתיים וראו וקדר שלחו והתבוננו מאד וראו הן היתה כזאת׃
18020b006a	ההימיר גוי אלהים והמה לא אלהים ועמי המיר כבודו בלוא יועיל׃
18020c0048	שמו שמים על זאת ושערו חרבו מאד נאם יהוה׃
18020d009e	כי שתים רעות עשה עמי אתי עזבו מקור מים חיים לחצב להם בארות בארת נשברים אשר לא יכלו המים׃
18020e0048	העבד ישראל אם יליד בית הוא מדוע היה לבז׃
18020f0073	עליו ישאגו כפרים נתנו קולם וישיתו ארצו לשמה עריו נצתה מבלי ישב׃
1802100033	גם בני נף ותחפנס ירעוך קדקד׃
180211005e	הלוא זאת תעשה לך עזבך את יהוה אלהיך בעת מוליכך בדרך׃
1802120076	ועתה מה לך לדרך מצרים לשתות מי שחור ומה לך לדרך אשור לשתות מי נהר׃
18021300b5	תיסרך רעתך ומשבותיך תוכחך ודעי וראי כי רע ומר עזבך את יהוה אלהיך ולא פחדתי אליך נאם אדני יהוה צבאות׃
18021400a8	כי מעולם שברתי עלך נתקתי מוסרתיך ותאמרי לא אעבד כי על כל גבעה גבהה ותחת כל עץ רענן את צעה זנה׃
180215006b	ואנכי נטעתיך שרק כלה זרע אמת ואיך נהפכת לי סורי הגפן נכריה׃
180216006c	כי אם תכבסי בנתר ותרבי לך ברית נכתם עונך לפני נאם אדני יהוה׃
180217009f	איך תאמרי לא נטמאתי אחרי הבעלים לא הלכתי ראי דרכך בגיא דעי מה עשית בכרה קלה משרכת דרכיה׃
