0100000008	Gênesis
0f0a11006c	E acabaram-no com todos os homens que casaram com mulheres estranhas, até ao primeiro dia do primeiro mês.
0f0a1200ac	E acharam-se dos filhos dos sacerdotes que casaram com mulheres estranhas: dos filhos de Josué, filho de Josadak, e seus irmãos, Maaseias, e Eliezer, e Jarib, e Gadalias.
0f0a13007f	E deram a sua mão de que despediriam suas mulheres: e, achando-se culpados, ofereceram um carneiro do rebanho pelo seu delito.
0f0a14002a	E dos filhos de Immer: Hanani, e Zabadias.
0f0a150047	E dos filhos de Harim: Maaseias, e Elias, e Semaias, e Jehiel, e Uzias.
0f0a16004f	E dos filhos de Pashur: Elioenai, Maseias, Ishmael, Nathanel, Jozabad, e Elasa.
0f0a17005a	E dos levitas: Jozabad, e Simei, e Kelaias (este é Kelitas), Pethahias, Judá, e Eliezer.
0f0a180041	E dos cantores: Eliasib: e dos porteiros: Sallum, e Telem, e Uri.
0f0a19006b	E de Israel, dos filhos de Paros: Ramias, e Jezias, e Malchias, e Miamin, e Eleazer, e Malchias, e Benaias.
0f0a1a0052	E dos filhos de Elam: Matthanias, Zacarias, e Jehiel, e Abdi, e Jeremoth, e Elias.
0f0a1b0052	E dos filhos de Zattu: Elioenai Eliasib, Matthanias, e Jeremoth, e Zabad, e Aziza.
0f0a1c0039	E dos filhos de Bebai: Johanan, Hananias, Zabbai, Athlai.
0f0a1d004b	E dos filhos de Bani: Mesullam, Malluch, e Adaias, Jasub, e Seal, Jeremoth.
0f0a1e006a	E dos filhos de Pahath-moab: Adna, e Chelal, Benaias, Maseias, Matthanias, Besaleel, e Binnui, e Manasseh.
0f0a1f0043	E dos filhos de Harim: Eliezer, Jesias, Malchias, Semaias, Simeão,
0f0a20001c	Benjamin, Malluch, Semarias.
0f0a210055	Dos filhos de Hasum: Mathnai, Matthattha, Zabad, Eliphelet, Jeremai, Manasseh, Simei.
0f0a220029	Dos filhos de Bani: Maadai, Amram, e Uel,
0f0a230019	Benaias, Bedias, Cheluhi,
0f0a24001a	Vanias, Meremoth, Eliasib,
0f0a25001e	Matthanias, Mathnai, e Jaasai,
0f0a260018	E Bani, e Binnui, Simei,
0f0a27001f	E Selemias, e Nathan, e Adaias,
0f0a280019	Machnadbai, Sasai, Sarai,
0f0a29001e	Azareel, e Selemias, Semarias,
0f0a2a0017	Sallum, Amarias, José.
0f0a2b004e	Dos filhos de Nebo: Jeiel, Mattithias, Zabad, Zebina, Jaddai, Joel, e Benaias.
0f0a2c0062	Todos estes tomaram mulheres estranhas: e alguns deles tinham mulheres de quem alcançaram filhos.
1000000007	Neemias
100101007d	As palavras de Nehemias, filho de Hacalias. E sucedeu no mês de chisleu, no ano vigésimo, estando eu em Susan, a fortaleza,
100102009d	Que veio Hanani, um de meus irmãos, ele e alguns de Judá; e perguntei-lhes pelos judeus que escaparam, e que restaram do cativeiro, e acerca de Jerusalém.
10010300b2	E disseram-me: Os restantes, que restaram do cativeiro, lá na província estão em grande miséria e desprezo: e o muro de Jerusalém fendido, e as suas portas queimadas a fogo.
1001040090	E sucedeu que, ouvindo eu estas palavras, assentei-me e chorei, e lamentei por alguns dias: e estive jejuando e orando perante o Deus dos céus.
100105009d	E disse: Ah Senhor, Deus dos céus, Deus grande e terrível! que guarda o concerto e a benignidade para com aqueles que o amam e guardam os seus mandamentos;
100106012e	Estejam pois atentos os teus ouvidos, e os teus olhos abertos, para ouvires a oração do teu servo, que eu hoje oro perante ti, de dia e de noite, pelos filhos de Israel, teus servos: e faço confissão pelos pecados dos filhos de Israel, que pecamos contra ti; também eu e a casa de meu pai pecamos.
1001070088	De todo nos corrompemos contra ti, e não guardamos os mandamentos, nem os estatutos, nem os juízos, que ordenaste a Moisés teu servo.
100108007f	Lembra-te pois da palavra que ordenaste a Moisés, teu servo, dizendo: Vós transgredireis, e eu vos espalharei entre os povos.
10010900ef	E vós vos convertereis a mim, e guardareis os meus mandamentos, e os fareis: então, ainda que os vossos rejeitados estiverem no cabo do céu, de lá os ajuntarei e os trarei ao lugar que tenho escolhido para ali fazer habitar o meu nome.
10010a0062	Ainda são teus servos e o teu povo que resgataste com a tua grande força e com a tua forte mão.
10010b00ec	Ah, Senhor, estejam pois atentos os teus ouvidos à oração do teu servo, e à oração dos teus servos que desejam temer o teu nome; e faze prosperar hoje o teu servo, e dá-lhe graça perante este homem. Então era eu copeiro do rei.
10020100b3	Sucedeu pois no mês de nisan, no ano vigésimo do rei Artaxerxes, que estava posto vinho diante dele, e eu tomei o vinho, e o dei ao rei porém nunca estivera triste diante dele.
100202009b	E o rei me disse: Porque está triste o teu rosto, pois não estás doente? Não é isto senão tristeza de coração: então temi muito em grande maneira.
10020300bc	E disse ao rei: Viva o rei para sempre! Como não estaria triste o meu rosto, estando a cidade, o lugar dos sepulcros de meus pais, assolada, e tendo sido consumidas as suas portas a fogo?
1002040044	E o rei me disse: Que me pedes agora? Então orei ao Deus dos céus,
10020500b2	E disse ao rei: Se é do agrado do rei, e se o teu servo é aceito em tua presença, peço-te que me envies a Judá, à cidade dos sepulcros de meus pais, para que eu a edifique.
10020600ac	Então o rei me disse, estando a rainha assentada junto a ele: Quanto durará a tua viagem, e quando voltarás? E aprouve ao rei enviar-me, apontando-lhe eu um certo tempo.
1002070095	Disse mais ao rei: Se ao rei parece bem, dêem-se-me cartas para os governadores de além do rio, para que me dêem passagem até que chegue a Judá.
10020800f0	Como também uma carta para Asaph, guarda do jardim do rei, que me dê madeira para cobrir as portas do paço da casa, e para o muro da cidade, e para a casa em que eu houver de entrar. E o rei mas deu, segundo a boa mão de Deus sobre mim.
1002090088	Então vim aos governadores de além do rio, e dei-lhes as cartas do rei: e o rei tinha enviado comigo chefes do exército e cavaleiros.
10020a009e	O que ouvindo Sanballat, o horonita, e Tobias, o servo amonita, lhes desagradou com grande desagrado que alguém viesse a procurar o bem dos filhos de Israel.
10020b0030	E cheguei a Jerusalém, e estive ali três dias.
10020c00d4	E de noite me levantei, eu e poucos homens comigo, e não declarei a ninguém o que o meu Deus me pôs no coração para fazer em Jerusalém: e não havia comigo animal algum, senão aquele em que estava montado.
10020d00d5	E de noite saí pela porta do vale, e para a banda da fonte do dragão, e para a porta do monturo, e contemplei os muros de Jerusalém, que estavam fendidos, e as suas portas, que tinham sido consumidas pelo fogo.
10020e0079	E passei à porta da fonte, e ao viveiro do rei; e não havia lugar por onde pudesse passar a cavalgadura debaixo de mim.
10020f006e	Então de noite subi pelo ribeiro, e contemplei o muro: e voltei, e entrei pela porta do vale, e assim voltei.
10021000cb	E não souberam os magistrados aonde eu fui nem o que eu fazia: porque ainda nem aos judeus, nem aos nobres, nem aos magistrados, nem aos mais que faziam a obra, até então tinha declarado coisa alguma.
10021100df	Então lhes disse: Bem vêdes vós a miséria em que estamos, que Jerusalém está assolada, e que as suas portas tem sido queimadas a fogo: vinde pois e reedifiquemos o muro de Jerusalém, e não sejamos mais em opróbrio.
10021200cf	Então lhes declarei como a mão do meu Deus me fôra favorável, como também as palavras do rei, que ele me tinha dito: então disseram: Levantemo-nos, e edifiquemos. E esforçaram as suas mãos para o bem
10021300be	O que ouvindo Sanballat, o horonita, e Tobias, o servo amonita, e Gesem, o arábio, zombaram de nós, e desprezaram-nos, e disseram: Que é isto que fazeis? quereis rebelar-vos contra o rei?
10021400c9	Então lhes respondi, e disse: O Deus dos céus é o que nos fará prosperar; e nós, seus servos, nos levantaremos e edificaremos: que vós não tendes parte, nem justiça, nem memória em Jerusalém.
10030100da	E levantou-se Eliasib, o sumo sacerdote, com os seus irmãos, os sacerdotes, e edificaram a porta do gado, a qual consagraram; e levantaram as suas portas: e até a torre de Meah consagraram, e até a torre de Hananel.
1003020062	E junto a ele edificaram os homens de Jericó: também ao seu lado edificou Zaccur, filho de Imri.
100303008d	E a porta do peixe edificaram os filhos de Senaa; a qual emadeiraram, e levantaram as suas portas com as suas fechaduras e os seus ferrolhos.
10030400b7	E ao seu lado reparou Meremoth, filho de Urias, o filho de Kós; e ao seu lado reparou Mesullam, filho de Berechias, o filho de Mesezabel; e ao seu lado reparou Zadok, filho de Baana.
1003050073	E ao seu lado repararam os tekoitas: porém os seus ilustres não meteram o seu pescoço ao serviço de seu senhor.
10030600b1	E a porta velha repararam-na Joiada, filho de Paseah, e Mesullam, filho de Besodias: estes a emadeiraram, e levantaram as suas portas com as suas fechaduras e os seus ferrolhos.
100307008f	E ao seu lado repararam Melatias, o gibeonita, e Jadon, meronothita, homens de Gibeon e Mispah, até ao assento do governador de aquém do rio.
10030800a4	Ao seu lado reparou Uziel, filho de Harhaias, um dos ourives; e ao seu lado reparou Hananias, filho dum dos boticários; e deixaram a Jerusalém até ao muro largo.
100309004e	E ao seu lado reparou Rephaias, filho de Hur, maioral de metade de Jerusalém.
10030a007c	E ao seu lado reparou Jedaias, filho de Harumaph, e defronte de sua casa; e ao seu lado reparou Hattus, filho de Hasabneias.
10030b0071	A outra porção reparou Malchias, filho de Harim, e Hasub, filho de Pahathmoab: como também a torre dos fornos.
10030c006b	E ao seu lado reparou Sallum, filho de Lohes, maioral da outra meia parte de Jerusalém, ele e suas filhas.
10030d00d1	A porta do vale reparou-a Hanun e os moradores de Zanoah: estes a edificaram, e lhe levantaram as portas com as suas fechaduras e os seus ferrolhos, como também mil côvados no muro, até à porta do monturo.
10030e00b3	E a porta do monturo reparou-a Malchias, filho de Rechab, maioral do distrito de Beth-cherem: este a edificou, e lhe levantou as portas com as suas fechaduras e os seus ferrolhos.
10030f012c	E a porta da fonte reparou-a Sallum, filho de Col-hose, maioral do distrito de Mispah: este a edificou, e a cobriu, e lhe levantou as portas com as suas fechaduras e os seus ferrolhos, como também o muro do viveiro de Selah, ao pé do jardim do rei, e até aos degraus que descem da cidade de David.
10031000ad	Depois dele edificou Nehemias, filho de Azbuk, maioral da metade de Beth-zur, até defronte dos sepulcros de David, e até ao viveiro artificial, e até à casa dos varões.
1003110082	Depois dele repararam os levitas, Rehum, filho de Bani: ao seu lado reparou Hasabias, maioral da metade de Keila, no seu distrito.
1003120062	Depois dele repararam seus irmãos, Bavai, filho de Henadad, maioral da outra meia parte de Keila.
100313007f	Ao seu lado reparou Ezer, filho de Josué, maioral de Mispah, outra porção, defronte da subida à casa das armas, à esquina.
100314008f	Depois dele reparou com grande ardor Baruch, filho de Zabbai, outra medida, desde a esquina até à porta da casa de Eliasib, o sumo sacerdote.
1003150097	Depois dele reparou Meremoth, filho de Urias, o filho de Kos, outra porção, desde a porta da casa de Eliasib, até à extremidade da casa de Eliasib.
100316003f	E depois dele repararam os sacerdotes que habitavam na campina.
100317008d	Depois reparou Benjamin e Hasub, defronte da sua casa: depois dele reparou Azarias, filho de Maaseias, o filho de Ananias, junto à sua casa.
1003180076	Depois dele reparou Binnui, filho de Henadad, outra porção, desde a casa d'Azarias até à esquina, e até ao canto.
100319009f	Palal, filho de Uzai, defronte da esquina, e a torre que sai da casa real superior, que está junto ao pátio da prisão: depois dele Pedaias, filho de Parós.
10031a006f	E os nethineos que habitavam em Ophel, até defronte da porta das águas, para o oriente, e até à torre alta.
10031b0065	Depois repararam os tekoitas outra porção, defronte da torre grande e alta, e até ao muro d'Ophel.
10031c0057	Desde acima da porta dos cavalos repararam os sacerdotes, cada um defronte da sua casa.
10031d008e	Depois deles reparou Zadok, filho de Immer, defronte de sua casa: e depois dele reparou Semaias, filho de Sechanias, guarda da porta oriental.
10031e00ae	Depois dele reparou Hananias, filho de Selemias, e Hanun, filho de Zalaph, o sexto, outra porção: depois dele reparou Mesullam, filho de Berechias, defronte da sua câmara.
10031f0093	Depois dele reparou Malchias, filho dum ourives, até à casa dos nethineos e mercadores, defronte da porta de Miphkad, e até à câmara do canto.
1003200053	E entre a câmara do canto e a porta do gado, repararam os ourives e os mercadores.
1004010075	E sucedeu que, ouvindo Sanballat que edificavamos o muro, ardeu em ira, e se indignou muito; e escarneceu dos judeus.
10040200eb	E falou na presença de seus irmãos, e do exército de Samaria, e disse: Que fazem estes fracos judeus? permitir-se-lhes-á isto? sacrificarão? acaba-lo-ão num só dia? vivificarão dos montões do pó as pedras que foram queimadas?
1004030087	E estava com ele Tobias, o amonita, e disse: Ainda que edifiquem, contudo, vindo uma raposa, derrubará facilmente o seu muro de pedra.
1004040095	Ouve, ó nosso Deus, que somos tão desprezados, e torna o seu opróbrio sobre a sua cabeça, e faze com que sejam um despojo, na terra do cativeiro.
100405007c	E não cubras a sua iniquidade, e não se risque diante de ti o seu pecado, pois que te irritaram defronte dos edificadores.
1004060077	Porém edificamos o muro, e todo o muro se cerrou até sua metade: porque o coração do povo se inclinava a trabalhar.
10040700d5	E sucedeu que, ouvindo Sanballat e Tobias, e os arabios, e os ammonitas, e os asdoditas, que tanto ia crescendo a reparação dos muros de Jerusalém, que já as roturas se começavam a tapar, iraram-se sobremodo,
1004080062	E ligaram-se entre si todos, para virem guerrear a Jerusalém, e para os desviarem do seu intento.
1004090067	Porém nós oramos ao nosso Deus, e pusemos uma guarda contra eles, de dia e de noite, por causa deles.
10040a007a	Então disse Judá: Já desfaleceram as forças dos acarretadores, e o pó é muito, e nós não poderemos edificar o muro
10040b0090	Disseram porém os nossos inimigos: Nada saberão disto, nem verão, até que entremos no meio deles, e os matemos; assim faremos cessar a obra.
10040c007f	E sucedeu que, vindo os judeus que habitavam entre eles, dez vezes no-lo disseram, de todos os lugares, porque tornavam a nós.
10040d00a9	Pelo que pus guardas nos lugares baixos por detraz do muro e nos altos: e pus ao povo pelas suas famílias com as suas espadas, com as suas lanças, e com os seus arcos.
10040e00db	E olhei, e levantei-me, e disse aos nobres, e aos magistrados, e ao resto do povo: Não os temais: lembrai-vos do grande e terrível Senhor, e pelejai pelos vossos irmãos, vossos filhos, vossas mulheres e vossas casas.
10040f009c	E sucedeu que, ouvindo os nossos inimigos que no-lo fizeram saber, e que Deus tinha dissipado o conselho deles, todos voltamos ao muro, cada um à sua obra.
10041000c8	E sucedeu que desde aquele dia metade dos meus moços trabalhava na obra, e metade deles tinha as lanças, os escudos, os arcos, e as couraças; e os chefes estavam por detraz de toda a casa de Judá.
1004110087	Os que edificavam o muro, e os que traziam as cargas, e os que carregavam, cada um com uma mão fazia a obra e na outra tinha as armas.
100412007e	E os edificadores cada um trazia a sua espada cingida aos lombos, e edificavam: e o que tocava a trombeta estava junto comigo.
1004130091	E disse eu aos nobres, e aos magistrados, e ao resto do povo: Grande e extensa é a obra, e nós estamos apartados do muro, longe uns dos outros.
1004140063	No lugar onde ouvirdes o som da buzina ali vos ajuntareis conosco; o nosso Deus pelejará por nós.
100415006e	Assim trabalhavamos na obra: e metade deles tinha as lanças desde a subida da alva até ao sair das estrelas.
1004160093	Também naquele tempo disse ao povo: Cada um com o seu moço passe a noite em Jerusalém, para que de noite nos sirvam de guarda, e de dia na obra.
1004170094	E nem eu, nem meus irmãos, nem meus moços, nem os homens da guarda que me seguiam largavamos os nossos vestidos: cada um tinha suas armas e água.
1005010056	Foi porém grande o clamor do povo e de suas mulheres, contra os judeus, seus irmãos.
1005020083	Porque havia quem dizia: Com nossos filhos, e nossas filhas, nós somos muitos; pelo que tomamos trigo, para que comamos e vivamos.
100503007b	Também havia quem dizia: As nossas terras, as nossas vinhas, e as nossas casas empenhamos, para tomarmos trigo nesta fome.
100504007c	Também havia quem dizia: tomamos emprestado dinheiro até para o tributo do rei, sobre as nossas terras e as nossas vinhas.
1005050137	Agora pois a nossa carne é como a carne de nossos irmãos, e nossos filhos como seus filhos; e eis que sujeitamos nossos filhos e nossas filhas para serem servos: e até algumas de nossas filhas são tão sujeitas, que já não estão no poder de nossas mãos; e outros tem as nossas terras e as nossas vinhas.
1005060041	Ouvindo eu pois o seu clamor, e estas palavras, muito me enfadei.
10050700bd	E considerei comigo mesmo no meu coração; depois pelejei com os nobres e com os magistrados, e disse-lhes: Usura tomais cada um de seu irmão. E ajuntei contra eles um grande ajuntamento.
10050800e4	E disse-lhes: Nós resgatamos os judeus, nossos irmãos, que foram vendidos às gentes segundo nossas posses; e vós outra vez venderieis a vossos irmãos, ou vender-se-ão a nós? Então se calaram, e não acharam que responder
100509008f	Disse mais: Não é bom o que fazeis: Porventura não andarieis no temor do nosso Deus, por causa do opróbrio dos gentios, os nossos inimigos?
10050a0067	Também eu, meus irmãos e meus moços, ao ganho lhes temos dado dinheiro e trigo. Deixemos este ganho.
10050b00bc	Restitui-lhes hoje, vos peço, as suas terras, as suas vinhas, os seus olivais, e as suas casas; como também a centena do dinheiro, do trigo, do mosto, e do azeite, que vós exigis deles.
10050c00a9	Então disseram: restituir-lho-emos, e nada procuraremos deles; faremos assim como dizes. Então chamei os sacerdotes, e os fiz jurar que fariam conforme a esta palavra.
10050d0104	Também o meu regaço sacudi, e disse: Assim sacuda Deus todo o homem da sua casa e do seu trabalho que não confirmar esta palavra, e assim seja sacudido e vazio. E toda a congregação disse: amém! E louvaram ao Senhor; e o povo fez conforme a esta palavra.
10050e00d4	Também desde o dia em que me mandou que eu fosse seu governador na terra de Judá, desde o ano vinte, até ao ano trinta e dois do rei Artaxerxes, doze anos, nem eu nem meus irmãos comemos o pão do governador.
10050f00f6	Mas os primeiros governadores, que foram antes de mim, oprimiram o povo, e tomaram-lhe pão e vinho, e além disso, quarenta siclos de prata, como também os seus moços dominavam sobre o povo: porém eu assim não fiz, por causa do temor de Deus
100510007b	Como também na obra deste muro fiz reparação, e terra nenhuma compramos: e todos os meus moços se ajuntaram ali à obra
100511009e	Também dos judeus e dos magistrados, cento e cincoênta homens, e os que vinham a nós, dentre as gentes, que estão à roda de nós, se punham à minha mesa
10051200f1	E o que se preparava para cada dia era um boi e seis ovelhas escolhidas; também aves se me preparavam, e de dez em dez dias de todo o vinho muitíssimo: e nem por isso exigi o pão do governador, porquanto a servidão deste povo era grande.
1005130049	Lembra-te de mim para bem, ó meu Deus, e de tudo quanto fiz a este povo.
10060100e6	Sucedeu mais que, ouvindo Sanballat, Tobias, Gesem, o arábio, e o resto dos nossos inimigos que eu tinha edificado o muro, e que nele já não havia brecha alguma; ainda que até este tempo não tinha posto as portas nos portais;
1006020082	Sanballat e Gesem enviaram a dizer: Vem, e congreguemo-nos juntamente nas aldeias, no vale de Ono. Porém intentavam fazer-me mal.
10060300a3	E enviei-lhes mensageiros a dizer: Faço uma grande obra, de modo que não poderei descer: porque cessaria esta obra, enquanto eu a deixasse, e fosse ter convosco?
1006040051	E da mesma maneira enviaram a mim quatro vezes; e da mesma maneira lhes respondi.
1006050064	Então Sanballat da mesma maneira a quinta vez me enviou seu moço com uma carta aberta na sua mão;
10060600b1	E na qual estava escrito: Entre as gentes se ouviu, e Gusmu diz: Tu e os judeus intentais rebelar-vos, pelo que edificas o muro; e tu te farás rei deles segundo estas palavras;
10060700b7	E que puseste profetas, para pregarem de ti em Jerusalém, dizendo: Este é rei em Judá: de modo que o rei o ouvirá, segundo estas palavras: vem pois agora e consultemos juntamente.
100608006c	Porém eu enviei a dizer-lhe: De tudo o que dizes coisa nenhuma sucedeu; mas tu do teu coração o inventas.
100609009a	Porque todos eles nos procuravam atemorizar, dizendo: As suas mãos largarão a obra, e não se efeituará. Agora pois, ó Deus, esforça as minhas mãos.
10060a00f8	E, entrando eu em casa de Semaias, filho de Delaias, o filho de Mehetabel (que estava encerrado), disse ele: Vamos juntamente à casa de Deus, ao meio do templo, e fechemos as portas do templo; porque virão matar-te: sim, de noite virão matar-te.
10060b0078	Porém eu disse: Um homem como eu fugiria? e quem há, como eu, que entre no templo e viva? de maneira nenhuma entrarei.
10060c0080	E conheci que eis que não era Deus quem o enviara; mas esta profecia falou contra mim, porquanto Tobias e Sanballat o alugaram.
10060d0098	Para isto o alugaram, para me atemorisar, e para que assim fizesse, e pecasse, para que tivessem alguma causa para me infamarem, e assim me vituperarem.
10060e009c	Lembra-te, meu Deus, de Tobias e de Sanballat, conforme a estas suas obras: e também da profetiza Noadia, e dos mais profetas que procuraram atemorisar-me.
10060f004b	Acabou-se pois o muro aos vinte e cinco de Elul: em cincoênta e dois dias.
10061000cb	E sucedeu que, ouvindo-o todos os nossos inimigos, temeram, todos os gentios que havia em roda de nós, e abateram-se muito em seus próprios olhos; porque reconheceram que o nosso Deus fizera esta obra.
1006110083	Também naqueles dias alguns nobres de Judá escreveram muitas cartas, que iam para Tobias: e as cartas de Tobias vinham para eles.
100612009e	Porque muitos em Judá se lhe ajuramentaram, porque era genro de Sechanias, filho de Arah; e seu filho Johanan tomara a filha de Mesullam, filho de Berechias.
100613008a	Também as suas bondades contavam perante mim, e as minhas palavras lhe levavam a ele: portanto Tobias escrevia cartas para me atemorizar.
100701008c	Sucedeu mais que, depois que o muro fôra edificado, eu levantei as portas; e foram estabelecidos os porteiros, e os cantores, e os levitas.
1007020092	Eu nomeei a Hanani, meu irmão, e a Hananias, maioral da fortaleza em Jerusalém: porque era como homem fiel e temente a Deus, mais do que muitos.
10070300f7	E disse-lhes: Não se abram as portas de Jerusalém até que o sol aqueça, e enquanto os que assistirem ali fechem as portas, e vós trancai-as: e ponham-se guardas dos moradores de Jerusalém, cada um na sua guarda, e cada um diante da sua casa.
1007040079	E era a cidade larga de Espaço, e grande, porém pouco povo havia dentro dela: e ainda as casas não estavam edificadas.
10070500cd	Então o meu Deus me pôs no coração que ajuntasse os nobres, e os magistrados, e o povo, para registrar as genealogias: e achei o livro da genealogia dos que subiram primeiro e assim achei escrito nele:
10070600c6	Estes são os filhos da província, que subiram do cativeiro dos transportados, que transportara Nabucodonosor, rei de Babilônia; e voltaram para Jerusalém e para Judá, cada um para a sua cidade.
10070700b2	Os quais vieram com Zorobabel, Jesué, Nehemias, Azarias, Raamias, Nahamani, Mardiques, Bilsan, Mispereth, Bigvai, Nehum, e Baana: este é o número dos homens do povo de Israel.
100708003b	Foram os filhos de Paros, dois mil, cento e setenta e dois.
1007090033	Os filhos de Sephatias, trezentos e setenta e dois.
10070a0032	Os filhos de Arah, seiscentos e cincoênta e dois.
10070b0059	Os filhos de Pahath-moab, dos filhos de Jesué e de Joab, dois mil, oitocentos e dezoito.
10070c0037	Os filhos de Elam, mil, duzentos e cincoênta e quatro.
10070d0033	Os filhos de Zatthu, oitocentos e quarenta e cinco.
10070e002b	Os filhos de Zaccai, setecentos e sessenta.
10070f0032	Os filhos de Binnui, seiscentos e quarenta e oito.
100710002e	Os filhos de Babai, seiscentos e vinte e oito.
1007110037	Os filhos de Azgad, dois mil, trezentos e vinte e dois.
1007120034	Os filhos de Adonikam, seiscentos e sessenta e sete.
1007130030	Os filhos de Bigvai, dois mil e sessenta e sete.
1007140033	Os filhos de Adin, seiscentos e cincoênta e cinco.
100715002d	Os filhos de Ater, de Hizkia, noventa e oito.
100716002e	Os filhos de Hassum, trezentos e vinte e oito.
100717002f	Os filhos de Besai, trezentos e vinte e quatro.
1007180022	Os filhos de Hariph, cento e doze.
1007190025	Os filhos de Gibeon, noventa e cinco.
10071a0039	Os homens de Belém e de Netopha, cento e oitenta e oito.
10071b002c	Os homens de Anathoth, cento e vinte e oito.
10071c002c	Os homens de Beth-azmaveth, quarenta e dois.
10071d004f	Os homens de Kiriath-jearim, Cephira, e Beeroth, setecentos e quarenta e três.
10071e0032	Os homens de Rama e Gaba, seiscentos e vinte e um.
10071f002b	Os homens de Michmas, cento e vinte e dois.
1007200030	Os homens de bethel e Ai, cento e vinte e três.
1007210029	Os homens doutra Nebo, cincoênta e dois.
100722003d	Os filhos de outro Elam, mil, duzentos e cincoênta e quatro.
1007230026	Os filhos de Harim, trezentos e vinte.
1007240033	Os filhos de Jericó, trezentos e quarenta e cinco.
1007250037	Os filhos de Lod, Hadid e Ono, setecentos e vinte e um.
1007260033	Os filhos de Senaa, três mil, novecentos e trinta.
1007270055	Os sacerdotes: Os filhos de Jedaias, da casa de Jesué, novecentos e setenta e três.
100728002c	Os filhos de Immer, mil e cincoênta e dois.
1007290035	Os filhos de Pashur, mil, duzentos e quarenta e sete.
10072a0023	Os filhos de Harim, mil e dezesete.
10072b0054	Os levitas: Os filhos de Jesué, de Kadmiel, dos filhos de Hodeva, setenta e quatro.
10072c0038	Os cantores: os filhos d'Asaph, cento e quarenta e oito.
10072d009f	Os porteiros: os filhos de Sallum, os filhos de Ater, os filhos de Talmon, os filhos de Hacub, os filhos de Hattita, os filhos de Sobai, cento e trinta e oito.
10072e004d	Os nethineos: os filhos de Ziha, os filhos de Hasupha, os filhos de Tabbaoth,
10072f0039	Os filhos de Keros, os filhos de Sia, os filhos de Padon,
100730003e	Os filhos de Lebana, os filhos de Hagaba, os filhos de Salmai,
100731003c	Os filhos de Hanan, os filhos de Giddel, os filhos de Gahar,
100732003d	Os filhos de Reaias, os filhos de Resin, os filhos de Nekoda,
100733003a	Os filhos de Gazam, os filhos de Uza, os filhos de Paseah,
1007340040	Os filhos de Besai, os filhos de Meunim, os filhos de Nephussim,
100735003f	Os filhos de Bakbuk, os filhos de Hakupha, os filhos de Harhur,
100736003e	Os filhos de Baslith, os filhos de Mehida, os filhos de Harsa,
100737003d	Os filhos de Barkos, os filhos de Sisera, os filhos de Tamah,
100738002a	Os filhos de Nesiag, os filhos de Hatipha.
1007390062	Os filhos dos servos de Salomão: os filhos de Sotai, os filhos de Sophereth, os filhos de Perida,
10073a003d	Os filhos de Jaela, os filhos de Darkon, os filhos de Giddel,
10073b005e	Os filhos de Sephatias, os filhos de Hattil, os filhos de Pochereth-zebaim, os filhos de Amon.
10073c0052	Todos os nethineos e os filhos dos servos de Salomão, trezentos e noventa e dois.
10073d009d	Também estes subiram de Thel-melah, e Thel-harsa, Cherub, Addon, Immer: porém não puderam mostrar a casa de seus pais e a sua linhagem, se eram de Israel.
10073e005d	Os filhos de Dalaias, os filhos de Tobias, os filhos de Nekoda, seiscentos e quarenta e dois.
10073f00a8	E dos sacerdotes: os filhos de Habaias, os filhos de Kos, os filhos de Barzillai, que tomara uma mulher das filhas de Barzillai, o gileadita, e se chamou do nome delas.
100740008e	Estes buscaram o seu registro, querendo contar a sua geração, porém não se achou: pelo que, como imundos, foram excluídos do sacerdócio.
1007410076	E o tirsatha lhes disse, que não comessem das coisas sagradas, até que se apresentasse o sacerdote com Urim e tumim.
100742004f	Toda esta congregação junta foi de quarenta e dois mil, trezentos e sessenta,
1007430090	A fora os seus servos e as suas servas, que foram sete mil, trezentos e trinta e sete: e tinham duzentos e quarenta e cinco cantores e cantoras.
1007440058	Os seus cavalos, setecentos e trinta e seis: os seus mulos, duzentos e quarenta e cinco.
100745004f	Camelos, quatrocentos e trinta e cinco: jumentos, seis mil, setecentos e vinte.
10074600a6	E uma parte dos cabeças dos pais deram para a obra: o tirsatha deu para o tesouro, em ouro, mil dracmas, cincoênta bacias, e quinhentas e trinta vestes sacerdotais.
1007470085	E alguns mais dos cabeças dos pais deram para o tesouro da obra, em ouro, vinte mil dracmas: e em prata, duas mil e duzentas libras.
100748007f	E o que deu o resto do povo, foi, em ouro, vinte mil dracmas: e em prata duas mil libras: e sessenta e sete vestes sacerdotais.
100749008b	E habitaram os sacerdotes, e os levitas, e os porteiros, e os cantores, e alguns do povo, e os nethineos, e todo o Israel nas suas cidades.
1008010108	E chegado o sétimo mes, e estando os filhos de Israel nas suas cidades, todo o povo se ajuntou como um só homem, na praça, diante da porta das águas: e disseram a Esdras, o escriba, que trouxesse o livro da lei de Moisés, que o Senhor tinha ordenado a Israel.
10080200a6	E Esdras, o sacerdote, trouxe a lei perante a congregação, assim de homens como de mulheres, e de todos os entendidos para ouvirem, no primeiro dia do sétimo mês.
10080300c7	E leu nele diante da praça, que está diante da porta das águas, desde a alva até ao meio dia, perante homens e mulheres, e entendidos: e os ouvidos de todo o povo estavam atentos ao livro da lei.
