0100000006	Mwanzo
18310c009a	Maana Yahwe asema hivi, “Tazama, wasiostahili ni lazima wanywe sehemu ya kikombe. Je mnadhani mtaachwa bila kuhadhibiwa? Hapana, maana hakika mtakunywa.
18310d0098	Maana nimekwisha apa kwangu mimi mwenyewe - asema Yahwe - Hiyo Bozra itakuwa hofu, aibu, magofu, na kitu cha laana. Miji yake yote itakuwa magofu daima.
18310e0073	Nimesikia habari kutoka kwa Yahwe, na mjumbe ametumwa katika mataifa, 'Kusanyikeni na kumpiga. Jiandaeni kwa vita.'
18310f0064	“Maana tazama, nimekufanya kuwa mdogo kulinganisha na mataifa mengine, yenye kudharauliwa na watu.
18311000c0	Na kwa hofu yenu, kiburi cha moyo wako kimekudanganya, wakaaji wa maeneo ya mwinuko, ninyi mliomiliki vilele vya vilima ili mfanye viota vyenu kama tai. Nitawashusha kutoka huko - asema Yahwe.
1831110066	Edomu atakuwa kitisho kwa kila aipitaye. Kila mtu atatetemeka na kutoa sauti kwa sababu ya maafa yake.
183112007b	Kama maangamizi ya Sodoma na Gomora na jirani zake,” asema Yahwe, “hakuna atakayeishi pale; hakuna mtu atakayekaa huko.
1831130128	Tazama, nitapanda kama simba kutoka katika misitu ya Yordani hata eneo la malisho mabichi. Maana nitaharakisha kumfanya Edomu kumkimbia, nami nitamweka mwingine atakayekuwa amechaguliwa kwa usimamizi huo. Maana ni nani aliyekama mimi, ni nani atakayeniagiza kuja? Mchungaji gani awezaye kunizuia?
18311400e6	Hivyo sikiliza mipango ambayo Yahwe ameamua dhidi ya Edom, mipango aliyoifanya kinyume cha wakaao Temani. Bila shaka wataondolewa, hata kundi dogo kuliko yote. Nchi yao yenye malisho yao mabichi itageuzwa kuwa sehemu zenye magofu.
1831150070	Kwa kishindo cha kuanguka kwao nchi hutikisika. Sauti ya milio ya kukata tamaa inasikika katika Bahari ya Shamu.
18311600c3	Tazama, mtu fulani atapiga kama tai, na kushuka chini kwa kasi na kueneza mabawa yake juu ya Bozra. Kisha katika siku hiyo, mioyo ya askari wa Edomu itakuwa kama moyo wa mwanamke katika kuzaa.”
1831170084	Juu ya Dameski: “Hamathi na Arpadi zitaaibika, maana wamesikia habari ya madhara. Wanayeyuka! Wamesumbuka kama bahari, isiyotulia.
1831180085	Dameski umekuwa dhaifu sana. Unageuka kukimbia; hofu imeushika, Maangaiko na maumivu yameupata, kama uchungu wa mwanamke ajifunguaye.
1831190057	Watu wake wanasema, “Umekuwaje mji maarufu, mji ambao nimeufurahia, kabla haujaachwa?
18311a0083	Kwa hiyo vijana wake wataanguka katika mitaa yake na askari wake wote watateketea siku hiyo - hili ni tamko la Yahwe wa majeshi.”
18311b0059	“Maana nitawasha moto katika kuta za Dameski, nami nitazivunja ngome za Beni Hadadi.”
18311c00d0	Juu ya Kedari na falme za Hazori, Yahwe amwambia hivi Nebukadneza (Basi Nebukadneza mfalme wa Babeli alikuwa akienda kuyashambulia maeneo haya): “Inuka na uipige Kedari na kuwaharibu wale watu wa mashariki.
18311d00ab	Jeshi lake litachukua hema zao na makundi yao, nguzo za hema yao, na vitu vyao vyote. Watachukua ngamia wao kutoka kwa watu wa Kedari na kuwambia, 'Hofu ipo pande zote!”
18311e00a8	Kimbia, Tangatanga mbali! Kaa katika maandaki ardhini, mkaao Hazori - asema Yahwe - maana Nebukadneza mfalme wa Babeli amepanga mpango kinyume chenu. Kimbieni! Geukeni!
18311f0090	Simama! lishambulie taifa lililokatika amani, waishio salama,” asema Yahwe. Hawana malango wala nguzo ndani yao, na watu wake wanakaa wenyewe.
18312000de	Maana farasi wao watakuwa mateka, na wingi wa mali zao utakuwa mateka wa vita. Kisha nitawatawanya katika kila upepo wanaonyoa pembe za nywele zao, nami nitaleta madhara juu yao kutoka kila upande - hili ni tamko ya Yahwe.
1831210071	Hazori utakuwa makao ya mbwea, nchi isiyofaa daima. Hakuna atakayeishi huko; hakuna mwanadamu atakayekaa huko.”
183122008f	Hili ni neno la Yahwe lililomwijia Yeremia nabii kuhusu Elamu. Ilikuwa wakati wa mwanzo wa kutawala kwake Sedekia mfalme wa Yuda, naye akasema,
183123006c	“Yahwe wa majeshi asema hivi: Tazama, ninakaribia kumvunja mpiga upinde wa Elamu, sehemu kuu ya nguvu zao.
18312400bd	Maana nitaleta pepo nne kutoka katika pande nne za mbingu, nami nitawatawanya watu wa Elamu katika pepo hizo zote. Hakuta kuwa na taifa ambalo kwalo waliotawanywa kutoka Elamu hawatakwenda.
18312500e1	Hivyo nitawavunjavunja Elamu mbele ya adui zao na mbele ya watafutao uhai wao. Maana nitaleta maangamizo dhidi yao, hasira ya gadhabu yangu - hili ni tamko la Yahwe - nami nitapeleka upanga nyuma yao hata nitakapowafuta wote.
1831260071	Kisha nitaweka kiti changu cha enzi huko Elamu na kumwangamiza mfalme na viongozi wao kutoka huko - asema Yahwe -
1831270049	na itakuwa siku zijazo kwamba nitarejesha mema ya Elamu - asema Yahwe.”
183201005d	Hili ni neno alilolisema Yahwe juu ya Babeli, nchi ya Wakalidayo, kwa mkono wa Yeremia nabii,
18320200b8	“Wajulishe mataifa ili wasikie. Toa ishara ili wasikie. Usiiache. Sema, 'Babeli imetwaliwa. Beli ameaibika. Merodaki amefadhaika. Sanamu zake zimeaibishwa; vinyago vyake vimefadhaika
1832030097	Taifa kutoka kaskazini litainuka kinyume chake, ili kuifanya nchi yake ukiwa. Hakuna hata mmoja, awe mtu au mnyama, atakayeishi ndani yake. Wataondoka.
183204009a	Katika siku hizo na wakati huo - hili ni tamko ya Yahwe - watu wa Israeli na watu wa Yuda watakusanyika ili kwenda kwa kulia na kumtafuta Yahwe Mungu wao.
183205008f	Watauliza njia ya kwenda Sayuni nao watakwenda huko, wakisema, tutakwenda wenyewe ili kuungana na Yahwe katika agano la milele lisilosahaulikal
18320600a3	Watu wangu wamekuwa kondoo waliopotea. Wachungaji wao wamewapoteza milimani; wamewageuza kutoka mlima hata mlima. Walikwenda, wakasahau mahali walipokuwa wanaishi.
183207009c	Kila awaendeaye anawararua. Washitaki wao walisema, 'Hatuna hatia, kwa sababu walimtenda dhambi Yahwe, nyumbani kwao halisi - Yahwe, tumaini la mababu zao.'
183208006c	Tokeni kati ya Babeli; tokeni katika nchi ya Wakalidayo; iweni kama wafanyavyo mabeberu mbele ya kundi lote.
18320900e2	Maana tazama, ninaelekea kupeleka na kuinua kinyume cha Babeli kundi la mataifa makubwa kutoka kaskazini. Yatajipanga yenyewe kinyume chake. Kutoka hapo Babeli utatekwa. Mishale yao ni kama shujaa mzoefu asiyerudi mikono tupu.
18320a0041	Ukaldayo itakuwa mateka. Wate waitekao wataridhika - asema Yahwe.
18320b0087	Mnafurahi, mnasherehekea kuteka urithi wangu; mnarukaruka kama ndama anayekanyaga katika malisho yake; mnalia kama farasi mwenye nguvu.
18320c007e	Hivyo mama yenu ataaibika sana; aliyewazaa atafadhaika. Tazama, atakuwa wa mwisho katika mataifa, nyika, nchi kame, na jangwa.
18320d00ac	Kwa sababu ya hasira ya Yahwe, Babeli haitakaliwa, lakini itakuwa ukiwa mtupu. Kila apitaye kando ataogopa kwa sababu ya Babeli na atatoa sauti kwa sababu ya majeraha yake.
18320e008c	Jipangeni wenyewe kumzunguka Babeli kinyume chake. Kila apindaye upinde na ampige. Msizuie mshale wenu wowote, maana amemtenda dhambi Yahwe.
18320f00ef	Pigeni kelele za ushindi kinyume chake ninyi nyote mmzungukao. Amesalimu mamlaka yake; minara yake imeanguka. Kuta zake zimebomolewa, maana hiki ni kisasi cha Yahwe. Jilipizeni kisasi juu yake! Mtendeeni kama alivyoyatenda mataifa mengine.
18321000bf	Waaribuni wote mkulima apandaye mbegu naye atumiaye mundu wakati wa mavuno katika Babeli. Haya kila mtu na arudi kwa watu wake kutoka upanga wa mtesaji; na wakimbilie katika nchi yao wenyewe.
18321100a1	Israeli ni kondoo aliyetawanywa na kupelekwa na simba mbali. Kwanza mfalme wa Ashuru alimrarua; kisha baadaye, Nebukadneza mfalme wa Babeli akavunja mifupa yake.
1832120093	Kwa hiyo Yahwe wa majeshi, Mungu wa Israeli, asema hivi: Tazama, nitamwadhibu mfalme wa Babeli na nchi yake, kama nilivyomwadhibu mfalme wa Ashuru.
183213008d	Nitamrudisha Israeli katika nchi yake; atajilisha katika Karmeli na Bashani. Kisha atajishibisha katika nchi ya kilima ya Efraimu na Gileadi.
18321400bb	Siku hizo na wakati huo, asema Yahwe, uovu utatafutwa katika Israeli, lakini hautaonekana. Nitauliza kuhusu dhambi za Yuda, lakini hazitaonekana, maana nitawasamehe mabaki niliowaacha.”
18321500b2	Inuka dhidi ya nchi ya Merathaimu, kinyume chake nao waishio Pekodi. Wapigeni kwa makali ya upanga na mwatenge kwa ajili ya maangamizo - asema Yahwe - fanyeni kila ninachowaamru.
183216003e	Sauti ya vita na maangamizi ya kustaajabisha yamo katika nchi.
183217007c	Jinsi gani nyundo ya mataifa yote imekatiliwa mbali na kuharibiwa. Jinsi Babeli amekuwa kitu cha kushangaza kati ya mataifa.
1832180074	Nimetega mtego dhidi yako. Umenaswa, Babeli, nawe haukutambua! Ulionekana na kukamatwa, tangu uliponidhihaki, Yahwe.
18321900a1	Yahwe amefungua ghala lake la silaha na anachukua silaha kwa ajili ya kutekekeleza hasira yake. Kuna kazi kwa ajili ya Yahwe wa majeshi katika nchi ya Wakaldayo.
18321a008f	Mshambulie kutokea mbali. Fungua maghala yake ya chakula na kumrundika kama marundo ya nafaka. Mtenge mbali na maangamizi. Usimbakizie masalia.
18321b007a	Ua madume wake wote wa ng'ombe. Washushe sehemu ya machinjio. Ole wao, maana siku yao imefika - wakati wa kuadhibiwa kwao.
18321c00a0	Kuna sauti ya wale wanaokimbia, walionusurika, katika nchi ya Babeli. Hawa watatoa taarifa ya kisasi cha Yahwe Mungu wetu kwa Sayuni, kisasi kwa hekalu lake.”
18321d00e6	Ita wapiga pinde dhidi ya Babeli - wale wote wapindao pinde zao. Piga kambi kinyume chake, na msimwache yeyote kutoroka. Mlipeni kwa kile alichofanya. Mfanyieni kwa kipimo alichotumia. Maana amemdharau Yahwe, Mtakatifu wa Israeli.
18321e0081	Hivyo vijana wake wataanguka katika viwanja vya mji, na wapiganaji wake wote wataangamizwa siku hiyo - hili ni tamko la Yahwe.”
18321f009b	Tazama, mimi ni kunyume chako, mwenye majivuno - hili ni tamko la Bwana Yahwe wa majeshi - maana siku yako imefika, mwenye kiburi, wakati nitakapokuadhibu.
1832200082	Hivyo wenye kiburi watajikwaa na kuanguka. Hakuna atakaye wainua. Nitawasha moto katika miji yao; utateketeza kila kitu kati yake.
1832210096	Yahwe wa majeshi asema hivi: watu wa Israeli wamenyanyaswa, pamoja na watu wa Yuda. Wate waliowateka bado wanawashikilia; wanakataa kuwaacha waondoke.
183222009c	Yeye awaokoaye ni mwenye nguvu. Yahwe wa majeshi ni jina lake. Kwa hakika atalitetea shitaka lao, ili kuleta pumziko katika nchi, na kuwapiga wakaao Babeli.
1832230068	Upanga u juu ya Wakalidayo - asema Yahwe - na juu ya wakaao Babeli, viongozi wake, na wenye hekima wake.
183224006f	Upanga unakuja juu ya waganga, ili wajione kuwa wajinga. Upanga utakuwa juu ya askari wake, hivyo watajaa hofu.
18322500a3	Upanga utakuwa juu ya farasi wake, vibandawazi vyao na na watu wote waliomo Babeli, hivyo watakuwa kama wanawake. Upanga utakuwa juu ya ghala zake, nazo zitatekwa.
183226009a	Ukame unakuja juu ya maji yake, hivyo yatakauka. Maana ni nchi ya miungu wasiofaa, na wanafanya kama watu waliofanywa punguani kwa miungu yao isiyosaidia.
18322700b6	Hivyo wanyama wa jangwani wakaishi na mbwea wataishi huko, na watoto wa mbuni wataishi ndani yake. Kwa muda wote, hatakaliwa tena. Kutoka kizazi hata kizazi, hatakaliwa tena na watu.
1832280090	Kama vile Mungu alivyoziangamiza Sodoma na Gomora na majirani zake - asema Yahwe - hakuna atakayeishi huko; hakuna mtu atakayekaa ndani yake.”
1832290068	“Tazama, watu wanakuja kutoka kaskazini, maana taifa kubwa na wafalme wengi wamemtikisa kutokea mbali.
18322a00b4	Watachukua pinde na mishale. Ni wakatili na hawana huruma. Sauti yao ni kama mngurumo wa bahari, na wamepanda farasi katika mpangilio kama watu wapiganao, dhidi yako, bindi Babeli.
18322b0078	Mfalme wa Babeli amesikia habari yao na mikono yake imelegea kwa huzuni. Mashaka yamemshika kama mwanamke katika utungu.
18322c0134	Tazama! Anakwenda juu kama simba atokaye katika miinuko ya Yordani kuelekea katika eneo la malisho ya uvumilivu. Maana kwa haraka nitawafanya wakimbie kutoka humo, nami nitamweka mtu aliyechaguliwa kwa uangalizi wake. Maana ni nani aliye kama mimi, na ni nani atakayeniagiza? Mchungaji gani awezaye kunizuia?
18322d00cd	Sikilizeni mipango ambayo Yahwe ameamua juu ya Babeli, mipango aliyonayo dhidi ya nchi ya Wakaldayo. Kwa hakika wataondolewa, hata kundi dogo zaidi. Eneo lao la malisho litageuzwa kuwa sehemu zenye magofu.
18322e0069	Kwa sauti ya kuangushwa kwa Babeli nchi inatikisika, na sauti ya mateso yao inasikiwa kati ya mataifa.”
1833010078	Yahwe asema hivi: Tazama, ninakwenda kuleta upepo wa maangamizi dhidi ya Babeli na dhidi yao waishio ndani ya Leb Kamei.
183302007f	Nitawatuma Babeli wageni. Watamtawanya na wataifanya ukiwa nchi yake, maana watakuja kinyume chake kutoka pote siku ya madhara.
1833030097	Msiwaache wapiga mishale wakapinda pinde zao; msiwache wakavaa silaha zao. Msiwahifadhi vijana wake wa kiume; litengeni jeshi lake lote kwa maangamizi.
1833040065	Maana watu waliojeruhiwa wataanguka katika nchi ya Wakaldayo; waliouawa wataanguka katika mitaa yake.
18330500a1	Maana Israeli na Yuda hawajaachwa na Mungu wao, na Yahwe wa majeshi, japokuwa nchi yao imejaa na maasi yaliyotendwa kinyume cha Mmoja aliye Mtakatifu wa Israeli.
183306008b	Kimbieni kutoka Babeli; kila mtu na ajiokoe mwenyewe. Msiangamie katika maasi yake. Maana ni wakati wa kisasi cha Yahwe. Atamlipa kwa yote.
1833070082	Babeli alikuwa kikombe cha dhahabu mkononi mwa Yahwe kilichoinywesha nchi yote; mataifa walikunywa mvinyo wake wakawa wendawazimu.
1833080069	Babeli utaanguka ghafla na kuangamizwa. Mwombolezeeni! mpeni dawa kwa maumivu yake; pengine aweza kupona.
183309009c	Tulinuia kumponya Babeli, lakini hajaponywa, haya na tumwache twende, katika nchi yetu. Maana hatia yake imefika juu mbinguni; imerundikwa kufika mawinguni.
18330a0063	Yahwe ametamka kwamba sisi hatuna hatia. Njooni, teseme katika Sayuni matendo ya Yahwe Mungu wetu.'
18330b00b0	Noweni mishale na kuchukua ngao. Yahwe anaiimiza roho ya mfalme wa Umedi katika mpango wa kuiangamiza Babeli. Hii ni kwa kisasi cha Yahwe, kisasi kwa maangamizi ya hekalu lake.
18330c00da	Inueni bendela juu ya kuta za Babeli; wekeni walinzi. Wekeni waangalizi; wekeni askari waviziao ili kumkamata kila akimbiliaye mjini, maana Yahwe atafanya kile alichokipanga. Atafanya alichokisema juu ya wakaao Babeli.
18330d0085	Enyi mwishio kati ya chemchemi nyingi za maji, ninyi mlio na wingi wa hazina, mwisho wenu umefika. upindo wa maisha yenu umepunguzwa.
18330e0079	Yahwe wa majeshi ameapa kwa maisha yake, 'nitakujaza na adui zako, kama pigo la nzige; watainua kelele za vita juu yako.'
18330f006a	Ameifanya dunia kwa nguvu zake; akaiweka dunia mahali kwa hekima yake. Kwa ufahamu wake alizitanda mbingu.
18331000bb	Anapovuma, kunakuwa na mvumo wa maji mbinguni, maana huleta umande kutoka miisho ya dunia. Hufanya radi kwa ajili ya mvua na kuituma na kuutuma upepo kutoka katika maghala ya nyumba zake.
1833110099	Kila mtu anakuwa kama mnyama asiye na akili; kila mfua chuma ameaibishwa na sanamu zake. Maana mwonekano wake unadanganya; maana hakuna uzima ndani yake.
1833120047	Hazifai, kazi ya wafanya mzaa; wataangamizwa wakati wa kuadhibiwa kwao.
1833130096	Lakini Mungu, urithi wa Yakobo, siyo kama hawa, maana yeye ndiye afanyaye vitu vyote. Israeli ni kabila ya urithi wake; Yahwe wa majeshi ni jina lake.
1833140061	Wewe ni nyundo ya vita yao, silaha ya vita yangu. Kwa wewe nitawaponda mataifa na kuharibu falme.
1833150059	Kwa wewe nitaponda farasi na wawapandao; kwa wewe nitaponda vibandawazi na madereva wake.
1833160092	Kwa wewe nitawafutilia mbali mme na mke; kwa wewe nitafutilia mbali mzee na kijana. Kwa wewe nitafutilia mbali kijana wa kiume na wasichana bikra.
18331700a4	Kwa wewe nitafutilia mbali wachungaji na makundi yao; kwa wewe nitawafutilia mbali wakulima na jozi zao za kulimia. kwa wewe nitawafutilia mbali watawala na maafsa.
183318007c	Maana mbele yako nitamlipa Babeli na wote wakaao Ukaldayo kwa maovu yote waliyoyafanya huko Sayuni - hili ni tamko la Yahwe.
18331900fb	Tazama, mimi ni kinyume chako, ewe mlima, wewe unayewaharibu watu wengine - hili ni tamko la Yahwe - kuiharibu dunia yote. Nitakupiga na mikono yangu na kuvingirisha chini kutoka ukingo wa kilima. Kisha nitakufanya mlima ulioteketezwa kabisa kwa moto.
18331a0084	Hivyo hawatachukua kwako jiwe lolote ili kujengea pembe ya nyumba au msingi; kwani utakuwa ukiwa wa milele - hili ni tamko la Yahwe.
18331b00ba	Inua bendela ya vita juu ya nchi. Piga tarumbeta katika mataifa. Yaite mataifa yamshambuliye: Ararati, Mini na Ashkenazi. Teua majemedari wa kumshambulia; leta farasi kama nzige warukao.
18331c0063	Waandae mataifa kumshambulia: wafalme wa Umedi na magavana wao, maafsa wake wote na nchi yake yete.
18331d009a	Maana nchi itatikisika na kudhoofika, kwa kuwa mipango ya Yahwe inaendelea juu ya Babeli, kuifanya nchi ya Babeli kuwa nchi isiyofaa mahali pasipo na mtu.
18331e00aa	Maaskari wameacha kupigana huko Babeli; wamekaa katika ngome zao. Nguvu zao zimeshindwa; wamekuwa wanawake - nyumba zake zipo motoni, makomeo ya malango yake yamevunjika.
18331f00af	Mjumbe hukimbia ili amwambie mjumbe mwingine, na mtoa habari humwambia mtoa habari mwingine ili amwambie mfalme wa Babeli kwamba mji wake umetwaliwa kutoka mwisho hata mwisho.
1833200071	Hivyo vivuko katika mito vimekamatwa; adui anaunguza mafunjo ya bwawa, na wapiganaji wa Babeli wamechanganyikiwa.
18332100a9	Maana Yahwe wa majeshi, Mungu wa Israeli, asema hivi: Binti Babeli ni kama sakafu ya kupuria. Ni muda wa kumkanyaga. Ni kitambo kidogo wakati wa mavuno utakuja juu yake.
18332200b8	Yerusalemu husema, 'Nebukadneza mfalme wa Babeli amenirarua. Amenikausha na amenifanya kuwa mtungi mtupu. Amenimeza kama joka. Alijishibisha kwa chakula changu chema. Amenitupa mbali.'
1833230092	Wenyeji wa Sayuni watasema, 'Gasia nilizofanyiwa na mwili wangu na ziwe kwa Babeli.' Yerusalem atasema, Damu yangu na iwe juu ya wakaao Ukaldayo.'
18332400a8	Kwa hiyo Yahwe asema hivi: Tazama, nikotayari kulitetea shitaka lako na kuleta kisasi kwa ajili yako. Maana nitayakausha maji ya Babeli na kufanya vyanzo vyake kukauka.
183325006f	Babeli utakuwa rundo la magofu, pango la mbwea, sehemu itishayo, kitu cha kutoa sauti ya nyoka, pasipo na watu.
1833260052	Wababeli wataunguruma kwa pamoja kama wanasimba. Watanguruma kama watoto wa simba.
18332700a1	wanapopashwa moto kwa hasira, nitawafanyia sherehe; nitawalewesha hata wafurahi, na kisha kulala usingizi usio na mwisho hata wasiamke - hili ni tamko la Yahwe -
183328005a	nitawapeleka chini kama wanakondoo kwa mchinjaji, kama kondoo dume pamoja na mbuzi majike.
1833290080	Jinsi Babeli ulivyotekwa! Hivyo fahari ya dunia yote imekamatwa. Jinsi Babeli ulivyofanyika sehemu yenye magofu kati ya mataifa.
18332a003d	Bahari imekuja juu ya Babeli! Amefunikwa na mawimbi yavumayo.
18332b005e	Miji yake imekuwa ukiwa, sehemu kame na nyika, nchi isiyo na watu, na hakuna mtu apitaye hapo.
18332c009a	Hivyo nitamwadhibu Beli huko Babeli; nitakitoa kinywani mwake alichokimeza, na mataifa hawatamminikia tena pamoja na wazao wao. Kuta za Babeli zitaanguka.
18332d006c	Tokeni kati yake, enyi watu wangu. Kila mmoja wenu aokowe maisha yake kutoka katika hasira ya gadhabu yangu.
18332e00cf	Msiache mioyo yenu ikaogopa au kuhofu habari iliyosikiwa nchini, maana habari itakuja siku moja. Baada yake mwaka unaofuata kutakuwa na habari, na ghasia zitakuwa nchini. Mtawala atakuwa kinyume cha mtawala.
18332f0086	Kwa hiyo, tazama, siku zinakuja nitakapoadhibu sanamu za Babeli. Nchi yake yote itaaibika, na wote waliochinjwa wataanguka ndani yake.
1833300092	Kisha mbingu na nchi, na vyote vilivyomo ndani yake vitafurahi juu ya Babeli. Maana mwalibifu atamwijia kutoka kaskazini - hili ni tamko la Yahwe.
1833310076	“Kama Babeli alivyowafanya waliouawa wa Israeli kuanguka, hivyo waliouawa katika nchi yake wataanguka katika Babeli.
183332005e	Ondokeni!, manusura wa vita, Msikawiye. Mkumbukeni Yahwe tokea mbali; Yerusalemu na ikumbukwe.
183333007e	Tumeaibika, maana tumesikia matusi; dhihaka imefunika nyuso zetu, maana wageni wameingia mahali patakatifu pa nyumba ya Yahwe.
183334009f	Kwa hiyo, tazama, siku zinakuja - hivi ndivyo asemavyo Yahwe - nitakapoziadhibu sanamu zake, na waliojeruhiwa watanung'unika kwa maumivu katika nchi yake yote.
1833350084	Maana hata kama Babeli angepanda mbinguni au kujenga ngome zake ndefu, aharibuye kutoka kwangu angemwendea - hili ni tamko la Yahwe.
183336004b	Kelele ya maangamizi ilitoka Babeli, anguko kubwa kutoka nchi ya Wakaldayo.
1833370095	Maana Yahwe anaiharibu Babeli. Anaifanya kelele ya sauti yake kuisha. Adui zake wanaunguruma kama mawimbi ya maji mengi; kelele yao imekuwa na nguvu.
18333800a6	Maana aharibuye amekuja kinyume chake - kinyume cha Babeli! - na shujaa wake wametekwa. Pinde zao zimevunjwa, maana Yahwe ni Mungu wa kisasi; atatekeleza kisasi hiki.
18333900d5	Maana nitawafanya wana wafalme wake, wenye hekima wake, maofsa wake, na maaskari wake kulewa, nao watalala usingizi kwa usingizi usioisha na bila kuamka - hili ni tamko la mfalme: Yahwe wa majeshi ndilo jina lake.
18333a00ec	Yahwe wa majeshi asema hivi: Ukuta mnene wa Babeli utaangushwa kabisa, na malango marefu yataunguzwa. Kisha watu wanaokuja kumsaidia watafanya kazi isiyofaa; kila mataifa wanachojaribu kikifanya kwa ajili yake kitateketezwa kwa moto.”
18333b00ce	Hili ndilo neno Yeremia nabii alilomwamru Seraya mwana wa Neria mwana wa Makseya alipokwenda na Sedekia mfalme wa Yuda huko Babeli katika mwaka wa nne wa kutawala kwake. Basi Seraya alikuwa afsa mwandamizi.
18333c00a4	Maana Yeremia alikuwa ameandika katika gombo kuhusu madhara yote yeliyokuwa yakienda kutendeka juu ya Babeli - maneno haya yote yaliyokuwa yameandikwa juu ya Babeli
18333d0057	Yeremia akamwambia Seraya, “Unapokwenda Babeli, hakikisha unayasoma maneno haya yote.
18333e00a5	Nawe utasema, 'Yahwe, wewe! - wewe mwenyewe umesema kwamba utapaharibu mahali hapa. Hapatakuwa na wa kukaa, kwamba ni watu au wanyama. Patakuwa nchi isiyofaa daima.'
18333f005e	Kisha mtakapomaliza kusoma gombo hili, funga jiwe kubwa juu yake na ulitupe katikati ya Frati.
183340008e	Sema, 'Babeli utazama kama hivi. Hautainuka kwa sababu ya mabaya ninayoyapeleka juu yake, nao wataanguka.” Maneno ya Yeremia yanaishia hapa.
18340100b7	Sedekia alikuwa na umri wa miaka ishirini na mmoja alipoanza kutawala; akatawala miaka kumi na mmoja huko Yerusalemu. Jina la mamaye lilikuwa Hamutali; alikuwa binti Yeremia wa Libna.
1834020048	Akafanya maovu machoni pa Yahwe; akafanya kila alichokifanya Yehoyakimu.
1834030099	Kwa hasira ya Yahwe, matukio haya yote yalitukia Yerusalemu na Yuda, hata alipowatoa mbele yake mwenyewe. Kisha Sedekia akaasi dhidi ya mfalme wa Babeli.
18340400ff	Ikawa katika mwaka wa tisa wa utawala wa mfalme Sedeki, katika mwezi wa kumi, na siku ya kumi ya mwezi huo, Nebukadneza, mfalme wa Babeli, alikuja na jeshi lake lote dhidi ya Yerusalem. Wakapiga kambi kuukabili, nao wakajenga ukuta wa kuusuria kuuzunguka.
183405004e	Hivyo mji ukausuriwa mpaka mwaka wa kumi na moja wa utawala wa mfalme Sedekia.
1834060075	Katika mwezi wa nne, siku ya tisa ya mwaka huo, njaa ikawa kali sana mjini hata hakukuwa na chakula kwa watu wa nchi.
18340700e7	Kisha mji ukatobolewa, na wapiganaji wote wakakimbia nje ya mji wakati wa usiku kwa njia ya lango lililokuwa kati ya kuta mbili, kwa bustani ya mfalme, japokuwa Wakaldayo walikuwa wameuzunguka mji. Hivyo wakaenda kwa njia ya Araba.
18340800a8	Lakini jeshi la Wakaldayo likamfuatia mfalme na kumpata Sedekia katika tambarare za bonde la Mto Yordani karibu na Yeriko. Jeshi lote lilikuwa limetawanyika mbali naye.
1834090074	Wakamkamata mfalme na kumleta hadi kwa mfalme wa Babeli huko Ribla katika nchi ya Hamathi, alipotoa hukumu juu yake.
18340a0072	Mfalme wa Babeli akawachinja wana wa Sedekia mbele ya macho yake, na huko Ribla akawachinja viongozi wote wa Yuda.
18340b0096	Kisha akayaondoa macho ya Sedekia, akamfunga katika vifungo vya shaba, na kumleta Babeli. Mfalme wa Babeli akamweka kifungoni hata siku ya kufa kwake.
18340c00e8	Basi mwezi wa tano, siku ya kumi ya mwezi, ambao ulikuwa mwaka wa kumi na tisa wa utawala wa mfalme Nebukadneza, mfalme wa Babeli, Nebuzaradani akaja Yerusalemu. Alikuwa jemedari wa walinzi wa mfalme na mtumishi wa mfalme wa Babeli.
18340d006a	Akaiteketeza nyumba ya Yahwe, kasiri, na nyumba zote za Yerusalemu; pia kila jengo mhimu mjini alilichoma.
18340e0073	Kama kwa kuta za kuuzunguka Yerusalemu, jeshi lote la Wababeli lililokuwa pamoja na jemedari wa mlinzi wakaviaribu.
18340f00d6	Kama kwa watu maskini sana, watu waliosalia walioachwa katika mji, waliokuwa wamemwendea mfalme wa Babeli, na baadhi ya watu wenye ujuzi - Nebuzaradan, jemedari wa askari walinzi, akawachukua baadhi yao uhamishoni.
1834100070	Lakini Nebuzaradani, jemedari wa mlinzi, akawaacha baadhi ya maskini sana wa nchi kuitunza mizabibu na mashamba.
18341100b7	Lakini kwa nguzo za shaba lilizokuwa katika nyumba ya Yahwe, mishikio na bahari ya shaba iliyokuwa katika nyumba ya Yahwe, Wakaldayo wakaivunja vipande wakaondoka navyo kurudi Babeli.
1834120091	Vyungu, makoleo, kinara cha taa, mabakuri, na vitu vyote vya shaba ambavyo makuhani walikuwa wakivitumia hekaluni - Wakaldayo wakavichukua vyote.
18341300bf	Makalai na chetezo cha uvumba, mabakuri, vyungu, kinara cha taa, vikaango, makalai zilizotengenezwa kwa dhahabu, na zilizotengenezwa kwa dhahabu - kapteni wa mlinzi wa mfalme akazichukua pia.
18341400be	Nguzo mbili, bahari, na ng'ombe kumi na wawili wa shaba waliokuwa chini yake, vitu Selemani alivyokuwa amevifanya kwa ajili ya nyumba ya Yahwe, vikiwa na shaba nyingi sana isiyoweza kupimwa.
18341500b3	Nguzo zilikuwa na urefu wa dhiraha kumi na nane kila moja, na mstari kuzunguka kila moja wenye urefu wa dhiraha kumi na mbili. Kila moja ilikuwa na unene wa vidole vinne na tundu.
