0100000006	1 Mose
12211b0082	Er wird vor den Leuten bekennen und sagen: “Ich hatte gesündigt und das Recht verkehrt; aber es ist mir nicht vergolten worden.
12211c0067	Er hat meine Seele erlöst, daß sie nicht führe ins Verderben, sondern mein Leben das Licht sähe.”
12211d0040	Siehe, das alles tut Gott zwei-oder dreimal mit einem jeglichen,
12211e0061	daß er seine Seele zurückhole aus dem Verderben und erleuchte ihn mit dem Licht der Lebendigen.
12211f003e	Merke auf, Hiob, und höre mir zu und schweige, daß ich rede!
1221200059	Hast du aber was zu sagen, so antworte mir; Sage an! ich wollte dich gerne rechtfertigen.
1221210055	Hast du aber nichts, so höre mir zu und schweige; ich will dich die Weisheit lehren.
122201001f	Und es hob an Elihu und sprach:
1222020045	Hört, ihr Weisen, meine Rede, und ihr Verständigen, merkt auf mich!
122203003f	Denn das Ohr prüft die Rede, und der Mund schmeckt die Speise.
1222040046	Laßt uns ein Urteil finden, daß wir erkennen unter uns, was gut sei.
122205004a	Denn Hiob hat gesagt: “Ich bin gerecht, und Gott weigert mir mein Recht;
1222060075	ich muß lügen, ob ich wohl recht habe, und bin gequält von meinen Pfeilen, ob ich wohl nichts verschuldet habe.”
122207003d	Wer ist ein solcher Hiob, der da Spötterei trinkt wie Wasser
122208004c	und auf dem Wege geht mit den Übeltätern und wandelt mit gottlosen Leuten?
1222090057	Denn er hat gesagt: “Wenn jemand schon fromm ist, so gilt er doch nichts bei Gott.”
12220a0074	Darum hört mir zu, ihr weisen Leute: Es sei ferne, daß Gott sollte gottlos handeln und der Allmächtige ungerecht;
12220b0065	sondern er vergilt dem Menschen, darnach er verdient hat, und trifft einen jeglichen nach seinem Tun.
12220c005c	Ohne zweifel, Gott verdammt niemand mit Unrecht, und der Allmächtige beugt das Recht nicht.
12220d004f	Wer hat, was auf Erden ist, verordnet, und wer hat den ganzen Erdboden gesetzt?
12220e003f	So er nun an sich dächte, seinen Geist und Odem an sich zöge,
12220f005b	so würde alles Fleisch miteinander vergehen, und der Mensch würde wieder zu Staub werden.
1222100049	Hast du nun Verstand, so höre das und merke auf die Stimme meiner Reden.
1222110065	Kann auch, der das Recht haßt regieren? Oder willst du den, der gerecht und mächtig ist, verdammen?
1222120062	Sollte einer zum König sagen: “Du heilloser Mann!” und zu den Fürsten: “Ihr Gottlosen!”?
1222130087	Und er sieht nicht an die Person der Fürsten und kennt den Herrlichen nicht mehr als den Armen; denn sie sind alle seiner Hände Werk.
122214008d	Plötzlich müssen die Leute sterben und zu Mitternacht erschrecken und vergehen; die Mächtigen werden weggenommen nicht durch Menschenhand.
1222150050	Denn seine Augen sehen auf eines jeglichen Wege, und er schaut alle ihre Gänge.
1222160055	Es ist keine Finsternis noch Dunkel, daß sich da möchten verbergen die Übeltäter.
122217005a	Denn er darf auf den Menschen nicht erst lange achten, daß er vor Gott ins Gericht komme.
1222180051	Er bringt die Stolzen um, ohne erst zu forschen, und stellt andere an ihre Statt:
1222190058	darum daß er kennt ihre Werke und kehrt sie um des Nachts, daß sie zerschlagen werden.
12221a0041	Er straft sie ab wie die Gottlosen an einem Ort, da man es sieht:
12221b004a	darum daß sie von ihm weggewichen sind und verstanden seiner Wege keinen,
12221c0059	daß das Schreien der Armen mußte vor ihn kommen und er das Schreien der Elenden hörte.
12221d0088	Wenn er Frieden gibt, wer will verdammen? und wenn er das Antlitz verbirgt, wer will ihn schauen unter den Völkern und Leuten allzumal?
12221e004d	Denn er läßt nicht über sie regieren einen Heuchler, das Volk zu drängen.
12221f004c	Denn zu Gott muß man sagen: “Ich habe gebüßt, ich will nicht übel tun.
1222200070	Habe ich's nicht getroffen, so lehre du mich's besser; habe ich Unrecht gehandelt, ich will's nicht mehr tun.”
122221007e	Soll er nach deinem Sinn vergelten? Denn du verwirfst alles; du hast zu wählen, und nicht ich. Weißt du nun was, so sage an.
122222004c	Verständige Leute werden zu mir sagen und ein weiser Mann, der mir zuhört:
1222230041	“Hiob redet mit Unverstand, und seine Worte sind nicht klug.”
122224005a	O, daß Hiob versucht würde bis ans Ende! darum daß er sich zu ungerechten Leuten kehrt.
1222250071	Denn er hat über seine Sünde noch gelästert; er treibt Spott unter uns und macht seiner Reden viel wider Gott.
122301001f	Und es hob an Elihu und sprach:
122302004f	Achtest du das für Recht, daß du sprichst: “Ich bin gerechter denn Gott”?
1223030054	Denn du sprichst: “Wer gilt bei dir etwas? Was hilft es, ob ich nicht sündige?”
122304003c	Ich will dir antworten ein Wort und deinen Freunden mit dir.
1223050050	Schaue gen Himmel und siehe; und schau an die Wolken, daß sie dir zu hoch sind.
1223060062	Sündigst du, was kannst du ihm Schaden? Und ob deiner Missetaten viel ist, was kannst du ihm tun?
122307005d	Und ob du gerecht seist, was kannst du ihm geben, oder was wird er von deinen Händen nehmen?
122308006a	Einem Menschen, wie du bist, mag wohl etwas tun deine Bosheit, und einem Menschenkind deine Gerechtigkeit.
122309004c	Man schreit, daß viel Gewalt geschieht, und ruft über den Arm der Großen;
12230a0058	aber man fragt nicht: “Wo ist Gott, mein Schöpfer, der Lobgesänge gibt in der Nacht,
12230b005d	der uns klüger macht denn das Vieh auf Erden und weiser denn die Vögel unter dem Himmel?”
12230c004d	Da schreien sie über den Hochmut der Bösen, und er wird sie nicht erhören.
12230d0054	Denn Gott wird das Eitle nicht erhören, und der Allmächtige wird es nicht ansehen.
12230e005f	Nun sprichst du gar, du wirst ihn nicht sehen. Aber es ist ein Gericht vor ihm, harre sein nur!
12230f0063	ob auch sein Zorn so bald nicht heimsucht und er sich's nicht annimmt, daß so viel Laster da sind.
122310005a	Darum hat Hiob seinen Mund umsonst aufgesperrt und gibt stolzes Gerede vor mit Unverstand.
122401001e	Elihu redet weiter und sprach:
1224020064	Harre mir noch ein wenig, ich will dir's zeigen; denn ich habe noch von Gottes wegen etwas zu sagen.
1224030050	Ich will mein Wissen weither holen und beweisen, daß mein Schöpfer recht habe.
122404005e	Meine Reden sollen ohne Zweifel nicht falsch sein; mein Verstand soll ohne Tadel vor dir sein.
122405005c	Siehe, Gott ist mächtig, und verachtet doch niemand; er ist mächtig von Kraft des Herzens.
1224060044	Den Gottlosen erhält er nicht, sondern hilft dem Elenden zum Recht.
1224070087	Er wendet seine Augen nicht von dem Gerechten; sondern mit Königen auf dem Thron läßt er sie sitzen immerdar, daß sie hoch bleiben.
122408004a	Und wenn sie gefangen blieben in Stöcken und elend gebunden mit Stricken,
122409005c	so verkündigt er ihnen, was sie getan haben, und ihre Untugenden, daß sie sich überhoben,
12240a0064	und öffnet ihnen das Ohr zur Zucht und sagt ihnen, daß sie sich von dem Unrechten bekehren sollen.
12240b005a	Gehorchen sie und dienen ihm, so werden sie bei guten Tagen alt werden und mit Lust leben.
12240c0051	Gehorchen sie nicht, so werden sie ins Schwert fallen und vergehen in Unverstand.
12240d004d	Die Heuchler werden voll Zorns; sie schreien nicht, wenn er sie gebunden hat.
12240e0048	So wird ihre Seele in der Jugend sterben und ihr Leben unter den Hurern.
12240f0060	Aber den Elenden wird er in seinem Elend erretten und dem Armen das Ohr öffnen in der Trübsal.
1224100099	Und auch dich lockt er aus dem Rachen der Angst in weiten Raum, da keine Bedrängnis mehr ist; und an deinem Tische, voll des Guten, wirst du Ruhe haben.
1224110058	Du aber machst die Sache der Gottlosen gut, daß ihre Sache und ihr Recht erhalten wird.
122412006b	Siehe zu, daß nicht vielleicht Zorn dich verlocke zum Hohn, oder die Größe des Lösegelds dich verleite.
1224130058	Meinst du, daß er deine Gewalt achte oder Gold oder irgend eine Stärke oder Vermögen?
122414004e	Du darfst der Nacht nicht begehren, welche Völker wegnimmt von ihrer Stätte.
1224150053	Hüte dich und kehre dich nicht zum Unrecht, wie du denn vor Elend angefangen hast.
1224160046	Siehe Gott ist zu hoch in seiner Kraft; wo ist ein Lehrer, wie er ist?
1224170051	Wer will ihm weisen seinen Weg, und wer will zu ihm sagen: “Du tust Unrecht?”
122418003b	Gedenke daß du sein Werk erhebest, davon die Leute singen.
122419003b	Denn alle Menschen sehen es; die Leute schauen's von ferne.
12241a004e	Siehe Gott ist groß und unbekannt; seiner Jahre Zahl kann niemand erforschen.
12241b0052	Er macht das Wasser zu kleinen Tropfen und treibt seine Wolken zusammen zum Regen,
12241c003b	daß die Wolken fließen und triefen sehr auf die Menschen.
12241d0043	Wenn er sich vornimmt die Wolken auszubreiten wie sein hoch Gezelt,
12241e0056	siehe, so breitet er aus sein Licht über dieselben und bedeckt alle Enden des Meeres.
12241f0041	Denn damit schreckt er die Leute und gibt doch Speise die Fülle.
1224200045	Er deckt den Blitz wie mit Händen und heißt ihn doch wieder kommen.
1224210039	Davon zeugt sein Geselle, des Donners Zorn in den Wolken.
1225010025	Des entsetzt sich mein Herz und bebt.
1225020056	O höret doch, wie der Donner zürnt, und was für Gespräch von seinem Munde ausgeht!
122503005b	Er läßt ihn hinfahren unter allen Himmeln, und sein Blitz scheint auf die Enden der Erde.
1225040085	Ihm nach brüllt der Donner, und er donnert mit seinem großen Schall; und wenn sein Donner gehört wird, kann man's nicht aufhalten.
122505005a	Gott donnert mit seinem Donner wunderbar und tut große Dinge und wird doch nicht erkannt.
1225060068	Er spricht zum Schnee, so ist er bald auf Erden, und zum Platzregen, so ist der Platzregen da mit Macht.
1225070052	Aller Menschen Hand hält er verschlossen, daß die Leute lernen, was er tun kann.
122508003d	Das wilde Tier geht in seine Höhle und bleibt an seinem Ort.
1225090037	Von Mittag her kommt Wetter und von Mitternacht Kälte.
12250a0048	Vom Odem Gottes kommt Frost, und große Wasser ziehen sich eng zusammen.
12250b004c	Die Wolken beschwert er mit Wasser, und durch das Gewölk bricht sein Licht.
12250c0064	Er kehrt die Wolken, wo er hin will, daß sie schaffen alles, was er ihnen gebeut, auf dem Erdboden:
12250d004b	es sei zur Züchtigung über ein Land oder zur Gnade, läßt er sie kommen.
12250e0038	Da merke auf, Hiob, stehe und vernimm die Wunder Gottes!
12250f0068	Weißt du wie Gott solches über sie bringt und wie er das Licht aus seinen Wolken läßt hervorbrechen?
1225100057	Weißt du wie sich die Wolken ausstreuen, die Wunder des, der vollkommen ist an Wissen?
1225110044	Du, des Kleider warm sind, wenn das Land still ist vom Mittagswinde,
1225120054	ja, du wirst mit ihm den Himmel ausbreiten, der fest ist wie ein gegossener Spiegel.
1225130057	Zeige uns, was wir ihm sagen sollen; denn wir können nichts vorbringen vor Finsternis.
1225140055	Wer wird ihm erzählen, daß ich wolle reden? So jemand redet, der wird verschlungen.
1225150066	Jetzt sieht man das Licht nicht, das am Himmel hell leuchtet; wenn aber der Wind weht, so wird's klar.
1225160040	Von Mitternacht kommt Gold; um Gott her ist schrecklicher Glanz.
122517007a	Den Allmächtigen aber können wir nicht finden, der so groß ist von Kraft; das Recht und eine gute Sache beugt er nicht.
1225180052	Darum müssen ihn fürchten die Leute; und er sieht keinen an, wie weise sie sind.
1226010037	Und der HERR antwortete Hiob aus dem Wetter und sprach:
1226020044	Wer ist der, der den Ratschluß verdunkelt mit Worten ohne Verstand?
1226030043	Gürte deine Lenden wie ein Mann; ich will dich fragen, lehre mich!
1226040041	Wo warst du, da ich die Erde gründete? Sage an, bist du so klug!
1226050058	Weißt du, wer ihr das Maß gesetzt hat oder wer über sie eine Richtschnur gezogen hat?
1226060047	Worauf stehen ihre Füße versenkt, oder wer hat ihren Eckstein gelegt,
122607004d	da mich die Morgensterne miteinander lobten und jauchzten alle Kinder Gottes?
122608004f	Wer hat das Meer mit Türen verschlossen, da es herausbrach wie aus Mutterleib,
1226090046	da ich's mit Wolken kleidete und in Dunkel einwickelte wie in Windeln,
12260a004a	da ich ihm den Lauf brach mit meinem Damm und setzte ihm Riegel und Türen
12260b006e	und sprach: “Bis hierher sollst du kommen und nicht weiter; hier sollen sich legen deine stolzen Wellen!”?
12260c0051	Hast du bei deiner Zeit dem Morgen geboten und der Morgenröte ihren Ort gezeigt,
12260d004e	daß sie die Ecken der Erde fasse und die Gottlosen herausgeschüttelt werden?
12260e004c	Sie wandelt sich wie Ton unter dem Siegel, und alles steht da wie im Kleide.
12260f0058	Und den Gottlosen wird ihr Licht genommen, und der Arm der Hoffärtigen wird zerbrochen.
1226100053	Bist du in den Grund des Meeres gekommen und in den Fußtapfen der Tiefe gewandelt?
1226110058	Haben sich dir des Todes Tore je aufgetan, oder hast du gesehen die Tore der Finsternis?
122612004b	Hast du vernommen wie breit die Erde sei? Sage an, weißt du solches alles!
1226130050	Welches ist der Weg, da das Licht wohnt, und welches ist der Finsternis Stätte,
122614004c	daß du mögest ergründen seine Grenze und merken den Pfad zu seinem Hause?
1226150050	Du weißt es ja; denn zu der Zeit wurdest du geboren, und deiner Tage sind viel.
1226160057	Bist du gewesen, da der Schnee her kommt, oder hast du gesehen, wo der Hagel her kommt,
1226170060	die ich habe aufbehalten bis auf die Zeit der Trübsal und auf den Tag des Streites und Krieges?
1226180051	Durch welchen Weg teilt sich das Licht und fährt der Ostwind hin über die Erde?
1226190052	Wer hat dem Platzregen seinen Lauf ausgeteilt und den Weg dem Blitz und dem Donner
12261a004e	und läßt regnen aufs Land da niemand ist, in der Wüste, da kein Mensch ist,
12261b0042	daß er füllt die Einöde und Wildnis und macht das Gras wächst?
12261c0040	Wer ist des Regens Vater? Wer hat die Tropfen des Taues gezeugt?
12261d0051	Aus wes Leib ist das Eis gegangen, und wer hat den Reif unter dem Himmel gezeugt,
12261e004d	daß das Wasser verborgen wird wie unter Steinen und die Tiefe oben gefriert?
12261f0057	Kannst du die Bande der sieben Sterne zusammenbinden oder das Band des Orion auflösen?
1226200072	Kannst du den Morgenstern hervorbringen zu seiner Zeit oder den Bären am Himmel samt seinen Jungen heraufführen?
1226210053	Weißt du des Himmels Ordnungen, oder bestimmst du seine Herrschaft über die Erde?
1226220055	Kannst du deine Stimme zu der Wolke erheben, daß dich die Menge des Wassers bedecke?
1226230056	Kannst du die Blitze auslassen, daß sie hinfahren und sprechen zu dir: Hier sind wir?
1226240048	Wer gibt die Weisheit in das Verborgene? Wer gibt verständige Gedanken?
1226250067	Wer ist so weise, der die Wolken zählen könnte? Wer kann die Wasserschläuche am Himmel ausschütten,
1226260057	wenn der Staub begossen wird, daß er zuhauf läuft und die Schollen aneinander kleben?
122627004f	Kannst du der Löwin ihren Raub zu jagen geben und die jungen Löwen sättigen,
122628004c	wenn sie sich legen in ihre Stätten und ruhen in der Höhle, da sie lauern?
1226290073	Wer bereitet den Raben die Speise, wenn seine Jungen zu Gott rufen und fliegen irre, weil sie nicht zu essen haben?
1227010073	Weißt du die Zeit, wann die Gemsen auf den Felsen gebären? oder hast du gemerkt, wann die Hinden schwanger gehen?
122702005f	Hast du gezählt ihre Monden, wann sie voll werden? oder weißt du die Zeit, wann sie gebären?
1227030042	Sie beugen sich, lassen los ihre Jungen und werden los ihre Wehen.
122704005c	Ihre Jungen werden feist und groß im Freien und gehen aus und kommen nicht wieder zu ihnen.
1227050055	Wer hat den Wildesel so frei lassen gehen, wer hat die Bande des Flüchtigen gelöst,
1227060046	dem ich die Einöde zum Hause gegeben habe und die Wüste zur Wohnung?
122707004c	Er verlacht das Getümmel der Stadt; das Pochen des Treibers hört er nicht.
122708004a	Er schaut nach den Bergen, da seine Weide ist, und sucht, wo es grün ist.
122709004a	Meinst du das Einhorn werde dir dienen und werde bleiben an deiner Krippe?
12270a0060	Kannst du ihm dein Seil anknüpfen, die Furchen zu machen, daß es hinter dir brache in Tälern?
12270b005d	Magst du dich auf das Tier verlassen, daß es so stark ist, und wirst es dir lassen arbeiten?
12270c0057	Magst du ihm trauen, daß es deinen Samen dir wiederbringe und in deine Scheune sammle?
12270d0064	Der Fittich des Straußes hebt sich fröhlich. Dem frommen Storch gleicht er an Flügeln und Federn.
12270e0051	Doch läßt er seine Eier auf der Erde und läßt sie die heiße Erde ausbrüten.
12270f0052	Er vergißt, daß sie möchten zertreten werden und ein wildes Tier sie zerbreche.
1227100068	Er wird so hart gegen seine Jungen, als wären sie nicht sein, achtet's nicht, daß er umsonst arbeitet.
122711004e	Denn Gott hat ihm die Weisheit genommen und hat ihm keinen Verstand zugeteilt.
1227120044	Zu der Zeit, da er hoch auffährt, verlacht er beide, Roß und Mann.
122713004b	Kannst du dem Roß Kräfte geben oder seinen Hals zieren mit seiner Mähne?
122714005a	Läßt du es aufspringen wie die Heuschrecken? Schrecklich ist sein prächtiges Schnauben.
122715005d	Es stampft auf den Boden und ist freudig mit Kraft und zieht aus, den Geharnischten entgegen.
122716004c	Es spottet der Furcht und erschrickt nicht und flieht vor dem Schwert nicht,
122717004d	wenngleich über ihm klingt der Köcher und glänzen beide, Spieß und Lanze.
122718005f	Es zittert und tobt und scharrt in die Erde und läßt sich nicht halten bei der Drommete Hall.
1227190076	So oft die Drommete klingt, spricht es: Hui! und wittert den Streit von ferne, das Schreien der Fürsten und Jauchzen.
12271a0050	Fliegt der Habicht durch deinen Verstand und breitet seine Flügel gegen Mittag?
12271b0051	Fliegt der Adler auf deinen Befehl so hoch, daß er sein Nest in der Höhe macht?
12271c004f	In den Felsen wohnt er und bleibt auf den Zacken der Felsen und auf Berghöhen.
12271d0040	Von dort schaut er nach der Speise, und seine Augen sehen ferne.
12271e003f	Seine Jungen saufen Blut, und wo Erschlagene liegen, da ist er.
1228010028	Und der HERR antwortete Hiob und sprach:
122802005f	Will mit dem Allmächtigen rechten der Haderer? Wer Gott tadelt, soll's der nicht verantworten?
122803002a	Hiob aber antwortete dem HERRN und sprach:
122804006d	Siehe, ich bin zu leichtfertig gewesen; was soll ich verantworten? Ich will meine Hand auf meinen Mund legen.
122805005b	Ich habe einmal geredet, und will nicht antworten; zum andernmal will ich's nicht mehr tun.
1228060037	Und der HERR antwortete Hiob aus dem Wetter und sprach:
1228070043	Gürte wie ein Mann deine Lenden; ich will dich fragen, lehre mich!
1228080052	Solltest du mein Urteil zunichte machen und mich verdammen, daß du gerecht seist?
122809004f	Hast du einen Arm wie Gott, und kannst mit gleicher Stimme donnern, wie er tut?
12280a004f	Schmücke dich mit Pracht und erhebe dich; ziehe Majestät und Herrlichkeit an!
12280b005f	Streue aus den Zorn deines Grimmes; schaue an die Hochmütigen, wo sie sind, und demütige sie!
12280c0060	Ja, schaue die Hochmütigen, wo sie sind und beuge sie; und zermalme die Gottlosen, wo sie sind!
12280d004f	Verscharre sie miteinander in die Erde und versenke ihre Pracht ins Verborgene,
12280e0046	so will ich dir auch bekennen, daß dir deine rechte Hand helfen kann.
12280f0055	Siehe da, den Behemoth, den ich neben dir gemacht habe; er frißt Gras wie ein Ochse.
1228100057	Siehe seine Kraft ist in seinen Lenden und sein Vermögen in den Sehnen seines Bauches.
122811005b	Sein Schwanz streckt sich wie eine Zeder; die Sehnen seiner Schenkel sind dicht geflochten.
122812004d	Seine Knochen sind wie eherne Röhren; seine Gebeine sind wie eiserne Stäbe.
1228130051	Er ist der Anfang der Wege Gottes; der ihn gemacht hat, der gab ihm sein Schwert.
1228140046	Die Berge tragen ihm Kräuter, und alle wilden Tiere spielen daselbst.
122815003c	Er liegt gern im Schatten, im Rohr und im Schlamm verborgen.
122816004d	Das Gebüsch bedeckt ihn mit seinem Schatten, und die Bachweiden umgeben ihn.
1228170086	Siehe, er schluckt in sich den Strom und achtet's nicht groß; läßt sich dünken, er wolle den Jordan mit seinem Munde ausschöpfen.
1228180050	Fängt man ihn wohl vor seinen Augen und durchbohrt ihm mit Stricken seine Nase?
1229010055	Kannst du den Leviathan ziehen mit dem Haken und seine Zunge mit einer Schnur fassen?
122902005c	Kannst du ihm eine Angel in die Nase legen und mit einem Stachel ihm die Backen durchbohren?
122903003e	Meinst du, er werde dir viel Flehens machen oder dir heucheln?
1229040058	Meinst du, daß er einen Bund mit dir machen werde, daß du ihn immer zum Knecht habest?
1229050052	Kannst du mit ihm spielen wie mit einem Vogel oder ihn für deine Dirnen anbinden?
122906005a	Meinst du die Genossen werden ihn zerschneiden, daß er unter die Kaufleute zerteilt wird?
122907004b	Kannst du mit Spießen füllen seine Haut und mit Fischerhaken seinen Kopf?
1229080063	Wenn du deine Hand an ihn legst, so gedenke, daß es ein Streit ist, den du nicht ausführen wirst.
1229090060	Siehe, die Hoffnung wird jedem fehlen; schon wenn er seiner ansichtig wird, stürzt er zu Boden.
12290a0058	Niemand ist so kühn, daß er ihn reizen darf; wer ist denn, der vor mir stehen könnte?
12290b0061	Wer hat mir etwas zuvor getan, daß ich's ihm vergelte? Es ist mein, was unter allen Himmeln ist.
12290c004b	Dazu muß ich nun sagen, wie groß, wie mächtig und wohlgeschaffen er ist.
12290d005d	Wer kann ihm sein Kleid aufdecken? und wer darf es wagen, ihm zwischen die Zähne zu greifen?
12290e0057	Wer kann die Kinnbacken seines Antlitzes auftun? Schrecklich stehen seine Zähne umher.
12290f0047	Seine stolzen Schuppen sind wie feste Schilde, fest und eng ineinander.
1229100043	Eine rührt an die andere, daß nicht ein Lüftlein dazwischengeht.
122911005b	Es hängt eine an der andern, und halten zusammen, daß sie sich nicht voneinander trennen.
1229120054	Sein Niesen glänzt wie ein Licht; seine Augen sind wie die Wimpern der Morgenröte.
1229130045	Aus seinem Munde fahren Fackeln, und feurige Funken schießen heraus.
122914003f	Aus seiner Nase geht Rauch wie von heißen Töpfen und Kesseln.
1229150047	Sein Odem ist wie eine lichte Lohe, und aus seinem Munde gehen Flammen.
1229160044	Auf seinem Hals wohnt die Stärke, und vor ihm her hüpft die Angst.
1229170068	Die Gliedmaßen seines Fleisches hangen aneinander und halten hart an ihm, daß er nicht zerfallen kann.
122918004b	Sein Herz ist so hart wie ein Stein und so fest wie ein unterer Mühlstein.
1229190063	Wenn er sich erhebt, so entsetzen sich die Starken; und wenn er daherbricht, so ist keine Gnade da.
12291a0062	Wenn man zu ihm will mit dem Schwert, so regt er sich nicht, oder mit Spieß, Geschoß und Panzer.
12291b0033	Er achtet Eisen wie Stroh, und Erz wie faules Holz.
12291c0048	Kein Pfeil wird ihn verjagen; die Schleudersteine sind ihm wie Stoppeln.
12291d0040	Die Keule achtet er wie Stoppeln; er spottet der bebenden Lanze.
12291e005a	Unten an ihm sind scharfe Scherben; er fährt wie mit einem Dreschwagen über den Schlamm.
12291f0066	Er macht, daß der tiefe See siedet wie ein Topf, und rührt ihn ineinander, wie man eine Salbe mengt.
1229200038	Nach ihm leuchtet der Weg; er macht die Tiefe ganz grau.
122921004a	Auf Erden ist seinesgleichen niemand; er ist gemacht, ohne Furcht zu sein.
122922004c	Er verachtet alles, was hoch ist; er ist ein König über alles stolze Wild.
122a010029	Und Hiob antwortete dem HERRN und sprach:
122a02005b	Ich erkenne, daß du alles vermagst, und nichts, das du dir vorgenommen, ist dir zu schwer.
122a03009d	“Wer ist der, der den Ratschluß verhüllt mit Unverstand?” Darum bekenne ich, daß ich habe unweise geredet, was mir zu hoch ist und ich nicht verstehe.
122a040046	“So höre nun, laß mich reden; ich will dich fragen, lehre mich!”
122a05004d	Ich hatte von dir mit den Ohren gehört; aber nun hat dich mein Auge gesehen.
122a060041	Darum spreche ich mich schuldig und tue Buße in Staub und Asche.
122a0700ce	Da nun der HERR mit Hiob diese Worte geredet hatte, sprach er zu Eliphas von Theman: Mein Zorn ist ergrimmt über dich und deine zwei Freunde; denn ihr habt nicht recht von mir geredet wie mein Knecht Hiob.
122a080128	So nehmt nun sieben Farren und sieben Widder und geht hin zu meinem Knecht Hiob und opfert Brandopfer für euch und laßt meinen Knecht Hiob für euch bitten. Denn ich will ihn ansehen, daß ich an euch nicht tue nach eurer Torheit; denn ihr habt nicht recht von mir geredet wie mein Knecht Hiob.
122a09008c	Da gingen hin Eliphas von Theman, Bildad von Suah und Zophar von Naema und taten, wie der HERR ihnen gesagt hatte; und der HERR sah an Hiob.
122a0a0087	Und der HERR wandte das Gefängnis Hiobs, da er bat für seine Freunde. Und der Herr gab Hiob zwiefältig so viel, als er gehabt hatte.
122a0b013d	Und es kamen zu ihm alle seine Brüder und alle seine Schwestern und alle, die ihn vormals kannten, und aßen mit ihm in seinem Hause und kehrten sich zu ihm und trösteten ihn über alles Übel, das der HERR hatte über ihn kommen lassen. Und ein jeglicher gab ihm einen schönen Groschen und ein goldenes Stirnband.
122a0c00a0	Und der HERR segnete hernach Hiob mehr denn zuvor, daß er kriegte vierzehntausend Schafe und sechstausend Kamele und tausend Joch Rinder und tausend Eselinnen.
122a0d002f	Und er kriegte sieben Söhne und drei Töchter;
122a0e004a	und hieß die erste Jemima, die andere Kezia und die dritte Keren-Happuch.
122a0f0089	Und wurden nicht so schöne Weiber gefunden in allen Landen wie die Töchter Hiobs. Und ihr Vater gab ihnen Erbteil unter ihren Brüdern.
122a10006f	Und Hiob lebte nach diesem hundert und vierzig Jahre, daß er sah Kinder und Kindeskinder bis ins vierte Glied.
122a110022	Und Hiob starb alt und lebenssatt.
1300000005	Psalm
1301010073	Wohl dem, der nicht wandelt im Rat der Gottlosen noch tritt auf den Weg Sünder noch sitzt, da die Spötter sitzen,
1301020050	sondern hat Lust zum Gesetz des HERRN und redet von seinem Gesetz Tag und Nacht!
13010300a4	Der ist wie ein Baum, gepflanzt an den Wasserbächen, der seine Frucht bringt zu seiner Zeit, und seine Blätter verwelken nicht; und was er macht, das gerät wohl.
130104004c	Aber so sind die Gottlosen nicht, sondern wie Spreu, die der Wind verstreut.
130105005c	Darum bleiben die Gottlosen nicht im Gericht noch die Sünder in der Gemeinde der Gerechten.
130106004a	Denn der HERR kennt den Weg der Gerechten; aber der Gottlosen Weg vergeht.
130201003c	Warum toben die Heiden, und die Völker reden so vergeblich?
1302020072	Die Könige der Erde lehnen sich auf, und die Herren ratschlagen miteinander wider den HERRN und seinen Gesalbten:
1302030045	“Lasset uns zerreißen ihre Bande und von uns werfen ihre Seile!”
1302040042	Aber der im Himmel wohnt, lacht ihrer, und der Herr spottet ihrer.
1302050059	Er wird einst mit ihnen reden in seinem Zorn, und mit seinem Grimm wird er sie schrecken.
130206004b	“Aber ich habe meinen König eingesetzt auf meinem heiligen Berg Zion.”
1302070078	Ich will von der Weisheit predigen, daß der HERR zu mir gesagt hat: “Du bist mein Sohn, heute habe ich dich gezeuget:
1302080057	heische von mir, so will ich dir Heiden zum Erbe geben und der Welt Enden zum Eigentum.
130209005f	Du sollst sie mit einem eisernen Zepter zerschlagen; wie Töpfe sollst du sie zerschmeißen.”
13020a005a	So lasset euch nun weisen, ihr Könige, und lasset euch züchtigen, ihr Richter auf Erden!
13020b0036	Dient dem HERRN mit Furcht und freut euch mit Zittern!
13020c008d	Küßt den Sohn, daß er nicht zürne und ihr umkommt auf dem Wege; denn sein Zorn wird bald entbrennen. Aber wohl allen, die auf ihn trauen!
1303010083	Ein Psalm Davids, da er floh vor seinem Sohn Absalom. Ach HERR, wie sind meiner Feinde so viel und setzen sich so viele wider mich!
1303020042	Viele sagen von meiner Seele: Sie hat keine Hilfe bei Gott. (Sela)
130303005f	Aber du, HERR, bist der Schild für mich und der mich zu Ehren setzt und mein Haupt aufrichtet.
130304005d	Ich rufe an mit meiner Stimme den HERRN; so erhört er mich von seinem heiligen Berge. (Sela)
130305003c	Ich liege und schlafe und erwache; denn der HERR hält mich.
130306004c	Ich fürchte mich nicht vor viel Tausenden, die sich umher gegen mich legen.
130307007b	Auf, HERR, hilf mir, mein Gott! denn du schlägst alle meine Feinde auf den Backen und zerschmetterst der Gottlosen Zähne.
1303080048	Bei dem HERRN findet man Hilfe. Dein Segen komme über dein Volk! (Sela)
13040100af	Ein Psalm Davids, vorzusingen, auf Saitenspiel. Erhöre mich, wenn ich rufe, Gott meiner Gerechtigkeit, der du mich tröstest in Angst; sei mir gnädig und erhöre mein Gebet!
1304020078	Liebe Herren, wie lange soll meine Ehre geschändet werden? Wie habt ihr das Eitle so lieb und die Lüge so gern! (Sela)
