0100000008	Kejadian
0e0a0f00af	Permintaan rakyat tidak dihiraukannya. Tetapi itu memang kehendak TUHAN Allah. Apa yang dikatakan TUHAN melalui Nabi Ahia dari Silo mengenai Yerobeam anak Nebat harus terjadi.
0e0a100122	Ketika rakyat Israel melihat bahwa raja tidak mau mendengarkan mereka, mereka berteriak, "Peduli amat dengan Daud dan keturunannya! Mereka tidak pernah berbuat apa-apa untuk kita. Rakyat Israel, mari kita pulang! Biarkan Rehabeam itu mengurus dirinya sendiri!" Maka pulanglah rakyat Israel,
0e0a110034	dan Rehabeam menjadi raja hanya atas wilayah Yehuda.
0e0a12010d	Meskipun begitu Raja Rehabeam masih juga menyuruh Adoniram, seorang kepala pekerja rodi, untuk menenangkan rakyat. Tetapi mereka melempari dia dengan batu sampai mati. Rehabeam sendiri berhasil lolos dan cepat-cepat naik ke keretanya, serta melarikan diri ke Yerusalem.
0e0a13006b	Mulai saat itu rakyat di bagian utara kerajaan Israel selalu memberontak terhadap raja-raja keturunan Daud.
0e0b0100d6	Ketika Raja Rehabeam tiba di Yerusalem, ia mengumpulkan 180.000 prajuritnya yang terbaik dari suku Yehuda dan Benyamin untuk memerangi orang Israel dan memulihkan kekuasaannya atas suku-suku di bagian utara Israel.
0e0b020021	Tetapi TUHAN menyuruh Nabi Semaya
0e0b03005d	menyampaikan pesan ini kepada Rehabeam dan kepada semua orang dalam suku Yehuda dan Benyamin,
0e0b0400c1	"Janganlah memerangi saudara-saudaramu orang Israel. Pulanglah! Apa yang telah terjadi adalah kehendak-Ku." Maka mereka semuanya menuruti perintah TUHAN dan tidak jadi pergi memerangi Yerobeam.
0e0b050081	Rehabeam tinggal di Yerusalem dan menyuruh orang membangun benteng-benteng untuk kota-kota di wilayah Yehuda dan Benyamin, yaitu:
0e0b06001b	kota Betlehem, Etam, Tekoa,
0e0b070017	Bet-Zur, Sokho, Adulam,
0e0b080010	Gat, Mares, Zif,
0e0b090017	Adoraim, Lakhis, Azeka,
0e0b0a0018	Zora, Ayalon dan Hebron.
0e0b0b00bc	Ia memperkuat kota-kota berbenteng itu dan menempatkan seorang komandan pasukan di setiap kota itu. Masing-masing kota itu dilengkapinya dengan persediaan makanan, minyak zaitun dan anggur
0e0b0c0062	serta perisai dan tombak. Dengan demikian wilayah Yehuda dan Benyamin tetap di dalam kekuasaannya.
0e0b0d0053	Imam-imam dan orang Lewi dari semua wilayah Israel pergi bergabung dengan Rehabeam.
0e0b0e00d2	Orang-orang Lewi itu meninggalkan padang-padang rumput dan tanah mereka dan pindah ke Yehuda dan Yerusalem, sebab Yerobeam dan raja-raja yang menggantikannya tidak mengizinkan mereka bekerja sebagai imam TUHAN.
0e0b0f00a2	Yerobeam mengangkat imam-imamnya sendiri untuk melayani di tempat-tempat penyembahan berhala dan untuk menyembah jin-jin serta patung sapi yang dibuatnya sendiri.
0e0b1000e6	Orang-orang dari semua suku Israel yang sungguh-sungguh ingin menyembah TUHAN, Allah Israel, pindah ke Yerusalem, mengikuti orang-orang Lewi itu supaya dapat mempersembahkan kurban kepada TUHAN, Allah yang disembah leluhur mereka.
0e0b1100c3	Dengan demikian kerajaan Yehuda menjadi lebih kuat. Selama tiga tahun mereka mendukung pemerintahan Rehabeam putra Salomo itu, dan hidup seperti pada zaman pemerintahan Raja Daud dan Raja Salomo.
0e0b120075	Rehabeam kawin dengan Mahalat; ayah Mahalat ialah Yerimot putra Daud, dan ibunya ialah Abihail anak Eliab, cucu Isai.
0e0b13003e	Mereka mempunyai tiga anak laki-laki: Yeus, Semarya dan Zaham.
0e0b140077	Kemudian Rehabeam kawin dengan Maakha anak Absalom. Mereka mendapat empat anak laki-laki: Abia, Atai, Ziza dan Selomit.
0e0b15009c	Rehabeam mempunyai 18 istri dan 60 selir, 28 anak laki-laki dan 60 anak perempuan. Dari semua istri dan selirnya itu, yang paling dicintainya adalah Maakha.
0e0b16009b	Itu sebabnya Abia anak Maakha lebih disukainya daripada semua anaknya yang lain, sehingga Abialah juga yang dipilihnya untuk menggantikan dia menjadi raja.
0e0b1700f9	Dengan bijaksana Rehabeam memberikan tugas-tugas kepada putra-putranya dan menempatkan mereka di kota-kota berbenteng di seluruh wilayah Yehuda dan Benyamin. Ia memberi mereka makanan berlimpah-limpah, dan juga menyediakan banyak istri untuk mereka.
0e0c010071	Setelah kedudukan Rehabeam sebagai raja telah menjadi kuat, ia dan seluruh rakyat Israel mengabaikan hukum TUHAN,
0e0c02008c	dan tidak setia kepada-Nya. Karena itu TUHAN menghukum mereka. Pada tahun kelima pemerintahan Rehabeam, Sisak raja Mesir menyerang Yerusalem
0e0c03008f	dengan 1.200 kereta perang, 60.000 tentara berkuda, dan sejumlah prajurit yang tak terhitung banyaknya, termasuk pasukan Libia, Suki dan Sudan.
0e0c040048	Ia merebut kota-kota berbenteng di Yehuda lalu maju sampai ke Yerusalem.
0e0c05011b	Pada waktu itu Raja Rehabeam dan para pemimpin Yehuda telah berkumpul di Yerusalem karena melarikan diri dari Sisak. Nabi Semaya datang kepada mereka dan berkata, "Begini kata TUHAN, 'Kamu meninggalkan Aku, jadi sekarang Aku pun meninggalkan kamu sehingga kamu dikuasai oleh Sisak.'"
0e0c060070	Raja dan para pemimpin mengakui bahwa mereka sudah berdosa. Mereka berkata, "Apa yang dilakukan TUHAN itu adil."
0e0c070107	Ketika TUHAN melihat bahwa mereka telah merendahkan diri, Ia berbicara lagi kepada Semaya, kata-Nya, "Karena mereka mengakui dosa mereka, maka Aku tak akan membinasakan mereka. Aku akan segera meluputkan mereka; Yerusalem tidak akan hancur. Meskipun begitu, Sisak
0e0c08007b	akan menguasai mereka, supaya mereka tahu perbedaan antara mengabdi kepada-Ku dan mengabdi kepada penguasa-penguasa dunia."
0e0c0900bf	Maka datanglah Raja Sisak menyerang kota Yerusalem dan merampas barang-barang berharga yang terdapat di Rumah TUHAN dan di istana raja, juga perisai-perisai emas yang dibuat oleh Raja Salomo.
0e0c0a0088	Sebagai gantinya Rehabeam membuat perisai-perisai perunggu, dan mempercayakannya kepada para perwira yang mengawal pintu gerbang istana.
0e0c0b007a	Setiap kali raja pergi ke Rumah TUHAN, para pengawal membawa perisai-perisai itu, kemudian mengembalikannya ke kamar jaga.
0e0c0c00b9	Karena raja merendahkan diri di hadapan TUHAN, dan juga karena masih ada hal-hal yang baik di Yehuda maka redalah kemarahan TUHAN kepada Rehabeam dan tidak membinasakan dia sama sekali.
0e0c0d0122	Rehabeam memerintah di Yerusalem dan kekuasaannya semakin besar. Ia berumur 41 tahun ketika menjadi raja, dan ia memerintah 17 tahun lamanya di Yerusalem, kota yang dari seluruh wilayah Israel dipilih TUHAN untuk menjadi tempat ibadat kepada-Nya. Ibu Rehabeam adalah Naama dari negeri Amon.
0e0c0e0046	Rehabeam berbuat jahat karena tidak berusaha melakukan kehendak TUHAN.
0e0c0f00c2	Kisah tentang Rehabeam dari mula sampai akhir dan silsilahnya dicatat dalam buku Sejarah Nabi Semaya dan dalam buku Sejarah Nabi Ido. Antara Rehabeam dan Yerobeam selalu saja terjadi peperangan.
0e0c10006f	Rehabeam meninggal dan dikuburkan di makam raja-raja di Kota Daud. Abia putranya menjadi raja menggantikan dia.
0e0d01005c	Pada tahun kedelapan belas pemerintahan Raja Yerobeam atas Israel, Abia menjadi raja Yehuda,
0e0d020093	dan memerintah tiga tahun lamanya di Yerusalem. Ibunya ialah Mikhaya anak Uriel dari kota Gibea. Kemudian pecahlah perang antara Abia dan Yerobeam.
0e0d030053	Abia mengerahkan 400.000 prajurit, sedangkan Yerobeam mengerahkan 800.000 prajurit.
0e0d040099	Kedua pasukan itu berhadap-hadapan di daerah pegunungan Efraim. Abia naik ke atas Gunung Zemaraim lalu berseru kepada Yerobeam dan orang Israel, "Dengar!
0e0d0500ae	Kamu tahu bahwa TUHAN, Allah Israel, telah mengikat janji dengan Daud bahwa ia dan keturunannya akan memerintah Israel untuk selama-lamanya. Janji itu tidak dapat dibatalkan.
0e0d06004e	Meskipun begitu, Yerobeam anak Nebat itu memberontak terhadap Salomo, rajanya.
0e0d0700b9	Ia mengumpulkan segerombolan orang-orang kurang ajar dan memaksakan kehendak mereka kepada Rehabeam putra Salomo, yang pada waktu itu terlalu muda dan tak berpengalaman untuk menentang.
0e0d0800b9	Sekarang kamu menyangka dapat melawan kekuasaan yang diberikan TUHAN kepada keturunan Daud, karena pasukanmu besar dan kamu mempunyai sapi-sapi emas yang oleh Yerobeam dijadikan dewamu.
0e0d090158	Bukankah imam-imam TUHAN keturunan Harun dan orang-orang Lewi telah kamu usir semuanya? Sebagai gantinya siapa saja yang ingin menjadi imam, asal dia membawa seekor sapi atau tujuh ekor domba, kamu jadikan imam untuk yang bukan Allah, sebab memang begitulah cara bangsa-bangsa lain mengangkat imam mereka. Tetapi kami tidak berbuat seperti itu.
0e0d0a0099	Kami tetap mengabdi kepada TUHAN Allah kami dan tidak meninggalkan Dia. Imam-imam kami tetap keturunan Harun, dan orang-orang Lewi tetap membantu mereka.
0e0d0b010d	Setiap pagi dan sore mereka membakar dupa dan mempersembahkan kurban bakaran untuk TUHAN, serta menyediakan roti sajian. Setiap malam mereka menyalakan pelita-pelita pada kaki pelita emas. Kami tetap mentaati perintah-perintah TUHAN, tetapi kamu sudah meninggalkan Dia.
0e0d0c00ec	Pemimpin kami adalah Allah sendiri dan para imam-Nya ada di sini. Mereka sudah siap untuk meniup trompet sebagai tanda bagi kami untuk menyerang kamu. Hai orang Israel, janganlah melawan TUHAN, Allah leluhurmu! Kamu takkan bisa menang!"
0e0d0d009d	Sementara itu Yerobeam mengirim sebagian dari pasukannya untuk menghadang pasukan Yehuda dari belakang, sedangkan sebagian lagi menghadapi mereka dari depan.
0e0d0e007a	Ketika pasukan Yehuda melihat bahwa mereka dikepung, mereka berteriak minta tolong kepada TUHAN. Para imam meniup trompet,
0e0d0f009b	lalu pasukan Yehuda menyerukan pekik perang dan maju menyerang, dipimpin oleh Abia. Sementara mereka berseru, Allah mengalahkan Yerobeam dan pasukan Israel
0e0d100044	sehingga mereka lari. Allah membuat orang Yehuda menang atas mereka.
0e0d110079	Besarlah kekalahan yang didatangkan Abia dan pasukannya ke atas orang Israel; 500.000 prajurit mereka yang terbaik tewas.
0e0d12004c	Orang Yehuda menang, karena mereka mengandalkan TUHAN, Allah leluhur mereka.
0e0d13008c	Ketika Abia mengejar pasukan Yerobeam, ia merebut beberapa kota dengan desa-desa di sekitarnya. Kota-kota itu ialah Betel, Yesana dan Efron.
0e0d140067	Selama pemerintahan Abia, Yerobeam tidak dapat memulihkan kekuasaannya. Akhirnya ia dibunuh oleh TUHAN.
0e0d150068	Sebaliknya, Abia semakin berkuasa. Ia mempunyai 14 orang istri, 22 anak laki-laki dan 16 anak perempuan.
0e0d160075	Kisah lainnya mengenai Abia, dan mengenai semua perkataan dan perbuatannya telah dicatat dalam buku Sejarah Nabi Ido.
0e0e0100bf	Setelah Raja Abia meninggal dan dikuburkan di makam raja-raja di Kota Daud, Asa putranya menjadi raja menggantikan dia. Di bawah pemerintahan Asa, negeri Yehuda tenteram selama sepuluh tahun.
0e0e020049	Asa menyenangkan hati TUHAN Allahnya dengan melakukan yang adil dan baik.
0e0e0300a4	Ia menyingkirkan mezbah-mezbah bangsa lain dan tempat-tempat penyembahan berhala. Tugu-tugu dewa dihancurkannya, dan tiang-tiang patung Dewi Asyera ditumbangkannya.
0e0e040082	Rakyat Yehuda disuruhnya hidup menurut kehendak TUHAN, Allah leluhur mereka, dan mentaati ajaran-ajaran dan perintah-perintah-Nya.
0e0e050096	Semua tempat penyembahan berhala dan tempat membakar dupa disingkirkannya dari kota-kota Yehuda. Maka tenanglah kerajaan itu di bawah pemerintahannya,
0e0e0600a0	sehingga ia dapat membangun benteng-benteng untuk kota-kota Yehuda. Beberapa tahun lamanya tidak terjadi perang karena TUHAN memberikan keadaan damai kepadanya.
0e0e070189	Kata Asa kepada rakyat Yehuda, "Baiklah kita memperkuat kota-kota dengan membangun tembok sekelilingnya dan menara-menara serta pintu gerbang dengan palang-palangnya. Kita telah menguasai negeri ini karena kita sudah menuruti kehendak TUHAN Allah kita. Ia memelihara kita dan menjaga keamanan di seluruh negeri kita." Maka mulailah mereka membangun dan menyelesaikan pekerjaan itu dengan baik.
0e0e0800db	Tentara Raja Asa terdiri dari 300.000 orang Yehuda yang bersenjatakan perisai dan tombak, dan 280.000 orang Benyamin yang bersenjatakan perisai, busur dan panah. Mereka semuanya prajurit yang berani-berani dan terlatih.
0e0e0900a3	Pada suatu waktu seorang Sudan bernama Zerah menyerang Yehuda dengan pasukan yang terdiri dari 1.000.000 prajurit dan 300 kereta perang. Mereka maju sejauh Maresa.
0e0e0a006f	Maka keluarlah Asa menghadapi Zerah, dan keduanya mengatur barisan masing-masing di Lembah Zefata dekat Maresa.
0e0e0b015d	Lalu Asa berdoa kepada TUHAN Allahnya, "TUHAN, hanya Engkaulah yang dapat membantu yang lemah terhadap yang kuat. Tolonglah kami sekarang, ya TUHAN Allah kami! Pada-Mulah kami bersandar dan atas nama-Mu kami keluar berperang melawan pasukan yang sangat besar ini. TUHAN, Engkaulah Allah kami. Jangan biarkan diri-Mu dikalahkan oleh seorang manusia."
0e0e0c0074	Lalu Asa dan tentara Yehuda menyerang tentara Sudan. TUHAN mengalahkan tentara Sudan sehingga mereka melarikan diri.
0e0e0d01bb	Asa dan tentaranya mengejar mereka sampai sejauh Gerar. Di pihak Sudan banyak sekali yang tewas sehingga tentara mereka tidak berdaya karena dihancurkan oleh TUHAN dan tentara Yehuda yang juga merampas banyak sekali dari barang-barang mereka. Kemudian tentara Yehuda menghancurkan kota-kota di wilayah sekitar Gerar, karena TUHAN membuat penduduknya menjadi ketakutan. Tentara Yehuda merampasi semua kota itu dan mendapat banyak sekali barang.
0e0e0f007e	Mereka juga menyerang perkemahan para peternak, dan mengangkut banyak domba dan unta. Setelah itu mereka kembali ke Yerusalem.
0e0f01002a	Roh Allah menguasai Nabi Azarya anak Oded,
0e0f020120	sehingga ia pergi menemui Raja Asa, dan berkata, "Hai Raja Asa, dan seluruh penduduk Yehuda dan Benyamin! Dengar! TUHAN dekat padamu kalau kamu dekat pada-Nya. Jika kamu minta petunjuk TUHAN, Ia akan memberikannya. Tetapi kalau kamu tidak menghiraukan Dia, Ia pun tidak menghiraukan kamu.
0e0f03009e	Lama sekali Israel tidak mengabdi kepada Allah yang benar, tidak mempunyai hukum-hukum yang harus ditaati, dan tidak mempunyai imam-imam yang mengajar mereka.
0e0f040085	Tetapi ketika mereka dalam kesukaran, mereka minta tolong kepada TUHAN, Allah Israel. Mereka minta petunjuk-Nya dan Ia memberikannya.
0e0f050062	Pada masa itu orang tidak dapat bepergian dengan aman, sebab di setiap negeri ada kerusuhan besar.
0e0f06008e	Bangsa yang satu menindas bangsa yang lain, dan kota yang satu menindas kota yang lain, karena Allah mendatangkan kerusuhan besar atas mereka.
0e0f07003b	Tetapi kamu harus tabah dan berani. Usahamu akan berhasil."
0e0f080114	Ketika Asa mendengar perkataan Azarya anak Oded itu, berkobarlah semangatnya. Ia menyingkirkan semua berhala di negeri Yehuda dan Benyamin, dan di kota-kota yang telah dikalahkannya di pegunungan Efraim, lalu ia memperbaiki mezbah TUHAN yang terdapat di pelataran Rumah TUHAN.
0e0f0900d9	Banyak orang Efraim, Manasye, dan Simeon bergabung dengan Asa, dan tinggal di wilayah kerajaannya, karena mereka melihat bahwa TUHAN menolong dia. Asa menyuruh semua orang itu bersama dengan rakyat Yehuda dan Benyamin
0e0f0a006b	berkumpul di Yerusalem. Maka berkumpullah mereka pada bulan tiga dalam tahun kelima belas pemerintahan Asa.
0e0f0b0083	Pada hari itu mereka mempersembahkan kepada TUHAN 700 sapi dan 7.000 domba, hasil rampasan yang mereka bawa pulang dari peperangan.
0e0f0c007f	Mereka berjanji kepada TUHAN bahwa dengan sepenuh hati dan jiwa mereka akan hidup menurut kehendak TUHAN, Allah leluhur mereka.
0e0f0d0070	Siapa saja, tua atau muda, laki-laki atau perempuan, yang tidak hidup menurut kehendak TUHAN pasti dihukum mati.
0e0f0e008e	Dengan suara yang keras mereka bersumpah kepada TUHAN bahwa mereka akan memegang janji itu. Kemudian mereka bersorak-sorak dan meniup trompet.
0e0f0f00e7	Seluruh rakyat Yehuda gembira karena mereka telah membuat sumpah itu dengan sepenuh hati. Mereka senang beribadat kepada TUHAN, dan TUHAN pun berkenan menerima mereka. Ia memberikan kepada mereka keadaan tenteram di wilayah mereka.
0e0f1000f3	Selanjutnya Raja Asa memecat neneknya Maakha, dari kedudukannya sebagai Ibu Suri sebab ia telah membuat patung berhala yang cabul untuk Asyera, dewi kesuburan. Asa merobohkan dan menghancurluluhkan patung itu lalu membakarnya di Lembah Kidron.
0e0f110089	Meskipun tidak semua tempat penyembahan berhala di negeri itu dihancurkan oleh Asa, namun ia tetap setia kepada TUHAN sepanjang hidupnya.
0e0f12009d	Semua emas dan perak serta barang-barang lain hasil rampasan perang milik ayahnya dan dirinya sendiri diletakkannya di Rumah TUHAN untuk menjadi milik TUHAN.
0e0f130065	Sampai pada tahun ketiga puluh lima pemerintahan Asa tak pernah timbul peperangan lagi di negeri itu.
0e100100a4	Pada tahun ketiga puluh enam pemerintahan Raja Asa atas Yehuda, Baesa raja Israel menyerang Yehuda dan memperkuat kota Rama untuk menutup jalan keluar masuk Yehuda.
0e100200a0	Maka Raja Asa mengambil emas dan perak dari perbendaharaan Rumah TUHAN dan istana raja, lalu mengirimnya ke Damsyik kepada Benhadad raja Siria dengan pesan ini,
0e10030106	"Marilah kita mengikat persahabatan seperti yang sudah dilakukan oleh orang tua kita. Bersama ini aku mengirimkan emas dan perak sebagai hadiah, dan mengajak Tuan memutuskan hubungan dengan Baesa raja Israel, supaya ia menarik kembali pasukannya dari wilayahku."
0e100400cf	Benhadad setuju dengan tawaran itu lalu menyuruh perwira-perwiranya bersama pasukan mereka menyerang kota-kota Israel. Mereka mengalahkan Iyon, Dan, Abel-Bet-Maakha dan semua kota-kota perbekalan di Naftali.
0e1005005b	Ketika Raja Baesa mendengar hal itu, ia berhenti memperkuat Rama dan meninggalkan kota itu.
0e100600d0	Lalu Raja Asa mengerahkan orang-orang dari seluruh Yehuda untuk mengangkut batu dan kayu yang dipakai Baesa di Rama untuk memperkuat kota itu. Bahan-bahan itu dipakai Asa untuk memperkuat kota Geba dan Mizpa.
0e100700cd	Pada waktu itu Nabi Hanani datang kepada Raja Asa dan berkata, "Karena engkau bersandar kepada raja Siria, dan bukan kepada TUHAN Allahmu, maka hilanglah kesempatanmu untuk mengalahkan tentara raja Israel.
0e100800d8	Bukankah Sudan dan Libia mempunyai angkatan bersenjata yang besar dengan banyak kereta perang dan tentara berkuda? Meskipun begitu TUHAN memberikan kemenangan kepadamu atas mereka, karena engkau bersandar kepada-Nya.
0e100900c4	TUHAN mengawasi seluruh bumi untuk memberikan kekuatan-Nya bagi orang-orang yang setia kepada-Nya. Engkau telah bertindak bodoh, karena itu mulai sekarang engkau selalu akan mengalami peperangan."
0e100a00a4	Perkataan Nabi Hanani itu membuat Asa begitu marah sehingga ia memasukkan nabi itu ke dalam penjara. Pada waktu itu juga Asa menindas beberapa orang dari rakyatnya.
0e100b007a	Semua kejadian dalam pemerintahan Asa dari mula sampai akhir sudah dicatat dalam buku Sejarah Raja-raja Yehuda dan Israel.
0e100c00b9	Pada tahun ketiga puluh sembilan pemerintahannya Asa menderita penyakit yang parah pada kedua kakinya. Sekalipun demikian ia tidak mencari pertolongan pada TUHAN, melainkan pada dokter.
0e100d0020	Dua tahun kemudian ia meninggal.
0e100e00d4	Jenazahnya diberi ramuan yang dibuat dari rempah-rempah dan wangi-wangian, lalu dimakamkan di makam raja-raja di Kota Daud. Dan untuk memberi penghormatan kepadanya rakyat menyalakan api unggun yang sangat besar.
0e11010062	Yosafat menjadi raja Yehuda menggantikan Asa ayahnya, dan ia memperkuat diri untuk melawan Israel.
0e1102009e	Ia menempatkan tentara di semua kota berbenteng di Yehuda, dan di daerah luar kota di Yehuda, serta di kota-kota yang telah direbut ayahnya di wilayah Efraim.
0e11030054	TUHAN memberkati Yosafat karena ia mengikuti jejak ayahnya; ia tidak menyembah Baal,
0e11040076	melainkan beribadat kepada Allah. Ia taat kepada perintah-perintah Allah, dan hidupnya tidak seperti raja-raja Israel.
0e110500a3	TUHAN memberi kepada Yosafat kedudukan yang kuat sebagai raja Yehuda. Seluruh rakyat memberikan hadiah-hadiah kepadanya dan ia menjadi kaya serta sangat dihormati.
0e11060092	Dengan kemauan yang keras ia mentaati perintah TUHAN dan menghancurkan semua tempat penyembahan berhala serta patung-patung Dewi Asyera di Yehuda.
0e110700ba	Pada tahun ketiga pemerintahannya ia mengutus pejabat-pejabat tinggi untuk mengajarkan hukum-hukum TUHAN di kota-kota Yehuda. Mereka adalah: Benhail, Obaja, Zakharia, Netaneel dan Mikha.
0e110800cc	Mereka ditemani oleh sembilan orang Lewi dan dua imam. Orang-orang Lewi itu ialah Semaya, Netanya, Zebaja, Asael, Semiramot, Yonatan, Adonia, Tobia, dan Tob-Adonia. Kedua imam itu ialah Elisama dan Yoram.
0e11090071	Dengan membawa buku Hukum-hukum TUHAN mereka pergi ke mana-mana di semua kota Yehuda dan mengajar rakyat di sana.
0e110a0054	TUHAN membuat semua kerajaan di sekitar Yehuda takut berperang melawan Raja Yosafat.
0e110b0083	Dari orang Filistin ia menerima banyak perak dan hadiah-hadiah lain, dan dari orang Arab ia menerima 7.700 domba dan 7.700 kambing.
0e110c0077	Demikianlah Yosafat makin lama makin berkuasa. Di seluruh Yehuda ia membangun benteng-benteng dan kota-kota perbekalan.
0e110d006e	Ia menimbun perbekalan yang banyak di kota-kota itu. Di Yerusalem ia menempatkan perwira-perwira yang perkasa,
0e110e0084	masing-masing dengan kesatuannya menurut kaumnya. Adna adalah panglima kesatuan dari kaum-kaum Yehuda. Ia memimpin 300.000 prajurit.
0e110f003b	Orang kedua adalah Yohanan; ia mengepalai 280.000 prajurit.
0e11100086	Orang ketiga ialah Amasia anak Zikhri; ia mengepalai 200.000 prajurit. (Amasia adalah seorang sukarelawan yang mengabdi kepada TUHAN.)
0e111100a0	Panglima kesatuan dari kaum-kaum dalam suku Benyamin adalah Elyada, seorang pejuang yang perkasa. Ia memimpin 200.000 prajurit lengkap dengan panah dan perisai.
0e11120069	Orang kedua dalam kesatuan ini ialah Yosabad; ia memimpin 180.000 prajurit lengkap dengan senjata mereka.
0e11130083	Merekalah yang bertugas di Yerusalem. Di samping itu, raja menempatkan kesatuan-kesatuan lain di benteng-benteng di wilayah Yehuda.
0e12010092	Ketika Yosafat raja Yehuda sudah kaya dan termasyhur, ia mengawinkan seorang anggota keluarganya dengan seorang anggota keluarga Ahab raja Israel.
0e12020107	Beberapa tahun kemudian Yosafat pergi mengunjungi Ahab di kota Samaria. Untuk menghormati Yosafat dan rombongannya, Ahab mengadakan pesta dan menyuruh menyembelih banyak domba dan sapi. Pada kesempatan itu ia mengajak Yosafat untuk menyerang kota Ramot di Gilead.
0e120300a1	Ia bertanya, "Maukah Anda pergi bersama aku menyerang Ramot?" Yosafat menjawab, "Baik, tentaraku akan bergabung dengan tentara Anda. Kita bertempur bersama-sama.
0e12040030	Tapi sebaiknya kita tanyakan dulu kepada TUHAN."
0e120500c0	Maka Ahab mengumpulkan kira-kira 400 nabi lalu bertanya kepada mereka, "Bolehkah aku pergi menyerang Ramot atau tidak?" "Boleh!" jawab mereka. "Allah akan menyerahkan kota itu kepada Baginda."
0e1206006f	Tetapi Yosafat bertanya lagi, "Apakah di sini tidak ada nabi lain yang dapat bertanya kepada TUHAN untuk kita?"
0e120700ce	Ahab menjawab, "Masih ada satu, Mikha anak Yimla. Tapi aku benci kepadanya, sebab tidak pernah ia meramalkan sesuatu yang baik untuk aku; selalu yang tidak baik." "Ah, jangan berkata begitu!" sahut Yosafat.
0e1208005f	Maka Ahab memanggil seorang pegawai istana lalu menyuruh dia cepat-cepat pergi menjemput Mikha.
0e120900d1	Pada waktu itu Ahab dan Yosafat, dengan pakaian kebesaran, duduk di kursi kerajaan di tempat pengirikan gandum depan pintu gerbang Samaria, sementara para nabi datang menghadap dan menyampaikan ramalan mereka.
0e120a00f3	Salah seorang dari nabi-nabi itu, yang bernama Zedekia anak Kenaana, membuat tanduk-tanduk besi lalu berkata kepada Ahab, "Inilah yang dikatakan TUHAN, 'Dengan tanduk-tanduk seperti ini Baginda akan menghantam Siria dan menghancurkan mereka.'"
0e120b007f	Semua nabi yang lain setuju dan berkata, "Serbulah Ramot, Baginda akan berhasil. TUHAN akan memberi kemenangan kepada Baginda."
0e120c00b1	Sementara itu utusan yang menjemput Mikha, berkata kepada Mikha, "Semua nabi yang lain meramalkan kemenangan untuk raja. Kiranya Bapak juga meramalkan yang baik seperti mereka."
0e120d006c	Tetapi Mikha menjawab, "Demi TUHAN yang hidup, aku hanya akan mengatakan apa yang dikatakan Allah kepadaku!"
0e120e00de	Setelah Mikha tiba di depan Raja Ahab, raja bertanya, "Bolehkah aku dan Raja Yosafat pergi menyerang Ramot atau tidak?" "Seranglah!" sahut Mikha. "Tentu Baginda akan berhasil. TUHAN akan memberi kemenangan kepada Baginda."
0e120f008d	Ahab menjawab, "Kalau kau berbicara kepadaku demi nama TUHAN, katakanlah yang benar. Berapa kali engkau harus kuperingatkan tentang hal itu?"
0e121000e2	Mikha membalas, "Aku melihat tentara Israel kucar-kacir di gunung-gunung. Mereka seperti domba tanpa gembala, dan TUHAN berkata tentang mereka, 'Orang-orang ini tidak mempunyai pemimpin. Biarlah mereka pulang dengan selamat.'"
0e1211007d	Lalu kata Ahab kepada Yosafat, "Benar kataku, bukan? Tidak pernah ia meramalkan yang baik untuk aku! Selalu yang jelek saja!"
0e121200a3	Mikha berkata lagi, "Sekarang dengarkan apa yang dikatakan TUHAN! Aku melihat TUHAN duduk di atas takhta-Nya di surga, dan semua malaikat-Nya berdiri di dekat-Nya.
0e12130092	TUHAN bertanya, 'Siapa akan membujuk Ahab supaya ia mau pergi berperang dan tewas di Ramot di Gilead?' Jawaban malaikat-malaikat itu berbeda-beda.
0e12140080	Akhirnya tampillah suatu roh. Ia mendekati TUHAN dan berkata, 'Akulah yang akan membujuk dia.' 'Bagaimana caranya?' tanya TUHAN.
0e12150094	Roh itu menjawab, 'Aku akan pergi dan membuat semua nabi Ahab membohong.' TUHAN berkata, 'Baik, lakukanlah itu, engkau akan berhasil membujuk dia.'"
0e121600ba	Selanjutnya Mikha berkata, "Nah, itulah yang terjadi! TUHAN telah membuat nabi-nabi Baginda berdusta kepada Baginda sebab TUHAN sudah menentukan untuk menimpakan bencana kepada Baginda!"
0e1217008e	Maka majulah Nabi Zedekia mendekati Mikha lalu menampar mukanya dan berkata, "Mana mungkin Roh TUHAN meninggalkan aku dan berbicara kepadamu?"
0e12180064	Mikha menjawab, "Nanti kaulihat buktinya pada waktu engkau masuk ke sebuah kamar untuk bersembunyi!"
0e12190061	"Tangkap dia!" perintah raja Ahab, "dan bawa dia kepada Amon, walikota, dan kepada Pangeran Yoas.
0e121a007e	Suruh mereka memasukkan dia ke dalam penjara, dan memberi dia makan dan minum sedikit saja sampai aku kembali dengan selamat."
0e121b0086	Kata Mikha, "Kalau Baginda kembali dengan selamat, berarti TUHAN tidak berbicara melalui aku. Semua yang hadir di sini menjadi saksi."
0e121c0058	Kemudian Ahab raja Israel, dan Yosafat raja Yehuda pergi menyerang kota Ramot di Gilead.
0e121d00b0	Ahab berkata kepada Yosafat, "Aku akan menyamar dan ikut bertempur, tetapi Anda hendaklah memakai pakaian kebesaranmu." Demikianlah raja Israel menyamar ketika pergi bertempur.
