0100000008	Kejadian
0e120f008f	Tetapi raja berkata kepadanya: "Sampai berapa kali aku menyuruh engkau bersumpah, supaya engkau mengatakan kepadaku tidak lain dari kebenaran?"
0e121000f2	Lalu jawabnya: "Telah kulihat seluruh Israel bercerai-berai di gunung-gunung seperti kambing domba yang tidak mempunyai gembala, sebab itu TUHAN berfirman: Mereka ini tidak punya tuan; baiklah masing-masing pulang ke rumahnya dengan selamat."
0e121100a0	Kemudian raja Israel berkata kepada Yosafat: "Bukankah telah kukatakan kepadamu: Tidak pernah ia menubuatkan yang baik tentang aku, melainkan hanya malapetaka?"
0e121200b9	Kata Mikha: "Sebab itu dengarkanlah firman TUHAN. Aku telah melihat TUHAN sedang duduk di atas takhta-Nya dan segenap tentara sorga berdiri di sebelah kanan-Nya dan di sebelah kiri-Nya.
0e121300b6	Dan TUHAN berfirman: Siapakah yang akan membujuk Ahab, raja Israel, untuk maju berperang, supaya ia tewas di Ramot-Gilead? Maka yang seorang berkata begini, yang lain berkata begitu.
0e12140088	Kemudian tampillah suatu roh, lalu berdiri di hadapan TUHAN. Ia berkata: Aku ini akan membujuknya. TUHAN bertanya kepadanya: Dengan apa?
0e121500b6	Jawabnya: Aku akan keluar dan menjadi roh dusta dalam mulut semua nabinya. Ia berfirman: Biarlah engkau membujuknya, dan engkau akan berhasil pula. Keluarlah dan perbuatlah demikian!
0e1216009a	Karena itu, sesungguhnya TUHAN telah menaruh roh dusta ke dalam mulut nabi-nabimu ini, sebab TUHAN telah menetapkan untuk menimpakan malapetaka kepadamu."
0e1217009e	Sesudah itu tampillah Zedekia bin Kenaana; ditamparnyalah pipi Mikha serta berkata: "Bagaimana mungkin Roh TUHAN pindah dari padaku untuk berbicara kepadamu?"
0e12180090	Tetapi Mikha menjawab: "Sesungguhnya engkau akan melihatnya pada hari engkau lari dari satu kamar ke kamar yang lain untuk menyembunyikan diri."
0e12190073	Berkatalah raja Israel: "Tangkaplah Mikha, bawa dia kembali kepada Amon, penguasa kota, dan kepada Yoas, anak raja,
0e121a009a	dan katakan: Beginilah titah raja: Masukkan orang ini dalam penjara dan beri dia makan roti dan minum air serba sedikit sampai aku pulang dengan selamat."
0e121b00b5	Tetapi jawab Mikha: "Jika benar-benar engkau pulang dengan selamat, tentulah TUHAN tidak berfirman dengan perantaraanku!" Lalu disambungnya: "Dengarlah, hai bangsa-bangsa sekalian!"
0e121c004d	Sesudah itu majulah raja Israel dengan Yosafat, raja Yehuda, ke Ramot-Gilead.
0e121d00bf	Raja Israel berkata kepada Yosafat: "Aku akan menyamar dan masuk pertempuran, tetapi engkau, pakailah pakaian kebesaranmu." Lalu menyamarlah raja Israel, kemudian mereka masuk ke pertempuran.
0e121e00b7	Adapun raja negeri Aram telah memberi perintah kepada para panglima pasukan keretanya demikian: "Janganlah kamu berperang melawan sembarang orang, melainkan melawan raja Israel saja."
0e121f00ed	Segera sesudah para panglima pasukan kereta itu melihat Yosafat, mereka berkata: "Itu raja Israel!" Lalu mereka mengepung dia, untuk menyerang dia, tetapi Yosafat berteriak dan TUHAN menolongnya. Allah membujuk mereka pergi dari padanya.
0e1220007b	Segera sesudah para panglima pasukan kereta itu melihat, bahwa dia bukanlah raja Israel, maka undurlah mereka dari padanya.
0e122100f4	Tetapi seseorang menarik panahnya dan menembak dengan sembarangan saja, dan mengenai raja Israel di antara sambungan baju zirahnya. Kemudian ia berkata kepada pengemudi keretanya: "Putar! Bawa aku keluar dari pertempuran, sebab aku sudah luka."
0e122200b4	Tetapi pertempuran itu bertambah seru pada hari itu, dan raja Israel tetap berdiri di dalam kereta berhadapan dengan orang Aram itu sampai petang. Ia mati ketika matahari terbenam.
0e13010046	Yosafat, raja Yehuda, pulang dengan selamat ke istananya di Yerusalem.
0e130200e3	Ketika itu Yehu bin Hanani, pelihat itu, pergi menemuinya dan berkata kepada raja Yosafat: "Sewajarnyakah engkau menolong orang fasik dan bersahabat dengan mereka yang membenci TUHAN? Karena hal itu TUHAN murka terhadap engkau.
0e1303008e	Namun masih terdapat hal-hal yang baik padamu, karena engkau menghapuskan tiang-tiang berhala dari negeri ini dan mencari Allah dengan tekun."
0e130400bd	Yosafat diam di Yerusalem. Ia mengadakan kunjungan pula ke daerah-daerah, dari Bersyeba sampai ke pegunungan Efraim, sambil menyuruh rakyat berbalik kepada TUHAN, Allah nenek moyang mereka.
0e13050070	Ia mengangkat juga hakim-hakim di seluruh negeri, yakni di semua kota yang berkubu di Yehuda, di tiap-tiap kota.
0e130600cb	Berpesanlah ia kepada hakim-hakim itu: "Pertimbangkanlah apa yang kamu buat, karena bukanlah untuk manusia kamu memutuskan hukum, melainkan untuk TUHAN, yang ada beserta kamu, bila kamu memutuskan hukum.
0e130700b3	Sebab itu, kiranya kamu diliputi oleh rasa takut kepada TUHAN. Bertindaklah dengan seksama, karena berlaku curang, memihak ataupun menerima suap tidak ada pada TUHAN, Allah kita."
0e130800f5	Juga di Yerusalem Yosafat mengangkat beberapa orang dari antara orang Lewi, dari antara para imam dan dari antara para kepala puak Israel untuk memberi keputusan dalam hal hukum TUHAN dan dalam hal perselisihan. Mereka berkedudukan di Yerusalem.
0e13090075	Ia memerintahkan mereka: "Kamu harus bertindak dengan takut akan TUHAN, dengan setia dan dengan tulus hati, demikian:
0e130a01a1	Dalam setiap perkara, yang disampaikan kepada kamu oleh rekan-rekanmu yang tinggal di kota-kota, yakni perkara-perkara mengenai penumpahan darah atau mengenai hukum, perintah, ketetapan-ketetapan dan peraturan-peraturan hendaklah kamu memperingatkan mereka, supaya mereka jangan bersalah terhadap TUHAN, sehingga murka-Nya menimpa kamu dan rekan-rekanmu. Hendaklah kamu berbuat demikian, dan kamu tidak akan bersalah.
0e130b0123	Dengan ini imam kepala Amarya diangkat sebagai ketuamu dalam segala perkara ketuhanan dan Zebaja bin Ismael, pemuka kaum Yehuda, dalam segala perkara kerajaan, sedang orang Lewi akan melayani kamu sebagai pengatur. Bertindaklah dengan tegas! Kiranya TUHAN menyertai orang yang tulus ikhlas."
0e14010069	Setelah itu bani Moab dan bani Amon datang berperang melawan Yosafat bersama-sama sepasukan orang Meunim.
0e140200af	Datanglah orang memberitahukan Yosafat: "Suatu laskar yang besar datang dari seberang Laut Asin, dari Edom, menyerang tuanku. Sekarang mereka di Hazezon-Tamar," yakni En-Gedi.
0e14030079	Yosafat menjadi takut, lalu mengambil keputusan untuk mencari TUHAN. Ia menyerukan kepada seluruh Yehuda supaya berpuasa.
0e1404007c	Dan Yehuda berkumpul untuk meminta pertolongan dari pada TUHAN. Mereka datang dari semua kota di Yehuda untuk mencari TUHAN.
0e1405006d	Lalu Yosafat berdiri di tengah-tengah jemaah Yehuda dan Yerusalem di rumah TUHAN, di muka pelataran yang baru
0e140600fa	dan berkata: "Ya TUHAN, Allah nenek moyang kami, bukankah Engkau Allah di dalam sorga? Bukankah Engkau memerintah atas segenap kerajaan bangsa? Kuasa dan keperkasaan ada di dalam tangan-Mu, sehingga tidak ada orang yang dapat bertahan melawan Engkau.
0e140700a9	Bukankah Engkau Allah kami yang menghalau penduduk tanah ini dari depan umat-Mu Israel, dan memberikannya kepada keturunan Abraham, sahabat-Mu itu, untuk selama-lamanya?
0e1408005f	Lalu mereka mendiami tanah itu, dan mendirikan bagi-Mu tempat kudus untuk nama-Mu. Kata mereka:
0e14090128	Bila sesuatu malapetaka menimpa kami, yakni pedang, penghukuman, penyakit sampar atau kelaparan, kami akan berdiri di muka rumah ini, di hadapan-Mu, karena nama-Mu tinggal di dalam rumah ini. Dan kami akan berseru kepada-Mu di dalam kesesakan kami, sampai Engkau mendengar dan menyelamatkan kami.
0e140a00e5	Sekarang, lihatlah, bani Amon dan Moab, dan orang-orang dari pegunungan Seir ini! Ketika orang Israel datang dari tanah Mesir, Engkau melarang mereka memasuki negerinya. Oleh sebab itu mereka menjauhinya dan tidak memusnahkannya.
0e140b0071	Lihatlah, sebagai pembalasan mereka datang mengusir kami dari tanah milik yang telah Engkau wariskan kepada kami.
0e140c00f0	Ya Allah kami, tidakkah Engkau akan menghukum mereka? Karena kami tidak mempunyai kekuatan untuk menghadapi laskar yang besar ini, yang datang menyerang kami. Kami tidak tahu apa yang harus kami lakukan, tetapi mata kami tertuju kepada-Mu."
0e140d0077	Sementara itu seluruh Yehuda berdiri di hadapan TUHAN, juga segenap keluarga mereka dengan isteri dan anak-anak mereka.
0e140e007d	Lalu Yahaziel bin Zakharia bin Benaya bin Matanya, seorang Lewi dari bani Asaf, dihinggapi Roh TUHAN di tengah-tengah jemaah,
0e140f00f2	dan berseru: "Camkanlah, hai seluruh Yehuda dan penduduk Yerusalem dan tuanku raja Yosafat, beginilah firman TUHAN kepadamu: Janganlah kamu takut dan terkejut karena laskar yang besar ini, sebab bukan kamu yang akan berperang melainkan Allah.
0e1410009b	Besok haruslah kamu turun menyerang mereka. Mereka akan mendaki pendakian Zis, dan kamu akan mendapati mereka di ujung lembah, di muka padang gurun Yeruel.
0e14110106	Dalam peperangan ini tidak usah kamu bertempur. Hai Yehuda dan Yerusalem, tinggallah berdiri di tempatmu, dan lihatlah bagaimana TUHAN memberikan kemenangan kepadamu. Janganlah kamu takut dan terkejut. Majulah besok menghadapi mereka, TUHAN akan menyertai kamu."
0e1412008b	Lalu berlututlah Yosafat dengan mukanya ke tanah. Seluruh Yehuda dan penduduk Yerusalempun sujud di hadapan TUHAN dan menyembah kepada-Nya.
0e1413009c	Kemudian orang Lewi dari bani Kehat dan bani Korah bangkit berdiri untuk menyanyikan puji-pujian bagi TUHAN, Allah Israel, dengan suara yang sangat nyaring.
0e14140125	Keesokan harinya pagi-pagi mereka maju menuju padang gurun Tekoa. Ketika mereka hendak berangkat, berdirilah Yosafat, dan berkata: "Dengar, hai Yehuda dan penduduk Yerusalem! Percayalah kepada TUHAN, Allahmu, dan kamu akan tetap teguh! Percayalah kepada nabi-nabi-Nya, dan kamu akan berhasil!"
0e1415013c	Setelah ia berunding dengan rakyat, ia mengangkat orang-orang yang akan menyanyi nyanyian untuk TUHAN dan memuji TUHAN dalam pakaian kudus yang semarak pada waktu mereka keluar di muka orang-orang bersenjata, sambil berkata: "Nyanyikanlah nyanyian syukur bagi TUHAN, bahwasanya untuk selama-lamanya kasih setia-Nya!"
0e141600e1	Ketika mereka mulai bersorak-sorai dan menyanyikan nyanyian pujian, dibuat Tuhanlah penghadangan terhadap bani Amon dan Moab, dan orang-orang dari pegunungan Seir, yang hendak menyerang Yehuda, sehingga mereka terpukul kalah.
0e141700b9	Lalu bani Amon dan Moab berdiri menentang penduduk pegunungan Seir hendak menumpas dan memunahkan mereka. Segera sesudah mereka membinasakan penduduk Seir, mereka saling bunuh-membunuh.
0e141800b9	Ketika orang Yehuda tiba di tempat peninjauan di padang gurun, mereka menengok ke tempat laskar itu. Tampaklah semua telah menjadi bangkai berhantaran di tanah, tidak ada yang terluput.
0e1419012a	Lalu Yosafat dan orang-orangnya turun untuk menjarah barang-barang mereka. Mereka menemukan banyak ternak, harta milik, pakaian dan barang-barang berharga. Yang mereka rampas itu lebih banyak dari pada yang dapat dibawa. Tiga hari lamanya mereka menjarah barang-barang itu, karena begitu banyaknya.
0e141a00a2	Pada hari keempat mereka berkumpul di Lembah Pujian. Di sanalah mereka memuji TUHAN, dan itulah sebabnya orang menamakan tempat itu Lembah Pujian hingga sekarang.
0e141b00c5	Lalu pulanglah sekalian orang Yehuda dan Yerusalem dengan Yosafat di depan. Mereka kembali ke Yerusalem dengan sukacita, karena TUHAN telah membuat mereka bersukacita karena kekalahan musuh mereka.
0e141c0057	Mereka masuk ke Yerusalem dengan gambus dan kecapi dan nafiri, lalu menuju rumah TUHAN.
0e141d0099	Ketakutan yang dari Allah menghinggapi semua kerajaan negeri-negeri lain, ketika mereka mendengar, bahwa TUHAN yang berperang melawan musuh-musuh Israel.
0e141e0061	Dan kerajaan Yosafat amanlah, karena Allahnya mengaruniakan keamanan kepadanya di segala penjuru.
0e141f00bd	Yosafat memerintah atas Yehuda. Ia berumur tiga puluh lima tahun pada waktu ia menjadi raja dan dua puluh lima tahun lamanya ia memerintah di Yerusalem. Nama ibunya ialah Azuba, anak Silhi.
0e14200074	Ia hidup mengikuti jejak Asa, ayahnya; ia tidak menyimpang dari padanya, dan melakukan apa yang benar di mata TUHAN.
0e14210075	Hanya bukit-bukit pengorbanan tidak dijauhkan. Bangsa itu belum mengarahkan hatinya kepada Allah nenek moyang mereka.
0e142200ad	Selebihnya dari riwayat Yosafat, dari awal sampai akhir, sesungguhnya semuanya itu tertulis di dalam riwayat Yehu bin Hanani, yang tercantum di dalam kitab raja-raja Israel.
0e1423005d	Kemudian Yosafat, raja Yehuda, bersekutu dengan Ahazia, raja Israel, yang fasik perbuatannya.
0e14240081	Ia bersekutu dengan Ahazia untuk membuat kapal-kapal yang dapat berlayar ke Tarsis. Kapal-kapal itu dibuat mereka di Ezion-Geber.
0e142500d9	Tetapi Eliezer bin Dodawa dari Maresa bernubuat terhadap Yosafat, katanya: "Karena engkau bersekutu dengan Ahazia, maka TUHAN akan merobohkan pekerjaanmu." Lalu kapal-kapal itu pecah, dan tak dapat berlayar ke Tarsis.
0e150100b8	Kemudian Yosafat mendapat perhentian bersama-sama dengan nenek moyangnya, dan ia dikuburkan di samping nenek moyangnya di kota Daud. Maka Yoram, anaknya, menjadi raja menggantikan dia.
0e15020092	Saudara-saudaranya, anak-anak Yosafat, ialah: Azarya, Yehiel, Zakharia, Azariahu, Mikhael dan Sefaca. Mereka semua anak-anak Yosafat, raja Israel.
0e150300d5	Ayahnya memberikan kepada mereka banyak pemberian, berupa emas dan perak dan barang-barang berharga, juga kota-kota berkubu di Yehuda. Tetapi kedudukan raja diberikannya kepada Yoram, karena dialah anak sulungnya.
0e150400a0	Sesudah Yoram memegang pemerintahan atas kerajaan ayahnya dan merasa dirinya kuat, ia membunuh dengan pedang semua saudaranya dan juga beberapa pembesar Israel.
0e15050073	Yoram berumur tiga puluh dua tahun pada waktu ia menjadi raja dan delapan tahun lamanya ia memerintah di Yerusalem.
0e150600aa	Ia hidup menurut kelakuan raja-raja Israel seperti yang dilakukan keluarga Ahab, sebab yang menjadi isterinya adalah anak Ahab. Ia melakukan apa yang jahat di mata TUHAN.
0e150700ed	Namun demikian, TUHAN tidak mau memusnahkan keluarga Daud oleh karena perjanjian yang diikat-Nya dengan Daud, sesuai dengan yang dijanjikan-Nya, bahwa Ia hendak memberikan keturunan kepadanya dan kepada anak-anaknya untuk selama-lamanya.
0e15080073	Pada zamannya memberontaklah Edom terhadap kekuasaan Yehuda dan mereka mengangkat seorang raja atas mereka sendiri.
0e150900d0	Maka majulah Yoram dengan panglima-panglimanya serta seluruh keretanya; pada waktu malam bangunlah ia, lalu bersama-sama dengan para panglima pasukan kereta ia menerobos barisan orang Edom yang mengepung dia.
0e150a00dd	Demikianlah Edom memberontak kekuasaan Yehuda dan terlepas sampai sekarang ini. Lalu Libnapun memberontak terhadap kekuasaannya pada masa itu juga. Itu disebabkan karena ia telah meninggalkan TUHAN, Allah nenek moyangnya.
0e150b008d	Lagipula ia membuat bukit-bukit pengorbanan di gunung-gunung Yehuda. Ia membujuk penduduk Yerusalem untuk berzinah dan ia menyesatkan Yehuda.
0e150c00c9	Lalu sampailah kepadanya sebuah surat dari nabi Elia yang bunyinya: "Beginilah firman TUHAN, Allah Daud, bapa leluhurmu: Karena engkau tidak hidup mengikuti jejak Yosafat, ayahmu, dan Asa, raja Yehuda,
0e150d010e	melainkan hidup menurut kelakuan raja-raja Israel dan membujuk Yehuda dan penduduk-penduduk Yerusalem untuk berzinah, sama seperti yang dilakukan keluarga Ahab, dan juga karena engkau telah membunuh saudara-saudaramu, seluruh keluarga ayahmu yang lebih baik dari padamu,
0e150e0073	maka TUHAN akan mendatangkan tulah besar atas rakyatmu, anak-anakmu, isteri-isterimu, dan atas semua harta milikmu.
0e150f0093	Dan engkau sendiri akan menderita penyakit yang dahsyat, suatu penyakit usus, hingga selang beberapa waktu ususmu keluar oleh karena penyakit itu."
0e1510007c	Lalu TUHAN menggerakkan hati orang Filistin dan orang Arab yang tinggal berdekatan dengan orang Etiopia untuk melawan Yoram.
0e15110101	Maka mereka maju melawan Yehuda, memasukinya dan mengangkut segala harta milik yang terdapat di dalam istana raja sebagai jarahan, juga anak-anak dan isteri-isterinya, sehingga tidak ada seorang anak yang tinggal padanya kecuali Yoahas, anaknya yang bungsu.
0e15120054	Sesudah semuanya ini TUHAN menulahinya dengan penyakit usus yang tidak dapat sembuh.
0e151300ed	Beberapa waktu berselang, kira-kira sesudah lewat dua tahun, keluarlah ususnya karena penyakitnya itu, lalu ia mati dengan penderitaan yang hebat. Rakyatnya tidak menyalakan api baginya seperti yang diperbuat mereka bagi nenek moyangnya.
0e151400e1	Ia berumur tiga puluh dua tahun pada waktu ia menjadi raja dan delapan tahun lamanya ia memerintah di Yerusalem. Ia meninggal dengan tidak dicintai orang. Ia dikuburkan di kota Daud, tetapi tidak di dalam pekuburan raja-raja.
0e16010126	Lalu penduduk Yerusalem mengangkat Ahazia, anaknya yang bungsu, menjadi raja menggantikan dia, karena semua anaknya yang lebih tua umurnya telah dibunuh oleh gerombolan yang datang ke tempat perkemahan bersama-sama orang-orang Arab. Dengan demikian Ahazia, anak Yoram raja Yehuda, menjadi raja.
0e16020094	Ahazia berumur empat puluh dua tahun pada waktu ia menjadi raja dan setahun lamanya ia memerintah di Yerusalem. Nama ibunya ialah Atalya, cucu Omri.
0e16030063	Iapun hidup menurut kelakuan keluarga Ahab, karena ibunya menasihatinya untuk melakukan yang jahat.
0e1604009c	Ia melakukan apa yang jahat di mata TUHAN sama seperti keluarga Ahab, sebab sesudah ayahnya mati mereka menjadi penasihat-penasihatnya yang mencelakakannya.
0e160500ae	Atas nasihat mereka pula ia pergi bersama-sama Yoram bin Ahab, raja Israel, untuk berperang melawan Hazael, raja Aram, di Ramot-Gilead. Tetapi orang-orang Aram melukai Yoram.
0e160600f0	Kemudian pulanglah ia ke Yizreel untuk diobati oleh karena luka-luka yang didapatnya di Rama pada waktu ia berperang melawan Hazael, raja Aram. Dan Ahazia, anak Yoram raja Yehuda, pergi menjenguk Yoram bin Ahab di Yizreel, karena dia sakit.
0e160700fa	Telah ditentukan Allah, bahwa Ahazia akan menemui ajalnya pada waktu ia mengunjungi Yoram; maka ketika Ahazia datang, pergilah ia bersama-sama Yoram mendapatkan Yehu, cucu Nimsi, yang telah diurapi TUHAN, supaya dialah yang melenyapkan keluarga Ahab.
0e160800b2	Sementara Yehu melakukan penghukuman atas keluarga Ahab, ia menjumpai pembesar-pembesar Yehuda dan anak-anak saudara-saudara Ahazia, yang melayani Ahazia. Juga mereka dibunuhnya.
0e1609011b	Lalu ia mencari Ahazia; Ahazia tertangkap ketika ia bersembunyi di Samaria. Ia dibawa kepada Yehu, lalu dibunuh, tetapi dikuburkan juga, karena kata orang: "Dia ini cucu Yosafat, yang mencari TUHAN dengan segenap hatinya." Dari keluarga Ahazia tidak ada lagi yang sanggup memerintah.
0e160a0083	Ketika Atalya, ibu Ahazia, melihat bahwa anaknya sudah mati, maka bangkitlah ia membinasakan semua keturunan raja dari kaum Yehuda.
0e160b017c	Tetapi Yosabat, anak perempuan raja, mengambil Yoas bin Ahazia, menculik dia dari tengah-tengah anak-anak raja yang hendak dibunuh itu, memasukkan dia dengan inang penyusunya ke dalam gudang tempat tidur. Demikianlah Yosabat, anak perempuan raja Yoram, isteri imam Yoyada, --ia adalah saudara perempuan Ahazia--menyembunyikan dia terhadap Atalya, sehingga ia tidak dibunuh Atalya.
0e160c0082	Maka tinggallah Yoas enam tahun lamanya bersama-sama mereka dengan bersembunyi di rumah Allah, sementara Atalya memerintah negeri.
0e170100e2	Tetapi dalam tahun ketujuh Yoyada memberanikan diri dan ia mengadakan persepakatan dengan para kepala pasukan seratus, yakni: Azarya bin Yeroham, Ismael bin Yohanan, Azarya bin Obed. Maaseya bin Adaya, dan Elisafat bin Zikhri.
0e170200a3	Mereka mengelilingi Yehuda dan mengumpulkan orang-orang Lewi dari semua kota di Yehuda serta kepala-kepala puak orang Israel, dan mereka semua datang ke Yerusalem.
0e170300cc	Lalu seluruh jemaah itu mengikat perjanjian dengan raja di rumah Allah. Kata Yoyada kepada mereka: "Lihatlah, anak raja! Biarlah ia memerintah, seperti yang telah difirmankan TUHAN tentang anak-anak Daud!
0e1704009f	Inilah yang harus kamu lakukan: sepertiga dari kamu, yakni yang selesai bertugas pada hari Sabat, baik imam maupun orang Lewi, haruslah menjadi penunggu pintu,
0e17050099	sepertiga lagi haruslah berada di istana raja, dan sepertiga pula di pintu gerbang Dasar, sedang seluruh rakyat haruslah berada di pelataran rumah TUHAN.
0e170600ca	Siapapun tidak boleh memasuki rumah TUHAN selain dari pada para imam dan orang-orang Lewi yang bertugas. Mereka boleh masuk, karena mereka kudus, tetapi seluruh rakyat haruslah mentaati peraturan TUHAN.
0e170700f4	Dalam pada itu orang-orang Lewi haruslah mengelilingi raja dari segala penjuru, masing-masing dengan senjatanya di tangannya, dan siapa yang memasuki rumah itu haruslah dibunuh. Dan baiklah kamu menyertai raja setiap kali ia keluar atau masuk."
0e17080129	Orang-orang Lewi dan seluruh Yehuda melakukan tepat seperti yang diperintahkan imam Yoyada. Masing-masing mengambil orang-orangnya yang selesai bertugas pada hari Sabat bersama-sama dengan orang-orang yang masuk bertugas pada hari itu, karena imam Yoyada tidak membebaskan rombongan-rombongan itu.
0e1709009c	Lalu imam Yoyada memberikan kepada para kepala pasukan seratus itu tombak-tombak, utar-utar dan perisai-perisai kepunyaan raja Daud yang ada di rumah Allah.
0e170a00bc	Ia menempatkan seluruh rakyat, masing-masing dengan lembing di tangannya, di lambung kanan sampai ke lambung kiri rumah itu, dengan mengelilingi mezbah dan rumah itu untuk melindungi raja.
0e170b00e6	Sesudah itu Yoyada dan anak-anaknya membawa anak raja itu ke luar, mengenakan jejamang kepadanya dan memberikan hukum Allah kepadanya. Mereka menobatkan dia menjadi raja serta mengurapinya, lalu berserulah rakyat: "Hiduplah raja!"
0e170c0093	Ketika Atalya mendengar pekik rakyat yang berlari-lari menyambut raja dan memuji-muji dia, pergilah ia mendapatkan rakyat itu ke dalam rumah TUHAN.
0e170d0156	Lalu dilihatnyalah raja berdiri dekat tiangnya pada jalan masuk, sedang para pemimpin dengan para pemegang nafiri ada dekat raja. Dan seluruh rakyat negeri bersukaria sambil meniup nafiri, sedang para penyanyi dengan alat-alat musik mereka, memimpin nyanyian puji-pujian. Maka Atalya mengoyakkan pakaiannya sambil berkata: "Khianat, khianat!"
0e170e0135	Tetapi imam Yoyada menyuruh keluar para kepala pasukan seratus, yakni orang-orang yang mengepalai tentara, katanya kepada mereka: "Bawalah dia keluar dari antara barisan! Siapa yang memihak kepadanya harus dibunuh dengan pedang!" Sebab imam itu telah berkata tadinya: "Jangan kamu membunuhnya di rumah TUHAN!"
0e170f0084	Lalu mereka menangkap perempuan itu. Pada waktu ia sampai ke jalan masuk istana raja pada pintu gerbang Kuda, dibunuhlah ia di situ.
0e1710006f	Kemudian Yoyada mengikat perjanjian antara dia dengan segenap rakyat dan raja, bahwa mereka menjadi umat TUHAN.
0e171100b9	Sesudah itu masuklah seluruh rakyat ke rumah Baal, lalu merobohkannya; mereka memecahkan mezbah-mezbahnya dan patung-patungnya dan membunuh Matan, imam Baal, di depan mezbah-mezbah itu.
0e1712014e	Kemudian Yoyada menyerahkan pengawasan atas rumah TUHAN kepada imam-imam dan orang-orang Lewi, yang telah dibagi-bagi dalam rombongan oleh Daud untuk bertugas di dalam rumah TUHAN, yakni untuk mempersembahkan korban bakaran kepada TUHAN--seperti tertulis di dalam Taurat Musa--dengan sukaria dan dengan nyanyian menurut petunjuk Daud.
0e17130091	Juga ditempatkannya penunggu-penunggu pintu pada pintu-pintu gerbang rumah TUHAN, supaya dalam hal apapun juga jangan masuk seseorang yang najis.
0e17140104	Sesudah itu ia mengajak para kepala pasukan seratus, para pemuka, para pemerintah rakyat dan seluruh rakyat negeri, lalu membawa raja turun dari rumah TUHAN; mereka masuk ke istana raja melalui pintu gerbang Atas, lalu mendudukkan raja ke atas takhta kerajaan.
0e17150064	Bersukarialah seluruh rakyat negeri dan amanlah kota itu, setelah Atalya mati dibunuh dengan pedang.
0e18010096	Yoas berumur tujuh tahun pada waktu ia menjadi raja, dan empat puluh tahun lamanya ia memerintah di Yerusalem. Nama ibunya ialah Zibya, dari Bersyeba.
0e18020045	Yoas melakukan apa yang benar di mata TUHAN selama hidup imam Yoyada.
0e18030066	Yoyada mengambil dua orang isteri bagi dia; dari mereka ia mendapat anak laki-laki dan anak perempuan.
0e18040035	Kemudian Yoas bermaksud untuk membaharui rumah TUHAN.
0e1805011f	Ia mengumpulkan para imam dan orang Lewi dan berkata kepada mereka: "Pergilah kamu ke kota-kota Yehuda dan kumpulkanlah uang dari seluruh orang Israel untuk memperbaiki rumah Allahmu setiap tahun. Lakukanlah hal itu dengan segera!" Tetapi orang Lewi itu tidak melakukannya dengan segera.
0e18060103	Lalu raja memanggil imam kepala Yoyada dan bertanya kepadanya: "Mengapa engkau tidak menuntut kepada orang-orang Lewi untuk membawa dari Yehuda dan dari Yerusalem pajak yang dikenakan Musa, hamba Allah itu, kepada jemaah Israel untuk Kemah tempat hukum Allah?
0e1807008b	Sebab anak-anak Atalya, perempuan fasik itu, telah membongkar rumah Allah, bahkan memakai barang-barang kudus rumah TUHAN untuk para Baal."
0e1808006c	Sesudah itu raja memerintahkan supaya dibuat sebuah peti dan ditempatkan di depan pintu gerbang rumah TUHAN,
0e180900ab	lalu menyuruh mengumumkan di Yehuda dan di Yerusalem, bahwa orang harus membawa bagi TUHAN pajak yang dikenakan Musa, hamba Allah itu, kepada orang Israel di padang gurun.
0e180a0087	Maka bersukacitalah semua pemimpin dan seluruh rakyat; mereka datang membawa pajaknya dan memasukkannya ke dalam peti itu sampai penuh.
0e180b0180	Setiap kali peti itu dibawa masuk untuk diperiksa oleh orang-orang Lewi atas nama raja, dan apabila mereka melihat bahwa sudah banyak uang di dalamnya, maka datanglah panitera raja dan kuasa usaha imam kepala mengeluarkan isi peti itu; kemudian mereka mengangkat peti itu, lalu menaruhnya pula di tempatnya. Demikianlah mereka lakukan setiap kali, dan banyaklah uang yang dikumpulkan.
0e180c00fd	Raja dan Yoyada menyerahkan uang itu kepada mereka yang memanduri pekerjaan pada rumah TUHAN. Mereka ini mengupah tukang-tukang pahat dan tukang-tukang kayu untuk membaharui rumah TUHAN; juga tukang-tukang besi dan tembaga untuk memperbaiki rumah TUHAN.
0e180d00b3	Setelah itu mulailah tukang-tukang itu bekerja; pekerjaan perbaikan maju di bawah tangan mereka. Mereka membangun kembali rumah Allah menurut keadaannya semula dan mengokohkannya.
0e180e0176	Setelah mereka selesai, mereka membawa uang yang kelebihan kepada raja dan Yoyada. Uang itu dipakai untuk membuat perkakas-perkakas rumah TUHAN, yakni: perkakas-perkakas untuk penyelenggaraan kebaktian, perkakas-perkakas untuk korban bakaran, juga cawan-cawan dan perkakas-perkakas emas dan perak. Sepanjang umur Yoyada korban bakaran tetap dipersembahkan dalam rumah TUHAN.
0e180f0066	Yoyada menjadi tua, dan lanjut umur, lalu matilah ia. Seratus tiga puluh tahun umurnya ketika ia mati.
0e1810007b	Ia dikuburkan di kota Daud di samping raja-raja, karena perbuatan-perbuat yang baik di Israel terhadap Allah dan rumah-Nya.
0e1811006f	Sesudah Yoyada mati, pemimpin-pemimpin Yehuda datang menyembah kepada raja. Sejak itu raja mendengarkan mereka.
0e181200bf	Mereka meninggalkan rumah TUHAN, Allah nenek moyang mereka, lalu beribadah kepada tiang-tiang berhala dan patung-patung berhala. Oleh karena kesalahan itu Yehuda dan Yerusalem tertimpa murka.
