2800000005	Matyu
29081c00a1	Me loho nang viyang nena, “Doho thak enang nena ong me Jon Anô Hithik Avîlanô me doho enang nena ong me Elaija me doho enang nena ong me plopet bôô te.”
29081d0083	Metom Yisu henang ik loho ling nena, “Me môlô da olam ya nena opalête?” Êng me Pita henang bêng nena, “Ong me Mesaya.”
29081e0058	Me Yisu henang lêklokwang vo dô enang ya kôkôthing êng bêng ethak avîlanô andô.
29081f014a	Yôv me Yisu hîndông loho be henang nena, “Anô Ya Nakandung atu tem nesopa Wapômbêng ya la hiving be tem nimbua vovang bêng anông. Me avaka lêk ŋa bêŋbêng îmbôk da lêk kîdôŋga ambô balambung tem ende dômîng lîlîng êndêng yêni be iŋgik yêni vônô. Me hîtôm wak lô me tem nimbiyô ethak loŋbô.”
2908200094	Yisu henang ambô takêng bêng ethak loho, êng me Pita hiwa yêni be hê dêim doke me hethang yêni be henang nena, “Dô nonang bêng andô.”
29082100ab	Metom Yisu hik i lîlîng be hêyê ya ŋa hîndông vi me hethang Pita nena, “Sakdang, numba ya dôm! Hosopa anô ning auk yom me mî hosopa Wapômbêng ya auk amî.”
29082200d0	Yôv me Yisu helam avîlanô nômbêng atu be êlêm iving ya ŋa hîndông me henang nena, “Anô te hevong vo nesopa ya, êng me nende dôm lîlîng êndêng yêni da me nimbua ya alovalasing be nesopa ya.
29082300db	Vômbê nena ôpatu be la hêv ya lêkmala pîk bêng anông, êng me ya lêkmala êng tem nêŋgêv yak. Metom ôpatu be hetak ya lêkmala be hesopa ya lêk yînîng Ambô Mavî, ôpêng tem nembalong ya lêkmala long.
2908240090	Anô te hiwa nômkama pîk sapêng metom mî hesopa Wapômbêng ya ambô amî be ya lêkmala hêv yak, aliêng tem nêŋgêv yêni livung bisê?
290825006f	Me anô te hîtôm nêŋgêv nômate êndêng Wapômbêng vo nimbua ya lêkmala ethak loŋbô mesa? Mî anông!
2908260127	Avîlanô bôlôti me thak evong kombom kambom lomaloma be êndô Wapômbêng. Bêng be avîlanô bôlôti te moma vo ya lêk yînîng ambô, me êndêng wakma atu be Anô Ya Nakandung hêlêm iving Lambô ya danda lêkmaŋging lêk ya aŋêla matheng, me yêni tem moma vo ôpêng bêng yom.”
29090100f0	Me Yisu henang ethak loho nena, “Ya hanang avanông ethak môlô nena Wapômbêng ya lêkliŋyak bêng te nêlêm imbing ya lêklokwang bêng. Be môlô vi atu be ova long iti tem ômô lêkmala denang, me tem ôŋgô nôm êng imbing.”
29090200b6	Wak bahevi be lahavôtom hele be hê me Yisu hiwa Pita lo Jems me Jon iving yêni be ethak dum dêim te be ê îmô daluk. Êng me Yisu liŋkôpik hivutak yaŋda heva loho maleŋing.
2909030072	Me ya kwêv hivutak thapuk anông be anô pîk te mî hîtôm nîmbôkîng ya kwêv be nimbutak thapuk bêng amî.
2909040040	Me Elaija lo Moses êyô be enang ambô hiving Yisu be loho yê.
29090500ab	Me Pita henang ethak Yisu nena, “Kîdôŋga, mavî anông vo lêk aômô long iti. Tem yoôndav melak lêkkôpik lokwaŋlô, te vo ong me te vo Moses me te vo Elaija.”
290906004d	(Loho êkô kambom be îthông ambô enang paling be ditu Pita henang bêng.)
29090700ad	Me mavông te hêyô be heva loho thing, me ambô te hêlêm nang mavông êng kapô nena, “Ôpiti me yînîng Wakna atu be ya leng hiving anông. Be ondaŋô ya ambô!”
2909080068	Me ketheng oyang me loho yê hêwê heveng me êyê Yisu yom heva me anô te mî heva hiving yêni amî.
29090900d0	Yôvêm me etak dum êng me îlôk ele ê me Yisu henang lêklokwang nena dô enang nôm atu be êyê bêng hethak avîlanô andô endebe Anô Ya Nakandung atu nema be nimbiyô injêk ŋama ethak loŋbô êm.
29090a00a6	Be ditu loho ivung ambô êng hêk loho da me mî enang bêng amî, metom ithupav hê be hêlêm mayaliv nena “nema lêk nimbiyô injêk ŋama” ya ondong bisête?
29090b0089	Me loho nang ik Yisu ling nena, “Bisête be kîdôŋga ambô balambung enang nena Elaija tem nimung be nêlêm yôv kîmîng Mesaya?”
29090c01c6	Êng me Yisu henang nena, “Avanông! Elaija tem nimung vo nembong nômkama sapêng imbutak mavî ethak loŋbô. Metom ya hanang ethak môlô nena Elaija bôk hêlêm yôv. Metom avîlanô esopa ining leŋing iving yom be evong kambom lomaloma hethak yêni hîtôm Wapômbêng ya kapua bôk henang ethak yêni. Metom bisête be Wapômbêng ya kapua henang nena Anô Ya Nakandung atu tem nimbua vovang bêng lêk ende dômîng lîlîng êndêng yêni?”
29090e00b9	Yisu loho êyô vo ya ŋa hîndông vi me êyê avîlanô bêng anông lêk ethak tom. Me kîdôŋga ambô balambung lêk ya ŋa hîndông vi atu be îmô enang ambô be îkôki hethak.
29090f0074	Me avîlanô nômbêng êng êyê Yisu, me ketheng oyang me loho îpîndîk kambom me evothong ê me iwa yêni thô.
2909100047	Me Yisu henang ik loho ling nena, “Môlô kôk am hethak ômbête?”
29091100c4	Me anô te hîmô avîlanô nômbêng êng lîvông be henang nena, “Kîdôŋga, gôk te hevalong yînîng wakna ambôlêk long be mî hîtôm nenang ambô amî. Be diti ya hauwa hêlêm vo ong.
2909120106	Gôk kambom êng thak hîlônîng yêni be hîmbî yêni hîlôk pîk be ambôlêk apôk thapuk hele yêing me hethang ambôlêk ondong long me ling himuving be thotho. Ya hanang vo yong ŋa hôndông êŋgêv gôk kambom êng vê metom loho mî hîtôm amî.”
29091300b6	Me Yisu henang viyang nena, “Môlô me avîlanô mî ôêv iving amî! Wak vithê tem ya mô imbing môlô be yambua môlô ning malêing imbing môlô? Umbua wakna êng êlêm.”
290914009e	Êng me iwa wakna atu hê vo Yisu. Gôk atu hêyê Yisu, me hîlônîng wakna êng kambom be hêv yak hîlôk pîk be hevali hêk me ambôlêk thôk hêv yak.
2909150093	Me Yisu henang ik lambô ling nena, “Gôk kambom hivuling yêni hêndêng aŋgête?” Me lambô henang nena, “Sêmbôk be yêni yaôna denang.
29091600e7	Me gôk êng hîmbî yêni hîlôk amela lêk ŋanam lômbôlông vo niŋgik yêni vônô metom mî. Bêng be ong hîtôm, me nombong be gôk kambom êng etak yînîng wakna, êng me lem hik ong ethak yêi be hôêv yêi livung.”
2909170094	Me Yisu henang nena, “Bisête be honang nena, ‘ong hîtôm’? Wapômbêng hîtôm nembong nômkama sapêng vo ŋa takatu be êv iving yêni.”
29091800a4	Me ketheng oyang me wakna êng lambô helam nena, “Ya hêv iving be nombong vo yînîng auk atu be mî ya hêv iving amî nêŋgêv ya ling vo yaŋgêv imbing!”
29091900ef	Me Yisu hêyê nena avîlanô êvôv i ketheng ethak tom, êng me hethang gôk lêlêik atu be henang nena, “Ong gôk ambôlêk lêk liŋdong putup, ya hanang ethak ong nena notak wakna ti be nu me dô nômbôlêm ethak loŋbô andô.”
29091a00ac	Me gôk kambom êng heleng be hesaŋiyak me hîlônîng wakna êng kambom me hele yêing be hê. Me wakna êng hêk nang anô hema be avîlanô enang nena, “Lêk hema.”
29091b0038	Metom Yisu hevalong bang vi me hendandi be hiviyô heva.
29091c009c	Yôv me Yisu lêk ya ŋa hîndông yom îmô melak kapô me loho nang ik yêni ling nena, “Bisête be mî hîtôm yoôŋgêv gôk kambom êng vê amî?”
29091d0068	Me Yisu henang viyang hethak loho nena, “Mek yom hîtôm tem nêŋgêv gôk kambom yaliŋbêng vê.”
29091e006d	Me loho tak long êng be ivutak êyô Galili. Me Yisu hêndô avîlanô endaŋô nena lêk loho mô long êng
29091f00ec	vômbê nena hîndông ya ŋa hîndông. Me Yisu henang ethak loho nena, “Tem enang Anô Ya Nakandung atu êng bêng be etak îndôk avîlanô baheŋing. Be tem iŋgik yêni vônô, me hîtôm wak lô me tem nimbiyô ethak loŋbô.”
2909200055	Metom loho îthông ambô êng ya ondong paling, be loho kô enang iŋgik yêni ling.
290921009a	Me Yisu loho ê êyô Kapenaom me îmô melak kapô te. Me Yisu henang ik loho ling nena, “Môlô kôk am hethak ômbête heveng loŋdaŋlê hêlêm?”
2909220071	Metom loho yala nena îkôki hethak loho ali alête me anô mung vo Yisu ya ŋa hîndông vi be ditu loho bonong.
29092300fc	Me Yisu hîlôk hîmô me helam ya ŋa hîndông lauming be lahavôyi takatu be êlêm. Me henang nena, “Lem iving numbutak anô mung, êng me notaving ong endeni endebe numbutak yaônalêk me numbutak îtôm avîlanô sapêng ining anô ku oyang.”
290924005c	Me hiwa sêik nate be hîtîng eva loho lîvông. Me hevalong eva me henang ethak loho nena,
29092500bd	“Ôpatu hiwa sêik yaôna te bêŋiti thô hethak yînîng athêng, êng me hîtôm hiwa ya thô. Me ôpatu be hiwa ya thô, me hîtôm hiwa ôpatu be hêv ya be ya halêm thô hiving.”
29092600aa	Me Jon henang ethak Yisu nena, “Kîdôŋga, yoô yê anô te hêv gôk kambom vê hethak yong athêng. Metom yêni me mî aô te amî, be yoô nang vo netak ku êng.”
29092700b6	Metom Yisu henang nena, “Dô! Mî omba yêni thing andô. Ôpatu be hevong nôm thamtham hethak yînîng athêng me heveng yam me tem mî nenang ambô kambom ketheng ethak ya amî,
2909280048	vômbê nena ôpatu be mî hîpôlîk ethak aô amî, ôpêng me aô te.
29092900e6	Ya hanang avanông ethak môlô nena anô te hêyê nena môlô me Mesaya ya avîlanô be hêv ŋanam keyek te hêndêng môlô hethak yînîng athêng, ôpêng ya ku tem mî hîtôm nêŋgêv yak amî me tem nimbua ya vuli mavî.
29092a00fb	“Me anô te hevong be yînîng sêik atu be hêv iving ya te hêv yak, êng me heveng yam me ôpêng ya vovang me tem bêng anông vo vovang yang atu be êthôkêng valu malêing bêng te hethak lôkbudum be îmbî yêni hîlôk mamik kapô vo nema.
29092b010a	Me bahem hêvôv ong be hovong kambom, êng me nondambêng kisi be nôŋgêv vê vo dô nombong kambom ethak loŋbô andô! Bahem vi yom me mavî vo nu melak leng. Me kambom vo baheng luvi hîmô me tem nu long amela hethang hîmô hîtôm wak nômbêng iti sapêng.
29092d0103	Me vem hêvôv ong be hovong kambom, êng me nondambêng kisi be nôŋgêv vê vo dô nombong kambom ethak loŋbô andô! Vem vi yom me mavî vo nu melak leng. Me kambom vo vem luvi hîmô me tem nu long amela hethang hîmô hîtôm wak nômbêng iti sapêng.
29092f0112	Me malemdaluk hêvôv ong be hovong kambom, êng me nosapu vê. Malemdaluk vi yom me mavî vo nu Wapômbêng ya lêkliŋyak bêng kapô. Me kambom vo malemdaluk luvi hîmô me tem nu long amela hethang hîmô hîtôm wak nômbêng iti sapêng. Be ditu malêing bêng anông.
290930008a	‘Long êng me tem matamuak injang anô leŋving kôpik îtôm wak nômbêng iti sapêng, me amela tem nethang anô wak nômbêng iti.’
2909310074	Amela tem nethang avîlanô sapêng îtôm mamik thak etak hîlôk nôm vo îmô mambung îmô Wapômbêng mandaluk.
29093200b9	“Mamik me nôm mavî, metom ya maning hêv yak, me opalê hîtôm nembong be nimbutak maning ethak loŋbô? Bêng be ômô yôhôk îtôm mamik vathing mavî imbing amda bêng yom.”
290a0100a9	Me Yisu hetak long êng be hê heveng Judia lêk ŋanam Yelodan viyang vulu. Me avîlanô bêng anông êlêm ethak loŋbô. Me hesopa ya bôk le long be hîndông loho.
290a0200a1	Me Palisi doho êlêm me evong vo embatek Yisu be enang ik yêni ling nena, “Ambô balambung henang bisête? Anô te hîtôm nêŋgêv yanavî vê mesa mî?”
290a03003a	Me Yisu henang viyang nena, “Moses bôk henang bisê?”
290a0400a1	Me loho nang nena, “Moses hîlôk nena anô te hevong vo nêŋgêv yanavî vê êng me nekavu kapua te be netak îndôk yanavî bang vo nêŋgêv yêni vê.”
290a05007d	Yôv me Yisu henang nena, “Môlô ŋa liŋdong kôtông kambom be ditu Moses hekavu balambung iti be hêv hêndêng môlô.
290a060060	Metom ‘sêmbôk be mung anông atu be Wapômbêng hepesang avîlanô me hepesang anô be avî.
290a070069	Be ditu Wapômbêng bôk henang yôv nena, “Anô tem netak lambô lo talêmbô be nîmô imbing yanavî
290a080070	vo thêi imbutak îtôm kôpik tom yom.”’ Thêi me mî yi hethak loŋbô amî me lêk ivutak îtôm tom yom.
290a09006a	Bêng be nôm atu be Wapômbêng bôk hepatôk long hethak tom, me anô te mî hîtôm nepole vê amî.”
290a0a0081	Yôvêm me Yisu lêk ya ŋa hîndông îmô melak kapô hethak loŋbô, me ya ŋa hîndông enang ik yêni ling hethak ambô atu.
290a0b007b	Me Yisu henang ethak loho nena, “Anô te hêndô yanavî be hiwa avî yang, êng me hevong sek be hivuling yanavî bôô.
290a0c0068	Me avî te hêndô yamalô be hiwa anô yang, êng me hevong sek bêng yom be hivuling yamalô bôô.”
290a0d007f	Me avîlanô iwa sêiknena be ê hêndêng Yisu vo netak bang êyônjêk loho. Metom ya ŋa hîndông ethang avîlanô takêng.
290a0e010e	Yisu hêyê nôm êng, me la maning be henang ethak ya ŋa hîndông nena, “Otak sêiknena vo loho lêm êndêng ya me dô omba long thing andô, vômbê nena avîlanô takatu be athêng mî me hîtôm sêiknena takiti be Wapômbêng ya lêkliŋyak bêng me loho ning.
290a0f00e4	Ya hanang avanông ethak môlô nena, opalê atu be mî hiwa Wapômbêng ya lêkliŋyak neyaŋging avîlanô amî hîtôm sêiknena takiti, ôpêng mî hîtôm nîmô Wapômbêng ya lêkliŋyak bêng vimbing amî. Mî anông.”
290a100052	Me Yisu hevalong sêiknena be hetak bang hêyô hêk loho me hêv mek hethak loho.
290a1100e2	Me Yisu hiviyô be hê me anô te hevothong be hê hêndêng yêni, me heya vabudum thîvô hîmô va be henang nena, “Kîdôŋga mavî, tem yambong kombom mavî alêla vo yambua lêkmala îtôm wak nômbêng iti sapêng?”
290a12006c	Me Yisu henang viyang nena, “Holam ya nena mavî vo? Anô te mî mavî amî me Wapômbêng yom ditu mavî.
290a130158	Ambô balambung me bôk hoyala yôv: ‘Dô nuŋgik anô vônô andô. Me dô nombong sek imbing anô yang yanavî andô. Me dô nombong vanî andô. Me dô nonang ambô yôhîng ethak anô vi be nombong ambô vo loho andô. Me dô nonang ambô yôhîng vo numbua anô yang ya nômkama andô. Me nondovak lemambô lo lemtambô ning ambô.’”
290a14008f	Me ôpêng henang nena, “Kîdôŋga, ya yaôna denang hele be hêyô lêk ya anômbêng me thak ya hasopa ambô balambung takêng sapêng.”
290a15014e	Me Yisu hêyê ôpêng be la hiving yêni be henang nena, “Mavî anông, metom ong nômate mî denang. Nu me nôŋgêv yong nômkama sapêng vo avîlanô êŋgêv vuli, me numbua valuseleng êng sapêng be nôŋgêv êndêng avîlanô siv. Hovong bêng, me yong nômkama mavî lomaloma tem nîmô melak leng. Me nôlêm osopa ya.”
290a16006e	Yêni me anô lêk nômkama bêng anông. Be ditu helaŋô ambô êng, me hikum be hê lêk la malêing bêng.
290a1700ba	Me Yisu hêyê hêwê heveng me henang ethak ya ŋa hîndông nena, “Malêing bêng vo ŋa lêk nômkama bêng êŋgêv i êndêng Wapômbêng be îmô ya lêkliŋyak bêng vimbing.”
290a1800df	Yisu ya ŋa hîndông elaŋô be esong kambom. Me Yisu henang ethak loho hethak loŋbô nena, “Yînîng sêiknena, malêing bêng vo avîlanô takêng êŋgêv i êndêng Wapômbêng be îmô ya lêkliŋyak bêng vimbing!
290a1900dc	Me mî malêing bêng vo bok kamel imbutak êyô lôvîk indi thôp ya ambuang bini amî, metom malêing bêng vo anô lêk nômkama bêng te vo nêŋgêv i êndêng Wapômbêng be nîmô ya lêkliŋyak bêng vimbing.”
290a1a0093	Me Yisu ya ŋa hîndông esong kambom anông be enang hethak loho da nena, “Bêng be opalê hîtôm nimbua lêkmala wak nômbêng iti sapêng?”
290a1b00d2	Me Yisu hêyê loho kôlîlîng be henang nena, “Anô te mî hîtôm nêŋgêv inda livung amî, me Wapômbêng yom hîtôm nêŋgêv yêni livung. Be ditu Wapômbêng yom hîtôm nembong nômkama sapêng.”
290a1c0064	Me Pita henang ethak Yisu nena, “Bôk yoôtak yoô ning nômkama sapêng me alêm vo asopa ong!”
290a1d00b7	Me Yisu henang nena, “Ya hanang avanông ethak môlô, anô te la hêv ya lêk yînîng Ambô Mavî be hetak ya melak lêk viyaŋi me livi lêk talôvi lo lami me nali lêk ya pîk,
290a1e015b	êng me Wapômbêng tem nêŋgêv bêng anông êndêng inda îtôm 100 nêyômô yêni ya long imbing. Ôpêng hîmô pîk denang, me tem nimbua nômkama takiti bêng anông: melak lêk viyaŋi me livi lêk talôvi me nali lêk pîk me avîlanô vi tem imbuling yêni imbing. Me heveng yam me tem nîmô lêkmala îtôm wak nômbêng iti sapêng.
290a1f0089	Metom ŋa lêk athêng bêng anông, tem imbutak ŋa athêng mî. Me ŋa athêng mî bêng anông, tem imbutak ŋa lêk athêng bêng.”
290a200134	Loho veng be ê daku Jelusalem me Yisu himung be hê. Me ya ŋa hîndông êyê be esong kambom me avîlanô takatu be eveng yam êkô hiving. Me Yisu henang ethak ya ŋa hîndông lauming be lahavôyi takatu ethak loŋbô vo etak avîlanô be êlêm yôvêm me henang ethak nôm takatu be tem nêpôm yêni.
290a2100f3	“Ondaŋô. Aô yô Jelusalem me tem enang Anô Ya Nakandung atu bêng be êŋgêv yêni êndêng ŋa bêŋbêng îmbôk da lêk kîdôŋga ambô balambung. Me tem enang be iŋgik yêni vônô me êŋgêv yêni êndêng avîlanô long bôyang
290a2200a8	vo loho nang ambôma ethak yêni lêk îsuvapôk ethak yêni be embali yêni me iŋgik yêni vônô. Me hîtôm wak lô ende bini yôv me tem nimbiyô ethak loŋbô.”
290a2300ad	Yôv me Sebedi namalô luvi, Jems lo Jon, thêi ê êndêng Yisu me enang nena, “Kîdôŋga, yêi leŋing iving nombong nôm atu be tem yêi nang iŋgik ong ling ethak.”
290a24004b	Me Yisu henang nena, “Mamu lemim iving yambong ômbête êndêng mamu?”
290a25007e	Me thêi nang nena, “Notak yêi yang îmô bahem viyôhôk me yang îmô bahem vikeng îmô yong long lêkmaŋging kapô.”
290a2600be	Me Yisu henang nena, “Mamu thông nôm atu be onang ik ya ling paling. Hîtôm tem mamu num îndôk keyek atu be tem ya num îndôk lêk uthik îndôk ŋanam atu be tem ya thik îndôk?”
290a27008a	Me thêi nang nena, “Yêi hîtôm.” Me Yisu henang nena, “Avanông, keyek êng lêk ŋanam êng tem mamu num lêk mamu thik îndôk.
290a2800ae	Metom îmô ya baheng viyôhôk mena vikeng ma, aliêng me mî yînîng ku amî. Me Wapômbêng da heyaŋging ku êng be bôk hîtôk anô doho yôv vo loho mô long êng.”
290a290054	Wakma ŋa hîndông lauming elaŋô ambô êng be leŋing ŋaŋa hethak Jems lo Jon.
290a2a010b	Êng me Yisu helam loho lêm ethak tom me henang nena, “Bôk môlôyala yôv nena avîlanô long bôyang ining king thak êv i ling be ivuling ŋa takatu be îmô loho vimbing. Me loho ning ŋa bêŋbêng thak enang lêklokwang hethak loho ning avîlanô bêng yom.
290a2b00c0	Ondaŋô! Dô môlômbong kombom êng andô! Môlô te la hiving nimbutak anô lêk athêng bêng îmô môlô lîvông, êng me nimbutak îtôm môlô ning anô ku vo nêŋgêv môlô livung.
290a2c007a	Me ôpatu be la hiving nimbutak îtôm môlô ning anômbêng, êng me nîmô îtôm avîlanô sapêng ining anô ku oyang
290a2d0119	hîtôm Anô Ya Nakandung atu hevong bêng yom. Me mî ya halêm vo avîlanô pîk embong yînîng ku amî. Metom ya halêm vo yambong avîlanô pîk ining ku. Ya halêm vo yambua loho vê injêk malêing lêk ya tak yînîng lêkmala vo nêŋgêv avîlanô bêng anông livung.”
290a2e0122	Me Yisu lêk ya ŋa hîndông ê êyô Jeliko. Yôv me evong vo etak Jeliko me avîlanô bêng anông ê hiving loho. Me anô mandaluk pusip te be ya athêng nena Batimias hîmô loŋdaŋlê dang vi be hepetenak avîlanô vo êŋgêv inda livung. (Batimias ya ondong nena Timias nakandung.)
290a2f007d	Helaŋô nena Yisu nang Nasalet hêlêm, êng me helam lêkwaê nena, “Yisu, Devit Lim Lêkmuk, lem iŋgik ong ethak ya!”
290a3000ad	Me avîlanô bêng anông ethang yêni be enang nena, “Ong bonong!” Metom yêni helam kaêk lêkwaê anông nena, “Yisu, Devit Lim Lêkmuk, lem iŋgik ong ethak ya!”
290a31009d	Yôv me Yisu heva me henang nena, “Ondam yêni lêm.” Me elam hêndêng anô mandaluk pusip atu nena, “Lem mavî! Numbiyô be nu! Ôpêng helam ong.”
290a320058	Yôv me hekaliv ya kwêv thilimbung hê me hîsôv kisi bôlôtom be hê hêndêng Yisu.
290a3300a3	Me Yisu henang ethak inda nena, “Lem iving yambong ômbête êndêng ong?” Me anô mandaluk pusip êng henang nena, “Kîdôŋga, ya leng iving yaŋga tak.”
290a3400a8	Me Yisu henang nena, “Nu. Yong hôêv iving hevong be lêk ong mavî.” Me ketheng oyang me ôpêng mandaluk hipuak be hêyê tak, me hesopa Yisu heveng loŋdaŋlê.
290b010094	Yisu loho ê êyô bidong oyang Jelusalem me ê êyô Betpagi lo Betani, long yi êng hêk bidong Dum Oliv. Me hêv ya ŋa hîndông lokwaŋyi be ê
290b0200db	me henang ethak thêi nena, “Mamu nu melak vulu. Me ovong umbutak ôyô kapô me tem ôŋgô evak bokdoŋki map te long be heva. Bok êng bôk mî anô te hêyô mô amî. Me mamu pole yak êng vê me ondom be ôlêm.
290b0300c4	Me anôla henang ik mamu ling nena, ‘Mamu vong ombong ômbête?’ me yu nang ethak yêni nena, ‘Anômbêng la hiving nembong ku te thak yôv kîmîng nêŋgêv ketheng oyang îmbôlêm.’”
290b040092	Yôv me thêi ê me êyê doŋki map atu be evak long be êthô hîmô melak ambôlêk hîmô bidong loŋdaŋlê vi yêing. Me thêi pole yak vê.
290b050067	Me anô doho eva long êng êyê be enang ik ling nena, “Mamu vong ômbê be opole bok ya yak vê?”
290b060076	Me thêi nang ambô atu be Yisu henang ethak thêi. Êng me loho lôk be etak thêi be thêi iwa bokdoŋki êng be ê.
290b07008d	Me iwa doŋki êng be ê hêndêng Yisu, me ik ining kwêv thilimbung dêim thô be eŋgova êyô hêk bok dômlokwang be Yisu hêyô hîmô.
290b08009b	Me avîlanô bêng anông eŋgova ining kwêv thilimbung dêim hêk loŋdaŋlê. Me vi ele athaŋang lêk ŋaung heveng kamung be eŋgova hêk loŋdaŋlê.
290b0900ab	Me doho imung me doho eveng yam me Yisu heva lîvông me loho lam nena, “Osana!” “Wapômbêng embong mavî êndêng ôpatu be hêlêm ethak Anômbêng ya athêng!”
290b0a00c8	“Wapômbêng êŋgêv la mavî nêyômô bumalô Devit lim iti atu be tem neyaŋging aô îtôm king hîtôm sêmbôk be Devit heyaŋging! Osana! Aôŋgêv Wapômbêng ya athêng ling ethak leng!”
290b0b0107	Me Yisu hê hêyô Jelusalem me hivutak êyô melak matheng ya popatîng kapô be hê. Me hêyê nômkama takatu be hîmô long êng. Metom wak lêk ê hîlôk jalôm yôv, be ditu hetak Jelusalem me hê Betani hiving ya ŋa hîndông lauming be lahavôyi takatu.
290b0c004b	Hiviyô heyang me loho tak Betani me ê vini Jelusalem. Me Yisu hema ve la.
290b0d00ea	Me hêyê alokwang pik te ŋaung heva dêim doke. Êng me hê hêyô alokwang atu ondong vo ninjê nena alokwang atu hik anông mesa mî. Metom hêyê ŋaung oyang yom me mî niŋgik anông amî vômbê nena mî ya wakma niŋgik amî.
290b0e009f	Yôv me Yisu henang ethak alokwang êng nena, “Tem mî nuŋgik anông ethak loŋbô be anô te injang amî.” Be ya ŋa hîndông elaŋô ambô êng hiving.
290b0f01d7	Me Yisu loho êyô Jelusalem. Me hivutak êyô melak matheng ya popatîng lîvông. Me hêyê avîlanô iwa nômkama be êndô hîmô vo avîlanô vi êŋgêv vuli. Êng me hindining loho be hêv loho vê hêk melak matheng kapô be ele yêing be ê. Me hele ŋa takatu be ele ŋa long bôyang ining valuseleng thô hethak Islael ining valuseleng ining balê lîlîng. Me hevong bêng yom hethak ŋa takatu be êndô menak bôbô hîmô vo avîlanô êŋgêv vuli hiving.
290b100070	Me heva long thing vo avîlanô dô imbua ining nômkama be imbutak êyô melak matheng ya popatîng bini andô.
290b1100e3	Me Yisu hîndông loho be henang bêŋiti, “Wapômbêng ya kapua henang nena, ‘Yînîng melak me melak avîlanô pîk sapêng eteng mek îndôk.’ Me lêk môlôvong be hivutak hîtôm ŋa vanî ning melak ekopak îmô.”
290b1200d1	Ŋa bêŋbêng îmbôk da lêk kîdôŋga ambô balambung elaŋô ambô êng be ethalo loŋdaŋlê vo iŋgik yêni vônô. Metom loho kô yêni vômbê nena avîlanô sapêng îpîndîk kambom hethak ya ambô.
290b13003d	Yathiŋdang hêmbôk anông me Yisu loho tak Jelusalem be ê.
290b140072	Heyang lêkbôk me Yisu loho îvôê me êyê alokwang pik atu lêk hema be hekapôk hêk ŋaung be hêyô ondong.
290b150084	Me Pita la hêv Yisu ya ambô be henang nena, “Kîdôŋga, nôŋgô! Alokwang pik wakbôk atu be hothang me lêk hekapôk yôv.”
290b160043	Me Yisu henang ethak loho nena, “Ôŋgêv imbing Wapômbêng yom.
290b170109	Ya hanang avanông ethak môlô nena ôpatu be henang ethak dum iti nena, ‘Nokaliv ong da nundôk mamik’, me hêv iving be hevalong ya ambô êng long lêklokwang me mî kapô yi amî, êng me tem Wapômbêng embong be ya ambô atu be henang tem niŋgik anông.
290b1800b5	Bêng be diti ya hanang ethak môlô nena, ômbêla takatu be môlô nang îlôk môlô ning mek, êng me môlôŋgêv imbing nena lêk môlô uwa yôv, me nôm êng tem môlômbua.
290b1900da	Wakma môlô teng mek me lemim êv kambom atu be anô te bôk hevong ethak am, êng me otak kapôlômim vo ôpêng. Môlôvong bêng me môlô ning Kamik atu be hîmô melak leng tem netak kapô vo môlô bêng yom.”
290b1b00a8	Me Yisu loho ê Jelusalem hethak loŋbô be êyô melak matheng ya popatîng. Me ŋa bêŋbêng îmbôk da lêk kîdôŋga ambô balambung lêk avaka ê hêndêng Yisu.
290b1c007f	Me enang ik yêni ling nena, “Opalê hêv lêklokwang hêndêng ong lêk hêv ku hêndêng ong be ditu hovong nôm takiti?”
290b1d00eb	Me Yisu henang viyang ethak loho nena, “Tem ya nang iŋgik môlô ling ethak ambô te bêng yom imbing. Be môlô nang ambô êng viyang thêthôp hêndêng ya êng me tem ya nang ôpatu be hêv lêklokwang hêndêng ya ethak môlô.
290b1e007b	Opalête hêv ku ithik avîlanô hîlôk ŋanam hêndêng Jon? Wapômbêng leng mesa anô pîk te? Môlô nang ethak ya!”
290b1f00ab	Me loho da enang hethak i nena, “Aô nang nena Wapômbêng hêv ku êng hêndêng Jon me tem nenang nena, ‘Me hevong bisê be môlô mî ôêv iving Jon ya ku amî?’
290b2000a2	Metom aô nang nena, ‘Anô pîk te hêv ku êng,’ êng me avîlanô tem leŋing maning ethak aô vômbê nena loho sapêng êv iving nena Jon me plopet te.”
290b2100c7	Me loho nang hêndêng Yisu nena, “Yoô thông paling.” Me Yisu henang ethak loho nena, “Bêng be mî hîtôm yandam ôpatu be hêv lêklokwang hêndêng ya, ya athêng êndêng môlô amî.”
290c0101cd	Me Yisu henang ambô dôhô doho hethak loho nena, “Anô te hevatho ya kukapô yak waing te me hevak wandu hêwê heveng. Me helav lovang vo embak waing anông pesa vo imbua ya thôk. Me helav melak dêim te hethak tololak vo anô mô vo eyaŋging ku êng. Yôv me hetak ku atu hîlôk anô doho baheŋing vo eyaŋging be wakma hik anông me tem loho imbua anông vi me êŋgêv vi êndêng yêni. Yôvêm me hetak long êng be hê hîmô long bôyang vambô.
290c0200c8	Wakma yak waing hik anông hêyô me hêv ya anô ku te be hê hêndêng ŋa takatu be eyaŋging ya ku. Yêni la hiving lohoŋgêv anông doho vo yêni hîtôm sêmbôk be loho epatôk ambô hiving i.
290c03004d	Metom loho evalong ôpêng hêk be ik yêni kambom me êv yêni be hê oyang.
