2800000004	Mata
290e0d00aa	Kaa ɓǝlgantɓǝlg kǝ iin kǝ mbǝrzahaan buwa, amaa taa kǝ iitǝra, “Damdǝg damma huɗakǝssa. Am da nǝghǝganǝghǝg kǝ uudan dǝ tǝfuwa yuwa. Gatamarsgatǝga.
290e0e00d9	Aanji kwar kǝ hǝnyah wa dǝgaa nǝ iina, am tagar kǝ dadda hǝnyahiin taakiya, ‘Dadda tsaga dǝgit wa ndava taaki mǝr nǝ gudi ǝn da zǝg nai ard mbǝrzahar kǝ kaffa Hwaɗaga Haarakǝssa Dzavgaara Hǝnyahi?’
290e0f009b	Da markurdamarǝg nǝ iin kǝ maandala gud tǝghǝr kǝ guda sharaw kwa ɓadlavǝna mbakyarvad haarakǝssiina. Am da ɓadlkiyamna vaakwah kǝ dǝgzǝga.”
290e1000ae	Kaa dagal kǝ mbǝrzahaan damma huɗakǝssa, tlararatlǝg kǝ dǝgitah bandkwa tagatǝr Yesu. Kaa ɓadlǝna kǝ iitǝr kǝ dǝgzǝga Hwaɗagga Haarakǝssa Dzavgaara Hǝnyaha.
290e110053	Bagaa ba hwaasa, kaa saas kǝ Yesu ard mbǝrzahaan kǝlawa tar buwa da hǝnyahiina.
290e120094	Ar tǝghǝrdǝgga za kaffa, kaa am Yesuwa, “Bak jiirjiira wan tagkurtaga, pal makuram da vǝlkwavǝlga, kwa bandakwan za kaf ǝmtaɗ dǝ kaiya.”
290e130075	Cinngarubi nǝ mbǝrzahaan kǝ ǝmtakǝra ǝlbǝgǝn biya, kaa ba ndavǝg kǝ iitǝr ba da pallapalla, “Kai nii?”
290e140066	Ngwatǝrangug nǝ Yesu amaa, “Pal ma kuram kǝlawa tar buwna, kwa kǝm zǝg nǝmnd kaf ma kuu palla.
290e150091	Da ǝmtsǝg nǝ Zǝra Uuda, bandkwa vindava tǝghǝr kǝ iina. Da dǝga zhuwadaal kǝ daddkwa da vǝlla Zǝra Uuda! Ngulǝm maa yaavabi vaani.”
290e1600bf	Ar tǝghǝrdǝgga za kaffa, kaa kǝsǝgankǝsǝg nǝ Yesu kǝ bruudiya, tagar kǝ uus kǝ Daadamazhigǝla, lahǝnan vǝltǝr kǝ mbǝrzahaana, amaa, “Cauwamcauga, kwana iin nǝ vǝghara.”
290e170097	Tǝhala kwan dlaɓa, kǝsant kǝ iin kǝ kuwa yuwa inabi, tagar kǝ uus kǝ Daadamazhigǝla, vǝltǝra. Kaa hǝɓguhǝɓǝg kǝ iitǝr baɗǝmmaatǝra.
290e180079	Aiyama taa kǝ iitǝra, “Kwana iin nǝ avǝzara. Avǝza rǝgha langiya. Kwa da ɗǝyav dagal mbakyarvad uudah baɗyaka.
290e1900a4	Bak jiijiir wan tagkurtaga, ǝn maadlai da hǝɓɓa yuwa inabi biya, bamma daghuvali ǝn da hǝɓɓǝg nai kwatlǝrǝn kǝ daalaan ma tlǝkǝssa Daadamazhigǝla.”
290e1a0068	Ɓǝlaraa ba nǝ iitǝr kǝ ǝngsa, tǝhala kwaha kaa dagal kǝ iitǝr dat Gaval kwa dǝ Uufaha Zaituna.
290e1b00b9	Am Yesu taa kǝ mbǝrzahaana, “Baɗǝmmaruw am da ǝmndǝrga am da ɗuukwaɗuuga, bandkwa vindava taakiya, ‘Ən da tsǝggaan kǝ dadda piigga, dlaɓa ar da tadagal nǝ tuughwaha.’
290e1c005b	“Tǝhala ciigar ma gǝtlaha, ǝn da dǝgaa nai zǝngw tǝghǝr kǝskuram damma Galili.”
290e1d0067	Aiyam Bitrus taa kǝ iina, “Aanji ar ǝmndǝra baɗǝm ar ɗuukǝssa, ǝn da ɗuukǝs bi nai biya.”
290e1e00b5	Am nǝ Yesu taa kǝ Bitrus, “Bak jiirjiir wan tagaktaga, haniina, lakuti wiig kǝ ghwatǝkal shǝg bu ma huuda vǝɗɗa, aghada ɓaggaan kǝ agajawa sǝrkwabi shǝg hǝkǝrɗa.”
290e1f00bb	Kaa ba gwaigarsgwaig kǝ Bitrus ba vaivai taakiya, “Aanji da tsǝkwatsǝg nǝ uud ǝmtaɗ dǝ kǝgha, ǝn maay da ɓala gajawa sǝrak bi ba dǝm biya.” Baɗǝmaatǝr tagar band kwaha.
290e20009b	Kaa dagal kǝ iitǝr da vakavakin kwa ɗahav dǝ Getsemani, aiyam nǝ Yesu taa kǝ mbǝrzahaana, “Ndzamandzǝg vaakwana. Ən dagal da dzǝgwazhigǝla.”
290e2100b0	Kaa dagal kǝ iin ǝmtaɗ dǝ Bitrusa, ard Yakuba, ard Yuhwana. Tǝhalakwaha kaa mbǝkǝnmbǝg nǝ dlaɗǝn da hǝɓɓǝg nǝ iin ba vaivaiya, dlaɓa tsǝgharatsǝg kǝ vǝgha.
290e220099	Aiyama taa kǝ iitǝra, “Shifǝgara hǝɓɓa dlaɗa ba vaivaiya bandgi na tsǝkwatsǝgga. Ndzamadzǝg vaakwana, famfǝg kǝ hyǝmiya, uufamuufǝgga.”
290e230091	Gavǝt ba nǝ iin da tǝvuukw hǝɗiikǝnan, kǝlla kǝ ghunji tǝ haiya, Kaa dzǝgwazhigǝl taaki akwama ɓagaɓaga, maa kǝsvaaran nǝ dlaɗna.
290e2400b2	Amaa, “Abba, Daada, aanji kwar kǝ dǝgita ɓagaɓag vakagha. Kǝswaarakǝssǝg kǝ kuwa dlaɗna. Bakǝvakwaha, ɓag kǝ dǝgiti agha naag nǝnga, dǝgiti ǝn naag nai biya.”
290e2500b9	Sagha ba nǝ iina, kaa tlǝtǝraatlǝg kǝ iin kǝ mbǝrzahaan hǝnahaara, amaa taa kǝ Bitrusa, “Bitrus, agha hǝnahaara? Mbats agha dzǝgwanti kǝ fahyǝmi aanji dǝga aw pall biya?
290e2600aa	Famfǝg kǝ hyǝmiya, am dzǝgwan kǝ zhigǝla haik kǝ mbǝɗǝg kǝsuram tǝɗuula fǝshǝga. Bak jiijiira, naaghantnaag nǝ shǝɗǝkwa, vǝgh wa maay ndzǝɗ biya.”
290e270055	Kaa gwiya dagal kǝ iin da dzǝgwazhigǝla, gwayaars bak kwahiin kǝ dzǝgwazhigǝla.
290e280098	Gwiyaghǝra ba nǝ iin saassa, tlatǝraa ba hǝnahaara mbakyarvad haar ma gyiyaatǝr ba vaivaiya. Pǝletǝrvapelǝg nǝ dǝgiti ar da tagar nǝ iitǝra.
290e2900de	Gwiyaa ba nǝ iin da vakaatǝr kǝ dǝga hǝkǝrɗa, amaa taa kǝ iitǝra, “Gwaastǝn am ba ndzǝggaan hǝnahaar am ɗǝya kuɗǝgga? Atlanama! Wa ɓagaaɓag sarta kwada vǝlav Zǝra Uud damma dǝv kǝ yaa dadda haipaha.
290e2a0046	Ciyamciiga, jiiyam dagala! Wa sǝghǝvsǝg daddakwa da vǝla kaiya!”
290e2b0105	Ba ndzǝggaan Yesu ba taa ghaiya, kaa sagau kǝ Yahud pal ma mbǝrzahaan kǝlawa tar buwna, sarǝv ǝmtaɗ dǝ uudah ba ɗyaka dǝ katsakarah ard zadah vakaatǝra, ɓǝlartǝrǝt nǝ maalah ma zhiilakǝsuufaha, ard lii tsaga adzahadzaha Muusa, ard tlǝvuukwaha.
290e2c00b9	Tagatǝratag nǝ Yahud kǝ ɗuuli da vǝlǝg nǝ iin kǝ Yesu, amaa, “Daddakwa ǝn da bǝrhuug naiya, iin nǝ uud nǝ iina. Viiyamǝtviiga, langamlanga, hǝkyamnahǝkyig ba marawa.”
290e2d0067	Bad dagauwa Yahud wah da vak Yesu, amaa taa kǝ iina, “Dadda tsagadǝgit!” Kaa bǝrhugaan kǝ iina.
290e2e003d	Kaa viigǝtviig kǝ uudahiin kǝ Yesu, ar hǝkinan ba marawa.
290e2f009b	Kaa tǝɗdatǝɗǝg nǝ pal ma mbǝrzaha Yesu kwandza ghacǝga tǝvǝgh kǝ iina, kǝ katsakaraana, ghudarda kǝ hyǝmi kǝ kwatǝnah maala zhillakǝsuufa.
290e300069	Am Yesu taa kǝ iitǝra, “Amaa sagal dǝ katsakarah ard zadah sa viiya kai bandgi ǝn dadda zaa ɗuula?
290e3100b2	Ba kǝlahǝnga ǝn ba ǝmtaaɗ dǝ kuram ma gaagazaiya vǝgya Daadamazhigǝl ǝn tsagadigita, viiyamkwa biya. Barari righǝvant nǝ dǝgiti vindava ma kakaɗa Daadamazhigǝla.”
290e320045	Tǝhalakwaha baɗǝm mbǝrzahaan ɗuwarǝsɗuga, ǝmndraraǝmndrǝga.
290e33007f	Ndza mǝng nǝ daala zǝriin gata Yesu tǝhala, maay nǝ sǝɗav tǝ vǝghaan biya, ba nuura kalti. Naha viiyarviig nǝ uudaha,
290e34004c	Kaa ɗugarǝsɗug kǝ sǝɗavan ma dǝvaatǝra, kaa ǝmdǝradagal bad suuha.
290e3500c2	Kaa lanngaan kǝ iitǝr kǝ Yesu da vǝgya maal batingting ma zhiilakǝsuufa, kaa dzahvǝtdzahǝg kǝ maalah ma zhiilakǝsuufaha, ard tlǝvuukwaha, ard lii tsaga adzahadzaha Musa da vaakwahiina.
290e3600dc	Kaa gatǝgaan kǝ Bitrus kǝ Yesu tǝhal tǝhala, ba bǝtky tagwavaatǝra. Gatǝgharsgatǝg ba tangw damma huɗa gaagazaiya vǝgya zhillakǝsuuf ba tingtinga. Cǝhura kǝ iin ǝmtaɗ dǝ lii uuffa hǝnyaha, ɗiira kaara.
290e3700ec	Gatargatǝg nǝ maalaha ma zhillakǝsuufaha ard gyiɗa maalah badǝm kǝ dǝgiti maraa da tlǝkǝna nǝ iitǝr kǝ shiid tǝghǝr kǝ Yesu taakiya, ɓagaɓag kǝ haipa kiyava tsǝgaan kǝ iitǝra, bakǝvakwaha, viiyarǝti dǝ haip biya.
290e38006d	Ghwadararsghwadǝg nǝ uudah ba ɗyak kǝ fiid kǝ Yesu, bakǝvakwaha ndzaabi ghaiyatǝr tǝ dǝgit pal biya.
290e390057	Tǝhalakwaha kaa gwiya ciig kǝ kyǝlǝm uudaha, ar ghwudars kǝ fiid kǝ Yesu taakiya,
290e3a00ba	“Cinngamndacinng tagadatag taakiya, ‘Ən dlagnadlag kǝ vǝgya Daadamazhigǝlǝn kwa ndǝraran nǝ uudaha, ǝn ndǝrant kwatlǝrǝn bamma hǝng hǝkǝrɗa, kwa ndǝrg uud biya.’”
290e3b0038	Bakǝvakwah ǝlbǝgahaatǝr ndzaabi tǝ dǝgit pal biya.
290e3c00c5	Kaa ciig kǝ maal batinting ma zhillakǝsuufah ghacan mataatakaatǝra, kaa ndavǝgarundavǝg kǝ iin kǝ Yesu, amaa, “Agha maay dǝ ǝlbǝg biya? Əlbǝgahaan aa tagav tǝghǝr kǝskǝgh nǝm?”
290e3d00ca	Bakǝvakwaha mbǝɗabi nǝ Yesu kǝ ghaiyan biya, ndza kǝ iin ba ɗǝwa. Kaa gwiya ndavgarundavǝg kǝ maal batingting ma zhillakǝsuuf taakiya, “Kǝgh haa nǝ Kǝristi, Zǝra Daddakwa dǝ barkna?”
290e3e00ab	Ngwangw nǝ Yesu taakiya, “Aana ba kaiya. Am da nǝghanǝghǝg kǝ Zǝra Uuda ndzǝgan tǝ dǝvaa kaffa Daadamazhigǝl ǝmkyaɗaka, dlaɓa da saay ma akumba zhigǝla.”
290e3f007f	Kaa tahnatahǝg kǝ maal batingting ma zhillakǝsuuf kǝ sǝɗavahaana, amaa, “Kwar kǝ shiid dlaɓ wa kiyam naag nǝ miyami?
290e4000bf	Cinngamacing dlaɓa ghǝravaru kǝ badza ɗaaga Daadamazhigǝl aa tag nǝ iina! Auwam nǝ urami?” Kaa ghudgardaghud nǝ uudahi ndzar vaakwahiin baɗǝm kǝ shariya taakiya aa tsǝvatsǝgga.
290e4100ee	Kaa fǝgarzhafǝg nǝ kyalǝmah kǝ tafgarǝv ashavaiya, ar mbuusaaraka kǝ gyiya, dlaɓa ar dlagharaa kǝ tsǝgga, am nǝ iitǝr taa kǝ iina, “Tagga kǝ daddakwa tsakǝgha!” Lii uuffa wakyagh dlaɓa ndakwani kaa kalgaan kǝ iitǝra.
290e420087	Ndza mangyila gaagazaiya hǝnyaha nǝ Bitrusa, kaa sagau kǝ dǝghwiin pal ma kwatnaha maal batingting ma zhiilakǝsuuf da vaakwahiina.
290e430098	Nǝgha ba nǝ iin kǝ Bitrus ɗiira kaara, kaa vazǝgaan kǝ iin ba marawa, amaa taa kǝ iina, “Kǝgh ndakwi agha ǝmtaɗ dǝ Yesu zhilla Nazareta!”
290e4400f2	Kaa ɓalla gajau kǝ Bitrusa, amaa, “Ən sǝrgabi var kǝ dǝgiti agha tag nǝng biya. Nǝghanaakabi ba lingiling biya!” Tagada ba nǝ iin kǝ kwaha, Kaa ciya dagal kǝ iin damma bǝrcama hǝnyahiina, kaa wiig kǝ ghwatkala tǝhala kwaha.
290e450098	Gwiiya nǝgha ba nǝ dǝghwǝn kǝ Bitrus vaakwaha, kaa tagatǝrtag kǝ iin kǝ lii ghacǝga vaakwahiina, “Kwan ndakwani pal ghǝravaan ma iitǝra.”
290e4600d8	Kaa gwiiya ɓalla gajau kǝ Bitrus dlaɓa. Tǝhala zǝlam hǝɗiikǝnana, aiyam lii ghacǝga tǝvǝgh kǝ Bitrus taa kǝ iina, “Bak jiijiira agha pal nǝng yan miitǝra. Aɗaba agha zhiil Galili nǝ ghǝravagha.”
290e4700c1	Kaa fǝgarzhafǝg kǝ Bitrus ɗaava ghǝraana, dlaɓa kaa tlafa ghǝran baz ndaha waɗǝg tǝvukwatǝr taakiya. “Ən sǝrgai var kǝ uudanǝn am tag nǝ uuram kǝ ǝlbǝg tǝghǝrǝn biya.”
290e48012f	Batwatswatsǝra kaa wiig kǝ ghwatǝkala kǝ dǝga buwa. Kaa dzamnadzamǝg nǝ Bitrus kǝ ǝlbǝgi taghar nǝ Yesu taakiya, “Lakwti wiig nǝ ghwatǝkala shig buwa, agha da ɓallǝgaan kǝ agajauwa sǝrkwabi shig hǝkǝrd biya.” Dzamghana ba nǝ iin kwan kǝ ǝlbǝga. Kaa ɓǝlaru kǝ iin kǝ tuuga.
290f0100f7	Dlakadur bawura, kaa ɗiya sawari kǝ maalaha zhiil kǝsauufaha, ard tlǝvuukwah ard lii tsaga adzahadzaha Musa, ard dzahava lii ma gyiɗ baɗǝmma. Kaa ngwaɗǝnangwaɗǝg kǝ iitǝr kǝ Yesu, ar langda da tǝvuukwa Bilatusa, ar fardǝm ma dǝva.
290f020090	Kaa ndavgaruundavǝg nǝ Bilatus kǝ Yesu taakiya, “Kǝgh tlǝkǝssa Yahudaha?” Ngwugharangug Yesu amaa, “Aana, bandkwa tagǝda nǝnga.”
290f030043	Kaa ghwadgarǝva ǝlbǝgah ba ɗyak nǝ maalaha zhiila kǝsauufaha.
290f040095	Kaa gwiya ndavgarundavǝg nǝ Bilatus taakiya, “Agha maay mbǝɗa ghai biya? Cinng kǝ dǝgitahi ar tag nǝ iitǝr tǝghǝr kǝskǝgh ba ɗyaka.”
290f050060	Gwastǝna, mbǝɗabi Yesu kǝ ghaiyan biya, kwana vǝlgharvǝlǝg kǝ Bilatus kǝ dǝga jappǝr.
290f060081	Dǝgiti nǝt tlǝkǝs kǝ ɓagaan sarta hwaɗaga iin taakiya, ɓǝlars kǝ uud palla kwa ghalga nǝ uudah sagal ma guda bǝrfina.
290f07009d	Mǝng nǝ uuda nǝ iin ɗaagaan Barabbas kwa ɓǝlaavdǝm ma guda bǝrfina, ǝmtaɗ dǝ lii dzagwara dlagwam kwa tsara uuda ma sartǝn ciyit nǝ dlagwamǝna.
290f080069	Kaa sagau kǝ dzahava dlamakǝlaaw da ghala Bilatus maa ɓagtǝra kǝ dǝgiti nǝt nǝ iina kǝ ɓagaana.
290f09005a	Ngwatǝrangug nǝ Bilatus amaa, “Am naagaan ǝn ɓǝlkurnǝs kǝ tlǝkǝssa Yahudaha?”
290f0a007a	Aɗaba nǝghaakanǝghǝg nǝ Bilatus taakiya, ba shilǝg wa fatǝra maalah zhiilakǝsauufah kǝ vǝlla Yesu damma dǝvaana
290f0b0079	Maalaha zhiilakǝsauufah wa shaharant uudah kǝ taakiya aa ɓǝlkǝmndarsɓǝlǝg nǝ uud kǝ Barabaas tǝghǝr kǝ Yesu.
290f0c0079	Kaa ndavtǝrundavǝg nǝ Bilatus taakiya, “Au kaci wanda ɓag nai dǝ kwam ɗaag nǝ uuram dǝ tlǝkǝssa Yahudahni?”
290f0d004a	Ar ɗǝyaru kǝ iitǝr kǝ cau ar taakiya, “Aa hǝrtǝvǝthǝrtǝgga!”
290f0e008c	Aiyam nǝ Bilatus taa kǝ iitǝra, “Mbakyauwi? Au nǝ haipaani?” Ar gwiya dzǝgant kǝ kungy ar taakiya, “Aa hǝrtǝvǝthǝrtǝgga!”
290f0f00c7	Naagaan tsau nǝ Bilatus hǝngtǝrna kǝ ǝrviɗmahuɗaatǝra, ɓǝltǝrnǝs kǝ Barabaas. Tǝhalakwa fǝgharaa nǝ iin kǝ uudah kǝ dlaghgaru kiiɓ kǝ Yesu, kaa vǝltǝr kǝ iin kiyava hǝrtǝgga.
290f100060	Kaa dadǝg nǝ tlaujah kǝ Yesu damma gaagazaiya vǝgya gumna. Ar dzahant kǝ tlaujah baɗǝmma.
290f110074	Ar tsǝgwardǝm kǝ sǝdav kyang hulfa dǝga tlǝkǝssaha, dlaɓa ar ɓagara kǝ dzakwa takka, ar fardǝm ma ghǝra.
290f12004b	Ar farzha kǝ tagar uus taakiya, “Kǝm ma barkagh tlǝkǝssa Yahudaha!”
290f130094	Kaa kalgaan kǝ iitǝr dǝ zad ma ghǝra, ar tafarǝva kǝ ashavaiya. Tǝhalakwaha ar kǝlla kǝ ghunj tǝvuukwana am nǝ iitǝra ar fǝgaaradfǝga.
290f1400aa	Ghyǝngara ba nǝ iitǝr kǝ nenegaana, ar sǝɗarda kǝ sǝɗava tlǝksǝna, ar tsagwɗǝm ma sǝɗavahaana. Tǝhalakwaha ar langda dagal da gyǝmal kiyava hǝrtǝgaana.
290f1500f0	Ar tǝghǝrdǝga dagala, kaa nǝghǝganǝghǝg kǝ iitǝr kǝ uuda nǝ iin ghwudadagal, kwa ɗahav dǝ Siman, zhiila Sayirina, daddaatǝr kǝ Alekzanda ard Rufus, saas ma gǝdzǝr kǝssa, ar faraa baɗ ndzǝɗ kǝ kǝssa tlaɓa hǝrta Yesu.
290f16006f	Ar langda kǝ Yesu da vakavakiin kwa ɗahav dǝ Golgata, (dǝgiti tuuk vakai nǝ iina “Vakka kuwa ghǝra”).
290f170058	Vǝlarar vaakwahiin nǝ iitǝr kǝ yuwa innabi laɓalaɓan dǝ mur, luwa kǝ hǝɓgaana.
290f180095	Ar hǝrtǝtta. Ar tagwna dlaɓ kǝ sǝɗavahaan ma taatakaatǝra, kaa tsa tsats kǝ iitǝr tǝghǝr kiyava vaza dǝgiti aa tlǝkǝna aanji waratǝra.
290f19002a	Hǝrtarǝt ma sarta vaslambaɗa dlakadura.
290f1a0064	Ar vinda tǝ tlaɓa hǝrtǝg kǝ ǝlbǝgi ghwudararva nǝ iitǝr taakiya, “TLƏKƏSSA YAHUDAHA.”
290f1b006b	Ar hǝrtǝt kǝ gǝlah buwa ǝmtaɗ dǝ iina, pal tǝ dǝvaa kaffaana, pal dlaɓ tǝ dǝvaa ghyaɓɓaana. [
290f1c0057	Kwan iin nǝ righǝgga tlayangǝr kwa tagaa taakiya, “Kǝdlavǝna ma lii haipaha.”]
290f1d00ba	Uudahi ghudadagal ar tagar ǝlbǝga nenega, ar gajaga ghǝr ar taakiya, “Caa! Kǝghi agha dlagǝnadlag kǝ vǝgya Daadamazhigǝla, dlaɓa agha da gwiya ndǝrant bamma hǝng hǝkǝrɗa,
290f1e0047	katǝg ci kǝ ghǝragha, agha sii bi dlaɓ tǝ tlaɓa hǝrtǝg biya!”
290f1f00c3	Bandkwah dlaɓ nǝ maalah ma zhiilakǝsauufah ard lii tsaga adzahadzaha Musa, kaa nenegaan kǝ iitǝr ma taatakaatǝr ar taakiya, “Katǝghankatǝg kǝ kyalǝma, pilgharvaapilǝg kata ghǝraana!
290f2000f6	Aa sasii ci ndan Kǝristi tlǝkǝssa Israˈilǝn ndakwan tǝ tlaɓa hǝrtǝgǝna, kiyava nǝghǝganǝghǝg kǝskǝmnd kǝm fǝdghǝrǝta!” Baz gǝlahǝn hǝrtavǝt ǝmtaɗ dǝ iinǝn ndakwani kaa taa ǝlbǝgahi ghwaɗghwaɗ kǝ iitǝr tǝ iina.
290f210067	Bad vacci tǝghǝra, kaa hǝɗgarduhǝɗǝg nǝ gurtl kǝ lard baɗǝma, tangw damma hǝkǝrɗa hwassa.
290f2200d6	Tǝhalakwaha, sarta hǝkǝrɗa hwaasa, kaa dzagantdzǝg nǝ Yesu kǝ kuungy bad halavuwa ndzǝɗaan, amaa, “Eloi, Eloi, lama sabaktani?” Iin taakiya, “Daadamazhigǝl Daadamazhigǝla, agha fiikwada daɓawi?”
290f230067	Cinngara ba nǝ lii ghaciga vaakwahiin kwaha, aiyam nǝ iitǝra, “Wai nǝ iin ɗaa tlaiyang Iliya.”
290f2400d7	Kaa ǝmdǝrǝg kǝ pallǝraatǝra, rǝmda kǝ abarabar dǝ yuwa inabi kwarekreka tǝ zadda, vǝlar kǝ Yesu kiyava hǝɓɓǝga, aiyama, “Vazyamvazǝg ndana! Mbatak da sagau nǝ tlayang Iliya da sii dǝ vakaiya.”
290f250074	Kaa dzǝgantdzǝg Yesu kǝ kungy bad halavuuwa ndzǝɗaana, tǝhalakwaha, kaa ɗiya shifǝgga halavuuwana, ǝmtsana.
290f260074	Kaa tǝhgǝmtǝhǝg kǝ ɓǝlyaɓǝlya Vǝgya Daadamaazhigǝl hutsǝg buwa ciigǝt ma ghǝraan tangw damma suhwaana.
290f270085	Nǝgha ban nǝ tlaujin ndza ghaciga tǝvuukwa Yesu kǝ ɗuuli ǝmtsa nǝ iina, aiyama, “Ba pakat uudanǝn Zǝra Daadamazhigǝla!”
290f280099	Kyalma ǝnghwasaha, ghaccara ba ndzaɗɗa ar vazǝggaana. Ma iitǝra mǝng Maryam Magadala, ard Maryam babba Yakub kudǝrkudǝra ard Isuvuwa, ard Salomi.
290f2900b1	Gatarars ciigǝt sagat ma Galili nǝ ǝnghwasahaan ar ba mǝlgarumǝlga. Dlaɓa baɗyak nǝ kyalǝma ǝnghwasah kwa darǝt ǝmtaɗ dǝ iin ma Wurshalim ndakwi ndzar ba vaakwaha.
290f2a0051	Ɗǝm ba faciya hwaasa, kaa ɓadlav kǝ uudaha, aɗaba dlakaduraan Faciya Ngiiga.
290f2b00f7	Kaa sagal kǝ uuda nǝ iin ma Arimatiya ɗaagaan Isuvuwa. Pall ma gyiɗya lii maalmala nǝ iina, dlaɓa fǝvaarafǝga, kwa pakka saaya tlǝkkǝssǝra Daadamazhigǝla. Shughanashug kǝ gyi da vak Bilatus, da ghala ma vǝlvar nǝ tlǝwa vǝgha Yesu.
290f2c00b9	Cinngha ba nǝ Bilatus taakiya ǝmtsaǝmtsǝg nǝ Yesu, vǝlgharvǝlǝg kǝ dǝga ajappǝra. Ɗahant kǝ iin kǝ maala tlaujiin ndavaru taakiya bak jiirjiira ha ǝmtsaǝmtsǝg nǝ Yesu.
290f2d006d	Cinngha ba nǝ iin vak maala tlaujin taakiya band kwaha, kaa vǝlar kǝ iin kǝ Isuvu kǝ tlǝwa vǝgha Yesu.
290f2e00f6	Kaa sǝgwdaasǝgw nǝ Isuvu kǝ kǝlpakana, sǝddi kǝ iin kǝ tlǝwa Yesu tǝ tlaɓa hǝrtǝgga, faɗant ma kǝlpakana, fǝdǝm kǝ iin ma gǝtl kwa kwaɗava ma kura. Tǝhala kwaha, hutambardi kǝ akura hǝɗardu kǝ iin kǝ ghaiyan dǝ vakaiya.
290f2f0068	Nǝghǝranǝghǝg nǝ Maryamu Magadala ard Maryamu babba Isuvu kǝ vakavaki fava dǝ tlǝwa vǝgha Yesu.
291001008c	Dal ba faciya ngiigga, kaa sǝgwasǝgw kǝ Maryam Magadala, ard Maryam babba Yakub, ard Salomi kǝ tǝrshan kiyava dzuupǝg tǝ tlǝwa Yesu.
291002005a	Davala faciya zǝngw ma maaka, kaa dagal kǝ iitǝr damma gǝtlah ba dlakaduur wur kǝssa.
291003007c	Tǝghǝrdǝgga dagala, am nǝ iitǝr mataatakaatǝra, “War wada tlǝkkiyamarwatlǝg kǝ akuriin tuuk kǝ ghaiya gǝtli?”
29100400ae	Daragha ba nǝ iitǝr da vaakwahiina, dzǝgarant ba nǝ iitǝr kǝ ghǝraatǝra, kaa nǝghǝganǝgh kǝ iitǝr mbats tlǝgavarwatlǝg nǝ akuriin dagala. Akuriin ndza maanda.
29100500c1	Daragha ba nǝ iitǝr damma gǝtliina, kaa nǝghǝgaanǝghǝg kǝ iitǝr kǝ daala zǝr tsagwatsagwan ma sǝɗav maɗǝkwa cǝhurga tǝ ghyaɓa dǝvaakaffa, kaa gǝdzǝgǝtgǝdzǝg kǝ iitǝra.
29100600b2	Am daala zǝrǝn taa kǝ iitǝra, “Ɓagambi kǝ ajappǝr biya. Am gata Yesu uuda nazare kwa hǝrtavǝtǝna? Abi, ciyitciiga. Maay vaakwan biya. Wan vakavaki hǝngavna nǝ iina.
29100700ac	Damdǝga, am tagar kǝ mbǝrzahaana, ard Bitrus, taakiya da dǝga nǝ iin tǝghǝr kǝ iitǝr damma Galili, ar da nǝghǝga vaakwah nǝ iitǝr bandkwa tagatǝr nǝ iina.”
291008009f	Kaa ǝmndǝra saggal kǝ ǝnghwasahahaana, ar ɓa jappǝr dlaɓa tǝg nǝ vǝghatǝra. Tagararbi aanji ndǝwar kǝ ǝlbǝg biya, aɗaba gǝdzarǝtgǝdzǝgga. [
2910090108	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Ciyit ba nǝ Yesu ma gǝtlah dlakadur ba wur davala faciya zǝngw ma maaka, marda kǝ ghǝraan ba zǝngw vak Maryamu Magadala, kwa lagwgharda nǝ iin kǝ shatanah uuɗiif ma vǝghaana.
29100a0061	Kaa daas kǝ iin tagtǝr kǝ uudahi ndzar ǝmtaɗ ba bawur dǝ iina, lii taa dzǝgwagha ar tuuga.
29100b0074	Cinngaraba nǝ iitǝr taakiya dǝ shifǝg nǝ Yesu, dlaɓa nǝghghanǝghǝg nǝ Maryama kǝ iina, fardghǝrǝt biya.
29100c00a9	Tǝhalakwaha, kaa mbǝɗvǝghambǝɗǝg nǝ ndzǝgana vǝgha Yesu, kaa mardamarǝg kǝ ghǝraan vak mbǝrzah buwa masarta kwa ndzar tǝ ɗuula dagal damma gǝdzǝrkǝsa.
29100d0068	Kaa gwiyadaas kǝ lii buna ar tagar kǝ kyalmaha, bakǝvakwaha larwalǝg kǝ fadǝghǝr tǝ ǝlbǝgiina.
29100e010a	Tǝhalakwaha, kaa mardamarǝg nǝ Yesu kǝ ghǝran vak kǝlawa tǝmkikǝn ma sarta kwa ndzar za kaffa. Kaa cagtǝraacag kǝ iin kǝ gyi tǝghǝr kǝ maira fadghǝraatǝra ard dǝkdǝka ghǝraatǝra, aɗaba fadghǝrǝtbi dǝ lii nǝgharanǝghǝg tǝhala ciigaan biya.
29100f006f	Amaa taa kǝ iitǝr dlaɓa, “Damdǝg damma duni baɗǝmma, tagamtǝrtag kǝ ǝlbǝg maraw kǝ uudah dǝshiga.
291010009c	Baɗǝm daddakwa fadghǝrǝtfǝga, dlaɓa ɓagvara nǝ tsuufǝgga, da tlǝkkǝnatlǝg kǝ katǝgga. Baɗǝm daddakwa fadghǝrǝt biya da vǝlǝvtǝr dlaɗa.
29101100a0	Wan nǝ dǝgiti da ɓag lii gata kaiya kiyava marra fadǝghǝratǝra. Ar da lagwan kǝ shatanah ma ɗaagara, ar da tagaan dlaɓa kǝ ǝlbǝg dǝ daala ghaiyaha.
