0100000008	Gênesis
0d1015004d	Ele não permitiu que ninguém os oprimisse, Ele puniu reis pelo bem do povo.
0d10160051	Ele disse: "não toqueis nos meus ungidos e não causeis dano aos Meus profetas".
0d10170045	Cantai a Yahweh, toda a terra, anunciai Sua salvação dia após dia.
0d10180053	Declarai a Sua glória entre as nações, Seus maravilhosos atos entre as nações.
0d1019005a	Pois Yahweh é grande e digno de ser louvado, e será temido entre todos os outros deuses.
0d101a0055	Porque todos os deuses das nações são ídolos, mas foi Yahweh quem criou os céus.
0d101b0053	Esplendor e majestade estão em Sua presença. Força e alegria estão diante dEle.
0d101c004b	Tributai a Yahweh, vós clãs dos povos, tibutai a Yahweh glória e força.
0d101d008a	Tributai a Yahweh a glória devida ao Seu nome. Trazei uma oferta e vinde diante dele. Curvai-vos diante de Yahweh em Seu santo esplendor.
0d101e005b	Tremei diante Dele toda a terra. O mundo também está estabelecido, não pode ser abalado.
0d101f0056	Alegrem-se os céus, regozige-se a terra; seja dito entre as nações, "Yahweh reina".
0d1020006c	Que o mar ruja, e as suas criaturas gritem com alegria. Que os campos sejam alegres, e tudo o que neles há.
0d10210060	Que as árvores das florestas gritem de alegria diante de Yahweh, porque Ele vem julgar a terra.
0d10220059	Louvai a Yahweh, porque Ele é bom, porque a fidelidade da Sua aliança dura para sempre.
0d102300ad	Então, dizei: "Salva-nos, Deus da nossa salvação. Ajunta-nos e livra-nos das outras nações, para que possamos dar graças ao Teu santo nome e glória em Teus louvores".
0d1024007f	Seja Yahweh, o Deus de Israel, louvado de eternidade a eternidade. Todos que estavam ali disseram: "Amém" e louvaram a Yahweh.
0d102500a1	Então, Davi deixou Asafe e seus irmãos diante da Arca da Aliança de Yahweh, para servirem continuamente diante da arca, como requeria a obra de todos os dias.
0d1026007e	Obede-Edom com seus sessenta e oito parentes estavam incluídos. Obede-Edom, filho de Jedutum, junto com Hosa, seria porteiro.
0d10270077	Zadoque, o sarcedote, e seus irmãos sacerdotes, serviriam diante do tabernáculo de Yahweh, no lugar alto, em Gibeão.
0d102800c2	Eles ofereceriam holocaustos para Yahweh no altar apropriado, continuamente, pela manhã e à tarde, conforme tudo quanto estava escrito na lei de Yahweh, a qual Ele deu por mandamento a Israel.
0d102900ae	Hemã e Jedutum estavam com eles, juntamente com os restantes que foram escolhidos pelo nome, para dar graças a Yahweh, porque a fidelidade da Sua aliança dura para sempre.
0d102a00a4	Hemã e Jedutum estavam no comando daqueles que tocavam trombetas, címbalos e outros instrumentos para a música sagrada. Os filhos de Jedutum guardavam o portão.
0d102b005e	Então, todo o povo se foi para as suas casas, e Davi voltou para abençoar sua própria casa.
0d110100bc	Aconteceu que, após o rei ter se estabelecido em sua casa, ele disse ao profeta Natã: "Olha, eu estou morando em uma casa de cedro, mas a Arca da Aliança de Yahweh está sob uma tenda".
0d1102005b	Então, Natã disse a Davi: "Vai e faz o que está em teu coração, pois Deus é contigo".
0d11030042	Mas, naquela mesma noite, a palavra de Deus veio a Natã, dizendo:
0d1104005c	"Vai e diz a Meu servo Davi: 'Assim diz Yahweh: Tu não construirás uma casa para Eu morar,
0d110500ac	pois Eu não morei em casa alguma desde o dia em que tirei Israel do Egito até o dia de hoje. Em vez disso, tenho morado em uma tenda, um tabernáculo, em vários lugares.
0d110600db	Em todos os lugares para os quais Me mudei, entre todo o Israel, porventura, falei alguma palavra aos líderes de Israel que designei para pastorear o Meu povo, dizendo: 'Por que não Me edificaste uma casa de cedro?"'"
0d110700aa	Agora, pois, diz a Meu servo Davi: 'Assim diz Yahweh dos Exércitos: "Eu te tirei da pastagem, de andar atrás das ovelhas, para que fosses governador do Meu povo Israel.
0d110800b3	Eu tenho estado contigo por onde quer que foste e tenho eliminado todos os teus inimigos de diante de ti, e farei teu nome tão grande quanto o nome dos maiores líderes na Terra;
0d110900be	Eu designarei um lugar para Meu povo Israel e o plantarei lá para que possam viver em seu próprio lugar e não sejam mais perturbados; não serão mais oprimidos por perversos, como antes,
0d110a00a9	desde os dias em que ordenei juízes sobre o Meu povo Israel. Então, Eu subjugarei todos os teus inimigos; também te digo, que Eu, Yahweh, edificarei uma casa para ti.
0d110b0093	Quando teus dias forem cumpridos para ires a teus pais, suscitarei um descendente depois de ti, um dos teus filhos, e Eu estabelecerei o seu reino;
0d110c004e	ele construirá uma casa para Mim e Eu estabelecerei o trono dele para sempre.
0d110d0086	Eu lhe serei por Pai e ele será Meu filho; não retirarei dele Minha misericórdia, como a retirei de Saul, que governou antes de ti;
0d110e0064	Eu o confirmarei na Minha casa em Meu reino para sempre, seu trono será estabelecido para sempre"'.
0d110f0050	Natã falou a Davi, relatou-lhe todas essas palavras e lhe contou toda a visão.
0d11100094	Então, o rei Davi entrou, ficou diante de Yahweh e disse: "Quem sou eu, Deus Yahweh, e quem é minha família para que me tenhas trazido até aqui?
0d1111009b	Pois isso foi pouco aos Teus olhos, Deus, falar sobre a família de Teu servo sobre um maravilhoso futuro, e me mostrar as gerações futuras, Deus Yahweh.
0d1112006f	Que mais posso eu, Davi, dizer a Ti? Tens honrado Teu servo. Tu tens dado reconhecimento especial ao Teu servo.
0d11130082	Yahweh, por causa de Teu servo e para cumprir Teu propósito, tens feito grandes coisas para revelar todos os Teus grandes feitos.
0d1114005f	Yahweh, não há ninguém como Tu e não há outro Deus além de Ti, assim como sempre ouvimos.
0d111500f1	Que nação na Terra é como Teu povo Israel a quem Tu, Deus, resgataste do Egito para ser Teu povo, e engrandeceste Teu próprio Nome pelos grandes e maravilhosos feitos? Tu expulsaste nações diante de Teu povo a quem resgataste do Egito.
0d1116004b	Fizeste Israel, Teu povo para sempre, e Tu, Yahweh, Te tornaste o seu Deus.
0d1117008b	Então, agora, Yahweh, que a promessa que fizeste a respeito de Teu servo e sua família, seja estabelecida para sempre. Faze como falaste.
0d111800bf	Que Teu nome seja estabelecido para sempre e seja engrandecido. Assim, o povo dirá: 'Yahweh dos Exércitos é o Deus de Israel', e que a casa de Teu servo Davi permaneça firme diante de Ti.
0d11190081	Pois Tu, meu Deus, revelaste a Teu servo que lhe construirás uma casa; por isso encontrei eu, Teu servo, coragem para orar a Ti.
0d111a0046	Agora, Yahweh, Tu és Deus e tens feito essa boa promessa a Teu servo.
0d111b00a6	Agora, Te agradaste abençoar a casa de Teu servo, e que possa continuar para sempre diante de Ti; pois Tu, Yahweh, a tens abençoado e será abençoada para sempre".
0d1201007a	Depois disso, aconteceu que Davi atacou os filisteus e os derrotou. Ele tomou Gate e suas vilas do controle dos filisteus;
0d1202005a	então, derrotou Moabe, e os moabitas se tornaram servos de Davi e pagavam tributos a ele.
0d1203008b	Davi também derrotou Hadadezer, rei de Zobá, em Hamate, enquanto Hadadezer estava viajando para estabelecer seu domínio no rio Eufrates.
0d120400a3	Davi capturou dele mil carros, sete mil cavaleiros e vinte mil soldados. Davi aleijou todos os cavalos dos carros, mas reservou o suficiente deles para cem carros.
0d12050068	Quando os sírios de Damasco vieram socorrer Hadadezer, rei de Zobá, Davi matou vinte e dois mil deles.
0d120600ad	Então, Davi pôs guarnições entre os sírios de Damasco, os quais se tornaram seus servos e lhe trouxeram tributos, e Yahweh dava vitória a Davi por onde quer ele fosse.
0d1207005e	Davi tomou os escudos de ouro que estavam com os servos de Hadadezer e os trouxe a Jerusalém;
0d120800ac	de Tibate e de Cum, cidades de Hadadezer, Davi tomou muito bronze. Foi com esse bronze que Salomão, mais tarde, fez o mar de bronze, os pilares e os utensílios de bronze.
0d12090067	Quando Toú, rei de Hamate, soube que Davi havia derrotado todo o exército de Hadadezer, rei de Zobá,
0d120a00f4	Toú mandou Hadorão seu filho ao rei Davi para cumprimentá-lo e abençoá-lo, porque Davi havia lutado contra Hadadezer e derrotado, pois Hadadezer já havia travado guerra contra Toú. Hadorão trouxe com ele objetos de ouro, prata e bronze;
0d120b00a0	os quais o rei Davi consagrou a Yahweh, junto com o ouro e a prata que tomou de todas as nações: Edom, Moabe, o povo de Ammon, os filisteus, e os amalequitas.
0d120c0042	Abisai, filho de Zeruia matou dezoito mil edomitas no vale do Sal.
0d120d0090	Ele colocou guarnições em Edom, e todos os edomitas se tornaram servos de Davi. Yahweh dava vitória a Davi em qualquer lugar a que ele fosse.
0d120e0056	Davi reinou sobre todo o Israel, e ele administrava justiça e retidão a todo o povo.
0d120f0061	Joabe, filho de Zeruia, era o comandante do exército, e Josafá, filho de Ailude, era escrivão;
0d1210005d	Zadoque, filho de Aitube, e Abimeleque, filho de Abiatar, eram sacerdotes; Sausa era escriba;
0d1211006f	Benaia, filho de Joiada, estava sobre os quereteus e peleteus, e os filhos de Davi eram os conselheiros do rei.
0d13010059	E sucedeu que Naás, rei do povo amonita, morreu, e seu filho se tornou rei em seu lugar.
0d1302010a	Davi disse: "Eu vou mostrar bondade com Hanum, filho de Naás, porque seu pai mostrou bondade para comigo". Então, Davi enviou mensageiros para consolá-lo a respeito de seu pai. Os servos de Davi chegaram à terra dos amonitas e foram até Hanum, para consolá-lo,
0d130300e7	mas os líderes dos amonitas disseram a Hanum: "Tu acreditas que Davi está honrando teu pai porque ele enviou homens para te confortar? Não vieram os servos dele até ti para explorar e examinar as terras a fim de destruí-las?".
0d13040074	Então, Hanum tomou os servos de Davi, rapou-os, cortou suas roupas da cintura até as nádegas, e mandou-os embora.
0d130500da	Quando explicaram isso a Davi, ele enviou mensageiros para encontrá-los, porque estavam profundamente envergonhados. O rei disse: "Permanecei em Jericó até que vossas barbas cresçam novamente, e, então, retornai".
0d130600b2	Quando os amonitas viram que provocaram ódio em Davi, Hanum e os amonitas enviaram mil talentos de prata para alugar carros e cavaleiros da Mesopotânia, de Arã-Maacá e Zobá.
0d130700b3	Eles alugaram trinta e dois mil carros com o rei de Arã-Maacá e seu povo, que vieram e acamparam diante de Medeba. Os amonitas se uniram em suas cidades e saíram para a guerra.
0d1308004b	Quando Davi ouviu isso, ele enviou Joabe e seu exército para encontrá-lo.
0d13090080	O povo amonita saiu e se posicionou para a batalha no portão da cidade, enquanto os reis que vieram, estavam sozinhos no campo.
0d130a00a2	Quando Joabe viu as linhas de batalha voltadas para ele, na frente e atrás, ele escolheu alguns dos melhores soldados de Israel e os organizou contra os sírios.
0d130b0098	Quanto ao restante do exército, ele entregou para o comando de Absai, seu irmão, e ele os colocou na linha de batalha contra o exército dos amonitas.
0d130c00bc	Joabe disse: "Se os sírios forem muitos fortes para mim, então tu, Absai, deve me resgatar. Mas, se o exército dos amonitas for muito forte para vós, então, eu virei e vos resgatarei.
0d130d0094	Sejamos fortes, e nos mostremos fortes para o nosso povo e para as cidades do nosso Deus, pois Yahweh fará o que for melhor para o Seu propósito".
0d130e0094	Então, Joabe e os soldados de seu exército avançaram para a batalha contra os sírios, que foram forçados a fugir diante do exército de Israel.
0d130f00cf	Quando o exército dos amonitas viu que os sírios haviam fugido, eles também fugiram do irmão de Joabe, Abisai, e voltaram para dentro da cidade. Então, Joabe deixou os amonitas e voltou para Jerusalém.
0d131000a3	Quando os sírios viram que haviam sido derrotados por Israel, eles enviaram reforços de além do rio Eufrates, com Sofaque, comandante do exército de Hadadezer.
0d131100b3	Quando Davi soube disso, ele reuniu todo o Israel, atravessou o Jordão, e veio sobre eles. Ele organizou o exército para a batalha contra os sírios, e estes lutaram contra ele.
0d131200a5	Os sírios fugiram de Israel, e Davi matou sete mil condutores de carros e quarenta mil soldados da infantaria. Ele também matou Sofaque, o comandante do exército.
0d131300d4	Quando todos os reis, que eram servos de Hadadezer, viram que eles haviam sido derrotados por Israel, eles fizeram paz com Davi e o serviram. Então, os sírios não estiveram mais dispostos a ajudar os amonitas.
0d140100eb	Chegada a primavera, no tempo em que normalmente os reis vão à guerra, Joabe liderou o exército na batalha, devastou o território dos amonitas e sitiou Rabá. Davi, porém, permaneceu em Jerusalém. Joabe atacou Rabá e a derrotou.
0d140200dd	Davi tirou a coroa da cabeça do rei deles, e ele descobriu nela o peso de um talento de ouro, e nela havia pedras preciosas. A coroa foi colocada na cabeça de Davi, e ele trouxe o despojo da cidade em grande quantidade.
0d140300ec	Ele trouxe o povo que estava na cidade, e o forçou a trabalhar com serras, picaretas de ferro e machados. Davi exigiu que todas as cidades dos amonitas fizessem esse trabalho. Então, Davi e todo o exército retornaram para Jerusalém.
0d140400b1	E aconteceu que, mais tarde, estavam guerreando em Gezer contra os filisteus. Sibecai, o husatita, matou Sipai, um dos descendentes dos refains, e os filisteus foram subjugados.
0d140500aa	Aconteceu, novamente, outra guerra contra os filisteus em Gobe, e, Elanã, filho de Jair, matou Lami, irmão de Golias, o geteu, cuja lança era como a haste de tecelão.
0d140600b8	Aconteceu, novamente, outra guerra em Gate. Lá havia um homem de grande estatura, que tinha seis dedos em cada mão, e seis dedos em cada pé. Ele também era descendente dos refains.
0d1407005d	Quando ele zombou do exército de Israel, Jônatas, filho de Simeia, irmão de Davi, o matou.
0d1408006c	Esses foram descendentes dos refains de Gate, e foram mortos pela mão de Davi e pela mão de seus soldados.
0d1501004f	Satanás se levantou contra Israel e incitou Davi a fazer a contagem de Israel.
0d150200a0	Davi disse a Joabe e aos comandantes do exército: "Ide, contai o povo de Israel, de Berseba até Dã e reportai de volta a mim, para que eu saiba seu número".
0d150300cc	Joabe disse: "Que Yahweh faça seu exército cem vezes maior do que já é. Mas, meu senhor, o rei, não servem todos eles ao meu senhor? Por que meu senhor quer isso? Por que trazer culpa sobre Israel?".
0d1504007a	Mas a palavra do rei foi final contra Joabe. Então, saiu Joabe e percorreu todo o Israel e depois voltou para Jerusalém.
0d150500c7	Joabe relatou o total da contagem de todos os homens de combate a Davi. Havia em Israel um milhão e cem mil homens que manejavam a espada. Somente em Judá havia quatrocentos e setenta mil soldados.
0d15060064	Porém, Levi e Benjamim não foram contados entre eles, pois a ordem do rei foi abominável a Joabe.
0d1507003e	Deus não se agradou desta ação. Por isso Ele atacou Israel.
0d15080074	Davi disse a Yahweh: "Eu pequei grandemente fazendo isso; agora retira a culpa de Teu servo, pois eu agi tolamente".
0d15090027	Yahweh disse a Gade, o profeta de Davi:
0d150a0054	"Vai e diz a Davi: 'Assim diz Yahweh: Eu te dou três opções, escolhe uma delas'".
0d150b0048	Gade foi até Davi e disse a ele: "Assim diz Yahweh: 'Faz a tua escolha:
0d150c0135	ou três anos de escassez, três meses de perseguição por teus inimigos, sendo atacado por suas espadas, ou então, três dias da espada de Yahweh, isto é, uma praga em toda a terra, com o Anjo de Yahweh destruindo toda a terra de Israel'. Agora, decide qual a resposta que levarei àquele que me enviou'".
0d150d00b3	Então, Davi disse a Gade: "Eu estou em grande aflição, deixa-me cair nas mãos de Yahweh ao invés de cair nas mãos dos homens, pois grandes são Seus misericordiosos feitos".
0d150e004c	Então, Yahweh enviou uma praga sobre Israel e setenta mil pessoas morreram.
0d150f0126	Yahweh enviou um anjo para destruir Jerusalém; porém, quando ele estava prestes a destruí-la, Yahweh olhou e mudou Sua opinião sobre aquele castigo. Ele falou ao anjo destruidor: "Basta! Agora recolhe a tua mão". E, naquela hora, o Anjo de Yahweh estava em pé na eira de Ornã, o jebuseu.
0d151000e2	Davi olhou para cima e viu o Anjo de Yahweh em pé entre a terra e o céu, com a espada desembainhada em suas mãos levantada sobre Jerusalém. Então, Davi e os anciãos, vestidos em sacos, se prostraram com o rosto em terra.
0d151100ea	Davi disse a Yahweh: "Não fui eu que ordenei que numerasse o exército? Eu fiz algo abominável, mas estas ovelhas, o que elas fizeram? Yahweh, meu Deus, que a Tua mão castigue a mim e a minha família, mas não castigue o Teu povo.
0d1512008c	Então, o Anjo de Yahweh ordenou Gade que dissesse a Davi que ele deveria subir e contruir um altar para Yahweh na eira de Ornã, o Jebuseu.
0d15130042	Então, Davi subiu como Gade o instruiu a fazer em nome de Yahweh.
0d15140070	Enquanto Ornã estava malhando trigo, ele se virou e viu o anjo; então, ele e seus quatro filhos se esconderam.
0d15150079	Quando Davi se aproximava, Ornã olhou e viu Davi. Ele deixou a eira e se prostrou diante de Davi com seu rosto no chão.
0d151600a6	Então, Davi disse a Ornã: "Vende-me esta eira, para que eu possa construir um altar para Yahweh, eu pagarei o devido valor, para que a praga seja removida do povo".
0d151700d8	Ornã disse a Davi: "Toma-a para ti, meu senhor, o rei, faz com ela o que for bom aos teus olhos. Olha, eu te darei bois para os holocaustos e o debulhador como lenha e o trigo para oferta de cereais; te darei tudo".
0d151800a9	O rei Davi disse a Ornã: "Não, eu insisto em comprar pelo devido valor, eu não tomarei o que é teu e oferecerei como sacrifício a Yahweh o que não me custar nada".
0d1519003a	Então, Davi pagou seiscentos siclos de ouro pelo terreno.
0d151a00b5	Ele construiu um altar para Yahweh ali e ofereceu holocaustos e ofertas pacíficas sobre o altar. Davi invocou Yahweh, que respondeu com fogo dos céus sobre o altar dos holocautos.
0d151b003f	Então, Yahweh deu ordem a Seu anjo e ele embainhou sua espada.
0d151c0083	Então, Davi viu que Yahweh o respondeu no meio da eira de Ornã, o jebuseu; ele ofereceu ali, os seus sacrifícios ao mesmo tempo.
0d151d0080	Naquele tempo, o tabernáculo de Yahweh, que Moisés fez no deserto, e o altar dos holocaustos estavam no lugar alto de Gibeão.
0d151e0065	Contudo, Davi não pôde pedir direção para Deus, pois estava com medo da espada do Anjo de Yahweh.
0d1601006c	Então, Davi disse: "Este é o lugar onde o Templo de Yahweh ficará, com o altar de holocaustos de Israel".
0d160200b6	E Davi ordenou aos seus servos que reunissem os estrangeiros que viviam na terra de Israel. Ele os nomeou pedreiros, para cortar blocos de pedra, a fim de construir o Templo de Deus.
0d160300a9	Davi proveu uma grande quantidade de ferro para os pregos das portas que iriam nas entradas, e para dobradiças. Ele também proveu mais bronze do que poderia ser pesado
0d16040074	e mais cedro do que poderia ser contado. (Os sidônios e os tírios traziam muitas toras de cedro para Davi contar).
0d16050129	Davi disse: "Meu filho Salomão é novo e sem experiência, e o Templo que será construído para Yahweh deve ser especialmente magnífico, de modo que seja famoso e glorioso em todas as outras terras. Então, eu prepararei para a construção". E Davi fez grandes preparativos antes de sua morte.
0d1606006e	Então, ele chamou seu filho, Salomão e ordenou que ele construísse um Templo para Yahweh, o Deus de Israel.
0d16070080	Davi disse a Salomão: "Meu filho, era a minha intenção eu mesmo construir um templo sozinho, para o nome de Yahweh, meu Deus.
0d160800be	Mas Yahweh veio até mim e disse: 'Tu derramaste muito sangue e lutaste muitas batalhas. Tu não construirás um templo ao Meu nome, porque tu derramaste muito sangue na terra diante de Mim.
0d160900c6	Contudo, tu terás um filho que será um homem pacífico. Eu darei a ele descanso de todos os inimigos ao seu redor. O nome dele será Salomão, e Eu darei paz e descanso a Israel durante seus dias.
0d160a0090	Ele construirá um templo ao Meu nome. Ele será Meu filho, e Eu serei seu Pai. Eu estabelecerei o trono do seu reino sobre Israel para sempre'.
0d160b0088	Agora, meu filho, que Deus esteja contigo e te capacite para ter sucesso. Que tu construas o Templo de Yahweh, Teu Deus, como Ele falou.
0d160c008c	Que Yahweh te dê discernimento e entendimento, para que tu obedeças a Lei de Yahweh, Teu Deus, quando Ele te colocar para governar Israel.
0d160d00ac	Então, tu terás sucesso, se cuidadosamente obedecerdes os estatutos e decretos que Yahweh deu a Moisés acerca de Israel. Sê forte e corajoso; não temas, nem desanimes.
0d160e00e9	Agora, vê, com grande esforço, eu preparei para o Templo de Yahweh cem mil talentos de ouro, um milhão de talentos de prata, e bronze e ferro em grande quantidade. Eu também provi madeira e pedra. Deve adicionar mais a tudo isso.
0d160f0079	Tu terás muitos trabalhadores: pedreiros, engenheiros, carpinteiros e inúmeros artesãos habilidosos de todos os tipos,
0d1610006e	que podem trabalhar com ouro, prata, bronze e ferro. Então, começa a trabalhar e que Yahweh esteja contigo".
0d16110059	Davi também ordenou que todos os chefes de Israel ajudassem seu filho Salomão, dizendo:
0d161200b0	"Yahweh, vosso Deus, está convosco e tem vos dado paz em todos os lados. Ele entregou, em minhas mãos, os habitantes da região, que é subjugada diante de Yahweh e seu povo.
0d16130102	Agora, buscai a Yahweh Teu Deus com todo vosso coração e com toda a vossa alma. Levantai e construí o Lugar Santo de Yahweh. Assim, podereis trazer a Arca da Aliança de Yahweh e as coisas que pertencem a Yahweh para a casa construída ao nome de Yahweh".
0d17010064	Quando Davi estava velho e perto do final de sua vida, ele fez seu filho Salomão, rei sobre Israel.
0d17020044	Ele reuniu todos os líderes de Israel, com os sacerdotes e levitas.
0d17030063	Os levitas que tinham trinta anos ou mais foram contados, o número total foi de trinta e oito mil.
0d1704006e	"Destes, vinte e quatro mil supervisionaram o trabalho da casa de Yahweh, e seis mil foram oficiais e juízes.
0d17050075	Quatro mil foram porteiros; e quatro mil louvavam Yahweh com instrumentos que eu fiz para a adoração.", disse Davi.
0d17060058	Davi os dividiu em grupos que correspondiam aos filhos de Levi: Gérson, Coate e Merari.
0d17070036	Dos clãs decendentes de Gérson, havia Ladã e Simei.
0d1708003b	Havia três filhos de Ladã: Jeiel, o chefe, Zetão e Joel.
0d1709005f	Havia três filhos de Simei: Selomite, Haziel e Arã. Esses foram os líderes do clã de Ladã.
0d170a003a	Havia quatro filhos de Simei: Jaate, Ziza, Jeús e Berias.
0d170b00a2	Jaate era o mais velho, e Ziza o segundo, mas Jeús e Berias não tiveram muitos filhos, então, eram considerados como um único clã com as mesmas obrigações.
0d170c003b	Havia quatro filhos de Coate: Anrão, Izar, Hebrom e Uziel.
0d170d00eb	Estes eram os filhos de Anrão: Arão e Moisés. Arão foi escolhido para consagrar as coisas santíssimas, e ele e seus descendentes ofereceriam incenso diante de Yahweh, O serviriam e pronunciariam bençãos em Seu nome, para sempre.
0d170e004d	Mas, quanto a Moisés, homem de Deus, seus filhos foram considerados levitas.
0d170f002e	Os filhos de Moisés foram Gérson e Eliézer.
0d17100032	O descendente de Gérson foi Sebuel, o mais velho.
0d1711006e	O descendente de Eliézer foi Reabias. Eliézer não teve outros filhos, mas Reabias teve muitos descendentes.
0d1712002d	O descendente de Izar foi Selomite, o líder.
0d17130075	Os descendentes de Hebrom foram Jerias, o mais velho; Amarias, o segundo; Jaaziel, o terceiro; e Jecameão, o quarto.
0d17140041	Os filhos de Uziel foram Mica, o mais velho, e Issias, o segundo.
0d1715004e	Os filhos de Merari foram Mali e Musi. Os filhos de Mali foram Eleazar e Quis.
0d1716005a	Eleazar morreu sem ter filhos. Ele teve apenas filhas. Os filhos de Quis casaram com elas.
0d17170034	Os três filhos de Musi foram Mali, Eder e Jerimote.
0d171800cb	Estes foram os descendentes de Levi correspondentes aos seus clãs. Eles eram os líderes, contados e listados pelo nome, do clãs que trabalhavam no serviço da Casa de Yahweh, de trinta anos para cima.
0d17190075	Davi disse: "Yahweh, o Deus de Israel, deu descanso ao Seu povo. Ele estabelece a Sua Casa em Jerusalém para sempre.
0d171a0066	Os levitas não precisarão mais carregar o Tabernáculo nem os utensílios usados para seu serviço".
0d171b005d	Pelas últimas palavras de Davi, os levitas foram contados, de vinte anos de idade para cima.
0d171c00ed	O dever deles era auxiliar os descendentes de Arão no serviço da Casa de Yahweh. Eles cuidavam dos pátios, dos aposentos, da purificação cerimonial de todas as coisas pertencentes a Yahweh, e outras obras a serviço da casa de Deus.
0d171d00d7	Eles também tomavam conta dos Pães da Proposição, e do trigo fino para as ofertas de cereal, dos pães sem fermento e ofertas assadas, das ofertas misturadas com óleo, e todo tipo de medidas e pesos das coisas.
0d171e006d	Eles também se levantavam toda manhã para agradecer e adorar Yahweh. Eles faziam isso também ao entardecer
0d171f00ce	e sempre que holocaustos eram oferecidos para Yahweh, no sábado, nas Festas de Lua Nova e nos dias de celebração. Um número fixo, designado por decreto, sempre tinha que estar presente diante de Yahweh.
0d17200090	Eles estavam no comando da Tenda do Encontro, o Santo Lugar, e ajudavam seus companheiros, descendentes de Arão, no serviço da Casa de Yahweh.
0d18010068	Os grupos de trabalho, baseados nos descendentes de Arão, foram estes: Nadabe, Abiú, Eleazar e Itamar.
0d18020075	Nadabe e Abiú morreram antes de seu pai. Eles não tiveram filhos, então, Eleazar e Itamar serviam como sacerdotes.
0d18030093	Davi, juntamente com Zadoque, descendente de Eleazar, e Aimeleque, descendente de Itamar, dividiu-os em grupos para o seu trabalho como sacerdotes.
0d1804013c	Havia mais homens influentes entre os descendentes de Eleazar do que entre os descendentes de Itamar, então, eles dividiram os descendentes de Eleazar em dezesseis grupos. Eles fizeram isso pelos cabeças dos clãs e pelos descendentes de Itamar. Estas divisões eram oito em número, correspondendo aos seus clãs.
0d18050096	Eles os dividiram imparcialmente por sorte, porque havia chefes do santuário e chefes escolhidos por Deus, ambos descendentes de Eleazar e de Itamar.
0d18060152	Semaías, filho de Netanel, o escriba, um levita, registrou o nome deles na presença do rei, dos oficiais, de Zadoque, o sacerdote, de Aimeleque, filho de Abiatar, e dos líderes do sacerdócio e das famílias dos levitas. Um clã foi sorteado, dos descendentes de Eleazar e, então, o próximo seria sorteado dos descendentes de Itamar.
0d1807003d	A primeira sorte foi para Jeoiaribe, a segunda para Jedaías,
0d1808002c	a terceira para Harim, a quarta para Seorim,
0d1809002c	a quinta para Malquias, a sexta para Miamim,
0d180a002a	a sétima para Hacoz, a oitava para Abias,
0d180b002c	a nona para Jesuá, a décima para Secanias,
0d180c0040	a décima primeira para Eliasibe, a décima segunda para Jaquim,
0d180d003f	a décima terceira para Hupá, a décima quarta para Jesebeabe,
0d180e0037	a décima quinta para Bilga, a décima sexta para Imer,
0d180f003c	a décima sétima para Hezir, a décima oitava para Hapizes,
0d18100038	a décima nona para Petaías, a vigésima para Jeezquel,
0d18110041	a vigésima primeira para Jaquim, a vigésima segunda para Gamul,
0d18120045	a vigésima terceira para Delaías e a vigésima quarta para Maazias.
0d181300b4	Esta era a ordem do culto deles quando vinham ao Templo de Yahweh, segundo o procedimento dado a eles por Arão, seu antepassado, como Yahweh, o Deus de Israel, o havia instruído.
0d1814006b	Este era o restante dos descendentes de Levi: dos filhos de Anrão, Subael. Dos filhos de Subael, Jedeías.
0d18150030	Dos filhos de Reabias, Issias, que foi o líder.
0d18160036	Dos izaritas, Selomote. Dos filhos de Selomote, Jaate.
0d1817006b	Os filhos de Hebrom, Jerias, o primogênito, Amarias, o segundo, Jaaziel, o terceiro e Jecameão, o quarto.
0d18180045	Os filhos de Uziel incluíam Mica. Os filhos de Mica incluíam Samir.
0d18190044	O irmão de Mica foi Issias. Os filhos de Issias incluíam Zacarias.
0d181a003b	Os filhos de Merari, Mali e Musi. O filho de Jaazias, Beno.
0d181b0038	Os filhos de Merari: Jaazias, Beno, Soão, Zacur e Ibri.
0d181c0031	Os filhos de Mali: Eleazar, que não teve filhos.
0d181d001d	Dos filhos de Quis, Jerameel.
0d181e005c	Dos filhos de Musi, Mali, Eder e Jerimote. Estes foram levitas, listados por suas famílias.
0d181f012b	Estes homens, tanto para os chefes de família, como também para os irmãos mais novos, lançaram sortes na presença do rei Davi, de Zadoque e de Aimeleque, juntamente com os líderes das famílias dos sacerdotes e levitas. Eles lançaram sortes, assim como os descendentes de Aarão tinham feito.
0d190100e9	Davi e os líderes do serviço no tabernáculo selecionaram alguns dos filhos de Asafe, de Hemã e de Jedutum. Estes profetizavam com harpas, instrumentos de cordas e címbalos. Aqui está a lista de homens que fizeram esse serviço:
0d19020087	dos filhos de Asafe: Zacur, José, Netanias e Asarela, filhos de Asafe, sob a sua direção, que profetizavam sob a supervisão do rei;
0d190300b3	dos filhos de Jedutum: Gedalias, Zeri, Jesaías, Simei, Hasabias e Matitias, que eram seis, sob a direção de seu pai, Jedutum, que tocava harpa para dar graças e louvar Yahweh;
0d19040097	dos filhos de Hemã: Buquias, Matanias, Uziel, Sebuel, Jerimote, Hananias, Hanani, Eliatá, Gidalti, Romanti-Ezer, Josbecasa, Maloti, Hotir e Maaziote,
0d19050072	todos esses eram filhos de Hemã, o profeta do rei. Deus deu a Hemã catorze filhos e três filhas para honrá-lo.
