010000000c	בראשית
132e04004c	נהר--פלגיו ישמחו עיר-אלהים קדש משכני עליון
132e05004b	אלהים בקרבה בל-תמוט יעזרה אלהים לפנות בקר
132e060045	המו גוים מטו ממלכות נתן בקולו תמוג ארץ
132e070045	יהוה צבאות עמנו משגב-לנו אלהי יעקב סלה
132e080043	לכו-חזו מפעלות יהוה-- אשר-שם שמות בארץ
132e090069	משבית מלחמות עד-קצה הארץ קשת ישבר וקצץ חנית עגלות ישרף באש
132e0a0050	הרפו ודעו כי-אנכי אלהים ארום בגוים ארום בארץ
132e0b0045	יהוה צבאות עמנו משגב-לנו אלהי יעקב סלה
132f01006e	למנצח לבני-קרח מזמור ב כל-העמים תקעו-כף הריעו לאלהים בקול רנה
132f020044	כי-יהוה עליון נורא מלך גדול על-כל-הארץ
132f03003f	ידבר עמים תחתינו ולאמים תחת רגלינו
132f04004d	יבחר-לנו את-נחלתנו את גאון יעקב אשר-אהב סלה
132f050039	עלה אלהים בתרועה יהוה בקול שופר
132f06003b	זמרו אלהים זמרו זמרו למלכנו זמרו
132f07003a	כי מלך כל-הארץ אלהים-- זמרו משכיל
132f080046	מלך אלהים על-גוים אלהים ישב על-כסא קדשו
132f09006d	נדיבי עמים נאספו-- עם אלהי אברהם כי לאלהים מגני-ארץ-- מאד נעלה
133001006e	שיר מזמור לבני-קרח ב גדול יהוה ומהלל מאד-- בעיר אלהינו הר-קדשו
133002005b	יפה נוף משוש כל-הארץ הר-ציון ירכתי צפון קרית מלך רב
1330030031	אלהים בארמנותיה נודע למשגב
1330040035	כי-הנה המלכים נועדו עברו יחדו
1330050031	המה ראו כן תמהו נבהלו נחפזו
133006002c	רעדה אחזתם שם חיל כיולדה
1330070032	ברוח קדים-- תשבר אניות תרשיש
1330080085	כאשר שמענו כן ראינו-- בעיר-יהוה צבאות בעיר אלהינו אלהים יכוננה עד-עולם סלה
1330090034	דמינו אלהים חסדך-- בקרב היכלך
13300a0055	כשמך אלהים-- כן תהלתך על-קצוי-ארץ צדק מלאה ימינך
13300b004c	ישמח הר ציון--תגלנה בנות יהודה למען משפטיך
13300c0034	סבו ציון והקיפוה ספרו מגדליה
13300d005f	שיתו לבכם לחילה--פסגו ארמנותיה למען תספרו לדור אחרון
13300e0052	כי זה אלהים אלהינו--עולם ועד הוא ינהגנו על-מות
133101006a	למנצח לבני-קרח מזמור ב שמעו-זאת כל-העמים האזינו כל-ישבי חלד
1331020044	גם-בני אדם גם-בני-איש-- יחד עשיר ואביון
1331030037	פי ידבר חכמות והגות לבי תבונות
1331040037	אטה למשל אזני אפתח בכנור חידתי
133105003c	למה אירא בימי רע-- עון עקבי יסובני
1331060039	הבטחים על-חילם וברב עשרם יתהללו
1331070043	אח--לא פדה יפדה איש לא-יתן לאלהים כפרו
1331080030	ויקר פדיון נפשם וחדל לעולם
133109002f	ויחי-עוד לנצח לא יראה השחת
13310a006a	כי יראה חכמים ימותו-- יחד כסיל ובער יאבדו ועזבו לאחרים חילם
13310b0065	קרבם בתימו לעולם-- משכנתם לדור ודר קראו בשמותם עלי אדמות
13310c003e	ואדם ביקר בל-ילין נמשל כבהמות נדמו
13310d0045	זה דרכם כסל למו ואחריהם בפיהם ירצו סלה
13310e008b	כצאן לשאול שתו-- מות ירעם וירדו בם ישרים לבקר--וצירם (וצורם) לבלות שאול מזבל לו
13310f0049	אך-אלהים--יפדה נפשי מיד-שאול כי יקחני סלה
1331100042	אל-תירא כי-יעשר איש כי-ירבה כבוד ביתו
1331110044	כי לא במותו יקח הכל לא-ירד אחריו כבודו
1331120041	כי-נפשו בחייו יברך ויודך כי-תיטיב לך
1331130042	תבוא עד-דור אבותיו עד-נצח לא יראו-אור
133114003e	אדם ביקר ולא יבין נמשל כבהמות נדמו
1332010067	מזמור לאסף אל אלהים יהוה-- דבר ויקרא-ארץ ממזרח-שמש עד-מבאו
1332020032	מציון מכלל-יפי-- אלהים הופיע
133203005d	יבא אלהינו ואל-יחרש אש-לפניו תאכל וסביביו נשערה מאד
133204003f	יקרא אל-השמים מעל ואל-הארץ לדין עמו
133205003c	אספו-לי חסידי-- כרתי בריתי עלי-זבח
1332060043	ויגידו שמים צדקו כי-אלהים שפט הוא סלה
133207005a	שמעה עמי ואדברה-- ישראל ואעידה בך אלהים אלהיך אנכי
1332080044	לא על-זבחיך אוכיחך ועולתיך לנגדי תמיד
1332090039	לא-אקח מביתך פר ממכלאתיך עתודים
13320a003b	כי-לי כל-חיתו-יער בהמות בהררי-אלף
13320b0038	ידעתי כל-עוף הרים וזיז שדי עמדי
13320c003a	אם-ארעב לא-אמר לך כי-לי תבל ומלאה
13320d003b	האוכל בשר אבירים ודם עתודים אשתה
13320e003d	זבח לאלהים תודה ושלם לעליון נדריך
13320f0036	וקראני ביום צרה אחלצך ותכבדני
1332100058	ולרשע אמר אלהים מה-לך לספר חקי ותשא בריתי עלי-פיך
1332110039	ואתה שנאת מוסר ותשלך דברי אחריך
1332120041	אם-ראית גנב ותרץ עמו ועם מנאפים חלקך
1332130039	פיך שלחת ברעה ולשונך תצמיד מרמה
1332140036	תשב באחיך תדבר בבן-אמך תתן-דפי
133215006b	אלה עשית והחרשתי-- דמית היות-אהיה כמוך אוכיחך ואערכה לעיניך
1332160046	בינו-נא זאת שכחי אלוה פן-אטרף ואין מציל
133217004c	זבח תודה יכבדנני ושם דרך--אראנו בישע אלהים
13330100aa	למנצח מזמור לדוד ב בבוא-אליו נתן הנביא-- כאשר-בא אל-בת-שבע ג חנני אלהים כחסדך כרב רחמיך מחה פשעי
1333020041	הרבה (הרב) כבסני מעוני ומחטאתי טהרני
133303003a	כי-פשעי אני אדע וחטאתי נגדי תמיד
133304006c	לך לבדך חטאתי והרע בעיניך עשיתי למען תצדק בדברך-- תזכה בשפטך
133305003b	הן-בעוון חוללתי ובחטא יחמתני אמי
1333060042	הן-אמת חפצת בטחות ובסתם חכמה תודיעני
1333070045	תחטאני באזוב ואטהר תכבסני ומשלג אלבין
1333080041	תשמיעני ששון ושמחה תגלנה עצמות דכית
1333090035	הסתר פניך מחטאי וכל-עונתי מחה
13330a0048	לב טהור ברא-לי אלהים ורוח נכון חדש בקרבי
13330b0047	אל-תשליכני מלפניך ורוח קדשך אל-תקח ממני
13330c0042	השיבה לי ששון ישעך ורוח נדיבה תסמכני
13330d0041	אלמדה פשעים דרכיך וחטאים אליך ישובו
13330e0059	הצילני מדמים אלהים-- אלהי תשועתי תרנן לשוני צדקתך
13330f0035	אדני שפתי תפתח ופי יגיד תהלתך
133310003b	כי לא-תחפץ זבח ואתנה עולה לא תרצה
1333110059	זבחי אלהים רוח נשברה לב-נשבר ונדכה-- אלהים לא תבזה
1333120048	היטיבה ברצונך את-ציון תבנה חומות ירושלם
1333130058	אז תחפץ זבחי-צדק עולה וכליל אז יעלו על-מזבחך פרים
13340100cc	למנצח משכיל לדוד ב בבוא דואג האדמי-- ויגד לשאול ויאמר לו-- בא דוד אל-בית אחימלך ג מה-תתהלל ברעה הגבור חסד אל כל-היום
133402003e	הוות תחשב לשונך כתער מלטש עשה רמיה
1334030034	אהבת רע מטוב שקר מדבר צדק סלה
133404002f	אהבת כל-דברי-בלע לשון מרמה
133405005c	גם-אל יתצך לנצח יחתך ויסחך מאהל ושרשך מארץ חיים סלה
133406003a	ויראו צדיקים וייראו ועליו ישחקו
1334070062	הנה הגבר-- לא ישים אלהים מעוזו ויבטח ברב עשרו יעז בהותו
133408005f	ואני כזית רענן-- בבית אלהים בטחתי בחסד-אלהים עולם ועד
1334090053	אודך לעולם כי עשית ואקוה שמך כי-טוב נגד חסידיך
1335010092	למנצח על-מחלת משכיל לדוד ב אמר נבל בלבו אין אלהים השחיתו והתעיבו עול-- אין עשה-טוב
133502006b	אלהים-- משמים השקיף על-בני-אדם לראות היש משכיל-- דרש את-אלהים
1335030047	כלו סג יחדו נאלחו אין עשה-טוב אין גם-אחד
1335040058	הלא ידעו פעלי-און אכלי עמי אכלו לחם אלהים לא קראו
1335050077	שם פחדו פחד-- לא-היה-פחד כי-אלהים--פזר עצמות חנך הבשתה כי-אלהים מאסם
1335060074	מי יתן מציון ישעות ישראל בשוב אלהים שבות עמו יגל יעקב ישמח ישראל
13360100c0	למנצח בנגינת משכיל לדוד ב בבא הזיפים ויאמרו לשאול הלא דוד מסתתר עמנו ג אלהים בשמך הושיעני ובגבורתך תדינני
1336020039	אלהים שמע תפלתי האזינה לאמרי-פי
1336030067	כי זרים קמו עלי-- ועריצים בקשו נפשי לא שמו אלהים לנגדם סלה
133604003a	הנה אלהים עזר לי אדני בסמכי נפשי
133605003d	ישוב (ישיב) הרע לשררי באמתך הצמיתם
133606003f	בנדבה אזבחה-לך אודה שמך יהוה כי-טוב
133607003e	כי מכל-צרה הצילני ובאיבי ראתה עיני
1337010070	למנצח בנגינת משכיל לדוד ב האזינה אלהים תפלתי ואל-תתעלם מתחנתי
133702003d	הקשיבה לי וענני אריד בשיחי ואהימה
133703005f	מקול אויב--מפני עקת רשע כי-ימיטו עלי און ובאף ישטמוני
133704003e	לבי יחיל בקרבי ואימות מות נפלו עלי
1337050035	יראה ורעד יבא בי ותכסני פלצות
1337060044	ואמר--מי-יתן-לי אבר כיונה אעופה ואשכנה
1337070033	הנה ארחיק נדד אלין במדבר סלה
1337080033	אחישה מפלט לי-- מרוח סעה מסער
133709004a	בלע אדני פלג לשונם כי-ראיתי חמס וריב בעיר
13370a0050	יומם ולילה--יסובבה על-חומתיה ואון ועמל בקרבה
13370b003e	הוות בקרבה ולא-ימיש מרחבה תך ומרמה
13370c005e	כי לא-אויב יחרפני ואשא לא-משנאי עלי הגדיל ואסתר ממנו
13370d0034	ואתה אנוש כערכי אלופי ומידעי
13370e0047	אשר יחדו נמתיק סוד בבית אלהים נהלך ברגש
13370f0069	ישימות (ישי מות) עלימו--ירדו שאול חיים כי-רעות במגורם בקרבם
1337100039	אני אל-אלהים אקרא ויהוה יושיעני
1337110046	ערב ובקר וצהרים אשיחה ואהמה וישמע קולי
1337120048	פדה בשלום נפשי מקרב-לי כי-ברבים היו עמדי
133713006e	ישמע אל ויענם-- וישב קדם סלה אשר אין חליפות למו ולא יראו אלהים
133714002e	שלח ידיו בשלמיו חלל בריתו
133715005b	חלקו מחמאת פיו-- וקרב-לבו רכו דבריו משמן והמה פתחות
1337160062	השלך על-יהוה יהבך-- והוא יכלכלך לא-יתן לעולם מוט-- לצדיק
133717007d	ואתה אלהים תורדם לבאר שחת-- אנשי דמים ומרמה לא-יחצו ימיהם ואני אבטח-בך
13380100b6	למנצח על-יונת אלם רחקים-- לדוד מכתם באחז אותו פלשתים בגת ב חנני אלהים כי-שאפני אנוש כל-היום לחם ילחצני
1338020048	שאפו שוררי כל-היום כי-רבים לחמים לי מרום
133803002a	יום אירא-- אני אליך אבטח
133804005e	באלהים אהלל דברו באלהים בטחתי לא אירא מה-יעשה בשר לי
1338050041	כל-היום דברי יעצבו עלי כל-מחשבתם לרע
133806005b	יגורו יצפינו (יצפונו)--המה עקבי ישמרו כאשר קוו נפשי
133807003d	על-און פלט-למו באף עמים הורד אלהים
133808004b	נדי ספרתה-אתה שימה דמעתי בנאדך הלא בספרתך
133809005a	אז ישובו אויבי אחור ביום אקרא זה-ידעתי כי-אלהים לי
13380a0037	באלהים אהלל דבר ביהוה אהלל דבר
13380b003f	באלהים בטחתי לא אירא מה-יעשה אדם לי
13380c0033	עלי אלהים נדריך אשלם תודת לך
13380d0071	כי הצלת נפשי ממות-- הלא רגלי מדחי להתהלך לפני אלהים-- באור החיים
13390100c8	למנצח אל-תשחת לדוד מכתם-- בברחו מפני-שאול במערה ב חנני אלהים חנני-- כי בך חסיה נפשי ובצל-כנפיך אחסה-- עד יעבר הוות
1339020035	אקרא לאלהים עליון לאל גמר עלי
1339030065	ישלח משמים ויושיעני-- חרף שאפי סלה ישלח אלהים חסדו ואמתו
133904007b	נפשי בתוך לבאם-- אשכבה להטים בני-אדם--שניהם חנית וחצים ולשונם חרב חדה
1339050041	רומה על-השמים אלהים על כל-הארץ כבודך
1339060062	רשת הכינו לפעמי-- כפף נפשי כרו לפני שיחה נפלו בתוכה סלה
1339070042	נכון לבי אלהים נכון לבי אשירה ואזמרה
1339080043	עורה כבודי--עורה הנבל וכנור אעירה שחר
1339090034	אודך בעמים אדני אזמרך בלאמים
13390a003d	כי-גדל עד-שמים חסדך ועד-שחקים אמתך
13390b003f	רומה על-שמים אלהים על כל-הארץ כבודך
133a01007a	למנצח אל-תשחת לדוד מכתם ב האמנם--אלם צדק תדברון מישרים תשפטו בני אדם
133a02004a	אף-בלב עולת תפעלון בארץ--חמס ידיכם תפלסון
133a03003a	זרו רשעים מרחם תעו מבטן דברי כזב
133a04004d	חמת-למו כדמות חמת-נחש כמו-פתן חרש יאטם אזנו
133a050047	אשר לא-ישמע לקול מלחשים חובר חברים מחכם
133a060052	אלהים--הרס שנימו בפימו מלתעות כפירים נתץ יהוה
133a070050	ימאסו כמו-מים יתהלכו-למו ידרך חצו כמו יתמללו
133a080042	כמו שבלול תמס יהלך נפל אשת בל-חזו שמש
133a090050	בטרם יבינו סירתכם אטד כמו-חי כמו-חרון ישערנו
133a0a0048	ישמח צדיק כי-חזה נקם פעמיו ירחץ בדם הרשע
133a0b0051	ויאמר אדם אך-פרי לצדיק אך יש-אלהים שפטים בארץ
133b0100a6	למנצח אל-תשחת לדוד מכתם בשלח שאול וישמרו את-הבית להמיתו ב הצילני מאיבי אלהי ממתקוממי תשגבני
133b020043	הצילני מפעלי און ומאנשי דמים הושיעני
133b030065	כי הנה ארבו לנפשי-- יגורו עלי עזים לא-פשעי ולא-חטאתי יהוה
133b040046	בלי-עון ירצון ויכוננו עורה לקראתי וראה
133b050089	ואתה יהוה-אלהים צבאות אלהי ישראל-- הקיצה לפקד כל-הגוים אל-תחן כל-בגדי און סלה
133b06003b	ישובו לערב יהמו ככלב ויסובבו עיר
133b07004e	הנה יביעון בפיהם--חרבות בשפתותיהם כי-מי שמע
133b08003a	ואתה יהוה תשחק-למו תלעג לכל-גוים
133b090035	עזו אליך אשמרה כי-אלהים משגבי
133b0a004a	אלהי חסדו (חסדי) יקדמני אלהים יראני בשררי
133b0b0064	אל-תהרגם פן ישכחו עמי--הניעמו בחילך והורידמו מגננו אדני
133b0c0060	חטאת-פימו דבר-שפתימו וילכדו בגאונם ומאלה ומכחש יספרו
133b0d006c	כלה בחמה כלה ואינמו וידעו--כי-אלהים משל ביעקב לאפסי הארץ סלה
133b0e003b	וישבו לערב יהמו ככלב ויסובבו עיר
133b0f004f	המה ינועון (יניעון) לאכל-- אם-לא ישבעו וילינו
133b100071	ואני אשיר עזך-- וארנן לבקר חסדך כי-היית משגב לי ומנוס ביום צר-לי
133b110047	עזי אליך אזמרה כי-אלהים משגבי אלהי חסדי
133c01010f	למנצח על-שושן עדות מכתם לדוד ללמד ב בהצותו את ארם נהרים-- ואת-ארם צובה וישב יואב ויך את-אדום בגיא-מלח-- שנים עשר אלף ג אלהים זנחתנו פרצתנו אנפת תשובב לנו
133c02003c	הרעשתה ארץ פצמתה רפה שבריה כי-מטה
133c030039	הראית עמך קשה השקיתנו יין תרעלה
133c040042	נתתה ליראיך נס להתנוסס-- מפני קשט סלה
133c050052	למען יחלצון ידידיך הושיעה ימינך ועננו (וענני)
133c060055	אלהים דבר בקדשו--אעלזה אחלקה שכם ועמק סכות אמדד
133c070052	לי גלעד ולי מנשה ואפרים מעוז ראשי יהודה מחקקי
133c08005a	מואב סיר רחצי--על-אדום אשליך נעלי עלי פלשת התרועעי
133c09003b	מי יבלני עיר מצור מי נחני עד-אדום
133c0a0051	הלא-אתה אלהים זנחתנו ולא-תצא אלהים בצבאותינו
133c0b0038	הבה-לנו עזרת מצר ושוא תשועת אדם
133c0c0039	באלהים נעשה-חיל והוא יבוס צרינו
133d01005b	למנצח על-נגינת לדוד ב שמעה אלהים רנתי הקשיבה תפלתי
133d02005b	מקצה הארץ אליך אקרא-- בעטף לבי בצור-ירום ממני תנחני
133d03003b	כי-היית מחסה לי מגדל-עז מפני אויב
133d040046	אגורה באהלך עולמים אחסה בסתר כנפיך סלה
133d05004a	כי-אתה אלהים שמעת לנדרי נתת ירשת יראי שמך
133d060046	ימים על-ימי-מלך תוסיף שנותיו כמו-דר ודר
133d070045	ישב עולם לפני אלהים חסד ואמת מן ינצרהו
133d080041	כן אזמרה שמך לעד-- לשלמי נדרי יום יום
133e010074	למנצח על-ידותון-- מזמור לדוד ב אך אל-אלהים דומיה נפשי ממנו ישועתי
133e020043	אך-הוא צורי וישועתי משגבי לא-אמוט רבה
133e030060	עד-אנה תהותתו על-איש-- תרצחו כלכם כקיר נטוי גדר הדחויה
133e040068	אך משאתו יעצו להדיח-- ירצו כזב בפיו יברכו ובקרבם יקללו-סלה
133e05003c	אך לאלהים דומי נפשי כי-ממנו תקותי
133e06003c	אך-הוא צורי וישועתי משגבי לא אמוט
133e070049	על-אלהים ישעי וכבודי צור-עזי מחסי באלהים
133e080061	בטחו בו בכל-עת עם-- שפכו-לפניו לבבכם אלהים מחסה-לנו סלה
133e090061	אך הבל בני-אדם-- כזב בני-איש במאזנים לעלות המה מהבל יחד
133e0a005f	אל-תבטחו בעשק ובגזל אל-תהבלו חיל כי-ינוב-- אל-תשיתו לב
133e0b0049	אחת דבר אלהים--שתים-זו שמעתי כי עז לאלהים
133e0c0041	ולך-אדני חסד כי-אתה תשלם לאיש כמעשהו
133f0100b4	מזמור לדוד בהיותו במדבר יהודה ב אלהים אלי אתה-- אשחרך צמאה לך נפשי-- כמה לך בשרי בארץ-ציה ועיף בלי-מים
133f020039	כן בקדש חזיתך-- לראות עזך וכבודך
133f030037	כי-טוב חסדך מחיים שפתי ישבחונך
133f04002f	כן אברכך בחיי בשמך אשא כפי
133f05004c	כמו חלב ודשן תשבע נפשי ושפתי רננות יהלל-פי
133f060040	אם-זכרתיך על-יצועי-- באשמרות אהגה-בך
133f07003a	כי-היית עזרתה לי ובצל כנפיך ארנן
133f080035	דבקה נפשי אחריך בי תמכה ימינך
133f090049	והמה--לשואה יבקשו נפשי יבאו בתחתיות הארץ
133f0a003a	יגירהו על-ידי-חרב מנת שעלים יהיו
133f0b0065	והמלך ישמח באלהים יתהלל כל-הנשבע בו כי יסכר פי דוברי-שקר
1340010067	למנצח מזמור לדוד ב שמע-אלהים קולי בשיחי מפחד אויב תצר חיי
134002003d	תסתירני מסוד מרעים מרגשת פעלי און
134003003f	אשר שננו כחרב לשונם דרכו חצם דבר מר
1340040040	לירת במסתרים תם פתאם ירהו ולא ייראו
1340050060	יחזקו-למו דבר רע-- יספרו לטמון מוקשים אמרו מי יראה-למו
134006004c	יחפשו עולת-- תמנו חפש מחפש וקרב איש ולב עמק
1340070036	וירם אלהים חץ פתאום--היו מכותם
1340080046	ויכשילוהו עלימו לשונם יתנדדו כל-ראה בם
1340090051	וייראו כל-אדם ויגידו פעל אלהים ומעשהו השכילו
13400a004c	ישמח צדיק ביהוה וחסה בו ויתהללו כל-ישרי-לב
134101006c	למנצח מזמור לדוד שיר ב לך דמיה תהלה אלהים בציון ולך ישלם-נדר
134102002f	שמע תפלה-- עדיך כל-בשר יבאו
1341030040	דברי עונת גברו מני פשעינו אתה תכפרם
1341040061	אשרי תבחר ותקרב-- ישכן חצריך נשבעה בטוב ביתך קדש היכלך
1341050066	נוראות בצדק תעננו-- אלהי ישענו מבטח כל-קצוי-ארץ וים רחקים
1341060030	מכין הרים בכחו נאזר בגבורה
1341070047	משביח שאון ימים--שאון גליהם והמון לאמים
1341080054	וייראו ישבי קצות--מאותתיך מוצאי בקר וערב תרנין
134109007b	פקדת הארץ ותשקקה רבת תעשרנה-- פלג אלהים מלא מים תכין דגנם כי-כן תכינה
13410a0051	תלמיה רוה נחת גדודה ברביבים תמגגנה צמחה תברך
13410b003d	עטרת שנת טובתך ומעגליך ירעפון דשן
13410c003d	ירעפו נאות מדבר וגיל גבעות תחגרנה
13410d0058	לבשו כרים הצאן-- ועמקים יעטפו-בר יתרועעו אף-ישירו
1342010042	למנצח שיר מזמור הריעו לאלהים כל-הארץ
1342020035	זמרו כבוד-שמו שימו כבוד תהלתו
1342030057	אמרו לאלהים מה-נורא מעשיך ברב עזך יכחשו לך איביך
134204004b	כל-הארץ ישתחוו לך--ויזמרו-לך יזמרו שמך סלה
134205004e	לכו וראו מפעלות אלהים נורא עלילה על-בני אדם
1342060049	הפך ים ליבשה--בנהר יעברו ברגל שם נשמחה-בו
134207007d	משל בגבורתו עולם-- עיניו בגוים תצפינה הסוררים אל-ירימו (ירומו) למו סלה
134208003f	ברכו עמים אלהינו והשמיעו קול תהלתו
134209003e	השם נפשנו בחיים ולא-נתן למוט רגלנו
13420a0039	כי-בחנתנו אלהים צרפתנו כצרף-כסף
13420b003a	הבאתנו במצודה שמת מועקה במתנינו
13420c0057	הרכבת אנוש לראשנו באנו-באש ובמים ותוציאנו לרויה
13420d0035	אבוא ביתך בעולות אשלם לך נדרי
13420e0030	אשר-פצו שפתי ודבר-פי בצר-לי
13420f0063	עלות מיחים אעלה-לך עם-קטרת אילים אעשה בקר עם-עתודים סלה
134210004e	לכו-שמעו ואספרה כל-יראי אלהים אשר עשה לנפשי
1342110035	אליו פי-קראתי ורומם תחת לשוני
1342120038	און אם-ראיתי בלבי-- לא ישמע אדני
1342130037	אכן שמע אלהים הקשיב בקול תפלתי
1342140049	ברוך אלהים-- אשר לא-הסיר תפלתי וחסדו מאתי
1343010071	למנצח בנגינת מזמור שיר ב אלהים יחננו ויברכנו יאר פניו אתנו סלה
1343020037	לדעת בארץ דרכך בכל-גוים ישועתך
1343030039	יודוך עמים אלהים יודוך עמים כלם
1343040068	ישמחו וירננו לאמים כי-תשפט עמים מישר ולאמים בארץ תנחם סלה
1343050039	יודוך עמים אלהים יודוך עמים כלם
134306003f	ארץ נתנה יבולה יברכנו אלהים אלהינו
1343070042	יברכנו אלהים וייראו אותו כל-אפסי-ארץ
1344010079	למנצח לדוד מזמור שיר ב יקום אלהים יפוצו אויביו וינוסו משנאיו מפניו
1344020066	כהנדף עשן תנדף כהמס דונג מפני-אש-- יאבדו רשעים מפני אלהים
1344030051	וצדיקים--ישמחו יעלצו לפני אלהים וישישו בשמחה
1344040069	שירו לאלהים-- זמרו שמו סלו לרכב בערבות--ביה שמו ועלזו לפניו
134405004a	אבי יתומים ודין אלמנות-- אלהים במעון קדשו
134406007a	אלהים מושיב יחידים ביתה-- מוציא אסירים בכושרות אך סוררים שכנו צחיחה
1344070047	אלהים--בצאתך לפני עמך בצעדך בישימון סלה
1344080074	ארץ רעשה אף-שמים נטפו-- מפני אלהים זה סיני-- מפני אלהים אלהי ישראל
134409004f	גשם נדבות תניף אלהים נחלתך ונלאה אתה כוננתה
13440a0040	חיתך ישבו-בה תכין בטובתך לעני אלהים
13440b0031	אדני יתן-אמר המבשרות צבא רב
13440c0049	מלכי צבאות ידדון ידדון ונות-בית תחלק שלל
13440d006e	אם-תשכבון בין שפתים כנפי יונה נחפה בכסף ואברותיה בירקרק חרוץ
13440e0037	בפרש שדי מלכים בה-- תשלג בצלמון
13440f0039	הר-אלהים הר-בשן הר גבננים הר-בשן
1344100070	למה תרצדון-- הרים גבננים ההר--חמד אלהים לשבתו אף-יהוה ישכן לנצח
134411004e	רכב אלהים רבתים אלפי שנאן אדני בם סיני בקדש
134412006f	עלית למרום שבית שבי-- לקחת מתנות באדם ואף סוררים לשכן יה אלהים
134413004d	ברוך אדני יום יום יעמס-לנו--האל ישועתנו סלה
134414004c	האל לנו אל למושעות וליהוה אדני--למות תצאות
1344150054	אך-אלהים--ימחץ ראש איביו קדקד שער--מתהלך באשמיו
134416003c	אמר אדני מבשן אשיב אשיב ממצלות ים
134417004d	למען תמחץ רגלך--בדם לשון כלביך--מאיבים מנהו
1344180048	ראו הליכותיך אלהים הליכות אלי מלכי בקדש
1344190044	קדמו שרים אחר נגנים בתוך עלמות תופפות
13441a0041	במקהלות ברכו אלהים אדני ממקור ישראל
13441b0061	שם בנימן צעיר רדם--שרי יהודה רגמתם שרי זבלון שרי נפתלי
13441c0042	צוה אלהיך עזך עוזה אלהים--זו פעלת לנו
13441d0042	מהיכלך על-ירושלם-- לך יובילו מלכים שי
13441e007f	גער חית קנה עדת אבירים בעגלי עמים-- מתרפס ברצי-כסף בזר עמים קרבות יחפצו
13441f004f	יאתיו חשמנים מני מצרים כוש תריץ ידיו לאלהים
1344200044	ממלכות הארץ שירו לאלהים זמרו אדני סלה
1344210044	לרכב בשמי שמי-קדם-- הן יתן בקולו קול עז
1344220049	תנו עז לאלהים על-ישראל גאותו ועזו בשחקים
1344230071	נורא אלהים ממקדשיך אל ישראל-- הוא נתן עז ותעצמות לעם ברוך אלהים
1345010063	למנצח על-שושנים לדוד ב הושיעני אלהים-- כי באו מים עד-נפש
1345020067	טבעתי ביון מצולה-- ואין מעמד באתי במעמקי-מים ושבלת שטפתני
134503004c	יגעתי בקראי נחר גרוני כלו עיני--מיחל לאלהי
134504007b	רבו משערות ראשי-- שנאי חנם עצמו מצמיתי איבי שקר-- אשר לא-גזלתי אז אשיב
134505004e	אלהים--אתה ידעת לאולתי ואשמותי ממך לא-נכחדו
1345060072	אל-יבשו בי קויך-- אדני יהוה צבאות אל-יכלמו בי מבקשיך-- אלהי ישראל
134507003a	כי-עליך נשאתי חרפה כסתה כלמה פני
1345080037	מוזר הייתי לאחי ונכרי לבני אמי
134509004d	כי-קנאת ביתך אכלתני וחרפות חורפיך נפלו עלי
13450a0037	ואבכה בצום נפשי ותהי לחרפות לי
13450b0033	ואתנה לבושי שק ואהי להם למשל
13450c003e	ישיחו בי ישבי שער ונגינות שותי שכר
13450d0067	ואני תפלתי-לך יהוה עת רצון-- אלהים ברב-חסדך ענני באמת ישעך
13450e0053	הצילני מטיט ואל-אטבעה אנצלה משנאי וממעמקי מים
13450f0067	אל-תשטפני שבלת מים-- ואל-תבלעני מצולה ואל-תאטר-עלי באר פיה
1345100046	ענני יהוה כי-טוב חסדך כרב רחמיך פנה אלי
1345110042	ואל-תסתר פניך מעבדך כי-צר-לי מהר ענני
134512003a	קרבה אל-נפשי גאלה למען איבי פדני
134513004c	אתה ידעת--חרפתי ובשתי וכלמתי נגדך כל-צוררי
1345140067	חרפה שברה לבי-- ואנושה ואקוה לנוד ואין ולמנחמים ולא מצאתי
134515003f	ויתנו בברותי ראש ולצמאי ישקוני חמץ
1345160041	יהי-שלחנם לפניהם לפח ולשלומים למוקש
1345170045	תחשכנה עיניהם מראות ומתניהם תמיד המעד
1345180037	שפך-עליהם זעמך וחרון אפך ישיגם
134519003c	תהי-טירתם נשמה באהליהם אל-יהי ישב
13451a004c	כי-אתה אשר-הכית רדפו ואל-מכאוב חלליך יספרו
13451b0038	תנה-עון על-עונם ואל-יבאו בצדקתך
13451c003e	ימחו מספר חיים ועם צדיקים אל-יכתבו
13451d003f	ואני עני וכואב ישועתך אלהים תשגבני
13451e003d	אהללה שם-אלהים בשיר ואגדלנו בתודה
13451f0037	ותיטב ליהוה משור פר מקרן מפריס
1345200044	ראו ענוים ישמחו דרשי אלהים ויחי לבבכם
1345210048	כי-שמע אל-אביונים יהוה ואת-אסיריו לא בזה
134522003c	יהללוהו שמים וארץ ימים וכל-רמש בם
134523005d	כי אלהים יושיע ציון ויבנה ערי יהודה וישבו שם וירשוה
1345240042	וזרע עבדיו ינחלוה ואהבי שמו ישכנו-בה
1346010059	למנצח לדוד להזכיר אלהים להצילני יהוה לעזרתי חושה
134602005a	יבשו ויחפרו מבקשי נפשי יסגו אחור ויכלמו חפצי רעתי
134603003c	ישובו על-עקב בשתם-- האמרים האח האח
1346040072	ישישו וישמחו בך-- כל-מבקשיך ויאמרו תמיד יגדל אלהים-- אהבי ישועתך
