010000000b	Bhaa-bhaana
2a1217006b	Sapadhana arango Isa apogau mboo sumai, mia incia sumai amaasimo mpuu incana, roonamo incia arangkaea mpuu.
2a1218006c	Kasiimpo o Isa atontoa tee apogau, "Amarasai mpuu o mia morangkaea apesua i nuncana Pamarintana Aulataʼala!
2a12190073	Amamudha sambaa unta apesua i bhalona sorumba tee samia o mia morangkaea apesua i nuncana Pamarintana Aulataʼala."
2a121a0062	Manga mia morangona giu incia sumai apogau, "Ande mboo sumai, incema momembalina motopasalaamati?"
2a121b0049	Isa apogau, "Opea inda momembalina to maanusia, amembali to Aulataʼala."
2a121c005c	Petrus apogau, "E Opu, Ingkami padhamo tabholia bhari-bharia o pewauamami tee taose Ingkoo."
2a121d0099	Pogauna Isa, "Satotuuna kupogau tee ingkomiu, mia mobholina bhanuana, bhawinena, witinaina, mancuanana, atawa o anaanana roonamo Pamarintana Aulataʼala,
2a121e0082	sumaimo pepuu sii-sii uka, incia bheatarima kabholosina rua kali lipa. Sainamo naile itu, incia bheapotibhaaka dhadhi saʼumurua."
2a121f00b2	Isa akemba sapulu rua mia murina, kasiimpo apogau i manga incia, "Sii-sii ingkita tangasaana taporope i Yerusalem. Bhari-bharia iburina manga nabii to Anana Maanusia bheamembali.
2a1220006a	Roonamo Incia bheapasaraakaakea i manga lipu inda momatauna Aulataʼala, aele-elea, ahinaia, tee awilukia.
2a1221006b	Manga incia bheasambia tee apekamatea, maka i eo talu eona sapadhana kajadia incia sumai, Incia bheabangu."
2a12220075	Manga murina inda amaʼanaia moomini saidhe uka opea ipogauakana sumai, manga incia inda amaʼanaia opea ibhoasakana.
2a12230070	Wakutuuna Isa amakasumo akawa i Yerikho, dhaangia samia momawilona mouncurana i saripina dhala tee apengkaemani.
2a12240046	Roonamo arango mia bhari alalo iwe sumai, incia aabhamo, "Opea sumai?"
2a1225002a	Mia alawania "Isa, o miana Nazaret alalo."
2a12260048	Sabutuna incia apekeemo pekakaa-kaa, "E Isa, Anana Daud! Maasiakaakupo!"
2a12270079	Manga mia modhalana i aroa asasia mamudhaakana aunto apekee. Maka incia soo ahanda apekee, "E Anana Daud! Maasiakaakupo!"
2a1228009a	Kasiimpo Isa aunto tee atumpu mia mamudhaakana o mia mawilo sumai abhawea i Incia. Wakutuuna mia mawilo sumai adhaangiamo i saripina, Isa aabhamo i incia,
2a1229005f	"Opea ipeelumu to kupewau to ingkoo?" Mia mawilo sumai alawani, "E Opu, iaku gauku kupokamata!"
2a122a0039	Kasiimpo Isa apogaumo, "Pokamatamo! Iimanimu mopauntoko."
2a122b00aa	I wakutuu incia sumai uka incia amembalimo apokamata, kasiimpo incia aose Isa apoose apuji Aulataʼala. Mia bhari mokamatana giu incia sumai uka apuji-pujimo Aulataʼala.
2a13010045	Isa apesua i kota Yerikho tee alingka torosu alaloi kota incia sumai.
2a1302005e	I kota incia sumai dhaangia samia kapalana pande enena balasitee morangkaea, sarona o Zakheus.
2a130300a5	Incia gauna bheakamata Isa i tanga-tangana manga mia bhari sumai, maka roonamo mia abhari mpuu tee incia o badana amapanda, sabutuna incia inda amembali akamata Isa.
2a1304008b	Sumaimo incia abuntuli alogo mia bhari sumai kasiimpo akompa i puuna ara mamudhaakana amembali akamata Isa, roonamo Isa bhealalo iwe sumai.
2a13050091	Wakutuuna Isa akawa iwe sumai, Incia apotonto i bhawo tee apogau i Zakheus, "Zakheus, sapomo pekadhei! Roonamo eo sii Iaku bhekubutu i bhanuamu!"
2a1306003b	Zakheus apekadheimo asapo tee atarima Isa tee akaunde-unde.
2a1307008f	Wakutuuna manga mia akamata giu incia sumai, bhari-bharia mia akamburu-mburumo tee apogau, "Incia gauna alingka abutu i bhanuana mia mokodosa."
2a130800d3	Maka o Zakheus akakaro tee apogau i Oputa Isa, "Opu, satanga minaaka i pewauaku bhekudhawuakea i manga mia misikini tee opeopeapo uka mopadhana ialaku minaaka i mia tee kagauku, bhekupambuliakea pata kali lipa."
2a13090091	Kasiimpo apogaumo Isa, "Eo sii uka o kasalaamati aumbamo to mia incia sii tee saangua miana bhanuana, roonamo incia uka o siwuluna Nabii Ibrahim.
2a130a0046	Roonamo Anana Maanusia aumba to apeelo tee apasalaamati mia momambuu."
2a130b00da	Tangasaana manga mia dhaangiapo aperangoi Isa apogau, Incia apetulatulaaka saangu ibarati. Sababuna, wakutuu incia sumai Incia amakasumo i Yerusalem tee manga incia aabhia ande o Pamarintana Aulataʼala bheatokamatamo.
2a130c0098	Sabutuna o Isa apogaumo, "Dhaangia samia o siwuluna raja abhose i saangu lipu momaridho to aangkea apamembalia raja iwe sumai, kasiimpo ambuli i lipuna.
2a130d00b9	Sumaimo incia aporikanapo akemba sapulu mia bhatuana tee adhawuakea doi to manga incia, doi sumai o kabharina sapulu mina. Kasiimpo apogau, 'Palingkaia o doi sii sakawana iaku kumbuli.'
2a130e00b5	Maka o raʼeatina lipu sumai abancia. Salingkana raja minaaka lipu sumai, manga incia alambokomo tumpuana to apogauaka, 'Ingkami inda tapeelua o mia incia sii to amembali rajamami.'
2a130f00e7	Sapadhana atoangka amembali raja, incia ambuli tee alausaka aparintaakea mamudhaakana manga bhatua mopadhana idhawuna doi sumai aumba apokawa tee incia. Incia gauna amataua saopea o laba ipotibhaakana minaaka i usahana manga incia.
2a1310007d	Bhatua bhaa-bhaana aumbamo apoaro tee apogau, 'Opu, tee satibha doi mina udhawuakaaku itu, padhamo akohasiliaka sapulu mina.'
2a131100b6	Opuna sumai apogau, 'Amalape o karajaamu, e bhatua momalape! Roonamo ingkoo utoparacaea i nuncana manga parakara maidhiidhi, sumaimo kudhawuakako kuasa to uparinta sapulu angu kota.'
2a1312007c	Kasiimpo bhatuana nomoro rua aumba tee apogau, 'Opu, tee satibha doi mina udhawuakaaku itu, padhamo akohasiliaka lima mina.'
2a1313005b	To bhatua incia sii Opu sumai apogau, 'kudhawuakako kuasa to moparintana i lima angu kota.'
2a13140092	Kasiimpo aumba uka o bhatua mosagaanana. Bhatua sumai apogau, 'Opu, siimo doi samina mopadhana udhawuakaaku. Iaku kudhikaia i nuncana kabhia-bhia.
2a1315008e	Iaku kupewau mboo sumai sababuna kumaeka tee Opu, roonamo Opu mia momakaana incana. Tee uala opea inda idhikamu tee utobhe opea inda ihewimu.'
2a131600cb	Sumaimo Opu sumai apogau, 'E bhatua momadhaki! Iaku bhekuhukumuko apokana tee ipogauakamu. Ingkoo umataua ande iaku sii o mia momakaana incana, moalana opea inda idhikaku tee motobhena opea inda ihewiku.
2a13170088	Ande mboo sumai, apokia inda upapesuaia o doi sumai i nuncana bang? roonamo tee mboo sumai wakutuuna kumbuli amembali kualea tee labana.
2a131800a1	Kasiimpo Opu sumai apogau tee manga bhatua modhaangiana iwe sumai, 'Alea o doi samina sumai minaaka i incia tee udhawuakea i bhatua mokodoina sapulu mina sumai!'
2a1319004f	Maka manga bhatuana sumai apogau, 'Opu, incia padhamo apotibhaaka sapulu mina.'
2a131a00d6	Opu sumai apogau, 'Iaku kupogau tee ingkomiu, incema mokohakuna roonamo hasilina karajaana sumaimo bhearangania. Maka incema inda mokohakuna, sumaimo opea modhaangiana i karona uka bheatoala pendua minaaka i incia.
2a131b007f	Maka sii-sii to manga mia inda mopeeluaku kumembali raja to manga incia, bhawea iwe sii tee upekamatea manga incia i aroaku.' "
2a131c006b	Sapadhana Isa apogauaka bhari-bharia sumai, Incia aporikanamo arope i Yerusalem, tee aosea manga mia bhari.
2a131d006d	Wakutuuna amakasumo i Bait Fagi tee i Bait Ani i Gunu Zaitun, Incia atumpumo rua mia murina alingka porikana.
2a131e00da	Pogauna, "Lingkamo i kampo modhaangiana i aroamu sumai. Wakutuuna upesuaikia, ingkomiu bheukamata sambaa anana keledai motobhoke. Keledai sumai indapo dhaangia mosawikia. Rambasakea o keledai sumai tee ubhawea iwe sii.
2a131f0056	Ande dhaangia o mia moabhakikomiu, 'Apokia urambasakea?,' paumbaia, 'Opu afaraluua.' "
2a1320008b	Kasiimpo alingkamo rua miaia o murina Isa sumai, tee manga incia apokawaakea bhari-bharia mboomo opea mopadhana ipogauakana to manga incia.
2a13210081	Tangasaana manga incia arambasaka anana keledai sumai, mokokeledaina aabhamo i manga incia, "Apokia urambasakea o keledai sumai?"
2a13220025	Manga incia alawani, "Opu afaraluua."
2a1323009b	Kasiimpo manga incia abhawa anana keledai sumai i Isa. Awaana keledai sumai alempesiakea tee pakeana manga incia, kasiimpo ahamba Isa apakompaia i bhawona.
2a1324006c	Tangasaana Incia asawiki anana keledai sumai, manga mia ilaloina abhakesakamo jubana i dhala to apepago Isa.
2a132500d4	Wakutuuna amakasumo i Yerusalem, i dhala mosapona minaaka i Gunu Zaitun, manga murina mobharina sumai aposaundemo. Manga incia apujimo Aulataʼala tee suara makaa roonamo padhamo akamata manga muuzizati ipewauna.
2a132600b1	Manga incia agora, "Atobarakatimo Incia moumbana amembali Raja i nuncana sarona Kawasana Opu! Tadhadhi tapomalape tee Kawasana Opu i sorogaa tee kamuliangina i Tampa Momalanga!"
2a132700b2	I tanga-tangana mia bhari sumai dhaangia pia-pia mia mominaakana i rombongana Farisi mopogauna i Isa, pogauna, "Guru, usasia manga murimu mamudhaakana manga incia inda amarobho."
2a13280076	Maka o Isa alawani, "Iaku kupogau tee ingkomiu, ande manga incia inda tee uuʼuuna, sumaimo manga bhatu sii bheagora."
2a13290056	Wakutuuna Isa amakasumo tee Yerusalem, tee akamatamea o kota sumai, Incia atangisimea.
2a132a00a1	Pogauna, "E, amalape mpuu ande i eo sii ingkomiu umataua o carana udhadhi upomalape tee Aulataʼala, maka sii-sii o giu incia sumai atobuniaka minaaka i matamiu!
2a132b0087	Roonamo bheakawa o eona, manga musumiu bheabhangu bente potaangia i saripimiu, alibukomiu, tee aopikomiu minaaka i bhari-bharia singku.
2a132c00fc	Manga incia bheapahancurukomiu sakawana urata tee tana, tee apekamate bhari-bharia raʼeatina kotamiu. Inda bheadhaangia saangu bhatu uka bheataroakea atosuncu i tampana, sababuna ingkomiu inda umataua wakutuuna Aulataʼala aumba to apasalaamatikomiu!"
2a132d005b	Kasiimpo Isa apesua i Baitulla tee apepuumo apadhencu bhari-bharia mia moparasona iwe sumai
2a132e00af	tee apogau i manga incia, "I nuncana Kitabi Momangkilo padhamo atoburi mboo sii, 'Bhanuaku bheamembali bhanua to tampana mia adoʼa.' Maka ingkomiu upamembalia liana parampo!"
2a132f0086	Saesaeo o Isa aadhari i Baitulla. Maka manga imamu maoge, manga ahalii Hukumu Taurati, tee manga kapalana lipu sumai gauna apekamatea,
2a1330007c	maka manga incia inda apokawaaka dhala to apewau giu incia sumai, roonamo bhari-bharia mia gauna aperangoi opea ipogauakana.
2a140100a1	Saangu wakutuu, Isa aadhari mia bhari i Baitulla tee apakawaaka Lele Malape, aumbamo manga imamu maoge, manga ahalii Hukumu Taurati, tee manga mancuana iwe sumai
2a140200ae	kasiimpo manga incia apogau tee Isa, "Pogauakea to ingkami tee kuasa minaaka i iapai Ingkoo upewau manga hali incia sumai, tee incema modhawuakana kuasa incia itu to Ingkoo?"
2a14030064	Alawanimo Isa i manga incia, "Iaku uka bhekudhawuaka saangu kaabhaki to ingkomiu. Pogauakea to Iaku,
2a1404004c	ande o papebhahoana Yahya sumai minaaka i sorogaa atawa minaaka i maanusia?"
2a140500b0	Manga incia apotimbangiakamea i tanga-tangana manga incia tee apogau, "Ande ingkita tapogauaka, 'Minaaka i sorogaa,' Incia bheapogau, 'Pokia ingkomiu inda uparacaea tee incia?'
2a1406009f	Maka ande tapogau, 'Minaaka i maanusia,' bhari-bharia raʼeati bheamangatudhaaka bhatu sakawana tamate, sababuna aparacaea ande o Yahya satotuuna samia nabii."
2a1407005f	Kasiimpo manga incia alawani, ande manga incia inda amataua minaaka i iapai papebhahoana sumai.
2a14080092	Sabutuna, apogaumo Isa i manga incia, "Ande mboo itu, Iaku uka inda bhekupaumbaakakomiu tee kuasa minaaka i iapai kupewau manga hali incia sumai."
2a140900ca	Kasiimpo Isa apogauakamo ibarati incia sii i manga mia bhari, "Samia mopombulana inawuna angguru; kasiimpo incia apasewaakea i manga mokarajaana kasiimpo abhose i lipu mosagaanana to wakutuu momangenge.
2a140a0133	Tee wakutuuna akawamo henggana tobheana, mokoinawuna angguru sumai alambokomo samia bhatuana i manga mokarajaana sumai mamudhaakana manga incia apasaraakea i bhatua sumai o dhawuna hasilina inawuna angguruna sumai. Maka mokarajaana inawu sumai abhebhe bhatua sumai tee atumpua alingka tee rua mbalia limana.
2a140b00ba	Kasiimpo mokoinawuna angguru sumai atumpumo uka samia bhatua mosagaanana, maka o bhatua sumai abhebhea uka tee apekaeaia, kasiimpo mokarajaana sumai atumpua ambuli tee rua mbalia limana.
2a140c00af	To talu mpearona mokoinawuna sumai alamboko bhatuana mosagaanana uka, maka o bhatua incia sii uka asikisaaia tee abhanakea manga mokarajaana sumai i sambalina inawuna angguru.
2a140d0092	Kasiimpo apogaumo mokoinawuna angguru sumai, 'Opea uka tabeana ipewauku? Iaku bhekulamboko anaku imaasiakaku, dhaanamo manga incia bheahoromatia.'
2a140e00ce	Maka wakutuuna manga mokarajaana inawu sumai akamatea, manga incia apogaumo samia tee mosagaanana, 'Miamo incia sii mokotinaurakaakea. Maimo tapekamatea, mamudhaakana o tinaurakana sumai amembali pewauata.'
2a140f00a1	Kasiimpo manga incia apekamate anana bhatuana sumai, tee abhanakea i sambalina inawuna angguru. Kera-kera mokoinawuna angguru sumai bheapewau opea i manga incia?
2a14100120	Dhaanamo incia bheaumba tee apabinasa manga mokarajaana inawuna sumai, kasiimpo incia bheaparacaeaakamo o inawuna angguruna sumai to manga mia mosagaanana." Wakutuuna manga mia modhaangiana iwe sumai arango opea ipogauakana, manga incia apogaumo, "Bholi sampeampearo amembali mboo sumai!"
2a141100b3	Kasiimpomo Isa akamatamo manga incia tee apogau, "Ande mboo itu, opea o maʼanana aeati incia sii? 'Bhatu ibhanakana manga pandena bhanua, amembalimo bhatu parapuu mobhaa-bhaana.'
2a14120080	Incema-incema mokotibuna i bhawona bhatu sumai bheahancuru, tee incema-incema itaburina bhatu sumai bheahancuru amembali ngawu."
2a141300d7	Kasiimpo manga ahalii Hukumu Taurati tee manga imamu maoge sumai apeelo dhala to arakoaka Isa, roonamo manga incia amataua ande o ibarati incia sumai apatujuaka to manga incia, maka manga incia amaeka tee mia bhari.
2a14140132	Sumaimo, manga ahalii Hukumu Taurati tee manga imamu maoge sumai sadiamo amata-matai Isa. Manga incia alamboko mata-mata sumai mboomo mia momakatena incana, mamudhaakana manga incia amembali araeaka Isa alaloi pogauna. Tee mboo sumai manga incia amembali apasaraakaakea i kuasana gubernuru Poropinsi sumai.
2a141500a3	Manga incia apogau i Isa, "E guru, ingkami tamataua ande opea ipogauakamu tee iadhariakamu bhari-bharia atotuu. Ingkoo uadhariaka dhalana Aulataʼala tee kajujuru.
2a14160059	Ande taose hukumuna agamata, amembali mboona tapomea balasitee i Kaisar Roma atawa inda?"
2a1417005b	Maka o Isa amataua ande haejatina manga incia akopulutiki. Kasiimpo apogaumo i manga incia,
2a1418008f	"Susuakaaku satibha doi dinar. Gambara tee sarona incema modhaangiana i doi dinar incia sii?" Manga incia alawani, "Gambara tee sarona Kaisar."
2a141900b5	Isa apogau i manga incia, "Ande mboo siitu, pasaraakamea i Kaisar opea mowaajibuna ipasaraaka to Kaisar, tee pasaraakamea to Aulataʼala opea mowaajibuna ipasaraaka to Aulataʼala!"
2a141a0093	Manga incia inda amembali araeaka Isa minaaka i pogauna i aroana manga mia bhari. Manga incia amenteaka kalawanina, sumaimo manga incia soo atongo.
2a141b00c0	Kasiimpo dhaangia pia-pia mia mominaakana i rombongana Saduki aumba i Isa, mokofikirina ande inda dhaangia manga mia mate bhemotopabhanguna pendua i aaherati. Kasiimpo manga incia aabha i Isa,
2a141c00ef	"Guru, Nabii Musa aburi parinta incia sii to ingkita: Ande samia mokowitinaina umane amate, sainamo iaro bhawinena dhaangia, maka incia inda tee anana, witinaina tabeana akawi tee bhawine incia sumai tee adhawuakea o siwuluna to witinaina.
2a141d0064	Dhaangia pitu mia umane powitinai. Ana tumpe akawi, maka sapadhana sumai amatemo tee inda tee anana.
2a141e003f	Kasiimpo iaro bhawinena sumai akawiaka andina tumpena momatena,
2a141f00da	maka amate uka tee inda tee anana. Kasiimpo witinaina nomoro talu akawiaka iaro bhawine sii tee amate uka wakutuuna indapo tee anana, tee satorotorosuna sakawana i kaepu. Manga incia bhari-bharia amate tee inda akoana.
2a14200021	Kasiimpo bhawine sumai amate uka.
2a1421009c	Wakutuuna Aulataʼala apabhangu pendua manga mia mate, iaiaro incia sumai amembali bhawinena incema? Roonamo pitu-pitu miaia umane sumai padhamo akawiakea."
2a1422004e	Apogaumo o Isa i manga incia, "Manga mia i zamani sii-sii akawi tee atopakawi,
2a14230092	sainamo manga incia iabhina alaenga to mopokawaakana dhadhi i aaherati tee apabhangua minaaka i tanga-tangana mia mate inda akawi atawa atopakawi.
2a142400ae	Manga incia uka inda amembali amate pendua roonamo manga incia mboo manga malaaʼekati. Manga incia satotuuna manga anana Aulataʼala roonamo manga incia padhamo atopabhangu.
2a1425010e	Sainamo kaabhakina to manga mia mate bhemotopabhanguna pendua, Nabii Musa uka padhamo apogauakea i nuncana kaburina, siitumo i nuncana tulatulana manga puu mokorui-rui morore, siitumo wakutuuna incia asarongi Aulataʼala o Kawasana Opuna Nabii Ibrahim, Ishak, tee Yakub.
2a1426008b	Incia mencuana Kawasana Opu isombana mia mate, maka o Kawasana Opuna mia modhadhi, sababuna i aroana Aulataʼala bhari-bharia mia adhadhi."
2a1427004e	Pia-pia mia ahalii Hukumu Taurati apogau, "E Guru, amalape mpuu o kalawanimu!"
2a14280049	Rampaakanamo sumai, manga incia indamo abarani uka abhaaka opeopea i Isa.
2a14290057	Isa apogau i manga incia, "Tuaapa amembali o mia apogauaka ande o Al Masi o Anana Daud?
2a142a0071	Garaaka Nabii Daud samia apogau i nuncana Kitabi Zaburu, 'Kawasana Opu apogau tee Opuku: Uncuramo i weta kaanaku,
2a142b0038	Sakawana kudhikaia manga musumu i tambena randana aemu.'
2a142c0056	Jadi ande o Raja Daud asarongi Al Masi sumai 'Opu', tuaapa o Isa amembali Anana Daud?"
2a142d0054	Wakutuuna manga mia bhari tangasaana aperangoi Isa, apogaumo Incia tee manga murina,
2a142e00da	"Jagania o karomu minaaka i manga ahalii Hukumu Taurati mokawele-welena tee apake juba maarate, momaasiakana kahoromati i dhaoa, tee sadia auncura i tampa motohoromati, malape i tampana ibaadati atawa i tampana kariaa.
2a142f00d3	Manga incia arampasi antona bhanuana manga iaiaro bhawine tee apekaaraarate doʼana akolabhi-labhi mamudhaakana manga mia asarongia aulia! Dhaanamo Kawasana Opu bheapekatamoa o kahukumuna manga incia naile itu!"
2a1501006f	Wakutuuna Isa atilitiliki manga mia morangkaea tangasaana apapesua doi pasombaana i nuncana sorongana pasombaa,
2a1502005e	Incia akamata uka samia iaiaro momisikini, apapesua rua tibha doi tambaga momaidhiidhina mpuu.
2a1503007e	Kasiimpo Isa apogau, "Rangoa, kupogau tee ingkomiu, iaiaro momisikini sii apapesua kurubani abhari mpuu minaaka i mosagaanana,
2a150400e9	roonamo manga mia morangkaea sumai adhawu pasombaana minaaka i labhina harataana, maka o iaiaro sumai adhawuaka pasombaana minaaka i kakurangana, siitumo bhari-bharia harataa modhaangiana i karona, motofaraluuna to dhadhina saesaeo."
2a150500a2	Wakutuuna manga mia apogauaka Baitulla tee amenteakamo manga bhatu makesa tee manga bara pasombaa mosagaanana mobhelokina bhanuana Kawasana Opu sumai, Isa apogau,
2a150600ad	"Bhari-bharia ikamatamiu iwe sumai, bheakawa o wakutuuna naile itu bheatopahancuru, tee inda bheadhaangia saangu bhatu uka momboorena motosuncu i bhawona bhatu mosagaanana."
2a1507008f	Kasiimpo manga murina aabha, "E Guru, naepia o giu incia sumai bheamembali? Opea o tandana ande akawamo wakutuuna giu incia sumai bheamembali?"
2a150800c4	Isa apogau, "Pengkanaaka ancosala dhaangia tee mia mopasaladhalakomiu. Roonamo abhari o mia bhemoumbana apake saroku tee apogau, 'Iakumo Incia,' tee, 'Wakutuuna amakasumo.' Bholi uose manga incia.
2a150900d9	Ande ingkomiu urango manga lele soʼalina lipu mopotimbe tee manga mia mopewauna karobho, bholi umaeka. Roonamo manga giu incia sumai tabeana amembali porikana, maka o maʼanana mencuana wakutuuna kiaamati amakasumo."
2a150a006f	Isa apogau i manga incia, "Saangu lipu bheaewangi lipu mosagaanana tee saangu raja bheaewangi raja mosagaanana.
2a150b00ae	Sapadhana incia sumai, bheamembali uka apegiu lendu momakaa mpuu, kaara tee wabaa panyaki i bhari tampa, manga giu motomaeka, tee manga tanda inda momentela momaoge i laiana.
2a150c00fb	Maka indapo giu incia sumai amembali, ingkomiu bheutorako tee utopanarakaa. Ingkomiu bheutopasaraaka i tampana ibaadati to utoʼadili tee uka bheapapesuakomiu i katorongku tee bheabhawakomiu i aroana manga raja tee manga gubernuru rampaakanamo saroku.
2a150d0044	Siitumo kalalesamiu to upakawaaka Lele Malape minaaka i Aulataʼala.
2a150e005a	Roonamo sumai, patotapua o incamiu, mamudhaakana inda uporikana ufikiri opea ipogauakamiu.
2a150f0089	Roonamo o karoku bhemodhawukomiu kapooli to upogau tee hikimati mamudhaakana manga musumiu inda amembali aewangikomiu atawa alawanikomiu.
2a151000ad	Manga mancuanamiu, manga witinaimiu, leemiu, walakamiu, tee manga musirahamiu bheapasaraakakomiu tee sampemo dhaangia uka minaaka i tanga-tangamiu bheapekamatea manga incia.
2a15110042	Ingkomiu bheamarikakomiu bhari-bharia mia, rampaakanamo uose Iaku.
2a15120036	Maka moomini satake bulua i bhaamiu inda bheakailanga.
2a1513003d	Ande ingkomiu upotaangi tee usabara, ingkomiu bheusalaamati."
2a15140063	Ande ingkomiu ukamata kota Yerusalem ahumbunia manga tantara, mataumea ande o kabinasana amakasumo.
2a151500e7	Wakutuu incia sumai, manga mia modhaangiana i lipu Yudea tabeana apalaiaka karona i gunu. Mia modhaangiana i nuncana kota tabeana alimba minaaka iwe sumai, tee o mia modhaangiana i sambalina kota bholi apesua pendua i nuncana kota.
2a1516009c	Roonamo i wakutuu incia sumai o Aulataʼala bheahukumu kota sumai, tee bhari-bharia motoburina i nuncana Kitabi Momangkilo to giu incia sumai bheamembalimo.
2a151700af	Cilakamo o eo incia sumai to bhawine mobhawa-bhawa, tee bhawine mopaduduna anana! Roonamo lipu incia sii bheapotibhaaka kasukara momaoge tee bheapokawaaka amarana Aulataʼala.
2a151800f1	Dhaangia motopekamatena tee ewanga, dhaangia uka motobhawana mboomo mia mototaangi i lipuna mia, tee manga lipu inda momatauna Aulataʼala bhealanda-landaki kota Yerusalem sakawana amondo o wakutuu ibhotukiakana Kawasana Opu to manga incia."
2a1519007c	I matanaeo, bula, tee manga kalipopo bheatokamata manga tanda. I alamu, manga lipu aposamaekamo aaro-aro ruuna tawo tee ewo.
2a151a0081	Manga mia bheamateakamo kaeka roonamo aaro-aromo opea bhemomembalina i saangua alamu sii, roonamo manga antona laiana bheabagoea.
2a151b007d	Wakutuu incia sumaimo manga mia bheakamata Anana Maanusia aumba i nuncana taʼina ngalu tee kuasana tee kamuliangina momaoge.
2a151c0087	Ande manga giu incia sumai apepuumo amembali, ubhangumo tee uangkamea o roumiu, roonamo indamo amangenge ingkomiu bheapabebasikomiumo."
2a151d006b	Kasiimpo Isa apetulatulaakamo ibarati sii i manga incia, "Tontoa o puuna ara atawa o puuna kau mosagaanana.
2a151e006c	Ande ingkomiu ukamatea manga puuna kau sumai apepuumo atuna, sumaimo umataumea ande o kapanena eo amakasumo.
2a151f0078	Mboo sumai uka, ande ingkomiu ukamata manga giu incia sumai amembali, mataumea ande o Pamarintana Aulataʼala amakasumo.
2a15200085	Satototuuna kupogau tee ingkomiu, manga giu incia sumai bheamembali porikana, indapo manga mia modhadhina sii-sii amate bhari-bharia.
2a15210043	Laiana tee alamu bheabinasa, maka o pogauku sadhaadhaa saʼumurua."
2a1522013d	"Jagania o karomiu, mamudhaakana incamiu inda laulauna afikiriaka manga kariaa to imalangoaka tee manga giu imeriaka i nuncana dhadhita saesaeo, ande ingkomiu sadia upewau mboo sumai, sumaimo ingkomiu bheusiapu utarima umbaana Anana Maanusia. Tee o giu incia sumai bheapatokidhakomiu tee apabinasakomiu mboomo katapu.
2a15230044	Roonamo o eo incia sumai bheakangkanai bhari-bharia mia i alamu sii.
2a1524009c	Kojakojagamo tee udoʼamo sadia mamudhaakana amembali usalaamati minaaka i bhari-bharia bhemomembalina sumai, tee amembali ukakaro i aroana Anana Maanusia."
2a15250063	Saesaeo o Isa aadhari i Baitulla, sainamo o malo Incia alingka i Gunu Zaitun tee amboore iwe sumai.
2a1526004c	Malo-malo bhari-bharia mia aumba i Incia i Baitulla to arangoaka kaadharina.
2a16010043	Raraea Roti Inda Mokoragi, isarongiaka uka Raraea Paska, amakasumo.
2a16020091	Manga imamu maoge tee manga ahalii Hukumu Taurati apeelomo dhala tuaapa o carana manga incia to apekamate Isa, sababuna amaeka i manga mia bhari.
2a1603009b	Kasiimpo apesuamo Ibilisi mokapalaina manga seetani i nuncana karona Yudas, isarongiaka uka Iskariot, sala samia minaaka i sapulu rua mia murina Isa sumai.
2a1604009f	Kasiimpo Yudas alingkamo i manga imamu maoge tee i manga kapala jagana Baitulla to apomufakatiaka tuaapa o carana incia amembali apasaraaka Isa to manga incia.
2a16050079	Manga imamu maoge tee manga kapala jagana Baitulla akaunde-undemo mpuu tee apomufakatimo bheadhawuakea doi pera to Yudas.
2a1606007c	Yudas asatujuia, kasiimpo apepuumo apeelo wakutuu malape to apasarakaaka Isa i manga incia tee inda amataua manga mia bhari.
2a16070069	Kasiimpo akawamo eona Raraea Roti Inda Mokoragi, i eo incia sumai manga mia tabeana asumbele dumba Paska.
2a1608005b	Kasiimpo Isa atumpumo Petrus tee Yahya, "Lingkamo, pasiapuakea kakembana Paska to ingkita."
2a1609003f	Manga incia alawani, "Iapai ipeelumu to ingkami tapasiapuakea?"
2a160a00ad	Isa apogau tee manga incia, "Ande ingkomiu upesua i nuncana kota, ingkomiu bheupokawa tee samia umane mobhawana bhosu mokouwe. Osemea o mia incia sumai i bhanua ipesuaikina.
2a160b007b	Kasiimpo upogaumo i mokobhanuana sumai, 'Guru aabha: "Iapai o tampa to Iaku tee manga muriku bhekukande kakembana Paska?" '
2a160c00a0	Kasiimpo mokobhanuana sumai bheasusuakakomiu saangu kamara momaoge i paa amondo tee parakakasina. Iwe sumaimo ingkomiu upasiapuakea kakembana Paska to ingkita!"
2a160d00b1	Sumaimo alingkamo rua miaia o murina Isa, tee manga incia apotibhaakea bhari-bharia mboomo ipogauakana Isa. Kasiimpo manga incia apasiapuaka to ifaraluuna kakembana Paska sumai.
2a160e0052	Sakawana wakutuuna kandeana paska, Isa auncura akande apobhawa tee manga rasuluna.
2a160f008c	Apogaumo Isa i manga murina, "Iaku gauku mpuu kukande kinandena kakembana Paska sii kupobhawa tee ingkomiu indapo akawa wakutuuna kunarakaa!
2a161000a0	Sababuna kupogau tee ingkomiu, Iaku indamo bhekukande i kakembana Paska pendua sakawana o maʼanana kakemba sumai atopamondo i nuncana Pamarintana Aulataʼala."
2a1611009f	Incia aalamo satonde angguru, kasiimpo adoʼa aemani sukuru i Aulataʼala. Sapadhana sumai Incia apogau, "Alamea sii, tee udhawua asumpuaka manga sabhangkamiu.
2a16120083	Roonamo Iaku kupogau tee ingkomiu, pepuu sii-sii Iaku indamo bhekusumpu uwena angguru sakawana o Pamarintana Aulataʼala bheaumba."
