0100000007	Genèse
17311500d9	Et tu diras en ton cœur: Qui m'a enfanté ceux-ci? J'avais perdu mes enfants, et j'étais stérile; j'étais exilée et chassée; qui m'a élevé ceux-ci? Voilà, j'étais restée seule, et ceux-ci, où étaient-ils?
17311600d4	Ainsi a dit le Seigneur, l'Éternel: Voici, je lèverai ma main vers les nations; je dresserai mon étendard vers les peuples; et ils ramèneront tes fils entre leurs bras, ils porteront tes filles sur l'épaule.
1731170102	Des rois seront tes nourriciers, et leurs princesses tes nourrices; ils se prosterneront devant toi, la face contre terre, et lécheront la poussière de tes pieds; et tu sauras que je suis l'Éternel, et que ceux qui s'attendent à moi ne sont point confus.
1731180060	Le butin de l'homme fort lui sera-t-il ôté, et les captifs du vainqueur seront-ils délivrés?
17311900bd	Ainsi dit l'Éternel: Oui, les captifs de l'homme fort lui seront ôtés, et la proie du vainqueur lui sera enlevée. Car je plaiderai contre tes adversaires, et je délivrerai tes enfants.
17311a00da	Je ferai manger à tes oppresseurs leur propre chair; ils s'enivreront de leur sang, comme de vin nouveau; et toute chair connaîtra que je suis l'Éternel, ton Sauveur, et que le puissant de Jacob est ton Rédempteur.
173201011d	Ainsi a dit l'Éternel: Où est la lettre de divorce de votre mère, par laquelle je l'ai renvoyée? Ou qui est celui de mes créanciers auquel je vous ai vendus? Voici, c'est pour vos iniquités que vous avez été vendus, c'est pour vos rébellions que votre mère a été renvoyée.
1732020163	Pourquoi n'ai-je trouvé personne, quand je suis venu? Pourquoi nul n'a-t-il répondu, quand j'ai appelé? Ma main est-elle devenue trop courte pour délivrer, ou n'y a-t-il plus de force en moi pour sauver? Voici, je fais tarir la mer quand je la menace; je change les fleuves en désert; leurs poissons se corrompent faute d'eau, et ils meurent de soif.
1732030054	Je revêts les cieux de ténèbres, et j'y mets un manteau de deuil pour couverture.
17320400ca	Le Seigneur, l'Éternel m'a donné une langue exercée, pour soutenir par la parole celui qui est abattu; il éveille, chaque matin, il éveille mon oreille pour écouter, comme écoutent les disciples.
1732050072	Le Seigneur, l'Éternel m'a ouvert l'oreille, et je n'ai point résisté, je ne me suis point retiré en arrière.
173206009e	J'ai présenté mon dos à ceux qui me frappaient, mes joues à ceux qui m'arrachaient la barbe; je n'ai pas dérobé mon visage aux outrages ni aux crachats.
17320700a6	Mais le Seigneur, l'Éternel est mon aide; aussi je n'ai point eu de honte; aussi j'ai rendu mon visage semblable à un caillou; je sais que je ne serai pas confondu.
1732080087	Celui qui me justifie est proche: qui plaidera contre moi? Comparais-sons ensemble! Qui est ma partie adverse? Qu'il s'approche de moi!
1732090086	Voici, le Seigneur, l'Éternel est mon aide: qui me condamnera? Voici, ils s'useront tous comme un vêtement, la teigne les dévorera.
17320a00d1	Qui d'entre vous craint l'Éternel, qui écoute la voix de son serviteur? Que celui qui marche dans les ténèbres, et qui n'a point de lumière, se confie au nom de l'Éternel, et qu'il s'appuie sur son Dieu.
17320b00de	Voici, vous tous qui allumez un feu et qui vous armez de flambeaux, tombez dans les flammes de votre feu et des flambeaux que vous avez allumés! C'est de ma main que vous vient cela: vous serez gisants dans les tourments!
17330100a7	Écoutez-moi, vous qui poursuivez la justice, qui cherchez l'Éternel! Regardez au rocher d'où vous avez été taillés, à la carrière d'où vous avez été tirés!
173302008b	Regardez à Abraham, votre père, et à Sara qui vous a enfantés; je l'ai appelé lorsqu'il était seul, je l'ai béni et l'ai multiplié.
17330300f2	Ainsi l'Éternel va consoler Sion, il a pitié de toutes ses ruines; il fera de son désert un Éden, et de sa terre aride un jardin de l'Éternel; la joie et l'allégresse se trouveront au milieu d'elle, la louange et le chant des cantiques.
17330400a0	Sois attentif, mon peuple; toi, ma nation, prête-moi l'oreille! Car la loi procédera de moi, et j'établirai mon jugement pour servir de lumière aux peuples.
1733050086	Ma justice est proche, mon salut arrive, et mes bras jugeront les peuples. Les îles espéreront en moi, et se confieront en mon bras.
1733060106	Élevez vos yeux vers les cieux, et regardez en bas vers la terre; car les cieux s'évanouiront comme une fumée, la terre s'usera comme un vêtement, et, comme des mouches, ses habitants périront: mais mon salut durera toujours, et ma justice ne passera point.
17330700aa	Écoutez-moi, vous qui connaissez la justice, peuple dans le cœur duquel est ma loi! Ne craignez pas l'opprobre des hommes, et ne soyez point effrayés de leurs injures.
1733080093	Car la teigne les rongera comme un vêtement, et la gerce les rongera comme la laine; mais ma justice durera toujours, et mon salut d'âge en âge.
17330900d2	Réveille-toi, réveille-toi! Revêts-toi de force, bras de l'Éternel! Réveille-toi comme aux jours d'autrefois, comme aux âges anciens! N'est-ce pas toi qui mis en pièces Rahab, qui transperças le dragon?
17330a008f	N'est-ce pas toi qui fis tarir la mer, les eaux du grand abîme; qui fis des profondeurs de la mer un chemin pour y faire passer les rachetés?
17330b00e4	Les rachetés de l'Éternel retourneront, et viendront à Sion avec des chants de triomphe; une allégresse éternelle sera sur leurs têtes; ils obtiendront la joie et l'allégresse; la douleur et les gémissements s'enfuiront.
17330c0084	C'est moi, c'est moi qui vous console. Qui es-tu, pour avoir peur de l'homme mortel, du fils de l'homme qui deviendra comme l'herbe;
17330d00f1	Pour oublier l'Éternel, ton créateur, qui a étendu les cieux et fondé la terre, et pour trembler sans cesse, tout le jour, devant la fureur de l'oppresseur, lorsqu'il s'apprête à détruire? Où donc est-elle, la fureur de l'oppresseur?
17330e0082	Bientôt l'homme courbé sous les fers sera mis en liberté. Il ne descendra pas dans la fosse, et son pain ne lui manquera point.
17330f0075	Car je suis l'Éternel ton Dieu, qui frappe la mer et fais mugir ses flots, de qui le nom est l'Éternel des armées.
173310009d	J'ai mis mes paroles dans ta bouche, et t'ai couvert de l'ombre de ma main, pour rétablir les cieux et fonder la terre, pour dire à Sion: Tu es mon peuple!
17331100ae	Réveille-toi, réveille-toi! Lève-toi, Jérusalem! qui as bu de la main de l'Éternel la coupe de sa colère, qui as bu et sucé jusqu'à la lie la coupe d'étourdissement.
17331200a2	Il n'y en a aucun pour la conduire, de tous les enfants qu'elle a enfantés; il n'y en a aucun pour la prendre par la main, de tous les enfants qu'elle a nourris.
1733130084	Ces deux choses te sont arrivées, et qui te plaindra? la dévastation et la ruine, la famine et l'épée. Comment te consolerai-je?
17331400ab	Tes enfants sont défaillants, couchés à tous les carrefours des rues, comme un cerf dans un filet, chargés de la colère de l'Éternel et de l'indignation de ton Dieu.
173315004d	C'est pourquoi, écoute ceci, toi qui es affligée, ivre mais non pas de vin.
17331600c3	Ainsi a dit l'Éternel, ton Seigneur, ton Dieu, qui défend la cause de son peuple: Voici j'ai pris de ta main la coupe d'étourdissement, le calice de ma colère, tu n'en boiras plus désormais.
17331700c7	Et je le mettrai dans la main de tes oppresseurs, de ceux qui disaient à ton âme: Prosterne-toi pour que nous passions! Et tu faisais de ton dos comme une terre, et comme une rue pour les passants.
17340100ad	Réveille-toi, réveille-toi, revêts ta gloire, ô Sion! Revêts ton vêtement de parure, Jérusalem, ville sainte! Car il n'entrera plus chez toi d'incirconcis ni d'impur.
173402006f	Secoue ta poussière, lève-toi, Jérusalem captive; détache les liens de ton cou, fille de Sion prisonnière!
1734030065	Car ainsi a dit l'Éternel: Vous avez été vendus pour rien; vous serez aussi rachetés sans argent.
1734040082	Car ainsi a dit le Seigneur, l'Éternel: Mon peuple descendit jadis en Égypte pour y habiter; mais Assur l'a opprimé sans sujet.
17340500d3	Et maintenant qu'ai-je à faire ici, dit l'Éternel, quand mon peuple a été enlevé pour rien? Ceux qui dominent sur lui poussent des cris, dit l'Éternel, et chaque jour, mon nom est continuellement outragé.
1734060073	C'est pourquoi mon peuple connaîtra mon nom; c'est pourquoi il saura, en ce jour, que c'est moi qui dis: Me voici!
17340700bf	Qu'ils sont beaux sur les montagnes, les pieds de celui qui apporte de bonnes nouvelles, qui publie la paix, qui apporte un bon message, qui publie le salut, qui dit à Sion: Ton Dieu règne!
17340800a4	On entend la voix de tes sentinelles: elles élèvent la voix; elles poussent ensemble des cris de joie; car elles voient de leurs yeux que l'Éternel ramène Sion.
1734090078	Éclatez ensemble en cris de joie, ruines de Jérusalem! Car l'Éternel a consolé son peuple, il a racheté Jérusalem.
17340a0092	L'Éternel a découvert le bras de sa sainteté, devant les yeux de toutes les nations; tous les bouts de la terre verront le salut de notre Dieu!
17340b0097	Retirez-vous, retirez-vous, sortez de là! Ne touchez à rien d'impur, sortez du milieu d'elle; purifiez-vous, vous qui portez les vases de l'Éternel!
17340c009c	Car vous ne sortirez pas à la hâte, et vous ne marcherez pas en fuyant; mais l'Éternel marche devant vous, et votre arrière garde est le Dieu d'Israël.
17340d0056	Voici, mon serviteur prospérera; il montera, il s'élèvera, il grandira puissamment.
17340e00c4	Comme plusieurs ont été étonnés à cause de lui, tant son visage était défait et méconnaissable, tant son aspect différait de celui des hommes; ainsi il remplira de joie plusieurs nations;
17340f0094	Les rois fermeront la bouche devant lui; car ils verront ce qui ne leur avait pas été raconté, ils apprendront ce qu'ils n'avaient point entendu.
1735010053	Qui a cru à notre message, et à qui le bras de l'Éternel a-t-il été révélé?
17350200c5	Il est monté devant l'Éternel comme un rejeton, comme une racine qui sort d'une terre desséchée. Il n'a ni beauté ni éclat qui nous le fasse regarder, ni apparence qui nous le fasse désirer;
17350300b2	Méprisé, délaissé des hommes, homme de douleurs et connaissant la souffrance; comme un homme devant qui on se couvre le visage; si méprisé que nous n'en faisions aucun cas.
1735040090	Cependant il a porté nos maladies, et il s'est chargé de nos douleurs; et nous, nous pensions qu'il était frappé de Dieu, battu et affligé.
17350500b4	Mais il était meurtri pour nos péchés, et frappé pour nos iniquités; le châtiment qui nous apporte la paix est tombé sur lui, et par sa meurtrissure nous avons la guérison.
1735060090	Nous étions tous errants comme des brebis, nous suivions chacun son propre chemin, et l'Éternel a fait venir sur lui l'iniquité de nous tous.
17350700b7	Il est maltraité, il est affligé; et il n'ouvre point la bouche; comme un agneau mené à la boucherie, comme une brebis muette devant celui qui la tond, il n'ouvre point la bouche.
17350800b3	Il a été retiré de l'angoisse et de la condamnation; et qui dira sa durée? Car il a été retranché de la terre des vivants; il a été frappé pour le péché de mon peuple.
17350900b1	On lui avait assigné sa sépulture avec les méchants, et dans sa mort il a été avec le riche; car il n'a point fait d'injustice, et il n'y a point eu de fraude en sa bouche.
17350a00f4	Or il a plu à l'Éternel de le frapper; il l'a mis dans la souffrance. Après avoir offert sa vie en sacrifice pour le péché, il se verra de la postérité, il prolongera ses jours, et le bon plaisir de l'Éternel prospérera dans ses mains.
17350b00b5	Il jouira du travail de son âme, il en sera rassasié; mon serviteur juste en justifiera plusieurs, par la connaissance qu'ils auront de lui, et lui-même portera leurs iniquités.
17350c0106	C'est pourquoi je lui donnerai son partage parmi les grands; il partagera le butin avec les puissants; parce qu'il a livré sa vie à la mort, qu'il a été mis au nombre des méchants, qu'il a porté les péchés de plusieurs, et intercédé pour les pécheurs.
17360100f5	Réjouis-toi, stérile, qui n'enfantais point! Éclate en cris de joie et d'allégresse, toi qui n'as pas été en travail! Car les enfants de la femme délaissée sont plus nombreux que les enfants de celle qui était mariée, a dit l'Éternel.
1736020089	Agrandis l'espace de ta tente, et qu'on élargisse les tentures de ta demeure; ne resserre pas, allonge tes cordages, affermis tes pieux!
1736030075	Car tu te répandras à droite et à gauche; ta postérité possédera les nations, et peuplera les villes désertes.
17360400cf	Ne crains point! Car tu ne seras pas confondue; n'aie point de honte, car tu ne seras pas rendue honteuse. Car tu oublieras la honte de ta jeunesse, et tu ne te souviendras plus de l'opprobre de ton veuvage.
1736050095	Car ton créateur est ton époux; son nom est l'Éternel des armées; le Saint d'Israël est ton Rédempteur; il s'appelle le Dieu de toute la terre.
1736060098	Car l'Éternel t'a appelée comme une femme délaissée, affligée d'esprit, comme une épouse de la jeunesse qui aurait été répudiée, dit ton Dieu.
173607005e	Je t'ai abandonnée pour un peu de temps; mais je te recueillerai avec de grandes compassions.
17360800a4	Je t'ai caché ma face pour un moment, dans l'effusion de ma colère; mais j'ai compassion de toi, par une miséricorde éternelle, dit l'Éternel, ton Rédempteur.
17360900c7	Il en sera pour moi comme des eaux de Noé; comme j'ai juré que les eaux de Noé ne se répandraient plus sur la terre, ainsi j'ai juré de n'être plus irrité contre toi, et de ne plus te menacer.
17360a00cb	Quand les montagnes s'éloigneraient, quand les collines s'ébranleraient, ma bonté ne s'éloignera pas de toi, et mon alliance de paix ne sera point ébranlée, dit l'Éternel, qui a compassion de toi.
17360b009c	Affligée, battue de la tempête, dénuée de consolation, voici je vais enchâsser tes pierres dans un ciment précieux, et je te fonderai sur des saphirs.
17360c006c	Je ferai tes créneaux de rubis, et tes portes d'escarboucles, et toute ton enceinte de pierres précieuses.
17360d0064	Tous tes enfants seront enseignés par l'Éternel, et la prospérité de tes enfants sera abondante.
17360e0093	Tu seras affermie par la justice; tu seras loin de l'oppression, car tu n'auras rien à craindre, et de la ruine, car elle n'approchera pas de toi.
17360f0067	Que l'on forme des complots, cela ne viendra pas de moi. Qui complotera contre toi, tombera devant toi!
17361000af	Voici, c'est moi qui crée l'ouvrier, celui qui souffle le feu du charbon et qui en tire un instrument pour son ouvrage, et c'est moi qui crée le destructeur, pour anéantir.
17361100dc	Aucune arme forgée contre toi ne réussira; et tu condamneras toute langue qui s'élèvera contre toi en jugement. Tel est l'héritage des serviteurs de l'Éternel, et la justice qu'ils recevront de moi, dit l'Éternel.
17370100af	O vous tous qui êtes altérés, venez aux eaux! Et vous qui n'avez point d'argent, venez, achetez et mangez! Venez, achetez sans argent et sans aucun prix, du vin et du lait.
17370200d1	Pourquoi dépensez-vous l'argent pour ce qui ne nourrit pas, et votre travail pour ce qui ne rassasie pas? Écoutez-moi, et vous mangerez ce qui est bon, et vous jouirez à plaisir de ce qu'il y a de meilleur.
17370300a7	Prêtez l'oreille, et venez à moi; écoutez, et votre âme vivra; et je traiterai avec vous une alliance éternelle, selon les gratuités immuables données à David.
1737040061	Voici, je l'ai établi comme témoin auprès des peuples, comme chef et législateur des peuples.
17370500c2	Voici, tu appelleras la nation que tu ne connais pas, et les nations qui ne te connaissaient pas accourront vers toi, à cause de l'Éternel ton Dieu, et du Saint d'Israël qui t'aura glorifié.
1737060051	Cherchez l'Éternel pendant qu'il se trouve; invoquez-le, tandis qu'il est près!
17370700ab	Que le méchant abandonne sa voie, et l'homme injuste ses pensées; et qu'il retourne à l'Éternel, qui aura pitié de lui, et à notre Dieu, car il pardonne abondamment.
173708005e	Car mes pensées ne sont pas vos pensées, et vos voies ne sont pas mes voies, dit l'Éternel.
173709009b	Car autant les cieux sont élevés au-dessus de la terre, autant mes voies sont élevées au-dessus de vos voies et mes pensées au-dessus de vos pensées.
17370a00d1	Car, comme la pluie et la neige descendent des cieux, et n'y retournent pas sans avoir arrosé et fécondé la terre et l'avoir fait produire, pour donner de la semence au semeur et du pain à celui qui mange,
17370b00b4	Ainsi en est-il de ma parole, qui sort de ma bouche; elle ne retourne pas à moi sans effet, sans avoir fait ce que j'ai voulu, et accompli l'œuvre pour laquelle je l'ai envoyée.
17370c00b5	Car vous sortirez avec joie, et vous serez conduits en paix; les montagnes et les collines éclateront en cris de joie devant vous, et tous les arbres des champs battront des mains.
17370d00a9	Au lieu du buisson croîtra le cyprès, au lieu de l'épine croîtra le myrte; et ce sera pour l'Éternel une gloire, un signe perpétuel, qui ne sera jamais retranché.
1738010096	Ainsi a dit l'Éternel: Observez ce qui est droit, et pratiquez ce qui est juste; car mon salut est près de venir, et ma justice d'être manifestée.
173802009f	Heureux l'homme qui fait ces choses, et le fils des hommes qui s'y attache, gardant le sabbat pour ne pas le profaner, et gardant ses mains de faire aucun mal!
17380300a5	Et que le fils de l'étranger, qui s'attache à l'Éternel, ne dise pas: L'Éternel me sépare de son peuple. Que l'eunuque ne dise pas: Voici, je suis un arbre sec.
1738040090	Car ainsi a dit l'Éternel: Pour les eunuques qui garderont mes sabbats, qui choisiront ce qui m'est agréable et s'attacheront à mon alliance,
17380500ac	Je leur donnerai une place dans ma maison et dans mes murs, et un nom meilleur que celui de fils et de filles; je leur donnerai un nom éternel, qui ne sera pas retranché.
17380600f0	Et les enfants de l'étranger, qui se seront joints à l'Éternel pour le servir, pour aimer le nom de l'Éternel et pour être ses serviteurs; tous ceux qui garderont le sabbat pour ne pas le profaner, et qui s'attacheront à mon alliance;
17380700e3	Je les amènerai sur ma montagne sainte, et les réjouirai dans ma maison de prière; leurs holocaustes et leurs sacrifices seront agréés sur mon autel; car ma maison sera appelée une maison de prière pour tous les peuples.
1738080097	Le Seigneur, l'Éternel a dit, lui qui rassemble les dispersés d'Israël: J'en rassemblerai encore auprès de lui, outre les siens déjà rassemblés.
173809005e	Vous, toutes les bêtes des champs, venez pour manger, et vous, toutes les bêtes des forêts!
17380a00b7	Les gardiens de mon peuple sont tous aveugles; ils ne connaissent rien. Ce sont tous des chiens muets, qui ne peuvent aboyer, voyant trouble, se tenant couchés, aimant à sommeiller.
17380b00ac	Les chiens sont voraces, ils ne peuvent se rassasier. Et les bergers sont sans intelligence, suivant tous leur propre voie, courant chacun à ses profits, jusqu'au dernier.
17380c0092	Venez, disent-ils, je prendrai du vin, et nous nous enivrerons de boisson forte; et nous ferons demain comme aujourd'hui, et beaucoup plus encore!
173901008f	Le juste meurt, et personne n'y prend garde; les gens de bien sont recueillis, sans que nul comprenne que le juste est recueilli devant le mal.
1739020064	Il entre dans la paix. Ils se reposent sur leurs couches, ceux qui ont marché dans le droit chemin.
173903005e	Mais vous, approchez ici, enfants de la devineresse, race de l'adultère et de la prostituée!
17390400a7	De qui est-ce que vous vous moquez? Contre qui ouvrez-vous une large bouche, et tirez-vous la langue? N'êtes-vous pas des enfants de rébellion, une race de mensonge;
1739050080	S'échauffant auprès des chênes, sous tout arbre vert; égorgeant les enfants dans les vallons, sous les cavités des rochers?
17390600b8	Les pierres polies des torrents sont ton partage; voilà, voilà ton lot; c'est aussi à elles que tu fais des libations, que tu présentes l'offrande; pourrai-je me résigner à cela?
1739070058	Tu places ta couche sur une montagne haute et élevée, et tu montes là pour sacrifier.
17390800e0	Tu places ton mémorial derrière la porte et le linteau; car tu me quittes pour te découvrir et pour monter là; tu élargis ton lit, et c'est avec ceux-là que tu t'allies; tu aimes leur commerce, tu te choisis une place.
17390900a2	Tu te rends auprès du roi avec de l'huile, et tu multiplies les parfums; tu envoies tes messagers bien loin, et tu les fais descendre jusqu'au séjour des morts.
17390a0097	Tu te fatigues par la longueur du chemin; tu ne dis pas: C'est en vain! Tu trouves encore en ta main de la vigueur; c'est pourquoi tu ne t'abats point.
17390b00bd	Qui donc as-tu craint et redouté, pour être infidèle, pour ne pas te souvenir ni te soucier de moi? Je me taisais, n'est-ce pas? et depuis longtemps; c'est pourquoi tu ne me crains plus?
17390c004a	Je ferai connaître ta justice, et tes œuvres, qui ne te profiteront pas.
17390d00da	Quand tu crieras, qu'ils te délivrent, les dieux que tu as amassés! Voici, le vent les enlèvera tous, un souffle les emportera. Mais celui qui se retire vers moi, héritera le pays, et possédera ma montagne sainte.
17390e0069	Et l'on dira: Aplanissez, aplanissez, préparez le chemin! Enlevez tout obstacle du chemin de mon peuple!
17390f00fe	Car ainsi a dit le Très-Haut, qui habite une demeure éternelle, et dont le nom est saint: J'habite dans le lieu haut et saint, et avec l'homme abattu et humble d'esprit, pour ranimer l'esprit des humbles, pour ranimer le cœur de ceux qui sont abattus.
1739100095	Car je ne contesterai pas toujours, et je ne serai pas indigné à jamais; car l'esprit défaillirait devant ma face, et les âmes que j'ai créées.
17391100a4	A cause de l'iniquité de ses gains, je me suis indigné et j'ai frappé; j'ai caché ma face, et je me suis indigné; et le rebelle a suivi le chemin de son cœur.
1739120084	J'ai vu ses voies, et je le guérirai; je le conduirai et lui donnerai des consolations, à lui et aux siens qui sont dans le deuil.
173913008c	C'est moi qui crée le fruit des lèvres: Paix, paix, à celui qui est loin et à celui qui est près! dit l'Éternel. Oui, je le guérirai.
1739140074	Mais les méchants sont comme la mer agitée, qui ne peut se calmer, dont les eaux rejettent de la vase et du limon.
1739150038	Il n'y a point de paix pour les méchants, dit mon Dieu.
173a010098	Crie à plein gosier, ne te retiens pas; élève ta voix comme une trompette; déclare à mon peuple leur iniquité, à la maison de Jacob ses péchés!
173a0200f4	Car, jour après jour, ils me cherchent et ils veulent connaître mes voies, comme une nation qui aurait pratiqué la justice et n'aurait pas abandonné la loi de son Dieu; ils me demandent des jugements justes, ils veulent s'approcher de Dieu:
173a0300d6	Pourquoi avons-nous jeûné, sans que tu y prisses garde, et affligé nos âmes, sans que tu le connusses? Voici, dans votre jour de jeûne, vous faites votre volonté et vous traitez durement tous vos mercenaires.
173a0400ab	Voici, vous jeûnez pour quereller et disputer, et pour frapper du poing méchamment; vous ne jeûnez pas comme le veut ce jour, pour que votre voix soit entendue en haut.
173a0500e4	Est-ce là le jeûne auquel je prends plaisir, un jour où l'homme afflige son âme? Est-ce de courber sa tête comme un jonc, de se coucher sur le sac et la cendre? Appelleras-tu cela un jeûne, un jour agréable à l'Éternel?
173a0600ce	N'est-ce pas plutôt ici le jeûne auquel je prends plaisir, qu'on dénoue les liens de la méchanceté, qu'on délie les courroies du joug, qu'on renvoie libres les opprimés, et que tout joug soit brisé?
173a0700c1	N'est-ce pas que tu partages ton pain avec l'affamé; que tu fasses entrer dans ta maison les malheureux errants; que tu revêtes ceux que tu vois nus, et ne te détournes pas de ton semblable?
173a0800a1	Alors ta lumière poindra comme l'aurore, et ta guérison se montrera promptement; ta justice ira devant toi, et la gloire de l'Éternel sera ton arrière-garde.
173a0900b2	Alors tu appelleras, et l'Éternel répondra; tu crieras, et il dira: Me voici! Si tu ôtes du milieu de toi l'oppression, le doigt levé insolemment, et les paroles criminelles;
173a0a00a7	Si tu fais part de ta subsistance à l'affamé, et que tu rassasies l'âme affligée, ta lumière se lèvera dans l'obscurité, et tes ténèbres seront comme le midi.
173a0b00c8	L'Éternel te conduira continuellement; il te rassasiera dans les lieux arides; il donnera la vigueur à tes os, et tu seras comme un jardin arrosé, comme une source dont les eaux ne trompent jamais.
173a0c00bf	Les tiens rebâtiront les antiques ruines, tu relèveras les fondations des anciens âges; on t'appellera le réparateur des brèches, le restaurateur des chemins, qui rend le pays habitable.
173a0d0119	Si tu retiens ton pied au jour du sabbat, pour ne pas faire ta volonté dans mon saint jour; si tu appelles le sabbat tes délices, et honorable ce qui est consacré à l'Éternel; si tu l'honores plutôt que de suivre tes voies, de faire ta volonté et de dire des paroles vaines:
173a0e00bf	Alors tu trouveras des délices en l'Éternel; je te ferai passer par-dessus les hauteurs du pays, et je te nourrirai de l'héritage de Jacob, ton père; car la bouche de l'Éternel a parlé.
173b01006d	Voici, la main de l'Éternel n'est pas trop courte pour délivrer; ni son oreille trop pesante pour entendre;
173b0200a2	Mais ce sont vos iniquités qui ont fait la séparation entre vous et votre Dieu, et ce sont vos péchés qui lui font cacher sa face, pour ne plus vous entendre.
173b030090	Car vos mains sont souillées de sang, et vos doigts d'iniquité; vos lèvres profèrent le mensonge, votre langue fait entendre la perversité.
173b0400ad	Personne n'accuse avec justice, personne ne plaide selon la vérité; on se confie dans le néant, et l'on dit des faussetés; on conçoit la malice, et on enfante le crime.
173b05009d	Ils font éclore des œufs d'aspic, et ils tissent des toiles d'araignées; qui mange leurs œufs en meurt, et si l'on en écrase un, il en sort une vipère.
173b0600b2	Leurs toiles ne feront pas un vêtement, et ils ne pourront se vêtir de leurs ouvrages; leurs ouvrages sont des ouvrages d'iniquité, et leurs mains pleines d'actes de violence.
173b0700a7	Leurs pieds courent au mal, et se hâtent pour répandre le sang innocent; leurs pensées sont des pensées d'iniquité; le ravage et la ruine sont sur leurs sentiers.
173b0800b2	Ils ne connaissent pas le chemin de la paix, il n'y a point de justice dans leurs voies; ils se font des sentiers tortueux; tous ceux qui y marchent ne connaissent point la paix!
173b0900d5	C'est pourquoi le jugement favorable s'est éloigné de nous, et la justice ne parvient pas jusqu'à nous. Nous attendons la lumière, et voici les ténèbres; l'éclat du jour, et nous marchons dans l'obscurité.
173b0a00c3	Nous allons à tâtons comme des aveugles le long d'un mur, nous tâtonnons comme des gens sans yeux; nous trébuchons en plein midi, comme sur la brune; dans l'abondance nous sommes comme morts.
173b0b00a5	Nous rugissons tous comme des ours; nous ne cessons de gémir comme des colombes; nous attendons le jugement, et il n'y en a point; le salut, et il est loin de nous!
173b0c00a6	Car nos transgressions sont nombreuses devant toi, et nos péchés témoignent contre nous. Car nos transgressions sont avec nous, et nous connaissons nos iniquités:
173b0d00a7	Pécher et mentir contre l'Éternel, et nous détourner de notre Dieu; parler d'oppression et de révolte, concevoir et méditer dans le cœur des paroles de mensonge.
173b0e009f	Aussi le jugement s'est retiré en arrière, et la justice se tient éloignée; car la vérité trébuche sur la place publique, et la droiture ne peut entrer.
173b0f0094	Et la vérité fait défaut, et quiconque se retire du mal est dépouillé. L'Éternel l'a vu, et cela lui a déplu, qu'il n'y ait point de justice.
173b100094	Il a vu qu'il n'y a pas un homme; il s'étonne qu'il n'y ait personne qui intercède. Mais son bras l'a délivré, et sa propre justice l'a soutenu.
173b1100cf	Il s'est revêtu de la justice, comme d'une cuirasse, et il a mis le casque du salut sur sa tête; il s'est revêtu de la vengeance, comme d'un vêtement, et s'est couvert de la jalousie, comme d'un manteau.
173b1200a1	Telles sont les œuvres, telle sera sa rétribution; il rendra la fureur à ses adversaires, la rétribution à ses ennemis; il rendra la rétribution aux îles.
173b1300bc	On craindra le nom de l'Éternel depuis l'Occident, et sa gloire depuis le soleil levant; quand l'adversaire viendra comme un fleuve, l'Esprit de l'Éternel lèvera l'étendard contre lui.
173b140069	Le Rédempteur viendra pour Sion, pour ceux de Jacob qui se convertiront de leur péché, dit l'Éternel.
173b15012f	Et pour moi, voici mon alliance avec eux, a dit l'Éternel: Mon Esprit qui est sur toi, et mes paroles que j'ai mises dans ta bouche, ne se retireront pas de ta bouche ni de la bouche de ta postérité, ni de la bouche de la postérité de ta postérité, a dit l'Éternel, dès maintenant et à jamais!
173c010067	Lève-toi, sois illuminée! Car ta lumière est venue, et la gloire de l'Éternel s'est levée sur toi!
173c020098	Car voici, les ténèbres couvriront la terre, et l'obscurité couvrira les peuples; mais sur toi se lèvera l'Éternel, et sur toi paraîtra sa gloire.
173c030052	Et les nations marcheront à ta lumière, et les rois à la clarté de tes rayons.
173c04009f	Jette les yeux autour de toi et regarde: tous ceux-ci se rassemblent, ils viennent à toi; tes fils viennent de loin, et tes filles sont portées sur les bras.
173c0500b5	Alors tu le verras, et tu resplendiras de joie, ton cœur tressaillira et s'épanouira; car l'abondance de la mer se tournera vers toi, et la puissance des nations viendra chez toi.
173c0600c2	Une multitude de chameaux couvrira ton pays, les dromadaires de Madian et d'Épha; tous ils viendront de Shéba; ils apporteront de l'or et de l'encens, et publieront les louanges de l'Éternel.
173c0700ce	Toutes les brebis de Kédar seront rassemblées vers toi, les béliers de Nébajoth seront à ton service; ils monteront en agréable offrande sur mon autel, et je rendrai magnifique la maison de ma gloire.
173c080054	Qui sont ceux-là, volant comme des nuages, comme des pigeons vers leurs colombiers?
173c0900da	Car les îles s'attendront à moi, et les navires de Tarsis les premiers, pour amener de loin tes enfants, avec leur argent et leur or, à la gloire du nom de l'Éternel ton Dieu, et du Saint d'Israël qui te glorifie.
173c0a00a4	Les fils de l'étranger rebâtiront tes murs, et leurs rois te serviront; car je t'ai frappée dans ma colère, mais, dans ma bienveillance, j'ai compassion de toi.
173c0b00b6	Tes portes seront continuellement ouvertes; elles ne seront fermées ni jour ni nuit, pour faire entrer chez toi la puissance des nations et leurs rois, qui seront conduits vers toi.
173c0c0072	Car la nation et le royaume qui ne te serviront pas, périront, et ces nations-là seront entièrement détruites.
