2800000007	Mathayo
2b130d0090	Pilato paayowine maneno aga, kamnetya Yesu panja boka atama mu'itego sa hukumu mahali palo payowanike kati sakafu, lakini kwa Kiebrania Gabatha.
2b130e0087	Lisoba lya maandalizi lya mashaka yaiikite, pabile muda wa saa ya sita. Pilato aabakiya Ayahudi, “Mulinge mpwalume winu ayoo pano!”
2b130f00ba	Kabakombwa ndoti, “Mboywe, mboywe, mmulage!” Pilato kaabakiya, “Je, nimmulage mpwalume winu?” N i ywembe kuhani nkolo kayangwa, “Twenga twabile kwaa ni mpwalume ila Kaisari.”
2b13100028	Nga Pilato abapeile Yesu ili bam'bulage.
2b13110095	Ni bembe kabantoloa Yesu, ni ywembe kaboka, abile autweti msalaba wake mwene mpaka ku'lieneo lyakemelwa Fuvu lya ntwe, kwa kiebrania ukemwa Golgotha.
2b1312007b	Nga kabamsulubisha Yesu, pamope ni yweme analomea bele, yumo upande wa kummalyo ni ywenge upange wenge, ni Yesu nkati yabe.
2b13130072	Boka po Pilato atiandika alama ni kuibeka nnani ya msalaba. Palyo paandikilwe: YESU YWANAZARETH, MPWALUME AYAHUDI.
2b131400a0	Baingi ba Ayahudi baisomite alama yee mana mahali palyo paasubilishwe Yesu pabile papipi ni mji. Alama yee iandikilwe kwa Kiebrania, kwa Kirumi ni kwa Kiyunani.
2b13150091	Boka poo akolo ba makuhani ba'Ayahudi kabammakiya Pilato, “Kana uandike,'Mpwalume wa Ayahudi; ila ywembe abayite nenga na mfalme wa Ayahudi.”
2b1316003e	Ni ywembe Pilato kanyangwa, “Yaniiandikiye niiandikyange.”
2b131700d5	Baada ya askari kum'bulaga Yesu, kabantola ngobo gake ni kuagawa mu'mafungu ncheche, kila askari lifingu limo, nyonyonyo ni nganju, Nambeambe yelo nganju yabile kwaa itishonwa ila yabile ipumilwe yote boka kunani.
2b131800d1	Boka po kabakokeyana bene kwa bene, “Kana tuipapue ila tuipigiye kura ili kubona yabi ya nyai.” Lee lapangite ili lelo liandiko litimye, lelo lyabaya kabagawana ngobo yango, ni nganju yangu waipigiya kura.
2b131900a4	Askari bapangite makowe aga. Mao bake Yesu, dada wa mao bake, Mariamu nnyumbo bake Kleopa ni Mariamu Magdalena-anwawa aba babile bayemile papipi ni msalaba wa Yesu.
2b131a0094	Yesu paamweni mao bake pamope ni yolo mwanapunzi bake ywampendile bayemite papipi, kamakiya mao bake, “Nwawa, linga, lola mwana wako ayoo pano!”
2b131b0080	Boka po kammakiya yolo mwanapunzi, “Linga, aywoo pano mao bako.”Boka saa yee yolo mwanapunzi kamtoloa kuyenda munyumba yake.
2b131c0069	Baada ya lelo, Yesu abile atangite kuwa yote yayomwike ili kugatimiza maandiko, kabaya, “Nabona kiu.”
2b131d008f	Iombo yaibile imejaa Siki chabile kibekilwe palyo, kwa eyo bakabeka sifongo yaijaile siki nnani ya ufito wa hisopo, kabambekeya mu'nkanwa wake.
2b131e0069	Ni ywembe Yesu aionjile yoo, kabaya, “Iyomwike.” Boka po kaiinamisha ntwe wake, ni kumpeya roho yake.
2b131f0103	Kwa kuwa ibile ni muda wa maandalio, na kwa kuwa yega ipalikwa kwaa kubaki nnani ya msalaba muda wa sabato(kwa mana Sabato yabile siku ya muhimu), Ayahudi bamloba Pilato kuwa magolo gake balo babile batisulubishwa itekwanike, ni kuwa yega yabe itombolewe pae.
2b1320006d	Nga askari bapaisile ni kugatekwana magolo ga bandu ba kwanza na wa ibele ywabile atisulubiwa pamope ni Yesu.
2b1321005d	Pamuikile Yesu, batimkuta tayari ywabile tayari atiwaa, kwa eyo kabatekwana kwaa magolo gake.
2b13220061	Hata nyo, yumo wa askari atikunchoma Yesu mu'ubavu wake kwa mkuki, ni mara kababoka mase ni damu.
2b13230091	Ni ywembe ywalibonekeya lee aboite ushuhuda, ni ushuhuda bake ni wa kweli. Ywembe ywatangite kuwa chaakibaya ni cha kweli ili mwenga muamini kae.
2b1324006f	Makowe aga gapangite ili litimye lelo lineno lyalibayite lipate timya, “Ntopo hata wake yumo wautekwanike.”
2b13250044	Kae liandiko lyenge gabaya, “Balowa kulinga ywembe ywamchomile.”
2b132600eb	Baada ya makowe aga Yusufu wa Arimathaya, kwa kuwa abile mwanapunzi wa Yesu, lakini kwa siri kwa kuaogopa Ayahudi, atikunloba Pilato kuwa autole yega wa Yesu. Ni ywembe Pilato kampeya Ruhusa. Kwa eyo Yusufu kaisa kuuboywa yega wa Yesu.
2b132700a0	Ni ywembe Nikodemo ywabile hapo awali atikunkengama Yesu kilo ni ywembe kaisa. Ywembe aaletike mchanganyiko wa manemane ni udi, yapata uzito wa ratili mia jimo.
2b13280084	Kwa eyo kabautola yega wa Yesu bautabile mu'sanda ya kitani pamope ni galo manukato, kati yaibile desturi ya ayahudi muda wa kusika.
2b132900a0	Mahali ambapo Yesu atisulubilwa pabile ni bustani; nkati ya yelo bustani pabile ni likaburi lyaayambe ambalo ntopo mundu ywabile amewai kusikwa mu likaburi lee.
2b132a0084	Bai kwa kuwa yabile ni lisoba lya maandalio kwa Ayahudi, ni kwa nyonyonyo likaburi lyalibile papipi, bai kabam'beka Yesu nkati yake.
2b14010086	Bwamba lisoba lya kwanza lya wiki, kubele bado ni libendo, Mariamu Magdalena aisile mu'likaburi; abweni liwe lationdolewa pa'libaburi.
2b140200bd	Kwa eyo katiila mbio kuyenda ka Simoni Petro ni kwa yolo mwanapunzi ywenge ywampendli Yesu, boka po kaabakiya, “Batikuntola Ngwana mu'likaburi, ni twenga tutangite kwaa palyo ban'gonjike.
2b1403003d	Petro ni yolo mwanapunzi ywenge babokite, kuyenda palikabuli.
2b1404006e	Bote batitila mpamo; yolo mwanapunzi ywenge atitila kwa kasi muno zaidi ya Petro nakuika mulikaburi wa kwanza.
2b14050063	kayema ni kulola mu'likaburi; abweni yelo sanda ya kitani igonjike, lakini ajingya kwaa mulikaburi.
2b14060064	Simoni Petro ni ywembe kaisa ni kuyingya nkati ya likaburi. Abweni yelo sanda ya kitani igonjike pae
2b14070061	ni yelo leso yabile mu'ntwe wake yabile kwaa pamope ni sanda ila yabile igonjike pembeni kichake.
2b14080054	Nga yolo mwanapunzi ywenge ni ywembe paajingii nkati ya likaburi; abweni ni aminiya.
2b1409005a	Kwa kuwa mpaka muda woo watangite kwaa maandiko kuwa ipalikwe kuwa Yesu ayoke kae mu'kiwo.
2b140a0023	Boka po anapunzi bayei kae kichabe.
2b140b0069	Hata nyoo, Mariamu abile ayemi palikaburi atilela, kaayendeleya kulela ayemite ni kulolekeya mu'likaburi.
2b140c009e	Abweni malaika abele waibe ni sura nyeupe batami yumo pa'ntwe ni yumo mumagolo palyo agonjike Yesu. Ni bembe kaamakiya, “Nwawa, kwa mwanja namani walela?”
2b140d0064	Ni ywembe kammakiya, “Kwa sababu batikuntola Ngwana wango, nenga nitangite kwaa bam'bekite kwaako.
2b140e006c	Paayomwile kubaya ago, atikelebuka ni ambweni Yesu abile atiyema. Lakini atangite kwaa kati ayoo abile Yesu.
2b140f00d8	nI Yesu kam'bakiya, “Mao, kwa mwanja namani ulela? Umpala nyai?” Ni ywembe huku akidhani kuwa ni mtunza bustani kamakiya, “Ngwana, kati wenga utikuntola, nimakiyange umbekite kwaako, ni nenga nalowa kuntola.”
2b1410007c	Yesu kammakiya, “Mariamu.” Ni ywembe atikelebuka ni kummakiya kwa Kiaramu, “Raboni,” ayee nga kubaya, “Mwalimu.”
2b141100b6	Yesu kammakiya, “Kana unikamwe, mana bado niboka kwaa kuyenda kwa tate; ila uyende kwa alongo bango ni kuabakiya kuwa nalowa boka kuyenda kwa Tate yango ambae pia nga Tate winu.”
2b1412005e	Mariamu Magdalena kaisa kuabakiya anapunzi, “Nimweni Ngwana,” na kuwa ambakiye makowe aga.
2b141300c5	Paiikite kitamwinyo, lisoba lee, lisoba lya kwanza lya wiki, ni nnango wabile utabikwe palo babapunzi babile kabahofia Ayahudi, Yesu aisile ni kuyema nkati yabe ni kuabakiya, “Amani ibe kwinu,”
2b14140066	Paayomwile baya nyoo atikuwabonekeya maboko yake ni ubau wake. Ni anapunzi pabamweni Ngwana batipurai.
2b14150077	Boka po Yesu kavamakiya kae, “Amani ibe ni mwenga. Kati ya Tate ywanitumile nenga, nyonyonyo nenga naatuma mwenga.”
2b1416004f	Yesu paayomwile kubaya nyoo, atikubavuvia ni kuabakiya, Mumpoki Roho Mtakatifu.
2b1417005d	Yeyote ywaamsamehe sambi, batisamehelwa; ni balo mwalowa kuwa punguliya balowa pungulilwa.”
2b14180065	Thomaso, yumo wa balo komi ni ibele, ywakemelwa Didimas, abile kwaa ni anapunzi benge pa Yesu aisile.
2b141900de	Balo anapunzi benge bammakiye baadae, “Tumweni Ngwana.” Ni ywembe kaabakiya, “Mana nibweni kwaa alama za misumari mu'maboko gake, na kubeka idole yango mu'alama, ni kuweka maboko gango mu'ubau wake naaminiya kwaa.”
2b141a00a8	Baada ya masoba ncheche anapunzi bake babile mu'nyumba kae, ni Thomaso abile mpamo nabo. Muda woo nnango utabilwe Yesu ayemi nkati yabe. No baya, “Amani ibe kwinu.”
2b141b0071	Boka po kammakiya thomaso, beka kidole sako ni ubone maboko gango; wala kana ube wauaminiya kwaa ila uaminiye.”
2b141c004d	Ni ywembe Thomaso kanyangwa ni kummakiya, “Ngwana wango ni Nnongo wango.”
2b141d005c	Yesu kammakiya, kwa kuwa unibweni, uaminiya. Batibarikiwa balo baaminiya, bila kunibonekeya.
2b141e005f	Yesu apangite ishara zanyansima nnonge ya anapunzi bake, zabile zaandikwa kwaa mu kitabu chino;
2b141f0073	Ila za ziandikilwe ili muweze aminiya kuwa Yesu nga Kristo, mwana wa Nnongo, na kwamba muwe ni ukoto mu'lina lyake.
2b15010072	Baada ya makowe ago Yesu atikuidhihirisha kae kwa anapunzi bake mu'Bahari ya Tiberia; ayee nga aidhihirisha mwene:
2b15020087	Simoni Petro abile pamope ni Thomaso ywakemelwa Didimas, Nathanieli kana ya Galilaya, bana ba Zebedayo ni anapunzi wenge abele ba Yesu.
2b150300be	Simoni Petro kaabakiya, “Nenga niyenda kuvua omba.” Nabo kabammakiya, “Twenga, lae twayenda ni wenga.” Kabayenda ni kujingya mu'ngalaba, lakini kilo chee boti bapatike kwaa chochote,
2b15040054	Bwamba paakite, Yesu ayemite ufukweni, nabo anapunzi batangite kwaa kuwa abile Yesu.
2b15050062	Boka po Yesu kaabakiya”Ainja, mwabile ni chochote chakulya?” Ni bembe kanyangwa, “Hapana.”
2b150600b4	Kaabakiya, “Muuluye wavu upande wa kummalyo wa ngalaba, ni mwenga mwalowa pata kiasi.' Kwa eyo kabauluya wavu ni bembe aweza kwaa kulivuta kae kwa kuwa yabile ni omba wanyansima.
2b150700cb	Bai yolo mwanapunzi ywabile ampendile Yesu kammakiya Petro, “Ni Ngwana.” Ni ywembe Simoni Petro paayowine kuwa ni Ngwana, kaitaba nganju yake(maana abile awala kwaa inoite), Boka po kaitosa mubahari.
2b1508009f	Balo anapunzi bake baisa mu'ngalaba (mana babile kwaa kutalu ni pwani, yapata mita mia jimo boka ufukweni), ni bembe babile bakivuta nyavu zabile zitopii omba.
2b15090059	Paikite ufukweni, babweni mwoto wa mkala palo nnani yake pabile ni samaki mpamo ni nkate.
2b150a0044	Yesu kaamakiya, “Munnete baadhi ya omba mwamuapatike nambeambe.”
2b150b008a	Bai Simoni Petro atipanda ni kuutola wavu waubile utopii omba akolo, kiasi cha omba 153; japo babile banyansima, ila wavu upapwanike kwaa.
2b150c009c	Yesu kaamakiya, “Muiche mpate kipungwa nkanwa.” Ntopo hata yumo wa anapunzi bake ywathubutu kunnaluya, “Wenga wa nyai?” Batangite kuwa abile Ngwana.
2b150d004f	Yesu kaisa, katola wolo nkate, ni kuapeya, apangite nyonyonyo ni kwa balo omba.
2b150e005a	Ayee yaibile mara ya itatu kwa Yesu kuidhihirisha kwa anapunzi bake baada ya boka mu'kiwo.
2b150f00fb	Baada ya kuwa batabilwe mikanwa yabe, Yesu kammakiya Simoni Petro, “Simoni mwana wa Yohana je, wanipenda nenga kuliko aba?” Petro kayangwa, “Eloo, Ngwana; Wenga utangite kuwa nenga nakupenga.” Yesu kammakiya, “Balishe wana ngondolo wango.”
2b151000b1	Kamakiya mara ya ibele, “Simoni mwana wa Yona, je wanipenda?” Petro kammakiya, “Eloo, Ngwana; wenga utangite kuwa nakupenda.” Yesu kammakiya, “Sunga ngondolo wango.”
2b15110106	Kamakiya kae mara ye itatu, “Simoni mwana wa Yohana, je wanipenda?” Ni ywembe Petro atihuzunika kwa yaammakiye mara ya itatu, “Je wenga wanipenda? Ni ywembe kammakiya, Wenga utangite yote; utangite kuwa nakupenda.”Yesu kammakiya. Ubalishe ngondolo bango.
2b151200e1	Amini amini nakubakiya, paubile muinja ulizoea kuwala ngobo mwene na kuyenda kokote paupala yenda; lakini mana ubile mpindo, walowa nyoosha maboko gako, ni ywenge alowa kukuwalisha ngobo ni kukupeleka upalike kwaa kuyenda.”
2b15130092	Yesu kabaya nyoo ili kubonekeya ni aina gani ya kiwo ambacho Petro alowa kumtukuza Nnongo. Baada ya kugabaya ago, ammakiye Petro, “Nikengame.”
2b151400d4	Petro atikelebuka ni amweni yolo mwanapunzi ywapendilwe ni Yesu atikubakengama-Ayoo nga abile atikuiegemeza mu'kifua sa Yesu wakati wa chakulya cha kitamwinyo ni kunnaluya, “Ngwana, ywa nyai ywapala kukusaliti?
2b15150040	Petro amweni ni kunnaluya Yesu, Ngwana ayoo mundu apanga namani?
2b15160056	Yesu kanyangwa”Mana nipala abaki mpaka paniisile, lyakuhusu namani?” Nikengame.”
2b151700cf	Kwa eyo habari yee ibayilwe nkati ya balo alongo, kuwa mwanapunzi yoo awaa kwaa. Lakini Yesu ammakiya kwaa Petro kuwa mwanapunzi yoo awaa kwaa, “Kati nipala ywembe atame mpaka paniisile yakuhusu namani?”
2b1518007b	Ayee nga mwanapunzi ywatoa ushuhuda wa makowe agna nga ywaa aandikile makowe aga, ni tutangite kuwa ushuhuda wake ni kweli,
2b1519009a	Kwabile ni makowe yenge yanansima yaapangite Yesu. Kati kila limo mana liandikilwe, ulimwengu wote utosha kwaa kuibeka vitabu vya viandikilwe makowe gake.
2c00000011	Matendo ga Mitume
2c0101005a	Kitabu cha kwaembo nikiandikie, Thefili, kanibaya goti Yesu atumbwi kugapanga na pundisha,
2c01020084	mpaka lisoba ambayo ywembe atipokelewa kunani. Ayee yabile payapitike amri pitya kwa Roho mtakatifu kwa mitume bayomwile kuwachawaa.
2c0103009b	Baada ya teswa kwake, Jwembe abonekine panga aikoti nathibitika kwanansima kaishuhudia. Kwa masoba arobaini abonekine kasabe na alongela likowe lya Nnongo.
2c01040092	Napabakwembine nabo pamope nabo, abakiye kana babuke Yerusalemu, ila balende kwa ajili ya ahadi ya Tate, bembe, batibaya, “Mwayowine boka kwango
2c0105006a	panga Yohana alibatiza kabisa kwa mase, lakini ywabatizwa kwa Roho Mtakatifu katika masoba aga machunu.”
2c01060059	Napabakwembine pamope batikwinaluya, “Ngwana muda go ngawa kelebukeya Israel ufalme?”
2c01070067	Jwembe atikwabakia, lyengo lino mwangali tanga majira ambayo Tate atikusudia kwa mamlaka gake mwene.”
2c010800b3	Lakini mwapokya ngupu, wakati walowa icha Roho Mtakatifu kunani yinu na mwenga mwalowa panga masaidi bango mwabote mu'Yerusalemu na Uyahudi yoti na Samalia mpaka mwiso wa nchi.”
2c01090091	Ngwana Yesu payomwile longela goo, pababile kabalolekeya kunani, ywembe apotwilile nnani, na liunde lyatikumwekelya bamweni likae kwa minyo gabe.
2c010a0062	Wakati kabalolekeya kunani kayenda gapula, Bandu abele bayemi pakatikati yabe baweti mangobo mauu.
2c010b00af	Batibaya, “Mwenga mwabandu ba Galilaya, mwanja namani muyema pa kumlolekeya kumaunde?” Ayoo Yesu ywangulwike kunani, alowa buyangana nyonyo kati mwamumweni kayenda kunani.
2c010c0076	Ngababuyangana Yerusalemu boka pa kitombe sa Mizeituni, ambao ubile papipi ni Yerusalemu, mwendo wa lisoba lya Sabato.
2c010d00b7	Pabaikite bayei mughorofa mwabatamage. Na bembe ni Petro, Yohana, Yakobo, Andrea, Filipo, Thomaso, Batholomayo, Mathayo, Yakobo mwana wa Alfayo, Simoni Zelote na Yuda mwana wa Yakobo.
2c010e0091	Boti babile mpamo kati mundu yumo, kwa juhudi babile batiyendelya katika maombi pamope na ago babile anwawa, Mariamu mao gake Yesu, na anja bake.
2c010f0048	Katika masoba ago Petro ayemi katikati ya alongo, kati bandu 120, abaya,
2c0110009e	Alongo, ibile lazima panga maandiko gatimizwe, ambapo zamani Roho Mtakatifu abaya kwa nkanwa wa Daudi husiana na Yuda, ambaye abaelekeza balo bankamwile Yesu.
2c01110051	Mana ywembe abile yumo witu na apeyilwe lifungu lyake na faida ya ayee huduma.”
2c0112008a	(Nambeambe yoo apemite lieneo kichelo chapeyilwe kwa ubaya wake atitumbuka alongwiye ntwee, yega yatipapwanika matumbu panja gatipekanika.
2c0113008d	Bote babatamaye Yerusalemu bayowine kuhusu likowe lee, na lieneo lyoo balikemite kwa lugha yabe “Akeldama” ango ni “ngunda wa myai.”)
2c011400a1	“Mu kitabu sa Zaburi iandikilwe,” Lenda lenda lieneo lyake ube hame na kana iruhusiwe hata yumo tama palo,'na 'Ruhusa mundu ywenge aitole nafasi ya utawala.'
2c01150074	Ayoo nga muhimu, kwa eyo, yumo wa alalome ambao batiambatana natwenga wakati Ngwana Yesu aboi na kujingya kati yitu,
2c01160072	tumbwile mu'ubatizo wa Yohana mpaka lisoba lelo lyapotwilwe kunani, lazima abe shahidi ba ufunuo pamope ni twenga.
2c01170063	“Babekite nnongi yabe analome abele, Yusufu ywakemelwa Barnaba, ambae ywakemelwa Yusto na Mathia.
2c01180083	Bembe balobite kababaya, “Wenga, Ngwana, uitangite mioyo ya bandu bote, nga nyoo beka mbolika ywaako kati ya abele aba abachawile
2c0119005a	kuitola nafasi katika huduma na utume, ambayo Yuda apangite ubou na yendya mahali pake.”
2c011a0074	Bapigite kura kwa ajili yabe, na kura yatimwangukia Mathia ywabile atibalangilwa pamope na balo mitume komi na jimo.
2c0201003d	Paikite lisoba lya Pentekoste, bote babile pamope sehemu imo.
2c02020060	Ghafla lyapitike limbonga boka kunani kati mbepo kale, ngautweliya nyumba yote mwababile batami.
2c0203005c	Hapo kabapitya lulimi, kati lulimi lwa mwoto zatigawanyika, ibile nnani yabe kila yumo wabe.
2c0204006e	Bembe bote batwelilwe na Roho Mtakatifu na batumbwile baya kwa lugha yenge, kati yelo Roho atibajalia longela.
2c02050058	Babile Ayahudi babatamage Yerusalemu bandu ba Nnongo, boka kila litaifa pae ya kumaunde.
2c0206008d	Nundumo paziwowanike, likundi lya bandu liisile pamope na babile ni wasiwasi kwa sababu kila mundu bayowine bakilongela kwa lugha yake mwene.
2c0207004f	Batisangala muno, bembe kababaya, “Kweli aba bote balongela Baagalilaya kwaa?
2c02080045	Kwa mwanja namani twayowine, kila yumo katika lugha tubelekilwe nayo?
2c0209006c	Waparthia na Bamedi na Baelamu, na bembe batama Mesopotamia, Uyahudi, na Kapadokia, na katika Ponto na Asia,
2c020a005a	katika Frigia, Pamfilia, katika Misri, na sehemu ya Libya hata Kirene, na ageni boka Rumi,
2c020b0071	Ayahudi na baongofu, Bakrete na Baarabu, twayowa bakilongela katika lugha yitu kuhusu kazi ya uweza wa Nnongo.”
2c020c0058	Bote babile batishangala na tatanishwa; balongela bembe, “Ayee ibile na maana gani?”
2c020d0047	Lakini benge batidhihaki kababaya, “Aba banywile mvinyo wa ayambe.”
2c020e00af	Lakini Petro ayemi pamope na balo komi na jimo, ngabendya kaabakiya, “Bandu ba Yudea na bote mwatama pano Yerusalemu, lee liyowanike kwinu, muliyowe kwa makini maneno gango.
2c020f0051	Bandu aga batangite kwaa kati yamugawaza, kwa sababu ayee nga bwamba wa saa tatu.
2c02100035	Lakini lee libile latilongelwa pitya kwa nabii Yoeli.
2c021100bd	Yalowa katika masoba ga mwisho, Nnongo abaya, napengana Roho bango kwa bandu bote. Bana binu na alombo binu balowa piya unabii, anchembe binu balola maono, na apindo binu walowa lota ndoto.
2c0212006a	Nyonyonyo nnani ya batumishi bango ba kale katika masoba ago, naapekaniya Roho wango, bembe balowa tabiri.
2c02130064	Nalowa kuwabonekeya maajabu nnani ya'anga na ishara pae ya dunia, myai, mwoto na mapundisho ga lyoi.
2c0214006f	Liumu lalowa badilishwa na kuwa libendo na mwei kuwa myai, kabla kuisa kwa lisoba likolo na ya ajabu ya Ngwana.
2c02150054	Yalowa pangika ya kwanza kila yumo ywabile alikema lina lya Ngwana alowa lopolelwa.'
2c021600d1	Bandu ba Israeli, mugayowe maneno aga: Yesu wa Nazareti, mundu ywathibitishwa na Nnongo kwinu kwa matendo ga uweza na maajabu, na ishara ambazo Nnongo pitya ywembe katikati yinu, mana mwenga mwabene mutangite.
2c02170092	Kwa sababu ya mpango waukusidiwa tangu mwanzo, na maarif ga Nnongo apiyilwe na mwenga, kwa maboko ga bandu baarifu, mwatikunsulubisha na kumulaga.
2c0218006f	Ywabile Nnongo atikundondobeya, aboyele uchungu wa kiwo chake, kwa sababu iwezekana kwaa kwake kumilikiwa nabo.
2c02190095	Nga nyo Daudi abaya kuhusu ywembe, “Nimweni Ngwana daima nnongi ya minyo bango, ywembe abile luboko lwangi lwa mmaliyo nga nyoo bai nasogezwa kwaa.
2c021a006e	Kwa eyo mwoyo wango ubile na puraha na lulimi lwango watipuraishwa. Yega yango kae walowa tama katika ujasiri.
2c021b0054	Uileka kwaa nafsi yango iyende kuzimu, wala uruhusu kwaa Mtakatifu wako kubona uozo.
2c021c005f	Wenga utijidhihirisha kwango ndela ya ukoto, walowa nipanga nijae puraha nnongi ya minyo gako.'
2c021d0091	Mwalongo, naweza longela kwinu kwa ujasiri kuhusu tate bitu Daudi, ywembe awile na sikwa, na kaburi lyake libile pamope ni twenga hata nambeambe.
2c021e0083	Nga nyo abile nabii na atangite kuwa Nnongo atilapa kwa kilapo sake, panga alowa beka yumo katika ubeleki wake katika iteo sa enzi.
2c021f0056	Alibweni lee mapema, na abayite kuhusu ufufuo wa Kristo,'wala abile alekwa kwaa kuzimu
2c0220003f	Ayoo Yesu-Nnongo atimfufua, ambaye twenga twabote ni mashahida.
2c022100b7	Kwa eyo, abile atiinulilwa katika luboko lwa kummalyo ba Nnongo, na abile atimpokya ahadi ya Roho Mtakatifu boka kwa Tate, Ywembe atimimina ahadi yee, ambaye mwenga mwabona na kuyowa.
2c02220057	Mana Daudi angolwike kwaa yendya kumaunde, lakini abaya,'NGWANA abaya kwa Ngwana wango.
2c02230062	“Tama luboko lwango lwa kummalyo, mpaka panibapanga maadui bako kigoda kwa ajili ya magolo gako.
2c0224008d	Kwa eyo nymba yote ya Israeli na itange kwa hakika panga Nnongo abapangite ywembe kuwa Ngwana na Kristo, yolo Yesu ambaye mwatimsulubisha.”
2c0225006f	Pabayowine nyoo, basonywi katika mioyo yabe, kabammakiya Petro na mitume yenge, “Mwalongo, tupange namani?”
2c022600ac	Na Petro kaabakiya, “Muipange toba na Mbatizwe, kila yumo winu, katika lina lya Yesu Kristo kwa ajili ya msamaha wa sambi yinu, na mwalowa pokya zawadi ya Roho Mtakatifu.
2c0227007e	Mana kwinu ni ahadi na kwa bana binu na kwa balo bote babile kutalu, bandu banyansima kwa kadri Ngwana Nnongo witu paakema.”
2c0228005a	Kwa maneno ganyansima ashuhudia na kubasihi, “Muilopwe boka katika ibeleko yee kiovu.”
2c02290061	Nga kabapokii maneno gake na kaabatiza, hapo kabaongezeka katika lisoba lee kati nafsi elfu tatu.
2c022a005f	Kabayendelya katika mapundisho ya mitume na ushirikiano, katika kuumega mkate na katika maombi.
2c022b0057	Hofu yaisa nnani ya kila nafsi, na maajabu ganyansima na ishara zapangika pitya mitume.
2c022c003d	Bote baaminiya babile pamope na kuwa na ilebe yabembe pamope,
2c022d0056	na bapemeya ilebe na milki yabe na kugawanya kwa bote lingana na hitaji lya kila yumo.
2c022e00aa	Nga nyoo lisoba baada ya lisoba kabayendelea babile na lengo limo katika hekalu, na batiumega mkate mu'nyumba, na batishiriki chakulya kwa puraha na unyenyekevu wa mwoyo;
2c022f0072	Batimsifu Nnongo na babile na kibali na bandu bote. Ngwana atibaongeza lisoba kwa lisoba ambao babile batilopolwa.
2c03010048	Pita na Yohana babile banaelekya katika hekalu muda wa maombi, saa tisa.
2c030200bc	Mundu fulani, kiwete tangu belekwa, abile alibebwa kila masoba na abile agonjike katika nnango wa hekalu akemwa mzuri, ili aweze kuloba sadaka boka kwa bandu babile bakielezwa mu'lihekalu.
2c03030048	Abweni Petro na Yohana batikaribia kujingya mu'lihekalu, alobite sadaka.
2c03040046	Petro atimkazia minyo, pamope na Yohana, abayite, “Tulole twenga.”
2c03050044	Kiwete ngamlolekeya, atazamiya kupokya kilebe fulani boka kwa bembe.
2c03060097	Lakini Petro kabaya, “fedha na dhahabu nenga nibile kwaa, lakini chelo nibile nacho naitoa kwako. Katika lina lya Yesu Kristo wa Nazareti, utyane.”
2c03070084	Petro nga nkamwa kwaluboko lwake lwa mmalyo, na kunkakatuya nnani: mara jimo magolo gake na vifundo vya mifupa gake vyapatike ngupu.
2c03080088	Karuka kunani, mundu iwete ayemi na tumbwa tyanga; kajingya mu'lihekalu pamope na Petro na Yohana, atyanga na kuruka, na kumsifu Nnongo.
2c0309002e	Bandu bote bamweni katyanga na kumsifu Nnongo.
2c030a00a1	Kabayowa panga abile ni yolo mundu ambaye abile atama kaloba sadaka mu'nnango mzuri wa hekalu; batishangala muno na kustaajabu kwa sababu ya chelo chaboka kwake.
2c030b0077	Namna abile abakamwile Petro na Yohana, bandu bote kwa pamope kabatila mu'ukumbi ukemwa wa Sulemani, batishangala muno.
2c030c00e3	Petro paaibweni lee, ywembe kabayangwa bandu, “Mwenga bandu ba Israeli, kwa mwanja namani mwatishangala? Kwa mwanja namni mugaelekeza minyo yinu kwitu, kati panga tumpangite yolo atyange kwa nguvu yitu bene au uchaji witu?”
2c030d00ce	Mungu wa Ibrahimu, na wa Isaka, na wa Yakobo, Nnongo wa Tate yitu, atimtukuza mmanda wake Yesu. Ayoo nga ambaye mwenga mwampeya na kumkamwa nnongi ya minyo wa Pilato, japo ywembe abile atiamua kumleka huru.
2c030e0054	Mumkanikiya Mtakatifu na ywabile na haki, na badala yake mkataka muuaji alekwe huru.
2c030f0071	Mwenga mwatimbulaga Mpwalume wa ukoto, ambaye Nnongo atimfufua boka kwa bandu ba kiwo-Twenga ni mashahidi ba lee.
2c031000bf	Nambeambe, kwa imani katika lina lyake, mundu yoo ambaye mwamweni na kuyowa, apangite kuwa na nguvu. Imani ambayo yapitya kwa Yesu impeya ywembe afya yee kamilifu, nnongi yinu mwenga mwabote.
2c0311005f	Nambeambe, mwalongo, nitangite panga mupangite katika ujinga, nga nyoo bapangite viongozi winu.
2c0312007e	Lakini makowe ambayo Nnongo atiabakiya mapema kwa mikanwa ya manabii yote, panga yolo Kristo atateseka, nambeambe atiyatimiza.
2c03130088	Kwa eyo, mutubu na mkerebuke, ili panga sambi yinu iweze kuondolewa kabisa, kusudi iise nyakati za kuburudika bokana na uwepo wa Ngwana;
2c03140044	na panga aweze kumtuma Kristo ambaye achawilwe kwa ajili yinu, Yesu.
2c031500a2	Ywembe ywabile ambae lazima kumaunde impokee mpaka muda wa kukerebuliwa kwa ilebe yote, ambayo Nnongo atilongela zamani za kale kwa mikanwa ya manabii batakatifu.
2c0316008e	Hakika Musa abaya, “Ngwana Nnongo alowa inua nabii kati nenga boka katika alongo binu, Mwalowa yowa kila kilebe ambacho alowaabakiya mwenga.
