2800000005	Mateu
2d03180053	Vavikitwe cha kuluka feela cha chishemo chakwe cha kuhazwa kwina mwa Kelesite Jesu.
2d0319008f	Ireeza ava leti Keresite Jesu kutiave chitavelo che ntumelo mumalaha akwe. Ava hi Keresite kuti a ve vupaki vo kuluka. kakuli kana va loli zivi
2d031a00ce	zo kuma sule cha vuiswalo vwakwe. Izi ziva pangahali che mboniso zakuluka kwakwe mweinu inako. Izi zivena vuti ili kuti atondeze kuluka kwakwe, ni kutondeza kuti ushemuva zumwi ni zumwi che ntumelo ya Jesu.
2d031b0062	Kulitemba kwina kuhi? kuvazwisiwa. Cho wuhi mulawo? Ya mitendo? Nanta, kono cha mulawo we ntumelo.
2d031c004c	Tu kolwa kuti muntu uvikwa yo lukite che ntumelo nikusena mitendo yo mulawo.
2d031d0063	Kapa Ireeza nji Ireeza wa ma Juda vulyo? Kapa kana njiyena Ireeza wa machava? Eni, wa machava navo.
2d031e0071	Heva, initi, Ireeza yenke, vavayi mumupato kavapange valukite che ntumelo, ni vasena vavayi mumupato che ntumelo.
2d031f004c	Nji kuti tumana mulawo che ntumelo? Kete ni kuve vulyo, Kono, tukoza mulawo.
2d0401004c	Chizi cwale mutuwambe kuti Aburahama, isukuzwetu chokuya che nyama, avawani?
2d04020076	Kakuti haiva Aburahama ava shemuviwa che misevezi, navavi nevaka lyo kuwola kuli temba, kono isiñi havusu bwe Ireeza.
2d0403005f	Kono awamba nzi mañolo? “Aburahama ava zumini Ireeza, mi ivavalirwa kwali kuva yo lukite.”
2d04040057	Lyahanu kwali yoseveza, ituwero zavo kazisupiwa uvu chishemo, kono uvu icho chava wana.
2d0405006d	Kono kwali uzo yasa sevezi kono iye uzumina muyenke yo shemuva vapanga zivi, itumero yakwe avali uvu ilukite.
2d04060054	Davida naye ava wambi imbuyoti ha muntu kozo Ireeza wavala kuluka nikusena misevezi.
2d0407004d	Ava wambi, “Imbuyoti javo zivi zavo ziva wonderwa, mi zivi zakwe za bwikwa.
2d04080037	Imbuyoti njo mukwame uzo Simwine kete avalire chivi.”
2d040900aa	Linu inzi imbuyoti zivawambwa vulyo havo vavayi mumupato, kamba nikwavo vasana vavayendsi mumupato? Kakuti tuwamba, “Itumero ivava lirwa kwa Aburahama sina yolukite.”
2d040a0081	Cwale ivavalirwa vule? Aho Aburahama havali mumupato, kamba naseni kuya mumupato? Kena ivali mumupato, kono naseni kuya mumupato.
2d040b00f3	Aburahama ava tambuli chisupo cho mupato. Ichi ivali iswayo lyo kuluka lye tumero iyo yavali kukwete kale aho naseni kupangiwa mupato. Mamanisezo echi chisupo ivali kuti avezi kuva isi wavonse avo vazumina, nangati kuti vena mukusaya mumupato.
2d040c0104	Ichi kutalusa kuti kuluka muku valilwe ku vali. Iyi italusa kuti Abrahama avezi kuva isi wo mupato kwavo veza isiñi fela kwavo vakwazwa ku mupato, kono nikwavo ve chilila mihato ye shetu Abrahama. Mi iyi nji ntumeloyava kwina nayo kuvava seni va panga mupato.
2d040d009e	Kaho kena ivali cho mulao kuti insepiso iva hewa kwa Abrahama niku vana vakwe, iyi nsepiso kuti kavave va yoli ve nkanda. Kono, ivali choku kuluka kwe tumero.
2d040e0062	Lyahanu haiva avo vawira kumulawo vayoli, itumero ipangitwe mukungulu, mi isepiso chiyavuzwa ziho.
2d040f004d	Kakuti mulawo uleta vukali, kono aho hasena mulao, kamba kuva ho kusechilira.
2d04100106	Cheli ivaka ichi chivapangahali che tumero, iri kuti iwole kuva che chishemo. sina mamanikizo, isepiso jovu niti luli ku lusika lonse. Mi ululusika kaluhindilire isiñi vulyo avo vezi mulao, kono vulyo navo vazwa kwi tumero ya Aburahama. Kakuti ji shetu tuvonse,
2d041100be	sina haiñoletwe, “Niva kupangi isi we kanda zingi.”Aburahama avali kwina havusu bwakwe uzo wava sepete, ili uzo, Ireeza, uha vuhalo kuva fwire niku supa zintu zisakwina kuku va kwateni.
2d041200bb	Nihakuva vulyo onse masukuluko ahanze, Aburahama chovundume ava sepete Ireeza kuzo kuvusu. Cwale cheza kuva isi wekanda zingi, chokuya kwecho chiva wambwa, “Ilyo jeteve ishika lyako.”
2d041300e6	Kena avali ku fokola mwitumero. Aburahama avazuwisisi kuti muvili wakwe iyemwine kena uvali kuwola kuva ni mwana (kakuti chavali we zirimo zo mwanda zava hali). Hape avazumini kuti ivumo lya Saara kena livali kuwola kuhinda mwana.
2d04140090	Kono chevaka lye sepiso ze Ireeza, Aburahama kena ava hakanyehi mukusa zumina. Lyahanu, avali kukozetwe mwi tumero ni kuha milumbeko kwe Ireeza.
2d04150050	Avali kuzumine luli kuti icho Ireeza cha va sepisi, naye ava woli kwizuzirikiza.
2d0416003b	Hakwina vulyo ichi nacho chiva valilwa kwali uvu yo lukite.
2d04170047	Lyahanu kena ziva ñolerwe chevaka lyazasa wane, izo zivavalirwa kwali.
2d04180078	Ivali kuñolelwe vulyo ni kwetu, kwavo vete ivalilwe, iswe tuzumina mwali uzo yava vusi Jesu Simwine wetu kwavo vafwire.
2d04190048	Uzu jiyena avali kuherwe chezivi zetu mi ava vuswa kutu panga vashiyeme.
2d0501005a	Linu bulyo tutendetwe bashiyeme chetumelo, twina inkozo ni Ireeza ka mfumwetu Jesu Kreste.
2d0502009f	Chakwe hape tuwola kuwana itumelo mwe chishemo chituzimene kuchili. Tusanga chesepo yatuha Ireeza mukuya kubusu, isepo yete ni tuli yabele mwi kanya ya Ireeza.
2d05030036	Nanta kanjezi bulyo, kono tusanga ni mumasukuluko etu.
2d05040067	Twizi kuti masukoluko aleta kulikoza. Kulikoza kuleta kusepahala imi kusepahala kuleta isepo yaku busu.
2d05050075	Iyi isepo kaileti maswabisisa, mukuti ilato lye Ireeza libe tiwa mwi nkulo zetu che Luhoho Lujolola, luba hewa kwitu.
2d05060052	Munako hatusana tubena ziho, chenako iswanela Kreste aba fwile basazuni ze Ireeza.
2d05070084	Kokutalusa kuti, kukabo kuti zumwi awole kufwila zumwi muntu yoshiyeme. Njichona ichi, mwendi zumwi mwa sake kufila muntu yoshiyeme.
2d05080061	Kono Ireeza a batondezi ilato lyekwe kwetu, mukuti hatubachili batendi chive, Kreste aba tufwili.
2d0509006a	Kuekeza aho, linu, hahanu kakuli tobajolozwa cha malaha akwe, katuba tupulwiswe chawo kubukali bwe Ireeza.
2d050a00b4	Kakuli heba kuti, atubachili tuzila, tubabozinsani inkulo ni Ireeza chefu lya mwanakwe, kuekeza hezo linu, hatumana kuba babozinsene inkulo, kana katube ba pulwise chebuhalo bwako.
2d050b0076	Isiñi cho bulyo, kono tusanga hape ni Ireeza cha Simwine wetu Jesu Kreste, chakwe tuba tambuli kubozinsana kwe nkulo.
2d050c00a6	Nihakwina bulyo, chive muchibe njilili muchisi cha mutu yenke, cheyo inzala ifu libenjili che chive. Imi ifu nilya hasana kubantu bonse, mukuti bonse babatendi chive.
2d050d0070	Kulindila kutwala haisi mulao, chive chibena muchisi, kono kana kubena kuli zuminina chive kokuti kakwina mulao.
2d050e00aa	Nahakuba bulyo, ifu liba kuyendisa kuzwa kwa Adama kuya kwa Mushe, nanga abo basana baba tendi chive ubu nji Adama chokubula ikute kwakwe, yabali mutala wozo lyaba kwiza.
2d050f00ee	Kono ni hakuba bulyo, impo yakuhewa bulyo kaikoli ubu kuluta mulao. Mukuti che mwilandu ya yenke bangi baba fwi, nihakulibulyo zingi zibatendwa kechishimo che Ireeza imi ni mpo ka chishemo cha muntu umwina, Jesu Kreste, chi njihile bangi.
2d051000ee	Mukuti impo kaikoli ubu chintu chizwa kuchatendwa muntu watenda chive. Munzila imwi, inkutulo yaku nyanswa ibakezi chebaka lya chive cha muntu umwina. Kono munzila imwi, impo itubahewa bulyo ibezi cha kubonisa buniti mumasule ezive zingi.
2d051100cb	Mukuti haiba, cha chive cha muntu umwina, ifu liba busi cha muntu umwina, kuekeza aho kana bana bete bawane kwinjiha kuamana ni mpo ya chishemo imi impo yakuluka ibusa cha buhalo bwa umwina, Jesu Kreste.
2d05120091	Linuhe, cha chive cha umwina bonse bantu baba atulwa, ni hakuba bulyo cha mutendo wonke wa chishemo uba lite intukuluho yabuhalo bwa bantu bonse.
2d051300ab	Mukuti chokubula inkutwiso kwa muntu umwina bungi bwabo baba babatendwa batendi bazichive, ni hakuba bulyo che nkutwisiso yamuntu umwina bungi bwabo baba tendwe basheyeme.
2d05140081	Kono mulao uba kezi bulyo nawo, mukuti chive pona chi wole kwi njiha. Kono hena chive chingi, chishemo chi kanduha ni kuhitiliza.
2d051500a1	Izi ziba tendahali mukuti, ubu chive hachiba busi mwifu, Nikuba bulyo chishemo pona chiwole kuyendisa cha busakusima mubuhalo bukeza ka Jesu Kreste Simwine wetu.
2d06010053	Linu katutende chihi? Kana tuzwile habusu mu chive ili kuti chishemo chitwinjihile?
2d0602004b	Sanzi kubi bulyo. Iswe tubafwili muchive, chinzi hatusiwola kuhala muchili?
2d06030062	Naa kuti katwizi kuti bonse baba kolobezwa mwizina lya Jesu Kreste baba kolobezwa ni mwifu lyakwe?
2d060400aa	Tuba zikiwa, linu, naye chenkolobezo ye fu. Ichi chibatendahali kebaka lyakuta kuti Kreste aba buki kuba fwile ke kanya ya Tayo, linu naswe tuswanela kuhala buhalo buhya.
2d0605005d	Mukuti heba chitwakopana naye mukutabela ifu lyakwe, mutu kakopane hamwina nimwi nzuho yakwe.
2d06060091	Twizi izi, kuti zive zetu zonse ziba kokotelwa naye, kutendela kuti mubili we chive usinyiwe. Izi zibatendahali ili kuti sanzi tusebeliswa Chive.
2d06070031	Iye yabafwi natenda zilukite mukukuteka mu chive.
2d06080048	Kono haiba tubafwi ni Kreste, tuzumina kuti naswe mutuhale naye hamwina.
2d0609004a	Twizi kuti Kreste ababuswa kubafwile, imi kasifwile. Ifu kalisibusi mwali.
2d060a007c	Chobulyo kuamana nifu lyabafwi chalyo muchive, abafwi kamwina kuhindilila. Nihakuba bulyo, buhalo bwahala, uhala cha Ireeza.
2d060b0063	munzila iswana, nanwe mulibike mukufwila muchive, kono muhalile kwa Ireeza mwizina lya Jesu Kreste.
2d060c0039	Chobulyo sanzi mulekeleli chive kubusa mumibili yenu ifwa
2d060d00f5	Sanzi mutambiki zilama zamibili yenu kuchive, kuti ibe zisebeliso zabana bapanga zisalukite. kono mulitambike kwa Ireeza, sina bafwile ba chibahala hanu. imi mutambike zilama za mibili yenu kwa Ireeza aipange zisebeliso zabana bapanga zishiyeme.
2d060e0066	Sanzi mulekeleli chive kumiyendisa. kakuli kamuchihali cha mulao, kono chimwina mwikonde lye chishemo.
2d060f0070	Kuti nzi linu? Naa mutupange chive kakuli twina mwikonde lya mulao, imi mwi konde lye chishemo? Keti kube bulyo.
2d061000d3	Naa mwizi kuti mulibika mwikonde lya muntu kutenda za laela kakuba bulyo musanduka bahikana bakwe, iye imukuteka? Iyo initi kapa mubahikana ba chivi chimitwala kwifu, kapa bahikana bamamela zibatwala kuzishieme.
2d06110096	Imi tulitumela kwa Ireeza! Chobulyo inwe mubali mubahikana ba chive, imi mubazumini chenkulo zenu zonse nikwichilila kwi ntuto zimubalutwa zimubahewa.
2d06120047	Imi muba lukululwa kuchive, imi muba tendwa bahikana batenda zishiyeme.
2d06130103	Niwamba chamubili wabantu kebaka lya bufokoli bwa mibili yenu. Chamukwa uwo mubaneli zilama za mibili yenu kuba bahikana kuzintu zisashiyeme nimuzintu zibi, kamukwa uswana, Munele zilama za mibili yenu kuba bahikana batenda zishiyeme kutendela kuti mujolozwe.
2d0614004a	Chobulyo hamubali mubahikana be chive, mubalukuluhite kumbali yazishiyeme.
2d06150073	Cheyo inako, miselo imubawani njeihi kuzintu zimubakutenda zichi zimiswabisa hanu? Imi mupuzo wezo zintu zonse ifu.
2d0616008f	Imi mubalukululwa kuchive linu cheli mubahikana ba Ireeza, imi chimwina muselo wakujolola. Imi mupuzo buhalo busamani. Imi mupuzo we chive ifu,
2d06170055	kono mupuzo wamahala wa Ireeza buhalo busamani mwi zina lya Jesu Kreste Simwine wetu.
2d07010074	Kapa kawizi, bakwangu (mukuti, nikwete kuwamba kubantu bezi mulao), mukuti mulao njoyendisa muntu inako yose yahala?
2d0702007a	Mukuti mwanakazi yosesetwe usuminwa chamulao kwamwihyabwe hebanachihala, kono mukwame hafwa, chazwisiwa kumulao wamasenso.
2d070300bd	Linuhape, cheyoinako mwihyabwe nachihala, heba nakahala ni wungi mukwame, kasupiwe musangu. Kono heba mwihyabwe ufwa, ulukuluhute kumulao, linu kena musangu, heba nakekala ni wungi mukwame.
2d070400b8	Chobulyo, bakwangu, mubatendwa bafwile kumulao chamubili wa Kiriste. Ichi chitendahala bulyo kuti mubemubantu bonke, linuhe, kozo yababuswa kubafwile, kuti tubike zichelantu za Ireeza.
2d0705006b	Mukuti hatubena munyama, itakazo zechive zibabusuluswa kubamwi bentu chamulao kuleta zichelantu kukati ifu.
2d07060090	Konohanu tubalukululwa kumulao. Tubafwi kechina chibatusumine. Ichi china bulyo mukuti tusebeze mubuhya bwaluhuho imi isini mukusupala kweñolo.
2d070700e5	Katuwambe nzi linu? Kana mulao uwo wine chive? Kanzi nikubebulyo hape. Nihakubabulyo, ninisana nibezibi chive, heba nikusana kubabi chamulao. Mukuti ninisana nibezibi kuti kulakaza chive hesi mulao hawuwamba, “kanzi ulakazi.”
2d0708007a	Kono chive chiba hindi chibaka mumulao imi libaleti ilato lisali lyeniti kwangu. Mukuti hebakakwina mulao, chive chifwile.
2d07090060	Mwinako yimwi nibakuhala ni kusena mulao, kono mulao hawiza, chive chichahala, imi ime chinafwa.
2d070a002c	Mulao ubakuleta kuhala ubaleti kufwa kwangu.
2d070b005b	Mukuti chive chibawani chibaka mumulao, imi chibanichengeleli. Kakuya chamulao chibanihayi.
2d070c0043	Chobulyo mulao ujolwele, ni taelo ijolwele, yinahande ni kushiyama.
2d070d00d1	Kana chilotu chibabi ifu kwangu? Kanzi ni kubi bulyo. Kono chive, chibatondezi bubi mukati kabulotu, kubaleti kufwa kwangu. Ichi chibabi bulyo kuya chamulao, chive chiwola kuba chintu chibi chisawolwi kupimwa.
2d070e0058	Mukuti twizi kuti mulao luhuho, kono ime ninyama. Nibawuzwa kuti nibeni mutanga wechive.
2d070f0076	Mukuti chonse chinitenda, kanichizuwisisi. Mukuti chonse chinisaka kutenda, kanichitendi, imi chinitoyete, nichitenda.
2d07100047	Kono heba nitenda chinisasaki, ni zuminzana ni mulao kuti mulao mulotu.
2d07110042	Kono hanu kaichili ime yozitenda, kono chive chihala mukati kangu.
2d07120089	Mukuti nizi kuti china kwangu, njichina munyamayangu, kakuhali chituchilotu. Mukuti itakazo yezilotu yina name, kono kaniwoli kuchitenda.
2d07130054	Mukuti zilotu zinisaka kutenda kanizitendi, kono zive zinisasaki kutenda, zinitenda.
2d07140060	Linuhanu haba nitenda chinisasaki kutenda, linu kayichili ime yochitenda, kono chive china name.
2d07150059	Niwana, linu, mazimo enakwangu akuti nisaka kutenda chilotu, kono chive initi china name.
2d07160031	Linu nitabela mulao we Ireeza ni muntu wina name.
2d0717008f	Kono nibona mazimo angi muzilama zenyamayangu. Zilwisana ni mazimo aboko kwangu. Ziletwa kusuminwa kwa mazimo echive ena muzilama zenyamayangu.
2d0718003b	Nimuntu yasena ituso! Njeni yese anizwise mowu mubili wefu?
2d071900aa	Kono kulitumela kube kwa Ireeza ka Jesu Krisite Simwine wentu! Linuhanu, ime nimwine nisebeleza mulao wa Ireeza nengana. Nihakubabulyo, mwinyama nisebeleza mazimo echive.
2d08010037	Lyahanu kakwina ku atuliwa kwavo vena mwa Kresite Jesu.
2d0802006b	Kakuti itayero zo Luhuho lo buhalo mwa Kresite Jesu iba ni sanduli yo lukuluhite ku milao ye chivi ni ifuu.
2d080300cd	Kwecho mulao kena uva woli kuchipanga che vaka lyokuti kena uva kwina manta che nyama, Ireeza avakwina. ava tumini mwanakwe muku saka chivi che nyama kwiza ku munewila kuchivi mi ava atulu chivi mwi nyama.
2d0804007e	Ava pangi izi kuti zitokwahala zo mulao zi wole kwi zuzilikizwa mwetu, iswe tuyenda isiñi che nyama, kono chokuya cho Luhuho.
2d0805008d	Avo vahala chokuya che nyama va twaliza muhupulo kuzintu ze nyama, kono avo va hala chokuya ko luhuho va twaliza muhupulo ku zintu zo Luhuho.
2d08060044	Kaho muhupulo we nyana ifu, kono muhupulo we Luhuho vuhalo ni nkozo.
2d08070060	Iyi njikuti muhupulo we nyama ilwisa Ireeza, kaho kaimwina mumulao wa Ireeza, kapa iwoleka kuva.
2d0808002c	Avo vena mwi nyama kavawoli kutavisa Ireeza.
2d0809009c	Nihakuva bulyo, kamwina mwi nyama kono mu Luhuho, haiva initi kuti Luhuho lwe Ireeza luhala mwenu. Kono haiva zumwi kena Luhuho lwa Kreste, kavalilwa kwali.
2d080a0064	Haiva Kreste wina mwenu, muvili ufwile cho kukuteka chivi, kono Luhuho luhala cho kukuteka kujolola.
2d080b009b	Haiva Luhuho lwakwe yava vusi Jesu kuvafu lyi hala mwenu iye yava vusi Kreste kuvafu kamihe vuhalo mane ni mu mivili yenu cha Luhuho lwakwe, ya hala mwenu.
2d080c004f	Cwalehe, vamukulwangu, tu korota, kono isike kwi nyama kahala chokuya ke nyama.
2d080d007a	Kaho haiva muhala chokuya che nyama, china hafuhi nikufwa, kono haiva cha Luhuho mwihaya mitendo yo mivili yenu, kamuhale.
2d080e003c	Kaho vangi va yendiswa Luho lwa Ireeza, ava vaana va Ireeza.
2d080f0085	Kaho kena muva tambili Luho lo kusuminwa hape kuti mu tiiye. Kono, muva tambuli Luho lo kuañulwa, kowo utu lira, “Abba, Father!”
2d08100044	Luho ulo lyine luhindite vupaki ni luho lwetu kuti tuvana ve Ireeza.
2d08110091	Haiva tu vana, cwale tuvajovoli, va jovoli ve Ireeza. mi tuva jovoli hamwina ni Jesu, haiva luli tu nyanda naye njokuti tuka nyemunwe naswe naye.
2d0812005c	Kaho ihinda kuti manyando eyinu inako ka swaneli ku vambañwa ni nkaya yete vonahazwe kwetu.
2d08130054	Kokusaka luli zintu zi livelelwe zo kuvumbwazilindile kuvonehala kwa vana va Ireeza.
2d08140062	Kaho kuvumbwa kuva kuketetwe, isike cho kusaka kwateni, kono kwali yava chiketi. Ina mukukola luli
2d08150071	kuti kuvumbwa uko kwine kakuhewe kuzwa ku vukova ku vola, mi kailetwe mwi ntukuluho ye nkanya ya vaana ve Ireeza.
2d08160054	Kaho twizi kuti kuvumbwa konse kwina mukulira ni misevezi ichisa hamwina nanga hanu.
2d081700a1	Isike fela izo, kono nanga iswe tuvene, vena miselo ye ntanzi yo Luho-nanga iswe tuvene tulivuza kukati ketu, kulindiza kuañulwa kwetu, kuwulwa kwe mivili yetu.
2d08180095	Kaho cho vundume vakwe tuva hazwa. Kono icho chituva ni vundume kuchili ka chipangahale ni chiseni kuvoneka, kaho kozo ulindiza kwecho cha vona kale?
2d08190055	kono haiva tuva ni vundume kwecho chitusa voni, cwale tulindza ni nkulo inde kuchili.
2d081a007b	Mwinzila iswana, Luho lutusa hape mutushekesha. Kaho ka twizi mutu swanela ku lapelera, kono Luho ulo lwine lyitu lapelera.
2d081b006c	Iye yo saka wizi mihupulo ye Luhuho, kakuti utu lapelera muchivaka cha valumeli chokuya chentanto ye Ireeza.
2d081c006a	Twizi kuti kwavo va saka Ireeza, useveza zintu zonse hamwina kuva vulotu, kwavo vava sumpwa chokuya kwali.
2d081d007a	Kakuti kwavo va vezivi kale, avava hupuleli kale kuva chiswaniso cha mwanakwe, kuti avo we ntanzi mukati ka mizwale vakwe.
2d081e0081	Avo vava hupuleli kale, avo avava sumpi hape. Avo vava sumpi, ava avava pangi ku jolola. Avo vava jolozi, avo hape avava nyemuni.
2d081f005e	Chinzi hape chese tu wambe kuamana izi zintu? Haiva Ireeza nji wetu, njeni yo wola ku tilwisa?
2d08200066	iye yasena va katwi mwanakwe kono ava muhi muchisa chetu, keta wole vule hape naye kutuha zintu zonse?
2d08210045	Yate lete kuhambiliza kwavo va keta Ireeza? Ireeza njiyena ya joloza.
2d08220097	njeni yata watule? Kreste njiyena yava tufwili, mi niku hita izo, ava vuswa hape. Niyendisa ni Ireeza mu chivaka china ikute, mi njiyena yo tulapelera.
2d08230068	Njeni yasa tuzwise kwi rato lya Kreste? manyando, kapa inzala, kapa kusa zwata, kapa inkozi, kapa kasho?
2d08240067	Sina mwiñolelwe, “chokukoma kwako twihaiwa izuva ni zuva. tuva kuhindwa sina ingu iya kukwihaiwa.”
2d08250029	Mwezi zonse zintu tuvakomi mwali utusaka.
2d0826009a	kaho niva zumini kuti kapa ifu, kapa vuhalo, kapa ma ñiloyi, kapa mivuso, kapa zintu zina koo, kapa zintu zete zize, kapa manta, kapa vule, kapa vutungi,
2d08270071	kapa chintu chimwi cha vumbwa, chete chi wole kuni zwisa kwi rato lya Ireeza, lyina mwa Kreste Jesu Simwine wetu.
2d09010061	Ni wamba vuniti mwa Kreste, kani chengi, mi muhupulo wangu uhindite vupaki name muluho lu Jolola,
2d09020040	kuti kwangu kwina kulira kukando niku chiswa ku nkulo kusa mani.
2d0903008e	Kaho ni sepa kuti ime ni mwine ni kutiwe nikuvikwa ku mbali kuzwa kwa kreste che vaka lya vamukulwangu, avo va mushovo wangu chokuya ke nyana.
2d09040062	Ma isilaele. vena ku añulwa, inkanya, chilikani, impo zo mulao, kulumbeka kwe Ireeza, ni nsepiso.
2d09050078	Va sukukulu vava sukulu kwava kazwi Kreste wa keza ni kute kwi nyama- Iye yali Ireeza konse. Alumbekwe kuya kwile. Amen.
2d09060061	Kono kena kuti insepiso za Ireeza za kanga. Kaho kena vonse vena mwa Isilaele vazwa mwa Isilaele.
2d09070064	mane ni vaana va Abrahama vaana vakwe ve niti. Kono, “nji ka Isaac kuti vaana venu kava sumpwe.”
2d0908005e	Icho njikuti, vaana ve nyama kena vaana ve Ireeza. Kono vaana ve nsepiso va vikitwe nji vaana.
2d09090054	Kaho ilyi nji linzwi lye nsepiso: “keyi nako munize, mi mwana kahewe kwa Sarah.”
2d090a0054	Isiñi fela ichi, kono haisi Rebecca naye ava zalwa cha mukwame yenke, Ishetu Isaac-
2d090b00c8	kaho vaana kena vavali kuzalitwe mi kena vava pangi chintu chilotu kapa chimbi, njokuti intokwahalo za Ireeza chokuya chokuli ketela chiwole kuzimana, isiñi cha mitendo, koho chevaka lyakwe yo sumpa-
2d090c0036	iva wambwa kwali, “mukulwana ka seveleze muhwile.”
2d090d0052	iswana sina muiva ñolelwa: “Jacovo niva kumusaka, kono Esau niva kumutoyete.”
2d090e0047	Cwale he katu wambe nzi? kwina kusa jolola ni Ireeza? kanji ipangahali.
2d090f007d	Kaho uwamba kwa Mushe, “kanive ni chishemo kozo yete ninive ni chishemo, mi kanive ni nkumbo kwali yete ninive ni kumbo.”
2d09100064	Cwalehe, kena kuti nji kwakwe we ntato, kapa iye yo mata, kono ivaka lya Ireeza, yo vonisa chishemo.
2d091100a1	Kaho iñolo lyi wamba kwa Pharoah, “kelyi vaka niva kunyemuni, njokuti ni sondeze manta angu kwako, mi hape kuti izina lyangu lyive kuwambwa mwifasi lyonse.”
2d09120050	Cwalehe, Ireeza wina chishemo kwavo va saka, mi avo va saka, uvapanga kusa zuwa.
2d0913005f	Kamuwambe cwalehe kwangu, “chinzi hasi wana zifoso? kaho yense ya vazimani he ntato yakwe?”
2d091400a0	kwimbali imwi, mukwame, njeweni witava havusu vwe Ireeza? kana china chiva vumbwa kachiwole kuwamba kozo yava chivumbi, “Chinzi hova ni pangi mwinzila umu?”
2d09150095	muvumbi kena mulao hewulu lye tope kupanga kwi lambi iswana ni chivikilo cho musevezi wo vutokwa, mi ni chimwi chivikilo chokusevelisa izuva ni zuva?
2d0916008d	Cwale haiva Ireeza, ya saka ku vonisa vukali niku panga manta akwe aziveke, ava lindizi ninkulo inde yo kuvika vukali vwakwe che nchanganiso?
2d09170081	Cwale kape ava pangi izi njokuti ezivahaze chifumu che nkanya yakwe mukati kezi vukilo ze chishemo, yava vikili kumasule inkanya?
2d09180072	Cwale kape ava chitupangili naswe, avo vava sumpi hape, isiñi fela mukati ka Majuda, kono hape niku ma Genitiles?
2d09190077	Sina ha wamba hape mwa Hosea: “kani sumpe vantu vangu vasena vavali vantu vangu, ni musakiwa wakwe yasena va kusakwa.
2d091a0079	mi kaive kuti kuiva ka wambwa kuvali iva wambwa kuvali, 'kena muvantu vangu; aho kavasumpwe' vaana ve Ireeza yo hala.'”
2d091b0078	Isaya ulila Isilaele, “haiva i nombolo ya vaana va Isilaele iswana sina ivu lye wate, kaive za shala kwezo ziva hazwa.
2d091c003e	Kaho Simwine mwahinde linzwi lyakwe he fasi, yahanu niku mana.
2d091d0044	Mi iswana sina Isaya hava wambi, “haiva Simwine kena va siyi vaana
2d091e0057	Katu wambenzi cwale? kuti ma Genitiles, kena vave chilili kuchena, kuchena kwe ntumero.
2d091f0041	Kono Isilaele, vave chilili kuchena ko mulao, kena vava siki koo.
2d09200063	Ivaka ncinzi? kakuti kena vava ichilili che tumero, kono che misevezi. Vava nkumi hechwe lyokukuma,
2d0921007e	sina muivañolelwe, “lole, ni lele mwa Zion ichwe lyokukuma ni hechwe lya mafosisa. iye ya zumina muchili kete aswaviswe.”
2d0a01004d	Bamwangu, intakazo ye inkulo yangu ni inkupo yangu kwa Ireeza, kuhazwa kwabo.
2d0a02005f	Sina haniha bupaki kuamana nabo kuti bena inchiseho kwa Ireeza, kono isiñi chokuya che inzibo.
2d0a030072	Kakuti kabezi kuluka kwa Ireeza, imi basaka kuzaka kuluka kwabo bene. Kena babali tuli kunsi yo kuluka kwa Ireeza.
2d0a040054	Kakuti Kirisite nji mwi zuzilikizi wo mulao cho kuluka kwa zumwi ni zumwi yo zumina.
2d0a050071	Kakuti Mushe uñola kuamana ni kuluka kuzwa ku mulao: “Muntu yo panga kuluka kwa mulao kahale cho ku kuluka.”
2d0a060091	Kono kuluka kuzwa kwi intumelo kuwamba ichi, “Kanji u wambi mwi inkulo yako, 'Njeni yese akambame mwi wulu?' (cho kuti, kuleta Kirisite hansi);
2d0a070072	imi kanji uti, 'Njeni yesa shetumukile mwilindi lisena ma manimani?”' (cho kuti, ku zikula Kirisite kuba fwile).
2d0a080081	Kono iwamba nzi? “Linzwi lina he mbali nawe, mukaholo kako imi ni mwi inkulo yako.” Ilyo nji linzwi lye intumelo, li tuwamba.
2d0a090086	Mukuti haiba cha kaholo kako uwamba kuti Jesu nji Simwine, imi ni kuzumina mwi inkulo yako kuti Ireeza aba mubusi kuba fwile, kohazwe.
2d0a0a0050	Kakuti che inkulo muntu uzumina cho kuluka, imi cha kaholo u lemuha cha kuhazwa.
2d0a0b0044	Kakuti iñolo liwamba, “Yense yo zumina kwali kese na swabiswe.”
2d0a0c0086	Kakuti kakwina inshutano mukati ka Mujunda ni Mugerike. Kakuti Simwine uswana nji Simwine wa bonse, imi ufumite kubonse basumpa kwali.
2d0a0d0033	Kakuti yense yo sumpa he zina lya Simwine ka hazwe.
2d0a0e0083	Cwale linu kaba sumpe bule kwali ubasena ba bazumini? Mu ba zumine bule mwali ibasena ba bazuwi? Mu ba zuwe bule nikusena mukutazi?
2d0a0f007d	Cwale kaba kutaze bule, kwanda haba tumwa? Sina mukuñolelwe, “Malotu bule mantende abo bawamba makande a zintu zi lotu!”
2d0a10006b	Kono bonse kena ba tekelezi kwi ivangeli. Mukuti Isaya uwamba, “Simwine, njeni ya ba zumini iñusa lyetu?
2d0a110045	Linu intumelo iza cha kuzuwa, imi ni kuzuwa cha linzwii lya Kirisite.
2d0a12008c	Kono ni wamba, “Kana baba zuwi?” Eee, cho buniti. “Mulumo wabo ubayendi mwi inkanda zonse, imi manzwi abo ku mamani mani e inkanda.”
