280000000c	מתתיהו
2c1407014d	און דעם ערשטן טאג פון דער וואך, ווען מיר זענען זיך צונויפגעקומען צו ברעכן ברויט, האט פוילוס געדרשנט צו זיי, האבנדיק בדעה צומארגנס אפצופארן; און האט מאריך געווען די דרשה ביז האלבער נאכט.
2c14080094	און עס זענען געווען א סך לאמפן אין דער אויבערשטוב, וואו מיר זענען געווען פארזאמלט.
2c140901e3	און אויפן פענצטער איז געזעסן א געוויסער בחור, מיטן נאמען עווטיכוס, (וועלכער) איז אריינגעפאלן אין א טיפן שלאף; און בשעת פוילוס האט נאך אלץ פארצויגן מיט זיין דרשענען, האט דער שלאף אים בייגעקומען, און ער איז אראפגעפאלן פונם דריטן שטאק, און מען האט אים אויפגעהויבן א טויטן.
2c140a011b	פוילוס אבער איז אראפגעגאנגען, און איז ארויפגעפאלן אויף אים, און ארומנעמענדיק אים, האט ער געזאגט: באאומרואיקט זיך נישט, ווארום די נשמה זיינע איז (נאך) אין אים.
2c140b0119	און איז ארויפגעגאנגען, האט געבראכן דאס ברויט, און (אליין) טועם געווען, און נאך לאנג מיט זיי גערעדט, ביז עס איז געווארן שחרית‎, און אזוי איז ער אוועקגעגאנגען.
2c140c009f	און דאס בחור האט מען געברענגט צופירן א לעבעדיקן, און זיי האבן זיך נישט ווייניק געטרייסט.
2c140d013e	מיר אבער זענען געגאנגען פארויס צו דער שיף, און האבן זיך אוועקגעשיפט קיין אסוס, כדי דארטן אויפצונעמען פוילוסן; ווארום אזוי האט ער באפוילן, ווייל אליין האט ער געוואלט גיין צופוס.
2c140e00bf	און ווען ער האט זיך מיט אונדז געטראפן אין אסוס, האבן מיר אים אויפגענומען, און זענען געקומען קיין מיטילענע.
2c140f0156	און ווייטער פארנדיק פון דארטן, זענען מיר דעם נעכסטן טאג אנגעקומען אנטקעגנאיבער כיוס; און דעם אנדערן טאג זענען מיר געקומען קיין סאמאס; און דעם פאלגענדיקן טאג זענען מיר געקומען קיין מילעטוס.
2c14100155	ווארום פוילוס האט באשלאסן פארבייצופארן עפעזוס, כדי ער זאל נישט דארפן פארלירן קיין צייט אין (קליין) אזיען; ווייל ער האט זיך געאיילט, ווי ווייט מעגלעך פאר אים, צו זיין אין ירושלים אויף שבועות.
2c14110091	און פון מילעטוס האט ער געשיקט קיין עפעזוס, און געלאזט רופן די זקנים פון דער קהלה.
2c1412014f	און ווען זיי זענען געקומען צו אים, האט ער צו זיי געזאגט: איר ווייסט אליין, וויאזוי איך האב מיך אויפגעפירט צווישן אייך די גאנצע צייט, פון דעם ערשטן טאג אָן, ווען איך בין געקומען קיין אזיען,
2c141300de	דינענדיק דעם האר מיט יעדער עניוות און מיט טרערן און נסיונות, וועלכע זענען געקומען אויף מיר דורך די פארשווערונגען פון יידן;
2c14140113	ווי איך האב גארנישט פארהוילן פון אייך פון דעם, וואס איז נוצלעך, אז איך זאל עס נישט האבן געזאגט צו אייך, און אייך געלערנט, סאי עפנטלעך סאי פון הויז צו הויז,
2c141500ab	עדות זאגנדיק צו יידן און צו גריכן וועגן תשובה צו ה׳ און אמונה אין אונדזער האר יהושע/ישוע המשיח.
2c141600b9	און זע, איצט, געבונדן אינם גייסט, גיי איך קיין ירושלים, נישט וויסנדיק, וואס עס וועט מיך דארטן באגעגענען,
2c141700c5	אחוץ דעם, וואס דער רוח הקודש איז מעיד צו מיר אין יעדער שטאט, אזוי צו זאגן, אז עס ווארטן אויף מיר קייטן און צרות.
2c141801a5	נאר איך האלט, אז מיין לעבן איז נישט ווערט די רייד, אזוי טייער איז עס פאר מיר, אויב איך זאל נאר קענען פארענדיקן דעם לעבנס לויף מיינעם, און די עבודה, וואס איך האב באקומען פון דעם האר יהושע/ישוע, עדות צו זאגן פון דער גוטער בשורה פון ה׳ס חסד.
2c14190105	און זע, איצט ווייס איך, אז איר וועט מער קיינמאל נישט זען מיין פנים, איר אלע, צווישן וועמען איך בין ארומגעגאנגען, אויסרופנדיק דאס קעניגרייך פון ה׳.
2c141a00a2	דערפאר בין איך מעיד צו אייך דעם היינטיקן טאג, אז איך בין ריין פון דעם בלוט פון אלע (מענטשן).
2c141b0098	ווארום איך האב מיך נישט צוריקגעהאלטן, אייך נישט אנצוזאגן דעם גאנצן ראט ווילן פון ה׳.
2c141c0113	היט זשע זיך און די גאנצע סטאדע, אויף וועלכער דער רוח הקודש האט אייך באשטימט פאר משגיחים, כדי צו פאשען ה׳ס קהלה, וועלכע ער האט געקויפט מיט זיין אייגן בלוט.
2c141d00df	איך ווייס, אז נאך מיין אוועקגיין וועלן אריינקומען צווישן אייך בייזע וועלף, וואס וועלן נישט האבן קיין רחמנות אויף דער סטאדע;
2c141e00ae	און פון אייך אליין וועלן אויפשטיין מענער, וואס רעדן פארקערטע זאכן, אפצונייגן די תלמידים נאך זיך.
2c141f0129	צוליב דעם זאלט איר שטיין אויף דער וואך, געדענקענדיק, אז במשך פון דריי יאר האב איך נישט אויפגעהערט, בייטאג און ביינאכט, צו זאגן מוסר צו יעדן איינעם פון אייך מיט טרערן.
2c14200118	און איצט לאז איך אייך איבער אויף ה׳ס באראט און צום ווארט פון זיין חסד, וועלכער האט די מאכט אייך צו דערבויען און אייך צו געבן די ירושה צווישן אלע געהייליקטע.
2c14210072	זילבער, אדער גאלד, אדער מלבושים, האב איך פון קיינעם נישט באגערט.
2c142200d4	איר אליין ווייסט, אז די דאזיקע הענט מיינע האבן מיר געדינט פאר מיינע הצטרכותן און פאר די הצטרכותן פון מיינע באגלייטער.
2c14230143	אלץ האב איך אייך געוויזן, אז הארעווענדיק אויף אזא אופן, דארף מען העלפן די שוואכע, און געדענקען דעם האר ישועס ווערטער, ווייל ער אליין האט געזאגט: עס איז וויילער צו געבן ווי צו נעמען.
2c142400a9	און נאך דעם ווי ער האט דאס געזאגט, האט ער גענייגט זיינע קניען, און מתפלל געווען מיט זיי אלעמען.
2c142500c3	און עס איז געווארן צווישן אלע א שטארק געוויין, און זיי זענען געפאלן פוילוסן אויפן האלדז און האבן אים געקושט,
2c14260100	זייענדיק שמערצלעך באטריבט, אם מערסטן איבער דעם ווארט, וואס ער האט געזאגט, אז זיי וועלן מער נישט זען זיין פנים—און האבן אים באגלייט צו דער שיף.
2c15010158	און עס איז געשען, ווען מיר האבן זיך אפגעשיידט און זענען אוועקגעפארן פון זיי, פארנדיק אין א גראדער ריכטונג, זענען מיר געקומען קיין קאס, און דעם נעכסטן טאג קיין ראדאס, און פון דארטן קיין פאטארא;
2c150200bd	און אזויווי מיר האבן געפונען א שיף, וואס איז געגאנגען קיין פעניציען, זענען מיר איינגעשטיגן און אפגעפארן.
2c15030150	און דערזעענדיק די (אינדזל) קפריסין, און איבערלאזנדיק זי אויף לינקס, האבן מיר זיך אוועקגעשיפט קיין סיריען, און זענען אנגעקומען קיין צור; ווארום דארטן האט די שיף געזאלט אויסלאדן איר פראכט.
2c1504012a	און נאך דעם ווי מיר האבן אויפגעזוכט די תלמידים, זענען מיר דארט פארבלייבן זיבן טעג; און זיי האבן גערעדט צו פוילוסן דורך דעם רוח (הקודש), נישט ארויפצוגיין קיין ירושלים.
2c15050172	און ווען מיר האבן געהאט געענדיקט די טעג, זענען מיר ארויסגעגאנגען און אוועקגעפארן; און אלע האבן אונדז באגלייט מיט די פרויען און קינדער ביז אויסער דער שטאט; און מיר האבן געקניט אויפן ים ברעג און תפילה געטאן;
2c150600d4	דערנאך האבן מיר זיך געזעגנט איינס מיטן אנדערן, און זענען איינגעשטיגן אויף דער שיף, זיי אבער האבן זיך אומגעקערט אהיים.
2c15070112	און מיר האבן פארענדיקט די ים רייזע פון צור, און זענען אנגעקומען קיין פטאלעמייס; און אפגעגעבנדיק שלום צו די ברידער, זענען מיר פארבלייבן ביי זיי איין טאג.
2c1508013a	און צומארגנס זענען מיר ארויסגעגאנגען, און זענען געקומען קיין קיסריה; און זענען אריינגעגאנגען אין דעם הויז פון פיליפוס דעם מבשר, איינער פון די זיבן, און איינגעשטאנען ביי אים.
2c1509008b	דער דאזיקער (פיליפוס) האט געהאט פיר טעכטער בתולות, וועלכע האבן נבואות געזאגט.
2c150a00cc	און בשעת מיר זענען (דארט) פארבלייבן א סך טעג, איז אראפגעקומען פונם (לאנד) יהודה א געוויסער נביא, מיטן נאמען אגאבוס.
2c150b01a4	און קומענדיק צו אונדז, האט ער גענומען פוילוסנס גארטל, האט זיך געבונדן די פיס און די הענט, און געזאגט: דאס זאגט דער רוח הקודש: דעם מאן, וועמעס גארטל דער איז, וועלן די יידן אין ירושלים אזוי בינדן, און (אים) איבערגעבן אין גויישע הענט אריין.
2c150c00ba	און ווען מיר האבן דאס געהערט, האבן מיר און די דארטיקע אים געבעטן, אז ער זאל נישט ארויפגיין קיין ירושלים.
2c150d0167	דעמאלט האט פוילוס געענטפערט: וואס טוט איר, וואס איר וויינט און צעברעכט מיר דאס הארץ? ווארום איך בין גרייט נישט בלויז געבונדן צו ווערן, נאר אויך צו שטארבן אין ירושלים פאר דעם נאמען פונם האר יהושע/ישוע.
2c150e00c1	און אזויווי ער האט זיך נישט געלאזט איבעררעדן, האבן מיר שטיל געשוויגן, אזוי צו זאגן: זאל געשען דעם הארס רצון!
2c150f00ac	און נאך די דאזיקע טעג האבן מיר איינגעפאקט אונדזערע זאכן, און זענען ארויפגעגאנגען קיין ירושלים.
2c15100132	און עס זענען אויך מיטגעגאנגען מיט אונדז אייניקע פון די תלמידים פון קיסריה, מיטפירנדיק א געוויסן מנאזאן, פון קפריסין, אן אלטער תלמיד, ביי וועמען מיר האבן געזאלט וואוינען.
2c15110097	און ווען מיר זענען געקומען קיין ירושלים, האבן די ברידער אונדז אויפגענומען מיט שמחה.
2c151200af	און דעם נעכסטן טאג איז פוילוס מיט אונדז אריינגעגאנגען צו יעקבן, און אלע זקנים זענען אהינגעקומען.
2c151300c8	און אפגעגעבנדיק זיי שלום, האט ער באריכות דערציילט אלץ, וואס ה׳ האט געטאן צווישן די אומות העולם דורך זיין עבודה.
2c1514010d	און הערנדיק דאס, האבן זיי געלויבט ה׳; און צו אים געזאגט: דו זעסט, ברודער, וויפל טויזנטער יידן עס זענען, וועלכע גלויבן, און אלע זענען קנאים פאר דער תורה;
2c1515019c	און מען האט זיי (פאלשע קלאנג) דערציילט וועגן דיר, אז דו לערנסט אלע יידן, וועלכע געפינען זיך צווישן די אומות העולם, זיך אפפאלן פון (תורת) משה, זאגנדיק, אז זיי זאלן נישט מל זיין די קינדער, און זיך נישט נוהג זיין לויט די (יידישע) מנהגים.
2c15160081	וואס זשע וועט זיין? אין יעדן פאל וועלן זיי (דאך) הערן, אז דו ביסט געקומען.
2c151700b3	טו דעריבער דאס, וואס מיר וועלן דיר זאגן: ביי אונדז געפינען זיך פיר מענער, וועלכע האבן א נדר אויף זיך;
2c151801c4	נעם די דאזיקע און רייניק דיך מיט זיי, און באצאל פאר זיי, כדי זיי זאלן זיך לאזן אפגאלן דעם קאפ; און אלע וועלן וויסן, אז אין דעם, וואס זיי האבן געהערט וועגן דיר, איז גאר נישטא (קיין אמת). נאר אז דו אליין גייסט אויך אויפן דרך הישר (דרך ה׳), און היטסט אפ די תורה.
2c15190142	און וואס שייך די גויישע מאמינים, האבן מיר שוין געשריבן א בריוו, באשליסנדיק, אז זיי זאלן זיך אפהיטן (צו עסן) פון קרבנות צו אפג-טער און פון בלוט און פון דערווארגן (פלייש) און פון זנות.
2c151a01a9	פוילוס האט דעמאלט גענומען די מענער, האט זיך גערייניקט מיט זיי דעם אנדערן טאג, און איז אריינגעגאנגען אין בית המקדש אריין, און געלאזט וויסן די דערפילונג פון די טעג פון רייניקונג, ביז עס זאל געברענגט ווערן דאס קרבן פאר יעדן איינעם פון זיי.
2c151b0148	און ווי די זיבן טעג האבן זיך שוין באלד געהאט געענדיקט, האבן יידן פון (קליין) אזיען אים דערזען אין בית המקדש, און האבן אויפגעהעצט דעם גאנצן המון, און ארויפגעלייגט זייערע הענט אויף אים,
2c151c01ad	שרייענדיק, אנשי ישראל, העלפט: דער דאזיקער מענטש איז עס, וואס לערנט אלעמען אומעטום קעגן דעם (יידישן) פאלק און דער תורה און דעם דאזיקן מקום (קדוש), נאכמער, ער האט אפילו אריינגעפירט גריכן אין בית המקדש אריין און פארשוועכט דאס דאזיקע מקום קדוש.
2c151d00fd	ווארום זיי האבן פריער געהאט געזען טראפימוסן דעם עפעזער אין דער שטאט מיט אים; און געמיינט, אז פוילוס האט אים אריינגעפירט אין בית המקדש אריין.
2c151e014f	און די גאנצע שטאט האט זיך באוועגט, און עס איז געווארן א צוזאמענגעלויף פון פאלק; און זיי האבן געכאפט פוילוסן און אים ארויסגעשלעפט אויסער דעם בית המקדש; און גלייך האבן זיך די טירן געשלאסן.
2c151f00e1	און ווי זיי האבן אים געוואלט טייטן, איז געקומען א שמועה צום הויפטמאן פון דער אפטיילונג, אז גאנץ ירושלים איז אין אן אויפברויז.
2c15200108	האט ער גיך גענומען זעלנער און אפיצירן, און איז אראפגעלאפן צו זיי; און דערזעענדיק דעם הויפטמאן און די זעלנער, האבן זיי אויפגעהערט צו שלאגן פוילוסן.
2c1521010b	דאן איז דער הויפטמאן צוגעגאנגען, האט אים ארעסטירט, און באפוילן מען זאל אים בינדן מיט צוויי קייטן, און האט געפרעגט, ווער ער איז, און וואס ער האט געטאן.
2c15220138	און יעדער איינער אינם המון האט עפעס אנדערש געשריגן; און נישט קענענדיק זיך דערוויסן אויף זיכער, צוליב דעם געטומל, האט ער באפוילן, מען זאל אים אוועקפירן אין דער פעסטונג אריין.
2c152300a8	און ווען ער איז געקומען צו די טרעפ, האבן די זעלנער אים געטראגן צוליב דעם געדרענג פון דעם המון;
2c1524006f	ווארום די פאלקסמאסע האט נאכגעפאלגט, שרייענדיק: אוועק מיט אים!
2c15250139	און בשעת פוילוס האט געזאלט אריינגעפירט ווערן אין דער פעסטונג אריין, האט ער געזאגט צום הויפטמאן: צי איז עס מיר דערלויבט עפעס צו זאגן צו דיר? און ער האט געזאגט: דו קענסט גריכיש?
2c1526010f	צי ביסטו דען נישט דער מצרי, וועלכער האט מיט א געוויסער צייט צוריק געמאכט א מרידה, און ארויסגעפירט אין דער מדבר אריין די פיר טויזנט מענער פון די סיקרים?
2c152700ec	האט פוילוס געזאגט: איך בין א ייד פון טארסוס אין קיליקיען, א בירגער פון אן אנגעזעענער שטאט; בעט איך דיך, דערלויב מיר צו רעדן צום פאלק.
2c15280167	און ווען ער האט עס אים דערלויבט, האט פוילוס זיך געשטעלט אויף די טרעפ, און געמאכט א צייכן מיט דער האנט צום פאלק; און אז עס איז געווארן א גרויסע שטילקייט, האט ער גערעדט צו זיי אויף לשון קודש, אזוי צו זאגן:
2c16010071	ברידער און פאטערס, הערט איצט אויס מיין פארטיידיקונג פאר אייך—
2c160200ca	און ווי זיי האבן דערהערט, אז ער רעדט צו זיי אויף לשון קודש, האבן זיי זיך נאך רואיקער פארהאלטן; און ער האט געזאגט—
2c160301d9	איך בין א ייד, געבוירן אין טרסוס אין קיליקיען, דערצויגן אבער בין איך געווארן (דא) אין דער דאזיקער שטאט, ביי די פיס פון (תנא רבן) גמליאל, און מען האט מיך פלייסיק געלערנט די תורה פון אונדזערע אבות, און א קנאי בין איך געווען פאר ה׳, ווי איר אלע זענט עס ביים היינטיקן טאג.
2c160400d2	און דעם דאזיקן (דרך ה׳) דרך האב איך גערודפט ביז צום טויט, בינדנדיק און איבערגעבנדיק אין תפיסה אריין מענער און פרויען.
2c160501ae	ווי אפילו דער כהן גדול וועט עס מיר עדות זאגן און דאס גאנצע בית הזקנים, פון וועמען איך האט באקומען בריוו צו די ברידער, און בין געגאנגען קיין דמשק צו ברענגען אויך די, וואס זענען דארטן געווען, געבונדן קיין ירושלים, כדי זיי זאלן באשטראפט ווערן.
2c1606010a	און עס איז געשען, בשעת איך בין געווען אויפן וועג און האב מיך דערנענטערט צו דמשק, ארום האלבן טאג האט מיך פלוצלונג ארומגעלויכטן א גרויס ליכט פון הימל.
2c160700ba	און איך בין אנידערגעפאלן אויף דער ערד, און האב געהערט א קול זאגן צו מיר: שאול, שאול, וואס פארפאלגסטו מיך?
2c160800cb	און איך האב געענטפערט: ווער ביסטו, האר? און ער האט צו מיר געזאגט: איך בין יהושע/ישוע פון נצרת, וועמען דו פארפאלגסט.
2c160900ee	און די, וואס זענען מיט מיר געווען, האבן געזען דאס ליכט, נאר דאס קול, וואס האט גערעדט מיט מיר, האבן זיי נישט (מיט פארשטענדיקייט) געהערט.
2c160a0149	און איך האב געזאגט: וואס זאל איך טאן, האר? און דער האר האט צו מיר געזאגט: שטיי אויף, גיי קיין דמשק; און דארטן וועט דיר (שוין) געזאגט ווערן וועגן אלעם, וואס איז דיר באשטימט געווארן, צו טאן.
2c160b010c	אזויווי אבער איך האב נישט געקענט זען צוליב דעם גלאנץ פון יענעם ליכט, בין איך געקומען קיין דמשק, געפירט ביי דער האנט פון די, וואס זענען מיט מיר געווען.
2c160c00df	און א געוויסער חנניה, א ג‑טספארכטיקער מאן לויט דער תורה, וועלכער האט געהאט א גוטן שם ביי אלע יידן, וואס האבן דארט געוואוינט,
2c160d00f6	איז געקומען צו מיר, און איז געשטאנען לעבן מיר, געזאגט: ברודער שאול, ווער ווידער זעענדיק! און אין דער זעלביקער שעה האב איך געקוקט אויף אים.
2c160e0103	און ער האט געזאגט: דער ג‑ט פון אונדזערע אבות האט דיך אויסדערוויילט, צו וויסן זיין רצון און צו זען דעם צדיק און צו הערן א קול פון זיין מויל ארויס.
2c160f009c	מחמת דו וועסט זיין אן עדות פאר אים צו אלע מענטשן פון דעם, וואס דו האסט געזען און געהערט.
2c161000c9	און איצט וואס צעגערסטו? שטיי אויף, לאז דיך טובל זיין אין דער מקווה, און וואש אפ דיינע זינד, אנרופנדיק זיין נאמען.
2c161100de	און עס איז געשען, בעת איך האב מיך אומגעקערט קיין ירושלים און האב תפילה געטאן אין בית המקדש, בין איך אריינגעפאלן אין א טראנס,
2c161200f2	און האב אים געזען זאגן צו מיר: ^אייל דיך, און גיי ארויס געשווינט פון ירושלים, ווייל זיי וועלן (דא) נישט אננעמען דיין עדות זאגן וועגן מיר.
2c161300e3	און איך האב געזאגט: האר, זיי אליין ווייסן (דאך), אז איך פלעג איינזעצן אין תפיסה און שלאגן אין אלע שולן די, וועלכע גלויבן אין דיר;
2c16140146	און בשעת דאס בלוט פון דיין עדות סטעפאנוס איז פארגאסן געווארן, בין איך אליין געשטאנען דערביי מסכים זייענדיק (דערצו), און אכטונג געבנדיק אויף די מלבושים פון די, וואס האבן אים געהרגעט.
2c1615008b	און ער האט צו מיר געזאגט: גיי; ווייל איך וועל דיך שיקן ווייט צו די אומות העולם.
2c16160128	און זיי האבן אים אויסגעהערט ביז צו דעם דאזיקן ווארט; און האבן אויפגעהויבן זייער קול, זאגנדיק: פארטיליק אזא מענטשן פון דער ערד; ווארום ער איז נישט ווערט וואס ער לעבט!
2c161700b8	און בשעת זיי האבן (אזוי) געשריגן און אראפגעווארפן די מלבושים (פון זיך) און געווארפן שטויב אינדערלופטן,
2c1618015d	האט דער הויפטמאן באפוילן, ער זאל אריינגעפירט ווערן אין דער פעסטונג אריין, און האט געהייסן, מען זאל אים אויספארשן מיט שמיץ, כדי זיך צו דערוויסן, צוליב וועלכער סיבה זיי האבן אזוי געשריגן קעגן אים.
2c1619016e	ווי אבער מען האט אים אויסגעצויגן צום שמייסן, האט פוילוס געזאגט צום אפיציר, וואס איז געשטאנען דערנעבן: צי איז אייך דען דערלויבט צו שמייסן א מענטשן, וואס איז א רוימישער בירגער און וועלכער איז נישט פארמשפט?
2c161a010c	און ווי דער אפיציר האט דאס געהערט, איז ער צוגעגאנגען צום הויפטמאן און אים דערציילט, אזוי צו זאגן: וואס גייסטו טאן? דער דאזיקער מענטש איז דאך א רוימער!
2c161b00b2	און דער הויפטמאן איז צוגעקומען און געזאגט צו אים: זאג מיר, דו ביסט (טאקע) א רוימער? האט ער געזאגט: יא.
2c161c0115	האט דער הויפטמאן געענטפערט: פאר א גרויסן פרייז האב איך מיר דערווארבן די דאזיקע בירגערשאפט. און פוילוס האט געזאגט: איך אבער בין געבוירן געווארן (א רוימער).
2c161d014d	און די, וואס האבן אים געזאלט אויספארשן, זענען דעריבער גלייך אוועקגעגאנגען פון אים; און דער הויפטמאן האט זיך געפארכטן, דערוויסנדיק זיך, אז ער איז א רוימער, און אז ער האט אים געלאזט בינדן.
2c161e01dc	צומארגנס אבער, וועלנדיק זיך דערוויסן אויף זיכער, וועגן וואס ער איז באשולדיקט געווארן פון די יידן, האט ער אים באפרייט פון די קייטן, און באפוילן, אז די הויפט כהנים זאלן זיך צוזאמענקומען און דאס גאנצע סנהדרין: און האט אראפגעפירט פוילוסן, און אים אוועקגעשטעלט פאר זיי.
2c170100f2	און פוילוס האט זיך איינגעקוקט אויפן סנהדרין, און געזאגט: ברידער, איך האב געלעבט פאר ה׳ מיט א גאנץ און גוט געוויסן ביז צום היינטיקן טאג.
2c170200af	אבער דער כהן גדול חנניה האט באפוילן די, וואס זענען דארט ביי אים געשטאנען, אים צו שלאגן אויפן מויל.
2c17030120	האט פוילוס דעמאלט צו אים געזאגט: ה׳ וועט דיך שלאגן, דו ווייס געקאלכטע וואנט; און דו זיצט מיך צו משפטן לויט דער תורה, און באפעלסט מען זאל מיך שלאגן להיפך דער תורה?
2c17040086	אבער די, וואס זענען דארט געשטאנען האבן געזאגט: דעם כהן גדול פון ה׳ זידלסטו?
2c1705010c	האט פוילוס געזאגט: ברידער, איך האב נישט געוואוסט, אז עס איז דער כהן גדול; ווארום עס שטייט געשריבן: א נשיא ביי דיין פאלק זאלסטו נישט פלוכן. (שמות כב, כז.)
2c17060157	און וויסנדיק, אז איין טייל איז צדוקים און די אנדערע טייל פרושים, האט פוילוס א געשריי געטאן אין דעם סנהדרין: ברידער, איך בין א פרוש בן פרושים; וועגן דער האפענונג פון תחית המתים ווער איך געמשפט!
2c170700be	און ווען ער האט דאס געזאגט, איז געווארן א מחלוקה פון די פרושים מיט די צדוקים, און די מאסע האט זיך געשפאלטן.
2c170800e0	ווארום די צדוקים זאגן, אז עס איז נישטא קיין תחית המתים, נישט קיין מלאך, נישט קיין גייסט; די פרושים אבער זענען מודה אויף ביידע.
2c170901c9	און עס איז געווארן א גרויס געשריי; און עס זענען אויפגעשטאנען אייניקע סופרים פון דעם צד פון די פרושים, און האבן געהאלטן א וויכוח, אזוי צו זאגן: מיר געפינען נישט קיין שום שלעכטס אין דעם דאזיקן מענטשן; און (וואס איז) אויב א גייסט אדער א מלאך האט צו אים גערעדט?
2c170a018f	און ווען דאס מחלוקה איז געווארן (גאר) גרויס, האט דער הויפטמאן, מורא האבנדיק, אז פוילוס זאל פון זיי נישט צעריסן ווערן, באפוילן דאס מיליטער אראפצוגיין און אים א כאפ צו טאן פון זייער מיט, און אריינצופירן אין דער פעסטונג אריין.
2c170b0136	און אין דער פאלגענדיקער נאכט איז דער האר געשטאנען ביי אים, און געזאגט: זיי שטארק; ווארום ווי דו האסט עדות געזאגט וועגן מיר אין ירושלים, אזוי דארפסטו אויך עדות זאגן אין רוים.
2c170c0154	און ווען עס איז געווארן טאג האבן די יידן געמאכט א פארשווערונג, און זיך געבונדן מיט א פייערלעכער שבועה, און געזאגט, אז זיי וועלן נישט עסן און נישט טרינקען ביז זיי וועלן נישט הרגענען פוילוסן.
2c170d0080	און עס זענען געווען מער ווי פערציק, וועלכע האבן געמאכט די דאזיקע שבועה.
2c170e0136	און זיי זענען געקומען צו די הויפט כהנים און צו די זקנים, און האבן געזאגט: מיט א פייערלעכער שבועה האבן מיר זיך געבונדן גארנישט טועם צו זיין, ביז מיר וועלן נישט טייטן פוילוסן.
2c170f0192	דעריבער לאזט איצט מיט דעם סנהדרין וויסן דעם הויפטמאן, אז ער זאל אים אראפברענגען צו אייך, פונקט ווי איר וואלט געוואלט גענויער אויספארשן וועגן אים; און איידער ער וועט זיך דערנענטערן צו אייך, זענען מיר גרייט אים אומצוברענגען.
2c17100104	נאר פוילוסנס שוועסטערן‑זון האט געהערט פון דער לויערונג, און איז געקומען, און אריינגעגאנגען אין דער פעסטונג אריין, און האט עס דערציילט פוילוסן.
2c171100ea	און פוילוס האט גערופן איינעם פון די אפיצירן, און געזאגט: פיר דעם דאזיקן יונגנמאן צום הויפטמאן, ווארום ער האט אים עפעס צו דערציילן.
2c17120152	און ער האט אים גענומען און אוועקגעפירט צום הויפטמאן, און געזאגט: דער ארעסטאנט פוילוס האט מיך גערופן און געבעטן, איך זאל ברענגען צו דיר דעם דאזיקן יונגנמאן, וועלכער האט עפעס צו דיר צו זאגן.
2c171300f9	און דער הויפטמאן האט אים גענומען ביי דער האנט, האט אים אוועקגעפירט אויף א זייט, און (אים) געפרעגט: וואס איז עס, וואס דו האסט מיר צו דערציילן?
2c1714012d	האט ער געזאגט: די יידן האבן איינגעשטימט דיך צו בעטן, אז דו זאלסט צומארגנס אראפפירן פוילוסן צום סנהדרין, פונקט ווי זיי וואלטן געוואלט עפעס גענויער אויספארשן וועגן אים.
2c171501dd	דו זאלסט דיך אבער נישט לאזן איבעררעדן פון זיי, ווארום מער ווי פערציק (מענטשן) פון זיי לאקערן אויף אים, און האבן זיך פייערלעך געשוואוירן, נישט צו עסן און נישט צו טרינקען, ביז זיי וועלן אים נישט האבן אומגעברענגט; און זענען איצט גרייט און ווארטן (בלויז) אויף דיין הבטחה.
2c171600e4	און דער הויפטמאן האט אוועקגעשיקט דעם יונגנמאן, אנזאגנדיק אים: זאלסט קיינעמען נישט אויסזאגן, אז דו האסט מיר דאס צו וויסן געטאן.
2c17170157	און האט גערופן צוויי פון די אפיצירן, און געזאגט: גרייט צו צוויי הונדערט זעלנער, וואס זאלן גיין קיין קיסריה, און זיבעציק רייטער, און צוויי הונדערט שפיזנטרעגער, אין דער דריטער שעה פון דער נאכט;
2c171800e9	און (ער האט באפוילן) זיי זאלן צוגרייטן בהמות, כדי ארויפצוזעצן פוילוסן און אים אוועקפירן אין זיכערהייט צו פעליקסן דעם גובערנאטאר.
2c17190045	און האט געשריבן א בריוו, אויף דעם אופן:
2c171a0060	קלוידיוס ליזיאס צום חשובסטן גובערנאטאר פעליקס, שלום.
2c171b0140	דער דאזיקער מאן איז געפאנגען געווארן פון די יידן, און זיי האבן אים געוואלט טייטן; (נאר) איך בין געקומען מיטן מיליטער און האב אים אפגעראטעוועט, דערוויסנדיק זיך, אז ער איז א רוימער.
2c171c00b5	און וועלנדיק וויסן די סיבה, פארוואס זיי האבן אים אנגעקלאגט, האב איך אים אראפגעפירט צו זייער סנהדרין;
2c171d00f7	און האב געפונען, אז ער ווערט אנגעקלאגט וועגן שאלות פון זייער תורה, און האט נישט קיין שום באשולדיקונג, אז ער זאל זיין חייב מיתה אדער קייטן.
2c171e012a	ווי אבער עס איז מיר געוויזן געווארן, אז עס וועט זיין א פארשווערונג אויף דעם מאן, האב איך אים תיכף געשיקט צו דיר, באפעלנדיק אויך די באשולדיקער צו רעדן פאר דיר קעגן אים.
2c171f00dd	די זעלנער האבן דעריבער גענומען פוילוסן, לויט ווי עס איז זיי באפוילן געווארן, און אים אוועקגעפירט ביינאכט קיין אנטיפאטריס.
2c172000a4	און צומארגנס, לאזנדיק די רייטער גיין מיט אים, האבן זיי זיך אומגעקערט אין דער פעסטונג אריין;
2c172100e6	און זיי זענען אריינגעגאנגען קיין קיסריה און האבן איבערגעגעבן דעם בריוו צום גובערנאטאר, און אויך אוועקגעשטעלט פוילוסן פאר אים.
2c172200c3	און נאכן איבערלייענען, האט ער אים געפרעגט פון וועלכער פראווינץ ער איז; און אז ער האט געהערט, אז פון קיליקיען,
