2800000005	Matei
2b0c0e006e	Yecho ajhakummona litohe lya liponda na kuhobhokela panane jhake, ngita chighalongila Majhandiko gha Chapanga,
2b0c0f008c	“Nkotoka kulendema, bhando bha ku Sayune! Dolokeya, Munahota Nkolongwa gwino atenda kuhika, ahobhokii panghongo gwa litohe lya liponda.”
2b0c1000f2	Kutumbuli bhabholwa bhake bhakamanyite jhe malobhe gheniya. Nambo Yecho payokita na kupelwa ung'alicho, ndi bhabholwa pibhakombwika Majhandiko gha Chapanga kubhehe gheniya ghoha ghakajhandikwe panane jhake na bhando bhakantendi mambu gheniya.
2b0c110081	Lilongo likolongwa lya bhando lilikalongohine na Yecho pankemita Lachalo apite umambe na kuyoka, bhakalongile ghala ghughapitile.
2b0c120061	Lilongo lyenio lyoha lijhakujhenda kunpokela nhwalo bhoha bhakajhohine nginyililo yatehila Yecho.
2b0c130085	Bhahe, Mapwalichayo bhajhakukonyana, “Nnolite, tuhoto ndeka hilu kuhenga kilebhe chochoha! Bhando bhoha bha pannema bhankengama!”
2b0c14008a	Bhahe, pakibha na Akaghilike bhamahele pakate jha bhala bhando bhubhakahikite ku Yeluchalemo kunnyinamila Chapanga pa Unyagho gwa Pachaka.
2b0c15009c	Bheniya bhajhakunyendelela Filipu, mundo jwabhelwikilwe ku Betisaida ku kilambo cha ku Galilaya na bhajhakunnobholela, “Munahota, tupala kummona Yecho.”
2b0c160058	Filipu ajhakunnobholela Anduleya, na peniya bhoha bhajhakujhenda kwa Yecho kunnobholela.
2b0c170048	Yecho ajhakwalobholela, “Lichaa lihikite lya Mwana gwa Mundo kulombwa.
2b0c180092	Ninnobholela chakaka, lumbonje lwa mponga anda lugwelii muundope na kuwegha, naluhighalika hele lumo tugha. Nambo luhwii na kumela naibhaha mbwee.
2b0c19008f	Mundo jwaupala ughome gwake nauhobhecha, na mundo jwauchimwa ughome gwa pannema ghongo, jwenio ndi napelwa ughome gwa machiko ghoha ghangapeta.
2b0c1a0086	Anda mundo ambala kundelekela angengama, ntumiche gwango nabhaha pamonga pumii nenga. Mundo anda andelekile, Tate gwango nannyeketela.
2b0c1b00c8	“Ngoheno mwojho gwango ubhii ngolongondi, na nenga nonge bhole? Nonge, ‘Bho, Tate, naungombola pa lichaa lende?’ Nahi ndeka, ndi mana ihikite kwa nhwalo ghogho, mbete mulichaa lende lya malagho.
2b0c1c0094	“Tate, liina lino lilombwe!” Peniya lilobhe kuhumii kunane kwa Chapanga lijhakujhokanikika lilongila, “Nililombite, na nanililomba kabhele.”
2b0c1d00d8	Bhahe, lilongo lyoha lya bhando lilikajhemite peniya likajhohine malobhe gheniya na bhange ngabhalongila, “Ndi nnindimilo gwa mbamba.” Na bhange bhalongila, “Ntumiche jwa kunane kwa Chapanga jwalongila nako!”
2b0c1e0078	Nambo Yecho ajhakwalobholela, “Malobhe gheniya ghinyohine chi kwa nhwalo gwa nenga, lihikite kwa nhwalo gwino mangota.
2b0c1f006d	Ndi lichaa lya bhando bha nnema ghongo kuhadabulwa, ngoheno limbembela kilongoche jwa nnema ghongo nabhengwa.
2b0c20005f	Nambo nenga pumbala kujhinuliwa kuhumii panane jha pannema nanahuta bhando kuhika kwa nenga.”
2b0c210030	Yecho alongila gheniya alangiya chapala kuwegha.
2b0c220102	Bhahe, lilongo lya bhando lijhakunkonya, “Twenga tulobholilwe na lilaghalikilo lito kubhehe Kilichitu nabhehe na ughome gwa machiko ghoha. Nhwalo gwa nike mulonge ete Mwana gwa Mundo ipala ajhinulilwe kunane? Na jwenio Mwana gwa Mundo ndi kilebhe ghane?”
2b0c2300c6	Peniya Yecho ajhakwalobholela, “Nantama mulubhendo kwa machiko ghandina. Ntyange na kongo kubhii kuloleka, kabula jha lubhendo lunankolela ndeka. Mundo jwatyanga mulubhendo amanyite jhe kwajhenda.
2b0c240099	Bhahe, mulunyeketela lumule nhwalo mminalo kupala mme bhando bha pakalamuhe.” Pajhomolila kulonge gheniya Yecho, ajhakujhenda kukihiya bhakoto kummona.
2b0c250057	Pamonga na Yecho kuhenga nginyililo yamahele palonge jhabhe, nambo bhakanyeketii ndeka.
2b0c2600b0	Bhahe, malobhe ghighalongilwa na jwakibha nnondole jwa Chapanga Isaya ghatimile, “Bhambo, ghane najheketela malobhe ghito? Bho, na uhotolo gwa Bhambo uyekulilwe kwa ghane?”
2b0c270058	Ndi nhwalo bhakanite kujheketela, helahela nnondole jwa Chapanga Isaya akalongi kabhele,
2b0c2800c6	“Chapanga abhatochwi miho ghabhe, abhabhoghaniche malango ghabhe, Bhakotoka kulola kwa miho ghabhe, hilu bhakotoka kumanya kwa malango ghabhe, na bhakotoka kung'alambukila nenga, na kwalamicha.”
2b0c29005d	Isaya alongila gheniya, nhwalo akauwene ung'alicho gwa Yecho na kulonge malobhe panane jhake.
2b0c2a00ca	Pamonga na gheniya ilongoche yamahele ya Kiyahude bhakanyeketile Yecho. Nambo nhwalo gwa Mapwalichayo bhakalongile ndeka hotuhotu palonge jhabhe bhajhogwipa kubhengwa munyumba jhakukonganikii Akayahude.
2b0c2b0047	Nhwalo bhene bhaghanita kukweywa na bhando kuliku kukweywa na Chapanga.
2b0c2c009d	Bhahe, Yecho ajhakulonge kwa lilobhe likolongwa, “Mundo jhojhoha jwannyeketela nenga, chi anyeketela nenga kanjika helahela anyeketela na jhola jwandumita.
2b0c2d003f	Mundo jhojhoha jwamwene nenga helahela amwene jhola jwandumita.
2b0c2e006b	Nenga nhikite mee lilangamule kwa bhando bha pannema, mundo jhojhoha jwanyeketile akoto kubhehe mulubhendo.
2b0c2f00a1	Mundo anda ajhohine malobhe ghango changaghahenge lihengo, ne ndeka jhunipala kunhadabula. Nhwalo hikitejhe kwahadabula bhando bha nnema nambo hikite kwakombola.
2b0c300082	Jhola jwangana nenga na malobhe ghango, jwenio akwete jwa kunhadabula. Lilobhe lilinongolila ndi nalinhadabula lichiko lya mwicho!
2b0c310099	Nhwalo nenga nikalongi ndeka kwa ukindendeke gwango namwete, nambo Tate gwango jwandumita ndi anaghalikiya nike cha kulonge na nike chakwalobhole bhando.
2b0c32008f	Nenga nimanya kubhehe lilaghalikilo lyake libhehe na ughome gwa machiko ghoha. Bhahe, nenga nongile ghala tugha ghanaghilikiya Tate nongele.”
2b0d0100ee	Likahighalike lichiko limo kujhimukila Unyagho gwa Pachaka. Yecho akamanyite chaa jhake jha kubhoka pannema pano nu kujhenda kwa Tate mundo lihikite. Akajhendilile kwapala bhando bhake pannema ghongo, akabhapahile kwa upalo gwangajhomoka.
2b0d020094	Bhahe, Yecho na bhabholwa bhake pubhalalila kimiye. Limbembela akanyingii Yuda mwana gwa Simone Chikaliote na kumpela mawacho gha kunnyambila Yecho.
2b0d030099	Yecho akamanyite kubhehe Tate mundo ankamwii ukindendeke gwa kila kilebhe, na akamanye ahumila kwa Chapanga na akamanye nakelebhuka kabhele kwa Chapanga.
2b0d040061	Bhahe, Yecho ajhakubhoka pakiheneko, ajhakuhula ngobho jha panja jhake, kutabha nkunge pakibhuno.
2b0d050082	Peniya ajhakubheka mache mkambo na kutumbuu kwagholola bhabholwa bhake magholo na kwahungulila kwa ngobho jhakungite nkunge jhela.
2b0d060072	Bhahe, Yecho pahikita kwa Simone Petile, Petile ajhakunnkonya, “Bhambo, bho, mwenga migholola magholo ghango?”
2b0d070054	Yecho panyangwila, “Ngoheno naumanyiijhe chinihenga, nambo palonge nabangatuka.”
2b0d0800a7	Petile ajhakunnobholela, “Mbahijhe mangang'olole jhe magholo ghango!” Yecho panyangwila. “Anda nkanikiye kungholola magholo ghino namme ndeka mabholwa bhango.”
2b0d09007f	Simone Petile ajhakunnobholela, “Bhambo, nkotoka kugholola magholo ghango tugha helahela ung'olola mabhoko na muto gwango!”
2b0d0a0097	Yecho panyangwila, “Mundo jwajhoghite njwe yegha jhoha abhii nyahinyahi ipalwa jhe kugholola magholo, mangota mmii nyahinyahi nambo mabhoha ndeka.”
2b0d0b0078	Yecho akaumanye jwapala kunnyambila jhola, ndi nhwalo alongila yenio, “Mangota mmii nyahinyahi nambo mabhoha ndeka.”
2b0d0c0086	Yecho pajhomolila kwagholola magholo, ajhakuhwala ngobho na kubhujha kabhele pakatamite. Ajhakwakonya, “Bho, umanye ghunitendile?”
2b0d0d0051	“Mangota ungema nenga mmola na Bhambo, na mwitenda chamaha, nhwalo ndi chimile.
2b0d0e0070	Nenga Mmola na Bhambo gwino, ning'olwile mangota magholo ghino, na mangota helahela nng'ololane magholo mabhene.
2b0d0f0055	Nenga ninangiye nnandanikiho mangota, na mangota ntende yenio ngita chinitendi nenga.
2b0d100075	Ninnobholela chakaka, mmanda ahoto ndeka kubhehe munahota, hilu mundo jwatumwa chi nkolongwa kuliku jhola jwantumita.
2b0d110047	Bhahe, nhwalo mughamanye gheniya, Chapanga annombe kwa kuhenga gheniya!
2b0d1200ca	“Ghunilonge ghano chi ghoha ghino mabhoha, namanyite bhala bhinahaghwile. Nambo Majhandiko gha Chapanga ghatimile ghighalongela, ‘Mundo jhola jhunilye nako kiheneko chimo ndi jwapala kunnyambila.’
2b0d130086	Nenga ninnobholela kabula jha kupitila palonge, kupala pughapala kutendeka mbala umanye na nnyeketela kubhehe ‘Nenga ndi Jhumile.’
2b0d14008c	Ninnobholela chakaka, mundo jwampokela jhola jhunituma, jwenio ambokii nenga helahela, na mundo jwamboke nenga, ampokii jhola jwandumita.”
2b0d1500ab	Yecho pajhomolila kulonge malobhe gheniya, ajhakubhehe ngolongondi ku mwojho gwake na ajhakwalobholela, “Ninnobholela chakaka, jhumo pakate jhino nandenda kunyambila.”
2b0d16004e	Bhabholwa bhake bhajhakulolehana kumiho, nambo bhakamanyite jhe annonge ghane.
2b0d17004c	Jhumo jwa bhabholwa bhake, jwakapahilwe na Yecho akatamite pahina jha Yecho.
2b0d180062	Bhahe, Simone Petile ajhakunkinyulila jhola mmola nnyake na kulonge, “Munkonye annonge ghane.”
2b0d19005a	Mmolwa jwenio ajhakuheghelela pahina na Yecho, ajhakunkonya, “Bhambo, minnonge ghane?”
2b0d1a00db	Yecho ajhakwajhanguu, “Mundo jhola jhunipala kunyakiya libumunda linichwiya mubakule ndi jhojho.” Bhahe, Yecho ajhakutola kimbembela cha libumunda na kuchwiya mubakule na kumpekeya Yuda mwana gwa Simone Ichikaliote.
2b0d1b00a1	Papalapala Yuda papokila tugha kimbembela chela cha libumunda, Limbembela lijhakunyingila. Bhahe, Yecho ajhakunnobholela, “Nhwenga kajhombe chipala kuhenga!”
2b0d1c0078	Nambo akibha jhe hilu jhumo pakate jha bhala bhubhakibha pakiheneko jwakamanyite nhwalo gwa nike Yecho akannobholi naha.
2b0d1d00ac	Nhwalo Yuda akibha abhekita kihukilo cha mbijha, bhabholwa bhange bhahambwika Yecho anobholile akahemele ilebhe ya unyagho gwa Pachaka amu kwabhaghanichila akahocho ilebhe.
2b0d1e005d	Papalapala Yuda papokila tugha kimbembela chela cha libumunda, ajhakupita panja. Ikibha kilo.
2b0d1f0079	Yuda papitita panja, Yecho palongila, “Ngoheno Mwana gwa Mundo alombitwe, na jwenio Chapanga alombitwe kupetela jwenio.
2b0d20008c	Anda Chapanga alombwite nkate jha Mwana gwa Mundo, na Chapanga helahela nanomba Mwana gwa Mundo nkate jhake na jwenio nannomba changakiyoto.
2b0d2100bd	Yana yango, nandama na mangota kwa machiko ghandina. Mangota naundenda kumbalaha, nambo ngoheno ninnobholela chela chinalobholila bhakolo bha Akayahude, ‘Kunijhenda mwihoto jhe kuhika.’
2b0d220071	Ngoheno nimpela lilaghano liyono, mpalane mabhene kwa mabhene. Ngita chinipala nenga na mangota helahela mpalane.
2b0d230046	Anda mpaline, bhando bhoha nabhamanya mangota ndi bhabholwa bhango.”
2b0d2400a3	Simone Petile ajhakunkonya, “Bhambo, kojhe kumijhenda?” Yecho ajhakujhanguu, “Kunijhenda mihoto ndeka kungengama ngoheno nambo naungengama panyuma jhango.”
2b0d25007d	Petile ajhakunnobholela kabhele, “Bhambo, nakilimba nike kunkengama ngoheno?, Nenga nnyeketile kuwegha kwa nhwalo gwino!”
2b0d260084	Yecho pajhangwila, “Bho, mwenga naunhwa kwa nhwalo jha nenga? Ninnobholela chakaka, naunganila patato lijhogholo nakubheka jhe.”
2b0e010088	Yecho ajhakwalobholela bhabholwa bhake, “Nkotoko kubhehe ngolongondi kumiojho jhino, munyeketii Chapanga na unyeketela nenga helahela.
2b0e02007c	Nkate pa nyumba jha Tate gwango, ibhii chumbe twe anda nahijhe, nganinnobholile jhe nyenda kunenganikiya mangota yumbe hino.
2b0e030075	Nenga pumbala kujhomolela kunenganikiya mangota pwache jhino, nahika kuntolangana, pumii nenga na mangota ntama papa.
2b0e040038	Mangota mwiimanye ndela jha kuhika kwenio kunijhenda.”
2b0e05006f	Bhahe, Tomache ajhakunkonya Yecho, “Bhambo, tukumanyi jhe kumijhenda, ngoheno natumanya bhole ndela jhene?”
2b0e060076	Yecho ajhakunyanguu, “Nenga ndi ndela na uchakaka na ughome. Abhii jhe mundo najhenda kwa Tate changapete kwa nenga.
2b0e07005b	Ngaumanya nenga, helahela ngaumanye Tate gwango. Kutumbulii ngoheno mumanyite na umwene.”
2b0e080053	Filipu ajhakunnobholela, “Bhambo, mutulangiye Tate gwino na jwenio jhutumpala.”
2b0e0900bc	Yecho ajhakunnobholela, “Filipu nikibha na mangota kwa machiko ghoha, bho, umanyite jhe nenga? Mundo jhojhoha jwamwene nenga amwene Tate. Nhwalo gwa nike mulonge, ‘Mutulangiye Tate?’
2b0e0a00bb	Bho, Filipu unyekete ndeka Tate nkate jhango na nenga nkate jhake? Malobhe gheniya ghuninnobholela chi kwa ukindendeke gwango, nhwalo Tate jwatama nkate jhango ndi jwahenga lihengo lyake.
2b0e0b0096	Unyeketele puninnobholela nenga mii nkate jha Tate na Tate abhii nkate jha nenga. Anda minyekete jhe malobhe bhahe, nnyeketele kwa mahengo ghinihenga.
2b0e0c00a6	Ninnobholela chakaka, mundo jwanyeketela nenga nahenga mahengo ngita ghunihenga nenga. Chakaka, nahotola kuhenga kupeta ghanga, nhwalo nenga nijhenda kwa Tate gwango.
2b0e0d0055	Bhahe, nnyope chochoha chumipala kwa liina lyango nahenga, Tate alombwe kupete Mwana.
2b0e0e0041	Anda unyopite kilebhe chochoha kwa liina lyango, chanihengela.”
2b0e0f0030	“Anda naumbala, nakamula malaghalikilo ghango.
2b0e100065	Nenga naninyopa Tate gwango, Jwenio nampela ntumiche jhonge, jwapala kutama na mangota machiko ghoha.
2b0e1100e6	Jwenio ndi Uhuke gwa Chapanga, jwatuyekula uchakaka panane jha Chapanga. Bhando bha nnema bhihoto ndeka kumpokela, nhwalo bhahoto ndeka kummona hilu kuumanya. Nambo mangota muumanye nhwalo atama na mangota na abhii nkate jhino.”
2b0e12004d	“Pumbala kubhoka nanineki jhe mangota ngita makakebha, nanimujhila kabhele.
2b0e130092	Pahighalii pandina bhando bha pannema nabhammona jhe kabhele, nambo mangota naumona. Nhwalo nenga mii na ughome, na mangota helahela mmii maghome.
2b0e140071	Mu machiko gheniya, naumanya nenga mii nkate jha Tate gwango, na mangota mmii nkate jhango, na nenga nkate jhino.
2b0e1500b3	“Mundo jhola jwaghapokela malaghilo ghango na kughakamula, mundo jwenio ndi ambahile. Tate gwango nampala mundo jhola jwambahi nenga, helahela nenga nanikilangiya kwa jwenio.”
2b0e160088	Yuda, chi Yuda Chikaliote ajhakunnobholela, “Bhambo, nhwalo ghane mukilangiya kwa twenga tugha na chi kwa bhando bha pannema ghoha?”
2b0e170098	Yecho panyangwila, “Mundo anda ambahi nenga nabhaha chokochoko na mabholo ghango. Tate gwango napala, Tate na nenga natuhika na kutama nkate jhake.”
2b0e18007d	Mundo jhojhoha jwangambala aghakamuu ndeka mabholo ghango. Mabholo ghunyohina gha ne jhe, ghahumi kwa Tate gwango jwandumita.
2b0e190043	“Ninnobholela malobhe ghanga punikibha pamonga na mangota mwenga.
2b0e1a008d	Tate gwango nantumila Ntumiche kwa liina lyango ndi Uhuke gwa Chapanga, namolangana umanya kila kilebhe na kunkombocha ghoha ghuninnobholila.
2b0e1b00a4	“Niuleka uteeke kwino, nimpela uteeke gwango. Nimpela ndeka uteeke ngita bhando bha nnema chibhatenda. Nkotoka kubhehe ngolongondi kumiojho jhino hilu bwaghaliya.
2b0e1c00ad	Mukajhohine puninnobholila, ‘Ndenda kukibhokela, nambo namujha kabhele.’ Anda ngaumbala ngauhanganile nenga nijhenda kwa Tate, nhwalo Tate gwango nkolongwa kuliku nenga.
2b0e1d0056	Ninnobholile gheniya ngoheno kabula jha kupitila, nambo pughapala kupitila nnyeketela.
2b0e1e0090	Nanongela ndeka malobhe ghamahele na mangota, nhwalo limbembela kilongoche jwa nnema ghongo abhii kuhika kwa nenga akwete jhe likakala lyolyoha,
2b0e1f0096	nambo mbala bhando bha nnema bhamanye anda nimpala Tate. Nenga nihenga chechelachela ngita chanaghalikiye Tate gwango. “Ngoheno nnyemengane tubhoke!
2b0f01003e	“Nenga ndi nchabibo gwa chakaka, na Tate gwango ndi jwalema.
2b0f02006e	Jwenio ulipengula lindabhe lyangapambika uhohe, na ulipatulila kila lindabhe lilipambika uhohe libhehe pochii.
2b0f03004b	Mangota mmii nyahinyahi nhwalo mughakamwile mabholo ghango ghuninnobholila.
2b0f0400d9	Ntame nkate jhango, na nenga nandama nkate jhino. Libhii jhe lindabhe lilihoto kupambika lyenio, lipala lihighalika mulibelengete lya nchabibo. Helahela mangota mihoto ndeka kupambika uhohe changatama nkate jhango.”
2b0f0500c6	“Nenga ndi nchabibo gwenie, na mangota ndi mandabhe. Mundo jwatama nkate jhango na nenga ndame nkate jhake jwenio napambika uhohe pochii, nhwalo changa nenga mihoto ndeka kuhenga kilebhe chochoha.
2b0f060097	Mundo jhojhoha changatama nkate jhango, abhehe ngita lindabhe lilitagwitwe na kujhoma. Mandabhe gheniya ujholwa, na kutagwa pamwotu na kubhehe ngaliho.
2b0f07007e	Bhahe, anda ntamite nkate jhango na malobhe ghango ghabhii nkate jhino, nnyope chochoha chimukipala, na mangota nanipelangana.
2b0f08005f	Anda mupambike uhohe pochii, Tate gwango jwa kunane nalombwa na mangota namma bhabholwa bhango.
2b0f090059	Nenga nimpahi mangota ngita Tate chambahi nenga. Ngohe ntamengane umanye kongo nimpahile.
2b0f0a0097	Anda mulichokolikiye lilaghalikilo lyango, nantama muupalo gwango, anda nenga chingamwulikiye lilaghalikilo lya Tate gwango na kutama muupalo gwake.”
2b0f0b0067	“Nikannobholile mangota ghanga ghoha kupala luhangano lwango lubhaha nkate jhino na lukota kujhomoka.
2b0f0c0040	Lende ndi lilaghalikilo lyango, mpalane ngita chinipalita nenga.
2b0f0d006f	Abhii jhe jwabhii na upalo nkolongwa ngita ghongo kwa mundo kubhoha ughome gwake kwa nhwalo gwa akakoche mundo.
2b0f0e0040	Mangota ndi makakoche bhango anda ntehi chela chininnaghalikiya.
2b0f0f00c5	Nikema jhe kabhele mangota makatumiche nhwalo ntumiche amanyitii jhe lihengo lya munahota gwake. Nambo ninkema akakoche bhango mangota, nhwalo ninnobholile ghoha ghunyohina kuhumii kwa Tate gwango.
2b0f1000f4	Mangota mwenga jhe jhunhagwila nenga, nambo nenga ndi nikahaghuline mangota kupala ntende ilebhe yamahele yahanganii Chapanga, na gheniya mahengo naghatamikiya kwa machiko ghoha. Peniya Tate nampela kilebhe chochoha chumunyopa kwa liina lyango.
2b0f11003a	Bhahe, lilaghalikilo lyango kwino lende pambano, mupalane.
2b0f120050	“Anda bhando bha nnema bhachimwite mangota, umanye bhakatumbwi kunjimwa nenga.
2b0f1300fb	Nga mme mabhando bha pannema ghongo, bhando bha nnema ngabhampahile ngita bhando bhake. Nambo nenga nihaghuline mangota kuhumii pannema papa na mangota mwenga chi bhando bha pannema ghongo kabhele, kwa nhwalo gwenio bhando bha nnema ghongo bhanchimwa.
2b0f1400d7	Bhahe, nkomboke malobhe ghuninnobholila, ‘Mmolwa ampeta ndeka mmola gwake.’ Anda bhando bhang'ahite nenga, na mangota nabhang'aha helahela, anda mughakamwii mabholo ghango, helahela nabhaghakamula mabholo ghino.
2b0f150070	Nambo nabhahengela gheniya ghoha nhwalo mangota mabhando bhango, nhwalo bhaumanyitii jhe jhola jwandumita nenga.
2b0f160079	Nakuhika jhe na kulonge nabho, ngabhabhii ndeka na uhakaho, nambo ngoheno bhahotola jhe kukikengelela panane jha uhakaho.
2b0f170035	Mundo jwanjimwa nenga, helahela anchimwa Tate gwango.
2b0f1800b7	Anda nakuhenga jhe nginyililo inatendwa jhe na mundo jhonge, ngohe ngabhabhii jhe na uhakaho. Nambo ngoheno bhalolite nginyililo indehila nambo bhamela bhanjimwa nenga na Tate gwango.
2b0f19006c	Nambo ipitile nhwalo ghala ghighajhandikwe Mulilaghalikilo lyabhe ghabhii chakaka, ‘Nabhanjimwa jhajhe.’
2b0f1a00d1	“Nambo papala kuhika jwenio Ntumiche jhunimpala kuntuma kwino kuhumii kwa Tate, jwenio ndi Uhuke gwa Chapanga, jwenio nalongela chakaka panane jha Chapanga. Jwenio ahumi kwa Tate nannobholila malobhe ghango.
2b0f1b003f	Mangota helahela namalobholela bhando malobhe panane jha nenga.
2b1001004b	“Ninnobholile malobhe ghanga, mbala nkotoka kuhobhecha kihobholelo chino.
2b10020089	Bhando nabhahibhilikiya kujhingii munyumba jha kukonganikii Akayahude. Naghahika machiko nabhankomangana nabhahambuka bhintende Chapanga.
2b10030042	Bhando nabhantendela ghenagha nhwalo gwangaumanya Tate hilu nenga.
2b1004009b	Nambo ninnobholile ghanga, lichaa pulihika nkomboke ghala ghuninnobholile. “Kutumbulii makacho nikannobholi jhe ghanga nhwalo mukibha pamonga na namwete.
2b1005006f	Nambo ngoheno nijhenda kwa jhola jwandumita, abhii jhe hilu jhumo jwangonya pakate jhino, ‘Nijhenda kojhe?’
2b1006004c	Nhwalo ninnobholila gheniya ghoha, ntwelile ungolongondi twe kumiojho jhino.
2b100700a1	Nambo nenga ninnobholela gha chakaka, mbaha nenga moke, nhwalo nakubhoka jhe nenga jwenio Ntumiche nahikii jhe kwino mangota. Nambo anda nyahwii nanintuma kwino.
2b1008008f	Jwenio papala kuhika, nabhalobholela bhando bha nnema ghongo bhamanyitii jhe uchakaka panane jha uhakaho na panane jha kuhadabulwa na Chapanga.
2b10090046	Bhamanyite ndeka uchakaka panane jha uhakaho, nhwalo bhanganite nenga,
2b100a0093	bhamanyiti jhe uchakaka gwa bhando kujheketelwa palonge jha Chapanga nhwalo ndenda kukijhabhulila kwa Tate gwango. Mangota natukongane jhe kabhele,
2b100b0068	uchakaka panane jha Chapanga kwahadabuu bhando, limbembela kilongoche jwa pannema pano bhahadabwii njwe.
2b100c0062	“Ngwete malobhe ghamahele ghakunnobholela, nambo ngoheno uhotolo gwino gwa kuhimbilila gwandina.
2b100d00f8	Nambo Uhuke gwa Chapanga papala kuhika, nannobholela chakaka na kunnongocha panane jha muchakaka gwa Chapanga gwoha. Nhwalo nalongela ndeka kwa ukindendeke gwake jwenio, nalongela ghapala kujhoha kuhumii kwa Tate na kuntangachii mangota ghighahika.
2b100e004b	Bhahe, jwenio nannomba nenga, kwa nhwalo nabhola ghoha ghapatite kwa nenga.
2b100f0077	Yoha yabhii nako Tate ya nenga. Ndi nhwalo nongile kubhehe jwenio Uhuke gwa Chapanga natangachila ghighahuma kwa nenga.
2b10100060	“Ghahighalike machiko ghandina mangota naumoni jhe, anda ghapetite gheniya naumona kabhele.”
2b101100fd	Bhahe, bhabholwa bhake bhange bhajhakukonyana, “Ghahighalike nhwalo gwa nike patulobholela ghamela ‘Machiko ghandina mangota naumoni jhe kabhele?’ Anda ghapetite gheniya naumona kabhele. Helahela alonge, ‘Bho, Nhwalo nijhenda kwa Tate gwango?’
2b10120064	Bhene pubhajhendilila kukonyana, ‘Machiko gwandina’ nike mana jhake? Tumanyitii jhe chalonge!”
2b10130112	Yecho akamanyite bhapala kunkonya, bhahe, ajhakwalobholela, “Bho, mwamela mukakonyana panane jha malobhe ghunongila ghala, ghahighalike nhwalo gwa nike patulobholela ghamela ‘Machiko ghandina, mangota mwenga naumoni jhe kabhele anda ghapetite gheniya naumona kabhele?’
2b101400b2	Ninnobholela chakaka, nannela mahole chwii mangota na kulela, nambo bhando bha pannema nabhahanganila. Nama ungolongonde nambo ungolongonde gwino naughalambuka na kubhehe kiheko.
2b101500dc	Mwikeghe nabhaha na lipyanda lya kupapa, ulijhoha lipyanda lya kupapa nhwalo machaa gha kubhina ghahikite, nambo anda mwana abhelwikwe ghoha ajhehwite na lipyanda lyenio, nhwalo ahekelela king'enya chikibhelwike pannema.
2b1016009d	Na mangota helahela mmii mungolongonde umwojho, nambo nanaibhona kabhele, na mangota nauhanganila, abhii jhe mundo jhojhoha nahotola kumpoka luheko lwino.”
2b10170092	“Mu lichiko lyenio naunyope jhe kilebhe chochoha. Ninnobholela chakaka, chochoha chimukijhopa kwa Tate kwa liina lyango nenga, Tate napelangana.
2b10180072	Ade ngoheno munajhopa jhe kilebhe chochoha kwa liina lyango nnyope. Mangota napelwa, na kiheko nakibhaha telatela.
2b101900aa	“Ninnobholile mangota malobhe gheniya kwa nnandanikiho. Machiko naghahika nanongela ndeka kabhele na mangota kwa milandankiho, nambo nanongela hotuhotu panane jha Tate.
2b101a006b	Lichiko lyenio namnyopa Tate kwa liina lyango, na nenga ninnobholela jhe anda naninyopela mangota kwa Tate,
2b101b0078	nhwalo jwenio Tate apalangine mangota mwenga. Ampala mangota nhwalo unyeketile nenga kubhehe uhumii kunane kwa Chapanga.
2b101c005b	Nenga humila kwa Tate, nyakuhika pannema, na ngoheno niuleka nnema nikelebhuka kwa Tate.”
2b101d0063	Bhahe, bhabholwa bhake bhajhakunnobholela, “Oko! Ngoheno mulongela hotuhotu changa milandanikiho.
2b101e0090	Ngoheno tubangatwike kubhehe mwenga umanye ghoha, tupala jhe mundo akonye kabhele. Ndi nhwalo tujheketile kubhehe mwenga nhumii kwa Chapanga.”
2b101f0030	Yecho ajhakwakonya, “Bho, ngoheno minyeketela?
2b102000c7	Lichaa libhii kuhika, ngoheno lihikite, ndi mangota mabhoha napechanganwa kila mundo najhenda kajhake. Nenga nauneka kanjika. Nambo chi nahighalika kanjika, nhwalo Tate gwango abhii pamonga na nenga.
2b102100a2	Ninnobholile malobhe gheniya nipala mme na uteeke kwa kulombona na nenga. Nama mumang'ahe munnema mone. Nambo nkangamale! Nhwalo nenga niulepalile ndeka nnema!”
2b110100be	Yecho pajhomolila kulonge malobhe gheniya, ajhakujhinuu miho ghake kunane kwa Chapanga na ngalongila, “Tate, lichaa lyango lihikite. Munombe Mwana gwino na Mwana helahela anombe mwenga.”
2b11020079	Nhwalo mupekiye Mwana gwino ukindendeke panane jha bhando bhoha, abhapeke ughome gwa machiko ghoha kwa bhoha bhumupekiye.
2b11030087	Ghongo ndi ughome gwa machiko ghoha ghangapeta, mwenga kanjika chino ndi Chapanga jwa chakaka na bhaumanye Yecho, Kilichitu jhumutumite
2b1104004f	Nenga ninombite mwenga pannema, kwa nhwalo nyomwile lihengo liumbekiya kuhenga.
2b1105007a	Tate gwango! Ngoheno unombe, kwa ung'alicho palonge jhino ghoghola ghola ghunikibha nagho kabula jha kupanganwa kwa nnema.
2b110600a6	“Nitehi umanyikane kwa bhando bhala bhumbekiye kuhumii pannema. Bhando bheniya bhakibha bhino na mwenga unyakumbeke nenga, na bheniya ndi bhalikamwile lilobhe lino.
2b1107003b	Ngoheno bhabangatwike ghoha umbekiye ghahumii kwino mwenga.
2b1108007a	Nhwalo umbekiye malobhe ghala na bhene bhajheketile. Bhamanya chakaka nhumii kwino, na bhanyeketele mwenga ndi jhundumita.
