2800000003	Mat
28192e0065	“Ka da bǝg tǝr bǝgud da dlaɗe kǝ ngǝɗ, li kanadi tsuguna da daks da safa kǝ ngǝɗe tar.”
281a01004a	Udzala kǝ Yasu ǝn kwaratǝra lavakhan na daghan, ka niya kǝ furakh sar.
281a020070	“Tsa tsǝkur kwarne khwaɗga ɗitsaɗits tǝghga khǝna mits, da bǝdu bǝgud ad Zǝr Ud kǝ khǝrtakhǝrt.”
281a03008d	Tǝkǝn zikzikan na kǝ zil kǝsakh zǝ malanakh ǝn tǝghǝr kǝ udakh, dzafkhai itar ǝn fǝta zikan na kǝ zil kǝs, ai ɗakhud dǝ Kayaf.
281a040043	Ka ngakhanǝf itar ɗule da vida itar Yasu bǝghanyan, kǝɗa itar.
281a050079	Ka nǝv itar, “Yin tǝ sarta khwaɗga ɗitsaɗitsa bi, ki khai kǝ da tsiya kǝ mǝkǝn kǝ udakh, kǝ tsiya ngǝji.”
281a060043	Ən sarte tsǝn Betani Yasu, ǝn fǝta Siman ai tsa ndzikǝn fǝch.
281a07008b	Madǝv Yasu ǝn zu kaf, ka sasǝg kǝ nusen da vak sar, dǝ wal bǝtbǝtan, ai dǝ kwaɓ char righan ǝn khatakw. Ka ɗiyaro ǝn tǝ ghǝr.
281a080066	Nǝgha kǝ furakh sar ndǝkyan, a bazatǝrdu ad rǝv. Ka nǝv itar, “A bazdu kǝ uɗud ad ina ni?”
281a09005c	“Azǝgha tsa sukwdu ud ad walǝn tǝ kwaɓ zikǝn, ka batrud ad kwaɓ sar kǝ talagakh.”
281a0a0092	Tsa kǝ Yasu ad dǝge ǝn kwara itar, ka ndiɗatǝrwal kwarne, “Uɗa lava tsǝkur ǝn njǝgharu kǝ nusni? Ai dǝge a manakai yina dǝg khwaran.
281a0b005f	Itsera kǝ khǝna dagha kur zǝ talagakh, ai ka, da dagh ba kiyam zǝ kur itsera kǝ khǝna bi.
281a0c0047	Wal na ɗiyakdaghin, a manga kǝ ɗika ka vǝgh, kǝ khǝɗa ka khǝɗ.
281a0d00a1	Ən tǝkha kura tǝkha kǝ, itsa da kwardu ǝn varud lav zǝɗa kǝ tsǝna nǝn, ǝn lard daghan, dǝgǝn na manga nusna da kwardu kwarud ki da dzama da dzam.”
281a0e006a	Fang ǝn tǝb kǝ kǝlatǝm mits, ai ɗakha sar Yakhud Iskariyoti, dal da vak zik zikan na kǝ zil kǝsakh
281a0f0082	ka niya tsitar, “Uɗa da ba ka kur, da sukwakurdu ka dǝ Yasuwi?” Ka kǝdlana itar ad kwaɓ dawan kulkhǝkǝrɗ, ka bara itar.
281a100059	Tsiyif ǝn tǝ yanen kǝ sarta, ka farsa Yakhud ad tsakwaɗ ɗule da batǝrduwin ad Yasu.
281a1100a1	Fitsa chak kǝ zu brudiye kwar yisti, ka sa furakh Yasu da vak Yasu, ndiɗarwar itar kwarne, “Ən varǝn nakha da ɗikakhana kǝnda vak zu kaf ɗitsaɗitsi?”
281a1200ad	Ka niya tsitar, “Dam dǝgal da vak udanen ǝn dlǝmdla kǝs, kwararkhai kur kwarne, ‘A khǝrzǝga sartar, da zuwun fǝta ka kaf khwaɗga ɗitsaɗitsa zǝ furakhar.’”
281a130056	Ka manga furakhen ndǝkve kwara tǝrkhai Yasu, ka ɗikanǝf itar ad kaf ɗitsaɗitsen.
281a14004f	Ɓǝlga kǝ khakhugw, ka ndzǝga Yasu zǝ furakh sar kǝlatǝm mits kǝ zu kaf.
281a15006f	Madǝv itar ǝn zu kaf, ka nǝv Yasu tsitar, “Ən tǝkha kura tǝkha kǝ, kitakul ǝn kur, da sukwdu sukw.”
281a16006d	Ka bazala rǝv tsitar char. Ka farsa itar ad ndiɗarwar ndiɗa dǝ fang fang kwarne, “Ka nagh Dadzikana?”
281a170055	Ka ngawga Yasu kwarne, “Ude ǝn zuwa kǝnda kaf ǝn kwat kitakul zin, in da sukwdu.
281a180083	Da ǝmtsa ndǝkve a kwarga kaɗkaɗ Zǝr Ud. Ai ya ɗangwa kǝ ude da sukwdu Zǝr Ud. Adara tsa kǝ yanen kuda, tsa yiga bud bi.”
281a190077	Ka nǝv Yakhud dadake da sukwdu sukw, “Malǝma, ka nagha?” Ka ngawarkhai Yasu, “An, audzala khǝn kwarga kwar.”
281a1a00b3	Madǝv itar ǝn zu kaf, ka ɓǝf Yasu ad brudi, udzala tsin ǝn kwarara us kǝ Yazhigǝl, ka kwachanan. Batran kǝ furakh sar, niya tsitar, “Vǝgharen, chawam chaw, zuwam zu.”
281a1b007e	Ka ɓǝf ad kwate dǝ yu inabi, udzala tsin kwarara us kǝ Yazhighǝl, ka batran, niya tsitar, “Khǝɓam khǝɓ daghan nura.
281a1c0070	Ina vizhare a righanǝf ad wilwa lanji Yazhigǝl. Ai da ɗiduwud wirva udakh zikǝn. Wirva ki ɓisa da khaipakh.
281a1d007f	Ən kwara kura kwara kǝ, aghba ka da khǝɓ yu inabi bi, akwa sarte da khǝɓa ka wilwa yu inabi zǝ kur ǝn tlǝksa Dadar.”
281a1e006d	Ka ɓǝlga Yasu zǝ furakh sar ad ndus. Khalak yana, ka sawal itar, ka dal itar da tǝ ghuɓe dǝ ufakh Oliv.
281a1f00c2	Ka nǝv Yasu tsitar, “Ən khuɗ viɗ khan, daghanura da khwaya kur dǝgal, da ɗukda ɗuwa kur. Ngwaɗe vindzan kwarne, “‘Da kǝɗga kǝɗa kad dadak zighw, Giɗa tuwagha da kwaza itar.’
281a200065	Ai ǝn tǝ khal kǝ tsiyakǝf tsiya tsud ǝn ngitl, kǝn da dala tǝghǝr tsǝkur da khaya Galili.”
281a210094	Ka ngawar khai Bitrus, “Itsa kwazga itar daghan, ǝn tǝghǝr kǝ dǝge da dzoghǝr dǝ khǝ, na ka da khwaya dǝgala, ɗuwakhs ka lingling bi.”
281a220094	Ka nǝv Yasu kǝ Bitrus, “Ən tǝkha kha tǝkha kǝ, ǝn khuɗ viɗ khan, kǝda wuga kǝ ghwachik, da bǝg tsugu tsakatsǝg kha sig khǝkǝrɗ.”
281a230082	Ka nǝv Bitrus tsin, “Itsa da ǝmtsa kǝ, na ka da bǝg tsugu tsakhatsǝg bi.” A kwarakhga ndǝkyan chalǝm furakh sar daghan.
281a240091	Ka dal Yasu dagha zǝ furakh sar da tǝ vaken ai ɗakhdud Getsemani. Ka niya tsitar, “Ndzamga ndzǝg ǝn van, dǝgal da ɗǝgau ǝn tǝ vin.”
281a250059	Ka dala zǝ Bitrus zǝ zar ya Zabadi na mits. Ka dzoghǝr bazala rǝv zǝ dzamghǝr tsin.
281a26008a	Ka niya tsitar, “Rǝvara righan da baza rǝv, ai da tǝgh kǝ kǝɗkai. Giɗam giɗa ǝn van, ndzamga ndzǝg, ǝn gwitagwita zǝ kǝ.”
281a2700e8	Dal tsin da tǝvuk khǝɗikǝn, ka khǝmbǝgan dǝ khuɗ khuɗ, ka ɗǝgau tsin, ni, “Dadara, da tǝkhin kǝ manawan, ɓakghǝr ɓa ad ina kǝ dlaɗ. Tsakhǝnmina, dǝge ǝn naka ba da manud bi, khekwa dǝge ǝn nakha da manud.”
281a2800b0	Guyoghǝr tsin da vak furakh sar, ka tlatǝrghǝr ǝn khǝn khar. Ka niya kǝ Bitrus, “Atsuk tǝgh bakh kur khǝkarɗ daghur kǝ manga ɗǝm zǝ ka, kǝ dǝg aw kitakul biya?
281a290069	Ɗem nikur zǝ ɗǝgau, ki khek da ɓǝla tsǝkur da dlǝgd. A khayanǝf sǝɗikw, ma vǝgha lǝɓukw.”
281a2a00a5	Ka gwidǝn dǝgal tsin da ɗǝgau kǝ dǝg mits, ni, “Dadara, da ka ǝn manawa ba ɓakghǝra inen kǝ tlaɗ bi, ba ka khǝɓa khǝɓa kǝ. Manud dǝge ǝn nakh.”
281a2b0066	Gwiyoghǝr tsin saks da vak furakh sar, ka tlatǝrghǝr ǝn khǝn khar, wirva khar ǝn di tsitar char.
281a2c005c	Ka gwidǝn ɗuwatǝrs Yasu, dala kǝ dǝg khǝkǝrd da ɗǝgau, ǝn gwayars kǝ lav kitakul.
281a2d00a7	Ka gwidǝn guyoghǝr da vak furakh sar, ka niya tsitar, “Dlakh kur ǝn khǝn khar zǝ fǝtava? Vazam vaz, a sagh sarte da bǝdu wud Zǝr Ud, da dǝv kǝ li khaipakh.
281a2e0052	Tsiyam tsi, ndziyam dǝgal. Auna khǝrzǝga dadake da sukwdu sukwa saks da van.”
281a2f010a	Madǝv Yasu dlǝn kwar lav, tǝkǝn Yakhud ai kitakul ǝn tǝɓ kǝ kǝlatǝm mits, a sagh dǝ dzakhava udakh zikǝn. Khwatan katsakarakh zǝ yaghwatakh ǝn dǝvakh tar kǝ udakhen. Zikzikan na kǝ zil kǝsakh, zǝ malanakhe ǝn tǝghǝr kǝ udakh kǝ ɓǝlatǝrǝf.
281a30008a	Yakhud dadak sukwdu sukwena, audzala kǝbitstǝr khai kǝbitsa kǝ dzakhava udakhen kwarne, “Dadake da bruwa ka, in udanen, viyam vi.”
281a310084	Ka sagh Yakhud ger da vak Yasu, niya tsin, “Malǝm, ndzǝga ndzǝg gabǝr ǝn tǝghǝr tsǝkha.” Ka ɗuts khǝpangwang sar tsin.
281a32007f	Ka nǝv Yasu tsin, “Tsaghwa mana dǝge a ɓǝkhdǝghǝr.” Ka zǝghvoghǝr udakhen, ka viga itar Yasu. Ka khutana itar char.
281a330086	Ka fang ǝn tǝb kǝ liye dagh zǝ Yasu, ndǝɗadal ad katsakar sar. Ka tsaɓgan ad vǝɓ zikan na kǝ zil kǝs, ka ǝntlardu ad tlim.
281a340082	Ka nǝv Yasu tsin, “Bǝmbǝg ad katsakaragh da kumbǝgh sar.” Ɗaga liye udzǝva dǝ katsakar, da ǝmtsǝn tukw katsakar itar.
281a3500cb	“Da khǝn kurana tǝgh bakh ka kǝ tatlaga Dadar kǝ mǝlaku mǝla? Ən dǝvǝn dǝva ka ɓǝlokandagh ad zar ɓǝlakh sar mal kǝ dǝb ǝnkwakh ǝnkwakh sig kǝlatǝm mits (6,000 x 12) kǝ tlujiyakha?
281a360091	Ai da ka takaɗga ka kǝ mǝlaku mǝl, da righa ndarud vindzan na kǝ lav Yazhigǝle tsa kwargin kwarne, barari tsin dzoghǝr dzǝg ndǝkyani?”
281a3700d7	Ka nǝv Yasu kǝ dzakhava udakhe a sa da viya vi, “A sawala dǝ katsakar zǝ yaghwatakh kur kǝ da vika viya ngwaɗa sǝnkara? Itsera kǝ khǝna kǝn ndzǝgan ǝn tsagdutsag ǝn Fǝta Yazhigǝl, a vikai ba kur bi.
281a380096	Ai daghan dǝgakhana dzoghǝra, a manga kǝ righada dǝge vindzga tlayangakh Yazhigǝl ǝn kaɗkaɗud.” Ka khwayala furakh sar daghan, ɗuwars itar.
281a3900ad	Liye tsa viga Yasu, ka ɓal itar da fǝta Kayaf, zikan na kǝ zil kǝs. Li tsagdu ndzikha ndzikh zǝ malanakh ǝn tǝghǝr kǝ udakh audzala itar ǝn dzafkhai dzǝg ǝn vin.
281a3a00a6	Bitrus tsuguna an gatatǝrsk kǝ bit, tangw da tǝ gǝlvakh zikan na kǝ zil kǝs. Da tsina, ndzǝgan zǝ li uf udakh kǝ vaz ɗule da mbasda dǝge da dzoghǝr dzǝg.
281a3b009c	Zik zikan na kǝ zil kǝsakh zǝ daghan li taka lav, ǝn gat udakhe da ǝntlarva lav fila fila itar ǝn tǝghǝr kǝ Yasu, kǝ nǝghda kǝɗa kǝɗa tsitar.
281a3c007e	Itsa kitakula a mbǝladu ba itar bi, tsakhǝnmina zikǝn udakhe a sarawal kǝ ngatlarva fil. Kǝ dǝg mbasa ka sawala ud mits,
281a3d006f	Ka nǝv itar, “Nǝv udanǝn, ‘Tǝkha ka kǝ khǝtana Fǝta Yazhigǝl, ndǝrga kǝn khǝna khǝkǝrɗ.’”
281a3e0097	Ka tsiyif zikan na kǝ zil kǝs, ka niya kǝ Yasu, “Na kha dǝ dǝge tǝkha kha kǝ kwargan ǝn tǝghǝr kǝ lave ǝn kwarud ǝn tǝghǝr tsǝkha?”
281a3f00b9	A mbǝɗa ba Yasu ad khay bi. Ka nǝv zikan na kǝ zil kǝs tsin tsǝgun, “A takaɗ khe ka, a dzakhǝf ka dǝ Yazhigǝl dadak saf, kwara kǝnda kwar, da kha Kristu, Zǝr Yazhigǝl.”
281a4000e5	Ka nǝv Yasu tsin, “An kalkal ndǝkve kwargakh.” Ai ǝn kwara kura kwara kǝ, tsiyif tǝkhǝn, da nǝgha nǝgha kur Zǝr Ud ǝn ndzǝgan ǝn tǝ dǝva kaf Dadak Ndangan daghan, tsuguna ǝn sǝgdagh ǝn ghwik ǝn gharazhigǝl.
281a4100c6	Ka kwakhdu zikan na kǝ zil kǝs ad katlang sar, ka ni, “A nenenan ad Yazhigǝl, wirva yan, uɗa dla lava tsǝkiyam ǝn gat tlǝrna shidakhi? Tǝkhina a tsǝna tsǝkur ad nena Yazhigǝle a mangin.
281a42004b	Uɗa ɗayaghǝruri?” Ka ngawa tsitar kwarne, “Khwaran sara kǝɗgud.”
281a430069	Ka tafarve tar ad shaghwvai ǝn tǝ vakdi, ka kǝɗǝf itar. Chalǝmakh tsuguna ɗayarwar itar mekhwpeng.
281a44006d	Ən kwar kwarne, “Kwara kǝnda kwar, kha Kristu, dadake barghǝr Yazhigǝl ad dǝv, war kǝ kǝɗkhǝfi?”
281a4500b6	Ən tǝ sarta yayena, ǝn ndzǝgan Bitrus ǝn tǝ gǝlvagh mǝghen, ka sasǝg kǝ dugh kuɗig mǝghen da vak sar, ka ni, “Fang ghǝragha ǝn tǝb kǝ liye zǝ Yasu ud Galili nǝ”
281a460075	Ka bǝgan ad tsugu tsa Yasu ǝn tǝvuk tar daghan. Ka ni, “Ən tsa ba ka dǝge ǝn kwara kha lavǝn tǝghǝr bi.”
281a4700a3	Ka dala Bitrus da tǝ ghay rang, ka nǝgha nǝgh kǝ tlǝrna dugh kuɗig, ka niya kǝ udakhe ǝn ghitsǝn vin, “Ina kǝ uda, dagh itar zǝ Yasu ud ya Nazarat.”
281a48005b	Ka gwidǝn bǝg tsugu tsin, zǝva waɗa tsin kwarne, “Ən tsa ba va ka dǝ udan na bi.”
281a4900b6	Zula khǝɗikǝn, ka sasǝg kǝ li ǝn ghitsǝn vinen da vak Bitrus. Ka nǝv itar tsin, “Kaɗkaɗiya ghǝragha fang khǝn tǝb tar, wirva ghaye ǝn kwara kha, in kǝ mǝtlakhai.”
281a4a0082	Ka farsa Bitrus ad tlap ghǝrsar, zǝva waɗa tsin kwarne, “Ən tsa ba ka dǝ udan na bi.” Tǝvin tǝvin ka wuga kǝ ghwachik.
281a4b00a3	Ka dzamana Bitrus ad lav ai tsa kwararkhe Yasu kwarne, “Kǝda wuga kǝ ghwachik, da bǝg tsugu tsatsǝgarakh sig khǝkǝrɗ.” Ka dal da mel, ka tuwa tsin char.
281b01007e	Pǝrta kǝdl, daghan zikzikan na kǝ zil kǝsakh zǝ malanakhe ǝn tǝghǝr kǝ dlam, ka ɗayakavu itar dzanak kǝ kǝɗ Yasu.
281b020047	Ka ngwuɗana itar, bo itar ǝn tǝvuk, ɓala itar da vak Bilatus Gwumn.
281b0300ef	Vazga kǝ Yakhud dadake sukwdu Yasu kwarne a tǝkavarna lav ǝmtsa kǝ Yasu, ka bazala rǝv tsin dǝ dǝge a mangin. Ka sa da vak zikzikan na kǝ zil kǝsakh zǝ malanakh ǝn tǝghǝr kǝ dlam, guyatǝrnǝf ad kwaɓ dawan kulkhǝkǝrɗǝn.
281b040071	Ni, “A manga ka khaip, kǝ sukwdu dadake kwal dǝ ghaz.” Ka nǝv itar, “Uɗa ɗangwundi? Ya ɗangwa yan.”
281b05005c	Ka ɗiyars ad kwaɓ dawanen ǝn Fǝta Yazhigǝl, sawala, dakavala, ka khǝrtgan ad ghǝrsar.
281b0600aa	Ka khutsanǝf zikzikan na kǝ zil kǝsakhen ad kwaɓen. Ka nǝv itar, “Kalkal ba ɗiga kwaɓ na tsud, ǝn vake ɗidud kwaɓ Fǝta Yazhigǝl bi. Wirva kwaɓ vizhinen.”
281b07007c	Ka ɗayakavu itar dzanak, ka sugwa itar vak dadake ndar dǝg ndǝr dǝ kwaɓen. Ki da nǝga tsin kǝ giɗengitl kǝstǝlakh.
281b08003f	Wirva yan, sakhkana ǝn ɗakha kǝ yanud ad vaken dǝ Vak Vizh.
281b0900a5	Wirva yan, a righif lave tsa kwarga Rimi tlayang. Kwarne, “Ka ɓǝf itar kwaɓ dawan kulkhkǝrɗen, gane tsa kurga udakh ya Izrail kǝ pǝlapǝl ǝn tǝghǝr tsin.
281b0a005f	Sukgwa itar vak dadak ndar dǝg ndǝr dǝ kwaɓen, ndǝkve tsa kwarakhai Yazhigǝl Dadzikan.”
281b0b00a1	Madǝv Yasu ǝn ghitsǝn tǝvuk kǝ Bilatus Gwumn, ka ndiɗarwar Gwumn kwarne, “Kha nagh shik ya Yakhudakha?” Ka nǝv Yasu tsin, “An, kalkal a kwargakh.”
281b0c0089	Ai kwarakhga kǝ zikzikan na kǝ zil kǝsakh zǝ malanakh ǝn tǝghǝr kǝ dlam, ad lav ghaze a ǝntlarva itar, a mbǝɗa ba dǝ ghay bi.
281b0d004b	Ka nǝv Bilatus tsin, “A tsǝna bakha daghan lavakhan na ngatlakhvuda?”
281b0e0079	A mbǝɗa ba Yasu ad itsauɗa bi. Itsǝn tǝghǝr kǝ kitakul kǝ lavakhe a ǝntlarva itar bi. A ndawanǝf ad Gwumn char.
281b0f00a1	Ən te itsera kǝ sarta khwaɗga fuɗkǝs ɗitsa ɗits, a kuyala Gwumn ǝn ɓalars dadak khaip kitakul sǝgawal ǝn gud sal. Ai naghga dlamakh ad ɓǝlars ɓǝl.
281b10005b	Ən tǝ yanen kǝ sart, nǝg udanen ai tsaghud, a ɗǝmal ǝn gud sal, ɗakha sara Barabas.
281b11009d	Dzafkhai kǝ udakha, ka ndiɗatǝrwar Bilatus kwarne, “War na kur ɓǝlakurnars ɓǝla tsǝki? Yasu Barabase, nagha Yasu ai ǝn ɗakhdud dǝ Kristu khi?”
281b120072	A ndiɗga Bilatus ad ndiɗa na ndǝkyan, wirva tsatsin kwarne, a bǝdu itar ad Yasu ǝn dǝv sar kǝ wirva shilga.
281b13010a	Uk yan fang bi, madǝv Bilatus ǝn ndzǝgan ǝn tǝ vij taka lav, ka ɓǝlanǝf nus sar ad ud dǝ lava kǝ kwararkhai kwara kwarne, “Ɗuwars ɗuwa kwar lav ǝn tǝghǝr kǝ dadake kwal khaipǝn. Wirva a mbaka dlaɗ char, ǝn tǝghǝr kina kǝ ud khan ǝn suwan.”
281b140099	Tǝkǝn zikzikan na kǝ zil kǝsakh zǝ malanakh ǝn tǝghǝr kǝ dlam, shakhanǝf itar udakh kǝ kwar kwarne, ɗuwars ɗuwud Barabas, ka kǝɗguɗ Yasu.
281b15008e	Ka gwidǝn ndiɗatǝrwal Bilatus kǝ dzakhava udakh. “Warek ǝn tǝb tar ǝn nakur ɓǝlakurnars bǝla tsǝki?” Nǝv itara, “Barabas.”
281b160089	Ka ndiɗatǝrwal Bilatus kwarne, “Ai uɗa da mana ka dǝ Yasu ai ɗakhud dǝ Kristuwi?” Nǝv itar daghana, “Khǝrtǝga khǝrtud.”
281b17008d	Ka ndiɗatǝrwar Bilatus kwarne, “Wirva uɗi? Uɗa dǝg bǝzane a mangini?” Ka sǝga ɗichaw kǝ udakh kwarne, “khǝrtǝga khǝrtud.”
281b1800f3	Vazga kǝ Bilatus aghba dǝge tǝkhin kǝ mangan bi, tsugun a katlgan kwarne udakha ǝn tsikwva kǝ tsiya gadl. Ka ǝnkǝf ad yu, pargan ad dǝvakhsar ǝn tǝ vuk dzakhava udakh. Ka ni, “Na vizh ina kǝ ud ǝn kwindara bi. Ya ɗangur yan.”
281b19005d	Ka ngauga udakhen daghan kwarne, “Nalnǝg vizh sar ǝn kwindǝnda zǝ kwinda zarakhǝnd.”
281b1a0074	Ka ɓǝlatǝrnars ad Barabas. Ən tǝkhal kǝ ba udakh tsin kǝ wadzaru kiɓ kǝ Yasu, ka bǝdu kǝ khǝrtga khǝrt.
281b1b007f	Ka ɓalɓa kǝ tlujiyakh Gwumna Bilatus ad Yasu da tǝ gǝlvagh Gwumn, daghan tlujiyakhe ǝn dakwalen tsuguna a tsarghǝr itar.
281b1c0048	Sakhardo itar kadlang, ka talarǝm itar shalaraz, khulf katlang shikakh.
281b1d0100	Mbusaga itar dzakw man tlǝks dǝ tak, barǝm itar ǝn ghǝr. Ka ba itar da khuta gulv man tlǝks ǝn dǝva kaf sar. Khala kǝ yana ka kalaga itar juguv ǝn tǝ vuk sar, ka tsafatsafa tsitar, ka nǝv itar, “Dǝg safagh da tǝ uragh, Shik ya Yakhudakh.”
281b1e007d	Tafarava itar shaghwvai da tǝ vǝgh. Ka chawarvar itar yaghwat man tlǝksen, dlaghar khai itar kǝɗa din ǝn ghǝr tsǝgun.
281b1f00b9	Udzal tsitar ǝn tsafatsafa, ka sakhardu itar gabag man tlǝkse tsa talarǝm itar. Ka talarǝm itar katlangakh sar. Ka ɓǝlando itar ǝn tǝvuk, ka ɓala itar kǝ wirva khǝrta khǝrt.
281b20009c	Madǝv itar ǝn tǝghǝr kǝ dǝga, ka gamga itar zǝ ud ya Sayirin, ɗakha sara Siman. Ka barghǝr itar dǝ ndzǝɗ ad zǝɓ ufa khǝrte da khǝrtdud Yasu.
281b21004d	Sara da vake ǝn ɗakhud dǝ Golgot (dǝge ǝn tukuwina in, vak tlatl ghǝr).
281b220065	Ən vin a bara itar yu inabi laɓan dǝ dǝg ɗekhɗekhan. Tapana tsina, ka kalwal kǝ khǝɓakhǝɓ.
281b23006a	Ən tǝkhal kǝ khǝrtǝga khǝrta tsitar ǝn tǝ ufa khǝrt, ka man tsats tsitar ki da taka gabagakh sar.
281b24003d	Ən tǝkhal kǝ yana, ka ndzakhga itar ǝn tǝ vin kǝ ufauf.
281b25006d	Ka tsakhga itar ad ghaza sare ǝn kwara itar, ǝn tǝ vakghǝr sar kwarne, “INA YASU, SHIK YA YAKHUDAKH.”
281b260081	Khǝrtga itar tsugun ad sǝnkarakh mits ǝn tǝvǝgh kǝ Yasu. Fanga ǝn tǝ dǝva kaf tsin, yan tsuguna ǝn tǝ dǝva dleɓ sar.
281b270042	Udakhe ǝn dǝgal, ka tsafatsafa itar ad Yasu, ka kaɗaghǝr itar.
281b2800cb	Ka nǝv itar, “Khai ǝn kwarne tǝkhakha kǝ khǝtana Fǝta Yazhigǝl, ka gwiɗǝn ndǝrgakhǝn tǝ khǝna khǝkǝrɗ. Ai kata dǝ ghǝragh. Da Zǝr Yazhigǝl khǝ, sodagh sǝg ǝn tǝ ufa khǝrtan.”
281b290093	Ndǝkyan tsugun kǝ zikzikan na kǝ zil kǝsakh, zǝ li tsagdu ndzikha ndzikh Mus, zǝ malanakh ǝn tǝghǝr kǝ dlam, ka tsafatsafa tsitar kwarne,
281b2a009b	“A katgan ad yakhai, in tsuguna a piyarwal kat ghǝr sar. Shik ya Izrail bakhini? Sodagh sǝgin ǝn tǝ ufa khǝrtana tǝkhin, ka fadǝghǝro kǝnda din.
281b2b0073	A bo dǝ ghǝr ǝn tǝ Yazhigǝl. Ai katga kata Yazhigǝlen tǝkhin, dǝn wayawayin. Wirva Zǝr Yazhigǝl ka ni.”
281b2c005d	Ndǝkyan sǝnkarakh ai khǝrt tǝrkhai ud dagh, ghǝrtar tsuguna kwarar khai itar lav bǝzan.
281b2d006c	Ən tǝ fatsi tǝghǝr, ka khǝɗardu ngurtl ad khaya kǝsen daghan, tangw da tǝ karfi khǝkǝrɗa khakhug.
281b2e00bc	Ən tǝ kalkala karfi khǝkǝrɗa khahughen, ka tlǝkha tsin char kwarne, “Elo, Elo, lama sabaktani?” Dǝge ǝn tukuwina in, “Yazhigǝla, Yazhigǝla, a ɗukǝdai ndar kha ndikini?”
281b2f0072	Chalǝm udakhe ǝn ghitsǝn tǝvin, tsǝna tsitar ad inen, ka nǝv itar, “Ina kǝ uda, ǝn ɗakh Ili Tlayang.”
281b3000b2	Ən dǝvǝn dǝva, ka khwayala fang ǝn tǝb tar, ɓadǝghǝr ad zǝr ndǝma ndǝm, luɓanan ǝn yu Inabi kwarekrekan. Siɓau ǝn tǝ yaghwat, ka talaro kǝ Yasu kǝ ɗutsaɗuts.
281b310066	Ka nǝv chalǝmakh, “A ɗuwaman ndan, nǝgha nǝgha kiyam ndan patak da sǝgadagh Ili da katakat.”
281b320045	Ka gwidǝn Yasu ǝn tlǝkha char, ka ɗi safa tsin, ɓawala safa sar.
281b3300a8	Ən tǝ yanen kǝ sart, lǝgwit ghay gud ai ǝn Fǝta Yazhigǝla tiɗǝm mits, tsif ǝn tǝ vak ghǝr kakh da tǝ khay. Khay tsuguna a giɗikǝfkhai, tiɗakhǝm kurakh.
281b340064	Ka chaɓga ngitlakha ngwarǝf itar. Zikǝn udakh ya Yazhigǝle tsa rugana, a tsayatǝrǝfud dǝ saf.
281b3500a6	Sakhawal itar ǝn ngitlakh tar. Ən khal kǝ tsif tsiya kǝ Yasu ǝn ngitl, ka dal itar da Wurshalim, chuwaɗaɗan kǝ dlǝmda kǝs. A mǝdlawa itar kǝ udakh zikǝn.
281b3600b8	Nǝgha kǝ zikan kǝ tluji zǝ chalǝm tlujiyakhe ǝn uf Yasu ad mbǝɗa pǝgdǝm zǝ daghan dǝgakhe dzoghǝr, a gadzǝf itar char. Ka nǝv itar. “Zǝr Yazhigǝl ina kaɗi kaɗi.”
281b370093	Nǝg chalǝm nughwaskh zikǝn tsugun ǝn vinen, ǝn vaza vaza kǝ bit. Liye tsa gatars kǝ Yasu gwil sǝgawal ǝn Galili, ǝn nǝgharu nǝgha itar.
281b38005e	Ən tǝb tara nǝg Maryam ǝn kǝs ya Magdal, zǝ Maryam bab Yakub zǝ Yusuvu, zǝ nus Zabadi.
281b390062	Ɓǝlga kǝ khakhug, ka sa ud ya Armati, dadak tluwadal, ɗakha sara Yusuvu. In tsuguna fura Yasu.
281b3a0075	Ka da da vak Bilatus shik da takaɗ tluvǝgha Yasu. Ka kwara tǝrkhai Bilatus ad bara tluvǝgha Yasu tsud kǝ Yusuvu.
281b3b003d	Ka ɓǝf Yusuvu ad tluvǝgha Yasu, mbusanǝm ǝn wilwa lapin.
281b3c0067	Ka khǝnanan Yusuvu ǝn gitl sare tsa khuradalin ǝn khurzǝzǝ. Ka tlǝgaru ad kur zikan, ka tǝkaval.
281b3d0075	Maryam ǝn kǝs ya Magdal, zǝ tlǝrne ai ɗakhdud dǝ Maryam ǝn ndzǝgan itar ǝn vin, ǝn vaza ger da tǝ ngitlen.
281b3e0060	Tǝkǝdla sar kǝ fitsa fǝtav, ka dala zikzikan na kǝ zil kǝsakh zǝ Farisakh da vak Bilatus.
281b3f009c	Nǝv itar, “Dǝg safagh da tǝ uragh, a dzamana kǝnda ad sarte tsa dla dadak valdu udakh na dǝ saf, kwarne, ‘Fitsa khǝkǝrɗa da tsiya ka dǝ saf.’
281b40010c	Wirva yan, babǝg ad udakh kǝ uf ngitlen char tangw da tǝ khǝna khǝkǝrɗ. Ki khek dǝgal kǝ furakh sar da gǝl tluvǝgh sar, kwarar khai itar kǝ udakh tsugun kwarne, ‘A tsiyif ǝn ngitl.’ Ya valdu udakhe kǝ dǝg mbas, da malamala dǝ dǝg chak kǝ bǝz.”
281b410060	Ka nǝv Bilatus tsitar, “Khutsamǝf tlujiyakh, dam da ufaufa ad ngitlen, khalavuwa tǝkhur.”
