2800000008	Maatoosa
2c1c1b00f6	Ays giikko, ha deriya wozanay muumis; entta haythay tullis; entta ayfeykka goozettis. Hessi baynneeko, entti bantta ayfiyaan be7idi, bantta haythan si7idi, bantta wozanan akeekidi, entti taakko simmana; takka entta pathanashin’ yaaga” yaagis.
2c1c1c0069	“Hiza, hayssi Xoossaa atotethaa kiitay Ayhude gidonnayssatas gideyssa ereeta. Enttika si7ana” yaagis.
2c1c1d0056	Phawuloosi hessa gidaappe guye, Ayhudeti bantta giddon daro palamishe keyidi bidosona.
2c1c1e005a	Phawuloosi kera keethan nam77u laythi kumethi de7is; yan de7ishe baakko yaa ubbaa mokkees.
2c1c1f007a	Yashshi baynnanne oonikka diggonnashin Xoossaa kawotethaabaa sabbakis; Godaa Yesuus Kiristtoosabaa qonccisidi tamaarssees.
2d00000005	Roome
2d01010090	Yesuus Kiristtoosa aylle gidida, hawaare gidana mela xeegettidayssafenne Xoossaa Wonggelaa sabbakana mela doorettida Phawuloosi kiittida kiitaa.
2d0102006d	Xoossay daro wodeppe sinthe ba nabeta baggara immana yaagida Wonggelay Xoossaa Geeshsha Maxaafatan xaafettis.
2d0103005f	He Wonggelay ashon Dawite sheeshaappe yelettida, Xoossaa Na7aa, nu Godaa Yesuus Kiristtoosabaa.
2d0104005b	Qassi I ba geeshsha Ayyaanan hayqoppe denddidi, Xoossaa Na7aa gideyssa gita wolqqan bessis.
2d01050095	Iya baggara Ayhude gidonna asay ubbay, ammanidi kiitettana mela Kiristtoosa sunthaa gisho, Xoossay aadho keehatethinne hawaaretetha maata nuus immis.
2d01060045	Yesuus Kiristtoosas gidana mela xeegettida asatappe baggati hinttena.
2d010700b5	Roomen de7iya, Xoossay siiqeyssatasinne iya geeshsha dere gidana mela dooridayssatas. Xoossaa nu Aawappenne Godaa Yesuus Kiristtoosappe aadho keehatethaynne sarotethay hinttew gido.
2d0108007d	Ubbaafe koyrottada, hintte ammanoy biitta ubban si7ettida gisho, Yesuus Kiristtoosa baggara hintte gisho ta Xoossaa galatays.
2d01090073	Taani iya Na7aa wonggelabaa kumetha wozanan odiya Xoossay, taani ta woossan ubba wode hinttena qoppeyssas I markka.
2d010a0064	Wurssethan, Xoossaa shene gidikko, taani hintteko baanaw ogey taw injjetana mela ubba wode woossays.
2d010b0046	Taani hinttew Ayyaana imuwa shaakkanawunne hinttena be7anaw laamotays.
2d010c004d	Hessika, taani hintte ammanuwan, qassi hintte ta ammanuwan minettana melassa.
2d010d007c	Ta ishato, taani Ayhude gidonna asaappe ayfe demmidayssada, hinttefekka ayfe demmanaw hintteko baanaw qoppas, shin digettas.
2d010e0054	Tamaarida asaasinne tamaariboonna asaas qassi cinccatasinne eeyatas taw acoy de7ees.
2d010f0040	Hessa gisho, Roomen de7iya hinttewuka Wonggelaa odanaw amottays.
2d01100093	Iya ammaniyaa ubbaa, koyrottidi Ayhudeta, kaallidi Ayhude gidonnayssata ashshanaw Wonggelay Xoossaa wolqqaa gidiya gisho, ta Wonggelan yeellatikke.
2d0111009e	Xilloy ammanon de7on daana geetettidi Geeshsha Maxaafan xaafettis. Wonggelaan Xoossaa xillotethay qonccis; koyroppe wurssethi gakkanaw, asay xilley ammanonna.
2d01120072	Tumay erettonna mela bantta iita ooson kammiya asaa bollanne nagara ubbaa bolla, Xoossaa hanqoy saloppe wodhdhees.
2d0113004f	Xoossay enttaw qonccanaw bessiyabaa qonccisida gisho, entti Xoossabaa eroosona.
2d011400bd	Alamey medhettosappe doomidi, asaas beettonna Xoossaa kanddoy, hessika iya merinaa wolqqaynne Xoossatethay iya medhetethan qonccidi de7iya gisho, asay bantta iitatethaas gaasoyiyabay baawa.
2d0115007c	Entti Xoossaa erishe, iya bonchchibookonanne galatibookkona. Entta qofay maaddonnabaa gidis; entta akeekonna wozanay dhumis.
2d0116002d	Entti banttana cinccata goosona, shin eeyata.
2d011700a1	Entti hayqqonna Xoossaa goynnanayssa aggidi, hayqqiya asa medhon, kafota medhon, do7ata medhoninne ulora gooshettiyabata daanisidi oothida misileta goynnidosona.
2d01180093	Hessa gisho, entti issoy issuwara borssobaa oothidi, bantta asatethaa kawushshana mela Xoossay entta wozanay amottiya tuna oosos entta yeggi aggis.
2d0119009c	Hessi haniday entti Xoossaa tumaa worddon laammida gishonne medhdhida Xoossaa aggidi, medhetethi goynnida gishossa. Xoossay merinaw galatettidayssa. Amin7i.
2d011a00a7	Hessa gisho, Xoossay enttana entta borsso amuwaas yeggi aggis. Entta maccasay bantaw bessiya addera gaytethi aggidi, bessonnabaa hanidi maccasi maccasara gayttidosona.
2d011b00c7	Hessadakka, addeti bantaw bessiya maccasara gaytethi aggidi, addey addera gayttidosona. Addeti issoy issuwara amon xuugettidi, borssobaa oothidosona. Bantta oothida balaas bessiya pirddaa ekkidosona.
2d011c008e	Entti Xoossaa erishe, hari attoshin iyabaa qoppanaw koyonna ixxida gisho, bessonnabaa oothana mela Xoossay enttana pathonna qofas aathi immis.
2d011d007d	Enttan geellatethi, iitatethi, yiiqey, geney, qanaatey, shemppo wodhoy, palami, cimoynne iita amoy kumis. Entti zigireyssata,
2d011e009c	asa sunthi iisseyssata, Xoossaa ixxeyssata, cayeyssata, otoreyssata, ceeqetteyssata, iitabaa oothanaw koyeyssatanne bantta aayesinne aawas kiitettonayssata,
2d011f004e	akeekonnayssata, caaqo mentheyssata, siiqoy baynnayssata, qadhey baynnayssata.
2d012000a3	Hayssata mela ootheyssatas hayqoy bessees giya Xoossaa higgiya erishe, hayssata oothoosona. Entti banttaw ooso xalaala gidonnashin, oothiya haratakka nashshoosona.
2d020100a0	Hessa gisho, neno harata bolla pirddeysso, neeni gaasoyiyabay baawa. Neeni harata bolla pirddashe, he neeni pirddiya uraa mela oothiko, nee, ne bolla pirddaasa.
2d0202004c	Hessa mela ooso ootheyssata bolla Xoossay xillo pirddaa pirddeyssa nu eroos.
2d0203007d	Neno, hessa mela ooso ootheyssata bolla pirddeysso, entti ootheyssa mela ootheysso, neeni Xoossaa pirddaafe attanabaa daanii?
2d02040086	Woykko Xoossaa keehatethaa, genccaanne dandda7a darotethaa kadhayye? Xoossay new keehiday nena nagaraappe zaaranaw gideyssa erikkiyye?
2d0205009b	Shin hinttew shuchcha wozaninne si7onna haythi de7ees. Hessa gisho, Xoossaa hanqoynne xillo pirdday qoncciya gallas, ne bolla pirdday darana mela oothaasa.
2d0206002f	Xoossay issuwas issuwas iya oosuwa mela immana.
2d02070064	Lo77o ooson minnidi, galataa, bonchchonne dhayonna de7uwa koyeyssatas Xoossay merinaa de7uwa immana.
2d02080071	Shin banttana siiqeyssata, tumaa ixxeyssatanne iitabaa oothanaw koyeyssata bolla Xoossaa hanqoynne pirdday yaana.
2d02090066	Iitabaa oothiya asay ubbaa, koyrottidi Ayhudeta, kaallidi Ayhude gidonna asaa metoynne waayey gakkana.
2d020a0084	Shin Xoossay lo77o ooso oothiya ubbaas, koyrottidi Ayhudetas, kaallidi Ayhude gidonnayssatas galataa, bonchchonne sarotethaa immana.
2d020b0025	Xoossay som77o be7idi ase shaakkenna.
2d020c0073	Higgey baynna nagara oothida ubbay higgey baynna dhayana. Higgey de7ishin, nagara oothida ubbay higgen pirddettana.
2d020d0060	Xoossaa sinthan xilleyssati higge naageyssatappe attin higge sissa xalaala si7eyssata gidokkona.
2d020e0097	Higgey baynna Ayhude gidonna asay medhon higgey kiitteyssa oothoosona. Enttaw xaafettida higgey baynna ixxikokka entti bantta wozanan higgiya eroosona.
2d020f00bd	Entta hanotay, higge kiitay entta wozanan xaafettidayssa bessees. Qassi entta kahay entta bolla markkattees. Entta qofay issi issi toho enttana bala gees; issi issi toho enttana likke gees.
2d02100079	Ta tamaarssida Wonggelaa mela Xoossay Yesuus Kiristtoosa baggara asa wozanan geemmida qofaa pirddiya wode hessi erettana.
2d0211003e	Shin ne nena Ayhude gaasa; higgen zemppaasa; Xoossan ceeqaasa.
2d02120069	Ne oothana mela Xoossay koyabay aybeekko eraasa. Higgiya tamaarida gisho, tuma gidiyabaa dooranaw eraasa.
2d02130053	Neeni qooqeta kaaletheyssa, qassi dhuman de7eyssatas poo7o gideyssa shaakka eraasa.
2d0214006c	Neeni higgiyafe demmida eratethaaninne tumatethan eeyata eriseyssanne yoogata tamaarsseyssa gideyssa eraasa.
2d02150074	Yaatin, ne harata tamaarsseyssi ne nena ays tamaarssikii? Neeni, “Kaysotoppa” gashe, neeni ne huu7en kaysotayye?
2d0216006a	Neeni, “Laammofa” gashe, neeni ne huu7en laammayye? Neeni eeqa ixxashe, eeqay de7iya keethaa bonqayye?
2d02170056	Neeni Xoossaa higgiyan ceeqettasa, shin higgiyas kiitettonna ixxada Xoossaa yeellayay?
2d0218006c	Geeshsha Maxaafan, “Hintte gaason Xoossaa sunthay Ayhude gidonna asatan cayettees” geetettidi xaafettis.
2d02190086	Ne higges kiitettiko, ne qaxxaros maadey de7ees, shin neeni higgiyas kiitettonna ixxiko ne qaxxaretethay qaxxarettiboonna mela gidees.
2d021a0066	Ayhude gidonna asi qaxxarettonna de7ishe, higgiyas kiitettiko, Xoossay iya qaxxarettida mela taybenne?
2d021b00bd	Hintte, Ayhude asati, hinttew xaafettida higgeynne qaxxaroy de7ishin, hintte higges kiitettonna ixxiko, Ayhude gidonna asay qaxxarettonna ixxikokka higges kiitettidi, hintte bolla pirddana.
2d021c006a	Hiza, sunthan Ayhude gidida ubbay tuma Ayhude gidenna. Qassi kare asatethaa qaxxaroy tuma qaxxaro gidenna.
2d021d00f0	Shin tuma Ayhudetethi gaatha baggan Ayhude gideyssa. Tuma qaxxaretethi Xoossaa Ayyaanan oosettiya wozanaa qaxxaretethafe attin xaafettida higgiyan oosettiya asatetha qaxxaro gidenna. He uray galataa Xoossafe ekkeesippe attin asappe gidenna.
2d0301004f	Yaatin, Ayhude gidon ay dummatethi de7ii? Woykko qaxxaretethan ay maadey de7ii?
2d03020061	Tumakka Ayhude gidoy daro ogera maaddees. Ubbaafe sinthe Xoossay ba qaala hadara Ayhudetas immis.
2d03030060	Yaatin, enttafe issoti issoti qaala ammanonna ixxiko, entta ixxoy Xoossaa ammanetethaa diggiyye?
2d030400a2	Diggenna! Asa ubbay worddanchcho gidikkoka Xoossay tuma gido. Geeshsha Maxaafan, “Ne qaalan ne xillasa; nena mooteyssa pirddan lathaasa” geetettidi xaafettis.
2d030500a7	Yaatin, nu nagaray Xoossay xillo gideyssa bessiyabaa gidikko, nu woyganee? Xoossay nu nagara gisho, nu bolla pirddiko, likke gidenneyye? Hayssa taani asa qofatho gays.
2d03060053	Hessi ubbarakka hanenna. Hessada hanikko, Xoossay ha alamiya bolla waati pirddanee?
2d03070088	Shin ta worddotethay Xoossaa tumaa qonccisidi, iya bonchchuwa darssi bessiyabaa gidikko, yaatin, ays ta bolla nagaranchchoda pirddeetii?
2d03080094	Issi issi asay, “Lo77oy yaana mela iita oothoos” yaagidi tamaarssiyaada oothidi tana mootosona. Hessa mela asaa bolla yaa Xoossaa pirdday likke.
2d030900b0	Yaatin, nuuni woyganee? Nu Ayhudeti, Ayhude gidonnayssatappe aadhdhonaayye? Gidenna! Ayhude gidin, Ayhude gidonna attin ubbay nagaranchcho gideyssa taani kasetada hinttew odas.
2d030a002f	Geeshsha Maxaafan, “Xillo asi issoykka baawa.
2d030b0030	Akeekiya asi baawa, Xoossaa koyaa oonikka baawa.
2d030c007a	Asa ubbay Xoossaas zokko zaaridosona; ubbay issife pathonnabaa gididosona. Lo77o oothiya oonikka baawa; issi asikka baawa.
2d030d0093	Entta doonappe keyaa qaalay, dooyettida duufoppe keyaa xinqqo mela; bantta inxarssan cimmoosona. Entta doonappe ase wodhiya, shoosha marzey keyees.
2d030e0029	Entta doonan camo odaynne baadethi kumis.
2d030f0022	Entti suuthi gussanaw ellesoosona.
2d03100024	Entta ogiyan dhayoynne qohoy de7ees.
2d0311001f	Entti sarotetha ogiya erokkona.
2d0312003b	Bantta de7uwan Xoossaas yayyokonna” geetettidi xaafettis.
2d03130091	Ase ubbaa doona oythanawunne kumetha alamiya Xoossaa pirddaafe garssan shiishanaw, higgey imettiday higgefe garssan aqeyssatas gideyssa nu eroos.
2d0314007c	Hessa gisho, oonikka higges kiitettidi Xoossaa sinthan xillanaw dandda7enna. Higgey asi ubbay nagaranchcho gideyssa bessees.
2d0315006f	Shin ha77i Xoossay asi higgey baynnashin xilliya oge qonccisis. He ogiya Muse higgeynne nabeti markkattidosona.
2d03160054	Ha xillotethaa, Xoossay Yesuus Kiristtoosa baggara asa ubbaas shaakoy baynna immees.
2d03170055	Asa ubbay nagara oothidosona; Xoossay enttaw immida bonchchuwafe haakkidi attidosona.
2d03180058	Shin entti Xoossaa aadho keehatethan, woziya Kiristtoos Yesuusa baggara coo xillidosona.
2d031900d5	Xoossay Yesuus Kiristtoosa yarshsho oothidi immiday, iya ammaniyaa ubbay iya suuthan nagara maarotethi demmana melassa. Xoossay hessa oothiday ba dandda7an kase nagaraa taybonna aggidi, ba xillotethaa bessanaassa.
2d031a005a	Ha77i wodiyan Yesuusa ammaniyaa ubbaa xillisidi, Xoossay ba huu7en xillo gideyssa bessees.
2d031b0077	Yaatin, nu ceeqettiyabay aybi de7ii? Aybikka baawa. Nuuni ceeqettey higges kiitettiya gishoyye? Akkay! Ammano gishossa.
2d031c0052	Xoossay ase xillisey ammanonnappe attin higges kiitetethan gidonnayssa nu akeekos.
2d031d007c	Woykko Xoossay Ayhudeta xalaala Xoosseyye? Ayhude gidonnayssatas Xoosse gidenneyye? Tuma, Ayhude gidonnayssataskka I Xoosse.
2d031e0046	Xoossay issino; Ayhudetanne Ayhude gidonnayssata ammanon xillisey iya.
2d031f0059	Yaatin, nuuni higgiya ammano gisho shaaros guusseyye? Gidenna! Higgiya minthosippe attin.
2d04010028	Yaatin, nu mayzay Abrahamey ay demmidee?
2d04020070	Abrahamey ooson xillidabaa gidiyakko, I ceeqettiyabay de7ees, gidoshin, Xoossaa sinthan ceeqettanaw dandda7enna.
2d04030068	Geeshsha Maxaafay, “Abrahamey Xoossaa ammanis; Xoossay hessa iyaw xillotethi oothidi ekkis” yaagees.
2d0404005b	Oothiya uray ekkiya daamozey, iya ooso wolqqaas cigettiya gateppe attin iyaw imota gidenna.
2d04050075	Shin ooso oothonna oonikka nagaranchchuwa xillisiya Xoossaa ammanikko, iya ammanoy iyaw xillotethi gididi taybettees.
2d04060073	Geeshsha Maxaafan Dawitey, oosoy baynna Xoossay xillisiya asati ay mela anjjettidaakko hayssada yaagidi qonccisees:
2d04070057	“Entta balay atto geetettidayssatinne entta nagaray kamettidayssati anjjettidayssata.
2d04080039	Goday iya nagaraa taybonna asi anjjettidayssa” yaagees.
2d040900d6	Yaatin, Dawitey odida anjjoy qaxxarettida asaa xalaalaseyye? Woykko qaxxarettiboona asaase? Nuuni, “Geeshsha Maxaafay, ‘Abrahamey Xoossaa ammanis; Xoossay hessa iyaw xillotethi oothidi ekkis’ yaagees” gida.
2d040a008d	Yaatin, hessi awude hanidee? Abrahamey qaxxaretineyye? Woykko qaxxarettonna de7ishinee? Qaxxarettanaappe sinthe hanisippe attin guye gidenna.
2d040b00d6	Abrahamey qaxarettanaappe sinthe iya ammanoy iyaw xillotethi gididi taybettidayssa erisanaw, iya qaxxaroy malaata gidis. Hessa gisho, Abrahamey qaxxarettonna ammaneyssatasinne ammanon xilleyssata ubbaas aawa gidis.
2d040c00b0	I qaxxarettidayssataskka aawa. Abrahamey enttaw aawa gididay entti qaxxarettida gisho, xalaalas gidonnashin, I qaxxaretanaappe sinthe ammanida ammanuwa entti kaallida gishossa.
2d040d009c	Abrahamesinne iya sheeshas, “Alamiya ta hinttew immana” yaagida ufayssay, Abrahamey ammanon xillida gishossafe attin higge naagidi polida gisho gidenna.
2d040e0081	Higges kiitettidayssati Xoossaa immana gida ufayssaa laataeyssata gidikko, asaa ammanoy maaddenna; Xoossaa ufayssayka hada gidis.
2d040f004d	Higge menthoy Xoossaa hanqo ehees, shin higgey baynnason higge menthoy baawa.
2d041000ff	Hessa gisho, Xoossay immida ufayssay ammanon ekettees. Ha ufayssay Abrahaame sheeshaa ubbaas Xoossaa aadho keehatethaa baggara imettidayssa qonccisees. Hessika higge naageyssata xalaalas gidonnashin, Abrahameda ammanida ubbaassa. Abrahamey nu ubbaas aawa.
2d041100e2	Geeshsha Maxaafan, “Ta nena daro kawotethatas aawa oothas” geetettidi Abrahaame gisho, xaafettis. Ha ufayssay Abrahames imettiday hayqqidayssatas de7o immeysinne oorathabaa oothiya Xoossay iya gideyssa I ammanida gishossa.
2d041200b7	Xoossay Abrahames daro zerethi immanayssa caaqqis. Ufayssi oothanaw aykkoka dandda7ettona wode Abrahamey Xoossan ammanida gishonne ufayssi oothida gisho, daro kawotethatas aawa gidis.
2d04130088	Abrahames xeetu laythi kumana hanikkoka, ba daaburida asatethaanne Saara na7a yelanaw dandda7onnayssa erishe ba ammanuwan daaburibeenna.
2d04140078	Gidoshin, I ba ammanuwan minnidi Xoossaas bonchcho immisppe attin Xoossay immida ufayssaa ammanonna ixxidi, sidhibeenna.
2d0415004a	Abrahamey, Xoossay caaqqida caaquwa polanayssa ba kumetha wozanan ammanis.
2d04160035	Hessa gisho, Xoossay iya ammanuwa xillotethan taybis.
2d04170052	Shin, “Iyaw xillotethan taybis” giya qaalay Abrahaame xalaalas xaafettibeenna.
2d04180078	He qaalay nu Godaa Yesuusa hayqoppe denthida Xoossaa ammaniyaa nuuskka nu ammanoy xillotethan taybettana mela xaafettis.
2d04190056	Xoossay iya nu nagara gisho, hayqos aathidi immis; I nuna xillisanaw hayqoppe denddis.
2d05010064	Hiza, nu ammanon xillida gisho, nu Godaa Yesuus Kiristtoosa baggara Xoossaara nuus sarotethi de7ees.
2d05020094	Nuuni iya baggara ha77i nu eqqida aadho keehatethaa giddo ammanon gelida. Hessa gisho, nu Xoossaa bonchchuwa shaaketanaw de7iya ufayssan ceeqettoos.
2d0503005b	Hessa xalaala gidonnashin, metoy dandda7a eheyssa nu eriya gisho, nu metuwankka ceeqettoos.
2d0504003b	Qassi dandda7ay genccaa, genccay ufayssi immeyssa nu eroos.
2d0505006e	Nuus immida Geeshsha Ayyaana baggara Xoossay ba siiquwa nu wozanan gussida gisho he ufayssay nuna yeellayenna.
2d0506006c	Nuuni buroo daaburanchchota gididi de7ishin, Xoossaa wodey gakkin, Kiristtoosi nagaranchchota gisho hayqqis.
2d05070071	Xillo asa gisho hayqqana asi demmanayssi daro meto, shin keeha asa gisho hayqqana asi ooni eri benttonna aggenna.
2d05080087	Shin nuuni buroo nagaranchcho gididi de7ishin, Kiristtoosi nu gisho hayqqis. Hessi Xoossay nuna ay mela siiqiyakko iya siiquwa bessees.
2d05090069	Hiza, nuuni Kiristtoosa suuthan xillidabaa gidikko, ubbaafe aathidi iya baggara Xoossaa hanquwafe attana.
2d050a00a6	Nuuni Xoossaara kase morkke, shin iya Na7aa hayquwan iyara sigettida. Hessafe aathidi, ha77i nuuni Xoossaara sigettidaappe guye, iya na7aa de7uwa gaason nuuni attana.
2d050b0074	Hessa xalaala gidonnashin, ha77i nuna Xoossaara sigethida nu Godaa Yesuus Kiristtoosa baggara nu Xoossan ceeqettoos.
2d050c0084	Addaame baggara nagari ha alamiya gelis. He nagaraa baggara hayqoy yis. Asi ubbay nagara oothida gisho hayqoy asa zare ubbaa gakkis.
2d050d006a	Higgey imettanaappe sinthe alamen nagari de7ees, shin higgey baynna wode nagari nagara gididi taybettenna.
2d050e00bb	Shin Addaameppe Muse gakkanaw hayqoy asa ubbaa haaris. Hari attoshin, Addaameda higges kiitettonna ixxidi, nagara oothiboonayssata bollaka hayqoy kawotis. Addaamey yaana Yesuusas leemiso.
2d050f00bb	Shin Xoossaa aadho keehatethay Addaame nagara mela gidenna. Issi asa nagara baggara daro asay hayqqis. Shin Yesuus Kiristtoosa baggara Xoossaa aadho keehatethay asa ubbaas daridi imettis.
2d051000c6	Addaame nagaraa giddoninne Xoossaa imotaa giddon daro dummatethi de7ees. Issi asa nagara gaason Xoossay iya bolla pirddis. Shin asay daro nagara oothinkka Xoossaa aadho keehatethay xillotethaa ehis.
2d051100a9	Issi asa nagara gaason hayqoy asa ubbaa bolla kawotis. Shin Yesuus Kiristtoosa baggara Xoossaa aadho keehatethaanne xillotetha imota ekkiya ubbay, xoono de7on de7oosona.
2d05120095	Hiza, issi asi nagara oothida gaason asa ubbaa bolla pirddi yidayssada issi asi xillo oothida gaason, Xoossay ase ubbaa xillisidi enttaw de7o immees.
2d0513006f	Issi asi kiitettonna ixxida gaason, daro asay nagaranchcho gididayssada issi asa kiitetethan daro asay xillana.
2d05140073	Asay nagara wolqqaa erana mela higgey yis, shin nagara wolqqay darida wode Xoossaa aadho keehatethay aadhdhi daris.
2d051500a5	Nagari hayqo wolqqan kawotidayssa mela Xoossaa aadho keehatethay xillotethaa wolqqan kawotidi, nu Godaa Yesuus Kiristtoosa baggara nuna merinaa de7uwakko kaalethees.
2d06010055	Yaatin, nuuni woyganee? Xoossaa aadho keehatethay darana mela nagaran minnidi de7ino?
2d06020056	Akkay, nuuni nagaras hayqqidabaa gidikko, yaatin, nuuni hizappe waanidi nagaran daane?
2d06030074	Nu ubbay Kiristtoos Yesuusara issifanaw xammaqettida wode iya hayquwan iyara issifanaw xammaqettidayssa erekketiyye?
2d0604009a	Nu xammaqettida wode Kiristtoosara hayqqidanne moogettida. Kiristtoosi Xoossaa Aawa bonchcho wolqqan hayqoppe denddidayssa mela nukka ooratha de7on daana.
2d06050054	Nu iya hayquwan iyara issino gidikko, hessadakka, iya dendduwan iyara issino gidana.
2d0606008c	Nu hizappe nagaras aylle gidonna melanne nu nagaranchcho asatethaa wolqqay dhayana mela nu cima asatethay Kiristtoosara kaqettidayssa eroos.
2d06070049	Issi asi Kiristtoosan hayqqidabaa gidikko, I nagara wolqqafe la77a keyis.
2d0608003d	Nuuni Kiristtoosara hayqqiko, iyara de7on daanayssa ammanoos.
2d06090068	Kiristtoosi hayqoppe denddida gisho, zaari I hayqqonnayssanne hayqoy sinthafe iya haaronnayssa nu eroos.
2d060a005e	I hayqqida wode nagaras issitoho wurssethi gakkanaw hayqqis, shin ha77i de7on Xoossaas de7ees.
2d060b0066	Hessadakka, hintte nagaras hayqqidi, Godaa Kiristtoos Yesuusa baggara Xoossaas de7on de7eyssa qoppite.
2d060c006a	Hessa gisho, hinttee, hintte asatethaa amuwaas kiitettonna mela hayqqiya hintte asatethaa nagari haaroppo.
2d060d00e9	Qassi hintte asatethaa nagara oothanaw geellatetha miishe oothidi immofite. Shin hintte hayqoppe denddidi, de7on de7iya asada hintte asatethaa Xoossaas immite. Qassi hintte kumetha asatethaa xillo ooso oothanaw Xoossaas aathi immite.
2d060e007a	Hintte Xoossaa aadho keehatethaa garssan de7eetappe attin higgefe garssan de7onna gisho nagari hinttena haaranaw bessenna.
2d060f007b	Yaatin, nu woyganee? Higgefe garssan gidonnashin, Xoossaa aadho keehatethaa garssan de7iya gisho nagara oothaneeyye? Akkay!
2d0610010b	Hintte issi asas kiitettanaw hinttena aylle oothidi immiya wode he hintte kiitetteyssas aylle gideyssa ereeta. Hessadakka, hintte nagaras kiitettiko, hinttew hayqo ehiya nagaraas aylle gideeta. Woykko hintte Xoossas kiitettiko xillotethi ehiya Xoossaas aylle gideeta.
2d0611007d	Kase hintte nagaras aylle, shin ha77i hintte ekkida tuma timirttiyas kumetha wozanappe kiitettida gisho Xoossaas galati gido.
2d06120047	Hintte nagara aylletethaa qashoppe bilettidi xillotetha aylle gidideta.
2d061300f5	Hinttee hintte qofan daaburanchcho gidiya gisho, taani oodeskka geliya ogen odays. Kase hinttee, hintte asatethaa tunanne iitabaa oothanaw aylle oothidi immidayssa mela ha77i hintte asatethaa geeshshi gidana mela xillotetha aylle oothidi immite.
2d0614003f	Hintte nagaras ayllettidi de7iya wode xillotethas haaretteketa.
2d06150065	Hinttena ha77i yeellayiya beni hintte iita oosuwappe ay maade demmidetii? He oosota wurssethay hayqo.
2d06160089	Shin hintte nagara aylletethaa qashoppe bilettidi, Xoossaas aylle gidideta. Hessi hinttena geeshshi oothidi merinaa de7uwakko kaalethees.
2d06170061	Nagara gatey hayqo. Shin Xoossay, nu Godaa Kiristtoos Yesuusa baggara immiya imotay merinaa de7o.
2d0701005f	Ta ishato, taani odey higge eriya asatassa. Higgey issi asi paxa de7iya wode ubban iya haarees.
2d07020092	Leemisos, azina gelida maccasiya I azinay paxa de7iya wode higgen iyara qashettasu. Shin I azinay hayqqiko iyara iya caaqqida caaqoy iyo haarenna.
2d070300c0	Hessa gisho, iya ba azinay paxa de7ishin, hara adde gelikko, iya laammidaaro geetettawusu. Shin I azinay hayqqiko, caaqoy iyo haaronna gisho iya hara azina gelikko, iya laammidaaro geetettuku.
2d07040094	Hessa gisho, ta ishato, hintte Kiristtoosa asatethaa baggara higge wolqqaas hayqqidi, Xoossaas ayfe ayfanaw hayqoppe denddida Kiristtoosas gidideta.
2d070500af	Nu asho amoy nuna haarin, nu de7iya wode higgey gujji nagara oothana mela nuna denthethees. Nu asatethaa giddon iita amotethi de7iya gisho nuuni hayqo ayfe ayfana mela oothis.
2d070600bc	Shin ha77i nuuni nuna qachchida higgiyas hayqqida gisho nuuni higge qashoppe bilettida. Hessa gisho, Geeshsha Ayyaana ogen Xoossaas kiitettosippe attin xaafettida cima higgiyas kiitettoko.
2d070700a4	Yaatin, nuuni woyganee? Higgey ba huu7en nagaree? Gidenna! Shin higgey nagari aybeekko tana erisis. Higgey, “Amottofa” goonnako, amotethi aybeekko taani erikke.
2d0708006a	Shin ta ubbabaa amottana mela nagari higge baggara tanan oge demmis. Higgey bayneekko nagari hayqqidayssa.
2d07090059	Kase higgey baynna wode ta paxa, shin higgey imettida wode nagari paxin ta qassi hayqqas.
2d070a003c	Taani de7on daana mela Xoossay immida higgey taw hayqo ehis.
2d070b0039	Nagari higge baggara tana cimmiya ogiya demmidi wodhdhis.
2d070c0051	Hessa gisho, higgey geeshshi; iyan xaafettida kiitaykka geeshshi, xillonne lo77o.
2d070d00ca	Yaatin, lo77o gididabay ta bolla hayqo ehideyye? Gidenna! Shin nagari nagara gideyssi qonccana mela lo77oban maaddettidi taw hayqo ehis. Hessa gisho, nagara nagaratethay higge baggara aadhdhidi erettis.
2d070e004f	Nuuni higgey ayyaanabaa gideyssa eroos. Shin taani nagaras bayzettida asho asi.
2d070f0054	Taani oothiyabaa akeekikke; taani dosiyabaa oothanayssa aggada ta ixxiyabaa oothays.
2d07100045	Taani ixxiyabaa oothiyabaa gidikko, higgey lo77o gideyssa ta ma77ays.
2d0711004b	Hessa gidikko, he oosuwa tanan de7iya nagaray oothaysippe attin ta oothike.
2d07120080	Tanan, hessika ta ashuwan lo77obay baynnayssa erays. Lo77obaa oothiya amotethi tanan de7ees, shin lo77obaa oothanaw dandda7ikke.
2d07130042	Taani ixxiya iitabaa oothaysippe attin ta dosiya lo77obaa oothike.
2d07140065	Taani ixxiyabaa oothiyabaa gidikko, hessa tanan de7iya nagaray ootheesippe attin oothey tana gidikke.
2d07150048	Hiza, ta lo77obaa oothanaw dosishin, iitabaa oosoy woga gideyssa demmas.
2d0716002c	Taani ta wozanan Xoossaa higgiyan ufayttays.
2d0717009f	Shin ta asatethaa giddon de7iya ta qofaa higgiyara olettiya dumma higge be7ays. He higgey ta asatethaa giddon oothiya nagara higgiyas tana aylle oothidi immis.
2d0718004d	Taani waanida yibbata asee? Hayqos efiya ha asatethaafe tana ashshanay oonee?
2d071900b6	Nu Godaa Yesuus Kiristtoosa baggara tana ashshiya Xoossaas galatay gido. Hiza, taani ta qofan Xoossaa higgiyas haarettays; shin ta asatethan tana nagara oosisiya higgiyas haarettays.
