2800000009	ማቶሳ
2d0d0e0074	ላꬄ የሱስ ክርስቶሳ ማኦተ፤ ይን ናጋራ አሾ ፋ አሙቶ ፎሎደ ፋና ቆፕፐተ።
2d0e010069	አማኖራ ላቢደ ኦናን ሺሺ ኤኮተፕ አትን ኤ ቆፍትላ አፋ ፍርድፐተ።
2d0e0200b4	አዝዘስ፥ አማኖራ ሚንግደ ፈቲ አስ አኮ ካꬃን ማአደስ ዳንዳአነ። የዝን አማኖራ ላቢደ አስ አታክልተ ጻላላ ሙነ።
2d0e03008e	ሙእዘ አስ ሞኦሰ አꬃ ቦርፐ። ሞኦሰ አꬄ ሙእዘ አꬄላ አፋ ፍርድፐ። ጾዚ ኡቡንꬃና ኤካነ።
2d0e0400b7	መለ አስ አሮላ ፍርድዘ ነ ኦደ? ኤ ላቢን ዎይ ሚንግን ኤ ላꬄ ኤራነ። ላꬂ ኤዛ ኤሶደስ ዳንዳእዘ ግሾ ኤ ሚንግ ኤቆዳ።
2d0e0500dd	ማህ «ፈቲ አዋራ መለ አዋራፓ አꬋነ» ያጋእ ቆፕዘ አስ የነ። መለ ማህ፥ «አዋራ ኡባ ፈቲ ፋና» ጋእ ቆፓነ። የዝን ፈተ ፈተ ፋ ቆፍቶ ቆፒ ኦቾ።
2d0e060162	ፈቲ ቃምዛ መለ ቃምትፓ አꬂ ቦንችዘ ኦንን ላꬄ ቦንቾስ ጋእ ኦቻነ። ካꬃ ሙእዘ አስ ላꬄ ቦንቾስ ጋእ ሙነ። ኤ ሙእዘ ይና ካꬅቲ ግሾ ጾዝ ጋላታነ። ካꬃ ሞኦሰ አስ ላꬄ ቦንቾስ መአንጽ አሻነ፤ ማህ መአንጽ አሸራን ጾዝ ጋላታነ።
2d0e07005a	ኑፓ ኦንን ፋስ የዞስ፤ ማህ ኑ ግዳፓ ኦንን ፋስ Ꮉይቆስ።
2d0e0800a5	ኑ ደኦር የዝኮ ላꬅስ የሳዳ፤ ማህ Ꮉይቂኮን ላꬅስ Ꮉይቆዳ። ይኬ፥ ኑ ደኦር የዝን ዎይ Ꮉይቂኮን ላꬅስ።
2d0e090080	ክርስቶሳ Ꮉይቂ Ꮉይቆፓ ደንድደ፥ ደኦር የዙንꬅስን Ꮉይቂዱንꬅስ ላꬄ ማቃደስ።
2d0e0a00a2	ዬዝን፥ ነ ነ እሸላ አፋ አኮስ ፍርደ? ዎይ ነ ነ እሻ አኮስ ለቀ? ኑኒ ኡባና ጾዘ ፍርዳ ኦይዳ ቲኖ ኤቆዳ።
2d0e0b009c	ጌሽ ማጻፍተ ላꬂ፥ «ታኒ ደኦ፤ አስ ኡባ ታ ቲኖ ቡንቂንቶዳ፤ ታኒ ጾዝ ማቅዛኖ ማርክꬎዳ» ያጋይዳ።
2d0e0c0068	ይኬ፥ ኑ ኦችደ ባዝትስ ኑ ኦምተ ኦምተ ጾዝ ቲኖ ሺቂ ማሄ እንጎዳ።
2d0e0d00ac	ይኒ ግሾ፥ ኑኒ ፈታይ ፈታይላ አፋ ፍርድዛኖ አሾተ። የዝን ይን እሻያ ꬉቡꬃመ ፋና ዎይ ቃጻመ ፋና ናግንቶተ።
2d0e0e00dc	ላꬄ የሱሳ አማንዘ አስ ማቂ፥ ፋ ኦምተ ቱና ማቅደ ባዝ ባይዛኖ ታኒ ጌሽ ኤራነ። የዝን ፈቲ አስ ፈቲ ባዝ ቱና ማህ ቆፕኮ ይና ኤስ ቱና ማቃነ።
2d0e0f00d7	ነ ሙእዘ ካꬃ ግሾ ነ እሻያ ꬉቢዘ ባዝ ማቅኮ፥ ክርስቶሳ የዘ ነ እሻያ ሲቆስ። ክርስቶሳ ኤ ግሾ Ꮉይቂደ አꬃ ነ ሙእዘ ካꬅት ግሾ ꬋብስፐ።
2d0e100041	ይኬ፥ ይንትስ የዘ ሎኦ ባዝቶ ጫዥዝፐተ።
2d0e1100a4	ጾዘ ካእቱሞ ጌሽ አያናራ በንትዘ ጽሎተꬅ፥ ሳሮትꬅን ቱሪ ኡፋይሳፕ አትን ሙእዘ ባዝን ኡዥዘ ባዝ ባያ።
2d0e120072	ይኒ ጋር ክርስቶሳስ ኦችዘ አስ ጾዝ ኡፋይሳነ፤ አስ ግዳን አንጅንታነ።
2d0e130081	ይኒ ግሾ፥ አነ ኑኒ ሳሮትꬅ በንትዘ ኦገን ፈተ ፈታያ አማኖራ ምንꬅዘ ኦገ ኮዮተ።
2d0e140097	ካꬃ ግሾ ጋእ ጾዘ ኦችቶ ላልፐ። ካꬃ ኡባ ጌሽ፥ የዝን መለ አስ ናጋራራ ꬉቢዘ ካꬃ ሙእዛና ኢታ።
2d0e15009a	ነ እሻይ ꬉቡንታመ ፋና አሾ ሞኦሳና ዎይ ኡሽ ኡዦሳና ዎይ ነ እሻይ ꬉቢዘ አኮ ባዝን ኦቾሳና ሎኦ።
2d0e1600ae	ይኬ፥ ነ አማንቶ ነ ግዳን ነ ጾዘ ግዳ ናጎ። ልከ ጋእ ቆፕደባዝ ኦችዘ ዎደ ኤ ዎዝንታ ሞቶሰ አꬄ አንጅንትዳያ።
2d0e1700b4	የዝን ሶእተር ሙእዘ አꬄስ ኤ ሙእዘ አማኖራ ማቅካይዘ ግሾ ፍርድንታነ። አማኖ ባይዝን ኦችንትደ ኦቻ ኡባ ናጋራ።
2d0f01007b	ኑኒ ምንግዱንꬅ ላቢዱንꬅ ቶፍቶ ቶኮደስ ቤዛነ። ኑኒ ኑና ኡፋይሶደስ ቤዞስ።
2d0f020057	ኑኒ ኑ ዶꬅዛ ምንꬅꬆደስ ማዶደስን ኡፋይሶደስ ቤዛነ።
2d0f0300b1	ክርስቶሳ ፋና ኡፋይስካያ። የዝን ጌሽ ማጻፍተ፥ «ነና ቦርደ ቦርታ ኑና የልዳ» ጋእንት ጻፍንትዳን ጋር Ꮉንዳ።
2d0f0400bb	ጌሽ ማጻፍተ እንግዘ ገንጮን ምንꬅ ራ ኑ ኡፋይስቶ ኤኮደ ፋና ጌሽ ማጻፍተ ጻፍንትደ ኡባና ኑና ታማርሶደስ ጻፍንትዳ።
2d0f050086	ገንጮን ምንꬅትሞ እንግዘ ላꬄ ይን ክርስቶስ የሱሳ ካልዘ ዎደ ፈተትꬅ ይንትስ እመ።
2d0f06008a	ይናን፥ ኑ ላꬄ የሱስ ክርስቶሳ አዳያ፥ ጾዛ፥ ፈተትꬃራን ፈቲ ቃላራ ይን ቦንቾደ ፋና።
2d0f070065	ክርስቶሳ ይንታና ኤክዳን ፋና ጾዘ ቦንቾስ ፈታይ ፈታያ ኤኮተ።
2d0f0800f6	ጾዚ ዛጋ አዱንꬅስ እንግደ ኡፋይስታ ፎልንቶደ ፋናን ኤ ቱረትꬅታ ኤርንቶደ ፋና ክርስቶሳ አይሁዱንꬅ ጋራዘ ዎጋ ፎለራ አሮ ማቂ ይእዳኖ ታ ይንትስ ኦህነ።
2d0f090175	ክርስቶሳ አይሁዱንꬅ ጋራዘ ዎጋ አሮ ማቅደ መለ ምክናታ ማህ አይሁደ ማቆሰ አሱንꬅ ጾዘ ማሮትꬅት ግሾ ጋላቶደ ፋና። ጌሽ ማጻፍተ፥ «ታ ነና አይሁደ ማቆሰ አሱንꬅ ግዳ ጋላቶዳ፤ ነ ሱንꬅቶ ማዝሙረር ሳቦዳ» ጋእንት ጻፍንትደ ጋር Ꮉንዳ።
2d0f0a006b	ማህ፥ «አይሁደ ማቆሰ አሱንꬆ፥ ጾዘ አሱንꬃራ ኡፋይቶተ» ያጋይዳ።
2d0f0b0087	Ꮉተን ማህ፥ «አይሁደ ማቆሰ አሱንꬆ፥ ላꬃ ጋላቶተ፤ ዎርዣ ኡባ ኤዛ ሳቦተ» ያጋይዳ።
2d0f0c00c4	ይኒ ጋር ኢሳያሳ፥ «እሰይ ኮቻፓ የልንትደ ፈታይ የኦዳ፤ ኤ ካእቱሞ ኡባ አሆዳ። ኡን ፋ ኡፋይስቶ ኤላ አፋ ጋዶዳ» ያጋይዳ።
2d0f0d00b5	ጌሽ አያና ዎልቃራ ይን ድጮደ ፋና ኡፋይስ እንግደ ጾዘ፥ ይን አማንቲ ባጋራ ይንትስ ኡፋይስን ሳሮትꬅ ኩሙꬅ እመ።
2d0f0e00a6	ታ እሹንꬆ፥ ይንታራ ሎኦትꬅን ኤራትꬅ ኩምዱንꬃና ማህ ፈታይ ፈታያ ዞሮደስ ዳንዳእዛኖ ታ ሎይꬂ ኤራነ።
2d0f0f008c	ታኒ ይንታና ፈቲ ፈትባዝ ቆፍሳደስ ኮይ ዣሽትካይዛራ ጾዘ አꬎ ኬሃትꬃራ ይንትስ ጻፍዳ።
2d0f10014b	ታኒ ክርስቶስ የሱሳ አሮ ማቂ፥ አይሁደ ማቆሱንꬅስ ካህነ ፋና ማቂ፥ ዎንገለ ኦሆደ ፋና ጾዚ ታስ አꬎ ኬሃትꬅ እንግዳ። አይሁደ ማቆሰ አሱንꬅ ጌሽ አያናራ ጌዥ፥ ጾዝ ኡፋይስዘ ዣርሾ ማቆደ ፋና ጾዚ ይኖ ኦችዳ።
2d0f11005f	ታኒ ክርስቶስ የሱሳር ማቂ ታ ጾዘስ ኦችዘ ኦችተ ጬቅንታነ።
2d0f1200c3	አይሁደ ማቆሰ አሱንꬅ ጾዝስ ኪትንቶደ ፋና፥ ክርስቶሳ ታ ቃልተን ታ ኦችት ባጋራ ኦችደ ኦችትፓ መለ ታ ጬቅንትዘ ባዝ ባያ።
2d0f1300ef	ጾዚ ይኖ ክሌ ባዝ ኦቻራን ጌሽ አያና ዎልቃራ ዋይዝ ኦቼዛኮ ታ ይንትስ ኦሆዳ። ታኒ የሩሳላመፓ ደንꬂ፥ እልዋርቆነ የሎደስ ክርስቶሳ ዎንገለ ሳባክዳ።
2d0f1400a6	ታኒ መለ አስ ባስደ ባሳላ ኬጾደስ ኮዮስ። ክርስቶሳ ሱንꬅታ ጼግንትካይዘ በሳ ዎንገለ ኦሆደስ አሙꬋነ።
2d0f1500ae	ጌሽ ማጻፍተ፥ «ኤ ባዝ ኦህንትካይዘ አሱንꬅ ኤዛ በአዳ፤ ኤ ባዝ ስእካይዘ አሱንꬅ ቆፖዳ» ጋእንት ጻፍንትዳ።
2d0f160050	ይኒ ምክናተራ፥ ታኒ ይንታጎ ዮኦደስ ዳንዳእካያ።
2d0f170097	የዝን ታኒ Ꮉተ Ꮉና ጉቱቶ ኡባ ታ የሊ Ꮉስደ ግሾን ጋማ በረፓ ደንꬂ ይንታና በአደስ አሙꬍደ ግሾ
2d0f1800e0	ታኒ እስፔነ Ꮉንግተራ ይንታና በአደስ ቆፕዳ። ማህ ኤራꬅ ዎደ ይንታራ ኡፋይትደፓ ሱባ እስፔነ Ꮉንግዘ ዎደ ይን ኦገስ ታና ማዶደ ፋና ኮያነ።
2d0f19005b	የዝን Ꮉተ ታኒ ጾዘ አሱንꬃና ማዶደስ የሩሳላመ Ꮉንጎዳ።
2d0f1a0093	መቀዶንያን አካያ ግዳ የዘ ጾዘ አሱንꬅ፥ የሩሳላመ የዘ ዳሁንꬃና ሚሸራ ማዶደስ ኮይደ ግሾ።
2d0f1b0146	ኡን ዳሁንꬃና ማድዛና ኡንትስ አቶሰባዝ ማቅደ ግሾ ፋ ኦምተ ይኖ ኦቾደስ ቆፋ አጭዳ። አይሁዱንꬃራ አይሁደ ማቅካይዙንꬅን አያና አንጆ ሻግንትኮ፥ ኡን ማህ ኡንትስ የዘ ባዛራ አይሁዱንꬃና ማዶደስ ቤዛነ።
2d0f1c00ac	ይኒ ግሾ፥ ታኒ ይና ሺቅደ ሚሽቶ ኡንትስ እንግ ኡን ኤክዳኖ ኤርደፓ ሱባ እስፔነ Ꮉንግተራ ይን ካለራ አꬎዳ።
2d0f1d006f	ታኒ ይንታጎ Ꮉንግዘ ዎደ ክርስቶሳ አንጆ ኩሙꬅ ኤኪ Ꮉንጎዳኖ ኤራነ።
2d0f1e00b3	ታ እሹንꬆ፥ ታስ ጾዝ ዎስተራ ታ ቡቱንተ ታራ ኤቆደ ፋና ላꬄ የሱስ ክርስቶሳራን ጌሽ አያና ሲቅተ ይንታና ዎሳነ።
2d0f1f00ba	ጾዚ ታና ይሁዳ የዘ አማኖሰ አሱንꬃፓ አሾደ ፋና የሩሳላመ ታ ኦቾደ ኦችታ ጾዝ አሱንꬅ ካለ ኤክንቶደ ፋና ታስ ዎሶተ።
2d0f20007d	ማህ ጾዚ ጋይኮ፥ ታኒ ይንታጎ Ꮉንግ ኡፋይሳራ ይንታራ ሸምፖደ ፋና ታስ ዎሶተ።
2d0f210044	ሳሮትꬅ ጾዘ ይን ኡቡንꬃራ ማቀ። አምንኤ።
2d10010093	ክንክርያ ካታማ የዘ ዎሳ ኬꬅተ ኦችዘ ኑ ምሽታ ፌበኖ ሎኦ ማቾ ማቅዳኖ ይን ኤሮደ ፋና ኮያነ።
2d1002012a	ይን እዞ አማንዘ አሱንꬅ ላꬄ ሱንꬅተ ሞኮደስ ቤዝዘ አማንዘ አሱንꬃፓ ፈተ ፋና ሞኮተ። እዛ ይንታፓ ኮይዘ ባዝ ኡባ እዞ ማዶተ። እዛ ፋ ኦምተ ጋማ አስ ማድዳ፤ ማህ ታና ታ ኦምተ ጋማ ማድዳ።
2d10030069	ክርስቶስ የሱሳ ኦቻ ታራ ዎላ ኦችዘ ጵርስቅላን አቂላ ሳሮ ጋኦተ።
2d100400b6	ኡን ታ ግሾ ፋ ሸምፕቶ አꬂ እንግዳ። ታ ጻላላስ ባይዝን አይሁደ ማቆሰ አሱንꬅ ዎሳ ኬꬁንꬅን ኡባ ኡንታና ጋላታነ።
2d100500b8	ኡን ካራ ሺቅዘ አማንዙንꬅ ሳሮ ጋኦተ። እስያ ሳአ ክርስቶሳ ቲኖ አማንደ፥ ታ ካዽዘ ኤጳነጦሳስ ታ ሳርꬅቶ የልꬆተ።
2d10060049	ይኒ ግሾ ኦቻራ ጋማ ላቢደ ማይራሞ ሳሮ ጋኦተ።
2d100700f9	ታራ አች ኬꬃ የዝደ ታ አይሁደ ላጉንꬃና አንድሮንቆሳን ዩንያሳ ሳሮ ጋኦተ። ኡን የሱሳ ሐዋሩንꬅ ግዳ ኤርንትዱንꬃና። ማህ ኡን ክርስቶሳ ታፓ ቲኖ አማንዳ።
2d10080055	ላꬄ አማንዘ ታ ሲቆ ላግዛ፥ አምጵልያጦሳ ሳሮ ጋኦተ።
2d10090073	ክርስቶሳ ኦቻ ኑራ ዎላ ኦችዘ ኡርባኖሳን ታ ካዽዘ እስታኩሳ ሳሮ ጋኦተ።
2d100a009e	ክርስቶሳስ የዛና ፋታንንት አማንꬅዘ አጰሊሳ ሳሮ ጋኦተ። አርስጦቡሎሳ ካራ አሱንꬃና ሳሮ ጋኦተ።
2d100b00a6	ታ አይሁደ ላግዛ ሄሮድዮና ሳሮ ጋኦተ። ናርስሳነን ኤ ካራ አሱንꬃፓ ክርስቶሳ አማንዱንꬃና ሳሮ ጋኦተ።
2d100c00a6	ላꬄ ኦቻ ላቢዘ ትሩፋይናን ትሩፎሳ ሳሮ ጋኦተ። ማህ ላꬅስ ጋማ ላቢ ኦችዘ፥ ታ ካዽዘ ጰርሲሶ ሳሮ ጋኦተ።
2d100d007c	ላꬄ ኦቻራ ጋማ ኤርንትደ ሩፎሳስን ታና ፋ ናአ ፋና በእዘ ኤ እንቶ ሳሮ ጋኦተ።
2d100e00b3	አስንክርቶሳስ፥ ፍለጎናስ፥ ሄርሜሳስ፥ ፓትሮባሳስን ኡንታራ የዘ አማንዘ እሹንꬅ ኡቡንꬅስ ታ ሳርꬅቶ ኦሆተ።
2d100f009c	ፍሎሎጉሳ፥ ዩልያ፥ ኔርያ፥ ኤ ምሽቶ፥ ኦሉምፖሳን ኡንታራ የዘ አማንዘ አሱንꬃና ኡባ ሳሮ ጋኦተ።
2d10100090	ጌሽ ዬርንተ ዬርንትተራ፥ ፈታይ ፈታያ ሳርꬆተ። ክርስቶሳ ዎሳ ኬꬂ ኡባ ይንታና ሳሮ ጋነ።
2d101100ad	ታ እሹንꬆ፥ ይን ታማርደ ትምርትቶ እጺ፥ ይን ግዳ ሻክንተን ማꬋ መꬍዘ አሱንꬃፓ ናግንቶተ። ኡንታፓ Ꮉኮተ።
2d101200d7	ይኒ ፋና የዘ አሱንꬅ ፋ ሳዛስፕ አትን ኑ ላꬄ ክርስቶሳስ ኦቾስ። ፋ ማልእዘ ዶናራን ይቅስዘ ቃላራ አኮ ኤሮሰ አሱንꬅ ዎዝንቶ ባልꬃነ።
2d101300c5	ዎንገለስ ይን ኪትንትዳኖ አስ ኡባ ስእደ ግሾ ታና ኡፋይሳነ። የዝን ይን ሎኦ ባዝ ኤሮደ ፋና ኢታ ባዛፓ Ꮉኮደ ፋና ታ ኮያነ።
2d101400a2	ሳሮትꬅ ጾዘ ጻላሄ ይን ቶህትፓ ኦሞራ ጋጪ ኦሎዳ። ኑ ላꬄ የሱስ ክርስቶሳ አꬎ ከሃትꬅታ ይንታራ ማቀ።
2d101500bd	ታራ ኦችዘ ጢሞትዮሳ ይንታና ሎኦ ያጋይዳ። ይኒ ጋራን፥ ታ እግኑንꬅ ሉቅዮሳ፥ ኢያሶነን ሶስጳጥሮሳ ይንታና ሳሮ ጋነ።
2d1016007f	Ꮉይ ዳብዳቢዛ ጳዉሎሳስ ጻፍደ ታኒ፥ ጻርጽዮሳ፥ ይንታና ላꬄ ሱንꬅተ ሳሮ ጋነ።
2d101700d4	ታና ሞክዘ ዎሳ ኬꬅቶ ኡባ ኤ ካራ ሺቅዘ ጋዮሳ፥ ይንታና ሳሮ ጋይዳ። ካታማ ሚሸ አይክዘ ኤራስጾሳን ኑ እሸ ቃርጾሳ ይንታና ሳሮ ጋነ። [
2d10180064	ኑ ላꬄ የሱስ ክርስቶሳ አꬎ ኬሃትꬅ ይን ኡባራ ማቀ። አምንኤ።]
2d101900f2	ጾዝስ ጋላታ ማቀ። ታኒ፥ የሱስ ክርስቶሳ ባዝ ኦህዘ ዎንገለ ቃልተ ጋማ ዎደፓ አችንት ጋምእደ ቱረትꬃራ፥ ጾዚ ይንታና አማኖራ ምንꬂ ኤሶደስ ዳንዳአነ።
2d101a00af	የዝን Ꮉተ ይና ቱርታ ቆንጭዳ። ካእቱሞ ኡባ አማኒ ኪትንቶደ ፋና መዽና ጾዘ ኪተ ናቡንꬅ ይና ቱርትባዝ ጻፍዳ።
2d101b0090	የሱስ ክርስቶሳ ባጋራ ጭንጫትꬅ ኤ ጻላላስ የዘ፥ ፈቲ ጾዘስ መꬍናስ ቦንቾ ማቀ። አምንኤ።
2e00000011	1 ቆሮንቶሳ
2e01010082	ጾዘ ቆፋራ የሱስ ክርስቶሳ ሐዋረ ማቃደስ ጼግንትደ ጳዉሎሳን፥ ኑ እሸ ሶስተንሳ፥
2e010200e9	ቆሮንቶሳ የዘ ጾዘ ዎሳ ኬꬅትስ፥ የሱስ ክርስቶሳራ ጌዥዱንꬅስ ኡንትስን ኑስ ላꬂ ማቅደ ኑ ላꬄ የሱስ ክርስቶሳ ሱንꬅቶ ኡባ በሳ ጼግዘ ኡቡንꬅስ፤
2e01030079	ጾዘ፥ ኑ አደፓን ላꬄ የሱስ ክርስቶሳፓ ይንትስ አꬎ ኬሃትꬅን ሳሮትꬅ ማቀ።
2e0104008e	ጾዚ ክርስቶስ የሱሳ ባጋራ ይንትስ እንግደ አꬎ ኬሃትꬅት ግሾ ታኒ ኡባ ዎደ ጾዛ ጋላታነ።
2e0105005a	ኡባ ባዛራ ኦሄራን ማቅን ኤራትꬃራ ክርስቶሳራ ዱርꬍዳ።
2e01060055	ኑ ክርስቶሳ ባዝ ኦህደ ማርካትꬅታ ይን ግዳ ምንግዳ።
2e01070098	ይኒ ግሾ፥ ይን ኑ ላꬄ የሱስ ክርስቶሳ ቆንጭꬅቶ ናግተራ የዝኮ አኮ አያና እሞን ይንትስ ፋጮስ።
2e010800ab	ኤዝን ማህ ኑ ላꬄ የሱስ ክርስቶሳ ላምእንꬃ የእተ ቦረ ባይዙንꬃና ማቂ ዉርሱꬅ የሎደ ጋር ይንታና ሚንꬆዳ።
2e01090072	ፋ ናአይጎ፥ ኑ ላꬄ የሱስ ክርስቶሳ ፈተትꬃጎ ጼግደ ጾዘ አማንንትዳያ።
2e010a00e5	ታ እሹንꬆ፥ ይን ግዳ ሻክንተ የዝፐ፤ ኡቡንꬅ ጊጊ ፈቲ ዎዝናራን ፈቲ ቆፋራ ማቂ የዞተ፥ ያጋእ ኑ ላꬄ የሱስ ክርስቶሳ ሱንꬅተ ታ ይንታና ዎሳነ።
2e010b0064	ታ እሹንꬆ፥ ቀሎኤ ካራ አሱንꬅ ይን ግዳ ላሌ የዛኖ ታስ ኦህዳ።
2e010c0096	ይንታፓ ፈተ ፈተ፥ «ታኒ ጳዉሎሳስ፤ ታኒ አጵሎሳስ፤ ታኒ ጴጥሮሳስ፤ ታኒ ክርስቶሳስ» ያጋነ።
2e010d00b2	ዬዝን ክርስቶሳ ሻክንትዳነ? ይን ግሾ ማስቃላላ አፋ ሱጹንትደ ጳዉሎሳነ? ዎይ ይን ጳዉሎሳ ሱንꬅተ ጻማቅንትዳነ?
2e010e007b	ታኒ ቃርስጶሳፓን ጋዮሳፓን መለ ይንታፓ ኦናን ጻማቅካይዘ ግሾ ጾዝ ጋላታነ።
2e010f0079	ይኒ ግሾ፥ ኦደን ይንታና ታ ሱንꬅተ ጻማቅንትዳ ጋእ ኦሆደስ ዳንዳእዘ ባያ።
2e01100081	[ማህ እስጢፋኖሳ ካራ አሱንꬃና ታ ጻማቅዳ፥ ጉጂ መለ ኦና ጻማቀዛኮን ቲርንቶስ።]
2e011100f7	ክርስቶሳ ታና ኪትዳና ዎንገለ ኦሆደ ጋራፕ አትን ጻማቆደ ጋር ባያ። ክርስቶሳ ማስቃላ ጨር ማቃመ ጋር ዎንገለ ቃላ ታ ታማርስዛና አስ ጭንጫትꬅ ቃላራ ባያ።
2e01120071	ማስቃላ ቃልታ ꬋብዙንꬅስ ኤያትꬅ፥ የዝን ኑስ አትዱንꬅስ ጾዘ ዎልቃ።
2e0113008b	ጌሽ ማጻፍተ፥ «ታኒ ጭንጩንꬅ ጭንጫትꬅቶ ꬋብሶዳ፤ ኤሩንꬅ ኤራትꬅቶ ꬋብሶዳ» ያጋነ።
2e011400c8	ዬዝን፥ ጭንጫ አባ የነ? ህገ አስታማርዘ አባ የነ? ዎይ Ꮉና አላመ ኤሩንꬅ አባ የነ? ጾዚ Ꮉና አላመ ጭንጫትꬅቶ ኤያትꬅ ማህካነ?
2e01150112	Ꮉና አላመ አሱንꬅ ፋ ጭንጫትꬃራ ጾዛ ኤራመ ፋና ጾዚ ፋ ጭንጫትꬃራ ጎርድዳ፤ የዝን ኤያትꬃራ ፋይድንትዘ፥ ኑ ኦህዘ ዎንገለ ቃላ አማንዱንꬂ አቶደ ጋር ጾዘ ሎኦ ቆፋ ማቅዳ።
2e0116006e	አይሁዱንꬅ ክሌ ባዝ በአደስ ኮያነ፤ ማህ ግርኩንꬅ ጭንጫትꬅ ኮያነ።
2e011700a8	የዝን ኑኒ ማስቃላላ አፋ ሱጹንትደ ክርስቶሳ ሳባካነ። ይና አይሁዱንꬅስ ꬉበ፤ ማህ ግርኩንꬅስ ኤያትꬅ።
2e01180098	የዝን ጾዚ ጼግንትዱንꬅስ፥ አይሁደ ማቅን፥ ግርኬ ማቅን ክርስቶሳ ጾዘ ዎልቃን ጾዘ ጭንጫትꬅ።
2e0119007f	ጾዘ ኤያትꬅታ አስ ጭንጫትꬃፓ አꬋነ፤ ማህ ጾዘ ቦዛትꬅታ አስ ጻላትꬃፓ አꬋነ።
2e011a00c8	ይኬ፥ ታ እሹንꬆ፥ ይን ጼግꬅቶ ቦኦተ፤ አስ ፋና ጭንጫ ማቅደ ጋሙንꬅ፥ ዎልቃራ የዘ ጋሙንꬅ፥ ሹማ ማቅደ ጋሙንꬅ ጼግንትካያ።
2e011b00b9	የዝን ጾዚ ጭንጩንꬃና ዬልሳደስ አላመ የዘ ኤዩንꬃና ዶርዳ፤ ማህ ሚንꬁንꬃና ዬልሳደስ አላመ የዘ ቦዙንꬃና ዶርዳ።
2e011c00b1	ጾዚ Ꮉና አላምተ ዳማ ጋእንትደባዝ ꬋብሶደስ፥ Ꮉና አላምተ ቦዙንꬃና፥ ለቂንትዱንꬃና አኮ Ꮉኖሱንꬃና ዶርዳ።
2e011d0068	ኦደን ጾዘ ቲኖ ጬቂንትፐ። የዝን ጬቅንትዘ ኦደን ጾዘላ ጨቅንቶ።
2e011e00c4	የዝን ጾዚ ይንትስ ክርስቶስ የሱሳራ ፈተትꬃ የሳደ ጋር ዪዝዳ። ኤ ኑስ ጾዛፓ ጭንጫትꬅ፥ ጽሎትꬅ፥ ጌሻትꬅን ዎዞን ማቅዳ።
2e011f0066	ይኒ ግሾ፥ ጌሽ ማጻፍተ፥ «ጬቅንትዘ ኦደን ላꬃላ ጬቆ» ያጋይዳ።
2e02010097	ታ እሹንꬆ፥ ታኒ ይንታጎ ጾዘ ቃላ ይንትስ ኦህተራ ይእዘ ዎደ ቃላራን ጭንጫትꬃራ አꬊ ይእካያ።
2e020200ac	ታኒ ይንታራ የዘ ዎደ የሱስ ክርስቶሳ ኤዝን ማስቃላላ አፋ ሱጹንትደፓ መለ ኤሮደስ ኮዮስ ጋእ ታ ቆፋ አጭዳ።
2e0203005f	ታ ይንታራ የዘ ዎደ ላብꬅሞራ፥ ዣሽሞራን ጋማ ጎቀራ የዝዳ።
2e02040097	ታ ኦህታን ታ ሳባክታ ሳአ ኤራራን ዶና ጭንጫትꬃራ ማቅካይዝን ጾዘ ጌሽ አያና ዎልቃ ቆንጭꬅተ።
2e0205006c	ይናን፥ ይን አማንታ ጾዘ ዎልቃራ ፋትን አስ ጭንጫትꬃላ ካታመ ፋና።
2e020600f8	አያና ደኦ ድጭዱንꬅስ ኑኒ ጭንጫትꬅ ቃላራ ኦህነ። የዝን ይና ጭንጫትꬅታ፥ Ꮉና አላመ ጭንጫትꬅቶ ዎይ ꬋቦደስ የዘ Ꮉና አላምቶ አህዙንꬅ ጭንጫትꬅቶ ባያ።
2e020700a4	የዝን ኑኒ ኦህዘ ጭንጫትꬅታ፥ ጋማ ዎደፓ ቲኖ ጾዚ ኑ ቦንቾስ ጊግዝዳኖን አችንት የዘ ጾዘ ጭንጫትꬅቶ።
2e020800bd	Ꮉና አላምቶ አህዙንꬃፓ ኦደን Ꮉና ጭንጫትꬅቶ ኤርካያ። ኡን ኤርዘባዝ ማቀዛኮ፥ ቦንቾ ላꬃ ማስቃላላ አፋ ሱጻማ የሻ።
2e020900c3	የዝን ጌሽ ማጻፍተ፥ «ኣፈ ብእካይዘ ባዝ፥ Ꮉየ ስእካይዘባዝ፥ ዎዝና ቆፕካይዘባዝ፥ ጾዚ ፋና ሲቅዙንꬅስ ጊግዝዳ» ያጋነ።
2e020a0090	ኑስ ጾዚ ጌሽ አያና ባጋራ ቆንጭዝዳ። ጌሽ አያና መለ አቶ የዝን ጾዘ ጋꬅ ቆፋ ኡባ ቁርቻነ።
2e020b00bd	አስ ግዳ የዘ ባዝ አꬄ ግዳ የዘ አያንዛ ፋትን አስ ባዝ ኦደን ኤሮስ። ይኒ ጋር፥ ጾዘ ባዝ ጾዘ አያና ፋትን ኦደን ኤሮስ።
2e020c008c	ጾዚ ኑስ Ꮉሪ እንግዳኖ ኑ ኤሮደ ጋር ጾዘ አያና ኤክዳ ፋትን Ꮉና አላምት አያና ኤክካያ።
2e020d00b6	ይኒ ግሾ ኑኒ አያና ቆፋ፥ አያና አሱንꬃና ታማርስዛና አስ ጭንጫትꬃራ ማቅካይዝን ጾዘ አያና እንግዘ ጭንጫትꬃራ።
