2800000007	Mathayo
2b1415007a	O Yesu abhabhozya nantele, “Olusongwo lubhe namwe. Nanshi Odaada shantumile ane, shesho shesho nane nabhafumile amwe.”
2b14160043	O Yesu nayanga ego, abhavuvia abhabhozya, Posheli Ompempo Ofinjile.
2b14170055	Wawonti wamuhusajila embibhi, bhasajilwe; na bhala bhamwaibhafunjila bhaifunjilwa.”
2b1418006c	O Tomaso, omo wa bhala kumi na bhabhele, wahetwaga Didimasi, sagali na bhanafunzi amwabho oYesu lwa henzaga.
2b141900f9	Bhala abhanafunzi amwabho bhabhozya pamande, “Tilolile Ogosi.” Wope abhozya, “Nkashe sembalole eshimanyilo she nsumari mumakhono gakwe, nabheshe evidole vyane hwesho eshimanyilo, nantele abheshe amakhono gane hubhazu lwakwe sembahweteshele.”
2b141a00b9	Na zyashila ensiku nane abhanafunzi bhali ampande nantele, wope oTomaso ali pandwemo nabho. A andiango nagafungwa oYesu ahemeleye pahati yabho. Na ayanjile, “Olusongwa lubhe namwe.”
2b141b00a1	Ahabhozya oTomaso, leeta eshidole shaho na alole amakhono gane; leeta eepa amakhono gaho obheshe pabhazu lwane; oganjebhe wasaahweteshela obhee wa hweteshela.”
2b141c0042	Wope oTomaso ayanga ahaaga, “Gosi wane nantele Ngolobhe wane.”
2b141d0060	O Yesu abhozya, Afuatanaje waandola, oyetesheye. Bhasailwe bhala bhabhahweteshela, bilaalole.”
2b141e0063	O Yesu abhombile ezyaswije nyinji hwitazi lya bhanafunzi, zyasagaziwaile ahwandihwe mushitabu eshi;
2b141f007e	ezi zyandihwe aje nkamweteshe laje aje oYesu yo Kilisiti, mwana wa Ngolobhe, aje namu hweteshela mubhe no womi hwitawa lyakwe.
2b1501007b	Baada ye nongwa ezyo oYesu ahwibhonesya nantele hwa bhanafunzi hunsombe ye Tiberia; eshi sha sheshi shahwibhonesezye yooyo:
2b1502009e	O Simoni o Petro alipandwemo no Tomaso wa kwiziwa Didimas, o Nathanaeli wa hu kana ye Galilaya, abhana bha Zebedayo na bhanafunzi bhamwabho bhabhele bha Yesu.
2b150300b0	O Simoni Patro abhozya, “Ane embala ahwonze ensamaki.” Bhope bhabhozya, “Ate nate tibhala nawe.” Wahabhala bhahinjila mwi toli, ila nusiku owo bhonti sebhapete hahonti.
2b15040061	Shapwinti na hwahasha, oYesu ahemeleye hufukweni, wope abhanafunzi sebhamanyaga aje aali yo Yesu.
2b1505005d	O Yesu abhabhozya, “Bhavijana, muli hahonti ahalyee?” Bhope bhayanga bhaga, “Hamuna.”
2b150600a3	Wabhabhozya, “Isyii owavu oupande wendeelo witoli, namwe munzapate hashee, “Bhahisya owavu bhope sebhawezizye aakuunye nantele afuatanaje esamaki zyali nyinji.
2b150700be	Ola omwanafunzi oYesu wagene wabhozya Petro, “Yo Gosi.” Wope oSimoni Petro lwa honvwa aje yo Gosi, wahwipinya omwenda gwakwe (afuatanaje sagaakwete shinza), pamande wahwiponya mwinsombe.
2b150800a3	Bhala abhanafunzi bhamwabho wahenza mwotori (sebhali hutali ne pwani, yali mita mia yeva afume ufukweni), bhope bhali bhakunya zila enyavu zyali zimemile ensamaki.
2b1509006b	Na bhafiha hufwekweni, wagulola omwoto gwe kaala pala pamwanya yakwe pali ne nsamaki pandwemo na mabumunda.
2b150a0046	O Yesu abhabhozya, “Leeti zimo ensamaki zyamwonzile esalezi eshi.”
2b150b0092	O Simoni Petro waazubha aguvute gula owavu gwagwali gumemile ensamaki engosi, esamaki zyali 153; hata nkashe zyali nyinji, ula owavu sewazembushe.
2b150c0096	O Yesu abhabhozya, “Enzaji mupate vigulilo ilomu.” Nomo ata weka hwa bhanafunzi walenjele ahubhozye, “Awe we weenu?” Bhamenye aje ali yo Gosi.
2b150d0055	O Yesu ahenza, ahega lila ibumunda, pamande abhapela, abhomba shesho huunsamaki zila.
2b150e0053	Ene yaali mara tatu oYesu hwa bhanafunzi bhakwe baada ya ovyionshe afume hwabhafwe.
2b150f00d9	Baada ya hwigule ilomu, oYesu abhozya oSimoni Petro, “Simoni mwana wa Yohana aje, ongene ane ashile ebha?” O Petro ahaga, “Ena, Gosi; “Awe omenye aje ane agene.” O Yesu abhozya, “Lisya awanangole bhane.”
2b151000a6	Abhabhozya emara ya bheele, “Simoni mwana wa Yona, aje, ongeene?” O Petro ahaga, “Ena, Gosi; awe omenye aje ane egene. “O Yesu ahaga, “Dima engole zyane.”
2b151100f2	Abhozya nantele emara ya tatu, “Simoni, mwana wa Yohana, Aje ongene?” Wope oPetro azugumila huu shila shabhozezye mara hatatu, “Aje awe ongene?” Wope ahaga, “Gosi, omenye gonti; omenye aje egene.” O Yesu ahaga, Lisya engole zyane.
2b151200dc	Eteshela, eteshela, ehubhozya, nawahali kijana wamanyene akwate amenda weewe na abhale hwa hwonti hwo hwanza; ila nawaibhagoogolo waigolosya amakhono gaho, no weenje aihukwatizya amenda na hutwale hwa sohwanza abhale.”
2b1513007c	O Yesu ayanjile ega aje abhonesye aje nfwa bhole o Petro yagamwamishe Ongolobhe. Nayanga ega, abhozya oPetro, “Onfwate.”
2b151400c2	O Yesu agalushe na hulole ola omwanafunzi ola oYesu wagene wabhalondola- Ono yayola wahagamiye pashifubha sha Yesu omuda gwe shalyee sha na ndabhela na hubhozye, “Gosi, wenu wanzahugalushe?”
2b15150050	O Petro alolile nantele wabhozya oYesu, “Gosi, Ono omuntu anzabhombe eyenu?”
2b1516005d	O Yesu ahaga, “Nkashe ehwanza aje asagale paka lwanayenza, elyo lihusu yenu?” Nfwaate.”
2b151700ce	Enongwa ene yaahendelela mhati mwa bhala aholo, aje omwanafunzi ono sagaifwa. Ila oYesu sagabhozezye oPetro aje omwanafunzi oyo faafwa, “Nkashe ehwanza aje omwene asagale paka lwanayenza gahuhusu yenu?”
2b15180064	Ono yo mwanafunzi wafumya oluhakikisyo lwe enongwa ezi na timenye aje oluhakikisyo lwakwe lwe lyoli.
2b15190089	Gahweli amambo gamwabho gaminji oYesu gabhombile. Zigadolilwe zyonti elola aje ensi ene seyahenzaga aye avibheshe evitabu vyavigadolilwe.
2c00000011	Imbombo zya Atume
2c01010065	Eshitabu shila eshikulu nasimbile, Theofilo, nahayanjile zyonti zyahandile uYesu abhombe na manyizye,
2c0102008b	mpaka isiku uYesu lyahejelewe humwanya. Eli lyabhombeshe uYesu nawafumya eamri ashilile hwa Umpepo Ufinjile hwa atumwe bhakwe bhabhasaluye.
2c010300a7	Baada ye mayemba agateswe, abhoneshe ali mwomi ne mbonesyo nyingi zyazyabhoneshe. Hunsiku amalongo gane ahwibhonesezye hwa bhantu bhakwe nayanje ezyeumwe zya Ngulubhi.
2c01040089	Na patangene nabho abhalajizizye aje bhasahasogole mu Yelusalemu, lelo bhagule edagano zyayanjile, “Zyamwahumvwaga neyanga afume huline
2c0105005e	aje uYohana abhozya naminzi lelo ane embabhozye nu Mpepo Ufinjile nkazyashila ensiku zishe.”
2c0106005e	Nabhakhomene pandwimo bhahabhuzya, “Aje eshi jibha lwubhabhagomoshezye oumwene a Izraeli?”
2c0107004a	Umwene ahaga se shinza hulimwe amanye ezyahwibhesheye umwene Ungulubhi.”
2c01080094	Lelo mubhaposhe ikhone nawinza hulimwe Umpepo Ufinjile, namwe mwaibha bhaketi bhane, mu Yelusalemu, mu Uyahudi mu Samaria, na humalishilo uwensi.”
2c01090072	Nawayanga ezyo uYesu wabhuha wanyamulwa humwanya nabhamwenya, ibhengo lyakwinshila watega sebhalola na maso gabho.
2c010a0075	Nulwabhahwenya humwanya kwa makini akienda, ghafula, abhantu bhabhili bhemelela pahati yabho bhakwite amenda amazelu.
2c010b009f	Bhaga, “Mwe bhantu bha hu Galilaya, yenu mwimeleye epa?” Muhwenya abhala humwanya? Unu uYesu yamuhulola abhala humwanya ahwenza shesho sha muhulola abhala.
2c010c005c	Nabhanvwa isho bhaela afume hwigamba lye mizeituni, abhale hu Yerusalemu humwendo wa Sabato.
2c010d00bc	Nabhafiha bhahabhala hwigulu amatawa gabho bhabhebha. Petro, Yohana, Yakobo, Andrea, Filipo, Thomaso, Batholomayo, Mathayo, Yakobo Omwana wa Alfayo, Simoni Zelote nu Yuda Umwana wa Yakobo.
2c010e007b	Bonti ebho bhabhungene neshi umuntu umo, bhahendelela ne mputo. Bhali na abhashe, uMariamu unyina wa Yesu, nailumbu bhakwe.
2c010f004c	Ensiku zila uPetro ahimilie pahati pa holo bhala bhahali abhantu 120, ahaga,
2c0110009c	Mwe bhantu ehali huje enongwa zya Ngulubhi zitimile, zyayanjile Umpepo Ufinjile hwilomu lya Daudi zyazyayanjile uYuda, yabhalongole bhaala bhabhakete uYesu.
2c01110047	Umwene ali pamo nate aposhile ifungu lyakwe elye faida humbombo ene.”
2c0112007a	(Neshi umuntu unu akalile ugunda huhela ila eye mbibhi zyakwe nepo ahagwiye abazuhu ivyanda na maula gahafuma na hwitishe.
2c01130088	Bhonti bhabhakhalaga hu Yerusalemu bhuhumvwizye na ieneo elyo hahalyeta itawa hunjango yabho “Akeldama” ugwo “gunda gwi danda.”)
2c01140095	“Mushitabu eshe Zaburi shijile, 'Ambe ugunda gwakwe gubhe lisami asahakhale umuntu nkumo;' tikunde, 'Umuntu uwinje ayeje enafasi yakwe eyelongozi.'
2c0115005e	Elyo lye muhimu aje ulume umoyajendaga pandwimo nate lula uYesu nalihulite nahinjilaga nafume,
2c01160087	ahwande lila uYohana na hozyaga abhantu mpaka isiku lila uYesu nahabhushile abhale humwanya, lazima abhe keti we luzyuho pandwimo nate.
2c0117006e	“Bhabhala hwitagalila alume bhabhili, uYusufu yahetelwe Barnaba, itawa elya mwabho ali yu Yusto, nu Mathiya.
2c0118005c	Abene bhalabha bhaga, “Awe, Ngolobhe umenye amoyo gabhantu bhonti tilaaba abhantu yusaluye
2c0119003d	ahweje enafasi ya Yuda yabhombile embibhi nasogole hulite.”
2c011a005b	Bhakhoma ekula ekula yagwila uMathiya yabhehwelwe pandwemo na bhaala atumwe ilongo nu weka.
2c0201003f	Nalyahafiha isiku elye Pentekoste, bhonti bhabhongene pandwemo.
2c02020060	Gwahabhafumila ungulumo afume humwanya neshi ugwihala ehali. Gwamema munyumba yonti mwabhakheye.
2c02030050	Zyahabhafumila emele neshi, zigabhanyishe nabhe pamwanya ya shila muntu (pitwe).
2c02040060	Bhonti bhapata Umpepo Ufinjile bhahanda ayanje enjango ezyenje neshi Umpepo shasungwilwe umwene.
2c02050054	Bhahali ayahudi bhabhakhalaga mu Yelusalemu bhabhaputaga bhabhafuma shila nsi pansi.
2c0206008c	Ungulumo gula nabhahunvwa abhantu bhahabhungana ahwenze atejelezye bhahabha ne wasiwasi shila muntu ahumnwizye bhayanga hunjango yakwe yuyo.
2c0207004a	bhonti bhahaswiga bhahaga ebha bhonti se bha hu Galilaya bhabha yanga epa?
2c02080031	Yeenu ate tibhumvwa hunjango yetu yatapipwe nayo?
2c02090074	Waparthia na Waamedi na Waelamu, nebho bhabhakhala hu Mesopotamia, no Uyahudi, na Kapadokia, no hu Ponto nu hu Asia,
2c020a006a	hu Frigia, Pamfilia, no hu Misri, na hula hu Libya paka hu Kirene, na bhajenu bhonti bhabhafumile hu Rumi,
2c020b0068	Ayahudi na bhaongofu, Abhakrete bhonti tubhomvwa nazyo bhatambula embombo engosi Ungulubhi zyabhomba.”
2c020c005b	Bhonti bhaswiga sebhahazyaganya mwitwe; hahanda abhuzanye bhene, “Eshi hwa huje yeenu?”
2c020d0037	Lelo bhamo bhahatanila bhahaga, “Ebha bhakholilwe.”
2c020e00d2	Lelo uPetro ahimilila pandwemo na bhala ilongo na woka nabhabhule huje mwe mubhantu mwenti mwa mukhala hu Yudea namwe mwenti mwamukhala epa pa Yerusalemu, muntejelezye enongwa zyane muzizingatizye humoyo genyu.
2c020f004c	Abhantu ebha sebhakholilwe neshi shamuibha, esala ezi saa tatu zyashampwiti.
2c0210003e	Lelo mumanye huje ezi zyazila zyazyayangwilwe no ukuwe uYoeli;
2c021100c3	Zyaibha ensiku ezya humalishilo; ayanga Ungulubhi, naibhitila Umpepo Ufinjile abhantu bhonti. Abhana bhenyu asahala na lendu bhaikuwa, abhana bhenyu bhailola embonesyo, na gogolo bhailota enjozi.
2c0212004c	Nantele abhomba mbombo bhane abhashe ehaibhitila Umpepo wane bhope bhaikuwa.
2c0213005e	Naibhalanga enswijizyo humwanya ne mbonesyo pansi pa dunia, idanda, umwoto, na tukusye elyosi.
2c0214005a	Ni sanya lyaigaluha hisi no mwezi abhe lidanda, salisele ahwinze isiku Igosi lya Ngulubhi.
2c0215003b	ehaibha shila muntu yailikwizya itawa la Ngulubhi ayokoha.'
2c021600dc	Mubhantu mubhi Israeli, umvwi enongwa ezi: U Yesu wa hu Nazareti, Ungulubhi yabhasaluliye na hulete hulimwe ne mbombo engosi Ungulubhi zyabhombile ashilile hwa mwene, namwe mwazilolile namwe muzimenye zyonti zyabhombile-
2c02170091	Lelo hunongwa ya mapango gakwe gapanjile afume hale nenjele zyakwe Ungulubhi, aje aihufumya humakhono ga bhantu aabhibhi ananzi, namwe mwahabuda,
2c02180064	Ungulubhi umwene ahazyusya ahayefwa enfwa muhati yakwe kwa sababu seyaweze hene aje enfwa etabhaale.
2c0219006e	U Daudi ayanjile ajile, 'Nahalolile Ugosi wane hwitagalila lyane, umwene ali hukhono gwane ulilo sembahwogope.
2c021a005a	Umwoyo gwane gwahasungwa nu mele gwane gwasungwilwe. Gwope ubili gwane gwaikhala ni khone.
2c021b0061	Subhaguleshe umwoyo gwane gubhale hwazimu, nantele subhahuleshe ubhomba mbombo waho alole uvunzu.
2c021c004a	Awe umbunisizye idala elye womi; ubhandeshe ememe uluseshelo humaso gaho.'
2c021d0078	Bhaholo, bhane enjanje ezya ise wetu u Daudi: umwene afwiye asyelelwe nenkungwa yakwe ehweli hulite mpaka asanyunu eshi.
2c021e007e	Umwene ali kuwe na amenye huje Ungulubhi alapile hundapo zyakwe huje ahaihubhiha umo umwana wakwe hwitengo lyakwe elye umwene.
2c021f007b	Eli alilolile shansele, nantele ayanjile huje aizyuha uYesu Kilisiti, 'sigalehwilwe hwazimu nu bili gwakwe sigagwavundile.'
2c0220003a	Unu uYesu - Ungulubhi azyusizye, nate tili bhaketi bhakwe.
2c022100ab	Eshi uYesu ali hukhono ulilo ugwa Ngulubhi, nantele ayejeleye ulaganyo ulwa Umpepo Ufinjile afume hwa Yise wakwe, asuhinye ululagano olu hulite neshi shamulola na hwumvwe.
2c02220066	Umwene uDaudi sigalushile abhale humwanya, lelo ajile, 'OGOSI (Ungulubhi) wane ayanjile hwa Gosi wane,
2c02230056	“khala hukhono gwane ulilo, mpaka nehaibhabheha elyakhalile na khanyena manama gaho.
2c02240077	Aisraeli bhonti bhamanye huje uYesu unu yabhabudile Ungulubhi abhishile aje abhe Gosi ashile Agosi bhonti abhamunsi.”
2c02250069	Nabhumvwa isho enongwa zyabhalasa humwoyo gabho, bhabhabhuzya aPetro na bhamwabho tikhonzye wili eshi?”
2c0226008f	U Petro waga, “Mulambe mwoziwe, shila muntu hwitawa lya Yesu Kristi muposhele ulusajilo ulwe mbibhi zyenyu, namwe mubhaposhe Umpepo Ufinjile.
2c0227007a	Olu olulagano lwenyu na bhana bhenyu na bhantu bhabhali uhutali na bhaala bhonti bhabhaikwiziwa nu Ngulubhi aje bhinze.”
2c0228004b	Hunongwa ezya mwabho ajile hwi ponii na bhantu bhensiku ezi abhe mbibhi.”
2c02290051	Abhantu bhazyeteha enongwa zila bhoziwa abhantu elfu zitatu ikanisa lyahonjelela.
2c022a0068	Bhahendelela adiile mumanyizyo zya atumwe bha Yesu bhali nu umoja, bhalyanga pandwimo na puute pandwimo.
2c022b006f	Uwoga wahabhinjila abhantu ne mbombo ezyaswijizye zyahabhoneha Ungulubhi zyabhombile ashilile hwa tumwe bhakwe.
2c022c0066	Bhonti bhabhahitishie izu lya Ngulubhi bhahakhalaga pandwimo ne vintu vyabhali navyo vyali vya bhonti,
2c022d0045	evintu vyabhali navyo bhakazyaga bhagabhilaga shila muntu shahanzaga.
2c022e0081	Ensiku zyonti bhali nu mwoyo gumo mushibhanza, bhamensulaga amabumunda mukhaya nalye eshalye shobho nuluseshelo nu mwoyo ugolosu;
2c022f007c	bhalumbaga Ungulubhi bhakonde lwe na bhanti bhonti. Shila lisiku abhantu bhahonjelelelaga mushibhanza bhaala bhabhahokahaga.
2c03010041	U Petro nu Yohana bhabhalaga hushibhanza apuute, yahali saa tisa.
2c030200b7	Umuntu umo alinanchisi manama afume shapipwe, bhahanyemulaga shila lisiku bhabhehaga mundyango ugweshibhanza, gwagwahitwaga gwinza, aje abhalabhaje abhantu bhabhahwinjila mushibhanza.
2c03030056	Nawabhalola aPetro nu Yohana bhazubhula aje bhinjile mushibhanza, wabhalaabha esadaka.
2c0304003a	U Petro nu Yohana bhamwenya hu maso bhaga,”tenye ate.”
2c0305004d	Ula unanjisu manama wabhenya, wasubhila apelwe ahantu hahonti afume hwabhene.
2c03060085	Umwene uPetro waga ane sendi ne, “hela wala edhahabu, lelo hendi naho hehupela. Hwitawa elya Yesu Kilisiti wa Nazareti, emelela.”
2c03070045	U Petro wakhata ukhono ulilo wabhusya, amafugamo gakwe gapata ikhone.
2c03080078	Umuntu ula wimilila najende na rusherushe winjila mushibhanza nu Petro nu Yohana ohu ajenda yuyo ohu ahulumba Ungulubhi.
2c03090033	Abhantu bhonti nabhalola ajenda bhalumba Ungulubhi.
2c030a0091	Bhamanya huje yayula yalinanjisu manama yalabhaga esadaka pandyango gweshibhanza; abhantu bhahaswiga embombo Ungulubhi zyabhombile hwa muntu ula.
2c030b0079	Abhantu nabhalola umuntu ula abhomiliye aPetro nu Yohana, bhashimbila muukumbi wawahetelwe wa Sulemani, bhahaswijile tee.
2c030c0093	U Petro nawalola isho, wabhabhu ula abhantu bha Israeli, yeenu muswiga? Nantele mutenya ate aje ate tetimwemelesizye umuntu unu hwi khone lyetu?”
2c030d00bd	Ungulubhi wa Ibulahimu, Ungulubhi wa Isaka, nuwa Yakobo, Ungulubhi wa Yise bhetu, amwemeshe utumishi wakwe uYesu. Unu amwe mwahakhanile hwa Pilato, nantele uPilato, ahanzaga huleshele wene.
2c030e0061	Mwahakhene Umfinjile wa Ngulubhi umuntu Umwinza, mwahamwanza abhigulile unyambuda aleshelwe wene.
2c030f0061	Amwe mwabudile umwene uwi womi, lelo Ungulubhi azyusya afume hwabhafwe - Ate tili bhaketi bhakwe.
2c031000d0	Eshi, ulweteho hwitawa lya Yesu, unu lwalupiye ikhone elyajendele umuntu unu yamuhulola na kujua, alifanywa kuwa na nguvu. Imani ambayo inapitia kwa Yesu imempa yeye afya hii kamilifu, mbele yenu ninyi nyote.
2c03110061	Eshi, Bhaholo, bhane elola mwabhombile esho hunongwa yelema, atubhalongozi bhenyu shabhabhombile.
2c0312005c	Lelo enongwa zya yanjile Ungulubhi ashilile akuwe bhakwe aje uYesu ailabha zibhombishe eshi.
2c0313006f	Eshi mulabhe na galushe, nke mbibhi zyenyu zyepe nkazyenze ensiku ezya sungwe naseshelele nayenza umwene uYesu;
2c0314002c	Aitumwa uYesu yasalulwe nu Ngulubhi hulimwe.
2c0315007f	Umwene yayuyo emwanya lazima zimwejelele mpaka evintu vyonti navyaigaluha, vyayanjile Ungulubhi ashilile akuwe bhakwe afinjile.
2c03160092	Lyoli uMusa ayanjile, 'Huje Ugosi Ungulubhi aja aihubhiha ukuwe neshi ane afume hwa holo bhenyu. Mwaihumwonvwelezya shila hantu haibhabhuula amwe.
2c03170054	Ihaibha aje shila muntu yasagaa ihutejelezya okuwe uyo aibhengwa ayepe pabhamwabho.'
2c0318006c	Lyoli, akuwe bhonti ahwandile hwa Samueli na bhaala bhabhapyanie pamwene bhatangazizye naziyanje ensiku ezi.
2c031900ae	Amwe mulibhana bhakuwe neilagano Ungulubhi lyalagine na gogolo bhetu abhemande neshi shayayanjile nu Ibrahimu, 'Aje abhana bhe mpapo yaho abhantu bhonti bha munsi bhaisaiwa.'
2c031a0071	Ungulubhi pa wamwimiha uYesu waleta hulimwe nasoti huje abhasaye amwe nkamwagaluha nahuzileshe embibhi zyenyu.”
2c0401006a	U Petro nu Yohana nabhayangaga na bhantu agosi abheshibhanza na linzi beshibhanza na masadukayo bhahabala.
2c04020065	Bhavitilwe tee sababu uPetro nu Yohana bhabhamanyizyaga abhantu huje uYesu azyushile afume hwabhafwe.
2c04030058	Bhabhakhete nabhafunje mwijela bhahadila mumwo paka shandao lwakwe maana hwali lyabhela.
2c04040066	Abhantu bhinji bhabhahunvwizye izu lya Ngulubhi bhalyeteshe; humbazyo bhaali abhantu elfu zisanu 5000.
2c0405004f	Isiku ilyashandano lwakwe azehe na simbi, bhahabhungana pandwimo hu Yelusalemu.
2c04060072	U Anasi ugosi uwishibhanza, nu Kayafa, nu Yohana, nu Iskanda, bhonti bhabhali bhaholo bha anasi ugosi wishibhanza.
2c04070078	Bhabhabhunganila aPetro nu Yohana bhabhabhiha pahati, bhabhabhuzya, “Hwikhone wili nahwitawa lya nanu mubhomba ezi?”
2c0408005b	U Petro, pamememile Umpepo Ufinjile wabhabhuula, “Waga amwe mubhazee na mubhantu, mwenti,
2c0409005a	eshite sanyunu tibhuziwa hwijambo elinza lyalibhombishe hwa muntu ula ubhinu huje aponile?
2c040a00c9	Eshi mulimanye elyo na hwabhantu bhonti abha Israeli, huje hwitawa elya Yesu uwa Nazareti amwe yamwabudile Ungulubhi umwene azyusize afume hwabhafwe, hwitawa lyakwe umuntu unu ayemeleye namwe muhulola.
2c040b0067	U Yesu Kilisti liwe elyapanjenje amwe mwajenzi mwalikhanile. Namo uwokovu hwa muntu uwenje yayonti ula.
2c040c007c	Na umo uwokovu hwa muntu uwenje yayonti. Nalimo itawa elyamwabho lyatipewilwe tibhantu pansi epa lyatibhajiye ahwokolewe.”
2c040d00b0	Bhaala agosi nabhalola uPetro nu Yohana, sebhasaga nahamo nantele bhaali bhantu bhekawaida wene ata eelimu sebhali nayo, bhahaswiga, bhahamanya huje abhantu ebha bhali nu Yesu.
2c040e0054	Bhalolile umuntu ula yaali nanjisu manama ayemeleye nabho sebhali nezyayanje nazimo.
2c040f0057	Lelo nabhahabhuula atumwe bha Yyesu huje sogoli pa bhungano, bhahanda abhuzanya bheene.
2c041000a1	Tibhombe wile na bhantu ebha? Lyalibhombishe na bhene setibhajiye alikhane abhantu bhonti bhalilolile bhoonti bhabhakhala mu Yerusalemu; hatuwezi kulikataa hilo.
2c0411006c	Eshi, amba tibhakhane bhasayanje nantele hwitawa eli elilya libhombishe lisahanyampane esahumvwe ensi yonti.
2c04120064	Bhabhakwizya uPetro nu Yohana bhaga musayanje nantele hwitawa eli musabhuyile amanyizye hwitawa eli.
2c04130089	Lelo uPetro nu Yohana bhahagamula bhahaga nkasheshinza abhumvwe amwe tileshe ahumwumvwe Ungulubhi yanji mwemwe lelote setibhajiye aleshe.
2c04140039	Ate setibhanje aleshe ayanje zyatizilolile na zyumvwe.”
2c041500af	Nabhabhakhana uPetro nu Yohana, bhabhaleha bhasogole. Maana sebhazilolie ezyamwabho ezyabhatake nantele abhantu bhonti bhazilolile zyazyabhombishe umuntu yalifwemanama ajenda.
2c04160047	Umuntu ula yalifwemanama amaha gakwe agapapwe gali amaha amalongo gane.
2c04170059	U Petro nu Yohana nabhawela hwa bhamwabho bhabhabhulazyonti zyabhabhulilwe na gosi bhala.
2c04180076	Nabhahumvwisho bhahapuuta hwa Ngulubhi palishimo bhali Ngulubhi awe wuhabhumbile ensi nemwanya ne vyonti vyavili umwo,
2c04190093	Ngulubhi witu hu Mpepo waho Ufinjile, uhayanjile nu ise witu uDaudi, mtumishi wako, huje, “Yeenu apagani bhaleta efujo, nantele bhasibha embibhi?
2c041a004a	Abhamwene na bhabhatawala bhahwipanjile shibhibhi hwa Gosi na hwa Yesu.”
2c041b007d	Lyoli, uHerode nu Pontio Pilato, na pagani na bhaIsraeli, bhahitihine abhombe embibhi hwa gosu uwitu uYesu yupashile amafuta.
2c041c0073	Bhabhungine bhonti pandwimo bhahaibhomba zyonti zyuhayanjile afume hale aje zyaibhombe ha ata shazisele abhombeshe.
2c041d006a	Eshi awe Gosi, witu taanwe tabhomba mbombo bhaho utipeele ikhone tiyangaje enongwa zyaho nkahwogope nazimo
2c041e0064	ugolosye ukhono gwaho Ngulubhi ubhombe ezyaswijizye abhantu ashilile hwitawa lya Yesu Ugosi witu.”
2c041f006e	Nabhamala apute pala pabhakheye payinga bhaliyanga izu lya Ngulubhi nahwogope Umpepo Ufinjile abhapiye ikhone.
2c042000b8	Bhaala bhontu bhabhalyeteshe izu bhakhiye pandwimo evintu vyonti vyabhali navyo basanginye vyahabha vyabho bhonti numo yajile eha hanimwene; badala yake walikuwa na vitu vyote shirika.
2c0421008f	Hwikhone igosi atumwe bha Yesu bhayangaga natangazye embombo engosi zyabhombile uYesu nahuje uYesu azyushile na eneema engosi ehali pamo nabho.
2c04220088	Numo umuntu yahishilwaga maana bhabhali neviwaja na magunda bhakazyaga ihela zyonti bhaziletaga hwatumwe bha Yesu atumwe bhazigabhanyaga
2c0423008e	na kuviweka chini ya miguu ya mitume. Na mgawanyo ulifanywa kwa kila muumini, kulingana na shila muntu apelwaga afuatane ne shida yakwe sheli.
2c04240079	U Yusufu, umulawi, afumile hu Kipro, apewilwe itawa bhahakwizya yu Barnabasi na mitume (emaana yakwe mwana we lusubhilo).
2c04250037	Akazizya ugunda ehela zyonti azileta hwatumwe bha Yesu.
2c05010047	Umuntu, umo itawa ali yu Anania, nushi wakwe uSafira bhakazizye eshuma,
2c05020053	ehela zimo bhafisa wope ushe azimenye zyabhabhombile, waleta zyazyasagiye hwatumwe.
2c05030090	U Petro wabhuzya, “U Anania, yeenu ushetani agumemizye umwoyo gwaho uyanga ilenga hwu Mpepo Ufinjile na fise ihelu zyasisagiye muziletile epa?
2c0504008f	Navyahali hulimwe sevyali vyenyu? nuhalisile akazya suhali namaamuzi navyo yeenu uhasibhile abhombe ezi? Nukhopiya muntu ukhopiyo Ungulubhi.”
2c05050055	Ahumvwaje esho, u Anania wagwa pansi wafwai abhantu bhonti bhayeta bhabhomvwizye ezi.
2c05060030	Na avijana(Asahala) bhanyatula bhabhala asyeele.
2c05070050	Amasala nagafiha gatatu ushiwakwe wope afiha samanyile zyazimwajile ulume wakwe.
2c05080058	U Petro wabhuzya ugunda gwamukazizye ehela zyazyezi nyene u Safira waga ee zyazyezyo.”
2c0509009a	U Petro waga yeenu mupatene hukhopele ilenga Umpepo Ufinjile? Angalia, miguu ya wale waliomzika mme wako iko mlangoni, na watakubeba na kukupeleka nje.”
2c050a0049	Wope wagwa wope wafwa avijana bhabhala bhasyela pabhasyilile ulume wakwe.
2c050b0038	Ikanisa lyonti lyogopa na bhantu bhonti bhabhahumvwizye.
2c050c0076	Embonesyo nyinji ezyashangazye zyabhombishe hwa bhantu ashilile humakhono gatumwe bhahali bhonti muukumbi wa Sulemani.
2c050d0059	Numo umuntu uwinji yasangine nabho abhantu bhabhashinshime nabhapele eheshima engosi tee.
2c050e003b	Ikanisa lyahonjelela alume na bhashe bhabhaposhelaga uYesu,
2c050f0063	abhantu bhanyemulaga abhinu nabhabheshe mwidala, aje u Petro nashila inzyogozi lyakwe libhashilile.
2c0510006d	Nantele abhantu, afume munshenje ye Yerusalemu bhabhaletile abhinu na bhabhali na mashetani, bhonti bhaponile
2c05110064	Lelo ugosi wishibhanza na bhala bhabhamwavwaga embombo (abhemadhehebu ga masadukayo); bhaali nu kero
2c05120037	bhahabhakhata atumwe bhabhafunjila mwiijela lya bhonti.
2c05130044	Nu siku umalaika wenza wigula amandyango gijela wabhalongola hwonze,
2c05140051	“Waga bhalaji mwemelele mwikanisa mubhabhuule abhantu enongwa ezye Womi owu.”
