010000000c	בראשית
11030500ab	וַיַּרְא הָמָן כִּי־אֵין מׇרְדֳּכַי כֹּרֵעַ וּמִֽשְׁתַּחֲוֶה לוֹ וַיִּמָּלֵא הָמָן חֵמָֽה׃
1103060182	וַיִּבֶז בְּעֵינָיו לִשְׁלֹחַ יָד בְּמׇרְדֳּכַי לְבַדּוֹ כִּֽי־הִגִּידוּ לוֹ אֶת־עַם מׇרְדֳּכָי וַיְבַקֵּשׁ הָמָן לְהַשְׁמִיד אֶת־כׇּל־הַיְּהוּדִים אֲשֶׁר בְּכׇל־מַלְכוּת אֲחַשְׁוֵרוֹשׁ עַם מׇרְדֳּכָֽי׃
1103070188	בַּחֹדֶשׁ הָרִאשׁוֹן הוּא־חֹדֶשׁ נִיסָן בִּשְׁנַת שְׁתֵּים עֶשְׂרֵה לַמֶּלֶךְ אֲחַשְׁוֵרוֹשׁ הִפִּיל פּוּר הוּא הַגּוֹרָל לִפְנֵי הָמָן מִיּוֹם ׀ לְיוֹם וּמֵחֹדֶשׁ לְחֹדֶשׁ שְׁנֵים־עָשָׂר הוּא־חֹדֶשׁ אֲדָֽר׃
11030801b6	וַיֹּאמֶר הָמָן לַמֶּלֶךְ אֲחַשְׁוֵרוֹשׁ יֶשְׁנוֹ עַם־אֶחָד מְפֻזָּר וּמְפֹרָד בֵּין הָֽעַמִּים בְּכֹל מְדִינוֹת מַלְכוּתֶךָ וְדָתֵיהֶם שֹׁנוֹת מִכׇּל־עָם וְאֶת־דָּתֵי הַמֶּלֶךְ אֵינָם עֹשִׂים וְלַמֶּלֶךְ אֵין־שֹׁוֶה לְהַנִּיחָֽם׃
110309011f	אִם־עַל־הַמֶּלֶךְ טוֹב יִכָּתֵב לְאַבְּדָם וַעֲשֶׂרֶת אֲלָפִים כִּכַּר־כֶּסֶף אֶשְׁקוֹל עַל־יְדֵי עֹשֵׂי הַמְּלָאכָה לְהָבִיא אֶל־גִּנְזֵי הַמֶּֽלֶךְ׃
11030a00de	וַיָּסַר הַמֶּלֶךְ אֶת־טַבַּעְתּוֹ מֵעַל יָדוֹ וַֽיִּתְּנָהּ לְהָמָן בֶּֽן־הַמְּדָתָא הָאֲגָגִי צֹרֵר הַיְּהוּדִֽים׃
11030b00b2	וַיֹּאמֶר הַמֶּלֶךְ לְהָמָן הַכֶּסֶף נָתוּן לָךְ וְהָעָם לַעֲשׂוֹת בּוֹ כַּטּוֹב בְּעֵינֶֽיךָ׃
11030c02b4	וַיִּקָּרְאוּ סֹפְרֵי הַמֶּלֶךְ בַּחֹדֶשׁ הָרִאשׁוֹן בִּשְׁלוֹשָׁה עָשָׂר יוֹם בּוֹ וַיִּכָּתֵב כְּֽכׇל־אֲשֶׁר־צִוָּה הָמָן אֶל אֲחַשְׁדַּרְפְּנֵֽי־הַמֶּלֶךְ וְֽאֶל־הַפַּחוֹת אֲשֶׁר ׀ עַל־מְדִינָה וּמְדִינָה וְאֶל־שָׂרֵי עַם וָעָם מְדִינָה וּמְדִינָה כִּכְתָבָהּ וְעַם וָעָם כִּלְשׁוֹנוֹ בְּשֵׁם הַמֶּלֶךְ אֲחַשְׁוֵרֹשׁ נִכְתָּב וְנֶחְתָּם בְּטַבַּעַת הַמֶּֽלֶךְ׃
11030d01df	וְנִשְׁלוֹחַ סְפָרִים בְּיַד הָרָצִים אֶל־כׇּל־מְדִינוֹת הַמֶּלֶךְ לְהַשְׁמִיד לַהֲרֹג וּלְאַבֵּד אֶת־כׇּל־הַיְּהוּדִים מִנַּעַר וְעַד־זָקֵן טַף וְנָשִׁים בְּיוֹם אֶחָד בִּשְׁלוֹשָׁה עָשָׂר לְחֹדֶשׁ שְׁנֵים־עָשָׂר הוּא־חֹדֶשׁ אֲדָר וּשְׁלָלָם לָבֽוֹז׃
11030e00ed	פַּתְשֶׁגֶן הַכְּתָב לְהִנָּתֵֽן דָּת בְּכׇל־מְדִינָה וּמְדִינָה גָּלוּי לְכׇל־הָֽעַמִּים לִהְיוֹת עֲתִדִים לַיּוֹם הַזֶּֽה׃
11030f0127	הָֽרָצִים יָצְאוּ דְחוּפִים בִּדְבַר הַמֶּלֶךְ וְהַדָּת נִתְּנָה בְּשׁוּשַׁן הַבִּירָה וְהַמֶּלֶךְ וְהָמָן יָשְׁבוּ לִשְׁתּוֹת וְהָעִיר שׁוּשָׁן נָבֽוֹכָה׃
1104010140	וּמׇרְדֳּכַי יָדַע אֶת־כׇּל־אֲשֶׁר נַעֲשָׂה וַיִּקְרַע מׇרְדֳּכַי אֶת־בְּגָדָיו וַיִּלְבַּשׁ שַׂק וָאֵפֶר וַיֵּצֵא בְּתוֹךְ הָעִיר וַיִּזְעַק זְעָקָה גְדוֹלָה וּמָרָֽה׃
11040200b4	וַיָּבוֹא עַד לִפְנֵי שַֽׁעַר־הַמֶּלֶךְ כִּי אֵין לָבוֹא אֶל־שַׁעַר הַמֶּלֶךְ בִּלְבוּשׁ שָֽׂק׃
1104030132	וּבְכׇל־מְדִינָה וּמְדִינָה מְקוֹם אֲשֶׁר דְּבַר־הַמֶּלֶךְ וְדָתוֹ מַגִּיעַ אֵבֶל גָּדוֹל לַיְּהוּדִים וְצוֹם וּבְכִי וּמִסְפֵּד שַׂק וָאֵפֶר יֻצַּע לָֽרַבִּֽים׃
110404017c	(ותבואינה) [וַתָּבוֹאנָה] נַעֲרוֹת אֶסְתֵּר וְסָרִיסֶיהָ וַיַּגִּידוּ לָהּ וַתִּתְחַלְחַל הַמַּלְכָּה מְאֹד וַתִּשְׁלַח בְּגָדִים לְהַלְבִּישׁ אֶֽת־מׇרְדֳּכַי וּלְהָסִיר שַׂקּוֹ מֵעָלָיו וְלֹא קִבֵּֽל׃
110405010c	וַתִּקְרָא אֶסְתֵּר לַהֲתָךְ מִסָּרִיסֵי הַמֶּלֶךְ אֲשֶׁר הֶעֱמִיד לְפָנֶיהָ וַתְּצַוֵּהוּ עַֽל־מׇרְדֳּכָי לָדַעַת מַה־זֶּה וְעַל־מַה־זֶּֽה׃
11040600a1	וַיֵּצֵא הֲתָךְ אֶֽל־מׇרְדֳּכָי אֶל־רְחוֹב הָעִיר אֲשֶׁר לִפְנֵי שַֽׁעַר־הַמֶּֽלֶךְ׃
1104070139	וַיַּגֶּד־לוֹ מׇרְדֳּכַי אֵת כׇּל־אֲשֶׁר קָרָהוּ וְאֵת ׀ פָּרָשַׁת הַכֶּסֶף אֲשֶׁר אָמַר הָמָן לִשְׁקוֹל עַל־גִּנְזֵי הַמֶּלֶךְ (ביהודיים) [בַּיְּהוּדִים] לְאַבְּדָֽם׃
11040801a6	וְאֶת־פַּתְשֶׁגֶן כְּתָֽב־הַדָּת אֲשֶׁר־נִתַּן בְּשׁוּשָׁן לְהַשְׁמִידָם נָתַן לוֹ לְהַרְאוֹת אֶת־אֶסְתֵּר וּלְהַגִּיד לָהּ וּלְצַוּוֹת עָלֶיהָ לָבוֹא אֶל־הַמֶּלֶךְ לְהִֽתְחַנֶּן־לוֹ וּלְבַקֵּשׁ מִלְּפָנָיו עַל־עַמָּֽהּ׃
1104090078	וַיָּבוֹא הֲתָךְ וַיַּגֵּד לְאֶסְתֵּר אֵת דִּבְרֵי מׇרְדֳּכָֽי׃
11040a0072	וַתֹּאמֶר אֶסְתֵּר לַהֲתָךְ וַתְּצַוֵּהוּ אֶֽל־מׇרְדֳּכָֽי׃
11040b0261	כׇּל־עַבְדֵי הַמֶּלֶךְ וְעַם־מְדִינוֹת הַמֶּלֶךְ יֹֽדְעִים אֲשֶׁר כׇּל־אִישׁ וְאִשָּׁה אֲשֶׁר יָבֽוֹא־אֶל־הַמֶּלֶךְ אֶל־הֶחָצֵר הַפְּנִימִית אֲשֶׁר לֹֽא־יִקָּרֵא אַחַת דָּתוֹ לְהָמִית לְבַד מֵאֲשֶׁר יֽוֹשִׁיט־לוֹ הַמֶּלֶךְ אֶת־שַׁרְבִיט הַזָּהָב וְחָיָה וַאֲנִי לֹא נִקְרֵאתִי לָבוֹא אֶל־הַמֶּלֶךְ זֶה שְׁלוֹשִׁים יֽוֹם׃
11040c005e	וַיַּגִּידוּ לְמׇרְדֳּכָי אֵת דִּבְרֵי אֶסְתֵּֽר׃
11040d00e4	וַיֹּאמֶר מׇרְדֳּכַי לְהָשִׁיב אֶל־אֶסְתֵּר אַל־תְּדַמִּי בְנַפְשֵׁךְ לְהִמָּלֵט בֵּית־הַמֶּלֶךְ מִכׇּל־הַיְּהוּדִֽים׃
11040e0169	כִּי אִם־הַחֲרֵשׁ תַּחֲרִישִׁי בָּעֵת הַזֹּאת רֶוַח וְהַצָּלָה יַעֲמוֹד לַיְּהוּדִים מִמָּקוֹם אַחֵר וְאַתְּ וּבֵית־אָבִיךְ תֹּאבֵדוּ וּמִי יוֹדֵעַ אִם־לְעֵת כָּזֹאת הִגַּעַתְּ לַמַּלְכֽוּת׃
11040f0059	וַתֹּאמֶר אֶסְתֵּר לְהָשִׁיב אֶֽל־מׇרְדֳּכָֽי׃
11041001ee	לֵךְ כְּנוֹס אֶת־כׇּל־הַיְּהוּדִים הַֽנִּמְצְאִים בְּשׁוּשָׁן וְצוּמוּ עָלַי וְאַל־תֹּאכְלוּ וְאַל־תִּשְׁתּוּ שְׁלֹשֶׁת יָמִים לַיְלָה וָיוֹם גַּם־אֲנִי וְנַעֲרֹתַי אָצוּם כֵּן וּבְכֵן אָבוֹא אֶל־הַמֶּלֶךְ אֲשֶׁר לֹֽא־כַדָּת וְכַאֲשֶׁר אָבַדְתִּי אָבָֽדְתִּי׃
110411008c	וַֽיַּעֲבֹר מׇרְדֳּכָי וַיַּעַשׂ כְּכֹל אֲשֶׁר־צִוְּתָה עָלָיו אֶסְתֵּֽר׃
11050101a6	וַיְהִי ׀ בַּיּוֹם הַשְּׁלִישִׁי וַתִּלְבַּשׁ אֶסְתֵּר מַלְכוּת וַֽתַּעֲמֹד בַּחֲצַר בֵּית־הַמֶּלֶךְ הַפְּנִימִית נֹכַח בֵּית הַמֶּלֶךְ וְהַמֶּלֶךְ יוֹשֵׁב עַל־כִּסֵּא מַלְכוּתוֹ בְּבֵית הַמַּלְכוּת נֹכַח פֶּתַח הַבָּֽיִת׃
110502019f	וַיְהִי כִרְאוֹת הַמֶּלֶךְ אֶת־אֶסְתֵּר הַמַּלְכָּה עֹמֶדֶת בֶּֽחָצֵר נָשְׂאָה חֵן בְּעֵינָיו וַיּוֹשֶׁט הַמֶּלֶךְ לְאֶסְתֵּר אֶת־שַׁרְבִיט הַזָּהָב אֲשֶׁר בְּיָדוֹ וַתִּקְרַב אֶסְתֵּר וַתִּגַּע בְּרֹאשׁ הַשַּׁרְבִֽיט׃
11050300de	וַיֹּאמֶר לָהּ הַמֶּלֶךְ מַה־לָּךְ אֶסְתֵּר הַמַּלְכָּה וּמַה־בַּקָּשָׁתֵךְ עַד־חֲצִי הַמַּלְכוּת וְיִנָּתֵֽן לָֽךְ׃
11050400da	וַתֹּאמֶר אֶסְתֵּר אִם־עַל־הַמֶּלֶךְ טוֹב יָבוֹא הַמֶּלֶךְ וְהָמָן הַיּוֹם אֶל־הַמִּשְׁתֶּה אֲשֶׁר־עָשִׂיתִי לֽוֹ׃
1105050108	וַיֹּאמֶר הַמֶּלֶךְ מַהֲרוּ אֶת־הָמָן לַעֲשׂוֹת אֶת־דְּבַר אֶסְתֵּר וַיָּבֹא הַמֶּלֶךְ וְהָמָן אֶל־הַמִּשְׁתֶּה אֲשֶׁר־עָשְׂתָה אֶסְתֵּֽר׃
110506010b	וַיֹּאמֶר הַמֶּלֶךְ לְאֶסְתֵּר בְּמִשְׁתֵּה הַיַּיִן מַה־שְּׁאֵלָתֵךְ וְיִנָּתֵֽן לָךְ וּמַה־בַּקָּשָׁתֵךְ עַד־חֲצִי הַמַּלְכוּת וְתֵעָֽשׂ׃
1105070068	וַתַּעַן אֶסְתֵּר וַתֹּאמַר שְׁאֵלָתִי וּבַקָּשָׁתִֽי׃
110508019a	אִם־מָצָאתִי חֵן בְּעֵינֵי הַמֶּלֶךְ וְאִם־עַל־הַמֶּלֶךְ טוֹב לָתֵת אֶת־שְׁאֵלָתִי וְלַעֲשׂוֹת אֶת־בַּקָּשָׁתִי יָבוֹא הַמֶּלֶךְ וְהָמָן אֶל־הַמִּשְׁתֶּה אֲשֶׁר אֶֽעֱשֶׂה לָהֶם וּמָחָר אֶֽעֱשֶׂה כִּדְבַר הַמֶּֽלֶךְ׃
110509014a	וַיֵּצֵא הָמָן בַּיּוֹם הַהוּא שָׂמֵחַ וְטוֹב לֵב וְכִרְאוֹת הָמָן אֶֽת־מׇרְדֳּכַי בְּשַׁעַר הַמֶּלֶךְ וְלֹא־קָם וְלֹא־זָע מִמֶּנּוּ וַיִּמָּלֵא הָמָן עַֽל־מׇרְדֳּכַי חֵמָֽה׃
11050a00c0	וַיִּתְאַפַּק הָמָן וַיָּבוֹא אֶל־בֵּיתוֹ וַיִּשְׁלַח וַיָּבֵא אֶת־אֹהֲבָיו וְאֶת־זֶרֶשׁ אִשְׁתּֽוֹ׃
11050b0126	וַיְסַפֵּר לָהֶם הָמָן אֶת־כְּבוֹד עׇשְׁרוֹ וְרֹב בָּנָיו וְאֵת כׇּל־אֲשֶׁר גִּדְּלוֹ הַמֶּלֶךְ וְאֵת אֲשֶׁר נִשְּׂאוֹ עַל־הַשָּׂרִים וְעַבְדֵי הַמֶּֽלֶךְ׃
11050c013c	וַיֹּאמֶר הָמָן אַף לֹא־הֵבִיאָה אֶסְתֵּר הַמַּלְכָּה עִם־הַמֶּלֶךְ אֶל־הַמִּשְׁתֶּה אֲשֶׁר־עָשָׂתָה כִּי אִם־אוֹתִי וְגַם־לְמָחָר אֲנִי קָֽרוּא־לָהּ עִם־הַמֶּֽלֶךְ׃
11050d00de	וְכׇל־זֶה אֵינֶנּוּ שֹׁוֶה לִי בְּכׇל־עֵת אֲשֶׁר אֲנִי רֹאֶה אֶת־מׇרְדֳּכַי הַיְּהוּדִי יוֹשֵׁב בְּשַׁעַר הַמֶּֽלֶךְ׃
11050e01d4	וַתֹּאמֶר לוֹ זֶרֶשׁ אִשְׁתּוֹ וְכׇל־אֹֽהֲבָיו יַֽעֲשׂוּ־עֵץ גָּבֹהַּ חֲמִשִּׁים אַמָּה וּבַבֹּקֶר ׀ אֱמֹר לַמֶּלֶךְ וְיִתְלוּ אֶֽת־מׇרְדֳּכַי עָלָיו וּבֹֽא־עִם־הַמֶּלֶךְ אֶל־הַמִּשְׁתֶּה שָׂמֵחַ וַיִּיטַב הַדָּבָר לִפְנֵי הָמָן וַיַּעַשׂ הָעֵֽץ׃
1106010118	בַּלַּיְלָה הַהוּא נָדְדָה שְׁנַת הַמֶּלֶךְ וַיֹּאמֶר לְהָבִיא אֶת־סֵפֶר הַזִּכְרֹנוֹת דִּבְרֵי הַיָּמִים וַיִּהְיוּ נִקְרָאִים לִפְנֵי הַמֶּֽלֶךְ׃
1106020147	וַיִּמָּצֵא כָתוּב אֲשֶׁר הִגִּיד מׇרְדֳּכַי עַל־בִּגְתָנָא וָתֶרֶשׁ שְׁנֵי סָרִיסֵי הַמֶּלֶךְ מִשֹּׁמְרֵי הַסַּף אֲשֶׁר בִּקְשׁוּ לִשְׁלֹחַ יָד בַּמֶּלֶךְ אֲחַשְׁוֵרֽוֹשׁ׃
1106030113	וַיֹּאמֶר הַמֶּלֶךְ מַֽה־נַּעֲשָׂה יְקָר וּגְדוּלָּה לְמׇרְדֳּכַי עַל־זֶה וַיֹּאמְרוּ נַעֲרֵי הַמֶּלֶךְ מְשָׁרְתָיו לֹא־נַעֲשָׂה עִמּוֹ דָּבָֽר׃
1106040121	וַיֹּאמֶר הַמֶּלֶךְ מִי בֶחָצֵר וְהָמָן בָּא לַחֲצַר בֵּית־הַמֶּלֶךְ הַחִיצוֹנָה לֵאמֹר לַמֶּלֶךְ לִתְלוֹת אֶֽת־מׇרְדֳּכַי עַל־הָעֵץ אֲשֶׁר־הֵכִין לֽוֹ׃
11060500b0	וַיֹּאמְרוּ נַעֲרֵי הַמֶּלֶךְ אֵלָיו הִנֵּה הָמָן עֹמֵד בֶּחָצֵר וַיֹּאמֶר הַמֶּלֶךְ יָבֽוֹא׃
1106060158	וַיָּבוֹא הָמָן וַיֹּאמֶר לוֹ הַמֶּלֶךְ מַה־לַּעֲשׂוֹת בָּאִישׁ אֲשֶׁר הַמֶּלֶךְ חָפֵץ בִּיקָרוֹ וַיֹּאמֶר הָמָן בְּלִבּוֹ לְמִי יַחְפֹּץ הַמֶּלֶךְ לַעֲשׂוֹת יְקָר יוֹתֵר מִמֶּֽנִּי׃
1106070085	וַיֹּאמֶר הָמָן אֶל־הַמֶּלֶךְ אִישׁ אֲשֶׁר הַמֶּלֶךְ חָפֵץ בִּיקָרֽוֹ׃
1106080103	יָבִיאוּ לְבוּשׁ מַלְכוּת אֲשֶׁר לָֽבַשׁ־בּוֹ הַמֶּלֶךְ וְסוּס אֲשֶׁר רָכַב עָלָיו הַמֶּלֶךְ וַאֲשֶׁר נִתַּן כֶּתֶר מַלְכוּת בְּרֹאשֽׁוֹ׃
11060901f5	וְנָתוֹן הַלְּבוּשׁ וְהַסּוּס עַל־יַד־אִישׁ מִשָּׂרֵי הַמֶּלֶךְ הַֽפַּרְתְּמִים וְהִלְבִּישׁוּ אֶת־הָאִישׁ אֲשֶׁר הַמֶּלֶךְ חָפֵץ בִּֽיקָרוֹ וְהִרְכִּיבֻהוּ עַל־הַסּוּס בִּרְחוֹב הָעִיר וְקָרְאוּ לְפָנָיו כָּכָה יֵעָשֶׂה לָאִישׁ אֲשֶׁר הַמֶּלֶךְ חָפֵץ בִּיקָרֽוֹ׃
11060a0187	וַיֹּאמֶר הַמֶּלֶךְ לְהָמָן מַהֵר קַח אֶת־הַלְּבוּשׁ וְאֶת־הַסּוּס כַּאֲשֶׁר דִּבַּרְתָּ וַֽעֲשֵׂה־כֵן לְמׇרְדֳּכַי הַיְּהוּדִי הַיּוֹשֵׁב בְּשַׁעַר הַמֶּלֶךְ אַל־תַּפֵּל דָּבָר מִכֹּל אֲשֶׁר דִּבַּֽרְתָּ׃
11060b0163	וַיִּקַּח הָמָן אֶת־הַלְּבוּשׁ וְאֶת־הַסּוּס וַיַּלְבֵּשׁ אֶֽת־מׇרְדֳּכָי וַיַּרְכִּיבֵהוּ בִּרְחוֹב הָעִיר וַיִּקְרָא לְפָנָיו כָּכָה יֵעָשֶׂה לָאִישׁ אֲשֶׁר הַמֶּלֶךְ חָפֵץ בִּיקָרֽוֹ׃
11060c00af	וַיָּשׇׁב מׇרְדֳּכַי אֶל־שַׁעַר הַמֶּלֶךְ וְהָמָן נִדְחַף אֶל־בֵּיתוֹ אָבֵל וַחֲפוּי רֹֽאשׁ׃
11060d01c9	וַיְסַפֵּר הָמָן לְזֶרֶשׁ אִשְׁתּוֹ וּלְכׇל־אֹהֲבָיו אֵת כׇּל־אֲשֶׁר קָרָהוּ וַיֹּאמְרוּ לוֹ חֲכָמָיו וְזֶרֶשׁ אִשְׁתּוֹ אִם מִזֶּרַע הַיְּהוּדִים מׇרְדֳּכַי אֲשֶׁר הַחִלּוֹתָ לִנְפֹּל לְפָנָיו לֹא־תוּכַל לוֹ כִּֽי־נָפוֹל תִּפּוֹל לְפָנָֽיו׃
11060e00fd	עוֹדָם מְדַבְּרִים עִמּוֹ וְסָרִיסֵי הַמֶּלֶךְ הִגִּיעוּ וַיַּבְהִלוּ לְהָבִיא אֶת־הָמָן אֶל־הַמִּשְׁתֶּה אֲשֶׁר־עָשְׂתָה אֶסְתֵּֽר׃
110701007b	וַיָּבֹא הַמֶּלֶךְ וְהָמָן לִשְׁתּוֹת עִם־אֶסְתֵּר הַמַּלְכָּֽה׃
1107020160	וַיֹּאמֶר הַמֶּלֶךְ לְאֶסְתֵּר גַּם בַּיּוֹם הַשֵּׁנִי בְּמִשְׁתֵּה הַיַּיִן מַה־שְּׁאֵלָתֵךְ אֶסְתֵּר הַמַּלְכָּה וְתִנָּתֵֽן לָךְ וּמַה־בַּקָּשָׁתֵךְ עַד־חֲצִי הַמַּלְכוּת וְתֵעָֽשׂ׃
1107030140	וַתַּעַן אֶסְתֵּר הַמַּלְכָּה וַתֹּאמַר אִם־מָצָאתִי חֵן בְּעֵינֶיךָ הַמֶּלֶךְ וְאִם־עַל־הַמֶּלֶךְ טוֹב תִּנָּֽתֶן־לִי נַפְשִׁי בִּשְׁאֵלָתִי וְעַמִּי בְּבַקָּשָׁתִֽי׃
1107040143	כִּי נִמְכַּרְנוּ אֲנִי וְעַמִּי לְהַשְׁמִיד לַהֲרוֹג וּלְאַבֵּד וְאִלּוּ לַעֲבָדִים וְלִשְׁפָחוֹת נִמְכַּרְנוּ הֶחֱרַשְׁתִּי כִּי אֵין הַצָּר שֹׁוֶה בְּנֵזֶק הַמֶּֽלֶךְ׃
1107050100	וַיֹּאמֶר הַמֶּלֶךְ אֲחַשְׁוֵרוֹשׁ וַיֹּאמֶר לְאֶסְתֵּר הַמַּלְכָּה מִי הוּא זֶה וְאֵֽי־זֶה הוּא אֲשֶׁר־מְלָאוֹ לִבּוֹ לַעֲשׂוֹת כֵּֽן׃
11070600ce	וַתֹּאמֶר אֶסְתֵּר אִישׁ צַר וְאוֹיֵב הָמָן הָרָע הַזֶּה וְהָמָן נִבְעַת מִלִּפְנֵי הַמֶּלֶךְ וְהַמַּלְכָּֽה׃
1107070167	וְהַמֶּלֶךְ קָם בַּחֲמָתוֹ מִמִּשְׁתֵּה הַיַּיִן אֶל־גִּנַּת הַבִּיתָן וְהָמָן עָמַד לְבַקֵּשׁ עַל־נַפְשׁוֹ מֵֽאֶסְתֵּר הַמַּלְכָּה כִּי רָאָה כִּֽי־כָלְתָה אֵלָיו הָרָעָה מֵאֵת הַמֶּֽלֶךְ׃
11070801cb	וְהַמֶּלֶךְ שָׁב מִגִּנַּת הַבִּיתָן אֶל־בֵּית ׀ מִשְׁתֵּה הַיַּיִן וְהָמָן נֹפֵל עַל־הַמִּטָּה אֲשֶׁר אֶסְתֵּר עָלֶיהָ וַיֹּאמֶר הַמֶּלֶךְ הֲגַם לִכְבּוֹשׁ אֶת־הַמַּלְכָּה עִמִּי בַּבָּיִת הַדָּבָר יָצָא מִפִּי הַמֶּלֶךְ וּפְנֵי הָמָן חָפֽוּ׃
11070901b9	וַיֹּאמֶר חַרְבוֹנָה אֶחָד מִן־הַסָּרִיסִים לִפְנֵי הַמֶּלֶךְ גַּם הִנֵּה־הָעֵץ אֲשֶׁר־עָשָׂה הָמָן לְֽמׇרְדֳּכַי אֲשֶׁר דִּבֶּר־טוֹב עַל־הַמֶּלֶךְ עֹמֵד בְּבֵית הָמָן גָּבֹהַּ חֲמִשִּׁים אַמָּה וַיֹּאמֶר הַמֶּלֶךְ תְּלֻהוּ עָלָֽיו׃
11070a00a5	וַיִּתְלוּ אֶת־הָמָן עַל־הָעֵץ אֲשֶׁר־הֵכִין לְמׇרְדֳּכָי וַחֲמַת הַמֶּלֶךְ שָׁכָֽכָה׃
110801016d	בַּיּוֹם הַהוּא נָתַן הַמֶּלֶךְ אֲחַשְׁוֵרוֹשׁ לְאֶסְתֵּר הַמַּלְכָּה אֶת־בֵּית הָמָן צֹרֵר (היהודיים) [הַיְּהוּדִים] וּמׇרְדֳּכַי בָּא לִפְנֵי הַמֶּלֶךְ כִּֽי־הִגִּידָה אֶסְתֵּר מַה הוּא־לָֽהּ׃
110802010c	וַיָּסַר הַמֶּלֶךְ אֶת־טַבַּעְתּוֹ אֲשֶׁר הֶֽעֱבִיר מֵֽהָמָן וַֽיִּתְּנָהּ לְמׇרְדֳּכָי וַתָּשֶׂם אֶסְתֵּר אֶֽת־מׇרְדֳּכַי עַל־בֵּית הָמָֽן׃
1108030178	וַתּוֹסֶף אֶסְתֵּר וַתְּדַבֵּר לִפְנֵי הַמֶּלֶךְ וַתִּפֹּל לִפְנֵי רַגְלָיו וַתֵּבְךְּ וַתִּתְחַנֶּן־לוֹ לְהַֽעֲבִיר אֶת־רָעַת הָמָן הָֽאֲגָגִי וְאֵת מַֽחֲשַׁבְתּוֹ אֲשֶׁר חָשַׁב עַל־הַיְּהוּדִֽים׃
11080400c4	וַיּוֹשֶׁט הַמֶּלֶךְ לְאֶסְתֵּר אֵת שַׁרְבִט הַזָּהָב וַתָּקׇם אֶסְתֵּר וַֽתַּעֲמֹד לִפְנֵי הַמֶּֽלֶךְ׃
1108050210	וַתֹּאמֶר אִם־עַל־הַמֶּלֶךְ טוֹב וְאִם־מָצָאתִי חֵן לְפָנָיו וְכָשֵׁר הַדָּבָר לִפְנֵי הַמֶּלֶךְ וְטוֹבָה אֲנִי בְּעֵינָיו יִכָּתֵב לְהָשִׁיב אֶת־הַסְּפָרִים מַחֲשֶׁבֶת הָמָן בֶּֽן־הַמְּדָתָא הָאֲגָגִי אֲשֶׁר כָּתַב לְאַבֵּד אֶת־הַיְּהוּדִים אֲשֶׁר בְּכׇל־מְדִינוֹת הַמֶּֽלֶךְ׃
11080600eb	כִּי אֵיכָכָה אוּכַל וְֽרָאִיתִי בָּרָעָה אֲשֶׁר־יִמְצָא אֶת־עַמִּי וְאֵֽיכָכָה אוּכַל וְֽרָאִיתִי בְּאׇבְדַן מוֹלַדְתִּֽי׃
110807017a	וַיֹּאמֶר הַמֶּלֶךְ אֲחַשְׁוֵרֹשׁ לְאֶסְתֵּר הַמַּלְכָּה וּֽלְמׇרְדֳּכַי הַיְּהוּדִי הִנֵּה בֵית־הָמָן נָתַתִּי לְאֶסְתֵּר וְאֹתוֹ תָּלוּ עַל־הָעֵץ עַל אֲשֶׁר־שָׁלַח יָדוֹ (ביהודיים) [בַּיְּהוּדִֽים]׃
1108080187	וְאַתֶּם כִּתְבוּ עַל־הַיְּהוּדִים כַּטּוֹב בְּעֵֽינֵיכֶם בְּשֵׁם הַמֶּלֶךְ וְחִתְמוּ בְּטַבַּעַת הַמֶּלֶךְ כִּֽי־כְתָב אֲשֶׁר־נִכְתָּב בְּשֵׁם־הַמֶּלֶךְ וְנַחְתּוֹם בְּטַבַּעַת הַמֶּלֶךְ אֵין לְהָשִֽׁיב׃
110809031c	וַיִּקָּרְאוּ סֹפְרֵֽי־הַמֶּלֶךְ בָּֽעֵת־הַהִיא בַּחֹדֶשׁ הַשְּׁלִישִׁי הוּא־חֹדֶשׁ סִיוָן בִּשְׁלוֹשָׁה וְעֶשְׂרִים בּוֹ וַיִּכָּתֵב כְּֽכׇל־אֲשֶׁר־צִוָּה מׇרְדֳּכַי אֶל־הַיְּהוּדִים וְאֶל הָאֲחַשְׁדַּרְפְּנִֽים־וְהַפַּחוֹת וְשָׂרֵי הַמְּדִינוֹת אֲשֶׁר ׀ מֵהֹדּוּ וְעַד־כּוּשׁ שֶׁבַע וְעֶשְׂרִים וּמֵאָה מְדִינָה מְדִינָה וּמְדִינָה כִּכְתָבָהּ וְעַם וָעָם כִּלְשֹׁנוֹ וְאֶל־הַיְּהוּדִים כִּכְתָבָם וְכִלְשׁוֹנָֽם׃
11080a0162	וַיִּכְתֹּב בְּשֵׁם הַמֶּלֶךְ אֲחַשְׁוֵרֹשׁ וַיַּחְתֹּם בְּטַבַּעַת הַמֶּלֶךְ וַיִּשְׁלַח סְפָרִים בְּיַד הָרָצִים בַּסּוּסִים רֹכְבֵי הָרֶכֶשׁ הָֽאֲחַשְׁתְּרָנִים בְּנֵי הָֽרַמָּכִֽים׃
