2a00000004	Luka
2a081700a0	Ali kum plovule jej, pă Isus lu furat somnu. Atunšje oluja ku văntu una su slăbuzăt pă jezero šă jej asre ăm opasnost, daje ka karu să umplje ku apă.
2a081800e7	Jej ur mers la Isus šă lor skulatulă ăm frikă šă mužje: “Domnu, Domnu, noj nji ăntupenj!” Aša su skulat šă u zapovjedalit alu văntu šă alu valuvurljelje să să putuljaskă. Oluja su putuljit šă are putuljală.
2a081900ea	“Hunđi vi ănkriđala?”, Isus lju ăntribat pă jej. Ali jej asre pljinj dă frikă šă ămirală, šă u zăs una la alt: “Šinji ăj asta čak šă văntu šă valuvurlje ăl punji ureći pă jăl kănd zapovijedalešći?”
2a081a004f	Jej ur plovulit păn la malu dă Gerasa, kari ăj pă alta parći dă Galileja.
2a081b00bc	Kum Isus u pus pišjorilje pă pămănt, ju vinjit dădănenči om dăm varuš kari are mar da multă dobă ku drašj ăm jăl. Jăl nu purta colji, šă nu kusta ăm kasă mar ăm gropur.
2a081c00ec	Kănd lu văzutulă pă Isus, jăl u mužjit tari šă u kăzut dădănenći la jăl šă dăm tot graju u mužjit: “Šje gănđešč dă la minji, Isuse Fišjoru alu Dimizov, Maj Mari? Ju mă arog la činji să nu mă mučulešć!”
2a081d00d9	Draku ăl cănje mar multă vremi. Majnti ominji ku lancurlje ăl ljiga šă ăl păze, ali jăl tod daje rupe lancurlje šă draku lu mănat ăm pustinjă. Isus u dat zapovjed alu rov duhu să ješi afară dăm jăl.
2a081e0065	Isus lu ăntribat: “Kum či čem?” Jăl u zăs: “Legija”, daje kă mulc drašj asre ăm jăl.
2a081f0057	Šă jej sur arugat la Isus să nu lji đe zapovjed să mergă ăm gropă făr dă dno.
2a08200094	Akulo are mari stadă dă poršj šje mănka pă parće dă đal, šă jej sur arugat să dozvolulaskă să tunji ăm jej, šă Isus lju dazvolulit.
2a08210087	Drašji dăm omula u fužjit ăm gărmadă poršj, šă stada dă poršj ur arljigată dă pă đal ăm jezero šă akulo sur ăntupit.
2a08220062	Ominji šje păze stado u skăpat kănd u văzut aje, šă jej ur dus hir ăm varuš šă ăm sat.
2a082300f6	Šă lume ur vinjit să vadă šje u fost aje. Kănd ur vinjit la Isus, jej ur aflat pă omu šje are ku drašj ăm jăl are ămbrăkăt, šă šăđe la pišjorilje alu Isus ku fire săntosă. Šă kănd u văzut aje kutotu jej sur ănfrikušat.
2a08240048	Hej kari ur văzut or spus kum Isus u oslobodulešči pă omu ku drašj.
2a0825009a	Ali tota lume dăm lok ăm Gerasa ur zăs alu Isus să fugă dăm akulo kă asre tari ănfrikušac. Isus u tunat ăm kar šă gănđe să fugă ăm napoj.
2a08260080	Omu dăm kari Isus u mănat afară dăm drašj să aruga la Isus: “Pot să fug ku činji?”, ali Isus lu mănat šă ju zăs:
2a082700b0	“Dući ăm napoj akasă, šă spunji alu toc kutotu šje Dimizov u făkut dă činji.” Aša u mers akasă šă u širilit ăm varuš kutotu šje Isus u făkut păntru jăl.
2a08280089	Gărmadă are akulo să ăl pozdravalaskă pă Isus kănd su ăntorsusă pă alta parči dă jezero, jej toc tari ăl aščipta pă jăl.
2a082900b7	Atunšje su pojavalit om kari să čima Jair vođa dă sinagogă. Jăl u vinjit la Isus šă u kăzut žos la pišjorilje aluj šă să aruga la jăl să vijă la jăl akasă daje kă
2a082a0093	jedina fata aluj dă dvanaest aj (12) dă bătărnă are pă morči. Isus u mers dă pă Jair kănd mulc să ămpinžje să fijă dapropi dă jăl.
2a082b009f	Ăm gărmade are mujeri kari kărvarale dvanaest (12) aj šă je u čiltit kutotu šje ave pă doktur ali no aflat pă njime kari ar puće să u ozdravalaskă.
2a082c005f	Je u vinjit pă dănapoj šă su apukat pus dă cola alu Isus, šă sănžilje u stat să kuri.
2a082d00a5	“Šinji u pus măna pă minji?”, u ăntribat Isus. Toc zăšje kă nu ur pus. Atunšje Petar u zăs: “Domnu, tu vejs kum să ămpinži toc ominji la činji!”
2a082e0070	Isus u zăs: “Šinjiva u pus namjerno măna pă minji kă am sămcăt pučere kum jašă afară dăm minji.”
2a082f00e4	Kănd u văzut mujere kă majmult nu poći cănje ăm je, je u vinjit ăm nenći trămurănt dă frikă, u kăzut ăm njenće alu Isus šă u spus la toc adăšje u pus măna pă jăl, šă kum u fost ozdravalită dăm turdată.
2a0830004e	Isus u zăs: “Fato, ănkriđala ata ću ozdravalit. Dući ăm putuljală!”
2a08310097	Kănd Isus svite ku mujere, glasniku dăm kasa alu vladaru dă sinagogă u vinjit šă u zăs: “Fata ata ăj mortă. Nu ăl gnjavali pă učitelj!”
2a0832006c	Kănd u auzăt Isus aje, jăl u zăs alu Jair: “Nuc fijă frikă! Numa ănkređi mijă šă je u kusta!”
2a08330089	Kănd ur vinjit jej la kasa, Isus nu lăsă să mergă ăm nontru ku jăl osim Petar, Ivan, Jakov šă mumăsa šă tatusu alu fate haje.
2a08340072	Šă toc ăm kasa plănžje šă u žalale, aša jăl u zăs: “Nu plănžjec. Je nuj mortă, numa să kulkat!”
2a08350040	Jej ăl răđe pă Isus, kă jej asre sigurni kă je ăj mortă.
2a0836005f	Isus atunšje u apukatu dă măna šă dăm tot graju u mužjit: “Skolăći kupilu amnjov!”
2a0837007f	Šă duhu alji su ăntorsăsă šă je su skulat dăm turdată. Isus u dat zapovjed atunšje să ăj đe šjeva să mănăšji.
2a08380064	Roditelji alji asre ămirac a Isus lju purunšjit pă roditelji să nu spujă alu njime šje u fost.
2a0901008c	Isus u čimat pă dvanaest apostolur la jăl šă jăl lju dat pučeri šă autoritet pă toc drašj, šă pučeri să ăntremi bičišugur.
2a09020073	Atunšje Isus lju mănat afară šă să proglasalaskă kraljevstva alu Dimizov šă să ozdravalaskă pă bičež.
2a090300a3	Isus lju zăs alor: “Nu loc njimika ku voj pă kalje avostră, njiš botă, njiš taškă, njiš mănkari, njiš banj. Njime să nu je maj una kămašă ku jăl.
2a0904004c	Ăm kari gođe kasa măržjec, fijec akulo păn šje nu fužjec dăm varuš.
2a090500a2	Hunđi gođe nu vă punji ureči, fužjec dăm ala varuš šă ăm znak dă upozorenje kă ăl laš la sudbina aluj, skutărăcăvă prašina dă pă pišjori.”
2a0906008b	Aša jej sur lot afară să mergă dăm sat ăm sat să propovjedalaskă Hir fălos šă ozdravalaskă pă bičež pă hunđi gođ meržji.
2a09070084	Vladar Herod u auzăt dă kutotu šje Isus u făkut, šă are zăbunjit kă orikic zăšje kă Ivan Krstitelj u uskrnulit dăm morc.
2a0908007c	Šă orikic zăšje kă prorok Ilija su arătat pă pămănt kănd alci gănđe kă unu prorok dă kănva u vinjit ăm kust.
2a0909008f	Ali Herod u zăs: “Ju am tijet kapu alu Ivan, ali šinji ăj omusta dă kari aud dăstafele vorbi?” Jăl da be šćipta să vadă pă Isus.
2a090a0085	Kănd sor ăntors apostoli ur spus alu Isus kutotu šje ur făkut. Atunšje Isus lju dus pă lok pustulot apropi dă varuš Betsaida.
2a090b009b	Lume ur saznalit šă ur sljedilit pă Isus. Aša lju apukat la jăl šă lju spus dă kraljevstva alu Dimizov šă u ozdravalit pă eje kari asre bičež.
2a090c00ce	Mar kitră dă sara Dvanaest apostolur ur vinjit la Isus šă ur zăs: “Mănă pă lumi ăndărăt, aša să mergă să ăš aflji lok dă kulkat šă dă mănkat kă noj šćenj ăm pustinjă ajišje.”
2a090d00d6	Isus lju zăs: “Voj dăđecălji šjeva dă mănkat.” Jej ur ăntors vorba: “Noj avenj čar pet darabur dă pită šă doj pešć. Noj săngur să mărženj šă să kumpărănj mănkari dă totă lumesta?”
2a090e0097	Jej ur umărat hunđiva pet hiljada dă bărbec, Isus u zăs alu učenici aluj: “Punjecălji să šadă ăm grupur po pedeset lumi să šadă una.”
2a090f0047	Šă apostoli ur făkut kum lju zăs, lju pus pă toc să šadă žjos.
2a091000d8	Atunšje Isus u lot pet dărabur dă pită šă doj dărabur dă pešć šă su ujtat sus ăm nor, Isus u blagoslovulit šă u ruptă ăm dărăbelji, atunšje u dat alu učenici aluj să pujă dădănenći alu lumi.
2a09110070	Šă jej toc ur mănkat šă asre sătulj. Šă jej ur akuljes dvanaest košarur dă dărăbelji šje ur rămas.
2a0912008c	Undată kănd su ăntors Isus pum parći să să aroži, učenici asre ku jăl šă Isus u ăntribat: “Šje zăšji lume šinji mes ju?”
2a09130096	Jej ur ăntors vorba: “Ivan šje Bučază, makar orikic zăšji Ilija prorok a hejelanc kă ješć prorok dă kănva kari u uskrsnulit dăm morc.”
2a0914008d	Isus u ăntribat: “A voj? Šje zăšjec voj, šinji mes ju?” Petar u ăntors vorba: “Tu ješć Krist kari ăj mănat dă la Dimizov!”
2a09150066	Isus u dat atunšje zapovjed mari, šje lji branale să spujă asta alu šjinjiva kă jăl ăj Mesija.
2a091600ed	Atunšje Isus u zăs: “Ju, Fišjoru alu Omuluj trăbă să păc mulći patnjur. Bătărnji kari ăs glavni ăntri židovur, mari popur šă učitelju dă zakonu alu Mojsije mu odbacali. Jej mur amură, a ju treći zuă uj uskrsnuli.”
2a091700f8	Atunšje Isus u zăs alu toc: “Dakă šinjiva gănđešći să mă sljedălaskă pă minji, elši trăbă să odbijalaskă să kušči dă pă žăndurlje aluj, jăl săngur să ăš je krušje aluj totă zua šă să mă sljedălaskă pă minji.
2a0918009b	Šinji gođ gănđešći să ăš spasalaskă kustuš ala lu perđi do kraja, šă šinji gođe šu perđi kustuš păntru minji ala su spasalisă vječno.
2a09190057	Šje ari benji om dăm aje dakă kapătă celi svet, a jăl ăj uništilit ili părdut?
2a091a00d2	Dakă ăj alu šjinjiva rušunji dă minji ili dă vorbilje amelji, šă ju Fišjoru alu Omuluj ju fi rušănji dă ala om, kănd uj vinji ăm slava aluj, ăm slava alu tatusu šă ăm slava alu svănc anđeji.
2a091b006f	Anume ju zăk, ăs orikic kari stă ajišje kari nor muri majnti dă šje nor viđe kraljevstva alu Dimizov.”
2a091c0086	Hunđiva osam zălji dă pă ešće svatur Isus u lot pă Petar, Ivan šă pă Jakov ku jăl, šă u mers sus pă đal să să aroži.
2a091d006c	Atunšje kum să aruga, ubrazu aluj u ščimbat tari, šă coljilje aluj sur ščimbat am alb dă svitlăze.
2a091e004a	Doj ominj su pojavalit, svite ku Isus. Eje asre Mojsije šă prorok Ilija.
2a091f0051	Jej su arătat ăm slavă šă jej svite dă morči aluj šje u fi ăm Jeruzalem.
2a0920008e	Pă Petar šă pă urtašji aluj lju furat somnu ali jej sur skulat šă lor văzut pă Isus ăm slava aluj ku doj ominj šje stăće ku Isus.
2a092100f4	Kănd jej fužje, Petar u zăs alu Isus: “Domnu, anovă nji benji ajiše! Lasă făšjenj tri koljibur: unu păntru činji, šă unu păntru Mojsije šă unu păntru prorok Ilija.” Jăl nu šćije šje svitešći, sămăna kă bulunzešči.
2a09220069	Šă kănd Petar svite, oblak u vinjit dasupra pă Petar šă pă urtašji aluj šă jej su ănfrikušat.
2a0923006d	Atunšje su ăuzăt graj dăm oblak: “Asta ăj Fišjoru amnjov, ju lam izabralit! Punjec ureći la jăl!”
2a09240063	Kănd graju su auzăt, Isus are săngur. Učenici ur tăkut šă nor spus alu njime šje ur văzut.
2a0925006a	Hajelantă ză Isus šă učenici aluj ur vinjit žjos dă pă đal šă ăl ašćipta gărmadă dă lumi.
2a0926007a	Ăm gărmade are om kari mužje: “Učitelju, ju mă arog, ujtăći pă fišjorum daje kă jăl ăj jedini kupilu amnjov!
2a092700ab	Ujtăći, duh ăl napadalešći šă jăl dăm turdată căpă, ăl skutără ăm gărčur šă fašji spumi la gură šă dabe fužji dă la jăl, ku mukă ăm ăl baći.
2a09280074	Ju mam arugat la učenici atej kari as re ku noj dakă ar puće jej să măjă pă draku afară ali jej nu puće.”
2a092900b1	Isus u ăntors vorba: “O voj nevjernă šă ubraznikă generacijă! Kită dobă trăbă să fjuv ku voj? Kită dobă trăbă să vă trpălesk? Adăl pă fišjoruc ajišje!”
2a092a00b3	Kănd kupilula u vinjit la Isus, draku lu vărljit žjos šă ăl skutura am gărčur. Isus lu mužjit pă duhu rov šă pă kupilu lu ozdravalit, šă ăm napoj lu dat la tatusu.
2a092b0099	Jej asre toc ămirac la autoritetu aluj šă kit ăj dă mari Dimizov. Atunšje kănd inka toc să ămira šje u făkut, Isus u svătit ku učenici aluj:
2a092c0091	“Zapamtalecă vorbilješće, šă ăngănđecăvă dă jelji.” Isus u zăs: “Ju, Fišjoru alu Omuluj uj fi dat ăm mănjilje alu omuluj.”
2a092d0096	Jej nor prišjiput šje u gănđit jăl ku aje să zăkă. Značenje are askunsă dă la jej, a alor lji are frikă să ăl ăntrebi pă jăl dă aje.
2a092e0054	Učenici su apukat să raspravljalaskă šinji dăm jej ar puće să fijă maj mari.
2a092f0068	Isus lji šćije găndu ăm sufljičilje alor atunšje Isus u lot pă kupil mik šă lu pus lăngă jăl
2a093000da	atunšje lju zăs: “Šinji gođe apukă pă kupilusta mik ăm numilje amnjov apukă pă minji. Šă šinji gođe apukă pă minji, apukă isto šă pă ala kari mu mănat. Daje kă maj mik ăntri voj ăj maj mari.”
2a093100af	Ivan u zăs: “Domnu noj anj văzut pă unu om kari ăm numilje atov mănă drašj afară dăm ominj šă noj anj zăs să nu fakă aje, daje kă jăl nu ăj unu dăm noj.”
2a0932005a	Isus u zăs aluj: “Nu ăj branalec, kă šinji gođe nuj protiv dă voj, ăj dă voj.”
2a09330077	Vreme are apropi kănd Isus trăbuje să fijă dus napoj ăm nor, atunšje tari su odlučulit să mergă ăm Jeruzalem.
2a09340078	Isus u mănat glasnišj ăm nenći la jăl a jej ur vinjit ăm unu sat ăm Samarija să pripremalaskă lok păntru jăl.
2a0935004c	Ali lume akulo nu lu apukat ăm benji, daje kă are pă kalje dă Jeruzalem.
2a09360081	Kănd ur văzut učenici Jakov šă Ivan ur ăntribat: “Domnu, gănđešć să čimănj fok dăm nor să lji uništălaskă?”
2a0937004b	Isus su ăntors la jej šă lju făkut dă njimika pă Jakov šă pă Ivan.
2a0938001e	Šă jej ur mers ăm altu sat.
2a09390087	Kum măržje Isus šă učenici pă kalji, šjeva ka omu u zăs alu Isus: “Ju uj meržji ku činji hunđi gođ vi meržji šă tu!”
2a093a0091	Isus u zăs: “Lisicurlje ari sklonište šă vrăbujilje ari gnjezdurlje alor, ali Ju Fišjoru alu Omuluj nam lok hunđi să ăm pujă kapu.”
2a093b0084	Isus alu altuje u zăs: “Sljedilešći mă!” Omu u zăs: “Domnje, lasămă elši să mă dukă să ăngrop pă tata amnjov.”
2a093c007f	Isus u zăs aluj: “Lasă pă morc să ăš ăngropi pă morc, ali tu dući šă propovjedalešći kraljevstva alu Dimizov!”
2a093d0083	Akulo are inka unu om kari zăšje: “Ju čuj sljedili pă činji, Domnu ali elši lasămă să mă pozdravalesk ku toc akasă.”
2a093e008d	Šă Isus ju ăntors vorba: “Njime kari punji măna pă plug šă să ujtă ăm napoj dă pă jăl, nuj bun dă kraljevstva alu Dimizov.”
2a0a0100a9	Dă pă ešće stvarur Domnu u odredilit sedamdeset doj učenikur šă lju mănat ăm nenći, doj pă doj la tot varušu šă lok la kari jăl isto aščipta să mergă.
2a0a020097	Isus u zăs alor: “Žetva ăj mari ali pucănj ăs lukroj, dăm ala rănd arogăči la stăpănu dă žetva să măji maj mulc lukroj ăm polja aluj.
2a0a03004f	Aku dući ali punji ureći. Ju vă măj pă voj ka pă birkă mikă ăntri lup!
2a0a04007c	Nu loc ku voj đibularuš ili taškă ili cipiliš, šă nu sta dă lungat ăm svat ku ominji pă kalji să nu zgubec vreme.
2a0a050062	Elši stvar šje trăbă să zăšjec kănd vinjec la kasa ăj: ‘Putuljală fijă la kasasta!’
2a0a06007f	Dakă om kari gănđešči putuljală kustă ăm kase putuljala u fi ku jăl, ali dakă nu, putuljala u vinji ăm napoj la voj.
2a0a07008e	Rămănji ăm aje ista kasa, mănănkă šă be šje ari jej, kă lukroju ăj vredan dă šje u lukrat. Nu vă selilec dăm una kasa ăm alta.
2a0a08006b	Dakă măržjec ăm bilo kari varuš šă jej vă apukă ăm benji voj mănkăc šje vă punji dădănenći
2a0a090069	šă ozdravalecă pă bičež kari ar fi akulo, šă spunjecălji kă Kraljevstva alu Dimizov ăj apropi.
2a0a0a0062	Ali dăkă vinjec ăm varuš hunđi nu vă apukă, atunšje dušjecăvă pă ulicur šă zăšjec:
2a0a0b00c5	Čak šă prašina dăm varušu avostru kari su apukat pă pišjorilje anoštri, brisălec dă pă noj, protiv dă voj! Ali šă voj ac trăbuji să šćijec kă kraljevstva alu Dimizov ăj apropi.
2a0a0c0064	Ju vă zăk kă pă zuve dă sudulală u fi maj ušuri lu varušu Sodoma dă kită dă varušula.”
2a0a0d012c	Isus u zăs: “Jao avovă ominjilor dăm Korazine! Jao avovă ominjilor dăm Betsaido! Kă să vi fost dastafel čudo ăm varuš Tira šă am Sidon ka kum su dogodulit la voj ăm varušu avostru, jej dă kănva sar vi ănkăjit, šăzut ăm colji dă kecă, šă ăm šjinušă znak dă ănkăjală.
2a0a0e004c	Anume ăm zuve dă sudulală Tira šă Sidonija maj benji ur trešji dă tu!
2a0a0f005b	Šă voj ominji dăm Kafarnaum! Pănăm nor voj vic răđika? Ăm podzemlje vic fi arunkac.
2a0a1000c3	Šinji gođe auđi pă voj, mă auđi pă minji, a šjinji odbacalešči pă voj, pă minji odbacalešči, šă šjinji gođe odbacalešči pă minji, odbacalešči pă Dimizov kari mu mănat!”
2a0a110086	Sedamdeset doj učenikur su ăntors ku fălušăjă. Jej ur zăs: “O Domnje, čak šă drašji nji punji ureći ăm numilje atov.”
2a0a12004a	Jăl lju zăs alor: “Ju mă ujtam la Sotona kum kađi ka munje dăm nor.
2a0a1300a2	Aku punjec ureći! Ju vam dat autoritet să kălkăc pă šarpi šă pă škorpionur šă ku kutotu pučere pă săla dă dužmanj, šă njimik nu vic păcă rov.
2a0a14008c	Tot daje nac trăbuji să vă ănfălušăc kă duhovur vă punji ureći. Fijec făloš la aje kă numilje avoštri ăs skrišă ăm nor.”
2a0a15011c	Ăm ala šas Isus su ănfălušăt ăm Duhu svănt šă u zăs: “Tata, Domnu pă pămănt šă pă nor, ju dov hvală cijă daje kă tu aj askuns ešće dă la mărđoj šă dă la păršjipuc, šă aj arătat alu hej ‘mišj’ pă pămănt. Da, Tata, cijă asta că să veđi.”
2a0a1600e7	Šă Isus u zăs: “Kutotu mu fost dat ăm povjerenje dă la Tata amnjov. Njime nu kunošći pă Fišjoru šă njime nu kunošći pă Tata, numa Fišjoru kunošći, šă alu heje kari Fišjoru gănđešći u kunošći pă Tata.”
2a0a17007b	Atunšje kănd are jej săngur, Isus su ăntors la učenici aluj šă u zăs: “Blago avovă kă oči avoštri asta veđi!
2a0a1800ac	Sigurno mulc proroš šă kraljur dă kănva gănđe să vadă stvarurlje kari voj viđec, ali jej no putut să vadă, šă să audă šje voj ac auzăt, ali nor auzăt.”
2a0a1900c1	Šjeva ka učitelju dă zakonu alu Mojsije su skulat, să ăl iskušulaskă pă Isus šă lu ăntribat: “Učitelju šje trăbă să fakă să kapăt kust dă erikeš? Kum ăl pot kăpăta?”
2a0a1a0038	“Šje zăšji zakonu alu Mojsije? Kum prišjep aje?”
2a0a1b00a5	U ăntors vorba: “Plaši pă Domnu Dimizovu ku tot sufljitu atov, ku duša ata, ku pučere, šă ku kutotu găndu atov, pă susjedu atov kă pă činji săngur!”
2a0a1c003e	Isus u zăs aluj: “Benji aj zăs, aša fă šă vi kusta.”
2a0a1d0068	Ali kum gănđe să areči kă ăj pravedan, lu ăntribat pă Isus: “Ali šinji ăj susjedu amnjov?”
2a0a1e00bf	Isus u zăs: “Are om kari are pă kalji dă Jeruzalem, are sus ăm varuš Jerihon kari are žjos u fost pljačkalit šă lăpădat, bătut pă morči dă la pljačkaš šă lăsat pă drik.
2a0a1f0073	Popa dă židov slučajno măržje pă kalje šă kănd lu văzut, u fužjit pă lăngă jăl numa pă alta parći.
2a0a200093	Isto aša Levit, pomočniku alu popa u vinjit isto pă kalje haje. Kănd u vinjit pă lokula šă lu văzut, isto u mers pă alta parći dă kalji.
2a0a210072	Napokon Samaritanac kum măržje pă kalji u vinjit pă lăngă jăl šă kănd lu văzut lu apukat mila dă jăl.
2a0a220095	Jăl u mers la jăl u vărsat uloj šă vin, šă ju ănvălit ranurlje. Atunšje lu pus pă magar šă lu dus ăm fugadov aša su brinulit dă jăl.
2a0a2300ea	Odma hajelantă điminjacă kum fužje ju dat lu gazda dă kasa šjeva ka banji šă u zăs: ‘Je sama dă jăl, šă dakă asta nu u fi dăstul banj, dă kutotu šje u čilti, ju cuj plăći razlika kănd mă ăntorkă ăm napoj.’
2a0a240093	Dă pă ganđala ata šje gănđešć kari dăm ešće tri su arătat ka susjedu alu omusta kari u fost pljačkalit šjinji maj benji u ažutat?”
2a0a250088	Jăl u ăntors vorba: “Ala pă kari lu apukat mila dă jăl.” Atunšje Isus ju zăs aluj: “Dući šă fă šă tu isto ka jăl.”
2a0a260080	Kum ur mers maj menkulo, Isus u vinjit ăm unu sat hunđi are mujeri šje să čima Marta kari lu apukat pă jăl ăm kasa alji.
2a0a27007a	Marta ave soră šje să čima Marija kari u šăzut la pišjorilje alu Domnu šă punje ureći la kutotu šje jăl svite.
2a0a2800e1	Ali Marta are ăm brigur dă kutotu šje trăbă să fakă. Aša u vinjit la Isus šă ju zăs: “Nu či dori Domnu, kă sora ame mu lăsat pă minji săngur kutotu să poslužulesk? Šjeva zăj să vijă să ăm ažući.”
2a0a29005e	Domnu ju zăs: “Marta, Marta, tu či brinulešč šă či uznemirilešč dă mulći stvarur.
2a0a2a0064	U biti numa una stvar trăbujă, šă Marija maj benji u akuljes, šă aje no fi lotă dă la je.”
2a0b0100ba	Undată kănd Isus u fost gata ku molitva, unu dăm učenici aluj u vinjit la jăl šă ju zăs: “Domnu, ănvacănji să nji arugănj, kum ănvăca Ivan Krstitelj pă učenici aluj.”
2a0b0200a9	Isus lju zăs alor: “Kănd vă arugăc zăšjec: ‘Tata, la să fijă svănt numilje atov, la să vijă kraljevstva ata, ka kum ăj pă nor la să fijă pă pămănt!
2a0b030035	Pita anostră kari ăj ăm totă ză, dă nji astăs.
2a0b040091	Šă jartănji grehurlje anoštri, ka kum noj jartănj alu eje kari grešilešći protiv dă noj. Nu nji da să kăđenj ăm ănšjirkalur.’”
2a0b0500a9	Isus u zăs alor: “Haj să zăšjenj kă avec urtak la kari măržjec ăm miržuku dă nopći šă ăj zăšjec: ‘Urtaku amnjov, dăm kečinj tri dărabur dă pită.
2a0b060052	Urtaku u vinjit dă pă kalji la minji, šă nam šje să ăj puj dădănenći.’
2a0b0700ab	A jăl ăm nontru aj zăšji: ‘O nu mă gnjavali! Uša ăj mar ănkujetă, kupiji amej šă ju ăščenj ăm pat, šă jednostavno, nu mă pot skula să ac dov pită.’
2a0b08005c	Ju vă zăk: šă dakă nu u meržji daje kă ăs urtašj, u fašji aje să nu să rušunji.
2a0b090065	Šă ju vă zăk: Arugăcăvă, šă vu fi dat! Kutăc, šă vic afla! Kukunjec, šă vu fi dăsvkut.
2a0b0a006d	Kă šjinji gođ să arogă, kapătă! Kari kotă, află! A šjinji gođ kukunješći aluje ju su dăsvašji.
2a0b0b005a	Kari ăj tata ăntri voj: kănd kupilu šjeri pešći dali ăm lok dă pešći dă šarpi?
2a0b0c0036	Ili kănd šjeri să ăj đe škorpion ăm lok dă ov?
2a0b0d00a3	Dakă voj grešni ominj šćijec să dăđec bunji stvarur alu kupiji avoštri, kit maj mult vu da Tata avostru dăm nor Duh Svănt alu alor kari ăl ăntrabă!”
2a0b0e00c7	Isus undată u vărljit afară pă unu drak kari are mut, šă kănd u fost drakula vărljit afară dăm ala om kari are mut, puće să svitaskă, šă alčilje ominji kari u văzut aje asre ămirac.
2a0b0f0076	A orikic dăm jej u zăs: “Jăl u vărljit afară pă drašj afară ku ažutala alu Beelzebul princu dă demonur!”
2a0b100053	Akulo asre alci kari ănšjirka pă Isus, šă jej u šjirut znak dăm nor să đe.
2a0b1100d6	Ali Isus šćije găndurlje alor, šă lju zăs: “Totă kraljevstva kari să borulešči una ku alt, jej ur uništili kraljevstva alor. Dakă familija una ku alt să borulešči, jej šur uništili familija alor.
2a0b1200d5	Dakă Sotona să borulešči protiv dă jăl săngur, kum kraljevstvo aluj su cănje?, šje rămănje dăm kraljestva aluj? Kum voj zăšjec kă ju vărljesk afară pă drašji dăm lume ku ažutala alu Beelzebul.
2a0b1300d0	Ali dakă ju vărljesk pă drašji afară dăm lumi ku ažutala alu Beelzebul, atunšje učenici avoštri vărlješći isto afară pă drašj ku ažutală alu Beelzebul? Jej săngur u dokazali kă nus točni.
2a0b14006e	Ali dakă ju măj pă drašji afără ku žejtu alu Dimizov, atunšje u vinjit kraljevstva alu Dimizov la voj.
2a0b150068	Kănd om bălour ăj naoružan šă păzešći kasa hunđi kustă, atunšje pămăntu aluj ăj sigurnă.
2a0b16009c	Ali kănd bălour om ăl napadalešći šă ăl mănănkă ku bătaje, ăj je oružje dă kari ovisilešći, šă ăj ămparcă šje u furat dă la slab om.
2a0b170067	Kari nu ăj ku minji, ala ăj protiv dă minji šă šjinji gođe nu akulježi ku minji, ala răsăpă.
2a0b1800e3	Pă lok făr dă apă rov duhu fužji afară dăm om, să lutulaskă šă să koći lok să să odmaralskă. Dakă nu află njiš šjefălj lok, zăšji: ‘Ju uj meržji ăm napoj ăm kasa ame dăm ala om hunđi am fužjit.’
2a0b190055	Kănd draku u vinjit ăm napoj u aflat kă aje kasa ăj čistilită, šă măturată.
2a0b1a00b3	Atunšje meržji šă adušji maj šapči rov duhur maj rej dă jăl săngur, šă jej u vinji napoj ăm om šă kustă akulo. Aša alu omula are tari urăt dă kit dăm elši.”
2a0b1b00c8	Kum Isus svite, mujeri ăm gărmadă dă ominj u mužjit tari dăm tot graju šă su apukat să svitaskă: “Blagoslovulită ăj aje kari ću purtat ăm injimă, kari ću rănjit šă ću păzăt!”
2a0b1c006c	Isus u ăntors vorba: “Anume, ali maj blagoslovulit ăs eje kari auđi vorba alu Dimizov šă u cănji!”
2a0b1d00eb	Kănd u vinjit tari mulc ominj akulo, Isus su apukat să svitaskă: “Voj ominj kari kustăc ăm asta vremi, voj ščec rej ominj. Kotă znak, ali njišj šjefălj altu znak no fi dat ka kum u făkut Dimizov čudo păntru prorok Jona.
2a0b1e00d9	Šje su dogodulit alu Jona aje are znak alu Ninivljanur kari kusta ăm varuš Niniva, kă Dimizov lu mănat. Aša šje mu su dogoduli, ju uj fi znak kă pă minji, Fišjoru alu Om kari Dimizov u mănat alu asta narod.
2a0b1f014b	Pă zuva kănd Dimizov u suduli, kraljica kari dă kănva vladale pă pămănt dă jug ăm Seba, su răđika una šă je u suduli pă heje kari kustă astăs. Je u vinjit dă pă kraju dă svijet, să slušulaskă pă Car Salomon kari are tari mudar. A aišje ăj šjinjiva maj mari dă Salomon a voj nu gănđec să punjec ureči!
2a0b2000f8	Ăm zua kănd Dimizov u suduli, ominji kari kusta ăm varuš Niniva su răđika šă ljur suduli ominji kari aku kustă, kă jej nu sur ănkăjit kănd Jona lji propovijedale. A ajišje ăj šjinjiva maj mari dă kit Jona a voj nu vac pokajalit!”
2a0b2100c4	Isus svitešči: “Njime nu acăcă lampă šă atunšje u punji pă lok hunđi nu să veđi ili dăsup košară. Nu, jăl u punji ăm svijećnjak aša toc u viđe lumină kănd vinji ăm nontru.
2a0b2200ab	Oču ăj ka lampa alu telă. Dakă oču atov ăj sănătos, atunšje tela ata ăntragă u fi ăm lumină, ali kănd ci oču bičag, tela ata ăntragă ăj ăm ăntunjerik.
2a0b23005f	Bagă sama da aje šje smatralešč kă ăj lumina ăm činji să nu fijă făr dă lumină.”
