0100000009	1 Mosebog
0e080b00e7	Og Salomo lod Faraos Datter drage op fra Davids Stad ind i det Hus, som han havde bygget til hende; thi han sagde: Min Hustru skal ikke bo i Davids, Israels Konges, Hus; thi de Huse ere hellige, efterdi Herrens Ark er kommen i dem.
0e080c005b	Da ofrede Salomo Herren Brændofre paa Herrens Alter, som han havde bygget foran Forhallen,
0e080d00da	og hvad der hørte til hver Dag at ofre efter Mose Bud, paa Sabbaterne og Nymaanederne og de bestemte Tider, tre Gange om Aaret, nemlig: Paa de usyrede Brøds Højtid og paa Ugernes Højtid og paa Løvsalernes Højtid.
0e080e012e	Og han beskikkede efter Davids, sin Faders, Vis Præsternes Skifter til deres Tjeneste og Leviterne til deres Vagter, til at love og at gøre Tjeneste over for Præsterne, efter hvad der hørte til hver Dag, og Portnerne i deres Skifter til hver Port; thi saaledes var Davids, den Guds Mands, Befaling.
0e080f006b	Og de vege ikke fra Kongens Befaling om Præsterne og Leviterne angaaende enhver Sag og angaaende Skattene.
0e08100093	Og al Salomos Gerning var beredt til den Dag, Grundvolden blev lagt til Herrens Hus, og indtil han havde fuldendt det. Herrens Hus blev fuldkommet.
0e0811004a	Da drog Salomo til Ezion-Geber og til Eloth, til Havets Bred i Edoms Land.
0e081200d4	Og Huram sendte ham Skibe ved sine Tjenere og Tjenere forfarne til Søs, og de kom med Salomos Tjenere til Ofir og hentede derfra fire Hundrede og halvtredsindstyve Centner Guld, og de førte det til Kong Salomo.
0e09010118	Og Dronningen af Seba hørte Salomos Rygte og kom for at prøve Salomo med mørke Taler til Jerusalem med en saare stor Skare af Kameler, som bare vellugtende Urter og Guld i Mangfoldighed og dyrebare Stene; og hun kom til Salomo og talte med ham alt det, som var i hendes Hjerte.
0e0902006e	Og Salomo udtydede hende alle hendes Ord, og der var ikke et Ord skjult for Salomo, som han ej udtydede hende.
0e0903004a	Da Dronningen af Seba saa Salomos Visdom og det Hus, som han havde bygget,
0e090400df	og Maden til hans Bord og hans Tjeneres Bolig, og hvordan de stode, som opvartede ham, og deres Klæder og hans Mundskænke og deres Klæder og hans Opgang, ad hvilken han gik op til Herrens Hus: Da var hun ude af sig selv.
0e09050067	Og hun sagde til Kongen: Det Ord er sandt, som jeg har hørt i mit Land om dine Sager og om din Visdom;
0e090600b9	og jeg vilde ikke tro deres Ord, førend jeg kom, og mine Øjne have set det, og se, ikke Halvdelen er mig forkyndt af din megen Visdom; du har mere end efter Rygtet, som jeg har hørt.
0e09070071	Salige ere dine Mænd, og salige ere disse dine Tjenere, som stedse staa for dit Ansigt, og som høre din Visdom!
0e090800f5	Lovet være Herren din Gud, som havde Lyst til dig, at sætte dig paa sin Trone til Konge for Herren, din Gud! Fordi din Gud elsker Israel og vil befæste det evindelig, derfor satte han dig til Konge over dem, til at gøre Ret og Retfærdighed.
0e090900b5	Og hun gav Kongen hundrede og tyve Centner Guld og saare mange vellugtende Urter og dyrebare Stene; der var ikke saadanne Urter som disse, hvilke Dronningen af Seba gav Kong Salomo.
0e090a006c	Dertil med havde Hurams Tjenere og Salomos Tjenere bragt Guld fra Ofir og bragt Hebentræ og dyrebare Stene.
0e090b00ae	Og af Hebentræet lod Kongen gøre Gange til Herrens Hus og til Kongens Hus, samt Harper og Psaltre til Sangerne; og der blev ikke tilforn set saadant som dette i Judas Land.
0e090c00cd	Og Kong Salomo gav Dronningen af Seba alt det, hun havde Lyst til, som hun begærede, foruden Gaver for det, som hun havde medbragt til Kongen; og hun vendte om og drog til sit Land, hun og hendes Tjenere.
0e090d006f	Og Vægten paa det Guld, som kom til Salomo paa eet Aar, var seks Hundrede og seks og tresindstyve Centner Guld
0e090e009e	foruden det, som indkom fra Toldbetjentene, og det, som Købmændene bragte; og alle Kongerne af Arabia og Fyrsterne i Landet bragte Guld og Sølv til Salomo.
0e090f007a	Og Kong Salomo lod gøre to Hundrede Skjolde af drevet Guld; seks Hundrede Sekel drevet Guld lod han gaa paa hvert Skjold;
0e0910008a	og tre Hundrede smaa Skjolde af drevet Guld, tre Hundrede Sekel Guld lod han gaa paa hvert Skjold; og Kongen lagde dem i Libanons Skovhus.
0e0911004a	Og Kongen lod gøre en stor Trone af Elfenben og beslog den med purt Guld.
0e091200a6	Og Tronen havde seks Trin og en Skammel, som med Guld vare fastgjorte til Tronen, og der var Arme paa begge Sider omkring Sædets Sted, og to Løver stode ved Armene.
0e0913005d	Og der stod tolv Løver paa de seks Trin paa begge Sider; saadant er ikke gjort i noget Rige.
0e0914008f	Og alle Kong Salomos Drikkekar vare af Guld, og alle Karrene i Libanons Skovhus vare af fint Guld; Sølv agtedes ikke for noget i Salomos Dage.
0e09150095	Thi Kongens Skibe fore til Tharsis med Hurams Tjenere; een Gang i tre Aar kom de Tharsis Skibe, som bragte Guld og Sølv, Elfenben, Aber og Paafugle.
0e0916004c	Og Kong Salomo blev større end alle Konger paa Jorden ved Rigdom og Visdom.
0e09170069	Og alle Jordens Konger søgte Salomos Ansigt for at høre hans Visdom, som Gud havde givet i hans Hjerte.
0e09180085	Og de førte hver sin Skænk: Sølvkar og Guldkar og Klæder, Rustninger og vellugtende Urter, Heste og Muler, hvilket skete aarligt.
0e0919008f	Og Salomo havde fire Tusinde Stalde til Heste og Vogne og tolv Tusinde Ryttere, og han lod dem blive i Vognstæderne og hos Kongen i Jerusalem.
0e091a006a	Og han herskede over alle Kongerne, fra Floden og indtil Filisternes Land og indtil Ægyptens Landemærke.
0e091b0082	Og Kongen gjorde Sølvet i Jerusalem som Stenene og gjorde Cedertræerne som Morbærtræerne, der ere i Lavlandet i Mangfoldighed.
0e091c0042	Og man udførte Heste til Salomo fra Ægypten og fra alle Landene.
0e091d00c2	Men det øvrige af Salomos Handeler, de første og de sidste, ere de Ting ikke skrevne i Profeten Nathans Krønike og i Siloniten Ahias Profeti og i Seeren Jeddis Syn imod Jeroboam, Nebats Søn?
0e091e003c	Og Salomo regerede i Jerusalem over al Israel fyrretyve Aar.
0e091f007b	Og Salomo laa med sine Fædre, og de begrove ham i Davids, hans Faders, Stad; og Roboam, hans Søn, blev Konge i hans Sted.
0e0a010058	Og Roboam drog til Sikem; thi al Israel var kommen til Sikem for at gøre ham til Konge.
0e0a0200a9	Og det skete, der Jeroboam, Nebats Søn, hørte det — thi han var i Ægypten, hvorhen han var flygtet for Kong Salomos Ansigt — da kom Jeroboam tilbage fra Ægypten.
0e0a03005f	Thi de sendte hen og kaldte ham; og Jeroboam kom og al Israel, og de talte til Roboam, sigende:
0e0a040088	Din Fader gjorde vort Aag haardt; men let nu din Faders haarde Tjeneste og hans svare Aag, som han lagde paa os, saa ville vi tjene dig.
0e0a050049	Og han sagde til dem: Om tre Dage saa kommer til mig igen; og Folket gik.
0e0a0600af	Og Kong Roboam raadførte sig med de ældste, som havde staaet for hans Fader Salomos Ansigt, der han var levende, og sagde: Hvorledes raade I at give dette Folk Svar tilbage?
0e0a070085	Og de talte til ham, sigende: Vil du være dette Folk god og behage dem og tale gode Ord til dem, da blive de dine Tjenere alle Dage!
0e0a08008e	Men han forlod de ældstes Raad, som de raadede ham, og raadførte sig med de unge, som vare opvoksede med ham, de, som stode for hans Ansigt.
0e0a0900a6	Og han sagde til dem: Hvad raade I, at vi skulle give dette Folk for Svar tilbage, som talte til mig, sigende: Gør du os det Aag lettere, som din Fader lagde paa os?
0e0a0a0110	Og de unge, som vare opvoksede med ham, talte til ham, sigende: Saa skal du sige til det Folk, som talte til dig og sagde: Din Fader gjorde vort Aag svart, men gør du os det lettere, — saa skal du sige til dem: Min Lillefinger skal være tykkere end min Faders Lænder.
0e0a0b009d	Nu da, min Fader lagde eder et svart Aag paa, men jeg vil gøre eders Aag svarere; min Fader tugtede eder med Svøber, men jeg vil tugte eder med Skorpioner.
0e0a0c0083	Da kom Jeroboam og alt Folket til Roboam paa den tredje Dag, som Kongen havde talt og sagt: Kommer igen til mig paa den tredje Dag!
0e0a0d0045	Og Kongen svarede dem haardt, og Kong Roboam forlod de ældstes Raad.
0e0a0e00be	Og han talte til dem efter de unges Raad og sagde: Min Fader gjorde eders Aag svart, men jeg vil gøre det svarere; min Fader tugtede eder med Svøber, men jeg vil tugte eder med Skorpioner.
0e0a0f00a0	Og Kongen hørte ikke Folket; thi Aarsagen var fra Gud, for at Herren kunde stadfæste sit Ord, som han havde talt ved Siloniten Ahia til Jeroboam, Nebats Søn.
0e0a100106	Der al Israel saa, at Kongen ikke vilde høre dem, da gav Folket Kongen et Svar tilbage og sagde: Hvad Del have vi i David? og: Vi have ingen Lod i Isajs Søn; Israel! drag til dine Telte; se nu til dit Hus, o David! Saa gik al Israel til sine Telte, hver især.
0e0a110047	Dog Israels Børn, som boede i Judas Stæder, over dem regerede Roboam.
0e0a1200c6	Da sendte Kong Roboam Hadoram, som var Rentemester, men Israels Børn stenede ham med Stene, saa at han døde; men Kong Roboam brugte al sin Styrke til at komme op i Vognen for at fly til Jerusalem.
0e0a130034	Saa faldt Israel af fra Davids Hus indtil denne Dag.
0e0b0100b6	Der Roboam kom til Jerusalem, da samlede han Judas Hus og Benjamin, hundrede og firsindstyve Tusinde udvalgte Krigsmænd, at stride imod Israel for at føre Riget tilbage til Roboam.
0e0b02003a	Men Herrens Ord skete til Semaja, den Guds Mand, og sagde:
0e0b03005f	Tal til Roboam, Salomos Søn, Judas Konge, og til al Israel, som er i Juda og Benjamin, og sig:
0e0b0400d5	Saa sagde Herren: I skulle ikke drage op og ej stride imod eders Brødre; vender tilbage, hver til sit Hus, thi denne Handel er sket af mig; og de adløde Herrens Ord og vendte tilbage og droge ikke imod Jeroboam.
0e0b050046	Og Roboam boede i Jerusalem og byggede Stæder til Befæstning i Juda.
0e0b06002a	Og han byggede Bethlehem og Etam og Thekoa
0e0b07001d	og Bethzur og Soko og Adullam
0e0b080018	og Gath og Maresa og Sif
0e0b09001d	og Adora'im og Lakis og Aseka
0e0b0a0057	og Zora og Ajalon og Hebron, som vare i Juda og i Benjamin, saa de bleve faste Stæder.
0e0b0b0067	Og han gjorde de faste Stæder stærke og lagde Befalingsmænd i dem og Forraad af Spise og Olie og Vin
0e0b0c0066	og Skjolde og Spyd i alle Stæderne, hvilke han befæstede saare meget; og Juda og Benjamin vare hans.
0e0b0d0062	Og Præsterne og Leviterne, som vare udi al Israel, de gik over til ham fra alt deres Landemærke.
0e0b0e00b6	Thi Leviterne forlode deres Marker og deres Ejendom og droge til Juda og til Jerusalem; thi Jeroboam og hans Sønner forkastede dem og lode dem ikke gøre Præstetjeneste for Herren.
0e0b0f0066	(Men han beskikkede sig Præster til Højene og til Skovtroldene og til de Kalve, som han opstillede.)
0e0b1000a7	Og efter hine fulgte af alle Israels Stammer de, som gave deres Hjerte til at søge Herren Israels Gud; de kom til Jerusalem for at ofre til Herren, deres Fædres Gud.
0e0b110081	Og de styrkede Judas Rige og gjorde Roboam, Salomos Søn, mægtig i tre Aar; thi de vandrede i Davids og i Salomos Vej i tre Aar.
0e0b12007e	Og Roboam tog sig en Hustru foruden Mahalath, Jerimoths, Davids Søns, Datter, nemlig Abihail, en Datter af Eliab, Isajs Søn.
0e0b130035	Og hun fødte ham Sønner: Je'us og Semarja og Saham.
0e0b140063	Og efter hende tog han Maaka, Absaloms Datter; og hun fødte ham Abia og Athaj og Sisa og Selomith.
0e0b1500c9	Men Roboam elskede Maaka, Absaloms Datter, mere end alle sine Hustruer og Medhustruer; thi han tog atten Hustruer og tresindstyve Medhustruer; og han avlede otte og tyre Sønner og tresindstyve Døtre.
0e0b160080	Og Roboam satte Abia, Maakas Søn, til den ypperste, til en Fyrste iblandt hans Brødre; thi han tænkte at gøre ham til Konge.
0e0b1700b7	Og han handlede forstandig og fordelte alle sine Sønner i alle Judas og Benjamins Lande, i alle faste Stæder, og gav dem rigeligt Underhold; og han begærede mange Hustruer for dem.
0e0c01007e	Og det skete, der Roboams Rige var befæstet, og der han var bleven mægtig, da forlod han og hele Israel med ham Herrens Lov.
0e0c020084	Og det skete i Kong Roboams femte Aar, da drog Sisak, Kongen af Ægypten, op imod Jerusalem (thi de havde forsyndet sig imod Herren)
0e0c0300a1	med tusinde og to Hundrede Vogne og med tresindstyve Tusinde Ryttere, og der var ikke Tal paa det Folk, som kom med ham af Ægypten: Libyer, Sukiter og Morianer.
0e0c04004a	Og han indtog de faste Stæder, som hørte til Juda, og kom til Jerusalem.
0e0c0500db	Da kom Semaja, Profeten, til Roboam og til de Øverste i Juda, som havde samlet sig til Jerusalem for Sisaks Skyld, og sagde til dem: Saa sagde Herren: I have forladt mig, og jeg har derfor overladt eder i Sisaks Haand.
0e0c06005d	Da ydmygede de Øverste udi Israel sig tillige med Kongen, og de sagde: Herren er retfærdig.
0e0c0700f0	Og der Herren saa, at de ydmygede sig, da skete Herrens Ord til Semaja og sagde: De have ydmyget sig, jeg vil ikke ødelægge dem; men om en kort Tid vil jeg lade dem undkomme, og min Fortørnelse skal ikke udøses over Jerusalem ved Sisak.
0e0c08006c	Dog skulle de vorde hans Tjenere, at de kunne fornemme, hvad det er at tjene mig og at tjene Landenes Riger.
0e0c0900cf	Saa drog Sisak, Kongen af Ægypten, op imod Jerusalem, og han tog Liggendefæet i Herrens Hus og Liggendefæet i Kongens Hus, han tog alting bort; og han tog de Skjolde af Guld, som Salomo havde ladet gøre.
0e0c0a008d	Og Kong Roboam lod gøre Kobberskjolde i deres Sted og betroede dem i de øverste Drabanters Haand, som toge Vare paa Døren for Kongens Hus.
0e0c0b0085	Og det skete, saa tidt Kongen gik ind i Herrens Hus, da kom Drabanterne og bare dem ud, og de bare dem tilbage i Drabanternes Kammer.
0e0c0c0091	Og da han ydmygede sig, blev Herrens Vrede vendt af fra ham, thi han vilde ikke ødelægge ham aldeles; thi der var ogsaa nogle gode Ting i Juda.
0e0c0d0122	Og Kong Roboam befæstede sig i Jerusalem og regerede; thi Roboam var et og fyrretyve Aar gammel, der han blev Konge, og regerede sytten Aar i Jerusalem, i den Stad, som Herren af alle Israels Stammer havde udvalgt for der at sætte sit Navn; og hans Moders Navn var Naema, den ammonitiske.
0e0c0e0055	Og han gjorde det, som var ondt; thi han beredte ikke sit Hjerte til at søge Herren.
0e0c0f00d3	Men Roboams Handeler, de første og de sidste, ere de ikke skrevne i Profeten Semajas Krønikers Bog og hos Seeren Iddo, hvor han opregner Slægtregistrene? og der var Krige imellem Roboam og Jeroboam alle Dage.
0e0c10006a	Og Roboam laa med sine Fædre, og blev begraven i Davids Stad; og Abia, hans Søn, blev Konge i hans Sted.
0e0d01003b	I Kong Jeroboams attende Aar, da blev Abia Konge over Juda.
0e0d02008c	Han regerede tre Aar i Jerusalem, og hans Moders Navn var Mikaja, Uriels Datter fra Gibea; og der var Krig imellem Abia og imellem Jeroboam.
0e0d0300c8	Og Abia begyndte Krigen med en Hær af vældige Krigsfolk, fire Hundrede Tusinde udvalgte Mænd; og Jeroboam rustede sig imod ham til Krig med otte Hundrede Tusinde udvalgte Mænd, vældige til Strid.
0e0d04006f	Og Abia stod frem paa Zemaraims Bjerg, som hører til Efraims Bjerge, og sagde: Hører mig, Jeroboam og Israel!
0e0d05008b	Burde det ikke eder at vide, at Herren, Israels Gud, har givet David Regeringen over Israel evindelig, ham og hans Sønner ved en Saltpagt?
0e0d06005e	Men Jeroboam, Nebats Søn, Salomos, Davids Søns, Tjener, rejste sig og affaldt fra sin Herre.
0e0d0700b5	Og løse Mænd, Belials Børn, samlede sig til ham og satte sig vældig op imod Roboam, Salomos Søn; thi Roboam var ung og blødhjertet, saa at han ikke kunde vise Styrke imod dem.
0e0d0800bb	Og nu tænke I, at I ville vise eders Styrke imod Herrens Rige, som er i Davids Sønners Haand, fordi I ere en stor Hob og have hos eder Guldkalve, som Jeroboam gjorde til Guder for eder.
0e0d0900f3	Have I ikke fordrevet Herrens Præster, Arons Sønner og Leviterne, og gjort eder selv Præster ligesom Folkene i Landene? hver den, som kommer for at fylde sin Haand med en ung Tyr og syv Vædre, han bliver Præst for dem, som ikke ere Guder.
0e0d0a0092	Men hvad os angaar, da er Herren vor Gud, og vi have ikke forladt ham; og Præsterne, som tjene Herren, Arons Børn og Leviterne, ere i Tjenesten;
0e0d0b0105	og de antænde Brændofrene for Herren hver Morgen og hver Aften og Røgofferet af vellugtende Urter og sætte Skuebrødene paa det rene Bord og Guldlysestagen og dens Lamper, der tændes hver Aften; thi vi holde Herren vor Guds Skik, men I, I have forladt ham.
0e0d0c00d3	Derfor se, med os, i Spidsen for os er Gud og hans Præster, og de stærktlydende Basuner, der skulle lyde imod eder; I, Israels Børn, strider ikke imod Herren, eders Fædres Gud; thi det skal ikke lykkes eder.
0e0d0d0073	Men Jeroboam lod et Baghold gaa omkring for at komme bag paa dem, saa de selv vare foran Juda og Bagholdet bag dem.
0e0d0e007c	Og Juda saa sig om, og se, da var der Kamp foran dem og bag dem, og de raabte til Herren, og Præsterne blæste i Basunerne.
0e0d0f0079	Og Judas Mænd skrege, og det skete, der Judas Mænd skrege, da slog Gud Jeroboam og al Israel for Abias og Judas Ansigt.
0e0d100047	Og Israels Børn flyede for Judas Ansigt, og Gud gav dem i deres Haand.
0e0d110082	Og Abia og hans Folk slog dem med et stort Slag, og de ihjelslagne, som faldt af Israel, vare fem Hundrede Tusinde udvalgte Mænd.
0e0d120082	Saa bleve Israels Børn ydmygede samme Tid, men Judas Børn bleve styrkede; thi de forlode sig fast paa Herren, deres Fædres Gud.
0e0d1300a2	Og Abia forfulgte Jeroboam og tog Stæder fra ham, nemlig Bethel med dens tilhørende Byer og Jesana med dens tilhørende Byer og Efron med dens tilhørende Byer.
0e0d14005b	Og Jeroboam kom ikke ydermere til Kræfter i Abias Dage, og Herren slog ham, saa han døde.
0e0d150061	Men Abia blev mægtig og tog sig fjorten Hustruer og avlede to og tyve Sønner og seksten Døtre.
0e0d160066	Men det øvrige af Abias Handeler, baade hans Veje og hans Ord, ere skrevne i Profeten Iddos Historie.
0e0e01008e	Og Abia laa med sine Fædre, og de begrove ham i Davids Stad, og Asa, hans Søn, blev Konge i hans Sted; i hans Dage havde Landet Ro i ti Aar.
0e0e020043	Og Asa gjorde det, som var godt og ret for Herrens hans Guds Øjne.
0e0e03006b	Og han borttog de fremmede Altre og Højene og sønderbrød Støtterne og sønderhuggede Astartebillederne.
0e0e04005d	Og han sagde til Juda, at de skulde søge Herren, deres Fædres Gud, og gøre Loven og Budet.
0e0e05005d	Og han borttog Højene og Solbillederne fra alle Stæder i Juda, og Riget havde Ro under ham.
0e0e060089	Og han byggede faste Stæder i Juda, fordi Landet havde Ro, og der var ingen Krig imod ham i disse Aar; thi Herren skaffede ham Rolighed.
0e0e070123	Og han sagde til Juda: Lader os bygge disse Stæder og føre Mur op omkring dem med Taarne, dobbelte Porte og Stænger, da Landet endnu ligger for os; thi vi have søgt Herren vor Gud, vi have søgt ham, og han har skaffet os Rolighed trindt omkring. Saa byggede de, og det lykkedes for dem.
0e0e0800c4	Og Asa havde en Hær, som bar Skjold og Spyd, af Juda tre Hundrede Tusinde og af Benjamin, som bare Skjold og spændte Bue, to Hundrede og firsindstyve Tusinde; alle disse vare vældige til Strid.
0e0e09007c	Og Morianen Sera drog ud imod dem med en Hær, tusinde Gange tusinde, og med tre Hundrede Vogne; og han kom lige til Maresa.
0e0e0a004d	Og Asa drog ud imod ham, og de rustede sig til Slag i Zefatas Dal ved Maresa.
0e0e0b0130	Og Asa raabte til Herren sin Gud og sagde: Herre! hos dig, naar du vil hjælpe, gør det ingen Forskel, om en har megen eller ingen Kraft; hjælp os, Herre vor Gud! thi vi forlade os fast paa dig, og vi ere komne i dit Navn imod denne Hob; Herre! du er vor Gud, intet Menneske skal formaa noget imod dig.
0e0e0c0054	Og Herren slog Morianerne for Asas Ansigt og for Judas Ansigt, og Morianerne flyede.
0e0e0d00df	Og Asa og Folket, som var med ham, forfulgte dem indtil Gerar; og der faldt af Morianerne saa mange, at ingen af dem blev levende; thi de bleve knuste for Herrens Ansigt og for hans Hær; og man gjorde et saare stort Bytte.
0e0e0e0091	Og de sloge alle Stæder trindt omkring Gerar, thi Herrens Frygt var over disse; og de udplyndrede alle Stæderne, thi der var meget Bytte i dem.
0e0e0f0076	Og de sloge ogsaa Kvægteltene, og bortførte smaat Kvæg i Mangfoldighed og Kameler, og de kom tilbage til Jerusalem.
0e0f010031	Og Asaria, Odeds Søn — over ham kom Guds Aand.
0e0f0200de	Og han gik ud imod Asa og sagde til ham: Hører mig, Asa og al Juda og Benjamin! Herren er med eder, fordi I ere med ham, og dersom I søge ham, skal han lade sig finde af eder, men om I forlade ham, skal han forlade eder.
0e0f03006b	Og der var mange Dage for Israel, da de vare uden sand Gud og uden Præst, som underviste dem, og uden Lov.
0e0f040064	Og de omvendte sig i deres Nød til Herren, Israels Gud, og søgte ham, og han lod sig finde af dem.
0e0f050081	Men i hine Tider havde ingen Fred, naar han gik ud, og naar han gik ind; thi et stort Bulder gik over alle Indbyggerne i Landene,
0e0f06006d	og de bleve sønderknuste, Folk imod Folk, og Stad imod Stad; thi Gud forfærdede dem med alle Haande Angest.
0e0f07005d	Men I, værer frimodige og lader ikke eders Hænder synke; thi der er Løn for eders Gerning.
0e0f080102	Der Asa hørte disse Ord og Profeten Odeds Profeti, blev han frimodig og borttog Vederstyggelighederne fra det ganske Judas og Benjamins Land og fra de Stæder, som han havde indtaget af Efraims Bjerg, og fornyede Herrens Alter, som var foran Herrens Forhal.
0e0f0900b7	Og han samlede al Juda og Benjamin og de fremmede hos dem af Efraim og af Manasse og af Simeon; thi mangfoldige af Israel gik over til ham, der de saa, at Herren hans Gud var med ham.
0e0f0a0053	Og de samlede sig til Jerusalem, i den tredje Maaned i Asas Regerings femtende Aar.
0e0f0b0071	Og de ofrede til Herren samme Dag af det Bytte, som de havde ført hjem, syv Hundrede Øksne og syv Tusinde Faar.
0e0f0c006b	Og de indgik Pagten om at søge Herren, deres Fædres Gud, af deres ganske Hjerte og af deres ganske Sjæl.
0e0f0d006c	Og hver, som ikke vilde søge Herren, Israels Gud, skulde dødes, baade liden og stor, baade Mand og Kvinde.
0e0f0e0057	Og de tilsvore Herren med høj Røst og med Frydeskrig og med Basuner og med Trompeter.
0e0f0f00bd	Og al Juda var glad over Eden; thi de havde svoret af deres ganske Hjerte og søgte ham med deres ganske Villie, og han lod sig finde af dem; og Herren skaffede dem Rolighed trindt omkring.
0e0f1000e9	Og Kong Asa afsatte ogsaa sin Moder Maaka, at hun ikke skulde være Dronning, fordi hun havde gjort sig et grueligt Billede af Astarte, og Asa udryddede hendes gruelige Billede og stødte det smaat og opbrændte det ved Kedrons Bæk.
0e0f110056	Men Højene toges ikke bort af Israel, dog var Asas Hjerte retskaffent alle hans Dage.
0e0f120080	Og han førte de Ting, som hans Fader havde helliget, og det, som han selv havde helliget, ind i Guds Hus, Sølv og Guld og Kar.
0e0f130046	Og der var ingen Krig indtil det fem og tredivte Aar af Asas Regering.
0e100100a4	I Asas Regerings seks og tredivte Aar drog Baesa, Israels Konge, op imod Juda og byggede Rama for ikke at tilstede Asa, Judas Konge, at nogen drog ud eller kom ind.
0e10020094	Men Asa tog Sølv og Guld af Herrens Hus's og Kongens Hus's Liggendefæ og sendte til Benhadad, Kongen af Syrien, som boede i Damaskus, og lod sige:
0e100300cf	Der er en Pagt imellem mig og imellem dig og imellem min Fader og imellem din Fader; se, jeg sender dig Sølv og Guld, drag hen, gør til intet din Pagt med Baesa, Israels Konge, at han maa drage op fra mig.
0e100400a1	Og Benhadad adlød Kong Asa og sendte de Hærførere, som han havde, imod Israels Stæder, og de slog Ijon og Dan og Abel-Maim og alle Nafthalis Forraadsstæder.
0e10050061	Og det skete, der Baesa hørte (Jet, da lod han af med at bygge Rama og lod sit Arbejde høre op.
0e1006009f	Da tog Kong Asa hele Juda med sig, og de toge Stenene bort fra Rama tillige med Tømmeret der, som Baesa havde bygget med, og han byggede dermed Geba og Mizpa.
0e100700e5	Og paa den samme Tid kom Hanani, Seeren, til Asa, Judas Konge, og sagde til ham: Fordi du forlod dig fast paa Kongen af Syrien og forlod dig ikke fast paa Herren din Gud, derfor er Kongen af Syriens Hær undsluppen fra din Haand.
0e10080090	Vare ikke Morianerne og Libyerne en stor Hær med saare mange Vogne og Ryttere? dog, der du forlod dig fast paa Herren, gav han dem i din Haand.
0e100900c2	Thi Herrens Øjne skue omkring paa al Jorden, og han viser sig stærk i at hjælpe dem, hvis Hjerte er helt med ham; du handlede daarligt i denne Sag; thi fra nu af skal der være Krig imod dig.
0e100a0099	Men Asa blev fortørnet paa Seeren og satte ham i Fængsels Hus, thi han blev vred paa ham for dette; og Asa fortrykte nogle af Folket paa den samme Tid.
0e100b0061	Og se, Asas Handeler, de første og de sidste, se, de ere skrevne i Judas og Israels Kongers Bog.
0e100c00a4	Og Asa blev syg i sine Fødder i sin Regerings ni og tredivte Aar, indtil hans Sygdom tog til over Maade; og selv i sin Sygdom søgte han ikke Herren, men Lægerne.
0e100d004b	Og Asa laa med sine Fædre og døde i sin Regerings et og fyrretyvende Aar.
0e100e00f5	Og de begrove ham i hans Gravsted, som han havde ladet grave i Davids Stad, og de lagde ham paa et Leje, som man havde fyldt med alle Slags vellugtende Urter, sammensatte paa Kunstens Vis ved en Blanding, og de brændte saare meget ham til Ære.
0e1101004c	Og Josafat, hans Søn, blev Konge i hans Sted og befæstede sig imod Israel.
0e11020092	Og han lagde en Krigshær i alle Judas faste Stæder og satte Befalingsmænd i Judas Land og i Efraims Stæder, som hans Fader Asa havde indtaget.
0e11030064	Og Herren var med Josafat; thi han vandrede i sin Fader Davids første Veje og søgte ikke Baalerne;
0e11040053	men han søgte sin Faders Gud og vandrede i hans Bud og ikke efter Israels Gerning.
0e11050076	Og Herren stadfæstede Riget i hans Haand, og al Juda gav Josafat Skænk; og han havde Rigdom og Ære i Mangfoldighed.
0e1106006f	Og der hans Hjerte blev modigt paa Herrens Veje, da borttog han fremdeles Højene og Astartebillederne af Juda.
0e1107008b	Og i sin Regerings tredje Aar udsendte han sine Fyrster: Ben Hail og Obadja og Sakarja og Nethaneel og Mikaja for at lære i Judas Stæder;
0e110800ac	og med dem Leviterne: Semaja og Nethania og Sebadja og Asael og Semiramoth og Jonathan og Adonia og Tobia og Tob-Adonia, Leviterne; og med dem Elisama og Joram, Præsterne.
0e1109007b	Og de lærte i Juda, og de havde Herrens Lovbog med sig, og de droge omkring i alle Judas Stæder og lærte iblandt Folket.
0e110a0072	Og Frygt for Herren kom over alle Landenes Riger, som laa trindt omkring Juda, saa at de ikke strede imod Josafat.
0e110b00ae	Og af Filisterne bragte nogle Josafat Skænk og Sølvafgiften; ogsaa Araberne bragte ham smaat Kvæg, syv Tusinde og syv Hundrede Vædre og syv Tusinde og syv Hundrede Bukke.
0e110c0055	Saa tiltog Josafat overmaade i Magt, og han byggede Slotte og Forraadsstæder i Juda.
0e110d005b	Og han havde meget at gøre i Judas Stæder og Krigsmænd, vældige til Strid, i Jerusalem.
0e110e00a0	Og dette var deres Tal efter deres Fædres Hus: I Juda vare Øverster over tusinde, Adna den Øverste, og med ham vare tre Hundrede Tusinde, vældige til Strid.
0e110f005b	Og næst ham var Johanan den Øverste, og med ham vare to Hundrede og firsindstyve Tusinde.
0e11100072	Og næst ham var Amasia, Sikris Søn, Herrens frivillige, og med ham vare to Hundrede Tusinde, vældige til Strid.
0e11110077	Og af Benjamin var Eljada, en vældig Mand til Strid, og med ham vare to Hundrede Tusinde, udrustede med Bue og Skjold.
0e11120061	Og næst ham var Josabad, og med ham vare hundrede og firsindstyve Tusinde, bevæbnede til Strid.
0e11130054	Disse tjente Kongen foruden dem, som Kongen havde lagt i de faste Stæder i al Juda.
0e12010053	Og Josafat havde Rigdom og Ære i Mangfoldighed, og han gjorde Svogerskab med Akab.
