2800000008	mathiḥ
2c101300b2	tataḥ svēṣāṁ lābhasya pratyāśā viphalā jātēti vilōkya tasyāḥ prabhavaḥ paulaṁ sīlañca dhr̥tvākr̥ṣya vicārasthānē'dhipatīnāṁ samīpam ānayan|
2c10140083	tataḥ śāsakānāṁ nikaṭaṁ nītvā rōmilōkā vayam asmākaṁ yad vyavaharaṇaṁ grahītum ācarituñca niṣiddhaṁ,
2c10150064	imē yihūdīyalōkāḥ santōpi tadēva śikṣayitvā nagarē'smākam atīva kalahaṁ kurvvanti,
2c10160097	iti kathitē sati lōkanivahastayōḥ prātikūlyēnōdatiṣṭhat tathā śāsakāstayō rvastrāṇi chitvā vētrāghātaṁ karttum ājñāpayan|
2c10170073	aparaṁ tē tau bahu prahāryya tvamētau kārāṁ nītvā sāvadhānaṁ rakṣayēti kārārakṣakam ādiśan|
2c10180075	ittham ājñāṁ prāpya sa tāvabhyantarasthakārāṁ nītvā pādēṣu pādapāśībhi rbaddhvā sthāpitāvān|
2c10190082	atha niśīthasamayē paulasīlāvīśvaramuddiśya prāthanāṁ gānañca kr̥tavantau, kārāsthitā lōkāśca tadaśr̥ṇvan
2c101a00b8	tadākasmāt mahān bhūmikampō'bhavat tēna bhittimūlēna saha kārā kampitābhūt tatkṣaṇāt sarvvāṇi dvārāṇi muktāni jātāni sarvvēṣāṁ bandhanāni ca muktāni|
2c101b00c7	ataēva kārārakṣakō nidrātō jāgaritvā kārāyā dvārāṇi muktāni dr̥ṣṭvā bandilōkāḥ palāyitā ityanumāya kōṣāt khaṅgaṁ bahiḥ kr̥tvātmaghātaṁ karttum udyataḥ|
2c101c0081	kintu paulaḥ prōccaistamāhūya kathitavān paśya vayaṁ sarvvē'trāsmahē, tvaṁ nijaprāṇahiṁsāṁ mākārṣīḥ|
2c101d0078	tadā pradīpam ānētum uktvā sa kampamānaḥ san ullampyābhyantaram āgatya paulasīlayōḥ pādēṣu patitavān|
2c101e0070	paścāt sa tau bahirānīya pr̥ṣṭavān hē mahēcchau paritrāṇaṁ prāptuṁ mayā kiṁ karttavyaṁ?
2c101f00b4	paścāt tau svagr̥hamānīya tayōḥ sammukhē khādyadravyāṇi sthāpitavān tathā sa svayaṁ tadīyāḥ sarvvē parivārāścēśvarē viśvasantaḥ sānanditā abhavan|
2c10200051	tasmai tasya gr̥hasthitasarvvalōkēbhyaśca prabhōḥ kathāṁ kathitavantau|
2c102100b2	tathā rātrēstasminnēva daṇḍē sa tau gr̥hītvā tayōḥ prahārāṇāṁ kṣatāni prakṣālitavān tataḥ sa svayaṁ tasya sarvvē parijanāśca majjitā abhavan|
2c102200b4	paścāt tau svagr̥hamānīya tayōḥ sammukhē khādyadravyāṇi sthāpitavān tathā sa svayaṁ tadīyāḥ sarvvē parivārāścēśvarē viśvasantaḥ sānanditā abhavan|
2c1023006e	dina upasthitē tau lōkau mōcayēti kathāṁ kathayituṁ śāsakāḥ padātigaṇaṁ prēṣitavantaḥ|
2c102400c0	tataḥ kārārakṣakaḥ paulāya tāṁ vārttāṁ kathitavān yuvāṁ tyājayituṁ śāsakā lōkāna prēṣitavanta idānīṁ yuvāṁ bahi rbhūtvā kuśalēna pratiṣṭhētāṁ|
2c10250115	kintu paulastān avadat rōmilōkayōrāvayōḥ kamapi dōṣam na niścitya sarvvēṣāṁ samakṣam āvāṁ kaśayā tāḍayitvā kārāyāṁ baddhavanta idānīṁ kimāvāṁ guptaṁ vistrakṣyanti? tanna bhaviṣyati, svayamāgatyāvāṁ bahiḥ kr̥tvā nayantu|
2c1026007a	tadā padātibhiḥ śāsakēbhya ētadvārttāyāṁ kathitāyāṁ tau rōmilōkāviti kathāṁ śrutvā tē bhītāḥ
2c10270075	santastayōḥ sannidhimāgatya vinayam akurvvan aparaṁ bahiḥ kr̥tvā nagarāt prasthātuṁ prārthitavantaḥ|
2c10280097	tatastau kārāyā nirgatya ludiyāyā gr̥haṁ gatavantau tatra bhrātr̥gaṇaṁ sākṣātkr̥tya tān sāntvayitvā tasmāt sthānāt prasthitau|
2c11010095	paulasīlau āmphipalyāpallōniyānagarābhyāṁ gatvā yatra yihūdīyānāṁ bhajanabhavanamēkam āstē tatra thiṣalanīkīnagara upasthitau|
2c1102009d	tadā paulaḥ svācārānusārēṇa tēṣāṁ samīpaṁ gatvā viśrāmavāratrayē taiḥ sārddhaṁ dharmmapustakīyakathāyā vicāraṁ kr̥tavān|
2c11030104	phalataḥ khrīṣṭēna duḥkhabhōgaḥ karttavyaḥ śmaśānadutthānañca karttavyaṁ yuṣmākaṁ sannidhau yasya yīśōḥ prastāvaṁ karōmi sa īśvarēṇābhiṣiktaḥ sa ētāḥ kathāḥ prakāśya pramāṇaṁ datvā sthirīkr̥tavān|
2c1104009a	tasmāt tēṣāṁ katipayajanā anyadēśīyā bahavō bhaktalōkā bahyaḥ pradhānanāryyaśca viśvasya paulasīlayōḥ paścādgāminō jātāḥ|
2c1105011f	kintu viśvāsahīnā yihūdīyalōkā īrṣyayā paripūrṇāḥ santō haṭaṭsya katinayalampaṭalōkān saṅginaḥ kr̥tvā janatayā nagaramadhyē mahākalahaṁ kr̥tvā yāsōnō gr̥ham ākramya prēritān dhr̥tvā lōkanivahasya samīpam ānētuṁ cēṣṭitavantaḥ|
2c110600d6	tēṣāmuddēśam aprāpya ca yāsōnaṁ katipayān bhrātr̥ṁśca dhr̥tvā nagarādhipatīnāṁ nikaṭamānīya prōccaiḥ kathitavantō yē manuṣyā jagadudvāṭitavantastē 'trāpyupasthitāḥ santi,
2c11070093	ēṣa yāsōn ātithyaṁ kr̥tvā tān gr̥hītavān| yīśunāmaka ēkō rājastīti kathayantastē kaisarasyājñāviruddhaṁ karmma kurvvati|
2c1108005a	tēṣāṁ kathāmimāṁ śrutvā lōkanivahō nagarādhipatayaśca samudvignā abhavan|
2c11090057	tadā yāsōnastadanyēṣāñca dhanadaṇḍaṁ gr̥hītvā tān parityaktavantaḥ|
2c110a00a8	tataḥ paraṁ bhrātr̥gaṇō rajanyāṁ paulasīlau śīghraṁ birayānagaraṁ prēṣitavān tau tatrōpasthāya yihūdīyānāṁ bhajanabhavanaṁ gatavantau|
2c110b00bf	tatrasthā lōkāḥ thiṣalanīkīsthalōkēbhyō mahātmāna āsan yata itthaṁ bhavati na vēti jñātuṁ dinē dinē dharmmagranthasyālōcanāṁ kr̥tvā svairaṁ kathām agr̥hlan|
2c110c0063	tasmād anēkē yihūdīyā anyadēśīyānāṁ mānyā striyaḥ puruṣāścānēkē vyaśvasan|
2c110d00a6	kintu birayānagarē paulēnēśvarīyā kathā pracāryyata iti thiṣalanīkīsthā yihūdīyā jñātvā tatsthānamapyāgatya lōkānāṁ kupravr̥ttim ajanayan|
2c110e0097	ataēva tasmāt sthānāt samudrēṇa yāntīti darśayitvā bhrātaraḥ kṣipraṁ paulaṁ prāhiṇvan kintu sīlatīmathiyau tatra sthitavantau|
2c110f00cd	tataḥ paraṁ paulasya mārgadarśakāstam āthīnīnagara upasthāpayan paścād yuvāṁ tūrṇam ētat sthānaṁ āgamiṣyathaḥ sīlatīmathiyau pratīmām ājñāṁ prāpya tē pratyāgatāḥ|
2c11100086	paula āthīnīnagarē tāvapēkṣya tiṣṭhan tannagaraṁ pratimābhiḥ paripūrṇaṁ dr̥ṣṭvā santaptahr̥dayō 'bhavat|
2c11110084	tataḥ sa bhajanabhavanē yān yihūdīyān bhaktalōkāṁśca haṭṭē ca yān apaśyat taiḥ saha pratidinaṁ vicāritavān|
2c11120134	kintvipikūrīyamatagrahiṇaḥ stōyikīyamatagrāhiṇaśca kiyantō janāstēna sārddhaṁ vyavadanta| tatra kēcid akathayan ēṣa vācālaḥ kiṁ vaktum icchati? aparē kēcid ēṣa janaḥ kēṣāñcid vidēśīyadēvānāṁ pracāraka ityanumīyatē yataḥ sa yīśum utthitiñca pracārayat|
2c11130099	tē tam arēyapāganāma vicārasthānam ānīya prāvōcan idaṁ yannavīnaṁ mataṁ tvaṁ prācīkaśa idaṁ kīdr̥śaṁ ētad asmān śrāvaya;
2c11140079	yāmimām asambhavakathām asmākaṁ karṇagōcarīkr̥tavān asyā bhāvārthaḥ ka iti vayaṁ jñātum icchāmaḥ|
2c1115008c	tadāthīnīnivāsinastannagarapravāsinaśca kēvalaṁ kasyāścana navīnakathāyāḥ śravaṇēna pracāraṇēna ca kālam ayāpayan|
2c111600af	paulō'rēyapāgasya madhyē tiṣṭhan ētāṁ kathāṁ pracāritavān, hē āthīnīyalōkā yūyaṁ sarvvathā dēvapūjāyām āsaktā ityaha pratyakṣaṁ paśyāmi|
2c111700e8	yataḥ paryyaṭanakālē yuṣmākaṁ pūjanīyāni paśyan ‘avijñātēśvarāya’ ētallipiyuktāṁ yajñavēdīmēkāṁ dr̥ṣṭavān; atō na viditvā yaṁ pūjayadhvē tasyaiva tatvaṁ yuṣmān prati pracārayāmi|
2c11180096	jagatō jagatsthānāṁ sarvvavastūnāñca sraṣṭā ya īśvaraḥ sa svargapr̥thivyōrēkādhipatiḥ san karanirmmitamandirēṣu na nivasati;
2c111900b0	sa ēva sarvvēbhyō jīvanaṁ prāṇān sarvvasāmagrīśca pradadāti; ataēva sa kasyāścit sāmagyrā abhāvahētō rmanuṣyāṇāṁ hastaiḥ sēvitō bhavatīti na|
2c111a009e	sa bhūmaṇḍalē nivāsārtham ēkasmāt śōṇitāt sarvvān manuṣyān sr̥ṣṭvā tēṣāṁ pūrvvanirūpitasamayaṁ vasatisīmāñca niracinōt;
2c111b007f	tasmāt lōkaiḥ kēnāpi prakārēṇa mr̥gayitvā paramēśvarasya tatvaṁ prāptuṁ tasya gavēṣaṇaṁ karaṇīyam|
2c111c00f5	kintu sō'smākaṁ kasmāccidapi dūrē tiṣṭhatīti nahi, vayaṁ tēna niśvasanapraśvasanagamanāgamanaprāṇadhāraṇāni kurmmaḥ, punaśca yuṣmākamēva katipayāḥ kavayaḥ kathayanti ‘tasya vaṁśā vayaṁ smō hi’ iti|
2c111d00bd	ataēva yadi vayam īśvarasya vaṁśā bhavāmastarhi manuṣyai rvidyayā kauśalēna ca takṣitaṁ svarṇaṁ rūpyaṁ dr̥ṣad vaitēṣāmīśvaratvam asmābhi rna jñātavyaṁ|
2c111e009f	tēṣāṁ pūrvvīyalōkānām ajñānatāṁ pratīśvarō yadyapi nāvādhatta tathāpīdānīṁ sarvvatra sarvvān manaḥ parivarttayitum ājñāpayati,
2c111f00d0	yataḥ svaniyuktēna puruṣēṇa yadā sa pr̥thivīsthānāṁ sarvvalōkānāṁ vicāraṁ kariṣyati taddinaṁ nyarūpayat; tasya śmaśānōtthāpanēna tasmin sarvvēbhyaḥ pramāṇaṁ prādāt|
2c11200088	tadā śmaśānād utthānasya kathāṁ śrutvā kēcid upāhaman, kēcidavadan ēnāṁ kathāṁ punarapi tvattaḥ śrōṣyāmaḥ|
2c11210032	tataḥ paulastēṣāṁ samīpāt prasthitavān|
2c1122009e	tathāpi kēcillōkāstēna sārddhaṁ militvā vyaśvasan tēṣāṁ madhyē 'rēyapāgīyadiyanusiyō dāmārīnāmā kācinnārī kiyantō narāścāsan|
2c12010061	tadghaṭanātaḥ paraṁ paula āthīnīnagarād yātrāṁ kr̥tvā karinthanagaram āgacchat|
2c12020127	tasmin samayē klaudiyaḥ sarvvān yihūdīyān rōmānagaraṁ vihāya gantum ājñāpayat, tasmāt priskillānāmnā jāyayā sārddham itāliyādēśāt kiñcitpūrvvam āgamat yaḥ pantadēśē jāta ākkilanāmā yihūdīyalōkaḥ paulastaṁ sākṣāt prāpya tayōḥ samīpamitavān|
2c12030077	tau dūṣyanirmmāṇajīvinau, tasmāt parasparam ēkavr̥ttikatvāt sa tābhyāṁ saha uṣitvā tat karmmākarōt|
2c1204008b	paulaḥ prativiśrāmavāraṁ bhajanabhavanaṁ gatvā vicāraṁ kr̥tvā yihūdīyān anyadēśīyāṁśca pravr̥ttiṁ grāhitavān|
2c120500ba	sīlatīmathiyayō rmākidaniyādēśāt samētayōḥ satōḥ paula uttaptamanā bhūtvā yīśurīśvarēṇābhiṣiktō bhavatīti pramāṇaṁ yihūdīyānāṁ samīpē prādāt|
2c12060122	kintu tē 'tīva virōdhaṁ vidhāya pāṣaṇḍīyakathāṁ kathitavantastataḥ paulō vastraṁ dhunvan ētāṁ kathāṁ kathitavān, yuṣmākaṁ śōṇitapātāparādhō yuṣmān pratyēva bhavatu, tēnāhaṁ niraparādhō 'dyārabhya bhinnadēśīyānāṁ samīpaṁ yāmi|
2c1207007d	sa tasmāt prasthāya bhajanabhavanasamīpasthasya yustanāmna īśvarabhaktasya bhinnadēśīyasya nivēśanaṁ prāviśat|
2c120800a5	tataḥ krīṣpanāmā bhajanabhavanādhipatiḥ saparivāraḥ prabhau vyaśvasīt, karinthanagarīyā bahavō lōkāśca samākarṇya viśvasya majjitā abhavan|
2c1209007f	kṣaṇadāyāṁ prabhuḥ paulaṁ darśanaṁ datvā bhāṣitavān, mā bhaiṣīḥ, mā nirasīḥ kathāṁ pracāraya|
2c120a0085	ahaṁ tvayā sārddham āsa hiṁsārthaṁ kōpi tvāṁ spraṣṭuṁ na śakṣyati nagarē'smin madīyā lōkā bahava āsatē|
2c120b006b	tasmāt paulastannagarē prāyēṇa sārddhavatsaraparyyantaṁ saṁsthāyēśvarasya kathām upādiśat|
2c120c009b	gālliyanāmā kaścid ākhāyādēśasya prāḍvivākaḥ samabhavat, tatō yihūdīyā ēkavākyāḥ santaḥ paulam ākramya vicārasthānaṁ nītvā
2c120d007d	mānuṣa ēṣa vyavasthāya viruddham īśvarabhajanaṁ karttuṁ lōkān kupravr̥ttiṁ grāhayatīti nivēditavantaḥ|
2c120e00db	tataḥ paulē pratyuttaraṁ dātum udyatē sati gālliyā yihūdīyān vyāharat, yadi kasyacid anyāyasya vātiśayaduṣṭatācaraṇasya vicārō'bhaviṣyat tarhi yuṣmākaṁ kathā mayā sahanīyābhaviṣyat|
2c120f00af	kintu yadi kēvalaṁ kathāyā vā nāmnō vā yuṣmākaṁ vyavasthāyā vivādō bhavati tarhi tasya vicāramahaṁ na kariṣyāmi, yūyaṁ tasya mīmāṁsāṁ kuruta|
2c12100032	tataḥ sa tān vicārasthānād dūrīkr̥tavān|
2c121100c4	tadā bhinnadēśīyāḥ sōsthinināmānaṁ bhajanabhavanasya pradhānādhipatiṁ dhr̥tvā vicārasthānasya sammukhē prāharan tathāpi gālliyā tēṣu sarvvakarmmasu na manō nyadadhāt|
2c121200de	paulastatra punarbahudināni nyavasat, tatō bhrātr̥gaṇād visarjanaṁ prāpya kiñcanavratanimittaṁ kiṁkriyānagarē śirō muṇḍayitvā priskillākkilābhyāṁ sahitō jalapathēna suriyādēśaṁ gatavān|
2c12130079	tata iphiṣanagara upasthāya tatra tau visr̥jya svayaṁ bhajanabhvanaṁ praviśya yihūdīyaiḥ saha vicāritavān|
2c1214007d	tē svaiḥ sārddhaṁ punaḥ katipayadināni sthātuṁ taṁ vyanayan, sa tadanurarīkr̥tya kathāmētāṁ kathitavān,
2c121500f1	yirūśālami āgāmyutsavapālanārthaṁ mayā gamanīyaṁ; paścād īśvarēcchāyāṁ jātāyāṁ yuṣmākaṁ samīpaṁ pratyāgamiṣyāmi| tataḥ paraṁ sa tai rvisr̥ṣṭaḥ san jalapathēna iphiṣanagarāt prasthitavān|
2c1216007b	tataḥ kaisariyām upasthitaḥ san nagaraṁ gatvā samājaṁ namaskr̥tya tasmād āntiyakhiyānagaraṁ prasthitavān|
2c121700b3	tatra kiyatkālaṁ yāpayitvā tasmāt prasthāya sarvvēṣāṁ śiṣyāṇāṁ manāṁsi susthirāṇi kr̥tvā kramaśō galātiyāphrugiyādēśayō rbhramitvā gatavān|
2c12180083	tasminnēva samayē sikandariyānagarē jāta āpallōnāmā śāstravit suvaktā yihūdīya ēkō jana iphiṣanagaram āgatavān|
2c12190091	sa śikṣitaprabhumārgō manasōdyōgī ca san yōhanō majjanamātraṁ jñātvā yathārthatayā prabhōḥ kathāṁ kathayan samupādiśat|
2c121a00d2	ēṣa janō nirbhayatvēna bhajanabhavanē kathayitum ārabdhavān, tataḥ priskillākkilau tasyōpadēśakathāṁ niśamya taṁ svayōḥ samīpam ānīya śuddharūpēṇēśvarasya kathām abōdhayatām|
2c121b010b	paścāt sa ākhāyādēśaṁ gantuṁ matiṁ kr̥tavān, tadā tatratyaḥ śiṣyagaṇō yathā taṁ gr̥hlāti tadarthaṁ bhrātr̥gaṇēna samāśvasya patrē likhitē sati, āpallāstatrōpasthitaḥ san anugrahēṇa pratyayināṁ bahūpakārān akarōt,
2c121c0092	phalatō yīśurabhiṣiktastrātēti śāstrapramāṇaṁ datvā prakāśarūpēṇa pratipannaṁ kr̥tvā yihūdīyān niruttarān kr̥tavān|
2c130100a4	karinthanagara āpallasaḥ sthitikālē paula uttarapradēśairāgacchan iphiṣanagaram upasthitavān| tatra katipayaśiṣyān sākṣat prāpya tān apr̥cchat,
2c13020084	yūyaṁ viśvasya pavitramātmānaṁ prāptā na vā? tatastē pratyavadan pavitra ātmā dīyatē ityasmābhiḥ śrutamapi nahi|
2c13030059	tadā sā'vadat tarhi yūyaṁ kēna majjitā abhavata? tē'kathayan yōhanō majjanēna|
2c130400b8	tadā paula uktavān itaḥ paraṁ ya upasthāsyati tasmin arthata yīśukhrīṣṭē viśvasitavyamityuktvā yōhan manaḥparivarttanasūcakēna majjanēna jalē lōkān amajjayat|
2c1305005e	tādr̥śīṁ kathāṁ śrutvā tē prabhō ryīśukhrīṣṭasya nāmnā majjitā abhavan|
2c130600b0	tataḥ paulēna tēṣāṁ gātrēṣu karē'rpitē tēṣāmupari pavitra ātmāvarūḍhavān, tasmāt tē nānādēśīyā bhāṣā bhaviṣyatkathāśca kathitavantaḥ|
2c13070025	tē prāyēṇa dvādaśajanā āsan|
2c13080090	paulō bhajanabhavanaṁ gatvā prāyēṇa māsatrayam īśvarasya rājyasya vicāraṁ kr̥tvā lōkān pravartya sāhasēna kathāmakathayat|
2c13090139	kintu kaṭhināntaḥkaraṇatvāt kiyantō janā na viśvasya sarvvēṣāṁ samakṣam ētatpathasya nindāṁ karttuṁ pravr̥ttāḥ, ataḥ paulastēṣāṁ samīpāt prasthāya śiṣyagaṇaṁ pr̥thakkr̥tvā pratyahaṁ turānnanāmnaḥ kasyacit janasya pāṭhaśālāyāṁ vicāraṁ kr̥tavān|
2c130a0098	itthaṁ vatsaradvayaṁ gataṁ tasmād āśiyādēśanivāsinaḥ sarvvē yihūdīyā anyadēśīyalōkāśca prabhō ryīśōḥ kathām aśrauṣan|
2c130b0045	paulēna ca īśvara ētādr̥śānyadbhutāni karmmāṇi kr̥tavān
2c130c00a5	yat paridhēyē gātramārjanavastrē vā tasya dēhāt pīḍitalōkānām samīpam ānītē tē nirāmayā jātā apavitrā bhūtāśca tēbhyō bahirgatavantaḥ|
2c130d00f9	tadā dēśāṭanakāriṇaḥ kiyantō yihūdīyā bhūtāpasāriṇō bhūtagrastanōkānāṁ sannidhau prabhē ryīśō rnāma japtvā vākyamidam avadan, yasya kathāṁ paulaḥ pracārayati tasya yīśō rnāmnā yuṣmān ājñāpayāmaḥ|
2c130e0059	skivanāmnō yihūdīyānāṁ pradhānayājakasya saptabhiḥ puttaistathā kr̥tē sati
2c130f0068	kaścid apavitrō bhūtaḥ pratyuditavān, yīśuṁ jānāmi paulañca paricinōmi kintu kē yūyaṁ?
2c131000b8	ityuktvā sōpavitrabhūtagrastō manuṣyō lamphaṁ kr̥tvā tēṣāmupari patitvā balēna tān jitavān, tasmāttē nagnāḥ kṣatāṅgāśca santastasmād gēhāt palāyanta|
2c131100d3	sā vāg iphiṣanagaranivāsinasaṁ sarvvēṣāṁ yihūdīyānāṁ bhinnadēśīyānāṁ lōkānāñca śravōgōcarībhūtā; tataḥ sarvvē bhayaṁ gatāḥ prabhō ryīśō rnāmnō yaśō 'varddhata|
2c13120089	yēṣāmanēkēṣāṁ lōkānāṁ pratītirajāyata ta āgatya svaiḥ kr̥tāḥ kriyāḥ prakāśarūpēṇāṅgīkr̥tavantaḥ|
2c131300c5	bahavō māyākarmmakāriṇaḥ svasvagranthān ānīya rāśīkr̥tya sarvvēṣāṁ samakṣam adāhayan, tatō gaṇanāṁ kr̥tvābudhyanta pañcāyutarūpyamudrāmūlyapustakāni dagdhāni|
2c13140043	itthaṁ prabhōḥ kathā sarvvadēśaṁ vyāpya prabalā jātā|
2c131500ee	sarvvēṣvētēṣu karmmasu sampannēṣu satsu paulō mākidaniyākhāyādēśābhyāṁ yirūśālamaṁ gantuṁ matiṁ kr̥tvā kathitavān tatsthānaṁ yātrāyāṁ kr̥tāyāṁ satyāṁ mayā rōmānagaraṁ draṣṭavyaṁ|
2c1316008c	svānugatalōkānāṁ tīmathiyērāstau dvau janau mākidaniyādēśaṁ prati prahitya svayam āśiyādēśē katipayadināni sthitavān|
2c13170031	kintu tasmin samayē matē'smin kalahō jātaḥ|
2c131800a3	tatkāraṇamidaṁ, arttimīdēvyā rūpyamandiranirmmāṇēna sarvvēṣāṁ śilpināṁ yathēṣṭalābham ajanayat yō dīmītriyanāmā nāḍīndhamaḥ
2c131900a9	sa tān tatkarmmajīvinaḥ sarvvalōkāṁśca samāhūya bhāṣitavān hē mahēcchā ētēna mandiranirmmāṇēnāsmākaṁ jīvikā bhavati, ētad yūyaṁ vittha;
2c131a011b	kintu hastanirmmitēśvarā īśvarā nahi paulanāmnā kēnacijjanēna kathāmimāṁ vyāhr̥tya kēvalēphiṣanagarē nahi prāyēṇa sarvvasmin āśiyādēśē pravr̥ttiṁ grāhayitvā bahulōkānāṁ śēmuṣī parāvarttitā, ētad yuṣmābhi rdr̥śyatē śrūyatē ca|
2c131b00fd	tēnāsmākaṁ vāṇijyasya sarvvathā hānēḥ sambhavanaṁ kēvalamiti nahi, āśiyādēśasthai rvā sarvvajagatsthai rlōkaiḥ pūjyā yārtimī mahādēvī tasyā mandirasyāvajñānasya tasyā aiśvaryyasya nāśasya ca sambhāvanā vidyatē|
2c131c0094	ētādr̥śīṁ kathāṁ śrutvā tē mahākrōdhānvitāḥ santa uccaiḥkāraṁ kathitavanta iphiṣīyānām arttimī dēvī mahatī bhavati|
2c131d00c6	tataḥ sarvvanagaraṁ kalahēna paripūrṇamabhavat, tataḥ paraṁ tē mākidanīyagāyāristārkhanāmānau paulasya dvau sahacarau dhr̥tvaikacittā raṅgabhūmiṁ javēna dhāvitavantaḥ|
2c131e0061	tataḥ paulō lōkānāṁ sannidhiṁ yātum udyatavān kintu śiṣyagaṇastaṁ vāritavān|
2c131f009b	paulasyatmīyā āśiyādēśasthāḥ katipayāḥ pradhānalōkāstasya samīpaṁ naramēkaṁ prēṣya tvaṁ raṅgabhūmiṁ māgā iti nyavēdayan|
2c13200094	tatō nānālōkānāṁ nānākathākathanāt sabhā vyākulā jātā kiṁ kāraṇād ētāvatī janatābhavat ētad adhikai rlōkai rnājñāyi|
2c1321008e	tataḥ paraṁ janatāmadhyād yihūdīyairbahiṣkr̥taḥ sikandarō hastēna saṅkētaṁ kr̥tvā lōkēbhya uttaraṁ dātumudyatavān,
2c132200b1	kintu sa yihūdīyalōka iti niścitē sati iphiṣīyānām arttimī dēvī mahatīti vākyaṁ prāyēṇa pañca daṇḍān yāvad ēkasvarēṇa lōkanivahaiḥ prōktaṁ|
2c132300fd	tatō nagarādhipatistān sthirān kr̥tvā kathitavān hē iphiṣāyāḥ sarvvē lōkā ākarṇayata, artimīmahādēvyā mahādēvāt patitāyāstatpratimāyāśca pūjanama iphiṣanagarasthāḥ sarvvē lōkāḥ kurvvanti, ētat kē na jānanti?
2c1324009e	tasmād ētatpratikūlaṁ kēpi kathayituṁ na śaknuvanti, iti jñātvā yuṣmābhiḥ susthiratvēna sthātavyam avivicya kimapi karmma na karttavyañca|
2c1325007b	yān ētān manuṣyān yūyamatra samānayata tē mandiradravyāpahārakā yuṣmākaṁ dēvyā nindakāśca na bhavanti|
2c132600ba	yadi kañcana prati dīmītriyasya tasya sahāyānāñca kācid āpatti rvidyatē tarhi pratinidhilōkā vicārasthānañca santi, tē tat sthānaṁ gatvā uttarapratyuttarē kurvvantu|
2c1327007d	kintu yuṣmākaṁ kācidaparā kathā yadi tiṣṭhati tarhi niyamitāyāṁ sabhāyāṁ tasyā niṣpatti rbhaviṣyati|
2c132800cc	kintvētasya virōdhasyōttaraṁ yēna dātuṁ śaknum ētādr̥śasya kasyacit kāraṇasyābhāvād adyatanaghaṭanāhētō rājadrōhiṇāmivāsmākam abhiyōgō bhaviṣyatīti śaṅkā vidyatē|
2c13290037	iti kathayitvā sa sabhāsthalōkān visr̥ṣṭavān|
2c1401007b	itthaṁ kalahē nivr̥ttē sati paulaḥ śiṣyagaṇam āhūya visarjanaṁ prāpya mākidaniyādēśaṁ prasthitavān|
2c14020062	tēna sthānēna gacchan taddēśīyān śiṣyān bahūpadiśya yūnānīyadēśam upasthitavān|
2c140300cc	tatra māsatrayaṁ sthitvā tasmāt suriyādēśaṁ yātum udyataḥ, kintu yihūdīyāstaṁ hantuṁ guptā atiṣṭhan tasmāt sa punarapi mākidaniyāmārgēṇa pratyāgantuṁ matiṁ kr̥tavān|
2c140400c0	birayānagarīyasōpātraḥ thiṣalanīkīyāristārkhasikundau darbbōnagarīyagāyatīmathiyau āśiyādēśīyatukhikatraphimau ca tēna sārddhaṁ āśiyādēśaṁ yāvad gatavantaḥ|
2c14050052	ētē sarvvē 'grasarāḥ santō 'smān apēkṣya trōyānagarē sthitavantaḥ|
2c140600aa	kiṇvaśūnyapūpōtsavadinē ca gatē sati vayaṁ philipīnagarāt tōyapathēna gatvā pañcabhi rdinaistrōyānagaram upasthāya tatra saptadinānyavātiṣṭhāma|
2c140700d8	saptāhasya prathamadinē pūpān bhaṁktu śiṣyēṣu militēṣu paulaḥ paradinē tasmāt prasthātum udyataḥ san tadahni prāyēṇa kṣapāyā yāmadvayaṁ yāvat śiṣyēbhyō dharmmakathām akathayat|
2c14080060	uparisthē yasmin prakōṣṭhē sabhāṁ kr̥tvāsan tatra bahavaḥ pradīpāḥ prājvalan|
2c1409010d	utukhanāmā kaścana yuvā ca vātāyana upaviśan ghōrataranidrāgrastō 'bhūt tadā paulēna bahukṣaṇaṁ kathāyāṁ pracāritāyāṁ nidrāmagnaḥ sa tasmād uparisthatr̥tīyaprakōṣṭhād apatat, tatō lōkāstaṁ mr̥takalpaṁ dhr̥tvōdatōlayan|
2c140a0091	tataḥ paulō'varuhya tasya gātrē patitvā taṁ krōḍē nidhāya kathitavān, yūyaṁ vyākulā mā bhūta nāyaṁ prāṇai rviyuktaḥ|
2c140b0071	paścāt sa punaścōpari gatvā pūpān bhaṁktvā prabhātaṁ yāvat kathōpakathanē kr̥tvā prasthitavān|
2c140c0052	tē ca taṁ jīvantaṁ yuvānaṁ gr̥hītvā gatvā paramāpyāyitā jātāḥ|
2c140d00af	anantaraṁ vayaṁ pōtēnāgrasarā bhūtvāsmanagaram uttīryya paulaṁ grahītuṁ matim akurmma yataḥ sa tatra padbhyāṁ vrajituṁ matiṁ kr̥tvēti nirūpitavān|
2c140e0075	tasmāt tatrāsmābhiḥ sārddhaṁ tasmin militē sati vayaṁ taṁ nītvā mitulīnyupadvīpaṁ prāptavantaḥ|
2c140f00de	tasmāt pōtaṁ mōcayitvā parē'hani khīyōpadvīpasya sammukhaṁ labdhavantastasmād ēkēnāhnā sāmōpadvīpaṁ gatvā pōtaṁ lāgayitvā trōgulliyē sthitvā parasmin divasē milītanagaram upātiṣṭhāma|
